SA4_CODE_2021,M_15_19_Mgrs,M_15_19_Profnls,M_15_19_Techs_trades_workers,M_15_19_Comm_psnl_serv_wrkrs,M_15_19_Cler_admin_wrkrs,M_15_19_Sales_wrkrs,M_15_19_Mach_oper_dvrs,M_15_19_Labrs,M_15_19_Inad_desc_Ns,M_15_19_Tot,M_20_24_Mgrs,M_20_24_Profnls,M_20_24_Techs_trades_wrkrs,M_20_24_Comm_psnl_serv_wrkrs,M_20_24_Cler_admin_wrkrs,M_20_24_Sales_wrkrs,M_20_24_Mach_oper_dvrs,M_20_24_Labrs,M_20_24_Inad_desc_Ns,M_20_24_Tot,M_25_34_Mgrs,M_25_34_Profnls,M_25_34_Techs_trades_wrkrs,M_25_34_Comm_psnl_serv_wrkrs,M_25_34_Cler_admin_wrkrs,M_25_34_Sales_wrkrs,M_25_34_Mach_oper_dvrs,M_25_34_Labrs,M_25_34_Inad_desc_Ns,M_25_34_Tot,M_35_44_Mgrs,M_35_44_Profnls,M_35_44_Techs_trades_wrkrs,M_35_44_Comm_psnl_serv_wrkrs,M_35_44_Cler_admin_wrkrs,M_35_44_Sales_wrkrs,M_35_44_Mach_oper_dvrs,M_35_44_Labrs,M_35_44_Inad_desc_Ns,M_35_44_Tot,M_45_54_Mgrs,M_45_54_Profnls,M_45_54_Techs_trades_wrkrs,M_45_54_Comm_psnl_serv_wrkrs,M_45_54_Cler_admin_wrkrs,M_45_54_Sales_wrkrs,M_45_54_Mach_oper_dvrs,M_45_54_Labrs,M_45_54_Inad_desc_Ns,M_45_54_Tot,M_55_64_Mgrs,M_55_64_Profnls,M_55_64_Techs_trades_wrkrs,M_55_64_Comm_psnl_serv_wrkrs,M_55_64_Cler_admin_wrkrs,M_55_64_Sales_wrkrs,M_55_64_Mach_oper_dvrs,M_55_64_Labrs,M_55_64_Inad_desc_Ns,M_55_64_Tot,M_65_74_Mgrs,M_65_74_Profnls,M_65_74_Techs_trades_wrkrs,M_65_74_Comm_psnl_serv_wrkrs,M_65_74_Cler_admin_wrkrs,M_65_74_Sales_wrkrs,M_65_74_Mach_oper_dvrs,M_65_74_Labrs,M_65_74_Inad_desc_Ns,M_65_74_Tot,M_75_84_Mgrs,M_75_84_Profnls,M_75_84_Techs_trades_wrkrs,M_75_84_Comm_psnl_serv_wrkrs,M_75_84_Cler_admin_wrkrs,M_75_84_Sales_wrkrs,M_75_84_Mach_oper_dvrs,M_75_84_Labrs,M_75_84_Inad_desc_Ns,M_75_84_Tot,M_85_yr_over_Mgrs,M_85_yr_over_Profnls,M_85ov_Techs_trades_wrkrs,M_85ov_Com_psnl_serv_wrkrs,M_85_yr_over_Cler_admin_wrkrs,M_85_yr_over_Sales_wrkrs,M_85_yr_over_Mach_oper_dvrs,M_85_yr_over_Labrs,M_85_yr_over_Inad_desc_Ns,M_85_yr_over_Tot,M_Tot_Mgrs,M_Tot_Profnls,M_Tot_Techs_trades_wrkrs,M_Tot_Comm_psnl_serv_wrkrs,M_Tot_Cler_admin_wrkrs,M_Tot_Sales_wrkrs,M_Tot_Mach_oper_dvrs,M_Tot_Labrs,M_Tot_Inad_desc_Ns,M_Tot_Tot,F_15_19_Mgrs,F_15_19_Profnls,F_15_19_Techs_trades_workers,F_15_19_Comm_psnl_serv_wrkrs,F_15_19_Cler_admin_wrkrs,F_15_19_Sales_wrkrs,F_15_19_Mach_oper_dvrs,F_15_19_Labrs,F_15_19_Inad_desc_Ns,F_15_19_Tot,F_20_24_Mgrs,F_20_24_Profnls,F_20_24_Techs_trades_wrkrs,F_20_24_Comm_psnl_serv_wrkrs,F_20_24_Cler_admin_wrkrs,F_20_24_Sales_wrkrs,F_20_24_Mach_oper_dvrs,F_20_24_Labrs,F_20_24_Inad_desc_Ns,F_20_24_Tot,F_25_34_Mgrs,F_25_34_Profnls,F_25_34_Techs_trades_wrkrs,F_25_34_Comm_psnl_serv_wrkrs,F_25_34_Cler_admin_wrkrs,F_25_34_Sales_wrkrs,F_25_34_Mach_oper_dvrs,F_25_34_Labrs,F_25_34_Inad_desc_Ns,F_25_34_Tot,F_35_44_Mgrs,F_35_44_Profnls,F_35_44_Techs_trades_wrkrs,F_35_44_Comm_psnl_serv_wrkrs,F_35_44_Cler_admin_wrkrs,F_35_44_Sales_wrkrs,F_35_44_Mach_oper_dvrs,F_35_44_Labrs,F_35_44_Inad_desc_Ns,F_35_44_Tot,F_45_54_Mgrs,F_45_54_Profnls,F_45_54_Techs_trades_wrkrs,F_45_54_Comm_psnl_serv_wrkrs,F_45_54_Cler_admin_wrkrs,F_45_54_Sales_wrkrs,F_45_54_Mach_oper_dvrs,F_45_54_Labrs,F_45_54_Inad_desc_Ns,F_45_54_Tot,F_55_64_Mgrs,F_55_64_Profnls,F_55_64_Techs_trades_wrkrs,F_55_64_Comm_psnl_serv_wrkrs,F_55_64_Cler_admin_wrkrs,F_55_64_Sales_wrkrs,F_55_64_Mach_oper_dvrs,F_55_64_Labrs,F_55_64_Inad_desc_Ns,F_55_64_Tot,F_65_74_Mgrs,F_65_74_Profnls,F_65_74_Techs_trades_wrkrs,F_65_74_Comm_psnl_serv_wrkrs,F_65_74_Cler_admin_wrkrs,F_65_74_Sales_wrkrs,F_65_74_Mach_oper_dvrs,F_65_74_Labrs,F_65_74_Inad_desc_Ns,F_65_74_Tot,F_75_84_Mgrs,F_75_84_Profnls,F_75_84_Techs_trades_wrkrs,F_75_84_Comm_psnl_serv_wrkrs,F_75_84_Cler_admin_wrkrs,F_75_84_Sales_wrkrs,F_75_84_Mach_oper_dvrs,F_75_84_Labrs,F_75_84_Inad_desc_Ns,F_75_84_Tot,F_85_yr_over_Mgrs,F_85_yr_over_Profnls,F_85_yr_over_Techs_tra_wrkrs,F_85ov_Com_psnl_serv_wrkrs,F_85ov_Cler_admin_wrkrs,F_85_yr_over_Sales_wrkrs,F_85_yr_over_Mach_oper_dvrs,F_85_yr_over_Labrs,F_85_yr_over_Inad_desc_Ns,F_85_yr_over_Tot,F_Tot_Mgrs,F_Tot_Profnls,F_Tot_Techs_trades_wrkrs,F_Tot_Comm_psnl_serv_wrkrs,F_Tot_Cler_admin_wrkrs,F_Tot_Sales_wrkrs,F_Tot_Mach_oper_dvrs,F_Tot_Labrs,F_Tot_Inad_desc_Ns,F_Tot_Tot
123,57,54,1241,172,60,639,289,1103,84,3700,288,520,2030,504,364,652,802,1048,160,6372,1585,2422,4020,948,1002,810,2229,1713,394,15122,2765,3013,3496,994,1320,785,2624,1405,378,16780,2460,1920,2835,801,1013,662,2630,1403,300,14026,1695,1267,1944,479,800,512,2263,1118,192,10267,426,459,439,133,230,179,546,301,61,2775,63,56,21,11,16,17,38,28,16,264,3,0,0,0,0,0,0,0,0,6,9344,9716,16034,4037,4807,4251,11415,8115,1591,69312,63,114,145,805,277,1632,85,491,89,3698,283,968,307,1488,1144,1113,184,362,139,5988,1419,4370,647,2416,3077,1227,385,683,301,14533,1756,4210,565,2359,3694,1191,315,786,274,15145,1492,2764,440,2125,3426,1081,416,965,184,12897,753,1632,271,1520,2681,785,315,889,146,8988,145,403,71,258,663,140,53,161,29,1918,10,17,8,8,38,9,4,11,14,119,4,0,0,0,0,0,0,0,5,11,5926,14473,2448,10971,15008,7180,1764,4350,1175,63292
124,63,67,1404,262,101,696,285,1378,92,4340,322,569,2574,635,418,688,898,1252,168,7528,1800,2712,4845,1220,1093,895,2613,1890,364,17434,2978,3398,3721,1138,1377,771,2887,1527,382,18177,3064,2592,3129,944,1177,692,2875,1424,339,16225,2130,2010,2359,701,998,552,2332,1260,234,12573,556,769,586,189,271,210,623,350,67,3627,81,122,40,8,36,34,47,31,19,420,11,6,0,0,0,0,5,5,0,37,11009,12242,18664,5093,5469,4540,12559,9107,1661,80353,68,127,210,992,323,1944,113,536,58,4384,352,1098,386,1887,1347,1111,229,426,96,6924,1643,5062,824,2788,3651,1351,454,698,265,16734,2151,4983,683,2336,4152,1102,415,774,311,16905,2027,3958,541,2322,4314,1165,399,908,214,15842,1127,2740,348,1744,3392,912,305,849,159,11580,220,782,76,347,861,202,50,173,41,2740,28,53,5,16,70,22,7,11,17,231,3,0,0,0,0,0,0,0,5,18,7618,18813,3077,12427,18107,7813,1965,4377,1165,75358
125,51,199,517,211,140,684,215,817,62,2897,482,1611,1831,845,893,1412,1243,1835,331,10486,3261,9869,4560,1903,2562,2049,3168,2979,1052,31405,5237,10106,4184,1128,2455,1323,2469,1795,749,29440,3343,4073,3176,792,1486,825,2163,1564,473,17887,1965,2442,2361,583,1127,608,2092,1540,268,12979,505,769,543,196,345,184,503,445,72,3563,53,105,36,17,29,23,40,34,19,359,5,13,5,0,0,0,0,0,8,34,14904,29175,17209,5682,9036,7116,11891,11009,3030,109048,42,224,80,542,341,1424,79,315,66,3110,389,2309,408,2190,1675,1609,281,791,240,9889,2399,10836,1035,3666,4616,1937,602,1322,655,27064,2989,8011,857,2610,5021,1335,408,936,542,22716,1918,4256,664,2317,4068,1037,402,1184,321,16178,926,2349,483,1553,3015,723,373,1296,210,10930,168,595,81,294,764,147,63,241,51,2408,9,41,0,19,80,15,0,14,14,197,0,0,0,0,0,0,0,0,4,16,8843,28619,3613,13200,19582,8223,2210,6091,2109,92500
126,29,134,172,207,95,382,74,369,23,1485,230,1133,670,506,489,623,181,406,92,4340,1667,5498,1705,558,1154,818,403,548,270,12615,2957,5661,1501,378,1009,606,408,403,230,13156,2698,3523,1144,280,704,440,397,454,149,9798,1777,2330,1007,253,538,353,460,442,112,7271,453,925,245,78,183,120,148,177,35,2378,81,144,21,12,19,25,8,14,18,350,6,9,0,0,0,0,0,3,0,29,9897,19359,6480,2285,4200,3368,2092,2815,934,51421,22,176,47,385,193,713,20,143,17,1724,214,1228,199,886,803,717,24,145,59,4270,1364,6282,500,1121,1969,818,67,248,229,12605,2172,5283,407,904,2221,645,46,219,225,12121,1770,3468,283,899,2077,474,55,271,109,9395,834,2250,246,709,1756,433,79,342,86,6724,148,596,49,155,547,106,19,98,37,1748,17,51,5,13,83,14,0,0,8,190,3,3,0,0,0,0,0,0,3,14,6547,19345,1733,5073,9650,3910,311,1466,766,48790
127,86,112,940,299,134,800,381,1152,90,3994,396,1243,2058,805,801,1031,1372,1210,289,9203,2336,4718,4371,1555,2107,1211,3021,1999,604,21922,3403,4075,3782,1058,1852,1100,3379,1773,565,20990,2813,2243,3559,860,1407,763,3729,2216,461,18053,1813,1344,2728,566,956,617,3530,2060,337,13958,453,404,628,148,259,164,682,517,69,3331,66,48,28,5,22,20,36,36,8,273,0,3,0,0,0,5,0,0,7,24,11365,14192,18099,5298,7536,5706,16136,10973,2431,91741,70,193,78,768,335,1907,143,410,81,3993,437,2050,341,1809,1882,1630,430,434,200,9219,1872,7291,708,2855,4241,1534,593,786,480,20357,2056,4911,647,2624,4616,1267,611,1223,463,18423,1605,3128,660,2472,4114,1379,822,1850,300,16332,837,1541,427,1661,2862,870,594,1647,168,10609,159,370,86,246,564,152,85,312,39,1996,7,15,3,9,44,12,5,16,12,118,0,0,0,0,5,0,0,0,0,9,7055,19502,2950,12438,18664,8751,3277,6681,1741,81058
128,35,102,1057,302,98,607,148,803,28,3187,269,757,1830,541,343,550,281,524,80,5169,1681,2816,3037,886,735,638,526,568,199,11082,3406,3322,2497,681,901,618,630,577,233,12864,3657,2781,2497,698,998,700,846,747,250,13172,2450,2090,1786,485,738,535,843,721,148,9805,653,824,449,105,252,199,299,227,44,3053,92,137,59,23,42,27,28,39,20,460,10,8,0,0,6,6,0,0,9,37,12258,12836,13210,3706,4114,3886,3595,4208,1014,58823,35,156,108,935,285,1266,42,334,24,3191,275,1267,243,1327,944,783,47,133,55,5077,1492,4598,469,1449,2003,735,60,199,152,11148,2354,4698,368,1266,2954,759,70,261,204,12933,2142,3890,398,1575,3731,977,100,348,146,13316,1021,2550,293,1099,3146,775,81,328,77,9348,210,643,57,248,903,194,30,100,25,2409,19,56,7,16,92,16,0,18,10,234,0,0,0,0,5,3,0,4,5,22,7545,17860,1942,7920,14065,5498,432,1710,699,57672
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,13,0,0,16,0,0,0,0,0,0,7,0,0,10,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
201,77,34,617,208,44,518,89,766,45,2399,205,234,1216,358,126,410,227,668,66,3513,861,1374,2373,645,433,470,741,988,149,8034,1433,1657,1868,477,434,324,748,805,123,7869,1704,1461,1683,580,475,409,958,846,172,8283,1320,1118,1396,438,392,351,997,888,139,7031,551,437,303,111,136,130,291,256,55,2256,196,50,25,7,15,19,11,25,17,371,22,0,0,0,0,0,0,0,3,39,6366,6370,9471,2822,2049,2626,4064,5252,779,39796,39,33,73,578,114,1185,22,377,40,2460,152,448,207,1085,493,672,44,298,46,3447,594,2477,485,1580,1256,673,74,453,90,7680,877,2649,417,1314,1575,518,41,462,95,7960,1035,2270,388,1473,1861,589,111,659,106,8486,780,1641,255,1246,1544,568,94,655,81,6874,270,395,53,226,346,116,34,181,42,1658,49,25,7,11,25,13,5,20,19,167,4,0,0,0,4,0,0,0,4,16,3802,9960,1886,7520,7216,4327,414,3094,525,38743
202,46,25,504,177,40,490,112,817,43,2255,148,256,1018,333,147,314,261,701,70,3257,742,1389,2134,572,337,389,702,1106,138,7508,1442,1635,1733,500,391,328,675,880,126,7715,1660,1543,1562,587,474,349,874,806,152,8002,1355,1097,1294,483,405,313,967,810,128,6849,594,481,308,133,126,129,278,264,51,2364,167,56,32,8,18,21,24,36,24,383,26,4,0,0,0,0,0,0,7,46,6180,6493,8587,2792,1929,2329,3897,5420,739,38375,33,18,95,539,125,1160,24,386,37,2410,124,476,227,956,426,612,44,320,42,3234,547,2598,446,1437,1068,584,78,570,97,7414,937,2785,367,1228,1387,482,81,493,99,7864,1105,2418,352,1331,1698,588,108,593,103,8293,748,1714,236,1253,1550,553,108,693,88,6952,300,449,50,238,396,120,17,147,33,1746,73,22,4,6,24,11,0,20,14,186,3,0,0,0,0,0,0,0,3,21,3873,10479,1783,6983,6680,4124,460,3221,519,38120
203,59,47,933,444,78,1006,173,1482,66,4288,319,628,2272,796,358,901,631,1270,157,7330,1750,3564,5222,1422,862,948,1631,2033,317,17736,3224,3802,4088,1144,895,750,1376,1503,319,17104,3316,3102,3424,1090,862,665,1695,1457,329,15942,2295,2340,2411,793,722,603,1724,1269,258,12415,792,965,588,192,263,234,480,416,103,4030,197,121,58,19,29,35,33,58,35,575,20,11,4,0,5,0,0,6,4,44,11971,14574,19010,5900,4067,5141,7737,9488,1581,79470,64,41,162,1233,184,2273,80,611,55,4698,322,1016,479,2339,839,1465,195,547,96,7287,1511,6369,1069,3228,2456,1249,232,766,230,17111,2118,6030,884,2552,3090,1066,212,803,258,17014,2063,4545,731,2784,3424,1234,237,1032,236,16277,1285,2986,464,2245,2850,1061,224,1045,136,12302,348,726,91,401,741,232,32,305,55,2937,62,49,4,16,48,9,3,38,19,243,6,0,0,0,3,0,0,0,11,27,7779,21759,3886,14798,13638,8585,1224,5151,1095,77906
204,64,25,748,315,58,545,144,966,64,2930,204,144,1392,468,81,272,373,693,77,3711,951,1020,2604,737,252,369,902,1215,164,8212,1589,1228,2116,568,317,333,932,973,172,8229,2017,1217,1907,609,400,396,1243,1056,199,9043,1948,1036,1639,529,450,390,1378,1136,177,8680,1202,481,459,164,156,142,458,406,78,3553,443,71,46,16,23,23,32,59,33,737,46,0,0,0,0,6,4,4,8,81,8463,5226,10920,3409,1735,2480,5464,6507,966,45177,44,28,96,781,149,1126,33,466,69,2802,152,378,265,1062,408,514,121,350,60,3307,668,2233,510,1672,1162,650,126,580,113,7715,1100,2468,462,1463,1416,563,107,585,122,8285,1314,2225,477,1551,2018,799,148,833,126,9492,1127,1761,353,1411,1813,760,152,987,100,8459,616,484,86,322,464,196,23,253,52,2507,169,36,3,13,49,7,0,28,29,345,12,4,0,0,7,0,0,0,11,34,5202,9609,2246,8281,7491,4619,716,4089,687,42940
205,86,39,1033,306,48,918,128,1174,90,3823,346,310,1902,433,206,459,356,981,88,5082,1371,1684,3954,816,454,657,1217,1960,288,12408,2161,1741,3312,714,464,504,1390,1645,258,12183,2578,1604,3063,717,547,599,1779,1693,277,12853,2590,1575,2709,696,580,571,1995,1630,285,12643,1437,708,706,188,231,257,588,536,121,4776,443,115,62,24,41,42,53,78,60,918,75,0,8,0,0,0,3,12,20,107,11095,7773,16746,3898,2580,4000,7504,9693,1493,64785,74,44,194,995,203,1749,40,569,102,3963,240,656,353,1458,710,844,57,467,75,4866,1011,3548,755,2485,2002,1039,147,821,188,12006,1357,3307,646,2239,2399,916,119,924,199,12110,1782,2957,575,2663,2867,1205,166,1248,180,13650,1493,2586,542,2167,2797,1110,170,1332,186,12384,736,666,89,483,731,248,37,352,91,3437,190,40,8,27,64,20,4,42,37,427,17,3,0,0,4,0,0,3,17,43,6904,13821,3161,12513,11779,7131,734,5762,1073,62882
206,64,207,322,805,205,879,174,1136,51,3838,836,3777,2417,2933,1708,2235,833,2055,348,17144,8277,28261,8560,4802,5318,3668,2179,3604,1190,65865,10295,17914,4275,1850,3074,1790,1104,1496,748,42551,7804,10281,2761,1246,2021,1256,981,1121,505,27985,4759,6659,1867,879,1396,823,905,984,317,18591,1363,2756,500,189,440,319,233,322,137,6262,273,517,64,18,55,67,23,56,53,1131,28,33,0,0,4,0,0,3,10,83,33698,70402,20774,12726,14221,11045,6438,10783,3370,183458,67,240,82,1565,379,2023,36,575,54,5019,1008,5123,873,5265,3213,3513,220,1011,312,20537,8316,33172,3155,7602,8818,3966,442,2093,998,68558,8274,18393,1398,2766,5452,1602,188,704,648,39420,6153,11048,864,2147,4852,1348,158,583,414,27566,3090,6854,504,1524,3620,990,112,529,234,17453,731,2032,121,383,1093,289,37,167,87,4933,86,208,10,29,101,37,3,35,36,538,3,13,0,0,4,5,0,0,13,38,27722,77072,7009,21270,27534,13765,1199,5692,2799,184047
207,56,196,304,753,220,997,163,1038,36,3759,506,1889,1432,1292,983,1568,496,1193,189,9541,2472,7629,2875,1212,1678,1376,794,1164,489,19684,4841,7797,2111,633,1299,1019,589,639,415,19340,6060,6810,2065,630,1240,1052,643,759,351,19610,4066,5271,1802,545,942,815,668,765,242,15110,1212,2120,498,192,392,282,223,326,101,5343,227,414,77,30,68,74,35,59,31,1020,21,30,0,5,8,5,0,7,13,85,19455,32158,11163,5291,6827,7186,3607,5942,1854,93485,56,214,85,1212,338,2023,20,472,46,4460,407,2321,324,2096,1540,2147,76,405,130,9456,2089,9148,785,2017,2833,1360,120,484,330,19172,3567,8532,646,1483,2945,1063,81,337,374,19029,3920,7360,679,1829,4016,1275,124,495,309,20000,1946,5013,467,1556,3198,915,114,552,177,13936,432,1451,105,383,1088,249,30,175,60,3972,68,178,11,41,141,34,5,44,25,544,8,8,0,0,8,5,0,3,15,53,12494,34212,3100,10618,16109,9073,570,2970,1477,90627
208,56,159,515,945,219,1172,209,1258,58,4594,406,1531,1778,1312,843,1455,489,1027,165,9011,2977,7416,4021,1459,1664,1386,899,1287,409,21507,6780,8713,3205,890,1572,1329,668,818,497,24475,8177,7794,3045,944,1627,1357,868,958,458,25216,5152,5367,2452,721,1176,1009,947,913,294,18032,1438,2268,755,207,467,439,356,402,116,6452,239,398,109,32,78,85,30,83,43,1100,30,29,9,3,12,6,5,13,8,111,25273,33666,15887,6510,7661,8240,4471,6754,2038,110498,57,168,105,1609,370,2440,34,591,61,5434,440,1959,376,2269,1596,2023,91,384,117,9250,2673,10134,924,2440,3297,1477,179,511,370,21996,4874,10499,784,2049,3921,1210,123,361,425,24241,5193,9305,794,2545,5372,1581,170,505,394,25863,2397,5534,521,1989,4404,1169,141,525,198,16871,537,1577,170,513,1436,367,43,205,75,4920,50,143,13,46,160,65,8,30,27,536,4,12,0,0,13,0,0,4,14,48,16219,39334,3690,13454,20572,10321,778,3121,1682,109171
209,80,105,1231,571,146,1288,239,1741,97,5499,496,1196,3608,1262,804,1624,1047,1909,305,12244,3200,7455,8169,2324,2320,1798,2930,3152,746,32094,6269,8947,6854,1863,2487,1440,3157,2394,777,34195,5942,5770,5609,1477,1959,1300,3075,2372,510,28019,3620,3580,3859,1047,1417,917,2667,2029,377,19520,907,1212,952,258,409,289,724,629,100,5490,144,150,80,16,43,49,47,97,31,652,17,15,5,4,0,0,3,8,6,57,20676,28428,30366,8826,9589,8702,13887,14334,2954,137763,90,160,162,1335,364,3238,47,634,95,6128,492,1943,619,2969,1845,2642,203,744,203,11673,2822,11315,1552,4967,5092,2136,375,1227,536,30024,4034,11223,1410,4497,5985,1709,351,1123,526,30867,3444,7359,1108,4035,6563,1924,429,1449,383,26688,1638,4065,643,2801,5025,1463,363,1342,218,17560,334,912,113,536,1191,342,64,353,59,3909,44,56,13,34,87,14,4,37,30,319,0,6,0,0,5,0,0,0,4,18,12898,37036,5615,21176,26153,13476,1847,6913,2062,127178
210,70,57,990,384,121,936,216,1403,96,4273,383,794,2912,790,665,1023,1046,1723,266,9599,2558,4927,6760,1771,1976,1284,3184,2868,707,26040,4326,5503,5248,1407,1846,1066,3262,2071,620,25342,3574,3098,4163,1035,1395,855,2787,1966,465,19342,2314,1964,2823,729,1132,657,2473,1522,280,13895,502,617,601,200,289,184,551,398,77,3412,110,86,55,13,20,29,33,59,17,419,10,4,3,0,0,3,0,0,9,26,13850,17047,23554,6319,7445,6036,13555,12015,2529,102348,61,106,100,781,255,2412,65,473,75,4337,366,1312,448,1990,1409,1946,230,633,201,8553,1961,7646,1078,3812,4080,1640,432,1106,485,22248,2630,6670,972,3418,4438,1297,303,907,410,21055,2077,4145,733,3043,4440,1385,387,1180,280,17679,1019,2207,460,1951,3485,1091,262,984,185,11645,196,453,75,323,748,220,47,236,55,2357,23,24,5,16,56,20,6,22,16,183,0,0,0,0,4,0,0,0,3,9,8348,22565,3879,15351,18924,10027,1736,5542,1707,88067
211,92,134,1610,715,150,1551,290,2125,115,6781,470,1289,3915,1028,729,1527,872,1779,239,11839,2915,6413,7814,1609,1786,1471,1661,2329,578,26573,6349,8163,6636,1301,1953,1395,1750,2008,564,30114,6564,6212,6469,1319,1877,1352,2395,2177,551,28925,4748,4208,5029,1095,1641,1125,2465,2072,393,22778,1320,1572,1222,312,490,389,755,713,132,6902,210,253,118,35,66,68,55,95,30,928,15,8,6,0,3,6,3,8,13,67,22682,28250,32826,7409,8698,8881,10235,13306,2618,134909,106,129,243,1774,350,3407,68,1016,81,7168,568,1779,751,2826,1711,2527,189,771,177,11294,2391,9701,1427,3963,4465,1817,302,966,418,25448,3848,10342,1321,3713,5697,1705,358,1072,465,28516,3860,7560,1293,4395,7112,2119,456,1509,429,28737,2062,4750,859,3414,6015,1697,412,1473,257,20945,436,1100,186,720,1529,427,93,443,77,5012,61,93,8,40,116,31,4,56,20,427,4,8,0,0,8,3,0,0,11,23,13339,35457,6088,20844,26992,13732,1889,7302,1942,127574
212,132,218,1638,776,282,2050,522,2883,193,8686,822,2293,5591,1679,1548,2711,2349,3808,578,21378,5006,10822,13504,2924,3952,3137,7070,6805,1558,54776,8582,11527,11557,2377,3676,2529,6883,5010,1299,53442,7276,7126,9138,1872,2737,1945,5996,4562,974,41623,4674,4137,6164,1250,2101,1270,5339,3676,621,29240,1213,1390,1400,343,620,400,1239,1006,188,7792,221,177,124,26,78,68,49,138,52,943,32,6,12,0,3,5,3,7,20,88,27959,37688,49124,11251,14992,14120,29461,27898,5483,217966,125,286,251,1838,593,4732,143,1324,146,9432,825,3250,941,4434,2933,4132,520,1746,409,19196,3750,14496,2601,7932,7954,3728,1116,3391,1020,45991,5034,13037,2210,7719,8709,2972,1046,3151,886,44766,4097,8047,1747,6586,8549,2765,1271,3691,652,37402,2134,4231,1007,4036,6210,1875,969,3012,400,23873,423,999,193,729,1474,377,144,648,91,5074,64,79,9,39,126,29,7,59,48,447,5,10,0,0,3,0,0,0,16,38,16456,44436,8962,33305,36552,20614,5217,17019,3662,186215
213,106,145,1395,610,249,1956,510,2577,180,7726,688,1591,4853,1635,1344,2190,2703,3144,573,18725,4862,11164,11471,3394,4539,3000,8891,5869,1631,54813,9806,15125,10012,2972,4920,2487,8394,4608,1473,59810,6932,6934,7307,2060,3130,1625,6889,4196,957,40035,3540,3428,4806,1364,2013,1049,5446,3244,577,25464,829,891,948,313,477,295,1144,870,136,5913,82,96,54,20,32,22,46,78,20,450,11,4,0,0,0,0,0,8,4,31,26863,39374,40847,12372,16702,12625,34028,24588,5562,212966,102,243,171,1513,502,4646,207,982,147,8507,782,2598,802,3680,2754,3723,764,1336,393,16822,4163,15809,2485,8072,8661,3864,1500,2704,1162,48419,6062,14958,2215,7965,10032,3136,1281,2738,1004,49385,4270,8004,1553,5963,8298,2591,1455,2955,687,35766,1803,3734,778,3443,5422,1793,845,2411,330,20558,273,675,121,572,1032,287,110,502,95,3655,25,39,3,13,53,21,0,42,20,219,0,0,0,0,0,0,0,0,12,17,17470,46058,8130,31220,36759,20047,6160,13668,3841,183361
214,63,44,1088,526,67,958,162,1331,89,4319,256,376,2393,661,229,692,431,964,134,6132,1468,2043,5174,948,569,788,931,1541,264,13725,3203,2504,4304,783,728,754,1093,1324,300,14998,3674,2614,3916,836,822,937,1525,1522,336,16181,2708,2101,2962,643,818,736,1558,1367,227,13127,934,1045,775,160,312,296,429,431,118,4496,203,206,86,19,60,56,40,69,36,775,16,13,0,0,5,4,0,7,12,60,12523,10948,20695,4590,3611,5216,6162,8553,1527,73816,54,64,130,1134,167,1914,31,556,69,4115,277,679,400,1772,714,1286,85,422,82,5725,1332,4331,890,2460,2172,1126,166,610,219,13314,2009,4667,764,2334,2946,1097,154,732,227,14940,2212,4163,794,2728,3696,1375,257,974,246,16457,1299,2848,518,2120,3231,1223,197,969,169,12567,371,780,102,444,1032,340,42,248,77,3430,60,44,3,22,98,28,6,34,38,330,5,5,0,0,0,0,0,0,0,9,7607,17574,3606,13016,14060,8389,940,4545,1133,70879
215,112,19,546,91,23,404,99,675,42,1994,264,141,994,184,68,268,264,683,65,2934,1152,868,1803,480,213,374,757,1509,207,7357,1636,746,1308,346,197,279,742,1025,163,6443,1884,726,1139,414,248,308,913,1010,165,6804,2099,615,1140,383,302,319,1173,1070,153,7255,1060,266,304,94,116,121,363,344,64,2718,344,30,34,10,4,21,33,41,47,572,56,3,0,0,0,3,0,7,14,80,8605,3412,7270,1996,1177,2091,4335,6364,920,36169,29,25,50,397,106,901,34,350,37,1926,123,385,181,712,369,441,52,330,59,2640,493,2054,354,1298,954,514,72,836,123,6695,783,1597,307,1053,1139,481,56,619,101,6130,998,1493,291,1336,1371,572,76,713,124,6974,985,1228,211,1267,1310,551,86,821,91,6560,445,300,68,257,344,124,14,195,48,1788,105,22,7,17,39,6,0,36,38,266,8,0,0,0,5,0,0,4,6,23,3971,7095,1470,6328,5640,3593,391,3906,625,33013
