SA4_CODE_2021,M_15_19_Mgrs,M_15_19_Profnls,M_15_19_Techs_trades_workers,M_15_19_Comm_psnl_serv_wrkrs,M_15_19_Cler_admin_wrkrs,M_15_19_Sales_wrkrs,M_15_19_Mach_oper_dvrs,M_15_19_Labrs,M_15_19_Inad_desc_Ns,M_15_19_Tot,M_20_24_Mgrs,M_20_24_Profnls,M_20_24_Techs_trades_wrkrs,M_20_24_Comm_psnl_serv_wrkrs,M_20_24_Cler_admin_wrkrs,M_20_24_Sales_wrkrs,M_20_24_Mach_oper_dvrs,M_20_24_Labrs,M_20_24_Inad_desc_Ns,M_20_24_Tot,M_25_34_Mgrs,M_25_34_Profnls,M_25_34_Techs_trades_wrkrs,M_25_34_Comm_psnl_serv_wrkrs,M_25_34_Cler_admin_wrkrs,M_25_34_Sales_wrkrs,M_25_34_Mach_oper_dvrs,M_25_34_Labrs,M_25_34_Inad_desc_Ns,M_25_34_Tot,M_35_44_Mgrs,M_35_44_Profnls,M_35_44_Techs_trades_wrkrs,M_35_44_Comm_psnl_serv_wrkrs,M_35_44_Cler_admin_wrkrs,M_35_44_Sales_wrkrs,M_35_44_Mach_oper_dvrs,M_35_44_Labrs,M_35_44_Inad_desc_Ns,M_35_44_Tot,M_45_54_Mgrs,M_45_54_Profnls,M_45_54_Techs_trades_wrkrs,M_45_54_Comm_psnl_serv_wrkrs,M_45_54_Cler_admin_wrkrs,M_45_54_Sales_wrkrs,M_45_54_Mach_oper_dvrs,M_45_54_Labrs,M_45_54_Inad_desc_Ns,M_45_54_Tot,M_55_64_Mgrs,M_55_64_Profnls,M_55_64_Techs_trades_wrkrs,M_55_64_Comm_psnl_serv_wrkrs,M_55_64_Cler_admin_wrkrs,M_55_64_Sales_wrkrs,M_55_64_Mach_oper_dvrs,M_55_64_Labrs,M_55_64_Inad_desc_Ns,M_55_64_Tot,M_65_74_Mgrs,M_65_74_Profnls,M_65_74_Techs_trades_wrkrs,M_65_74_Comm_psnl_serv_wrkrs,M_65_74_Cler_admin_wrkrs,M_65_74_Sales_wrkrs,M_65_74_Mach_oper_dvrs,M_65_74_Labrs,M_65_74_Inad_desc_Ns,M_65_74_Tot,M_75_84_Mgrs,M_75_84_Profnls,M_75_84_Techs_trades_wrkrs,M_75_84_Comm_psnl_serv_wrkrs,M_75_84_Cler_admin_wrkrs,M_75_84_Sales_wrkrs,M_75_84_Mach_oper_dvrs,M_75_84_Labrs,M_75_84_Inad_desc_Ns,M_75_84_Tot,M_85_yr_over_Mgrs,M_85_yr_over_Profnls,M_85ov_Techs_trades_wrkrs,M_85ov_Com_psnl_serv_wrkrs,M_85_yr_over_Cler_admin_wrkrs,M_85_yr_over_Sales_wrkrs,M_85_yr_over_Mach_oper_dvrs,M_85_yr_over_Labrs,M_85_yr_over_Inad_desc_Ns,M_85_yr_over_Tot,M_Tot_Mgrs,M_Tot_Profnls,M_Tot_Techs_trades_wrkrs,M_Tot_Comm_psnl_serv_wrkrs,M_Tot_Cler_admin_wrkrs,M_Tot_Sales_wrkrs,M_Tot_Mach_oper_dvrs,M_Tot_Labrs,M_Tot_Inad_desc_Ns,M_Tot_Tot,F_15_19_Mgrs,F_15_19_Profnls,F_15_19_Techs_trades_workers,F_15_19_Comm_psnl_serv_wrkrs,F_15_19_Cler_admin_wrkrs,F_15_19_Sales_wrkrs,F_15_19_Mach_oper_dvrs,F_15_19_Labrs,F_15_19_Inad_desc_Ns,F_15_19_Tot,F_20_24_Mgrs,F_20_24_Profnls,F_20_24_Techs_trades_wrkrs,F_20_24_Comm_psnl_serv_wrkrs,F_20_24_Cler_admin_wrkrs,F_20_24_Sales_wrkrs,F_20_24_Mach_oper_dvrs,F_20_24_Labrs,F_20_24_Inad_desc_Ns,F_20_24_Tot,F_25_34_Mgrs,F_25_34_Profnls,F_25_34_Techs_trades_wrkrs,F_25_34_Comm_psnl_serv_wrkrs,F_25_34_Cler_admin_wrkrs,F_25_34_Sales_wrkrs,F_25_34_Mach_oper_dvrs,F_25_34_Labrs,F_25_34_Inad_desc_Ns,F_25_34_Tot,F_35_44_Mgrs,F_35_44_Profnls,F_35_44_Techs_trades_wrkrs,F_35_44_Comm_psnl_serv_wrkrs,F_35_44_Cler_admin_wrkrs,F_35_44_Sales_wrkrs,F_35_44_Mach_oper_dvrs,F_35_44_Labrs,F_35_44_Inad_desc_Ns,F_35_44_Tot,F_45_54_Mgrs,F_45_54_Profnls,F_45_54_Techs_trades_wrkrs,F_45_54_Comm_psnl_serv_wrkrs,F_45_54_Cler_admin_wrkrs,F_45_54_Sales_wrkrs,F_45_54_Mach_oper_dvrs,F_45_54_Labrs,F_45_54_Inad_desc_Ns,F_45_54_Tot,F_55_64_Mgrs,F_55_64_Profnls,F_55_64_Techs_trades_wrkrs,F_55_64_Comm_psnl_serv_wrkrs,F_55_64_Cler_admin_wrkrs,F_55_64_Sales_wrkrs,F_55_64_Mach_oper_dvrs,F_55_64_Labrs,F_55_64_Inad_desc_Ns,F_55_64_Tot,F_65_74_Mgrs,F_65_74_Profnls,F_65_74_Techs_trades_wrkrs,F_65_74_Comm_psnl_serv_wrkrs,F_65_74_Cler_admin_wrkrs,F_65_74_Sales_wrkrs,F_65_74_Mach_oper_dvrs,F_65_74_Labrs,F_65_74_Inad_desc_Ns,F_65_74_Tot,F_75_84_Mgrs,F_75_84_Profnls,F_75_84_Techs_trades_wrkrs,F_75_84_Comm_psnl_serv_wrkrs,F_75_84_Cler_admin_wrkrs,F_75_84_Sales_wrkrs,F_75_84_Mach_oper_dvrs,F_75_84_Labrs,F_75_84_Inad_desc_Ns,F_75_84_Tot,F_85_yr_over_Mgrs,F_85_yr_over_Profnls,F_85_yr_over_Techs_tra_wrkrs,F_85ov_Com_psnl_serv_wrkrs,F_85ov_Cler_admin_wrkrs,F_85_yr_over_Sales_wrkrs,F_85_yr_over_Mach_oper_dvrs,F_85_yr_over_Labrs,F_85_yr_over_Inad_desc_Ns,F_85_yr_over_Tot,F_Tot_Mgrs,F_Tot_Profnls,F_Tot_Techs_trades_wrkrs,F_Tot_Comm_psnl_serv_wrkrs,F_Tot_Cler_admin_wrkrs,F_Tot_Sales_wrkrs,F_Tot_Mach_oper_dvrs,F_Tot_Labrs,F_Tot_Inad_desc_Ns,F_Tot_Tot
507,76,102,1108,673,100,1455,498,2028,105,6143,351,971,2804,1215,478,1145,979,1653,155,9752,2133,4886,6676,1731,1250,985,2426,2277,473,22834,4366,5966,6325,1342,1385,788,2536,1751,476,24930,4479,4708,5355,1156,1288,766,2704,1656,463,22577,3160,3321,3755,822,1112,650,2386,1473,280,16958,868,1211,821,221,348,290,608,457,103,4914,129,184,49,15,39,35,46,80,24,596,5,11,0,0,0,0,0,6,12,45,15578,21356,26888,7165,5993,6118,12180,11379,2093,108750,83,178,275,1763,368,2894,86,918,90,6653,459,1536,666,2967,1440,1856,196,651,132,9909,2075,7689,1591,3809,3944,1614,391,961,317,22389,2743,8138,1241,3800,4718,1446,364,1236,319,24003,2626,6295,1081,3750,5016,1680,379,1475,263,22567,1561,3964,674,2540,4109,1285,308,1199,195,15828,303,996,146,489,1005,348,62,319,51,3714,24,57,9,26,76,31,3,35,23,278,0,0,0,0,3,0,0,3,11,17,9868,28851,5678,19149,20671,11147,1789,6802,1394,105350
509,58,20,469,103,28,297,113,603,50,1743,180,106,787,104,31,153,268,605,37,2257,910,491,1643,227,109,199,705,1055,80,5413,1506,593,1438,267,144,187,788,819,108,5845,1879,691,1443,349,182,210,1173,817,122,6873,2024,710,1279,326,236,257,1381,884,132,7234,1176,272,371,79,93,118,439,364,62,2976,379,34,33,12,21,23,36,70,36,636,66,3,0,0,0,0,8,8,19,95,8180,2908,7469,1465,836,1450,4901,5232,642,33086,18,26,76,404,95,572,23,329,38,1584,92,237,140,443,272,265,66,253,31,1808,423,1140,296,774,823,352,126,553,63,4565,801,1266,316,930,1120,402,156,550,67,5613,1112,1245,359,1135,1251,539,180,680,86,6581,1101,1094,303,1001,1286,495,167,698,81,6229,540,315,76,243,389,131,55,195,45,1991,135,24,10,10,39,20,3,41,18,307,9,3,0,0,0,0,0,0,0,13,4241,5352,1578,4959,5282,2781,780,3298,435,28695
510,13,23,231,73,18,215,68,335,36,1006,61,198,730,126,45,77,290,466,38,2044,595,1380,3364,452,230,138,1419,1061,177,8830,1102,1264,3535,399,328,100,1847,777,222,9565,1084,970,2646,338,285,96,1990,636,207,8244,848,736,1590,272,242,116,1680,506,109,6102,302,215,275,86,49,53,350,127,34,1492,44,14,16,5,11,9,18,13,16,135,0,0,0,0,0,0,0,0,0,4,4046,4811,12387,1743,1221,795,7661,3912,834,37427,9,27,72,221,108,284,28,157,28,929,73,319,154,343,289,152,157,250,46,1779,524,1815,503,944,1043,343,460,609,102,6339,693,1380,381,848,1077,258,342,439,116,5535,620,919,253,646,895,298,395,400,58,4481,480,749,149,456,752,259,216,315,49,3423,146,212,29,89,179,53,29,79,16,828,7,6,0,7,15,5,0,9,9,64,0,0,0,0,0,0,0,0,0,0,2556,5427,1541,3551,4354,1646,1636,2261,429,23391
511,23,13,510,83,27,344,144,495,46,1687,100,185,1030,131,56,178,485,528,46,2732,596,1030,2639,351,169,231,1546,918,132,7616,1205,929,2271,308,181,183,1570,683,115,7443,1413,891,1996,334,229,200,1815,645,170,7690,1252,752,1610,299,254,179,1769,672,135,6921,540,236,351,75,79,53,470,205,54,2063,151,38,25,8,18,12,19,31,21,316,14,4,0,0,0,0,0,7,11,28,5283,4077,10437,1584,1007,1388,7821,4174,732,36498,17,28,110,424,108,611,41,260,28,1632,76,366,202,523,410,295,158,228,41,2296,422,1514,375,954,1072,419,322,457,68,5610,686,1365,302,921,1159,430,262,487,62,5670,807,1216,312,949,1311,477,318,594,100,6080,714,921,221,784,1124,464,227,607,80,5128,258,206,48,155,315,101,37,166,35,1325,58,19,5,7,24,12,3,18,13,159,3,0,0,0,0,0,0,0,6,8,3043,5634,1574,4715,5521,2804,1368,2824,428,27906
597,0,0,0,0,0,0,0,3,0,3,0,6,15,9,0,0,0,20,0,54,5,42,103,8,0,0,18,64,0,237,18,80,204,10,11,0,52,105,9,494,27,92,175,10,18,0,60,66,10,451,21,53,90,6,5,0,32,29,8,234,5,8,10,0,0,0,4,7,0,32,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,76,290,596,37,33,6,168,289,18,1517,0,0,0,0,0,0,0,0,0,7,0,0,7,7,0,0,0,10,0,23,3,15,8,12,3,0,0,18,0,54,0,8,8,3,0,0,0,9,0,28,3,9,6,0,3,0,0,10,0,32,11,8,0,5,0,0,0,6,0,29,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,21,40,28,25,9,0,4,49,5,186
601,56,43,584,314,81,614,118,706,59,2566,246,493,1482,688,308,666,296,748,86,5012,1499,2969,3927,1680,1035,1075,1271,2043,325,15827,2238,2971,2638,1024,830,534,926,1206,266,12643,2333,2623,2065,911,874,516,875,874,233,11311,1694,1948,1760,608,678,424,1070,847,158,9179,522,757,459,163,174,161,254,246,62,2796,104,76,38,16,29,31,25,23,23,366,8,4,0,6,0,4,0,0,3,23,8701,11897,12946,5396,4012,4025,4841,6695,1212,59717,43,54,117,715,195,1283,46,381,49,2877,202,839,322,1459,802,1031,41,344,71,5112,1176,4555,825,3269,2363,1276,111,920,242,14729,1668,4265,527,2086,2318,743,92,641,206,12544,1570,3631,511,1851,2700,750,103,697,163,11980,961,2545,380,1498,2343,659,98,698,132,9299,217,637,95,314,537,153,27,233,34,2244,34,41,10,15,54,14,0,21,18,207,3,3,0,0,0,0,0,0,7,19,5874,16569,2776,11197,11321,5912,521,3938,918,59019
602,44,19,431,155,23,378,115,539,29,1743,178,174,917,276,111,312,317,611,76,2952,912,1058,2021,611,319,465,1005,1132,153,7680,1193,1094,1419,448,292,310,855,746,145,6501,1410,1074,1327,424,402,351,1011,765,142,6897,1224,906,1206,342,383,326,1049,737,128,6308,518,350,302,97,106,122,297,240,52,2076,131,51,28,14,22,15,27,30,24,326,18,3,4,0,3,4,0,0,4,44,5624,4728,7650,2360,1653,2284,4683,4796,764,34537,22,22,92,517,114,866,42,315,38,2030,115,345,209,910,367,551,46,253,40,2832,525,1900,438,1519,987,655,95,608,89,6810,728,1945,314,1130,1140,505,71,552,90,6486,808,1749,351,1310,1532,660,94,725,83,7318,712,1330,272,1066,1350,565,83,715,71,6162,243,316,59,213,331,126,17,159,30,1495,52,21,5,13,26,7,5,6,15,148,5,0,0,0,0,0,0,0,8,11,3210,7620,1742,6688,5847,3933,445,3340,465,33286
603,30,3,111,20,5,63,17,102,16,367,61,25,216,32,19,38,61,181,18,656,217,155,496,105,42,40,171,298,35,1549,325,242,454,92,72,55,194,282,50,1768,434,288,416,116,79,79,260,330,53,2051,428,269,373,111,91,69,329,311,58,2034,203,129,103,32,36,39,87,95,29,757,68,25,5,6,9,0,8,15,11,138,8,0,0,0,0,0,0,0,0,8,1768,1126,2188,508,348,387,1121,1619,268,9328,8,0,24,90,20,131,0,69,4,344,24,40,52,160,86,79,6,63,9,513,137,305,105,330,209,126,22,171,28,1436,201,460,117,312,301,127,23,177,23,1744,267,411,110,332,378,135,16,223,42,1914,291,388,97,354,354,133,19,198,27,1868,88,83,14,46,93,31,7,53,22,432,18,9,0,0,11,5,4,7,6,58,0,0,0,0,0,0,0,0,3,3,1030,1697,521,1619,1465,760,92,960,160,8303
604,56,11,429,87,21,322,78,442,27,1477,144,98,784,163,68,185,232,448,37,2149,581,557,1511,347,171,216,689,1003,119,5198,767,602,1128,281,181,181,769,620,115,4643,952,647,1120,321,222,225,943,695,119,5237,899,566,1044,297,239,213,1028,700,110,5092,404,209,262,74,78,61,252,169,39,1539,100,25,14,9,9,15,19,25,24,254,16,3,4,0,0,0,0,0,4,28,3926,2717,6291,1576,989,1413,4002,4109,593,25627,35,23,72,331,86,732,21,241,27,1568,97,241,155,592,270,407,40,260,22,2088,359,1164,305,1086,676,483,84,542,52,4747,491,1134,240,924,800,448,75,460,57,4636,599,1046,236,1177,1086,555,86,635,64,5487,459,853,191,959,993,403,74,704,45,4683,164,205,53,151,213,81,19,129,33,1053,31,18,0,5,22,7,0,16,23,120,0,0,0,0,0,0,0,4,6,10,2241,4678,1264,5231,4150,3110,401,2982,333,24388
697,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,8,0,10,20,4,0,0,5,13,0,52,0,21,22,3,0,0,0,11,0,60,4,11,17,0,0,0,4,14,0,58,0,12,12,3,5,0,4,3,0,44,0,5,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,66,66,9,3,0,18,48,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,4,0,0,0,5,0,12,0,3,0,0,0,0,0,4,0,12,4,0,4,5,0,0,0,4,0,16,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,6,11,0,0,0,8,0,48
701,31,33,374,238,59,379,107,496,38,1754,170,277,978,826,235,311,283,427,96,3608,1001,1848,2619,1534,749,533,849,946,235,10301,1441,1754,2242,1013,646,310,713,666,190,8974,1474,1339,1754,767,541,249,752,572,161,7605,1187,973,1149,405,426,205,697,454,128,5627,401,411,286,97,134,84,180,141,47,1787,51,44,16,5,8,10,19,13,7,179,7,0,0,0,5,0,0,0,5,14,5759,6681,9412,4889,2800,2081,3603,3723,915,39852,31,34,81,459,210,746,27,191,42,1821,161,509,187,864,693,447,47,156,60,3121,919,3423,523,2008,2030,692,100,456,162,10312,1287,2872,400,1394,1825,500,86,459,141,8956,1238,2006,260,1017,1746,436,93,514,98,7407,787,1429,146,632,1309,359,85,379,58,5185,152,360,57,151,362,115,20,95,25,1333,22,20,0,7,34,9,0,5,4,108,0,0,0,0,5,0,0,0,0,4,4600,10653,1640,6532,8216,3311,460,2251,587,38261
702,12,22,127,105,25,125,33,211,34,705,58,185,342,252,52,94,78,331,46,1432,470,921,1105,763,210,172,359,600,137,4732,675,837,941,631,199,114,379,384,119,4274,679,554,763,516,184,78,436,386,80,3681,702,635,664,357,181,76,420,347,77,3452,273,235,173,84,72,48,118,116,36,1165,46,18,14,11,11,8,15,8,6,127,0,5,0,0,0,0,0,0,0,10,2913,3414,4131,2718,933,714,1831,2379,536,19578,9,51,27,205,71,207,8,141,28,756,47,308,91,383,205,112,23,179,49,1399,417,1680,225,1021,731,294,54,301,104,4824,521,1277,159,750,651,174,52,218,83,3876,585,1062,121,625,694,176,64,243,68,3648,446,1024,107,473,638,166,33,212,56,3149,140,272,39,96,163,49,6,49,21,826,8,14,0,4,14,4,6,4,5,65,0,0,0,0,0,0,0,0,0,0,2176,5695,757,3558,3168,1190,242,1346,422,18550
797,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,0,12,0,9,0,4,0,0,3,24,0,33,0,26,16,0,0,0,0,13,0,60,3,20,18,0,0,0,6,22,0,75,0,22,19,0,0,0,0,8,0,60,3,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,82,54,7,0,0,8,77,4,249,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,9,0,0,0,12,0,35
801,357,248,932,1172,264,1461,253,1323,91,6096,1111,2463,2671,1982,1266,1406,521,1193,276,12885,4375,10475,6148,2725,2904,1720,1491,2317,756,32909,7030,10625,4279,1825,2509,816,1056,1506,715,30347,6607,7537,3079,1349,2268,592,976,1054,595,24066,3525,4501,1859,733,1474,439,893,813,307,14544,756,1488,494,206,350,190,335,257,98,4183,118,202,55,23,47,49,22,37,18,570,9,15,5,0,0,5,0,4,5,49,23892,37565,19524,10016,11094,6678,5536,8505,2861,125659,190,318,247,2288,576,2552,46,557,78,6850,820,2986,707,3579,2967,1817,62,403,245,13594,4345,12719,1366,4240,5888,1658,109,998,727,32054,6557,11167,902,2899,5587,833,56,677,626,29313,5592,7807,663,2242,5375,768,95,574,431,23547,2522,4303,408,1520,3651,675,88,537,230,13928,363,1078,87,344,865,241,12,155,44,3191,25,100,17,25,83,19,0,9,15,293,4,4,0,0,5,3,0,5,6,29,20422,40476,4399,17148,24994,8569,473,3913,2403,122796
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901,17,0,15,21,0,6,4,14,0,70,21,11,25,5,3,0,6,13,0,98,56,33,70,41,8,0,13,27,3,242,43,27,62,29,12,6,25,22,5,228,54,30,69,24,20,3,28,24,7,257,74,42,91,14,8,16,28,29,8,306,18,23,41,4,3,3,26,17,3,142,6,3,6,5,0,0,0,4,3,22,3,0,0,0,0,0,0,0,0,3,293,161,369,140,57,47,123,148,30,1370,11,0,3,42,3,6,0,9,0,66,11,13,4,27,11,0,0,5,0,83,30,56,9,52,35,15,6,11,3,203,43,48,10,43,46,19,4,18,4,231,54,47,12,49,57,23,0,31,0,266,46,44,12,31,67,29,0,29,0,266,11,21,0,18,19,13,3,14,6,106,3,4,0,7,3,3,0,3,0,20,0,0,0,0,0,0,0,0,0,0,204,238,52,260,234,105,11,123,17,1244
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
