SA4_CODE_2021,P_Sol_sp_En_Tot_2011_2015,P_Sol_sp_En_Tot_2016,P_Sol_sp_En_Tot_2017,P_Sol_sp_En_Tot_2018,P_Sol_sp_En_Tot_2019,P_Sol_sp_En_Tot_2020,P_Sol_sp_En_Tot_2021,P_Sol_sp_En_Tot_Yr_arr_ns,P_Sol_sp_En_Tot_YoA_Tot,P_LanProf_En_ns_B_2005,P_LanProf_En_ns_2005_2010,P_LanProf_En_ns_2011_2015,P_LanProf_En_ns_2016,P_LanProf_En_ns_2017,P_LanProf_En_ns_2018,P_LanProf_En_ns_2019,P_LanProf_En_ns_2020,P_LanProf_En_ns_2021,P_LanProf_En_ns_Yr_arr_ns,P_LanProf_En_ns_Tot,P_Tot_B_2005,P_Tot_2005_2010,P_Tot_2011_2015,P_Tot_2016,P_Tot_2017,P_Tot_2018,P_Tot_2019,P_Tot_2020,P_Tot_2021,P_Tot_Yr_arrival_ns,P_Tot_YoA_Tot
113,2353,803,960,1185,1580,530,209,281,12318,9,5,0,0,0,4,8,4,3,188,215,7172,2591,3006,938,1113,1328,1787,622,260,747,19561
114,1026,315,272,343,421,169,34,175,6539,33,0,0,0,0,0,0,0,0,143,181,17302,2066,1802,433,399,476,579,289,57,1018,24422
115,9943,2293,2225,1975,2201,1006,357,779,67285,47,8,8,3,0,0,0,3,0,313,385,53236,16875,12635,2897,2821,2521,2743,1334,482,1601,97141
116,25191,6226,6126,6409,6938,2330,530,2112,144123,91,32,32,0,5,10,13,7,8,430,627,77990,36255,28926,7041,6901,7225,7615,2623,608,3382,178556
117,16647,5924,6705,7365,9437,3613,950,1949,94826,51,12,24,5,12,10,21,5,5,639,780,57418,18337,25234,8243,9130,10125,12760,5149,1646,3523,151571
118,5984,2018,2297,2846,3593,1516,301,723,44913,59,7,9,3,4,14,0,0,0,846,948,49231,11413,13645,4049,4444,5406,6545,2915,711,2491,100847
119,29919,8353,10106,11386,11332,3407,787,5088,232914,101,27,31,9,11,26,22,6,10,2045,2279,148216,35447,33826,9219,11030,12418,12208,3770,914,8206,275258
120,13101,4385,5524,6973,6816,2070,427,2090,95128,34,3,9,7,6,14,14,0,0,277,363,64240,16287,17010,5231,6352,7924,7719,2437,598,3039,130834
121,17533,4705,4941,5159,5792,2725,960,1356,106422,65,11,12,0,3,5,9,0,3,474,586,88556,27615,25248,6254,6585,6767,7406,3633,1377,2766,176208
122,4399,1364,1394,1509,1791,661,135,454,29769,34,4,7,0,5,4,7,0,0,226,290,43215,11846,10397,2532,2462,2566,2958,1319,339,1450,79097
123,8515,1659,1521,1488,1608,663,206,911,53354,41,11,17,0,7,6,0,0,0,315,398,44920,13900,10332,1987,1867,1827,1889,822,270,1885,79700
124,5938,1323,1135,1129,1202,462,108,538,35594,47,8,10,4,0,5,0,0,0,399,475,42745,9852,8063,1701,1525,1434,1514,598,182,1717,69328
125,35537,10386,12806,15190,15277,5077,1359,4174,222172,82,39,47,12,19,43,26,14,12,1406,1709,107359,38963,39016,11394,13790,16369,16509,5570,1539,6404,256919
126,12164,3398,3807,3884,4583,1957,479,1086,76001,24,10,13,7,0,0,8,0,7,503,568,45793,14350,14158,3879,4309,4385,5242,2317,579,1922,96936
127,25264,9788,7224,5291,7554,2340,507,4030,196565,102,22,31,11,11,11,7,10,0,1372,1583,127009,29254,27665,10289,7689,5682,7936,2544,557,6180,224812
128,2670,551,543,480,544,206,68,279,20152,35,5,0,0,0,0,5,0,0,183,238,28533,5682,4922,1001,847,860,879,394,179,876,44167
197,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
201,1461,410,384,476,592,235,37,188,7340,22,0,3,0,0,0,0,0,0,80,108,11167,2528,2316,535,505,647,736,321,67,671,19487
202,1629,470,458,557,505,187,43,134,7200,15,0,0,0,0,0,0,0,0,279,305,9089,2751,2303,605,596,673,624,239,86,772,17733
203,4675,1269,1350,1516,1900,705,143,495,24664,58,8,6,0,0,8,6,5,0,447,531,28755,7085,7261,1726,1735,1930,2421,954,225,1817,53902
204,1157,354,377,525,656,187,82,193,6961,25,3,0,3,5,0,0,0,0,57,96,12239,2096,1952,498,505,682,818,299,124,768,19981
205,1805,439,451,498,732,328,113,377,11097,62,5,0,3,0,0,0,0,0,297,371,25358,3533,3046,660,663,720,992,448,156,1711,37287
206,21574,8361,9997,11709,14561,5835,1415,2366,134801,64,13,12,15,10,15,29,6,4,257,426,85038,25853,34047,11593,13777,16080,19815,8041,2412,4007,220670
207,17782,4754,5442,5579,6389,2707,679,1790,109207,38,5,18,4,7,11,7,3,4,141,237,72744,21131,21300,5485,6232,6399,7256,3147,811,2723,147230
208,10365,2818,3201,3666,4176,1550,482,1187,70006,51,6,14,4,8,4,9,0,0,263,368,70646,17681,17069,4128,4591,5077,5532,2165,736,2534,130156
209,19648,4428,4851,5617,5838,1851,432,2189,120977,87,17,38,5,15,7,13,0,3,330,515,83261,27327,24346,5286,5819,6501,6611,2139,571,3533,165391
210,19416,6626,5942,5478,6575,2031,465,2168,117843,75,16,22,8,8,6,9,3,4,500,647,68669,24452,22671,7202,6588,5997,7092,2242,573,3458,148936
211,15467,3097,3068,3244,3430,1127,321,1167,83165,72,17,17,0,0,0,5,0,3,263,381,76155,23842,19124,3737,3634,3778,4004,1322,432,2551,138575
212,54320,12576,13556,14874,16654,6052,1815,5146,297606,170,55,74,9,26,21,29,15,4,565,968,166485,73367,62463,14119,15134,16413,18294,6728,2065,7727,382790
213,50735,12518,12465,13921,16059,5185,1475,5358,279003,139,59,89,13,21,25,27,11,6,1226,1625,147133,69617,61573,14661,14465,15855,18154,5867,1846,8302,357467
214,2324,596,495,580,668,264,94,389,17499,64,4,9,0,0,0,0,0,0,171,240,39717,7596,5679,1057,928,938,1014,440,173,1755,59300
215,1852,682,889,1057,1247,401,173,442,10769,9,9,0,3,0,4,0,0,0,237,264,7046,2139,2380,792,1002,1171,1413,464,203,974,17584
216,2190,660,686,818,1016,317,113,299,10943,19,0,3,0,0,0,0,0,0,61,90,7590,2685,2748,779,761,946,1112,391,142,676,17831
217,733,215,293,448,510,145,72,90,3980,10,3,3,0,0,6,0,0,0,35,52,6049,1380,1311,320,390,543,639,204,90,428,11352
297,3,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,18,12,4,0,0,0,0,0,0,0,41
301,2638,521,488,503,561,258,77,359,15350,37,0,8,0,0,0,0,0,0,117,159,30844,11113,7093,1132,1059,1050,1138,502,220,1377,55529
302,5885,1386,1576,1698,2016,707,195,410,29769,23,4,9,6,3,0,3,3,0,203,254,25045,12078,9010,1891,2066,2188,2475,926,330,1219,57219
303,18602,4312,4376,5196,6397,2388,574,1767,99385,40,21,29,0,6,9,8,9,0,154,281,58636,28503,23077,5115,5199,6091,7253,2814,754,2833,140285
304,4896,1148,1404,1647,2048,916,305,400,27102,14,12,8,0,0,0,0,0,0,35,68,26815,10211,8316,1745,1965,2190,2720,1311,465,905,56655
305,8012,2943,3674,4659,6470,2787,646,684,45925,26,6,12,5,5,3,24,5,4,166,259,31856,13232,13429,4117,4893,6144,8337,4018,1157,1607,88799
306,3932,845,836,1105,1825,771,218,635,21245,53,0,9,3,3,8,5,8,0,112,196,28402,7914,6639,1381,1345,1565,2393,1045,348,1694,52722
307,819,212,178,310,429,211,68,108,4038,4,6,0,0,0,0,0,3,0,19,33,6111,1583,1375,287,263,418,553,262,79,441,11364
308,2265,471,591,621,824,344,179,194,9870,19,15,0,0,0,0,5,0,0,86,129,12071,4920,4080,743,833,851,1162,513,266,810,26251
309,12002,3341,3552,3980,4899,1949,461,1408,67879,107,29,18,8,3,3,13,3,0,546,739,93096,32888,25426,5740,5682,6317,7369,3284,1127,4768,185710
310,9820,1944,1679,2005,2185,771,306,1056,48013,39,16,19,5,3,0,7,5,0,827,930,40329,18387,14527,2698,2325,2703,2899,1035,514,2970,88380
311,9849,2272,1841,2005,2584,841,262,956,47585,50,24,32,4,0,6,6,3,0,198,320,48474,18540,14900,3006,2437,2767,3239,1104,472,2617,97554
312,1853,436,436,512,1002,387,161,198,8854,16,6,0,0,0,3,7,3,0,32,70,11173,4608,3601,712,723,787,1369,607,233,679,24490
313,2293,540,521,673,952,354,98,338,12859,65,8,13,0,0,0,4,0,0,267,361,29564,7983,5593,1003,965,1125,1435,595,222,1799,50281
314,4293,941,879,773,929,298,102,223,18852,17,8,5,0,0,3,0,0,0,38,78,22054,12051,8551,1550,1482,1301,1445,542,210,923,50115
315,618,143,165,187,382,148,77,154,3403,12,0,0,4,0,0,0,0,0,75,95,4661,1358,1290,232,269,274,537,208,114,468,9406
316,3795,1054,1193,1192,1322,591,151,399,18726,50,10,5,6,4,5,5,0,0,189,278,46707,13626,10375,2319,2337,2256,2619,1294,479,2217,84236
317,2698,667,1096,1517,2331,641,165,273,13815,11,5,3,0,0,10,5,0,0,37,79,9210,3928,3754,827,1283,1702,2544,762,229,588,24831
318,2341,510,534,755,1043,488,179,298,12342,14,12,5,0,0,0,3,0,4,100,136,15717,5418,4012,763,791,1095,1492,745,277,966,31282
319,1638,425,477,599,1006,428,199,343,9988,47,0,0,0,3,3,14,6,8,131,217,27385,4026,3187,704,723,895,1407,671,298,1691,40985
397,0,6,8,0,6,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,8,0,4,6,8,4,12,3,0,4,48
401,9294,2951,3566,4267,5262,2272,416,856,53923,52,6,7,4,0,4,0,0,0,84,159,41552,12146,11903,3555,4193,5030,6068,2796,637,1778,89653
402,17702,4132,3760,4742,5722,2189,448,1442,82503,97,19,20,7,3,4,7,5,0,317,478,61720,23334,20167,4507,4162,5180,6162,2459,541,3107,131347
403,6288,1806,1850,1933,2538,1086,151,584,34764,64,13,10,0,0,0,0,6,0,81,172,47743,15005,10812,2430,2455,2658,3349,1529,303,1863,88153
404,7296,2295,2561,2912,3467,1420,230,990,48376,39,14,6,3,0,4,9,3,0,56,132,35503,9945,9379,2711,2962,3345,3998,1694,301,1620,71447
405,439,107,106,106,139,107,24,48,2170,21,0,0,0,0,0,0,0,0,15,40,8230,929,761,150,155,170,194,141,38,445,11217
406,657,144,209,260,260,130,55,106,3340,14,0,0,0,0,0,0,0,0,75,102,6110,1125,1027,220,280,347,343,166,79,429,10123
407,1572,443,553,501,815,323,113,292,8138,32,0,5,3,0,0,4,0,10,205,262,15538,2580,2408,593,672,625,983,393,137,1222,25163
497,3,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,9,3,0,4,0,0,0,0,0,17
501,2329,394,429,488,670,265,94,306,9379,33,3,4,0,4,0,5,0,0,157,208,20503,5726,4756,666,669,727,1016,460,161,1293,35971
502,1425,210,182,248,269,89,42,119,5266,15,3,3,0,0,0,0,0,0,45,72,14947,5040,4148,485,374,435,498,185,101,686,26904
503,5278,1500,1826,2419,3461,1663,361,585,29888,33,5,7,6,0,0,9,0,4,131,199,30353,8824,9325,2131,2583,3212,4636,2487,713,1385,65657
504,9217,1607,1294,1408,1705,728,178,823,43331,41,11,9,0,0,8,0,4,0,513,586,45608,17950,14413,2139,1765,1841,2189,950,296,2249,89390
505,17280,3481,3048,3388,4402,1851,402,1657,88535,121,43,23,4,4,7,7,9,0,220,439,107639,45457,36579,5559,4689,5055,6151,2869,780,3973,218750
506,28761,5616,4992,5847,7332,2917,637,1886,118449,86,26,29,12,10,10,10,4,3,504,689,86303,44467,38277,6802,6054,6998,8599,3554,921,4274,206256
507,11789,1904,1761,1711,2096,1079,273,905,55036,72,20,20,0,3,0,5,0,0,332,456,72931,27830,24106,3129,2813,2806,3237,1734,593,2870,142050
509,1249,308,221,334,461,206,233,171,5959,59,5,0,0,0,0,0,0,0,452,525,14816,3196,2423,497,329,483,649,297,297,1344,24330
510,2053,375,370,458,783,319,102,170,8360,29,11,9,0,0,0,12,4,0,46,125,9863,4889,4262,589,595,705,1235,493,193,622,23450
511,1963,334,366,451,650,306,138,167,8044,45,21,10,0,0,0,5,0,0,55,133,11768,4494,3917,561,623,769,1039,469,220,774,24635
597,36,9,4,7,8,9,0,19,200,0,0,0,0,0,0,0,0,0,0,5,352,156,115,17,6,18,14,10,3,28,717
601,7705,2775,2695,2425,2141,714,111,440,26306,38,4,6,6,5,0,5,3,0,88,155,18440,5151,9260,3163,3012,2803,2497,891,188,1098,46515
602,2327,938,909,869,855,332,65,172,9017,20,3,0,4,4,0,0,0,0,32,56,10808,2050,3027,1070,1058,1018,1012,408,77,635,21153
603,232,89,83,92,66,19,3,43,1135,5,0,0,0,0,0,0,0,0,4,8,3720,509,429,138,116,116,101,49,13,245,5442
604,763,280,362,348,359,118,66,93,3703,16,0,0,0,0,0,0,0,0,6,27,7471,1035,1129,357,447,439,479,169,78,401,12009
697,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,6,31,5,3,0,0,0,0,0,0,8,42
701,6141,1884,1893,1773,1923,686,161,506,25397,17,6,16,0,6,7,6,3,0,137,206,14550,6730,8198,2282,2236,2140,2411,880,275,1068,40762
702,1390,494,420,483,636,286,90,176,6515,4,5,5,0,0,0,6,0,0,28,44,5371,2075,2269,673,591,741,989,509,239,440,13894
797,0,0,0,0,7,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,51,21,6,0,0,0,8,0,0,0,83
801,17700,4651,5708,5496,4864,2053,472,1369,84741,54,11,15,9,8,9,6,9,0,197,325,58371,20081,22110,5457,6491,6315,5695,2603,743,2475,130348
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901,96,24,16,16,12,8,0,62,711,4,3,0,0,0,0,0,0,0,214,220,797,148,150,35,24,25,21,21,5,308,1529
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
