SA4_CODE_2021,M_Arthritis_0_14,M_Arthritis_15_24,M_Arthritis_25_34,M_Arthritis_35_44,M_Arthritis_45_54,M_Arthritis_55_64,M_Arthritis_65_74,M_Arthritis_75_84,M_Arthritis_85_over,M_Arthritis_Tot,M_Asthma_0_14,M_Asthma_15_24,M_Asthma_25_34,M_Asthma_35_44,M_Asthma_45_54,M_Asthma_55_64,M_Asthma_65_74,M_Asthma_75_84,M_Asthma_85_over,M_Asthma_Tot,M_Cancer_0_14,M_Cancer_15_24,M_Cancer_25_34,M_Cancer_35_44,M_Cancer_45_54,M_Cancer_55_64,M_Cancer_65_74,M_Cancer_75_84,M_Cancer_85_over,M_Cancer_Tot,M_Dementia_0_14,M_Dementia_15_24,M_Dementia_25_34,M_Dementia_35_44,M_Dementia_45_54,M_Dementia_55_64,M_Dementia_65_74,M_Dementia_75_84,M_Dementia_85_over,M_Dementia_Tot,M_Diabetes_0_14,M_Diabetes_15_24,M_Diabetes_25_34,M_Diabetes_35_44,M_Diabetes_45_54,M_Diabetes_55_64,M_Diabetes_65_74,M_Diabetes_75_84,M_Diabetes_85_over,M_Diabetes_Tot,M_Heart_disease_0_14,M_Heart_disease_15_24,M_Heart_disease_25_34,M_Heart_disease_35_44,M_Heart_disease_45_54,M_Heart_disease_55_64,M_Heart_disease_65_74,M_Heart_disease_75_84,M_Heart_disease_85_over,M_Heart_disease_Tot,M_Kidney_disease_0_14,M_Kidney_disease_15_24,M_Kidney_disease_25_34,M_Kidney_disease_35_44,M_Kidney_disease_45_54,M_Kidney_disease_55_64,M_Kidney_disease_65_74,M_Kidney_disease_75_84,M_Kidney_disease_85_over,M_Kidney_disease_Tot,M_Lung_cond_0_14,M_Lung_cond_15_24,M_Lung_cond_25_34,M_Lung_cond_35_44,M_Lung_cond_45_54,M_Lung_cond_55_64,M_Lung_cond_65_74,M_Lung_cond_75_84,M_Lung_cond_85_over,M_Lung_cond_Tot,M_Mental_health_cond_0_14,M_Mental_health_cond_15_24,M_Mental_health_cond_25_34,M_Mental_health_cond_35_44,M_Mental_health_cond_45_54,M_Mental_health_cond_55_64,M_Mental_health_cond_65_74,M_Mental_health_cond_75_84,M_Mental_health_cond_85_over,M_Mental_health_cond_Tot,M_Stroke_0_14,M_Stroke_15_24,M_Stroke_25_34,M_Stroke_35_44,M_Stroke_45_54,M_Stroke_55_64,M_Stroke_65_74,M_Stroke_75_84,M_Stroke_85_over,M_Stroke_Tot,M_Oth_lt_health_cond_0_14,M_Oth_lt_health_cond_15_24,M_Oth_lt_health_cond_25_34,M_Oth_lt_health_cond_35_44,M_Oth_lt_health_cond_45_54,M_Oth_lt_health_cond_55_64,M_Oth_lt_health_cond_65_74,M_Oth_lt_health_cond_75_84,M_Oth_lt_health_cond_85_over,M_Oth_lt_health_cond_Tot,M_No_lt_health_cond_0_14,M_No_lt_health_cond_15_24,M_No_lt_health_cond_25_34,M_No_lt_health_cond_35_44,M_No_lt_health_cond_45_54,M_No_lt_health_cond_55_64,M_No_lt_health_cond_65_74,M_No_lt_health_cond_75_84,M_No_lt_health_cond_85_over,M_No_lt_health_cond_Tot,M_NS_0_14,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_over,M_NS_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_over,M_Tot_Tot,F_Arthritis_0_14,F_Arthritis_15_24,F_Arthritis_25_34,F_Arthritis_35_44,F_Arthritis_45_54,F_Arthritis_55_64,F_Arthritis_65_74,F_Arthritis_75_84,F_Arthritis_85_over,F_Arthritis_Tot,F_Asthma_0_14,F_Asthma_15_24,F_Asthma_25_34,F_Asthma_35_44,F_Asthma_45_54,F_Asthma_55_64,F_Asthma_65_74,F_Asthma_75_84,F_Asthma_85_over,F_Asthma_Tot,F_Cancer_0_14,F_Cancer_15_24,F_Cancer_25_34,F_Cancer_35_44,F_Cancer_45_54,F_Cancer_55_64,F_Cancer_65_74,F_Cancer_75_84,F_Cancer_85_over,F_Cancer_Tot,F_Dementia_0_14,F_Dementia_15_24,F_Dementia_25_34,F_Dementia_35_44,F_Dementia_45_54,F_Dementia_55_64,F_Dementia_65_74,F_Dementia_75_84,F_Dementia_85_over,F_Dementia_Tot,F_Diabetes_0_14,F_Diabetes_15_24,F_Diabetes_25_34,F_Diabetes_35_44,F_Diabetes_45_54,F_Diabetes_55_64,F_Diabetes_65_74,F_Diabetes_75_84,F_Diabetes_85_over,F_Diabetes_Tot,F_Heart_disease_0_14,F_Heart_disease_15_24,F_Heart_disease_25_34,F_Heart_disease_35_44,F_Heart_disease_45_54,F_Heart_disease_55_64,F_Heart_disease_65_74,F_Heart_disease_75_84,F_Heart_disease_85_over,F_Heart_disease_Tot
507,33,115,367,762,1464,2617,3200,2393,884,11830,3144,1966,2095,2160,1738,1331,1000,560,174,14183,42,58,122,214,465,1088,1776,1349,474,5594,0,3,4,11,18,61,207,444,419,1170,58,117,250,601,1438,2356,2849,1801,505,9982,53,37,113,216,744,1928,2874,2375,954,9300,40,36,59,107,171,276,389,445,246,1756,57,33,47,109,259,616,927,876,341,3256,1009,2122,2638,2613,2475,1923,1215,552,203,14754,14,10,24,54,132,318,503,535,247,1841,2270,1310,1364,1575,2133,2293,2038,1159,542,14683,35343,19435,19547,20196,16904,12101,6757,2527,627,133442,3116,2205,2538,2401,2115,1563,1086,773,456,16245,44379,26586,27903,29255,27101,23439,17944,9857,3451,209914,48,189,531,1229,2686,4523,5801,4344,2167,21513,2153,2234,2968,3019,2684,2336,1918,1016,397,18721,35,40,160,427,929,1464,1701,1135,462,6346,3,4,4,0,8,63,157,607,817,1661,72,168,302,596,1061,1817,2224,1486,664,8388,60,52,71,155,399,854,1549,1621,1090,5855
509,17,41,113,242,581,1381,1855,1184,386,5799,894,593,595,637,626,702,574,287,74,4973,11,18,27,49,150,456,847,620,185,2372,0,0,0,7,8,18,62,202,135,436,22,57,89,161,474,976,1336,811,182,4101,13,16,32,65,265,817,1379,1032,366,3987,12,11,14,22,60,119,191,159,77,672,22,7,13,22,102,315,566,399,116,1560,284,557,623,682,857,932,678,254,77,4940,5,4,6,19,46,121,270,248,100,822,556,325,287,383,662,923,850,472,159,4621,9172,4679,4588,4728,5093,4999,3325,1155,299,38033,1417,956,1251,1248,1338,1335,986,506,141,9185,12202,6982,7298,7748,9135,10634,9349,4693,1379,69422,19,38,133,342,970,2063,2602,1777,761,8697,620,606,747,815,1014,1038,880,430,135,6276,15,4,34,96,282,575,716,475,146,2346,0,0,0,3,10,23,85,211,321,652,11,31,87,173,391,763,962,591,217,3234,14,10,18,61,138,400,712,633,376,2368
510,0,15,92,204,423,792,868,281,34,2710,468,254,649,685,467,429,285,67,8,3319,0,10,28,63,121,322,390,152,19,1115,0,0,4,0,4,17,25,31,13,100,16,43,109,281,545,794,603,185,15,2591,30,24,43,96,267,591,664,286,30,2025,13,9,29,35,67,92,86,45,9,391,24,10,18,22,75,159,223,96,9,631,98,210,492,518,469,414,240,54,0,2499,0,0,6,18,44,67,97,57,6,290,311,142,283,393,477,526,419,99,16,2660,8574,4134,8313,8411,6692,4630,2230,460,31,43471,1981,1540,4177,4479,4073,3020,1080,271,43,20664,11454,6306,14005,14830,13060,10612,5804,1505,161,77727,7,24,98,178,408,860,976,319,36,2892,300,311,674,594,536,502,405,73,4,3407,7,5,24,98,158,268,279,89,7,932,0,0,0,3,5,15,26,35,15,106,14,32,90,203,384,482,404,124,23,1762,27,34,43,58,151,230,257,136,20,957
511,14,30,100,233,534,1104,1525,812,212,4570,822,532,638,666,571,592,473,203,43,4535,8,13,37,53,157,406,723,474,110,1997,0,4,0,5,6,20,58,123,99,322,28,38,106,253,569,1033,1160,610,131,3925,29,17,34,65,282,735,1210,748,222,3332,14,5,31,29,76,106,198,163,61,685,14,6,11,25,95,287,464,290,73,1269,194,415,575,662,718,709,474,162,53,3969,0,4,0,11,40,115,190,161,51,580,494,278,309,401,526,752,666,299,94,3807,9040,5009,6739,6116,5931,5018,2924,887,154,41810,1783,1569,2985,2765,2761,2246,1212,497,99,15919,12264,7726,11258,10834,11281,11091,8315,3513,794,77077,14,41,137,301,780,1503,1983,1104,395,6248,528,540,791,752,782,864,719,304,90,5374,3,15,28,105,230,427,518,322,111,1754,0,0,3,0,18,25,62,151,193,446,12,51,104,196,441,741,805,412,129,2888,22,21,34,56,162,414,538,408,229,1881
597,0,0,5,10,26,25,13,4,0,83,0,0,17,34,19,17,5,0,0,96,0,0,0,0,5,12,7,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,8,4,4,0,34,0,0,0,0,5,13,13,3,0,40,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,13,0,0,9,21,9,6,0,3,0,57,0,0,0,0,0,0,0,0,0,5,0,0,3,9,21,11,0,3,0,48,0,58,202,419,365,180,32,0,0,1267,0,35,194,417,379,197,41,0,0,1268,0,91,430,908,842,449,117,15,0,2856,0,0,5,0,0,5,13,0,0,27,0,3,5,0,4,0,3,0,0,21,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0
601,16,75,263,563,1164,2146,2928,1908,669,9729,1655,1244,1308,1274,1108,1001,854,450,144,9029,18,37,59,136,252,702,1278,919,327,3734,0,7,3,10,15,54,178,328,298,883,53,96,176,353,710,1343,1779,1110,317,5936,42,30,56,133,434,1137,1936,1534,632,5939,18,24,31,56,98,195,333,284,128,1163,26,24,39,86,197,454,648,544,193,2205,612,1561,1900,1897,1846,1562,1026,427,178,11018,4,9,11,29,100,219,408,399,174,1354,1213,803,801,1019,1340,1576,1389,744,352,9233,16499,10027,14660,10002,7966,6505,4027,1588,350,71622,1678,1178,1481,1210,1168,1001,733,422,168,9034,21332,14387,19889,15438,14164,14104,11990,6404,2096,119805,24,129,393,917,2016,3732,4965,3564,1713,17463,1195,1479,1826,1818,1730,1724,1618,877,302,12561,23,37,72,237,519,875,1191,873,373,4190,5,0,6,4,11,29,183,432,562,1224,40,89,228,334,657,1118,1395,970,385,5223,33,42,64,98,249,569,996,1164,792,4001
602,23,45,162,333,800,1662,2269,1504,487,7282,1237,811,800,736,702,766,733,402,96,6287,10,11,46,72,172,464,842,652,187,2461,4,0,3,6,9,39,88,204,173,531,22,51,107,209,485,1033,1401,879,218,4403,22,36,36,82,286,851,1432,1197,390,4338,22,15,22,33,92,129,221,246,89,861,11,10,30,60,190,439,679,509,136,2065,463,860,1112,971,1128,1106,739,321,99,6803,0,5,6,24,88,175,345,285,133,1064,709,443,515,535,815,1177,991,522,208,5921,9654,5855,6785,5201,5107,4441,2993,1152,256,41437,1106,858,782,652,722,760,627,353,138,5995,12919,8582,9785,8103,9013,9964,9043,4885,1449,73741,19,71,231,530,1390,2554,3406,2497,1069,11766,829,884,1160,1199,1252,1174,1159,649,200,8515,11,23,43,124,337,598,815,564,215,2718,0,5,0,3,16,19,71,204,308,624,21,45,133,227,481,788,1020,703,231,3650,19,12,32,53,168,397,726,766,483,2656
603,5,10,39,93,269,632,860,455,98,2460,250,154,176,150,189,248,224,93,26,1521,4,4,16,24,43,165,346,217,42,854,0,0,0,0,0,16,32,42,42,130,9,14,25,50,140,293,441,235,49,1249,8,6,4,31,107,296,494,356,90,1395,0,0,0,6,14,33,59,45,9,172,4,0,3,12,59,145,221,133,36,609,90,206,221,277,383,409,316,76,21,1987,0,4,3,10,18,44,97,88,30,292,131,90,105,148,264,367,368,148,49,1670,2513,1443,1348,1406,1538,1648,1128,358,52,11426,341,220,219,222,280,319,284,122,61,2064,3292,2064,2043,2252,2791,3610,3320,1507,329,21211,3,21,70,133,395,919,1019,547,182,3287,183,180,233,264,290,366,330,139,28,2022,9,0,12,30,78,201,256,126,31,738,0,0,0,0,0,3,10,53,53,123,4,7,22,64,123,218,273,160,41,913,7,8,14,17,50,143,251,163,74,721
604,9,40,109,247,689,1359,1803,1171,359,5782,1011,643,590,599,593,614,562,280,78,4967,5,7,20,46,134,377,641,542,179,1962,0,0,0,0,14,23,57,163,110,377,16,50,77,170,424,812,1129,750,181,3614,32,29,30,74,256,673,1146,980,315,3527,13,13,23,23,64,108,237,237,91,813,12,10,23,53,171,344,548,418,110,1685,288,608,706,749,924,861,602,261,63,5066,4,0,6,15,70,131,282,261,83,851,568,352,334,403,644,925,804,371,134,4536,7329,4184,4561,3662,3878,3717,2350,945,199,30822,911,560,570,569,655,628,551,333,129,4917,9921,6187,6612,5955,7126,8100,7197,4004,1127,56228,23,45,168,391,1066,2149,2751,1889,782,9271,727,716,905,944,1003,1034,993,490,132,6947,5,3,30,90,275,493,650,420,149,2111,5,0,4,4,7,23,51,173,217,481,25,39,102,165,431,718,898,584,195,3152,21,23,23,54,165,356,631,603,353,2228
697,0,0,0,0,0,8,6,0,0,18,0,0,0,0,7,6,4,0,0,16,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,10,0,0,0,0,0,0,7,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,6,0,0,0,12,0,0,0,0,0,0,3,0,0,3,0,0,0,0,4,3,3,0,0,9,0,10,28,35,29,20,8,0,0,131,0,0,25,24,26,23,0,0,0,97,0,12,58,65,70,62,25,4,0,294,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,3,35,150,280,563,941,1136,483,78,3674,783,460,690,581,521,446,359,113,14,3971,14,9,36,75,164,381,605,299,33,1617,0,0,0,9,9,29,59,100,51,257,10,49,88,243,516,850,959,404,63,3172,34,29,49,94,292,626,950,463,102,2645,22,18,22,60,83,119,167,98,25,616,43,11,26,40,97,250,320,187,32,1014,216,414,606,654,652,546,332,105,18,3530,3,4,3,19,49,116,198,125,24,543,707,349,451,607,705,806,661,269,75,4622,11689,6628,9539,7634,5881,4160,2342,608,81,48564,1664,1270,2035,1686,1503,1282,885,260,58,10639,14995,9093,13365,11420,10017,8842,6629,2289,397,77059,11,51,153,355,780,1311,1516,719,208,5102,499,513,1017,898,767,767,544,199,43,5243,6,14,46,119,286,393,438,193,26,1519,0,3,3,4,11,20,56,95,79,265,11,46,143,269,425,699,686,283,69,2633,27,25,47,73,171,335,415,267,112,1472
702,5,13,53,135,200,539,754,207,28,1932,354,179,322,341,358,382,310,83,11,2356,7,7,18,24,74,200,343,124,14,808,0,0,3,5,4,27,44,53,17,154,26,48,101,269,482,642,588,191,28,2383,143,167,119,148,318,566,655,211,27,2364,26,19,32,50,115,137,115,54,10,561,32,10,14,49,66,151,208,79,12,627,107,216,356,352,327,305,229,46,5,1948,0,0,3,20,39,99,105,45,7,323,384,217,265,320,411,541,437,138,26,2736,8795,5292,6343,4875,3621,2990,1780,354,25,34079,1314,1019,1748,1448,1354,1280,889,227,20,9300,11131,7102,9190,7761,6767,6678,5037,1273,143,55083,3,30,81,147,393,798,845,252,80,2633,224,263,522,497,551,643,392,98,18,3207,0,6,18,38,109,290,246,79,13,799,0,0,5,0,3,25,58,48,47,196,24,78,203,445,697,757,530,159,43,2932,119,205,204,241,299,374,318,134,41,1935
797,0,0,0,0,3,6,4,0,0,16,0,3,3,6,3,7,0,0,0,19,0,4,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,9,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,6,0,15,33,54,60,41,8,0,0,206,0,6,14,40,39,34,7,0,0,140,0,26,51,101,111,97,19,4,0,414,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,47,123,451,966,1728,2570,3086,2161,842,11965,3256,2688,3109,2919,2099,1614,1264,656,201,17808,31,65,144,273,516,1098,1690,1331,443,5590,4,4,0,12,19,57,182,419,426,1133,55,162,346,806,1485,2170,2485,1463,398,9356,72,93,130,300,768,1582,2573,2066,889,8483,47,46,82,143,232,327,543,454,229,2094,36,48,55,131,262,481,803,735,279,2834,1124,2928,3657,3205,2770,1921,1109,517,190,17407,8,14,24,68,147,268,463,475,247,1705,2304,1561,2066,2521,2879,2981,2485,1336,482,18608,34098,21769,27846,23394,16773,10458,5653,2100,480,142574,2411,2451,2636,2004,1674,1236,819,455,211,13902,42600,30668,38646,34238,27823,21556,16210,8589,2860,223190,42,253,725,1480,2975,4914,5969,4460,1945,22763,2222,2980,4238,3849,3149,2666,2262,1183,414,22949,29,63,194,479,937,1346,1774,1206,434,6459,0,5,0,9,12,43,160,541,733,1500,84,148,364,726,1213,1733,1943,1325,494,8022,49,78,116,201,377,782,1343,1561,1033,5527
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901,0,0,3,12,14,32,46,22,11,136,19,14,11,21,17,20,21,11,3,138,0,0,0,4,6,4,18,13,0,53,0,0,0,0,0,0,0,3,0,14,0,0,4,3,19,23,42,20,0,111,0,0,0,0,9,24,43,21,5,105,0,0,0,0,3,8,5,10,0,25,0,0,0,3,0,13,15,4,0,35,0,10,10,20,14,16,9,4,0,86,0,0,0,0,0,0,8,0,0,17,10,11,5,19,25,28,28,15,7,138,336,168,220,186,207,245,147,43,14,1560,68,63,194,121,103,92,74,34,4,743,434,259,448,365,389,452,361,148,30,2883,0,0,0,4,18,43,52,33,8,160,13,20,14,23,26,21,23,15,3,169,0,0,0,3,7,19,18,12,4,65,0,0,0,0,0,0,4,3,6,14,0,0,7,3,10,25,17,13,4,85,0,3,0,0,6,3,27,13,7,55
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
