SA4_CODE_2021,M_Arthritis_0_14,M_Arthritis_15_24,M_Arthritis_25_34,M_Arthritis_35_44,M_Arthritis_45_54,M_Arthritis_55_64,M_Arthritis_65_74,M_Arthritis_75_84,M_Arthritis_85_over,M_Arthritis_Tot,M_Asthma_0_14,M_Asthma_15_24,M_Asthma_25_34,M_Asthma_35_44,M_Asthma_45_54,M_Asthma_55_64,M_Asthma_65_74,M_Asthma_75_84,M_Asthma_85_over,M_Asthma_Tot,M_Cancer_0_14,M_Cancer_15_24,M_Cancer_25_34,M_Cancer_35_44,M_Cancer_45_54,M_Cancer_55_64,M_Cancer_65_74,M_Cancer_75_84,M_Cancer_85_over,M_Cancer_Tot,M_Dementia_0_14,M_Dementia_15_24,M_Dementia_25_34,M_Dementia_35_44,M_Dementia_45_54,M_Dementia_55_64,M_Dementia_65_74,M_Dementia_75_84,M_Dementia_85_over,M_Dementia_Tot,M_Diabetes_0_14,M_Diabetes_15_24,M_Diabetes_25_34,M_Diabetes_35_44,M_Diabetes_45_54,M_Diabetes_55_64,M_Diabetes_65_74,M_Diabetes_75_84,M_Diabetes_85_over,M_Diabetes_Tot,M_Heart_disease_0_14,M_Heart_disease_15_24,M_Heart_disease_25_34,M_Heart_disease_35_44,M_Heart_disease_45_54,M_Heart_disease_55_64,M_Heart_disease_65_74,M_Heart_disease_75_84,M_Heart_disease_85_over,M_Heart_disease_Tot,M_Kidney_disease_0_14,M_Kidney_disease_15_24,M_Kidney_disease_25_34,M_Kidney_disease_35_44,M_Kidney_disease_45_54,M_Kidney_disease_55_64,M_Kidney_disease_65_74,M_Kidney_disease_75_84,M_Kidney_disease_85_over,M_Kidney_disease_Tot,M_Lung_cond_0_14,M_Lung_cond_15_24,M_Lung_cond_25_34,M_Lung_cond_35_44,M_Lung_cond_45_54,M_Lung_cond_55_64,M_Lung_cond_65_74,M_Lung_cond_75_84,M_Lung_cond_85_over,M_Lung_cond_Tot,M_Mental_health_cond_0_14,M_Mental_health_cond_15_24,M_Mental_health_cond_25_34,M_Mental_health_cond_35_44,M_Mental_health_cond_45_54,M_Mental_health_cond_55_64,M_Mental_health_cond_65_74,M_Mental_health_cond_75_84,M_Mental_health_cond_85_over,M_Mental_health_cond_Tot,M_Stroke_0_14,M_Stroke_15_24,M_Stroke_25_34,M_Stroke_35_44,M_Stroke_45_54,M_Stroke_55_64,M_Stroke_65_74,M_Stroke_75_84,M_Stroke_85_over,M_Stroke_Tot,M_Oth_lt_health_cond_0_14,M_Oth_lt_health_cond_15_24,M_Oth_lt_health_cond_25_34,M_Oth_lt_health_cond_35_44,M_Oth_lt_health_cond_45_54,M_Oth_lt_health_cond_55_64,M_Oth_lt_health_cond_65_74,M_Oth_lt_health_cond_75_84,M_Oth_lt_health_cond_85_over,M_Oth_lt_health_cond_Tot,M_No_lt_health_cond_0_14,M_No_lt_health_cond_15_24,M_No_lt_health_cond_25_34,M_No_lt_health_cond_35_44,M_No_lt_health_cond_45_54,M_No_lt_health_cond_55_64,M_No_lt_health_cond_65_74,M_No_lt_health_cond_75_84,M_No_lt_health_cond_85_over,M_No_lt_health_cond_Tot,M_NS_0_14,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_over,M_NS_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_over,M_Tot_Tot,F_Arthritis_0_14,F_Arthritis_15_24,F_Arthritis_25_34,F_Arthritis_35_44,F_Arthritis_45_54,F_Arthritis_55_64,F_Arthritis_65_74,F_Arthritis_75_84,F_Arthritis_85_over,F_Arthritis_Tot,F_Asthma_0_14,F_Asthma_15_24,F_Asthma_25_34,F_Asthma_35_44,F_Asthma_45_54,F_Asthma_55_64,F_Asthma_65_74,F_Asthma_75_84,F_Asthma_85_over,F_Asthma_Tot,F_Cancer_0_14,F_Cancer_15_24,F_Cancer_25_34,F_Cancer_35_44,F_Cancer_45_54,F_Cancer_55_64,F_Cancer_65_74,F_Cancer_75_84,F_Cancer_85_over,F_Cancer_Tot,F_Dementia_0_14,F_Dementia_15_24,F_Dementia_25_34,F_Dementia_35_44,F_Dementia_45_54,F_Dementia_55_64,F_Dementia_65_74,F_Dementia_75_84,F_Dementia_85_over,F_Dementia_Tot,F_Diabetes_0_14,F_Diabetes_15_24,F_Diabetes_25_34,F_Diabetes_35_44,F_Diabetes_45_54,F_Diabetes_55_64,F_Diabetes_65_74,F_Diabetes_75_84,F_Diabetes_85_over,F_Diabetes_Tot,F_Heart_disease_0_14,F_Heart_disease_15_24,F_Heart_disease_25_34,F_Heart_disease_35_44,F_Heart_disease_45_54,F_Heart_disease_55_64,F_Heart_disease_65_74,F_Heart_disease_75_84,F_Heart_disease_85_over,F_Heart_disease_Tot
111,31,107,319,688,1569,3403,4753,3433,1287,15594,3608,2386,2406,2287,1836,1673,1510,874,273,16850,31,37,130,205,453,1104,2067,1809,590,6425,4,0,4,3,30,94,296,723,613,1766,60,154,301,537,1261,2325,3266,2279,620,10796,67,76,121,225,776,1983,3490,3087,1308,11134,33,45,58,96,176,342,574,595,324,2243,50,41,69,104,345,721,1274,1091,439,4129,1079,2637,3173,2962,3002,2739,1837,895,312,18636,13,12,29,48,160,405,649,709,313,2342,1905,1300,1285,1538,1966,2562,2347,1471,682,15061,26006,16690,17267,15190,13508,10153,5966,2371,531,107690,2720,2171,1900,1754,1739,1540,1155,780,414,14177,34706,24526,25489,23583,23366,22490,19257,11433,3973,188831,32,141,455,1041,2535,5379,7527,6039,3190,26344,2487,2497,3252,3080,2772,2792,2725,1582,572,21758,42,44,136,361,809,1337,1892,1465,615,6698,0,3,6,3,21,67,288,805,1229,2422,58,155,311,515,1079,1888,2534,1996,860,9391,65,60,81,163,427,1105,2054,2374,1706,8027
112,21,53,169,439,990,2442,3584,2323,950,10960,1699,999,952,1204,1175,1253,1277,596,206,9362,23,26,50,110,277,886,1774,1267,477,4892,6,0,3,7,19,64,184,442,379,1108,50,68,93,212,589,1199,1980,1413,403,6007,38,38,49,133,403,1384,2657,2239,1002,7940,21,16,38,49,102,200,386,427,232,1469,36,19,37,78,223,704,1185,825,355,3468,682,1185,1240,1481,1807,2030,1425,607,225,10677,10,6,15,29,91,297,510,553,261,1780,1041,598,586,844,1217,1925,1941,981,478,9619,16487,8804,8370,9038,9116,8515,6232,2335,566,69469,2543,1499,1453,1632,1708,1744,1422,790,395,13189,22132,12821,12392,14213,15798,18018,17424,9222,3234,125252,24,61,195,571,1448,3504,5256,3909,2029,17002,1171,1043,1309,1646,1741,1949,1990,1115,438,12399,15,30,50,220,545,1024,1487,1023,462,4864,0,3,3,7,10,34,148,485,743,1440,26,68,110,235,478,913,1414,1129,480,4850,39,33,49,97,216,664,1491,1567,1164,5299
113,8,46,124,287,681,1477,1967,1310,477,6378,1727,1126,974,907,809,927,804,417,156,7849,15,23,42,77,166,473,917,706,228,2643,0,0,0,10,8,26,99,214,200,548,28,61,116,202,555,1062,1383,846,228,4486,34,31,38,98,282,769,1254,1077,407,3993,24,27,31,49,68,136,250,232,104,914,21,18,31,52,134,340,611,465,164,1844,431,869,932,876,951,910,673,271,96,6005,6,6,11,25,57,154,284,278,124,945,806,435,449,489,702,927,766,438,190,5205,11957,7457,7234,6021,5461,4659,2658,1122,282,46847,1664,1338,1405,1288,1243,1050,766,467,181,9392,16313,10985,10833,9648,9765,10207,8298,4664,1584,82294,19,78,205,451,1081,2189,2845,2173,1187,10228,1307,1240,1330,1244,1217,1347,1179,694,286,9851,13,15,47,110,295,563,726,508,252,2529,0,0,0,0,3,26,74,254,418,775,31,90,141,250,478,873,999,703,248,3813,25,23,54,80,155,390,691,720,533,2671
114,17,29,128,306,692,1726,2877,2156,685,8622,1109,649,595,671,625,772,858,447,127,5868,10,16,37,66,178,550,1183,1052,311,3413,0,0,0,0,15,35,127,314,233,722,25,47,78,186,402,1081,1793,1284,338,5230,24,16,33,75,265,891,1864,1742,613,5526,21,15,24,28,81,167,379,382,148,1239,29,12,27,51,131,456,728,675,202,2310,392,835,854,917,1056,1187,966,461,139,6808,6,4,12,21,62,184,352,433,143,1205,625,420,414,533,751,1185,1253,776,294,6251,10258,5558,5244,5066,5380,5166,4036,1822,395,42935,1373,884,957,954,925,872,718,492,226,7398,13604,8122,7929,8161,9244,11097,11751,7212,2155,79276,24,39,187,416,1114,2757,4344,3300,1441,13629,757,715,882,965,1103,1300,1468,840,267,8306,6,14,51,131,326,710,1203,877,307,3627,4,0,0,3,7,29,106,328,485,964,27,49,98,178,416,844,1363,967,331,4271,18,13,37,58,154,445,985,1055,673,3437
115,12,39,98,309,662,1305,1861,1412,542,6232,1781,1386,902,1115,1001,765,632,329,109,8020,20,39,45,134,273,594,1002,857,270,3241,0,0,0,4,13,23,99,281,244,665,29,71,95,459,928,1578,2004,1270,281,6716,50,41,46,127,455,1114,1881,1542,564,5824,37,24,25,61,69,146,235,276,124,1000,24,14,18,28,69,218,361,408,164,1295,414,968,797,821,941,754,501,241,126,5561,8,5,13,21,59,134,294,273,149,946,1128,787,552,946,1188,1433,1370,716,322,8433,23413,13801,9716,14409,12810,8636,4664,1728,354,89522,1331,909,656,838,943,718,537,372,255,6558,27890,17670,12601,18656,18309,15147,11636,6278,1994,130183,30,67,131,459,1139,2180,3129,2603,1194,10928,1106,1159,954,1296,1397,1084,998,574,239,8811,26,34,63,217,570,806,1001,698,270,3686,0,0,0,0,6,26,104,314,520,972,37,83,102,302,598,1086,1350,921,333,4835,30,28,31,70,160,429,948,958,662,3328
116,31,71,258,579,1147,2049,2393,1523,447,8511,3369,2277,1792,1830,1344,1121,830,415,104,13083,48,40,75,158,280,675,972,655,177,3071,10,6,0,6,23,61,129,319,198,754,70,146,354,1500,2264,3432,3358,1598,302,13022,77,70,107,360,817,1752,2335,1497,438,7453,50,34,58,123,179,321,420,351,117,1655,43,33,35,102,233,484,719,517,152,2316,731,1442,1620,1514,1557,1280,758,359,108,9366,14,14,21,63,133,311,472,359,109,1497,1901,1144,1066,1684,1850,2074,1680,769,320,12488,37300,19680,21759,25128,14852,8641,4140,1331,248,133073,3751,2488,2959,2702,2029,1370,819,474,181,16783,46668,26628,29153,34273,24077,18685,12836,5849,1585,199752,34,123,395,977,2221,3658,4356,2770,1101,15620,2281,2107,2375,2508,2244,1901,1534,753,234,15938,29,48,101,291,628,903,1006,605,208,3818,0,6,3,6,16,55,158,401,538,1185,62,158,427,1058,1839,2794,3070,1571,471,11450,60,58,95,188,406,842,1355,1121,581,4715
117,7,60,321,472,817,1332,1400,999,373,5780,919,1410,3219,2340,1355,1000,634,293,84,11253,9,30,160,225,372,632,859,621,174,3078,0,0,6,8,24,40,123,266,197,671,12,64,239,403,738,1146,1390,900,233,5133,23,39,116,177,467,988,1359,1006,394,4569,15,25,71,67,128,199,264,229,116,1110,13,21,51,87,171,377,446,315,110,1587,269,1277,3426,2417,1965,1495,765,255,80,11951,3,3,24,67,92,210,270,244,112,1024,630,643,1778,1807,1910,1901,1367,683,239,10960,13970,15366,36934,22739,12965,7984,3836,1429,343,115564,1331,2289,4789,3042,2245,1725,1011,573,219,17237,17004,20709,49601,32351,21120,15885,10185,5165,1622,173642,16,77,384,530,1032,1832,2406,1881,831,8984,608,1426,3317,2000,1368,1058,785,446,159,11155,7,35,169,297,501,734,793,529,176,3242,0,0,0,5,13,26,83,271,406,811,12,59,208,297,491,815,1047,797,288,4020,10,33,71,85,168,385,696,666,417,2541
118,16,48,182,294,561,1016,1367,1202,533,5227,1077,950,1509,1229,1044,762,581,303,111,7559,27,26,84,129,243,500,931,763,284,2979,0,3,0,6,10,19,85,297,332,754,30,58,105,165,394,744,1185,923,336,3942,18,18,57,114,344,838,1396,1395,672,4854,28,11,25,46,76,125,252,273,153,988,16,18,11,29,72,177,312,309,146,1093,215,755,1192,1091,963,775,498,260,126,5877,0,5,13,16,63,137,241,264,173,908,661,524,673,731,965,1111,1124,739,347,6872,16875,10390,17859,14413,11176,7536,4084,1838,525,84696,1271,1162,1980,1592,1320,996,707,492,294,9819,20069,13681,23207,19254,16270,12939,9761,6119,2474,123779,24,70,187,379,799,1654,2568,2463,1334,9479,717,923,1761,1337,1096,953,788,604,208,8386,28,31,87,245,536,789,940,767,355,3768,0,0,0,0,10,21,109,393,656,1191,22,49,120,131,299,551,849,787,356,3175,18,27,35,51,110,306,699,865,695,2801
119,22,71,313,605,1290,2532,3471,2890,1436,12643,3415,2525,2278,2051,1677,1505,1175,705,274,15588,46,58,116,217,396,1049,1812,1506,658,5857,0,0,11,8,26,80,308,652,807,1900,56,127,307,1090,2101,4218,4669,2991,1008,16568,80,73,142,308,955,2442,3575,3042,1499,12120,57,34,73,145,277,470,684,666,369,2779,36,29,55,101,209,574,907,920,391,3217,537,1365,1835,1887,2073,1905,1243,689,381,11915,9,15,28,51,154,423,718,762,384,2549,1982,1334,1591,2035,2545,3604,3092,1914,1022,19110,45650,31492,38955,31591,24161,18191,9403,3968,1154,204570,4711,3313,4148,3369,2869,2521,1739,1260,793,24717,56075,39754,48770,41967,35873,33512,24193,14149,5918,300216,49,139,393,942,2610,5128,6540,5853,3251,24907,2009,2211,2527,2404,2248,2090,1791,1156,543,16983,41,55,170,404,992,1629,1786,1390,635,7100,0,9,8,8,24,94,277,958,1415,2789,67,161,395,874,1639,3201,3919,2876,1276,14415,64,62,120,208,419,1128,1950,2248,1670,7874
120,14,41,184,344,681,1159,1642,1274,653,5982,1228,1134,1628,1612,1108,836,577,333,146,8602,22,38,93,149,246,629,942,808,299,3221,0,0,0,7,10,28,99,347,385,875,32,48,175,396,733,1355,1731,1295,463,6227,24,34,60,135,398,1007,1717,1417,704,5501,20,23,43,70,104,166,277,239,160,1098,14,15,29,46,91,230,417,372,198,1422,285,981,1686,1402,1287,1020,660,347,182,7839,3,9,9,28,74,151,289,308,185,1057,899,622,1050,1151,1326,1598,1434,900,472,9453,19370,14434,22161,17062,12640,9011,4566,1854,518,101616,1354,1275,1900,1426,1166,1012,750,530,332,9749,23057,18291,28220,22902,18495,15860,11448,6538,2713,147523,21,61,241,419,1103,2234,3343,2794,1694,11905,853,1070,1869,1658,1434,1177,998,566,243,9868,25,22,117,259,604,877,1113,697,325,4028,0,0,0,0,7,22,116,436,763,1346,16,70,160,294,511,1045,1385,1217,563,5261,26,39,72,91,161,425,874,1041,850,3576
121,23,51,188,461,899,1609,2351,2156,948,8690,2550,1867,1937,2031,1882,1464,1034,569,253,13592,31,46,113,231,398,950,1606,1507,641,5525,0,0,4,0,5,49,127,451,510,1154,43,85,145,521,960,1549,2050,1577,540,7461,39,35,63,182,658,1456,2565,2560,1223,8780,32,29,54,84,118,229,343,371,218,1477,25,13,50,55,137,218,477,559,272,1813,517,1581,1710,1643,1674,1217,800,418,202,9761,8,6,13,27,102,215,364,470,293,1493,1473,1083,1043,1532,1917,2220,2102,1435,690,13488,32781,18168,18931,24003,20038,13655,7545,3356,859,139341,1702,1192,1281,1503,1372,1130,856,624,371,10024,38821,23530,24723,31231,28377,22956,17423,10932,4187,202175,25,99,244,540,1408,2788,4432,4262,2496,16290,1493,1701,2015,2288,2203,1746,1539,1024,484,14503,25,50,88,393,936,1377,1738,1431,660,6698,3,0,0,4,11,28,150,540,1033,1778,38,94,149,373,620,1024,1487,1199,549,5531,36,34,62,97,224,593,1319,1707,1384,5455
122,12,36,111,333,725,1352,1723,1652,675,6622,1547,1118,872,1153,1218,942,745,403,158,8150,25,29,68,116,320,671,1088,1069,438,3818,5,0,5,3,5,29,124,381,417,972,33,57,81,172,409,913,1232,1037,333,4265,32,44,39,93,387,1011,1638,1839,862,5940,31,25,26,42,86,118,209,283,153,966,32,18,25,41,83,180,359,452,213,1404,337,969,830,960,1135,907,566,380,169,6261,13,3,10,21,83,132,262,382,206,1118,910,614,456,681,1054,1258,1179,883,409,7450,20807,12017,10893,12789,13576,9295,4754,2183,529,86837,1344,921,813,958,1156,971,593,396,236,7383,24814,15527,13890,16786,19137,15809,11208,7430,2741,127350,23,53,116,339,1024,1996,3029,3107,1683,11373,932,1011,1132,1424,1536,1198,1086,804,346,9472,19,29,68,212,603,904,1082,980,456,4357,3,4,3,4,10,27,124,452,854,1479,27,66,56,155,313,537,879,845,340,3233,27,28,26,57,165,344,751,1142,896,3428
123,30,76,284,621,1116,2229,2767,1655,450,9235,2852,1883,1568,1582,1182,1005,839,370,76,11360,33,47,88,160,284,698,1153,771,201,3430,0,9,0,3,9,42,169,278,190,697,50,119,226,763,1494,2426,2614,1206,239,9132,76,69,95,214,648,1485,2131,1371,381,6474,37,32,43,79,153,251,381,287,123,1388,30,24,46,83,168,433,712,516,120,2119,755,1355,1479,1495,1398,1225,837,334,92,8966,7,12,14,47,112,243,431,355,113,1348,1779,991,918,1238,1449,1649,1465,713,228,10449,26060,13891,14171,14624,10811,6958,3668,1215,194,91589,2838,1581,1498,1629,1408,1077,640,408,144,11229,33864,19355,19557,21171,18038,15352,11614,5392,1303,145642,26,115,401,1006,2199,3954,4681,2826,1066,16270,1907,1723,2217,2152,1929,1769,1516,663,192,14059,27,32,109,260,560,934,1080,615,211,3823,0,0,0,9,12,35,159,391,405,1008,57,123,321,683,1174,1973,2179,1148,326,7977,46,50,68,152,370,792,1260,1044,536,4324
124,39,75,319,672,1347,2388,3160,1895,523,10418,3007,1985,1910,1892,1515,1251,1009,419,114,13106,34,46,83,172,333,823,1414,952,247,4106,5,7,0,9,21,42,179,320,209,787,71,123,260,684,1401,2292,2833,1462,291,9405,67,55,88,243,681,1649,2722,1854,539,7894,42,48,63,102,171,279,462,338,95,1597,57,38,58,108,236,575,876,671,181,2792,906,1904,2131,2038,2078,1719,1121,448,126,12471,12,10,28,60,117,309,494,415,120,1547,1928,1120,1148,1424,1804,2094,1900,914,272,12606,26105,14680,15210,14736,11967,8720,4796,1631,327,98168,2904,1966,2098,1914,1796,1329,930,568,278,13778,34345,21118,22210,22341,20653,18546,14731,7047,1860,162842,41,152,475,1073,2302,4255,5332,3405,1385,18428,2065,2035,2782,2692,2403,2271,1879,915,277,17326,29,42,116,306,643,1165,1387,825,325,4841,3,0,0,0,8,43,163,404,456,1084,69,122,308,595,1180,1884,2224,1318,404,8112,49,67,104,165,413,895,1489,1328,771,5293
125,22,62,252,484,1008,1886,2376,1906,787,8786,2641,1952,1858,1701,1162,1036,806,510,171,11842,36,46,107,191,281,717,1093,941,347,3762,0,4,8,10,26,73,190,436,389,1130,42,112,394,1342,2047,3384,3522,1980,555,13376,72,64,112,327,775,1793,2572,2016,826,8541,52,39,77,174,211,344,443,418,226,1981,31,28,37,76,169,430,694,594,277,2339,444,1042,1616,1604,1686,1439,940,462,198,9429,11,8,22,68,131,335,469,438,206,1694,1543,1000,1357,1915,2154,2651,2252,1151,521,14557,39629,25456,38088,31495,18011,12455,6244,2376,601,174362,4474,3026,4790,3957,2673,2077,1326,812,506,23632,48607,32289,47841,41898,27909,23914,16721,8983,3259,251427,24,87,379,819,1880,3658,4469,3639,1892,16851,1722,1741,2074,1991,1779,1628,1366,818,315,13426,37,47,137,322,677,1103,1208,837,358,4726,0,0,6,9,29,62,180,543,780,1611,47,112,379,827,1496,2680,2923,1905,671,11045,46,53,102,154,357,852,1374,1459,946,5339
126,7,30,94,184,397,753,1076,832,454,3840,1063,810,907,825,668,516,400,251,93,5526,10,17,46,83,155,388,592,539,213,2047,0,0,0,3,12,22,58,190,218,496,16,27,119,303,513,1014,1271,797,277,4336,31,22,30,107,271,716,1142,1071,486,3880,17,13,28,44,65,120,165,187,115,756,12,11,25,20,53,138,199,242,138,843,233,673,809,722,706,634,367,173,84,4401,0,7,8,15,31,108,175,194,144,687,653,480,588,779,901,1207,1050,571,312,6529,14796,9365,12535,12208,8345,6207,3575,1233,382,68647,841,621,931,784,660,562,389,262,244,5290,17493,11842,15735,15599,11968,10743,8139,4337,1937,97796,7,41,108,219,638,1359,1929,1833,1196,7332,621,734,935,899,741,715,634,408,203,5895,8,16,36,150,404,610,687,547,241,2687,0,0,0,6,7,20,71,258,415,771,15,36,102,228,321,728,932,710,320,3401,16,13,19,42,91,299,621,691,619,2409
127,26,83,279,607,1315,2501,2907,2003,710,10419,3309,2421,1936,1536,1207,1145,934,519,143,13142,57,55,107,156,328,767,1112,847,287,3711,6,8,14,10,39,98,227,423,358,1184,69,170,315,957,2218,4100,4074,2196,563,14659,89,72,103,315,902,2156,2753,1902,705,8989,62,56,58,142,256,452,549,404,195,2169,48,24,41,110,236,515,685,546,218,2430,558,1189,1429,1494,1617,1730,901,426,196,9545,15,15,15,67,186,487,659,566,237,2241,1917,1218,1243,1689,2497,3430,2605,1252,526,16378,40876,25800,25699,23415,18854,13681,6452,2201,461,157446,4512,2839,2685,2735,2369,2146,1331,831,484,19941,50934,33258,33054,31792,28969,27100,17836,8669,2856,234459,46,112,391,1007,2535,4891,5395,3723,1627,19721,1999,2148,2293,2137,1972,1919,1461,746,330,15006,32,32,138,292,706,1085,1181,740,260,4469,0,0,7,9,57,107,203,572,705,1659,70,130,396,878,1798,3393,3727,2162,786,13334,67,64,100,201,486,1112,1557,1469,824,5883
128,21,49,127,342,752,1490,2083,1548,778,7187,1484,1117,1014,1185,984,816,700,340,137,7782,31,42,59,124,262,649,1149,976,410,3695,0,0,0,8,4,28,121,324,347,838,34,72,109,244,554,1105,1460,1048,343,4973,45,29,36,99,362,1027,1859,1659,824,5936,24,23,23,47,77,138,276,276,174,1052,22,12,18,46,95,215,410,417,207,1443,422,875,943,975,1028,923,564,334,171,6227,3,6,12,19,67,148,292,339,202,1089,1030,644,586,712,979,1236,1239,708,412,7547,17751,10472,9504,10510,10355,7468,4093,1670,428,72249,1281,809,734,870,923,739,491,343,196,6380,21785,13746,12726,14512,15260,13631,10705,6244,2439,111052,13,64,195,497,1187,2392,3490,2999,1740,12575,973,1028,1170,1467,1390,1249,1063,724,309,9375,16,26,67,236,519,774,1028,810,409,3891,0,4,0,5,4,25,108,407,774,1328,21,69,131,212,386,776,1055,851,371,3860,30,18,34,60,158,409,889,1055,893,3551
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,5,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,10,4,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,12,45,200,377,828,1500,2146,1526,463,7104,1626,1062,1113,1072,914,879,827,416,114,8028,10,26,48,93,209,547,1063,784,224,3008,0,4,0,8,16,28,114,211,179,560,29,76,127,270,618,1113,1546,947,232,4962,37,37,51,95,392,988,1721,1340,509,5178,25,17,21,45,67,123,233,183,91,812,14,21,39,67,196,412,743,569,184,2240,589,1079,1363,1301,1436,1341,917,371,111,8514,11,11,18,30,90,202,363,329,130,1183,922,600,592,739,1014,1276,1115,616,220,7081,11638,6658,6511,5928,5833,4836,3176,1177,268,46019,1496,958,845,860,1073,925,771,446,188,7563,15940,10046,10166,9798,10833,10840,9823,5241,1609,84299,21,95,276,591,1401,2625,3671,2441,1173,12294,1148,1208,1516,1523,1521,1477,1344,716,264,10728,13,20,60,166,408,753,916,623,273,3241,0,3,0,0,6,23,88,255,383,755,46,65,132,278,485,852,1212,815,327,4217,25,29,66,87,208,490,959,923,597,3376
202,26,45,165,342,730,1630,2208,1550,526,7220,1432,892,950,949,855,913,773,431,129,7323,17,24,28,93,219,505,1033,850,282,3050,0,0,4,6,11,31,97,218,228,598,28,52,110,226,485,889,1445,882,247,4382,39,26,53,92,310,853,1561,1283,522,4737,26,16,26,39,67,135,245,249,117,926,17,15,27,55,130,357,566,454,159,1777,472,987,1204,1216,1352,1228,838,344,135,7774,8,9,10,30,59,170,308,289,142,1019,847,510,558,674,921,1164,1105,542,254,6575,11560,6263,5960,5785,5701,4693,3152,1187,273,44576,1412,915,1045,943,1024,963,730,462,242,7740,15490,9306,9489,9533,10256,10518,9711,5237,1756,81292,19,78,218,552,1303,2703,3648,2557,1168,12247,904,1021,1386,1310,1274,1408,1312,714,233,9568,20,22,49,130,327,692,908,682,246,3068,0,0,3,3,9,25,102,220,387,753,23,52,134,235,466,823,1034,687,276,3722,28,24,45,78,143,445,883,894,627,3171
203,29,78,253,536,1135,2201,3146,2165,815,10357,2713,1918,1982,2025,1643,1423,1342,644,202,13891,30,44,71,159,347,901,1682,1276,429,4944,0,0,3,8,13,50,200,464,396,1136,42,119,230,426,981,1702,2467,1507,453,7919,62,40,80,153,558,1548,2752,2181,879,8255,35,33,45,73,127,211,379,376,174,1458,30,21,34,74,192,482,874,695,307,2713,897,1779,2144,2168,2118,1821,1296,591,295,13110,15,9,26,48,139,303,582,522,255,1892,1550,1062,1041,1167,1496,1873,1865,1040,493,11592,23453,13534,15009,13091,11694,8968,5949,2273,559,94527,2326,1685,1943,1756,1646,1376,1045,613,269,12651,30464,19461,21748,20215,19622,18359,16565,8870,3005,158306,25,122,365,760,1874,3941,5607,4156,2030,18878,1807,2055,2655,2722,2347,2249,2178,1171,439,17633,19,45,104,297,657,1164,1615,1072,474,5454,0,0,12,5,18,45,193,572,933,1782,38,119,233,408,829,1430,1913,1394,572,6934,44,47,69,122,306,738,1474,1543,1176,5519
204,16,34,163,383,825,1797,2581,1797,609,8205,1482,963,936,1040,991,1008,933,492,156,7990,21,21,48,96,210,588,1182,955,292,3418,0,5,6,9,6,51,133,258,185,650,20,61,96,235,537,1188,1763,1103,290,5298,43,41,48,121,349,1090,2011,1551,610,5845,27,30,28,41,93,171,288,312,126,1109,31,17,24,71,142,452,742,614,181,2278,489,919,1039,1221,1373,1363,1038,485,148,8069,9,4,9,28,67,186,396,393,152,1249,847,477,535,672,913,1343,1267,714,307,7070,12201,7399,6740,6162,6537,6127,4239,1559,345,51313,1660,1172,1030,1059,1152,1230,968,543,184,8997,16450,10700,10109,10096,11522,13059,12170,6366,1923,92398,16,64,227,520,1300,2806,3981,2743,1300,12957,1081,1051,1376,1466,1546,1639,1463,803,288,10714,21,20,54,163,369,820,1067,710,287,3507,4,7,0,3,11,31,109,289,390,844,25,65,128,252,481,938,1230,888,353,4352,20,38,54,83,212,572,1004,1116,703,3807
205,32,69,268,559,1248,2947,4528,3066,959,13683,2367,1473,1600,1555,1365,1515,1515,847,214,12452,29,25,67,133,349,970,2015,1551,463,5610,0,7,3,3,16,56,201,394,294,978,58,112,177,344,909,2004,3263,2050,477,9400,53,50,90,199,586,1817,3662,2696,924,10079,32,26,45,69,133,309,553,476,179,1823,36,26,49,104,292,881,1453,1093,339,4285,824,1515,1765,1819,2042,2232,1788,694,234,12915,14,20,24,43,146,382,703,616,252,2199,1387,864,853,997,1449,2343,2184,1193,409,11676,19429,10308,10287,9613,9707,9499,6946,2542,536,78877,2752,1621,1871,1888,1764,1805,1640,969,471,14779,26363,15336,16078,15859,17226,20748,20763,10881,3196,146460,22,106,415,912,2265,5034,7086,4860,2000,22708,1648,1571,2245,2162,2264,2563,2575,1367,383,16789,22,29,102,222,598,1239,1775,1182,414,5581,0,5,9,5,18,50,166,414,609,1270,32,102,218,400,882,1664,2318,1559,524,7700,42,44,90,130,379,993,1944,1841,1140,6611
