SA4_CODE_2021,M_0_cond_0_14,M_0_cond_15_24,M_0_cond_25_34,M_0_cond_35_44,M_0_cond_45_54,M_0_cond_55_64,M_0_cond_65_74,M_0_cond_75_84,M_0_cond_85_over,M_0_cond_Tot,M_1_mo_con_0_14,M_1_mo_con_15_24,M_1_mo_con_25_34,M_1_mo_con_35_44,M_1_mo_con_45_54,M_1_mo_con_55_64,M_1_mo_con_65_74,M_1_mo_con_75_84,M_1_mo_con_85_over,M_1_mo_con_Tot,M_2_mo_con_0_14,M_2_mo_con_15_24,M_2_mo_con_25_34,M_2_mo_con_35_44,M_2_mo_con_45_54,M_2_mo_con_55_64,M_2_mo_con_65_74,M_2_mo_con_75_84,M_2_mo_con_85_over,M_2_mo_con_Tot,M_3_or_mo_cond_0_14,M_3_or_mo_cond_15_24,M_3_or_mo_cond_25_34,M_3_or_mo_cond_35_44,M_3_or_mo_cond_45_54,M_3_or_mo_cond_55_64,M_3_or_mo_cond_65_74,M_3_or_mo_cond_75_84,M_3_or_mo_cond_85_over,M_3_or_mo_cond_Tot,M_OM_Lterm_Health_Tot_0_14,M_OM_Lterm_Health_Tot_15_24,M_OM_Lterm_Health_Tot_25_34,M_OM_Lterm_Health_Tot_35_44,M_OM_Lterm_Health_Tot_45_54,M_OM_Lterm_Health_Tot_55_64,M_OM_Lterm_Health_Tot_65_74,M_OM_Lterm_Health_Tot_75_84,M_OM_Lterm_Health_Tot_85_ov,M_OM_Lterm_Health_Tot_Tot,M_cond_NS_0_14,M_cond_NS_15_24,M_cond_NS_25_34,M_cond_NS_35_44,M_cond_NS_45_54,M_cond_NS_55_64,M_cond_NS_65_74,M_cond_NS_75_84,M_cond_NS_85_over,M_cond_NS_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_over,M_Tot_Tot,F_0_cond_0_14,F_0_cond_15_24,F_0_cond_25_34,F_0_cond_35_44,F_0_cond_45_54,F_0_cond_55_64,F_0_cond_65_74,F_0_cond_75_84,F_0_cond_85_over,F_0_cond_Tot,F_1_mo_con_0_14,F_1_mo_con_15_24,F_1_mo_con_25_34,F_1_mo_con_35_44,F_1_mo_con_45_54,F_1_mo_con_55_64,F_1_mo_con_65_74,F_1_mo_con_75_84,F_1_mo_con_85_over,F_1_mo_con_Tot,F_2_mo_con_0_14,F_2_mo_con_15_24,F_2_mo_con_25_34,F_2_mo_con_35_44,F_2_mo_con_45_54,F_2_mo_con_55_64,F_2_mo_con_65_74,F_2_mo_con_75_84,F_2_mo_con_85_over,F_2_mo_con_Tot,F_3_or_mo_cond_0_14,F_3_or_mo_cond_15_24,F_3_or_mo_cond_25_34,F_3_or_mo_cond_35_44,F_3_or_mo_cond_45_54,F_3_or_mo_cond_55_64,F_3_or_mo_cond_65_74,F_3_or_mo_cond_75_84,F_3_or_mo_cond_85_over,F_3_or_mo_cond_Tot,F_OM_Lterm_Health_Tot_0_14,F_OM_Lterm_Health_Tot_15_24,F_OM_Lterm_Health_Tot_25_34,F_OM_Lterm_Health_Tot_35_44,F_OM_Lterm_Health_Tot_45_54,F_OM_Lterm_Health_Tot_55_64,F_OM_Lterm_Health_Tot_65_74,F_OM_Lterm_Health_Tot_75_84,F_OM_Lterm_Health_Tot_85_ov,F_OM_Lterm_Health_Tot_Tot,F_cond_NS_0_14,F_cond_NS_15_24,F_cond_NS_25_34,F_cond_NS_35_44,F_cond_NS_45_54,F_cond_NS_55_64,F_cond_NS_65_74,F_cond_NS_75_84,F_cond_NS_85_over,F_cond_NS_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_over,F_Tot_Tot,P_0_cond_0_14,P_0_cond_15_24,P_0_cond_25_34,P_0_cond_35_44,P_0_cond_45_54,P_0_cond_55_64,P_0_cond_65_74,P_0_cond_75_84,P_0_cond_85_over,P_0_cond_Tot,P_1_mo_con_0_14,P_1_mo_con_15_24,P_1_mo_con_25_34,P_1_mo_con_35_44,P_1_mo_con_45_54,P_1_mo_con_55_64,P_1_mo_con_65_74,P_1_mo_con_75_84,P_1_mo_con_85_over,P_1_mo_con_Tot,P_2_mo_con_0_14,P_2_mo_con_15_24,P_2_mo_con_25_34,P_2_mo_con_35_44,P_2_mo_con_45_54,P_2_mo_con_55_64,P_2_mo_con_65_74,P_2_mo_con_75_84,P_2_mo_con_85_over,P_2_mo_con_Tot,P_3_or_mo_cond_0_14,P_3_or_mo_cond_15_24,P_3_or_mo_cond_25_34,P_3_or_mo_cond_35_44,P_3_or_mo_cond_45_54,P_3_or_mo_cond_55_64,P_3_or_mo_cond_65_74,P_3_or_mo_cond_75_84,P_3_or_mo_cond_85_over,P_3_or_mo_cond_Tot,P_OM_Lterm_Health_Tot_0_14,P_OM_Lterm_Health_Tot_15_24,P_OM_Lterm_Health_Tot_25_34,P_OM_Lterm_Health_Tot_35_44,P_OM_Lterm_Health_Tot_45_54,P_OM_Lterm_Health_Tot_55_64,P_OM_Lterm_Health_Tot_65_74,P_OM_Lterm_Health_Tot_75_84,P_OM_Lterm_Health_Tot_85_ov,P_OM_Lterm_Health_Tot_Tot,P_cond_NS_0_14,P_cond_NS_15_24,P_cond_NS_25_34,P_cond_NS_35_44,P_cond_NS_45_54,P_cond_NS_55_64,P_cond_NS_65_74,P_cond_NS_75_84,P_cond_NS_85_over,P_cond_NS_Tot
401,21995,16309,15810,14662,13542,10787,6901,2799,774,103578,1987,2579,2854,3052,3765,4407,4775,2892,1049,27363,72,282,417,475,840,1369,1920,1620,704,7699,8,16,50,90,240,519,1010,1042,659,3627,2068,2879,3320,3618,4846,6290,7709,5559,2405,38689,1401,1269,1411,1321,1363,1151,785,528,279,9492,25461,20455,20547,19599,19747,18231,15395,8883,3454,151769,21479,14924,15182,15296,14008,11566,7932,3368,1099,104855,1405,3367,3578,3591,4085,4724,5264,3831,1866,31715,65,550,796,754,1154,1608,2287,1921,1279,10413,9,31,94,147,343,686,1105,1252,1084,4760,1479,3953,4466,4489,5584,7017,8662,7005,4233,46889,1293,1202,1208,1145,1178,1082,899,668,501,9172,24253,20081,20854,20926,20769,19668,17485,11042,5834,160921,43471,31234,30997,29959,27554,22355,14834,6173,1871,208437,3394,5951,6434,6643,7853,9125,10042,6719,2915,59079,142,829,1211,1235,1987,2972,4211,3539,1980,18109,17,51,140,230,584,1208,2121,2301,1741,8390,3549,6834,7788,8113,10430,13309,16370,12555,6639,85577,2694,2471,2615,2464,2543,2237,1680,1192,775,18671
402,37391,22589,24748,21845,16819,12272,6578,2584,720,145554,4373,4190,5185,5606,5916,6895,5967,3343,1002,42484,300,548,938,1179,1693,2617,2970,1986,717,12953,23,54,137,306,678,1497,2147,1897,784,7518,4697,4784,6260,7094,8285,11006,11088,7230,2511,62954,3418,2197,2386,2248,1994,1524,1007,593,325,15701,45508,29572,33394,31184,27108,24807,18674,10405,3556,224209,36128,18856,22738,20465,15465,12269,7299,2959,863,137047,3276,5242,6592,6267,6683,7262,6559,4192,1623,47699,302,1040,1880,1850,2490,3228,3511,2565,1173,18035,14,87,284,594,1249,2163,2476,2162,1331,10364,3587,6380,8753,8720,10415,12648,12543,8924,4129,76096,3119,1911,2044,1919,1744,1430,1071,807,533,14576,42831,27149,33533,31099,27625,26351,20914,12686,5520,227723,73524,41446,47483,42311,32286,24545,13883,5540,1577,282598,7648,9434,11780,11874,12597,14158,12530,7541,2631,90184,598,1589,2819,3035,4180,5839,6480,4556,1894,30992,31,144,418,900,1928,3657,4625,4061,2119,17881,8278,11162,15020,15807,18705,23655,23628,16152,6637,139052,6539,4108,4428,4163,3743,2955,2081,1396,857,30281
403,26936,16829,16651,16431,15188,11771,7636,2989,759,115182,3125,3360,3883,4413,4883,5872,6243,3522,1171,36471,175,378,633,809,1239,2065,2895,2100,838,11125,12,32,97,167,424,965,1838,1567,840,5928,3314,3770,4609,5385,6541,8899,10973,7191,2847,53527,2008,1355,1269,1271,1360,1231,907,561,266,10231,32254,21954,22529,23089,23086,21899,19519,10737,3869,178942,26159,14833,15872,16633,14902,12640,8583,3471,1176,114279,2338,4421,5133,5454,5625,6482,7205,4314,1998,42960,167,837,1243,1434,1726,2637,3437,2376,1481,15331,11,53,172,386,812,1477,2036,1811,1385,8150,2513,5311,6546,7276,8159,10595,12676,8502,4862,66437,1837,1229,1153,1287,1312,1282,996,718,431,10247,30507,21370,23572,25200,24378,24515,22258,12686,6474,190958,53090,31660,32523,33066,30088,24412,16219,6459,1936,229462,5464,7782,9018,9859,10508,12351,13442,7837,3168,79431,341,1217,1870,2246,2965,4694,6335,4476,2318,26458,23,80,272,553,1233,2445,3873,3374,2227,14074,5824,9078,11159,12659,14706,19488,23651,15685,7710,119963,3848,2582,2424,2568,2669,2512,1905,1278,698,20481
404,15977,11380,14770,11767,10020,8068,4350,1848,591,78777,1599,1917,2600,2670,3088,3858,3575,1974,845,22127,84,210,361,469,747,1322,1620,1151,636,6596,0,18,39,90,277,681,983,932,605,3616,1682,2136,3003,3222,4113,5865,6181,4059,2079,32336,1165,985,1061,970,1030,944,526,316,155,7155,18823,14500,18828,15959,15158,14880,11057,6227,2831,118266,15717,10273,13765,11574,10137,8394,5088,2168,807,77918,1069,2433,3324,2992,3227,4042,3869,2692,1421,25066,68,395,688,711,998,1469,1841,1573,1098,8845,8,25,96,164,437,840,1129,1175,1117,4988,1142,2855,4106,3866,4661,6351,6846,5440,3639,38904,1152,845,932,954,919,830,638,470,228,6961,18006,13974,18804,16395,15710,15577,12569,8080,4670,123780,31694,21653,28537,23340,20149,16468,9435,4019,1396,156692,2671,4349,5925,5664,6310,7903,7442,4669,2269,47190,150,604,1051,1178,1751,2795,3464,2727,1732,15444,5,40,136,248,713,1518,2112,2107,1726,8607,2824,4992,7107,7088,8773,12212,13028,9500,5719,71242,2310,1828,1993,1926,1948,1776,1164,787,384,14117
405,7823,4103,3639,3688,4101,4330,3168,1258,272,32385,1068,889,1000,1139,1576,2491,2615,1417,380,12565,68,118,171,228,443,858,1367,809,276,4349,3,8,23,61,194,563,875,757,265,2752,1137,1010,1196,1432,2217,3916,4856,2981,927,19665,876,553,445,514,621,705,613,370,137,4837,9837,5671,5283,5634,6935,8951,8632,4610,1333,56885,7545,3412,3312,3720,4100,4223,3171,1288,382,31148,773,1058,1275,1384,1651,2392,2496,1516,534,13081,62,208,338,413,654,989,1239,888,423,5214,5,18,51,132,305,698,862,686,422,3176,839,1286,1663,1926,2614,4087,4600,3086,1375,21476,811,416,400,464,574,662,604,426,213,4573,9195,5115,5374,6113,7295,8972,8370,4794,1960,57194,15370,7516,6952,7413,8202,8548,6336,2545,651,63534,1838,1947,2270,2525,3229,4894,5109,2929,908,25644,130,329,508,641,1103,1847,2608,1695,703,9567,9,27,81,190,503,1261,1735,1441,689,5932,1979,2297,2859,3360,4831,8004,9451,6062,2299,41142,1694,972,843,975,1198,1372,1213,795,348,9405
406,6249,3432,4465,3841,3877,3527,2069,736,140,28328,697,675,917,920,1137,1681,1516,744,214,8497,37,71,139,155,307,600,681,470,127,2588,0,4,26,44,121,323,448,349,147,1466,741,754,1085,1121,1561,2599,2640,1565,491,12554,860,698,1290,1132,1163,1048,582,292,95,7160,7858,4878,6838,6088,6603,7173,5289,2590,727,48051,6156,2829,3637,3022,3193,2873,1875,693,198,24474,589,821,1077,1018,1175,1470,1341,812,334,8643,34,149,286,295,438,638,668,447,196,3137,0,14,45,77,196,414,473,396,174,1799,621,992,1407,1392,1810,2524,2479,1656,705,13577,845,476,621,508,549,598,470,267,131,4462,7622,4295,5670,4918,5549,5997,4820,2620,1030,42513,12411,6260,8101,6863,7074,6400,3941,1429,336,52806,1292,1495,1994,1936,2309,3151,2857,1552,552,17143,71,216,427,445,741,1243,1345,921,319,5730,0,22,68,122,317,736,923,744,322,3269,1366,1739,2489,2506,3377,5128,5121,3216,1197,26138,1710,1176,1914,1635,1707,1644,1051,559,228,11623
407,12574,7153,6797,6455,7296,7070,5418,2187,506,55455,1660,1495,1591,1751,2393,3620,4401,2481,733,20123,92,192,263,393,676,1305,2075,1448,497,6942,8,13,48,93,299,731,1296,1127,438,4056,1762,1697,1903,2230,3369,5661,7767,5060,1664,31117,1377,1007,1200,1306,1310,1313,1090,635,233,9462,15715,9853,9899,9989,11974,14043,14274,7886,2405,96034,12412,5850,6115,6293,6904,7032,5572,2364,673,53225,1210,1826,2123,2145,2644,3735,4362,2564,1093,21708,82,378,527,635,942,1560,2076,1571,728,8495,4,32,91,213,506,957,1213,1179,654,4848,1299,2242,2744,2995,4088,6256,7654,5308,2474,35058,1320,727,734,757,996,1071,1030,675,392,7708,15037,8818,9599,10042,11986,14359,14254,8347,3542,95981,24989,13003,12917,12749,14202,14105,10985,4551,1175,108676,2866,3321,3716,3899,5033,7355,8764,5041,1823,41832,171,565,795,1021,1621,2871,4152,3017,1224,15441,14,46,140,307,798,1691,2505,2310,1092,8905,3060,3936,4649,5229,7454,11914,15427,10371,4141,66177,2699,1735,1936,2066,2304,2378,2119,1310,625,17166
497,0,0,0,9,4,4,0,0,0,18,0,0,0,0,3,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,8,0,0,0,4,5,0,0,0,0,6,0,0,0,16,10,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,4,0,0,0,18,0,0,0,0,3,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,8,0,0,0,4,5,0,0,0,0,6
501,14792,7166,6639,7621,7541,6502,4395,1630,346,56624,1897,1369,1452,1835,2250,2908,3323,1660,453,17145,99,151,240,329,568,988,1429,963,318,5075,3,15,37,80,192,483,806,695,263,2573,1998,1541,1729,2247,3008,4375,5557,3311,1034,24792,1653,956,1073,1140,1244,1088,835,443,184,8621,18442,9667,9437,11001,11796,11962,10786,5380,1565,90039,14306,6084,6702,8179,7761,6751,4389,1681,423,56266,1302,1776,2204,2487,2824,3299,3305,1898,752,19851,90,316,446,654,935,1313,1539,1007,482,6786,7,32,62,184,352,664,933,688,451,3368,1399,2123,2718,3324,4118,5278,5779,3591,1682,30008,1566,827,862,950,1027,1004,808,513,271,7828,17273,9032,10281,12456,12901,13034,10973,5787,2373,94101,29096,13248,13338,15797,15300,13253,8781,3315,766,112892,3202,3144,3661,4321,5074,6203,6633,3559,1200,36994,190,468,683,978,1502,2306,2967,1964,802,11863,7,47,101,266,547,1140,1742,1380,716,5942,3397,3659,4442,5570,7124,9649,11332,6905,2720,54804,3216,1790,1938,2089,2269,2093,1647,950,459,16449
502,7607,4060,3330,3460,3560,3239,2421,1095,235,29003,939,788,809,870,1174,1567,2067,1318,365,9886,49,107,132,194,312,570,1020,833,265,3482,0,13,20,56,110,317,654,676,239,2082,994,907,962,1117,1599,2448,3740,2822,870,15449,851,483,400,428,477,402,400,292,165,3897,9443,5450,4694,5006,5637,6089,6561,4207,1269,48355,7798,3768,3610,3921,3954,3610,2743,1188,279,30877,705,1048,1248,1331,1519,1838,2272,1460,522,11946,59,199,302,339,482,820,1101,859,361,4523,3,13,30,116,199,433,661,642,330,2427,765,1266,1581,1785,2195,3095,4030,2961,1212,18893,834,482,409,446,505,463,410,370,289,4214,9397,5520,5601,6151,6659,7170,7185,4520,1781,53982,15402,7825,6936,7382,7516,6851,5162,2283,515,59872,1644,1840,2055,2198,2692,3403,4341,2774,892,21839,105,311,440,536,794,1391,2121,1692,625,8001,3,26,52,175,306,746,1313,1315,572,4505,1754,2177,2549,2901,3792,5542,7770,5786,2080,34347,1679,970,806,867,982,870,812,669,451,8112
503,12479,8857,11399,9787,8252,6341,3722,1425,391,62650,920,1545,2076,1925,1901,2183,2334,1453,531,14869,41,152,279,312,392,586,862,698,314,3628,0,10,26,39,112,215,399,521,259,1581,956,1709,2376,2275,2404,2984,3595,2673,1102,20078,846,906,1437,1175,1078,890,645,390,208,7572,14284,11477,15208,13236,11731,10213,7961,4491,1705,90297,11935,8666,11181,9836,8385,6165,4016,1705,611,62501,724,2314,2699,2048,2151,2418,2360,1668,932,17308,34,336,478,340,505,683,936,765,546,4630,3,28,45,65,106,272,408,448,429,1806,757,2679,3222,2454,2767,3380,3705,2882,1904,23742,787,892,1190,880,788,680,628,439,321,6613,13483,12236,15595,13173,11937,10226,8350,5018,2832,92855,24415,17518,22580,19620,16643,12509,7732,3129,1001,125147,1644,3856,4769,3973,4049,4605,4697,3118,1457,32176,70,489,760,655,898,1272,1796,1464,854,8254,4,47,67,104,220,485,810,968,689,3386,1718,4385,5595,4724,5166,6363,7304,5555,3009,43817,1638,1802,2627,2056,1863,1567,1275,820,532,14181
504,23280,12682,14097,13785,11001,8264,4480,1696,377,89656,2328,2225,2915,3164,3300,3807,3501,1751,495,23493,133,252,371,549,798,1222,1456,1061,326,6173,4,28,47,108,262,570,865,816,330,3028,2467,2506,3340,3829,4369,5601,5817,3630,1149,32696,2020,1418,1915,1887,1543,1180,695,353,163,11164,27758,16607,19348,19499,16906,15037,10990,5678,1686,133519,22117,10881,14215,13818,11178,8460,4877,1734,494,87775,1709,2821,3969,3779,4015,4168,3654,2128,860,27106,121,540,842,953,1199,1556,1699,1201,572,8682,3,45,116,222,467,796,959,907,538,4053,1830,3413,4932,4950,5681,6522,6311,4233,1973,39840,1761,1190,1406,1289,1210,940,694,422,268,9183,25714,15480,20552,20065,18065,15926,11881,6392,2736,136799,45397,23564,28313,27605,22177,16722,9360,3437,870,177432,4031,5051,6882,6945,7320,7982,7157,3883,1357,50604,258,790,1215,1502,1996,2777,3147,2259,902,14851,9,73,168,329,732,1365,1823,1717,862,7083,4297,5911,8269,8780,10048,12128,12128,7858,3125,72538,3783,2608,3320,3174,2747,2119,1387,776,430,20343
505,48509,27443,28209,29442,25092,17759,10115,3757,902,191227,4735,4484,4975,5965,6705,7478,7188,3902,1340,46772,247,466,672,945,1459,2169,3095,2304,811,12170,11,34,82,160,413,942,1712,1609,736,5697,4995,4989,5734,7070,8570,10586,11996,7815,2882,64637,3697,2355,2362,2454,2305,1697,1170,675,337,17059,57200,34785,36302,38967,35973,30049,23279,12245,4126,272924,47053,24223,29092,30455,25709,18722,11385,4307,1311,192251,3410,5928,7035,7613,7955,8435,8121,5081,2230,55801,199,892,1407,1683,2134,2817,3547,2664,1419,16761,15,68,175,332,730,1302,1940,1854,1244,7658,3625,6890,8621,9629,10823,12551,13605,9602,4890,80224,3455,2151,2458,2516,2318,1811,1354,939,514,17519,54130,33264,40172,42602,38848,33084,26339,14845,6714,289989,95561,51672,57301,59896,50803,36479,21496,8061,2212,383475,8145,10409,12007,13572,14658,15911,15302,8989,3566,102569,449,1359,2081,2632,3596,4986,6640,4965,2235,28931,28,100,259,491,1143,2248,3650,3461,1974,13363,8619,11873,14350,16698,19391,23141,25599,17418,7771,144863,7151,4509,4823,4972,4627,3508,2524,1611,853,34580
506,45161,26616,29551,28994,21246,14848,8528,3100,717,178765,3961,4145,5051,5581,5985,6705,6512,3398,1009,42347,238,437,702,962,1372,2111,2861,1903,695,11278,14,34,70,192,450,945,1649,1480,632,5458,4209,4625,5822,6735,7805,9759,11015,6779,2330,59080,3677,2735,3266,3001,2488,1866,1166,729,462,19394,53051,33965,38642,38731,31540,26479,20713,10603,3518,257243,43490,23153,28940,28588,20519,15223,9533,3275,1018,173745,2879,5597,6610,6644,6726,7170,6901,4109,1681,48319,198,920,1451,1621,1977,2637,3043,2311,1103,15261,13,65,192,357,765,1404,1941,1603,995,7339,3096,6578,8252,8624,9472,11212,11891,8029,3777,70919,3555,2295,2762,2542,2105,1695,1232,997,795,17976,50143,32028,39948,39756,32096,28131,22657,12297,5589,262644,88656,49768,58489,57580,41765,30070,18066,6376,1740,352509,6837,9744,11662,12228,12711,13875,13413,7507,2688,90666,436,1361,2145,2579,3347,4746,5903,4217,1801,26540,30,97,264,550,1219,2346,3590,3085,1623,12794,7306,11199,14078,15355,17270,20974,22908,14806,6110,130003,7229,5031,6024,5540,4594,3565,2400,1724,1257,37374
507,37043,20301,20412,21175,18173,13293,7617,2895,748,141671,3984,3697,4297,4738,5234,5890,5527,3095,987,37444,221,367,590,778,1212,1803,2375,1765,665,9768,12,22,74,171,362,889,1340,1328,589,4781,4214,4082,4956,5684,6809,8577,9237,6189,2246,51998,3116,2205,2538,2401,2115,1563,1086,773,456,16245,44379,26586,27903,29255,27101,23439,17944,9857,3451,209914,36061,18258,20633,22278,18874,14193,8631,3219,996,143149,2952,5090,6158,6075,6245,6484,6068,3763,1658,44497,188,816,1311,1423,1829,2412,2670,1969,1088,13699,10,74,151,358,689,1143,1555,1423,904,6306,3143,5978,7617,7865,8762,10039,10295,7155,3649,64504,2956,1907,2013,1988,1880,1515,1205,890,727,15086,42167,26145,30263,32124,29516,25745,20135,11267,5370,222738,73105,38567,41043,43457,37048,27484,16249,6114,1745,284820,6937,8790,10451,10814,11480,12372,11598,6861,2645,81944,403,1181,1896,2203,3036,4210,5038,3740,1754,23473,22,92,228,524,1053,2036,2890,2747,1493,11083,7362,10058,12579,13540,15575,18622,19533,13343,5897,116498,6076,4110,4553,4386,3990,3077,2295,1664,1177,31333
509,9577,4882,4760,4965,5487,5433,3677,1315,340,40432,1146,1004,1082,1262,1684,2540,2708,1459,447,13324,64,134,174,222,481,889,1243,813,241,4272,3,8,30,58,141,434,737,593,210,2211,1210,1148,1284,1538,2309,3865,4685,2865,899,19808,1417,956,1251,1248,1338,1335,986,506,141,9185,12202,6982,7298,7748,9135,10634,9349,4693,1379,69422,9387,3945,4298,4802,5072,5052,3335,1326,370,37588,792,1143,1470,1577,1982,2618,2548,1497,570,14197,69,223,310,442,699,1019,1237,797,385,5175,0,20,46,103,291,597,713,561,305,2636,863,1385,1822,2117,2971,4237,4497,2859,1260,22012,1330,719,761,836,951,1008,859,512,228,7202,11578,6055,6886,7755,8995,10296,8683,4691,1864,66799,18959,8825,9059,9766,10562,10488,7008,2643,709,78018,1941,2153,2548,2834,3667,5162,5256,2957,1016,27521,128,354,485,668,1175,1912,2484,1610,622,9452,3,26,73,156,431,1030,1448,1154,518,4849,2070,2531,3105,3665,5274,8104,9180,5722,2162,41818,2748,1680,2013,2082,2292,2345,1841,1015,369,16384
510,8838,4234,8520,8684,7009,4916,2429,500,40,45151,621,480,1175,1452,1587,1970,1481,404,34,9212,16,43,124,183,318,525,566,205,26,2004,0,5,10,31,71,185,252,129,16,703,641,528,1309,1661,1977,2680,2297,731,82,11912,1981,1540,4177,4479,4073,3020,1080,271,43,20664,11454,6306,14005,14830,13060,10612,5804,1505,161,77727,8471,3770,6663,5469,3941,3502,1911,330,37,34093,457,608,1320,1205,1241,1440,1263,312,42,7880,19,83,202,247,317,483,445,166,15,1978,0,8,22,47,133,181,209,87,18,709,474,700,1550,1501,1688,2104,1913,558,82,10572,1850,1121,2113,1557,1448,1312,766,222,38,10431,10792,5592,10324,8528,7074,6923,4587,1112,150,55093,17304,8002,15189,14148,10948,8417,4337,831,71,79249,1073,1088,2492,2659,2827,3414,2746,711,74,17092,36,122,336,428,635,1007,1004,371,42,3980,3,17,33,79,203,368,458,213,36,1409,1113,1231,2859,3166,3666,4786,4211,1293,156,22478,3832,2665,6287,6037,5520,4336,1843,490,82,31092
511,9423,5202,6951,6376,6246,5368,3188,975,173,43911,1001,860,1131,1430,1717,2411,2276,1022,238,12084,57,87,147,212,412,692,1028,584,147,3358,5,9,33,48,152,372,616,434,142,1804,1059,950,1315,1691,2277,3480,3917,2041,516,17249,1783,1569,2985,2765,2761,2246,1212,497,99,15919,12264,7726,11258,10834,11281,11091,8315,3513,794,77077,9135,4354,5539,5141,4784,4528,2854,885,183,37407,668,1076,1414,1456,1672,2085,2067,987,271,11688,36,188,333,344,555,750,905,506,223,3854,3,15,46,104,237,477,544,375,201,2013,708,1278,1791,1909,2468,3315,3519,1866,701,17553,1720,1120,1430,1345,1273,1260,928,416,151,9637,11563,6753,8762,8390,8528,9106,7299,3167,1036,64595,18558,9560,12489,11520,11037,9895,6036,1866,357,81320,1668,1934,2546,2883,3392,4494,4342,2006,508,23772,95,267,482,559,966,1445,1936,1091,371,7215,3,25,81,150,390,853,1162,807,345,3817,1767,2232,3109,3593,4744,6790,7437,3911,1219,34800,3508,2689,4416,4105,4031,3498,2141,916,251,25556
597,0,58,206,427,380,184,41,0,0,1305,0,0,31,57,68,52,27,7,0,232,0,0,6,5,7,15,11,0,0,44,0,0,0,0,0,8,0,0,0,9,0,0,31,63,80,69,38,7,0,287,0,35,194,417,379,197,41,0,0,1268,0,91,430,908,842,449,117,15,0,2856,3,21,43,24,29,49,24,9,0,201,0,8,12,4,4,8,18,4,0,55,0,0,3,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,8,12,4,4,7,22,3,0,67,0,12,29,20,23,26,13,5,0,127,4,39,89,49,60,77,61,17,0,395,3,80,249,453,414,233,64,12,0,1503,0,4,41,64,72,56,47,9,0,292,0,0,3,5,7,18,13,0,0,53,0,0,0,0,0,8,0,0,0,12,0,4,45,73,80,74,57,17,0,350,0,51,220,435,397,221,57,6,0,1396
601,17390,10528,15155,10589,8684,7253,4561,1777,420,76367,2100,2296,2733,2920,3147,3872,3779,2014,654,23506,162,347,460,593,855,1313,1771,1254,443,7193,0,30,61,124,311,662,1140,943,419,3701,2268,2679,3253,3634,4307,5847,6694,4206,1513,34409,1678,1178,1481,1210,1168,1001,733,422,168,9034,21332,14387,19889,15438,14164,14104,11990,6404,2096,119805,16886,8769,13754,10233,8708,7543,4930,2008,611,73442,1621,3277,3802,3712,3848,4247,4316,2696,1108,28637,148,658,970,1014,1302,1751,2093,1509,802,10260,4,53,136,284,602,1028,1346,1165,699,5316,1782,3991,4911,5006,5757,7025,7763,5369,2615,44211,1549,1059,1198,1054,976,881,745,543,275,8282,20215,13819,19858,16294,15444,15448,13434,7923,3498,125935,34273,19297,28907,20822,17397,14796,9494,3786,1032,149803,3724,5574,6533,6634,6990,8116,8098,4712,1761,52148,315,1001,1435,1607,2157,3067,3867,2762,1242,17455,12,83,193,402,917,1688,2486,2105,1122,9014,4047,6668,8161,8644,10064,12874,14448,9577,4125,78617,3223,2236,2675,2264,2152,1887,1481,964,443,17319
602,10134,6111,7072,5500,5501,4964,3355,1289,295,44229,1551,1372,1598,1521,1992,2638,2763,1506,443,15380,132,227,295,329,563,1026,1396,952,315,5238,3,8,38,102,238,570,899,776,260,2898,1686,1605,1935,1955,2788,4238,5057,3238,1016,23518,1106,858,782,652,722,760,627,353,138,5995,12919,8582,9785,8103,9013,9964,9043,4885,1449,73741,9932,5359,6227,5294,5458,5159,3451,1393,396,42675,1134,1751,2060,2088,2403,2829,2854,1867,712,17702,79,366,575,623,898,1214,1432,1052,493,6738,0,38,97,180,473,743,1012,786,423,3745,1215,2148,2734,2892,3779,4782,5301,3709,1631,28186,1001,690,636,642,675,741,617,405,221,5621,12152,8203,9589,8825,9917,10679,9373,5503,2246,76484,20069,11471,13295,10787,10959,10123,6810,2685,696,86908,2682,3119,3661,3605,4399,5467,5619,3375,1153,33082,209,592,876,948,1465,2238,2833,2006,807,11971,3,41,134,289,712,1314,1909,1565,680,6643,2899,3757,4666,4845,6574,9017,10361,6939,2646,51699,2103,1556,1410,1295,1394,1501,1241,765,355,11617
