SA4_CODE_2021,M15_19_C_Own_chld_childr,M15_19_C_Oth_ch_chiln,M15_19_Ca_Ow_ch_ch_oth_ch_ch,M15_19_yr_C_for_Tot,M15_19_D_not_prov_ch_care,M15_19_U_ch_care_ns,M15_19_OS_vis,M15_19_yr_Tot,M20_24_C_Own_chld_childr,M20_24_C_Oth_ch_chiln,M20_24_Ca_Ow_ch_ch_oth_ch_ch,M20_24_yr_C_for_Tot,M20_24_D_not_prov_ch_care,M20_24_U_ch_care_ns,M20_24_OS_vis,M20_24_yr_Tot,M25_34_C_Own_chld_childr,M25_34_C_Oth_ch_chiln,M25_34_Ca_Ow_ch_ch_oth_ch_ch,M25_34_yr_C_for_Tot,M25_34_D_not_prov_ch_care,M25_34_U_ch_care_ns,M25_34_OS_vis,M25_34_yr_Tot,M35_44_C_Own_chld_childr,M35_44_C_Oth_ch_chiln,M35_44_Ca_Ow_ch_ch_oth_ch_ch,M35_44_yr_C_for_Tot,M35_44_D_not_prov_ch_care,M35_44_U_ch_care_ns,M35_44_OS_vis,M35_44_yr_Tot,M45_54_C_Own_chld_childr,M45_54_C_Oth_ch_chiln,M45_54_Ca_Ow_ch_ch_oth_ch_ch,M45_54_yr_C_for_Tot,M45_54_D_not_prov_ch_care,M45_54_U_ch_care_ns,M45_54_OS_vis,M45_54_yr_Tot,M55_64_C_Own_chld_childr,M55_64_C_Oth_ch_chiln,M55_64_Ca_Ow_ch_ch_oth_ch_ch,M55_64_yr_C_for_Tot,M55_64_D_not_prov_ch_care,M55_64_U_ch_care_ns,M55_64_OS_vis,M55_64_yr_Tot,M65_74_C_Own_chld_childr,M65_74_C_Oth_ch_chiln,M65_74_Ca_Ow_ch_ch_oth_ch_ch,M65_74_yr_C_for_Tot,M65_74_D_not_prov_ch_care,M65_74_U_ch_care_ns,M65_74_OS_vis,M65_74_yr_Tot,M75_84_C_Own_chld_childr,M75_84_C_Oth_ch_chiln,M75_84_Ca_Ow_ch_ch_oth_ch_ch,M75_84_yr_C_for_Tot,M75_84_D_not_prov_ch_care,M75_84_U_ch_care_ns,M75_84_OS_vis,M75_84_yr_Tot,M85ovr_C_Own_chld_childr,M85ovr_C_Oth_ch_chiln,M85ov_Ca_Ow_ch_ch_oth_ch_ch,M85ovr_C_for_Tot,M85ovr_D_not_prov_ch_care,M85ovr_U_ch_care_ns,M85ovr_OS_vis,M85ovr_Tot,MTot_C_Own_chld_childrn,MTot_C_Oth_ch_chiln,MTot_Ca_Ow_ch_ch_oth_ch_ch,MTot_C_for_Tot,MTot_D_not_prov_ch_care,MTot_U_ch_care_ns,MTot_OS_vis,MTot_Tot,F15_19_C_Own_chld_childr,F15_19_C_Oth_ch_chiln,F15_19_Ca_Ow_ch_ch_oth_ch_ch,F15_19_yr_C_for_Tot,F15_19_D_not_prov_ch_care,F15_19_U_ch_care_ns,F15_19_OS_vis,F15_19_yr_Tot,F20_24_C_Own_chld_childr,F20_24_C_Oth_ch_chiln,F20_24_Ca_Ow_ch_ch_oth_ch_ch,F20_24_yr_C_for_Tot,F20_24_D_not_prov_ch_care,F20_24_U_ch_care_ns,F20_24_OS_vis,F20_24_yr_Tot,F25_34_C_Own_chld_childr,F25_34_C_Oth_ch_chiln,F25_34_Ca_Ow_ch_ch_oth_ch_ch,F25_34_yr_C_for_Tot,F25_34_D_not_prov_ch_care,F25_34_U_ch_care_ns,F25_34_OS_vis,F25_34_yr_Tot,F35_44_C_Own_chld_childr,F35_44_C_Oth_ch_chiln,F35_44_Ca_Ow_ch_ch_oth_ch_ch,F35_44_yr_C_for_Tot,F35_44_D_not_prov_ch_care,F35_44_U_ch_care_ns,F35_44_OS_vis,F35_44_yr_Tot,F45_54_C_Own_chld_childr,F45_54_C_Oth_ch_chiln,F45_54_Ca_Ow_ch_ch_oth_ch_ch,F45_54_yr_C_for_Tot,F45_54_D_not_prov_ch_care,F45_54_U_ch_care_ns,F45_54_OS_vis,F45_54_yr_Tot,F55_64_C_Own_chld_childr,F55_64_C_Oth_ch_chiln,F55_64_Ca_Ow_ch_ch_oth_ch_ch,F55_64_yr_C_for_Tot,F55_64_D_not_prov_ch_care,F55_64_U_ch_care_ns,F55_64_OS_vis,F55_64_yr_Tot,F65_74_C_Own_chld_childr,F65_74_C_Oth_ch_chiln,F65_74_Ca_Ow_ch_ch_oth_ch_ch,F65_74_yr_C_for_Tot,F65_74_D_not_prov_ch_care,F65_74_U_ch_care_ns,F65_74_OS_vis,F65_74_yr_Tot,F75_84_C_Own_chld_childr,F75_84_C_Oth_ch_chiln,F75_84_Ca_Ow_ch_ch_oth_ch_ch,F75_84_yr_C_for_Tot,F75_84_D_not_prov_ch_care,F75_84_U_ch_care_ns,F75_84_OS_vis,F75_84_yr_Tot,F85ovr_C_Own_chld_childr,F85ovr_C_Oth_ch_chiln,F85ov_Ca_Ow_ch_ch_oth_ch_ch,F85ovr_C_for_Tot,F85ovr_D_not_prov_ch_care,F85ovr_U_ch_care_ns,F85ovr_OS_vis,F85ovr_Tot,FTot_C_Own_chld_childrn,FTot_C_Oth_ch_chiln,FTot_Ca_Ow_ch_ch_oth_ch_ch,FTot_C_for_Tot,FTot_D_not_prov_ch_care,FTot_U_ch_care_ns,FTot_OS_vis,FTot_Tot,P15_19_C_Own_chld_childr,P15_19_C_Oth_ch_chiln,P15_19_Ca_Ow_ch_ch_oth_ch_ch,P15_19_yr_C_for_Tot,P15_19_D_not_prov_ch_care,P15_19_U_ch_care_ns,P15_19_OS_vis,P15_19_yr_Tot,P20_24_C_Own_chld_childr,P20_24_C_Oth_ch_chiln,P20_24_Ca_Ow_ch_ch_oth_ch_ch,P20_24_yr_C_for_Tot,P20_24_D_not_prov_ch_care,P20_24_U_ch_care_ns,P20_24_OS_vis,P20_24_yr_Tot,P25_34_C_Own_chld_childr,P25_34_C_Oth_ch_chiln,P25_34_Ca_Ow_ch_ch_oth_ch_ch,P25_34_yr_C_for_Tot,P25_34_D_not_prov_ch_care,P25_34_U_ch_care_ns,P25_34_OS_vis,P25_34_yr_Tot,P35_44_C_Own_chld_childr,P35_44_C_Oth_ch_chiln,P35_44_Ca_Ow_ch_ch_oth_ch_ch,P35_44_yr_C_for_Tot,P35_44_D_not_prov_ch_care,P35_44_U_ch_care_ns,P35_44_OS_vis,P35_44_yr_Tot,P45_54_C_Own_chld_childr,P45_54_C_Oth_ch_chiln,P45_54_Ca_Ow_ch_ch_oth_ch_ch,P45_54_yr_C_for_Tot,P45_54_D_not_prov_ch_care,P45_54_U_ch_care_ns,P45_54_OS_vis,P45_54_yr_Tot
111,32,473,0,510,10284,596,0,11394,293,326,6,628,11767,743,16,13155,5974,535,148,6650,17517,1318,46,25534,13031,416,373,13816,8666,1101,31,23616,7819,663,169,8649,13736,983,20,23389,1233,2145,31,3407,18189,891,30,22520,213,2919,12,3138,15210,914,20,19277,46,618,0,668,9972,794,8,11448,3,35,3,41,3388,537,0,3975,28641,8126,741,37505,108731,7883,174,154293,59,727,12,795,9558,574,7,10933,663,653,30,1351,10799,670,14,12835,9017,1011,408,10438,14498,1145,36,26118,15847,697,712,17259,6457,963,26,24702,7675,1530,241,9450,14219,878,16,24562,598,5169,49,5811,17593,810,33,24244,178,4574,18,4778,15588,955,41,21362,43,762,4,813,11751,1134,8,13706,7,38,0,45,5688,1146,8,6881,34093,15161,1480,50728,106144,8275,192,165341,88,1195,14,1303,19842,1170,8,22324,950,985,41,1975,22569,1409,33,25990,14988,1540,554,17082,32014,2471,80,51648,28882,1114,1083,31073,15123,2062,53,48321,15493,2191,412,18094,27953,1866,41,47950
112,22,253,0,272,6104,702,0,7077,206,180,0,386,4839,515,34,5778,3010,304,99,3410,7784,1202,74,12468,7015,296,261,7572,5348,1290,24,14242,5029,441,157,5626,8916,1258,35,15836,1182,1220,40,2446,14298,1278,22,18042,207,1553,6,1769,14468,1183,23,17452,39,296,6,337,8127,761,15,9239,5,20,0,20,2761,454,3,3236,16705,4564,568,21830,72645,8643,248,103370,54,447,0,500,5609,609,3,6723,448,350,32,824,4338,520,24,5707,4858,540,287,5686,6859,1221,73,13843,9223,522,536,10282,4350,1258,35,15924,5105,1057,229,6395,9820,1227,22,17460,497,3042,29,3568,14837,1203,27,19631,112,2668,13,2793,14251,1103,29,18173,24,425,0,449,8977,921,9,10360,7,15,0,19,4258,834,3,5119,20324,9074,1129,30529,73297,8896,233,112948,71,694,3,775,11718,1307,10,13803,652,532,29,1212,9181,1034,53,11481,7864,847,384,9094,14641,2425,151,26310,16239,823,795,17855,9701,2548,64,30172,10138,1501,382,12019,18730,2487,60,33295
113,22,218,5,243,4851,541,8,5640,243,145,9,396,4382,568,37,5377,2970,241,72,3289,6385,1164,106,10942,4654,173,139,4960,3639,1049,89,9739,2562,289,70,2916,5876,976,15,9779,514,831,16,1356,8052,795,10,10216,82,860,5,947,6726,625,8,8307,15,193,3,210,4017,443,0,4670,0,8,0,14,1360,212,0,1586,11058,2962,308,14332,45279,6372,273,66251,53,441,4,493,4300,420,0,5212,544,370,32,947,3795,392,13,5150,4425,458,249,5135,4674,723,34,10564,5713,312,328,6349,2663,637,12,9668,2436,857,103,3394,5802,634,7,9834,225,2143,20,2396,7267,662,17,10344,74,1427,11,1513,6287,581,9,8386,10,304,0,317,4434,492,11,5259,9,14,0,27,2237,375,0,2631,13498,6325,748,20570,41461,4918,100,67053,76,655,9,737,9144,961,4,10850,789,515,39,1343,8176,960,46,10530,7395,699,327,8419,11058,1886,138,21505,10368,482,464,11318,6298,1686,106,19409,4995,1145,166,6310,11671,1609,23,19614
114,11,184,0,196,3873,348,6,4417,153,134,8,294,3070,343,4,3714,2283,206,64,2551,4596,779,12,7945,4285,162,125,4570,2839,747,8,8171,2832,274,81,3189,5366,685,11,9260,589,786,29,1402,9055,641,12,11111,99,1016,3,1122,10083,545,8,11760,30,226,0,252,6484,468,6,7216,9,13,0,21,1872,260,0,2155,10288,3013,305,13602,47250,4813,78,65747,32,261,5,293,3502,317,4,4119,348,216,17,582,2588,228,10,3406,3446,341,189,3981,3489,484,16,7971,5252,245,311,5806,2198,484,11,8503,2897,670,127,3697,5745,506,4,9950,260,1868,22,2142,9543,537,11,12231,69,1626,4,1699,10552,551,12,12814,17,293,4,315,6811,576,10,7707,5,18,0,24,2626,437,0,3087,12321,5540,673,18535,47058,4118,78,69788,44,442,5,494,7373,664,11,8537,501,356,21,871,5667,563,18,7121,5733,554,250,6536,8088,1263,28,15915,9535,414,437,10379,5036,1233,23,16672,5730,943,213,6883,11115,1189,22,19211
115,23,239,4,262,8968,259,10,9500,75,167,0,243,7709,230,13,8193,2919,213,26,3155,9003,441,37,12641,12336,145,103,12584,5479,591,20,18674,7992,184,67,8245,9553,511,25,18339,1239,731,28,1992,12783,365,41,15186,255,1319,10,1588,9700,346,66,11706,32,293,0,329,5642,307,28,6301,5,13,0,15,1682,296,7,2005,24864,3317,230,28422,70525,3343,249,102538,23,387,9,414,8111,212,6,8744,172,296,3,475,6754,193,14,7430,4933,295,82,5308,7483,467,22,13287,15238,238,181,15664,4237,575,34,20510,7574,507,83,8160,10725,471,23,19385,629,2102,29,2749,12671,400,82,15906,228,2175,26,2429,9730,366,103,12632,34,328,6,372,6066,404,16,6859,8,17,0,19,2515,491,10,3036,28834,6343,428,35605,68298,3571,319,107799,44,626,13,679,17085,464,20,18248,245,463,3,719,14463,424,20,15625,7851,510,109,8466,16490,909,59,25927,27580,387,278,28246,9724,1162,58,39186,15561,692,155,16408,20283,981,53,37720
116,44,356,3,410,11420,864,10,12696,360,353,18,737,12018,1179,12,13953,6810,498,89,7393,19022,2743,49,29196,18940,312,158,19412,12476,2379,40,34311,7791,347,69,8213,14363,1501,23,24100,1293,775,25,2091,15568,1022,71,18754,265,957,15,1236,10932,666,114,12949,27,186,0,218,5188,445,27,5875,6,7,0,15,1374,196,4,1590,35539,3795,380,39715,102368,10996,336,153421,84,697,7,788,10244,737,7,11776,891,656,34,1573,10242,847,21,12682,12507,677,200,13387,15410,2142,35,30974,21817,433,239,22492,9429,2020,28,33973,6762,921,110,7792,14784,1234,42,23857,705,2192,48,2942,15563,880,189,19578,231,1626,34,1890,11676,767,161,14488,25,233,3,259,5939,534,24,6757,5,9,0,12,2418,397,5,2831,43018,7437,685,51135,95710,9549,520,156916,130,1051,13,1192,21667,1602,11,24474,1248,1010,51,2308,22259,2029,32,26631,19316,1169,295,20779,34434,4881,80,60170,40757,745,400,41906,21908,4398,63,68282,14557,1268,186,16010,29151,2737,65,47956
117,9,117,0,132,4522,399,46,5098,58,116,3,172,13774,1712,127,15788,2738,273,21,3031,42115,4463,415,50020,8325,237,50,8618,21043,2688,239,32590,5081,168,50,5292,13987,1835,165,21285,1088,314,5,1406,13089,1390,152,16036,173,520,3,707,8564,915,90,10275,26,161,3,188,4355,618,31,5199,0,7,0,7,1316,296,0,1626,17494,1912,147,19548,122771,14317,1266,157905,6,179,0,181,4539,384,32,5131,111,209,4,323,14217,1316,120,15980,4191,510,44,4749,38815,3519,324,47412,9936,411,131,10472,15222,1846,151,27692,5170,352,64,5581,10985,1089,127,17782,575,850,14,1441,11418,855,177,13897,104,1020,18,1146,8243,677,93,10161,22,238,0,260,4758,587,24,5624,0,9,0,16,1827,473,3,2326,20119,3781,279,24176,110015,10750,1053,145996,9,295,4,310,9055,777,85,10230,170,324,3,491,27994,3030,248,31766,6932,785,67,7781,80926,7981,736,97428,18264,645,182,19088,36267,4533,389,60276,10248,517,109,10878,24970,2930,294,39063
118,13,132,0,149,5730,372,19,6268,29,88,0,119,6785,533,70,7507,1787,191,8,1989,19438,1786,120,23330,8622,181,66,8865,9076,1312,79,19334,7404,148,55,7610,7696,957,70,16340,1642,375,16,2028,10216,696,65,13000,195,949,0,1149,8082,533,58,9824,41,305,0,348,5285,487,20,6138,9,22,0,23,2009,433,6,2473,19742,2389,151,22285,74310,7115,507,104213,17,225,3,243,5327,278,14,5859,71,174,6,254,7312,469,79,8111,3075,501,52,3632,20939,1543,119,26229,10923,353,141,11421,7754,985,61,20225,7603,301,86,7991,8487,723,63,17268,794,1122,25,1941,11062,523,68,13596,124,1706,16,1844,8734,567,55,11198,38,413,4,456,6440,706,23,7633,4,26,3,31,2948,957,8,3944,22659,4825,334,27813,78998,6754,499,114061,28,356,4,388,11052,650,33,12122,102,260,9,372,14095,1000,148,15613,4863,689,63,5621,40375,3327,239,49557,19546,531,204,20288,16832,2301,136,39555,15008,456,139,15606,16185,1679,135,33609
119,38,385,3,424,15956,1103,27,17503,199,355,3,558,20027,1692,58,22329,7741,535,66,8338,36429,4001,122,48892,19587,345,112,20045,18945,2974,96,42060,12205,337,84,12624,21141,2107,88,35963,2968,988,52,4013,27626,1874,89,33605,499,1573,16,2083,20694,1408,88,24281,75,376,0,456,12493,1198,30,14177,12,23,0,41,5000,888,7,5926,43321,4924,340,48590,178300,17247,596,244738,52,722,5,775,14342,990,25,16128,784,642,13,1442,17416,1359,31,20244,14130,831,157,15112,28590,3451,102,47252,24426,527,231,25178,14187,2699,72,42138,12008,894,130,13030,23092,2111,82,38318,1412,2969,95,4481,28737,1757,175,35149,355,2652,54,3056,21615,1447,125,26247,85,486,15,582,14229,1441,45,16298,14,41,0,52,6945,1748,12,8760,53262,9757,701,63719,169156,17001,660,250532,89,1104,15,1207,30295,2091,50,33634,983,998,21,1996,37441,3046,85,42576,21867,1361,223,23451,65021,7447,221,96142,44018,870,344,45231,33129,5674,164,84199,24211,1233,212,25654,44231,4223,170,74277
120,8,139,0,150,6412,252,12,6826,44,118,0,165,10548,769,23,11499,3043,234,22,3301,23131,1786,92,28312,10580,151,73,10801,10951,1156,53,22959,7585,123,57,7766,9981,747,42,18535,1638,431,15,2081,13108,665,62,15911,219,932,15,1168,9722,563,61,11508,42,264,5,312,5763,460,16,6554,9,21,0,22,2360,320,7,2714,23158,2412,184,25759,91980,6726,365,124827,6,244,0,250,6113,258,12,6630,92,217,3,318,9755,604,30,10703,4941,418,41,5399,21440,1636,63,28531,12811,288,121,13224,9042,1061,45,23376,8077,311,73,8467,11423,730,45,20667,852,1323,27,2204,14651,623,109,17584,169,1738,28,1941,10884,567,69,13456,40,349,3,392,6947,570,22,7929,16,23,0,34,3600,681,0,4314,27009,4911,300,32219,93859,6716,390,133188,14,389,0,399,12528,510,23,13455,135,334,3,480,20300,1374,48,22200,7985,651,65,8698,44572,3416,153,56847,23390,437,199,24018,19995,2214,103,46338,15666,436,129,16232,21407,1479,89,39205
121,17,270,0,288,11723,301,25,12335,29,168,6,200,10656,362,35,11250,3409,235,24,3667,20000,1046,73,24801,17680,217,97,18001,12105,1123,104,31332,14032,218,113,14362,13236,783,115,28492,2872,731,28,3633,18669,658,110,23069,450,1939,14,2405,14427,590,138,17561,72,575,0,650,9775,508,49,10985,8,26,0,30,3769,380,11,4197,38570,4382,290,43239,114371,5753,660,164014,17,396,0,414,10843,298,32,11589,76,291,7,375,10117,318,29,10843,5688,457,55,6204,20054,1104,90,27461,22325,439,232,23003,10797,1104,89,34994,14545,412,115,15077,15654,827,95,31654,1384,2039,48,3474,20836,689,163,25160,339,3506,32,3873,15925,700,159,20656,62,730,9,792,11578,703,50,13133,5,24,0,32,5819,877,7,6730,44439,8299,504,53243,121626,6632,716,182221,33,663,0,698,22568,598,56,23924,105,459,6,573,20777,680,61,22088,9098,695,83,9872,40060,2149,171,52259,40006,661,333,41003,22904,2230,193,66325,28581,629,230,29439,28893,1612,207,60149
122,10,186,0,205,7963,264,15,8443,38,97,0,136,6732,233,13,7114,2143,171,12,2326,10970,593,51,13946,9907,174,104,10186,5965,630,39,16822,9647,210,92,9957,8632,556,34,19178,1900,616,28,2542,12781,487,36,15848,226,1332,9,1558,9278,368,24,11229,22,390,0,416,6673,347,19,7444,5,21,0,30,2427,286,6,2744,23898,3204,246,27345,71416,3766,234,102773,10,331,0,341,7183,211,3,7740,77,217,0,299,6026,213,15,6556,3544,375,85,4003,10081,641,71,14799,12473,305,204,12980,4808,613,35,18430,9925,366,122,10415,9422,583,36,20455,821,1662,29,2515,13233,447,38,16224,103,2427,21,2550,9526,395,31,12510,33,475,6,509,7827,515,14,8868,4,26,0,27,3804,651,3,4490,26988,6180,469,33644,71919,4263,249,110075,20,517,6,537,15152,471,25,16184,113,318,3,435,12761,445,25,13666,5683,547,100,6332,21056,1237,124,28744,22376,478,306,23168,10769,1245,71,35249,19574,579,215,20369,18053,1139,71,39633
123,28,338,4,371,8938,604,4,9913,348,300,6,652,8270,517,12,9456,5835,382,96,6319,12077,1155,31,19587,11856,245,188,12294,7661,1217,32,21204,5905,365,91,6361,10776,905,23,18060,996,941,33,1973,12727,658,27,15377,156,907,9,1072,10026,513,49,11669,19,158,0,178,4746,468,11,5403,0,6,0,4,1089,207,9,1307,25137,3649,429,29216,76308,6252,202,111987,77,546,3,628,8193,565,0,9391,805,497,25,1328,7184,483,14,9007,9746,576,257,10580,9797,1213,27,21616,14408,362,268,15037,5897,1157,9,22102,5449,939,123,6515,11177,823,23,18541,454,2465,43,2960,13061,651,70,16748,90,1525,25,1634,10404,615,55,12709,24,176,7,198,5259,627,12,6102,0,4,0,4,1794,566,7,2366,31046,7080,754,38886,72765,6712,224,118579,102,880,12,997,17130,1169,10,19306,1153,796,32,1984,15459,1002,28,18468,15583,962,352,16894,21873,2371,60,41208,26265,607,458,27331,13551,2384,41,43309,11352,1306,208,12872,21958,1729,45,36603
124,27,372,0,402,9509,647,0,10554,433,320,11,764,9117,679,4,10566,6388,422,131,6937,13656,1619,47,22259,12069,336,193,12601,8292,1445,32,22370,6385,427,95,6908,12566,1183,23,20675,1130,1054,28,2205,15472,864,28,18574,191,1185,7,1378,12673,676,36,14769,33,212,3,245,6293,512,4,7057,5,13,0,16,1606,238,0,1862,26663,4341,460,31460,89175,7856,191,128684,66,671,3,741,8615,535,10,9896,855,510,21,1388,7924,625,10,9942,9974,656,275,10902,11131,1541,26,23604,14811,455,336,15603,6398,1321,20,23336,6327,1090,135,7548,13035,1059,21,21663,489,2802,42,3337,15963,776,38,20111,119,1987,24,2131,13369,717,52,16272,24,249,6,276,7362,694,12,8347,5,9,0,19,2750,622,9,3398,32665,8440,839,41940,86550,7883,196,136574,98,1046,3,1143,18122,1180,13,20454,1286,829,34,2153,17037,1298,15,20510,16358,1075,401,17839,24786,3162,75,45865,26878,790,526,28201,14693,2760,47,45706,12714,1515,224,14457,25593,2242,40,42338
125,33,256,6,291,11804,934,12,13041,189,303,9,502,16874,1890,45,19303,7153,476,42,7672,35234,4937,97,47939,19197,294,101,19593,18530,3775,100,41998,8890,238,56,9185,16426,2297,88,27990,1880,721,24,2626,19619,1664,82,24001,359,1032,13,1401,14183,1145,109,16830,53,248,0,306,7913,768,34,9018,3,11,0,15,2682,559,10,3269,37758,3583,251,41590,143262,17967,566,203390,41,532,4,573,10650,870,16,12104,670,535,17,1219,14145,1275,40,16681,13474,663,127,14262,26340,3601,94,44292,21865,407,198,22477,12585,2763,62,37878,8150,623,109,8883,17058,1700,68,27705,1003,2069,44,3121,20115,1418,168,24823,296,1808,28,2135,14544,1046,146,17871,74,298,6,377,8769,852,48,10045,3,25,0,35,3874,781,12,4696,45578,6965,534,53071,128071,14306,642,196093,72,784,3,860,22457,1801,24,25147,857,842,27,1720,31018,3166,84,35982,20623,1134,169,21932,61573,8539,189,92237,41067,707,300,42068,31109,6540,158,79875,17040,860,169,18066,33484,3997,156,55703
126,11,123,0,135,4925,155,8,5229,15,103,0,118,6204,289,8,6630,2133,139,7,2279,12607,849,27,15767,8462,107,35,8609,6308,681,34,15636,5318,97,27,5443,6085,439,35,12002,1003,330,10,1345,9018,385,62,10806,259,882,6,1149,6725,265,70,8210,36,214,0,255,3838,252,18,4354,7,12,0,14,1664,253,0,1941,17253,1999,97,19348,57375,3576,274,80572,3,165,0,172,4649,145,16,4978,40,143,0,187,5780,275,24,6266,3622,233,32,3888,11881,780,36,16582,10262,166,91,10515,5156,629,36,16337,5164,185,43,5392,7057,393,38,12878,599,1083,23,1706,9765,358,96,11925,217,1491,26,1736,7100,341,93,9261,29,236,0,263,4736,344,26,5368,3,10,0,22,2548,541,0,3108,19940,3713,228,23881,58670,3800,365,86714,17,291,0,310,9577,305,25,10214,57,253,0,314,11988,567,32,12903,5756,368,43,6165,24487,1625,69,32346,18720,276,127,19121,11467,1309,72,31973,10482,277,77,10838,13137,832,77,24876
127,42,355,0,396,15075,1106,5,16577,275,338,7,621,14974,1086,14,16693,6709,492,74,7274,23488,2291,58,33109,14855,294,139,15282,14271,2232,55,31842,8657,365,54,9073,18132,1761,46,29011,2135,879,42,3056,22423,1626,39,27139,344,950,17,1312,15460,1064,64,17903,43,196,3,244,7625,799,9,8683,5,13,0,20,2301,538,8,2860,33069,3879,330,37278,133740,12505,293,183820,55,691,8,755,13798,960,6,15527,874,664,25,1564,13432,939,16,15953,12676,727,193,13593,18806,2322,48,34765,19688,450,234,20372,11139,2132,30,33680,8437,885,111,9432,19453,1670,40,30599,961,2495,61,3520,22563,1447,113,27654,239,1734,24,2000,16171,1098,76,19341,45,260,3,309,8446,923,24,9702,8,21,0,36,3400,855,5,4296,42987,7930,660,51577,127206,12354,374,191513,93,1040,4,1149,28873,2070,15,32101,1150,999,35,2187,28405,2028,30,32651,19390,1216,266,20866,42294,4610,106,67878,34539,749,367,35663,25408,4365,88,65524,17093,1247,164,18505,37583,3434,80,59610
128,11,219,0,228,6789,192,4,7207,60,122,0,180,6182,171,3,6552,2808,163,23,2992,9246,483,15,12744,9118,149,92,9358,4656,504,14,14532,6664,164,58,6882,7932,447,23,15285,996,779,8,1784,11495,357,20,13654,133,1480,5,1626,8787,297,19,10724,23,297,0,323,5620,303,8,6252,3,13,0,19,2122,292,4,2441,19816,3388,188,23387,62822,3057,116,89380,15,311,0,325,6215,181,0,6720,125,208,8,339,5741,151,8,6233,4255,350,86,4690,8246,485,14,13431,11228,246,186,11659,3666,460,24,15813,6724,394,68,7187,8742,408,18,16356,453,2147,22,2627,11529,326,30,14507,93,2282,15,2392,9026,350,24,11788,20,333,3,360,6658,458,5,7478,6,17,0,17,3219,738,3,3977,22923,6286,385,29595,63035,3551,126,96315,23,528,0,552,13001,373,7,13927,184,329,8,520,11925,323,13,12779,7065,509,109,7684,17487,967,28,26176,20347,395,273,21020,8319,967,39,30348,13387,558,128,14072,16678,853,38,31642
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,4,4,0,0,16,0,0,0,0,10,0,0,10,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,12,20,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,8,0,0,4,5,0,0,18
201,20,194,0,213,4648,374,8,5238,178,135,0,320,4150,340,0,4815,2717,235,71,3023,6481,667,11,10178,5294,176,128,5598,3543,661,13,9810,3429,286,73,3793,6312,733,9,10846,624,819,18,1458,8735,654,11,10855,105,1021,3,1132,8026,665,7,9832,25,201,4,224,4530,478,3,5244,0,7,0,8,1347,257,0,1609,12398,3082,288,15771,47775,4817,69,68425,28,338,4,368,4191,388,3,4955,359,305,30,697,3749,296,3,4743,3993,480,230,4705,5151,613,8,10484,6462,292,324,7077,3053,585,9,10719,3408,752,122,4285,6674,629,8,11592,312,2051,28,2392,8772,554,14,11728,88,1729,6,1826,8149,590,9,10574,24,252,0,277,4990,522,5,5791,0,17,0,19,2254,414,0,2683,14678,6215,751,21640,46983,4602,56,73275,46,537,4,581,8842,763,9,10194,542,439,34,1015,7904,633,9,9559,6705,719,307,7728,11634,1280,22,20661,11761,468,450,12680,6597,1245,13,20532,6836,1042,196,8075,12986,1363,23,22445
202,17,205,4,222,4195,372,0,4792,150,153,3,303,3892,317,10,4518,2627,241,68,2938,5715,835,19,9509,5227,156,125,5509,3278,745,7,9540,3413,271,52,3740,5766,752,9,10267,594,805,11,1411,8420,686,7,10526,103,1055,0,1164,7931,613,11,9722,22,226,0,246,4524,462,0,5239,0,10,0,12,1493,257,0,1758,12155,3125,272,15548,45218,5035,69,65869,35,334,0,364,3968,334,0,4664,313,291,15,616,3573,251,6,4446,3947,422,213,4585,4852,608,9,10047,6384,278,299,6961,2793,609,4,10373,3367,683,135,4188,6200,611,6,11003,321,2126,26,2469,8561,632,7,11677,69,1834,3,1910,7795,554,12,10269,25,312,0,339,4894,538,3,5776,3,24,0,29,2192,520,6,2738,14460,6305,700,21461,44827,4653,54,70988,52,533,4,584,8165,704,0,9462,462,443,17,919,7462,563,15,8964,6577,664,287,7525,10562,1447,26,19557,11604,435,425,12470,6071,1351,12,19914,6781,962,189,7928,11966,1361,10,21267
