SA4_CODE_2021,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85_yr_over_M,Age_85_yr_over_F,Age_85_yr_over_P,OS_vis_M,OS_vis_F,OS_vis_P,Count_pers_occ_private_dwgs_M,Count_pers_occ_private_dwgs_F,Count_pers_occ_private_dwgs_P,Count_persons_other_dwgs_M,Count_persons_other_dwgs_F,Count_persons_other_dwgs_P,Indig_persons_Aboriginal_M,Indig_persons_Aboriginal_F,Indig_persons_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_pe_Bo_Abor_Trs_St_Is_M,Indig_pe_Bo_Abor_Trs_St_Is_F,Indig_pe_Bo_Abor_Trs_St_Is_P,Indigenous_persons_Tot_M,Indigenous_persons_Tot_F,Indigenous_persons_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_used_home_Eng_only_M,Lang_used_home_Eng_only_F,Lang_used_home_Eng_only_P,Lang_used_home_Oth_Lang_M,Lang_used_home_Oth_Lang_F,Lang_used_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_per_att_educ_inst_0_4_M,Age_per_att_educ_inst_0_4_F,Age_per_att_educ_inst_0_4_P,Age_per_att_educ_inst_5_14_M,Age_per_att_educ_inst_5_14_F,Age_per_att_educ_inst_5_14_P,Age_per_att_educ_inst_15_19_M,Age_per_att_educ_inst_15_19_F,Age_per_att_educ_inst_15_19_P,Age_per_att_educ_inst_20_24_M,Age_per_att_educ_inst_20_24_F,Age_per_att_educ_inst_20_24_P,Age_per_att_educ_inst_25ov_M,Age_per_att_educ_inst_25ov_F,Age_per_att_educ_inst_25ov_P,Hi_yr_sch_com_Yr_12_equiv_M,Hi_yr_sch_com_Yr_12_equiv_F,Hi_yr_sch_com_Yr_12_equiv_P,Hi_yr_sch_com_Yr_11_equiv_M,Hi_yr_sch_com_Yr_11_equiv_F,Hi_yr_sch_com_Yr_11_equiv_P,Hi_yr_sch_com_Yr_10_equiv_M,Hi_yr_sch_com_Yr_10_equiv_F,Hi_yr_sch_com_Yr_10_equiv_P,Hi_yr_sch_comp_Yr_9_equiv_M,Hi_yr_sch_comp_Yr_9_equiv_F,Hi_yr_sch_comp_Yr_9_equiv_P,Hi_yr_sch_comp_Yr_8_below_M,Hi_yr_sch_comp_Yr_8_below_F,Hi_yr_sch_comp_Yr_8_below_P,Hi_yr_sc_co_Di_not_go_to_sc_M,Hi_yr_sc_co_Di_not_go_to_sc_F,Hi_yr_sc_co_Di_not_go_to_sc_P
111,189023,198141,387161,10847,10359,21206,23880,22436,46322,11394,10933,22324,13155,12835,25990,25534,26118,51648,23616,24702,48321,23389,24562,47950,22520,24244,46759,19277,21362,40641,11448,13706,25153,3975,6881,10855,191,212,408,184709,192964,377676,4311,5176,9487,9481,9676,19158,179,169,344,157,163,320,9819,10006,19821,157987,164968,322950,23392,25373,48764,166678,174362,341034,14049,15298,29349,171990,180701,352695,3599,3434,7042,22755,21413,44174,8337,8366,16702,5119,5841,10963,6405,9750,16150,73336,82719,156051,11402,10076,21472,43052,43879,86937,11837,13037,24873,5606,5819,11420,637,683,1323
112,125517,133848,259364,6343,6017,12363,15810,14879,30690,7077,6723,13803,5778,5707,11481,12468,13843,26310,14242,15924,30172,15836,17460,33295,18042,19631,37675,17452,18173,35626,9239,10360,19608,3236,5119,8350,268,239,504,122578,130543,253120,2943,3306,6242,5311,5569,10880,230,208,440,334,316,650,5874,6090,11971,98523,104129,202657,16801,19317,36118,109396,116073,225467,6202,7704,13913,110074,117372,227448,1905,1813,3720,14297,13442,27733,4793,4828,9621,1396,1852,3252,3012,6137,9155,45408,53703,99109,7982,7918,15895,28222,29601,57825,7711,7542,15251,4495,4114,8615,298,296,595
113,82577,82738,165316,5161,5050,10215,11163,10639,21799,5640,5212,10850,5377,5150,10530,10942,10564,21505,9739,9668,19409,9779,9834,19614,10216,10344,20561,8307,8386,16693,4670,5259,9927,1586,2631,4218,284,107,390,77502,79675,157180,5071,3066,8134,5356,5277,10635,98,82,179,83,82,166,5543,5444,10987,66103,67383,133484,10016,9539,19561,67257,69408,136667,8136,7821,15960,70034,72276,142310,1456,1475,2932,10216,9725,19941,3591,3673,7260,1195,1861,3059,1833,3429,5259,24603,29747,54353,5231,4993,10222,19730,18260,37997,5503,5061,10567,3803,3085,6892,468,529,993
114,79381,82742,162118,4165,3963,8124,9464,8992,18458,4417,4119,8537,3714,3406,7121,7945,7971,15915,8171,8503,16672,9260,9950,19211,11111,12231,23337,11760,12814,24573,7216,7707,14924,2155,3087,5242,102,89,197,77082,81058,158135,2292,1684,3982,4092,3935,8031,81,71,157,66,73,148,4245,4083,8328,62794,65185,127980,11775,12646,24422,69759,73396,143153,4328,4883,9210,70695,74462,145159,1342,1242,2583,8742,8345,17083,3053,3028,6080,883,1116,2000,1555,3138,4690,27901,32456,60358,4671,4597,9268,19378,19783,39155,5535,5516,11053,2844,2611,5452,236,192,430
115,130441,133793,264232,7409,7054,14458,20499,18937,39439,9500,8744,18248,8193,7430,15625,12641,13287,25927,18674,20510,39186,18339,19385,37720,15186,15906,31096,11706,12632,24336,6301,6859,13161,2005,3036,5041,263,341,599,129283,131893,261177,1160,1899,3059,1317,1270,2589,27,19,46,30,25,55,1375,1314,2687,80492,80036,160527,46754,50383,97141,83295,82790,166085,43240,46856,90095,113531,114837,228362,2597,2501,5096,19832,18329,38158,8205,7765,15973,3952,4006,7960,3459,5500,8959,68269,73498,141765,5494,5080,10568,18048,17970,36016,4577,4411,8982,2174,2292,4469,441,626,1067
116,200105,201341,401448,15562,14764,30329,31120,29664,60780,12696,11776,24474,13953,12682,26631,29196,30974,60170,34311,33973,68282,24100,23857,47956,18754,19578,38331,12949,14488,27444,5875,6757,12629,1590,2831,4420,357,544,901,197608,199502,397106,2499,1840,4339,5578,5788,11364,103,115,222,141,135,271,5813,6040,11851,101316,99627,200941,87848,90708,178556,95378,94173,189545,91456,94917,186381,158650,159672,318323,4202,3965,8171,28817,27461,56274,9763,9562,19322,5440,5630,11073,6732,9957,16688,93336,97645,190981,8346,7785,16128,26155,25053,51207,7370,7355,14724,5240,6230,11469,1628,2334,3962
117,175000,161993,336990,7068,6611,13681,10028,9380,19409,5098,5131,10230,15788,15980,31766,50020,47412,97428,32590,27692,60276,21285,17782,39063,16036,13897,29929,10275,10161,20431,5199,5624,10823,1626,2326,3950,1360,1135,2501,161685,153892,315579,13324,8094,21419,2487,2423,4908,64,58,125,61,68,127,2618,2549,5160,84067,75336,159405,76104,75469,151571,103316,89121,192437,55824,60691,116512,118987,109541,228524,1867,1804,3673,9203,8683,17894,4029,4263,8294,8025,8858,16878,14161,16685,30845,117781,111808,229592,6023,4668,10696,11590,9700,21295,2840,2753,5592,2834,3400,6230,1341,1745,3083
118,124318,133455,257767,6742,6450,13185,13361,12949,26308,6268,5859,12122,7507,8111,15613,23330,26229,49557,19334,20225,39555,16340,17268,33609,13000,13596,26600,9824,11198,21022,6138,7633,13769,2473,3944,6423,533,527,1065,119295,129698,248995,5021,3758,8772,1395,1272,2669,36,36,76,39,51,91,1471,1359,2829,70536,73520,144059,47449,53398,100847,88669,93123,181790,27663,32812,60474,97262,104985,202245,2159,2087,4243,12675,12306,24978,5391,5238,10631,4180,4473,8648,6002,8472,14476,78721,87627,166345,4182,3946,8132,8853,9468,18316,2561,2677,5237,1739,2174,3907,459,575,1033
119,300857,302969,603825,19019,17652,36667,37104,34786,71893,17503,16128,33634,22329,20244,42576,48892,47252,96142,42060,42138,84199,35963,38318,74277,33605,35149,68754,24281,26247,50521,14177,16298,30473,5926,8760,14682,641,716,1356,297585,298709,596295,3272,4259,7533,1965,2133,4094,76,79,165,46,77,124,2093,2292,4383,148834,146535,295372,135198,140059,275258,112466,107859,220321,169090,175358,344451,232479,237802,470284,5288,4870,10164,34221,32198,66414,14221,13822,28048,11101,10239,21345,13823,16571,30393,154379,157205,311582,11709,10553,22264,34721,33982,68698,9705,9988,19688,11438,13913,25352,5155,6888,12042
120,147911,155680,303588,7968,7544,15515,15110,14942,30057,6826,6630,13455,11499,10703,22200,28312,28531,56847,22959,23376,46338,18535,20667,39205,15911,17584,33498,11508,13456,24969,6554,7929,14490,2714,4314,7033,385,431,813,144925,152644,297569,2984,3039,6019,980,1054,2032,46,38,86,36,34,76,1059,1128,2188,78086,81210,159294,63085,67751,130834,80998,82052,163047,59586,66199,125780,112618,120393,233009,2491,2316,4808,14385,14293,28676,6013,6023,12036,6658,6157,12805,8090,10524,18618,92347,98018,190369,4965,4415,9384,11873,13050,24925,3385,3509,6897,3708,4777,8485,1362,1921,3281
121,202900,218931,421833,11205,10475,21679,27682,26237,53913,12335,11589,23924,11250,10843,22088,24801,27461,52259,31332,34994,66325,28492,31654,60149,23069,25160,48232,17561,20656,38215,10985,13133,24116,4197,6730,10930,724,777,1495,199808,214656,414467,3096,4273,7368,786,692,1477,37,31,65,19,24,42,840,742,1581,115198,117584,232777,81641,94571,176208,134113,136853,270966,61703,74113,135819,167096,176010,343112,3973,3728,7706,26831,25452,52283,11291,10759,22048,6552,6389,12946,7479,11949,19428,131192,142844,274034,6498,7059,13556,12816,16221,29043,4146,4673,8821,2126,2556,4688,672,1035,1707
122,127607,133552,261159,7179,6888,14070,17657,16588,34248,8443,7740,16184,7114,6556,13666,13946,14799,28744,16822,18430,35249,19178,20455,39633,15848,16224,32071,11229,12510,23744,7444,8868,16313,2744,4490,7236,256,280,532,126203,131494,257690,1404,2054,3463,846,746,1600,30,28,53,30,16,49,911,797,1706,86139,88016,174150,37664,41435,79097,104416,106923,211335,18863,21991,40848,110774,115372,226143,2609,2494,5097,17076,16036,33112,7290,6953,14243,3561,3439,7001,3597,5779,9373,71902,76669,148571,5752,5440,11192,14981,16667,31649,3732,3961,7694,1874,2031,3902,417,513,927
123,145854,150913,296773,11242,10788,22024,22634,21544,44181,9913,9391,19306,9456,9007,18468,19587,21616,41208,21204,22102,43309,18060,18541,36603,15377,16748,32118,11669,12709,24373,5403,6102,11502,1307,2366,3674,214,236,454,144442,148889,293334,1418,2022,3434,5592,6006,11601,102,98,204,92,90,180,5787,6191,11979,100579,102544,203131,38462,41236,79700,101855,103617,205471,36404,39073,75480,127431,130909,258345,3218,2980,6197,21072,20055,41127,7248,7325,14571,2890,3353,6246,3658,6425,10085,55079,62864,117940,8188,7529,15718,29821,28099,57919,7653,7707,15355,4007,4224,8234,822,1098,1921
124,163051,168967,332011,11439,10599,22037,22924,21799,44718,10554,9896,20454,10566,9942,20510,22259,23604,45865,22370,23336,45706,20675,21663,42338,18574,20111,38681,14769,16272,31040,7057,8347,15401,1862,3398,5263,206,204,410,160119,165971,326094,2926,2998,5926,7344,7488,14825,133,104,235,106,107,218,7583,7693,15277,121671,124769,246439,33420,35907,69328,129989,133358,263345,23997,26371,50365,143932,148905,292834,3354,3133,6492,21455,20375,41828,7685,7611,15290,3122,3580,6704,4166,7847,12011,61746,71851,133599,9343,8654,18005,35506,33652,69154,8656,8439,17096,4491,4602,9094,722,845,1570
125,252040,242233,494269,17083,15960,33049,31563,30172,61737,13041,12104,25147,19303,16681,35982,47939,44292,92237,41998,37878,79875,27990,27705,55703,24001,24823,48815,16830,17871,34704,9018,10045,19062,3269,4696,7963,612,690,1301,247356,238977,486325,4690,3257,7941,1825,1704,3530,73,76,151,44,45,86,1935,1824,3763,104308,101367,205672,130998,125916,256919,81668,77327,158993,150006,147369,297382,172775,172978,345751,4414,4135,8548,28754,27581,56334,10533,10255,20787,9716,8834,18552,12295,14984,27284,131633,128601,260235,8793,7603,16392,24590,23317,47906,7476,7373,14852,8106,8676,16784,4987,5662,10651
126,98096,103447,201544,5428,5315,10741,12096,11416,23509,5229,4978,10214,6630,6266,12903,15767,16582,32346,15636,16337,31973,12002,12878,24876,10806,11925,22729,8210,9261,17474,4354,5368,9722,1941,3108,5047,301,384,684,96272,101312,197584,1828,2135,3962,392,385,783,23,19,41,15,12,30,423,423,846,49159,48699,97855,45669,51264,96936,48159,47521,95674,45876,51574,97449,75477,77709,153185,1812,1724,3533,11625,11016,22635,4748,4571,9321,3859,3760,7620,4762,6623,11384,62127,65497,127623,3012,2948,5966,7222,8462,15690,2160,2464,4628,1595,2107,3706,645,943,1593
127,234788,239460,474248,16548,15520,32064,34425,32424,66845,16577,15527,32101,16693,15953,32651,33109,34765,67878,31842,33680,65524,29011,30599,59610,27139,27654,54791,17903,19341,37240,8683,9702,18387,2860,4296,7154,331,401,726,232175,237104,469280,2615,2354,4970,2965,3214,6176,67,62,130,65,63,126,3091,3345,6437,114323,110089,224418,107769,117042,224812,85062,80357,165416,134375,143456,277827,191898,194801,386702,4150,3854,8006,31568,29871,61433,12766,12858,25627,6391,7186,13578,7119,11022,18139,99516,105026,204534,11190,9710,20894,31186,28483,59675,9882,10125,20006,11747,14294,26043,7694,11169,18863
128,111180,116726,227909,6767,6450,13219,15035,13964,28998,7207,6720,13927,6552,6233,12779,12744,13431,26176,14532,15813,30348,15285,16356,31642,13654,14507,28160,10724,11788,22513,6252,7478,13733,2441,3977,6415,130,147,273,110131,114881,225007,1055,1844,2896,1596,1520,3117,42,22,66,32,37,66,1666,1580,3251,87547,90039,177595,20604,23557,44167,93185,95720,188905,14546,17145,31689,102432,106728,209152,2378,2282,4657,14511,13533,28046,6115,5911,12025,2661,2847,5506,2828,4542,7375,53353,59200,112554,5793,4783,10574,20501,20909,41411,4246,4979,9223,1938,2248,4193,345,384,725
197,31,4,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,16,0,18,10,0,8,4,0,3,0,0,0,0,0,0,0,3,3,0,0,5,30,4,32,0,0,0,0,0,0,0,0,0,0,0,4,27,4,32,3,0,3,31,4,34,3,0,3,34,4,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,12,6,0,8,14,0,14,8,0,3,0,0,0,0,0,0
201,84380,88419,172802,4687,4633,9324,11262,10511,21767,5238,4955,10194,4815,4743,9559,10178,10484,20661,9810,10719,20532,10846,11592,22445,10855,11728,22584,9832,10574,20410,5244,5791,11039,1609,2683,4290,77,61,143,82173,86154,168330,2201,2272,4470,1419,1501,2914,61,49,111,33,30,64,1507,1578,3086,69683,73259,142948,9517,9969,19487,74217,78357,152568,4928,5169,10095,75563,79759,155320,1392,1407,2801,10448,9836,20281,3772,3790,7562,1328,1825,3159,2070,3894,5966,30058,37195,67256,10146,10510,20654,13400,11508,24905,5948,5233,11173,3669,3531,7194,275,218,498
202,81367,85564,166934,4679,4453,9140,10820,10116,20936,4792,4664,9462,4518,4446,8964,9509,10047,19557,9540,10373,19914,10267,11003,21267,10526,11677,22199,9722,10269,19991,5239,5776,11016,1758,2738,4499,82,60,135,79032,83345,162370,2338,2224,4560,1561,1584,3142,62,58,117,36,33,72,1652,1674,3328,67573,71411,138981,8696,9037,17733,71165,75364,146531,4677,5103,9779,72611,77065,149673,1327,1236,2564,10024,9433,19455,3487,3579,7069,1283,1731,3016,1819,3560,5375,28959,36132,65093,9619,9799,19417,12960,11152,24108,5471,4808,10279,3478,3492,6963,414,404,817
203,158446,166757,325205,9746,9230,18968,20743,19524,40261,9462,9017,18486,10020,9560,19586,21765,21897,43666,20243,21892,42136,19635,21068,40706,18377,20665,39041,16582,18460,35044,8876,10542,19416,3006,4888,7897,139,170,313,154082,162606,316691,4364,4147,8511,1908,1896,3807,61,54,110,49,53,106,2020,2008,4029,124496,131642,256135,26418,27488,53902,133199,141746,274948,16653,17341,34000,139207,148870,288076,2987,2783,5779,19538,18382,37914,7330,7338,14665,3793,4378,8176,4805,7607,12412,66093,78357,144451,19347,18372,37715,20656,18376,39031,8226,8142,16366,5366,6015,11376,818,863,1677
204,92523,95210,187736,4743,4721,9462,11713,11149,22862,5738,5273,11010,4983,4506,9487,10154,10328,20479,10117,10992,21107,11531,12469,23997,13069,13823,26895,12183,12101,24290,6374,6820,13195,1923,3024,4945,129,125,255,87954,91052,179003,4569,4157,8730,1830,1968,3792,67,62,130,48,56,110,1943,2082,4029,75913,77896,153810,9565,10413,19981,81212,83654,164864,4648,5160,9809,82594,85216,167806,1369,1415,2784,10695,10260,20959,3881,3876,7757,1119,1375,2504,1842,3790,5636,30160,37840,67994,12238,11789,24029,16394,13820,30214,6474,5360,11836,3986,3697,7682,346,314,656
205,146677,152035,298708,8020,7683,15704,18361,17130,35490,8207,7877,16084,7154,6796,13954,16147,16968,33113,15906,16861,32762,17255,18855,36111,20774,22528,43302,20768,21048,41819,10892,11536,22420,3197,4751,7952,214,129,347,142563,148474,291040,4107,3555,7666,2775,2749,5526,92,84,176,47,63,110,2911,2895,5810,117626,121186,238811,17791,19498,37287,128632,133577,262208,7011,8174,15195,129887,135129,265015,2221,2066,4281,16744,15612,32355,5635,5829,11463,1458,2044,3500,2394,5644,8039,43721,56826,100545,20529,19927,40457,27070,22700,49766,11178,9849,21030,6896,6760,13655,543,542,1089
