SA4_CODE_2021,P_Oth_svc_15_19_yr,P_Oth_svc_20_24_yr,P_Oth_svc_25_34_yr,P_Oth_svc_35_44_yr,P_Oth_svc_45_54_yr,P_Oth_svc_55_64_yr,P_Oth_svc_65_74_yr,P_Oth_svc_75_84_yr,P_Oth_svc_85_yr_over,P_Oth_svc_Tot,P_Inad_desc_Ns_15_19,P_Inad_desc_Ns_20_24,P_Inad_desc_Ns_25_34,P_Inad_desc_Ns_35_44,P_Inad_desc_Ns_45_54,P_Inad_desc_Ns_55_64,P_Inad_desc_Ns_65_74,P_Inad_desc_Ns_75_84,P_Inad_desc_Ns_85_yr_over,P_Inad_desc_Ns_Tot,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
208,205,581,1287,1333,1468,1114,392,66,6,6454,277,681,1949,2159,2183,1375,525,137,36,9318,10034,18261,43508,48716,51079,34904,11370,1640,156,219669
209,258,816,2310,2248,2005,1409,364,35,6,9447,332,1093,2996,2965,2369,1581,436,96,16,11880,11625,23911,62114,65057,54712,37079,9400,972,77,264944
210,180,659,1753,1629,1393,1016,238,37,0,6908,346,970,2621,2289,1803,1201,304,54,10,9591,8607,18153,48288,46402,37016,25540,5771,605,31,190420
211,369,1009,2185,2195,2404,1888,548,68,5,10678,392,943,2481,2712,2644,1974,596,123,30,11894,13954,23136,52021,58630,57654,43717,11911,1356,93,262480
212,447,1481,3879,3583,3170,2101,597,77,0,15344,695,2318,6601,5871,4574,3318,786,162,33,24349,18117,40572,100770,98207,79026,53111,12865,1388,128,404186
213,352,1295,3718,3385,2695,1671,437,29,0,13588,635,2141,6122,5509,3823,2289,511,68,24,21116,16233,35549,103234,109199,75806,46020,9572,669,47,396327
214,200,513,1211,1061,1180,931,297,55,4,5446,278,478,1194,1373,1478,1179,412,135,25,6556,8431,11859,27038,29935,32636,25696,7925,1103,76,144696
215,143,257,585,446,366,432,145,21,0,2393,174,274,656,482,582,530,196,108,21,3021,3921,5574,14054,12579,13780,13816,4512,843,107,69185
216,137,277,561,448,522,438,134,22,6,2539,155,219,512,488,546,430,172,61,26,2599,3865,4986,11736,11191,12753,11518,3668,547,75,60352
217,131,227,414,368,412,312,134,14,3,2021,166,182,420,359,456,392,218,88,26,2298,3999,4578,11109,11003,12693,12161,4346,814,103,60803
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,15,0,4,16,44,56,44,5,0,0,170
301,275,471,998,1080,1089,755,224,29,0,4928,240,432,935,1197,1173,814,244,44,21,5092,7896,9657,20475,26216,27769,20433,4945,499,35,117922
302,171,420,1059,922,764,646,194,26,0,4208,171,473,1148,1112,867,527,127,51,8,4490,6064,10849,28396,28466,23941,15613,3745,414,33,117517
303,216,734,1707,1528,1234,864,202,28,4,6513,302,958,2417,2156,1467,875,254,68,12,8506,9235,20279,49176,47362,36545,22894,5680,656,40,191869
304,181,335,569,644,628,419,146,35,3,2952,177,293,540,758,642,392,132,36,3,2971,6493,9829,16866,22512,22280,13398,4153,577,34,96140
305,218,675,1649,980,810,531,176,24,0,5058,207,912,2109,1500,1079,625,199,43,13,6694,7436,22358,53160,37253,30704,19028,5159,781,64,175931
306,271,509,1053,1075,1037,783,260,28,0,5024,341,396,1050,921,970,790,295,113,18,4896,7121,8476,22611,24049,26136,21479,6587,941,77,117479
307,223,238,443,388,369,310,126,17,0,2124,217,245,526,496,537,473,245,115,24,2876,3813,4630,10498,10840,12295,11119,4103,986,116,58402
308,321,502,988,881,772,639,185,14,0,4300,332,427,940,828,821,620,209,70,13,4259,7394,9094,21617,22550,22234,18123,4617,673,57,106353
309,551,1357,3124,2932,2551,1774,509,70,4,12866,733,1557,3679,3607,3169,2173,722,185,42,15868,18438,28831,66775,68176,66313,47199,14283,1859,142,312020
310,309,837,1918,1529,1300,841,204,21,5,6967,477,971,2182,1959,1546,1116,246,52,22,8558,9937,15752,37871,37398,32847,22574,4795,548,46,161768
311,355,777,1754,1533,1353,974,273,24,0,7048,466,1019,2331,2074,1762,1202,316,44,8,9223,9532,15396,35563,35438,31876,22563,5412,446,33,156261
312,309,457,1011,831,724,530,151,17,0,4033,267,415,773,769,786,582,202,50,14,3861,5779,7811,19044,19594,19376,15530,4063,481,50,91729
313,268,501,1031,889,1005,693,219,24,0,4628,311,565,1203,1159,1146,835,231,55,21,5530,7526,9902,21093,22805,24630,18834,4702,459,49,110000
314,245,497,1118,1013,967,587,162,12,0,4602,235,416,1032,1129,940,565,128,23,6,4475,7233,9918,23079,26384,24888,14989,3201,306,13,110015
315,71,132,267,239,217,202,61,5,0,1191,127,152,316,267,282,228,108,34,0,1524,1921,3488,8644,7584,7929,7333,2322,352,21,39596
316,429,717,1609,1549,1597,1133,305,33,0,7383,523,723,1629,1718,1719,1229,412,119,22,8104,12940,14801,32864,38469,42343,32725,9215,1128,72,184558
317,229,353,748,617,568,442,150,31,4,3151,191,310,645,573,514,340,126,40,8,2756,5451,7518,16661,15240,14863,11603,3133,447,38,74959
318,343,553,1047,841,765,603,188,40,0,4379,331,473,909,767,764,623,235,65,18,4191,7771,11830,23774,22080,22377,18021,4945,625,53,111487
319,278,463,956,907,921,803,229,24,0,4574,377,452,942,999,1117,899,369,156,38,5351,7939,9008,19866,21410,25276,22948,6340,1055,119,113955
397,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,3,19,27,27,17,6,0,0,99
401,213,577,1182,1043,1174,976,328,47,0,5543,194,464,908,898,830,636,280,106,20,4335,8137,15224,32897,33304,33077,25689,8557,1264,115,158265
402,322,964,2278,1816,1619,1236,362,40,0,8634,299,875,2083,1802,1448,1107,287,76,18,7995,10811,20534,49222,46838,40077,30143,6446,562,38,204668
403,321,702,1610,1552,1581,1150,374,53,5,7350,217,497,1051,1129,1130,785,248,88,26,5170,10264,16360,37139,39694,38366,30111,7754,887,76,180637
404,177,542,1311,1042,1011,757,237,44,0,5122,154,438,1013,873,844,586,189,58,15,4174,5620,12183,30644,26059,23864,18549,4419,505,47,121886
405,94,146,337,311,370,339,124,19,0,1750,102,123,223,272,336,325,147,74,16,1617,2850,3558,7896,9015,10545,10530,3483,602,65,48549
406,88,149,304,234,277,198,89,8,0,1360,75,103,255,227,240,274,95,46,0,1313,2087,3027,8615,7796,8554,7707,2077,303,14,40178
407,175,317,636,552,677,575,210,25,0,3179,196,229,519,507,644,571,285,115,21,3082,5199,6301,14361,14971,17784,17203,5935,1058,91,82907
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,0,0,0,22
501,210,336,664,646,728,510,154,18,0,3257,236,277,581,706,673,548,234,78,15,3343,5822,5846,14655,18392,19511,16026,4905,695,62,85928
502,132,162,376,300,325,267,82,12,4,1659,127,172,343,345,363,281,114,34,7,1789,2919,3581,7214,8166,9151,7817,2040,241,21,41151
503,150,328,643,533,412,359,157,30,3,2617,151,395,990,841,791,500,212,66,12,3957,4534,9507,24777,21241,18915,13783,5059,903,80,98798
504,269,661,1524,1336,1157,839,272,26,3,6096,307,682,1595,1602,1360,968,290,54,9,6864,7387,12137,30758,31153,27438,20782,5525,589,37,135811
505,583,1280,3026,2698,2336,1693,520,73,4,12203,604,1274,2984,3126,2659,1819,541,121,19,13146,16402,26004,61647,66632,61409,43810,11730,1220,83,288942
506,507,1210,2577,2275,1892,1400,475,67,0,10404,587,1382,3447,3161,2453,1669,521,108,26,13359,13373,25570,59753,61084,49342,35826,10182,1072,82,256274
507,497,854,1941,1694,1546,1134,319,38,5,8027,514,946,2267,2385,2072,1419,452,85,20,10167,12800,19658,45224,48931,45144,32783,8627,876,60,214103
509,168,240,431,443,394,406,144,14,0,2242,184,185,371,363,488,510,225,83,21,2436,3326,4071,9974,11461,13459,13467,4967,942,112,61780
510,80,146,474,443,334,214,58,4,0,1752,103,192,548,529,429,313,95,26,0,2232,1940,3816,15170,15105,12722,9528,2331,202,5,60812
511,193,268,525,453,453,350,105,13,0,2356,161,224,491,444,502,425,175,43,8,2478,3312,5021,13230,13113,13765,12050,3392,478,36,64403
597,0,0,5,0,5,0,0,0,0,11,0,9,44,78,68,33,0,0,0,242,10,71,297,516,486,267,40,8,0,1697
601,149,405,1218,954,797,655,204,43,0,4428,120,267,860,584,551,404,155,44,13,2982,5438,10124,30552,25184,23295,18477,5046,573,43,118737
602,141,289,616,487,500,421,146,8,0,2610,107,199,420,372,379,339,142,52,12,2020,3776,5783,14494,12986,14214,12475,3573,475,54,67824
603,35,55,109,110,108,111,30,0,0,558,26,39,103,104,147,138,71,18,4,662,707,1166,2987,3511,3962,3898,1187,196,13,17630
604,107,225,478,381,426,320,92,10,0,2034,76,126,257,252,278,254,108,56,17,1408,3052,4235,9942,9285,10726,9771,2589,373,34,50010
697,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,58,76,70,53,12,0,0,277
701,169,256,805,689,539,410,127,11,0,3012,168,358,876,727,579,417,157,24,8,3304,3578,6730,20614,17934,15008,10814,3123,290,25,78112
702,57,95,324,329,248,237,75,4,0,1382,82,136,364,293,242,188,82,19,0,1401,1459,2832,9554,8153,7330,6601,1989,189,7,38122
797,0,0,0,0,0,0,0,0,0,0,0,4,0,6,11,13,4,0,0,39,0,17,42,59,79,62,11,0,0,282
801,474,953,1787,1495,1276,808,289,38,0,7118,210,568,1573,1125,742,415,127,33,13,4808,12953,26478,64959,59663,47612,28478,7380,866,76,248458
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901,0,0,4,17,13,20,10,3,0,67,4,14,15,19,18,26,20,5,0,124,136,177,451,462,524,572,247,44,3,2614
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
