SA4_CODE_2021,F_Tot_LF_15_19_yr,F_Tot_LF_20_24_yr,F_Tot_LF_25_34_yr,F_Tot_LF_35_44_yr,F_Tot_LF_45_54_yr,F_Tot_LF_55_64_yr,F_Tot_LF_65_74_yr,F_Tot_LF_75_84_yr,F_Tot_LF_85_yr_over,F_Tot_LF_Tot,F_NILF_15_19_yr,F_NILF_20_24_yr,F_NILF_25_34_yr,F_NILF_35_44_yr,F_NILF_45_54_yr,F_NILF_55_64_yr,F_NILF_65_74_yr,F_NILF_75_84_yr,F_NILF_85_yr_over,F_NILF_Tot,F_LF_st_ns_15_19,F_LF_st_ns_20_24,F_LF_st_ns_25_34,F_LF_st_ns_35_44,F_LF_st_ns_45_54,F_LF_st_ns_55_64,F_LF_st_ns_65_74,F_LF_st_ns_75_84,F_LF_st_ns_85_yr_over,F_LF_st_ns_Total,F_Tot_15_19_yr,F_Tot_20_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Emp_wrk_Ft_15_19,P_Emp_wrk_Ft_20_24,P_Emp_wrk_Ft_25_34,P_Emp_wrk_Ft_35_44,P_Emp_wrk_Ft_45_54,P_Emp_wrk_Ft_55_64,P_Emp_wrk_Ft_65_74,P_Emp_wrk_Ft_75_84,P_Emp_wrk_Ft_85_yr_over,P_Emp_wrk_Ft_Tot,P_Emp_wrk_Pt_15_19,P_Emp_wrk_Pt_20_24,P_Emp_wrk_Pt_25_34,P_Emp_wrk_Pt_35_44,P_Emp_wrk_Pt_45_54,P_Emp_wrk_Pt_55_64,P_Emp_wrk_Pt_65_74,P_Emp_wrk_Pt_75_84,P_Emp_wrk_Pt_85_yr_over,P_Emp_wrk_Pt_Tot,P_Emp_a_f_wrk_15_19,P_Emp_a_f_wrk_20_24,P_Emp_a_f_wrk_25_34,P_Emp_a_f_wrk_35_44,P_Emp_a_f_wrk_45_54,P_Emp_a_f_wrk_55_64,P_Emp_a_f_wrk_65_74,P_Emp_a_f_wrk_75_84,P_Emp_a_f_wrk_85_yr_over,P_Emp_a_f_wrk_Tot,P_Hr_wrk_ns_15_19,P_Hr_wrk_ns_20_24,P_Hr_wrk_ns_25_34,P_Hr_wrk_ns_35_44,P_Hr_wrk_ns_45_54,P_Hr_wrk_ns_55_64,P_Hr_wrk_ns_65_74,P_Hr_wrk_ns_75_84,P_Hr_wrk_ns_85_yr_over,P_Hr_wrk_ns_Tot,P_Tot_emp_15_19,P_Tot_emp_20_24,P_Tot_emp_25_34,P_Tot_emp_35_44,P_Tot_emp_45_54,P_Tot_emp_55_64,P_Tot_emp_65_74,P_Tot_emp_75_84,P_Tot_emp_85_yr_over,P_Tot_emp_Tot,P_UE_lk_fr_Ft_wrk_15_19,P_UE_lk_fr_Ft_wrk_20_24,P_UE_lk_fr_Ft_wrk_25_34,P_UE_lk_fr_Ft_wrk_35_44,P_UE_lk_fr_Ft_wrk_45_54,P_UE_lk_fr_Ft_wrk_55_64,P_UE_lk_fr_Ft_wrk_65_74,P_UE_lk_fr_Ft_wrk_75_84,P_UE_lk_for_Ft_wrk_85_over,P_UE_looking_for_Ft_wk_Tot,P_UE_lk_for_Pt_wk_15_19,P_UE_lk_for_Pt_wk_20_24,P_UE_lk_for_Pt_wk_25_34,P_UE_lk_for_Pt_wk_35_44,P_UE_lk_for_Pt_wk_45_54,P_UE_lk_for_Pt_wk_55_64,P_UE_lk_for_Pt_wk_65_74,P_UE_lk_for_Pt_wk_75_84,P_UE_looking_for_Pt_wk_85ov,P_UE_lk_for_Pt_wrk_Tot,P_Tot_unemp_15_19,P_Tot_unemp_20_24,P_Tot_unemp_25_34,P_Tot_unemp_35_44,P_Tot_unemp_45_54,P_Tot_unemp_55_64,P_Tot_unemp_65_74,P_Tot_unemp_75_84,P_Tot_unemp_85_yr_over,P_Tot_unemp_Total,P_Tot_LF_15_19_yr,P_Tot_LF_20_24_yr,P_Tot_LF_25_34_yr,P_Tot_LF_35_44_yr,P_Tot_LF_45_54_yr,P_Tot_LF_55_64_yr,P_Tot_LF_65_74_yr,P_Tot_LF_75_84_yr,P_Tot_LF_85_yr_over,P_Tot_LF_Tot,P_NILF_15_19_yr,P_NILF_20_24_yr,P_NILF_25_34_yr,P_NILF_35_44_yr,P_NILF_45_54_yr,P_NILF_55_64_yr,P_NILF_65_74_yr,P_NILF_75_84_yr,P_NILF_85_yr_over,P_NILF_Tot,P_LF_st_ns_15_19,P_LF_st_ns_20_24,P_LF_st_ns_25_34,P_LF_st_ns_35_44,P_LF_st_ns_45_54,P_LF_st_ns_55_64,P_LF_st_ns_65_74,P_LF_st_ns_75_84,P_LF_st_ns_85_yr_over,P_LF_st_ns_Total,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
111,7045,10376,21248,20134,19779,14254,3006,272,23,96133,3410,1852,3756,3632,3981,9220,17417,12335,5759,61354,467,594,1078,910,789,739,898,1094,1098,7662,10921,12815,26081,24679,24544,24207,21321,13699,6874,165148,2195,8496,25880,24692,24846,15898,2331,152,7,104493,8104,9246,12089,12237,11065,10147,3559,539,24,67009,1251,1327,2770,1909,1465,1670,507,58,11,10973,167,337,649,424,382,251,66,27,16,2315,11717,19407,41387,39261,37752,27966,6468,776,54,184787,468,768,1127,818,882,663,98,3,0,4833,1369,755,648,492,459,491,152,11,0,4371,1837,1528,1769,1312,1339,1152,248,12,0,9207,13553,20934,43161,40574,39095,29119,6712,788,53,193995,7806,3767,6127,5772,7139,16009,32117,22483,9189,110408,951,1251,2292,1918,1678,1574,1747,1854,1602,14871,22313,25956,51571,48264,47914,46698,40579,25134,10845,319272
112,4120,4262,10166,11890,13212,11678,3200,352,34,58912,2120,955,2423,2783,3061,6778,13866,9100,4234,45313,477,475,1177,1214,1166,1153,1092,898,844,8498,6718,5685,13768,15886,17437,19609,18152,10352,5112,112718,1332,3673,10051,12494,14187,11077,2388,264,25,55496,5133,3675,7250,8457,8823,9360,4064,557,72,47393,524,456,1308,1085,1039,1210,460,54,15,6161,190,198,471,440,395,311,130,78,17,2238,7182,8007,19084,22472,24453,21961,7046,956,126,111291,257,396,570,473,528,529,59,7,0,2813,639,297,401,374,431,496,150,15,3,2816,898,694,971,845,960,1024,212,20,3,5632,8077,8702,20050,23317,25410,22987,7260,976,129,116917,4724,1756,3808,4334,5450,12239,26109,16953,6914,82286,991,974,2300,2459,2378,2399,2206,1648,1299,16642,13792,11422,26160,30106,33236,37621,35572,19572,8343,215841
113,2980,3734,7914,7543,7636,6569,1850,258,34,38515,1908,1058,1943,1501,1584,3116,5961,4507,2245,23820,323,350,678,615,607,636,566,476,359,4609,5209,5134,10532,9656,9828,10327,8377,5247,2630,66949,2048,4514,10882,10176,10664,8638,2114,291,25,49343,3224,2390,4096,4064,3656,4140,2036,393,53,24063,227,313,787,435,382,518,218,51,7,2928,146,238,338,248,212,218,110,70,20,1612,5641,7455,16104,14929,14913,13515,4480,797,105,77948,171,265,438,341,276,218,38,0,0,1760,376,209,237,153,140,154,57,3,5,1335,548,478,674,500,416,377,100,3,5,3095,6193,7931,16778,15423,15329,13888,4581,801,111,81041,3938,1791,3114,2561,2908,5335,10952,8234,3546,42373,719,756,1475,1315,1353,1309,1144,884,563,9516,10841,10484,21364,19302,19588,20534,16675,9920,4216,132925
114,2313,2609,6046,6548,7574,6848,2008,268,27,34238,1566,582,1457,1478,1908,4852,10261,6865,2642,31601,234,207,452,465,470,527,534,563,422,3872,4112,3393,7959,8491,9950,12218,12803,7696,3084,69706,1064,2700,7148,7598,8936,6734,1507,201,15,35914,2681,1981,3702,4244,4651,5518,2550,465,25,25823,419,316,846,628,604,824,321,38,6,3989,121,123,244,213,212,206,75,38,11,1240,4293,5118,11944,12675,14411,13280,4449,739,59,66967,149,245,319,291,284,272,44,4,0,1609,302,156,175,176,174,263,81,10,5,1343,450,401,495,467,461,534,133,15,0,2954,4738,5523,12441,13138,14864,13809,4584,753,62,69916,3306,1138,2548,2576,3317,8445,18941,13129,4511,57908,486,442,893,938,1011,1060,1032,1020,663,7549,8527,7105,15889,16650,19194,23314,24551,14908,5238,135376
115,4067,5998,10782,16485,15619,10011,2765,277,14,66032,4514,1266,2049,3452,3305,5446,9424,6174,2490,38109,163,154,434,533,437,367,339,393,521,3342,8738,7422,13262,20478,19361,15821,12529,6844,3031,107481,1148,5241,13826,22232,21268,12852,2784,235,14,79599,4180,4579,4799,7658,7540,6285,2962,501,32,38534,1787,1781,1980,2115,1885,1667,708,98,3,12033,70,168,363,463,325,234,84,27,5,1746,7195,11771,20970,32470,31018,21039,6544,864,55,131916,122,354,567,628,634,476,78,8,0,2864,806,424,246,314,273,262,132,14,0,2472,930,777,813,939,905,737,210,27,0,5332,8122,12547,21782,33407,31924,21770,6751,880,56,137250,9743,2709,3255,4698,4867,8487,16752,11528,4120,66158,368,347,828,1023,876,704,655,715,849,6369,18231,15606,25865,39130,37666,30967,24163,13122,5025,209770
116,4507,8756,21443,24634,16638,10188,2023,96,5,88285,6687,3158,7504,7443,6003,8355,11550,6108,2417,59224,573,748,1995,1864,1180,843,762,525,409,8890,11773,12659,30936,33939,23818,19385,14331,6732,2825,156398,1038,6648,24911,34483,22774,13274,2263,82,7,105478,4395,6510,10338,11038,7481,5146,1673,138,9,46727,1802,2868,5037,4267,3176,2633,735,59,3,20576,154,475,1223,961,526,342,77,22,4,3776,7383,16501,41503,50743,33962,21395,4749,302,17,176562,417,995,1590,1549,1013,721,114,0,0,6410,1179,879,883,642,429,377,107,6,0,4501,1597,1870,2476,2190,1442,1104,225,8,0,10915,8986,18374,43975,52940,35400,22499,4974,310,19,187477,14212,6558,12093,11644,10081,13824,20787,11296,3781,104286,1263,1667,4015,3631,2414,1748,1413,966,601,17722,24464,26599,60088,68212,47892,38072,27167,12578,4412,309477
117,2061,10418,37028,21512,13333,8039,2268,240,24,94913,2695,4214,6746,4259,3265,4844,7118,4792,1793,39717,342,1236,3313,1766,1057,842,681,569,500,10311,5099,15858,47083,27536,17654,13720,10069,5599,2319,144946,322,7717,49318,32836,20182,10741,2200,171,12,123500,1968,7097,16493,9792,6209,4926,2248,384,27,49156,956,3018,5992,3241,1688,1328,463,63,4,16758,56,383,1254,558,233,166,60,21,3,2727,3304,18219,73054,46423,28315,17159,4975,638,54,192139,72,753,2129,1332,1050,690,110,5,0,6134,451,1265,1463,538,392,369,132,9,5,4625,525,2016,3587,1868,1438,1055,246,17,5,10754,3829,20232,76643,48291,29750,18214,5220,656,55,202895,5614,8428,12513,7294,6195,9171,13453,8890,3093,74650,699,2861,7531,4309,2828,2222,1588,1219,799,24043,10143,31520,96687,59889,38779,29606,20254,10766,3945,301579
118,2010,5794,21758,16175,13338,8716,2925,449,49,71209,3604,1810,2908,3020,3178,4324,7694,6438,2930,35903,227,430,1439,966,689,494,527,720,958,6454,5845,8033,26110,20161,17203,13531,11143,7608,3937,113564,343,4232,28259,22043,17944,10400,2647,324,25,86208,2067,4017,7996,7257,6580,5690,3222,792,92,37721,1027,1602,2606,2001,1255,1095,545,135,16,10276,50,203,722,432,280,185,89,35,13,2017,3484,10053,39588,31734,26068,17382,6504,1284,139,136223,61,319,862,671,671,425,78,6,5,3096,391,506,586,311,271,278,115,18,0,2482,452,829,1447,988,942,702,189,21,3,5580,3939,10882,41037,32713,27008,18085,6697,1307,143,141801,7606,3706,5343,4664,5029,7317,13229,11265,4879,63030,544,885,2940,2043,1437,1064,982,1159,1388,12439,12089,15469,49315,39416,33474,26465,20901,13728,6414,217267
119,5023,13404,31538,27221,24607,17380,3749,286,18,123224,10272,5583,12416,12281,11611,15921,20915,14519,6968,110481,817,1228,3197,2569,2012,1677,1453,1451,1762,16163,16110,20215,47150,42063,38231,34976,26123,16253,8748,249871,947,8901,35585,32728,28247,18753,3507,214,9,128896,4902,10479,17483,14929,12717,10391,3476,448,24,74846,2537,4684,8097,6702,6035,5533,1502,174,8,35273,176,758,1846,1213,889,560,179,37,6,5667,8564,24818,63005,55568,47886,35242,8664,872,47,244684,353,1268,2769,1980,1732,1371,168,11,5,9656,1170,1472,1469,978,775,910,216,13,0,6997,1527,2741,4240,2951,2504,2277,385,22,5,16649,10091,27563,67249,58520,50395,37522,9047,895,49,261335,21783,12214,21825,20216,19710,27528,38454,26831,11969,200542,1714,2714,6846,5299,3997,3444,2808,2681,2646,32133,33586,42486,95919,84032,74105,68494,50311,30405,14668,494010
120,2370,7874,22642,18368,16066,10969,2938,291,27,81538,4040,2258,4327,3991,3862,5950,9892,7026,3546,44891,204,549,1494,971,687,563,560,588,743,6367,6616,10677,28468,23329,20621,17472,13388,7911,4314,132794,366,5182,28015,24895,20762,12692,2733,203,7,94860,2473,6761,10673,8470,7304,6446,2940,472,44,45578,1146,2186,3734,2792,1848,1752,644,102,9,14203,44,333,845,535,315,218,87,23,10,2415,4029,14470,43268,36685,30224,21102,6396,804,74,157055,84,559,1364,908,846,681,101,6,0,4544,491,941,887,414,362,352,138,13,0,3599,572,1497,2258,1322,1205,1039,241,19,0,8141,4604,15965,45526,38010,31427,22139,6634,823,76,165197,8407,4975,8048,6187,6295,9996,17071,12557,5866,79405,418,1207,3112,2037,1394,1193,1132,1068,1086,12652,13431,22148,56691,46231,39114,33332,24840,14448,7025,257260
