SA4_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christian_Assyrian_Apostol_M,Christian_Assyrian_Apostol_F,Christian_Assyrian_Apostol_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christian_Churches_Christ_M,Christian_Churches_Christ_F,Christian_Churches_Christ_P,Christian_Eastern_Orthodox_M,Christian_Eastern_Orthodox_F,Christian_Eastern_Orthodox_P,Christian_Jehovah_Witnesses_M,Christian_Jehovah_Witnesses_F,Christian_Jehovah_Witnesses_P,Christian_Latter_Day_Saints_M,Christian_Latter_Day_Saints_F,Christian_Latter_Day_Saints_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christian_Oriental_Orthodox_M,Christian_Oriental_Orthodox_F,Christian_Oriental_Orthodox_P,Christian_Other_Protestant_M,Christian_Other_Protestant_F,Christian_Other_Protestant_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christian_Presbyt_Reformed_M,Christian_Presbyt_Reformed_F,Christian_Presbyt_Reformed_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christian_Sevnth_day_Advent_M,Christian_Sevnth_day_Advent_F,Christian_Sevnth_day_Advent_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Oth_Rel_Aus_Abor_Trad_Rel_M,Oth_Rel_Aus_Abor_Trad_Rel_F,Oth_Rel_Aus_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Oth_Relig_Oth_Rel_Groups_M,Oth_Relig_Oth_Rel_Groups_F,Oth_Relig_Oth_Rel_Groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_No_Religion_M,SB_OSB_NRA_No_Religion_F,SB_OSB_NRA_No_Religion_P,SB_OSB_NRA_Sec_Beliefs_M,SB_OSB_NRA_Sec_Beliefs_F,SB_OSB_NRA_Sec_Beliefs_P,SB_OSB_NRA_Oth_Sp_Beliefs_M,SB_OSB_NRA_Oth_Sp_Beliefs_F,SB_OSB_NRA_Oth_Sp_Beliefs_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
112,1172,1807,2974,15765,18677,34439,0,3,3,976,1182,2153,7,14,22,21755,25230,46985,66,97,166,334,384,719,672,801,1470,104,131,237,241,322,560,29,26,60,296,358,655,1040,1399,2437,3564,4043,7609,156,211,367,653,793,1447,3312,4277,7593,2479,2994,5469,199,206,409,51648,61136,112787,645,637,1283,214,208,426,371,363,732,42,54,97,298,281,585,488,805,1283,831,1140,1968,57026,54919,111939,438,392,828,392,684,1070,57847,55990,113837,12526,12328,24854,268,239,504,125517,133848,259364
113,423,527,948,12787,14651,27443,0,0,3,826,898,1729,206,218,421,22616,24437,47056,61,45,113,192,190,384,179,233,412,143,137,283,582,698,1280,129,136,261,381,314,698,724,869,1596,2567,2906,5471,121,154,270,294,340,640,2858,3462,6322,1415,1598,3012,33,33,65,46119,51314,97432,1305,1086,2390,935,716,1646,23,30,49,17,21,36,759,629,1389,550,649,1194,1327,1297,2621,23972,21283,45253,175,132,307,54,92,149,24204,21507,45707,7959,6162,14121,284,107,390,82577,82738,165316
114,564,845,1408,14032,16606,30640,7,7,8,1052,1218,2270,93,85,178,14257,16368,30628,63,72,135,619,586,1206,350,435,790,82,114,190,182,200,388,23,28,54,179,202,379,456,600,1059,1771,2141,3910,141,145,284,84,103,187,1862,2518,4388,1717,1972,3692,63,83,142,37030,43489,80523,658,571,1229,319,253,570,150,167,314,20,22,39,113,99,216,186,332,520,324,452,774,33369,31008,64373,247,202,446,117,192,306,33725,31397,65123,6505,5478,11986,102,89,197,79381,82742,162118
115,3279,4247,7532,15308,17610,32924,19,37,57,2137,2401,4540,288,303,599,32018,34177,66195,108,137,242,2021,2083,4106,286,336,626,307,343,650,245,280,527,673,705,1380,606,674,1277,2247,2612,4862,2616,2871,5484,115,123,237,503,599,1102,2661,3317,5978,3258,3630,6894,97,120,216,65508,72380,137889,8847,8839,17687,4756,4701,9457,143,144,285,3,0,3,1576,1503,3078,743,844,1587,2325,2349,4674,39277,34981,74259,351,279,630,112,160,266,39735,35423,75158,5586,5373,10954,263,341,599,130441,133793,264232
116,3503,4202,7701,13459,15609,29071,140,117,255,2256,2536,4791,52,59,111,47006,51348,98351,422,461,887,3086,3239,6321,508,632,1138,1050,1160,2214,157,171,327,2042,2019,4065,1665,1817,3479,3352,3842,7195,2491,2949,5449,167,217,385,929,1088,2015,2480,2870,5349,6585,7127,13716,154,192,341,88001,97461,185457,27218,26333,53551,16230,15705,31935,79,75,153,12,27,40,9875,8405,18277,1000,1107,2111,10889,9541,20431,38552,33902,72456,344,285,633,184,249,429,39083,34434,73526,14753,13040,27790,357,544,901,200105,201341,401448
117,8172,11007,19176,7936,7881,15811,159,162,318,925,960,1886,3,4,11,28801,29390,58192,25,26,50,5661,6020,11674,144,189,332,124,121,243,215,248,471,249,234,484,525,534,1060,767,1027,1798,1528,1531,3057,46,42,85,139,142,285,1258,1345,2603,2910,3405,6314,93,63,156,51500,53316,104819,3229,2572,5798,4335,3397,7735,1788,1734,3525,43,39,80,228,184,415,685,672,1360,958,896,1857,84584,73271,157859,1238,958,2190,377,519,895,86192,74748,160941,17465,13186,30647,1360,1135,2501,175000,161993,336990
118,1823,2856,4676,9622,11800,21418,51,67,118,425,546,971,5,9,11,27510,31584,59091,20,26,45,5220,6162,11378,136,185,320,63,52,115,210,259,469,178,220,393,303,338,647,416,577,994,1388,1487,2872,18,32,54,53,80,140,846,1038,1876,1458,1850,3312,33,53,88,47960,56350,104318,1186,1051,2236,1325,1173,2504,11466,12504,23964,9,9,18,96,106,203,271,367,637,374,490,866,49030,48511,97542,568,419,990,201,415,618,49803,49345,99151,9840,9155,18996,533,527,1065,124318,133455,257767
119,13775,17858,31630,13188,15402,28587,87,75,157,2996,3552,6550,18,20,36,60348,65929,126281,163,188,354,30552,31901,62451,567,746,1318,431,446,872,244,303,542,2910,2953,5869,1188,1388,2570,1639,1999,3632,2905,3376,6279,225,325,556,304,386,686,2639,3272,5916,7457,8243,15705,240,273,516,128099,140778,268881,13195,10895,24088,52417,47400,99813,335,321,649,16,15,24,642,595,1239,867,948,1818,1523,1555,3082,67732,60880,128611,608,393,1001,258,395,655,68596,61668,130266,22277,21784,44063,641,716,1356,300857,302969,603825
120,5376,7611,12988,7815,9247,17066,32,48,83,1059,1236,2294,14,9,28,36979,41354,78328,33,46,75,5586,6209,11801,256,364,624,69,78,151,180,245,421,622,634,1261,425,529,953,587,777,1360,2423,3020,5444,70,96,168,127,150,278,1475,1962,3440,2419,2952,5374,84,74,163,60264,69032,129302,11104,8651,19753,3432,3007,6438,375,408,789,13,16,25,277,277,551,521,561,1083,805,853,1660,56260,55976,112239,651,614,1261,194,330,520,57103,56920,114022,9058,8768,17828,385,431,813,147911,155680,303588
121,5110,8019,13129,23838,27814,51654,44,47,94,2154,2669,4824,9,9,25,37807,43986,81794,149,164,312,2526,2884,5410,192,260,447,137,140,278,419,580,996,700,745,1448,801,933,1741,1130,1450,2581,3850,4474,8327,99,114,215,466,607,1076,4356,5896,10253,3833,4864,8703,118,162,284,82641,97810,180446,7589,7568,15165,2648,2603,5249,2595,2704,5305,4,10,10,680,647,1328,842,1014,1858,1529,1666,3191,88663,85561,174224,864,768,1640,274,458,735,89801,86795,176597,10259,10996,21255,724,777,1495,202900,218931,421833
122,1470,2152,3623,17297,20438,37731,29,42,71,1077,1190,2267,4,5,10,28124,31606,59727,36,38,72,1890,2086,3982,294,362,656,143,169,311,304,395,701,500,537,1038,466,498,966,932,1107,2041,1905,2256,4157,69,98,168,74,111,184,2299,3037,5342,2356,2766,5120,56,74,128,57857,66819,124677,1208,1000,2206,677,622,1305,423,477,900,4,6,9,300,265,566,331,457,787,632,722,1355,58096,54478,112571,452,338,788,244,412,659,58791,55229,114018,6289,6249,12538,256,280,532,127607,133552,261159
123,2554,3332,5886,18966,22258,41216,171,168,342,1830,2043,3872,317,302,622,36327,39822,76146,93,131,227,2647,2668,5311,705,854,1551,831,873,1704,224,281,508,738,732,1472,702,723,1427,1723,2013,3736,1888,2178,4070,149,217,362,537,602,1138,1998,2389,4390,4038,4466,8506,170,175,349,74045,82897,156942,6774,6603,13377,11540,11166,22711,69,55,126,13,20,33,1030,971,2002,560,734,1289,1603,1726,3328,39350,35230,74577,312,239,556,154,236,384,39821,35699,75518,9233,9205,18441,214,236,454,145854,150913,296773
124,1546,2251,3793,20820,24933,45752,61,70,138,1989,2240,4229,440,435,879,40549,44520,85074,160,170,335,2352,2304,4650,456,586,1043,490,542,1028,309,366,675,590,559,1154,662,786,1452,1897,2150,4049,2660,3163,5822,182,298,483,295,379,676,2468,3118,5588,4379,4865,9247,130,137,263,80892,91632,172529,4002,3891,7899,3654,3403,7058,138,143,278,36,31,65,1535,1436,2969,535,751,1287,2095,2219,4320,58214,53430,111640,593,490,1083,236,406,638,59036,54324,113366,11472,10901,22367,206,204,410,163051,168967,332011
125,9700,12515,22216,10301,11880,22179,202,219,427,3104,3372,6478,183,214,396,48105,52098,100201,145,179,329,5128,5227,10347,386,515,903,492,492,979,194,201,397,1140,1210,2349,1094,1143,2237,1741,2161,3900,4324,4799,9116,146,187,339,396,474,868,3114,3559,6673,5773,6374,12148,177,201,376,86139,94510,180645,32736,27736,60475,41094,36672,77764,120,104,224,17,15,34,2463,1954,4416,1438,1496,2936,3913,3469,7385,54675,47187,101860,465,353,817,217,308,521,55356,47847,103201,22364,18697,41057,612,690,1301,252040,242233,494269
126,3428,4932,8363,7159,8208,15364,57,69,124,1764,2101,3867,161,172,333,20124,22833,42959,75,77,150,2030,2086,4110,114,148,258,57,71,129,153,188,341,905,958,1866,548,611,1153,794,968,1762,2830,3406,6236,37,50,92,161,215,377,1648,2123,3765,2466,2826,5292,58,68,127,41141,47189,88322,5137,4879,10017,2908,2597,5507,283,281,565,7,3,9,402,385,788,384,466,846,790,850,1645,38082,36373,74449,322,235,554,115,176,289,38511,36779,75291,5593,5549,11143,301,384,684,98096,103447,201544
127,24334,29278,53611,9919,11252,21171,6250,6747,13000,2583,2829,5413,40,26,65,66242,69716,135955,73,90,161,11132,11324,22457,563,760,1322,938,951,1885,194,191,382,2576,2542,5113,925,1035,1963,2180,2504,4679,1359,1490,2851,95,114,206,540,621,1162,1371,1536,2908,9115,9646,18762,220,229,446,116301,123601,239903,8547,8526,17073,24561,23908,48464,64,50,118,10,10,19,1159,1002,2160,4544,4640,9183,5713,5648,11364,37831,31740,69573,264,210,477,165,185,348,38264,32134,70401,16679,15917,32597,331,401,726,234788,239460,474248
128,973,1632,2596,16913,20293,37197,0,10,13,1655,1873,3526,100,104,211,29428,32922,62351,107,136,241,5272,5419,10690,135,212,345,99,113,215,202,255,455,494,508,1003,396,458,853,956,1118,2071,1802,2081,3885,177,224,398,55,76,127,2158,2897,5053,2139,2427,4566,95,80,174,62183,71197,133384,707,699,1405,1001,1039,2042,170,197,369,4,7,6,87,74,156,190,249,442,284,328,607,40305,35993,76301,342,274,613,123,225,348,40765,36498,77262,4972,4995,9964,130,147,273,111180,116726,227909
197,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,18,0,0,0,0,0,0,11,3,18,0,0,0,0,3,3,31,4,38
201,550,732,1282,6917,8501,15423,0,0,0,563,649,1210,124,121,242,16257,18681,34940,419,557,981,411,400,813,187,258,446,59,95,152,321,377,695,44,37,83,171,199,372,476,554,1028,1517,1800,3320,151,227,384,111,147,259,3401,4628,8031,1417,1655,3078,41,53,98,32600,38946,71545,803,651,1456,474,394,867,63,59,116,11,14,27,356,328,681,258,431,688,627,774,1397,42049,40187,82236,281,236,514,130,234,364,42462,40658,83119,6729,6139,12867,77,61,143,84380,88419,172802
202,800,1023,1820,6985,8849,15834,0,0,5,1495,1745,3238,207,203,411,13791,15705,29499,125,164,292,322,285,612,138,169,307,96,113,204,212,272,485,67,57,118,142,180,324,661,798,1458,1234,1455,2693,102,149,246,166,177,338,3352,4469,7815,1484,1809,3293,32,39,65,30617,36632,67249,502,441,943,464,401,863,62,81,142,15,14,24,238,195,429,209,367,580,461,577,1038,41044,39674,80725,303,237,535,105,215,318,41454,40132,81582,6936,6224,13159,82,60,135,81367,85564,166934
203,1286,1804,3094,11569,14699,26269,3,0,3,2512,2967,5478,89,85,175,32989,37975,70961,164,232,396,2201,2273,4474,374,505,880,136,153,290,840,1090,1931,78,78,156,319,371,694,831,1023,1853,2761,3424,6189,231,301,525,153,170,325,4886,7020,11911,3459,4215,7672,103,117,222,63706,76699,140406,2209,1509,3724,2332,1808,4140,133,121,254,14,10,23,1033,850,1882,383,535,920,1420,1397,2822,75121,72352,147473,557,415,966,186,433,622,75858,73198,149059,11348,10044,21396,139,170,313,158446,166757,325205
204,567,758,1323,9988,12030,22017,0,0,3,944,1069,2010,57,48,108,17969,19910,37880,83,99,183,422,400,830,305,383,681,89,116,201,535,640,1170,22,18,43,268,314,584,540,645,1183,1947,2157,4108,143,216,360,175,201,380,3127,4188,7312,1745,2019,3766,50,57,106,38411,44506,82919,563,506,1072,319,256,568,71,71,143,16,10,26,208,201,409,223,338,560,451,547,1000,43188,40217,83398,276,229,507,140,201,342,43606,40646,84247,8419,7785,16206,129,125,255,92523,95210,187736
205,876,1345,2220,15327,18756,34075,0,0,0,1653,1859,3511,225,252,476,23358,26645,50003,110,168,277,879,869,1745,554,722,1277,242,224,468,322,436,763,47,46,90,498,555,1054,949,1140,2093,3067,3464,6537,223,342,567,253,309,557,4379,5974,10355,2884,3380,6265,96,107,202,55069,65247,120315,589,531,1122,599,514,1114,90,94,189,23,7,32,280,272,548,360,608,976,664,890,1552,74140,69819,143958,473,407,879,213,346,564,74826,70572,145399,13754,12703,26451,214,129,347,146677,152035,298708
206,8208,11733,19943,11668,13820,25492,37,47,85,1564,1829,3392,11,11,22,49341,56738,106082,130,165,294,12231,13617,25849,278,377,655,135,128,264,511,678,1188,556,612,1168,734,857,1589,1075,1434,2509,2059,2240,4291,95,114,204,98,153,257,2908,3864,6774,4234,5515,9747,128,146,271,87797,102349,190145,9392,7560,16952,8810,8604,17414,3809,4192,7999,18,22,37,597,486,1082,1068,1210,2280,1680,1719,3401,153009,153229,306236,2110,1760,3870,593,1040,1635,155709,156028,311737,24133,22024,46160,1296,1177,2473,300823,315393,616210
207,7125,9407,16537,10578,13400,23979,11,7,23,3212,3972,7187,16,16,36,32114,37114,69229,248,348,597,9980,11078,21057,150,192,340,136,150,291,537,661,1205,571,607,1176,731,916,1645,1220,1467,2686,2331,2808,5136,207,299,503,136,182,316,3735,5400,9135,3964,4995,8959,90,105,189,69970,83716,153681,5551,4949,10501,3785,3477,7268,958,1006,1971,4,0,4,784,743,1525,806,920,1730,1599,1662,3260,79307,77771,157078,616,512,1132,214,358,574,80136,78641,158778,9123,9054,18178,658,624,1279,178910,192537,371446
208,3062,4482,7546,14176,18273,32451,4,3,13,1183,1402,2586,11,8,15,38606,45358,83962,143,224,367,10646,11811,22456,322,416,734,120,137,258,468,637,1104,358,395,757,434,540,975,747,911,1665,2113,2571,4677,76,119,191,96,141,240,3417,4885,8300,2679,3593,6272,110,126,238,75716,91540,167255,6010,5158,11165,1815,1791,3606,14944,16257,31198,6,8,8,459,392,846,570,714,1288,1040,1107,2144,86914,84617,171523,744,580,1328,282,481,765,87944,85675,173619,10549,10913,21460,360,439,802,201432,217352,418786
209,6108,7750,13860,11269,14522,25792,93,117,208,2106,2406,4510,290,305,598,61574,68780,130358,167,224,389,18451,19263,37716,478,639,1120,294,331,629,465,623,1086,981,987,1968,674,798,1472,1979,2228,4207,2553,3051,5596,238,329,567,254,313,566,3146,4452,7601,7731,8587,16323,83,118,198,112817,128089,240908,11265,9576,20842,15604,14765,30369,225,236,460,17,24,37,5616,4823,10437,859,1114,1968,6494,5956,12448,96442,90448,186888,840,706,1550,337,559,899,97630,91707,189338,15561,14611,30173,391,453,844,266090,273144,539239
210,4352,5260,9618,7511,9719,17231,1554,1571,3126,1030,1246,2279,96,98,190,59708,64867,124571,151,192,340,8084,8440,16525,500,584,1083,496,571,1064,289,407,702,1023,1054,2076,539,641,1177,1230,1365,2594,1551,1777,3333,155,208,361,196,208,406,2393,3384,5779,4878,5423,10301,90,76,167,91475,101822,193300,9375,8189,17568,31237,29875,61112,99,100,200,9,8,18,6269,5479,11744,512,576,1086,6786,6062,12848,52515,48091,100605,450,332,781,189,293,483,53153,48714,101870,13644,12438,26079,365,386,749,210488,212853,423343
211,6366,8175,14537,16104,20777,36882,17,13,32,6953,7864,14815,231,232,461,41545,47512,89054,1044,1272,2318,4720,4989,9710,499,640,1148,548,598,1146,1145,1446,2586,580,577,1161,1068,1256,2325,3249,3745,6991,3814,4448,8259,436,594,1027,960,1091,2056,5377,7620,13001,8544,9984,18523,459,606,1056,97278,115270,212552,5724,5586,11310,2805,2646,5451,278,339,621,6,19,25,1217,1214,2428,1115,1474,2588,2340,2702,5045,121635,113462,235102,884,699,1585,397,740,1133,122919,114908,237826,13336,12838,26170,348,414,762,251394,262877,514269
212,29099,32766,61862,17838,22241,40078,43,46,87,5405,6384,11789,156,152,311,76833,83789,160628,574,686,1268,16470,17420,33889,893,1215,2109,1248,1348,2600,655,805,1457,1998,2129,4130,1842,2025,3875,5413,6096,11510,4543,5412,9956,266,404,668,1154,1341,2497,5742,7851,13589,12291,14072,26370,280,308,587,153653,173732,327385,26779,23533,50307,37045,33193,70241,800,856,1656,20,18,43,13293,11659,24950,1725,1964,3690,15044,13641,28685,136896,125051,261954,965,716,1682,452,621,1072,138319,126391,264708,27431,25146,52575,995,1121,2116,429164,430369,859535
