SA4_CODE_2021,M_15_19_Prov_unpaid_assist,M_15_19_No_unpaid_assist_prov,M_15_19_yr_Unpaid_assist_ns,M_15_19_Overseas_visitors,M_15_19_years_Total,M_20_24_Prov_unpaid_assist,M_20_24_No_unpaid_assist_prov,M_20_24_yr_Unpaid_assist_ns,M_20_24_Overseas_visitors,M_20_24_years_Total,M_25_34_Prov_unpaid_assist,M_25_34_No_unpaid_assist_prov,M_25_34_yr_Unpaid_assist_ns,M_25_34_Overseas_visitors,M_25_34_years_Total,M_35_44_Prov_unpaid_assist,M_35_44_No_unpaid_assist_prov,M_35_44_yr_Unpaid_assist_ns,M_35_44_Overseas_visitors,M_35_44_years_Total,M_45_54_Prov_unpaid_assist,M_45_54_No_unpaid_assist_prov,M_45_54_Unpaid_assist_ns,M_45_54_Overseas_visitors,M_45_54_years_Total,M_55_64_Prov_unpaid_assist,M_55_64_No_unpaid_assist_prov,M_55_64_yr_Unpaid_assist_ns,M_55_64_Overseas_visitors,M_55_64_years_Total,M_65_74_Prov_unpaid_assist,M_65_74_No_unpaid_assist_prov,M_65_74_yr_Unpaid_assist_ns,M_65_74_Overseas_visitors,M_65_74_years_Total,M_75_84_Prov_unpaid_assist,M_75_84_No_unpaid_assist_prov,M_75_84_yr_Unpaid_assist_ns,M_75_84_Overseas_visitors,M_75_84_years_Total,M_85_over_Prov_unpaid_assist,M_85ovr_No_unpaid_assist_prov,M_85ovr_over_Unpaid_assist_ns,M_85over_Overseas_visitors,M_85_yr_and_over_Total,M_Tot_Prov_unpaid_assist,M_Tot_No_unpaid_assist_prov,M_Tot_Unpaid_assist_ns,M_Total_Overseas_visitors,M_Total_Total,F_15_19_Prov_unpaid_assist,F_15_19_No_unpaid_assist_prov,F_15_19_yr_Unpaid_assist_ns,F_15_19_Overseas_visitors,F_15_19_years_Total,F_20_24_Prov_unpaid_assist,F_20_24_No_unpaid_assist_prov,F_20_24_yr_Unpaid_assist_ns,F_20_24_Overseas_visitors,F_20_24_years_Total,F_25_34_Prov_unpaid_assist,F_25_34_No_unpaid_assist_prov,F_25_34_yr_Unpaid_assist_ns,F_25_34_Overseas_visitors,F_25_34_years_Total,F_35_44_Prov_unpaid_assist,F_35_44_No_unpaid_assist_prov,F_35_44_yr_Unpaid_assist_ns,F_35_44_Overseas_visitors,F_35_44_years_Total,F_45_54_Prov_unpaid_assist,F_45_54_No_unpaid_assist_prov,F_45_54_Unpaid_assist_ns,F_45_54_Overseas_visitors,F_45_54_years_Total,F_55_64_Prov_unpaid_assist,F_55_64_No_unpaid_assist_prov,F_55_64_yr_Unpaid_assist_ns,F_55_64_Overseas_visitors,F_55_64_years_Total,F_65_74_Prov_unpaid_assist,F_65_74_No_unpaid_assist_prov,F_65_74_yr_Unpaid_assist_ns,F_65_74_Overseas_visitors,F_65_74_years_Total,F_75_84_Prov_unpaid_assist,F_75_84_No_unpaid_assist_prov,F_75_84_yr_Unpaid_assist_ns,F_75_84_Overseas_visitors,F_75_84_years_Total,F_85_over_Prov_unpaid_assist,F_85ovr_No_unpaid_assist_prov,F_85ovr_over_Unpaid_assist_ns,F_85over_Overseas_visitors,F_85_yr_and_over_Total,F_Tot_Prov_unpaid_assist,F_Tot_No_unpaid_assist_prov,F_Tot_Unpaid_assist_ns,F_Total_Overseas_visitors,F_Total_Total,P_15_19_Prov_unpaid_assist,P_15_19_No_unpaid_assist_prov,P_15_19_yr_Unpaid_assist_ns,P_15_19_Overseas_visitors,P_15_19_years_Total,P_20_24_Prov_unpaid_assist,P_20_24_No_unpaid_assist_prov,P_20_24_yr_Unpaid_assist_ns,P_20_24_Overseas_visitors,P_20_24_years_Total,P_25_34_Prov_unpaid_assist,P_25_34_No_unpaid_assist_prov,P_25_34_yr_Unpaid_assist_ns,P_25_34_Overseas_visitors,P_25_34_years_Total,P_35_44_Prov_unpaid_assist,P_35_44_No_unpaid_assist_prov,P_35_44_yr_Unpaid_assist_ns,P_35_44_Overseas_visitors,P_35_44_years_Total,P_45_54_Prov_unpaid_assist,P_45_54_No_unpaid_assist_prov,P_45_54_Unpaid_assist_ns,P_45_54_Overseas_visitors,P_45_54_years_Total,P_55_64_Prov_unpaid_assist,P_55_64_No_unpaid_assist_prov,P_55_64_yr_Unpaid_assist_ns,P_55_64_Overseas_visitors,P_55_64_years_Total,P_65_74_Prov_unpaid_assist,P_65_74_No_unpaid_assist_prov,P_65_74_yr_Unpaid_assist_ns,P_65_74_Overseas_visitors,P_65_74_years_Total,P_75_84_Prov_unpaid_assist,P_75_84_No_unpaid_assist_prov,P_75_84_yr_Unpaid_assist_ns,P_75_84_Overseas_visitors,P_75_84_years_Total,P_85_over_Prov_unpaid_assist,P_85ovr_No_unpaid_assist_prov,P_85ovr_over_Unpaid_assist_ns,P_85over_Overseas_visitors,P_85_yr_and_over_Total,P_Tot_Prov_unpaid_assist,P_Tot_No_unpaid_assist_prov,P_Tot_Unpaid_assist_ns,P_Total_Overseas_visitors,P_Total_Total
506,647,14157,876,11,15691,760,16281,1238,52,18333,1991,33749,2901,117,38760,3155,33087,2490,96,38818,3478,26231,1831,93,31636,3429,21763,1277,106,26584,2518,17281,913,114,20829,1133,8763,707,37,10639,319,2696,503,9,3526,17428,174018,12744,635,204822,740,13365,779,16,14897,1028,15160,967,37,17188,3120,34492,2336,93,40040,4940,32849,1968,56,39809,5783,24903,1406,65,32156,5924,21106,1097,175,28303,3855,17852,948,160,22825,1416,9892,989,45,12347,244,4396,948,15,5606,27056,174018,11429,657,213164,1387,27525,1661,25,30592,1790,31445,2206,86,35523,5106,68247,5238,210,78799,8092,65935,4454,147,78625,9260,51131,3241,160,63794,9357,42872,2374,282,54888,6380,35136,1858,282,43648,2554,18658,1697,84,22986,561,7090,1452,24,9130,44487,348040,24177,1293,417991
507,531,12193,656,22,13398,600,11705,908,34,13248,1395,24414,2093,102,28006,2301,25083,1868,71,29330,3055,22697,1349,62,27160,3437,19013,982,85,23525,2299,14828,815,81,18024,1189,7918,750,29,9882,347,2585,521,6,3457,15149,140442,9945,490,166028,609,11745,618,10,12982,819,11717,634,30,13212,2387,26330,1552,79,30345,4138,26652,1328,42,32167,5585,22846,1084,59,29573,5931,18950,863,86,25830,3559,15698,875,87,20215,1267,9063,939,20,11292,255,4233,883,10,5383,24548,147246,8782,427,180997,1137,23942,1268,36,26379,1420,23420,1546,70,26456,3777,50741,3648,179,58347,6443,51742,3205,114,61499,8637,45541,2436,120,56736,9364,37965,1852,175,49352,5857,30527,1688,166,38238,2455,16979,1689,47,21175,599,6820,1399,11,8839,39694,287686,18723,915,347021
509,200,3175,430,0,3811,161,2596,419,35,3212,393,5815,1087,81,7382,649,6006,1098,41,7790,1009,7013,1113,5,9140,1372,8169,1090,9,10638,972,7557,819,7,9359,459,3736,500,4,4702,145,1045,192,0,1381,5365,45119,6740,188,57410,180,2856,379,0,3417,166,2201,269,11,2648,628,5603,644,40,6918,1145,5902,705,19,7777,1651,6572,767,11,9010,2092,7412,795,11,10306,1326,6623,735,11,8694,536,3594,556,3,4695,100,1468,296,0,1860,7835,42227,5154,107,55326,377,6038,811,4,7228,326,4797,687,48,5859,1023,11421,1736,119,14303,1795,11905,1802,63,15569,2659,13587,1884,17,18149,3464,15586,1881,11,20945,2299,14177,1553,18,18054,1003,7327,1053,10,9394,245,2511,484,4,3246,13192,87349,11901,294,112735
510,121,2010,491,0,2618,145,2555,981,53,3737,506,9419,4080,150,14157,742,9756,4331,102,14929,666,8498,3895,71,13128,515,7240,2854,56,10665,281,4532,996,29,5838,75,1172,254,3,1507,7,116,33,0,156,3054,45307,17913,463,66731,121,1786,430,4,2340,204,2369,677,77,3330,605,7666,2060,156,10487,732,6347,1449,23,8557,705,5018,1353,8,7089,648,5108,1163,29,6949,339,3578,670,27,4616,75,829,209,0,1116,5,113,39,0,150,3430,32819,8044,332,44636,241,3792,924,4,4964,347,4930,1660,131,7068,1106,17091,6134,306,24640,1478,16106,5776,125,23486,1368,13521,5253,80,20217,1159,12352,4015,83,17613,621,8107,1671,60,10455,151,2001,464,5,2620,9,226,70,0,313,6490,78128,25955,796,111367
511,143,2882,502,5,3539,138,3131,921,38,4227,405,8016,2828,119,11369,637,7567,2628,49,10876,820,7910,2552,29,11311,978,8098,2012,37,11125,645,6548,1130,11,8333,299,2733,484,4,3522,72,595,124,4,794,4145,47489,13178,288,65099,137,2604,436,0,3179,171,2830,573,24,3595,605,6852,1306,74,8839,971,6207,1207,6,8396,1178,6279,1071,13,8547,1380,6653,1067,18,9120,852,5623,821,16,7317,290,2470,413,4,3171,52,809,173,4,1039,5646,40328,7061,165,53193,282,5489,942,7,6713,307,5966,1492,62,7827,1014,14865,4135,195,20213,1615,13776,3833,54,19275,2003,14192,3618,41,19859,2360,14752,3078,52,20247,1497,12170,1949,29,15647,586,5200,891,4,6695,129,1403,294,8,1832,9790,87813,20237,453,118291
597,0,8,7,0,14,3,46,28,0,81,11,222,193,24,459,29,465,416,37,945,30,427,374,53,896,23,234,196,24,473,3,69,41,0,119,0,11,0,0,15,0,0,0,0,0,105,1492,1256,143,3002,5,3,3,0,8,0,20,15,0,37,7,57,28,3,94,0,30,20,7,55,7,30,22,0,57,7,43,29,3,86,5,43,14,0,61,0,10,5,0,17,0,0,0,4,3,23,242,123,16,405,5,6,10,0,19,6,69,43,0,121,11,278,223,33,549,31,492,432,37,999,38,459,399,61,951,33,280,220,29,560,9,115,54,0,178,0,22,6,0,32,0,0,0,4,3,129,1727,1382,164,3410
601,299,6209,377,0,6889,395,6690,413,54,7551,1178,17484,1222,149,20033,1392,13137,897,44,15477,1916,11532,721,22,14187,2316,11176,617,19,14125,1622,9807,567,22,12015,823,5163,424,6,6410,212,1695,187,4,2103,10147,82899,5425,314,98792,353,5737,356,6,6449,513,6495,368,9,7385,1737,17141,980,33,19892,2553,13006,735,15,16307,3259,11608,577,17,15460,3782,11130,535,42,15488,2435,10384,614,22,13454,969,6400,552,15,7935,167,2978,352,4,3504,15762,84881,5070,161,105882,657,11943,734,6,13339,903,13181,782,67,14931,2913,34628,2207,182,39927,3945,26149,1638,51,31784,5178,23141,1292,41,29652,6096,22303,1153,61,29621,4056,20194,1177,40,25470,1788,11561,975,22,14348,376,4674,542,7,5603,25918,167780,10497,482,204671
602,204,3746,305,6,4258,219,3798,314,53,4383,630,8508,648,44,9828,787,6858,458,38,8144,1188,7342,485,11,9027,1390,8036,529,8,9968,1083,7404,554,8,9051,561,3964,366,7,4891,128,1147,179,4,1451,6191,50795,3839,174,60996,231,3571,248,0,4055,290,3584,272,3,4156,993,8075,518,56,9643,1460,6939,420,13,8839,2063,7418,442,15,9931,2490,7683,508,5,10687,1574,7264,538,7,9378,621,4422,462,6,5512,111,1846,292,10,2257,9830,50802,3704,123,64455,431,7316,558,8,8315,511,7381,589,60,8537,1625,16583,1166,100,19470,2250,13797,882,53,16981,3249,14755,929,23,18951,3884,15718,1043,18,20659,2657,14671,1088,13,18433,1178,8386,826,11,10398,239,2985,467,8,3708,16019,101596,7541,298,125452
603,63,920,134,0,1111,50,818,89,3,962,152,1707,176,23,2061,243,1838,170,9,2260,364,2240,193,0,2796,507,2844,260,0,3612,402,2662,252,0,3323,160,1203,146,0,1507,29,246,56,0,329,1964,14473,1477,39,17958,52,763,94,0,909,51,673,69,0,799,230,1683,180,10,2102,461,1792,170,3,2426,581,1963,174,0,2722,762,2591,229,4,3573,464,2282,209,6,2959,130,989,139,0,1259,22,306,63,0,391,2757,13031,1332,23,17140,106,1685,222,0,2015,103,1491,164,10,1764,382,3394,356,29,4164,698,3625,347,13,4681,949,4200,368,0,5519,1264,5431,487,0,7185,865,4944,464,6,6281,286,2191,289,0,2764,51,549,119,0,722,4716,27505,2815,57,35097
604,134,2811,266,0,3215,160,2616,194,13,2984,400,5751,458,29,6642,662,4870,425,20,5976,951,5706,466,12,7135,1210,6447,442,8,8111,927,5805,468,4,7200,483,3171,345,3,4005,99,878,152,5,1130,5029,38058,3220,96,46401,174,2693,231,0,3097,232,2509,169,4,2906,817,5592,414,23,6844,1193,4930,373,8,6498,1599,5679,389,7,7668,2014,6229,394,10,8653,1317,5781,441,8,7545,497,3466,413,5,4387,69,1484,184,4,1743,7911,38364,3006,63,49340,308,5500,498,0,6312,385,5131,361,17,5890,1223,11337,872,52,13485,1858,9803,792,26,12481,2551,11389,856,13,14807,3224,12675,839,22,16757,2245,11584,904,13,14746,983,6636,769,6,8392,173,2365,336,7,2875,12944,76417,6224,157,95745
697,0,0,0,0,0,0,8,0,0,9,0,29,25,3,58,0,40,24,3,67,10,32,22,0,71,7,35,20,0,63,0,22,0,0,25,0,3,0,0,4,0,0,0,0,0,23,165,99,8,296,0,4,0,0,4,0,3,0,0,6,0,9,3,0,13,0,9,3,0,16,5,11,4,0,18,0,13,3,0,11,4,5,0,0,9,0,0,0,0,0,0,0,0,0,0,9,50,12,0,75,0,5,0,0,5,3,13,0,0,15,0,38,29,3,69,0,46,30,4,78,14,42,31,0,90,7,46,25,0,77,3,26,0,0,33,0,6,0,0,3,0,0,0,0,0,36,217,115,13,374
701,172,3348,451,89,4057,187,4136,801,1098,6224,622,10784,1962,510,13877,851,9009,1564,158,11580,934,7694,1389,68,10083,776,6905,1160,72,8915,520,5263,848,37,6668,201,1813,279,13,2294,34,311,59,0,399,4288,49267,8507,2046,64106,217,3207,431,12,3867,202,3718,536,126,4577,1023,11488,1621,177,14305,1379,9306,1319,46,12046,1404,7366,1117,23,9906,1319,6340,1011,78,8744,790,4567,703,43,6102,210,1646,264,8,2136,33,381,82,8,504,6577,48014,7085,509,62191,390,6557,881,99,7921,387,7859,1328,1221,10795,1641,22277,3583,688,28189,2226,18316,2891,198,23627,2336,15065,2510,87,19990,2095,13247,2171,150,17665,1310,9826,1550,83,12766,404,3457,546,22,4433,63,691,140,6,904,10862,97278,15596,2555,126296
702,250,2699,480,6,3443,310,2718,639,82,3752,692,6780,1720,135,9322,656,5669,1441,47,7812,566,4888,1314,19,6790,500,4978,1198,32,6706,304,3898,835,21,5052,61,1001,211,4,1274,3,119,23,0,143,3351,32749,7856,344,44302,275,2460,426,5,3163,383,2756,420,19,3582,905,7361,1196,102,9563,936,5487,916,15,7360,860,4882,892,11,6645,821,5023,967,37,6843,381,3344,669,16,4410,90,754,137,8,989,15,171,24,0,211,4669,32234,5652,208,42763,529,5156,907,10,6598,701,5480,1061,98,7336,1600,14138,2919,231,18888,1592,11155,2357,63,15167,1427,9772,2206,33,13439,1315,9999,2168,65,13556,690,7239,1501,33,9464,152,1755,350,13,2264,21,288,48,0,357,8017,64978,13515,553,87063
797,0,10,0,0,10,0,14,5,0,17,0,33,13,0,54,0,62,41,0,106,0,70,42,0,117,0,63,33,0,96,0,11,3,0,22,0,4,0,0,4,0,0,0,0,0,9,266,141,12,429,0,0,0,0,0,0,12,0,0,15,0,6,5,7,16,0,6,0,0,3,0,7,0,0,7,0,6,0,0,12,0,13,5,0,21,0,4,0,0,5,0,0,0,0,0,0,48,17,7,67,0,4,0,0,11,0,24,3,0,27,0,41,17,9,65,0,67,43,0,112,0,77,42,0,124,0,70,34,0,106,0,28,7,0,40,0,5,3,0,10,0,0,0,0,0,12,314,158,17,494
801,634,12111,698,19,13461,867,15211,1144,50,17274,2103,34234,2307,88,38737,3185,29409,1640,100,34340,3955,22719,1154,72,27903,3704,17032,818,60,21617,2285,13295,634,65,16276,1303,6827,463,22,8612,358,2228,272,5,2864,18395,153062,9135,493,181082,679,11671,686,20,13059,1016,15238,1029,43,17328,2841,34245,1890,88,39065,4699,28935,1299,75,35004,5700,21612,915,63,28290,5549,16964,679,122,23317,3537,14432,697,87,18755,1525,8324,600,21,10468,287,3556,497,3,4342,25831,154987,8283,520,189630,1312,23784,1383,45,26526,1889,30453,2171,92,34599,4944,68480,4200,177,77804,7885,58345,2935,177,69342,9655,44331,2065,139,56195,9256,33999,1496,179,44930,5825,27723,1330,152,35030,2829,15147,1068,49,19085,643,5786,772,7,7204,44224,308052,17421,1020,370716
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901,7,87,20,0,110,4,97,47,5,148,6,247,193,4,453,19,226,120,0,365,31,257,102,3,389,43,317,93,3,457,30,264,63,0,361,11,108,33,0,148,4,22,3,0,30,155,1625,665,15,2464,5,84,20,0,113,8,90,20,7,130,14,213,64,0,290,27,239,64,0,332,56,250,70,0,379,68,298,73,0,442,35,228,45,0,309,14,98,29,0,142,0,27,7,0,34,236,1529,390,10,2163,10,168,33,0,220,14,188,69,4,273,20,462,261,8,745,49,463,179,0,701,82,507,173,3,767,112,620,159,5,893,66,488,110,0,673,30,206,60,0,295,8,47,10,0,60,393,3152,1055,23,4630
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
