SA4_CODE_2021,M_Yr_12_eq_15_19_yr,M_Yr_12_eq_20_24_yr,M_Yr_12_eq_25_34_yr,M_Yr_12_eq_35_44_yr,M_Yr_12_eq_45_54_yr,M_Yr_12_eq_55_64_yr,M_Yr_12_eq_65_74_yr,M_Yr_12_eq_75_84_yr,M_Yr_12_eq_85_yr_over,M_Yr_12_eq_Tot,M_Yr_11_eq_15_19_yr,M_Yr_11_eq_20_24_yr,M_Yr_11_eq_25_34_yr,M_Yr_11_eq_35_44_yr,M_Yr_11_eq_45_54_yr,M_Yr_11_eq_55_64_yr,M_Yr_11_eq_65_74_yr,M_Yr_11_eq_75_84_yr,M_Yr_11_eq_85_yr_over,M_Yr_11_eq_Tot,M_Yr_10_eq_15_19_yr,M_Yr_10_eq_20_24_yr,M_Yr_10_eq_25_34_yr,M_Yr_10_eq_35_44_yr,M_Yr_10_eq_45_54_yr,M_Yr_10_eq_55_64_yr,M_Yr_10_eq_65_74_yr,M_Yr_10_eq_75_84_yr,M_Yr_10_eq_85_yr_over,M_Yr_10_eq_Tot,M_Yr_9_eq_15_19_yr,M_Yr_9_eq_20_24_yr,M_Yr_9_eq_25_34_yr,M_Yr_9_eq_35_44_yr,M_Yr_9_eq_45_54_yr,M_Yr_9_eq_55_64_yr,M_Yr_9_eq_65_74_yr,M_Yr_9_eq_75_84_yr,M_Yr_9_eq_85_yr_over,M_Yr_9_eq_Tot,M_Yr_8_bel_15_19_yr,M_Yr_8_bel_20_24_yr,M_Yr_8_bel_25_34_yr,M_Yr_8_bel_35_44_yr,M_Yr_8_bel_45_54_yr,M_Yr_8_bel_55_64_yr,M_Yr_8_bel_65_74_yr,M_Yr_8_bel_75_84_yr,M_Yr_8_bel_85_yr_over,M_Yr_8_bel_Tot,M_Did_not_go_to_school_15_19,M_Did_not_go_to_school_20_24,M_Did_not_go_to_school_25_34,M_Did_not_go_to_school_35_44,M_Did_not_go_to_school_45_54,M_Did_not_go_to_school_55_64,M_Did_not_go_to_school_65_74,M_Did_not_go_to_school_75_84,M_Did_not_go_to_school_85ov,M_Did_not_go_to_school_Tot,M_High_yr_sch_ns_15_19_yr,M_High_yr_sch_ns_20_24_yr,M_High_yr_sch_ns_25_34_yr,M_High_yr_sch_ns_35_44_yr,M_High_yr_sch_ns_45_54_yr,M_High_yr_sch_ns_55_64_yr,M_High_yr_sch_ns_65_74_yr,M_High_yr_sch_ns_75_84_yr,M_High_yr_sch_ns_85_yr_over,M_High_yr_sch_ns_Tot,M_Tot_15_19_yr,M_Tot_20_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Yr_12_eq_15_19_yr,F_Yr_12_eq_20_24_yr,F_Yr_12_eq_25_34_yr,F_Yr_12_eq_35_44_yr,F_Yr_12_eq_45_54_yr,F_Yr_12_eq_55_64_yr,F_Yr_12_eq_65_74_yr,F_Yr_12_eq_75_84_yr,F_Yr_12_eq_85_yr_over,F_Yr_12_eq_Tot,F_Yr_11_eq_15_19_yr,F_Yr_11_eq_20_24_yr,F_Yr_11_eq_25_34_yr,F_Yr_11_eq_35_44_yr,F_Yr_11_eq_45_54_yr,F_Yr_11_eq_55_64_yr,F_Yr_11_eq_65_74_yr,F_Yr_11_eq_75_84_yr,F_Yr_11_eq_85_yr_over,F_Yr_11_eq_Tot,F_Yr_10_eq_15_19_yr,F_Yr_10_eq_20_24_yr,F_Yr_10_eq_25_34_yr,F_Yr_10_eq_35_44_yr,F_Yr_10_eq_45_54_yr,F_Yr_10_eq_55_64_yr,F_Yr_10_eq_65_74_yr,F_Yr_10_eq_75_84_yr,F_Yr_10_eq_85_yr_over,F_Yr_10_eq_Tot,F_Yr_9_eq_15_19_yr,F_Yr_9_eq_20_24_yr,F_Yr_9_eq_25_34_yr,F_Yr_9_eq_35_44_yr,F_Yr_9_eq_45_54_yr,F_Yr_9_eq_55_64_yr,F_Yr_9_eq_65_74_yr,F_Yr_9_eq_75_84_yr,F_Yr_9_eq_85_yr_over,F_Yr_9_eq_Tot,F_Yr_8_bel_15_19_yr,F_Yr_8_bel_20_24_yr,F_Yr_8_bel_25_34_yr,F_Yr_8_bel_35_44_yr,F_Yr_8_bel_45_54_yr,F_Yr_8_bel_55_64_yr,F_Yr_8_bel_65_74_yr,F_Yr_8_bel_75_84_yr,F_Yr_8_bel_85_yr_over,F_Yr_8_bel_Tot,F_Did_not_go_to_school_15_19,F_Did_not_go_to_school_20_24,F_Did_not_go_to_school_25_34,F_Did_not_go_to_school_35_44,F_Did_not_go_to_school_45_54,F_Did_not_go_to_school_55_64,F_Did_not_go_to_school_65_74,F_Did_not_go_to_school_75_84,F_Did_not_go_to_school_85ov,F_Did_not_go_to_school_Tot,F_High_yr_sch_ns_15_19_yr,F_High_yr_sch_ns_20_24_yr,F_High_yr_sch_ns_25_34_yr,F_High_yr_sch_ns_35_44_yr,F_High_yr_sch_ns_45_54_yr,F_High_yr_sch_ns_55_64_yr,F_High_yr_sch_ns_65_74_yr,F_High_yr_sch_ns_75_84_yr,F_High_yr_sch_ns_85_yr_over,F_High_yr_sch_ns_Tot,F_Tot_15_19_yr,F_Tot_20_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Yr_12_eq_15_19_yr,P_Yr_12_eq_20_24_yr,P_Yr_12_eq_25_34_yr,P_Yr_12_eq_35_44_yr,P_Yr_12_eq_45_54_yr,P_Yr_12_eq_55_64_yr,P_Yr_12_eq_65_74_yr,P_Yr_12_eq_75_84_yr,P_Yr_12_eq_85_yr_over,P_Yr_12_eq_Tot,P_Yr_11_eq_15_19_yr,P_Yr_11_eq_20_24_yr,P_Yr_11_eq_25_34_yr,P_Yr_11_eq_35_44_yr,P_Yr_11_eq_45_54_yr,P_Yr_11_eq_55_64_yr,P_Yr_11_eq_65_74_yr,P_Yr_11_eq_75_84_yr,P_Yr_11_eq_85_yr_over,P_Yr_11_eq_Tot,P_Yr_10_eq_15_19_yr,P_Yr_10_eq_20_24_yr,P_Yr_10_eq_25_34_yr,P_Yr_10_eq_35_44_yr,P_Yr_10_eq_45_54_yr,P_Yr_10_eq_55_64_yr,P_Yr_10_eq_65_74_yr,P_Yr_10_eq_75_84_yr,P_Yr_10_eq_85_yr_over,P_Yr_10_eq_Tot,P_Yr_9_eq_15_19_yr,P_Yr_9_eq_20_24_yr,P_Yr_9_eq_25_34_yr,P_Yr_9_eq_35_44_yr,P_Yr_9_eq_45_54_yr,P_Yr_9_eq_55_64_yr,P_Yr_9_eq_65_74_yr,P_Yr_9_eq_75_84_yr,P_Yr_9_eq_85_yr_over,P_Yr_9_eq_Tot
308,1687,4511,8597,8304,6432,4040,2991,1057,207,37826,386,435,1277,1255,1435,1314,797,220,42,7160,614,791,2751,2994,4497,6841,4738,1505,288,25024,190,121,400,540,749,1258,1164,483,128,5042,45,42,139,238,349,634,1348,1571,532,4911,10,27,56,47,60,73,65,52,22,400,532,661,1798,1972,1997,1867,1359,728,300,11222,3473,6585,15030,15358,15525,16030,12456,5625,1513,91581,1701,4735,10439,10193,7825,4839,2515,964,216,43429,250,368,1029,1053,1344,1443,721,233,39,6477,452,566,1872,2027,3758,6395,5004,1876,491,22453,121,98,278,367,546,940,940,501,167,3954,21,14,82,135,233,401,1050,1523,773,4249,0,9,26,39,38,57,55,35,35,293,456,504,1139,1125,1077,1150,1044,771,469,7733,2998,6298,14867,14944,14827,15232,11317,5911,2193,88579,3385,9244,19037,18504,14256,8887,5504,2021,418,81255,638,802,2309,2307,2784,2761,1517,456,78,13635,1067,1355,4624,5022,8260,13235,9749,3380,781,47471,312,218,686,905,1295,2204,2104,985,296,8997
309,5208,15496,30104,28200,23771,16260,14037,6820,1599,141488,652,1060,2814,3180,3668,3485,2360,1206,259,18680,1089,1277,4718,5926,9385,11252,8604,4828,1154,48233,302,233,689,970,1314,1762,2176,1553,467,9470,86,75,227,338,451,735,1448,1797,763,5920,7,34,130,136,125,132,138,108,86,891,937,1276,3299,2635,2425,2156,2203,1912,1016,17856,8289,19447,41981,41381,41135,35790,30964,18222,5335,242542,5782,17259,35519,34238,28377,18803,12814,5833,1665,160294,445,754,2348,2697,3798,3838,2902,1350,341,18481,761,953,3744,4733,8676,12470,12083,6425,1961,51808,187,129,504,668,1075,1656,2587,1698,796,9302,58,60,162,252,361,776,1588,2077,1274,6617,13,30,109,138,140,135,193,155,116,1032,907,1365,3225,2650,2399,2277,2331,2352,1879,19384,8152,20546,45613,45388,44825,39957,34499,19888,8034,266902,10991,32757,65620,62438,52154,35058,26852,12653,3264,301782,1101,1810,5157,5881,7468,7321,5269,2554,605,37165,1848,2231,8465,10653,18058,23721,20689,11255,3115,100039,492,360,1190,1640,2392,3423,4767,3255,1259,18772
310,3180,9051,17161,15827,11251,6502,4271,1804,399,69448,520,699,1797,1769,1876,1498,710,272,43,9185,901,1198,4390,4421,5850,7326,4791,1777,359,31015,301,193,625,876,1076,1497,1151,475,152,6354,130,93,287,486,598,973,1564,1724,579,6431,21,52,173,162,245,334,230,97,41,1349,676,808,1768,1548,1267,1048,860,621,291,8880,5727,12103,26200,25086,22165,19183,13576,6772,1864,132670,3395,9315,20161,18416,12951,7218,3992,1637,403,77488,396,538,1725,1639,1963,1457,720,316,70,8828,613,834,2969,3067,5253,7692,5648,2272,586,28935,170,137,536,649,954,1300,1160,592,202,5705,71,58,234,445,568,800,1638,2007,990,6813,11,31,172,227,376,372,287,155,109,1738,625,666,1665,1415,1134,993,886,830,534,8739,5275,11592,27461,25856,23193,19834,14331,7809,2892,138247,6576,18366,37330,34243,24198,13719,8262,3441,799,146939,910,1242,3523,3406,3838,2959,1426,590,113,18010,1519,2033,7355,7485,11100,15017,10443,4045,945,59946,466,332,1166,1527,2037,2798,2321,1065,357,12068
311,3158,8848,15802,14168,10212,6216,4581,2030,390,65408,556,764,1861,1867,1995,1526,927,344,57,9892,881,972,3578,4023,5697,6818,4921,1942,367,29208,316,226,758,859,1151,1431,1187,611,142,6674,92,74,413,517,641,808,1366,1298,418,5632,12,48,349,339,334,279,208,140,42,1756,840,871,1910,1734,1401,1056,883,677,296,9668,5852,11802,24674,23508,21441,18132,14069,7049,1709,128241,3262,8988,18328,16891,11840,7131,4430,1763,430,73055,359,573,1721,1688,2074,1646,873,317,56,9318,575,814,2944,3153,5415,7241,6133,2396,667,29344,185,135,531,645,961,1276,1236,671,231,5855,50,68,367,433,524,714,1493,1494,729,5869,8,53,276,378,432,354,259,178,68,2011,753,834,2002,1661,1355,982,1046,870,557,10062,5195,11466,26173,24855,22599,19335,15473,7687,2742,135521,6422,17838,34132,31052,22054,13343,9010,3798,819,138463,914,1340,3584,3561,4074,3163,1797,665,114,19208,1457,1786,6526,7175,11110,14067,11061,4338,1033,58553,500,362,1286,1504,2114,2707,2423,1280,372,12531
312,1159,3594,7237,6950,5391,3233,2351,841,162,30917,289,403,1060,1191,1324,1199,619,169,21,6283,526,530,2233,2535,3949,5798,3829,1171,222,20789,139,107,328,390,592,966,928,395,80,3924,30,31,87,126,215,491,1013,1183,355,3522,9,8,30,29,43,42,45,47,27,267,451,1015,3166,3064,3109,2708,1310,640,215,15684,2607,5674,14132,14282,14622,14441,10101,4445,1072,81381,1230,3900,8916,8196,6262,3684,2042,703,163,35093,183,251,812,919,1174,1152,536,197,40,5265,285,412,1443,1691,2996,5151,3865,1338,390,17564,84,65,227,256,359,730,799,404,117,3049,10,26,52,66,139,304,731,1014,541,2876,3,11,31,21,36,42,33,30,13,224,434,760,1740,1350,1310,1274,966,600,313,8752,2225,5415,13221,12509,12281,12330,8971,4286,1573,72809,2392,7488,16152,15146,11657,6912,4398,1541,321,66007,472,651,1872,2115,2498,2349,1156,363,64,11545,811,939,3675,4225,6944,10948,7697,2507,605,38354,225,170,552,645,954,1693,1731,807,195,6969
313,2062,5271,8610,8239,7198,5002,4854,2528,557,44324,396,489,1204,1320,1571,1413,1035,460,106,7992,721,910,2994,3132,4997,6416,5717,2592,504,27992,220,155,525,672,916,1168,1345,750,249,6005,60,53,191,241,385,564,1312,1654,587,5052,7,19,84,65,76,91,73,53,26,499,396,481,972,998,923,812,872,804,413,6672,3876,7378,14584,14666,16062,15460,15204,8853,2444,98527,2134,5397,10565,11001,9236,6113,4730,2176,534,51900,281,397,1144,1237,1718,1561,1151,495,124,8111,428,584,2117,2385,4551,7313,7332,3290,848,28857,146,98,342,468,751,1131,1450,885,343,5624,36,28,105,151,298,484,1403,1807,873,5191,3,13,63,59,61,77,60,62,53,451,394,421,946,914,855,796,1051,968,837,7184,3424,6951,15286,16229,17474,17473,17183,9687,3618,107314,4195,10670,19176,19247,16431,11115,9585,4708,1095,96218,678,880,2344,2553,3295,2975,2189,957,230,16102,1152,1497,5112,5524,9552,13725,13044,5885,1352,56850,365,256,869,1139,1666,2305,2794,1634,594,11620
314,2098,5392,10227,11492,9334,5189,3336,1330,252,48656,228,356,926,942,1207,1034,488,177,36,5401,371,418,1681,1804,2900,3450,2806,1173,202,14804,127,76,243,290,363,427,459,286,65,2335,20,27,97,110,142,217,442,685,232,1979,11,8,52,36,56,47,50,21,9,305,201,232,537,474,411,261,256,226,115,2711,3057,6505,13762,15155,14424,10625,7836,3903,913,76185,2216,5492,12010,13586,10864,5681,2851,1129,292,54116,171,249,828,875,1098,954,519,212,53,4971,259,354,1375,1338,2670,4034,3853,1592,416,15887,63,51,169,210,295,430,578,331,127,2263,18,16,55,72,115,180,603,850,440,2343,7,6,31,55,46,56,52,29,18,298,166,218,549,514,419,282,314,328,251,3048,2911,6376,15020,16654,15510,11624,8772,4467,1596,82925,4318,10886,22241,25080,20203,10865,6182,2460,541,102771,403,603,1759,1818,2313,1997,1010,387,89,10367,628,773,3055,3146,5566,7479,6654,2765,618,30684,192,123,420,502,656,857,1036,622,192,4595
315,590,1674,3655,2796,2125,1727,1502,380,43,14492,170,265,554,497,578,589,426,83,10,3177,364,549,1497,1422,1993,2643,1943,493,55,10960,137,97,252,275,405,562,524,205,23,2486,90,43,127,139,226,456,752,546,124,2510,8,15,34,18,39,38,58,36,11,262,296,473,1267,1133,1241,1252,1060,403,85,7203,1658,3127,7386,6277,6616,7253,6263,2158,354,41086,609,1916,4186,3185,2614,2094,1177,270,51,16107,145,243,532,456,561,658,368,76,11,3054,236,296,760,866,1336,2324,1699,446,81,8046,94,65,144,172,209,369,381,125,32,1586,43,22,68,64,101,254,519,430,158,1663,4,4,23,13,17,33,42,34,12,180,250,382,837,670,727,945,728,266,87,4900,1386,2929,6540,5425,5571,6677,4915,1651,434,35527,1201,3591,7838,5981,4738,3817,2681,654,96,30597,317,510,1086,957,1140,1246,790,164,24,6232,600,845,2259,2286,3328,4964,3639,936,141,19001,226,164,400,444,618,930,906,333,53,4070
316,2850,7414,14179,15492,14654,10984,11063,5680,1347,83671,496,588,1409,1671,2296,2618,2004,953,221,12245,942,788,2641,3309,5729,8341,7427,3926,955,34054,277,127,338,499,756,1116,1432,1109,381,6033,74,42,90,136,252,445,1021,1672,848,4584,12,19,61,48,69,60,63,59,21,410,504,559,1295,1305,1273,1220,1385,1291,717,9556,5144,9537,20015,22463,25020,24795,24396,14684,4499,150557,3243,8223,17369,19838,18726,13714,10307,4730,1358,97510,306,388,1153,1443,2371,3020,2341,1173,284,12479,606,615,1907,2605,5322,9607,10203,5361,1626,37855,145,82,225,356,552,1128,1591,1265,544,5888,34,18,76,117,184,362,1048,1821,1228,4886,10,16,31,54,60,52,50,55,44,374,503,556,1307,1346,1266,1388,1482,1560,1311,10720,4851,9895,22068,25757,28482,29264,27034,15965,6391,169705,6096,15640,31549,35332,33378,24701,21372,10408,2708,181183,804,974,2554,3117,4666,5637,4345,2122,504,24727,1546,1403,4548,5915,11052,17942,17629,9286,2583,71912,415,209,567,859,1303,2243,3027,2378,931,11920
317,1334,3888,7331,6018,4717,3007,2376,1127,282,30086,196,304,593,569,685,636,377,176,47,3579,410,403,1333,1504,2340,3591,2868,1293,316,14067,115,90,265,317,412,510,474,335,115,2638,45,60,133,208,268,319,762,1099,472,3362,15,27,126,105,80,80,62,35,18,542,260,314,649,504,507,463,444,376,168,3695,2377,5096,10422,9233,9007,8611,7369,4436,1419,57972,1434,4203,8696,7511,6033,3817,2438,1181,368,35669,168,249,507,553,770,651,464,228,89,3677,316,302,927,1153,2308,3881,3753,1860,631,15131,108,75,192,218,300,482,544,358,187,2477,46,58,105,146,169,245,712,1253,821,3543,19,48,168,172,125,115,83,39,20,793,234,296,548,495,444,460,442,508,350,3778,2321,5226,11145,10249,10140,9648,8435,5430,2468,65071,2764,8087,16028,13529,10744,6821,4811,2307,654,65753,367,549,1100,1125,1455,1288,843,404,134,7256,725,707,2258,2658,4654,7472,6623,3159,950,29199,225,169,462,535,708,994,1024,698,302,5114
318,2102,6372,10423,8372,7130,4549,3471,1409,255,44077,399,443,1232,1147,1415,1392,823,258,33,7140,574,665,2275,2436,3691,5731,4630,1680,331,22014,205,119,334,453,666,943,1022,488,108,4339,51,51,135,194,300,570,1112,1370,491,4267,12,16,61,62,69,91,70,61,25,471,634,1101,1534,1204,1182,1152,1027,691,261,8794,3977,8770,15999,13866,14454,14426,12153,5960,1503,91104,2404,6497,11804,10662,8854,5344,3080,1220,310,50176,218,321,962,1047,1383,1494,787,286,71,6562,334,495,1563,1896,3313,5862,5355,2082,638,21541,130,84,266,334,495,825,909,535,179,3757,47,35,91,152,204,401,970,1395,807,4091,5,6,52,69,75,82,73,51,36,444,536,630,1241,1121,1087,934,915,694,448,7608,3676,8072,15976,15279,15412,14942,12080,6264,2485,94182,4501,12862,22227,19036,15988,9895,6544,2630,570,94248,622,764,2203,2191,2794,2883,1605,542,103,13704,910,1157,3836,4334,7002,11595,9991,3764,967,43564,331,205,597,785,1162,1772,1931,1025,282,8096
319,1795,4648,8135,7310,6814,5522,6145,3165,597,44128,512,571,1174,1180,1646,1918,1681,749,126,9559,1011,963,2881,3509,6089,10025,9961,4042,674,39148,299,151,492,794,1243,2090,2632,1385,322,9395,85,95,217,339,543,1061,2772,3264,1194,9583,6,20,64,58,88,102,120,119,50,624,572,536,1215,1129,1439,1656,1861,1467,510,10385,4285,6980,14167,14313,17863,22367,25178,14192,3474,122823,1793,4923,9982,10037,9426,7502,5717,2590,638,52605,350,412,1061,1320,1866,2360,1745,698,145,9953,728,699,2163,2894,5684,10697,11129,4529,1110,39638,187,137,363,585,958,1833,2429,1373,462,8331,42,28,125,185,366,743,2306,2918,1604,8313,8,24,64,45,64,87,81,90,49,512,504,453,1088,1084,1266,1542,1883,1655,801,10266,3597,6679,14847,16149,19629,24765,25290,13850,4812,129620,3582,9571,18116,17344,16244,13021,11866,5757,1238,96735,864,980,2238,2501,3506,4276,3420,1449,274,19505,1733,1662,5043,6410,11769,20721,21092,8567,1783,78782,488,287,852,1376,2202,3922,5058,2762,783,17725
397,0,7,8,15,8,8,4,0,0,52,0,0,0,3,0,0,0,0,0,9,0,0,12,8,13,4,0,0,0,36,0,0,0,3,5,0,0,0,0,8,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,40,74,45,16,6,0,0,192,6,9,69,102,77,26,14,0,0,300,0,3,8,3,0,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,12,3,0,0,0,0,0,29,6,3,21,7,3,5,0,0,0,53,0,4,16,20,8,10,4,0,0,70,0,0,0,3,0,0,0,0,0,13,0,0,12,8,11,3,0,0,0,33,0,0,0,0,5,0,0,0,0,11
401,2659,9539,16647,15461,14119,10903,8833,4100,1179,83442,317,701,1544,1631,2759,3608,2578,1044,260,14449,183,292,984,1176,1547,2186,2057,1437,495,10360,58,58,157,238,300,463,518,490,217,2501,26,30,77,97,129,238,660,1106,813,3174,7,22,67,65,58,56,86,125,103,598,252,442,1056,926,832,763,662,566,381,5875,3507,11090,20538,19598,19734,18219,15386,8879,3449,120393,3027,9718,18088,17975,16210,12404,8611,3814,1438,91270,207,458,955,1117,2337,3958,3387,1443,570,14422,120,197,608,786,1134,1936,3047,2391,1010,11221,47,38,116,153,193,375,669,730,467,2785,10,8,45,83,125,225,840,1597,1336,4269,3,15,65,60,71,93,137,253,236,928,278,452,973,749,695,676,788,817,773,6205,3698,10882,20843,20922,20760,19660,17473,11033,5829,131109,5689,19263,34731,33431,30331,23305,17441,7918,2614,174717,532,1157,2502,2744,5090,7568,5967,2485,829,28869,305,491,1594,1964,2678,4120,5102,3825,1501,21580,102,97,272,391,494,836,1189,1220,681,5285
402,3435,11582,21404,18356,12927,8466,5906,2685,765,85528,909,1921,4771,4720,5942,6528,3891,1268,283,30229,646,1039,3763,4123,4402,5503,4378,2479,624,26956,187,188,851,1069,1132,1614,1363,963,369,7734,90,148,583,813,740,1010,1687,1871,865,7807,16,103,421,616,722,625,436,261,114,3321,528,655,1542,1442,1212,1031,997,868,543,8812,5813,15632,33328,31140,27084,24786,18662,10399,3554,170397,3465,11353,24151,20745,14631,9454,5492,2635,831,92770,572,1220,3495,3604,5607,6922,4164,1406,368,27354,425,730,2838,3207,3820,5705,5921,3265,1000,26917,112,143,634,825,950,1558,1740,1414,679,8050,50,73,488,703,633,995,2004,2354,1483,8794,11,58,438,761,922,741,521,351,221,4028,520,561,1424,1209,1041,949,1050,1259,936,8944,5157,14146,33465,31056,27600,26337,20891,12679,5523,176863,6897,22940,45557,39106,27559,17929,11400,5322,1596,178302,1478,3138,8268,8324,11545,13451,8051,2675,647,57582,1074,1765,6601,7332,8219,11207,10302,5743,1625,53878,302,326,1483,1895,2082,3173,3104,2379,1045,15783
403,2841,8706,16085,15761,14001,10289,8527,3874,1099,81192,617,1195,3106,3429,4512,5465,4201,1522,422,24467,402,590,1957,2377,2912,3916,3976,2502,790,19425,102,99,402,501,587,921,1046,856,406,4914,42,36,133,178,243,420,877,1187,695,3806,7,20,52,78,82,123,112,86,47,610,300,362,785,755,744,746,773,711,408,5585,4311,11018,22525,23079,23076,21889,19507,10732,3861,140003,3139,9266,19023,19487,16519,12257,8134,3627,1331,92781,360,736,2049,2573,4023,6079,5058,1749,678,23300,234,421,1375,1815,2451,4111,5865,3532,1534,21336,65,85,247,366,433,819,1202,1213,731,5158,28,37,91,151,180,363,940,1457,1349,4596,4,7,41,47,78,136,135,127,104,676,282,318,740,752,685,743,916,979,750,6162,4111,10861,23563,25191,24366,24507,22248,12676,6473,153999,5985,17979,35111,35249,30521,22551,16657,7498,2426,173973,976,1934,5158,5998,8528,11547,9258,3271,1090,47761,630,1008,3337,4192,5362,8028,9846,6030,2325,40760,166,179,648,865,1015,1744,2249,2069,1136,10069
404,1752,6810,14689,11655,9140,6774,4590,1747,559,57726,276,669,1796,1750,2797,3558,2130,729,223,13922,198,308,1148,1365,1818,2534,2063,1271,485,11187,55,63,249,311,420,728,621,505,265,3215,33,45,109,175,270,485,963,1347,901,4327,9,12,74,88,136,185,200,187,152,1040,200,321,746,617,562,599,472,439,240,4190,2518,8217,18812,15946,15144,14869,11049,6224,2830,95607,1844,7038,15811,12903,10353,7428,4120,1575,667,61731,170,442,1145,1297,2451,3831,2522,755,355,12963,112,245,806,992,1515,2410,2981,1873,812,11742,36,44,173,273,389,640,792,857,519,3727,19,15,103,197,282,468,1307,2042,1564,6001,3,17,67,114,221,256,276,361,358,1678,139,280,668,614,483,516,573,614,398,4291,2328,8081,18787,16383,15696,15559,12564,8072,4666,102135,3595,13847,30498,24556,19493,14208,8708,3325,1226,119456,442,1111,2947,3045,5248,7385,4653,1480,573,26888,312,551,1953,2350,3333,4944,5039,3142,1290,22925,94,104,420,581,814,1369,1414,1368,781,6944
405,608,1667,2784,2630,2704,2229,2142,867,192,15825,253,461,1158,1249,1938,2802,1878,541,96,10377,164,234,745,977,1270,2270,2298,1153,273,9383,47,41,170,258,386,701,864,571,169,3207,14,17,63,82,123,315,809,999,412,2839,3,0,18,15,18,20,21,20,13,121,193,173,339,411,496,613,624,450,178,3481,1280,2593,5280,5636,6931,8948,8634,4604,1333,45233,621,1822,3624,3888,3801,2964,2087,819,224,19863,126,235,738,954,1774,2812,1915,598,143,9294,102,115,541,696,956,1956,2473,1258,378,8469,23,30,102,167,214,496,730,644,233,2639,8,10,42,39,72,203,543,903,683,2496,0,0,8,7,21,13,19,20,19,121,157,121,326,354,442,531,593,552,286,3364,1036,2340,5369,6111,7287,8970,8365,4794,1960,46243,1229,3494,6405,6519,6509,5199,4228,1690,419,35695,378,696,1895,2208,3713,5607,3792,1139,238,19666,262,351,1287,1674,2230,4223,4768,2408,649,17846,70,72,275,422,598,1198,1597,1221,403,5848
406,403,1303,3125,2643,2329,1643,1184,465,100,13194,259,473,1337,1145,1673,2093,1107,275,49,8418,194,312,1095,1076,1189,1731,1389,595,128,7712,63,52,191,207,273,494,492,292,70,2131,32,34,99,114,139,263,504,576,239,1985,4,5,20,15,21,37,30,21,10,164,195,319,962,875,983,914,578,366,130,5326,1141,2501,6832,6078,6601,7172,5292,2590,724,38934,435,1417,3492,2890,2706,1807,1105,431,118,14401,111,326,797,795,1249,1921,1037,255,70,6564,128,175,621,578,771,1254,1339,701,198,5749,39,38,124,122,190,296,389,308,122,1629,14,18,59,73,112,167,398,531,312,1685,0,0,20,17,17,14,30,23,15,147,185,195,545,431,508,542,521,369,193,3495,908,2170,5659,4917,5550,5997,4817,2617,1029,33668,837,2721,6619,5540,5030,3453,2287,890,219,27599,366,800,2133,1942,2923,4010,2145,537,121,14981,315,487,1716,1658,1958,2976,2733,1297,326,13464,96,89,316,334,464,789,883,597,193,3759
407,969,2633,4857,4299,4669,3754,4070,1922,424,27600,530,941,1929,1988,2876,3872,3002,953,208,16296,330,522,1757,2147,2506,3583,3541,1816,425,16621,102,84,373,489,655,1182,1268,867,287,5301,37,40,158,215,248,510,1293,1497,702,4704,10,19,64,98,107,90,69,66,32,552,314,322,749,755,901,1044,1028,763,316,6201,2292,4559,9885,9987,11965,14036,14268,7878,2397,77273,1073,2945,6439,6137,6198,4948,3957,1695,488,33883,244,534,1275,1626,2776,4350,3206,1086,278,15373,133,260,962,1212,1623,3024,3965,2239,669,14083,58,47,204,268,390,838,1071,930,416,4221,17,12,90,132,166,301,973,1409,1064,4164,9,10,43,55,64,65,56,65,34,390,268,241,571,612,766,837,1021,913,592,5822,1791,4058,9585,10040,11986,14350,14254,8347,3537,77946,2038,5586,11298,10435,10867,8697,8030,3618,914,61483,772,1479,3204,3613,5651,8217,6209,2041,491,31666,463,781,2717,3358,4126,6610,7505,4053,1093,30705,161,130,576,759,1044,2023,2336,1796,702,9524
497,0,0,0,7,8,0,0,0,0,14,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,8,0,0,0,16,10,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,14,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
