SA4_CODE_2021,Separate_house_NB0_i_sa_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Sd_r_or_t_h_t_1_s_NB0_i_sa_b,Sd_r_or_t_h_t_1_st_NofB_1,Sd_r_or_t_h_t_1_st_NofB_2,Sd_r_or_t_h_t_1_st_NofB_3,Sd_r_or_t_h_t_1_st_NofB_4,Sd_r_or_t_h_t_1_st_NofB_5,Sd_r_or_t_h_t_1_st_NofB_6_m,Sd_r_or_t_h_t_1_st_NofB_NS,Sd_r_or_t_h_t_1_st_Total,Sd_r_or_t_h_t_2m_s_NB0_i_sa_b,Sd_r_or_t_h_t_2m_sts_NofB_1,Sd_r_or_t_h_t_2m_sts_NofB_2m,Sd_r_or_t_h_t_2m_sts_NofB_3,Sd_r_or_t_h_t_2m_sts_NofB_4,Sd_r_or_t_h_t_2m_sts_NofB_5,Sd_r_or_t_h_t_2m_st_NofB_6_m,Sd_r_or_t_h_t_2m_sts_NofB_NS,Sd_r_or_t_h_t_2m_sts_Total,Sd_r_or_t_h_t_T_NB0_i_sa_b,Sd_r_or_t_h_t_Total_NofB_1,Sd_r_or_t_h_t_Total_NofB_2,Sd_r_or_t_h_t_Total_NofB_3,Sd_r_or_t_h_t_Total_NofB_4,Sd_r_or_t_h_t_Total_NofB_5,Sd_r_or_t_h_t_Tot_NofB_6_m,Sd_r_or_t_h_t_Tot_NofB_NS,Sd_r_or_t_h_t_Total_Total,Fl_a_1_or2_st_bl_NB0_i_sa_b,Fl_a_1_or2_st_bl_NofB_1,Fl_a_1_or2_st_bl_NofB_2,Fl_a_1_or2_st_bl_NofB_3,Fl_a_1_or2_st_bl_NofB_4,Fl_a_1_or2_st_bl_NofB_5,Fl_a_1_or2_st_bl_NofB_6_m,Fl_a_1_or2_st_bl_NofB_NS,Fl_a_1_or2_st_bl_Total,Fl_a_3_st_bl_NB0_i_sa_b,Fl_a_In_3_st_bl_NofB_1,Fl_a_In_3_st_bl_NofB_2,Fl_a_In_3_st_bl_NofB_3,Fl_a_In_3_st_bl_NofB_4,Fl_a_In_3_st_bl_NofB_5,Fl_a_In_3_s_bl_NofB_6_m,Fl_a_In_3_st_bl_NofB_NS,Fl_a_In_3_st_bl_Total,Fl_a_4_to_8_s_b_NB0_i_sa_b,Fl_a_4_to_8_s_b_NofB_1,Fl_a_4_to_8_s_b_NofB_2,Fl_a_4_to_8_s_b_NofB_3,Fl_a_4_to_8_s_b_NofB_4,Fl_a_4_to_8_s_b_NofB_5,Fl_a_4_to_8_s_b_NofB_6_m,Fl_a_4_to_8_s_b_NofB_NS,Fl_a_4_to_8_s_b_Total,Fl_a_9_or_m_s_b_NB0_i_sa_b,Fl_a_9_or_m_s_b_NofB_1,Fl_a_9_or_m_s_b_NofB_2,Fl_a_9_or_m_s_b_NofB_3,Fl_a_9_or_m_s_b_NofB_4,Fl_a_9_or_m_s_b_NofB_5,Fl_a_9_or_m_s_b_NofB_6_m,Fl_a_9_or_m_s_b_NofB_NS,Fl_a_9_or_m_s_b_Total,Fl_a_At_to_a_h_NB0_i_sa_b,Fl_a_At_to_a_hse_NofB_1,Fl_a_At_to_a_hse_NofB_2,Fl_a_At_to_a_hse_NofB_3,Fl_a_At_to_a_hse_NofB_4,Fl_a_At_to_a_hse_NofB_5,Fl_a_At_to_a_hse_NofB_6_m,Fl_a_At_to_a_hse_NofB_NS,Fl_a_At_to_a_hse_Total,Fl_a_Total_NB0_i_sa_b,Fl_a_Total_NofB_1,Fl_a_Total_NofB_2,Fl_a_Total_NofB_3,Fl_a_Total_NofB_4,Fl_a_Total_NofB_5,Fl_a_Tot_NofB_6_or_m,Fl_a_Total_NofB_NS,Fl_a_Total_Total,Other_dwelling_NB0_i_sa_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dw_struct_NS_NB0_i_sa_b,Dw_struct_NS_NofB_1,Dw_struct_NS_NofB_2,Dw_struct_NS_NofB_3,Dw_struct_NS_NofB_4,Dw_struct_NS_NofB_5,Dw_struct_NS_NofB_6_or_m,Dw_struct_NS_NofB_NS,Dw_struct_NS_Total,Total_NB0_i_sa_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
111,212,1520,15198,54110,36739,7558,1504,3749,120592,23,1101,5422,2858,228,35,16,589,10267,47,757,3150,4218,534,92,27,522,9352,70,1855,8569,7075,760,129,43,1115,19619,159,2076,2579,623,90,17,10,595,6149,43,578,1625,320,6,4,3,332,2925,64,604,1313,620,29,0,8,162,2802,24,500,792,342,24,0,0,57,1738,11,122,188,105,39,18,3,49,525,303,3885,6493,2014,183,45,29,1196,14136,68,243,255,79,29,9,3,141,830,26,83,64,47,21,3,9,46,292,673,7585,30589,63315,37732,7747,1586,6245,155470
112,534,2407,9047,32093,23387,4833,1159,5206,78666,40,585,3992,3856,276,32,10,633,9419,23,411,2095,3088,294,45,14,467,6433,60,993,6089,6938,568,77,24,1101,15851,90,790,2422,842,95,12,8,492,4741,0,178,1337,421,8,5,0,157,2107,3,85,404,215,9,0,0,52,771,9,80,369,137,10,0,0,77,676,23,128,96,51,39,11,0,35,379,118,1251,4632,1668,154,31,15,814,8680,463,1108,720,178,43,12,11,784,3322,60,155,96,70,34,5,4,59,484,1237,5916,20582,40950,24192,4957,1213,7963,107001
113,119,621,5011,23898,18691,3295,635,3535,55803,17,319,1363,457,52,9,4,269,2488,4,47,155,135,12,5,0,31,383,20,361,1523,589,64,11,3,301,2875,17,548,2518,474,34,8,8,434,4042,0,52,89,18,0,3,0,15,184,0,15,22,11,0,0,0,3,53,0,0,0,0,0,0,0,0,3,0,8,11,12,13,0,0,0,47,23,626,2639,518,52,10,8,449,4327,79,166,114,91,41,9,20,184,716,22,41,47,60,38,19,18,71,305,262,1818,9336,25151,18888,3349,674,4545,64024
114,163,914,5655,23373,20647,4323,1075,2786,58933,12,331,2026,1037,103,8,11,284,3805,0,120,524,513,50,9,0,83,1299,7,451,2550,1548,151,20,10,369,5101,18,266,522,239,35,3,3,126,1208,0,7,30,16,3,0,0,5,59,0,0,3,9,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,35,50,33,34,9,4,15,187,21,306,605,300,63,18,15,143,1469,50,263,548,138,38,10,0,231,1272,15,67,96,33,19,3,7,93,339,257,1998,9458,25382,20917,4372,1107,3617,67117
115,79,539,2234,12627,36097,13776,3378,1693,70417,0,108,582,513,58,9,8,58,1341,7,83,798,3459,1138,146,30,139,5789,7,193,1379,3974,1191,160,39,196,7131,3,279,638,361,25,0,4,90,1398,0,96,725,346,3,0,0,43,1217,9,476,1651,562,16,5,0,114,2832,0,202,649,174,5,0,0,60,1087,12,47,96,37,48,19,13,29,300,20,1103,3752,1474,102,24,13,338,6828,36,71,55,28,14,3,6,81,281,7,27,38,40,36,22,8,15,188,143,1925,7458,18138,37436,13976,3438,2327,84846
116,147,865,5495,38818,40539,10030,1865,5502,103249,27,290,1132,2177,547,68,15,370,4629,28,432,1418,5803,2349,193,36,799,11058,65,726,2549,7982,2892,261,51,1174,15690,126,535,233,187,24,0,0,211,1313,0,55,451,61,0,0,0,75,642,36,583,4768,771,42,3,0,541,6740,0,16,144,45,3,0,0,26,244,10,52,345,160,74,32,15,77,763,172,1239,5945,1225,143,34,21,929,9702,0,10,30,35,18,6,0,14,108,8,28,50,46,62,16,0,34,237,387,2863,14061,48106,43654,10337,1938,7645,128982
117,74,359,2106,6582,3841,1094,308,509,14875,53,766,4471,3820,862,121,40,382,10516,266,1625,5074,7196,2958,524,185,857,18681,323,2393,9543,11014,3818,650,218,1246,29201,529,2388,3499,802,132,39,30,585,8008,1038,4321,7859,1587,121,10,15,1138,16094,2117,13588,17372,4043,182,18,19,2575,39907,1931,14117,19370,4440,212,23,23,3171,43288,15,100,105,56,31,4,4,34,343,5635,34521,48205,10925,676,89,93,7488,107640,96,382,432,266,59,15,13,201,1468,99,220,142,52,12,11,14,117,679,6235,37881,60432,28834,8406,1866,647,9567,153861
118,58,197,1311,7362,9019,4068,1115,710,23847,65,229,1924,2821,978,198,29,219,6460,36,405,2322,5944,3387,580,82,478,13225,96,628,4244,8762,4361,777,112,697,19683,259,2315,5668,2342,311,71,43,757,11780,459,5049,16756,4110,268,37,24,1655,28356,550,3476,8385,2541,125,33,12,932,16052,255,1557,3065,1302,52,7,5,439,6677,14,41,81,53,42,10,9,19,266,1531,12439,33959,10345,798,157,94,3800,63130,41,329,425,244,40,5,12,125,1212,29,44,46,26,14,3,4,53,220,1756,13642,39987,26742,14234,5012,1329,5385,108087
119,185,964,10395,43336,31009,11735,3032,4900,105560,134,576,3269,4570,691,129,14,591,9983,32,928,3050,8328,5742,775,73,1037,19967,167,1503,6317,12895,6437,910,94,1628,29950,322,2524,9671,1316,192,44,23,1592,15684,130,1287,14337,2717,110,3,19,1488,20088,141,2880,16503,3246,147,18,3,1925,24864,45,2456,7061,1589,69,7,0,816,12057,16,182,571,283,146,92,30,108,1422,653,9328,48137,9154,669,167,81,5924,74115,22,227,538,238,50,21,3,192,1283,20,83,143,79,45,13,4,100,482,1055,12105,65524,65698,38201,12838,3216,12747,211385
120,108,451,4559,16812,12010,4354,1204,1085,40580,21,442,3398,3022,842,110,30,225,8085,51,496,2738,4860,1784,374,133,371,10799,71,934,6137,7879,2628,479,157,601,18881,340,2522,7023,1870,189,44,24,814,12815,277,2298,10625,1988,110,11,11,701,16021,291,4242,11331,3455,153,45,7,1197,20723,84,2372,6150,1365,38,6,0,539,10549,8,52,116,44,38,9,5,29,309,1001,11486,35240,8720,526,115,46,3278,60419,47,260,484,253,44,8,7,105,1209,23,82,88,40,19,4,7,64,329,1254,13208,46508,33702,15229,4961,1421,5130,121417
121,82,479,3642,21175,31074,14286,2813,1320,74871,10,204,1128,1689,409,59,6,97,3595,23,420,1669,5119,1129,140,30,239,8767,36,628,2794,6806,1537,199,33,337,12368,146,1729,5028,2681,214,47,16,407,10265,462,4077,12742,3391,129,10,15,772,21603,363,5812,13551,4787,118,9,10,1058,25701,663,5558,8800,2668,103,8,7,796,18591,8,74,183,67,33,37,7,29,439,1637,17243,40302,13591,591,105,58,3059,76599,19,134,181,87,18,0,0,45,477,12,67,84,28,19,5,6,33,255,1784,18554,47000,41689,33241,14602,2910,4795,164571
122,176,817,3252,16861,21895,8893,2108,1329,55334,105,386,686,628,240,44,11,112,2206,30,623,1567,3151,659,113,25,241,6413,130,1007,2253,3781,902,148,35,360,8623,194,1611,3202,1429,211,42,15,353,7069,76,2417,9507,1593,80,16,7,573,14271,167,2052,4943,1314,38,7,3,360,8888,25,444,893,556,9,0,0,59,1984,22,126,217,82,56,24,6,33,563,483,6643,18761,4967,394,90,41,1389,32767,20,95,193,75,13,4,0,62,459,13,44,59,37,17,9,4,18,191,821,8607,24515,25719,23219,9146,2184,3153,97369
123,118,715,3214,30126,35379,8519,2080,3577,83719,29,250,2211,2269,216,20,16,365,5366,22,436,1799,2506,660,79,13,579,6094,48,686,4009,4771,869,104,25,941,11458,32,213,818,189,24,5,0,119,1405,0,17,308,165,0,0,0,42,530,4,142,1131,314,0,0,0,103,1697,0,30,122,31,0,0,0,7,191,4,88,239,73,63,27,18,35,547,43,485,2616,770,84,27,18,310,4369,29,73,59,12,4,0,0,29,214,0,24,43,34,16,5,4,27,155,246,1985,9941,35712,36355,8649,2133,4881,99918
124,180,1063,6874,41079,35323,8904,2173,4087,99689,54,474,1599,2592,310,44,17,403,5485,11,345,1334,4400,1024,65,14,611,7797,66,822,2932,6988,1331,105,32,1009,13282,74,623,1621,245,26,6,4,279,2881,27,165,1411,197,5,0,7,211,2018,21,325,1822,176,0,0,4,326,2675,0,238,552,43,0,0,0,47,884,5,77,181,103,63,20,6,25,485,122,1429,5590,758,103,28,16,889,8930,15,59,115,42,14,5,3,29,277,12,45,47,40,23,16,7,44,234,392,3415,15555,48914,36793,9052,2238,6053,122411
125,175,992,7129,31440,24319,8263,2158,4762,79240,97,783,2095,2119,332,58,16,527,6021,56,933,3015,8863,3566,587,83,1069,18175,151,1716,5112,10982,3900,638,97,1598,24193,198,1780,6362,1250,133,14,9,921,10670,101,946,11319,2160,76,7,17,1303,15928,159,3309,14415,3017,96,11,6,1679,22686,233,3709,9495,1757,73,8,4,1072,16341,11,128,449,293,151,73,28,96,1235,705,9871,42039,8477,536,110,66,5073,66866,19,50,222,111,25,16,7,72,518,12,113,224,60,32,10,0,90,546,1071,12736,54718,51066,28810,9033,2328,11591,171363
126,37,254,2182,11640,13387,5932,1408,862,35704,37,208,901,1941,183,51,14,145,3481,12,353,2181,2534,943,151,17,220,6413,46,559,3080,4478,1129,201,30,366,9893,36,614,1000,261,28,11,4,146,2097,33,1383,6062,862,25,21,9,377,8769,88,2887,6794,1296,36,0,3,523,11627,85,3320,3464,534,14,0,0,381,7798,9,43,94,37,25,21,15,18,266,251,8244,17410,2987,133,60,30,1448,30558,7,35,41,49,3,0,0,24,157,12,41,37,12,12,30,7,23,164,350,9129,22759,19158,14663,6222,1473,2720,76484
127,134,1034,5224,35265,48089,11619,2622,5483,109467,29,262,818,1500,253,32,7,330,3246,25,601,2447,6785,1942,210,24,767,12793,58,860,3265,8283,2198,241,32,1095,16033,137,914,1907,636,55,16,18,465,4144,64,457,5269,583,13,0,3,718,7108,14,390,2668,599,38,0,7,390,4098,88,762,2479,512,13,0,5,486,4349,9,133,588,296,180,84,27,133,1448,313,2661,12916,2616,298,98,53,2186,21142,13,76,109,30,14,4,5,70,317,13,42,141,75,94,34,3,64,463,527,4686,21648,46282,50691,11992,2712,8895,147434
128,45,329,2007,17401,22104,7185,1252,1008,51324,32,235,750,1305,257,37,5,136,2759,5,399,1718,5571,1020,131,15,352,9210,31,634,2466,6876,1279,169,22,490,11967,28,1300,1638,612,48,4,5,229,3864,7,812,6694,1148,21,0,4,380,9064,59,988,4277,960,14,0,3,325,6636,22,300,1070,361,10,0,0,80,1845,6,38,60,35,20,17,4,15,190,121,3437,13747,3116,112,21,19,1034,21605,15,88,124,45,13,0,6,42,332,7,20,41,23,4,4,3,22,123,217,4509,18381,27459,23509,7383,1295,2596,85350
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,129,877,7602,30663,18094,2388,449,3201,63416,14,932,2592,1494,283,30,11,462,5811,8,48,223,245,77,8,4,61,661,23,977,2812,1739,357,35,13,517,6474,8,346,595,208,12,0,6,132,1310,0,18,48,18,8,0,0,4,87,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,5,7,5,0,0,0,8,28,8,374,646,228,19,3,6,141,1432,44,144,115,74,27,0,7,116,524,5,35,24,28,29,7,10,14,151,207,2413,11192,32740,18532,2441,485,3993,72000
202,116,964,7982,29757,17823,2425,480,3360,62905,22,600,2138,726,60,15,0,380,3939,0,42,181,240,42,0,0,24,529,26,644,2320,965,99,12,4,410,4471,11,96,233,75,9,0,0,75,491,0,3,3,9,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,0,0,0,7,22,11,101,241,79,9,3,0,79,533,53,127,83,82,29,8,4,119,503,13,30,29,30,26,3,0,9,152,214,1871,10653,30911,17991,2449,486,3981,68557
203,130,945,10916,53870,36382,5084,953,4686,112969,45,1777,5056,1957,340,32,10,754,9970,11,172,802,1241,272,24,9,159,2683,57,1947,5856,3200,612,52,20,920,12650,20,546,1026,360,25,3,4,139,2131,5,65,125,20,0,0,0,21,241,4,86,202,31,0,0,0,30,362,0,20,67,48,6,0,4,6,151,0,9,7,4,0,0,0,3,31,35,735,1441,462,29,3,3,211,2916,66,231,259,112,49,3,7,182,897,18,32,41,47,29,4,10,20,199,301,3885,18511,57686,37103,5153,988,6007,129641
204,209,1116,7544,33002,20373,2699,629,4344,69916,13,748,2963,625,41,8,3,657,5065,6,28,99,93,17,4,0,46,293,16,779,3063,722,56,11,11,696,5353,13,107,311,68,14,4,6,68,596,3,10,22,26,17,5,0,14,95,0,17,24,20,0,0,0,14,76,5,14,6,0,0,0,0,5,32,0,12,7,10,3,0,0,3,29,26,157,363,129,36,13,3,97,825,80,262,150,86,32,11,6,285,910,12,25,47,59,19,9,5,44,230,339,2338,11168,33999,20524,2742,654,5470,77241
205,276,1445,12496,55564,32130,4541,899,7003,114359,35,912,3139,959,79,6,9,551,5693,7,110,197,342,79,17,5,94,857,48,1021,3336,1299,159,25,12,645,6551,26,802,2086,397,31,8,6,383,3731,5,13,41,10,0,0,0,3,64,0,4,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,4,0,13,11,0,6,0,0,6,42,24,829,2144,416,37,5,4,388,3856,137,478,528,93,35,8,8,342,1624,13,42,56,63,37,6,12,40,264,493,3815,18565,57433,32400,4589,939,8419,126657
