SA4_CODE_2021,F_Unrel_ind_liv_fam_hh_0_14,F_Unre_ind_liv_fam_hh_15_24,F_Unre_ind_liv_fam_hh_25_34,F_Unre_ind_liv_fam_hh_35_44,F_Unre_ind_liv_fam_hh_45_54,F_Unre_ind_liv_fam_hh_55_64,F_Unre_ind_liv_fam_hh_65_74,F_Unre_ind_liv_fam_hh_75_84,F_Unrel_ind_liv_fam_hh_85ov,F_Unrel_ind_liv_fam_hh_Tot,F_Group_hh_mem_0_14,F_Group_hh_mem_15_24,F_Group_hh_mem_25_34,F_Group_hh_mem_35_44,F_Group_hh_mem_45_54,F_Group_hh_mem_55_64,F_Group_hh_mem_65_74,F_Group_hh_mem_75_84,F_Group_hh_mem_85ov,F_Group_hh_mem_Tot,F_LPer_0_14_yr,F_LPer_15_24_yr,F_LPer_25_34_yr,F_LPer_35_44_yr,F_LPer_45_54_yr,F_LPer_55_64_yr,F_LPer_65_74_yr,F_LPer_75_84_yr,F_LPer_85_yr_over,F_LPer_Tot,F_Vis_from_within_Aus_0_14,F_Vis_from_within_Aus_15_24,F_Vis_from_within_Aus_25_34,F_Vis_from_within_Aus_35_44,F_Vis_from_within_Aus_45_54,F_Vis_from_within_Aus_55_64,F_Vis_from_within_Aus_65_74,F_Vis_from_within_Aus_75_84,F_Vis_from_within_Aus_85ov,F_Vis_from_within_Aus_Tot,F_OS_vis_0_14_yr,F_OS_vis_15_24_yr,F_OS_vis_25_34_yr,F_OS_vis_35_44_yr,F_OS_vis_45_54_yr,F_OS_vis_55_64_yr,F_OS_vis_65_74_yr,F_OS_vis_75_84_yr,F_OS_vis_85_yr_over,F_Overseas_v_Total,F_Tot_0_14_yr,F_Tot_15_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Part_r_mar_0_14,P_Part_r_mar_15_24,P_Part_r_mar_25_34,P_Part_r_mar_35_44,P_Part_r_mar_45_54,P_Part_r_mar_55_64,P_Part_r_mar_65_74,P_Part_r_mar_75_84,P_Part_r_mar_85ov,P_Part_r_mar_Tot,P_Part_de_f_mar_0_14,P_Part_de_f_mar_15_24,P_Part_de_f_mar_25_34,P_Part_de_f_mar_35_44,P_Part_de_f_mar_45_54,P_Part_de_f_mar_55_64,P_Part_de_f_mar_65_74,P_Part_de_f_mar_75_84,P_Part_de_f_mar_85ov,P_Part_de_f_mar_Tot,P_LPar_0_14_yr,P_LPar_15_24_yr,P_LPar_25_34_yr,P_LPar_35_44_yr,P_LPar_45_54_yr,P_LPar_55_64_yr,P_LPar_65_74_yr,P_LPar_75_84_yr,P_LPar_85_yr_over,P_LPar_Tot,P_Child_u_15_0_14_yr,P_Child_u_15_15_24_yr,P_Child_u_15_25_34_yr,P_Child_u_15_35_44_yr,P_Child_u_15_45_54_yr,P_Child_u_15_55_64_yr,P_Child_u_15_65_74_yr,P_Child_u_15_75_84_yr,P_Child_u_15_85_yr_over,P_Child_u_15_Tot,P_Dep_stu15_24_0_14,P_Dep_stu15_24_15_24,P_Dep_stu15_24_25_34,P_Dep_stu15_24_35_44,P_Dep_stu15_24_45_54,P_Dep_stu15_24_55_64,P_Dep_stu15_24_65_74,P_Dep_stu15_24_75_84,P_Dep_stu15_24_85_over,P_Dep_stu15_24_Tot,P_Non_dep_child_0_14,P_Non_dep_child_15_24,P_Non_dep_child_25_34,P_Non_dep_child_35_44,P_Non_dep_child_45_54,P_Non_dep_child_55_64,P_Non_dep_child_65_74,P_Non_dep_child_75_84,P_Non_dep_child_85_over,P_Non_dep_child_Tot,P_Oth_rel_ind_0_14,P_Oth_rel_ind_15_24,P_Oth_rel_ind_25_34,P_Oth_rel_ind_35_44,P_Oth_rel_ind_45_54,P_Oth_rel_ind_55_64,P_Oth_rel_ind_65_74,P_Oth_rel_ind_75_84,P_Oth_rel_ind_85ov,P_Oth_rel_ind_Tot,P_Unrel_ind_liv_fam_hh_0_14,P_Unre_ind_liv_fam_hh_15_24,P_Unre_ind_liv_fam_hh_25_34,P_Unre_ind_liv_fam_hh_35_44,P_Unre_ind_liv_fam_hh_45_54,P_Unre_ind_liv_fam_hh_55_64,P_Unre_ind_liv_fam_hh_65_74,P_Unre_ind_liv_fam_hh_75_84,P_Unrel_ind_liv_fam_hh_85ov,P_Unrel_ind_liv_fam_hh_Tot,P_Group_hh_mem_0_14,P_Group_hh_mem_15_24,P_Group_hh_mem_25_34,P_Group_hh_mem_35_44,P_Group_hh_mem_45_54,P_Group_hh_mem_55_64,P_Group_hh_mem_65_74,P_Group_hh_mem_75_84,P_Group_hh_mem_85ov,P_Group_hh_mem_Tot,P_LPer_0_14_yr,P_LPer_15_24_yr,P_LPer_25_34_yr,P_LPer_35_44_yr,P_LPer_45_54_yr,P_LPer_55_64_yr,P_LPer_65_74_yr,P_LPer_75_84_yr,P_LPer_85_yr_over,P_LPer_Tot,P_Vis_from_within_Aus_0_14,P_Vis_from_within_Aus_15_24,P_Vis_from_within_Aus_25_34,P_Vis_from_within_Aus_35_44,P_Vis_from_within_Aus_45_54,P_Vis_from_within_Aus_55_64,P_Vis_from_within_Aus_65_74,P_Vis_from_within_Aus_75_84,P_Vis_from_within_Aus_85ov,P_Vis_from_within_Aus_Tot,P_OS_vis_0_14_yr,P_OS_vis_15_24_yr,P_OS_vis_25_34_yr,P_OS_vis_35_44_yr,P_OS_vis_45_54_yr,P_OS_vis_55_64_yr,P_OS_vis_65_74_yr,P_OS_vis_75_84_yr,P_OS_vis_85_yr_over,P_Overseas_v_Total,P_Tot_0_14_yr,P_Tot_15_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
111,..,754,551,155,133,112,50,22,10,1787,..,2670,2151,475,511,684,496,181,54,7218,..,605,1783,1404,1983,4152,5332,4737,2759,22755,521,928,636,328,297,348,276,118,84,3534,17,19,24,12,18,26,29,4,5,155,31642,22223,24968,23712,23686,23354,20370,12418,4726,187102,..,513,14203,25899,25793,25626,23520,12839,2557,130944,..,4313,13676,7194,5444,3851,1818,595,78,36973,..,384,2239,4261,5312,2882,1431,1079,768,18356,64039,..,..,..,..,..,..,..,..,64039,..,16275,..,..,..,..,..,..,..,16275,..,12388,5941,2269,1688,1093,207,12,0,23591,..,1845,1283,461,644,1151,1242,888,469,7976,..,1495,1462,472,425,290,170,48,20,4377,..,5104,5083,1281,1232,1502,1043,385,87,15719,..,1249,3921,3517,4737,7765,8657,6756,3717,40327,1090,1613,1339,804,707,667,477,212,111,7009,22,32,52,34,24,46,44,13,5,280,65150,45206,49203,46189,46006,44873,38608,22831,7807,365880
112,..,496,564,243,183,190,94,33,10,1812,..,701,1279,476,524,912,632,233,55,4808,..,222,658,725,1492,3422,4326,3417,1988,16246,295,555,439,271,272,381,339,144,76,2784,8,16,34,15,5,21,12,12,0,129,19243,11377,12480,14549,16056,18052,16534,9209,3669,121161,..,217,5899,13408,15090,17321,17758,9458,2154,81301,..,1705,6380,5293,4656,4032,2418,630,85,25201,..,244,1346,2845,3652,2003,1051,757,602,12498,39021,..,..,..,..,..,..,..,..,39021,..,8822,..,..,..,..,..,..,..,8822,..,7510,3302,1516,1178,857,190,5,0,14561,..,894,589,274,424,856,1080,598,423,5140,..,941,1176,581,442,436,238,78,13,3900,..,1254,2582,1053,1172,1804,1400,490,105,9862,..,489,1365,1779,3202,6336,7416,5099,2712,28399,626,1047,883,611,613,731,647,259,98,5514,19,29,64,27,24,34,28,19,0,251,39663,23149,23592,27392,30452,34414,32215,17396,6197,234468
113,..,244,152,62,49,39,16,4,0,561,..,604,509,126,158,211,139,44,13,1815,..,380,744,519,857,1613,1930,1837,1103,8978,224,465,248,124,151,195,131,81,34,1656,3,5,12,5,6,12,5,3,0,56,14575,8850,9628,8965,9143,9561,7754,4697,1802,74979,..,353,6570,10173,10421,11371,9568,5046,1019,54524,..,2013,4592,2286,1904,1485,686,201,27,13203,..,334,1218,1633,1702,892,479,330,252,6849,29313,..,..,..,..,..,..,..,..,29313,..,5858,..,..,..,..,..,..,..,5858,..,5236,2022,746,539,355,68,0,0,8965,..,744,430,205,251,437,468,293,152,2980,..,472,454,183,154,135,42,13,3,1459,..,1110,1289,429,403,466,316,110,27,4156,..,774,1715,1352,2037,3198,3425,2725,1477,16704,448,845,575,326,298,371,231,117,59,3283,7,10,37,30,9,24,11,8,3,145,29779,17750,18904,17377,17724,18736,15295,8855,3016,147434
114,..,240,193,62,63,53,44,10,11,669,..,231,243,124,189,330,299,164,41,1618,..,131,357,346,767,1914,2836,2422,1160,9931,263,395,259,157,196,248,182,109,71,1880,3,9,10,6,4,8,5,5,0,48,12061,6897,7412,7884,9278,11415,12033,7063,2256,76303,..,171,4835,8539,9720,12535,14539,8117,1490,59937,..,1308,3693,2360,2360,2229,1462,454,65,13925,..,184,882,1449,1866,1074,563,480,341,6832,24096,..,..,..,..,..,..,..,..,24096,..,5457,..,..,..,..,..,..,..,5457,..,4657,2184,874,725,495,99,4,0,9035,..,556,357,151,229,490,560,443,279,3060,..,430,469,184,171,144,99,41,17,1549,..,442,644,310,388,660,625,315,78,3457,..,298,878,902,1825,3532,4661,3664,1666,17424,571,741,522,392,381,431,344,181,88,3651,12,19,13,12,11,16,8,9,0,106,24679,14260,14476,15174,17667,21602,22956,13697,4024,148527
115,..,248,268,113,102,82,65,25,3,895,..,288,314,115,114,177,131,71,21,1231,..,112,396,382,496,994,1705,1753,796,6641,204,315,274,159,122,155,172,101,53,1556,11,16,22,18,21,81,91,16,10,277,25475,15863,12909,20046,18952,15530,12225,6345,1973,129321,..,260,10334,30455,28814,23336,17525,7948,1375,120041,..,977,3536,2357,2264,1419,652,186,35,11428,..,84,474,1570,2489,1574,655,473,236,7548,52437,..,..,..,..,..,..,..,..,52437,..,19302,..,..,..,..,..,..,..,19302,..,9965,7334,1719,906,402,54,5,0,20383,..,766,672,312,347,878,1235,920,599,5727,..,483,633,273,243,209,134,53,12,2040,..,556,750,290,295,342,310,135,34,2712,..,236,878,921,1191,1807,2548,2335,1098,11009,376,545,526,316,270,281,287,175,74,2843,16,28,54,32,42,114,154,38,16,487,52826,33205,25183,38260,36849,30357,23558,12254,3477,255969
116,..,651,764,222,133,86,63,12,4,1945,..,579,856,330,345,443,277,98,12,2940,..,314,905,806,1134,1878,2538,1823,698,10111,369,377,369,216,166,197,182,115,58,2047,17,20,30,20,35,184,151,20,6,492,42204,23271,29343,32396,22861,18868,13876,6158,1849,190821,..,1021,24802,47877,30660,23466,16291,6052,956,151135,..,2325,7260,4194,3203,1839,654,191,13,19675,..,587,2457,3886,4446,3051,1547,939,446,17360,85819,..,..,..,..,..,..,..,..,85819,..,22937,..,..,..,..,..,..,..,22937,..,14419,11381,3155,1684,708,127,8,0,31484,..,2655,2746,1028,1026,2013,2269,1259,538,13529,..,1343,1926,756,481,310,164,41,7,5033,..,1668,2685,1026,935,960,635,204,34,8145,..,662,2264,2289,2805,3791,4029,2651,994,19487,778,705,800,547,403,374,303,163,74,4149,30,43,62,46,47,255,256,50,6,793,86628,48364,56385,64812,45693,36765,26262,11560,3074,379545
117,..,772,1706,451,140,68,28,22,12,3195,..,5335,9079,1755,629,443,312,116,33,17713,..,1852,6413,4784,3259,3483,3268,2064,902,26027,134,448,685,270,177,186,167,69,38,2180,12,49,91,24,42,86,51,17,0,376,14923,17826,42838,25293,16299,12749,9335,5006,1747,146017,..,406,14604,21429,14169,10919,8081,4180,937,74729,..,4519,27679,12426,6053,3333,1377,339,33,55751,..,78,572,1810,2776,1847,865,615,346,8913,30464,..,..,..,..,..,..,..,..,30464,..,7773,..,..,..,..,..,..,..,7773,..,3474,3286,1303,1053,442,73,4,0,9636,..,2105,2297,693,453,705,746,499,297,7785,..,1625,3829,982,334,198,86,41,12,7107,..,10410,19671,4414,1755,1215,801,273,55,38607,..,3564,13209,10510,7718,7474,5875,3351,1279,52978,287,861,1381,595,414,399,296,118,45,4401,23,115,186,62,71,134,83,27,0,705,30768,34916,86715,54226,34794,26686,18287,9450,3019,298843
118,..,262,686,140,76,71,25,12,6,1277,..,2138,5610,981,310,311,251,110,56,9774,..,528,2860,2548,2034,2511,3264,2865,1537,18149,138,327,442,195,159,170,167,78,46,1730,19,42,80,41,40,40,41,11,6,319,18535,12567,24410,19081,16497,12992,10586,6924,2775,124372,..,130,7324,19004,18514,14219,11058,6456,1603,78301,..,1377,15300,7386,3868,2249,1198,439,53,31864,..,50,347,1497,2936,1825,731,597,453,8433,37359,..,..,..,..,..,..,..,..,37359,..,12374,..,..,..,..,..,..,..,12374,..,4017,3527,1053,893,555,99,4,0,10140,..,829,1007,305,272,504,617,542,387,4465,..,468,1541,342,170,154,69,32,12,2783,..,3799,10520,1940,727,681,564,238,88,18552,..,1006,5169,4869,3954,4519,5040,3992,2062,30605,312,589,794,418,326,321,255,135,68,3229,34,78,141,90,83,70,69,25,9,598,37708,24711,45658,36894,31741,25102,19702,12460,4725,238708
119,..,1216,1757,611,381,299,130,32,15,4443,..,1462,2518,842,731,921,607,192,45,7309,..,613,2470,2077,2406,4235,5144,4644,2782,24367,461,509,655,373,324,370,290,177,109,3265,41,39,67,48,64,157,106,35,7,565,49847,34617,44563,39922,36601,33754,24993,14813,6342,285455,..,2523,33771,50333,43996,40187,29593,15651,4108,220169,..,2244,11515,6379,4464,3109,1311,355,55,29435,..,289,2296,5052,7193,5428,2719,1988,1439,26398,102130,..,..,..,..,..,..,..,..,102130,..,34711,..,..,..,..,..,..,..,34711,..,19392,19130,5859,3931,1910,350,14,0,50586,..,3824,4134,1533,1648,3028,3018,2253,1387,20818,..,2772,4436,1698,1201,929,418,87,21,11569,..,4411,8438,2884,2041,2149,1367,441,98,21825,..,1330,5395,4947,5414,8063,8472,6650,3808,44073,912,940,1344,852,754,719,521,275,161,6478,81,100,150,113,139,217,176,56,17,1050,103122,72530,90596,79649,70783,65735,47942,27784,11094,569239
120,..,773,1022,270,149,105,54,10,6,2394,..,2338,3603,836,478,435,334,121,39,8196,..,689,2726,2218,2199,2882,3332,2513,1388,17945,190,310,432,258,178,208,195,107,70,1950,20,30,40,34,37,82,57,17,0,310,21695,16518,27090,22409,19929,16972,12830,7177,2983,147620,..,790,15856,26196,22216,18579,13647,7017,1814,106115,..,2016,12274,6136,3924,2683,1389,333,38,28802,..,49,443,1904,3381,2418,1042,825,639,10700,43542,..,..,..,..,..,..,..,..,43542,..,14594,..,..,..,..,..,..,..,14594,..,5691,6015,1815,1427,807,147,3,0,15907,..,1887,1990,562,545,918,1088,836,564,8385,..,1664,2478,670,395,257,108,43,13,5636,..,5378,8496,2010,1094,951,714,280,79,19003,..,1298,5395,4413,4136,4933,5026,3531,1860,30595,389,572,848,509,394,390,319,164,90,3678,33,58,103,70,69,121,101,29,4,582,43966,33999,53890,44291,37579,32059,23571,13071,5100,287525
121,..,378,605,219,150,105,64,22,13,1549,..,1033,2173,667,366,401,314,144,48,5147,..,627,3091,3012,2701,3517,4670,4452,2540,24618,265,553,581,309,208,284,278,141,82,2708,26,47,69,57,54,129,131,40,10,558,35789,21727,26309,33843,30766,24377,19810,12104,4750,209482,..,338,15769,43665,40595,31142,24173,13460,3199,172330,..,1801,12700,6551,4304,2962,1519,532,76,30439,..,46,487,2867,4777,3008,1156,757,660,13763,73024,..,..,..,..,..,..,..,..,73024,..,27727,..,..,..,..,..,..,..,27727,..,8146,6897,2068,1359,720,160,3,0,19358,..,1459,1424,515,496,1034,1306,976,606,7812,..,726,1290,498,305,251,133,46,18,3265,..,2109,4596,1412,854,854,667,301,90,10885,..,1244,5815,5738,5140,5938,6759,5960,3338,39933,570,951,1026,590,432,519,480,227,129,4922,63,87,121,124,125,220,227,79,7,1052,73659,44641,50113,64029,58377,46639,36579,22335,8129,404495
122,..,327,535,186,141,135,75,26,9,1439,..,559,1358,349,261,300,242,107,42,3223,..,196,801,1014,1148,2076,2732,2910,1793,12668,188,395,336,181,133,187,144,75,50,1692,25,17,55,21,22,31,27,10,4,201,22865,13910,14237,17841,19853,15750,12081,8237,3219,127992,..,210,7336,21908,26174,20297,14866,9103,2025,101919,..,1061,8350,5439,4045,2616,1208,404,53,23170,..,41,327,1457,3154,1910,742,543,411,8584,46649,..,..,..,..,..,..,..,..,46649,..,16348,..,..,..,..,..,..,..,16348,..,7691,4521,1226,925,536,100,8,0,15006,..,691,647,240,299,549,780,710,414,4330,..,654,1164,461,348,317,170,43,9,3160,..,1145,2943,835,601,650,497,230,63,6968,..,418,1640,2112,2540,3757,4181,4033,2385,21056,378,723,647,359,317,371,263,125,67,3254,42,36,89,47,41,59,40,15,4,380,47068,29018,27669,34082,38441,31059,22851,15223,5426,250828
123,..,385,352,130,104,73,61,17,0,1131,..,296,353,152,260,346,275,89,20,1776,..,241,732,650,942,1962,2530,1745,717,9528,318,351,347,185,154,153,170,110,56,1842,10,14,15,8,17,64,54,12,3,206,30845,17541,20573,21051,17818,16210,12240,5520,1618,143419,..,591,16000,27141,22323,19916,14860,5765,834,107431,..,2299,7403,4292,3342,2086,849,226,24,20527,..,472,2199,3511,3762,2308,1191,621,295,14358,62538,..,..,..,..,..,..,..,..,62538,..,15657,..,..,..,..,..,..,..,15657,..,12766,7815,2328,1119,482,80,3,0,24598,..,1611,1329,640,741,1329,1430,902,423,8407,..,795,890,437,355,240,119,49,6,2897,..,613,976,526,632,725,579,206,41,4290,..,539,1799,1849,2391,3541,3947,2550,961,17574,704,663,762,439,356,310,295,163,71,3762,15,27,38,24,34,88,93,21,5,358,63257,36031,39213,41185,35063,31019,23451,10513,2667,282400
124,..,473,361,144,95,99,39,14,6,1235,..,495,684,296,383,484,371,122,33,2866,..,461,1208,1045,1621,3009,3789,2807,1104,15058,412,463,427,239,219,217,228,117,68,2389,7,13,18,10,20,35,48,15,9,170,30854,18807,22169,22093,20684,19360,15593,7572,2316,159449,..,656,15543,25854,23596,22123,17928,7417,1205,114320,..,3321,9891,5815,4459,2985,1318,361,42,28195,..,474,2499,3823,4409,2613,1402,795,446,16472,62784,..,..,..,..,..,..,..,..,62784,..,15816,..,..,..,..,..,..,..,15816,..,13155,7384,2362,1370,639,131,5,0,25061,..,1571,1259,593,739,1259,1442,883,446,8192,..,941,975,461,357,292,151,45,10,3241,..,1035,1660,764,910,1072,796,277,59,6584,..,875,2744,2840,3826,5594,6033,4046,1516,27478,841,895,900,569,491,409,365,187,89,4743,21,18,39,25,31,50,78,18,6,289,63647,38752,42903,43122,40196,37046,29644,14048,3817,313171
125,..,1157,1515,448,258,233,87,21,9,3728,..,1807,2542,681,529,592,329,114,33,6631,..,706,2584,1953,1975,3055,3486,2749,1499,18014,289,391,467,268,235,278,221,113,71,2340,29,45,73,42,55,143,124,44,6,553,43484,27086,41498,35592,26278,23629,16955,9127,3480,227136,..,2272,35929,50305,32937,28206,20132,9822,2103,181697,..,2179,9141,4481,2786,1852,790,238,42,21511,..,252,1796,4007,4938,3830,1855,1241,809,18728,88525,..,..,..,..,..,..,..,..,88525,..,25810,..,..,..,..,..,..,..,25810,..,13297,13886,3945,2356,1071,218,6,0,34778,..,3230,3679,1334,1263,2219,2123,1390,796,16043,..,2588,4267,1528,960,672,244,67,15,10338,..,5419,10042,3152,1868,1560,853,264,69,23234,..,1430,5836,4969,4585,6077,5870,4049,2091,34914,605,751,1074,661,530,486,388,172,93,4764,60,86,137,106,113,199,217,60,18,994,89193,57319,85792,74481,52337,46177,32694,17313,6025,461327
126,..,279,485,155,108,86,47,16,10,1183,..,807,1236,346,205,211,173,57,19,3063,..,419,1636,1217,965,1429,1812,1614,1113,10204,117,208,258,143,104,117,109,62,27,1141,22,20,23,27,22,82,87,22,0,295,16295,10579,15873,15772,12491,11566,8916,4913,2204,98605,..,269,11125,21377,16593,14748,11145,5284,1417,81957,..,1160,6061,2352,1513,933,479,162,22,12683,..,26,318,1341,1955,1456,636,450,368,6539,33053,..,..,..,..,..,..,..,..,33053,..,11640,..,..,..,..,..,..,..,11640,..,4209,4598,1273,769,455,95,3,0,11406,..,935,917,325,276,768,890,586,381,5073,..,560,1106,418,231,195,106,25,15,2657,..,1669,2970,846,468,469,363,127,34,6954,..,858,3233,2542,1992,2560,2731,2201,1475,17594,240,378,497,288,214,206,192,88,37,2141,42,33,45,43,49,128,147,32,4,521,33335,21748,30867,30804,24059,21929,16785,8954,3753,192236
127,..,528,689,398,270,241,119,40,31,2316,..,357,607,261,375,489,309,124,27,2549,..,368,1064,891,1155,2326,2863,2223,982,11876,406,363,444,299,236,285,242,126,84,2487,18,23,39,31,37,104,61,26,3,341,45570,30032,32982,31952,29337,26587,18509,8859,3229,227057,..,1695,25331,39819,36534,33511,22615,9347,1834,170680,..,1832,6871,4408,3467,2202,797,182,36,19791,..,404,2731,5185,6291,4613,2487,1478,892,24084,93123,..,..,..,..,..,..,..,..,93123,..,31479,..,..,..,..,..,..,..,31479,..,19924,19820,5807,3069,1388,232,15,0,50254,..,2782,2630,1437,1896,3267,3193,1979,1104,18289,..,1021,1585,1044,927,824,364,104,40,5905,..,782,1579,881,989,1197,733,262,52,6478,..,752,2626,2633,3064,4742,4598,3267,1398,23068,833,720,950,736,615,587,409,180,111,5144,42,39,86,66,71,140,119,34,10,604,93998,61422,64206,62016,56933,52465,35539,16851,5473,448902
128,..,154,191,58,68,49,29,17,7,567,..,316,580,167,176,215,173,76,15,1730,..,202,860,768,939,1928,2392,2358,1446,10893,198,264,254,173,132,136,141,101,68,1479,16,4,11,18,15,27,23,9,0,122,19960,12711,13005,15394,15981,14227,11427,6928,2768,112399,..,192,8246,19934,20845,18555,15086,7830,1810,92502,..,1209,6718,3741,2847,1854,842,259,37,17508,..,45,522,1601,2856,1713,686,557,404,8384,40798,..,..,..,..,..,..,..,..,40798,..,13404,..,..,..,..,..,..,..,13404,..,8890,5255,1302,937,500,114,6,0,17001,..,571,533,227,231,541,716,570,397,3788,..,303,452,164,173,122,74,33,8,1328,..,640,1308,438,413,479,341,160,33,3815,..,415,1782,1714,2202,3481,3713,3240,1956,18497,397,499,496,331,297,250,220,163,84,2737,21,13,22,32,30,40,35,11,3,214,41218,26182,25332,29486,30831,27537,21831,12822,4739,219972
197,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,..,276,150,64,36,40,23,4,4,597,..,747,607,152,226,293,234,79,19,2363,..,293,919,771,1179,2297,2858,2139,1113,11569,194,356,223,118,159,156,108,57,36,1394,4,3,9,8,4,11,10,0,0,46,14361,8840,9842,10096,10917,11088,9924,5236,1822,82128,..,221,5428,10387,11267,11819,11180,5452,973,56729,..,1753,5476,3225,2891,2142,1074,311,23,16896,..,217,1178,1856,2324,1227,618,372,283,8068,28982,..,..,..,..,..,..,..,..,28982,..,6942,..,..,..,..,..,..,..,6942,..,5139,2362,913,673,344,83,0,0,9514,..,618,455,175,269,467,507,282,149,2921,..,547,466,158,120,113,64,19,13,1498,..,1450,1503,413,516,594,499,186,35,5201,..,551,1982,1744,2575,4192,4783,3260,1501,20581,410,619,488,301,332,282,200,99,43,2782,12,12,7,6,12,20,18,9,0,91,29409,18075,19344,19182,20981,21202,19014,9986,3015,160202
202,..,237,194,80,48,28,26,12,0,631,..,620,518,148,219,281,236,89,10,2113,..,268,769,591,1056,2243,2639,1958,993,10517,188,341,224,125,147,181,140,62,30,1431,9,0,7,4,3,3,10,0,5,38,13839,8383,9420,9749,10374,10958,9664,5156,1739,79290,..,202,5267,10188,10789,11666,11102,5616,1094,55927,..,1483,5201,3191,2807,1996,1123,298,37,16129,..,168,1068,1768,2162,1201,576,365,270,7573,28163,..,..,..,..,..,..,..,..,28163,..,6890,..,..,..,..,..,..,..,6890,..,4877,2284,878,589,348,77,4,0,9054,..,672,459,176,242,444,497,310,164,2967,..,435,457,181,149,105,79,22,6,1437,..,1118,1221,372,473,554,485,190,32,4463,..,504,1604,1428,2344,4057,4478,2996,1379,18784,354,637,443,296,283,320,263,101,39,2738,13,9,18,13,9,12,11,0,5,90,28534,17003,18026,18485,19847,20714,18694,9901,3025,154219
203,..,465,459,93,77,62,29,5,4,1201,..,1682,1643,339,283,425,278,95,17,4768,..,441,1679,1456,1807,3603,4590,3743,1936,19242,290,596,437,234,222,304,221,100,64,2470,6,18,16,13,10,20,18,3,0,104,27381,16896,20745,20814,20070,19649,17359,9519,3270,155706,..,342,12185,23401,22655,22128,21258,10381,2034,114388,..,2543,11305,6390,4672,3079,1541,466,38,30035,..,244,1513,3112,4155,2349,931,629,435,13369,55840,..,..,..,..,..,..,..,..,55840,..,14645,..,..,..,..,..,..,..,14645,..,9444,5085,1630,1101,599,119,4,0,17978,..,1144,1013,357,434,788,767,491,298,5292,..,930,1203,251,212,135,88,24,3,2847,..,3426,4204,923,688,849,614,186,40,10933,..,866,3312,3073,4050,6438,7118,5217,2640,32705,602,1086,927,509,481,490,372,176,90,4735,21,29,28,22,20,34,27,9,0,189,56459,34699,40780,39662,38468,36887,32835,17575,5587,302953
204,..,253,153,53,49,42,35,8,5,603,..,301,361,116,192,334,215,81,16,1620,..,252,706,630,1124,2280,2851,2324,1204,11369,221,415,245,165,181,168,160,63,32,1645,0,7,15,7,4,11,7,0,0,58,14510,8195,9127,9975,11345,12705,11231,6118,2027,85223,..,210,5405,10235,11825,14281,13828,6767,1229,63790,..,1652,5186,3396,3194,2458,1286,369,43,17591,..,193,1061,1776,2190,1158,604,481,302,7771,29066,..,..,..,..,..,..,..,..,29066,..,6747,..,..,..,..,..,..,..,6747,..,5153,2242,875,726,418,77,0,0,9490,..,562,377,154,238,513,529,349,202,2928,..,499,432,160,142,106,85,25,8,1458,..,703,928,334,421,657,492,176,36,3738,..,530,1608,1557,2549,4574,5166,3578,1657,21213,454,720,524,372,380,312,265,116,45,3184,10,7,28,16,11,17,17,3,0,112,29535,16977,17796,18881,21677,24488,22355,11867,3518,167082
205,..,361,275,85,86,52,41,16,3,924,..,508,592,216,345,525,415,155,34,2791,..,437,1169,1007,1794,3983,5085,3945,1876,19291,357,639,400,223,256,328,237,118,63,2618,4,6,19,13,10,17,8,3,0,78,23063,13554,15599,15495,17536,20952,19539,10417,3191,139357,..,314,8973,15781,17846,22984,23870,11870,1997,103629,..,2756,8775,5113,4736,3989,2282,612,75,28339,..,354,1955,3035,3489,1931,981,635,430,12804,46878,..,..,..,..,..,..,..,..,46878,..,10669,..,..,..,..,..,..,..,10669,..,8896,3995,1561,1129,589,122,0,0,16285,..,950,622,266,438,822,796,535,291,4716,..,721,645,277,229,183,115,43,10,2220,..,1021,1421,546,707,1073,882,345,70,6071,..,856,2668,2587,4099,7757,9156,5999,2687,35808,745,1135,835,506,537,601,444,207,95,5099,15,11,39,19,20,23,9,8,0,147,47629,27676,29921,29679,33236,39949,38655,20254,5651,272664
