SA4_CODE_2021,OneMeth_Train_M,OneMeth_Train_F,OneMeth_Train_P,OneMeth_Bus_M,OneMeth_Bus_F,OneMeth_Bus_P,OneMeth_Ferry_M,OneMeth_Ferry_F,OneMeth_Ferry_P,OneMeth_Tram_lt_rail_M,OneMeth_Tram_lt_rail_F,OneMeth_Tram_lt_rail_P,OneMeth_Taxi_rs_serv_M,OneMeth_Taxi_rs_serv_F,OneMeth_Taxi_rs_serv_P,OneMeth_Car_as_driver_M,OneMeth_Car_as_driver_F,OneMeth_Car_as_driver_P,OneMeth_Car_as_passenger_M,OneMeth_Car_as_passenger_F,OneMeth_Car_as_passenger_P,OneMeth_Truck_M,OneMeth_Truck_F,OneMeth_Truck_P,OneMeth_Motorbike_scooter_M,OneMeth_Motorbike_scooter_F,OneMeth_Motorbike_scooter_P,OneMeth_Bicycle_M,OneMeth_Bicycle_F,OneMeth_Bicycle_P,OneMeth_Other_M,OneMeth_Other_F,OneMeth_Other_P,OneMeth_Walked_only_M,OneMeth_Walked_only_F,OneMeth_Walked_only_P,OneMeth_Tot_OneMeth_M,OneMeth_Tot_OneMeth_F,OneMeth_Tot_OneMeth_P,TwoMeth_Train_Bus_M,TwoMeth_Train_Bus_F,TwoMeth_Train_Bus_P,TwoMeth_Train_Ferry_M,TwoMeth_Train_Ferry_F,TwoMeth_Train_Ferry_P,TwoMeth_Trn_Trm_lt_rl_M,TwoMeth_Trn_Trm_lt_rl_F,TwoMeth_Trn_Trm_lt_rl_P,TwoMeth_Train_Car_as_drvr_M,TwoMeth_Train_Car_as_drvr_F,TwoMeth_Train_Car_as_drvr_P,TwoMeth_Trn_Car_as_pass_M,TwoMeth_Trn_Car_as_pass_F,TwoMeth_Trn_Car_as_pass_P,TwoMeth_Train_Other_M,TwoMeth_Train_Other_F,TwoMeth_Train_Other_P,TwoMeth_Train_Tot_M,TwoMeth_Train_Tot_F,TwoMeth_Train_Tot_P,TwoMeth_Bus_Ferry_M,TwoMeth_Bus_Ferry_F,TwoMeth_Bus_Ferry_P,TwoMeth_Bus_Trm_lt_rl_M,TwoMeth_Bus_Trm_lt_rl_F,TwoMeth_Bus_Trm_lt_rl_P,TwoMeth_Bus_Car_as_driver_M,TwoMeth_Bus_Car_as_driver_F,TwoMeth_Bus_Car_as_driver_P,TwoMeth_Bus_Car_as_pass_M,TwoMeth_Bus_Car_as_pass_F,TwoMeth_Bus_Car_as_pass_P,TwoMeth_Bus_Other_M,TwoMeth_Bus_Other_F,TwoMeth_Bus_Other_P,TwoMeth_Bus_Tot_M,TwoMeth_Bus_Tot_F,TwoMeth_Bus_Tot_P,TwoMeth_Other_TwoMeth_M,TwoMeth_Other_TwoMeth_F,TwoMeth_Other_TwoMeth_P,TwoMeth_Tot_TwoMeth_M,TwoMeth_Tot_TwoMeth_F,TwoMeth_Tot_TwoMeth_P,ThreeMeth_Trn_2_othr_mthd_M,ThreeMeth_Trn_2_othr_mthd_F,ThreeMeth_Trn_2_othr_mthd_P,ThreMth_Bu_2_ot_met_exc_tra_M,ThreMth_Bu_2_ot_met_exc_tra_F,ThreMth_Bu_2_ot_met_exc_tra_P,ThreeMeth_Oth_ThreeMeth_M,ThreeMeth_Oth_ThreeMeth_F,ThreeMeth_Oth_ThreeMeth_P,ThreeMeth_Tot_ThreeMeth_M,ThreeMeth_Tot_ThreeMeth_F,ThreeMeth_Tot_ThreeMeth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Meth_travel_to_work_NS_M,Meth_travel_to_work_NS_F,Meth_travel_to_work_NS_P,Tot_M,Tot_F,Tot_P
111,192,101,292,516,732,1250,19,27,45,34,28,65,88,92,178,54669,44357,99029,2589,3346,5937,1114,31,1145,710,124,831,741,289,1030,334,231,564,1517,1664,3180,62517,51028,113548,52,34,88,4,0,4,14,4,12,38,24,63,19,14,28,20,6,28,148,70,222,9,4,9,4,5,9,43,43,82,40,87,125,18,32,55,106,169,279,559,328,885,807,573,1377,42,33,80,23,23,42,24,15,43,90,69,161,17515,23093,40613,11187,17259,28435,359,291,654,92482,92311,184787
112,18,4,17,183,175,358,8,6,12,0,0,0,45,38,83,34140,31608,65745,1910,2361,4271,1034,34,1065,455,44,506,672,348,1023,283,181,465,1614,1661,3281,40367,36463,76832,0,0,3,0,0,0,0,0,0,21,12,31,3,0,8,4,0,4,27,19,44,0,0,0,0,0,0,17,5,23,17,29,43,7,12,12,35,43,83,378,224,598,446,282,720,7,0,7,12,8,16,16,10,26,35,19,52,8008,10565,18576,5673,8645,14315,430,359,787,54949,56340,111291
113,4,5,11,229,114,337,15,15,28,5,0,5,50,62,106,28344,24389,52735,2304,2391,4690,683,28,709,263,31,297,202,64,264,644,206,855,1889,1541,3434,34633,28851,63475,0,0,0,0,0,0,0,0,0,13,9,26,0,0,0,4,0,5,19,14,32,0,0,0,0,0,0,18,11,24,13,17,29,3,0,10,38,26,65,334,159,488,386,198,588,0,0,3,0,4,4,24,4,25,26,10,35,3269,3757,7029,2198,4087,6287,303,232,530,40818,37124,77948
114,57,40,97,54,64,121,8,0,11,0,0,0,23,34,58,21366,18644,40009,1334,1550,2890,788,23,812,221,23,244,175,68,245,179,92,271,900,915,1815,25116,21457,46577,3,6,12,3,0,3,0,0,0,11,4,18,4,5,11,5,4,5,20,20,44,0,0,0,0,0,0,3,16,27,7,19,22,0,4,12,17,43,56,237,120,354,276,173,448,8,5,9,3,0,3,14,7,17,20,8,28,5373,6401,11774,3008,4661,7671,250,219,468,34047,32923,66967
115,618,508,1129,594,576,1167,4,0,4,11,9,14,26,14,42,27885,19703,47587,1206,1718,2925,1164,17,1179,217,14,233,106,15,122,300,205,510,618,605,1227,32735,23396,56134,305,274,575,0,0,0,10,5,11,181,129,311,24,46,70,21,12,35,539,466,999,0,0,0,11,7,19,61,44,105,16,46,61,24,14,35,117,105,225,261,140,401,918,711,1627,130,118,244,17,7,20,8,4,10,147,127,273,27566,29472,57040,6705,9738,16446,216,177,391,68291,63624,131916
116,2104,2305,4414,598,916,1513,6,4,11,7,8,17,153,147,301,42002,28415,70419,2214,3934,6148,1017,22,1033,383,30,418,168,23,196,504,331,838,522,686,1216,49677,36835,86518,752,1165,1920,0,0,0,17,16,28,475,264,736,69,182,244,65,39,104,1384,1662,3045,0,0,0,0,0,8,58,45,107,40,124,168,20,33,54,120,208,329,458,264,721,1963,2132,4097,349,447,797,14,32,54,14,9,21,379,485,867,28181,30614,58792,12763,12671,25433,475,375,853,93444,83115,176562
117,3946,3151,7099,2397,2813,5211,27,9,42,309,288,599,305,307,609,21066,12256,33320,1075,1998,3073,350,7,359,1327,218,1547,2076,695,2769,1176,536,1713,7867,6526,14391,41921,28805,70723,1307,1255,2567,12,9,30,89,77,164,110,60,170,42,70,113,174,80,253,1737,1551,3285,13,0,11,97,94,187,60,35,90,34,98,132,86,95,178,281,320,604,426,188,614,2447,2051,4501,345,272,614,42,47,89,23,13,35,405,334,739,47159,46568,93727,9783,11960,21748,389,306,698,102108,90028,192139
118,671,477,1143,1662,2123,3781,109,41,146,199,148,348,138,158,300,19364,12805,32165,972,1613,2580,471,6,482,1100,228,1328,882,367,1248,318,268,584,2335,3394,5728,28226,21622,49846,622,591,1210,7,5,13,55,29,86,42,15,56,10,15,23,28,17,42,763,670,1432,8,10,13,61,72,135,60,35,99,36,68,104,69,72,137,239,254,489,294,161,459,1298,1084,2377,169,137,307,21,28,56,15,6,23,206,171,383,31985,36620,68604,5668,8763,14429,322,263,583,67704,68522,136223
119,6243,6043,12285,712,1163,1879,6,0,9,11,13,23,212,172,389,51765,32074,83833,2325,4843,7166,1247,25,1277,791,72,865,391,86,481,756,515,1266,1871,2725,4603,66336,47731,114072,1624,2218,3839,14,7,15,63,109,166,484,260,743,97,226,324,137,79,212,2405,2900,5302,0,0,0,0,8,6,39,39,79,33,129,161,23,34,57,99,210,307,565,338,898,3075,3437,6510,396,488,879,14,23,33,18,5,23,419,515,939,37579,44413,81988,20124,19666,39792,835,548,1378,128364,116318,244684
120,3693,3542,7231,946,1212,2160,127,64,184,79,76,154,129,143,269,24575,15581,40156,987,2138,3125,478,13,494,746,86,832,670,227,896,385,261,637,1605,2105,3710,34407,25443,59854,1165,1409,2575,10,14,27,47,65,115,192,98,292,37,120,163,83,52,137,1544,1763,3310,22,27,46,28,41,63,37,32,63,22,69,91,39,33,70,140,188,331,273,166,437,1959,2121,4084,265,241,506,27,25,47,13,8,23,302,275,576,34164,38966,73134,7983,10880,18868,310,239,548,79127,77929,157055
121,2703,2683,5385,1354,1567,2921,96,44,135,8,3,8,107,112,215,28586,21416,50001,1230,2714,3946,446,9,455,627,89,717,505,133,636,425,361,789,2983,3652,6635,39065,32772,71844,643,789,1437,22,18,42,21,29,53,285,178,460,66,117,187,86,52,137,1121,1184,2310,20,10,30,15,18,31,68,52,123,40,73,110,41,40,81,179,189,369,289,199,488,1592,1574,3165,184,183,361,26,17,44,12,3,22,225,201,428,58908,57742,116652,8841,14142,22983,290,272,565,108933,106703,215638
122,40,19,60,1612,1709,3318,172,74,242,0,0,4,58,63,120,25997,18777,44774,1215,1719,2938,748,12,757,819,111,927,587,162,744,321,211,531,1458,1649,3114,33035,24498,57536,113,98,218,17,11,24,0,0,0,29,10,39,0,0,0,4,4,8,167,123,288,39,24,66,9,7,20,86,73,162,52,105,156,40,24,67,232,234,465,325,174,498,722,527,1249,62,41,101,40,31,71,15,9,22,113,81,190,28650,30923,59578,6158,10127,16276,252,201,454,68927,66357,135285
123,1310,1242,2553,189,277,463,5,8,14,0,0,7,76,66,142,36923,25421,62346,2067,2609,4676,1366,17,1387,352,17,370,117,20,138,304,216,521,586,637,1221,43300,30540,73841,323,390,719,0,0,3,9,12,15,335,212,548,53,94,148,36,19,60,766,726,1488,0,0,0,0,0,0,21,13,39,23,32,57,7,5,15,51,63,111,338,169,509,1152,958,2112,171,174,337,12,9,19,15,4,18,192,185,374,14325,20041,34367,10023,11320,21345,323,248,570,69312,63292,132607
124,1172,812,1980,162,260,419,15,3,20,3,0,7,82,99,183,42831,29309,72138,2239,2616,4854,1927,35,1963,451,39,487,209,46,253,333,265,601,1009,1006,2017,50429,34496,84929,308,338,649,0,0,0,10,5,18,266,155,424,55,62,113,71,25,94,706,580,1292,0,0,0,0,0,0,18,15,32,22,34,48,14,18,31,45,70,113,439,181,619,1195,827,2024,130,121,251,12,13,19,14,4,21,156,141,297,17997,26226,44225,10214,13388,23597,361,273,639,80353,75358,155712
125,4291,4367,8660,924,1288,2211,18,15,39,8,5,16,179,181,361,42131,25041,67177,1899,4156,6057,903,11,912,578,51,638,391,111,496,604,424,1032,1782,2038,3815,53707,37692,91398,1528,2133,3660,6,4,9,57,58,112,337,197,538,104,191,293,93,66,161,2129,2646,4777,0,3,5,3,5,9,79,57,137,46,122,163,27,37,65,155,221,377,448,305,756,2733,3172,5905,464,506,971,14,25,43,12,3,14,493,531,1026,36660,36658,73315,14708,14009,28718,748,429,1179,109048,92500,201545
126,1324,1418,2742,759,850,1608,28,26,54,3,3,10,30,52,88,16569,11584,28155,567,1521,2088,293,8,298,285,39,318,157,31,196,206,159,368,928,1054,1982,21160,16737,37903,432,561,993,14,0,14,6,22,30,109,74,177,29,79,109,40,34,75,625,770,1402,7,4,7,12,9,17,42,23,68,26,50,75,12,28,42,95,113,205,187,120,304,906,1006,1919,126,160,285,19,17,33,6,3,8,151,174,324,24086,23780,47868,4921,6947,11869,188,141,331,51421,48790,100212
127,1375,1420,2787,393,563,956,10,3,15,0,0,3,109,85,188,46921,30878,77804,2355,3969,6324,1540,24,1563,271,32,305,211,36,251,536,404,944,1145,1151,2296,54875,38564,93435,469,537,1000,0,0,0,8,13,23,406,281,685,63,129,187,32,25,58,983,975,1959,0,0,0,0,0,0,34,41,73,36,79,111,7,14,23,75,139,213,507,312,821,1567,1428,2995,212,257,468,17,20,31,17,7,24,246,277,528,20229,27139,47366,14277,13257,27532,549,395,942,91741,81058,172795
128,1273,1001,2278,57,96,158,4,4,14,0,0,0,32,43,78,27606,18630,46233,1143,1532,2673,777,11,785,303,27,329,214,48,263,215,185,400,701,1091,1798,32326,22670,54997,174,143,318,3,0,8,15,17,36,223,101,323,42,53,90,42,16,50,495,330,827,0,0,0,0,0,0,5,12,18,0,4,5,4,5,11,14,14,31,218,114,338,726,468,1194,60,56,111,0,0,0,8,3,9,67,59,124,19085,24295,43379,6456,10047,16505,166,130,292,58823,57672,116501
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,22,0,22,0,0,0,0,0,0,0,0,0,0,0,0,29,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,3,35
201,142,65,204,126,179,311,18,5,19,8,5,14,92,93,190,25774,22066,47833,1709,1831,3545,498,15,516,100,13,116,284,84,369,166,76,241,1021,1007,2028,29933,25444,55373,5,6,12,0,0,0,13,15,22,51,25,77,5,5,7,18,0,19,92,51,144,0,0,0,0,0,0,10,3,16,11,28,40,11,16,31,30,51,84,261,149,408,382,252,638,32,24,57,7,10,11,16,7,21,55,41,87,5907,7037,12943,3251,5742,8993,268,235,507,39796,38743,78536
202,140,110,242,160,211,370,16,5,16,4,4,9,34,43,82,24605,21232,45840,1570,1753,3324,507,13,522,152,20,172,328,145,474,156,88,244,1072,1025,2103,28739,24661,53399,10,12,17,0,0,0,8,3,13,31,13,41,7,7,21,32,4,37,85,39,122,0,0,0,0,0,0,11,8,20,23,37,56,8,12,17,40,57,99,208,127,335,336,223,556,16,15,30,4,3,13,13,4,17,31,27,64,5844,7290,13135,3179,5710,8893,246,209,452,38375,38120,76490
203,472,279,750,397,665,1069,37,5,40,14,8,19,160,148,303,50090,40774,90869,2780,3194,5975,748,15,757,272,38,309,694,248,940,303,176,480,1425,1646,3068,57387,47198,104583,37,47,89,0,4,4,25,24,50,167,83,256,10,17,28,40,9,47,282,193,469,0,0,0,0,0,0,28,27,56,39,76,113,24,28,54,93,130,225,474,269,744,848,588,1437,74,66,141,23,23,49,29,9,35,125,96,224,14088,17697,31791,6616,11962,18574,402,355,756,79470,77906,157372
204,61,31,89,153,132,286,20,5,26,8,6,11,47,47,95,28827,24691,53517,1809,1768,3578,679,27,704,242,29,276,420,182,606,411,215,623,2572,2174,4737,35233,29308,64543,4,6,12,0,0,0,4,3,4,27,9,39,7,0,8,4,0,10,47,19,68,0,0,0,0,0,0,16,13,28,0,17,17,6,10,17,22,36,64,325,151,476,396,212,608,12,4,12,4,5,3,22,7,23,30,14,46,5453,6915,12367,3691,6163,9855,360,335,698,45177,42940,88111
205,145,75,219,153,169,323,18,13,29,8,7,21,45,51,104,43267,36815,80084,2688,2813,5498,896,21,913,301,43,333,408,147,554,368,212,581,2069,1824,3895,50361,42189,92546,23,25,45,0,0,0,3,0,3,42,21,62,25,8,34,9,7,16,105,58,158,0,0,0,0,0,0,24,17,36,16,27,41,6,3,8,40,46,86,477,239,712,617,343,960,29,24,48,8,6,19,23,8,30,65,32,96,7778,10548,18327,5370,9237,14607,594,525,1125,64785,62882,127669
206,4971,4935,9909,824,1025,1853,32,21,57,7595,9488,17086,534,654,1185,51920,36604,88523,2061,3618,5677,414,13,424,1415,243,1654,6610,3684,10293,914,698,1616,10881,11742,22616,88176,72713,160892,710,683,1398,0,0,0,1275,1492,2770,211,169,382,70,138,205,354,222,577,2629,2703,5328,0,0,0,313,384,696,41,32,71,28,49,80,41,47,92,420,516,934,1297,1177,2476,4341,4394,8736,838,845,1688,51,61,113,151,110,256,1041,1012,2057,73193,80537,153730,16028,24806,40841,675,583,1256,183458,184047,367512
207,1780,1618,3395,1048,1352,2397,20,8,29,623,782,1399,135,136,273,40264,31282,71543,1704,3458,5161,366,6,372,322,33,354,807,253,1061,369,287,657,1675,2174,3854,49117,41388,90500,377,330,703,0,0,0,232,246,479,224,137,361,42,68,114,87,38,119,954,817,1772,0,0,0,135,160,292,96,82,178,47,96,140,22,28,55,303,363,666,449,398,842,1708,1573,3282,285,315,597,36,54,92,17,21,38,339,393,724,34173,34318,68488,7800,12669,20467,354,293,644,93485,90627,184112
208,3134,2659,5796,361,580,944,28,5,33,283,375,660,172,170,341,48183,38026,86207,1917,3120,5034,485,13,501,468,45,512,1169,352,1518,406,331,732,1692,2328,4024,58308,47993,106301,406,402,808,0,0,0,265,366,634,336,220,556,59,108,161,131,52,184,1183,1146,2334,0,0,0,17,26,47,20,18,43,22,51,79,14,26,37,74,124,202,433,326,756,1695,1598,3287,283,306,595,10,22,29,31,21,46,322,343,669,40700,43434,84142,9056,15467,24524,410,329,742,110498,109171,219669
209,2950,2711,5663,647,959,1606,26,13,41,306,435,745,272,218,488,78889,55340,134225,3533,4694,8228,1452,26,1481,492,50,544,909,333,1243,683,406,1086,1417,1729,3152,91603,66911,158510,510,672,1187,0,0,0,166,216,384,608,399,1005,65,140,204,120,78,195,1470,1509,2974,0,0,0,83,124,201,39,47,89,45,123,174,26,36,67,195,328,525,748,456,1204,2417,2292,4701,425,472,900,48,41,86,43,21,67,518,535,1056,31532,37450,68982,11054,19553,30605,646,438,1084,137763,127178,264944
210,2199,2023,4228,365,476,836,37,9,46,75,153,226,312,173,484,63392,40421,103806,3144,3855,6999,1331,17,1352,316,25,335,412,129,543,538,317,849,706,861,1570,72808,48463,121276,395,507,899,0,0,0,158,176,332,444,280,729,70,134,206,66,41,107,1124,1140,2266,0,0,0,40,48,96,60,40,101,42,83,121,22,29,49,161,200,361,646,365,1013,1937,1701,3642,324,423,747,20,30,49,33,15,44,376,465,844,18690,24195,42887,7965,12857,20818,567,387,957,102348,88067,190420
211,1797,1389,3189,641,695,1334,47,17,62,18,29,54,151,136,284,77390,58908,136298,3837,4541,8379,1481,31,1513,420,40,465,527,87,610,486,307,791,1270,1349,2615,88058,67526,155589,443,414,859,0,0,0,69,84,153,528,323,848,64,93,155,63,33,92,1169,942,2109,0,0,3,12,14,28,52,40,93,79,102,178,27,24,50,172,173,351,712,375,1088,2058,1493,3546,238,276,518,23,27,48,33,10,43,292,319,609,32880,37390,70271,11140,20461,31606,471,387,861,134909,127574,262480
212,3816,3340,7154,1237,1855,3090,41,17,56,29,31,60,575,527,1098,138611,91788,230407,7292,10180,17471,2680,58,2736,690,54,746,693,149,845,1329,688,2019,1768,2124,3895,158769,110819,269582,943,1319,2264,4,0,4,165,211,377,990,554,1541,115,247,358,124,84,212,2343,2411,4757,4,0,6,16,16,27,99,80,179,131,302,436,56,74,129,299,476,777,1430,857,2290,4082,3739,7823,685,883,1569,55,89,147,56,23,84,801,993,1789,38533,44888,83420,14676,25008,39690,1110,772,1879,217966,186215,404186
