SA4_CODE_2021,P_Yr_8_bel_15_19_yr,P_Yr_8_bel_20_24_yr,P_Yr_8_bel_25_34_yr,P_Yr_8_bel_35_44_yr,P_Yr_8_bel_45_54_yr,P_Yr_8_bel_55_64_yr,P_Yr_8_bel_65_74_yr,P_Yr_8_bel_75_84_yr,P_Yr_8_bel_85_yr_over,P_Yr_8_bel_Tot,P_Did_not_go_to_school_15_19,P_Did_not_go_to_school_20_24,P_Did_not_go_to_school_25_34,P_Did_not_go_to_school_35_44,P_Did_not_go_to_school_45_54,P_Did_not_go_to_school_55_64,P_Did_not_go_to_school_65_74,P_Did_not_go_to_school_75_84,P_Did_not_go_to_school_85ov,P_Did_not_go_to_school_Tot,P_High_yr_sch_ns_15_19_yr,P_High_yr_sch_ns_20_24_yr,P_High_yr_sch_ns_25_34_yr,P_High_yr_sch_ns_35_44_yr,P_High_yr_sch_ns_45_54_yr,P_High_yr_sch_ns_55_64_yr,P_High_yr_sch_ns_65_74_yr,P_High_yr_sch_ns_75_84_yr,P_High_yr_sch_ns_85_yr_over,P_High_yr_sch_ns_Tot,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
202,86,78,282,325,406,709,1481,1775,1072,6217,9,31,119,138,159,148,109,63,33,816,524,503,1252,1190,1331,1408,1402,1331,1023,9960,3826,8930,19514,19885,21250,22178,19957,11002,4494,131036
203,136,131,398,485,646,1098,2352,2996,1913,10160,20,52,207,248,265,237,231,256,159,1681,769,1010,2118,1969,1869,1801,2026,1953,1373,14897,7177,19504,43597,42066,40652,38983,34987,19396,7886,254250
204,85,78,215,275,362,775,1641,2107,1305,6848,14,18,73,68,99,111,120,82,59,654,762,819,1506,1551,1723,1933,1857,1546,878,12582,4659,9446,20382,21070,23960,26856,24263,13186,4941,148758
205,200,127,483,540,745,1502,2993,3769,2162,12527,14,49,105,126,151,172,162,202,118,1087,1038,1010,2488,2689,2578,3006,3305,2658,1603,20374,6818,13903,32990,32684,36047,43251,41781,22395,7941,237808
206,65,104,457,476,696,1284,2602,4653,2944,13288,24,140,614,404,462,623,810,1213,864,5151,1185,3581,9975,6112,4225,3579,2968,2328,1516,35470,11374,57183,164246,100583,71866,56616,40120,22587,9871,534443
207,50,69,175,253,440,695,1946,3440,2498,9565,19,77,278,259,303,417,539,620,511,3023,522,952,2062,1576,1515,1258,1450,1614,1429,12368,7682,26742,48466,47647,50100,43988,34517,24157,12160,295454
208,67,54,140,218,316,634,1675,3035,2305,8439,8,53,185,187,195,265,343,486,330,2061,550,704,2150,1923,1743,1427,1820,1950,1715,13983,8001,24170,51971,57765,61449,49945,38916,23769,12269,328246
209,123,139,575,912,1257,2398,5609,6907,3778,21700,30,125,436,544,685,1010,1305,1452,906,6497,1122,1486,3763,3317,2718,2436,2401,2128,1548,20924,11298,33167,79650,81962,70450,58929,44499,25046,10533,415523
210,141,239,1017,1690,1998,2710,4613,5316,2838,20570,37,153,542,795,1014,1483,1421,1424,756,7626,1183,1448,4017,3409,2625,2173,1876,1649,1126,19509,9713,26806,66300,63360,52052,43923,30841,18236,7681,318907
211,114,149,596,764,970,1499,2773,4065,2512,13442,32,85,398,435,468,607,570,461,307,3356,815,913,2261,2270,2133,2002,2052,2363,1976,16785,10899,29888,63288,71050,70556,64029,50515,29443,11785,401445
212,308,409,1948,2852,3161,4545,7037,8068,4302,32627,99,475,2351,2841,2939,3032,2489,1866,1050,17133,2113,3166,8002,6122,4711,4090,3620,3400,2357,37586,19837,60277,135006,127929,104907,87056,64133,38321,16012,653478
213,270,424,1598,2320,3064,4911,8548,7824,3456,32423,57,264,1340,1669,2176,2666,2488,1924,1097,13682,2478,3400,9786,8142,5380,4166,3757,2854,1712,41676,18232,53036,142391,144595,103219,79934,56927,27388,10223,635950
214,117,119,324,403,621,907,1907,2704,1662,8776,22,36,100,110,128,169,173,187,128,1046,823,757,1859,2003,2214,1948,2093,2258,1714,15666,6914,15511,33832,37548,41594,39504,35578,22444,9007,241943
215,106,110,363,421,536,985,1866,2389,1575,8349,13,64,208,186,235,216,170,151,78,1323,655,615,1604,1510,1552,1796,1843,1510,996,12081,3591,7938,19067,17142,18836,22046,18827,11109,4889,123437
216,80,73,345,405,473,826,1678,1954,1123,6961,11,33,145,195,216,188,134,147,83,1147,527,539,1370,1231,1327,1405,1426,1356,900,10087,3212,7067,16017,15091,17152,18430,16167,9856,3940,106931
217,60,55,195,215,304,574,1283,1806,1207,5706,0,14,85,75,62,85,61,44,27,444,471,399,943,945,1078,1140,1265,1060,680,7977,2972,6018,14086,13915,16282,18545,16392,8978,3787,100979
297,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,38,98,129,108,13,0,0,389,0,4,52,140,182,158,16,0,0,565
301,47,23,133,196,333,556,1653,2320,1189,6460,6,14,52,69,101,87,84,100,47,563,373,385,907,967,1022,935,1088,1139,1047,7864,6236,12306,25044,31185,33512,30742,25514,14139,5342,184023
302,50,39,134,172,313,517,1289,2234,1416,6161,5,30,96,159,149,171,135,118,98,953,335,573,1501,1162,986,838,900,1006,1035,8334,4934,13977,34458,33961,29256,23827,18340,11542,5698,175999
303,59,69,291,432,678,938,1818,2702,1712,8696,15,79,399,429,442,500,468,302,243,2888,633,1219,2797,2103,1604,1391,1306,1234,912,13197,9087,28271,62112,58218,45885,36510,26975,15267,6579,288905
304,23,11,50,79,126,193,417,726,590,2218,9,16,65,70,80,96,80,60,33,513,271,424,650,590,458,382,473,614,615,4480,6502,13681,20923,26669,26260,19309,15967,9405,3918,142627
305,27,51,133,149,207,281,596,981,668,3090,3,42,176,118,110,95,94,117,107,866,712,1873,4697,2985,2301,1773,1360,1017,622,17342,8020,30890,65989,46101,38751,28376,18437,9286,3677,249526
306,78,81,298,448,548,1060,2122,2530,1278,8444,20,35,174,196,260,259,238,186,95,1459,1349,1670,4335,3353,3491,3614,3576,2109,897,24390,6746,13187,32581,32719,35744,36864,31888,15347,4679,209752
307,49,38,137,190,406,781,1902,2347,988,6834,8,12,41,42,37,79,116,101,41,474,626,711,1735,1543,1767,1802,1524,1210,628,11543,3492,6626,14766,14542,16924,18367,16135,8876,2955,102675
308,71,56,224,376,581,1037,2401,3100,1306,9151,14,33,82,88,101,125,116,89,52,690,994,1166,2936,3101,3080,3013,2400,1502,770,18951,6471,12886,29899,30297,30347,31263,23772,11529,3702,180163
309,148,129,391,596,812,1512,3040,3874,2036,12536,22,65,236,274,263,269,331,253,199,1915,1845,2641,6526,5283,4823,4433,4533,4259,2892,37237,16443,39998,87599,86762,85960,75745,65467,38105,13368,509444
310,193,150,517,928,1161,1776,3202,3733,1571,13246,37,90,341,388,619,701,515,256,149,3088,1294,1471,3434,2963,2403,2043,1739,1452,818,17618,10997,23692,53657,50944,45358,39012,27910,14585,4755,270912
311,138,144,784,953,1173,1516,2861,2787,1149,11501,25,99,627,719,763,633,468,320,111,3763,1594,1701,3909,3397,2755,2034,1927,1550,858,19734,11048,23269,50848,48365,44040,37467,29541,14735,4451,263757
312,37,51,141,191,348,794,1741,2195,898,6397,4,19,63,52,81,76,73,78,40,487,891,1779,4905,4418,4426,3986,2282,1243,520,24440,4834,11097,27354,26787,26896,26766,19072,8733,2647,154190
313,102,85,295,398,683,1044,2714,3465,1464,10247,11,36,147,127,139,166,126,123,76,947,791,899,1923,1914,1779,1606,1926,1773,1247,13863,7303,14334,29864,30892,33538,32935,32380,18540,6062,205840
314,40,35,148,188,264,398,1047,1540,675,4323,22,16,78,88,104,107,104,53,26,599,371,444,1089,991,838,541,571,548,367,5756,5969,12880,28781,31809,29934,22242,16606,8370,2510,159107
315,132,69,185,204,325,709,1272,977,284,4166,19,18,52,27,65,72,104,75,24,446,547,858,2103,1802,1971,2202,1783,669,169,12104,3045,6049,13920,11707,12193,13933,11177,3805,790,76617
316,105,60,163,256,438,811,2070,3492,2071,9465,21,32,92,100,129,119,112,107,66,776,1005,1117,2605,2656,2537,2610,2873,2851,2027,20274,9991,19429,42083,48220,53501,54057,51430,30644,10892,320262
317,86,120,237,352,435,563,1475,2351,1288,6909,29,81,288,282,203,193,148,73,39,1330,501,610,1203,998,951,924,887,882,515,7478,4692,10323,21574,19480,19148,18259,15806,9867,3882,123038
318,99,85,225,344,509,973,2075,2764,1292,8354,22,25,109,123,150,171,136,110,60,916,1171,1731,2778,2323,2266,2092,1939,1393,713,16407,7656,16838,31980,29146,29868,29367,24230,12224,3988,185284
319,122,121,343,525,913,1802,5084,6184,2797,17896,15,43,126,99,154,191,206,206,102,1138,1077,988,2299,2207,2706,3198,3745,3120,1309,20652,7888,13659,29013,30467,37493,47138,50460,28038,8284,252438
397,0,0,0,3,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,10,8,57,76,45,16,6,0,0,219,9,12,92,111,79,34,14,0,0,348
401,34,40,121,184,254,460,1504,2700,2146,7446,17,39,131,131,126,150,223,378,345,1523,532,894,2031,1670,1529,1441,1440,1382,1149,12082,7210,21974,41377,40515,40502,37879,32865,19908,9274,251500
402,140,223,1065,1513,1375,2009,3695,4227,2352,16599,34,160,862,1376,1649,1374,959,609,336,7351,1047,1217,2963,2656,2248,1981,2051,2129,1473,17757,10972,29776,66799,62197,54680,51128,39556,23081,9073,347252
403,74,71,227,332,423,780,1815,2644,2045,8403,13,24,87,134,161,259,250,216,152,1286,581,683,1528,1504,1426,1493,1686,1685,1162,11742,8422,21881,46087,48275,47449,46394,41757,23406,10339,294001
404,54,58,211,373,549,958,2270,3386,2466,10327,11,27,146,194,353,442,482,548,510,2724,344,599,1410,1225,1050,1121,1049,1049,639,8483,4838,16296,37592,32336,30845,30425,23615,14298,7495,197745
405,23,29,103,125,192,513,1356,1906,1093,5338,6,4,25,26,42,31,40,44,30,241,346,291,668,764,935,1146,1215,1004,464,6840,2316,4931,10652,11743,14217,17916,16996,9398,3297,91474
406,48,51,161,188,250,438,900,1101,549,3672,5,7,43,35,43,52,60,44,27,311,382,517,1509,1307,1488,1454,1100,740,317,8822,2054,4672,12494,10994,12151,13167,10108,5203,1758,72603
407,52,57,248,348,416,815,2269,2904,1762,8874,18,30,99,148,168,153,127,130,68,944,583,562,1322,1371,1669,1882,2046,1679,911,12022,4082,8621,19472,20025,23951,28389,28524,16222,5936,155221
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,8,0,0,0,16,10,0,0,0,0,34
501,46,57,145,166,235,395,989,1373,849,4243,4,14,84,58,64,88,77,78,59,521,561,454,1339,1379,1542,1538,1489,1169,749,10224,4700,7823,19715,23449,24683,24991,21753,11162,3938,142210
502,43,26,55,106,157,278,683,987,569,2905,9,6,23,29,40,42,54,40,15,262,280,253,538,547,596,544,756,881,646,5033,2809,5047,10283,11145,12290,13260,13740,8723,3051,80353
503,15,25,51,77,99,161,350,547,579,1896,4,19,79,61,49,99,75,88,122,598,362,792,2159,1649,1306,1154,1195,991,704,10317,4641,13275,30790,26396,23665,20424,16302,9507,4536,149538
504,75,67,300,475,602,882,1435,1670,972,6485,17,29,196,311,401,377,312,242,162,2064,580,699,1848,1711,1483,1254,1205,1051,721,10541,7068,16246,39869,39531,34944,30942,22858,12061,4420,207942
505,90,95,489,769,957,1303,2369,3135,1997,11202,25,48,369,623,725,740,606,493,354,3987,977,1228,3170,3022,2437,1967,2087,2256,1647,18792,14535,33667,76424,81506,74756,63085,49578,27063,10811,431437
506,154,154,569,877,1050,1425,2348,2506,1507,10595,31,90,541,680,720,702,585,422,248,4012,1240,1722,4120,3589,2844,2370,2197,2253,1913,22254,13938,35341,78495,78413,63578,54542,43336,22891,9101,399629
507,92,99,214,348,534,935,1950,2509,1516,8198,21,35,127,194,239,244,296,290,241,1692,935,1204,2867,2618,2184,1913,2098,2152,1758,17736,11826,26355,58136,61364,56583,49154,38039,21101,8815,331370
509,44,45,155,166,234,432,933,1204,691,3904,10,21,59,82,95,79,77,56,53,528,617,632,1586,1643,1896,2017,1766,1287,588,12037,3453,5806,14178,15504,18121,20926,18030,9379,3240,108628
510,110,61,177,218,327,402,539,324,62,2213,22,13,58,69,109,95,94,93,34,583,775,1558,5893,5574,5158,4030,1731,498,86,25316,2950,6919,24313,23336,20130,17521,10392,2612,309,108480
511,53,51,106,179,284,531,938,998,410,3555,6,15,48,68,72,73,83,79,53,500,783,1403,3929,3674,3568,3170,2097,1019,353,19995,3693,7759,20011,19201,19799,20186,15604,6682,1826,114761
597,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,44,223,434,399,218,49,8,0,1387,20,116,521,957,893,533,176,32,0,3245
601,76,72,254,257,330,629,1106,1448,1168,5342,12,25,164,133,183,174,163,97,56,1008,522,655,1903,1421,1203,1243,1454,1297,711,10406,5451,14852,39732,31713,29596,29544,25421,14316,5591,196216
602,44,59,201,204,257,524,1031,1135,911,4364,10,28,116,150,180,121,84,82,46,805,406,519,1089,861,957,1163,1240,1196,661,8088,3600,8464,19360,16920,18918,20630,18410,10383,3696,120378
603,22,9,19,37,70,189,344,288,168,1144,4,0,8,9,11,18,21,13,11,97,139,145,350,328,388,520,522,301,145,2839,982,1750,4129,4670,5518,7180,6276,2764,722,33990
604,33,41,93,124,213,453,969,1086,944,3954,6,19,44,32,46,55,60,30,21,319,338,330,857,780,885,974,1135,988,452,6729,2850,5866,13421,12443,14784,16734,14718,8375,2867,92066
697,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,25,25,31,25,7,0,0,112,3,15,62,80,90,75,33,3,0,360
701,65,42,192,281,426,583,881,659,208,3339,5,30,94,108,142,162,183,102,50,869,675,1065,3022,2434,2291,2120,1620,589,174,13990,3595,9550,27482,23409,19885,17495,12673,4407,896,119386
702,494,452,920,923,939,836,859,337,78,5843,64,88,153,199,235,264,289,139,61,1504,673,969,2669,2107,2164,2202,1598,398,63,12846,4254,7207,18623,15097,13393,13474,9422,2250,358,84083
797,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,9,17,43,40,34,11,3,0,156,11,27,58,105,120,106,42,10,0,482
801,74,70,298,400,486,850,1532,1694,994,6393,18,53,276,232,266,291,266,281,155,1840,1167,1901,3664,2557,1884,1484,1545,1268,829,16308,11891,34462,77573,69136,56025,44726,34854,19029,7195,354895
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901,0,0,3,5,17,31,60,21,3,142,0,0,0,0,9,25,37,28,7,107,27,70,257,182,176,180,119,64,5,1087,115,272,741,691,765,892,664,295,60,4490
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
