SA4_CODE_2021,M_PG_Deg_15_24_yr,M_PG_Deg_25_34_yr,M_PG_Deg_35_44_yr,M_PG_Deg_45_54_yr,M_PG_Deg_55_64_yr,M_PG_Deg_65_74_yr,M_PG_Deg_75_84_yr,M_PG_Deg_85_yr_over,M_PG_Deg_Tot,M_Grad_Dip_Cer_15_24,M_Grad_Dip_Cer_25_34,M_Grad_Dip_Cer_35_44,M_Grad_Dip_Cer_45_54,M_Grad_Dip_Cer_55_64,M_Grad_Dip_Cer_65_74,M_Grad_Dip_Cer_75_84,M_Grad_Dip_Cer_85_over,M_Grad_Dip_Cer_Tot,M_B_Deg_15_24_yr,M_B_Deg_25_34_yr,M_B_Deg_35_44_yr,M_B_Deg_45_54_yr,M_B_Deg_55_64_yr,M_B_Deg_65_74_yr,M_B_Deg_75_84_yr,M_B_Deg_85_yr_over,M_B_Deg_Tot,M_Adv_Dip_Dip_15_24_yr,M_Adv_Dip_Dip_25_34_yr,M_Adv_Dip_Dip_35_44_yr,M_Adv_Dip_Dip_45_54_yr,M_Adv_Dip_Dip_55_64_yr,M_Adv_Dip_Dip_65_74_yr,M_Adv_Dip_Dip_75_84_yr,M_Adv_Dip_Dip_85_yr_over,M_Adv_Dip_Dip_Total,M_Cer_III_IV_15_24_yr,M_Cer_III_IV_25_34_yr,M_Cer_III_IV_35_44_yr,M_Cer_III_IV_45_54_yr,M_Cer_III_IV_55_64_yr,M_Cer_III_IV_65_74_yr,M_Cer_III_IV_75_84_yr,M_Cer_III_IV_85_yr_over,M_Cer_III_IV_Tot,M_Cer_I_II_15_24_yr,M_Cer_I_II_25_34_yr,M_Cer_I_II_35_44_yr,M_Cer_I_II_45_54_yr,M_Cer_I_II_55_64_yr,M_Cer_I_II_65_74_yr,M_Cer_I_II_75_84_yr,M_Cer_I_II_85_yr_over,M_Cer_I_II_Tot,M_Cer_nfd_15_24_yr,M_Cer_nfd_25_34_yr,M_Cer_nfd_35_44_yr,M_Cer_nfd_45_54_yr,M_Cer_nfd_55_64_yr,M_Cer_nfd_65_74_yr,M_Cer_nfd_75_84_yr,M_Cer_nfd_85_yr_over,M_Cer_nfd_Tot,M_Cer_Tot_15_24_yr,M_Cer_Tot_25_34_yr,M_Cer_Tot_35_44_yr,M_Cer_Tot_45_54_yr,M_Cer_Tot_55_64_yr,M_Cer_Tot_65_74_yr,M_Cer_Tot_75_84_yr,M_Cer_Tot_85_yr_over,M_Cer_Tot_Tot,M_lvl_educ_inad_desc_15_24,M_lvl_educ_inad_desc_25_34,M_lvl_educ_inad_desc_35_44,M_lvl_educ_inad_desc_45_54,M_lvl_educ_inad_desc_55_64,M_lvl_educ_inad_desc_65_74,M_lvl_educ_inad_desc_75_84,M_lvl_educ_inad_desc_85ov,M_lvl_educ_inad_desc_Tot,M_lvl_educ_ns_15_24,M_lvl_educ_ns_25_34,M_lvl_educ_ns_35_44,M_lvl_educ_ns_45_54,M_lvl_educ_ns_55_64,M_lvl_educ_ns_65_74,M_lvl_educ_ns_75_84,M_lvl_educ_ns_85_yr_over,M_lvl_educ_ns_Tot,M_Tot_15_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_PG_Deg_15_24_yr,F_PG_Deg_25_34_yr,F_PG_Deg_35_44_yr,F_PG_Deg_45_54_yr,F_PG_Deg_55_64_yr,F_PG_Deg_65_74_yr,F_PG_Deg_75_84_yr,F_PG_Deg_85_yr_over,F_PGuate_Deg_Tot,F_Grad_Dip_Cer_15_24_yr,F_Grad_Dip_Cer_25_34_yr,F_Grad_Dip_Cer_35_44_yr,F_Grad_Dip_Cer_45_54_yr,F_Grad_Dip_Cer_55_64_yr,F_Grad_Dip_Cer_65_74_yr,F_Grad_Dip_Cer_75_84_yr,F_Grad_Dip_Cer_85_yr_over,F_Grad_Dip_Cer_Tot,F_B_Deg_15_24_yr,F_B_Deg_25_34_yr,F_B_Deg_35_44_yr,F_B_Deg_45_54_yr,F_B_Deg_55_64_yr,F_B_Deg_65_74_yr,F_B_Deg_75_84_yr,F_B_Deg_85_yr_over,F_B_Deg_Tot,F_Adv_Dip_Dip_15_24,F_Adv_Dip_Dip_25_34,F_Adv_Dip_Dip_35_44,F_Adv_Dip_Dip_45_54,F_Adv_Dip_Dip_55_64,F_Adv_Dip_Dip_65_74,F_Adv_Dip_Dip_75_84,F_Adv_Dip_Dip_85_over,F_Adv_Dip_Dip_Total,F_Cer_III_IV_15_24_yr,F_Cer_III_IV_25_34_yr,F_Cer_III_IV_35_44_yr,F_Cer_III_IV_45_54_yr,F_Cer_III_IV_55_64_yr,F_Cer_III_IV_65_74_yr,F_Cer_III_IV_75_84_yr,F_Cer_III_IV_85_yr_over,F_Cer_III_IV_Tot,F_Cer_I_II_15_24_yr,F_Cer_I_II_25_34_yr,F_Cer_I_II_35_44_yr,F_Cer_I_II_45_54_yr,F_Cer_I_II_55_64_yr,F_Cer_I_II_65_74_yr,F_Cer_I_II_75_84_yr,F_Cer_I_II_85_yr_over,F_Cer_I_II_Tot,F_Cer_nfd_15_24_yr,F_Cer_nfd_25_34_yr,F_Cer_nfd_35_44_yr,F_Cer_nfd_45_54_yr,F_Cer_nfd_55_64_yr,F_Cer_nfd_65_74_yr,F_Cer_nfd_75_84_yr,F_Cer_nfd_85_yr_over,F_Cer_nfd_Tot,F_Cer_Tot_15_24_yr,F_Cer_Tot_25_34_yr,F_Cer_Tot_35_44_yr,F_Cer_Tot_45_54_yr,F_Cer_Tot_55_64_yr,F_Cer_Tot_65_74_yr,F_Cer_Tot_75_84_yr,F_Cer_Tot_85_yr_over,F_Cer_Tot_Tot,F_lvl_educ_inad_desc_15_24,F_lvl_educ_inad_desc_25_34,F_lvl_educ_inad_desc_35_44,F_lvl_educ_inad_desc_45_54,F_lvl_educ_inad_desc_55_64,F_lvl_educ_inad_desc_65_74,F_lvl_educ_inad_desc_75_84,F_lvl_educ_inad_desc_85ov,F_lvl_educ_inad_desc_Tot,F_lvl_educ_ns_15_24_yr,F_lvl_educ_ns_25_34_yr,F_lvl_educ_ns_35_44_yr,F_lvl_educ_ns_45_54_yr,F_lvl_educ_ns_55_64_yr,F_lvl_educ_ns_65_74_yr,F_lvl_educ_ns_75_84_yr,F_lvl_educ_ns_85_yr_over,F_lvl_educ_ns_Tot,F_Tot_15_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_PG_Deg_15_24_yr,P_PG_Deg_25_34_yr
204,9,289,364,393,364,361,112,15,1913,11,76,225,254,271,277,93,9,1217,248,1268,1325,1200,1088,1110,392,84,6718,165,726,1001,1110,1192,1133,439,91,5859,1629,3802,3658,3825,4023,2883,1304,314,21437,197,145,107,83,77,77,21,3,713,70,112,129,173,180,235,121,24,1042,1895,4058,3899,4080,4278,3193,1447,340,23201,15,33,35,51,56,67,43,18,314,1022,877,873,948,1174,1151,817,341,7191,3370,7336,7712,8044,8432,7285,3337,902,46412,32,605,657,537,471,310,50,13,2677,50,458,565,630,586,445,114,13,2871,480,2321,2566,2084,1709,1354,465,118,11101,418,1348,1714,1892,1842,1326,566,144,9245,1141,2272,2181,2192,2012,980,238,58,11081,188,220,209,224,251,163,45,12,1303,113,124,151,309,333,260,128,44,1455,1439,2614,2538,2722,2595,1397,404,120,13838,17,35,43,44,66,100,65,32,402,929,822,879,1037,1186,1273,1206,675,8005,3374,8213,8967,8934,8461,6198,2880,1105,48140,43,894
205,25,414,491,473,560,519,221,34,2725,14,143,245,303,350,469,106,11,1645,366,1889,1784,1549,1616,1606,620,88,9516,207,1007,1390,1428,1690,1771,804,159,8453,2172,6172,5714,6057,6828,5396,2555,622,35512,249,244,200,127,130,113,41,14,1108,69,168,203,214,324,404,165,49,1604,2494,6574,6118,6400,7287,5905,2759,686,38226,25,54,71,66,69,103,79,22,486,1344,1395,1492,1500,1723,1885,1391,650,11375,4466,11475,11594,11710,13293,12265,5981,1650,72429,62,826,826,725,720,500,135,17,3809,92,628,762,768,841,620,176,21,3906,757,3625,3296,2648,2533,2119,812,162,15963,468,2184,2441,2719,2745,2170,826,218,13771,1614,4012,3570,3416,3173,1631,416,81,17916,268,341,388,354,395,297,60,16,2123,117,228,303,393,485,446,190,55,2219,2001,4586,4264,4165,4058,2366,668,152,22257,31,65,72,79,133,172,143,43,736,1307,1410,1482,1496,1947,2391,1919,1135,13089,4718,13324,13142,12604,12970,10337,4681,1742,73526,88,1236
206,892,15009,9808,5547,3849,2405,1082,170,38760,156,2132,1986,1707,1358,830,198,27,8394,7439,31970,18298,10416,6857,4389,1637,403,81393,2229,6113,4882,3447,2558,1769,754,189,21944,2174,7198,4597,3790,3422,1828,933,343,24281,315,412,241,189,128,73,27,5,1389,187,482,474,469,458,286,163,43,2562,2683,8098,5312,4453,4006,2183,1123,383,28232,177,540,357,212,165,130,94,25,1701,2653,5693,3759,2637,2189,1632,1165,621,20337,16230,69549,44392,28412,20988,13331,6047,1822,200768,1285,18777,11606,6144,4084,2300,679,108,44979,340,3797,3301,2954,2331,1471,397,42,14635,10433,36686,18831,11291,6795,4139,1579,405,90161,2576,6548,4807,4288,3413,2259,974,322,25164,2002,4039,2416,2165,1684,785,298,126,13512,338,406,258,262,213,167,43,10,1692,239,577,493,712,675,503,224,98,3526,2575,5024,3167,3143,2570,1452,565,235,18731,201,498,315,216,189,205,124,48,1798,2703,5505,3257,2247,1936,1723,1491,1076,19936,20109,76820,45284,30277,21309,13550,5809,2245,215411,2179,33789
207,321,4712,5132,4210,3356,2117,1053,241,21149,43,538,857,1064,1016,726,266,58,4559,3200,9170,8689,7996,6215,4162,2023,718,42165,1126,2033,1989,2292,2062,1785,1212,418,12922,1284,2290,1787,2454,2449,1518,1459,583,13819,173,134,104,92,94,47,42,9,697,109,165,196,295,319,267,177,72,1602,1570,2592,2082,2842,2859,1840,1677,666,16117,69,151,165,149,164,156,124,47,1037,936,1309,1040,960,775,744,722,532,7013,7266,20504,19948,19518,16441,11530,7078,2672,104957,432,5803,5784,4014,2395,1307,485,126,20346,108,970,1453,1912,1705,1120,410,96,7777,3939,10447,10492,9617,6324,3943,1948,661,47367,979,1988,2459,3413,3228,2490,1452,597,16600,876,1133,1001,1468,1440,778,429,170,7300,160,123,137,185,203,138,75,30,1047,110,139,252,527,586,580,364,158,2720,1143,1401,1387,2182,2225,1493,873,359,11072,76,141,160,186,205,201,184,96,1264,835,1147,1041,999,895,1108,1334,1201,8567,7513,21896,22779,22323,16981,11661,6692,3129,112977,752,10516
208,244,3828,4676,4036,2791,1688,753,170,18182,46,546,988,1213,985,721,200,51,4747,2516,9131,9887,9132,6385,4113,1747,517,43436,827,2238,2902,3292,2562,2044,1064,411,15334,1384,3802,3575,4211,4015,2577,1606,651,21819,201,146,148,109,106,62,32,8,811,99,192,317,462,463,376,199,63,2170,1686,4140,4036,4788,4581,3018,1832,722,24809,51,161,201,210,167,181,122,68,1162,806,1378,1218,1186,924,957,902,606,7985,6175,21420,23913,23867,18399,12719,6616,2541,115652,259,4988,5788,4116,2236,1274,382,94,19140,117,1189,1816,2357,1851,1169,358,71,8926,3324,11604,12266,10946,6490,3935,1609,553,50730,1027,2621,3497,4651,3740,2765,1364,515,20188,1029,1725,1829,2363,2160,1166,464,222,10953,196,168,198,263,292,200,79,17,1423,132,225,433,700,799,644,391,205,3524,1359,2109,2462,3320,3246,2006,935,451,15897,53,136,201,220,224,249,173,118,1365,723,1267,1285,1233,1118,1484,1590,1545,10242,6864,23923,27314,26843,18903,12888,6421,3345,126490,503,8812
209,317,4494,5211,2714,1712,1111,455,65,16087,57,650,1042,995,756,548,156,22,4221,2364,9660,9962,6150,3923,2550,848,210,35671,1294,4147,4902,3948,2760,1842,817,154,19870,3379,8486,7905,7841,6501,4115,2143,592,40968,386,359,268,227,169,85,28,3,1517,192,378,532,584,473,365,160,45,2731,3958,9224,8706,8649,7136,4564,2332,647,45219,98,243,311,189,164,133,83,21,1241,1814,2371,2154,1831,1522,1311,1097,617,12724,9896,30782,32283,24482,17975,12070,5800,1744,135030,402,5735,5761,2703,1448,761,226,30,17062,182,1849,2399,2096,1411,774,203,31,8944,3354,13502,12927,7723,4265,2618,814,199,45408,1552,4940,5898,5297,3654,2089,697,221,24352,2166,4565,4386,4164,3265,1327,365,121,20352,395,387,426,411,380,225,57,11,2290,254,446,656,958,973,610,236,88,4217,2812,5394,5473,5527,4622,2160,655,220,26863,87,209,265,210,214,200,119,45,1343,1472,2226,2088,1723,1687,1773,1550,1112,13633,9859,33860,34800,25289,17302,10378,4257,1862,137608,714,10226
210,174,3079,3402,1441,835,489,145,20,9576,46,416,631,513,425,281,57,8,2378,1747,7194,6635,3592,2288,1313,422,84,23266,1059,3653,3887,2692,2029,1251,467,102,15142,2666,6970,6077,5774,5000,2969,1650,497,31604,311,313,232,177,130,82,23,5,1266,172,358,451,406,374,219,116,34,2128,3146,7637,6760,6362,5504,3271,1782,532,34998,75,187,254,164,128,90,64,19,980,1746,2621,2185,1648,1362,955,802,418,11736,7996,24796,23753,16409,12567,7641,3737,1188,98082,259,3753,3488,1337,689,294,59,0,9880,190,1390,1487,1172,677,356,96,12,5380,2459,9936,8472,4653,2515,1301,409,91,29828,1248,4276,4591,3744,2450,1230,432,87,18052,1603,3865,3539,3227,2385,947,253,85,15908,291,387,398,310,282,149,44,6,1867,249,460,560,755,634,343,156,47,3195,2147,4712,4499,4291,3300,1435,451,137,20971,63,207,213,173,140,127,81,29,1031,1495,2252,2030,1622,1368,1345,1185,809,12094,7856,26512,24774,16992,11137,6084,2716,1164,97236,436,6827
211,127,2656,4210,2674,1899,1242,511,97,13410,38,502,894,945,926,717,252,38,4321,1941,7827,8725,6419,4497,3348,1313,343,34408,1023,2848,4045,3993,3268,2603,1339,370,19490,3477,8621,8023,9036,8435,5352,3147,899,46996,393,291,264,196,172,106,52,13,1489,157,267,434,501,554,504,282,83,2781,4026,9177,8719,9736,9167,5965,3480,996,51267,58,137,198,165,174,170,143,56,1094,1118,1462,1444,1476,1246,1130,1131,761,9766,8336,24604,28229,25409,21179,15179,8171,2647,133758,206,4116,4942,2693,1485,770,206,32,14453,201,1448,2128,2009,1497,1052,307,37,8677,2732,10787,12020,8535,5182,3404,1336,311,44300,1491,4234,5238,5953,4870,3135,1379,405,26696,2287,4214,4215,4846,4099,1994,626,184,22455,404,357,453,427,393,319,108,6,2469,259,356,570,875,1045,727,394,161,4381,2952,4917,5233,6145,5536,3036,1126,349,29305,41,157,177,182,224,294,202,93,1375,1001,1386,1507,1458,1608,1724,1988,1669,12344,8627,27050,31246,26973,20402,13417,6536,2895,137151,329,6774
212,573,7808,8100,4061,2390,1395,550,84,24958,79,761,1143,978,816,592,188,37,4602,4431,15486,14015,8492,5318,3337,1361,395,52825,2521,7355,8247,5665,4017,2548,1300,357,32007,5284,13026,11434,11306,9592,5946,3392,996,60977,710,607,474,325,247,135,46,12,2553,296,692,822,814,723,527,266,80,4219,6291,14322,12732,12438,10561,6611,3704,1085,67745,185,447,547,332,267,236,133,64,2225,3408,5182,3978,3016,2500,2068,1745,928,22826,17496,51361,48762,34980,25867,16776,8994,2948,207186,583,8878,8397,3383,1684,716,248,52,23936,347,2169,2461,1945,1255,700,275,36,9192,5602,19606,17355,10087,5650,3348,1278,376,63301,2765,8435,9392,7752,5297,3005,1260,405,38318,3566,7828,7291,6604,4745,2218,634,213,33101,690,701,709,696,590,334,112,27,3853,443,791,1036,1403,1272,790,447,167,6344,4698,9320,9034,8707,6611,3337,1189,408,43304,166,434,481,323,306,322,194,84,2309,2951,4498,3708,3025,2722,2652,2515,1826,23900,17100,53345,50831,35221,23525,14082,6959,3194,204256,1156,16686
213,543,8188,10385,3719,1673,874,238,30,25649,82,954,1613,1059,713,441,91,6,4954,3639,15856,18012,8647,4304,2426,747,121,53756,2132,7699,8328,5196,3350,1904,639,116,29368,5075,12201,11328,10303,8547,5438,2308,584,55783,615,641,494,400,264,124,30,6,2567,316,704,953,878,719,480,128,35,4218,6007,13545,12775,11576,9527,6041,2470,624,62569,157,506,590,276,238,201,83,13,2053,3762,6121,5105,3360,2586,2004,1418,624,24982,16324,52871,56801,33824,22389,13896,5681,1535,203325,565,9663,9662,3208,1450,587,129,11,25274,359,2599,3163,2190,1195,528,116,19,10164,4803,22238,20609,9717,4554,2408,602,129,65044,2350,8444,9518,6973,4221,1912,593,140,34147,3208,7752,7709,6236,4129,1632,372,108,31145,530,670,771,660,565,299,57,6,3562,393,821,1175,1384,1088,587,198,56,5707,4130,9251,9659,8275,5786,2516,633,171,40419,130,515,533,291,273,210,91,18,2059,3105,5598,4702,3193,2578,2421,1779,1256,24633,15438,58311,57845,33842,20041,10586,3938,1747,201736,1109,17850
214,35,552,817,855,795,753,344,73,4218,8,168,349,446,441,431,144,25,2013,547,2635,2958,2822,2155,1994,1057,260,14433,445,1486,2194,2252,1913,1776,976,253,11299,2079,6056,5791,6038,5574,3977,2309,693,32524,248,176,149,128,118,99,31,9,958,85,179,270,305,341,319,189,53,1743,2414,6405,6211,6466,6036,4397,2537,759,35223,35,75,85,88,107,108,109,58,663,958,1101,1152,1400,1228,1175,1133,684,8829,4444,12433,13766,14327,12675,10631,6300,2104,76685,67,1173,1343,1154,835,557,161,20,5302,103,667,1048,1005,893,651,216,16,4599,975,4698,5045,4159,2878,2300,995,253,21305,768,2717,3363,3618,2962,2224,1036,296,16977,1306,3102,3259,3404,2933,1498,517,120,16146,254,266,330,301,334,226,79,19,1804,140,292,384,544,552,529,307,98,2847,1698,3663,3975,4255,3813,2250,905,236,20797,32,78,78,106,129,190,148,74,835,1026,1103,1230,1380,1345,1760,1887,1346,11083,4672,14089,16083,15677,12855,9925,5346,2251,80892,97,1724
215,20,275,235,150,146,137,32,10,1001,4,77,94,135,131,128,30,4,597,136,1021,835,699,579,451,153,26,3905,138,551,710,781,754,598,220,49,3806,1211,3156,2652,2649,3027,1967,802,194,15666,139,168,104,65,76,46,17,0,620,52,83,106,131,160,130,54,17,742,1404,3412,2862,2849,3264,2138,874,212,17021,15,35,33,33,35,48,39,12,246,827,952,912,932,1102,1086,803,396,7023,2552,6320,5675,5574,6015,4588,2155,710,33601,40,464,314,251,183,85,25,6,1365,43,318,341,360,336,205,55,4,1666,382,2039,1671,1299,1017,742,276,87,7510,290,1061,1119,1253,1312,887,366,100,6400,880,1928,1695,1696,1547,784,184,46,8749,174,205,191,179,172,98,34,3,1053,77,113,166,223,199,147,47,13,995,1136,2251,2047,2098,1919,1032,265,65,10797,15,47,40,32,45,52,27,23,286,767,840,807,854,1010,1169,1047,718,7209,2671,7023,6344,6141,5826,4168,2063,997,35235,67,742
216,24,270,240,187,138,94,37,8,998,3,80,103,119,131,107,40,8,593,155,936,775,616,524,431,129,31,3586,123,504,615,640,657,532,252,43,3372,1106,2628,2302,2608,2543,1761,854,215,14026,117,103,88,78,56,36,13,0,492,49,74,94,116,116,119,57,10,630,1273,2813,2484,2801,2712,1917,927,226,15145,19,29,42,18,44,27,20,11,208,725,805,713,865,837,809,722,341,5804,2312,5443,4967,5245,5043,3921,2129,665,29717,54,462,319,248,173,94,26,3,1376,29,311,347,344,277,169,38,9,1520,363,1846,1544,1150,859,607,228,51,6650,311,1022,1113,1193,1104,712,293,75,5818,819,1558,1497,1487,1344,644,151,27,7518,163,151,159,141,129,90,25,6,863,68,108,128,190,213,122,64,19,916,1052,1816,1780,1817,1685,854,236,51,9291,14,42,51,32,41,47,34,9,272,635,729,695,698,861,917,952,694,6178,2457,6229,5839,5484,4994,3404,1799,891,31102,74,739
217,9,208,205,213,249,210,79,16,1187,0,56,122,138,165,159,39,4,688,140,920,834,753,636,659,210,41,4199,75,447,578,649,692,693,250,55,3440,1061,2556,2379,2585,2601,1632,667,170,13648,130,100,89,53,55,39,13,5,482,30,71,77,96,146,127,57,16,619,1223,2729,2540,2731,2805,1801,741,192,14752,11,31,26,29,33,34,24,4,200,580,564,578,665,698,745,564,291,4670,2038,4948,4883,5176,5275,4311,1900,600,29136,26,389,393,313,283,226,33,9,1666,42,265,351,354,352,245,63,11,1674,312,1697,1656,1400,1132,911,324,72,7503,202,865,978,1148,1221,896,375,95,5778,803,1538,1506,1494,1423,611,151,34,7556,157,144,141,135,150,88,20,9,845,53,95,118,211,176,157,53,19,881,1016,1774,1758,1841,1752,861,223,64,9280,5,29,26,24,44,51,43,20,235,510,495,533,584,784,923,817,575,5216,2108,5511,5700,5659,5560,4101,1875,838,31350,35,598
297,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,4,3,3,6,0,0,0,16,0,6,4,9,6,0,0,0,21,0,3,17,26,13,0,0,0,68,0,0,0,0,0,0,0,0,8,0,0,3,4,0,0,0,0,8,0,3,24,29,23,0,0,0,80,0,0,0,0,0,0,0,0,0,4,19,92,120,95,13,0,0,338,7,26,124,161,129,17,0,0,462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,5,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,16,8,13,16,0,0,0,49,0,20,14,19,18,0,0,0,63,0,0
301,18,350,863,1000,772,517,202,54,3779,15,163,295,367,327,222,72,14,1473,655,2095,2679,2552,1747,1311,547,125,11706,465,962,1761,2043,1747,1203,495,96,8761,2276,4369,4719,4639,4589,3520,1808,464,26391,502,163,144,99,77,59,28,3,1085,123,159,235,276,270,265,152,34,1508,2905,4697,5100,5014,4934,3840,1995,507,28986,31,45,82,100,87,106,69,17,539,523,574,648,689,602,652,552,354,4588,4601,8875,11422,11766,10221,7853,3923,1165,59824,39,696,1253,1075,738,366,102,15,4274,70,513,722,779,602,371,80,17,3152,1038,3672,4532,3552,2215,1480,494,118,17106,772,1874,2735,2978,2326,1353,561,162,12757,1718,2364,2706,2798,2371,1226,321,57,13568,357,230,222,231,235,196,46,8,1526,156,194,342,476,558,407,199,51,2389,2233,2794,3273,3503,3157,1838,569,117,17484,44,48,84,118,107,134,85,28,645,482,594,692,707,736,856,947,865,5881,4670,10186,13292,12713,9883,6402,2839,1324,61313,56,1042
302,43,1112,1859,1210,756,472,187,41,5684,21,356,491,503,376,210,63,14,2028,927,4460,4525,3079,1761,1095,462,132,16447,602,1603,1961,1789,1383,831,365,107,8644,1813,3986,3543,3138,2736,1892,1106,422,18640,381,199,119,114,75,48,21,4,951,132,185,226,250,198,185,113,26,1324,2318,4379,3886,3499,3009,2127,1239,452,20917,35,77,98,103,64,64,39,22,504,597,913,776,674,530,486,473,362,4818,4552,12910,13603,10860,7875,5288,2831,1125,59038,68,1606,2156,1216,647,375,99,19,6187,74,854,916,806,503,335,105,24,3620,1636,6447,6110,3831,2100,1174,545,191,22041,803,2191,2260,2318,1694,937,468,171,10849,1595,2342,2060,1972,1527,735,171,62,10462,317,218,172,175,143,107,33,6,1175,137,203,290,396,397,273,120,51,1867,2050,2761,2515,2544,2071,1114,323,117,13502,37,80,105,113,87,78,72,44,626,534,890,735,600,587,627,792,820,5585,5198,14836,14802,11429,7697,4652,2409,1387,62399,113,2717
303,221,3722,4864,2896,1822,1012,351,66,14959,69,725,869,801,570,304,99,18,3457,2864,10122,8919,5645,3414,2236,846,222,34273,1335,2850,2925,2536,1865,1202,554,145,13395,2594,4865,4185,3922,3506,2289,1350,434,23143,583,282,189,126,89,59,28,4,1365,182,227,363,328,278,245,159,38,1822,3360,5376,4738,4374,3876,2590,1533,482,26330,89,219,222,143,139,132,84,27,1061,1206,1846,1385,1054,897,778,641,345,8155,9143,24857,23918,17449,12583,8268,4118,1300,101630,293,4746,5282,2626,1422,622,180,15,15191,155,1428,1599,1368,884,528,150,29,6137,3829,12695,10987,6730,3719,2109,752,206,41026,1517,3017,3391,3189,2474,1514,633,174,15908,2214,2712,2423,2363,1752,817,254,81,12603,521,277,228,221,218,137,47,6,1650,233,292,419,528,563,439,163,67,2702,2962,3278,3064,3104,2529,1395,470,151,16949,85,177,215,162,157,136,101,42,1068,1088,1600,1307,976,904,865,903,786,8434,9929,26941,25850,18155,12095,7169,3183,1408,104716,515,8473
304,91,1238,2702,2401,1767,1300,632,134,10266,23,311,477,620,409,307,91,23,2274,1480,3548,4312,3961,2367,1788,943,227,18632,616,757,1179,1456,1148,797,434,129,6521,1254,1886,1801,1750,1470,1079,654,225,10118,379,88,65,60,36,30,13,8,669,98,84,138,167,120,152,105,30,895,1727,2057,2004,1972,1626,1263,772,263,11686,43,50,96,86,59,68,51,15,459,470,406,392,321,256,231,295,182,2557,4451,8374,11154,10819,7635,5758,3218,981,52386,123,1659,2947,2207,1301,774,268,51,9329,56,603,937,987,684,470,156,30,3926,1731,4542,5687,4760,2643,1841,831,222,22251,644,958,1449,1747,1416,1072,570,160,8009,1114,977,994,1107,886,456,130,45,5709,316,103,96,93,72,74,35,12,803,92,91,161,290,298,267,161,62,1415,1523,1168,1249,1487,1258,797,324,114,7922,44,36,62,85,85,76,70,24,477,355,399,423,340,291,384,439,453,3076,4473,9358,12755,11615,7681,5404,2654,1048,54988,209,2899
305,231,3952,4066,3181,2178,1212,447,81,15339,77,976,915,906,619,304,100,9,3908,3450,12410,7960,6041,3706,2184,796,160,36699,1306,2600,2213,1991,1544,857,393,78,10984,2044,4280,2793,2280,2027,1129,584,181,15318,418,270,157,81,67,36,15,0,1053,133,250,257,222,189,173,92,31,1343,2602,4799,3209,2583,2277,1338,692,208,17709,96,243,171,127,119,65,47,25,887,1394,2739,1869,1533,1063,812,548,267,10221,9152,27712,20394,16365,11498,6772,3026,826,95754,353,4771,4436,3032,1805,869,215,19,15495,182,1644,1460,1422,1007,557,135,28,6435,5065,14410,8806,6545,3621,1991,736,171,41353,1732,2877,2217,2385,1820,1033,463,129,12662,2020,2383,1471,1296,1085,484,139,43,8924,392,252,140,130,127,77,35,3,1154,183,259,277,386,343,265,112,51,1875,2598,2894,1888,1812,1553,829,281,98,11951,101,198,158,125,95,94,59,22,850,1525,2541,1562,1144,993,775,655,444,9634,11551,29344,20524,16466,10899,6138,2549,914,98383,583,8724
306,21,409,568,586,643,489,189,21,2931,11,178,238,285,286,253,72,8,1328,358,2034,2086,1855,1566,1362,504,80,9840,195,1090,1405,1787,1691,1308,494,87,8069,1938,4690,4812,5230,5492,4274,1797,381,28605,539,249,186,172,120,89,28,7,1392,114,198,219,245,262,339,135,36,1551,2594,5135,5221,5643,5882,4694,1964,423,31550,33,72,80,101,116,122,85,23,622,1863,2381,1903,2057,2051,2164,1204,415,14037,5078,11293,11494,12319,12231,10390,4510,1060,68376,40,773,982,858,695,414,99,11,3876,43,529,587,710,598,380,78,9,2934,743,4071,3863,3200,2326,1606,533,91,16428,414,1752,2397,2663,2493,1550,577,100,11946,1826,3098,3088,3100,2577,1188,263,47,15186,522,301,323,260,286,169,35,12,1912,154,205,330,437,473,392,137,26,2144,2503,3603,3739,3799,3334,1748,430,82,19242,38,54,94,109,121,148,67,14,644,1732,2352,1857,1876,2085,2026,1317,614,13844,5520,13134,13521,13214,11643,7862,3099,926,68916,65,1183
