SA4_CODE_2021,M_PG_Deg_15_24_yr,M_PG_Deg_25_34_yr,M_PG_Deg_35_44_yr,M_PG_Deg_45_54_yr,M_PG_Deg_55_64_yr,M_PG_Deg_65_74_yr,M_PG_Deg_75_84_yr,M_PG_Deg_85_yr_over,M_PG_Deg_Tot,M_Grad_Dip_Cer_15_24,M_Grad_Dip_Cer_25_34,M_Grad_Dip_Cer_35_44,M_Grad_Dip_Cer_45_54,M_Grad_Dip_Cer_55_64,M_Grad_Dip_Cer_65_74,M_Grad_Dip_Cer_75_84,M_Grad_Dip_Cer_85_over,M_Grad_Dip_Cer_Tot,M_B_Deg_15_24_yr,M_B_Deg_25_34_yr,M_B_Deg_35_44_yr,M_B_Deg_45_54_yr,M_B_Deg_55_64_yr,M_B_Deg_65_74_yr,M_B_Deg_75_84_yr,M_B_Deg_85_yr_over,M_B_Deg_Tot,M_Adv_Dip_Dip_15_24_yr,M_Adv_Dip_Dip_25_34_yr,M_Adv_Dip_Dip_35_44_yr,M_Adv_Dip_Dip_45_54_yr,M_Adv_Dip_Dip_55_64_yr,M_Adv_Dip_Dip_65_74_yr,M_Adv_Dip_Dip_75_84_yr,M_Adv_Dip_Dip_85_yr_over,M_Adv_Dip_Dip_Total,M_Cer_III_IV_15_24_yr,M_Cer_III_IV_25_34_yr,M_Cer_III_IV_35_44_yr,M_Cer_III_IV_45_54_yr,M_Cer_III_IV_55_64_yr,M_Cer_III_IV_65_74_yr,M_Cer_III_IV_75_84_yr,M_Cer_III_IV_85_yr_over,M_Cer_III_IV_Tot,M_Cer_I_II_15_24_yr,M_Cer_I_II_25_34_yr,M_Cer_I_II_35_44_yr,M_Cer_I_II_45_54_yr,M_Cer_I_II_55_64_yr,M_Cer_I_II_65_74_yr,M_Cer_I_II_75_84_yr,M_Cer_I_II_85_yr_over,M_Cer_I_II_Tot,M_Cer_nfd_15_24_yr,M_Cer_nfd_25_34_yr,M_Cer_nfd_35_44_yr,M_Cer_nfd_45_54_yr,M_Cer_nfd_55_64_yr,M_Cer_nfd_65_74_yr,M_Cer_nfd_75_84_yr,M_Cer_nfd_85_yr_over,M_Cer_nfd_Tot,M_Cer_Tot_15_24_yr,M_Cer_Tot_25_34_yr,M_Cer_Tot_35_44_yr,M_Cer_Tot_45_54_yr,M_Cer_Tot_55_64_yr,M_Cer_Tot_65_74_yr,M_Cer_Tot_75_84_yr,M_Cer_Tot_85_yr_over,M_Cer_Tot_Tot,M_lvl_educ_inad_desc_15_24,M_lvl_educ_inad_desc_25_34,M_lvl_educ_inad_desc_35_44,M_lvl_educ_inad_desc_45_54,M_lvl_educ_inad_desc_55_64,M_lvl_educ_inad_desc_65_74,M_lvl_educ_inad_desc_75_84,M_lvl_educ_inad_desc_85ov,M_lvl_educ_inad_desc_Tot,M_lvl_educ_ns_15_24,M_lvl_educ_ns_25_34,M_lvl_educ_ns_35_44,M_lvl_educ_ns_45_54,M_lvl_educ_ns_55_64,M_lvl_educ_ns_65_74,M_lvl_educ_ns_75_84,M_lvl_educ_ns_85_yr_over,M_lvl_educ_ns_Tot,M_Tot_15_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_PG_Deg_15_24_yr,F_PG_Deg_25_34_yr,F_PG_Deg_35_44_yr,F_PG_Deg_45_54_yr,F_PG_Deg_55_64_yr,F_PG_Deg_65_74_yr,F_PG_Deg_75_84_yr,F_PG_Deg_85_yr_over,F_PGuate_Deg_Tot,F_Grad_Dip_Cer_15_24_yr,F_Grad_Dip_Cer_25_34_yr,F_Grad_Dip_Cer_35_44_yr,F_Grad_Dip_Cer_45_54_yr,F_Grad_Dip_Cer_55_64_yr,F_Grad_Dip_Cer_65_74_yr,F_Grad_Dip_Cer_75_84_yr,F_Grad_Dip_Cer_85_yr_over,F_Grad_Dip_Cer_Tot,F_B_Deg_15_24_yr,F_B_Deg_25_34_yr,F_B_Deg_35_44_yr,F_B_Deg_45_54_yr,F_B_Deg_55_64_yr,F_B_Deg_65_74_yr,F_B_Deg_75_84_yr,F_B_Deg_85_yr_over,F_B_Deg_Tot,F_Adv_Dip_Dip_15_24,F_Adv_Dip_Dip_25_34,F_Adv_Dip_Dip_35_44,F_Adv_Dip_Dip_45_54,F_Adv_Dip_Dip_55_64,F_Adv_Dip_Dip_65_74,F_Adv_Dip_Dip_75_84,F_Adv_Dip_Dip_85_over,F_Adv_Dip_Dip_Total,F_Cer_III_IV_15_24_yr,F_Cer_III_IV_25_34_yr,F_Cer_III_IV_35_44_yr,F_Cer_III_IV_45_54_yr,F_Cer_III_IV_55_64_yr,F_Cer_III_IV_65_74_yr,F_Cer_III_IV_75_84_yr,F_Cer_III_IV_85_yr_over,F_Cer_III_IV_Tot,F_Cer_I_II_15_24_yr,F_Cer_I_II_25_34_yr,F_Cer_I_II_35_44_yr,F_Cer_I_II_45_54_yr,F_Cer_I_II_55_64_yr,F_Cer_I_II_65_74_yr,F_Cer_I_II_75_84_yr,F_Cer_I_II_85_yr_over,F_Cer_I_II_Tot,F_Cer_nfd_15_24_yr,F_Cer_nfd_25_34_yr,F_Cer_nfd_35_44_yr,F_Cer_nfd_45_54_yr,F_Cer_nfd_55_64_yr,F_Cer_nfd_65_74_yr,F_Cer_nfd_75_84_yr,F_Cer_nfd_85_yr_over,F_Cer_nfd_Tot,F_Cer_Tot_15_24_yr,F_Cer_Tot_25_34_yr,F_Cer_Tot_35_44_yr,F_Cer_Tot_45_54_yr,F_Cer_Tot_55_64_yr,F_Cer_Tot_65_74_yr,F_Cer_Tot_75_84_yr,F_Cer_Tot_85_yr_over,F_Cer_Tot_Tot,F_lvl_educ_inad_desc_15_24,F_lvl_educ_inad_desc_25_34,F_lvl_educ_inad_desc_35_44,F_lvl_educ_inad_desc_45_54,F_lvl_educ_inad_desc_55_64,F_lvl_educ_inad_desc_65_74,F_lvl_educ_inad_desc_75_84,F_lvl_educ_inad_desc_85ov,F_lvl_educ_inad_desc_Tot,F_lvl_educ_ns_15_24_yr,F_lvl_educ_ns_25_34_yr,F_lvl_educ_ns_35_44_yr,F_lvl_educ_ns_45_54_yr,F_lvl_educ_ns_55_64_yr,F_lvl_educ_ns_65_74_yr,F_lvl_educ_ns_75_84_yr,F_lvl_educ_ns_85_yr_over,F_lvl_educ_ns_Tot,F_Tot_15_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_PG_Deg_15_24_yr,P_PG_Deg_25_34_yr
501,9,169,293,329,266,286,125,26,1510,0,68,166,183,177,145,39,9,787,141,999,1308,1297,1087,993,356,79,6259,112,540,907,1016,1057,909,427,71,5040,1589,3639,4049,3941,3792,2779,1159,264,21214,603,230,121,86,66,47,16,6,1171,72,85,153,188,212,214,102,25,1046,2265,3957,4321,4212,4069,3045,1285,288,23435,24,57,76,71,96,110,58,6,503,661,761,822,929,897,845,601,302,5827,3215,6559,7894,8035,7648,6333,2892,781,43363,18,304,483,368,299,217,53,0,1750,31,269,462,474,404,265,70,14,2005,332,2118,2817,2299,1625,1115,431,111,10848,222,1040,1501,1578,1677,1187,448,132,7770,1671,2507,2692,2409,1894,881,218,33,12314,598,367,291,269,237,148,46,12,1966,119,169,282,435,424,317,121,26,1889,2385,3040,3265,3108,2554,1352,386,70,16168,23,51,78,85,86,136,72,27,551,627,760,850,860,982,1047,895,527,6547,3636,7590,9451,8775,7628,5323,2355,878,45637,27,479
502,10,62,134,147,154,136,60,9,705,3,22,52,66,76,73,28,8,333,119,375,444,451,450,457,199,43,2537,109,274,427,526,588,564,328,68,2889,851,1815,1814,1960,2118,1895,1070,266,11787,322,108,57,49,41,30,16,4,617,37,51,67,86,92,111,90,30,567,1208,1973,1934,2096,2246,2034,1176,298,12970,10,24,37,33,37,76,51,22,290,319,301,328,347,326,440,416,238,2718,1780,3029,3361,3668,3883,3774,2258,684,22434,11,130,192,165,136,75,24,5,739,17,125,179,222,183,135,33,8,898,229,936,1097,953,670,523,234,50,4702,199,635,838,910,951,681,266,83,4562,889,1424,1378,1327,1102,583,204,37,6941,309,170,147,113,122,105,32,5,1017,84,113,170,207,244,200,120,28,1163,1283,1712,1700,1643,1461,892,348,79,9117,23,31,47,46,78,79,79,15,400,351,375,398,408,432,623,693,491,3771,2110,3941,4452,4350,3914,3004,1685,730,24186,16,189
503,178,2494,2675,2231,1698,1206,579,161,11221,29,445,541,522,432,250,106,19,2344,1762,5827,4855,4049,3173,2281,949,253,23146,431,1073,1160,1030,982,833,491,153,6141,795,1604,1313,1125,1191,816,459,182,7479,244,107,64,32,45,20,9,4,526,42,84,85,127,113,120,62,13,647,1086,1792,1461,1281,1344,952,531,196,8653,54,119,113,95,85,98,87,30,677,621,1301,1066,870,752,640,501,286,6038,4158,13042,11873,10081,8470,6249,3248,1096,58213,202,2818,2674,1994,1267,767,226,60,10007,73,767,802,932,739,496,174,40,4027,2147,6847,5560,4439,2994,2003,956,352,25302,575,1206,1168,1320,1446,1067,635,257,7680,853,926,696,650,542,315,124,62,4168,299,92,75,70,83,57,49,18,734,71,100,141,241,290,246,169,85,1343,1227,1117,910,963,912,619,331,164,6241,42,116,114,113,91,131,93,59,751,661,1076,789,612,609,719,661,541,5665,4930,13940,12018,10377,8061,5799,3075,1468,59672,375,5308
504,70,902,1345,735,536,365,149,17,4107,26,263,395,375,319,152,59,10,1599,765,3456,3653,2447,1589,1112,392,69,13484,506,1706,2126,1801,1453,1053,474,78,9197,2220,5604,5018,4530,4333,2978,1365,301,26361,733,336,184,135,90,51,12,3,1547,123,197,236,250,254,231,102,24,1407,3077,6136,5443,4916,4679,3265,1473,327,29319,75,120,160,129,101,92,73,23,768,814,1115,1084,917,790,644,522,268,6161,5331,13699,14204,11321,9467,6678,3152,791,64640,86,1398,1620,901,558,281,71,16,4925,74,705,827,699,484,260,86,16,3150,1199,5558,5106,3311,1965,1224,456,109,18928,713,2368,2631,2403,1961,1157,453,120,11800,2096,3733,3117,2672,1974,896,235,66,14799,682,405,340,289,212,143,48,3,2129,195,270,467,580,590,360,176,51,2695,2973,4407,3928,3547,2772,1396,462,126,19614,48,125,181,130,182,160,89,30,950,790,1145,1040,923,878,862,835,545,7013,5887,15709,15327,11909,8799,5342,2458,952,66375,153,2297
505,192,2375,3297,2541,1695,1042,400,85,11631,50,645,920,984,732,436,148,25,3933,2287,7999,8917,6825,4481,2946,1168,253,34868,1100,3247,4440,4302,3432,2732,1210,279,20746,4207,10004,9701,8914,8540,6015,2851,793,51027,1273,498,296,215,152,116,41,0,2585,255,364,513,572,503,428,240,67,2940,5734,10862,10510,9698,9198,6559,3134,863,56550,122,254,358,340,246,260,166,57,1817,1476,1957,2006,1659,1248,1131,1045,631,11155,10963,27335,30448,26348,21042,15101,7269,2190,140699,224,3189,3839,2295,1265,573,166,24,11567,167,1643,2115,1788,1276,662,181,33,7866,3199,12857,13121,8735,4991,3064,1159,288,47414,1518,4791,5656,5850,4753,2843,1112,338,26875,3808,6087,5613,5184,3847,1860,543,155,27086,1275,614,612,536,478,334,121,22,3987,381,520,873,1333,1183,888,458,154,5788,5466,7225,7093,7051,5511,3078,1118,333,36863,107,283,356,371,308,373,257,91,2153,1400,2148,2073,1754,1617,1758,1756,1322,13838,12074,32140,34265,27840,19716,12361,5749,2423,146568,413,5558
506,222,3087,4295,2467,1536,939,379,63,12981,55,552,797,724,548,391,113,7,3197,2303,8574,8867,5609,3486,2501,902,227,32464,1367,3699,4222,3262,2598,1964,913,206,18229,4191,8795,8303,7340,7026,5231,2479,674,44053,1482,597,308,204,122,85,36,9,2841,233,351,419,462,437,368,212,61,2537,5906,9735,9032,8006,7587,5685,2727,742,49420,128,283,358,293,215,201,155,64,1687,1973,2545,2298,1873,1490,1203,1008,683,13076,11952,28484,29862,22243,17462,12886,6198,1989,131063,236,4131,4486,2188,1151,585,151,18,12947,174,1326,1579,1218,948,508,157,17,5929,3092,12280,11821,6809,4018,2479,958,238,41691,1583,4178,4886,4226,3600,2252,945,256,21921,4082,5921,5257,4279,3128,1600,441,110,24819,1444,622,524,463,405,242,101,18,3822,295,454,688,937,870,688,301,112,4351,5824,6998,6471,5677,4406,2528,849,234,32989,121,286,300,274,280,324,190,58,1839,1695,2466,2202,1697,1615,1718,1777,1429,14598,12720,31671,31743,22094,16012,10393,5034,2248,131917,460,7220
507,122,1441,2529,2013,1541,1058,410,79,9193,28,468,657,664,610,377,120,28,2947,1489,5556,6259,4728,3212,2316,911,226,24695,659,2141,3101,3122,2447,1923,804,212,14418,3499,8211,7723,7283,6541,4357,2248,626,40490,1229,460,241,177,136,100,39,5,2391,209,285,384,426,408,370,190,39,2308,4930,8951,8348,7893,7088,4827,2472,677,45188,112,175,250,241,227,186,144,55,1374,1344,1719,1678,1457,1213,1141,1017,665,10241,8683,20450,22822,20125,16341,11828,5873,1928,108057,117,2222,2946,1958,1238,660,159,29,9326,115,1191,1547,1394,1050,582,151,33,6069,2324,8980,9456,6559,4010,2497,957,240,35022,1087,3207,4126,4140,3436,2094,876,281,19244,3384,5483,4801,4201,3115,1345,375,101,22813,1200,648,496,436,374,210,81,22,3469,276,359,607,904,905,633,312,113,4111,4862,6482,5911,5547,4396,2189,762,235,30387,85,173,242,222,256,275,180,66,1498,1281,1724,1641,1488,1388,1550,1491,1230,11780,9868,23982,25868,21309,15776,9843,4574,2110,113331,236,3663
509,6,118,166,159,201,189,90,14,938,7,49,81,113,127,99,20,7,496,137,632,763,753,677,617,218,36,3832,78,318,513,631,742,733,319,50,3377,1104,2510,2359,2475,2815,2046,827,190,14323,371,147,97,76,91,52,14,0,842,38,61,81,130,177,187,65,24,765,1516,2713,2539,2677,3083,2292,908,213,15934,3,32,38,47,58,71,42,13,310,835,1011,1004,1208,1247,1058,685,255,7285,2583,4872,5098,5586,6137,5040,2273,590,32181,21,200,250,222,253,153,40,8,1145,22,186,259,280,274,205,40,6,1272,286,1389,1614,1358,1176,781,344,90,7041,156,613,859,1079,1302,906,386,82,5385,813,1442,1444,1407,1262,663,150,39,7214,412,241,198,200,175,111,32,3,1366,64,89,145,256,301,229,91,28,1196,1284,1771,1789,1863,1742,996,265,69,9777,21,34,61,57,69,104,57,23,433,675,690,782,912,1066,1136,880,465,6606,2462,4897,5612,5785,5869,4294,2022,740,31678,24,319
510,34,391,375,278,242,159,35,0,1512,7,101,149,137,115,91,13,0,612,171,1417,1249,848,635,436,124,5,4888,76,589,1050,989,799,520,96,0,4117,937,4322,4586,3676,2821,1416,292,23,18077,266,180,149,79,67,31,6,0,779,52,102,142,132,118,106,27,4,672,1255,4606,4879,3886,3006,1553,319,25,19531,21,40,46,52,34,29,12,0,236,1461,3986,4272,3904,2925,1078,299,44,17972,3021,11145,12007,10089,7754,3871,894,79,48861,17,461,415,240,221,120,19,0,1505,22,291,298,234,226,129,10,0,1206,405,2208,1611,982,789,487,76,8,6574,146,802,828,723,820,491,73,8,3881,588,1446,1212,903,685,300,33,0,5168,278,260,200,125,99,54,6,0,1021,50,132,146,157,175,107,26,0,795,919,1837,1559,1179,966,459,57,0,6985,12,40,37,27,39,28,14,0,197,1118,2127,1530,1441,1304,827,273,48,8661,2634,7768,6278,4831,4370,2539,526,60,29004,53,854
511,27,299,312,253,199,146,36,4,1272,3,70,102,122,112,83,6,3,511,186,1078,980,819,640,484,132,21,4347,78,443,683,727,772,580,179,32,3500,1210,3604,3258,3180,3013,2035,675,109,17099,341,191,109,85,71,53,11,5,865,43,74,104,117,144,144,49,12,696,1595,3865,3476,3390,3231,2233,741,126,18662,22,31,47,68,61,46,28,8,309,1381,2749,2564,2561,2111,1269,613,164,13402,3286,8541,8161,7939,7127,4845,1742,355,42003,31,333,334,214,176,101,15,0,1208,27,240,262,245,236,151,27,5,1189,396,1712,1514,1135,871,586,194,27,6435,192,742,850,922,965,681,183,47,4571,872,1557,1400,1316,1047,500,125,15,6832,437,279,194,164,122,73,24,0,1306,70,120,153,206,247,182,48,10,1033,1379,1954,1749,1687,1419,755,197,26,9172,19,51,32,45,52,66,40,9,324,1004,1325,1265,1208,1293,1129,624,287,8139,3041,6362,6009,5464,5002,3465,1283,409,31038,66,628
597,0,5,5,14,8,0,0,0,43,0,3,8,6,0,0,0,0,15,3,49,62,58,27,15,0,0,208,6,19,86,85,47,9,3,0,257,23,107,217,191,102,17,0,0,659,3,7,0,5,0,0,0,0,22,0,3,10,7,9,3,0,0,39,28,118,231,201,112,18,4,0,722,0,4,12,3,6,4,0,0,24,40,193,416,385,196,40,0,0,1274,75,396,816,754,397,86,7,0,2532,0,4,0,3,0,0,0,0,16,0,0,3,0,3,7,0,0,15,3,23,11,9,15,8,0,0,68,4,5,5,11,7,6,0,0,34,12,16,3,4,3,0,5,0,43,0,3,0,0,3,0,0,0,9,0,0,0,0,0,3,0,0,4,14,21,4,8,12,3,5,0,57,0,0,0,0,0,0,0,0,0,12,29,20,22,26,14,10,0,136,32,82,44,51,69,38,14,0,325,0,13
601,78,3394,1689,1144,933,731,331,83,8390,19,327,379,468,423,315,94,14,2039,969,4688,3298,2376,1872,1694,640,183,15714,273,1183,1268,1359,1338,1078,541,137,7179,1463,4324,3825,3622,3599,2525,1356,376,21095,314,299,180,105,102,55,15,12,1085,83,151,177,188,211,233,131,45,1221,1857,4775,4180,3915,3916,2816,1498,431,23393,36,125,104,78,83,65,66,18,571,764,1127,863,775,769,794,658,288,6039,3990,15621,11769,10114,9341,7506,3826,1156,63327,146,3985,2248,1370,969,644,165,27,9557,62,726,887,748,725,535,141,24,3846,1336,5597,4297,3199,2528,1923,754,210,19846,338,1426,1630,1967,1798,1428,649,235,9469,1424,2936,2627,2277,1889,857,241,68,12325,386,408,321,241,250,132,56,12,1804,143,209,209,300,466,403,174,91,1994,1953,3552,3152,2819,2605,1390,478,170,16121,44,109,101,83,102,125,97,39,703,753,1045,828,752,847,1067,1083,616,6994,4630,16445,13148,10932,9578,7113,3360,1333,66537,222,7381
602,28,933,480,342,342,302,175,33,2633,0,93,138,148,169,151,46,5,749,303,1554,1178,1050,915,772,299,63,6131,107,473,635,793,850,787,298,66,4009,1035,2845,2445,2700,2890,2019,1048,272,15260,203,228,115,76,86,39,19,3,765,47,88,90,125,129,184,79,32,771,1287,3163,2657,2905,3096,2250,1147,302,16798,25,61,35,48,40,58,33,9,317,645,676,521,582,653,729,567,238,4618,2392,6949,5639,5859,6070,5045,2579,713,35255,30,890,577,448,420,301,88,0,2751,32,233,296,309,304,232,84,16,1507,451,2256,2037,1707,1459,1097,398,90,9489,160,686,940,1189,1199,916,449,121,5665,1003,1932,1795,1754,1424,696,154,32,8790,294,344,248,199,212,116,34,12,1461,88,150,155,250,279,301,111,40,1366,1384,2428,2197,2201,1913,1121,296,84,11623,28,50,50,71,75,70,69,20,425,532,586,507,589,761,884,855,425,5147,2619,7128,6596,6510,6132,4623,2243,758,36616,52,1825
603,5,91,106,101,158,143,67,13,678,0,12,25,42,50,55,13,0,201,57,239,290,264,325,338,115,20,1654,23,81,137,230,314,272,104,28,1191,268,713,772,853,975,691,267,46,4597,51,46,30,27,32,24,0,0,216,3,14,31,34,55,60,30,3,230,328,775,840,911,1063,773,303,46,5041,6,12,15,14,14,37,17,0,117,226,202,198,250,295,339,182,72,1761,639,1423,1611,1812,2224,1952,801,180,10646,5,132,176,130,190,110,25,0,774,0,51,77,91,126,95,17,0,457,56,408,520,410,520,373,111,21,2412,29,165,244,316,477,327,114,22,1690,196,519,497,486,431,181,33,11,2344,67,77,87,55,61,32,17,0,389,23,25,54,68,97,54,27,4,360,275,628,637,610,586,270,74,16,3092,3,3,4,12,35,30,13,3,105,168,206,202,203,310,305,227,87,1718,547,1590,1860,1774,2245,1506,580,155,10260,5,225
604,11,353,193,158,155,160,77,6,1115,0,54,76,90,95,107,39,0,458,115,764,597,534,545,498,164,34,3258,43,279,409,575,637,500,226,37,2708,920,2365,2113,2400,2540,1768,843,193,13135,182,159,98,60,66,38,18,5,623,44,66,73,93,132,145,70,15,636,1153,2585,2284,2553,2733,1952,930,209,14399,12,29,35,34,35,38,21,5,208,453,524,473,570,599,638,522,203,3985,1787,4588,4067,4502,4807,3893,1984,502,26125,10,433,221,212,226,118,30,5,1263,12,158,164,210,205,134,34,12,930,260,1177,1221,955,879,707,257,44,5501,113,520,683,972,934,677,315,95,4303,800,1823,1583,1484,1355,578,121,32,7776,277,277,189,204,172,105,22,11,1254,87,113,127,188,293,201,64,27,1098,1155,2221,1903,1869,1820,882,207,66,10132,35,37,25,39,38,57,39,12,287,467,464,439,488,644,833,724,331,4392,2055,5011,4658,4748,4748,3414,1606,566,26804,16,788
697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,7,3,4,0,0,33,0,4,10,7,14,6,0,0,37,3,13,15,18,11,10,0,0,63,0,0,0,3,0,0,0,0,7,0,0,0,0,6,0,0,0,9,3,13,15,16,13,10,0,0,76,0,3,0,0,0,0,0,0,3,0,25,24,26,20,0,0,0,96,4,50,54,64,54,19,0,0,248,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,10,0,0,0,0,0,3,0,0,7,0,7,3,3,6,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,3,5,7,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,14,6,8,12,14,13,8,0,0,59,0,0
701,36,1319,1034,545,477,309,85,10,3815,3,208,220,247,244,114,33,3,1074,481,2521,1921,1192,888,678,199,32,7913,209,935,1096,1215,887,554,163,16,5070,1280,3236,2964,2658,2374,1550,504,66,14631,367,160,97,68,31,31,10,0,777,85,106,160,160,128,126,45,4,823,1732,3504,3223,2887,2535,1712,556,73,16232,22,73,79,61,40,55,29,8,366,1029,1613,1387,1352,1214,936,320,82,7937,3514,10171,8951,7503,6282,4367,1387,218,42402,49,1629,1232,733,555,272,64,3,4536,55,543,612,509,389,223,36,0,2364,722,4086,3060,1803,1256,781,206,33,11952,258,1193,1340,1263,1027,560,169,24,5835,902,1872,1677,1308,995,386,74,18,7230,314,259,182,120,106,76,11,3,1068,77,126,162,227,191,148,60,9,996,1288,2260,2024,1656,1284,609,145,29,9290,35,102,72,54,57,44,8,5,384,945,1636,1375,1229,1150,850,357,103,7652,3350,11455,9709,7251,5716,3351,980,195,42012,85,2951
702,8,397,360,188,242,196,43,3,1438,5,72,87,93,99,88,9,0,465,120,1057,743,469,537,439,90,0,3458,97,387,490,436,518,380,80,0,2396,583,1634,1554,1518,1543,1083,226,20,8161,145,142,123,83,65,33,9,0,600,47,112,114,102,103,101,18,0,600,773,1887,1794,1701,1707,1226,256,20,9363,9,16,24,20,15,16,0,3,104,1111,1619,1315,1310,1287,914,236,35,7825,2118,5435,4812,4220,4413,3255,714,62,25035,24,598,471,295,333,158,23,0,1903,11,236,251,231,261,145,18,0,1151,283,1856,1099,829,877,509,74,9,5539,94,491,486,592,707,417,66,17,2876,461,883,747,713,635,320,30,9,3802,131,188,162,147,111,49,9,0,804,57,125,118,147,146,94,16,4,704,657,1194,1028,1015,888,461,52,11,5307,15,37,14,18,14,15,14,0,127,978,1332,995,1017,1147,796,169,34,6467,2058,5742,4345,3997,4235,2504,419,71,23371,27,999
797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,6,11,5,0,0,0,38,0,0,16,14,14,4,0,0,58,4,11,23,23,25,5,0,0,88,0,0,3,0,3,0,0,0,10,3,0,3,7,5,0,0,0,21,10,13,29,30,26,5,0,0,115,0,0,3,3,0,0,0,0,0,4,15,42,40,38,3,0,0,144,16,38,92,101,90,15,4,0,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,8,5,0,0,0,0,3,0,0,8,0,3,0,0,0,0,0,0,6,3,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,5,0,0,0,7,0,0,16,10,8,0,3,3,14,0,0,49,0,0
801,235,6687,7338,5293,3783,2538,1134,301,27304,74,1167,1368,1305,1223,936,283,24,6379,3405,11502,8989,6381,4353,3523,1712,505,40364,753,2783,3674,3263,2323,1478,674,194,15138,2356,6057,5039,4291,3392,2226,1366,441,25168,521,363,229,142,98,73,29,11,1472,159,249,380,318,344,322,178,59,2003,3046,6664,5647,4752,3831,2615,1576,512,28644,96,227,217,161,121,108,87,39,1069,1761,2264,1726,1244,993,800,637,366,9786,9360,31291,28956,22396,16631,12002,6105,1935,128686,321,7743,7445,4605,2814,1578,558,91,25161,227,2094,2486,2135,1594,1235,428,59,10267,4367,14317,11593,7697,5226,3708,1726,451,49085,1208,3354,3977,3798,3118,2169,1087,358,19074,2072,3447,2996,2654,1981,968,347,122,14592,522,349,294,273,265,214,80,31,2023,197,253,344,659,782,801,405,147,3583,2787,4046,3639,3586,3027,1984,831,293,20198,90,168,191,123,158,178,131,58,1106,1678,1945,1470,1089,957,1105,958,689,9887,10684,33673,30803,23036,16895,11960,5717,2008,134768,556,14435
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901,3,13,8,12,11,15,6,0,65,0,7,7,5,6,3,0,0,30,14,48,35,31,34,33,7,0,206,3,21,21,35,31,27,7,3,144,37,76,92,97,136,83,28,9,551,12,11,0,8,7,3,0,0,40,0,5,4,3,3,6,6,0,18,46,90,98,112,140,92,27,9,612,0,0,0,0,4,6,4,0,16,63,193,118,104,92,66,38,6,686,134,372,297,296,317,237,87,14,1755,0,21,23,13,15,7,0,0,75,0,12,9,21,24,4,0,0,61,14,57,63,57,34,33,10,0,269,8,34,40,32,47,28,12,3,205,28,34,36,48,36,13,5,0,204,24,4,3,10,12,5,0,0,56,3,0,8,0,12,10,5,0,44,58,43,53,59,61,27,9,0,302,0,0,4,4,4,12,4,0,25,50,70,69,78,86,51,37,11,452,121,238,260,257,262,172,77,14,1399,3,33
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
