SA4_CODE_2021,Separate_house_Dwellings,Separate_house_Persons,sd_rw_tce_hse_th_wth_1_sty_Dw,sd_row_tce_hse_th_wth_1_sty_P,sd_rw_tce_hs_th_wth_2m_sty_Dw,sd_rw_tce_hs_th_wth_2m_stys_P,sd_row_tce_hse_th_wth_Tot_Dwg,sd_row_tce_hse_th_with_Tot_P,Flt_apart_In_1_2_stry_blck_D,Flt_apart_In_1_2_stry_blck_P,Flt_apart_In_a_3_stry_blck_D,Flt_apart_In_a_3_stry_blck_P,Flt_apart_In_4_8_stry_blck_D,Flt_apart_In_4_8_stry_blck_P,Flt_apart_In_9m_stry_blck_D,Flt_apart_In_9m_stry_blck_P,Flt_apart_Attachd_to_a_hse_D,Flt_apart_Attachd_to_a_hse_P,Flat_apartment_Tot_Dwe,Flat_apartment_Tot_Per,Oth_dwg_Caravan_D,Oth_dwg_Caravan_P,Oth_dwg_Cabin_hboat_D,Oth_dwg_Cabin_hboat_P,Oth_dwg_improv_hme_tnt_so_D,Oth_dwg_improv_hme_tnt_so_P,Oth_dwg_Hse_flt_att_shp_off_D,Oth_dwg_Hse_flt_att_shp_off_P,Other_dwelling_Tot_Dwellings,Other_dwelling_Tot_Persons,Dwelling_structure_ns_Dwgs,Dwelling_structure_ns_Persons,Tot_occupie_private_dwgs_Dwgs,Tot_occupie_private_dwgs_Psns,Unoccupied_private_dwgs_Dwgs,Unoccupied_private_dwgs_Psns,Total_Dwellings,Total_Persons
111,120592,316718,10267,17302,9352,19128,19619,36431,6149,9380,2925,4723,2802,4668,1738,2846,525,1059,14136,22671,171,278,289,401,35,43,339,653,830,1368,292,487,155470,377676,11079,..,166552,377676
112,78666,202117,9419,17146,6433,13230,15851,30381,4741,7788,2107,3687,771,1327,676,1163,379,736,8680,14699,1204,1985,1557,2258,309,360,250,487,3322,5089,484,842,107001,253120,10386,..,117385,253120
113,55803,143483,2488,3938,383,637,2875,4573,4042,6773,184,271,53,61,3,6,47,94,4327,7205,216,338,185,300,52,82,266,561,716,1284,305,631,64024,157180,6104,..,70123,157180
114,58933,144834,3805,6178,1299,2227,5101,8402,1208,1944,59,101,11,20,0,3,187,373,1469,2443,225,317,844,1253,85,110,117,257,1272,1937,339,524,67117,158135,14971,..,82083,158135
115,70417,227472,1341,2454,5789,16154,7131,18616,1398,2413,1217,2680,2832,5995,1087,2364,300,737,6828,14184,106,171,137,190,12,36,36,94,281,484,188,423,84846,261177,4556,..,89399,261177
116,103249,329164,4629,11773,11058,33521,15690,45295,1313,2151,642,1301,6740,15709,244,625,763,1940,9702,21726,0,0,5,6,20,27,85,255,108,294,237,627,128982,397106,6456,..,135432,397106
117,14875,43126,10516,24335,18681,44915,29201,69246,8008,14440,16094,28281,39907,72630,43288,83193,343,682,107640,199223,0,3,0,0,70,82,1393,2820,1468,2903,679,1079,153861,315579,23862,..,177715,315579
118,23847,73423,6460,16916,13225,35745,19683,52660,11780,23659,28356,53802,16052,29645,6677,12436,266,608,63130,120156,0,0,0,0,13,11,1201,2353,1212,2364,220,389,108087,248995,13673,..,121760,248995
119,105560,337083,9983,23873,19967,59940,29950,83808,15684,34944,20088,46557,24864,57506,12057,28513,1422,3878,74115,171401,81,101,3,4,5,5,1199,2774,1283,2886,482,1117,211385,596295,16283,..,227672,596295
120,40580,120187,8085,19899,10799,28096,18881,47998,12815,24668,16021,32682,20723,44480,10549,23720,309,699,60419,126246,0,0,15,25,4,8,1186,2489,1209,2523,329,614,121417,297569,12216,..,133629,297569
121,74871,230509,3595,8770,8767,21440,12368,30207,10265,20005,21603,41322,25701,52852,18591,37098,439,1017,76599,152295,3,3,29,50,3,7,435,925,477,983,255,465,164571,414467,15792,..,180363,414467
122,55334,172422,2206,4531,6413,14669,8623,19200,7069,13854,14271,28517,8888,17222,1984,3784,563,1346,32767,64716,34,73,69,99,14,17,336,762,459,951,191,394,97369,257690,7647,..,105017,257690
123,83719,258625,5366,11262,6094,14642,11458,25905,1405,2386,530,870,1697,3312,191,349,547,1283,4369,8206,35,51,112,145,10,15,61,106,214,315,155,276,99918,293334,4408,..,104328,293334
124,99689,280817,5485,10736,7797,18484,13282,29217,2881,4365,2018,3351,2675,4721,884,1565,485,1123,8930,15121,33,49,99,134,15,26,131,271,277,487,234,449,122411,326094,8162,..,130578,326094
125,79240,258126,6021,14036,18175,54730,24193,68767,10670,22722,15928,37210,22686,54755,16341,38560,1235,3628,66866,156887,14,48,0,0,24,28,479,1263,518,1339,546,1210,171363,486325,16515,..,187878,486325
126,35704,109773,3481,8348,6413,16324,9893,24672,2097,3536,8769,17035,11627,25276,7798,16064,266,604,30558,62518,8,15,6,13,0,3,141,290,157,321,164,297,76484,197584,6822,..,83309,197584
127,109467,374037,3246,7949,12793,37861,16033,45812,4144,8496,7108,15463,4098,9864,4349,9766,1448,4056,21142,47641,90,117,95,132,16,23,113,274,317,542,463,1247,147434,469280,8354,..,155782,469280
128,51324,156995,2759,5762,9210,21843,11967,27602,3864,6589,9064,16787,6636,12304,1845,3433,190,445,21605,39561,80,113,54,83,0,0,195,418,332,618,123,241,85350,225007,5351,..,90700,225007
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,..,0,5
201,63416,154395,5811,9511,661,1230,6474,10739,1310,1842,87,132,4,4,0,0,28,55,1432,2038,207,309,116,167,54,75,151,315,524,864,151,292,72000,168330,8203,..,80201,168330
202,62905,153269,3939,6082,529,1008,4471,7089,491,765,19,48,0,0,0,0,22,29,533,840,194,298,123,251,62,76,124,252,503,881,152,297,68557,162370,6810,..,75370,162370
203,112969,288946,9970,15933,2683,5421,12650,21350,2131,3305,241,374,362,551,151,257,31,51,2916,4537,170,279,515,747,41,47,171,392,897,1468,199,383,129641,316691,20217,..,149858,316691
204,69916,167663,5065,7287,293,533,5353,7825,596,986,95,278,76,179,32,72,29,68,825,1592,392,600,280,407,88,108,145,319,910,1441,230,477,77241,179003,11593,..,88830,179003
205,114359,272846,5693,8191,857,1644,6551,9830,3731,5254,64,101,15,21,4,10,42,70,3856,5455,490,672,918,1346,75,112,140,281,1624,2411,264,498,126657,291040,29102,..,155760,291040
206,58272,157854,29688,65236,32919,76488,62606,141724,26543,43858,34070,54594,39820,64586,72234,124686,143,317,172812,288038,0,0,16,18,308,314,1678,3219,1995,3547,625,1046,296316,592205,62524,..,358845,592205
207,84888,243659,16726,34929,13375,34990,30099,69917,8927,16314,7192,12226,7857,13346,3799,6841,71,168,27845,48887,0,0,0,0,10,14,270,556,284,572,165,339,143279,363383,16717,..,159993,363383
208,88996,254878,23654,47175,17247,42878,40910,90052,21761,38171,7081,12020,7492,12376,1261,2043,75,192,37666,64810,4,3,173,204,18,16,940,1644,1125,1873,173,363,168868,411970,17052,..,185916,411970
209,156751,448560,16071,31553,12966,30458,29040,62014,5192,9662,1864,3010,3302,5346,677,1047,115,254,11150,19319,11,17,6,20,121,125,291,611,437,768,171,324,197544,530980,13723,..,211268,530980
210,119190,356326,10951,22303,12569,31125,23522,53426,3545,7215,266,492,371,656,0,0,102,217,4285,8577,70,83,102,115,34,49,153,325,370,569,153,376,147519,419278,9968,..,157482,419278
211,166462,455916,14507,26394,6847,16058,21353,42451,1593,2783,1236,1997,1376,2252,259,398,194,414,4659,7849,94,135,151,194,28,29,116,250,391,613,184,374,193051,507202,11288,..,204341,507202
212,237487,719375,22634,50320,13588,37568,36224,87891,12540,26710,1772,3244,2598,4406,1085,2015,183,389,18172,36768,175,224,374,457,35,38,99,236,681,951,327,683,292892,845663,18052,..,310944,845663
213,235432,712200,21483,47625,19055,48848,40532,96477,9279,17043,2464,4188,3914,6363,1900,3050,197,446,17750,31086,144,195,255,320,75,93,370,817,840,1433,300,665,294854,841858,21558,..,316410,841858
214,102843,263524,12793,20818,4199,8664,16994,29486,2818,4349,348,534,166,259,31,42,109,191,3467,5379,100,167,776,1021,86,92,70,160,1038,1445,117,212,124469,300048,27814,..,152273,300048
215,57508,138763,3529,5399,133,249,3659,5653,2406,3581,49,55,0,0,0,3,16,23,2472,3664,689,1159,406,772,91,125,144,294,1331,2349,228,437,65201,150867,8346,..,73546,150867
216,48957,123079,4677,7249,167,333,4849,7586,129,193,21,19,4,3,0,0,15,27,165,246,516,763,566,850,74,91,291,453,1449,2162,111,243,55527,133306,5935,..,61468,133306
217,48681,115963,3136,4615,525,959,3663,5574,885,1251,61,89,0,0,0,0,17,30,964,1374,229,363,228,367,45,73,100,226,603,1029,111,220,54018,124162,9137,..,63152,124162
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
301,74291,205262,4668,7372,6737,13902,11408,21275,2475,3733,935,1559,998,1717,15,24,138,283,4567,7318,182,288,197,291,73,101,19,43,471,719,126,227,90854,234798,5880,..,96739,234798
302,61402,168464,3221,5039,9122,19006,12346,24045,5414,9132,4736,7987,3175,5476,1848,3060,81,160,15242,25813,98,111,257,327,24,32,46,88,426,553,116,213,89541,219083,5183,..,94723,219083
303,94095,278139,2507,4832,17429,41344,19935,46179,7250,12255,7103,12487,4542,8020,2449,4488,170,376,21514,37625,243,323,454,640,4,7,57,138,760,1105,246,475,136555,363525,8283,..,144837,363525
304,51786,150259,987,1528,3645,7932,4636,9459,3445,6285,4363,8195,2875,5751,798,1594,81,171,11557,21991,3,6,5,6,4,10,12,29,24,51,100,216,68103,181978,3945,..,72048,181978
305,43790,126736,551,1005,8227,17621,8779,18628,11424,18905,17332,30219,19439,34985,26893,46962,580,1007,75674,132081,21,41,41,67,130,133,96,178,285,426,581,957,129105,278820,16057,..,145162,278820
306,76815,202029,4785,8353,3914,7149,8701,15504,7710,13628,3774,6778,1088,2013,516,946,39,104,13131,23466,2786,5387,562,958,326,629,300,623,3973,7592,1271,2361,103886,250957,11501,..,115390,250957
307,47000,116398,2833,4458,300,577,3130,5031,542,846,0,4,3,3,0,0,16,31,560,885,760,1395,284,430,182,318,83,179,1311,2323,402,721,52412,125355,8273,..,60681,125355
308,76413,198200,3386,5774,1931,3329,5322,9105,4081,6543,356,556,437,708,242,381,73,149,5187,8342,2274,4207,571,874,277,395,62,136,3178,5617,901,1645,91002,222903,13895,..,104897,222903
309,140251,411334,17285,34247,32703,75012,49990,109261,9656,17138,15833,28137,11042,20149,18798,34180,367,810,55694,100414,1410,2305,573,886,209,252,190,410,2377,3857,901,1688,249212,626555,27361,..,276577,626555
310,114355,324746,5575,9701,7487,17150,13060,26849,1417,2129,352,555,94,132,53,66,179,395,2088,3285,433,627,190,303,113,149,49,131,792,1210,306,559,130610,356645,8875,..,139487,356645
311,105421,314290,6110,11650,9423,20513,15529,32161,2607,4598,461,712,146,269,80,137,281,613,3577,6325,226,345,289,365,138,191,13,23,662,927,218,440,125403,354148,7080,..,132490,354148
312,55924,147077,4447,7603,2590,4632,7035,12236,2413,4063,391,724,215,388,327,593,32,71,3375,5839,2014,3896,800,1367,158,284,66,159,3044,5703,1025,1960,70405,172813,10622,..,81027,172813
313,81832,220649,6879,12002,5212,10260,12100,22262,3334,4918,1165,1729,1565,2535,929,1690,321,635,7314,11502,715,1156,708,1024,134,233,61,132,1622,2544,224,400,103081,257355,7495,..,110576,257355
314,63446,186265,3890,6618,8320,18395,12216,25016,682,1207,195,339,218,339,0,6,156,333,1260,2210,133,186,212,271,7,8,7,17,359,486,94,209,77377,214182,3260,..,80639,214182
315,23583,64597,2110,4469,650,1351,2768,5822,951,1701,48,82,0,0,0,5,41,78,1047,1867,4300,8542,483,854,1000,1735,118,228,5899,11355,1351,2710,34644,86349,6343,..,40989,86349
316,115251,310280,10351,17345,10181,20468,20532,37813,7221,12429,3806,6818,6451,11901,2240,3997,480,921,20205,36065,1590,2910,536,897,308,421,70,145,2500,4380,783,1519,159265,390060,17942,..,177206,390060
317,50660,134009,7118,12049,1934,3625,9051,15674,2461,4289,66,84,50,69,102,155,32,53,2705,4653,175,285,107,195,99,144,61,142,446,763,128,255,62994,155353,4991,..,67976,155353
318,74572,195174,6111,9774,3697,6264,9806,16037,2282,3581,1604,2579,1194,2099,742,1245,32,63,5849,9569,1555,2914,394,676,158,287,80,176,2188,4048,711,1348,93129,226179,10839,..,103968,226179
319,111556,272305,5869,9033,2415,4025,8284,13058,4185,6391,247,398,530,923,9,17,61,120,5032,7851,3133,5530,651,1061,464,778,150,303,4397,7670,1178,2210,130448,303096,14586,..,145032,303096
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,8,9,5,12,0,..,5,12
401,83175,220880,14181,26340,8572,17774,22758,44113,11287,19314,1943,3025,3141,5180,3497,5853,57,152,19926,33526,132,223,45,67,95,97,176,360,442,745,400,765,126696,300028,11635,..,138331,300028
402,143499,389513,18799,35718,4165,9333,22963,45052,4634,7866,560,960,499,835,0,9,91,243,5782,9912,344,513,107,136,23,32,38,81,518,757,410,807,173169,446044,9600,..,182766,446044
403,118828,305284,18136,31588,4635,9926,22772,41515,7242,11466,872,1370,720,1200,303,479,87,201,9227,14721,316,503,266,395,28,38,121,216,728,1154,304,561,151859,363236,10946,..,162808,363236
404,66707,171424,15828,29812,7331,16039,23153,45854,8243,13829,1288,2159,1615,2682,239,410,139,301,11524,19383,142,266,68,84,13,16,164,387,391,752,312,605,102090,238017,7889,..,109971,238017
405,45284,104164,2631,4215,105,220,2739,4435,317,391,0,0,0,0,0,5,3,10,327,418,682,1244,240,425,34,56,84,175,1037,1896,219,400,49611,111309,13141,..,62749,111309
406,26849,64305,5497,10602,173,366,5668,10972,1446,1984,59,80,0,0,0,4,52,114,1559,2182,981,1877,304,501,219,363,73,177,1576,2916,663,1158,36316,81537,8602,..,44919,81537
407,73639,170680,5812,9491,329,630,6146,10118,1688,2352,84,113,44,62,0,4,17,43,1824,2578,639,1138,395,661,90,141,166,399,1283,2344,518,943,83412,186667,22019,..,105430,186667
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
501,66102,164275,5211,8233,869,1626,6076,9865,759,1158,123,194,42,67,38,62,53,112,1017,1593,671,1114,572,935,277,352,82,165,1596,2556,290,504,75085,178790,14706,..,89787,178790
502,36786,90419,3937,6026,1163,1955,5097,7979,474,686,203,378,212,385,170,321,45,79,1105,1846,291,423,169,244,68,102,20,21,548,785,59,101,43597,101142,8308,..,51906,101142
503,35752,98783,4654,9139,7048,14433,11707,23575,4880,8077,7598,12145,9402,15296,6692,11528,38,81,28606,47130,6,8,0,0,429,428,82,158,514,594,133,210,76713,170289,10455,..,87160,170289
504,87087,235308,8949,16487,3269,6151,12221,22637,2035,3173,1012,1554,596,886,348,551,115,211,4099,6374,120,199,178,248,440,470,42,86,786,1000,175,350,104364,265664,8344,..,112711,265664
505,170161,468196,30893,58287,8128,16992,39021,75280,5067,7821,1523,2390,1388,2278,176,319,209,424,8363,13236,306,454,68,109,230,272,46,111,644,946,184,321,218372,557975,15129,..,233499,557975
506,156692,433266,20019,39349,8008,16189,28025,55541,4284,7745,2618,4202,2536,4106,2136,3654,228,501,11811,20211,355,517,355,507,184,218,174,404,1072,1648,313,568,197902,511225,16229,..,214135,511225
507,136965,369681,14982,26801,4992,9925,19970,36724,3563,5182,2557,3896,3444,5578,623,986,228,482,10410,16127,202,308,555,835,261,275,101,177,1122,1605,252,446,168725,424581,14233,..,182961,424581
509,52037,121931,2433,3857,185,288,2617,4154,195,286,5,12,0,0,3,5,32,64,234,363,648,1062,338,511,269,352,82,152,1342,2079,353,626,56577,129152,14084,..,70664,129152
510,22525,66735,3098,6406,867,1743,3965,8147,1025,1733,224,333,204,332,192,280,7,18,1653,2687,6217,12545,390,664,499,907,163,435,7274,14546,1383,2414,36799,94540,7194,..,43990,94540
511,38856,97570,4249,7277,854,1680,5102,8958,829,1238,25,29,4,7,0,0,25,48,875,1315,4448,8891,834,1379,435,678,122,260,5833,11209,943,1718,51619,120778,9425,..,61042,120778
597,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,0,0,0,5,12,8,23,13,37,0,..,13,37
601,83446,211164,3477,5784,2656,5320,6130,11105,6363,11363,1122,1865,634,1113,31,47,167,344,8322,14733,174,273,150,254,108,116,211,499,641,1139,242,457,98783,238600,7522,..,106298,238600
602,54687,131263,3210,5207,1056,2283,4265,7483,3365,5245,118,194,36,50,11,26,134,247,3657,5762,252,380,77,162,84,108,171,310,592,964,162,305,63364,145776,8014,..,71377,145776
603,16918,39297,202,294,16,28,225,325,77,127,0,0,0,0,0,0,9,12,87,135,147,260,109,185,38,63,44,86,333,597,94,164,17659,40516,7972,..,25631,40516
604,44741,104575,3339,4819,416,685,3759,5496,227,365,50,50,50,80,0,0,25,58,348,556,298,475,178,305,81,106,83,181,640,1062,134,243,49622,111932,5673,..,55294,111932
697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
701,32155,95895,3037,5967,2397,5319,5427,11289,4434,8928,2143,4491,3581,7546,2959,5917,33,64,13148,26947,1684,3653,356,732,303,463,25,57,2361,4910,409,730,53503,139769,5025,..,58528,139769
702,19359,69037,3413,7929,1142,2424,4557,10355,939,1724,68,107,18,43,0,0,23,60,1048,1938,4078,8409,412,739,741,1478,57,116,5289,10751,1614,2985,31867,95071,5378,..,37244,95071
797,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,6,6,0,3,7,12,0,..,7,12
801,109097,310652,14320,28121,15823,36415,30145,64537,6015,10877,8201,15003,13663,23839,6695,11796,519,1036,35098,62550,64,103,239,381,58,59,15,31,367,569,275,553,174972,438857,11988,..,186963,438857
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
901,1456,3499,102,249,17,36,125,291,102,161,54,155,9,20,0,0,13,23,176,362,0,0,4,6,6,3,3,7,9,19,41,51,1805,4225,331,..,2130,4225
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
