SA4_CODE_2021,F_Mgmt_Cmrce_35_44_yr,F_Mgmt_Cmrce_45_54_yr,F_Mgmt_Cmrce_55_64_yr,F_Mgmt_Cmrce_65_74_yr,F_Mgmt_Cmrce_75_84_yr,F_Mgmt_Cmrce_85_yr_over,F_Mgmt_Cmrce_Tot,F_Scty_Cul_15_24_yr,F_Scty_Cul_25_34_yr,F_Scty_Cul_35_44_yr,F_Scty_Cul_45_54_yr,F_Scty_Cul_55_64_yr,F_Scty_Cul_65_74_yr,F_Scty_Cul_75_84_yr,F_Scty_Cul_85_yr_over,F_Scty_Cul_Tot,F_Crtve_Arts_15_24_yr,F_Crtve_Arts_25_34_yr,F_Crtve_Arts_35_44_yr,F_Crtve_Arts_45_54_yr,F_Crtve_Arts_55_64_yr,F_Crtve_Arts_65_74_yr,F_Crtve_Arts_75_84_yr,F_Crtve_Arts_85_yr_over,F_Crtve_Arts_Tot,F_FoodHos_PsnlSvcs_15_24_yr,F_FoodHos_PsnlSvcs_25_34_yr,F_FoodHos_PsnlSvcs_35_44_yr,F_FoodHos_PsnlSvcs_45_54_yr,F_FoodHos_PsnlSvcs_55_64_yr,F_FoodHos_PsnlSvcs_65_74_yr,F_FoodHos_PsnlSvcs_75_84_ye,F_FoodHos_PsnlSvcs_85_over,F_FoodHos_PsnlSvcs_Tot,F_Mix_Fld_Prog_15_24_yr,F_Mix_Fld_Prog_25_34_yr,F_Mix_Fld_Prog_35_44_yr,F_Mix_Fld_Prog_45_54_yr,F_Mix_Fld_Prog_55_64_yr,F_Mix_Fld_Prog_65_74_yr,F_Mix_Fld_Prog_75_84_yr,F_Mix_Fld_Prog_85_yr_over,F_Mix_Fld_Prog_Tot,F_Fld_stud_inad_desc_15_24,F_Fld_stud_inad_desc_25_34,F_Fld_stud_inad_desc_35_44,F_Fld_stud_inad_desc_45_54,F_Fld_stud_inad_desc_55_64,F_Fld_stud_inad_desc_65_74,F_Fld_stud_inad_desc_75_84,F_Fld_stud_inad_desc_85_over,F_Fld_stud_inad_desc_Tot,F_Fld_stud_ns_15_24_yr,F_Fld_stud_ns_25_34_yr,F_Fld_stud_ns_35_44_yr,F_Fld_stud_ns_45_54_yr,F_Fld_stud_ns_55_64_yr,F_Fld_stud_ns_65_74_yr,F_Fld_stud_ns_75_84_yr,F_Fld_stud_ns_85_yr_over,F_Fld_stud_ns_Tot,F_Tot_15_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Nat_Phy_Sci_15_24_yr,P_Nat_Phy_Sci_25_34_yr,P_Nat_Phy_Sci_35_44_yr,P_Nat_Phy_Sci_45_54_yr,P_Nat_Phy_Sci_55_64_yr,P_Nat_Phy_Sci_65_74_yr,P_Nat_Phy_Sci_75_84_yr,P_Nat_Phy_Sci_85_yr_over,P_Nat_Phy_Sci_Tot,P_IT_15_24_yr,P_IT_25_34_yr,P_IT_35_44_yr,P_IT_45_54_yr,P_IT_55_64_yr,P_IT_65_74_yr,P_IT_75_84_yr,P_IT_85_yr_over,P_IT_Tot,P_Egnr_rel_Tech_15_24_yr,P_Egnr_rel_Tech_25_34_yr,P_Egnr_rel_Tech_35_44_yr,P_Egnr_rel_Tech_45_54_yr,P_Egnr_rel_Tech_55_64_yr,P_Egnr_rel_Tech_65_74_yr,P_Egnr_rel_Tech_75_84_yr,P_Egnr_rel_Tech_85_yr_over,P_Egnr_rel_Tech_Tot,P_Arc_Bld_15_24_yr,P_Arc_Bld_25_34_yr,P_Arc_Bld_35_44_yr,P_Arc_Bld_45_54_yr,P_Arc_Bld_55_64_yr,P_Arc_Bld_65_74_yr,P_Arc_Bld_75_84_yr,P_Arc_Bld_85_yr_over,P_Arc_Bld_Tot,P_Agric_Env_Rel_Stud_15_24,P_Agric_Env_Rel_Stud_25_34,P_Agric_Env_Rel_Stud_35_44,P_Agric_Env_Rel_Stud_45_54,P_Agric_Env_Rel_Stud_55_64,P_Agric_Env_Rel_Stud_65_74,P_Agric_Env_Rel_Stud_75_84,P_Agric_Env_Rel_Stud_85_over,P_Agric_Envir_Rel_Stud_Tot,P_Hlth_15_24_yr,P_Hlth_25_34_yr,P_Hlth_35_44_yr,P_Hlth_45_54_yr,P_Hlth_55_64_yr,P_Hlth_65_74_yr,P_Hlth_75_84_yr,P_Hlth_85_yr_over,P_Hlth_Tot,P_Edu_15_24_yr,P_Edu_25_34_yr,P_Edu_35_44_yr,P_Edu_45_54_yr,P_Edu_55_64_yr,P_Edu_65_74_yr,P_Edu_75_84_yr,P_Edu_85_yr_over,P_Edu_Tot,P_Mgmt_Cmrce_15_24_yr,P_Mgmt_Cmrce_25_34_yr,P_Mgmt_Cmrce_35_44_yr,P_Mgmt_Cmrce_45_54_yr,P_Mgmt_Cmrce_55_64_yr,P_Mgmt_Cmrce_65_74_yr,P_Mgmt_Cmrce_75_84_yr,P_Mgmt_Cmrce_85_yr_over,P_Mgmt_Cmrce_Tot,P_Scty_Cul_15_24_yr,P_Scty_Cul_25_34_yr,P_Scty_Cul_35_44_yr,P_Scty_Cul_45_54_yr,P_Scty_Cul_55_64_yr,P_Scty_Cul_65_74_yr,P_Scty_Cul_75_84_yr,P_Scty_Cul_85_yr_over,P_Scty_Cul_Tot,P_Crtve_Arts_15_24_yr,P_Crtve_Arts_25_34_yr,P_Crtve_Arts_35_44_yr,P_Crtve_Arts_45_54_yr,P_Crtve_Arts_55_64_yr,P_Crtve_Arts_65_74_yr,P_Crtve_Arts_75_84_yr,P_Crtve_Arts_85_yr_over,P_Crtve_Arts_Tot,P_FoodHos_PsnlSvcs_15_24,P_FoodHos_PsnlSvcs_25_34,P_FoodHos_PsnlSvcs_35_44,P_FoodHos_PsnlSvcs_45_54,P_FoodHos_PsnlSvcs_55_64,P_FoodHos_PsnlSvcs_65_74,P_FoodHos_PsnlSvcs_75_84,P_FoodHos_PsnlSvcs_85_over,P_FoodHos_PsnlSvcs_Tot,P_Mix_Fld_Prog_15_24_yr,P_Mix_Fld_Prog_25_34_yr,P_Mix_Fld_Prog_35_44_yr,P_Mix_Fld_Prog_45_54_yr,P_Mix_Fld_Prog_55_64_yr,P_Mix_Fld_Prog_65_74_yr,P_Mix_Fld_Prog_75_84_yr,P_Mix_Fld_Prog_85_yr_over,P_Mix_Fld_Prog_Tot,P_Fld_stud_inad_desc_15_24,P_Fld_stud_inad_desc_25_34,P_Fld_stud_inad_desc_35_44,P_Fld_stud_inad_desc_45_54,P_Fld_stud_inad_desc_55_64,P_Fld_stud_inad_desc_65_74,P_Fld_stud_inad_desc_75_84,P_Fld_stud_inad_desc_85_over,P_Fld_stud_inad_desc_Tot,P_Fld_stud_ns_15_24_yr,P_Fld_stud_ns_25_34_yr,P_Fld_stud_ns_35_44_yr,P_Fld_stud_ns_45_54_yr,P_Fld_stud_ns_55_64_yr,P_Fld_stud_ns_65_74_yr,P_Fld_stud_ns_75_84_yr,P_Fld_stud_ns_85_yr_over,P_Fld_stud_ns_Tot,P_Tot_15_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr
406,732,658,466,216,55,16,2976,216,632,594,626,589,294,62,4,3017,19,77,68,53,53,18,14,0,297,165,343,290,240,147,91,23,5,1304,8,4,7,0,8,4,5,0,28,7,25,27,40,26,24,9,0,158,475,613,508,573,609,557,407,203,3940,1519,3871,3470,3405,3121,2071,858,312,18612,21,100,120,90,83,77,19,5,514,17,110,87,56,59,25,8,0,367,404,1717,1482,1603,1647,1114,420,110,8502,124,483,317,322,353,263,121,30,2011,127,258,303,279,208,134,36,8,1346,241,797,623,708,896,544,144,45,4002,171,713,611,576,498,503,192,36,3310,245,937,1069,1004,795,439,125,24,4635,305,858,790,797,808,425,102,10,4086,52,138,105,83,90,46,22,0,539,244,535,464,385,259,145,45,12,2084,8,7,10,0,8,9,11,0,50,25,79,92,111,98,58,22,8,486,1119,1699,1506,1650,1624,1193,819,346,9949,3101,8448,7569,7672
407,1678,1551,1437,874,262,70,7629,543,1281,1304,1559,1591,995,242,31,7554,93,203,195,159,143,96,45,17,959,446,782,629,572,420,322,120,31,3314,6,11,10,12,12,9,12,3,59,23,60,63,100,81,55,33,6,411,694,698,739,884,990,1173,1030,640,6854,3082,6966,7302,7599,7876,6506,2989,1103,43424,59,200,272,281,266,321,113,14,1524,77,194,192,137,125,104,9,0,850,712,1871,1922,2200,2515,2443,1274,310,13247,323,840,655,615,676,622,332,71,4136,415,802,975,1056,806,554,184,38,4823,428,1388,1350,1505,2118,1735,712,210,9441,256,1097,1100,1145,1252,1726,768,135,7476,599,1883,2327,2302,2221,1720,614,136,11802,698,1660,1724,1992,2067,1488,462,65,10149,177,317,304,252,254,186,90,24,1600,627,1141,994,925,701,522,195,44,5154,14,16,15,20,21,17,16,5,113,59,144,162,213,190,176,79,28,1048,1564,1634,1676,1963,2211,2380,1925,1001,14346,5993,13190,13667,14586
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,8,0,0,12,7
501,1943,1728,1372,849,280,73,8570,593,1077,1544,1500,1271,776,190,21,6974,174,355,356,286,229,169,80,24,1672,412,831,748,646,417,259,91,15,3430,26,10,8,15,11,8,7,3,86,28,75,106,111,93,63,23,13,511,648,755,847,827,838,827,730,472,5953,3636,7590,9451,8775,7628,5323,2355,878,45637,83,294,495,485,367,319,105,18,2169,161,255,298,174,144,98,22,5,1157,963,2496,2953,2974,2892,2305,1021,218,15824,376,1057,1019,922,940,700,311,80,5414,275,462,735,666,538,335,150,37,3196,549,1504,1865,1698,1893,1355,601,172,9633,354,1000,1714,1918,1761,1427,515,116,8807,931,2194,2651,2538,2108,1462,535,120,12542,808,1375,1890,1846,1593,1090,316,52,8972,287,509,503,405,328,251,119,28,2422,558,1172,1182,1015,699,433,157,23,5241,54,34,8,14,22,15,13,4,171,80,149,236,265,229,160,61,19,1195,1371,1654,1786,1880,1774,1706,1323,769,12254,6848,14153,17350,16815
502,970,992,848,598,307,49,4854,369,718,841,778,776,405,117,19,4021,101,127,126,96,76,73,34,15,644,287,539,434,406,259,240,101,17,2286,17,8,7,7,5,7,0,0,58,21,31,42,43,43,15,10,5,226,355,374,386,394,338,464,548,448,3317,2110,3941,4452,4350,3914,3004,1685,730,24186,68,116,168,139,147,122,49,8,812,114,163,171,111,94,59,22,0,733,541,1249,1395,1486,1708,1651,881,229,9140,188,457,407,470,469,422,288,71,2774,80,136,204,203,141,99,60,16,947,328,720,740,803,896,710,358,101,4670,224,584,769,871,814,687,297,84,4336,495,971,1280,1362,1245,993,546,94,6987,506,894,1024,947,946,593,197,37,5143,185,189,159,132,111,115,64,32,986,365,687,627,578,414,338,164,22,3189,41,14,7,8,13,6,0,0,88,41,71,104,126,118,74,46,19,604,709,716,761,773,678,899,980,698,6209,3892,6975,7808,8017
503,3100,2651,1679,853,396,157,12807,764,2359,2178,1802,1404,1018,429,137,10092,506,1006,735,527,297,193,120,40,3416,298,515,364,311,218,164,73,40,1981,21,13,12,9,9,5,3,0,78,92,166,176,169,117,96,50,25,884,665,1095,792,603,523,582,536,471,5267,4930,13940,12018,10377,8061,5799,3075,1468,59672,889,1668,1313,1101,1006,716,355,93,7149,237,819,935,569,363,125,31,4,3070,743,3353,3032,2299,1932,1386,687,255,13693,231,1061,831,727,643,485,202,82,4267,122,356,327,282,213,127,99,36,1560,799,3973,3053,2855,2558,1719,1019,414,16390,234,1026,1133,1368,1554,1626,813,275,8026,1789,5471,5768,5224,3580,2054,955,308,25146,1199,3754,3381,2927,2313,1833,784,225,16418,872,1736,1220,772,498,356,175,50,5689,460,971,686,514,374,267,122,45,3425,37,34,18,20,5,16,10,3,150,150,304,320,294,207,158,92,39,1570,1309,2457,1884,1499,1280,1184,984,741,11333,9084,26985,23896,20456
504,3918,2912,1979,987,402,100,14828,906,2422,2611,2098,1621,908,244,41,10853,456,850,738,437,277,175,64,21,3003,733,1549,1132,798,513,296,115,25,5165,43,29,12,12,21,11,4,0,134,58,201,243,182,127,78,27,9,923,810,1160,1055,870,703,652,680,497,6422,5887,15709,15327,11909,8799,5342,2458,952,66375,363,959,1032,830,545,363,140,21,4247,294,970,1221,667,336,127,27,0,3637,1351,4776,4668,4052,3831,2802,1257,277,23013,505,1564,1309,1044,868,647,332,84,6352,168,498,461,446,308,195,79,12,2167,1022,3294,2803,2122,1816,1161,505,152,12866,486,2036,2104,2177,1869,1272,565,130,10622,1813,5246,6326,4590,3235,1739,704,154,23820,1423,3442,3590,2936,2217,1389,413,60,15468,843,1440,1254,733,461,323,105,23,5179,996,2231,1871,1266,861,475,182,36,7919,91,45,19,24,29,24,11,0,243,124,396,533,420,308,192,84,19,2085,1737,2500,2348,1932,1581,1329,1198,762,13386,11217,29410,29532,23232
505,9095,7357,4628,2627,1040,357,34267,2041,4842,5438,4421,3168,1891,544,117,22449,930,1639,1582,870,477,312,147,54,6003,1402,2816,2318,1945,1219,725,295,68,10790,105,33,22,22,31,30,14,3,265,152,373,430,336,246,145,61,18,1767,1384,2180,2061,1597,1226,1315,1415,1124,12305,12074,32140,34265,27840,19716,12361,5749,2423,146568,884,2122,2385,1974,1360,840,343,62,9970,683,1807,2700,1801,932,344,61,3,8330,2319,8681,9172,8261,7699,6021,2733,809,45688,1140,4084,3911,3223,2563,1692,771,232,17614,274,811,1057,742,562,293,114,34,3878,2398,7772,6936,5810,4637,2769,1308,391,32028,1181,4345,5102,5215,4440,3181,1363,341,25159,3835,11082,14680,12256,8060,5026,2091,583,57617,3171,6921,7477,6269,4582,2898,920,194,32430,1779,2719,2521,1444,833,529,233,74,10133,1873,3865,3459,2882,1885,1083,476,111,15639,200,67,43,35,50,42,24,9,487,297,764,896,784,564,347,169,58,3875,3001,4439,4373,3494,2576,2409,2428,1711,24427,23036,59472,64716,54185
506,8422,5856,3789,2071,785,235,30817,1882,4616,4948,3815,2832,1638,478,85,20292,935,1461,1212,659,383,219,120,38,5035,1378,2390,1980,1320,804,565,207,36,8681,94,41,27,24,31,24,17,7,259,144,399,445,306,209,145,53,21,1717,1748,2523,2219,1645,1352,1307,1449,1291,13531,12720,31671,31743,22094,16012,10393,5034,2248,131917,960,2419,2515,1844,1218,827,317,67,10157,854,2635,3432,1430,717,253,37,8,9365,2847,9790,10635,8243,6980,5218,2383,640,46744,957,2816,2294,1673,1519,1242,608,195,11310,345,828,945,734,536,330,153,43,3927,2458,7294,6224,4279,3404,2412,1105,309,27479,1096,3292,3755,3549,3270,2485,1129,274,18858,4225,11792,13852,9720,6426,3854,1455,368,51694,2927,6443,6782,5219,3947,2493,851,162,28817,1632,2434,1940,1064,602,404,195,59,8337,2026,4006,3478,2108,1377,881,337,66,14279,180,93,49,38,53,41,24,10,487,298,876,923,714,497,324,169,51,3863,3856,5429,4776,3731,2930,2511,2454,1979,27658,24666,60153,61607,44341
507,6417,5208,3484,1881,706,235,24411,1553,3770,4168,3759,2902,1650,533,81,18417,767,1222,1146,751,472,281,129,46,4827,1088,2099,1716,1374,845,527,203,51,7900,68,39,21,25,32,18,7,7,211,109,263,335,295,190,133,49,20,1402,1319,1793,1611,1338,1118,1212,1205,1111,10695,9868,23982,25868,21309,15776,9843,4574,2110,113331,664,1579,1769,1546,1195,803,315,72,7948,544,1231,1883,1084,594,221,57,4,5618,2319,7349,8233,7301,6408,4643,2179,605,39030,801,2385,2190,1882,1571,1099,598,206,10730,285,735,912,745,527,335,142,38,3718,1834,5941,5593,4512,3675,2265,1030,326,25175,1024,3205,3750,3820,3338,2428,1011,273,18852,2750,7447,10041,8512,5947,3556,1365,391,40015,2381,5325,5599,5138,3920,2394,870,165,25787,1360,1956,1808,1157,748,500,195,55,7776,1448,2858,2589,2095,1288,780,338,76,11466,127,66,43,34,44,30,13,7,360,247,583,718,673,465,303,138,50,3165,2781,3776,3569,2931,2397,2324,2202,1764,21749,18551,44437,48688,41436
509,1113,1034,988,565,216,52,5272,283,637,790,843,892,605,144,20,4213,92,175,152,174,147,114,66,12,931,231,437,374,393,241,166,56,14,1914,26,8,4,7,10,3,6,0,60,15,28,52,68,70,45,12,4,292,686,707,776,902,960,934,740,413,6107,2462,4897,5612,5785,5869,4294,2022,740,31678,82,196,283,263,222,185,69,9,1312,87,132,138,126,111,64,15,0,672,602,1719,1623,1751,2040,1637,664,150,10190,217,580,503,494,534,444,213,52,3050,398,617,847,805,748,475,185,43,4106,363,1019,1005,1091,1395,1002,476,146,6503,198,708,1006,1144,1221,1080,423,89,5865,619,1204,1507,1482,1473,963,368,85,7700,387,834,1014,1077,1200,875,229,38,5656,142,250,240,243,219,200,99,22,1419,315,638,552,582,434,278,120,21,2944,48,16,14,7,12,11,0,0,101,37,80,123,137,154,111,53,13,706,1557,1780,1862,2156,2242,2006,1379,655,13637,5048,9764,10712,11369
510,1260,847,731,376,72,3,4927,238,776,719,540,493,265,41,0,3073,54,245,163,105,73,40,11,0,688,189,518,372,299,196,105,13,0,1690,7,13,3,0,3,4,0,0,29,29,51,66,67,50,25,0,0,289,1138,2157,1541,1457,1252,734,225,46,8557,2634,7768,6278,4831,4370,2539,526,60,29004,91,431,358,241,178,116,19,0,1433,43,149,184,84,76,36,0,0,577,876,4329,4258,3256,2350,1203,253,18,16532,175,919,872,613,547,359,73,5,3561,122,321,366,310,220,129,33,7,1494,273,1345,1048,862,1013,588,119,4,5252,190,941,983,851,849,669,111,0,4606,455,1813,2035,1485,1285,743,140,12,7970,345,1107,1021,805,722,423,86,3,4505,85,361,261,172,119,90,11,0,1095,264,743,678,554,365,163,33,0,2803,17,15,11,9,5,3,0,0,72,61,166,246,223,173,70,17,0,953,2653,6259,5957,5454,4236,1836,530,86,27013,5654,18910,18290,14915
511,1166,1040,887,503,134,29,5359,293,719,720,653,652,374,79,8,3481,89,180,182,114,89,58,26,7,740,310,562,438,410,229,157,54,3,2167,24,17,4,9,7,7,0,4,63,20,38,53,43,54,28,9,4,252,1014,1358,1255,1176,1198,992,525,253,7776,3041,6362,6009,5464,5002,3465,1283,409,31038,150,549,457,301,208,144,35,4,1847,68,155,153,105,69,58,10,0,620,927,3196,2832,2678,2457,1703,553,114,14452,230,741,600,517,577,503,160,18,3354,185,390,440,422,352,244,80,14,2132,420,1180,1001,1037,1088,811,292,70,5898,204,817,965,1088,1063,765,227,42,5169,654,1473,1685,1602,1402,843,238,51,7941,399,979,985,869,859,514,131,16,4744,147,288,265,164,124,86,36,4,1125,415,812,716,654,403,242,96,10,3352,35,25,5,7,22,7,4,4,103,49,117,163,139,145,83,37,13,742,2437,4186,3920,3816,3361,2294,1131,410,21556,6327,14908,14176,13403
597,9,8,11,7,3,0,42,0,10,0,4,0,0,0,0,23,0,3,0,3,6,0,0,0,10,5,3,0,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,29,20,23,25,14,7,0,126,32,82,44,51,69,38,14,0,325,3,9,10,12,9,0,0,0,50,0,0,4,9,6,0,0,0,12,35,141,277,260,141,20,6,0,883,0,13,30,15,10,4,0,0,79,0,11,13,6,0,4,0,0,33,4,6,14,19,14,6,4,0,59,0,6,7,5,10,14,0,0,37,3,13,24,24,24,13,3,0,106,7,14,9,11,8,5,0,0,48,0,3,0,5,3,0,0,0,16,7,17,20,20,12,0,0,0,80,0,0,3,0,0,0,0,0,6,0,4,8,7,10,0,0,0,39,51,222,444,398,218,57,13,0,1405,112,476,858,801
601,3414,2345,1804,1006,335,138,14932,764,2684,2519,2364,2048,1324,402,81,12192,217,771,600,483,363,270,112,32,2857,442,1111,815,699,467,276,132,21,3960,34,19,8,15,12,13,5,0,112,68,213,228,201,147,90,43,14,1007,741,1114,895,730,734,871,879,541,6514,4630,16445,13148,10932,9578,7113,3360,1333,66537,368,1197,1086,1013,745,589,241,67,5307,384,2129,1204,560,354,171,35,4,4844,608,2832,2345,2367,2503,2055,1214,367,14290,510,1695,1357,1200,1155,749,433,113,7209,172,509,560,585,465,282,96,33,2697,923,3319,2531,2252,2311,1801,779,273,14199,223,1508,1836,1744,1986,2012,923,279,10513,1508,8925,5624,3955,3163,1985,752,235,26158,1093,3951,3572,3411,2950,2129,677,135,17923,405,1290,1042,820,607,466,195,58,4885,694,1851,1424,1141,785,465,199,38,6583,63,48,15,16,18,26,8,3,202,135,435,424,396,291,220,106,32,2046,1547,2372,1888,1593,1576,1665,1513,843,13004,8622,32065,24922,21054
602,1463,1362,1142,694,222,62,6956,426,1139,1137,1271,1150,744,173,28,6066,91,264,250,226,216,166,67,15,1298,369,724,546,493,283,212,75,18,2726,18,8,7,4,6,8,6,5,70,18,77,81,83,69,66,33,6,427,539,578,499,587,671,734,717,366,4689,2619,7128,6596,6510,6132,4623,2243,758,36616,71,258,300,280,266,232,100,20,1537,158,561,322,227,168,88,18,0,1541,485,1764,1469,1665,1977,1613,834,220,10034,332,987,655,734,755,505,266,75,4302,191,523,543,546,433,271,112,25,2639,454,1774,1480,1394,1598,1177,537,141,8547,170,785,1140,1206,1232,1181,599,142,6460,625,2802,2287,2112,1819,1224,440,105,11401,560,1533,1494,1674,1537,1100,302,56,8270,168,483,427,373,340,304,122,28,2246,504,1079,860,758,532,361,120,24,4240,25,20,16,7,9,12,9,10,104,49,167,181,177,166,130,68,19,970,1224,1328,1059,1219,1368,1471,1295,600,9571,5016,14081,12244,12366
603,360,327,355,190,58,10,1739,75,241,336,357,465,281,47,3,1806,17,75,115,91,107,73,24,0,507,67,166,164,115,112,65,17,6,716,3,4,3,0,0,5,5,0,14,7,16,24,34,33,22,9,0,138,178,208,214,221,277,260,192,74,1625,547,1590,1860,1774,2245,1506,580,155,10260,21,98,136,117,169,104,36,9,684,23,52,75,59,58,41,0,0,310,111,375,409,505,674,574,224,39,2909,83,245,200,219,291,201,87,12,1341,85,193,242,230,207,119,45,8,1130,62,238,275,311,511,353,134,36,1917,26,148,258,262,365,369,165,34,1620,115,525,513,504,548,361,109,27,2712,104,320,454,464,610,449,85,13,2495,35,113,177,138,176,124,57,8,825,85,242,268,219,206,109,29,6,1160,3,4,3,0,0,3,5,0,16,13,35,48,66,61,61,24,0,302,421,422,419,493,600,597,379,147,3479,1185,3011,3476,3589
604,1038,976,934,492,125,34,5002,381,950,944,1053,1048,545,98,16,5044,41,149,115,100,140,80,26,6,672,288,623,456,395,250,157,57,16,2239,5,9,5,6,9,4,9,5,38,21,33,45,48,64,34,13,3,268,470,488,454,513,544,706,629,291,4085,2055,5011,4658,4748,4748,3414,1606,566,26804,30,155,143,154,167,128,64,14,842,58,268,196,117,117,70,15,0,844,417,1395,1327,1559,1736,1340,652,156,8581,281,651,445,512,627,476,226,54,3263,136,329,372,375,321,159,61,17,1770,323,992,813,932,1072,841,344,90,5408,150,635,834,789,847,847,442,115,4658,457,1709,1491,1462,1395,843,247,48,7658,487,1207,1182,1322,1296,761,187,36,6483,76,232,190,157,202,138,46,6,1055,408,859,645,595,442,267,99,21,3348,10,21,5,14,9,12,4,5,68,44,89,121,144,120,87,33,15,652,969,1054,964,1125,1198,1338,1167,490,8302,3839,9594,8727,9251
697,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,3,4,5,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,14,6,8,12,14,13,8,0,0,59,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,3,4,15,19,29,18,6,0,0,91,0,0,4,0,4,0,0,0,11,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,3,0,4,0,6,4,0,0,0,16,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,5,4,3,6,4,6,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,25,25,29,25,0,0,0,115,10,58,67,71
701,2311,1678,1199,536,122,21,9197,435,1630,1522,1193,958,492,106,10,6352,100,395,306,179,108,74,13,5,1188,269,671,536,359,221,123,26,6,2214,12,13,13,9,3,3,0,0,45,34,149,128,113,74,41,11,0,549,961,1666,1386,1224,1091,775,312,98,7521,3350,11455,9709,7251,5716,3351,980,195,42012,121,477,489,380,286,202,48,9,2011,276,819,642,322,187,87,11,0,2344,861,2789,2406,2210,1952,1343,434,75,12070,232,824,737,584,550,369,144,22,3463,168,358,421,368,250,169,35,3,1776,538,2771,2032,1368,1173,711,206,46,8842,227,1169,1326,1145,1116,845,274,25,6138,958,4590,3686,2721,1933,993,250,28,15152,711,2422,2345,1828,1416,816,200,24,9751,177,596,486,292,201,127,39,3,1918,447,1103,922,603,385,222,50,6,3728,20,21,18,18,6,5,4,0,95,79,298,305,296,177,111,33,3,1293,2048,3406,2845,2621,2369,1728,639,174,15832,6868,21621,18661,14754
702,746,707,601,307,37,6,3450,171,868,686,595,557,285,49,3,3213,52,216,114,85,101,53,13,0,631,161,290,217,170,143,98,6,3,1077,0,5,9,6,6,0,0,0,25,16,54,45,29,28,20,0,0,201,1005,1374,1019,1030,1117,749,155,38,6480,2058,5742,4345,3997,4235,2504,419,71,23371,36,211,167,128,167,125,31,0,871,26,160,149,63,78,36,3,0,521,317,1199,1045,959,1094,895,197,19,5728,124,452,413,354,375,268,52,10,2040,254,349,332,290,248,145,39,0,1658,221,1409,990,788,1078,541,80,14,5131,122,685,646,709,848,658,117,8,3799,265,1385,1157,1044,990,617,74,6,5538,251,1291,1100,917,851,495,87,8,5002,88,330,227,148,161,94,25,0,1071,248,500,402,307,248,155,17,3,1884,7,14,14,12,8,0,0,0,53,38,116,127,85,68,46,11,0,495,2163,3093,2392,2410,2432,1671,389,71,14613,4175,11186,9163,8218
797,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,5,0,0,17,10,8,0,3,3,14,0,0,49,0,0,5,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,7,24,41,53,41,4,0,0,164,3,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,9,0,0,0,0,0,3,0,0,8,0,0,0,6,0,4,0,0,16,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,10,17,44,40,36,11,3,0,155,27,46,97,109
