SA4_CODE_2021,Philippines_Before_1951,Philippines_1951_1960,Philippines_1961_1970,Philippines_1971_1980,Philippines_1981_1990,Philippines_1991_2000,Philippines_2001_2010,Philippines_2011_2015,Philippines_2016,Philippines_2017,Philippines_2018,Philippines_2019,Philippines_2020,Philippines_2021,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1951,Poland_1951_1960,Poland_1961_1970,Poland_1971_1980,Poland_1981_1990,Poland_1991_2000,Poland_2001_2010,Poland_2011_2015,Poland_2016,Poland_2017,Poland_2018,Poland_2019,Poland_2020,Poland_2021,Poland_Yr_arrival_ns,Poland_Tot,Singapore_Before_1951,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2010,Singapore_2011_2015,Singapore_2016,Singapore_2017,Singapore_2018,Singapore_2019,Singapore_2020,Singapore_2021,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1951,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2010,South_Africa_2011_2015,South_Africa_2016,South_Africa_2017,South_Africa_2018,South_Africa_2019,South_Africa_2020,South_Africa_2021,South_Africa_yr_arr_ns,South_Africa_Tot,Sri_Lanka_Before_1951,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2010,Sri_Lanka_2011_2015,Sri_Lanka_2016,Sri_Lanka_2017,Sri_Lanka_2018,Sri_Lanka_2019,Sri_Lanka_2020,Sri_Lanka_2021,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Taiwan_Before_1951,Taiwan_1951_1960,Taiwan_1961_1970,Taiwan_1971_1980,Taiwan_1981_1990,Taiwan_1991_2000,Taiwan_2001_2010,Taiwan_2011_2015,Taiwan_2016,Taiwan_2017,Taiwan_2018,Taiwan_2019,Taiwan_2020,Taiwan_2021,Taiwan_Yr_arrival_ns,Taiwan_Tot,Thailand_Before_1951,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2010,Thailand_2011_2015,Thailand_2016,Thailand_2017,Thailand_2018,Thailand_2019,Thailand_2020,Thailand_2021,Thailand_Yr_arr_ns,Thailand_Tot,United_Kingdom_Before_1951,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2010,United_Kingdom_2011_2015,United_Kingdom_2016,United_Kingdom_2017,United_Kingdom_2018,United_Kingdom_2019,United_Kingdom_2020,United_Kingdom_2021,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1951,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2010,USA_2011_2015,USA_2016,USA_2017,USA_2018,USA_2019,USA_2020,USA_2021,USA_Yr_arrival_ns,USA_Tot,Vietnam_Before_1951,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2010,Vietnam_2011_2015,Vietnam_2016,Vietnam_2017,Vietnam_2018,Vietnam_2019,Vietnam_2020,Vietnam_2021,Vietnam_Yr_arr_ns,Vietnam_Tot,Born_elsewhere_Before_1951,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2010,Born_elsewhere_2011_2015,Born_elsewhere_2016,Born_elsewhere_2017,Born_elsewhere_2018,Born_elsewhere_2019,Born_elsewhere_2020,Born_elsewhere_2021,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1951,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2010,Tot_2011_2015,Tot_2016,Tot_2017,Tot_2018,Tot_2019,Tot_2020,Tot_2021,Tot_Yr_arrival_ns,Tot_Tot
111,0,3,11,65,397,282,375,368,80,99,96,127,39,17,49,2020,60,21,61,47,143,33,37,27,7,3,3,10,0,0,20,467,3,9,13,32,26,17,55,29,8,27,16,13,15,0,7,266,4,4,32,135,169,272,484,188,53,60,53,78,52,5,24,1606,0,8,7,20,57,59,144,53,14,6,4,21,11,7,13,420,0,0,0,0,5,21,37,32,11,6,13,9,4,3,9,155,0,0,5,14,30,78,215,226,40,31,48,45,16,8,17,761,397,1134,2624,1567,1272,858,1732,892,148,118,113,160,86,45,355,11488,5,20,53,117,114,178,330,225,39,45,54,71,53,28,25,1364,0,0,6,75,73,43,132,192,56,54,28,41,32,0,47,781,258,358,751,734,653,810,1358,906,399,312,402,505,171,51,275,7939,1383,3212,5526,4657,4970,4434,8762,6149,1599,1735,1792,2002,818,290,1436,48764
112,0,0,12,47,182,133,255,255,56,54,61,77,22,7,50,1216,9,16,9,7,65,11,18,13,3,0,0,0,4,0,4,169,6,4,12,35,18,19,18,15,9,10,0,5,3,5,3,165,7,20,67,155,203,185,288,117,23,17,22,31,37,15,20,1210,0,5,15,12,23,28,23,13,4,4,3,3,3,3,6,145,0,0,0,5,4,5,20,23,4,4,11,8,0,0,0,82,0,0,0,16,42,66,177,103,31,17,38,25,17,8,23,569,329,1145,2787,1644,1215,992,1596,696,132,92,118,144,82,29,512,11511,3,16,102,165,177,192,298,181,31,24,54,39,72,10,37,1401,0,0,0,17,24,14,34,57,15,9,14,14,12,0,12,224,112,296,537,636,604,496,1075,900,265,254,293,399,175,31,206,6268,751,2485,4633,4249,4496,3690,6133,3762,891,776,962,1151,609,165,1361,36118
113,0,0,5,4,81,67,205,393,77,96,102,149,44,21,25,1270,6,0,4,3,9,0,5,8,0,0,3,0,0,0,4,37,0,3,3,8,5,5,17,6,0,0,3,0,0,0,0,62,0,4,17,15,25,63,266,89,24,32,21,49,25,25,13,658,0,0,0,8,14,20,58,77,10,10,23,16,10,0,5,251,0,0,0,0,4,3,15,45,9,24,45,64,12,0,3,224,0,0,3,9,4,16,83,45,10,12,16,17,6,5,14,238,97,311,664,327,191,154,254,140,18,16,23,41,22,3,114,2392,0,3,15,34,34,31,62,36,15,9,0,9,11,5,11,269,0,0,0,8,20,11,21,32,10,11,3,17,11,0,14,150,37,92,176,148,209,275,619,466,120,128,139,206,96,66,116,2897,353,1120,1405,970,1088,1380,3437,3006,938,1113,1328,1787,622,260,747,19561
114,0,0,4,38,126,93,117,180,58,45,43,53,40,0,26,823,20,19,25,21,72,7,12,10,0,3,0,0,0,0,5,194,3,7,20,24,14,13,22,9,5,3,6,0,3,0,0,128,4,18,42,100,87,106,182,50,14,6,16,20,16,4,9,676,0,0,16,3,15,13,11,42,3,3,5,11,5,3,7,151,0,0,0,0,13,19,27,9,9,0,0,5,0,0,0,85,0,0,0,4,27,37,92,73,19,15,11,5,10,3,23,324,367,1113,2738,1603,965,574,886,315,38,46,32,69,35,8,413,9196,9,11,52,104,80,96,142,82,15,11,21,18,14,9,29,689,0,0,0,18,21,18,27,29,11,5,8,17,0,0,16,158,138,409,596,687,365,250,312,177,43,46,52,86,42,12,144,3354,804,2554,4647,3692,2763,1886,3024,1802,433,399,476,579,289,57,1018,24422
115,0,0,49,385,1149,701,679,389,73,98,82,113,60,10,50,3836,7,19,30,56,280,79,58,37,3,0,7,3,0,0,13,586,0,8,29,93,183,134,330,145,47,39,32,21,22,11,14,1111,0,12,33,167,287,667,1224,557,199,194,200,228,125,38,53,3981,0,7,54,136,850,1016,1097,411,65,62,61,87,21,14,31,3924,0,0,4,16,211,269,183,58,21,13,19,12,7,3,15,835,0,0,4,16,53,82,149,129,32,19,34,16,5,4,10,547,198,595,1733,1160,1211,907,1610,834,134,121,100,96,68,24,222,9015,4,11,47,79,102,141,299,200,43,61,67,112,54,24,20,1249,0,0,11,260,271,97,117,71,27,19,29,25,18,0,13,955,211,491,973,1350,1488,1452,1823,881,268,298,254,260,131,56,203,10143,779,2489,5284,6348,13514,16105,25590,12635,2897,2821,2521,2743,1334,482,1601,97141
116,0,3,49,864,5802,5626,5764,3301,693,619,792,1009,367,46,391,25332,83,30,63,76,352,138,77,30,7,3,3,5,0,0,9,882,0,6,10,46,110,85,181,128,45,45,34,33,12,8,0,747,0,3,22,99,308,362,658,260,92,86,74,115,45,4,21,2163,0,0,43,90,625,1172,2191,1241,204,174,145,192,59,20,84,6242,0,0,0,6,51,101,76,69,11,22,22,44,4,0,15,415,0,0,0,13,103,147,305,160,29,33,25,33,7,0,32,894,112,490,1687,917,709,429,738,420,87,63,61,53,24,10,161,5955,4,6,17,53,62,114,251,183,40,49,46,49,27,8,25,933,0,0,3,208,391,201,195,131,24,46,30,31,16,7,58,1339,216,781,1986,2456,3367,4617,5456,2713,830,884,679,615,252,86,785,25722,704,2317,6202,7629,19457,27461,50462,28926,7041,6901,7225,7615,2623,608,3382,178556
117,0,0,24,212,865,718,698,630,195,195,221,338,105,61,98,4359,15,24,19,65,223,72,142,145,32,45,51,73,22,10,26,958,3,12,35,102,182,235,366,190,52,65,82,67,64,23,33,1508,0,12,40,175,324,505,572,236,66,60,71,94,58,40,22,2267,0,0,24,48,141,157,169,88,15,22,30,29,17,13,21,788,0,0,3,22,176,205,291,301,88,93,119,150,55,10,47,1566,0,0,10,42,260,461,1929,2011,736,508,442,584,155,29,233,7405,100,390,1239,1188,1509,1909,3276,2932,791,774,883,1046,384,164,281,16875,7,12,72,178,247,403,700,652,210,198,244,307,226,111,63,3631,0,3,7,636,1127,646,569,604,189,284,255,249,115,31,165,4885,146,424,1377,2571,2545,3245,3820,4207,1704,2001,2424,3225,1175,289,635,29793,481,2120,6391,8631,14125,17267,26733,25234,8243,9130,10125,12760,5149,1646,3523,151571
118,0,0,35,137,346,250,394,323,109,85,122,166,57,13,58,2104,71,87,67,84,286,92,126,109,43,24,19,34,12,3,45,1123,0,26,64,126,144,125,193,129,56,43,59,47,45,19,24,1105,5,16,64,559,1507,2066,1727,476,134,110,117,128,95,27,118,7147,4,6,12,52,94,68,62,27,4,16,14,8,9,0,4,388,0,0,4,19,134,119,103,52,23,9,21,22,10,4,8,526,0,0,17,39,128,146,270,156,61,32,32,57,24,6,19,983,240,422,1292,1328,1469,1851,3614,3391,921,975,1112,1246,542,108,425,18928,10,17,84,179,219,327,733,566,179,175,232,302,184,71,78,3358,3,3,16,209,184,87,111,112,21,47,40,59,29,12,37,974,493,1073,1307,2610,2423,2828,3609,3272,1196,1379,1710,2013,783,151,621,25474,1354,3384,5748,8074,11664,12812,17603,13645,4049,4444,5406,6545,2915,711,2491,100847
119,0,7,64,397,1739,1508,1845,1491,405,382,559,678,173,41,192,9494,33,32,53,77,284,107,128,124,44,27,25,15,4,0,42,996,0,4,37,106,189,149,277,140,34,26,20,27,9,8,26,1060,0,5,42,167,287,227,278,111,38,34,49,22,20,3,30,1311,0,15,37,69,182,168,166,104,22,16,28,32,22,8,22,898,0,0,0,21,212,271,250,275,72,74,53,51,16,0,36,1328,0,0,14,57,283,457,994,620,159,98,84,109,40,13,109,3030,190,471,1455,926,796,594,1044,649,148,110,117,93,52,19,262,6917,5,10,36,80,115,155,272,247,51,54,61,50,38,11,39,1227,5,3,37,2343,6086,4040,3221,2607,654,629,555,634,291,112,774,22002,360,994,2891,5285,5311,5967,6178,5137,1846,1894,1963,2070,602,100,1116,41725,1207,6711,20342,24606,38654,39734,52412,33826,9219,11030,12418,12208,3770,914,8206,275258
120,0,0,31,234,746,581,650,553,154,203,257,376,109,20,94,4001,21,34,39,60,224,75,91,64,21,14,21,11,3,0,8,679,0,12,28,94,166,131,208,114,28,43,42,38,24,23,17,966,0,11,55,158,232,255,306,138,36,57,38,30,8,16,23,1365,3,3,33,151,665,485,352,216,29,37,45,55,13,10,68,2161,0,0,3,27,184,186,213,307,97,112,104,114,30,0,26,1401,0,0,3,38,174,251,584,501,150,90,75,65,23,8,70,2013,122,392,1162,1152,1180,1381,2289,1323,234,209,206,176,84,41,175,10113,0,8,72,137,167,254,363,315,78,97,80,112,66,22,40,1803,0,0,14,1059,1097,461,416,466,161,166,185,222,73,8,117,4448,227,492,1440,2292,2016,1837,2210,1779,661,768,813,831,240,50,310,15976,816,4549,9468,10232,15623,15852,23979,17010,5231,6352,7924,7719,2437,598,3039,130834
121,0,0,47,297,720,580,1009,854,288,279,291,370,121,44,82,4999,32,51,53,106,404,128,207,148,25,44,48,41,11,3,15,1312,12,38,75,213,364,320,621,321,73,92,111,98,78,35,29,2486,11,35,151,550,1140,1545,2091,837,270,249,294,289,139,82,93,7780,6,25,52,204,434,414,432,176,39,24,50,42,23,9,23,1947,0,0,8,45,610,811,495,314,72,69,89,98,56,13,34,2716,0,3,11,79,162,229,707,474,110,103,92,104,59,6,45,2185,483,1053,2797,2613,2740,3002,5459,3000,507,528,460,446,250,111,408,23859,21,23,175,322,397,552,956,680,132,169,196,234,180,81,87,4215,0,11,25,504,399,209,257,216,54,59,67,83,35,17,43,1978,416,616,1263,2015,2224,2556,4277,3125,955,948,925,961,397,137,305,21114,1662,3736,8147,12202,22936,26059,41437,25248,6254,6585,6767,7406,3633,1377,2766,176208
122,0,0,26,110,347,311,375,263,53,68,83,121,24,10,37,1826,10,11,11,39,190,63,96,78,20,33,20,15,7,0,11,603,8,16,26,68,61,89,146,88,33,18,16,24,27,14,19,641,8,17,68,262,437,762,1225,520,141,102,136,153,95,16,34,3969,9,0,26,41,42,26,25,11,0,0,3,0,0,0,3,183,0,0,0,3,74,56,38,19,7,6,0,3,0,0,0,219,0,0,7,36,71,143,260,136,22,22,18,22,11,3,33,790,335,884,2555,2173,2507,3047,6271,3306,584,494,474,522,263,78,422,23908,10,17,123,190,295,376,662,437,140,147,134,183,138,45,52,2941,0,0,6,88,116,85,78,60,12,9,24,35,7,0,7,540,165,351,973,1176,1367,2014,3230,2347,791,838,755,868,341,71,228,15510,954,2822,6497,6558,9346,10854,18026,10397,2532,2462,2566,2958,1319,339,1450,79097
123,0,3,19,188,1371,1221,1231,787,174,137,148,228,82,9,96,5702,15,18,23,48,354,93,72,22,4,0,6,0,0,0,8,658,0,4,11,31,40,22,47,28,18,8,5,5,0,0,4,226,3,3,26,165,356,254,336,95,13,35,32,38,17,0,15,1393,0,5,18,44,143,121,214,126,31,31,32,42,30,20,16,868,0,0,0,0,25,34,32,15,7,6,7,5,0,0,0,135,0,0,0,29,186,193,328,147,33,25,32,28,5,6,24,1044,171,822,2738,1878,1274,543,730,382,54,51,43,23,31,21,275,9032,3,8,40,55,59,102,147,76,29,8,19,37,19,7,10,624,0,3,5,147,362,228,281,201,45,41,28,35,18,5,64,1464,137,400,1113,2278,3090,2762,2510,1450,328,331,291,275,129,34,412,15543,575,2223,5822,6923,11436,12413,19425,10332,1987,1867,1827,1889,822,270,1885,79700
