SA4_CODE_2021,Num_pns_pres_Cen_Ngt_1_Fam_hh,Nu_pn_pre_Cen_Ngt_1_No_fam_hh,Num_pns_pres_Cen_Ngt_1_Tot,Num_pns_pres_Cen_Ngt_2_Fam_hh,Nu_pn_pre_Cen_Ngt_2_No_fam_hh,Num_pns_pres_Cen_Ngt_2_Tot,Num_pns_pres_Cen_Ngt_3_Fam_hh,Nu_pn_pre_Cen_Ngt_3_No_fam_hh,Num_pns_pres_Cen_Ngt_3_Tot,Num_pns_pres_Cen_Ngt_4_Fam_hh,Nu_pn_pre_Cen_Ngt_4_No_fam_hh,Num_pns_pres_Cen_Ngt_4_Tot,Num_pns_pres_Cen_Ngt_5_Fam_hh,Nu_pn_pre_Cen_Nt_5_Non_fam_hh,Nu_pn_pre_Cen_Ngt_5_Tot,Num_pn_pres_Cen_Ngt_6m_Fam_hh,Nu_pn_pre_Ce_Ngt_6m_No_fam_hh,Num_pns_pres_Cen_Ngt_6m_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
403,2436,40844,43277,46899,5693,52597,22117,1616,23728,20979,774,21757,7361,297,7660,2711,130,2841,102508,49354,151859
404,1422,30985,32402,28834,4732,33565,14350,1524,15875,12921,642,13558,4372,243,4617,1950,121,2074,63841,38241,102090
405,891,14948,15838,16674,2763,19439,5357,503,5858,4639,294,4939,2267,122,2390,1079,61,1137,30910,18697,49611
406,729,11967,12697,9964,2891,12854,3799,521,4322,3398,336,3731,1589,162,1745,887,84,966,20364,15958,36316
407,1378,25373,26752,28241,4471,32714,8949,901,9848,7865,582,8448,3593,245,3837,1666,144,1809,51695,31717,83412
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,1963,19549,21514,23690,3842,27524,9689,830,10518,9065,565,9636,3842,242,4085,1671,133,1806,49914,25167,75085
502,1239,11834,13073,14639,1698,16336,5631,379,6004,4839,215,5058,2002,102,2113,961,58,1017,29308,14289,43597
503,1535,25210,26747,21387,4412,25798,8839,1313,10155,9120,549,9664,3343,153,3497,814,37,851,45033,31672,76713
504,2380,25210,27584,29418,4044,33458,16430,1145,17576,15359,606,15969,5976,258,6240,3383,157,3532,72943,31424,104364
505,4831,50799,55627,62261,7647,69906,34781,2275,37059,35283,1164,36447,12984,470,13455,5652,228,5878,155787,62584,218372
506,3828,48173,52001,53120,8215,61331,30194,2900,33093,29784,1562,31349,12215,718,12932,6827,367,7194,135972,61933,197902
507,3985,40977,44964,47942,6371,54309,26233,1806,28043,25727,971,26695,9842,440,10277,4236,192,4432,117964,50763,168725
509,1385,16638,18024,17799,3484,21287,6308,803,7111,5310,530,5840,2505,260,2767,1420,132,1545,34723,21856,56577
510,759,9420,10178,5736,7017,12751,3576,1116,4688,3746,959,4706,2067,476,2539,1664,266,1934,17542,19255,36799
511,1221,14803,16026,12473,6488,18963,5554,1064,6618,4877,869,5746,2269,416,2687,1358,224,1576,27754,23867,51619
597,0,8,8,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13
601,1619,26823,28442,29358,4291,33648,14072,1576,15652,12286,830,13114,4951,374,5325,2423,176,2600,64705,34073,98783
602,1027,18708,19739,20238,3015,23260,7991,742,8734,6800,388,7188,2797,171,2975,1397,82,1483,40257,23105,63364
603,354,4892,5249,6057,1033,7088,2031,194,2225,1699,136,1836,705,52,755,468,40,504,11308,6353,17659
604,917,15059,15975,16241,2279,18519,6062,476,6540,5006,278,5283,2052,140,2197,1058,51,1111,31341,18280,49622
697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,1365,12296,13659,12103,4688,16785,7915,1429,9346,6935,908,7842,3175,389,3563,2095,216,2311,33581,19914,53503
702,433,8017,8451,5037,5361,10394,3060,785,3845,2820,629,3453,1792,278,2065,3522,140,3665,16660,15205,31867
797,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7
801,2635,44434,47074,48651,8073,56718,25384,2972,28350,26314,1465,27775,9861,564,10427,4370,255,4625,117214,57759,174972
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901,33,580,614,467,122,592,195,45,239,173,26,201,88,12,99,65,4,68,1008,794,1805
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
