SUA_CODE_2021,F_Tot_LF_15_19_yr,F_Tot_LF_20_24_yr,F_Tot_LF_25_34_yr,F_Tot_LF_35_44_yr,F_Tot_LF_45_54_yr,F_Tot_LF_55_64_yr,F_Tot_LF_65_74_yr,F_Tot_LF_75_84_yr,F_Tot_LF_85_yr_over,F_Tot_LF_Tot,F_NILF_15_19_yr,F_NILF_20_24_yr,F_NILF_25_34_yr,F_NILF_35_44_yr,F_NILF_45_54_yr,F_NILF_55_64_yr,F_NILF_65_74_yr,F_NILF_75_84_yr,F_NILF_85_yr_over,F_NILF_Tot,F_LF_st_ns_15_19,F_LF_st_ns_20_24,F_LF_st_ns_25_34,F_LF_st_ns_35_44,F_LF_st_ns_45_54,F_LF_st_ns_55_64,F_LF_st_ns_65_74,F_LF_st_ns_75_84,F_LF_st_ns_85_yr_over,F_LF_st_ns_Total,F_Tot_15_19_yr,F_Tot_20_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Emp_wrk_Ft_15_19,P_Emp_wrk_Ft_20_24,P_Emp_wrk_Ft_25_34,P_Emp_wrk_Ft_35_44,P_Emp_wrk_Ft_45_54,P_Emp_wrk_Ft_55_64,P_Emp_wrk_Ft_65_74,P_Emp_wrk_Ft_75_84,P_Emp_wrk_Ft_85_yr_over,P_Emp_wrk_Ft_Tot,P_Emp_wrk_Pt_15_19,P_Emp_wrk_Pt_20_24,P_Emp_wrk_Pt_25_34,P_Emp_wrk_Pt_35_44,P_Emp_wrk_Pt_45_54,P_Emp_wrk_Pt_55_64,P_Emp_wrk_Pt_65_74,P_Emp_wrk_Pt_75_84,P_Emp_wrk_Pt_85_yr_over,P_Emp_wrk_Pt_Tot,P_Emp_a_f_wrk_15_19,P_Emp_a_f_wrk_20_24,P_Emp_a_f_wrk_25_34,P_Emp_a_f_wrk_35_44,P_Emp_a_f_wrk_45_54,P_Emp_a_f_wrk_55_64,P_Emp_a_f_wrk_65_74,P_Emp_a_f_wrk_75_84,P_Emp_a_f_wrk_85_yr_over,P_Emp_a_f_wrk_Tot,P_Hr_wrk_ns_15_19,P_Hr_wrk_ns_20_24,P_Hr_wrk_ns_25_34,P_Hr_wrk_ns_35_44,P_Hr_wrk_ns_45_54,P_Hr_wrk_ns_55_64,P_Hr_wrk_ns_65_74,P_Hr_wrk_ns_75_84,P_Hr_wrk_ns_85_yr_over,P_Hr_wrk_ns_Tot,P_Tot_emp_15_19,P_Tot_emp_20_24,P_Tot_emp_25_34,P_Tot_emp_35_44,P_Tot_emp_45_54,P_Tot_emp_55_64,P_Tot_emp_65_74,P_Tot_emp_75_84,P_Tot_emp_85_yr_over,P_Tot_emp_Tot,P_UE_lk_fr_Ft_wrk_15_19,P_UE_lk_fr_Ft_wrk_20_24,P_UE_lk_fr_Ft_wrk_25_34,P_UE_lk_fr_Ft_wrk_35_44,P_UE_lk_fr_Ft_wrk_45_54,P_UE_lk_fr_Ft_wrk_55_64,P_UE_lk_fr_Ft_wrk_65_74,P_UE_lk_fr_Ft_wrk_75_84,P_UE_lk_for_Ft_wrk_85_over,P_UE_looking_for_Ft_wk_Tot,P_UE_lk_for_Pt_wk_15_19,P_UE_lk_for_Pt_wk_20_24,P_UE_lk_for_Pt_wk_25_34,P_UE_lk_for_Pt_wk_35_44,P_UE_lk_for_Pt_wk_45_54,P_UE_lk_for_Pt_wk_55_64,P_UE_lk_for_Pt_wk_65_74,P_UE_lk_for_Pt_wk_75_84,P_UE_looking_for_Pt_wk_85ov,P_UE_lk_for_Pt_wrk_Tot,P_Tot_unemp_15_19,P_Tot_unemp_20_24,P_Tot_unemp_25_34,P_Tot_unemp_35_44,P_Tot_unemp_45_54,P_Tot_unemp_55_64,P_Tot_unemp_65_74,P_Tot_unemp_75_84,P_Tot_unemp_85_yr_over,P_Tot_unemp_Total,P_Tot_LF_15_19_yr,P_Tot_LF_20_24_yr,P_Tot_LF_25_34_yr,P_Tot_LF_35_44_yr,P_Tot_LF_45_54_yr,P_Tot_LF_55_64_yr,P_Tot_LF_65_74_yr,P_Tot_LF_75_84_yr,P_Tot_LF_85_yr_over,P_Tot_LF_Tot,P_NILF_15_19_yr,P_NILF_20_24_yr,P_NILF_25_34_yr,P_NILF_35_44_yr,P_NILF_45_54_yr,P_NILF_55_64_yr,P_NILF_65_74_yr,P_NILF_75_84_yr,P_NILF_85_yr_over,P_NILF_Tot,P_LF_st_ns_15_19,P_LF_st_ns_20_24,P_LF_st_ns_25_34,P_LF_st_ns_35_44,P_LF_st_ns_45_54,P_LF_st_ns_55_64,P_LF_st_ns_65_74,P_LF_st_ns_75_84,P_LF_st_ns_85_yr_over,P_LF_st_ns_Total,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
4003,268,374,788,647,765,716,143,17,0,3711,185,108,263,240,256,477,896,700,322,3446,30,24,53,58,61,44,59,52,26,415,484,509,1104,944,1082,1236,1100,760,355,7573,100,349,901,818,887,749,148,5,0,3952,327,289,474,388,445,490,160,28,0,2610,10,30,87,35,34,60,24,0,0,282,15,18,41,21,28,19,11,7,0,159,463,683,1501,1265,1399,1313,337,38,0,7004,23,51,78,61,61,36,3,0,0,329,39,34,31,24,34,29,4,0,0,203,66,90,109,89,97,68,10,0,0,530,522,774,1614,1357,1496,1380,347,38,0,7534,416,218,557,563,528,871,1638,1329,515,6630,59,61,129,123,123,115,103,88,50,859,1003,1050,2299,2036,2147,2371,2094,1453,570,15027
4004,196,231,681,544,601,524,102,10,0,2900,119,91,216,171,175,305,554,356,147,2130,35,26,73,74,77,64,47,35,9,440,350,351,965,793,850,891,707,401,158,5469,82,255,856,649,766,621,115,8,0,3353,249,153,364,302,264,342,105,9,0,1798,16,25,79,44,49,73,24,0,0,311,19,11,24,13,28,14,10,7,0,117,363,446,1331,1008,1113,1052,250,23,0,5578,20,35,50,33,34,47,3,0,0,234,28,22,26,16,30,22,5,0,0,143,46,58,74,60,66,69,10,0,0,375,407,499,1404,1063,1176,1120,257,23,0,5952,286,207,566,451,373,575,1072,700,238,4470,76,65,165,164,171,166,109,71,21,1002,769,772,2137,1675,1717,1858,1444,799,257,11430
4005,257,322,750,783,819,643,149,28,0,3752,165,81,185,131,156,359,722,458,236,2497,31,26,59,58,54,58,49,32,23,392,450,431,991,967,1028,1069,913,525,263,6640,109,345,808,833,919,688,118,13,0,3833,359,210,503,573,520,509,186,29,3,2892,20,28,124,58,77,81,31,7,0,428,21,24,33,30,32,26,7,8,0,169,511,598,1468,1491,1542,1302,346,49,6,7323,13,22,52,27,32,36,0,0,0,177,35,15,21,14,10,30,9,0,0,139,51,41,67,43,42,71,9,0,0,318,559,637,1536,1532,1592,1373,356,49,6,7637,310,148,301,261,330,633,1339,892,385,4604,66,57,122,119,130,123,100,71,42,825,926,844,1961,1915,2053,2124,1799,1019,436,13070
4006,260,316,543,514,656,530,92,6,0,2921,143,88,196,171,206,354,717,536,236,2658,23,25,63,40,54,35,53,43,19,354,418,433,808,725,920,922,863,590,254,5932,85,326,687,568,756,579,89,0,0,3084,301,217,351,321,386,382,97,11,0,2065,10,23,57,36,33,53,14,0,0,241,5,16,15,20,25,14,0,4,0,101,412,574,1113,947,1197,1027,205,18,0,5491,27,58,63,55,57,41,3,0,0,303,31,28,20,22,29,24,4,0,0,162,57,80,85,75,86,70,6,0,0,460,464,660,1193,1022,1286,1093,207,18,0,5951,332,171,297,278,398,680,1308,988,393,4853,47,54,128,102,114,107,98,69,37,761,841,881,1620,1403,1798,1881,1624,1083,431,11571
4007,327,327,694,869,1068,1212,358,45,5,4905,193,76,184,253,317,983,2950,1988,825,7757,12,13,36,44,52,64,108,105,64,498,534,406,908,1162,1434,2258,3421,2136,898,13153,64,236,622,859,1033,893,249,17,0,3981,449,314,574,681,829,1081,515,81,0,4518,36,25,86,61,84,147,57,11,6,512,15,25,18,17,25,26,16,15,9,166,570,595,1297,1616,1970,2154,827,132,8,9176,19,29,51,44,60,69,7,0,6,293,54,20,39,35,42,72,22,0,0,281,77,54,92,76,106,144,26,7,6,574,646,651,1386,1692,2077,2296,856,136,10,9742,409,119,306,410,572,1675,5179,3852,1407,13937,29,23,60,71,96,128,189,188,107,899,1081,806,1759,2176,2746,4093,6221,4176,1524,24584
4008,300,420,955,855,1040,768,121,12,0,4470,237,144,301,251,322,599,860,719,226,3659,34,40,88,79,76,83,63,65,30,557,575,599,1347,1188,1436,1441,1045,799,258,8686,112,461,1293,1148,1434,1025,151,11,0,5637,367,278,544,464,556,523,135,15,0,2867,24,38,103,68,68,106,23,5,0,437,16,20,30,34,34,33,6,0,0,177,516,795,1974,1712,2094,1687,308,32,0,9116,21,78,100,73,105,75,3,0,0,453,56,46,55,35,35,39,5,0,0,275,76,123,154,108,145,114,4,0,0,727,596,924,2127,1820,2235,1796,316,37,0,9842,557,227,470,409,556,1064,1657,1244,400,6588,62,97,189,164,206,178,114,117,45,1170,1210,1245,2790,2390,2997,3040,2085,1396,444,17597
5000,3238,4280,11644,12999,14211,13115,3783,560,27,63860,2846,1344,3784,3243,3369,7372,12635,6164,1982,42745,728,1038,2590,2277,2398,2304,1718,957,399,14410,6813,6671,18024,18522,19987,22782,18138,7677,2411,121020,2118,6398,18978,19968,22350,18278,4638,661,52,93459,3391,2134,5678,7487,7536,8256,3893,825,75,39286,300,529,2087,2184,2340,3043,955,104,12,11551,238,304,650,594,577,503,244,127,31,3275,6047,9367,27399,30235,32807,30086,9723,1719,172,147559,312,445,730,631,669,659,116,3,0,3574,409,194,315,353,355,391,140,13,5,2175,724,636,1043,984,1029,1051,260,16,7,5744,6772,10002,28445,31218,33833,31136,9986,1742,178,153310,6067,2568,6398,5910,6143,12675,25461,12679,3495,81388,1608,2652,8495,8455,8594,7086,4067,1936,683,43569,14442,15226,43334,45579,48566,50894,39509,16351,4355,278261
5001,663,593,1335,1566,1853,1586,428,48,5,8072,341,145,427,347,380,791,1643,1298,570,5936,43,45,92,90,88,104,93,93,69,702,1044,778,1847,2003,2315,2484,2158,1437,642,14710,326,704,1661,1716,2164,1631,339,29,4,8567,833,396,833,1089,1070,1219,547,81,8,6085,30,43,149,100,136,182,55,10,7,712,24,34,49,37,52,27,14,4,0,241,1214,1167,2693,2937,3418,3065,956,119,18,15601,38,48,67,49,50,44,10,0,0,314,95,26,59,31,36,59,18,0,0,323,136,75,128,80,90,99,24,0,0,634,1353,1248,2818,3019,3514,3164,984,123,20,16238,743,289,765,617,640,1294,2959,2316,986,10602,100,80,196,179,202,204,190,156,105,1407,2190,1611,3782,3816,4349,4661,4135,2593,1112,28249
5002,243,311,1184,1147,936,806,241,34,0,4909,128,100,241,193,159,471,889,286,41,2513,65,84,318,213,214,244,171,58,12,1379,438,502,1747,1553,1306,1519,1307,378,56,8809,100,319,1318,1354,1225,867,207,13,0,5411,263,147,425,522,362,369,230,41,0,2358,16,51,194,177,184,274,144,24,0,1066,14,19,61,51,28,25,5,6,0,213,392,532,1995,2098,1808,1535,585,85,0,9046,35,29,56,35,36,31,3,0,0,223,19,15,27,26,19,14,3,0,0,117,45,45,76,60,53,47,5,0,0,336,441,582,2075,2164,1861,1584,597,85,0,9387,258,172,384,313,295,778,1756,660,80,4699,129,170,529,400,430,458,321,141,22,2608,829,927,2989,2875,2589,2819,2670,882,111,16695
5003,1532,1469,3399,3959,4072,2879,624,46,3,17990,763,321,1091,943,819,1652,2998,1956,797,11330,77,85,242,178,184,179,156,151,158,1404,2374,1873,4733,5084,5073,4702,3778,2147,959,30727,614,1716,4326,4769,5094,3613,590,24,0,20744,1722,918,1899,2486,2198,1861,802,89,3,11978,109,133,399,288,296,317,81,10,0,1625,41,58,121,113,90,46,17,4,6,493,2486,2834,6743,7645,7672,5839,1489,124,13,34843,124,137,222,172,166,142,21,0,0,987,272,102,137,119,117,86,26,5,0,854,392,240,354,285,281,229,42,5,0,1839,2877,3070,7102,7934,7953,6075,1532,127,13,36690,1669,561,1554,1464,1310,2622,5400,3579,1283,19440,162,196,486,392,394,351,319,248,231,2775,4714,3821,9139,9792,9656,9050,7242,3957,1528,58900
5004,753,545,1508,2210,2397,1803,499,51,5,9768,273,80,373,439,341,884,2120,1300,590,6395,63,36,136,122,124,163,148,120,45,955,1081,665,2015,2766,2861,2855,2770,1467,643,17125,306,606,1739,2249,2611,1756,357,35,5,9672,992,427,944,1527,1532,1462,715,85,10,7679,84,54,191,238,210,217,64,10,0,1061,35,23,42,65,52,33,14,8,3,266,1406,1111,2916,4074,4406,3468,1156,138,19,18679,25,42,74,48,61,36,8,0,0,290,91,22,44,56,45,49,23,0,0,325,119,58,118,105,104,87,24,0,0,613,1524,1163,3035,4177,4515,3550,1174,138,19,19289,632,155,504,577,562,1394,3856,2483,939,11103,106,69,277,253,251,315,292,216,84,1860,2257,1392,3807,5011,5319,5265,5321,2841,1039,32252
5005,185,221,476,535,610,498,128,19,0,2669,121,39,153,119,101,252,461,366,150,1768,31,29,58,87,64,62,72,52,14,469,337,283,696,746,779,805,663,439,170,4907,143,295,643,683,846,644,127,18,0,3400,199,114,278,333,318,331,144,27,0,1742,16,15,66,45,44,60,15,8,0,271,17,13,23,25,18,21,4,3,0,118,372,439,1002,1089,1226,1058,291,52,0,5530,15,12,13,16,22,8,0,0,0,83,25,10,4,14,9,19,8,0,0,82,38,22,15,30,27,28,12,0,0,167,409,454,1024,1116,1254,1082,302,49,0,5696,256,58,188,154,165,406,867,675,241,3007,67,67,145,154,177,140,142,110,26,1027,739,581,1355,1428,1596,1628,1304,840,271,9731
5006,758,754,1619,1812,2072,1577,401,31,9,9029,340,190,527,412,398,761,1501,959,393,5479,86,100,218,238,178,150,148,112,82,1317,1190,1044,2357,2464,2651,2492,2045,1104,479,15821,362,811,2017,2182,2472,1875,384,25,5,10142,894,491,910,1033,1099,994,434,61,3,5919,35,67,194,142,166,209,65,10,0,886,20,22,71,39,64,33,10,11,7,272,1310,1386,3197,3400,3804,3112,886,105,14,17211,57,84,97,94,104,81,9,0,0,533,118,43,64,69,59,75,20,0,0,442,175,121,159,165,164,156,33,0,0,972,1483,1510,3349,3566,3967,3267,920,106,8,18182,759,337,756,651,688,1305,2753,1787,679,9723,217,176,412,477,378,337,283,228,141,2640,2460,2027,4521,4697,5036,4909,3954,2119,829,30545
5007,463,675,1681,1518,1451,1049,223,15,0,7079,219,148,428,363,234,358,496,278,113,2632,68,88,258,210,169,179,123,28,20,1143,747,912,2362,2093,1848,1579,841,328,136,10852,373,1073,2675,2522,2402,1802,354,17,0,11218,472,261,708,688,515,497,198,23,0,3365,28,58,164,102,114,130,30,0,0,628,11,49,78,52,49,40,11,6,0,297,884,1445,3629,3358,3088,2467,593,51,0,15512,35,46,62,69,67,42,3,0,0,338,61,21,33,27,17,31,6,0,0,200,99,76,103,99,85,75,10,0,0,539,980,1518,3730,3456,3169,2536,598,51,0,16044,481,259,621,523,413,603,1008,561,165,4635,136,226,578,528,432,466,310,83,32,2782,1599,2003,4932,4508,4016,3605,1919,690,197,23468
5008,240,304,1155,1159,831,398,86,4,0,4169,115,44,263,203,125,171,188,62,11,1180,50,85,273,228,172,118,62,11,4,994,406,437,1695,1585,1126,682,332,77,13,6346,156,525,1821,2021,1586,886,167,0,0,7158,301,107,450,555,337,168,47,9,0,1968,18,22,183,146,80,101,27,6,0,578,14,10,52,34,17,17,3,0,0,143,488,667,2498,2749,2024,1169,243,13,0,9842,17,21,38,29,29,25,0,0,0,158,42,11,24,17,9,9,3,0,0,110,60,25,59,49,47,27,4,0,0,268,543,691,2561,2795,2067,1194,248,13,0,10110,247,77,315,256,181,259,387,137,16,1875,126,203,676,734,588,413,154,32,5,2936,913,978,3550,3787,2837,1873,785,181,22,14920
5009,35156,51422,117406,118606,107932,76597,18613,1607,112,527458,22481,9892,27107,28430,23350,38888,73619,48597,21452,293822,2104,2692,6841,5845,4501,3558,3535,3782,3368,36229,59739,64010,151361,152879,135784,119048,95763,53990,24929,857508,9555,43515,148874,154585,142581,94400,17613,1073,54,612254,44584,47268,63155,69001,57973,50306,22401,3318,205,358222,1858,2891,11538,8985,6343,6810,2099,239,24,40793,869,2114,4659,3280,2510,1627,528,183,63,15836,56872,95792,228225,235857,209408,153140,42645,4812,350,1027100,2290,4334,7015,5746,5677,4405,666,44,3,30178,9413,4043,4367,3779,2944,2832,966,87,8,28453,11705,8378,11382,9529,8624,7241,1631,130,11,58632,68574,104169,239614,245380,218034,160384,44272,4945,356,1085734,49333,19207,38384,38459,35350,60965,131218,89127,34997,497033,4302,5763,14028,12313,9724,7619,6818,6606,5248,72411,122210,129144,292027,296152,263105,228967,182307,100675,40595,1655184
5010,186,281,1109,946,612,413,70,0,0,3622,122,75,237,186,147,214,207,59,14,1266,53,92,289,206,190,133,60,23,0,1042,361,447,1642,1340,945,759,340,80,15,5935,144,386,1795,1783,1355,929,153,3,0,6540,202,93,378,380,210,172,48,0,0,1484,5,31,152,123,105,82,25,0,0,532,5,28,72,63,19,22,0,0,0,206,361,543,2396,2346,1683,1207,227,4,0,8763,21,45,41,33,33,27,5,0,0,203,24,8,18,23,9,12,4,0,0,99,45,56,61,56,41,40,3,5,0,299,411,598,2457,2401,1723,1245,231,7,0,9063,248,117,317,258,224,348,408,141,29,2088,129,205,792,742,656,513,173,43,5,3265,784,922,3567,3401,2611,2103,811,189,34,14419
6000,1948,2565,6184,6762,8152,7679,1798,232,15,35336,1672,621,1797,1739,2226,5186,8775,4655,1475,28150,236,211,580,560,578,736,658,499,220,4279,3857,3399,8567,9071,10962,13602,11229,5386,1713,67773,1011,2999,7499,7751,9370,8001,1800,231,15,38671,2162,1654,3903,4651,5312,6245,2379,392,32,26735,171,216,795,643,729,951,279,50,3,3835,120,152,271,272,319,261,108,49,17,1578,3461,5016,12465,13321,15733,15455,4566,718,69,70812,219,387,454,334,450,432,56,3,0,2339,291,169,242,217,224,353,81,3,5,1592,508,551,700,550,681,784,137,9,3,3930,3968,5569,13163,13872,16416,16238,4707,724,77,74736,3687,1100,2583,2666,3947,9441,17400,9376,2574,52772,520,446,1178,1150,1230,1528,1450,953,398,8850,8175,7113,16923,17687,21587,27211,23556,11049,3046,136363
6001,467,605,1187,1242,1265,1109,223,19,3,6123,312,171,409,333,428,784,1411,991,425,5266,45,36,76,79,91,55,82,99,30,599,824,814,1678,1657,1780,1944,1722,1105,456,11984,159,647,1428,1373,1460,1203,191,4,0,6463,564,401,711,793,725,789,272,41,4,4298,22,31,151,90,107,123,31,4,0,561,12,21,38,23,32,32,12,3,3,175,751,1105,2328,2275,2316,2147,506,57,6,11502,45,88,113,79,76,66,3,0,0,465,63,34,53,44,46,49,8,0,0,297,105,117,163,125,128,114,17,0,0,766,861,1220,2488,2403,2441,2264,519,61,6,12266,671,286,612,537,732,1311,2542,1830,673,9188,94,83,157,162,201,139,160,162,61,1217,1626,1586,3260,3100,3370,3715,3219,2047,743,22672
6002,503,669,1567,1362,1516,1190,242,29,0,7083,315,143,421,369,470,870,1711,1117,478,5884,21,36,90,67,55,85,95,110,74,649,840,851,2086,1794,2041,2143,2045,1259,553,13613,193,702,1789,1547,1752,1231,223,18,0,7457,615,465,1037,862,898,925,314,60,0,5177,31,56,155,101,110,128,31,3,4,622,21,24,65,35,49,27,16,15,0,255,864,1249,3048,2545,2804,2322,579,92,8,13510,55,83,129,89,95,51,7,0,0,514,94,43,66,57,61,44,7,0,0,373,155,122,193,148,152,96,13,0,0,887,1016,1368,3240,2688,2954,2416,596,96,8,14391,675,272,630,554,812,1416,3066,2070,761,10260,54,77,193,145,152,170,186,206,121,1300,1746,1718,4063,3396,3916,4008,3845,2368,894,25948
6003,3254,5276,14967,12108,11325,8689,2122,192,15,57953,2448,1326,2926,2354,2292,4772,9654,6729,3011,35509,206,288,757,572,452,413,497,466,306,3949,5912,6890,18647,15027,14071,13873,12273,7382,3332,97410,817,4184,16434,14030,13814,9413,1573,111,4,60382,3846,4675,10495,8041,6539,6236,2741,381,20,42972,239,353,1297,911,760,805,254,32,5,4656,82,201,574,253,206,151,63,14,7,1559,4985,9420,28802,23230,21325,16610,4632,538,38,109576,275,671,1359,624,418,325,43,0,0,3722,1016,656,897,393,294,251,79,0,0,3595,1298,1321,2250,1019,716,575,124,4,4,7314,6282,10737,31056,24251,22035,17186,4751,542,40,116882,5492,2603,4838,3841,3980,8329,17336,11959,4810,63187,437,565,1544,1121,948,872,943,801,469,7695,12211,13902,37440,29214,26963,26385,23032,13301,5319,187767
6004,1611,2195,5104,4432,4674,3571,839,43,9,22470,954,553,1246,1075,1081,1841,3911,2942,1361,14962,93,175,284,186,183,195,207,229,162,1716,2655,2921,6628,5691,5937,5608,4955,3219,1530,39150,455,2056,6075,5124,5570,3930,647,37,8,23896,1863,1750,3510,3010,2791,2540,1039,121,9,16636,142,143,477,292,276,320,90,13,0,1761,43,97,191,89,77,62,26,7,3,587,2499,4039,10254,8514,8714,6857,1807,177,24,42876,128,290,453,241,212,152,27,0,0,1500,363,238,263,138,128,144,23,5,0,1302,486,530,718,377,342,290,49,3,0,2797,2986,4570,10966,8891,9060,7146,1854,181,24,45671,2161,1034,1935,1658,1808,3122,6933,5242,2119,26000,220,374,671,404,410,402,391,385,252,3508,5373,5972,13569,10954,11274,10669,9176,5802,2389,75182
6005,252,279,600,598,760,679,139,15,0,3319,143,59,151,159,183,475,890,653,271,2980,13,23,30,32,34,36,53,57,23,289,407,354,768,796,972,1188,1085,722,295,6592,95,269,642,675,822,651,110,3,0,3270,287,192,412,404,480,531,172,25,5,2507,10,18,63,44,63,97,18,0,0,327,9,13,20,16,20,12,6,9,0,111,410,496,1141,1141,1379,1293,310,36,3,6214,17,28,47,27,33,29,5,0,0,193,39,21,18,22,22,28,7,0,0,155,52,51,67,47,56,56,11,0,0,345,465,549,1206,1189,1437,1344,325,44,3,6558,333,107,227,237,317,801,1638,1168,441,5255,38,37,60,75,62,70,100,89,48,590,840,696,1491,1500,1816,2213,2061,1299,494,12405
7000,815,1371,3734,3344,3281,2640,660,49,0,15907,1700,1386,2754,2057,1763,2329,2589,612,113,15302,251,347,922,703,728,802,563,117,12,4450,2772,3106,7412,6105,5773,5771,3810,778,125,35658,550,1615,4747,4303,4333,3278,785,81,3,19692,552,525,1327,1393,1175,1066,448,52,4,6548,44,144,609,593,745,999,302,20,0,3459,69,112,226,168,152,126,56,11,0,920,1214,2400,6905,6462,6405,5462,1593,160,7,30608,246,340,622,419,292,150,31,0,4,2108,141,134,227,168,115,78,24,3,0,881,387,472,845,584,412,231,51,9,4,2993,1600,2871,7753,7050,6809,5697,1648,166,9,33602,3657,2768,5122,3895,3342,4237,5430,1461,205,30108,567,819,2165,1786,1874,1879,1302,305,25,10710,5827,6460,15035,12728,12027,11805,8376,1930,238,74426
7001,352,483,2078,1596,1414,1188,326,26,0,7471,342,184,484,423,309,549,776,319,111,3496,65,66,233,194,190,230,154,42,13,1187,759,738,2792,2211,1916,1966,1257,394,127,12155,202,597,2778,2264,2042,1661,401,23,0,9969,414,215,718,702,418,449,242,33,0,3189,23,42,230,169,162,236,72,3,0,936,6,27,84,49,33,28,8,6,0,241,650,877,3816,3184,2655,2373,720,62,0,14334,23,54,89,69,57,37,3,0,0,333,49,23,40,37,25,28,16,4,0,218,67,75,133,106,81,64,15,4,0,550,724,952,3943,3289,2739,2440,737,61,0,14886,697,306,739,641,519,876,1498,612,161,6054,120,128,467,393,360,425,324,82,19,2324,1534,1391,5149,4322,3618,3746,2567,758,180,23264
7002,1864,3122,10179,8506,6776,4793,1219,101,7,36567,1318,621,1830,1446,1124,2112,3620,1615,385,14076,307,445,1388,1080,943,840,560,214,63,5841,3492,4186,13395,11034,8840,7749,5407,1938,458,56486,756,3894,13338,11795,9986,6510,1451,97,10,47845,2203,1994,4562,3513,2415,2045,999,131,8,17872,129,250,1192,936,765,929,314,20,0,4538,86,163,413,256,188,158,44,9,7,1315,3178,6307,19502,16504,13361,9641,2810,255,20,71567,176,270,504,328,266,270,52,6,0,1872,345,156,276,170,124,124,42,6,0,1241,523,424,775,498,391,389,98,10,0,3111,3693,6732,20278,17002,13751,10030,2906,265,20,74680,2772,1277,2988,2423,2079,3728,7079,3289,705,26331,598,981,2769,2174,1949,1788,1234,432,108,12026,7069,8987,26030,21596,17776,15548,11218,3982,837,113039
8000,21,27,54,65,68,52,15,0,0,300,10,4,9,3,4,19,30,19,6,113,6,3,4,3,6,7,3,0,0,31,42,30,69,71,77,80,54,15,6,442,7,28,76,91,94,49,16,0,0,370,27,19,18,29,40,29,13,6,0,182,5,3,19,7,5,5,0,0,0,41,0,0,0,0,0,0,0,0,0,4,42,47,113,132,136,86,37,6,0,595,0,4,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,10,9,4,0,0,0,0,0,0,0,11,46,54,113,131,134,94,36,6,0,608,24,4,17,10,7,27,63,32,9,192,6,4,5,3,14,13,15,0,0,64,78,56,128,143,156,138,114,36,6,861
8001,8579,15226,35546,32226,26254,15692,3525,314,28,137385,4801,2203,4647,4052,3707,8951,15792,10354,4197,58697,613,920,1804,1237,887,682,700,566,470,7880,13987,18352,41996,37509,30846,25328,20017,11239,4691,203958,2435,14410,49727,46258,39858,21325,3597,219,16,177826,10704,12545,15851,14502,10044,8431,3892,630,54,76659,756,961,3271,2709,1651,1481,450,50,14,11334,141,416,1030,602,398,202,73,20,4,2892,14031,28334,69879,64071,51956,31439,8006,918,81,268706,355,806,1530,1007,804,597,88,11,0,5194,2180,1031,845,525,390,400,167,20,0,5557,2535,1837,2371,1537,1189,1000,256,26,0,10754,16572,30173,72252,65608,53146,32436,8257,944,82,279467,10674,4617,7507,6034,6161,15252,27969,18456,6933,103611,1223,1979,3889,2713,1939,1522,1331,1038,753,16378,28468,36765,83646,74354,61247,49214,37555,20439,7765,399455
9000,66,89,204,234,271,278,108,20,0,1269,28,16,24,40,40,92,151,95,30,511,15,25,62,56,68,70,44,29,6,371,109,123,296,332,379,437,307,142,34,2156,54,123,319,303,361,358,116,12,0,1648,73,47,99,125,119,171,100,29,0,766,7,9,24,20,32,33,24,6,0,151,4,3,9,7,9,10,8,0,0,54,136,177,451,462,524,572,247,44,3,2614,0,0,3,9,6,10,0,0,0,23,0,0,0,3,4,14,5,0,0,30,0,6,3,9,10,23,5,0,0,58,136,183,451,473,526,599,255,50,0,2670,60,46,141,102,96,149,310,182,53,1136,26,50,147,120,144,150,105,64,8,801,220,272,741,697,767,893,669,295,60,4603
