SUA_CODE_2021,0_299_Separate_house,0_299_Sd_rw_tce_hse_th,0_299_Flat_apartment,0_299_Other_dwelling,0_299_Dwelling_structure_NS,0_299_Tot,300_449_Separate_house,300_449_Sd_rw_tce_hse_th,300_449_Flat_apartment,300_449_Other_dwelling,300_449_Dwg_structure_NS,300_449_Tot,450_599_Separate_house,450_599_Sd_rw_tce_hse_th,450_599_Flat_apartment,450_599_Other_dwelling,450_599_Dwg_structure_NS,450_599_Tot,600_799_Separate_house,600_799_Sd_rw_tce_hse_th,600_799_Flat_apartment,600_799_Other_dwelling,600_799_Dwg_structure_NS,600_799_Tot,800_999_Separate_house,800_999_Sd_rw_tce_hse_th,800_999_Flat_apartment,800_999_Other_dwelling,800_999_Dwg_structure_NS,800_999_Tot,1000_1399_Separate_house,1000_1399_Sd_rw_tce_hse_th,1000_1399_Flat_apartmnt,1000_1399_Other_dwelling,1000_1399_Dwg_structure_NS,1000_1399_Tot,1400_1799_Separate_house,1400_1799_Sd_rw_tce_hse_th,1400_1799_Flat_apartmnt,1400_1799_Other_dwelling,1400_1799_Dwg_structure_NS,1400_1799_Tot,1800_2399_Separate_house,1800_2399_Sd_rw_tce_hse_th,1800_2399_Flat_apartmnt,1800_2399_Other_dwelling,1800_2399_Dwg_structure_NS,1800_2399_Tot,2400_2999_Separate_house,2400_2999_Sd_rw_tce_hse_th,2400_2999_Flat_apartmnt,2400_2999_Other_dwelling,2400_2999_Dwg_structure_NS,2400_2999_Tot,3000_3999_Separate_house,3000_3999_Sd_rw_tce_hse_th,3000_3999_Flat_apartmnt,3000_3999_Other_dwelling,3000_3999_Dwg_structure_NS,3000_3999_Tot,4000_over_Separate_house,4000_over_Sd_rw_tce_hse_th,4000_over_Flat_apartmnt,4000_over_Other_dwelling,4000_over_Dwg_structure_NS,4000_over_Tot,M_rep_NS_Sep_house,M_rep_NS_Sd_rw_tce_hse_th,M_rep_NS_Flat_apart,M_rep_NS_Other_dwelling,M_rep_NS_Dwg_structu_ns,M_rep_NS_Tot,Tot_Sep_hse,Tot_Sd_row_tce_hse_th,Tot_Flat_apartment,Tot_Other_dwelling,Tot_Dwelling_structure_NS,Tot_Tot
1016,80,6,4,0,0,89,42,0,0,0,0,48,35,6,0,0,0,45,59,4,3,0,0,69,132,6,7,0,0,144,444,9,11,0,0,465,434,12,12,0,0,455,362,3,0,0,0,370,98,0,0,0,0,100,79,0,0,0,0,79,51,0,0,0,0,53,99,0,0,0,0,109,1926,41,42,3,5,2018
1017,75,0,0,0,0,81,56,3,0,0,0,59,42,0,0,0,0,45,103,0,0,0,0,103,138,0,0,0,0,140,413,4,3,0,0,417,282,4,0,0,0,286,206,0,0,0,0,210,63,0,0,0,0,63,43,0,0,0,0,43,18,0,0,0,0,18,109,5,0,0,0,106,1549,12,5,3,4,1575
1018,159,8,0,0,0,166,70,11,3,0,0,78,85,12,3,0,0,100,149,23,8,0,0,179,226,18,8,0,0,253,697,61,15,0,0,778,789,34,9,0,0,828,638,20,10,0,0,664,157,0,0,0,0,158,92,0,0,0,0,97,40,0,0,0,0,40,162,8,0,0,0,170,3259,194,62,0,0,3518
1019,62,7,0,0,0,67,30,0,0,0,0,31,33,4,0,0,0,31,62,3,0,0,0,65,91,5,0,0,0,99,295,6,0,0,0,309,253,8,0,0,0,264,203,0,3,0,0,210,111,0,0,0,0,112,66,0,0,0,0,66,26,0,0,0,0,26,64,3,0,0,0,72,1301,37,6,3,4,1349
1020,82,0,0,0,0,78,40,0,0,0,0,40,27,0,0,0,0,28,76,0,0,0,0,77,90,5,0,0,0,91,289,5,0,0,0,293,344,5,0,0,0,347,517,0,0,0,0,525,272,0,0,0,0,272,205,0,0,0,0,205,73,0,0,0,0,73,121,0,0,0,0,120,2135,14,3,0,0,2153
1021,160,7,4,0,0,173,65,3,0,0,0,64,50,13,0,0,0,56,98,3,0,3,0,105,116,0,0,0,0,118,364,13,0,0,0,380,517,13,0,0,0,529,858,8,10,0,0,876,441,0,0,0,0,442,292,0,0,0,0,292,158,0,0,0,0,158,201,5,4,0,0,207,3323,66,14,5,4,3415
1022,45,9,0,0,0,50,33,0,0,0,0,33,24,0,0,0,0,23,37,4,0,0,0,36,69,6,0,0,0,67,219,12,0,0,0,227,310,12,0,0,0,320,405,4,0,0,0,411,147,3,0,0,0,151,81,4,0,0,0,88,62,0,0,0,0,62,66,3,0,0,0,67,1492,43,0,4,0,1542
1023,54,6,0,0,0,60,27,0,0,0,0,27,28,0,0,0,0,29,76,4,0,0,0,80,95,3,0,0,0,95,313,7,0,0,0,327,357,3,0,0,0,362,252,0,0,0,0,261,73,0,0,0,0,74,68,0,0,0,0,68,38,0,0,0,0,38,90,0,0,0,0,90,1471,33,3,0,0,1505
1024,151,22,10,0,0,183,38,11,4,0,0,50,39,20,0,0,0,59,77,20,13,0,0,111,94,29,5,0,0,124,274,62,17,0,0,359,311,84,16,0,0,418,542,106,21,3,0,671,306,21,3,0,0,334,230,16,5,0,0,247,141,12,4,0,0,156,140,23,5,0,0,174,2351,439,93,6,9,2898
1025,2531,195,68,8,5,2803,1023,91,25,0,0,1139,869,73,47,3,0,988,1591,136,51,4,0,1787,2312,167,87,5,4,2566,7755,611,279,8,3,8655,10817,787,325,3,8,11934,15705,738,396,9,8,16857,7711,294,131,3,5,8150,5216,209,110,7,5,5543,3112,150,107,3,8,3381,3273,200,93,8,5,3578,61918,3650,1716,60,41,67382
1026,200,10,5,0,0,219,101,0,0,0,0,104,57,8,0,0,0,64,143,11,4,0,0,157,220,11,3,0,0,242,610,42,4,0,0,653,715,32,3,0,0,752,983,15,3,0,0,1003,375,8,0,0,0,384,269,4,0,0,0,275,159,7,0,0,0,165,224,14,0,0,0,233,4057,152,24,4,3,4252
1027,136,10,7,0,0,156,74,3,6,0,0,83,74,7,0,0,0,82,192,6,3,0,0,200,248,10,3,0,0,265,851,41,21,0,0,909,1178,24,0,0,0,1203,1175,7,0,0,0,1183,422,4,0,0,0,421,293,0,0,0,0,293,184,0,0,0,0,193,248,5,4,0,0,256,5081,114,39,6,3,5244
1028,210,34,21,0,5,264,84,23,7,0,0,116,68,17,15,0,0,101,125,38,13,0,0,179,191,27,21,4,0,245,474,96,70,0,0,637,769,113,53,0,0,943,1232,77,38,0,0,1353,558,21,18,0,0,595,360,17,11,0,0,389,196,8,8,0,0,213,193,19,13,0,0,231,4473,482,283,9,9,5258
1029,84,0,0,0,0,90,21,0,3,0,0,29,29,3,0,0,0,28,46,8,0,0,0,56,81,13,3,0,0,96,303,24,3,0,0,329,510,24,5,0,0,535,605,15,3,0,0,625,235,4,0,0,0,244,161,6,4,0,0,165,73,0,0,0,0,73,123,9,0,0,0,132,2276,105,20,0,0,2404
1030,142,8,3,0,0,149,62,0,0,0,0,62,54,9,0,0,0,57,76,0,3,0,0,81,141,5,3,0,0,150,342,8,8,0,0,355,402,5,0,0,0,410,466,12,8,0,0,487,193,6,0,0,0,199,124,4,0,0,0,128,69,0,0,0,0,70,127,7,0,0,0,130,2192,55,28,0,7,2279
1031,18367,3327,4930,62,28,26710,4188,770,1103,10,0,6075,3631,696,1059,9,7,5399,5812,1098,1908,15,5,8843,8053,1508,2708,26,4,12302,24180,4688,9134,64,31,38091,29150,6305,13263,85,45,48851,59524,12475,27182,169,107,99454,50821,9107,18275,100,116,78423,64309,11336,16413,104,102,92265,76839,14482,12258,139,89,103814,26134,4329,6569,60,50,37141,371012,70133,114799,842,590,557376
1032,147,12,0,0,0,154,80,0,0,0,0,80,73,7,0,0,0,82,192,9,0,0,0,200,365,13,0,0,0,378,1124,35,4,0,0,1158,1114,24,3,0,3,1142,829,4,0,0,0,845,270,3,0,0,0,273,162,4,0,0,0,163,96,0,0,0,3,103,213,5,0,0,0,217,4663,115,14,7,7,4804
1033,106,3,6,0,0,113,66,0,5,0,0,76,95,0,0,0,0,100,158,9,4,0,0,168,201,14,3,0,0,220,674,24,3,3,0,704,554,4,0,0,0,568,349,0,0,0,0,346,127,0,0,0,0,128,72,0,0,0,0,69,43,4,0,0,0,47,136,4,0,0,0,139,2572,75,27,0,0,2673
1034,117,8,3,0,0,124,52,0,0,0,0,53,38,0,0,0,0,40,62,0,0,0,0,63,100,5,3,0,0,105,264,12,0,0,0,273,257,12,0,0,0,269,323,8,8,0,0,332,184,0,0,0,0,187,107,0,0,0,0,111,73,0,0,0,0,75,98,5,0,0,0,103,1666,54,22,5,4,1742
1035,232,13,6,0,0,245,124,5,4,0,0,130,115,5,0,0,0,120,225,3,16,0,0,246,427,4,26,3,0,458,1597,25,33,0,0,1654,1522,25,19,0,0,1564,1241,5,8,0,0,1257,411,3,3,0,0,414,344,4,0,0,0,351,214,4,0,0,0,220,364,3,0,0,0,367,6799,95,117,8,5,7028
1036,1293,144,114,0,0,1557,456,53,52,4,0,562,394,67,49,8,0,509,707,95,65,3,0,874,958,127,106,4,0,1198,2939,341,376,12,0,3668,3825,537,505,5,5,4879,7196,892,628,17,8,8746,5098,437,276,15,0,5823,4468,269,182,3,0,4924,2639,127,118,4,0,2886,1783,154,156,5,0,2097,31754,3242,2622,82,23,37729
2000,5046,92,22,22,19,5196,3137,52,15,10,8,3215,3098,45,11,16,3,3175,5863,118,9,19,0,6019,7649,116,28,25,9,7833,17700,220,37,39,15,18013,15243,132,32,36,16,15454,14044,103,24,38,23,14234,5496,38,8,13,6,5573,4202,28,5,10,9,4254,3220,18,3,12,15,3264,5731,71,8,17,6,5835,90428,1036,203,267,127,92060
2001,151,4,0,0,0,153,64,7,0,4,0,69,44,0,0,0,0,52,87,8,0,0,0,97,164,12,0,0,0,178,581,38,0,0,0,620,908,26,0,0,4,938,1116,19,0,0,0,1131,347,9,0,0,0,357,264,0,0,0,0,269,112,0,0,0,0,115,265,4,0,0,0,272,4118,127,0,5,3,4253
2002,75,11,0,0,0,85,56,0,0,0,0,57,51,5,0,0,0,54,121,0,0,0,0,127,185,8,3,0,0,193,459,11,0,0,0,472,364,5,0,0,0,370,220,5,0,0,0,229,53,0,0,0,0,54,49,0,0,0,0,49,32,0,0,0,0,35,92,4,0,0,0,90,1751,47,3,0,0,1804
2003,551,40,5,0,0,596,332,33,3,0,0,367,285,30,4,0,0,316,634,73,8,6,0,724,949,95,22,0,0,1062,3014,246,33,5,4,3304,3128,110,7,3,8,3257,2421,77,3,4,5,2513,751,23,0,3,4,786,533,20,0,0,0,553,338,11,3,0,0,353,666,35,3,0,0,706,13602,802,95,15,19,14537
2004,574,14,0,0,0,594,335,14,3,0,0,357,293,14,0,0,0,308,656,29,3,0,0,692,975,59,5,0,0,1031,3255,104,11,3,9,3385,3050,61,13,0,9,3132,2137,38,3,0,0,2181,634,6,0,0,0,643,452,12,0,0,0,467,287,3,0,0,0,293,698,15,0,0,0,714,13351,372,45,7,25,13802
2005,86,3,0,0,0,85,58,0,0,0,0,64,37,0,0,0,0,42,67,0,0,0,0,67,109,0,0,0,0,110,294,4,0,0,0,299,298,8,0,0,0,297,217,4,0,0,0,218,86,0,0,0,0,86,63,0,0,0,0,63,33,0,0,0,0,28,81,0,0,0,0,79,1421,20,0,0,0,1442
2006,44,3,0,0,3,54,43,3,0,0,0,49,35,0,0,0,0,36,94,3,0,0,0,98,155,3,0,0,0,161,448,4,0,0,0,458,329,0,0,0,0,333,203,0,0,0,0,199,61,0,0,0,0,61,35,0,0,0,0,35,22,0,0,0,0,27,97,0,0,0,0,95,1565,29,0,7,3,1594
2007,108,8,0,0,0,112,55,0,0,0,0,55,58,0,0,0,0,58,112,8,0,0,0,122,173,17,0,0,0,187,527,26,0,0,3,562,647,13,0,0,0,659,461,5,0,0,0,472,148,0,0,0,0,145,98,0,0,0,0,101,69,5,0,0,0,71,170,3,0,0,0,173,2629,88,0,11,6,2725
2008,1583,97,18,7,0,1691,769,40,10,0,0,819,597,37,7,0,0,640,1179,91,20,5,0,1295,1548,133,37,6,0,1722,5312,394,89,0,0,5802,6838,407,62,3,4,7313,8801,305,65,3,4,9175,3593,107,15,3,4,3722,2700,75,16,0,8,2796,1717,51,7,0,0,1774,2072,101,19,4,0,2194,36698,1832,357,28,31,38947
2009,155,3,0,0,0,153,58,0,0,0,0,62,32,4,0,0,0,35,87,0,0,0,0,83,96,8,0,0,0,109,327,13,0,0,0,343,425,30,4,0,0,460,769,26,0,0,0,789,491,3,0,0,0,496,477,7,0,0,0,482,343,4,0,0,0,345,204,4,0,0,0,207,3458,98,11,0,0,3566
2010,92,3,0,0,0,95,71,0,0,0,0,70,76,0,0,0,0,74,177,0,0,0,0,178,275,6,4,0,0,287,643,3,4,0,0,648,385,3,0,0,0,388,246,0,5,0,0,250,70,0,0,0,0,69,65,0,0,0,0,65,28,0,0,0,0,28,100,0,0,0,0,98,2216,17,13,0,3,2243
2011,24913,4068,2263,33,17,31308,7694,1252,660,11,3,9617,6667,1078,663,6,4,8418,11290,1890,1199,22,9,14408,15491,2682,2066,23,6,20273,49988,9166,8696,99,35,67985,70325,12446,11589,105,61,94523,117442,17881,13687,143,76,149232,59953,9966,5624,67,40,75646,54603,10235,4511,68,45,69455,49874,9557,3208,51,34,62734,34402,5256,2841,46,29,42564,502643,85468,57013,675,362,646160
2012,247,8,7,0,0,268,161,0,9,0,0,169,184,6,0,0,0,189,430,20,15,0,0,468,653,26,12,0,0,695,1703,45,21,0,0,1770,1155,17,0,0,0,1178,807,13,0,5,0,820,244,0,0,0,0,253,178,0,0,0,0,177,116,0,0,0,0,115,390,13,5,4,0,417,6275,161,61,11,0,6508
2013,113,8,3,0,0,122,107,12,0,0,0,122,140,4,0,0,0,152,301,3,4,0,0,311,360,11,4,0,0,375,711,22,0,0,0,733,472,8,0,0,0,478,294,3,0,0,0,296,71,0,0,0,0,71,71,0,0,0,0,70,42,0,0,0,0,41,178,0,0,0,0,182,2868,72,15,0,0,2950
2014,72,0,0,0,0,77,50,0,0,0,0,53,59,10,0,0,0,69,148,0,0,0,0,150,189,11,0,0,0,198,361,9,0,0,0,365,218,0,0,0,0,217,124,0,0,0,0,129,47,0,0,0,0,47,21,0,0,0,0,25,23,0,0,0,0,23,77,0,0,0,0,85,1399,31,3,4,4,1440
2015,81,6,0,0,0,86,44,0,0,0,0,44,64,0,0,0,0,67,117,6,4,0,0,130,184,7,3,0,0,200,440,13,6,0,0,466,336,3,0,0,0,346,249,5,0,0,0,253,67,0,0,0,0,73,48,0,0,0,0,47,30,0,0,0,0,36,103,9,3,0,0,112,1770,53,21,0,5,1856
2016,260,6,0,0,5,273,154,4,0,0,0,163,162,10,0,4,0,181,349,23,0,0,3,379,582,11,0,0,0,603,1655,38,0,0,0,1695,1227,15,0,0,0,1241,888,10,0,0,4,899,242,0,0,0,0,246,173,0,0,0,0,177,136,0,0,0,0,136,351,10,0,0,0,364,6177,143,3,16,7,6344
2017,44,3,0,0,0,51,29,0,0,0,0,28,34,0,0,0,0,38,88,7,0,0,0,90,144,8,5,0,0,153,352,6,3,0,0,361,246,3,0,0,0,248,170,0,0,0,0,167,48,0,0,0,0,52,29,0,0,0,0,30,19,0,0,0,0,20,78,0,3,0,0,75,1270,22,13,3,0,1311
2018,285,5,8,0,0,300,179,7,8,0,0,198,184,3,5,0,0,193,435,11,16,5,0,466,590,9,20,0,0,616,1395,21,22,0,4,1438,960,14,3,0,0,979,638,3,5,0,0,657,219,0,0,0,0,219,156,0,0,0,0,157,102,0,0,0,0,104,372,9,6,0,0,385,5512,89,93,4,6,5705
2019,104,5,0,0,0,106,64,4,0,0,0,64,63,0,0,0,0,61,135,11,0,0,0,143,234,23,0,0,0,259,607,23,0,0,0,626,504,10,0,0,0,511,324,0,0,0,0,326,86,0,0,0,0,87,66,0,0,0,0,64,45,3,0,0,0,48,154,4,0,0,0,157,2383,81,0,0,0,2464
2020,214,6,3,0,0,227,110,5,0,0,0,112,103,3,0,0,0,106,196,10,0,0,0,209,309,18,16,0,0,341,1019,44,19,0,0,1082,1398,18,8,0,0,1436,1323,11,5,0,5,1343,466,0,0,0,0,464,307,3,0,0,0,313,203,0,0,0,0,208,382,10,4,0,0,394,6023,128,72,10,9,6234
2021,181,11,4,0,0,198,89,7,5,0,0,103,83,7,0,0,0,92,193,21,6,4,0,217,303,36,12,8,0,357,1016,60,19,9,0,1099,992,30,8,0,0,1031,718,17,3,3,0,740,201,5,0,0,0,209,155,0,0,0,0,154,101,0,0,0,0,105,230,14,4,0,0,253,4257,205,63,25,4,4553
3000,4515,73,20,91,58,4763,2338,40,14,33,13,2433,2432,50,11,28,6,2529,4630,60,32,68,14,4805,6067,83,37,60,22,6264,15294,188,52,107,22,15667,13811,128,50,79,27,14091,12985,110,22,82,35,13232,4681,36,9,38,14,4778,3366,33,3,23,14,3440,2434,19,15,51,35,2549,5183,65,23,61,35,5368,77744,867,285,731,292,79921
3001,39,0,3,0,4,46,27,3,7,0,0,33,21,4,7,0,0,30,28,4,15,3,0,60,40,6,16,0,3,69,179,17,32,0,0,236,252,22,25,6,0,305,345,9,16,5,5,373,117,6,4,0,0,126,93,3,0,0,6,105,56,0,5,3,0,61,102,9,10,0,3,118,1292,86,138,26,21,1560
3002,11344,713,866,8,10,12931,3987,353,256,0,0,4595,3349,386,321,6,4,4073,6119,794,648,16,5,7579,9295,1285,1091,11,9,11684,32867,4474,4248,17,35,41641,48378,4661,4914,23,39,58012,68065,3714,4323,32,42,76178,33644,1263,1557,10,12,36487,27135,806,1196,9,22,29171,18639,458,987,5,18,20109,15441,945,955,14,13,17369,278260,19861,21354,151,209,319836
3003,357,14,9,0,0,378,198,15,8,0,0,223,196,3,9,0,0,209,429,15,14,10,0,462,766,17,22,0,0,813,2084,34,29,8,5,2156,1586,15,17,9,3,1623,1022,6,10,0,0,1039,300,3,0,0,0,311,191,0,3,0,0,202,125,0,0,0,0,128,448,8,8,0,0,465,7706,144,132,28,12,8018
3004,702,44,77,0,0,829,241,24,58,0,0,327,248,50,77,0,7,380,535,111,183,0,0,832,816,110,240,0,4,1173,3036,250,368,3,6,3668,4091,127,205,3,8,4432,3862,68,124,0,7,4066,1293,16,41,0,0,1351,937,8,23,0,0,966,533,9,29,0,4,571,976,46,86,0,4,1114,17274,872,1494,27,35,19709
3005,49,0,3,0,0,51,32,0,0,0,0,33,23,3,3,0,0,31,57,5,5,0,0,65,93,13,0,0,0,107,333,16,0,0,0,355,336,13,0,0,0,354,363,10,3,0,3,378,129,0,0,0,0,136,97,0,0,0,0,97,49,0,0,0,0,52,87,3,0,0,0,93,1653,59,23,3,7,1749
3006,225,3,11,0,0,243,103,3,10,0,0,121,100,6,4,0,0,110,226,15,17,0,0,256,395,19,14,0,0,423,1100,19,17,0,0,1127,1176,29,18,0,0,1222,1235,28,12,0,0,1272,426,11,3,0,0,438,296,5,4,0,0,313,152,0,0,0,0,150,325,8,0,0,0,341,5759,152,109,5,8,6023
3007,2623,615,528,9,7,3782,908,324,188,0,0,1421,701,257,140,0,0,1107,1300,504,326,3,0,2136,1791,805,607,8,10,3231,5384,2981,1815,19,19,10221,8661,3599,1936,15,26,14235,17097,2937,1731,12,27,21803,9401,897,564,4,8,10883,7449,660,509,0,8,8625,4885,394,369,3,8,5656,4345,926,607,10,14,5898,64548,14897,9318,93,132,88997
3008,112,7,0,0,0,118,78,0,0,0,0,80,67,0,0,0,0,71,148,4,0,0,0,148,259,4,0,0,0,267,718,23,0,3,0,739,589,4,0,6,0,593,317,5,0,0,0,323,80,0,0,0,0,79,41,0,0,0,0,42,24,0,0,0,0,27,163,0,0,0,0,166,2589,51,5,9,5,2654
3009,274,27,6,0,0,307,155,17,0,0,0,169,136,23,4,0,0,170,225,20,8,0,0,249,335,38,9,3,0,379,1241,75,18,11,3,1343,1254,29,11,0,3,1301,906,13,9,4,0,938,246,8,5,0,0,257,179,0,0,4,0,181,91,4,4,0,0,107,331,14,0,3,0,345,5366,266,76,28,16,5741
3010,41,4,0,0,0,48,26,0,0,0,0,28,39,4,0,0,0,46,89,3,4,0,0,92,156,6,4,0,0,158,293,5,7,0,0,307,208,0,0,0,0,213,105,0,0,0,0,107,33,0,0,0,0,33,15,0,0,0,0,19,24,0,0,0,0,24,65,0,0,0,0,65,1089,12,19,4,4,1130
