SUA_CODE_2021,Philippines_Before_1951,Philippines_1951_1960,Philippines_1961_1970,Philippines_1971_1980,Philippines_1981_1990,Philippines_1991_2000,Philippines_2001_2010,Philippines_2011_2015,Philippines_2016,Philippines_2017,Philippines_2018,Philippines_2019,Philippines_2020,Philippines_2021,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1951,Poland_1951_1960,Poland_1961_1970,Poland_1971_1980,Poland_1981_1990,Poland_1991_2000,Poland_2001_2010,Poland_2011_2015,Poland_2016,Poland_2017,Poland_2018,Poland_2019,Poland_2020,Poland_2021,Poland_Yr_arrival_ns,Poland_Tot,Singapore_Before_1951,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2010,Singapore_2011_2015,Singapore_2016,Singapore_2017,Singapore_2018,Singapore_2019,Singapore_2020,Singapore_2021,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1951,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2010,South_Africa_2011_2015,South_Africa_2016,South_Africa_2017,South_Africa_2018,South_Africa_2019,South_Africa_2020,South_Africa_2021,South_Africa_yr_arr_ns,South_Africa_Tot,Sri_Lanka_Before_1951,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2010,Sri_Lanka_2011_2015,Sri_Lanka_2016,Sri_Lanka_2017,Sri_Lanka_2018,Sri_Lanka_2019,Sri_Lanka_2020,Sri_Lanka_2021,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Taiwan_Before_1951,Taiwan_1951_1960,Taiwan_1961_1970,Taiwan_1971_1980,Taiwan_1981_1990,Taiwan_1991_2000,Taiwan_2001_2010,Taiwan_2011_2015,Taiwan_2016,Taiwan_2017,Taiwan_2018,Taiwan_2019,Taiwan_2020,Taiwan_2021,Taiwan_Yr_arrival_ns,Taiwan_Tot,Thailand_Before_1951,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2010,Thailand_2011_2015,Thailand_2016,Thailand_2017,Thailand_2018,Thailand_2019,Thailand_2020,Thailand_2021,Thailand_Yr_arr_ns,Thailand_Tot,United_Kingdom_Before_1951,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2010,United_Kingdom_2011_2015,United_Kingdom_2016,United_Kingdom_2017,United_Kingdom_2018,United_Kingdom_2019,United_Kingdom_2020,United_Kingdom_2021,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1951,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2010,USA_2011_2015,USA_2016,USA_2017,USA_2018,USA_2019,USA_2020,USA_2021,USA_Yr_arrival_ns,USA_Tot,Vietnam_Before_1951,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2010,Vietnam_2011_2015,Vietnam_2016,Vietnam_2017,Vietnam_2018,Vietnam_2019,Vietnam_2020,Vietnam_2021,Vietnam_Yr_arr_ns,Vietnam_Tot,Born_elsewhere_Before_1951,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2010,Born_elsewhere_2011_2015,Born_elsewhere_2016,Born_elsewhere_2017,Born_elsewhere_2018,Born_elsewhere_2019,Born_elsewhere_2020,Born_elsewhere_2021,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1951,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2010,Tot_2011_2015,Tot_2016,Tot_2017,Tot_2018,Tot_2019,Tot_2020,Tot_2021,Tot_Yr_arrival_ns,Tot_Tot
1025,0,4,15,75,521,386,514,563,115,116,144,166,58,20,73,2760,74,27,63,52,152,40,42,30,0,3,9,5,0,0,20,518,4,5,22,36,34,24,59,30,8,34,16,13,17,0,7,303,4,4,41,135,173,287,636,249,55,64,68,95,56,8,31,1916,0,3,15,24,64,60,173,76,17,15,5,21,7,7,12,497,0,0,0,0,3,25,46,51,11,11,22,21,4,3,11,219,0,0,4,15,41,94,280,276,63,53,64,49,23,5,27,993,461,1405,3096,1807,1514,1002,2082,1030,160,124,130,187,100,53,413,13562,7,22,58,129,135,200,387,253,42,37,74,77,63,32,34,1545,0,3,6,84,81,53,176,239,57,60,38,55,36,3,65,945,274,387,824,805,769,874,1591,1045,444,336,428,536,186,51,327,8869,1570,3705,6216,5264,5849,5144,10693,7570,1875,1936,2088,2274,929,315,1829,57256
1026,0,0,0,12,51,32,46,74,14,12,17,16,13,0,9,306,5,0,4,0,12,0,0,4,0,0,0,0,0,0,0,27,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,14,0,5,3,11,9,19,25,10,4,4,6,7,0,0,3,98,0,0,0,0,0,7,10,23,0,0,5,11,0,4,0,60,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,4,16,39,32,9,0,3,0,0,0,7,112,79,222,490,261,132,105,170,58,7,4,7,22,5,0,71,1628,0,0,5,13,13,16,19,18,6,0,0,5,6,4,5,115,0,0,0,4,4,5,7,6,5,5,4,0,0,0,10,45,26,54,108,126,79,45,51,50,8,11,10,26,8,3,39,644,146,458,754,618,476,406,675,566,146,120,152,228,73,12,256,5093
1027,0,0,0,9,27,24,67,78,10,10,20,35,7,0,9,298,11,5,4,0,5,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,6,13,3,0,0,0,0,7,0,0,28,0,0,7,5,10,23,58,39,8,9,3,11,8,0,3,184,0,0,0,0,3,10,19,7,3,11,6,3,0,0,0,62,0,0,0,0,4,4,0,3,0,0,0,0,0,0,0,18,0,0,0,0,0,10,24,21,5,3,4,10,0,0,6,90,36,100,223,96,53,74,109,75,9,9,4,12,3,3,32,830,0,3,8,5,0,21,23,17,6,0,0,0,0,0,0,90,0,0,0,3,6,11,5,15,0,0,6,0,9,0,0,55,20,30,48,53,57,56,162,114,41,14,26,28,21,5,21,704,124,259,428,326,370,393,896,784,186,201,200,200,112,11,119,4606
1028,0,0,4,4,52,31,65,50,16,20,30,31,3,4,8,323,0,5,4,3,8,0,6,5,0,0,0,0,0,0,0,39,0,0,5,5,3,0,12,0,0,0,0,3,0,0,0,34,4,4,8,18,35,43,91,26,3,10,6,5,0,8,15,270,4,0,0,0,8,5,11,19,0,0,0,4,0,0,0,50,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,12,0,0,0,0,6,10,23,11,8,3,3,10,0,0,6,90,96,280,662,419,244,196,333,152,28,39,23,38,11,5,111,2630,0,0,6,22,22,19,37,34,6,0,7,6,6,0,4,184,0,0,0,6,7,5,15,15,0,5,0,0,7,0,5,64,31,94,125,124,101,67,162,113,27,28,29,23,11,8,22,954,200,629,1089,898,810,622,1177,741,155,208,185,189,83,31,251,7277
1029,0,0,0,4,20,19,40,69,4,5,14,12,0,4,3,185,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,7,3,6,64,7,3,0,4,0,6,0,5,106,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,9,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,9,0,0,0,0,0,4,17,6,3,0,0,5,10,0,0,49,10,17,60,65,30,27,53,22,11,0,0,0,0,6,8,322,0,0,0,3,0,0,3,4,0,0,0,0,0,0,0,15,0,0,0,0,3,0,15,10,0,0,0,0,0,0,0,34,0,15,6,15,19,13,45,17,8,0,3,6,7,0,0,150,20,74,99,155,161,149,425,217,56,28,57,55,30,36,33,1587
1030,0,0,0,0,17,10,11,21,13,9,6,6,5,0,0,102,0,0,11,6,19,4,0,4,0,0,0,0,0,0,0,37,0,0,4,10,3,3,0,0,0,0,0,0,0,0,0,17,0,0,6,8,12,0,13,0,0,0,0,4,3,0,0,48,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,3,0,0,4,0,0,0,5,26,40,163,398,204,126,49,84,44,10,7,0,8,0,5,53,1188,0,0,4,11,10,6,18,12,0,4,10,3,0,4,0,80,0,0,0,0,5,3,0,3,5,0,0,0,0,0,3,21,33,59,94,101,38,49,40,20,16,9,9,4,4,0,12,482,107,397,724,484,345,218,263,153,53,37,36,40,24,5,109,2994
1031,16,28,497,4185,19060,16380,17946,12384,3012,3009,3709,4963,1563,319,1563,88641,424,378,513,941,3965,1283,1356,961,241,244,233,217,73,20,278,11134,30,153,428,1195,1956,1676,3099,1667,492,487,490,465,353,145,226,12864,29,142,636,2962,5949,7575,9873,3748,1186,1078,1119,1318,727,261,507,37101,19,89,454,1159,5067,6257,7530,4019,706,649,685,832,346,141,463,28413,0,3,36,192,2283,2845,2348,2074,571,592,651,747,258,37,282,12928,3,13,97,534,2499,3114,7249,5504,1668,1144,1029,1219,403,104,776,25359,2781,8207,24983,18779,17849,16553,29639,18885,3891,3716,3815,4057,1887,655,3586,159294,78,145,885,1639,2057,3042,5347,4043,1072,1117,1279,1622,1087,451,535,24390,14,39,187,12576,26558,16572,12583,9780,2473,2441,2301,2607,1323,378,3394,93238,3473,8508,21388,37482,42573,46397,51104,36725,14136,13771,13505,14631,5280,1371,7650,317996,12469,44331,109503,142562,249173,282294,418369,270671,75663,79695,85436,93831,35371,9973,45230,1954585
1032,0,0,0,3,22,22,101,192,31,34,27,31,8,8,23,514,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,0,0,0,3,0,4,4,6,0,0,0,0,0,0,0,19,0,0,0,8,0,21,16,18,0,12,6,4,9,0,0,96,0,0,0,0,5,0,12,16,0,0,0,13,0,0,0,42,0,0,0,0,0,3,14,20,14,13,17,67,12,0,9,165,0,0,0,0,0,4,21,19,4,0,4,14,4,0,0,74,26,97,175,82,38,34,64,31,5,17,11,6,0,0,19,602,0,0,12,8,19,9,13,4,0,0,0,7,0,0,0,78,0,0,0,0,5,0,23,37,31,92,99,33,4,0,16,338,6,20,29,24,25,23,75,82,51,20,20,37,16,18,7,449,56,186,294,229,222,221,625,782,259,358,361,418,146,64,119,4336
1033,0,0,0,7,35,22,26,26,10,9,12,12,11,4,5,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,11,0,0,7,8,0,4,7,6,0,0,4,3,0,0,0,36,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,0,0,3,7,3,0,0,0,44,31,89,231,96,61,30,61,9,5,6,0,0,0,0,39,663,0,5,8,4,11,5,12,6,0,0,4,0,3,0,0,59,0,0,0,3,3,0,4,8,0,0,0,5,0,0,0,32,12,25,33,52,30,28,42,20,6,7,3,14,4,3,3,291,82,218,358,266,218,149,298,178,53,49,65,90,46,17,92,2185
1034,0,0,0,4,7,10,9,7,5,8,8,8,8,0,3,75,3,4,0,0,6,0,4,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,8,15,8,6,10,8,0,0,0,0,5,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,3,8,0,0,0,0,9,0,9,36,39,114,281,147,111,31,88,24,5,3,0,7,0,0,33,899,0,0,4,8,9,7,20,3,0,0,6,3,0,0,4,64,0,0,0,7,0,5,6,6,0,0,0,0,0,0,0,19,18,49,47,58,40,29,22,15,8,0,9,8,0,0,9,306,89,280,450,345,291,135,254,133,25,28,31,32,26,3,89,2222
1035,0,0,5,5,22,22,66,133,30,27,37,31,15,4,3,403,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,14,0,0,0,3,0,3,15,3,0,0,0,0,0,0,0,28,0,0,6,12,7,25,77,13,5,8,5,9,4,0,0,176,0,0,0,0,9,13,33,53,8,3,12,13,0,0,0,144,0,0,0,0,0,4,4,9,0,6,6,5,0,0,0,29,0,0,0,0,0,9,27,24,0,4,3,8,0,0,3,81,32,104,207,127,71,72,112,57,5,8,4,13,0,0,33,854,0,0,5,17,11,14,28,14,5,0,0,3,8,0,0,108,0,0,0,0,14,4,15,21,0,11,0,10,0,0,0,72,15,35,39,37,55,94,285,206,50,58,66,107,39,21,17,1138,89,290,380,343,328,471,1263,1271,401,435,476,692,243,100,128,6909
1036,0,0,6,116,467,261,300,276,46,76,97,86,42,7,49,1822,29,26,38,66,181,56,43,15,0,3,0,4,0,0,21,480,7,0,14,34,19,17,47,41,11,8,11,3,3,7,3,216,0,5,35,98,141,168,350,139,29,20,25,44,21,10,7,1092,0,0,7,27,48,39,51,41,21,26,23,21,13,0,7,329,0,0,0,0,7,28,22,26,6,6,4,7,6,0,0,121,0,0,4,19,42,93,330,220,63,40,39,57,21,9,12,948,385,1656,4910,2430,1383,805,1491,789,106,93,117,95,63,15,477,14811,4,11,32,131,98,120,255,177,36,48,23,49,43,16,19,1058,0,0,4,226,222,101,125,153,37,50,66,75,19,3,38,1120,160,896,1934,2527,1193,1229,1482,1081,371,221,333,366,125,28,323,12272,1016,5472,11147,8766,5818,5056,7750,5654,1412,1303,1554,1851,882,167,1776,59613
2000,0,4,17,69,344,228,522,744,225,173,215,333,112,72,140,3203,37,33,58,42,145,42,45,10,4,0,0,0,0,4,24,454,0,9,24,52,29,29,63,34,10,4,10,8,0,0,13,279,3,20,80,223,200,244,501,165,51,30,20,58,30,5,43,1684,10,29,72,69,52,44,99,98,29,42,21,28,11,0,21,620,0,0,0,6,6,13,48,85,30,32,80,137,30,3,13,501,0,0,0,12,41,93,333,322,65,63,64,75,48,9,87,1227,919,3646,7727,4103,2687,1346,2599,1021,160,143,139,188,90,25,1239,26016,13,21,124,289,212,245,340,234,41,38,40,50,41,12,46,1747,0,0,0,54,90,89,148,99,22,23,32,56,42,5,153,824,288,1064,1520,1315,1021,822,1305,756,168,161,200,429,123,149,564,9885,2185,9492,13029,9080,7918,5585,10220,6198,1498,1451,1657,2354,858,402,3791,75713
2001,0,0,0,0,23,10,34,30,6,3,5,0,0,0,4,122,0,0,3,0,13,0,8,4,0,0,0,0,0,0,0,28,0,0,0,5,0,0,10,6,4,0,0,0,0,0,0,31,0,4,0,0,14,4,33,16,0,0,0,0,0,0,0,80,0,0,4,6,6,3,6,29,3,4,7,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,5,0,0,0,0,0,0,21,23,98,293,158,104,39,140,48,6,5,3,0,0,0,24,956,0,0,0,5,6,7,14,18,5,3,5,0,0,0,0,70,0,0,0,9,10,3,15,8,6,8,0,0,0,0,5,54,13,65,110,98,83,53,97,94,21,11,11,7,10,3,10,679,72,302,540,393,370,243,778,550,140,96,103,121,45,15,94,3871
2002,0,0,0,4,17,21,14,34,11,13,10,10,4,4,4,146,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,11,0,0,0,4,3,4,13,9,0,0,3,3,0,4,5,49,0,0,5,0,0,4,3,11,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,12,0,0,0,0,0,0,4,11,8,4,6,10,0,0,0,43,24,69,141,76,46,23,67,26,0,3,0,3,0,0,23,499,3,0,7,3,0,5,9,5,0,0,0,0,0,0,0,27,0,0,0,0,0,12,9,7,3,0,0,8,0,0,6,55,11,27,29,8,18,9,16,26,3,0,9,11,7,0,5,190,60,215,247,156,140,131,235,236,52,58,56,67,33,15,71,1761
2003,0,0,0,21,46,59,121,173,43,27,38,66,16,0,15,632,8,0,0,4,22,7,3,6,0,0,0,0,0,0,0,60,0,4,0,11,13,5,19,5,3,3,5,8,0,0,0,79,0,3,6,21,24,40,85,29,3,7,7,14,13,8,4,269,0,0,3,6,14,16,75,69,14,18,15,8,8,0,0,247,0,0,0,0,0,10,12,13,6,10,0,0,3,0,0,54,0,0,0,3,4,19,49,35,22,9,7,7,3,0,0,163,100,373,752,429,274,169,324,228,23,35,44,35,30,9,106,2933,4,0,10,44,31,36,85,57,5,4,8,8,4,0,12,309,0,0,0,7,21,10,23,45,7,11,13,10,8,0,9,163,37,112,127,148,143,105,375,195,68,51,67,44,23,13,35,1532,249,1131,1219,1016,969,864,2610,1874,448,439,562,628,287,56,354,12706
2004,0,0,3,12,50,57,121,150,48,48,56,67,14,5,16,647,0,7,3,0,8,0,0,0,0,0,0,0,0,0,3,27,0,0,0,5,3,6,8,9,0,0,4,0,0,0,0,51,0,0,0,17,18,39,85,49,0,9,15,5,14,0,8,255,0,0,7,11,8,24,71,60,15,21,15,27,8,5,0,269,0,0,0,0,8,0,11,26,3,3,3,7,3,0,0,64,0,0,0,0,10,6,251,217,67,59,81,37,8,3,5,743,67,263,536,317,190,130,239,94,30,13,22,16,13,4,70,1994,0,0,11,19,15,23,50,22,3,4,8,6,3,0,4,165,0,0,0,8,6,18,23,41,12,13,6,3,0,4,3,130,32,60,79,91,71,62,559,316,108,106,125,86,29,10,45,1780,168,589,871,741,658,626,2443,1734,513,485,575,470,193,57,285,10414
2005,0,0,0,0,4,3,10,4,0,0,0,0,0,0,0,25,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,8,13,9,0,0,3,0,0,0,0,0,40,0,3,3,0,3,0,0,0,0,0,0,0,0,0,3,19,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,6,13,61,115,73,68,37,61,24,0,7,3,5,0,3,41,520,0,0,8,18,3,9,13,3,0,0,0,0,0,0,3,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,50,9,12,19,21,23,7,41,10,0,5,3,0,0,0,57,215,39,129,205,167,171,135,216,96,14,22,19,20,14,3,271,1515
2006,0,0,3,0,5,0,22,12,0,6,7,11,0,0,3,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,9,0,9,10,0,5,0,0,29,0,0,0,0,0,0,5,9,14,11,37,45,7,0,0,135,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,14,14,40,72,23,12,8,16,6,0,0,0,0,0,0,7,207,0,0,0,4,0,4,3,5,0,0,3,0,0,0,0,18,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,12,0,10,12,7,9,18,45,24,4,0,3,13,0,23,9,180,31,107,107,57,76,64,210,145,45,82,125,119,29,28,32,1265
2007,0,0,0,0,10,7,25,43,14,14,18,23,4,0,5,157,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,0,0,3,5,0,0,17,5,0,0,3,0,4,0,3,40,0,0,0,0,0,0,17,20,3,4,7,11,7,0,0,72,0,0,0,0,0,0,0,3,0,0,3,5,4,0,0,11,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,15,32,89,172,72,49,28,43,17,4,0,4,0,4,0,33,548,0,0,0,0,3,5,3,12,0,0,0,0,0,0,0,27,0,0,0,0,5,0,11,16,0,0,0,3,0,0,0,37,4,30,27,14,10,12,19,24,0,5,14,10,6,0,7,181,55,208,246,150,138,129,257,243,59,59,94,103,44,7,90,1887
2008,0,5,3,47,241,209,542,328,107,90,173,195,45,9,48,2026,39,47,61,34,128,48,17,14,6,8,0,8,0,0,18,417,0,5,9,40,46,33,108,33,5,5,10,12,13,3,17,336,0,12,31,105,145,143,344,158,31,29,28,37,21,10,15,1103,0,13,26,26,49,29,157,222,33,58,62,80,50,6,17,838,0,0,0,0,6,13,20,30,9,12,7,6,0,0,0,104,0,0,3,13,35,52,274,198,63,46,55,52,16,5,25,844,344,1312,3027,1539,1119,624,1675,924,157,126,117,126,51,21,397,11547,3,9,40,92,93,110,250,171,31,41,16,41,21,16,17,956,0,0,4,57,131,75,106,91,24,41,35,37,25,0,58,691,176,635,960,730,564,704,1391,1015,263,245,240,262,99,32,301,7623,1035,4517,6494,4007,3912,3471,8783,6943,1668,1701,1871,2342,923,213,1588,49469
2009,0,0,0,0,5,7,9,5,0,4,0,3,0,0,0,29,0,0,0,5,14,0,4,0,0,0,0,0,0,0,0,27,0,0,0,0,7,0,9,6,3,0,0,0,0,0,0,20,0,0,0,7,15,10,36,7,0,0,0,0,0,0,4,81,0,0,0,0,9,3,0,9,0,0,0,0,0,0,0,30,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,0,0,0,0,5,0,9,4,0,0,0,0,5,0,8,25,20,90,254,184,120,93,186,71,3,3,6,3,0,0,41,1073,0,0,0,16,9,10,16,10,0,5,6,0,4,0,6,85,0,0,0,0,0,7,4,3,0,0,0,3,0,0,0,15,18,52,73,75,56,31,53,24,7,0,0,0,14,5,16,424,72,277,460,391,344,265,544,221,44,29,35,27,30,14,101,2841
2010,0,0,0,0,4,5,35,21,10,11,20,12,3,0,3,131,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,15,0,0,12,3,0,0,0,3,37,0,0,0,0,0,0,3,3,0,0,0,6,0,0,0,16,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,3,19,19,0,4,4,0,0,0,0,47,9,35,72,23,11,11,17,14,4,0,8,0,3,0,14,219,0,0,0,3,0,0,0,10,0,0,0,6,0,0,0,30,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,15,8,11,11,11,18,6,69,35,8,5,14,14,5,0,0,217,35,107,114,73,69,63,299,218,47,59,77,53,42,0,35,1289
2011,13,29,175,1971,9469,7112,14656,10430,2605,2562,2981,4040,1326,320,883,58568,752,926,1122,1184,4964,1624,970,556,123,121,96,91,32,16,294,12863,36,89,280,937,1900,1912,5682,2788,681,716,647,602,350,129,177,16938,25,133,481,2212,4291,4235,8004,3070,759,878,770,911,368,170,261,26566,59,324,1631,2859,7691,8822,18858,10765,2325,2576,3063,3501,1304,256,856,64890,0,4,13,100,1161,1715,2013,1849,454,480,614,541,192,51,158,9334,6,7,51,321,1561,1676,4828,3426,1142,960,1037,1218,410,94,435,17180,3316,12547,31484,20821,17878,11707,26604,15228,2560,2726,2618,2766,1140,507,3644,155540,58,167,592,1436,1678,2415,4568,3499,792,968,994,1154,693,311,452,19783,5,12,141,9562,25787,15854,14137,10338,2417,2355,2255,2759,1344,333,3088,90387,3248,11499,22096,30859,37644,42772,57823,36316,10799,10251,10788,12315,4381,1265,6605,298663,13825,68536,129138,116067,181615,184935,396135,267015,67003,70954,76850,87550,31982,9577,36171,1737346
2012,0,0,0,0,28,30,48,86,28,26,21,42,27,3,17,358,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,12,0,0,0,3,0,3,5,0,0,4,0,0,0,0,0,17,0,0,0,3,8,9,25,25,6,3,4,14,7,0,0,109,0,0,3,0,0,6,23,26,7,3,4,6,0,0,0,82,0,0,0,0,0,0,17,32,11,10,14,27,10,0,6,123,0,0,0,0,8,14,36,52,14,10,8,16,4,0,10,176,33,108,221,137,69,55,86,58,16,11,10,3,3,3,46,853,0,0,0,5,10,5,19,8,4,0,0,5,0,0,0,58,0,0,0,8,38,45,71,52,10,17,37,5,15,6,27,325,26,52,91,124,121,180,186,121,29,22,62,124,34,41,40,1266,139,534,625,432,449,521,1061,1083,390,427,500,610,212,68,317,7372
2013,0,0,0,3,39,22,32,28,9,11,3,13,3,6,7,175,5,0,0,3,5,3,0,0,0,0,0,0,0,0,0,19,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,6,0,0,0,4,13,8,3,0,4,0,0,0,0,0,0,31,0,0,4,0,0,0,10,3,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,13,0,0,0,0,0,3,6,10,0,0,3,0,0,0,0,24,70,199,209,108,109,5,31,10,0,0,0,0,0,0,38,790,0,0,0,8,4,6,12,11,0,3,0,0,0,0,0,38,0,0,0,4,0,5,3,6,0,0,0,0,0,0,0,25,23,107,95,60,51,36,43,22,0,3,4,3,24,18,15,503,174,549,426,269,326,155,235,136,26,27,26,33,46,16,99,2547
2014,0,0,0,0,11,10,14,9,9,11,3,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,4,0,0,0,7,0,0,0,32,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,3,3,3,3,0,0,0,3,0,0,0,20,12,59,116,49,45,10,16,6,0,0,0,3,0,0,12,330,0,0,4,9,6,0,5,0,0,0,0,0,0,0,0,20,0,0,0,0,3,0,4,4,0,0,0,0,0,0,0,8,3,6,25,16,23,16,12,15,4,0,6,9,0,0,6,142,19,140,173,107,147,93,138,100,26,39,32,19,12,3,31,1068
2015,0,0,0,3,20,16,17,24,0,6,9,5,3,0,4,103,3,0,0,5,5,4,0,0,0,0,0,0,0,0,0,23,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,12,0,3,0,0,4,5,23,0,0,0,16,0,12,0,4,72,0,0,3,0,0,0,14,20,5,3,0,3,0,0,0,57,0,0,0,0,0,0,3,10,0,0,4,3,0,0,0,18,0,0,0,0,5,0,8,7,0,0,3,0,0,0,0,21,19,68,160,67,33,37,62,25,6,4,13,0,4,0,24,525,0,0,8,7,0,4,11,5,0,4,3,7,0,0,0,54,0,0,0,5,9,6,15,13,4,0,0,3,4,0,3,56,13,20,29,21,18,17,30,30,9,3,12,12,13,3,5,222,63,193,264,181,165,133,365,239,34,55,85,65,48,7,58,1951
2016,0,0,0,4,49,40,101,170,45,44,52,59,24,15,16,622,4,0,0,3,3,0,5,0,0,0,0,0,0,0,0,16,0,0,0,5,4,0,8,0,4,0,6,0,0,0,0,25,0,0,0,0,3,20,28,16,0,3,4,18,3,8,0,105,0,0,0,0,7,12,46,65,5,15,15,9,4,11,4,195,0,0,0,3,0,13,17,23,4,5,17,38,0,0,6,124,0,0,0,4,3,23,34,14,7,6,13,9,4,0,6,112,42,138,252,87,53,43,87,66,0,7,20,13,0,0,35,837,0,0,0,5,3,8,17,9,5,0,0,3,3,0,3,66,0,0,0,0,15,7,15,13,0,0,3,6,5,5,3,70,12,39,90,68,67,239,524,288,77,54,120,200,67,12,47,1907,127,664,672,340,343,811,2429,1931,521,542,658,761,261,104,303,10480
