SUA_CODE_2021,Philippines_Before_1951,Philippines_1951_1960,Philippines_1961_1970,Philippines_1971_1980,Philippines_1981_1990,Philippines_1991_2000,Philippines_2001_2010,Philippines_2011_2015,Philippines_2016,Philippines_2017,Philippines_2018,Philippines_2019,Philippines_2020,Philippines_2021,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1951,Poland_1951_1960,Poland_1961_1970,Poland_1971_1980,Poland_1981_1990,Poland_1991_2000,Poland_2001_2010,Poland_2011_2015,Poland_2016,Poland_2017,Poland_2018,Poland_2019,Poland_2020,Poland_2021,Poland_Yr_arrival_ns,Poland_Tot,Singapore_Before_1951,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2010,Singapore_2011_2015,Singapore_2016,Singapore_2017,Singapore_2018,Singapore_2019,Singapore_2020,Singapore_2021,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1951,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2010,South_Africa_2011_2015,South_Africa_2016,South_Africa_2017,South_Africa_2018,South_Africa_2019,South_Africa_2020,South_Africa_2021,South_Africa_yr_arr_ns,South_Africa_Tot,Sri_Lanka_Before_1951,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2010,Sri_Lanka_2011_2015,Sri_Lanka_2016,Sri_Lanka_2017,Sri_Lanka_2018,Sri_Lanka_2019,Sri_Lanka_2020,Sri_Lanka_2021,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Taiwan_Before_1951,Taiwan_1951_1960,Taiwan_1961_1970,Taiwan_1971_1980,Taiwan_1981_1990,Taiwan_1991_2000,Taiwan_2001_2010,Taiwan_2011_2015,Taiwan_2016,Taiwan_2017,Taiwan_2018,Taiwan_2019,Taiwan_2020,Taiwan_2021,Taiwan_Yr_arrival_ns,Taiwan_Tot,Thailand_Before_1951,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2010,Thailand_2011_2015,Thailand_2016,Thailand_2017,Thailand_2018,Thailand_2019,Thailand_2020,Thailand_2021,Thailand_Yr_arr_ns,Thailand_Tot,United_Kingdom_Before_1951,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2010,United_Kingdom_2011_2015,United_Kingdom_2016,United_Kingdom_2017,United_Kingdom_2018,United_Kingdom_2019,United_Kingdom_2020,United_Kingdom_2021,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1951,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2010,USA_2011_2015,USA_2016,USA_2017,USA_2018,USA_2019,USA_2020,USA_2021,USA_Yr_arrival_ns,USA_Tot,Vietnam_Before_1951,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2010,Vietnam_2011_2015,Vietnam_2016,Vietnam_2017,Vietnam_2018,Vietnam_2019,Vietnam_2020,Vietnam_2021,Vietnam_Yr_arr_ns,Vietnam_Tot,Born_elsewhere_Before_1951,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2010,Born_elsewhere_2011_2015,Born_elsewhere_2016,Born_elsewhere_2017,Born_elsewhere_2018,Born_elsewhere_2019,Born_elsewhere_2020,Born_elsewhere_2021,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1951,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2010,Tot_2011_2015,Tot_2016,Tot_2017,Tot_2018,Tot_2019,Tot_2020,Tot_2021,Tot_Yr_arrival_ns,Tot_Tot
4004,0,0,0,0,8,8,4,8,3,4,0,11,3,0,3,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,8,0,0,0,0,0,6,0,4,23,0,0,0,0,0,0,0,8,0,3,0,0,0,0,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,44,126,61,7,11,21,9,0,5,4,7,0,0,20,332,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,5,19,0,0,0,6,0,0,6,44,5,16,14,3,9,3,13,13,5,9,25,41,28,28,28,241,24,127,194,95,49,50,128,147,36,76,72,88,53,32,90,1263
4005,0,0,0,0,23,10,30,24,5,0,9,15,0,0,5,121,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,11,4,4,11,11,3,0,3,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,3,0,0,3,0,0,10,0,0,0,0,3,3,9,5,0,0,0,0,0,0,0,27,19,57,198,67,20,9,42,33,8,0,4,0,4,0,16,484,0,0,5,0,5,0,4,5,0,0,4,0,0,0,0,21,0,0,0,0,0,0,0,3,0,0,0,4,0,0,3,25,4,16,13,18,4,6,29,18,0,8,6,10,6,0,7,152,29,182,283,160,99,59,213,154,35,33,45,45,26,0,64,1416
4006,0,0,0,4,15,9,16,30,4,4,3,5,4,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,0,19,10,0,0,0,0,10,0,0,46,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,13,17,50,145,55,15,3,33,7,0,0,6,0,0,0,27,349,0,0,0,3,0,4,0,0,0,0,0,0,0,0,5,15,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,17,0,8,12,10,12,15,15,10,8,5,5,15,0,0,7,120,38,145,199,101,85,49,136,127,32,31,31,43,29,0,40,1092
4007,0,0,0,6,12,6,19,36,0,5,4,6,0,0,8,108,0,0,3,10,12,4,0,0,0,0,0,0,0,0,0,29,0,0,4,0,0,4,10,0,0,0,0,0,3,0,0,24,0,3,9,8,13,12,20,14,0,3,0,0,0,0,0,88,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,4,0,0,11,0,0,8,0,5,3,0,0,32,94,472,1353,649,281,122,210,100,11,8,12,15,3,0,145,3471,0,0,10,25,17,15,22,11,0,0,3,6,0,0,3,106,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,19,25,53,71,51,31,28,48,40,7,5,13,10,6,0,6,379,182,825,1621,927,504,263,473,247,38,52,45,46,26,13,202,5469
4008,0,0,0,15,22,24,70,87,12,15,20,20,5,3,10,320,5,0,11,4,5,0,0,3,0,0,0,0,0,0,0,22,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,9,0,0,0,8,0,3,74,35,8,5,10,12,6,0,0,155,0,0,0,0,0,5,6,4,3,5,0,8,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,3,0,0,0,20,19,110,1141,396,77,28,40,10,0,8,6,3,0,9,88,1924,0,0,0,6,6,3,4,0,0,0,3,0,0,0,0,24,0,0,0,0,7,0,4,0,0,0,0,0,4,0,0,14,5,28,80,83,20,27,58,22,5,9,25,3,0,5,13,377,38,261,1396,601,188,128,407,267,55,65,120,76,37,27,152,3820
5000,0,0,5,27,151,132,750,1008,206,161,187,226,82,31,114,3085,23,13,15,13,109,15,20,10,9,0,6,0,3,0,8,250,0,9,36,66,58,44,80,24,9,3,3,12,3,0,22,375,0,12,49,118,267,384,1229,389,52,54,54,86,61,22,75,2841,4,9,12,7,23,20,55,28,10,6,5,20,6,0,27,246,0,0,0,0,0,5,41,73,15,11,57,72,16,0,9,297,0,0,4,15,43,62,205,132,41,38,43,48,25,6,40,697,346,1149,5393,3653,2719,1689,3035,1251,116,98,148,253,76,22,931,20868,4,12,84,140,115,112,173,114,24,17,34,46,23,8,27,932,0,0,3,18,106,59,82,83,21,19,17,11,17,9,100,548,78,182,704,552,744,659,1634,841,166,167,246,538,239,237,504,7480,838,2552,7521,6502,7170,5489,11428,6746,1045,941,1310,2074,842,482,3021,57974
5001,0,0,0,9,27,28,269,123,34,18,24,28,9,3,8,584,9,3,5,3,6,6,4,0,3,0,0,0,0,0,0,43,0,0,4,8,4,3,3,3,0,0,0,4,0,0,0,30,0,5,10,13,28,39,172,76,14,14,16,20,0,0,8,420,0,3,0,0,0,6,3,7,0,0,10,0,0,0,0,29,0,0,0,0,0,0,5,3,0,0,0,5,0,0,0,19,0,0,0,0,4,11,45,41,15,0,5,0,3,0,5,140,97,212,921,574,347,195,273,113,15,8,12,20,7,0,97,2895,0,0,5,31,22,16,17,9,4,0,0,5,0,0,0,114,0,0,0,3,0,7,9,7,0,0,3,0,0,0,15,40,19,29,60,49,59,45,156,87,34,16,19,17,9,42,36,683,182,466,1197,846,745,499,1268,657,149,98,120,148,45,64,271,6760
5002,0,0,0,0,11,8,60,91,15,4,12,12,4,0,4,220,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,15,0,0,9,4,0,5,6,0,0,0,0,0,0,0,0,28,0,0,4,11,13,21,58,19,0,8,0,0,0,0,0,139,0,0,0,0,3,0,13,7,0,0,4,4,0,0,0,24,0,0,0,0,0,0,3,11,0,0,0,7,4,0,0,26,0,0,0,0,3,13,18,16,5,0,3,11,0,0,3,68,11,41,219,170,175,95,188,89,6,7,8,16,8,0,31,1062,0,3,0,11,3,5,12,14,0,3,0,7,0,0,0,73,0,0,0,0,0,0,3,6,0,4,5,0,0,3,0,24,0,15,26,40,43,37,112,66,12,28,22,76,39,5,21,538,37,131,329,350,392,281,688,472,72,80,91,217,87,14,103,3348
5003,0,0,0,15,47,58,321,300,53,40,45,50,33,4,19,991,9,4,0,5,33,9,10,13,0,0,0,0,0,0,3,92,3,8,5,13,9,16,44,14,6,4,7,0,4,0,3,123,0,5,20,44,71,114,702,303,20,47,38,43,14,7,22,1443,0,0,3,0,7,11,23,15,8,5,4,0,0,4,0,71,0,0,0,0,0,4,13,36,4,12,22,39,17,0,0,148,0,0,0,7,8,9,67,27,10,12,11,10,3,0,6,171,113,251,1189,783,620,341,833,384,43,18,24,47,28,4,127,4814,0,0,18,42,23,7,41,23,5,0,3,8,0,7,4,177,0,0,0,5,7,19,32,22,4,8,6,6,5,0,3,118,27,38,106,122,156,138,517,286,39,60,36,50,38,20,41,1671,258,644,1625,1375,1609,1190,3860,2463,314,350,337,427,209,75,404,15148
5004,0,0,0,0,17,9,50,31,12,3,5,15,5,0,3,155,0,0,5,0,11,0,0,6,0,0,0,0,0,0,0,32,0,3,4,10,7,14,5,10,0,0,0,0,0,0,0,57,0,0,5,34,60,73,165,80,14,19,5,16,11,0,3,491,0,0,0,3,0,0,12,24,0,3,0,3,0,0,0,49,0,0,0,0,0,0,5,20,6,0,0,4,0,0,0,42,0,0,0,0,6,9,35,20,8,0,3,8,0,0,0,90,73,204,902,606,511,262,526,244,38,12,22,41,29,11,127,3604,3,4,8,28,15,21,30,24,0,9,0,4,6,5,6,158,0,0,0,4,7,11,15,21,4,0,0,7,0,0,3,65,17,26,91,78,90,66,166,117,23,23,27,32,16,4,17,784,156,380,1180,1021,1045,709,1461,963,148,122,120,173,93,36,248,7861
5005,0,0,0,0,6,5,8,31,4,5,6,10,5,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,4,0,6,0,0,0,0,0,0,0,0,13,0,0,0,0,6,13,82,21,0,3,4,10,0,0,0,146,0,0,0,0,0,0,8,14,0,3,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,0,3,5,0,5,0,0,0,35,11,48,151,69,67,41,76,28,0,12,0,4,4,0,31,533,0,0,6,6,0,4,6,6,0,0,0,5,0,0,0,29,0,0,0,0,0,0,4,0,0,0,0,0,3,3,0,17,0,3,24,3,22,12,39,22,3,6,4,5,5,0,10,164,29,83,218,155,193,156,341,196,24,39,33,62,29,6,56,1624
5006,0,0,0,7,38,33,115,150,31,25,15,24,12,5,11,458,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,11,0,0,0,10,9,3,16,6,0,0,0,0,0,0,0,44,0,0,8,16,21,24,203,148,7,14,12,8,8,9,3,484,0,0,0,0,3,6,13,6,0,4,0,0,0,0,0,35,0,0,0,0,0,3,6,13,0,0,3,4,0,0,0,34,0,0,0,3,9,15,32,24,11,13,0,6,9,4,6,133,39,119,510,278,155,106,283,165,12,11,7,8,3,3,67,1763,0,0,5,10,13,13,22,16,0,3,0,3,7,0,5,102,0,0,0,11,26,17,12,16,3,4,3,3,5,0,3,109,15,17,67,50,69,58,148,94,15,21,26,15,21,7,14,624,113,262,718,568,542,453,1240,936,132,146,115,109,96,49,159,5630
5007,0,0,0,8,30,35,210,244,30,38,51,66,14,8,11,751,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,14,0,0,7,5,3,5,7,5,0,0,0,0,0,0,0,32,0,0,0,3,12,35,233,116,10,25,27,25,26,4,11,525,0,0,0,0,0,0,17,11,3,0,0,6,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,18,0,0,0,0,3,20,49,42,18,12,8,10,0,3,3,172,5,39,196,152,87,83,134,97,7,14,19,13,9,8,23,887,0,0,3,6,3,9,16,12,0,0,0,0,0,0,0,51,0,0,0,4,0,0,8,18,6,0,0,8,6,0,0,49,0,14,32,45,50,63,382,247,50,60,88,102,51,34,17,1233,25,96,312,357,482,603,2051,1593,206,239,338,394,173,90,163,7122
5008,0,0,0,8,17,8,124,126,23,23,21,19,9,0,10,395,0,0,0,4,9,0,5,4,0,0,0,0,0,0,0,17,0,0,0,3,0,8,9,4,0,0,0,3,0,0,0,31,0,0,0,4,18,27,104,46,0,0,5,11,6,8,0,235,0,0,0,0,4,0,9,15,3,0,0,0,0,0,0,36,0,0,0,0,0,0,6,24,0,0,0,7,0,0,0,32,0,0,0,3,5,8,39,31,8,10,6,14,4,0,4,134,3,15,121,104,108,69,165,98,8,6,7,11,3,0,18,736,0,0,0,3,4,3,10,16,0,0,0,4,0,0,0,41,0,0,0,0,5,0,5,11,4,3,0,3,0,0,0,41,3,4,19,35,37,39,139,116,32,15,28,30,27,5,19,543,11,32,176,251,354,322,1100,896,143,114,124,175,99,33,88,3918
5009,9,5,52,406,2084,1774,9029,10202,1730,1247,1169,1484,527,158,487,30365,198,88,169,366,2209,652,563,501,63,61,67,54,29,10,101,5131,67,138,438,1447,2356,2294,4554,1773,349,381,372,408,308,56,237,15180,19,84,416,1567,3505,4983,16037,6689,887,706,850,951,507,275,418,37905,46,73,179,370,824,813,2350,1993,258,252,286,671,302,24,107,8552,0,0,3,22,241,357,668,1162,150,151,210,290,55,15,69,3384,4,4,36,192,729,823,2724,1753,429,346,355,374,200,65,240,8271,2157,6390,35007,27640,28993,18815,43832,22637,2131,1728,1722,1846,1075,404,3944,198306,29,84,443,774,962,1063,1970,1382,278,274,307,399,324,139,213,8651,5,0,26,1630,4628,2734,2813,2129,509,510,435,586,306,76,639,17031,840,1371,6638,7357,11103,14062,32004,18083,4003,3765,4207,5499,2313,538,2190,113985,6347,19883,58570,58352,89249,77733,194269,126569,20205,18249,20326,25287,11751,3395,14882,745077
5010,0,0,0,0,14,15,90,188,43,20,31,42,11,0,10,465,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,10,0,0,0,4,23,0,4,0,0,0,11,0,0,0,0,50,0,0,3,8,10,18,120,39,0,0,9,10,8,0,10,227,0,0,0,0,0,3,11,5,4,0,9,7,4,0,0,48,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,3,23,35,10,3,6,0,0,0,5,91,3,14,100,73,87,43,110,67,12,5,9,6,6,3,22,561,0,0,0,0,0,10,10,0,0,4,5,0,0,0,0,32,0,0,0,0,0,0,0,11,0,9,0,6,0,0,0,30,0,5,20,16,33,38,168,96,8,19,22,28,11,6,13,499,6,40,156,172,343,277,1067,820,124,120,152,204,70,26,89,3667
6000,0,0,5,9,68,50,111,114,33,30,32,23,14,3,33,522,5,4,13,14,41,19,17,9,0,3,0,3,0,0,0,121,0,11,13,13,10,13,11,12,0,0,0,4,0,0,0,95,0,8,24,58,73,92,184,46,18,4,20,18,7,6,9,565,0,0,3,6,13,3,11,34,10,17,12,3,0,3,7,122,0,0,0,0,0,0,18,30,0,7,14,4,0,0,9,83,0,0,0,3,13,19,42,30,11,6,7,5,6,0,21,168,188,890,2417,1559,930,474,712,207,53,36,22,50,7,5,362,7901,6,8,59,104,85,68,146,68,19,10,13,10,12,3,13,623,0,0,0,7,0,3,11,25,8,0,0,0,4,0,9,74,35,150,309,275,280,177,268,182,50,38,42,93,35,13,60,2006,391,1626,3422,2847,2445,1545,2319,1427,422,385,370,390,162,51,760,18559
6001,0,0,0,4,14,10,11,21,8,0,13,9,0,0,10,102,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,13,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,12,14,17,9,0,0,10,6,0,0,5,77,0,0,0,0,0,4,11,10,0,19,15,16,4,3,3,86,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,16,0,0,0,0,3,5,10,5,4,0,0,0,0,3,3,39,39,128,305,194,81,45,57,27,0,3,5,3,9,3,39,930,0,0,9,7,4,9,21,11,0,0,0,0,4,0,3,69,0,0,0,6,0,0,4,8,0,0,0,3,0,0,3,22,11,22,46,31,32,32,48,31,8,17,16,15,8,0,15,316,68,235,446,321,262,222,339,273,77,108,127,121,44,24,111,2761
6002,0,0,0,4,24,25,33,34,10,4,8,6,0,3,5,168,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,0,0,0,6,0,0,0,9,0,0,0,0,0,0,0,13,0,0,7,4,6,8,31,9,0,0,0,4,0,0,0,81,0,0,0,0,0,0,14,30,10,8,3,0,0,0,0,71,0,0,0,0,0,0,3,20,4,11,19,24,3,0,4,89,0,0,0,0,0,3,15,5,11,3,4,0,0,0,0,41,35,156,380,222,106,41,66,21,4,5,4,8,3,0,36,1098,0,0,3,9,11,9,18,9,0,0,0,0,4,0,5,66,0,0,0,4,3,0,9,9,0,0,7,6,0,0,0,48,4,27,44,22,30,40,49,29,3,9,14,38,8,19,28,355,66,280,530,358,293,202,407,360,138,166,179,190,54,29,104,3361
6003,0,0,8,30,143,98,226,230,77,66,91,69,54,3,33,1127,23,34,32,30,107,44,30,23,0,0,0,5,0,0,9,336,7,10,14,27,23,28,70,58,16,28,25,19,12,0,10,349,3,20,44,103,122,144,309,109,28,34,44,55,26,22,5,1068,0,0,4,9,27,21,94,308,115,80,63,56,21,0,11,821,0,0,0,0,7,16,41,192,24,28,33,21,3,0,6,377,0,0,0,8,24,40,174,104,30,26,18,21,12,4,10,464,309,1024,2325,1529,931,556,1007,468,78,60,84,80,46,28,286,8809,0,10,60,110,93,143,240,159,30,27,36,45,26,5,21,1013,0,0,3,23,23,24,116,367,87,92,77,110,49,4,37,1014,113,211,336,397,421,454,1089,991,362,348,358,299,119,24,109,5638,695,2303,3786,3135,3078,2554,6636,9131,3116,2988,2784,2464,884,181,1031,44767
6004,0,0,0,8,64,71,96,79,35,16,43,32,8,0,19,466,7,0,12,6,25,13,8,6,0,0,0,0,0,0,5,88,4,0,8,0,7,9,21,25,8,10,9,8,6,0,0,115,0,3,16,25,36,43,90,19,0,5,14,10,5,9,4,288,0,0,0,3,10,0,26,49,42,27,36,27,10,7,3,248,0,0,0,0,0,7,11,42,3,16,9,6,0,0,0,90,0,0,0,0,4,15,37,24,5,9,11,3,0,0,3,124,103,445,922,597,356,147,290,112,12,25,23,22,13,4,96,3171,0,0,8,35,31,34,73,38,3,11,15,13,0,0,3,260,0,0,0,3,12,0,24,80,31,11,20,26,12,0,4,232,22,67,133,121,120,94,466,453,156,145,156,170,96,19,58,2257,188,923,1373,1077,1026,731,2060,2552,943,951,906,871,354,66,339,14363
6005,0,0,0,0,8,10,6,8,3,3,0,4,0,0,9,56,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,6,0,7,0,0,0,0,6,0,0,0,24,0,0,0,0,5,0,0,0,5,0,4,4,0,0,0,12,0,0,0,0,0,0,0,0,0,10,0,6,0,0,0,16,0,0,0,0,4,0,7,3,0,0,0,0,0,0,0,13,27,69,201,125,43,28,28,11,0,3,0,0,0,0,13,556,0,3,0,8,0,4,5,8,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,6,12,12,18,10,8,14,13,9,12,0,22,9,0,3,140,47,192,268,193,137,88,105,105,37,39,27,51,14,0,46,1345
7000,0,0,0,8,65,75,119,158,30,29,43,63,17,5,36,643,0,0,3,4,9,6,7,5,0,0,0,0,0,0,0,38,0,0,10,6,3,0,9,4,0,0,0,0,0,0,0,32,0,0,8,18,25,30,101,35,4,14,4,8,15,4,8,264,0,0,3,5,4,7,17,28,12,11,11,4,0,0,0,105,0,0,0,0,0,0,3,17,0,0,0,7,0,0,0,36,0,0,3,13,29,15,45,36,8,11,10,16,8,0,13,208,26,125,466,313,213,139,256,132,21,18,39,72,22,0,88,1929,0,5,22,19,12,15,25,30,0,0,9,12,7,4,5,155,0,0,0,19,42,24,35,40,10,8,5,23,4,0,29,243,6,44,103,135,153,147,281,164,60,45,62,115,115,19,71,1518,62,339,840,896,964,798,1444,1139,301,256,332,523,270,51,370,8582
7001,0,0,0,3,55,47,138,119,40,29,33,56,27,8,19,576,0,0,4,0,6,0,9,3,0,0,0,0,0,0,0,26,0,0,0,0,4,5,3,0,0,0,3,0,0,0,0,22,0,0,0,4,18,13,70,47,4,0,11,0,0,0,5,175,0,0,0,4,7,4,19,42,19,9,13,5,0,3,0,122,0,0,0,0,0,10,19,27,3,0,5,3,0,0,0,71,0,0,0,0,5,3,24,12,0,0,6,6,5,0,0,74,4,64,204,154,90,76,112,77,14,12,18,8,7,7,27,875,0,0,5,18,18,36,38,87,31,46,67,120,109,100,14,695,0,0,0,9,7,11,9,18,4,12,6,14,0,4,0,89,8,21,52,57,69,101,460,207,78,56,43,44,26,23,24,1280,20,163,348,402,455,508,1614,1309,397,360,431,519,257,187,169,7147
7002,0,3,5,114,489,305,1490,1429,310,280,251,286,78,21,94,5158,9,0,4,8,34,8,15,9,10,11,0,0,0,0,0,108,0,5,21,52,36,31,40,20,5,22,15,19,11,0,10,287,0,6,9,26,31,54,220,101,44,25,35,69,16,3,9,654,0,0,12,37,70,49,138,236,130,116,126,108,31,3,19,1078,0,0,0,6,12,12,81,178,43,28,22,20,0,0,9,411,0,0,10,40,85,99,257,156,47,34,30,40,13,5,28,841,56,277,954,669,486,364,781,585,93,71,90,149,72,53,124,4832,3,0,20,46,34,48,74,87,9,17,30,15,17,3,10,427,0,0,0,53,131,83,149,222,84,76,68,80,49,7,33,1034,22,89,309,771,742,558,1218,995,316,222,235,397,130,29,176,6216,163,759,2134,2846,3408,2774,7858,8028,2255,2209,2115,2359,865,275,977,39020
8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,8,4,8,4,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,7,7,0,0,0,0,0,0,0,0,25,5,15,16,16,12,14,18,6,0,5,6,12,0,0,0,125
8001,0,3,31,166,669,594,1226,1344,304,283,328,338,143,48,91,5560,45,42,74,88,443,119,107,62,10,9,15,8,5,0,18,1043,8,24,62,145,169,128,280,159,49,46,36,20,17,20,22,1201,0,38,58,195,230,367,737,461,67,84,71,105,28,17,28,2488,0,17,58,120,522,570,932,652,99,114,89,97,32,14,28,3361,0,0,6,15,61,87,160,184,47,36,41,26,14,0,9,703,0,6,14,83,169,238,509,317,61,76,66,76,33,12,50,1714,461,1641,4018,2660,1939,1289,2359,1280,191,159,169,168,104,55,327,16821,13,30,170,336,369,454,765,538,99,141,148,182,161,67,43,3519,0,5,24,560,854,603,760,566,157,155,138,134,64,4,132,4146,322,780,1991,2269,2496,2726,4665,3280,828,973,1115,1224,554,136,453,23828,1560,4963,10174,10090,13157,13838,29697,23238,5774,6884,6671,5986,2715,780,2625,138148
9000,0,0,0,0,3,3,18,26,8,0,0,0,0,0,6,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,4,14,18,0,6,0,0,0,0,0,0,0,4,51,0,0,0,0,4,4,14,7,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,4,0,0,0,0,0,0,20,3,12,32,27,21,6,32,12,3,0,6,0,0,3,9,166,0,0,0,3,0,7,5,5,0,0,0,6,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,5,0,10,11,12,12,34,21,0,3,3,4,3,0,105,217,13,39,103,200,251,112,230,150,35,24,25,21,21,5,308,1529
