SUA_CODE_2021,M15_19_C_Own_chld_childr,M15_19_C_Oth_ch_chiln,M15_19_Ca_Ow_ch_ch_oth_ch_ch,M15_19_yr_C_for_Tot,M15_19_D_not_prov_ch_care,M15_19_U_ch_care_ns,M15_19_OS_vis,M15_19_yr_Tot,M20_24_C_Own_chld_childr,M20_24_C_Oth_ch_chiln,M20_24_Ca_Ow_ch_ch_oth_ch_ch,M20_24_yr_C_for_Tot,M20_24_D_not_prov_ch_care,M20_24_U_ch_care_ns,M20_24_OS_vis,M20_24_yr_Tot,M25_34_C_Own_chld_childr,M25_34_C_Oth_ch_chiln,M25_34_Ca_Ow_ch_ch_oth_ch_ch,M25_34_yr_C_for_Tot,M25_34_D_not_prov_ch_care,M25_34_U_ch_care_ns,M25_34_OS_vis,M25_34_yr_Tot,M35_44_C_Own_chld_childr,M35_44_C_Oth_ch_chiln,M35_44_Ca_Ow_ch_ch_oth_ch_ch,M35_44_yr_C_for_Tot,M35_44_D_not_prov_ch_care,M35_44_U_ch_care_ns,M35_44_OS_vis,M35_44_yr_Tot,M45_54_C_Own_chld_childr,M45_54_C_Oth_ch_chiln,M45_54_Ca_Ow_ch_ch_oth_ch_ch,M45_54_yr_C_for_Tot,M45_54_D_not_prov_ch_care,M45_54_U_ch_care_ns,M45_54_OS_vis,M45_54_yr_Tot,M55_64_C_Own_chld_childr,M55_64_C_Oth_ch_chiln,M55_64_Ca_Ow_ch_ch_oth_ch_ch,M55_64_yr_C_for_Tot,M55_64_D_not_prov_ch_care,M55_64_U_ch_care_ns,M55_64_OS_vis,M55_64_yr_Tot,M65_74_C_Own_chld_childr,M65_74_C_Oth_ch_chiln,M65_74_Ca_Ow_ch_ch_oth_ch_ch,M65_74_yr_C_for_Tot,M65_74_D_not_prov_ch_care,M65_74_U_ch_care_ns,M65_74_OS_vis,M65_74_yr_Tot,M75_84_C_Own_chld_childr,M75_84_C_Oth_ch_chiln,M75_84_Ca_Ow_ch_ch_oth_ch_ch,M75_84_yr_C_for_Tot,M75_84_D_not_prov_ch_care,M75_84_U_ch_care_ns,M75_84_OS_vis,M75_84_yr_Tot,M85ovr_C_Own_chld_childr,M85ovr_C_Oth_ch_chiln,M85ov_Ca_Ow_ch_ch_oth_ch_ch,M85ovr_C_for_Tot,M85ovr_D_not_prov_ch_care,M85ovr_U_ch_care_ns,M85ovr_OS_vis,M85ovr_Tot,MTot_C_Own_chld_childrn,MTot_C_Oth_ch_chiln,MTot_Ca_Ow_ch_ch_oth_ch_ch,MTot_C_for_Tot,MTot_D_not_prov_ch_care,MTot_U_ch_care_ns,MTot_OS_vis,MTot_Tot,F15_19_C_Own_chld_childr,F15_19_C_Oth_ch_chiln,F15_19_Ca_Ow_ch_ch_oth_ch_ch,F15_19_yr_C_for_Tot,F15_19_D_not_prov_ch_care,F15_19_U_ch_care_ns,F15_19_OS_vis,F15_19_yr_Tot,F20_24_C_Own_chld_childr,F20_24_C_Oth_ch_chiln,F20_24_Ca_Ow_ch_ch_oth_ch_ch,F20_24_yr_C_for_Tot,F20_24_D_not_prov_ch_care,F20_24_U_ch_care_ns,F20_24_OS_vis,F20_24_yr_Tot,F25_34_C_Own_chld_childr,F25_34_C_Oth_ch_chiln,F25_34_Ca_Ow_ch_ch_oth_ch_ch,F25_34_yr_C_for_Tot,F25_34_D_not_prov_ch_care,F25_34_U_ch_care_ns,F25_34_OS_vis,F25_34_yr_Tot,F35_44_C_Own_chld_childr,F35_44_C_Oth_ch_chiln,F35_44_Ca_Ow_ch_ch_oth_ch_ch,F35_44_yr_C_for_Tot,F35_44_D_not_prov_ch_care,F35_44_U_ch_care_ns,F35_44_OS_vis,F35_44_yr_Tot,F45_54_C_Own_chld_childr,F45_54_C_Oth_ch_chiln,F45_54_Ca_Ow_ch_ch_oth_ch_ch,F45_54_yr_C_for_Tot,F45_54_D_not_prov_ch_care,F45_54_U_ch_care_ns,F45_54_OS_vis,F45_54_yr_Tot,F55_64_C_Own_chld_childr,F55_64_C_Oth_ch_chiln,F55_64_Ca_Ow_ch_ch_oth_ch_ch,F55_64_yr_C_for_Tot,F55_64_D_not_prov_ch_care,F55_64_U_ch_care_ns,F55_64_OS_vis,F55_64_yr_Tot,F65_74_C_Own_chld_childr,F65_74_C_Oth_ch_chiln,F65_74_Ca_Ow_ch_ch_oth_ch_ch,F65_74_yr_C_for_Tot,F65_74_D_not_prov_ch_care,F65_74_U_ch_care_ns,F65_74_OS_vis,F65_74_yr_Tot,F75_84_C_Own_chld_childr,F75_84_C_Oth_ch_chiln,F75_84_Ca_Ow_ch_ch_oth_ch_ch,F75_84_yr_C_for_Tot,F75_84_D_not_prov_ch_care,F75_84_U_ch_care_ns,F75_84_OS_vis,F75_84_yr_Tot,F85ovr_C_Own_chld_childr,F85ovr_C_Oth_ch_chiln,F85ov_Ca_Ow_ch_ch_oth_ch_ch,F85ovr_C_for_Tot,F85ovr_D_not_prov_ch_care,F85ovr_U_ch_care_ns,F85ovr_OS_vis,F85ovr_Tot,FTot_C_Own_chld_childrn,FTot_C_Oth_ch_chiln,FTot_Ca_Ow_ch_ch_oth_ch_ch,FTot_C_for_Tot,FTot_D_not_prov_ch_care,FTot_U_ch_care_ns,FTot_OS_vis,FTot_Tot,P15_19_C_Own_chld_childr,P15_19_C_Oth_ch_chiln,P15_19_Ca_Ow_ch_ch_oth_ch_ch,P15_19_yr_C_for_Tot,P15_19_D_not_prov_ch_care,P15_19_U_ch_care_ns,P15_19_OS_vis,P15_19_yr_Tot,P20_24_C_Own_chld_childr,P20_24_C_Oth_ch_chiln,P20_24_Ca_Ow_ch_ch_oth_ch_ch,P20_24_yr_C_for_Tot,P20_24_D_not_prov_ch_care,P20_24_U_ch_care_ns,P20_24_OS_vis,P20_24_yr_Tot,P25_34_C_Own_chld_childr,P25_34_C_Oth_ch_chiln,P25_34_Ca_Ow_ch_ch_oth_ch_ch,P25_34_yr_C_for_Tot,P25_34_D_not_prov_ch_care,P25_34_U_ch_care_ns,P25_34_OS_vis,P25_34_yr_Tot,P35_44_C_Own_chld_childr,P35_44_C_Oth_ch_chiln,P35_44_Ca_Ow_ch_ch_oth_ch_ch,P35_44_yr_C_for_Tot,P35_44_D_not_prov_ch_care,P35_44_U_ch_care_ns,P35_44_OS_vis,P35_44_yr_Tot,P45_54_C_Own_chld_childr,P45_54_C_Oth_ch_chiln,P45_54_Ca_Ow_ch_ch_oth_ch_ch,P45_54_yr_C_for_Tot,P45_54_D_not_prov_ch_care,P45_54_U_ch_care_ns,P45_54_OS_vis,P45_54_yr_Tot
6002,5,27,0,37,826,43,0,902,51,29,0,78,744,41,9,870,556,57,34,644,1222,114,12,1994,803,34,27,860,651,86,11,1608,426,71,17,512,1261,101,0,1878,93,150,4,244,1534,86,0,1864,22,175,0,199,1503,94,3,1798,6,41,0,47,969,106,0,1118,0,0,0,0,292,39,0,340,1950,584,85,2618,9001,714,39,12378,10,70,0,81,726,39,0,841,115,61,6,183,633,37,0,857,833,91,74,996,976,110,8,2095,1024,90,78,1189,533,78,3,1801,435,183,28,648,1327,70,0,2043,39,399,8,447,1599,100,8,2146,11,279,0,291,1650,111,0,2045,0,42,0,43,1100,112,5,1261,0,4,0,5,473,73,0,553,2472,1223,193,3882,9009,723,27,13639,14,101,0,117,1553,76,0,1748,164,92,11,263,1371,79,9,1723,1390,146,105,1645,2198,223,22,4087,1823,125,103,2052,1186,164,13,3410,863,254,46,1156,2586,167,0,3922
6003,16,275,3,294,5694,314,0,6302,207,205,8,420,6231,362,53,7068,3543,483,101,4124,13546,1125,148,18937,7092,277,283,7648,5755,779,42,14225,4246,390,158,4787,7508,598,22,12913,804,1000,22,1825,10167,519,22,12535,143,1734,4,1879,8383,497,22,10782,23,466,0,486,5054,375,7,5922,0,22,0,24,1783,179,4,1988,16062,4857,581,21493,64126,4744,311,90667,34,530,9,567,5058,286,6,5915,421,462,26,907,5664,322,9,6908,5254,806,310,6368,11394,886,31,18677,8479,539,619,9638,4766,627,14,15040,4234,951,226,5405,8183,483,17,14097,374,2731,23,3131,10301,438,42,13914,82,2948,11,3041,8720,514,22,12293,22,557,0,577,6294,509,15,7395,0,23,0,28,2976,328,4,3338,18905,9533,1228,29663,63349,4389,159,97566,48,801,8,863,10751,603,6,12221,629,666,37,1328,11890,685,69,13971,8800,1285,409,10492,24937,2012,175,37614,15567,820,905,17285,10520,1405,49,29266,8476,1338,379,10196,15693,1075,41,27007
6004,9,116,0,124,2425,165,3,2718,126,109,5,237,2584,221,44,3093,1537,168,51,1759,4735,443,10,6949,2696,123,98,2913,2097,256,10,5271,1537,145,47,1725,3365,243,3,5340,307,379,7,697,4143,227,3,5067,34,556,3,594,3423,206,5,4224,9,126,0,137,2274,178,0,2589,0,6,0,8,756,104,0,865,6257,1728,208,8196,25802,2037,87,36120,22,232,0,256,2278,124,5,2655,248,177,14,439,2298,182,4,2922,2293,303,150,2747,3574,308,39,6666,3266,174,194,3640,1848,206,11,5698,1583,431,81,2098,3621,213,10,5951,130,1022,6,1154,4252,201,10,5610,27,945,3,974,3743,233,5,4962,14,148,3,169,2821,232,0,3220,0,10,0,10,1347,167,3,1526,7586,3443,459,11486,25789,1869,75,39222,33,350,0,379,4706,288,8,5380,372,286,25,677,4888,407,47,6017,3828,479,198,4510,8308,753,46,13617,5967,298,289,6553,3943,460,20,10973,3122,580,125,3826,6988,454,15,11285
6005,3,18,0,21,369,37,0,429,17,15,0,33,290,19,0,339,233,21,10,264,424,35,0,724,371,21,26,416,249,42,0,709,213,38,7,264,543,38,0,843,49,94,3,153,834,36,0,1018,9,98,0,104,809,60,0,971,0,7,0,14,528,43,0,576,0,0,0,0,171,24,0,197,900,319,44,1258,4213,338,4,5814,3,28,0,34,354,22,0,407,40,35,0,74,260,22,0,354,344,43,25,407,330,29,6,777,463,44,33,544,222,28,0,796,212,114,9,333,605,36,0,972,14,239,0,256,899,38,0,1190,6,140,0,144,889,50,0,1085,0,22,0,28,639,60,0,722,0,0,0,0,272,21,0,297,1080,667,73,1818,4467,311,3,6604,12,46,0,57,723,64,0,840,53,52,0,110,555,41,0,696,578,59,38,672,750,65,6,1499,836,59,57,956,471,76,0,1500,424,151,17,594,1150,70,0,1816
7000,67,679,34,777,1840,437,6,3064,297,568,112,974,1796,592,78,3431,1498,721,340,2557,3550,1515,119,7739,2105,511,296,2909,2386,1323,43,6663,1061,606,148,1816,3175,1271,25,6281,235,497,55,787,4107,1138,25,6058,67,340,21,425,3369,770,21,4582,10,65,0,75,876,201,0,1152,0,7,0,8,86,15,0,113,5339,3991,1008,10336,21184,7253,319,39092,133,699,62,895,1495,379,5,2774,509,620,190,1318,1419,368,24,3127,2212,840,555,3605,2851,956,91,7509,2417,723,459,3601,1779,728,12,6116,865,992,212,2070,2938,767,9,5784,117,950,96,1166,3795,814,29,5805,46,514,23,580,2646,584,9,3824,0,75,12,91,569,116,4,780,3,13,0,20,96,12,0,125,6313,5434,1609,13349,17582,4721,182,35841,198,1375,100,1672,3331,817,10,5841,804,1186,301,2293,3212,958,95,6559,3707,1559,893,6162,6402,2474,217,15249,4520,1242,755,6514,4160,2047,56,12784,1927,1592,359,3883,6111,2036,35,12062
7001,10,42,0,50,656,67,0,778,35,28,0,68,520,74,5,665,506,59,10,581,1521,251,16,2373,841,58,32,925,982,200,10,2120,404,61,19,474,1052,176,0,1707,87,87,3,180,1388,217,9,1790,27,97,0,124,1001,182,3,1308,0,21,0,19,302,45,0,368,0,0,0,0,49,5,0,60,1911,450,65,2428,7467,1210,54,11161,14,75,0,94,578,85,0,759,79,59,3,147,521,76,0,739,770,129,54,964,1581,250,17,2809,992,91,67,1150,839,219,5,2215,389,152,21,559,1156,198,3,1920,47,240,6,298,1436,235,7,1970,11,170,5,183,920,157,3,1266,5,21,0,25,322,47,4,399,0,0,0,4,101,25,0,127,2313,942,164,3418,7445,1289,50,12203,24,118,0,143,1230,153,0,1534,113,88,5,213,1033,144,13,1399,1283,193,65,1541,3105,505,35,5185,1832,142,100,2077,1821,415,10,4333,791,208,35,1034,2208,379,6,3622
7002,7,187,0,197,2992,386,89,3666,129,154,7,292,3769,743,1096,5898,2234,273,67,2574,8223,1837,504,13139,4340,200,147,4688,4446,1427,153,10720,2359,250,56,2663,5036,1235,68,9005,476,488,14,974,5805,1023,72,7871,125,567,4,694,4401,717,32,5848,13,117,3,131,1668,245,7,2051,0,10,0,10,315,57,0,378,9681,2253,297,12232,36653,7671,2029,58580,34,331,9,369,2760,361,12,3496,316,248,13,585,3121,482,114,4303,3682,501,209,4391,7493,1512,167,13568,5280,347,335,5965,3907,1157,46,11078,2089,550,117,2752,5105,984,24,8863,204,1166,7,1376,5496,872,73,7821,52,1010,5,1070,3741,593,44,5450,8,170,0,175,1527,231,8,1944,5,7,0,8,371,78,8,462,11671,4329,699,16698,33517,6271,492,56978,46,521,9,567,5752,745,99,7165,444,398,23,868,6886,1228,1217,10204,5918,775,280,6965,15715,3351,675,26707,9626,550,479,10656,8354,2590,199,21793,4445,800,171,5416,10144,2216,84,17865
8000,0,0,0,0,36,5,0,46,0,0,0,0,20,0,0,24,18,0,0,17,40,3,0,63,39,0,0,44,29,0,0,74,32,3,0,35,39,3,0,79,3,5,0,8,41,10,0,57,0,3,0,3,45,12,0,64,0,4,0,4,13,4,0,18,0,0,0,0,4,0,0,4,94,17,0,115,272,39,0,420,0,3,0,3,30,6,0,42,0,0,0,0,31,5,0,30,23,3,0,28,33,4,0,69,53,0,0,53,22,3,0,71,30,7,0,37,35,6,0,77,3,16,0,17,53,7,0,80,0,9,0,14,31,3,0,54,0,4,0,4,16,0,0,15,0,0,0,0,6,0,0,6,107,42,0,154,253,31,0,442,0,3,0,3,72,9,0,78,0,0,0,0,50,5,0,56,43,4,0,50,76,5,0,128,91,0,0,91,47,6,0,143,58,10,0,66,76,14,0,156
8001,44,662,4,705,13065,709,19,14499,232,436,6,669,16557,1179,50,18465,7002,851,151,8004,31209,2437,90,41742,18664,599,577,19835,15306,1702,104,36952,10962,656,315,11930,17275,1193,76,30480,1967,1832,56,3860,19107,928,63,23954,263,3310,16,3584,13290,662,68,17614,49,944,9,999,7706,495,22,9228,4,59,0,66,2722,287,7,3079,39185,9346,1124,49651,136243,9604,517,196016,55,1007,7,1070,12232,684,18,14012,559,851,31,1438,15864,1049,43,18395,11126,1433,459,13015,26984,1992,92,42086,21795,978,1119,23895,12294,1321,74,37589,9955,1473,441,11867,18010,966,68,30910,872,4538,61,5467,19112,744,129,25451,186,5413,38,5630,13637,748,93,20110,52,1161,15,1222,9395,627,20,11258,9,54,0,57,4107,525,3,4693,44594,16914,2163,63672,131632,8648,547,204509,96,1672,7,1771,25305,1390,42,28509,788,1284,34,2107,32425,2229,96,36858,18129,2286,606,21026,58187,4433,182,83830,40466,1578,1690,43735,27598,3029,183,74539,20916,2129,757,23804,35289,2155,141,61389
9000,0,6,0,7,87,19,0,110,0,5,0,5,96,45,5,148,49,5,3,57,202,186,4,453,108,12,5,128,120,115,0,365,79,11,5,96,190,98,3,389,24,31,0,52,313,86,3,457,8,23,0,32,264,61,0,361,0,9,0,9,107,32,0,148,0,0,0,0,25,0,0,30,272,89,18,379,1414,655,15,2464,0,6,0,6,84,15,0,113,9,12,0,23,79,20,7,130,70,16,4,92,138,63,0,290,146,13,14,172,95,62,0,332,78,18,6,102,208,69,0,379,12,52,0,69,298,69,0,442,0,30,0,33,226,47,0,309,0,8,0,8,105,32,0,142,0,0,0,0,25,3,0,34,319,163,28,509,1267,381,10,2163,0,14,0,14,168,37,0,220,9,16,0,28,172,71,4,273,121,18,9,145,338,255,8,745,256,21,24,298,218,179,0,701,160,33,13,198,401,165,3,767
