SUA_CODE_2021,M15_19_C_Own_chld_childr,M15_19_C_Oth_ch_chiln,M15_19_Ca_Ow_ch_ch_oth_ch_ch,M15_19_yr_C_for_Tot,M15_19_D_not_prov_ch_care,M15_19_U_ch_care_ns,M15_19_OS_vis,M15_19_yr_Tot,M20_24_C_Own_chld_childr,M20_24_C_Oth_ch_chiln,M20_24_Ca_Ow_ch_ch_oth_ch_ch,M20_24_yr_C_for_Tot,M20_24_D_not_prov_ch_care,M20_24_U_ch_care_ns,M20_24_OS_vis,M20_24_yr_Tot,M25_34_C_Own_chld_childr,M25_34_C_Oth_ch_chiln,M25_34_Ca_Ow_ch_ch_oth_ch_ch,M25_34_yr_C_for_Tot,M25_34_D_not_prov_ch_care,M25_34_U_ch_care_ns,M25_34_OS_vis,M25_34_yr_Tot,M35_44_C_Own_chld_childr,M35_44_C_Oth_ch_chiln,M35_44_Ca_Ow_ch_ch_oth_ch_ch,M35_44_yr_C_for_Tot,M35_44_D_not_prov_ch_care,M35_44_U_ch_care_ns,M35_44_OS_vis,M35_44_yr_Tot,M45_54_C_Own_chld_childr,M45_54_C_Oth_ch_chiln,M45_54_Ca_Ow_ch_ch_oth_ch_ch,M45_54_yr_C_for_Tot,M45_54_D_not_prov_ch_care,M45_54_U_ch_care_ns,M45_54_OS_vis,M45_54_yr_Tot,M55_64_C_Own_chld_childr,M55_64_C_Oth_ch_chiln,M55_64_Ca_Ow_ch_ch_oth_ch_ch,M55_64_yr_C_for_Tot,M55_64_D_not_prov_ch_care,M55_64_U_ch_care_ns,M55_64_OS_vis,M55_64_yr_Tot,M65_74_C_Own_chld_childr,M65_74_C_Oth_ch_chiln,M65_74_Ca_Ow_ch_ch_oth_ch_ch,M65_74_yr_C_for_Tot,M65_74_D_not_prov_ch_care,M65_74_U_ch_care_ns,M65_74_OS_vis,M65_74_yr_Tot,M75_84_C_Own_chld_childr,M75_84_C_Oth_ch_chiln,M75_84_Ca_Ow_ch_ch_oth_ch_ch,M75_84_yr_C_for_Tot,M75_84_D_not_prov_ch_care,M75_84_U_ch_care_ns,M75_84_OS_vis,M75_84_yr_Tot,M85ovr_C_Own_chld_childr,M85ovr_C_Oth_ch_chiln,M85ov_Ca_Ow_ch_ch_oth_ch_ch,M85ovr_C_for_Tot,M85ovr_D_not_prov_ch_care,M85ovr_U_ch_care_ns,M85ovr_OS_vis,M85ovr_Tot,MTot_C_Own_chld_childrn,MTot_C_Oth_ch_chiln,MTot_Ca_Ow_ch_ch_oth_ch_ch,MTot_C_for_Tot,MTot_D_not_prov_ch_care,MTot_U_ch_care_ns,MTot_OS_vis,MTot_Tot,F15_19_C_Own_chld_childr,F15_19_C_Oth_ch_chiln,F15_19_Ca_Ow_ch_ch_oth_ch_ch,F15_19_yr_C_for_Tot,F15_19_D_not_prov_ch_care,F15_19_U_ch_care_ns,F15_19_OS_vis,F15_19_yr_Tot,F20_24_C_Own_chld_childr,F20_24_C_Oth_ch_chiln,F20_24_Ca_Ow_ch_ch_oth_ch_ch,F20_24_yr_C_for_Tot,F20_24_D_not_prov_ch_care,F20_24_U_ch_care_ns,F20_24_OS_vis,F20_24_yr_Tot,F25_34_C_Own_chld_childr,F25_34_C_Oth_ch_chiln,F25_34_Ca_Ow_ch_ch_oth_ch_ch,F25_34_yr_C_for_Tot,F25_34_D_not_prov_ch_care,F25_34_U_ch_care_ns,F25_34_OS_vis,F25_34_yr_Tot,F35_44_C_Own_chld_childr,F35_44_C_Oth_ch_chiln,F35_44_Ca_Ow_ch_ch_oth_ch_ch,F35_44_yr_C_for_Tot,F35_44_D_not_prov_ch_care,F35_44_U_ch_care_ns,F35_44_OS_vis,F35_44_yr_Tot,F45_54_C_Own_chld_childr,F45_54_C_Oth_ch_chiln,F45_54_Ca_Ow_ch_ch_oth_ch_ch,F45_54_yr_C_for_Tot,F45_54_D_not_prov_ch_care,F45_54_U_ch_care_ns,F45_54_OS_vis,F45_54_yr_Tot,F55_64_C_Own_chld_childr,F55_64_C_Oth_ch_chiln,F55_64_Ca_Ow_ch_ch_oth_ch_ch,F55_64_yr_C_for_Tot,F55_64_D_not_prov_ch_care,F55_64_U_ch_care_ns,F55_64_OS_vis,F55_64_yr_Tot,F65_74_C_Own_chld_childr,F65_74_C_Oth_ch_chiln,F65_74_Ca_Ow_ch_ch_oth_ch_ch,F65_74_yr_C_for_Tot,F65_74_D_not_prov_ch_care,F65_74_U_ch_care_ns,F65_74_OS_vis,F65_74_yr_Tot,F75_84_C_Own_chld_childr,F75_84_C_Oth_ch_chiln,F75_84_Ca_Ow_ch_ch_oth_ch_ch,F75_84_yr_C_for_Tot,F75_84_D_not_prov_ch_care,F75_84_U_ch_care_ns,F75_84_OS_vis,F75_84_yr_Tot,F85ovr_C_Own_chld_childr,F85ovr_C_Oth_ch_chiln,F85ov_Ca_Ow_ch_ch_oth_ch_ch,F85ovr_C_for_Tot,F85ovr_D_not_prov_ch_care,F85ovr_U_ch_care_ns,F85ovr_OS_vis,F85ovr_Tot,FTot_C_Own_chld_childrn,FTot_C_Oth_ch_chiln,FTot_Ca_Ow_ch_ch_oth_ch_ch,FTot_C_for_Tot,FTot_D_not_prov_ch_care,FTot_U_ch_care_ns,FTot_OS_vis,FTot_Tot,P15_19_C_Own_chld_childr,P15_19_C_Oth_ch_chiln,P15_19_Ca_Ow_ch_ch_oth_ch_ch,P15_19_yr_C_for_Tot,P15_19_D_not_prov_ch_care,P15_19_U_ch_care_ns,P15_19_OS_vis,P15_19_yr_Tot,P20_24_C_Own_chld_childr,P20_24_C_Oth_ch_chiln,P20_24_Ca_Ow_ch_ch_oth_ch_ch,P20_24_yr_C_for_Tot,P20_24_D_not_prov_ch_care,P20_24_U_ch_care_ns,P20_24_OS_vis,P20_24_yr_Tot,P25_34_C_Own_chld_childr,P25_34_C_Oth_ch_chiln,P25_34_Ca_Ow_ch_ch_oth_ch_ch,P25_34_yr_C_for_Tot,P25_34_D_not_prov_ch_care,P25_34_U_ch_care_ns,P25_34_OS_vis,P25_34_yr_Tot,P35_44_C_Own_chld_childr,P35_44_C_Oth_ch_chiln,P35_44_Ca_Ow_ch_ch_oth_ch_ch,P35_44_yr_C_for_Tot,P35_44_D_not_prov_ch_care,P35_44_U_ch_care_ns,P35_44_OS_vis,P35_44_yr_Tot,P45_54_C_Own_chld_childr,P45_54_C_Oth_ch_chiln,P45_54_Ca_Ow_ch_ch_oth_ch_ch,P45_54_yr_C_for_Tot,P45_54_D_not_prov_ch_care,P45_54_U_ch_care_ns,P45_54_OS_vis,P45_54_yr_Tot
1033,4,31,0,36,647,84,0,763,47,25,3,77,546,68,0,690,436,44,20,494,730,119,6,1352,553,28,31,617,500,127,0,1239,299,62,11,365,890,124,3,1381,77,120,0,204,1343,141,0,1693,15,131,7,147,1412,127,0,1685,5,34,0,35,1000,122,0,1158,0,0,0,0,330,70,0,397,1437,470,77,1981,7402,979,6,10365,7,56,0,65,596,72,0,732,117,44,9,167,439,52,0,659,676,53,42,771,577,141,0,1489,755,47,44,848,407,113,0,1370,328,123,27,480,989,100,0,1564,33,323,3,355,1445,117,0,1918,9,202,0,207,1509,140,0,1856,4,43,0,39,1136,134,0,1315,0,6,0,5,584,116,0,703,1925,886,115,2929,7672,986,6,11592,12,83,0,97,1243,158,0,1494,162,66,11,245,981,120,0,1345,1110,93,62,1264,1307,258,3,2837,1304,74,72,1459,911,245,0,2607,627,178,36,843,1876,223,3,2947
1034,0,13,0,15,385,36,0,437,9,6,0,19,267,29,0,314,214,21,4,236,423,57,0,718,462,19,17,495,292,54,0,843,282,24,3,318,525,58,0,897,48,88,0,139,957,85,0,1171,10,126,0,137,1239,59,0,1436,0,23,0,23,776,48,0,851,0,0,0,0,214,24,0,243,1026,333,25,1382,5072,446,5,6903,0,21,0,21,348,40,0,402,22,23,0,39,211,19,0,277,329,35,22,387,331,49,0,766,552,34,43,624,217,48,0,888,297,65,7,371,549,65,0,982,26,215,0,244,1090,77,0,1413,0,194,0,199,1326,67,0,1587,5,24,0,28,802,54,3,885,0,0,0,4,347,36,0,387,1232,613,76,1921,5218,446,3,7583,3,35,0,33,728,74,0,840,32,26,0,57,481,46,0,585,545,56,23,621,752,105,0,1485,1011,56,55,1121,508,103,0,1733,584,89,17,692,1073,121,0,1883
1035,13,89,5,105,1886,118,0,2109,95,54,5,152,1875,129,12,2163,1087,106,31,1224,2604,241,38,4109,1695,72,59,1817,1318,197,27,3361,901,100,33,1036,1900,189,6,3127,189,267,7,459,2370,141,0,2974,22,323,0,346,1941,121,3,2415,4,58,0,59,1222,127,0,1405,0,6,0,6,454,66,0,525,4000,1068,130,5202,15576,1333,87,22191,20,172,0,194,1724,103,0,2021,222,164,9,399,1882,115,0,2403,1629,226,99,1952,2037,220,0,4208,2129,132,130,2387,1012,182,3,3588,888,272,48,1209,1943,156,3,3310,80,717,5,800,2390,153,0,3344,24,530,5,564,2011,146,0,2720,4,120,0,122,1484,139,3,1755,3,6,0,8,799,151,0,956,4996,2343,293,7629,15280,1368,23,24305,28,266,5,296,3609,223,0,4134,315,221,15,551,3758,245,19,4566,2717,331,128,3174,4639,465,42,8316,3821,199,183,4204,2328,381,37,6951,1794,373,78,2247,3836,350,6,6438
1036,15,302,0,320,8583,494,3,9398,253,212,10,477,9460,554,16,10506,4718,349,90,5158,13275,989,24,19443,10639,297,192,11125,6371,853,12,18355,6450,428,102,6975,10790,798,20,18586,1008,1444,27,2478,15127,672,17,18296,139,1750,6,1895,12121,615,26,14657,40,307,0,344,7761,606,6,8716,5,15,0,19,2577,500,0,3100,23262,5106,432,28801,86069,6071,125,121061,43,587,7,635,7955,495,5,9090,543,433,31,1008,8687,489,14,10192,7354,618,231,8198,10557,965,24,19745,12886,433,349,13667,4830,825,26,19345,6085,1057,156,7299,11570,699,13,19580,490,3520,37,4045,14677,648,27,19399,97,2567,14,2680,12724,643,27,16070,21,373,5,398,9052,771,5,10230,4,24,0,25,3978,901,7,4908,27529,9610,825,37960,84027,6428,142,128561,58,889,5,957,16537,990,8,18488,798,642,42,1481,18146,1041,28,20696,12072,962,326,13357,23831,1951,47,39187,23528,731,542,24797,11198,1673,35,37703,12534,1484,260,14270,22362,1495,34,38165
2000,68,689,3,767,17169,2139,14,20091,554,471,15,1035,13559,1436,33,16064,9634,796,227,10657,19895,3380,131,34061,19545,654,500,20700,12655,3678,50,37084,13454,1218,261,14934,26564,3912,51,45468,2656,3735,64,6453,44059,4137,30,54672,525,4702,22,5251,42828,3944,29,52057,94,904,9,1005,22838,2452,14,26309,10,46,0,52,6276,1011,5,7343,46546,13208,1110,60857,205847,26091,356,293155,136,1286,13,1428,15138,1940,7,18519,1136,929,55,2123,10961,1176,35,14295,14331,1413,768,16512,15226,2576,94,34419,23526,1129,1217,25870,10033,2900,28,38829,12808,3109,483,16398,27630,3198,35,47264,1262,9419,106,10786,41683,3484,39,55995,329,7357,44,7732,38468,3319,36,49549,74,1060,4,1143,22197,2572,17,25921,14,70,0,79,9050,1579,7,10713,53619,25760,2705,82080,190377,22750,306,295512,207,1971,19,2193,32308,4082,27,38608,1691,1395,75,3159,24516,2615,69,30364,23966,2210,998,27171,35125,5964,219,68477,43073,1777,1722,46566,22686,6581,79,75914,26264,4320,750,31335,54192,7114,89,92734
2001,0,32,0,32,628,33,0,695,19,24,0,45,614,28,0,682,521,32,6,560,1059,86,0,1702,993,24,14,1031,576,71,0,1685,478,47,10,533,907,61,0,1501,80,93,0,180,1012,49,0,1235,14,154,0,176,871,53,3,1094,0,25,0,25,456,31,0,506,0,0,0,0,133,9,0,146,2093,439,34,2565,6261,419,10,9252,3,51,0,54,598,39,0,688,38,56,0,85,568,31,0,692,753,73,34,859,887,82,4,1832,1177,41,48,1268,411,78,0,1757,502,98,18,614,942,59,0,1614,29,301,6,335,998,56,3,1391,4,250,0,261,892,47,0,1201,3,24,0,24,576,48,0,646,0,4,0,4,270,20,0,291,2510,889,98,3501,6140,453,10,10105,3,80,0,84,1224,74,0,1379,52,79,0,131,1183,53,0,1370,1267,112,36,1419,1947,160,4,3533,2167,72,67,2297,992,150,3,3444,978,145,23,1148,1850,117,5,3117
2002,0,17,0,20,396,44,0,460,28,16,5,48,336,32,0,413,261,19,3,287,519,61,0,868,366,13,13,389,293,69,0,751,215,32,6,252,524,62,0,831,44,70,0,114,732,65,0,918,9,88,0,96,807,53,0,961,0,18,0,18,556,70,0,637,0,0,0,0,176,54,0,228,929,266,28,1225,4343,489,5,6060,7,20,0,31,334,36,0,398,57,25,0,78,294,31,0,405,398,30,21,457,431,57,0,947,478,23,31,529,256,63,0,849,218,74,9,302,596,65,0,967,15,176,4,198,835,67,0,1103,0,142,0,139,866,76,0,1089,4,31,0,27,670,85,0,783,0,3,0,3,232,112,0,346,1177,531,73,1775,4513,587,0,6875,7,40,0,49,733,77,0,856,81,41,5,122,625,62,0,819,664,53,29,747,951,120,0,1817,839,35,45,919,548,130,0,1597,438,105,17,550,1119,123,0,1796
2003,14,123,0,136,3140,205,0,3484,132,101,4,237,3074,237,0,3548,1896,177,51,2120,5061,438,11,7628,3673,117,88,3879,2329,338,13,6550,2214,173,52,2436,3655,331,9,6425,381,505,3,888,4852,284,4,6025,57,628,3,688,4194,272,6,5162,10,128,4,139,2515,240,4,2895,0,4,0,4,864,149,0,1020,8373,1956,197,10519,29677,2493,49,42744,22,232,0,256,2914,246,0,3410,267,220,22,515,2922,218,3,3663,2813,366,172,3348,4009,431,3,7798,4518,202,223,4940,2060,345,0,7351,2216,450,66,2730,4079,313,6,7132,171,1301,14,1491,5017,262,9,6788,61,1114,4,1178,4675,280,7,6136,12,176,0,188,3126,288,3,3608,0,10,0,9,1529,282,0,1822,10078,4080,507,14663,30340,2667,40,47708,33,356,0,390,6056,450,0,6900,400,324,26,752,5997,454,3,7213,4711,547,218,5470,9069,868,16,15427,8191,319,310,8818,4387,684,17,13900,4433,624,114,5167,7733,642,13,13558
2004,5,127,4,145,2690,186,0,3020,117,112,3,230,2831,186,9,3258,1900,169,58,2135,4179,445,13,6765,3316,110,64,3492,2158,360,6,6019,1855,150,29,2035,3406,337,4,5778,311,492,8,809,4462,289,4,5562,51,623,0,677,4069,249,9,5002,10,140,0,149,2490,208,0,2847,0,8,0,8,943,127,0,1080,7561,1931,170,9669,27237,2387,40,39329,22,220,0,247,2587,189,0,3021,247,210,9,467,2725,153,0,3344,2833,297,166,3293,3583,398,4,7280,4030,179,183,4388,1864,349,4,6609,1833,428,74,2341,3723,310,0,6375,180,1312,10,1504,4694,300,4,6500,39,1085,4,1124,4304,237,8,5673,12,186,0,197,2925,268,4,3394,0,8,0,10,1437,279,7,1729,9194,3928,448,13570,27855,2485,35,43939,32,352,4,387,5285,371,0,6039,362,321,18,698,5559,338,10,6601,4730,467,221,5427,7763,848,18,14048,7347,290,245,7883,4033,710,13,12628,3689,585,106,4373,7127,647,7,12157
2005,3,13,0,16,221,31,0,267,0,4,0,5,147,43,0,198,105,17,0,119,266,229,0,616,299,6,5,321,207,171,0,700,254,17,3,277,330,128,5,742,56,57,0,114,582,70,0,767,12,69,0,80,655,63,0,800,3,25,0,31,358,62,0,450,0,0,0,0,111,65,0,172,733,217,18,966,2876,860,10,4716,0,21,0,22,199,20,0,246,13,5,0,18,116,13,0,146,165,28,9,204,215,26,0,446,377,28,23,432,196,33,0,663,296,43,13,353,380,38,0,776,30,131,0,162,650,43,0,849,0,163,0,163,724,60,5,948,0,33,0,39,487,90,0,609,0,3,0,3,167,139,0,308,886,460,49,1393,3133,461,5,4994,4,36,0,37,420,56,0,513,16,14,0,25,262,52,0,347,272,41,9,322,481,253,0,1065,681,39,31,753,404,206,0,1362,546,65,14,627,718,168,5,1514
2006,0,11,0,17,340,17,0,370,17,8,0,28,310,14,0,361,224,23,7,251,542,59,5,863,362,11,11,387,297,37,0,720,191,19,5,216,463,38,0,721,25,66,0,91,598,39,0,726,5,76,0,84,553,34,0,669,0,18,0,19,418,29,0,468,0,0,0,0,144,20,0,168,829,238,27,1091,3665,296,7,5055,3,32,0,32,291,16,0,346,25,19,0,40,281,10,0,324,330,31,26,382,381,41,3,807,410,20,26,457,195,31,5,697,181,58,4,245,486,28,0,757,11,176,0,184,572,37,0,803,8,144,0,148,581,61,0,796,0,23,0,25,461,42,0,530,0,0,0,4,289,31,0,323,970,502,61,1535,3540,288,9,5371,3,44,0,54,630,36,0,714,41,27,0,70,590,26,0,683,548,55,38,635,929,93,7,1663,769,31,41,845,495,72,5,1415,377,77,10,460,951,63,0,1475
2007,4,13,0,16,594,57,0,671,26,9,0,37,452,38,0,530,346,27,9,387,690,106,11,1192,621,25,16,664,352,70,0,1080,398,49,11,458,770,94,0,1322,57,116,5,175,1195,88,0,1458,14,129,0,136,1240,81,0,1456,0,24,0,25,800,91,0,911,0,0,0,0,226,53,0,282,1471,385,46,1901,6326,671,15,8908,0,47,0,48,515,45,0,613,46,35,0,80,424,32,0,543,525,61,23,612,563,86,0,1265,771,49,44,866,313,69,0,1241,401,106,9,520,860,66,0,1447,32,272,8,302,1227,73,0,1609,17,201,0,219,1274,87,0,1578,0,33,0,33,855,114,0,1004,0,5,0,5,336,119,0,466,1783,812,85,2680,6379,696,6,9758,3,60,0,70,1113,101,0,1280,73,37,0,121,877,65,0,1065,867,90,34,994,1259,190,11,2452,1390,73,60,1525,658,131,0,2321,799,151,22,974,1633,164,0,2770
2008,20,312,0,334,7617,438,12,8404,139,215,3,362,8202,618,6,9193,4390,408,79,4869,13600,1485,19,19971,10336,279,225,10845,6120,1168,23,18158,6434,362,94,6889,9300,950,10,17154,990,1270,13,2272,12557,753,21,15605,145,2032,11,2184,10891,652,14,13739,22,428,0,450,6625,505,9,7586,0,17,0,20,2358,316,5,2699,22478,5329,426,28231,77272,6888,118,112509,30,483,3,511,7034,427,16,7996,381,442,30,854,7574,437,5,8873,6592,838,308,7733,11382,947,19,20082,12385,544,505,13427,5184,854,26,19493,6345,946,182,7471,10255,752,18,18494,484,3412,45,3939,13051,612,26,17627,112,3502,14,3631,11290,714,21,15660,28,510,0,543,8011,722,5,9285,4,15,0,22,3814,557,0,4397,26366,10693,1075,38134,77593,6032,150,121911,50,796,4,844,14651,868,31,16398,521,658,30,1219,15774,1056,17,18065,10978,1243,381,12608,24979,2430,38,40055,22716,821,730,24266,11306,2023,50,37652,12783,1304,271,14363,19557,1707,27,35650
2009,5,26,0,32,758,55,0,840,3,16,0,21,459,19,0,505,242,11,4,261,533,30,0,824,980,21,15,1014,343,45,4,1408,681,23,16,716,795,62,3,1579,111,103,3,213,1172,55,3,1436,15,159,0,175,836,45,0,1056,6,33,0,38,504,31,0,568,0,0,0,0,100,22,0,124,2030,394,48,2475,5502,358,10,8344,0,38,0,40,636,45,0,723,15,23,0,35,385,27,0,452,359,28,10,393,452,24,0,873,1201,34,58,1295,276,59,0,1621,691,69,28,788,894,75,0,1757,52,280,4,331,1062,38,0,1432,11,273,0,287,815,45,3,1153,5,40,0,45,488,40,0,575,0,4,0,4,144,40,0,188,2329,790,99,3213,5156,393,4,8774,9,70,0,71,1395,99,0,1559,23,37,0,55,842,48,0,950,593,42,14,653,984,53,0,1690,2174,55,72,2308,621,106,4,3032,1370,89,42,1504,1693,140,3,3333
2010,4,24,0,25,454,40,0,517,21,24,0,48,393,35,0,473,330,26,10,369,674,75,0,1122,517,24,21,553,317,42,0,921,278,29,11,316,567,47,0,932,46,78,0,123,840,39,0,1009,10,108,0,121,666,43,0,829,0,28,0,28,472,33,0,532,0,3,0,3,204,26,0,231,1206,340,45,1594,4582,382,4,6556,8,32,0,40,361,32,0,432,61,28,0,90,380,44,0,509,447,46,31,526,572,63,0,1155,612,29,44,687,270,47,0,1007,262,64,14,336,617,46,0,999,26,240,0,263,805,41,0,1109,0,178,0,182,724,45,4,948,0,33,0,33,598,61,0,691,0,8,0,8,327,36,0,364,1413,656,94,2158,4637,406,8,7210,12,57,0,68,816,74,0,952,82,51,0,133,773,74,0,979,779,73,40,894,1236,137,3,2270,1124,50,62,1244,589,94,0,1928,541,91,26,657,1180,95,0,1929
2011,339,4121,35,4497,126219,6909,188,137813,1855,3376,62,5291,150258,10287,408,166248,61484,6029,908,68422,289612,26340,922,385283,179183,4071,2447,185706,150967,20198,718,357590,110002,4109,1404,115515,168489,14608,771,299384,20166,13464,335,33960,202894,10870,819,248544,3313,24673,165,28159,144430,8080,816,181476,569,6329,38,6936,89322,6536,269,103068,69,309,0,381,33373,3862,73,37693,376973,66482,5405,448856,1355556,107686,4992,1917091,455,6952,44,7450,116943,6299,173,130858,4658,6629,223,11519,137081,8281,362,157240,103801,11396,2748,117942,250707,22297,820,391764,214834,7587,5805,228233,118210,17197,512,364149,108699,11037,2433,122169,179256,12804,655,314892,10420,39986,643,51046,202326,10070,1363,264795,2785,43068,352,46209,149931,8933,1137,206208,643,7387,78,8110,107161,8196,338,123801,111,348,8,471,52625,7265,82,60442,446400,134400,12345,593148,1314231,101347,5437,2014159,790,11075,84,11946,243157,13205,361,268673,6515,10004,285,16804,287333,18567,773,323488,165278,17425,3660,186360,540310,48636,1741,777044,394022,11666,8253,413936,269172,37396,1234,721741,218694,15148,3839,237684,347748,27410,1426,614269
2012,5,66,0,70,1348,193,3,1615,71,41,0,105,1296,137,22,1566,881,80,20,984,2198,335,35,3549,1430,47,53,1526,1188,298,14,3032,834,82,13,929,1990,296,11,3216,142,253,6,398,2673,285,0,3360,23,248,0,279,2325,247,0,2847,5,47,0,61,1396,142,0,1598,0,3,0,3,443,69,0,520,3391,873,93,4356,14872,1989,84,21305,10,135,0,139,1215,151,0,1505,140,102,5,244,1104,113,12,1477,1381,138,84,1606,1747,334,21,3705,1850,76,102,2031,947,299,13,3289,848,249,27,1125,2102,266,5,3496,78,644,13,729,2581,222,8,3548,12,401,0,415,2288,224,7,2927,6,67,0,75,1543,173,0,1795,0,0,0,7,762,110,0,878,4324,1820,230,6371,14289,1906,63,22626,11,203,0,212,2564,342,3,3120,204,139,5,349,2404,253,29,3042,2263,217,101,2587,3946,674,52,7254,3279,127,153,3563,2134,597,27,6325,1686,335,40,2055,4088,559,9,6715
2013,0,24,0,25,552,53,0,633,33,25,0,56,493,45,3,603,354,31,16,402,837,104,19,1358,552,29,17,602,438,95,0,1139,291,43,4,344,803,101,5,1249,58,139,7,198,1227,110,4,1530,10,125,0,136,1132,95,0,1360,5,7,0,14,630,42,0,681,0,0,0,0,215,23,0,236,1302,426,44,1773,6317,663,34,8787,10,37,0,49,478,48,0,574,75,37,6,109,432,41,0,587,560,66,43,667,590,100,7,1358,657,41,46,743,409,95,4,1251,275,142,19,430,870,97,0,1405,23,323,3,352,1088,87,0,1530,9,176,0,187,1119,100,0,1398,0,24,0,30,673,72,0,779,0,0,0,0,331,23,0,361,1604,848,112,2565,6003,665,13,9246,10,66,0,71,1033,107,0,1209,101,57,4,170,926,87,3,1184,910,93,56,1064,1426,197,27,2713,1213,72,64,1342,850,188,7,2387,568,186,21,774,1676,199,4,2653
2014,0,16,0,18,290,29,0,333,10,8,0,22,246,20,0,289,156,12,3,172,311,39,0,521,274,7,6,295,241,55,0,585,185,21,3,210,473,50,0,739,33,52,0,88,738,58,0,879,4,62,0,68,655,50,0,775,0,6,0,6,331,26,0,372,0,0,0,0,113,11,0,133,664,195,21,871,3396,336,8,4614,0,24,0,27,256,16,0,295,35,12,0,49,186,17,0,248,248,21,5,274,261,31,0,576,339,21,22,384,205,46,0,630,170,54,5,227,489,29,0,743,16,161,0,184,652,33,0,869,3,92,0,95,637,25,0,757,0,18,0,19,354,33,0,404,0,5,0,7,199,17,0,215,812,410,30,1256,3223,253,0,4735,5,41,0,42,545,43,0,623,45,23,0,67,432,33,0,535,405,37,7,448,570,77,0,1092,612,34,29,673,438,102,0,1212,356,74,4,440,957,80,0,1484
2015,0,26,0,26,393,26,0,450,19,4,0,28,358,33,0,411,286,13,11,312,562,67,8,947,449,17,13,477,308,62,11,852,248,30,6,283,504,47,4,837,40,71,0,113,726,44,4,882,11,90,0,103,648,39,0,789,4,13,0,15,426,29,0,471,0,0,0,0,141,24,0,171,1055,266,31,1357,4057,370,29,5812,0,34,0,36,378,31,0,443,35,29,0,71,302,20,0,395,398,39,18,453,456,52,3,963,578,25,32,633,244,65,0,936,259,71,8,337,659,55,0,1053,28,183,0,203,732,43,0,980,5,154,0,155,708,44,0,914,0,26,0,24,523,49,0,594,0,0,0,0,252,44,0,300,1303,546,64,1911,4252,403,11,6572,5,56,0,62,768,61,0,895,61,33,0,94,654,56,0,809,682,54,26,759,1019,118,13,1907,1029,40,44,1110,549,120,11,1784,502,96,13,617,1168,106,3,1892
2016,12,54,0,63,1460,160,0,1684,67,53,0,119,1359,150,3,1639,940,75,20,1032,2171,337,8,3540,1516,52,36,1602,1285,274,6,3167,871,85,24,973,1993,270,5,3239,174,177,4,353,2447,233,7,3037,32,233,0,268,2011,185,0,2459,5,62,0,66,1329,135,0,1527,0,0,0,0,474,71,0,543,3612,785,80,4473,14521,1820,34,20850,16,108,0,120,1330,129,0,1579,145,108,6,263,1176,132,3,1580,1483,159,57,1696,1810,322,5,3840,1918,87,72,2079,1044,257,3,3383,841,213,21,1082,1948,209,8,3248,89,560,9,655,2333,220,0,3204,24,370,4,398,2181,170,5,2752,4,52,0,54,1496,180,5,1735,0,0,0,0,750,114,0,865,4518,1671,170,6358,14057,1735,36,22183,21,158,0,185,2789,293,0,3263,207,161,8,380,2542,282,7,3219,2421,230,76,2731,3981,651,18,7380,3436,143,106,3682,2326,530,9,6556,1710,296,47,2059,3937,481,16,6491
2017,0,16,0,15,261,35,0,316,17,6,0,25,295,17,0,336,234,15,3,258,465,67,0,791,334,6,0,347,268,45,0,661,139,18,0,158,379,48,0,582,26,71,0,95,527,48,0,674,6,50,0,55,437,26,0,520,0,5,0,5,287,34,0,328,0,0,0,0,129,23,0,148,754,193,10,957,3054,334,5,4355,3,20,0,22,224,25,0,267,25,29,4,53,256,35,0,344,336,40,19,394,402,60,0,863,391,23,23,434,221,53,0,710,135,38,5,179,392,29,0,600,17,179,0,190,439,42,0,673,5,93,0,103,439,38,0,582,0,14,0,14,423,38,0,474,0,0,0,0,245,29,0,275,912,431,49,1393,3039,345,9,4781,5,36,0,38,486,56,0,578,36,35,4,78,550,48,0,683,572,49,28,649,869,128,3,1654,727,25,28,781,490,100,4,1368,274,54,6,335,767,78,0,1176
2018,9,41,0,53,1108,94,0,1254,67,38,7,108,1018,106,0,1235,751,97,17,863,1700,261,7,2834,1239,55,29,1329,966,230,14,2542,665,80,12,757,1569,212,3,2549,126,228,9,362,2051,210,9,2628,16,219,0,232,1908,207,0,2350,4,42,0,43,1115,187,0,1350,0,0,0,0,371,123,0,493,2868,807,67,3742,11814,1642,36,17236,14,107,0,124,989,98,0,1217,140,87,6,238,919,110,0,1266,1186,113,67,1371,1414,268,4,3054,1453,86,85,1628,786,245,9,2662,607,197,20,828,1625,181,4,2635,63,571,0,633,2068,200,0,2907,11,351,4,366,1938,203,3,2510,13,42,0,53,1314,221,0,1581,0,0,0,3,614,204,0,824,3495,1556,188,5239,11675,1726,16,18655,21,155,0,176,2099,194,0,2467,209,132,10,347,1941,213,0,2506,1942,211,88,2238,3122,522,5,5890,2689,145,114,2951,1757,480,20,5208,1268,278,32,1579,3192,398,5,5180
