SUA_CODE_2021,M_0_4_yr_Need_for_assist,M_0_4_yr_No_need_for_assist,M_0_4_yr_Need_for_assist_ns,M_0_4_yr_OS_vis,M_0_4_yr_Tot,M_5_14_yr_Need_for_assist,M_5_14_yr_No_need_for_assist,M_5_14_yr_Need_for_assist_ns,M_5_14_yr_OS_vis,M_5_14_yr_Tot,M_15_19_yr_Need_for_assist,M_15_19_No_need_for_assist,M_15_19_Need_for_assist_ns,M_15_19_yr_OS_vis,M_15_19_yr_Tot,M_20_24_yr_Need_for_assist,M_20_24_No_need_for_assist,M_20_24_Need_for_assist_ns,M_20_24_yr_OS_vis,M_20_24_yr_Tot,M_25_34_yr_Need_for_assist,M_25_34_No_need_for_assist,M_25_34_Need_for_assist_ns,M_25_34_yr_OS_vis,M_25_34_yr_Tot,M_35_44_yr_Need_for_assist,M_35_44_No_need_for_assist,M_35_44_Need_for_assist_ns,M_35_44_yr_OS_vis,M_35_44_yr_Tot,M_45_54_yr_Need_for_assist,M_45_54_No_need_for_assist,M_45_54_Need_for_assist_ns,M_45_54_yr_OS_vis,M_45_54_yr_Tot,M_55_64_yr_Need_for_assist,M_55_64_No_need_for_assist,M_55_64_Need_for_assist_ns,M_55_64_yr_OS_vis,M_55_64_yr_Tot,M_65_74_yr_Need_for_assist,M_65_74_No_need_for_assist,M_65_74_Need_for_assist_ns,M_65_74_yr_OS_vis,M_65_74_yr_Tot,M_75_84_yr_Need_for_assist,M_75_84_No_need_for_assist,M_75_84_Need_for_assist_ns,M_75_84_yr_OS_vis,M_75_84_yr_Tot,M_85_yr_over_Need_for_assist,M_85_over_No_need_for_assist,M_85_over_Need_for_assist_ns,M_85_over_OS_vis,M_85_yr_over_Tot,M_Tot_Need_for_assist,M_Tot_No_need_for_assist,M_Tot_Need_for_assist_ns,M_Tot_OS_vis,M_Tot_Tot,F_0_4_yr_Need_for_assist,F_0_4_yr_No_need_for_assist,F_0_4_yr_Need_for_assist_ns,F_0_4_yr_OS_vis,F_0_4_yr_Tot,F_5_14_yr_Need_for_assist,F_5_14_yr_No_need_for_assist,F_5_14_yr_Need_for_assist_ns,F_5_14_yr_OS_vis,F_5_14_yr_Tot,F_15_19_yr_Need_for_assist,F_15_19_No_need_for_assist,F_15_19_Need_for_assist_ns,F_15_19_yr_OS_vis,F_15_19_yr_Tot,F_20_24_yr_Need_for_assist,F_20_24_No_need_for_assist,F_20_24_Need_for_assist_ns,F_20_24_yr_OS_vis,F_20_24_yr_Tot,F_25_34_yr_Need_for_assist,F_25_34_No_need_for_assist,F_25_34_Need_for_assist_ns,F_25_34_yr_OS_vis,F_25_34_yr_Tot,F_35_44_yr_Need_for_assist,F_35_44_No_need_for_assist,F_35_44_Need_for_assist_ns,F_35_44_yr_OS_vis,F_35_44_yr_Tot,F_45_54_yr_Need_for_assist,F_45_54_No_need_for_assist,F_45_54_Need_for_assist_ns,F_45_54_yr_OS_vis,F_45_54_yr_Tot,F_55_64_yr_Need_for_assist,F_55_64_No_need_for_assist,F_55_64_Need_for_assist_ns,F_55_64_yr_OS_vis,F_55_64_yr_Tot,F_65_74_yr_Need_for_assist,F_65_74_No_need_for_assist,F_65_74_Need_for_assist_ns,F_65_74_yr_OS_vis,F_65_74_yr_Tot,F_75_84_yr_Need_for_assist,F_75_84_No_need_for_assist,F_75_84_Need_for_assist_ns,F_75_84_yr_OS_vis,F_75_84_yr_Tot,F_85_yr_over_Need_for_assist,F_85_over_No_need_for_assist,F_85_over_Need_for_assist_ns,F_85_over_OS_vis,F_85_yr_over_Tot,F_Tot_Need_for_assist,F_Tot_No_need_for_assist,F_Tot_Need_for_assist_ns,F_Tot_OS_vis,F_Tot_Tot,P_0_4_yr_Need_for_assist,P_0_4_yr_No_need_for_assist,P_0_4_yr_Need_for_assist_ns,P_0_4_yr_OS_vis,P_0_4_yr_Tot,P_5_14_yr_Need_for_assist,P_5_14_yr_No_need_for_assist,P_5_14_yr_Need_for_assist_ns,P_5_14_yr_OS_vis,P_5_14_yr_Tot,P_15_19_yr_Need_for_assist,P_15_19_No_need_for_assist,P_15_19_Need_for_assist_ns,P_15_19_yr_OS_vis,P_15_19_yr_Tot,P_20_24_yr_Need_for_assist,P_20_24_No_need_for_assist,P_20_24_Need_for_assist_ns,P_20_24_yr_OS_vis,P_20_24_yr_Tot,P_25_34_yr_Need_for_assist,P_25_34_No_need_for_assist,P_25_34_Need_for_assist_ns,P_25_34_yr_OS_vis,P_25_34_yr_Tot,P_35_44_yr_Need_for_assist,P_35_44_No_need_for_assist,P_35_44_Need_for_assist_ns,P_35_44_yr_OS_vis,P_35_44_yr_Tot,P_45_54_yr_Need_for_assist,P_45_54_No_need_for_assist,P_45_54_Need_for_assist_ns,P_45_54_yr_OS_vis,P_45_54_yr_Tot,P_55_64_yr_Need_for_assist,P_55_64_No_need_for_assist,P_55_64_Need_for_assist_ns,P_55_64_yr_OS_vis,P_55_64_yr_Tot,P_65_74_yr_Need_for_assist,P_65_74_No_need_for_assist,P_65_74_Need_for_assist_ns,P_65_74_yr_OS_vis,P_65_74_yr_Tot,P_75_84_yr_Need_for_assist,P_75_84_No_need_for_assist,P_75_84_Need_for_assist_ns,P_75_84_yr_OS_vis,P_75_84_yr_Tot,P_85_yr_over_Need_for_assist,P_85_over_No_need_for_assist,P_85_over_Need_for_assist_ns,P_85_over_OS_vis,P_85_yr_over_Tot,P_Tot_Need_for_assist,P_Tot_No_need_for_assist,P_Tot_Need_for_assist_ns,P_Tot_OS_vis,P_Tot_Tot
3013,16,775,56,0,846,54,1274,126,5,1457,12,581,76,0,665,11,576,122,0,716,17,1432,238,8,1694,23,1166,210,3,1407,16,1027,238,0,1288,44,992,228,6,1271,56,540,177,3,779,50,204,61,0,314,25,26,11,0,54,320,8599,1544,32,10489,6,644,49,0,696,30,1282,113,5,1426,7,499,51,0,555,8,612,96,3,728,15,1522,182,5,1726,11,1202,151,3,1373,35,1002,142,3,1179,48,856,162,7,1070,62,458,98,0,610,64,148,37,0,251,30,15,18,0,61,321,8246,1086,26,9682,21,1417,105,0,1540,87,2559,236,7,2881,20,1076,127,0,1220,26,1190,222,3,1441,32,2959,416,16,3424,33,2372,364,6,2777,51,2033,383,3,2467,90,1852,384,15,2341,121,996,276,5,1398,111,353,99,0,563,51,40,22,6,114,632,16847,2628,61,20176
3014,78,2358,159,0,2597,539,4870,354,0,5765,158,2371,184,3,2712,109,2183,269,4,2564,144,4663,668,13,5493,147,4253,569,14,4988,204,3869,424,6,4506,292,3811,299,0,4406,393,2858,241,9,3502,431,1283,108,0,1825,304,295,54,5,655,2804,32813,3340,55,39017,45,2155,142,0,2348,281,4956,370,0,5607,110,2280,150,3,2544,75,2303,174,5,2552,125,5065,333,18,5536,149,4629,303,4,5084,227,4276,276,5,4778,360,4132,225,4,4721,410,2946,182,10,3539,643,1515,144,0,2304,637,346,75,0,1044,3053,34600,2368,49,40058,124,4513,300,4,4938,817,9824,722,0,11367,266,4652,338,3,5255,182,4483,445,3,5118,268,9735,999,30,11036,298,8887,864,15,10070,430,8146,704,9,9285,652,7943,523,9,9126,805,5803,419,20,7040,1071,2798,252,4,4129,938,642,128,5,1707,5861,67409,5702,104,79074
3015,179,8955,514,22,9662,1536,21554,1274,22,24382,523,10271,539,15,11342,319,8451,545,22,9333,513,17770,1218,137,19637,521,19966,1269,68,21833,690,22122,1232,71,24112,1166,21209,1167,55,23584,1799,20016,1119,73,23007,2258,10753,875,54,13946,1696,2188,415,12,4308,11204,163257,10156,550,185156,92,8522,395,10,9017,849,21027,1246,17,23139,326,10202,549,11,11091,219,8909,534,26,9696,417,19830,1278,120,21641,547,23100,1294,63,25010,912,25219,1245,53,27428,1324,25141,1265,64,27794,1869,22431,1184,79,25562,2831,11393,950,40,15212,3095,2360,703,11,6164,12486,178122,10643,496,201757,270,17478,909,34,18682,2382,42582,2521,40,47516,847,20471,1081,26,22431,543,17360,1080,50,19031,934,37601,2491,256,41279,1070,43070,2572,134,46837,1606,47341,2478,123,51541,2491,46346,2432,115,51379,3673,42448,2299,156,48572,5097,22137,1830,93,29154,4788,4549,1113,19,10471,23689,341383,20796,1051,386914
3016,88,4015,207,4,4309,688,8938,406,0,10031,256,4450,228,6,4935,172,4071,256,7,4511,289,8231,523,17,9055,294,7402,410,10,8114,346,7089,416,11,7860,489,6508,378,0,7375,709,5376,337,3,6425,806,2915,206,3,3932,544,645,105,0,1298,4678,59638,3470,65,67848,48,3988,190,0,4234,351,8941,370,0,9664,169,4450,196,3,4817,130,4222,255,4,4613,228,9054,454,14,9757,291,8308,433,8,9044,430,8081,388,9,8906,590,7467,385,17,8455,758,6414,335,13,7516,1108,3532,268,5,4914,1204,867,183,0,2264,5314,65333,3462,78,74188,132,8004,401,3,8543,1037,17880,776,7,19701,423,8900,423,12,9750,298,8301,514,12,9127,515,17281,980,31,18808,588,15706,844,19,17161,776,15168,805,23,16768,1085,13971,757,23,15833,1465,11788,668,15,13943,1913,6445,475,11,8847,1755,1517,293,0,3558,9994,124963,6927,147,142036
3017,133,5103,364,0,5596,871,10733,847,3,12455,267,5318,492,10,6087,206,6189,1024,46,7463,310,11381,1475,71,13226,347,9570,1078,30,11025,473,9437,836,19,10770,654,8439,673,21,9786,838,6141,502,24,7503,791,2571,287,9,3662,407,425,106,0,939,5297,75297,7684,233,88521,78,4578,364,0,5023,411,10618,774,7,11810,158,5694,409,4,6256,141,6182,504,22,6851,257,11765,1030,25,13085,338,10974,862,15,12194,516,10450,735,17,11721,673,9213,536,14,10435,842,6536,438,16,7839,1096,2830,292,3,4220,913,568,198,0,1679,5424,79418,6144,126,91106,210,9680,727,0,10618,1283,21352,1618,13,24263,423,11007,896,16,12344,349,12370,1530,62,14321,567,23147,2504,100,26311,679,20545,1938,47,23211,989,19894,1576,33,22487,1326,17655,1209,35,20226,1682,12679,940,40,15342,1886,5404,581,15,7887,1321,985,307,8,2620,10719,154717,13832,363,179626
3018,11,405,30,0,446,81,869,85,0,1032,26,444,41,0,509,17,395,33,0,447,30,774,60,0,864,31,597,46,0,675,60,685,62,0,807,81,811,75,0,965,96,818,54,0,966,93,480,48,0,620,71,86,21,0,172,595,6352,552,7,7506,0,381,29,0,411,59,893,92,0,1039,19,409,18,0,441,4,387,32,0,422,14,812,44,0,871,31,695,52,0,784,53,833,63,0,950,74,930,62,0,1068,113,866,60,0,1038,170,505,49,0,727,138,119,36,0,293,676,6832,534,3,8043,12,789,57,0,859,139,1764,172,0,2076,42,849,60,0,952,24,784,61,0,869,42,1580,106,0,1733,63,1291,106,0,1457,111,1520,130,0,1758,156,1745,135,0,2034,214,1683,107,0,2006,265,987,96,0,1347,207,207,52,0,461,1275,13184,1084,8,15555
3019,13,508,31,0,550,80,1279,69,0,1425,24,675,34,0,731,14,407,30,0,451,21,887,74,0,984,18,944,55,3,1019,23,1060,71,0,1156,75,1162,81,0,1318,121,1128,102,0,1349,125,526,54,0,714,85,82,17,0,187,604,8655,620,11,9890,3,484,15,0,506,40,1220,76,0,1336,18,571,23,0,609,14,445,34,0,490,12,1015,59,3,1086,19,1161,58,0,1249,41,1243,58,0,1341,88,1392,90,0,1568,106,1159,98,0,1359,148,540,62,3,756,161,104,22,0,281,646,9330,589,8,10578,15,995,43,0,1052,119,2495,148,0,2762,39,1243,60,0,1336,24,848,66,0,947,31,1903,132,5,2068,42,2103,115,4,2262,63,2304,129,3,2500,158,2554,169,0,2889,226,2283,194,0,2707,274,1069,122,0,1469,244,184,41,0,467,1251,17987,1212,18,20466
4000,118,6176,411,0,6699,1013,14327,1095,3,16445,346,6454,525,3,7329,213,5771,576,92,6650,340,12664,1560,405,14974,329,13298,1675,183,15475,658,15987,1804,52,18500,1153,19449,1795,17,22414,1658,17568,1390,17,20632,1440,7856,747,5,10050,1024,1503,265,11,2796,8285,121055,11844,789,141965,70,6025,449,5,6543,560,13832,1042,5,15433,212,5860,461,5,6528,155,5003,360,20,5539,257,12240,998,56,13550,337,13321,962,22,14641,637,15843,1155,15,17652,1163,18678,1305,27,21173,1452,16197,1179,18,18856,1710,7528,682,14,9938,1975,1614,377,0,3971,8533,116133,8966,188,133821,182,12200,860,5,13243,1568,28159,2139,3,31882,559,12305,981,10,13852,367,10778,936,116,12193,593,24899,2559,464,28518,661,26616,2632,205,30117,1296,31833,2956,68,36154,2320,38128,3095,44,43589,3116,33765,2569,35,39487,3150,15386,1429,16,19984,3002,3113,643,8,6771,16816,237189,20809,977,275789
4001,888,35701,1433,33,38054,6221,72863,3272,58,82422,1976,36274,1500,54,39800,1403,42344,1867,82,45689,2082,88218,4230,234,94758,2256,82780,3821,160,89018,3126,77216,3345,163,83846,4557,70754,2893,162,78368,6103,55287,2070,186,63647,6684,27591,1459,62,35797,6060,6749,781,18,13615,41352,595783,26673,1208,665018,529,33926,1429,25,35909,2952,72271,2937,48,78211,1214,35154,1358,50,37772,910,41207,1671,63,43853,1932,90242,3788,195,96159,2370,86808,3374,148,92696,3671,80388,2924,141,87131,5328,76627,2577,252,84781,6954,62970,2216,254,72397,10303,31911,1841,75,44131,12751,8259,1356,26,22393,48916,619759,25473,1280,695429,1415,69629,2857,60,73967,9175,145137,6213,102,160626,3186,71426,2860,103,77574,2311,83553,3538,143,89539,4013,178458,8015,432,190916,4631,169583,7201,309,181715,6799,157603,6265,304,170976,9887,147380,5476,414,163155,13061,118262,4291,441,136051,16984,59499,3299,138,79925,18814,15007,2137,44,36004,90277,1215537,52143,2491,1360449
4002,27,730,50,0,800,159,1649,113,0,1920,47,837,53,0,942,39,725,47,0,818,64,1594,115,7,1780,69,1433,94,0,1598,78,1596,111,0,1781,126,1621,80,3,1826,165,1313,69,3,1558,156,629,60,0,840,117,156,31,0,306,1050,12289,817,20,14176,5,766,46,0,816,69,1615,104,0,1791,29,846,44,0,909,28,721,37,0,793,52,1692,88,0,1836,60,1599,93,0,1753,99,1755,94,4,1946,125,1745,84,3,1953,135,1437,74,0,1652,199,800,68,0,1069,242,200,76,0,516,1035,13179,811,13,15030,38,1490,93,0,1619,230,3262,215,0,3716,80,1680,97,0,1853,68,1453,91,0,1609,116,3288,206,11,3613,130,3035,190,5,3357,173,3352,199,4,3722,244,3369,160,8,3780,302,2756,149,3,3208,356,1432,122,0,1911,359,356,105,0,821,2089,25464,1626,32,29210
4003,16,437,22,0,480,112,826,82,0,1024,34,447,32,0,513,31,447,68,0,543,35,921,239,0,1196,53,827,221,0,1101,60,869,140,0,1069,102,936,100,0,1134,113,821,56,0,993,154,506,31,0,698,79,120,16,0,221,792,7156,1006,9,8960,5,438,27,0,472,45,962,71,0,1082,19,434,30,0,484,15,466,32,0,507,43,1003,61,0,1106,47,829,63,0,944,78,939,66,3,1084,132,1057,48,4,1238,134,909,54,0,1100,172,543,47,0,759,192,128,29,0,355,889,7710,530,14,9142,24,875,52,0,948,159,1799,153,0,2107,55,879,63,0,1003,46,915,96,0,1052,76,1923,300,0,2306,99,1653,287,4,2043,135,1806,204,7,2154,232,1988,147,4,2373,252,1730,107,5,2095,329,1052,81,0,1460,276,251,48,0,570,1678,14870,1536,21,18101
4004,6,360,48,0,410,39,753,78,0,867,16,357,45,3,422,8,319,95,0,421,21,813,337,5,1181,27,609,252,13,896,32,674,157,3,872,63,796,114,0,966,77,585,76,4,735,85,276,34,3,403,41,42,9,0,97,419,5587,1241,30,7270,5,341,43,0,392,23,776,76,0,881,10,299,36,0,350,10,318,27,0,351,30,866,73,0,967,28,689,78,0,794,38,747,67,0,850,64,764,65,3,895,61,601,50,6,708,100,276,34,0,401,83,64,8,0,158,441,5745,553,11,6746,13,700,87,0,799,68,1528,151,0,1752,33,655,77,3,768,15,633,119,0,770,50,1676,410,5,2150,49,1301,328,14,1688,66,1424,228,3,1720,119,1553,180,4,1861,137,1185,120,6,1447,182,551,67,3,803,124,113,21,0,257,857,11326,1792,37,14014
4005,15,431,32,0,476,83,938,71,0,1090,21,422,34,0,479,15,347,39,0,410,24,854,97,3,975,13,818,111,0,942,29,863,126,0,1024,41,930,88,0,1059,66,757,63,0,883,96,364,33,0,497,75,82,18,0,172,479,6809,709,4,8000,6,417,16,0,444,25,893,71,0,987,19,404,26,0,450,6,393,28,0,431,26,902,61,0,991,18,891,58,5,973,31,944,53,0,1028,70,942,57,0,1068,64,810,43,0,919,102,392,35,0,524,136,109,18,0,263,494,7105,474,5,8079,24,848,51,0,919,109,1831,137,0,2076,43,825,62,0,926,26,741,73,0,844,46,1753,157,3,1958,36,1707,167,5,1918,60,1812,180,0,2052,112,1869,145,0,2125,120,1570,103,0,1800,199,757,65,0,1022,206,192,38,0,436,975,13912,1184,11,16086
4006,10,324,36,0,371,58,722,73,0,857,37,354,35,0,423,26,392,38,0,448,40,709,69,0,818,34,580,67,0,678,51,752,69,0,882,89,806,68,0,962,95,622,37,0,759,111,364,22,0,495,70,90,13,0,174,620,5717,529,5,6865,0,333,23,0,364,31,676,79,0,785,16,375,26,0,418,20,378,33,0,433,27,701,70,0,808,28,647,47,0,728,66,791,62,0,920,85,799,42,0,922,110,705,48,0,863,143,419,26,0,590,137,100,10,0,254,674,5927,478,0,7080,8,659,62,0,730,87,1399,149,0,1637,52,728,59,0,841,45,772,67,0,881,69,1416,139,0,1620,61,1225,116,0,1404,117,1549,137,0,1801,166,1601,116,0,1883,210,1325,90,0,1624,254,780,50,0,1083,215,196,28,0,431,1292,11641,1005,0,13943
4007,14,432,19,0,465,109,1065,52,0,1222,34,499,15,0,549,23,356,15,0,394,52,771,32,5,857,39,930,41,0,1014,68,1195,49,3,1311,146,1615,80,0,1840,242,2476,84,4,2802,288,1680,69,0,2041,214,381,28,4,630,1222,11398,487,18,13136,3,383,16,0,405,46,1065,53,0,1160,31,490,17,0,534,24,370,13,0,406,28,846,32,5,906,46,1064,50,0,1165,92,1281,64,0,1434,148,2038,75,5,2255,269,3041,113,4,3423,390,1671,78,0,2143,486,359,55,4,898,1556,12593,570,15,14740,18,815,36,0,867,156,2127,104,0,2384,61,987,40,0,1083,47,725,29,0,804,78,1617,62,4,1767,88,1995,95,3,2176,163,2475,111,3,2749,285,3653,153,3,4096,506,5516,197,6,6227,675,3345,149,4,4180,699,741,87,3,1532,2781,23994,1063,36,27871
4008,11,546,45,0,599,99,1149,106,0,1356,37,568,34,0,636,29,557,55,0,643,50,1286,105,6,1450,51,1068,81,0,1207,69,1371,117,0,1556,105,1387,105,0,1593,113,874,49,0,1045,127,431,35,0,593,76,99,10,0,190,765,9342,761,6,10878,8,515,35,0,553,58,1144,102,0,1300,28,506,37,0,575,21,542,41,0,599,41,1204,92,0,1348,37,1067,89,0,1190,68,1283,87,0,1437,112,1248,84,0,1441,131,865,46,5,1045,212,532,59,0,799,129,105,20,0,258,854,9009,676,10,10543,17,1057,83,0,1154,158,2289,204,0,2649,63,1078,67,0,1210,48,1097,102,0,1245,97,2495,203,9,2800,86,2134,176,0,2391,141,2654,202,0,2992,219,2635,185,0,3040,254,1744,93,7,2086,329,967,94,0,1396,210,204,30,0,444,1617,18347,1438,11,21420
5000,75,7192,841,3,8115,722,15549,2029,15,18313,232,6494,907,8,7635,152,6533,1874,167,8728,255,18181,6874,362,25676,285,19689,7087,206,27268,481,21369,6729,142,28721,829,22257,5024,86,28195,1254,17733,2383,41,21411,1141,6672,861,4,8683,638,1079,224,3,1944,6070,142751,34834,1041,184690,63,6678,758,0,7498,345,14853,1922,10,17133,122,5930,758,7,6820,108,5504,1052,96,6764,216,15120,2685,229,18253,299,15836,2382,57,18575,602,16925,2460,29,20019,948,19507,2330,45,22826,1190,15281,1665,33,18167,1229,5655,792,9,7691,1095,1046,272,7,2419,6224,122327,17073,526,146160,138,13868,1596,3,15606,1066,30391,3956,25,35444,360,12425,1661,14,14459,263,12040,2924,260,15493,473,33298,9563,593,43929,584,35528,9461,263,45840,1085,38296,9188,171,48735,1777,41767,7352,125,51021,2442,33014,4046,77,39579,2367,12326,1659,18,16368,1733,2129,494,12,4366,12296,265074,51905,1564,330848
5001,17,836,35,0,887,138,1950,116,0,2213,56,1032,58,0,1146,39,728,70,8,845,65,1631,235,4,1936,45,1569,197,9,1817,61,1814,158,0,2034,111,1946,123,3,2180,139,1733,100,0,1986,244,853,60,4,1162,175,264,26,0,471,1092,14348,1187,31,16665,6,807,32,0,845,72,1945,96,0,2114,33,971,40,0,1046,27,708,43,0,779,50,1700,92,4,1853,56,1846,102,0,2006,88,2131,99,0,2318,127,2239,113,3,2490,154,1914,92,0,2158,289,1084,69,0,1437,304,300,37,0,644,1210,15650,811,19,17689,19,1639,65,0,1733,216,3899,214,0,4326,88,1995,102,0,2190,72,1432,109,6,1621,115,3334,327,13,3791,101,3418,297,6,3822,142,3942,260,0,4350,241,4183,234,11,4668,296,3650,195,0,4141,529,1939,126,3,2598,482,565,68,0,1110,2304,30001,2001,47,34351
5002,9,514,87,0,608,43,1107,195,0,1345,10,318,61,0,386,11,333,82,9,432,11,1016,221,33,1276,8,1104,204,6,1324,34,1016,230,0,1285,29,1040,221,6,1297,59,1159,150,7,1374,33,396,75,0,503,13,33,11,0,56,257,8051,1537,56,9897,0,494,85,0,582,23,1044,190,0,1263,3,370,68,0,438,5,416,78,19,515,11,1420,317,37,1778,24,1315,219,6,1559,27,1067,220,3,1309,32,1250,239,0,1526,54,1078,173,8,1314,35,281,59,0,375,20,19,10,0,56,236,8756,1656,74,10724,14,1008,174,0,1193,69,2157,389,0,2614,12,687,128,0,829,12,746,164,25,947,25,2436,534,67,3059,28,2424,421,12,2885,57,2080,452,5,2594,65,2297,464,9,2824,111,2239,321,12,2687,71,678,131,0,882,31,55,27,0,111,493,16804,3198,128,20620
5003,36,2202,96,0,2340,329,4933,236,0,5500,136,2111,99,4,2351,83,1713,148,0,1948,121,3868,411,14,4419,105,4220,380,9,4714,137,4124,323,6,4591,226,3893,225,5,4347,292,2998,179,0,3476,319,1384,100,3,1808,199,304,70,0,569,1980,31759,2265,43,36060,32,2057,107,0,2195,167,4713,226,3,5117,64,2218,88,0,2373,56,1735,86,0,1875,107,4391,239,7,4746,118,4775,198,4,5091,160,4703,215,6,5072,237,4282,190,7,4711,339,3287,155,3,3784,406,1616,127,7,2153,461,372,124,0,959,2142,34145,1749,49,38077,60,4265,202,0,4533,500,9648,459,4,10610,199,4333,185,6,4723,138,3454,229,3,3824,230,8257,651,26,9164,218,8993,577,8,9802,295,8827,532,9,9668,458,8174,413,14,9065,630,6278,333,11,7257,733,2995,228,3,3962,658,680,198,0,1528,4119,65902,4016,92,74137
5004,11,975,65,0,1053,129,2600,138,8,2874,53,1074,48,0,1172,27,676,31,0,729,42,1604,145,12,1802,47,2045,151,0,2242,63,2256,142,5,2469,95,2158,150,6,2413,154,2264,135,0,2556,200,1083,86,4,1374,153,219,32,0,396,964,16968,1117,40,19088,17,996,51,0,1057,51,2512,169,3,2745,36,986,62,0,1084,17,615,37,0,665,43,1842,131,12,2030,50,2578,138,3,2769,59,2660,133,4,2863,98,2583,171,7,2860,153,2473,138,5,2773,235,1145,90,0,1468,340,274,29,0,643,1096,18662,1161,38,20949,25,1969,118,4,2109,181,5115,305,14,5614,79,2061,115,0,2256,42,1284,69,0,1395,82,3448,278,23,3833,98,4626,286,5,5015,132,4921,272,13,5330,199,4744,323,10,5276,307,4744,278,5,5322,436,2226,176,4,2845,488,492,61,0,1036,2065,35629,2275,74,40044
5005,6,303,36,0,344,36,716,104,0,859,9,350,41,0,401,10,245,42,5,301,15,561,85,4,662,10,598,74,0,692,25,685,107,0,817,27,718,76,5,822,33,544,58,0,641,64,285,51,0,400,40,55,7,0,100,273,5072,682,14,6039,0,291,30,0,322,19,686,100,0,805,0,307,29,0,337,0,257,25,0,283,12,617,65,4,699,12,641,88,0,746,23,694,63,0,780,35,708,66,3,812,25,581,59,0,663,69,330,39,0,439,81,69,13,0,170,277,5167,591,6,6043,6,595,64,0,666,54,1403,202,0,1664,15,650,72,0,739,13,500,68,5,583,24,1179,145,9,1362,24,1244,167,0,1429,42,1376,174,0,1599,60,1426,142,4,1630,59,1128,119,0,1302,127,613,93,0,838,120,131,21,0,271,549,10244,1273,23,12083
5006,19,1040,97,0,1156,151,2362,256,4,2775,60,1086,126,0,1275,34,844,102,4,983,52,1838,275,5,2167,46,1897,291,0,2234,48,2117,219,0,2385,109,2108,208,3,2426,154,1628,128,0,1907,190,726,102,5,1018,144,173,35,3,357,1000,15811,1841,27,18679,3,1029,124,0,1158,71,2304,270,0,2648,38,1058,95,0,1190,29,915,103,0,1046,42,2096,222,10,2360,59,2161,250,0,2462,79,2374,197,3,2652,125,2202,171,3,2490,179,1730,143,0,2051,246,765,87,4,1104,242,179,57,0,480,1102,16809,1716,19,19644,22,2066,217,0,2315,222,4668,534,7,5419,93,2144,222,0,2458,58,1758,205,5,2025,91,3933,495,11,4530,105,4054,541,0,4704,131,4489,417,7,5037,229,4306,376,8,4916,332,3352,273,3,3962,439,1489,195,9,2128,381,352,93,5,833,2098,32616,3562,47,38325
5007,11,1016,112,0,1141,87,1842,248,0,2182,25,738,82,0,853,15,923,156,0,1098,29,2150,384,11,2583,28,2023,368,6,2425,31,1830,299,4,2171,43,1679,306,8,2033,69,823,179,3,1082,63,249,50,0,362,25,32,10,0,66,437,13306,2199,47,15978,3,959,89,0,1053,39,1773,203,5,2021,17,664,74,0,750,11,809,87,9,918,27,2071,264,10,2367,24,1841,232,3,2089,31,1637,177,3,1852,60,1342,180,4,1582,93,639,117,9,855,74,226,23,0,328,79,42,18,0,136,457,11996,1468,40,13964,16,1973,200,3,2198,128,3609,457,3,4205,42,1405,156,5,1600,26,1730,243,4,2015,63,4220,647,22,4949,57,3859,596,9,4519,68,3474,475,10,4022,100,3018,483,14,3617,159,1461,293,19,1934,140,474,71,0,690,98,71,24,0,199,896,25297,3664,85,29946
5008,13,671,106,0,789,54,1246,224,6,1529,13,411,78,0,506,9,413,118,4,547,7,1451,397,22,1876,4,1685,508,14,2213,8,1279,421,8,1721,11,876,305,14,1207,10,347,95,0,458,21,59,26,3,113,0,3,6,0,9,152,8451,2291,75,10965,4,608,70,0,683,32,1211,227,0,1467,7,351,50,0,406,0,352,84,8,436,4,1412,274,8,1697,15,1342,229,0,1587,7,946,177,0,1127,16,551,110,4,681,14,259,60,9,339,14,58,10,0,77,5,0,4,0,13,109,7092,1290,27,8520,12,1280,178,0,1472,82,2458,450,3,2998,18,762,132,0,913,16,759,199,8,986,10,2863,672,27,3576,20,3025,738,16,3799,20,2225,594,9,2847,26,1430,420,19,1889,28,608,152,11,797,33,115,32,3,187,5,8,5,0,22,267,15542,3578,99,19488
5009,1021,62328,2807,69,66222,6722,125823,5887,119,138546,2280,57666,2524,63,62538,1594,60107,3431,209,65341,2448,130141,8084,581,141247,2278,133699,7295,400,143672,3148,118386,5780,377,127696,4561,100878,4470,408,110322,6578,76594,3375,345,86890,7947,36249,2487,123,46802,6205,7911,1546,28,15696,44782,909791,47686,2715,1004978,598,59310,2596,70,62571,3254,122348,5608,115,131325,1492,55809,2436,71,59808,1169,60029,2809,191,64199,2271,141876,7215,488,151848,2620,143880,6385,247,153127,3769,127039,4987,268,136051,5582,109492,3975,517,119568,7495,84792,3473,447,96213,11294,39671,3032,140,54135,12771,9579,2583,50,24977,52302,953828,45090,2603,1053827,1618,121646,5397,142,128796,9975,248176,11496,238,269879,3778,113479,4959,134,122343,2764,120135,6241,394,129538,4717,272018,15298,1069,293094,4899,277576,13677,649,296804,6911,245425,10763,641,263742,10144,210371,8445,927,229888,14072,161388,6847,793,183104,19236,75915,5519,263,100938,18974,17496,4132,78,40673,97079,1863620,92781,5323,2058802
