SUA_CODE_2021,Cntd_home_Cen_Nt_0_14_yr,Cntd_home_Cen_Nt_15_24_yr,Cntd_home_Cen_Nt_25_34_yr,Cntd_home_Cen_Nt_35_44_yr,Cntd_home_Cen_Nt_45_54_yr,Cntd_home_Cen_Nt_55_64_yr,Cntd_home_Cen_Nt_65_74_yr,Cntd_home_Cen_Nt_75_84_yr,Cntd_home_Cen_Nt_85_yr_over,Cntd_home_Cen_Night_Tot,Vis_from_Same_SA2_0_14,Vis_from_Same_SA2_15_24,Vis_from_Same_SA2_25_34,Vis_from_Same_SA2_35_44,Vis_from_Same_SA2_45_54,Vis_from_Same_SA2_55_64,Vis_from_Same_SA2_65_74,Vis_from_Same_SA2_75_84,Vis_from_Same_SA2_85_yr_over,Vis_from_Same_SA2_Tot,Vis_fro_Diff_SA2_NSW_0_14,Vis_fr_Diff_SA2_NSW_15_24,Vis_fr_Diff_SA2_NSW_25_34,Vis_fr_Diff_SA2_NSW_35_44,Vis_fr_Diff_SA2_NSW_45_54,Vis_fr_Diff_SA2_NSW_55_64,Vis_fr_Diff_SA2_NSW_65_74,Vis_fr_Diff_SA2_NSW_75_84,Vis_fr_Diff_SA2_NSW_85_over,Vis_fr_Diff_SA2_NSW_Tot,Vis_fro_Diff_SA2_Vic_0_14,Vis_fr_Diff_SA2_Vic_15_24,Vis_fr_Diff_SA2_Vic_25_34,Vis_fr_Diff_SA2_Vic_35_44,Vis_fr_Diff_SA2_Vic_45_54,Vis_fr_Diff_SA2_Vic_55_64,Vis_fr_Diff_SA2_Vic_65_74,Vis_fr_Diff_SA2_Vic_75_84,Vis_fr_Diff_SA2_Vic_85_over,Vis_fr_Diff_SA2_Vic_Tot,Vis_fro_Diff_SA2_Qld_0_14,Vis_fr_Diff_SA2_Qld_15_24,Vis_fr_Diff_SA2_Qld_25_34,Vis_fr_Diff_SA2_Qld_35_44,Vis_fr_Diff_SA2_Qld_45_54,Vis_fr_Diff_SA2_Qld_55_64,Vis_fr_Diff_SA2_Qld_65_74,Vis_fr_Diff_SA2_Qld_75_84,Vis_fr_Diff_SA2_Qld_85_over,Vis_fr_Diff_SA2_Qld_Tot,Vis_fro_Diff_SA2_SA_0_14,Vis_fr_Diff_SA2_SA_15_24,Vis_fr_Diff_SA2_SA_25_34,Vis_fr_Diff_SA2_SA_35_44,Vis_fr_Diff_SA2_SA_45_54,Vis_fr_Diff_SA2_SA_55_64,Vis_fr_Diff_SA2_SA_65_74,Vis_fr_Diff_SA2_SA_75_84,Vis_fr_Diff_SA2_SA_85_over,Vis_fr_Diff_SA2_SA_Tot,Vis_fro_Diff_SA2_WA_0_14,Vis_fr_Diff_SA2_WA_15_24,Vis_fr_Diff_SA2_WA_25_34,Vis_fr_Diff_SA2_WA_35_44,Vis_fr_Diff_SA2_WA_45_54,Vis_fr_Diff_SA2_WA_55_64,Vis_fr_Diff_SA2_WA_65_74,Vis_fr_Diff_SA2_WA_75_84,Vis_fr_Diff_SA2_WA_85_over,Vis_fr_Diff_SA2_WA_Tot,Vis_fro_Diff_SA2_Tas_0_14,Vis_fr_Diff_SA2_Tas_15_24,Vis_fr_Diff_SA2_Tas_25_34,Vis_fr_Diff_SA2_Tas_35_44,Vis_fr_Diff_SA2_Tas_45_54,Vis_fr_Diff_SA2_Tas_55_64,Vis_fr_Diff_SA2_Tas_65_74,Vis_fr_Diff_SA2_Tas_75_84,Vis_fr_Diff_SA2_Tas_85_over,Vis_fr_Diff_SA2_Tas_Tot,Vis_fro_Diff_SA2_NT_0_14,Vis_fr_Diff_SA2_NT_15_24,Vis_fr_Diff_SA2_NT_25_34,Vis_fr_Diff_SA2_NT_35_44,Vis_fr_Diff_SA2_NT_45_54,Vis_fr_Diff_SA2_NT_55_64,Vis_fr_Diff_SA2_NT_65_74,Vis_fr_Diff_SA2_NT_75_84,Vis_fr_Diff_SA2_NT_85_over,Vis_fr_Diff_SA2_NT_Tot,Vis_fro_Diff_SA2_ACT_0_14,Vis_fr_Diff_SA2_ACT_15_24,Vis_fr_Diff_SA2_ACT_25_34,Vis_fr_Diff_SA2_ACT_35_44,Vis_fr_Diff_SA2_ACT_45_54,Vis_fr_Diff_SA2_ACT_55_64,Vis_fr_Diff_SA2_ACT_65_74,Vis_fr_Diff_SA2_ACT_75_84,Vis_fr_Diff_SA2_ACT_85_over,Vis_fr_Diff_SA2_ACT_Tot,Vis_fro_Diff_SA2_OT_0_14,Vis_fr_Diff_SA2_OT_15_24,Vis_fr_Diff_SA2_OT_25_34,Vis_fr_Diff_SA2_OT_35_44,Vis_fr_Diff_SA2_OT_45_54,Vis_fr_Diff_SA2_OT_55_64,Vis_fr_Diff_SA2_OT_65_74,Vis_fr_Diff_SA2_OT_75_84,Vis_fr_Diff_SA2_OT_85_over,Vis_fr_Diff_SA2_OT_Tot,Vis_fro_Diff_SA2_TOT_0_14,Vis_fr_Diff_SA2_TOT_15_24,Vis_fr_Diff_SA2_TOT_25_34,Vis_fr_Diff_SA2_TOT_35_44,Vis_fr_Diff_SA2_TOT_45_54,Vis_fr_Diff_SA2_TOT_55_64,Vis_fr_Diff_SA2_TOT_65_74,Vis_fr_Diff_SA2_TOT_75_84,Vis_fr_Diff_SA2_TOT_85_over,Vis_fr_Diff_SA2_TOT_TTOT,Vis_from_Tot_Viss_0_14_yr,Vis_from_Tot_Viss_15_24_yr,Vis_from_Tot_Viss_25_34_yr,Vis_from_Tot_Viss_35_44_yr,Vis_from_Tot_Viss_45_54_yr,Vis_from_Tot_Viss_55_64_yr,Vis_from_Tot_Viss_65_74_yr,Vis_from_Tot_Viss_75_84_yr,Vis_from_Tot_Viss_85_over,Vis_from_Tot_Viss_Tot,OS_vis_0_14_yr,OS_vis_15_24_yr,OS_vis_25_34_yr,OS_vis_35_44_yr,OS_vis_45_54_yr,OS_vis_55_64_yr,OS_vis_65_74_yr,OS_vis_75_84_yr,OS_vis_85_yr_over,OS_vis_Tot,Tot_pop_pl_en_0_14_yr,Tot_pop_pl_en_15_24_yr,Tot_pop_pl_en_25_34_yr,Tot_pop_pl_en_35_44_yr,Tot_pop_pl_en_45_54_yr,Tot_pop_pl_en_55_64_yr,Tot_pop_pl_en_65_74_yr,Tot_pop_pl_en_75_84_yr,Tot_pop_pl_en_85_yr_over,Tot_pop_pl_en_Tot
1014,4412,2600,3278,2798,2815,2909,2587,1619,694,23707,3,3,9,7,3,6,0,10,4,49,72,308,248,121,102,104,87,37,41,1120,0,3,3,0,4,3,4,0,0,18,0,0,8,0,3,9,0,0,0,25,0,5,3,0,8,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,18,6,4,5,0,4,0,51,0,0,0,0,0,0,0,0,0,0,78,326,277,131,122,126,95,41,41,1230,85,331,286,134,125,128,97,49,46,1277,0,9,9,3,7,4,9,0,0,34,4495,2942,3574,2937,2940,3037,2694,1667,731,25022
1015,3547,2040,2049,1909,2092,2270,2214,1547,756,18424,11,10,7,5,8,3,11,15,4,70,76,129,105,93,86,124,62,34,6,721,0,0,9,3,6,8,6,0,0,26,0,11,15,10,9,11,11,0,0,68,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,13,0,0,0,0,0,0,0,0,0,0,79,145,122,105,109,144,84,37,9,838,90,149,134,107,113,150,96,53,14,907,4,7,24,11,7,0,0,0,0,50,3644,2199,2207,2025,2213,2419,2305,1598,775,19386
1016,3906,2286,3200,2624,2411,2224,1602,1085,578,19911,5,3,7,3,5,11,5,0,0,44,66,111,136,87,101,102,31,28,23,678,3,11,16,12,10,7,10,0,0,75,0,3,0,0,0,9,3,0,0,17,0,0,0,3,5,0,6,0,0,12,0,0,0,0,0,3,0,0,0,4,0,0,0,0,6,0,4,0,0,15,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,5,0,0,0,19,0,0,0,0,0,0,0,0,0,0,73,123,158,110,128,124,52,30,21,826,80,127,167,113,134,138,54,30,25,867,0,12,51,37,14,10,5,0,0,119,3982,2425,3417,2768,2556,2364,1662,1112,604,20896
1017,2781,1813,1770,1632,1712,1958,1866,1097,440,15073,5,12,6,5,3,8,12,5,3,62,88,91,82,43,61,52,52,38,14,503,0,0,0,0,0,0,3,0,0,8,3,0,3,0,7,4,9,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,8,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,91,91,83,46,63,63,64,36,11,555,97,98,90,51,71,71,78,45,19,618,0,0,5,0,0,5,0,3,0,10,2879,1913,1866,1686,1784,2030,1942,1141,462,15698
1018,4827,3301,3401,3283,3463,3712,3143,1817,847,27793,8,16,7,10,7,9,6,7,0,66,107,170,166,109,119,161,126,105,87,1162,0,4,3,3,7,5,11,3,0,28,8,10,18,12,21,14,24,5,3,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,116,187,193,132,138,180,161,111,86,1313,125,201,200,139,151,190,168,119,88,1379,7,9,15,7,3,10,0,0,4,53,4960,3508,3618,3428,3619,3907,3309,1934,938,29225
1019,1953,1213,1391,1234,1426,1652,1548,1046,372,11839,3,0,0,5,0,7,9,7,0,36,25,61,89,53,70,83,35,27,11,450,0,0,5,0,0,0,0,0,0,7,0,0,5,0,9,6,0,0,0,24,0,0,0,4,0,0,0,0,0,5,3,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,32,62,94,60,87,87,39,30,11,500,34,62,93,61,87,100,49,35,9,532,0,0,0,0,0,0,0,0,0,0,1983,1276,1488,1293,1516,1749,1600,1077,388,12376
1020,3083,1649,1495,1779,1942,1839,1615,833,155,14381,0,3,0,0,0,6,7,0,0,19,64,46,38,44,45,48,28,13,7,333,0,0,0,0,0,0,0,0,0,9,0,0,5,0,4,5,0,0,0,17,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,70,50,56,46,49,61,35,13,7,381,66,54,53,50,47,60,40,12,7,402,0,0,3,0,3,3,0,4,0,14,3149,1705,1553,1828,1994,1906,1650,850,167,14796
1021,4623,2945,2952,2804,3093,3382,3293,2478,1103,26678,0,3,6,0,0,8,6,10,5,39,97,109,95,72,57,105,55,40,12,639,0,0,0,0,0,0,0,0,0,6,0,4,6,0,4,3,4,0,0,19,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,114,100,72,65,109,65,39,16,677,97,124,101,76,66,114,77,56,19,719,0,3,4,0,0,3,0,0,0,15,4718,3073,3057,2880,3158,3501,3367,2532,1122,27415
1022,2608,1283,1729,1497,1421,1307,1091,797,338,12050,3,5,0,5,0,3,4,0,0,27,73,106,117,70,84,82,58,29,10,625,0,3,4,6,0,0,0,0,0,19,3,0,4,3,13,0,0,0,0,25,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,78,105,131,82,101,82,64,29,10,683,82,108,126,81,99,89,69,30,9,709,0,0,0,0,0,0,0,0,0,4,2687,1392,1859,1578,1520,1396,1158,832,353,12764
1023,2635,1418,1795,1549,1476,1350,968,495,170,11851,0,0,0,5,0,0,12,0,0,26,43,72,98,96,66,67,32,16,11,502,0,0,0,0,3,0,3,0,0,8,0,5,10,6,0,6,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,76,111,100,71,79,37,16,11,542,42,77,110,108,71,79,41,19,11,564,0,0,4,3,0,0,0,0,0,8,2679,1493,1909,1663,1543,1425,1009,513,183,12421
1024,3747,2407,1956,2360,3238,4211,4731,3270,1062,26979,0,7,5,0,0,12,14,7,9,45,132,157,94,103,136,165,162,69,30,1048,0,0,0,3,3,4,17,9,0,31,3,4,7,0,5,14,4,6,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,13,0,0,0,0,0,0,3,0,0,6,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,3,5,0,10,5,0,0,0,0,0,0,0,0,4,143,159,108,110,146,185,184,87,33,1153,143,164,110,110,146,198,196,96,34,1202,0,0,0,4,7,4,0,0,6,22,3888,2570,2074,2470,3390,4417,4932,3367,1100,28200
1025,90836,60303,66870,62330,60650,57731,49405,28921,11905,488951,59,91,58,58,84,113,126,136,92,822,2018,2570,2389,1618,1428,1418,1152,765,423,13778,9,28,40,20,23,30,30,8,3,192,12,38,54,32,47,60,40,9,0,292,5,7,6,3,3,8,9,7,0,46,0,5,6,0,11,19,8,0,0,59,4,5,10,4,12,9,12,7,0,51,4,3,5,3,7,0,0,4,0,16,3,10,12,9,4,13,4,0,0,54,0,0,0,0,0,0,0,0,0,4,2049,2666,2518,1690,1538,1552,1255,798,430,14490,2114,2757,2580,1748,1621,1666,1379,933,522,15317,48,54,90,67,52,76,77,29,7,488,92994,63113,69537,64149,62319,59476,50858,29882,12432,504762
1026,7156,4347,4957,4366,4280,4465,4133,2484,1016,37194,3,12,6,6,7,17,15,18,4,87,182,219,243,186,177,151,106,75,37,1374,0,0,6,0,0,0,6,0,0,20,3,3,8,14,3,11,0,0,0,43,0,0,0,3,0,0,0,0,0,9,0,0,4,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,4,4,6,0,0,0,6,0,0,15,0,0,0,0,0,0,0,0,0,0,193,227,270,206,184,165,106,81,37,1478,196,240,269,220,192,182,122,94,49,1565,3,5,11,3,8,11,9,5,0,39,7353,4588,5231,4581,4482,4648,4262,2582,1060,38803
1027,8888,4688,5491,5087,4714,4295,3816,2288,985,40245,17,32,8,12,7,8,7,15,6,110,204,400,296,214,202,193,126,98,30,1759,3,9,11,9,7,4,0,0,0,42,7,11,24,31,36,31,4,0,0,140,0,5,6,5,3,7,0,0,0,21,0,5,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,13,13,11,0,3,3,0,0,55,0,0,0,0,0,0,0,0,0,0,216,444,338,272,250,236,134,102,36,2033,229,475,342,278,263,247,145,121,44,2145,4,3,10,7,12,14,6,3,0,60,9128,5165,5845,5367,4982,4558,3971,2409,1031,42452
1028,7899,5149,4625,5134,5822,6145,6560,4793,2113,48241,0,6,6,4,12,13,19,13,8,78,250,343,279,254,254,346,393,144,69,2337,0,8,0,3,7,23,44,35,0,125,0,7,16,4,13,13,8,3,4,62,0,0,3,0,3,0,0,0,0,17,0,3,0,0,0,4,8,0,0,11,8,0,0,5,0,7,6,0,0,25,3,0,0,0,0,3,0,0,0,12,0,4,0,3,3,0,10,5,0,30,0,0,0,0,0,0,0,0,0,0,261,369,299,270,280,399,468,195,74,2615,262,377,313,277,290,409,483,207,82,2695,16,9,10,14,18,7,10,3,0,85,8176,5531,4948,5427,6123,6555,7056,5007,2191,51016
1029,3519,2372,2444,2009,2102,1826,1320,694,296,16570,0,7,0,4,0,0,0,0,0,13,65,115,122,60,82,65,32,12,11,563,0,13,10,0,0,6,0,0,0,28,0,22,17,6,4,3,4,0,0,58,0,5,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,63,162,150,75,93,71,38,12,11,671,63,171,153,75,93,71,38,14,11,687,0,0,3,0,0,3,0,0,0,17,3579,2543,2600,2088,2196,1892,1351,704,309,17273
1030,2966,1685,1789,1943,2176,2695,3218,1938,625,19028,3,7,4,9,5,6,16,16,7,67,113,103,65,94,94,122,120,51,18,782,0,0,6,4,0,0,5,0,0,17,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,7,10,0,0,30,5,0,0,0,0,3,0,0,0,4,118,111,77,97,106,146,129,51,17,857,120,117,79,108,113,153,143,64,23,923,3,4,4,3,4,0,0,0,0,22,3091,1804,1869,2054,2292,2850,3365,2002,645,19973
1031,875024,574346,744702,714497,602371,513870,381010,213601,89189,4708611,404,393,503,515,525,546,748,927,1272,5826,10778,12683,16994,11514,9425,8816,7309,5145,3653,86320,154,334,616,404,292,343,223,85,16,2465,200,684,689,413,458,560,446,150,43,3645,21,101,156,67,72,73,75,25,6,593,37,237,220,155,131,122,103,30,3,1044,14,47,65,45,44,47,58,28,3,343,10,33,48,25,27,22,19,3,0,192,50,335,209,146,105,132,97,23,3,1102,0,3,0,3,0,0,7,0,0,17,11255,14463,18992,12770,10549,10125,8337,5487,3734,95715,11664,14853,19501,13288,11077,10664,9090,6410,5007,101547,927,1255,2310,1625,1513,2388,2223,651,176,13060,887605,590459,766512,729410,614960,526927,392320,220656,94370,4823218
1032,8789,5179,6004,5015,4676,4618,4075,2790,1157,42291,10,12,4,5,16,13,7,13,4,86,253,363,308,191,195,167,151,108,73,1812,3,4,0,0,7,10,0,8,0,37,5,11,12,9,18,12,12,4,0,78,0,3,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,378,326,208,218,191,164,118,73,1938,273,391,330,218,236,199,170,132,81,2028,4,4,23,14,0,3,9,0,0,59,9073,5576,6353,5245,4909,4821,4244,2925,1239,44379
1033,4595,2654,2661,2493,2812,3454,3398,2358,1036,25464,16,6,10,7,11,8,10,13,8,81,129,176,148,104,116,133,122,97,60,1096,0,0,0,3,0,0,0,0,0,13,0,0,3,0,4,3,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,131,176,159,112,120,143,134,102,61,1140,149,184,168,115,131,153,142,109,70,1222,0,0,3,0,3,0,0,0,0,15,4747,2844,2837,2607,2947,3609,3543,2470,1100,26700
1034,2516,1297,1374,1638,1785,2412,2872,1671,603,16171,0,0,0,4,4,13,11,7,6,43,111,115,95,81,91,143,117,48,22,820,0,0,5,0,0,3,10,0,0,31,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,3,7,9,3,0,38,0,0,0,0,0,0,0,0,0,0,117,123,102,86,93,162,143,52,26,901,117,122,100,88,102,178,152,59,27,947,4,0,0,0,0,0,0,3,0,16,2635,1424,1485,1733,1883,2584,3023,1732,630,17131
1035,11178,7641,7739,6655,6137,6006,4903,3025,1423,54709,13,9,21,6,9,10,19,15,7,110,268,743,398,192,228,245,193,108,45,2432,0,80,44,28,14,20,7,0,0,199,0,124,32,14,21,15,10,4,0,218,0,27,8,5,7,5,3,0,0,47,3,29,9,0,6,4,0,0,0,45,0,10,5,0,0,0,0,0,0,18,0,3,0,0,0,0,0,0,0,9,0,17,19,12,15,3,9,0,0,77,0,0,0,0,0,0,0,0,0,0,274,1035,511,252,288,294,218,118,47,3035,291,1042,536,258,294,305,233,134,53,3141,12,13,42,37,6,8,0,3,3,125,11478,8697,8316,6951,6438,6311,5141,3165,1481,57977
1036,53690,37750,37926,36809,37297,36791,29996,18445,7631,296326,38,44,40,35,51,54,59,61,47,415,911,1275,1130,796,734,717,565,407,329,6859,9,11,13,13,8,19,13,10,0,95,10,22,16,11,26,29,34,13,0,164,0,0,0,0,0,4,4,4,0,10,0,4,4,0,3,11,6,5,0,42,0,4,0,0,0,5,5,0,0,17,0,0,4,0,7,3,0,0,0,16,0,29,9,7,12,8,7,0,3,72,0,0,0,0,0,0,0,0,0,0,934,1354,1177,832,781,796,629,435,333,7270,969,1397,1215,867,838,856,685,492,378,7683,24,34,47,35,34,45,47,12,4,284,54681,39189,39187,37703,38165,37688,30721,18946,8012,304302
2000,114350,63688,63889,72430,88546,105309,97100,50452,17406,673181,185,181,119,137,196,304,362,226,95,1806,110,238,191,122,145,171,150,32,9,1159,3067,4217,3675,2923,3497,4435,3631,1438,526,27410,31,228,171,77,87,158,119,17,0,886,40,196,98,45,72,76,65,16,0,594,22,64,49,31,36,41,47,9,0,293,15,51,40,43,43,77,40,9,0,323,3,16,19,11,14,14,13,0,0,93,4,15,4,8,9,19,4,3,0,74,0,0,0,0,0,0,0,0,0,3,3293,5011,4248,3266,3900,4987,4076,1524,543,30850,3484,5184,4368,3407,4093,5291,4437,1748,640,32652,57,94,219,79,89,69,67,33,15,716,117885,68972,68477,75914,92734,110674,101603,52236,18060,706549
2001,5103,2662,3464,3380,3068,2567,2253,1126,421,24044,0,0,0,4,4,9,9,6,4,41,0,0,0,0,0,3,0,0,0,14,58,83,59,53,38,42,29,19,12,395,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,87,64,59,43,53,34,14,12,418,65,87,66,59,44,56,42,21,12,460,0,0,4,3,5,3,3,0,0,20,5166,2756,3533,3444,3117,2630,2294,1151,431,24519
2002,2652,1561,1749,1529,1725,1892,1978,1380,533,14998,0,6,7,0,4,3,7,5,0,41,0,0,0,0,0,0,0,3,0,13,56,99,53,69,59,101,60,31,27,555,5,0,5,0,6,8,3,0,0,28,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,63,97,64,71,68,118,67,38,26,607,63,107,68,71,71,119,72,47,34,647,0,0,0,0,0,0,0,0,0,8,2719,1674,1817,1597,1796,2016,2049,1421,572,15656
2003,20603,13343,14837,13485,13153,12429,10932,6300,2706,107788,16,19,14,12,16,25,38,30,18,189,5,16,18,10,7,13,9,0,3,74,374,702,523,368,347,303,277,159,115,3175,4,9,10,4,18,10,18,0,0,75,0,4,4,0,0,3,7,0,0,23,3,3,0,3,10,0,9,0,0,28,0,0,0,0,0,3,3,0,0,5,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391,736,557,388,378,342,313,167,120,3394,404,754,574,403,397,364,351,192,135,3575,12,9,16,17,13,15,19,3,0,102,21014,14107,15427,13900,13558,12812,11297,6499,2839,111465
2004,19069,11946,13462,12233,11772,11674,10377,6068,2682,99271,12,9,11,15,9,20,30,28,13,139,3,25,13,8,9,10,14,16,4,101,295,609,529,338,334,327,216,129,110,2889,0,10,8,6,11,7,9,0,0,62,0,10,3,9,7,3,10,5,0,48,0,3,0,9,0,3,3,0,0,27,0,4,0,6,0,9,6,0,0,27,0,4,0,0,0,0,0,0,0,8,0,0,5,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,301,676,560,373,363,368,262,146,112,3165,315,687,569,387,375,385,286,178,123,3302,11,8,18,13,7,6,12,3,6,88,19393,12640,14048,12628,12157,12066,10678,6246,2808,102663
2005,1564,812,1008,1328,1469,1561,1698,1025,460,10927,4,0,5,0,4,5,0,6,0,26,0,0,0,0,0,4,0,0,0,12,29,40,56,39,34,40,39,19,15,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,42,54,39,35,49,44,26,17,339,32,45,57,45,43,54,43,31,16,361,0,0,0,0,5,0,0,0,0,19,1602,854,1065,1362,1514,1622,1749,1059,476,11309
2006,2131,1348,1596,1356,1427,1472,1411,963,475,12178,4,3,8,7,3,5,4,4,0,28,0,0,5,0,7,0,0,0,0,13,27,45,56,41,39,45,33,23,14,324,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,47,55,45,51,49,43,25,14,355,33,48,66,54,51,55,47,31,14,388,0,0,7,5,0,0,0,0,0,13,2161,1399,1663,1415,1475,1526,1464,995,492,12583
2007,3716,2209,2258,2221,2667,2912,2864,1837,719,21385,8,0,5,3,5,6,9,6,5,54,23,15,33,14,13,11,18,12,9,144,48,119,151,82,86,133,131,53,13,807,0,0,0,4,5,0,8,3,0,18,0,0,0,0,0,0,0,0,0,6,4,0,4,0,0,0,7,0,0,7,0,0,0,0,7,0,6,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,140,186,96,103,155,163,70,19,1007,80,140,188,105,106,154,179,80,26,1058,0,0,11,0,0,0,0,0,0,19,3799,2351,2452,2321,2770,3067,3041,1916,753,22464
2008,51505,32795,38718,36715,34731,32181,28508,16345,6826,278319,49,45,36,49,50,63,91,55,36,481,16,65,34,19,26,34,17,4,0,218,815,1437,1193,777,767,858,703,430,238,7215,15,24,15,21,24,27,23,0,0,152,4,13,0,10,8,11,5,5,0,61,8,12,5,10,7,5,0,4,0,46,0,4,7,4,0,6,10,0,0,38,3,9,3,0,3,0,5,0,0,25,0,9,0,0,0,5,3,0,0,18,0,0,0,0,0,0,0,0,0,0,869,1573,1265,836,839,940,767,458,234,7778,919,1622,1298,886,890,1006,858,514,268,8254,30,45,38,50,27,43,34,13,3,295,52455,34458,40055,37652,35650,33227,29402,16879,7099,286876
2009,4693,2409,1641,2986,3277,2824,2169,1113,305,21423,0,0,0,0,0,0,3,4,3,15,0,0,0,0,0,0,0,0,0,4,39,97,47,47,45,40,28,20,9,376,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,97,52,50,50,44,31,23,10,404,41,97,52,46,54,48,37,32,11,415,0,0,0,4,3,3,0,0,0,14,4740,2512,1690,3032,3333,2872,2209,1141,317,21846
