SUA_CODE_2021,P_PG_Deg_35_44_yr,P_PG_Deg_45_54_yr,P_PG_Deg_55_64_yr,P_PG_Deg_65_74_yr,P_PG_Deg_75_84_yr,P_PG_Deg_85_yr_over,P_PGuate_Deg_Tot,P_Grad_Dip_Cer_15_24_yr,P_Grad_Dip_Cer_25_34_yr,P_Grad_Dip_Cer_35_44_yr,P_Grad_Dip_Cer_45_54_yr,P_Grad_Dip_Cer_55_64_yr,P_Grad_Dip_Cer_65_74_yr,P_Grad_Dip_Cer_75_84_yr,P_Grad_Dip_Cer_85_yr_over,P_Grad_Dip_Cer_Tot,P_B_Deg_15_24_yr,P_B_Deg_25_34_yr,P_B_Deg_35_44_yr,P_B_Deg_45_54_yr,P_B_Deg_55_64_yr,P_B_Deg_65_74_yr,P_B_Deg_75_84_yr,P_B_Deg_85_yr_over,P_B_Deg_Tot,P_Adv_Dip_Dip_15_24,P_Adv_Dip_Dip_25_34,P_Adv_Dip_Dip_35_44,P_Adv_Dip_Dip_45_54,P_Adv_Dip_Dip_55_64,P_Adv_Dip_Dip_65_74,P_Adv_Dip_Dip_75_84,P_Adv_Dip_Dip_85_yr_over,P_Adv_Dip_Dip_Total,P_Cer_III_IV_15_24_yr,P_Cer_III_IV_25_34_yr,P_Cer_III_IV_35_44_yr,P_Cer_III_IV_45_54_yr,P_Cer_III_IV_55_64_yr,P_Cer_III_IV_65_74_yr,P_Cer_III_IV_75_84_yr,P_Cer_III_IV_85_yr_over,P_Cer_III_IV_Tot,P_Cer_I_II_15_24_yr,P_Cer_I_II_25_34_yr,P_Cer_I_II_35_44_yr,P_Cer_I_II_45_54_yr,P_Cer_I_II_55_64_yr,P_Cer_I_II_65_74_yr,P_Cer_I_II_75_84_yr,P_Cer_I_II_85_yr_over,P_Cer_I_II_Tot,P_Cer_nfd_15_24_yr,P_Cer_nfd_25_34_yr,P_Cer_nfd_35_44_yr,P_Cer_nfd_45_54_yr,P_Cer_nfd_55_64_yr,P_Cer_nfd_65_74_yr,P_Cer_nfd_75_84_yr,P_Cer_nfd_85_yr_over,P_Cer_nfd_Tot,P_Cer_Tot_15_24_yr,P_Cer_Tot_25_34_yr,P_Cer_Tot_35_44_yr,P_Cer_Tot_45_54_yr,P_Cer_Tot_55_64_yr,P_Cer_Tot_65_74_yr,P_Cer_Tot_75_84_yr,P_Cer_Tot_85_yr_over,P_Cer_Tot_Tot,P_lvl_educ_inad_desc_15_24,P_lvl_educ_inad_desc_25_34,P_lvl_educ_inad_desc_35_44,P_lvl_educ_inad_desc_45_54,P_lvl_educ_inad_desc_55_64,P_lvl_educ_inad_desc_65_74,P_lvl_educ_inad_desc_75_84,P_lvl_educ_inad_desc_85ov,P_lvl_educ_inad_desc_Tot,P_lvl_educ_ns_15_24,P_lvl_educ_ns_25_34,P_lvl_educ_ns_35_44,P_lvl_educ_ns_45_54,P_lvl_educ_ns_55_64,P_lvl_educ_ns_65_74,P_lvl_educ_ns_75_84,P_lvl_educ_ns_85ov,P_lvl_educ_ns_Tot,P_Tot_15_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
2018,237,159,122,77,16,0,897,22,117,123,139,112,82,28,0,626,197,996,732,542,415,290,128,22,3325,98,540,541,555,503,339,169,30,2779,673,1722,1419,1289,1285,811,365,97,7668,65,107,109,81,52,44,11,5,467,19,59,70,73,78,96,28,15,443,763,1891,1593,1443,1416,958,402,118,8580,9,23,21,20,30,27,18,6,155,438,569,556,482,563,592,596,482,4277,1553,4391,3802,3352,3155,2366,1359,659,20635
2019,101,79,66,50,8,4,464,5,65,89,94,84,79,21,4,441,107,463,407,309,219,187,99,30,1830,60,241,266,289,287,217,106,36,1503,292,647,613,606,523,356,169,62,3262,37,26,39,50,27,17,10,4,206,22,26,29,38,36,44,25,10,232,352,696,684,691,590,412,205,72,3705,9,8,6,10,13,11,12,6,79,143,165,140,171,174,228,291,209,1521,677,1794,1689,1643,1442,1185,742,360,9540
2020,243,206,163,113,56,7,1031,18,124,168,143,184,165,50,0,860,184,1033,849,644,546,442,194,36,3934,133,651,680,604,563,454,197,47,3324,618,1781,1382,1328,1203,770,351,101,7537,107,78,62,60,55,67,10,0,437,37,79,75,112,119,97,54,16,596,758,1942,1517,1494,1380,938,420,121,8575,9,19,35,21,29,39,33,11,202,272,401,340,345,324,357,338,123,2505,1384,4407,3841,3464,3179,2520,1290,352,20428
2021,241,183,180,121,37,6,1041,8,118,177,182,160,117,30,9,806,164,979,885,695,534,420,144,43,3858,101,442,497,512,515,407,180,41,2694,555,1199,1183,1089,904,496,220,68,5708,74,71,44,49,54,25,11,5,338,37,44,55,86,86,67,38,5,418,667,1320,1278,1228,1043,586,264,79,6466,3,19,11,8,13,22,19,8,107,287,307,342,292,313,354,358,293,2541,1244,3452,3438,3098,2757,2026,1030,478,17515
3000,2147,2317,2589,2069,617,67,11558,125,1162,1513,1878,2102,1678,387,39,8895,2625,11191,11086,10027,9222,7765,2400,392,54711,1565,5508,7768,10204,11428,8270,2770,416,47927,11008,24116,24998,25919,26892,19104,6351,945,139328,3159,1819,1499,1382,1368,900,246,18,10400,766,1075,1494,2106,2398,2139,767,120,10852,14922,27012,27988,29403,30662,22146,7359,1086,160585,168,351,345,435,602,726,420,112,3171,10614,13377,12998,14671,15388,13375,7805,2710,90944,30117,60264,63848,68933,71991,56036,21758,4817,377783
3001,87,55,66,70,17,0,420,0,40,51,33,55,46,10,0,232,149,692,363,234,254,201,39,7,1945,103,341,309,279,277,191,54,7,1561,318,700,616,548,541,327,92,17,3159,84,52,42,36,32,29,6,0,277,18,29,47,41,52,54,14,0,258,414,787,704,627,626,407,110,17,3695,6,20,20,16,7,14,10,0,97,275,617,376,340,519,371,123,8,2635,951,2612,1903,1599,1813,1306,357,38,10580
3002,38884,26520,16865,9727,3380,606,126890,1195,10677,12494,12177,8499,5249,1538,267,52099,29107,99815,91626,65425,38350,24718,9928,2362,361329,15677,36187,41297,40613,31017,19063,8070,1995,193920,41189,70961,64130,58812,48605,30159,13551,3513,330926,9719,5146,3786,2953,2390,1693,555,102,26341,3339,4302,5797,6699,6173,5055,2405,662,34428,54248,80408,73709,68465,57166,36911,16512,4274,391695,944,1805,2115,1939,1733,1764,1199,424,11921,17950,23866,19914,16656,13714,13268,12069,8253,125692,120839,281949,280039,231792,167342,110704,52689,18186,1263545
3003,251,269,216,174,59,15,1198,14,132,207,188,192,134,44,7,928,264,1288,1329,1082,859,725,308,67,5920,159,560,698,904,970,782,364,68,4503,1227,2278,2143,2149,2321,1983,972,212,13288,397,251,150,130,92,99,37,6,1161,120,110,158,164,203,210,134,23,1116,1742,2641,2452,2444,2621,2287,1142,240,15571,19,35,29,35,46,68,69,15,326,512,651,520,601,648,847,868,417,5067,2726,5515,5495,5520,5556,5009,2855,833,33513
3004,1206,1078,901,504,159,23,4818,41,534,586,710,513,345,75,6,2815,794,4390,4310,3537,2358,1561,569,106,17624,440,1900,2709,3022,2436,1504,557,101,12653,2455,4854,4833,4941,4233,2630,1027,229,25210,676,332,302,259,215,119,39,6,1951,190,259,353,420,426,363,156,32,2203,3331,5439,5486,5625,4877,3117,1217,275,29368,40,74,116,144,135,152,89,13,765,2193,3032,2336,2322,2134,2062,1294,528,15900,6883,16273,16750,16425,13361,9242,3957,1052,83947
3005,62,51,34,8,0,0,237,9,46,53,41,36,14,3,0,195,102,351,303,188,114,51,13,0,1128,27,149,207,190,155,48,14,4,787,286,663,695,511,337,147,33,3,2678,104,52,39,17,14,3,0,0,231,21,19,35,40,29,18,0,0,170,404,741,773,571,382,179,29,4,3079,3,11,7,3,7,6,4,0,43,184,238,248,187,227,165,63,39,1343,731,1598,1657,1239,952,473,125,42,6816
3006,200,188,95,49,3,0,693,12,99,115,155,110,41,19,0,553,207,863,949,684,443,237,87,19,3483,71,364,518,681,493,245,76,14,2466,838,2099,2005,1848,1537,691,240,59,9323,344,165,124,64,62,38,5,0,803,55,90,108,117,110,80,27,9,593,1245,2351,2236,2030,1708,811,277,63,10723,10,22,27,40,34,23,20,7,180,332,463,487,449,422,375,217,115,2858,1893,4302,4522,4232,3306,1775,703,221,20955
3007,6929,4965,3628,2433,832,123,25700,308,2233,2558,2521,1894,1440,426,81,11459,6245,22413,20986,15390,10034,7550,3021,657,86291,5550,10906,12897,13409,10635,7161,3037,719,64322,11036,19279,19787,20288,17617,12255,6140,1499,107905,2023,1118,944,896,877,713,239,36,6847,971,1309,1925,2257,2309,2131,1141,285,12325,14030,21708,22654,23443,20799,15103,7520,1819,127076,275,494,605,569,653,739,524,202,4053,5656,8136,7013,6470,6107,6475,6216,4151,50221,32449,72306,73637,66767,53744,40891,21573,7754,369125
3008,49,67,44,45,20,3,270,0,31,47,57,56,51,13,0,254,58,278,299,268,227,197,82,20,1417,50,181,246,299,294,202,99,23,1396,438,834,761,730,727,459,181,54,4198,138,80,52,52,32,19,3,0,378,32,38,46,62,71,67,32,3,352,618,955,863,848,831,545,213,54,4922,8,10,8,11,16,13,6,3,82,184,211,186,204,214,223,219,125,1561,927,1715,1698,1757,1675,1269,646,230,9914
3009,234,213,230,208,78,12,1149,15,83,128,152,169,188,57,8,807,191,814,976,880,796,719,273,64,4713,89,377,631,823,1059,972,365,81,4404,760,1437,1531,1799,2062,2114,1026,198,10927,201,113,108,95,99,120,40,0,775,57,82,116,146,199,242,118,35,1000,1019,1629,1754,2040,2359,2471,1187,239,12703,8,13,23,37,48,81,70,19,297,379,362,397,509,651,997,1092,473,4854,1714,3444,4146,4651,5314,5639,3120,888,28930
3010,49,27,22,22,12,0,163,3,16,26,21,11,19,9,0,108,74,194,183,134,99,74,24,8,784,20,115,101,145,136,98,39,7,657,212,428,327,282,291,191,69,19,1813,48,53,26,14,22,14,0,0,185,27,23,19,13,23,30,8,0,145,285,506,377,308,331,234,74,21,2139,0,3,13,14,9,6,6,0,54,110,110,91,101,93,95,90,53,743,494,981,825,751,703,551,254,93,4652
3011,404,309,245,119,24,5,1460,33,204,224,259,207,83,26,5,1043,480,1882,1868,1316,870,495,164,47,7117,171,726,1041,1146,988,527,218,54,4864,1369,3539,3353,3000,2619,1486,512,108,15989,362,199,173,107,77,54,18,4,991,122,132,184,215,194,136,66,12,1058,1852,3864,3715,3323,2897,1677,590,126,18038,27,47,47,52,41,35,31,9,292,856,1093,1001,906,860,717,632,379,6436,3428,8140,8301,7309,6109,3652,1688,626,39250
3012,45,52,61,50,17,3,253,4,28,37,66,52,54,14,0,252,66,207,289,273,270,233,101,13,1467,49,154,233,309,413,338,113,29,1638,495,804,869,923,957,811,330,68,5248,171,96,62,54,44,30,5,0,461,32,39,45,66,86,81,40,5,394,695,943,981,1039,1081,914,380,72,6109,8,9,14,14,10,26,13,4,94,246,199,245,231,299,333,306,160,2024,1074,1570,1847,1989,2191,1944,947,281,11842
3013,130,53,68,13,0,0,400,4,76,73,34,40,11,3,0,247,169,581,364,191,150,76,28,4,1560,41,175,231,194,192,77,18,0,928,342,863,738,653,562,218,79,10,3452,100,54,34,18,14,10,0,0,230,21,40,35,42,26,15,5,0,178,462,957,800,712,596,234,86,9,3860,6,6,9,13,16,12,0,0,62,406,454,419,430,428,317,124,28,2612,1097,2376,2027,1630,1488,742,258,37,9655
3014,408,362,255,132,46,12,1581,26,197,219,226,203,104,27,4,1007,490,1644,1703,1201,832,500,189,42,6600,200,733,896,901,838,521,170,46,4301,1435,3191,2689,2140,2031,1139,438,123,13182,487,266,190,129,72,45,11,3,1205,124,124,172,154,156,117,63,16,926,2046,3582,3050,2425,2259,1306,508,137,15310,20,34,40,43,56,32,30,12,266,774,831,794,723,643,646,605,417,5432,3581,7362,7115,5881,5080,3239,1575,660,34494
3015,2868,2775,2384,2000,755,113,13026,108,870,1459,1745,1637,1317,422,63,7620,2109,9763,11177,9726,7163,5833,2617,549,48933,1468,4346,6313,7521,6909,5427,2522,636,35141,6179,10454,11544,12246,11679,8112,3770,995,64985,1419,587,527,484,527,466,163,32,4217,524,594,848,1170,1320,1422,662,219,6760,8123,11642,12914,13902,13526,9997,4595,1251,75964,95,164,251,337,396,452,371,121,2204,2464,3013,3075,3113,3191,3551,3643,2293,24344,14470,31826,38056,39135,35208,28576,14929,5030,207222
3016,1195,1015,826,528,197,24,4951,72,479,532,562,520,357,117,21,2657,1086,3965,3813,2848,2048,1602,669,163,16180,612,1629,1867,2115,1855,1279,595,154,10113,3112,5120,4164,3722,3266,2036,917,217,22552,754,427,246,199,130,110,37,4,1904,206,223,256,363,319,305,156,65,1888,4073,5769,4660,4281,3714,2448,1111,278,26347,52,84,74,87,67,89,82,26,555,1091,1151,1017,961,956,987,1023,574,7761,7049,14172,13156,11871,9991,7291,3795,1242,68564
3017,1353,1125,828,478,165,18,5154,108,602,723,618,474,285,60,16,2878,1405,5235,4372,3430,2259,1377,544,96,18720,609,2078,2430,2746,2214,1298,469,89,11937,3403,6686,5950,5225,4659,2684,1031,203,29851,904,500,283,241,176,105,33,6,2249,243,306,356,422,404,299,132,32,2194,4553,7491,6596,5889,5237,3089,1195,248,34298,67,97,71,106,79,102,63,15,598,2471,2342,1845,1631,1472,1318,953,547,12590,9281,18971,17379,15548,12572,7944,3464,1027,86174
3018,37,44,40,26,11,3,196,3,21,22,46,42,36,10,0,182,59,199,198,183,159,142,73,12,1026,29,109,146,153,173,149,66,15,843,314,559,430,418,433,329,136,31,2649,71,55,30,22,20,20,5,3,222,25,31,32,51,38,40,17,5,239,409,638,492,501,493,387,156,36,3105,0,11,9,8,11,16,16,5,71,137,138,119,159,182,189,210,105,1252,640,1140,1017,1091,1104,944,549,182,6677
