SUA_CODE_2021,P_15_19_Mgrs,P_15_19_Profnls,P_15_19_Techs_trades_workers,P_15_19_Comm_psnl_serv_wrkrs,P_15_19_Cler_admin_wrkrs,P_15_19_Sales_wrkrs,P_15_19_Mach_oper_dvrs,P_15_19_Labrs,P_15_19_Inad_desc_Ns,P_15_19_Tot,P_20_24_Mgrs,P_20_24_Profnls,P_20_24_Techs_trades_wrkrs,P_20_24_Comm_psnl_serv_wrkrs,P_20_24_Cler_admin_wrkrs,P_20_24_Sales_wrkrs,P_20_24_Mach_oper_dvrs,P_20_24_Labrs,P_20_24_Inad_desc_Ns,P_20_24_Tot,P_25_34_Mgrs,P_25_34_Profnls,P_25_34_Techs_trades_wrkrs,P_25_34_Comm_psnl_serv_wrkrs,P_25_34_Cler_admin_wrkrs,P_25_34_Sales_wrkrs,P_25_34_Mach_oper_dvrs,P_25_34_Labrs,P_25_34_Inad_desc_Ns,P_25_34_Tot,P_35_44_Mgrs,P_35_44_Profnls,P_35_44_Techs_trades_wrkrs,P_35_44_Comm_psnl_serv_wrkrs,P_35_44_Cler_admin_wrkrs,P_35_44_Sales_wrkrs,P_35_44_Mach_oper_dvrs,P_35_44_Labrs,P_35_44_Inad_desc_Ns,P_35_44_Tot,P_45_54_Mgrs,P_45_54_Profnls,P_45_54_Techs_trades_wrkrs,P_45_54_Comm_psnl_serv_wrkrs,P_45_54_Cler_admin_wrkrs,P_45_54_Sales_wrkrs,P_45_54_Mach_oper_dvrs,P_45_54_Labrs,P_45_54_Inad_desc_Ns,P_45_54_Tot,P_55_64_Mgrs,P_55_64_Profnls,P_55_64_Techs_trades_wrkrs,P_55_64_Comm_psnl_serv_wrkrs,P_55_64_Cler_admin_wrkrs,P_55_64_Sales_wrkrs,P_55_64_Mach_oper_dvrs,P_55_64_Labrs,P_55_64_Inad_desc_Ns,P_55_64_Tot,P_65_74_Mgrs,P_65_74_Profnls,P_65_74_Techs_trades_wrkrs,P_65_74_Comm_psnl_serv_wrkrs,P_65_74_Cler_admin_wrkrs,P_65_74_Sales_wrkrs,P_65_74_Mach_oper_dvrs,P_65_74_Labrs,P_65_74_Inad_desc_Ns,P_65_74_Tot,P_75_84_Mgrs,P_75_84_Profnls,P_75_84_Techs_trades_wrkrs,P_75_84_Comm_psnl_serv_wrkrs,P_75_84_Cler_admin_wrkrs,P_75_84_Sales_wrkrs,P_75_84_Mach_oper_dvrs,P_75_84_Labrs,P_75_84_Inad_desc_Ns,P_75_84_Tot,P_85_yr_over_Mgrs,P_85_yr_over_Profnls,P_85ov_Techs_trades_wrkrs,P_85ov_Com_psnl_serv_wrkrs,P_85_yr_over_Cler_admin_wrkrs,P_85_yr_over_Sales_wrkrs,P_85_yr_over_Mach_oper_dvrs,P_85_yr_over_Labrs,P_85_yr_over_Inad_desc_Ns,P_85_yr_over_Tot,P_Tot_Mgrs,P_Tot_Profnls,P_Tot_Techs_trades_wrkrs,P_Tot_Comm_psnl_serv_wrkrs,P_Tot_Cler_admin_wrkrs,P_Tot_Sales_wrkrs,P_Tot_Mach_oper_dvrs,P_Tot_Labrs,P_Tot_Inad_desc_Ns,P_Tot_Tot
1000,594,395,5171,4698,996,7381,924,6703,666,27517,1703,2624,7385,6112,2517,3519,2142,5407,587,31994,8553,14032,14248,9437,7191,4623,5530,9197,1338,74141,14549,16465,12186,9058,9446,4354,6317,7963,1536,81876,19154,17424,12011,10819,12278,5549,7932,9795,1771,96729,18897,14895,10217,9794,11747,5547,8483,10690,1622,91895,10657,5300,2766,2060,3526,1692,2676,3114,780,32574,3463,592,273,111,441,224,318,531,434,6388,508,38,17,3,25,23,9,46,116,791,78077,71763,64274,52085,48170,32904,34327,53448,8842,443906
1001,53,49,567,538,157,1147,80,652,65,3303,197,408,1086,1023,365,575,270,512,72,4509,887,2406,1959,1592,959,696,758,911,170,10339,1371,2331,1341,1215,1097,554,637,825,167,9526,1344,1844,1021,1133,1396,647,676,804,144,9008,963,1263,805,864,1204,509,661,840,107,7220,301,383,199,205,327,156,212,255,27,2073,52,34,20,12,31,13,17,30,17,234,3,0,0,0,0,4,0,0,8,19,5175,8722,6996,6574,5549,4302,3310,4833,776,46230
1002,20,27,82,149,30,229,42,163,16,752,56,137,149,270,110,165,33,165,13,1100,237,608,338,369,236,141,87,250,26,2283,269,696,235,197,215,98,53,175,25,1966,326,602,171,204,255,110,55,139,36,1885,260,519,183,147,244,85,98,166,16,1720,104,180,45,47,65,36,23,47,10,548,29,15,8,4,8,4,0,10,15,92,0,0,0,0,3,0,0,0,0,8,1300,2783,1206,1387,1160,866,389,1111,145,10348
1003,25,19,182,257,34,500,44,333,28,1427,69,135,277,324,115,237,69,214,24,1466,310,843,635,475,306,261,113,333,49,3329,667,1168,624,513,454,282,123,302,68,4208,766,1213,550,603,597,296,178,348,71,4620,669,960,448,527,560,295,218,421,39,4146,297,311,138,102,197,96,87,121,23,1369,94,25,7,12,21,14,13,9,12,198,11,4,0,0,0,0,0,0,4,20,2910,4683,2858,2809,2284,1992,843,2082,319,20776
1004,7,4,64,67,13,164,3,87,11,426,19,40,108,77,34,78,19,70,7,442,102,174,230,155,112,94,56,114,23,1063,181,197,190,173,154,90,58,133,20,1202,219,215,222,214,201,138,78,162,27,1464,209,261,148,211,213,148,80,155,30,1450,63,89,46,47,66,52,41,48,12,468,13,21,3,0,11,4,0,4,0,56,0,0,0,0,0,0,0,0,0,3,813,1002,1007,946,799,769,333,767,135,6581
1005,9,33,156,278,57,414,45,305,15,1317,86,199,342,566,154,250,93,227,31,1941,335,886,674,647,387,303,221,364,63,3888,473,792,510,431,450,221,217,272,70,3436,508,721,428,488,490,173,275,336,66,3482,327,576,283,318,412,157,238,328,24,2663,102,150,74,82,108,63,84,79,14,758,15,16,9,4,11,0,6,10,10,86,0,0,0,0,0,0,0,0,7,8,1859,3378,2475,2805,2076,1591,1174,1920,292,17579
1006,21,23,209,217,42,342,34,262,19,1175,73,139,352,292,90,183,62,208,21,1420,317,671,725,430,289,257,188,294,44,3203,613,899,562,340,390,192,215,290,61,3566,776,1035,547,402,521,305,224,332,61,4202,622,845,444,293,489,270,250,301,46,3573,285,412,127,97,215,128,78,94,27,1465,70,85,24,10,40,28,6,17,17,291,6,8,0,6,8,0,0,0,4,22,2776,4116,2988,2089,2083,1688,1070,1801,300,18918
1007,8,5,66,62,8,191,15,109,13,472,19,79,131,131,53,70,52,72,6,612,92,373,268,291,163,106,166,110,29,1592,149,243,214,208,138,79,156,97,32,1311,186,242,202,227,158,82,132,115,30,1369,180,239,187,205,199,95,164,183,36,1478,59,71,55,47,43,25,47,40,9,399,6,10,0,0,5,4,0,3,5,38,5,0,0,0,0,0,0,0,0,5,692,1257,1122,1169,769,653,731,728,157,7275
1008,5,0,18,46,11,85,3,47,4,215,23,27,50,106,34,48,13,47,12,365,215,344,308,287,87,104,35,194,40,1610,276,378,148,137,105,85,19,81,32,1263,250,341,114,85,87,54,25,46,23,1011,163,223,89,73,71,66,37,61,13,793,76,103,20,16,32,27,8,24,9,323,8,14,0,0,0,0,0,3,0,28,0,0,0,0,0,0,0,0,0,0,1014,1433,745,744,423,464,136,509,135,5614
1009,11,11,104,136,11,124,19,105,3,522,7,35,116,106,37,48,15,46,4,414,74,171,173,121,77,48,38,87,12,802,146,272,207,155,153,80,44,81,12,1147,230,333,204,240,215,115,103,143,26,1616,187,300,204,218,218,155,117,170,24,1582,68,90,39,34,46,27,23,58,6,385,7,11,0,10,10,0,0,7,3,48,0,0,4,0,0,0,0,0,3,11,736,1214,1040,1014,761,594,364,700,95,6519
1010,169,179,1353,1473,283,3215,508,2313,153,9654,576,1391,2618,2724,1145,1940,704,1699,222,13022,2767,6870,5201,3883,3337,2057,1433,2373,482,28389,4964,8107,4614,3491,4242,1923,1580,2181,539,31644,5244,7204,4028,3936,4919,2153,2037,2703,556,32778,3498,5076,3072,3169,4380,1822,1995,2519,337,25877,902,1561,689,623,1109,525,478,566,121,6584,157,190,64,34,119,70,45,57,65,791,16,9,4,0,3,8,0,0,30,72,18290,30582,21638,19324,19540,13721,8788,14414,2509,148810
1011,41,30,305,413,77,797,76,498,27,2257,130,210,474,527,234,362,90,375,52,2453,594,1364,1034,917,647,435,251,848,108,6201,987,1670,848,893,823,435,258,699,120,6731,1101,1570,773,932,1012,482,310,711,115,6996,752,1155,623,797,870,493,349,614,65,5720,258,410,163,157,252,137,110,161,25,1675,39,33,6,10,22,14,12,10,15,154,4,0,0,0,4,5,0,0,9,20,3901,6433,4215,4631,3936,3161,1464,3928,529,32202
1012,9,15,219,226,49,455,33,243,25,1276,96,235,374,375,167,191,58,188,40,1725,427,1225,837,894,538,415,264,531,102,5230,465,963,508,629,504,263,226,361,72,4000,503,708,390,474,526,235,244,280,60,3423,397,554,316,360,527,243,242,279,38,2938,135,174,106,89,151,79,85,83,8,905,44,8,7,9,20,7,8,17,13,128,4,0,0,0,0,0,3,3,0,15,2067,3882,2754,3054,2478,1899,1169,1985,359,19645
1013,9,6,65,92,18,197,9,107,10,517,33,44,91,133,36,88,17,75,8,519,93,256,191,212,98,88,34,104,14,1102,155,275,211,216,158,111,39,121,27,1313,168,266,204,261,182,157,71,171,32,1509,187,287,187,237,253,164,80,174,21,1583,68,129,49,64,74,48,32,58,14,532,18,15,9,9,13,3,3,8,10,78,3,0,0,0,0,0,0,0,0,10,733,1278,1007,1214,822,851,289,816,135,7155
1014,13,9,110,82,39,253,20,148,12,677,45,111,229,188,84,148,60,163,19,1047,228,476,467,421,243,192,175,283,54,2543,298,370,300,366,260,144,166,249,43,2199,252,309,238,369,301,125,213,234,40,2086,232,298,200,299,262,117,219,238,40,1904,67,115,44,58,65,37,62,54,7,510,14,13,6,4,7,4,6,6,3,58,0,0,0,0,0,0,0,0,0,4,1153,1700,1598,1784,1260,1023,906,1381,219,11024
1015,14,6,66,57,24,185,23,115,10,489,27,54,128,162,62,120,41,100,19,704,90,278,235,289,142,131,97,188,27,1489,150,277,157,294,177,105,77,149,19,1416,172,255,148,281,218,107,111,157,28,1467,156,215,114,217,204,95,112,196,13,1321,49,52,32,35,50,25,38,48,9,331,15,8,0,3,4,5,7,5,6,51,7,0,0,0,0,0,0,0,0,5,674,1148,902,1330,876,768,503,954,125,7274
1016,19,10,121,74,31,241,16,124,17,654,43,93,168,121,76,127,45,192,26,892,247,464,377,243,237,144,153,596,79,2546,303,359,298,212,213,121,148,460,63,2176,328,282,194,169,249,146,135,414,38,1949,280,204,200,144,243,105,147,301,28,1656,97,73,55,36,72,35,57,81,8,519,25,6,7,4,13,4,8,7,6,80,5,0,0,0,0,0,0,0,3,8,1336,1505,1415,1004,1125,924,717,2184,271,10481
1017,7,8,55,43,14,146,11,108,0,403,19,36,88,101,42,66,28,61,11,456,83,150,143,189,99,87,54,133,19,958,103,182,102,176,98,68,65,108,22,938,117,160,122,221,122,75,81,135,16,1047,87,139,95,201,116,69,102,116,14,942,45,47,27,41,37,23,25,37,13,296,13,5,0,4,5,0,6,5,0,39,0,0,0,0,0,0,0,0,0,5,487,723,637,985,535,528,374,704,102,5071
1018,14,11,109,124,32,331,27,246,3,895,47,99,185,213,116,177,38,226,17,1124,200,567,396,417,276,222,128,351,38,2599,285,669,336,358,281,173,131,243,36,2520,276,592,286,417,370,182,150,288,44,2602,253,476,246,343,346,153,173,307,24,2313,68,154,65,81,90,40,40,73,9,627,11,17,13,4,10,3,0,6,10,73,4,0,0,0,0,0,0,0,4,12,1161,2590,1635,1953,1522,1285,689,1736,185,12763
1019,6,4,43,45,16,85,9,67,3,284,12,37,91,84,45,68,34,47,11,427,92,166,190,135,110,78,88,110,18,985,72,121,137,124,130,55,103,80,18,835,111,148,137,129,148,59,131,105,20,1002,107,142,128,109,134,54,123,116,14,929,22,48,22,32,37,10,27,21,0,216,14,0,3,3,0,3,3,0,5,33,4,0,0,0,0,0,0,0,0,4,439,672,748,665,617,409,518,549,90,4720
1020,17,7,78,88,16,155,21,134,4,515,20,27,147,127,48,80,24,75,9,553,106,214,289,186,152,74,86,112,27,1230,199,290,276,184,218,76,95,111,42,1484,228,260,260,189,233,110,159,126,37,1594,136,148,184,131,184,88,125,127,16,1128,51,44,35,28,45,22,40,19,6,275,9,0,0,0,4,3,0,3,3,25,4,0,0,0,0,0,0,5,6,11,759,992,1256,916,896,601,545,711,142,6825
1021,13,15,124,98,38,200,28,193,13,720,49,139,250,202,68,141,65,144,20,1080,206,450,468,351,269,150,152,229,65,2334,281,454,390,264,259,117,208,193,45,2210,343,488,350,291,345,156,238,190,37,2434,267,375,275,241,321,133,181,201,34,2020,97,136,49,39,88,31,50,49,11,551,21,22,5,4,11,5,3,3,5,75,0,0,0,0,0,0,0,0,0,4,1260,2084,1912,1488,1399,917,924,1209,239,11428
1022,3,5,73,108,5,108,17,94,0,408,31,56,171,75,35,54,44,60,5,526,120,300,333,156,113,99,200,133,22,1474,138,245,224,154,124,83,187,100,16,1270,173,193,159,136,147,81,164,112,23,1192,119,122,128,95,133,60,133,119,9,915,41,41,31,19,26,28,33,24,0,255,18,4,0,0,7,4,6,9,10,53,3,0,0,0,0,0,0,0,0,8,650,962,1116,743,585,521,783,649,96,6106
1023,5,3,58,43,14,123,13,104,7,364,14,35,149,70,40,64,52,58,10,488,77,175,309,129,109,96,233,175,26,1325,84,125,243,110,93,71,267,145,29,1162,102,116,168,117,112,61,253,143,15,1084,70,101,145,81,93,38,174,92,16,808,19,35,22,26,24,5,27,22,4,192,0,0,0,0,3,5,6,0,4,22,0,0,0,0,0,0,0,0,0,0,373,584,1093,576,484,460,1027,743,111,5449
1024,13,18,107,173,23,260,33,169,15,816,24,48,220,221,63,127,27,92,16,840,162,287,380,225,147,116,56,152,29,1558,309,398,352,278,212,132,91,147,35,1945,429,516,384,330,373,186,152,216,45,2635,380,468,294,294,372,213,122,264,38,2450,99,165,60,65,106,55,34,65,18,675,14,35,9,0,24,9,9,6,6,114,0,0,0,0,0,0,0,0,4,0,1440,1934,1808,1591,1320,1082,527,1106,208,11026
1025,232,352,2097,2736,557,5106,596,3614,177,15462,1073,3051,4551,5935,2325,3622,1142,2801,328,24828,4828,14936,9706,7412,6095,3692,3210,4142,824,54846,7032,14593,7253,5559,6485,2660,3540,3401,782,51303,6981,11135,6120,5563,7201,2806,3880,3886,716,48288,4242,7314,4365,4113,5564,2324,3310,3463,490,35172,956,2045,762,759,1223,522,726,779,145,7910,148,215,71,43,129,54,68,96,68,903,15,13,5,3,6,8,0,3,25,77,25519,53645,34932,32116,29588,20799,16454,22181,3550,238782
1026,35,16,141,175,35,423,32,284,25,1159,85,130,370,379,109,216,60,193,25,1574,293,731,741,604,345,320,180,340,51,3602,429,640,500,499,335,213,146,311,53,3117,411,547,369,509,406,202,217,324,57,3048,323,448,303,405,327,182,203,274,38,2499,78,119,63,87,72,54,55,66,4,599,17,16,3,7,10,4,5,7,11,86,0,0,0,0,0,0,0,0,3,6,1678,2634,2488,2669,1639,1609,911,1802,261,15693
1027,20,27,204,255,47,425,41,273,19,1307,78,225,371,370,160,202,108,195,29,1743,411,1300,857,619,458,311,325,347,69,4697,548,1195,588,529,533,232,280,341,67,4308,549,928,484,441,602,211,288,347,59,3906,388,616,353,326,482,171,233,337,49,2950,114,222,75,61,152,65,97,100,13,906,28,15,10,7,20,5,11,9,0,112,5,0,0,0,0,0,0,0,3,10,2150,4531,2927,2616,2449,1618,1377,1950,313,19943
1028,24,14,160,404,52,539,41,347,27,1616,85,211,326,520,181,294,71,171,40,1893,303,1151,634,595,371,310,117,281,59,3820,579,1340,591,541,508,287,121,278,70,4316,723,1227,534,655,718,321,179,356,68,4775,516,860,412,531,634,298,225,383,45,3900,150,284,107,115,178,99,63,92,18,1107,42,26,11,8,23,12,10,8,18,146,4,0,0,0,0,0,0,0,8,20,2423,5113,2768,3370,2670,2160,823,1913,360,21595
1029,10,11,97,266,18,202,20,135,11,778,46,66,178,312,76,95,71,116,18,965,161,331,436,278,193,119,327,170,21,2029,179,253,302,173,191,94,318,118,30,1657,177,214,291,156,220,91,362,149,40,1693,118,139,178,98,158,70,244,103,25,1128,38,23,29,25,34,17,53,21,3,238,10,3,0,0,0,0,7,0,0,29,0,0,0,0,0,0,0,0,0,0,737,1032,1507,1313,887,693,1400,809,148,8524
1030,6,9,95,90,12,105,9,74,13,413,16,49,150,116,39,77,15,95,8,579,131,288,317,234,133,87,55,119,24,1393,203,342,279,212,168,109,64,135,17,1526,229,341,222,258,214,125,79,176,29,1681,198,262,154,240,196,116,88,146,21,1426,69,85,36,37,75,33,19,36,11,394,4,10,0,5,9,7,4,3,0,37,0,0,0,0,0,0,0,0,0,6,863,1393,1258,1190,844,651,334,794,133,7459
1031,1392,4943,10969,14199,5746,28038,3749,15778,1385,86204,10158,43115,26673,33824,27128,29660,11535,18574,4284,204962,67644,204566,60505,50325,66925,35962,27137,31132,11993,556186,105941,187091,49353,37994,72920,28791,25408,23763,10892,542168,91692,125370,40911,34734,68478,25099,26372,25620,7837,446111,52117,77731,30402,24594,51944,18464,24097,24414,5013,308772,12888,25336,7511,5761,15241,5388,6052,6819,1663,86664,2009,3604,712,467,1766,818,433,680,521,11009,210,239,50,20,103,71,9,45,155,898,344055,672000,227090,201913,310254,172287,124801,146815,43747,2242971
1032,28,28,212,241,55,492,50,314,29,1451,93,228,351,322,139,233,88,311,26,1784,347,1045,749,646,407,343,280,845,68,4730,497,845,544,493,417,254,248,609,51,3957,507,735,397,491,532,259,273,433,50,3677,354,586,326,361,495,211,272,406,40,3048,127,186,104,82,155,63,87,104,8,919,23,18,20,9,20,9,12,3,10,134,0,0,0,0,0,0,0,0,7,17,1983,3664,2706,2648,2215,1867,1308,3033,292,19715
1033,11,10,86,101,17,259,19,163,16,686,35,82,164,177,67,122,38,129,14,823,138,342,289,348,139,182,101,268,32,1834,182,305,224,308,177,160,108,214,32,1711,224,303,217,336,264,163,147,245,27,1914,182,295,190,310,220,160,164,266,28,1819,62,80,66,49,64,48,50,62,17,497,15,15,3,0,7,4,4,8,4,57,3,0,0,0,0,0,0,0,4,6,853,1427,1236,1620,952,1098,630,1347,174,9353
1034,9,4,77,79,12,175,7,103,10,471,13,35,116,82,29,69,15,51,9,415,134,218,252,174,112,83,27,112,19,1124,195,318,240,163,121,112,49,120,14,1335,218,271,223,197,155,128,53,166,12,1423,195,253,163,177,180,130,66,136,21,1317,79,83,46,47,66,41,23,45,13,435,4,10,0,7,10,3,0,0,10,49,0,0,0,0,0,0,0,0,0,5,852,1190,1115,918,682,739,243,736,100,6571
1035,52,73,360,586,96,723,43,359,36,2323,124,347,623,914,236,474,118,370,57,3267,581,1726,1095,1005,614,456,285,583,107,6445,743,1474,746,658,625,327,278,586,95,5541,774,1238,558,597,759,308,294,449,89,5076,556,881,478,489,699,274,341,431,65,4216,187,260,130,113,167,87,116,129,14,1207,36,27,11,8,20,12,4,19,13,143,8,0,0,0,0,0,0,0,7,17,3061,6021,4003,4367,3220,2660,1487,2920,477,28225
1036,127,198,1450,1436,380,2546,334,1786,111,8368,607,2056,2814,3167,1495,1969,660,1439,231,14437,2837,8960,5202,3969,3343,1814,1704,2000,474,30289,4318,8239,4000,3292,3855,1587,2007,1858,480,29638,4333,6683,3628,3380,4446,1681,2161,2243,464,29028,2716,4550,2745,2470,3226,1329,1886,2154,318,21396,582,1206,488,410,739,308,376,460,85,4662,82,127,37,24,46,26,30,46,29,455,12,3,6,4,0,0,3,0,8,40,15607,32029,20362,18158,17541,11271,9158,11989,2201,138310
2000,532,173,2999,3210,478,5389,498,4638,475,18397,1456,1767,5151,4052,1552,2594,1204,3900,418,22098,6458,9978,10061,6699,4470,3170,3072,6755,959,51632,10965,11900,9146,6131,6274,3098,3457,6006,1041,58015,14484,12286,9241,7872,8290,4222,5038,7438,1229,70093,14509,11066,7983,7320,8242,4141,5768,8135,1271,68429,8435,3939,2041,1676,2542,1282,1742,2494,622,24782,2723,430,180,96,294,157,142,352,320,4689,343,12,7,3,21,6,7,37,103,541,59909,51552,46819,37062,32163,24053,20925,39755,6439,318682
2001,4,16,100,97,19,229,23,165,12,662,37,101,262,185,124,177,78,102,20,1087,229,571,651,345,372,170,219,235,50,2843,373,589,440,299,428,147,244,199,52,2770,386,437,327,298,417,156,250,164,51,2479,201,245,210,240,297,98,204,156,17,1680,58,52,55,32,82,25,64,50,8,430,8,5,0,3,6,4,5,4,3,46,0,0,0,0,0,0,0,0,0,5,1302,2017,2053,1507,1746,1001,1087,1072,222,12009
2002,7,8,74,69,10,165,7,98,7,445,29,37,117,108,42,76,33,103,16,563,121,280,222,172,125,118,71,209,23,1343,128,249,169,172,143,83,63,136,23,1170,159,228,152,200,177,118,86,162,32,1315,148,199,140,151,168,96,95,180,19,1205,73,61,40,45,67,29,42,48,9,405,21,6,5,0,0,7,4,3,8,60,0,0,0,0,0,0,0,0,6,5,684,1066,921,916,739,687,412,944,136,6510
2003,76,52,422,569,127,1242,80,744,46,3356,264,573,1009,1171,497,851,181,657,86,5289,1005,3199,2031,1673,1307,904,572,995,178,11868,1477,3268,1445,1260,1443,594,478,766,132,10871,1614,2557,1150,1277,1532,638,579,892,148,10369,1070,1729,937,993,1217,555,610,841,114,8065,275,488,186,207,281,148,166,231,42,2032,46,54,13,14,16,15,3,23,22,207,3,0,0,4,5,0,0,0,11,27,5830,11906,7188,7169,6421,4952,2684,5152,772,52078
2004,48,24,357,464,122,1153,98,785,38,3092,186,617,842,995,460,716,223,717,86,4830,819,3089,1832,1488,1035,733,569,1175,172,10909,1315,2747,1331,1200,1159,543,516,962,136,9903,1358,2133,1044,1189,1370,587,618,849,148,9294,900,1510,806,1026,1167,501,618,889,108,7530,281,439,182,227,270,131,161,230,41,1962,40,25,18,8,22,22,15,33,20,196,4,3,0,0,0,3,0,0,8,17,4945,10588,6420,6581,5601,4391,2816,5645,754,47732
2005,7,0,23,39,8,86,5,58,3,235,8,16,56,41,18,30,8,37,0,216,55,170,116,99,70,25,33,74,6,652,154,383,104,103,80,40,24,68,15,967,166,404,125,123,103,48,36,81,15,1105,116,278,118,142,119,64,48,102,10,995,57,120,33,19,46,19,22,22,4,343,11,13,0,0,7,3,0,0,0,37,0,0,0,0,0,0,0,0,0,3,571,1388,576,572,450,309,168,450,68,4554
2006,16,3,56,39,10,152,11,153,11,445,36,33,103,81,34,76,39,147,10,552,86,176,238,151,75,85,74,387,31,1306,127,173,168,150,98,62,88,239,15,1119,137,127,131,189,130,72,122,206,24,1140,110,108,112,153,130,67,126,164,12,984,53,41,32,35,30,24,30,46,12,322,12,5,0,0,3,0,0,3,0,28,3,0,0,0,0,0,0,0,3,10,573,673,840,793,513,537,492,1352,122,5903
2007,5,12,124,146,16,276,14,140,13,752,38,94,205,169,57,114,26,88,13,801,187,452,401,277,147,130,76,202,27,1897,303,435,329,241,199,115,77,185,20,1893,376,370,273,281,304,175,166,236,30,2218,293,298,234,262,273,171,200,248,39,1994,111,82,59,61,73,57,47,73,9,578,14,11,4,7,4,5,10,12,4,69,5,0,0,0,0,6,0,0,0,10,1332,1758,1629,1438,1073,1039,614,1184,161,10222
2008,101,80,935,1481,234,2964,227,1879,100,8001,580,1536,2472,2896,1105,2201,768,1661,225,13442,2925,9249,5643,4261,3045,2010,1708,2542,499,31887,4728,8935,4327,3332,3526,1621,1400,2061,516,30447,4612,6848,3537,3439,3789,1657,1667,2133,500,28177,2911,4544,2426,2657,3097,1439,1689,2007,323,21090,795,1392,549,511,833,406,427,620,132,5656,159,128,56,36,71,31,31,77,52,637,16,12,3,0,9,4,0,6,12,59,16823,32727,19950,18606,15707,12324,7926,12979,2352,139395
2009,9,11,119,153,19,242,10,182,13,744,32,63,183,156,64,103,36,97,16,747,148,377,307,185,170,66,69,82,18,1419,472,837,415,224,355,94,108,109,32,2639,578,771,377,290,413,144,112,124,41,2855,399,516,256,175,329,106,110,111,33,2038,81,160,54,38,103,22,38,35,5,534,32,15,9,8,0,4,3,4,0,79,3,0,0,0,0,0,0,0,5,7,1748,2749,1719,1216,1455,779,490,736,172,11066
2010,12,0,98,56,9,174,10,126,5,490,35,103,159,112,80,88,40,91,10,720,160,499,323,249,169,136,74,175,30,1813,222,359,210,184,183,111,91,122,30,1523,263,298,176,219,212,116,104,140,22,1546,245,230,147,181,187,132,137,151,23,1430,91,60,44,42,51,37,42,47,5,415,32,9,9,0,3,10,7,9,6,86,3,0,0,0,0,0,0,0,3,3,1049,1557,1169,1038,904,794,513,868,129,8027
2011,1393,2819,9861,18317,4903,37753,3058,21418,1635,101157,9883,35391,33455,39184,26228,38461,12431,24596,4741,224363,62381,200061,81208,62688,70171,38541,32664,41045,12965,601715,99085,182067,64096,49050,70232,29112,30193,30853,11476,566165,89082,121241,52400,43524,68072,27369,29113,32200,8714,471714,51342,74145,36288,30243,51879,20104,25175,27674,5346,322197,12877,23200,8564,6620,14077,5639,6056,7866,1728,86618,2011,3081,829,476,1383,764,391,1058,542,10536,175,196,37,22,69,59,15,64,180,810,328231,642197,286742,250117,307010,197793,139101,186772,47331,2385290
2012,32,21,195,148,49,589,32,335,22,1426,108,202,434,351,186,295,101,296,60,2029,470,1175,820,711,440,351,281,772,130,5160,715,927,619,549,503,284,277,578,97,4553,831,923,547,597,638,338,311,557,132,4874,702,678,437,486,565,309,399,547,84,4209,253,184,123,94,170,72,107,167,21,1189,37,9,10,6,12,15,6,23,20,134,9,0,0,0,0,0,0,0,7,18,3160,4120,3186,2941,2571,2251,1517,3272,574,23593
2013,10,3,118,69,21,203,6,118,27,570,39,78,206,132,93,107,30,93,9,791,134,278,395,297,230,128,113,241,54,1865,152,251,302,240,246,107,143,178,39,1654,186,216,286,234,254,140,165,244,28,1750,143,205,282,223,223,90,191,223,30,1615,62,71,53,47,56,15,42,50,14,410,12,3,0,9,0,0,3,5,5,39,10,0,0,0,0,0,0,0,0,8,747,1096,1647,1254,1133,792,698,1153,196,8709
2014,3,0,41,55,7,130,9,83,7,338,13,41,83,76,22,39,45,59,10,379,53,179,131,143,65,47,90,86,15,804,97,164,151,120,80,46,99,109,33,888,125,166,157,142,118,68,127,137,30,1070,110,149,107,123,115,46,178,140,21,998,57,56,25,34,34,14,32,45,3,298,11,3,0,0,3,0,4,7,6,33,0,0,0,0,0,0,0,0,0,5,468,760,699,683,438,394,571,663,124,4807
2015,4,8,54,72,8,169,18,102,9,433,40,61,125,117,47,81,28,51,9,559,143,424,230,228,115,101,68,115,29,1454,187,358,196,182,128,73,51,134,25,1329,213,287,187,211,171,93,60,132,16,1378,158,215,138,169,156,75,77,128,17,1122,39,77,30,24,32,17,15,33,5,284,11,9,0,0,7,5,5,7,4,45,0,0,0,0,0,0,5,0,0,3,795,1436,957,1009,671,610,316,698,124,6609
2016,24,22,181,182,71,596,25,342,29,1470,113,265,427,366,183,289,107,334,40,2130,486,1310,849,675,467,346,273,727,110,5241,663,1073,580,566,495,286,279,644,94,4671,747,801,507,567,638,340,355,631,85,4670,594,641,429,386,572,278,327,528,60,3815,169,218,98,101,168,72,115,161,23,1115,31,21,12,5,11,12,17,18,8,124,3,0,0,3,0,0,0,0,8,23,2826,4354,3083,2852,2611,2217,1492,3380,447,23262
2017,8,0,59,48,15,111,7,70,0,329,51,54,116,90,43,78,18,76,3,523,145,293,208,169,117,84,57,193,25,1286,156,210,143,128,119,74,39,169,27,1072,138,154,92,123,137,74,58,117,10,895,169,139,88,119,135,57,68,123,19,916,56,57,22,27,33,16,20,33,7,267,16,4,0,5,0,3,0,5,9,39,0,0,0,0,0,0,0,0,0,0,732,909,731,699,602,502,265,787,99,5319
