SUA_CODE_2021,Afghanistan_Before_1951,Afghanistan_1951_1960,Afghanistan_1961_1970,Afghanistan_1971_1980,Afghanistan_1981_1990,Afghanistan_1991_2000,Afghanistan_2001_2010,Afghanistan_2011_2015,Afghanistan_2016,Afghanistan_2017,Afghanistan_2018,Afghanistan_2019,Afghanistan_2020,Afghanistan_2021,Afghanistan_Yr_arrival_ns,Afghanistan_Tot,Bangladesh_Before_1951,Bangladesh_1951_1960,Bangladesh_1961_1970,Bangladesh_1971_1980,Bangladesh_1981_1990,Bangladesh_1991_2000,Bangladesh_2001_2010,Bangladesh_2011_2015,Bangladesh_2016,Bangladesh_2017,Bangladesh_2018,Bangladesh_2019,Bangladesh_2020,Bangladesh_2021,Bangladesh_Yr_arr_ns,Bangladesh_Tot,Canada_Before_1951,Canada_1951_1960,Canada_1961_1970,Canada_1971_1980,Canada_1981_1990,Canada_1991_2000,Canada_2001_2010,Canada_2011_2015,Canada_2016,Canada_2017,Canada_2018,Canada_2019,Canada_2020,Canada_2021,Canada_Yr_arrival_ns,Canada_Tot,Ch_ex_SARs_Taiw_Before_1951,Ch_ex_SARs_Taiw_1951_1960,Ch_ex_SARs_Taiw_1961_1970,Ch_ex_SARs_Taiw_1971_1980,Ch_ex_SARs_Taiw_1981_1990,Ch_ex_SARs_Taiw_1991_2000,Ch_ex_SARs_Taiw_2001_2010,Ch_ex_SARs_Taiw_2011_2015,Ch_ex_SARs_Taiw_2016,Ch_ex_SARs_Taiw_2017,Ch_ex_SARs_Taiw_2018,Ch_ex_SARs_Taiw_2019,Ch_ex_SARs_Taiw_2020,Ch_ex_SARs_Taiw_2021,Ch_ex_SARs_Taiw_Yr_arr_ns,Ch_ex_SARs_Taiw_Tot,Croatia_Before_1951,Croatia_1951_1960,Croatia_1961_1970,Croatia_1971_1980,Croatia_1981_1990,Croatia_1991_2000,Croatia_2001_2010,Croatia_2011_2015,Croatia_2016,Croatia_2017,Croatia_2018,Croatia_2019,Croatia_2020,Croatia_2021,Croatia_Yr_arrival_ns,Croatia_Tot,Egypt_Before_1951,Egypt_1951_1960,Egypt_1961_1970,Egypt_1971_1980,Egypt_1981_1990,Egypt_1991_2000,Egypt_2001_2010,Egypt_2011_2015,Egypt_2016,Egypt_2017,Egypt_2018,Egypt_2019,Egypt_2020,Egypt_2021,Egypt_Yr_arrival_ns,Egypt_Tot,Fiji_Before_1951,Fiji_1951_1960,Fiji_1961_1970,Fiji_1971_1980,Fiji_1981_1990,Fiji_1991_2000,Fiji_2001_2010,Fiji_2011_2015,Fiji_2016,Fiji_2017,Fiji_2018,Fiji_2019,Fiji_2020,Fiji_2021,Fiji_Yr_arrival_ns,Fiji_Tot,Germany_Before_1951,Germany_1951_1960,Germany_1961_1970,Germany_1971_1980,Germany_1981_1990,Germany_1991_2000,Germany_2001_2010,Germany_2011_2015,Germany_2016,Germany_2017,Germany_2018,Germany_2019,Germany_2020,Germany_2021,Germany_Yr_arr_ns,Germany_Tot,Greece_Before_1951,Greece_1951_1960,Greece_1961_1970,Greece_1971_1980,Greece_1981_1990,Greece_1991_2000,Greece_2001_2010,Greece_2011_2015,Greece_2016,Greece_2017,Greece_2018,Greece_2019,Greece_2020,Greece_2021,Greece_Yr_arrival_ns,Greece_Tot,Ho_Ko_SAR_China_Before_1951,Ho_Ko_SAR_China_1951_1960,Ho_Ko_SAR_China_1961_1970,Ho_Ko_SAR_China_1971_1980,Ho_Ko_SAR_China_1981_1990,Ho_Ko_SAR_China_1991_2000,Ho_Ko_SAR_China_2001_2010,Ho_Ko_SAR_China_2011_2015,Ho_Ko_SAR_China_2016,Ho_Ko_SAR_China_2017,Ho_Ko_SAR_China_2018,Ho_Ko_SAR_China_2019,Ho_Ko_SAR_China_2020,Ho_Ko_SAR_China_2021,Ho_Ko_SAR_China_arrival_ns,Ho_Ko_SAR_China_Tot,India_Before_1951,India_1951_1960,India_1961_1970,India_1971_1980,India_1981_1990,India_1991_2000,India_2001_2010,India_2011_2015,India_2016,India_2017,India_2018,India_2019,India_2020,India_2021,India_Yr_arr_ns,India_Tot,Indonesia_Before_1951,Indonesia_1951_1960,Indonesia_1961_1970,Indonesia_1971_1980,Indonesia_1981_1990,Indonesia_1991_2000,Indonesia_2001_2010,Indonesia_2011_2015,Indonesia_2016,Indonesia_2017,Indonesia_2018,Indonesia_2019,Indonesia_2020,Indonesia_2021,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iran_Before_1951,Iran_1951_1960,Iran_1961_1970,Iran_1971_1980,Iran_1981_1990,Iran_1991_2000,Iran_2001_2010,Iran_2011_2015
3007,0,0,0,0,18,32,57,29,3,0,6,3,0,0,0,149,0,0,5,0,10,38,145,55,5,17,19,36,14,0,5,358,4,20,102,202,255,289,583,383,84,111,114,131,84,32,28,2430,24,54,47,54,473,700,2660,1958,596,598,636,685,278,24,169,8958,10,117,357,107,57,176,54,14,6,0,0,3,0,0,33,925,35,112,132,70,74,61,91,56,9,10,17,14,3,0,29,714,8,27,50,102,251,201,295,108,15,17,28,20,18,10,40,1195,326,732,365,270,465,291,420,185,39,41,43,60,28,10,94,3366,18,145,230,58,29,30,21,33,0,7,0,3,0,0,32,603,15,14,40,122,264,324,277,255,68,71,86,90,80,46,41,1789,46,35,122,112,154,285,2183,1609,500,415,653,738,250,63,152,7325,9,57,41,77,131,221,282,195,45,52,53,59,36,10,38,1294,0,0,7,31,132,101,278,302
3008,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,5,7,4,0,3,0,0,4,0,28,0,0,0,0,0,0,7,0,0,0,8,0,0,0,0,24,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,5,4,0,0,0,0,0,0,0,3,15,8,23,21,13,12,0,7,0,0,0,0,0,0,0,3,87,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,20,29,5,7,5,10,0,3,3,86,0,7,3,0,0,0,5,0,0,0,4,4,0,0,0,16,0,0,0,0,0,0,0,0
3009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,6,0,0,19,0,4,11,21,19,18,31,17,4,0,0,0,9,0,0,140,3,4,0,0,6,14,38,24,8,6,0,3,0,0,3,113,0,5,14,3,4,0,0,0,0,0,0,0,0,0,0,37,0,0,9,0,0,3,3,0,0,0,4,21,0,0,4,44,0,0,5,3,17,18,24,8,0,7,3,4,0,0,4,97,54,98,81,50,50,31,33,6,3,4,0,9,0,0,13,421,0,8,13,0,0,0,0,0,0,0,0,0,0,0,5,20,0,4,4,9,0,6,4,3,0,0,0,0,0,0,0,30,6,0,10,6,3,7,65,83,25,17,14,32,12,3,3,284,0,5,0,0,4,11,5,13,0,0,0,3,0,0,0,50,0,0,0,0,0,0,7,5
3010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,11,0,8,0,3,4,3,6,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,12,10,5,0,5,5,3,0,0,50,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,5,0,0,0
3011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,38,13,6,7,0,0,0,0,0,67,0,0,13,6,7,18,34,26,6,16,0,4,4,0,0,147,0,5,0,0,16,12,129,54,10,18,4,30,4,0,0,283,0,3,4,0,4,5,0,3,0,0,0,0,0,0,0,22,0,0,0,0,0,0,6,0,0,0,0,14,5,0,0,34,0,0,8,6,7,10,48,34,5,8,4,3,0,0,0,137,13,56,37,22,25,9,34,14,6,3,0,4,9,0,6,236,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,6,3,0,8,0,0,0,0,0,0,0,18,4,3,0,6,5,16,232,156,46,49,47,64,24,6,11,672,0,0,4,3,0,7,19,24,5,0,4,3,0,0,0,81,0,0,0,0,0,0,5,16
3012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,0,0,0,0,0,0,0,0,3,22,0,0,0,0,0,0,12,4,0,0,0,3,0,0,3,32,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,3,5,0,0,0,0,0,0,6,23,16,29,18,15,14,3,6,0,0,0,0,0,0,0,9,103,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,4,13,8,11,0,10,10,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0
3013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,6,0,0,37,0,0,0,0,5,3,3,11,4,4,0,4,0,0,0,33,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,11,0,0,0,4,8,18,32,17,0,0,7,13,3,0,4,110,0,11,10,0,0,9,0,4,0,0,0,0,0,0,0,39,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,50,48,7,13,11,10,3,10,0,153,0,0,0,0,0,0,5,6,0,0,0,3,0,0,0,23,0,0,0,0,0,0,0,0
3014,0,0,0,0,0,0,11,10,3,0,7,0,4,0,0,42,0,0,0,0,0,3,48,18,0,4,9,5,0,0,0,91,0,0,4,6,7,6,18,14,3,10,8,14,3,0,0,100,0,3,0,3,0,19,55,56,21,62,98,81,30,4,23,439,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,13,0,0,0,5,29,18,36,11,0,3,12,14,9,0,4,130,4,21,17,14,14,5,20,5,3,0,0,0,0,0,5,117,0,6,4,4,0,0,0,4,0,0,0,0,0,0,0,14,0,5,3,4,3,4,11,3,0,0,0,0,0,0,0,39,0,0,3,4,8,14,230,153,32,50,41,58,22,16,20,649,0,4,3,0,4,3,3,7,0,0,4,0,9,0,3,42,0,0,0,0,3,8,0,7
3015,0,0,0,5,0,0,3,15,0,0,0,0,0,0,0,25,0,0,0,0,0,3,19,11,4,6,9,6,0,0,0,53,3,15,80,163,161,174,360,303,41,63,55,78,53,14,18,1580,11,8,17,19,45,57,214,182,42,39,44,103,28,0,22,831,4,29,70,29,10,22,10,3,3,0,0,0,4,0,13,214,15,22,32,13,7,9,21,17,0,0,0,6,0,0,9,148,5,16,28,60,67,63,86,37,4,11,10,3,9,0,7,397,177,421,263,177,335,200,374,147,33,39,30,40,13,10,66,2334,6,34,51,30,13,4,4,15,0,0,3,0,0,5,6,172,8,4,25,24,36,36,47,52,18,6,18,23,18,6,7,331,24,14,76,58,34,70,652,644,139,208,184,196,68,12,52,2429,15,33,22,22,26,46,98,62,26,23,13,14,4,0,9,413,0,0,8,10,7,5,28,49
3016,0,0,0,0,0,7,12,59,16,18,3,3,0,0,3,126,0,0,0,0,3,7,34,29,3,9,11,9,9,0,0,117,0,3,18,25,25,30,45,64,7,13,13,11,6,3,5,259,0,4,0,3,27,39,222,119,34,46,29,61,16,4,6,615,0,3,19,8,0,0,0,0,0,0,0,0,0,0,0,36,0,3,0,4,0,0,20,22,0,0,6,14,0,0,0,74,0,4,3,4,29,41,66,25,0,14,0,11,3,0,0,195,33,85,37,32,47,20,40,13,0,0,0,6,0,0,7,328,3,0,5,4,3,0,0,0,0,0,0,0,0,0,0,21,0,0,5,8,16,14,14,23,0,4,4,5,7,0,0,104,4,6,20,8,6,19,523,430,136,171,199,260,119,24,27,1944,0,5,7,0,4,8,21,11,7,3,7,9,4,5,0,95,0,0,3,13,13,11,28,37
3017,0,0,0,0,0,0,7,22,0,3,0,3,0,9,0,38,0,0,0,0,0,4,30,23,3,3,0,4,5,0,0,82,0,5,26,37,26,48,95,59,19,10,11,20,14,0,7,374,7,11,11,10,28,22,127,88,23,25,44,21,4,0,7,428,0,3,11,0,4,8,3,0,0,0,0,0,0,0,0,41,0,0,4,3,0,3,23,17,3,4,3,15,0,0,0,84,0,3,13,27,49,44,57,38,4,0,9,7,4,0,3,252,52,90,69,48,76,45,114,59,8,14,7,11,3,0,6,602,3,24,41,12,8,9,7,11,0,4,0,6,0,0,4,124,0,4,7,11,22,12,36,12,3,4,6,8,6,0,4,137,0,5,27,12,26,55,653,394,87,85,106,170,87,20,30,1750,3,10,10,4,9,16,64,35,6,8,11,5,3,0,0,188,0,0,0,0,5,3,8,14
3018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,3,0,0,0,0,0,0,0,0,0,13,0,0,0,0,3,0,6,8,0,0,0,3,3,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,14,3,9,7,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,23,11,0,0,8,0,0,0,0,48,0,0,0,0,0,4,0,0,0,0,0,3,0,0,4,11,0,0,0,0,0,0,0,0
3019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,4,8,4,0,5,4,0,5,4,4,55,0,0,0,0,0,4,7,3,0,0,3,0,0,0,0,21,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,13,9,11,9,6,9,0,10,7,0,0,0,0,3,0,0,76,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,5,0,0,5,0,0,3,10,8,0,0,0,0,0,0,3,26,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
4000,0,0,0,0,0,15,69,145,16,23,0,19,9,0,11,298,0,0,0,0,0,0,7,10,0,7,5,4,0,0,0,31,0,10,18,37,39,33,62,16,6,14,7,4,5,0,5,250,3,4,10,17,13,24,101,78,41,56,41,59,12,3,12,460,0,46,73,9,6,11,0,3,0,0,0,0,0,0,9,159,0,6,10,0,3,0,0,4,0,0,3,0,0,6,0,34,0,4,8,5,19,16,13,14,0,0,4,8,0,0,3,104,155,416,179,98,129,51,83,45,7,9,8,12,0,0,36,1234,3,120,202,42,18,8,4,3,0,0,0,5,0,0,38,449,0,4,8,8,4,13,6,19,3,6,0,8,8,0,0,99,12,13,25,46,43,84,306,199,50,67,90,151,45,9,27,1164,5,16,7,3,10,6,39,27,19,11,22,38,22,0,8,225,0,0,0,0,0,9,14,10
4001,0,0,0,0,32,359,2468,2867,406,396,379,553,150,163,111,7881,0,0,4,3,13,58,677,688,101,152,196,135,96,12,22,2158,3,21,141,253,319,289,501,277,57,74,75,101,64,29,29,2242,23,128,124,247,845,1172,7547,5881,1734,1910,1703,2345,685,81,371,24802,31,342,802,283,136,581,209,28,7,9,3,4,3,0,57,2501,38,213,131,48,96,96,328,235,52,84,64,110,55,6,33,1589,7,20,44,82,240,197,294,94,20,30,35,27,18,3,19,1147,1251,2275,1039,515,607,372,630,296,22,56,49,81,56,7,218,7477,92,2558,3222,664,232,113,120,220,28,19,3,26,10,3,248,7563,11,15,67,162,519,539,692,587,232,249,247,319,306,66,84,4110,81,82,398,363,389,837,13231,8518,2639,2963,4653,5661,2288,231,537,42869,18,78,47,91,151,251,462,387,108,94,131,136,78,10,41,2068,0,3,13,31,394,515,1066,1777
4002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,15,0,0,3,0,3,3,21,12,3,0,6,8,0,0,0,61,0,3,18,4,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,3,0,3,6,0,0,0,8,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,52,12,5,0,0,0,0,0,0,0,0,4,0,4,99,0,12,6,0,0,0,0,0,0,0,0,0,0,0,3,26,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,11,0,0,3,4,0,3,35,38,11,18,24,12,9,0,4,154,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,14,0,0,0,0,0,4,5,8
4003,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,0,0,6,8,0,0,5,0,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,51,75,15,8,19,13,0,3,0,184,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,17,9,21,15,6,5,5,5,0,0,0,4,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,20,20,9,5,12,13,5,0,0,98,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,3
4004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,11,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,11,6,0,6,3,0,0,0,0,27,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,0,31,6,3,0,0,0,3,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,50,46,14,26,28,18,11,0,4,198,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
4005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,3,5,0,5,0,4,0,0,3,17,0,15,16,22,9,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,5,32,14,8,0,0,0,5,3,0,0,0,0,0,0,63,5,3,8,0,0,0,4,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,9,0,4,18,10,3,0,0,65,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
4006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,5,0,0,0,14,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,4,17,3,0,0,0,3,0,0,0,0,0,0,0,0,34,0,6,8,5,0,0,0,4,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,4,13,10,0,8,5,6,3,0,0,55,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
4007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,9,8,5,6,0,4,0,0,0,0,0,45,0,5,0,0,0,5,18,5,0,4,3,3,0,0,0,46,0,10,3,0,3,0,0,0,0,0,0,0,0,0,0,17,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,44,75,46,15,17,15,17,0,0,0,0,0,4,0,3,235,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,4,0,0,3,0,0,0,0,5,17,3,4,10,6,3,4,19,7,4,4,4,9,0,0,0,76,0,0,0,4,0,3,0,0,0,0,0,4,0,0,0,20,0,0,0,0,4,0,0,0
4008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,9,0,0,3,0,0,0,8,3,0,0,0,0,0,0,5,15,0,0,0,0,0,0,13,3,9,9,10,3,0,0,0,50,0,5,25,0,0,0,0,0,0,0,0,0,0,0,3,38,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,14,0,0,0,0,0,3,4,10,0,0,0,0,0,0,0,19,10,39,36,16,3,0,5,0,0,0,0,0,0,0,4,110,0,9,20,0,0,0,0,0,0,0,0,0,0,0,4,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,3,63,34,10,16,41,17,10,3,0,204,0,0,0,0,0,0,3,6,3,0,0,0,0,0,3,20,0,0,0,0,0,0,0,5
5000,0,0,0,0,0,11,65,68,9,8,5,29,4,5,30,228,0,0,0,3,0,6,18,16,0,0,0,0,0,0,11,58,0,0,40,77,84,75,111,77,24,7,28,35,15,3,20,586,3,3,0,4,14,15,175,130,25,29,29,113,13,3,36,579,5,22,40,16,4,18,15,4,0,0,0,0,0,0,14,134,4,10,9,4,0,4,6,8,0,0,6,0,0,0,7,64,0,5,12,10,23,20,26,32,4,12,10,16,15,26,20,227,195,175,114,115,233,119,254,126,22,10,33,60,27,0,48,1531,4,19,21,16,4,0,4,3,4,0,0,0,0,0,9,89,0,0,14,11,17,19,27,19,4,5,12,3,0,0,18,151,30,18,101,66,44,44,277,226,47,23,53,53,39,0,59,1088,9,21,9,4,33,69,125,97,34,37,25,26,31,7,19,535,0,0,0,0,5,6,26,42
5001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,9,6,13,14,20,11,0,0,9,6,0,3,110,0,0,0,0,3,0,25,16,0,0,4,11,0,0,6,79,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,13,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,15,44,31,17,8,14,7,36,4,6,6,3,0,0,0,12,185,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,3,0,4,0,0,0,0,0,0,5,22,0,0,16,6,5,10,32,30,5,0,4,3,4,0,3,124,0,0,0,0,5,4,16,14,0,4,7,7,0,0,0,58,0,0,0,0,9,0,0,0
5002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,8,5,4,10,0,0,3,0,5,0,0,3,42,0,3,0,3,0,0,4,9,4,4,15,41,9,0,0,86,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,13,9,6,5,11,14,19,19,0,4,4,10,4,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,3,3,0,0,0,0,0,0,0,19,4,3,5,0,3,0,26,18,9,3,0,6,3,0,0,83,5,6,0,0,0,3,11,7,0,0,0,5,4,0,0,32,0,0,0,0,0,0,0,0
5003,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,7,21,0,6,9,0,0,0,0,44,0,0,7,10,8,26,23,18,3,0,8,0,0,0,3,117,0,0,0,0,0,7,71,55,10,15,19,20,0,0,0,202,0,9,10,0,0,0,0,0,0,0,0,0,0,0,5,23,0,0,0,0,0,0,3,4,0,0,0,9,0,0,0,27,0,0,0,5,5,3,7,4,0,0,0,0,0,0,0,21,49,36,31,18,40,11,40,7,0,4,0,4,0,0,9,254,0,5,3,3,0,0,0,6,0,5,0,0,0,0,0,24,0,0,3,0,3,5,5,12,3,3,3,3,10,0,0,50,13,0,18,11,11,16,184,197,29,29,33,39,14,4,12,621,3,0,3,0,5,16,45,31,11,5,8,3,0,0,3,135,0,0,0,0,3,0,4,26
5004,0,0,0,0,0,0,17,35,0,0,0,7,0,3,0,69,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,8,12,9,14,32,15,0,0,0,4,0,3,0,105,0,0,0,0,0,4,12,11,0,3,4,5,4,0,3,46,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,22,16,16,9,27,22,45,31,5,5,5,9,5,0,5,227,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,6,3,0,0,0,0,0,0,0,19,11,0,25,5,3,7,36,36,8,6,9,9,0,0,5,163,0,0,0,0,5,7,26,17,0,4,10,0,3,0,7,79,0,0,0,0,0,0,0,0
5005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9,0,0,0,4,0,4,5,4,0,0,0,3,0,0,0,20,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,12,10,0,8,6,4,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,6,9,4,0,0,0,0,0,0,30,0,0,0,0,0,0,6,0,0,0,5,3,0,0,0,20,0,0,0,0,4,0,0,0
