SUA_CODE_2021,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85_yr_over_M,Age_85_yr_over_F,Age_85_yr_over_P,OS_vis_M,OS_vis_F,OS_vis_P,Count_pers_occ_private_dwgs_M,Count_pers_occ_private_dwgs_F,Count_pers_occ_private_dwgs_P,Count_persons_other_dwgs_M,Count_persons_other_dwgs_F,Count_persons_other_dwgs_P,Indig_persons_Aboriginal_M,Indig_persons_Aboriginal_F,Indig_persons_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_pe_Bo_Abor_Trs_St_Is_M,Indig_pe_Bo_Abor_Trs_St_Is_F,Indig_pe_Bo_Abor_Trs_St_Is_P,Indigenous_persons_Tot_M,Indigenous_persons_Tot_F,Indigenous_persons_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_used_home_Eng_only_M,Lang_used_home_Eng_only_F,Lang_used_home_Eng_only_P,Lang_used_home_Oth_Lang_M,Lang_used_home_Oth_Lang_F,Lang_used_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_per_att_educ_inst_0_4_M,Age_per_att_educ_inst_0_4_F,Age_per_att_educ_inst_0_4_P,Age_per_att_educ_inst_5_14_M,Age_per_att_educ_inst_5_14_F,Age_per_att_educ_inst_5_14_P,Age_per_att_educ_inst_15_19_M,Age_per_att_educ_inst_15_19_F,Age_per_att_educ_inst_15_19_P,Age_per_att_educ_inst_20_24_M,Age_per_att_educ_inst_20_24_F,Age_per_att_educ_inst_20_24_P,Age_per_att_educ_inst_25ov_M,Age_per_att_educ_inst_25ov_F,Age_per_att_educ_inst_25ov_P,Hi_yr_sch_com_Yr_12_equiv_M,Hi_yr_sch_com_Yr_12_equiv_F,Hi_yr_sch_com_Yr_12_equiv_P,Hi_yr_sch_com_Yr_11_equiv_M,Hi_yr_sch_com_Yr_11_equiv_F,Hi_yr_sch_com_Yr_11_equiv_P,Hi_yr_sch_com_Yr_10_equiv_M,Hi_yr_sch_com_Yr_10_equiv_F,Hi_yr_sch_com_Yr_10_equiv_P,Hi_yr_sch_comp_Yr_9_equiv_M,Hi_yr_sch_comp_Yr_9_equiv_F,Hi_yr_sch_comp_Yr_9_equiv_P,Hi_yr_sch_comp_Yr_8_below_M,Hi_yr_sch_comp_Yr_8_below_F,Hi_yr_sch_comp_Yr_8_below_P,Hi_yr_sc_co_Di_not_go_to_sc_M,Hi_yr_sc_co_Di_not_go_to_sc_F,Hi_yr_sc_co_Di_not_go_to_sc_P
6001,13161,14437,27597,767,748,1515,1698,1691,3380,800,824,1626,775,813,1587,1589,1677,3266,1441,1657,3100,1592,1786,3376,1774,1950,3722,1502,1723,3227,942,1109,2049,282,465,746,9,11,22,12793,14054,26839,373,380,754,1096,1249,2348,31,30,58,46,40,82,1174,1316,2491,11090,12186,23278,1299,1459,2761,11904,13120,25020,527,606,1129,11951,13157,25112,187,165,354,1585,1557,3144,539,621,1155,142,196,340,291,523,810,3454,4362,7821,1007,1231,2229,3810,3983,7787,989,1001,1989,590,580,1167,66,50,123
6002,15074,16276,31346,815,789,1599,1881,1847,3727,902,841,1748,870,857,1723,1994,2095,4087,1608,1801,3410,1878,2043,3922,1864,2146,4011,1798,2045,3848,1118,1261,2373,340,553,893,39,27,66,14707,15867,30572,363,406,771,1067,1139,2205,56,55,103,37,52,91,1157,1247,2405,12605,13701,26306,1632,1721,3361,13503,14667,28177,813,881,1693,13566,14764,28326,221,187,405,1761,1732,3492,640,639,1279,140,201,339,350,593,944,3948,4841,8790,1159,1337,2493,4613,4661,9274,1185,1269,2458,561,606,1165,55,52,107
6003,110176,116012,226189,6071,5710,11784,13441,12730,26169,6302,5915,12221,7068,6908,13971,18937,18677,37614,14225,15040,29266,12913,14097,27007,12535,13914,26443,10782,12293,23075,5922,7395,13322,1988,3338,5326,326,172,495,106321,112378,218705,3855,3630,7487,4576,4647,9222,235,224,462,224,244,465,5034,5114,10144,83280,88195,171468,21978,22793,44767,89332,95350,184680,15429,15720,31154,92092,98718,190810,1645,1575,3222,12722,12048,24767,4837,4700,9535,2663,2827,5491,5950,7487,13436,50373,54901,105270,6876,7362,14233,20267,21477,41745,4902,5289,10188,2841,3031,5876,466,512,978
6004,44119,46860,90982,2454,2388,4841,5550,5249,10798,2718,2655,5380,3093,2922,6017,6949,6666,13617,5271,5698,10973,5340,5951,11285,5067,5610,10679,4224,4962,9184,2589,3220,5808,865,1526,2392,94,81,170,42290,45001,87285,1831,1858,3692,1546,1640,3197,60,80,146,52,69,119,1661,1794,3454,34816,37451,72270,7087,7279,14363,37345,40282,77629,4616,4514,9124,38110,41216,79325,631,661,1286,5240,4949,10190,1995,2031,4024,876,1003,1882,1828,2415,4241,16094,18291,34395,2960,3480,6443,10589,10761,21353,2465,2499,4962,1418,1533,2951,334,350,682
6005,7022,7730,14755,336,333,664,876,801,1678,429,407,840,339,354,696,724,777,1499,709,796,1500,843,972,1816,1018,1190,2213,971,1085,2063,576,722,1299,197,297,493,4,7,13,6921,7562,14487,98,166,265,538,615,1150,17,23,38,26,21,52,579,667,1246,5957,6583,12537,628,714,1345,6487,7184,13671,173,217,392,6450,7196,13652,74,80,159,817,750,1568,309,311,617,65,74,134,125,268,393,1781,2275,4054,523,620,1150,2147,2316,4462,620,651,1274,352,335,681,13,9,23
7000,48624,44495,93120,2967,2640,5609,6566,6016,12579,3064,2774,5841,3431,3127,6559,7739,7509,15249,6663,6116,12784,6281,5784,12062,6058,5805,11862,4582,3824,8405,1152,780,1935,113,125,238,319,189,507,41120,40898,82019,7498,3600,11098,20190,20355,40546,100,98,202,218,230,451,20507,20688,41191,37400,35352,72749,4295,4289,8582,22817,20551,43365,18014,18845,36864,39326,37780,77109,668,654,1324,5612,5135,10748,1066,1058,2126,181,263,444,692,1274,1968,11506,13247,24750,4872,4583,9455,8787,7029,15819,3185,2565,5747,2908,2583,5486,642,640,1279
7001,14133,14915,29048,1039,912,1943,1932,1805,3741,778,759,1534,665,739,1399,2373,2809,5185,2120,2215,4333,1707,1920,3622,1790,1970,3763,1308,1266,2573,368,399,763,60,127,180,57,54,108,12792,13485,26278,1337,1427,2768,2553,2942,5496,19,9,34,51,51,103,2611,3006,5622,9287,9891,19176,3519,3627,7147,9582,9912,19493,3107,3471,6584,10828,11521,22351,257,221,480,1744,1636,3381,469,428,895,82,136,218,534,958,1491,5332,6611,11945,1385,1330,2712,1921,1627,3541,579,573,1161,502,504,1007,120,160,280
7002,72234,70115,142347,4739,4512,9250,8917,8620,17539,3666,3496,7165,5898,4303,10204,13139,13568,26707,10720,11078,21793,9005,8863,17865,7871,7821,15693,5848,5450,11293,2051,1944,4000,378,462,838,2058,532,2587,62352,64197,126546,9881,5921,15805,6357,6382,12734,254,215,476,666,643,1306,7280,7241,14515,44560,42564,87131,18608,20410,39020,45882,44872,90747,15680,17410,33092,53513,53166,106682,1226,1180,2405,7952,7693,15644,2267,2409,4680,1060,1362,2421,3122,5287,8416,29874,33177,63051,6327,5604,11925,9420,7548,16962,2298,2006,4309,1681,1560,3237,376,442,815
8000,544,544,1084,40,27,68,83,72,160,46,42,78,24,30,56,63,69,128,74,71,143,79,77,156,57,80,138,64,54,114,18,15,36,4,6,6,0,0,0,528,515,1044,14,25,44,15,16,29,0,3,4,0,0,0,17,17,35,445,434,886,57,67,125,485,478,959,19,26,47,487,490,973,7,10,17,80,74,152,35,27,63,5,14,19,17,27,42,248,304,552,14,18,30,84,68,152,19,9,28,11,11,17,0,0,3
8001,242093,247810,489903,14877,14068,28947,31197,29237,60440,14499,14012,28509,18465,18395,36858,41742,42086,83830,36952,37589,74539,30480,30910,61389,23954,25451,49408,17614,20110,37725,9228,11258,20487,3079,4693,7780,576,622,1196,234269,240477,474745,7826,7332,15157,4974,4853,9823,135,116,250,157,183,336,5258,5154,10411,165482,167126,332610,66822,71322,138148,173774,176706,350480,57342,60782,118132,207284,212886,420167,4340,4135,8472,29900,27931,57833,11710,11634,23343,8789,9499,18291,13320,16855,30176,143092,149360,292457,9484,8878,18360,22691,24723,47415,6001,6432,12430,4105,4804,8910,900,1106,2009
9000,2900,2549,5446,129,112,236,313,272,589,110,113,220,148,130,273,453,290,745,365,332,701,389,379,767,457,442,893,361,309,673,148,142,295,30,34,60,15,10,23,2111,2111,4225,787,435,1225,102,123,217,4,0,9,3,0,6,106,121,228,1503,1437,2939,873,661,1529,1189,1168,2357,1002,954,1959,1954,1867,3824,40,30,66,255,228,484,56,63,121,19,29,42,56,73,122,945,1061,2008,144,133,279,449,376,831,87,62,145,91,61,149,50,59,107
