SUA_CODE_2021,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_married,M_75_84_yr_Tot,M_85_yr_over_Married,M_85_yr_over_Separated,M_85_yr_over_Divorced,M_85_yr_over_Widowed,M_85_yr_over_Never_married,M_85_yr_over_Tot,M_OS_visitors_Married,M_OS_visitors_Separated,M_OS_visitors_Divorced,M_OS_visitors_Widowed,M_OS_visitors_Never_married,M_OS_visitors_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_married,F_75_84_yr_Tot,F_85_yr_over_Married,F_85_yr_over_Separated,F_85_yr_over_Divorced,F_85_yr_over_Widowed,F_85_yr_over_Never_married,F_85_yr_over_Tot,F_OS_visitors_Married,F_OS_visitors_Separated,F_OS_visitors_Divorced,F_OS_visitors_Widowed,F_OS_visitors_Never_married,F_OS_visitors_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_married,P_75_84_yr_Tot,P_85_yr_over_Married,P_85_yr_over_Separated,P_85_yr_over_Divorced,P_85_yr_over_Widowed,P_85_yr_over_Never_married,P_85_yr_over_Tot,P_OS_vis_Married,P_OS_vis_Separated,P_OS_vis_Divorced,P_OS_vis_Widowed,P_OS_vis_Never_married,P_OS_vis_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_married,P_Tot_Tot
1010,11,4,0,7,10395,10411,152,11,4,0,9099,9268,4907,310,245,16,12904,18380,11105,886,1182,47,6413,19628,11858,1278,2634,124,5132,21026,12136,1167,3532,356,3596,20787,11970,890,3167,899,1575,18499,7679,392,1518,1533,569,11695,2074,61,244,1335,177,3890,61,4,17,8,61,148,61953,5011,12538,4316,49911,133730,10,6,0,3,9619,9634,307,32,7,5,8652,9010,6730,596,449,30,11628,19434,12226,1248,1839,109,5871,21290,12194,1587,3856,411,4458,22510,12653,1424,5184,1272,2733,23260,11424,947,4773,2939,1345,21425,5866,270,2211,4819,522,13694,1099,37,572,4683,187,6583,65,11,20,24,46,160,62571,6159,18902,14291,45081,147007,12,7,0,6,20010,20045,459,42,10,5,17751,18275,11636,903,694,45,24536,37816,23330,2134,3013,155,12283,40924,24058,2864,6488,536,9594,43536,24785,2592,8711,1624,6328,44043,23393,1837,7940,3836,2924,39926,13545,664,3728,6352,1092,25387,3176,95,815,6017,364,10473,125,14,38,28,105,308,124533,11169,31441,18603,94989,280740
1011,5,0,0,0,2168,2175,43,6,0,3,1730,1776,1166,80,66,4,2741,4063,2234,172,243,10,1527,4182,2397,258,563,26,1096,4346,2587,237,857,77,839,4599,3053,236,833,190,411,4727,1815,71,326,274,114,2605,526,12,52,292,24,907,51,5,4,5,72,135,13890,1070,2951,882,10720,29511,0,0,3,0,2135,2134,92,12,5,0,1584,1690,1523,135,113,13,2605,4389,2467,281,378,30,1483,4636,2523,342,829,129,1017,4849,2725,344,1160,299,686,5211,2870,216,1082,637,293,5105,1406,52,450,1066,77,3051,276,7,97,981,26,1386,46,0,8,13,58,129,13926,1391,4128,3171,9973,32583,11,0,3,0,4304,4317,136,12,5,5,3317,3470,2693,216,176,17,5350,8451,4704,450,615,37,3007,8815,4924,600,1393,163,2114,9196,5309,580,2015,379,1529,9810,5922,451,1921,829,707,9832,3219,119,785,1338,190,5651,801,22,149,1268,50,2293,97,6,16,11,136,265,27814,2460,7082,4050,20697,62100
1012,0,0,0,0,1255,1257,24,0,0,0,1124,1148,1143,62,39,6,1979,3224,1462,112,120,3,721,2423,1209,98,287,15,556,2163,1229,125,311,30,382,2077,1058,73,254,101,170,1665,664,27,119,141,51,998,177,6,18,121,11,334,11,0,0,0,14,29,6983,502,1151,420,6264,15315,0,0,0,0,1118,1128,66,3,0,4,1217,1290,1417,106,65,0,1878,3472,1456,149,204,9,786,2602,1179,147,371,48,573,2321,1257,146,457,113,368,2341,993,89,340,311,121,1861,541,23,141,542,50,1293,86,3,34,437,11,574,12,0,0,4,8,26,7007,667,1614,1483,6128,16897,4,0,0,0,2375,2383,97,3,0,4,2336,2445,2562,164,110,10,3859,6698,2912,261,323,16,1508,5025,2392,240,658,61,1130,4483,2480,271,765,148,753,4419,2053,161,594,413,293,3521,1201,56,261,684,100,2292,265,11,49,562,21,908,24,0,0,5,17,51,13983,1170,2762,1896,12393,32217
1013,0,0,0,0,472,472,4,0,0,0,359,363,146,12,11,0,536,708,396,31,57,0,354,839,481,49,143,9,329,1008,778,86,264,35,288,1444,1276,99,361,90,169,1997,943,36,170,167,53,1372,265,11,49,186,15,521,8,0,0,0,5,10,4295,332,1051,486,2573,8742,0,0,0,0,469,470,11,0,0,0,353,368,217,24,30,0,544,818,444,58,81,4,306,898,524,95,211,27,283,1140,906,99,400,97,199,1696,1260,91,452,291,111,2205,782,24,187,538,31,1555,166,3,45,593,19,832,8,0,4,4,3,12,4320,394,1417,1553,2319,9999,0,0,0,0,943,942,14,0,0,0,715,727,370,40,37,0,1072,1527,838,96,140,4,663,1741,1005,137,356,33,613,2150,1683,181,668,128,487,3145,2539,192,819,381,279,4204,1729,58,354,708,80,2930,430,12,93,779,38,1351,11,0,3,4,3,23,8618,724,2470,2038,4894,18738
1014,0,0,0,0,697,695,30,0,0,0,872,903,540,32,23,0,1253,1851,790,62,76,0,565,1494,737,79,189,14,443,1458,854,76,252,38,298,1515,756,63,215,61,154,1249,455,21,102,117,49,737,133,3,24,89,10,266,6,0,0,0,9,18,4297,342,890,318,4348,10193,0,0,0,0,629,632,28,3,0,0,668,698,630,43,48,3,998,1716,757,94,103,10,478,1438,746,107,262,29,331,1478,817,95,309,96,201,1517,707,63,287,261,120,1437,340,15,121,386,60,927,84,3,34,319,18,465,5,0,0,6,4,9,4120,418,1164,1115,3514,10330,4,0,0,0,1327,1334,58,3,0,0,1532,1601,1162,73,73,3,2254,3567,1549,153,178,14,1044,2938,1482,188,456,41,772,2936,1676,165,561,131,505,3032,1461,130,502,321,268,2682,797,35,223,503,106,1667,215,4,64,417,33,731,11,0,0,4,15,31,8416,762,2055,1429,7859,20522
1015,0,0,0,0,612,608,8,0,0,0,522,539,257,23,31,0,705,1021,428,43,62,7,417,954,486,70,162,9,319,1038,625,54,222,15,255,1168,651,79,204,58,116,1110,458,20,92,74,55,701,142,3,19,92,7,265,16,0,0,0,27,41,3068,297,787,258,3028,7447,0,0,0,0,482,483,30,3,0,0,535,565,339,55,30,3,736,1165,478,85,128,9,359,1065,510,76,238,21,313,1164,615,90,284,82,182,1248,612,51,252,205,81,1195,357,11,106,381,45,900,99,0,24,362,19,500,6,3,0,0,0,7,3044,383,1058,1069,2748,8298,0,4,0,0,1091,1091,35,8,0,3,1056,1103,599,77,63,10,1441,2185,906,132,191,10,777,2017,998,145,399,36,628,2205,1242,149,501,103,435,2419,1263,132,452,263,193,2305,812,33,196,454,104,1598,240,8,42,460,28,775,21,3,0,0,27,46,6115,681,1841,1330,5780,15741
1016,0,0,0,0,610,609,16,0,0,0,606,626,638,19,18,5,1001,1684,899,49,59,0,407,1409,839,65,112,10,248,1279,833,66,136,19,150,1198,543,39,110,25,62,782,359,12,31,58,18,491,137,10,3,62,13,226,55,0,0,0,30,85,4327,269,464,196,3144,8397,0,0,0,0,585,583,50,3,0,0,533,587,741,34,41,13,857,1680,873,52,88,14,296,1326,793,89,164,31,201,1270,736,74,157,85,109,1157,513,27,122,155,56,873,290,10,36,275,7,617,51,0,6,313,3,379,9,0,0,7,13,34,4064,287,603,896,2664,8518,0,0,0,0,1194,1191,68,9,0,0,1143,1214,1377,56,58,14,1860,3366,1774,101,142,15,700,2736,1630,154,274,42,451,2546,1571,139,285,109,258,2359,1063,70,231,186,120,1663,652,22,70,343,28,1111,188,10,8,385,18,604,61,4,0,9,46,119,8390,555,1073,1090,5811,16911
1017,7,0,0,0,519,527,22,0,3,0,488,513,235,18,15,0,766,1028,343,51,49,3,418,868,357,57,122,3,351,889,441,68,204,26,249,986,549,52,170,55,124,949,321,20,63,87,33,521,81,0,14,48,3,149,5,0,0,0,0,4,2363,270,638,217,2937,6427,0,0,0,0,475,475,12,4,0,0,384,396,222,36,29,0,546,832,331,58,71,6,350,822,379,70,150,27,267,899,455,82,220,73,212,1040,506,48,174,156,93,987,253,14,86,254,16,617,39,5,19,238,8,311,0,0,0,0,0,3,2204,326,749,760,2354,6393,3,0,0,0,994,1001,37,4,3,0,868,912,454,54,45,0,1314,1862,674,114,124,5,761,1681,738,127,268,35,621,1784,897,154,422,99,460,2031,1060,109,350,209,214,1942,583,29,147,335,48,1141,116,5,34,285,14,462,5,0,0,0,4,10,4566,593,1390,975,5294,12821
1018,0,0,0,0,920,916,15,0,0,0,862,878,407,36,30,0,1285,1749,682,73,94,8,741,1599,680,105,219,14,710,1726,846,120,377,29,525,1899,815,86,328,94,244,1561,514,35,136,85,45,809,189,6,19,100,18,333,7,0,5,5,19,34,4152,461,1211,325,5365,11516,0,0,0,0,857,860,37,0,3,0,804,846,545,57,34,6,1203,1843,766,104,180,8,764,1823,727,130,348,51,635,1885,815,125,534,99,427,2001,770,90,474,204,210,1740,441,21,183,425,55,1122,109,4,45,422,31,608,4,0,3,0,5,15,4220,529,1794,1217,4990,12754,0,0,0,0,1776,1774,50,8,3,3,1669,1726,955,90,64,10,2483,3602,1450,172,272,17,1506,3428,1399,239,566,62,1349,3613,1668,241,909,130,953,3897,1587,180,797,296,446,3302,951,54,314,505,99,1933,299,7,66,527,40,937,11,0,8,3,24,52,8372,993,3005,1543,10354,24267
1019,0,8,0,0,339,343,15,0,0,0,332,347,243,16,11,0,543,812,279,40,52,4,298,672,360,46,103,10,252,762,443,57,145,22,193,861,442,48,154,43,107,788,272,18,72,67,49,478,71,0,10,53,3,133,0,0,0,0,0,0,2124,234,548,198,2111,5207,0,0,0,0,312,312,15,0,0,0,254,278,242,17,14,0,398,672,285,47,50,0,243,627,368,43,129,22,189,753,441,43,186,62,150,885,407,38,193,121,49,808,208,18,100,234,37,596,39,0,15,183,13,252,0,0,0,0,0,0,2007,210,690,625,1644,5182,0,8,0,0,648,652,30,0,0,0,591,623,481,37,22,0,939,1482,566,85,98,5,540,1294,721,91,237,28,439,1516,881,106,334,82,350,1749,849,81,346,164,156,1600,485,42,175,298,82,1077,108,3,25,241,14,388,0,0,0,0,0,0,4128,444,1234,827,3753,10389
1020,0,0,0,0,495,495,9,0,0,0,408,417,243,9,18,0,481,751,517,35,57,5,261,875,602,42,110,9,227,989,626,48,141,20,120,965,586,34,128,36,49,834,313,12,55,46,16,440,42,0,3,30,0,73,3,5,0,0,0,14,2943,191,512,136,2058,5839,0,0,0,0,443,442,12,0,0,0,334,341,334,27,22,0,419,800,596,58,76,3,226,953,639,61,154,18,129,996,651,40,149,42,61,937,532,25,127,120,18,816,206,10,57,130,4,408,25,0,7,58,4,92,0,0,0,0,6,3,2992,213,578,380,1643,5802,0,0,0,0,944,943,20,0,0,0,743,764,574,42,41,0,896,1550,1111,92,135,8,488,1827,1243,105,265,25,359,1987,1280,92,287,62,184,1902,1112,58,253,155,67,1649,521,19,109,179,19,844,69,0,9,81,0,167,7,5,0,0,7,11,5933,407,1091,515,3700,11644
1021,0,0,0,0,756,760,29,0,0,0,802,825,470,20,22,3,966,1475,797,63,96,6,473,1436,892,90,190,14,374,1560,1001,85,255,42,253,1637,1082,66,249,82,133,1604,833,34,120,119,43,1145,261,6,33,137,15,445,3,0,0,0,0,4,5366,368,949,394,3815,10897,0,0,0,0,740,742,39,0,0,0,699,745,658,45,38,0,834,1578,817,80,119,4,420,1446,898,111,289,30,266,1599,1087,112,388,90,182,1861,1058,63,305,224,108,1762,672,26,168,474,45,1387,141,9,45,462,23,673,3,0,0,5,4,10,5380,450,1353,1295,3321,11797,0,6,0,0,1490,1495,67,0,0,0,1498,1572,1125,72,54,6,1801,3055,1617,146,208,10,895,2879,1792,203,484,39,639,3163,2090,194,644,134,438,3494,2138,133,553,306,237,3367,1512,59,285,591,87,2534,399,20,74,595,39,1124,6,0,0,5,4,15,10744,820,2303,1691,7136,22694
1022,0,0,0,0,377,377,15,0,0,0,351,363,281,14,15,6,596,903,437,33,42,0,284,800,423,43,107,3,181,758,434,27,94,7,122,686,363,22,75,29,57,543,249,4,29,51,23,357,66,0,7,39,10,125,0,0,0,0,0,0,2259,157,371,132,2002,4920,0,0,0,0,324,331,20,5,0,0,297,316,361,27,31,3,533,950,422,61,57,7,228,778,433,40,120,5,158,759,409,43,139,45,74,710,327,23,126,114,28,611,201,13,50,184,20,469,32,8,11,162,13,231,0,0,0,0,3,4,2194,223,537,519,1681,5159,0,0,0,0,705,709,30,5,0,0,645,681,643,46,38,3,1127,1856,859,97,103,4,515,1578,855,85,230,7,340,1520,840,75,226,53,199,1396,687,50,203,141,81,1158,444,21,82,235,40,825,100,7,21,202,25,353,0,0,0,0,5,4,4452,378,912,655,3682,10080
1023,0,0,0,0,429,429,13,0,0,0,361,368,264,23,16,0,703,1006,431,59,68,0,340,895,404,53,115,7,222,803,395,51,124,12,165,754,328,31,74,26,45,507,156,6,33,24,15,241,23,0,7,18,5,59,0,0,0,0,4,7,2014,223,449,96,2289,5061,0,0,0,0,352,352,13,7,0,0,321,337,303,32,17,0,545,903,385,54,65,8,249,763,377,50,123,21,176,741,362,52,134,55,72,674,278,26,94,93,18,505,113,6,33,117,9,271,17,0,3,101,0,124,0,0,0,0,0,4,1836,230,470,394,1747,4681,0,0,0,0,782,782,21,3,0,0,683,710,566,58,33,0,1248,1910,815,110,137,9,595,1660,784,97,238,26,394,1543,756,104,256,70,238,1426,606,56,172,117,66,1015,262,13,68,144,23,512,42,3,10,121,10,183,0,0,3,0,6,8,3846,450,921,492,4037,9746
1024,0,0,0,0,802,802,12,0,0,3,538,556,268,21,7,0,721,1013,634,58,68,3,380,1140,893,92,217,12,375,1594,1287,95,358,36,289,2062,1649,92,371,94,141,2348,1205,37,166,172,42,1619,275,0,20,139,6,440,3,0,0,0,3,8,6238,389,1199,456,3301,11591,0,0,0,0,677,679,29,0,0,0,507,538,364,22,20,0,641,1047,763,68,127,12,359,1328,1002,113,322,49,308,1790,1436,110,465,121,227,2351,1662,83,448,286,102,2583,947,27,210,515,41,1742,130,0,55,467,6,657,6,0,0,0,7,9,6337,434,1649,1437,2863,12720,0,0,0,0,1472,1476,42,0,0,3,1045,1098,633,40,24,0,1362,2066,1402,121,193,15,739,2473,1902,207,535,61,688,3384,2723,201,821,149,516,4410,3311,177,812,376,242,4927,2150,69,378,689,83,3367,407,3,74,598,14,1094,13,0,6,0,8,19,12581,820,2855,1898,6166,24315
1025,12,3,3,3,15132,15156,311,13,7,13,16503,16842,9157,546,502,23,24099,34329,17343,1354,1975,77,10644,31393,16939,1789,3812,200,7659,30407,16863,1415,4655,571,5120,28617,16076,949,3907,1165,2093,24192,9295,375,1555,1775,626,13626,2434,61,274,1578,132,4479,109,8,13,5,80,212,88545,6516,16698,5406,82093,199254,11,3,0,0,14520,14534,517,49,13,4,15946,16527,12038,897,808,66,21310,35113,18271,1925,2879,196,9421,32694,17694,2043,5270,558,6309,31863,17169,1664,6658,1713,3578,30782,14825,918,5404,3958,1489,26593,7193,281,2237,5975,543,16230,1314,48,495,5845,241,7946,93,0,20,41,71,234,89121,7827,23793,18354,73417,212516,27,6,0,5,29652,29692,831,62,21,20,32443,33371,21186,1449,1316,85,45407,69444,35610,3279,4856,271,20069,64084,34632,3832,9085,754,13965,62268,34034,3083,11312,2282,8696,59397,30899,1873,9315,5120,3584,50785,16493,657,3790,7748,1167,29858,3754,109,766,7422,375,12424,198,10,31,47,154,443,177669,14344,40491,23756,155507,411773
1026,4,0,0,0,1185,1186,31,0,5,0,1180,1213,721,64,33,0,1921,2743,1171,114,126,10,905,2326,1145,128,332,8,606,2210,1255,99,428,48,463,2290,1275,93,344,93,205,2009,811,46,179,144,51,1232,234,8,36,143,11,429,11,0,6,0,8,23,6656,555,1477,447,6533,15666,0,0,0,0,1088,1094,39,6,0,0,1041,1089,873,98,61,12,1436,2480,1185,124,204,17,722,2252,1125,164,425,50,509,2267,1262,130,544,128,295,2358,1222,83,438,365,133,2245,610,38,190,461,47,1352,116,6,57,440,16,630,5,0,3,0,5,15,6437,641,1917,1482,5303,15782,0,0,0,0,2276,2276,72,6,5,0,2228,2302,1596,160,94,12,3362,5227,2358,240,330,25,1624,4580,2266,292,754,56,1110,4479,2514,228,969,176,750,4639,2496,182,784,455,342,4258,1420,79,373,604,102,2580,348,12,93,589,31,1060,12,6,6,0,13,40,13095,1202,3397,1928,11835,31447
1027,0,0,0,0,1348,1353,43,4,0,0,1181,1234,955,55,48,4,1726,2788,1464,103,142,8,842,2558,1425,112,255,19,624,2439,1238,104,398,44,382,2166,1203,68,266,87,196,1824,729,44,112,132,56,1076,199,3,30,142,20,393,22,0,3,0,11,35,7278,493,1258,437,6396,15856,3,0,0,0,1310,1311,69,0,4,0,1190,1265,1176,90,58,6,1719,3048,1575,162,199,13,861,2805,1370,155,433,33,545,2531,1287,124,534,131,305,2376,1145,92,448,309,143,2140,551,35,173,515,66,1329,101,5,39,471,17,635,5,0,0,4,11,23,7290,665,1886,1475,6155,17468,4,0,0,5,2663,2666,115,9,4,0,2374,2493,2130,145,109,5,3443,5830,3036,262,338,16,1704,5361,2799,269,689,47,1164,4970,2523,226,931,171,688,4544,2351,162,716,394,339,3964,1279,74,285,645,123,2405,295,10,71,619,39,1031,23,0,8,4,19,57,14563,1151,3148,1913,12553,33323
1028,0,0,0,0,1470,1471,24,0,0,0,1222,1247,618,34,32,0,1701,2382,1439,109,140,5,887,2589,1638,163,378,18,633,2834,1764,163,557,41,460,2989,2223,131,575,147,218,3293,1626,54,267,243,87,2283,474,10,53,292,24,856,9,0,4,0,13,37,9820,676,2002,753,6725,19969,0,0,0,0,1473,1473,32,4,0,0,1293,1328,845,63,77,8,1570,2558,1581,199,239,25,777,2823,1754,237,602,58,629,3280,1926,217,838,161,422,3566,2166,144,794,438,214,3758,1276,42,372,935,93,2721,251,7,100,944,29,1336,11,3,0,5,9,37,9839,916,3025,2584,6507,22870,0,0,0,0,2944,2948,57,4,0,0,2519,2580,1464,95,105,7,3265,4936,3019,314,383,34,1663,5414,3390,400,978,78,1264,6109,3691,382,1392,205,887,6555,4390,272,1368,586,431,7049,2897,100,641,1179,187,4999,726,19,155,1232,51,2191,26,3,4,5,23,68,19656,1590,5033,3325,13229,42841
1029,0,3,0,0,812,813,8,0,0,0,744,758,425,31,25,0,901,1385,579,48,78,5,335,1040,636,58,138,7,253,1090,622,40,148,24,149,982,451,41,89,41,58,672,225,8,32,49,15,325,60,0,7,42,7,116,6,0,0,0,0,10,3006,219,514,164,3271,7183,0,0,0,0,486,486,22,0,0,0,465,486,483,32,36,3,660,1214,631,58,80,7,262,1046,653,76,160,17,199,1102,559,50,161,43,98,909,385,19,123,120,33,686,160,6,33,165,13,380,34,3,12,142,6,197,0,0,5,0,3,5,2928,248,616,493,2226,6511,0,3,0,0,1298,1298,32,0,0,3,1207,1247,902,65,60,5,1563,2600,1210,102,158,10,600,2079,1291,129,304,28,448,2194,1179,93,310,67,247,1896,837,60,206,162,84,1351,388,11,67,212,32,704,95,0,22,178,10,309,4,0,3,0,5,16,5934,465,1131,659,5502,13697
1030,0,0,0,0,486,488,12,0,0,0,411,426,244,23,14,0,614,893,519,53,69,0,344,975,580,69,136,9,298,1091,761,77,236,30,226,1337,1084,79,277,82,95,1613,680,32,93,132,39,975,160,0,10,73,10,261,0,0,0,0,3,9,4044,335,840,329,2524,8072,0,0,0,0,476,476,14,5,0,0,394,413,327,39,31,3,570,973,570,65,109,3,338,1076,621,92,210,34,244,1196,827,108,315,91,175,1511,1079,47,314,218,97,1753,514,14,128,339,26,1026,62,0,26,285,7,383,4,0,0,4,4,10,4011,369,1123,977,2328,8808,0,0,0,0,961,969,34,6,0,0,801,835,573,62,41,6,1183,1869,1088,118,171,3,680,2051,1199,157,348,35,544,2290,1586,186,553,114,402,2844,2159,124,585,301,191,3363,1196,49,220,475,70,2006,224,0,44,364,13,645,6,0,0,4,4,19,8059,704,1965,1308,4854,16884
1031,166,20,26,34,138904,139154,4734,261,175,64,159656,164891,116299,4548,5856,230,251282,378216,235291,10719,17838,521,97090,361463,199968,12947,28224,1441,58181,300758,172276,11163,32663,3402,37227,256731,131154,7505,22881,7181,16902,185620,72461,3051,9337,10599,6266,101716,21543,596,1943,10793,1637,36506,3100,177,330,142,2074,5821,956992,51003,119280,34398,769219,1930889,261,26,24,35,130023,130368,10755,697,433,57,142848,154789,156757,7617,9267,408,211940,385985,241614,14801,25785,1609,82505,366318,198808,16400,42384,4898,50197,312684,163810,12643,46821,14236,30302,267806,117093,7391,34424,30594,14980,204475,51651,2283,14747,43999,5608,118290,10165,428,3758,40847,2493,57687,3003,153,444,938,1777,6316,953912,62451,178087,137609,672664,2004719,432,52,54,67,268923,269525,15486,960,603,125,302505,319680,273060,12167,15124,632,463220,764205,476902,25522,43628,2130,179594,727781,398779,29353,70610,6333,108377,613446,336082,23805,79484,17638,67532,524536,248242,14900,57301,37773,31881,390096,124110,5339,24084,54598,11871,220005,31708,1021,5703,51640,4129,94196,6095,332,772,1077,3854,12138,1910901,113455,297360,172009,1441885,3935613
1032,0,0,0,0,1583,1584,35,3,4,0,1253,1295,933,58,42,3,2045,3077,1368,113,154,4,892,2532,1248,153,306,17,635,2365,1296,120,411,31,386,2245,1263,121,301,107,201,1998,888,35,125,164,70,1291,271,7,13,146,17,455,20,0,0,0,16,39,7325,617,1359,477,7097,16873,0,0,0,0,1335,1340,76,10,0,0,1258,1349,1149,93,96,0,1914,3259,1362,186,200,18,931,2698,1267,181,442,53,601,2543,1354,183,550,152,340,2575,1220,95,435,358,134,2244,709,28,207,649,39,1637,145,8,38,564,32,779,14,0,0,0,3,18,7288,794,1977,1797,6580,18440,3,0,0,0,2921,2926,112,14,3,0,2509,2643,2081,157,132,5,3953,6330,2726,303,356,19,1823,5228,2509,336,750,71,1241,4911,2647,307,957,182,724,4822,2483,218,736,465,335,4244,1603,63,331,812,104,2923,410,11,57,709,45,1235,35,0,7,0,18,54,14610,1410,3333,2271,13683,35308
1033,0,0,0,0,763,763,21,3,0,0,670,690,350,36,22,0,938,1349,556,79,72,0,529,1239,615,114,183,8,457,1378,843,109,332,40,364,1693,987,91,318,100,196,1685,723,51,156,150,75,1158,217,14,31,119,17,397,8,0,0,0,0,6,4321,494,1121,421,4011,10365,0,0,0,0,732,732,41,0,0,0,613,652,438,63,35,3,947,1483,605,96,117,9,543,1367,713,128,281,41,400,1564,909,128,463,145,280,1919,956,97,380,292,128,1856,525,22,199,517,48,1310,115,3,44,524,19,703,0,0,0,0,0,6,4290,535,1525,1533,3703,11592,0,0,0,0,1494,1494,60,9,0,0,1282,1348,785,98,63,3,1884,2830,1161,171,196,11,1074,2608,1330,244,461,52,855,2943,1752,240,795,176,646,3608,1940,188,701,387,327,3542,1248,73,361,673,123,2472,332,18,79,645,30,1100,6,0,0,0,3,10,8604,1028,2649,1946,7715,21954
1034,0,0,0,0,431,431,9,0,0,0,306,313,168,9,6,0,528,709,425,34,48,0,331,843,495,45,107,6,248,897,707,48,197,23,208,1171,1029,57,218,41,95,1436,598,38,79,105,21,851,129,9,11,82,3,243,0,0,0,0,5,5,3563,236,658,271,2175,6903,0,0,0,0,402,402,10,0,0,0,264,277,251,26,10,0,488,766,457,51,76,4,301,889,542,56,163,29,197,982,831,57,296,60,167,1412,1001,58,261,196,81,1588,426,11,103,313,23,879,79,4,22,279,9,387,6,0,0,0,0,3,3594,262,925,879,1929,7583,0,0,0,0,836,836,14,0,0,0,568,585,413,32,18,0,1011,1479,887,80,124,4,634,1729,1036,99,274,35,443,1883,1535,105,488,78,379,2585,2032,112,472,240,173,3026,1028,51,184,421,47,1733,208,10,34,365,11,630,6,0,0,0,5,9,7152,494,1588,1149,4102,14494
