SUA_CODE_2021,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_married,M_75_84_yr_Tot,M_85_yr_over_Married,M_85_yr_over_Separated,M_85_yr_over_Divorced,M_85_yr_over_Widowed,M_85_yr_over_Never_married,M_85_yr_over_Tot,M_OS_visitors_Married,M_OS_visitors_Separated,M_OS_visitors_Divorced,M_OS_visitors_Widowed,M_OS_visitors_Never_married,M_OS_visitors_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_married,F_75_84_yr_Tot,F_85_yr_over_Married,F_85_yr_over_Separated,F_85_yr_over_Divorced,F_85_yr_over_Widowed,F_85_yr_over_Never_married,F_85_yr_over_Tot,F_OS_visitors_Married,F_OS_visitors_Separated,F_OS_visitors_Divorced,F_OS_visitors_Widowed,F_OS_visitors_Never_married,F_OS_visitors_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_married,P_75_84_yr_Tot,P_85_yr_over_Married,P_85_yr_over_Separated,P_85_yr_over_Divorced,P_85_yr_over_Widowed,P_85_yr_over_Never_married,P_85_yr_over_Tot,P_OS_vis_Married,P_OS_vis_Separated,P_OS_vis_Divorced,P_OS_vis_Widowed,P_OS_vis_Never_married,P_OS_vis_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_married,P_Tot_Tot
4004,4,0,0,0,415,422,22,0,0,0,394,417,301,20,11,0,832,1174,347,62,39,8,433,888,356,53,99,3,354,871,490,45,148,23,261,964,451,44,100,53,82,735,246,15,41,52,33,401,49,0,6,31,7,97,12,0,0,0,20,32,2276,253,459,169,2840,5989,0,0,0,0,350,350,14,5,0,0,332,351,245,24,24,5,675,965,319,47,47,7,373,793,363,57,105,28,294,850,463,69,155,52,153,891,412,43,105,110,33,707,165,8,32,184,6,401,23,0,9,122,6,158,8,0,0,0,0,9,2019,256,486,504,2222,5476,4,0,0,0,768,769,35,4,0,0,727,772,548,46,37,3,1507,2137,665,110,89,9,801,1675,722,113,208,31,653,1717,953,115,308,68,415,1858,859,94,204,163,119,1444,411,29,79,236,44,799,74,0,13,157,12,257,15,0,0,0,21,36,4296,506,941,672,5058,11468
4005,0,0,0,0,479,479,5,0,0,0,407,410,271,16,8,0,675,972,461,42,48,0,392,942,531,47,103,7,327,1020,605,55,173,24,201,1058,580,35,156,40,74,883,364,12,37,62,20,497,105,3,8,52,0,172,0,0,0,0,3,4,2925,206,544,189,2578,6438,0,0,0,0,449,450,18,0,0,0,410,431,346,27,19,3,589,991,511,50,77,3,331,967,554,75,143,26,232,1028,579,55,234,57,142,1069,565,37,161,126,28,913,249,6,44,205,13,525,53,4,18,185,6,263,3,0,0,0,0,5,2887,257,696,600,2199,6643,0,0,0,0,929,926,25,0,0,0,815,844,624,38,30,3,1264,1961,975,93,129,5,720,1915,1088,123,249,32,561,2053,1186,112,402,80,342,2124,1145,66,315,165,105,1799,612,25,90,263,32,1019,155,5,26,240,7,436,3,0,3,0,3,11,5805,464,1238,794,4776,13082
4006,0,0,0,0,423,423,5,0,0,0,442,448,155,17,10,0,644,818,296,46,28,6,309,678,406,63,103,3,305,879,512,58,157,16,220,960,459,36,135,60,65,759,341,12,52,67,24,495,71,0,15,78,9,174,0,0,0,0,0,5,2241,231,498,231,2438,5643,3,0,0,0,416,418,13,0,0,0,419,433,210,32,12,0,552,808,322,45,46,7,305,725,447,75,141,31,221,920,499,66,200,60,102,922,451,34,160,170,51,863,256,10,54,252,11,590,33,0,15,204,4,254,0,0,0,0,0,0,2228,273,634,717,2082,5935,3,0,0,0,846,841,22,0,0,0,859,881,365,46,19,0,1193,1620,614,88,75,7,613,1403,854,143,245,33,526,1798,1007,126,353,71,324,1881,907,66,299,234,111,1624,594,28,114,316,36,1083,103,7,29,279,10,431,0,0,0,0,0,0,4470,506,1133,942,4517,11572
4007,0,0,0,0,551,551,15,0,0,0,381,395,226,16,12,0,606,855,479,50,72,5,412,1012,644,76,188,5,391,1307,1075,82,351,25,312,1836,2029,99,392,106,164,2802,1543,46,210,179,55,2039,380,5,36,196,10,626,4,0,0,0,7,18,6397,383,1265,516,2891,11447,4,0,0,0,530,534,19,0,0,0,387,406,315,28,26,4,536,908,587,75,126,7,365,1162,719,96,266,26,326,1434,1268,121,492,107,264,2258,2157,107,587,374,197,3421,1205,37,240,583,69,2136,215,0,42,608,27,898,5,0,4,6,0,13,6500,465,1786,1713,2705,13175,4,0,0,0,1079,1081,29,0,4,0,771,806,537,39,37,5,1140,1759,1067,127,194,5,773,2176,1365,171,456,31,714,2746,2350,205,841,129,574,4093,4191,209,981,486,358,6221,2748,83,455,762,128,4176,595,11,79,803,43,1524,15,0,3,6,8,29,12896,847,3054,2227,5597,24618
4008,0,0,0,0,641,636,10,3,0,0,631,643,310,23,19,0,1093,1443,537,61,64,9,538,1206,698,94,189,13,557,1556,819,93,281,30,372,1593,666,52,176,69,82,1046,404,8,50,102,29,593,95,4,12,66,13,190,0,0,0,0,4,6,3539,341,797,291,3953,8920,0,0,0,0,575,575,27,0,0,0,570,599,387,48,25,6,876,1347,547,77,107,6,460,1188,711,103,214,25,385,1436,797,80,290,87,187,1441,576,40,170,209,46,1045,347,15,81,349,12,799,48,0,19,185,4,258,0,0,0,0,0,10,3449,366,901,856,3119,8695,0,0,0,0,1212,1210,35,5,0,0,1203,1245,699,73,46,5,1973,2790,1081,138,172,15,991,2390,1412,197,403,38,938,2997,1621,174,575,116,559,3040,1240,98,347,271,134,2085,756,20,128,453,37,1396,142,4,33,252,12,444,6,3,0,0,7,11,6988,705,1701,1147,7073,17614
5000,41,5,8,5,7573,7630,359,22,9,13,8156,8565,6645,402,381,32,17848,25313,14296,1149,1530,57,10035,27061,16209,1575,3253,175,7370,28580,17219,1537,4446,513,4399,28106,14300,901,3543,935,1697,21374,5967,308,1067,910,424,8671,1098,37,120,596,88,1941,407,26,57,10,525,1020,76540,5960,14412,3236,58110,158262,52,6,0,3,6749,6813,400,35,10,6,6213,6671,5650,372,383,52,11556,18024,10128,873,1175,146,6199,18522,11209,1207,2670,384,4517,19987,14216,1102,3874,1026,2561,22782,12008,548,2738,2038,807,18138,4097,128,854,2399,200,7677,503,16,167,1681,54,2411,105,14,25,21,353,514,58367,4295,11894,7765,39204,121528,94,10,10,10,14326,14442,760,63,18,19,14367,15226,12295,780,761,89,29407,43334,24420,2024,2706,199,16230,45579,27423,2779,5921,560,11886,48566,31434,2637,8322,1542,6954,50894,26305,1448,6274,2974,2502,39509,10066,429,1921,3314,619,16351,1601,49,290,2278,142,4355,510,42,79,25,877,1532,134908,10260,26309,10997,97314,279792
5001,0,0,0,0,1148,1146,46,0,0,0,788,835,592,29,24,0,1291,1927,953,89,85,3,673,1811,1165,109,247,11,501,2034,1335,112,346,45,346,2178,1346,72,328,94,137,1981,848,29,113,123,45,1154,286,4,31,137,12,471,14,0,0,4,9,27,6582,443,1174,419,4946,13564,0,0,0,0,1045,1044,59,3,0,0,712,778,693,46,41,0,1062,1847,1065,133,169,17,619,2003,1279,142,368,45,484,2315,1388,117,532,125,325,2484,1279,83,387,297,119,2158,672,24,197,516,29,1437,154,11,47,425,8,642,3,3,0,0,5,19,6596,559,1737,1432,4405,14731,6,0,0,0,2187,2190,107,4,0,0,1504,1611,1284,68,69,3,2351,3782,2025,225,252,22,1295,3816,2444,251,612,54,983,4349,2721,225,879,171,672,4661,2622,156,714,389,259,4135,1518,49,311,643,72,2593,434,15,76,561,19,1112,17,0,3,3,13,47,13176,1001,2913,1852,9346,28296
5002,0,0,0,0,386,386,12,0,0,0,416,427,275,13,10,0,948,1247,675,42,62,3,535,1319,673,70,128,14,391,1277,789,40,196,31,242,1301,1057,42,148,39,78,1367,394,10,36,41,18,503,34,5,0,13,9,56,12,0,6,0,40,55,3911,221,596,147,3063,7936,0,0,0,0,438,438,12,0,0,0,489,502,377,25,28,5,1316,1747,737,62,74,14,666,1553,680,61,177,12,378,1306,920,87,251,70,200,1519,909,33,170,119,72,1307,236,7,45,75,16,378,10,4,0,37,0,56,12,0,0,0,54,74,3889,269,752,333,3633,8879,0,0,0,0,829,829,21,0,0,0,900,927,652,37,43,4,2263,2989,1408,104,137,20,1197,2875,1351,136,309,27,768,2589,1706,125,450,103,438,2819,1968,76,325,156,151,2670,631,10,87,117,39,882,43,3,6,52,9,111,19,0,6,3,100,123,7806,493,1345,479,6700,16818
5003,0,0,0,0,2342,2344,59,3,0,0,1885,1948,1266,87,64,6,2988,4403,2634,229,303,3,1537,4710,2729,270,548,26,1004,4583,2795,205,737,68,544,4346,2444,158,534,162,171,3465,1322,52,189,200,46,1804,342,8,30,171,19,569,11,3,8,0,22,44,13603,1013,2410,636,10554,28217,9,0,0,0,2357,2374,94,5,0,5,1774,1873,1788,160,126,18,2645,4733,2949,319,426,42,1352,5084,2943,336,775,101,906,5073,2782,247,1034,218,424,4702,2209,147,738,538,139,3778,999,39,251,814,51,2147,173,5,51,709,21,959,13,0,0,7,21,41,13960,1264,3412,2443,9696,30766,8,0,4,0,4701,4714,153,8,0,0,3660,3821,3052,241,186,16,5634,9139,5582,548,731,47,2889,9792,5675,608,1330,127,1914,9656,5571,451,1774,290,967,9050,4652,308,1271,696,321,7242,2324,91,437,1011,92,3957,517,18,78,879,37,1528,30,4,6,4,40,89,27563,2270,5821,3080,20254,58989
5004,5,0,0,0,1172,1172,5,0,0,0,724,727,512,18,25,0,1228,1794,1319,98,116,0,715,2238,1526,147,253,15,517,2461,1621,91,342,33,323,2412,1886,69,366,101,130,2556,1036,27,144,127,24,1367,234,4,33,129,3,396,12,0,0,0,14,31,8155,460,1280,412,4852,15162,0,0,0,0,1081,1081,20,3,0,0,641,665,753,48,46,4,1169,2015,1698,153,206,13,699,2766,1691,180,425,45,518,2861,1820,121,539,122,258,2855,1784,81,494,294,114,2770,771,24,176,456,45,1467,131,4,36,450,17,643,13,0,0,3,5,32,8692,609,1926,1376,4549,17155,7,0,0,5,2248,2257,26,6,0,0,1363,1392,1265,71,71,3,2394,3807,3011,251,322,16,1411,5011,3210,325,682,63,1040,5319,3440,213,877,151,585,5265,3677,143,862,396,248,5321,1809,48,325,587,70,2841,364,10,68,572,14,1039,29,0,4,3,28,63,16845,1072,3213,1787,9402,32316
5005,0,0,0,0,401,401,3,0,0,0,294,295,189,8,12,0,453,658,350,20,43,0,272,684,455,41,89,6,229,818,487,44,130,16,139,823,424,36,81,30,65,640,250,17,53,62,24,398,54,3,9,30,0,100,5,0,0,0,6,14,2218,162,415,150,1889,4839,0,0,0,0,337,337,10,0,0,0,270,283,258,12,20,0,404,696,398,46,64,6,227,746,437,44,97,16,179,779,495,34,141,53,87,805,413,27,85,105,31,663,177,17,48,193,7,439,34,0,9,116,3,170,0,0,0,0,0,6,2240,183,460,490,1540,4917,0,0,0,0,735,739,18,4,0,0,565,581,445,16,35,0,856,1355,757,66,99,10,502,1428,891,83,190,25,405,1596,982,77,275,69,231,1628,845,66,163,139,92,1304,433,32,96,251,30,840,91,3,22,148,10,271,7,3,0,0,9,23,4463,347,880,631,3434,9751
5006,0,0,0,0,1263,1274,23,4,0,0,954,980,616,22,38,3,1486,2161,1137,90,141,11,848,2230,1336,155,232,19,642,2383,1399,139,353,51,475,2423,1282,87,299,108,142,1911,679,34,112,149,42,1021,190,4,26,113,13,352,8,0,3,0,10,21,6677,533,1202,460,5881,14754,0,0,0,0,1189,1190,64,6,0,0,980,1044,837,65,43,5,1401,2357,1296,159,204,16,792,2464,1484,156,369,59,572,2651,1385,145,478,140,341,2492,1214,81,338,336,82,2045,515,23,124,411,32,1104,98,4,17,350,7,479,6,0,0,3,8,16,6895,637,1586,1323,5402,15838,0,0,4,0,2457,2460,83,4,0,0,1930,2027,1449,92,79,9,2889,4521,2433,248,346,28,1639,4697,2827,309,601,73,1217,5036,2788,285,833,186,823,4909,2496,163,633,443,222,3954,1192,53,239,564,73,2119,289,6,47,462,22,829,14,0,3,7,20,42,13572,1162,2789,1783,11292,30597
5007,8,0,0,0,840,852,31,4,0,0,1055,1091,658,45,47,0,1808,2570,1275,125,130,0,880,2419,1169,127,242,21,617,2166,1170,98,309,57,388,2024,610,76,186,57,140,1075,191,27,54,45,42,362,26,0,3,23,6,64,18,0,6,0,20,42,5162,513,979,208,5794,12662,0,0,0,0,749,747,37,14,4,5,858,912,803,59,53,8,1439,2362,1191,90,146,11,645,2093,1037,104,254,40,415,1848,952,84,260,86,201,1579,459,34,145,149,56,841,125,11,49,125,16,328,23,3,9,102,0,136,13,0,0,9,15,36,4651,392,920,531,4390,10888,7,0,0,0,1587,1599,65,19,3,4,1911,2003,1464,106,104,10,3248,4932,2472,212,275,21,1531,4508,2201,229,498,59,1032,4016,2123,186,569,147,586,3605,1069,110,330,210,195,1919,319,36,106,171,53,690,50,7,15,124,6,197,32,0,5,9,36,75,9815,905,1900,742,10185,23545
5008,0,0,0,0,506,506,11,0,0,0,532,540,510,23,19,0,1298,1854,1313,78,98,6,708,2198,1042,92,193,5,374,1711,789,63,188,12,137,1189,312,44,64,13,23,455,78,5,6,15,5,108,6,0,0,3,0,9,23,4,5,0,34,65,4082,312,575,55,3619,8646,4,0,0,0,404,406,14,0,0,0,415,437,658,36,38,0,959,1695,997,64,104,13,408,1585,686,69,139,19,218,1126,433,29,127,28,62,682,209,17,58,35,11,332,38,6,8,23,4,77,3,0,0,11,0,13,8,0,4,0,14,25,3048,225,462,122,2506,6368,5,0,0,0,909,913,26,0,0,0,948,978,1169,59,55,0,2263,3550,2312,138,201,14,1116,3787,1722,164,331,22,602,2837,1228,88,316,42,208,1873,521,60,115,51,37,785,113,8,12,38,7,181,3,0,0,10,0,22,35,4,5,0,43,94,7137,532,1038,182,6130,15017
5009,70,14,16,18,62360,62472,1270,81,43,30,63709,65134,40791,1944,1978,118,95837,140668,86795,5244,7493,214,43529,143273,80913,6380,13175,725,26127,127319,71916,4957,16070,1658,15314,109917,60637,3331,12826,3424,6319,86545,33466,1330,5170,4724,1990,46683,9182,270,975,4756,483,15668,1271,88,183,72,923,2529,386306,23643,57936,15743,316589,800206,72,21,10,21,59627,59739,2923,210,82,34,60758,64010,58905,3718,3525,197,85017,151361,95986,7372,11236,842,37439,152879,84095,7836,19604,2216,22038,135784,72285,5817,23477,5735,11736,119048,55595,3358,18751,13118,4941,95763,24742,1052,7808,18710,1686,53990,4808,176,1787,17536,626,24929,1051,63,180,387,744,2421,400459,29619,86447,58794,284605,859927,139,32,27,33,121980,122210,4190,294,130,59,124469,129144,99694,5664,5504,316,180847,292027,182779,12620,18728,1058,80964,296152,165008,14209,32781,2936,48167,263105,144206,10780,39546,7391,27043,228967,116233,6692,31575,16551,11261,182307,58205,2379,12976,23428,3681,100675,13988,446,2759,22292,1115,40595,2324,148,357,453,1665,4948,786767,53255,144384,74534,601194,1660133
5010,0,0,0,0,425,424,17,0,0,0,461,473,496,21,42,5,1356,1924,1095,100,129,7,731,2063,922,113,190,0,436,1663,800,93,209,18,220,1343,299,28,77,27,35,470,57,0,19,19,14,109,9,0,3,4,3,16,25,0,4,0,9,34,3716,357,674,85,3689,8520,0,0,0,0,352,361,12,0,0,0,434,447,525,47,27,0,1036,1642,739,64,76,4,456,1340,468,65,134,15,264,945,422,47,123,39,133,759,190,18,55,53,24,340,31,0,13,33,3,80,0,0,3,10,3,15,10,0,0,0,11,26,2402,239,438,155,2729,5958,6,0,0,0,780,784,26,0,0,0,896,922,1026,68,69,3,2391,3567,1831,161,203,12,1189,3401,1392,180,326,15,698,2611,1221,135,336,55,355,2103,487,43,132,81,61,811,94,0,34,48,16,189,6,0,5,13,4,34,29,0,4,0,21,56,6116,591,1114,240,6415,14480
6000,4,0,0,0,4315,4324,101,7,9,3,3604,3714,2288,144,144,13,5773,8362,4238,341,468,15,3554,8621,5544,583,1358,84,3067,10633,7862,694,2406,268,2372,13605,7876,557,2205,622,1067,12327,3796,175,726,705,271,5667,697,26,92,460,62,1336,60,3,14,0,105,184,32473,2528,7422,2165,24191,68774,7,0,0,0,3844,3857,183,14,12,3,3187,3399,2931,221,212,11,5194,8567,4777,406,679,56,3164,9071,6076,615,1653,227,2387,10962,8305,592,2461,718,1522,13602,6881,344,1908,1532,567,11229,2567,83,624,1951,160,5386,318,14,112,1234,41,1713,36,0,10,12,27,85,32086,2291,7647,5746,20102,67862,12,4,0,0,8164,8175,279,21,18,3,6791,7113,5220,366,355,26,10964,16923,9016,739,1143,67,6718,17687,11619,1200,3007,310,5455,21587,16176,1288,4865,985,3898,27211,14763,900,4110,2149,1631,23556,6359,255,1346,2649,435,11049,1012,33,199,1694,101,3046,102,3,20,12,133,272,64557,4817,15068,7905,44287,136635
6001,0,0,0,0,795,800,29,4,0,0,745,775,440,25,21,0,1098,1584,713,75,85,6,564,1441,791,94,237,12,460,1592,987,91,336,35,322,1771,942,75,253,93,134,1498,643,23,99,143,31,939,148,4,16,112,3,282,5,0,0,0,3,9,4705,396,1050,397,4160,10701,0,0,0,0,823,824,47,6,0,0,762,814,551,55,38,4,1031,1678,823,109,141,10,580,1657,850,111,348,43,433,1780,1029,104,434,125,246,1944,955,60,322,293,91,1722,473,19,104,497,22,1105,79,0,29,340,12,456,4,0,4,3,3,11,4800,469,1411,1305,4008,11996,0,4,0,0,1618,1626,79,10,0,0,1504,1586,996,84,55,3,2129,3260,1534,180,225,14,1147,3100,1639,203,585,53,896,3370,2007,200,775,161,571,3715,1899,138,575,381,224,3219,1116,44,203,633,52,2047,224,3,50,445,19,743,7,0,4,3,6,22,9505,867,2469,1703,8167,22700
6002,0,0,0,0,902,902,37,0,0,0,832,865,549,39,39,0,1359,1981,769,69,144,0,616,1601,922,114,293,22,520,1878,1072,115,350,36,285,1864,1189,72,316,95,124,1793,768,29,116,142,65,1117,201,3,18,105,13,337,15,0,3,0,26,39,5519,436,1281,399,4738,12378,0,0,0,0,840,840,51,4,4,0,794,851,662,64,54,7,1295,2086,889,145,168,17,581,1794,1018,150,368,60,444,2041,1116,131,489,152,256,2143,1143,78,428,308,88,2045,571,29,150,479,34,1259,102,3,28,404,16,553,4,0,3,3,11,27,5550,604,1682,1438,4369,13639,0,0,0,0,1746,1746,81,5,4,0,1625,1718,1208,105,94,7,2655,4063,1658,214,308,16,1199,3396,1943,267,661,82,965,3916,2189,242,837,192,544,4008,2334,151,741,400,210,3845,1334,53,268,625,94,2368,309,4,40,508,32,894,20,0,5,3,39,66,11069,1044,2960,1837,9105,26019
6003,3,4,0,0,6298,6300,176,12,8,4,6809,7012,5604,216,241,21,12712,18798,7611,500,752,26,5302,14182,7093,614,1556,90,3547,12892,7313,612,2092,268,2226,12509,7120,369,1712,499,1064,10763,4027,161,718,730,281,5916,1084,26,104,701,71,1989,118,6,9,0,160,311,40150,2511,7193,2330,38479,90667,4,0,0,7,5894,5912,401,20,6,0,6465,6890,6700,382,358,19,11180,18647,7854,729,1179,78,5186,15027,7471,807,2223,225,3339,14071,7465,735,3100,661,1917,13873,6586,401,2660,1799,828,12273,3081,130,1140,2744,299,7382,538,18,238,2423,111,3332,64,6,14,23,51,159,40167,3226,10923,7984,35268,97566,8,4,0,4,12190,12211,580,33,12,4,13279,13902,12304,594,601,44,23896,37440,15460,1229,1930,110,10485,29214,14567,1418,3777,316,6892,26963,14776,1342,5193,928,4143,26385,13701,774,4369,2300,1893,23032,7108,287,1855,3471,573,13301,1624,46,344,3120,178,5319,185,12,26,28,214,468,80320,5737,18115,10320,73744,188239
6004,0,0,0,0,2709,2715,76,4,3,5,2966,3048,2066,92,86,3,4689,6938,2832,182,334,17,1896,5261,2980,283,667,30,1380,5331,3013,245,832,96,872,5064,2791,165,649,235,384,4221,1791,61,268,348,116,2584,449,16,60,307,31,860,17,0,6,3,61,87,16017,1054,2906,1040,15106,36120,3,0,0,0,2649,2655,168,9,6,0,2739,2921,2481,174,164,9,3808,6628,2967,313,512,42,1863,5691,3155,372,1007,118,1282,5937,3055,306,1211,329,701,5608,2570,209,1094,754,325,4955,1380,51,437,1227,123,3219,269,4,92,1108,56,1530,17,3,6,11,47,75,16067,1446,4523,3598,13589,39222,8,0,0,0,5362,5373,243,13,5,3,5701,5972,4548,266,247,13,8497,13569,5808,495,847,57,3755,10954,6130,654,1673,149,2665,11274,6072,558,2045,427,1577,10669,5362,374,1738,985,714,9176,3165,112,705,1580,237,5802,714,28,154,1414,85,2389,33,0,12,8,108,160,32082,2503,7428,4636,28692,75340
6005,0,0,0,0,428,429,10,0,0,0,327,339,196,6,9,0,511,720,364,42,50,0,253,709,446,45,112,10,227,840,643,48,166,18,147,1018,680,39,126,44,76,972,409,9,56,93,14,576,121,0,6,63,6,197,0,0,0,0,0,4,2871,188,530,233,1988,5814,0,0,0,0,407,407,19,0,0,0,341,354,271,29,26,5,448,768,418,56,76,6,238,796,520,63,159,23,212,972,686,69,236,71,123,1188,654,36,188,163,51,1085,313,11,79,295,23,722,59,5,25,209,8,295,0,0,0,0,0,3,2926,268,784,773,1851,6604,0,0,0,0,838,840,23,0,0,0,665,696,470,37,31,5,956,1491,783,93,129,6,491,1500,968,106,274,34,438,1816,1331,120,407,89,275,2213,1332,73,313,210,130,2061,718,23,137,389,33,1299,177,5,29,277,10,494,6,0,3,0,0,6,5805,450,1319,1005,3832,12409
7000,182,7,4,0,2854,3057,728,39,11,6,2571,3354,2739,122,109,27,4626,7623,3545,242,283,27,2525,6620,3361,324,614,98,1862,6255,3627,311,793,166,1136,6034,3086,199,635,226,409,4567,738,42,149,132,82,1151,42,0,12,37,12,113,104,0,17,5,191,319,18154,1293,2631,729,16282,39092,278,7,3,0,2474,2772,840,36,12,12,2204,3106,2913,182,135,77,4105,7412,3232,273,307,118,2169,6105,2974,300,605,249,1645,5773,3260,255,779,545,939,5771,2393,115,469,543,284,3810,338,22,72,284,57,778,21,0,5,83,17,125,47,7,13,4,121,182,16285,1198,2399,1928,14027,35841,464,15,9,7,5332,5827,1570,76,24,18,4775,6460,5646,308,241,103,8737,15035,6777,513,596,147,4696,12728,6333,619,1221,344,3510,12027,6889,560,1570,717,2075,11805,5482,319,1106,769,699,8376,1078,69,220,424,137,1930,63,0,14,119,32,238,148,4,28,13,310,506,34441,2492,5031,2659,30313,74928
7001,3,0,0,0,768,778,34,0,3,0,617,651,686,34,31,3,1604,2351,1106,64,87,4,843,2108,910,95,184,20,495,1704,1056,88,246,28,361,1783,837,72,200,56,140,1308,237,21,34,46,29,371,31,3,3,12,6,60,20,0,6,0,26,54,4926,372,786,171,4901,11161,12,0,0,0,749,759,60,0,0,0,669,738,896,55,36,5,1804,2792,1083,113,126,16,879,2211,913,102,238,42,622,1916,1052,73,308,105,420,1966,672,53,203,168,168,1257,138,16,71,115,43,394,16,5,10,83,12,127,16,0,0,6,23,50,4857,418,999,546,5381,12203,9,0,0,0,1517,1534,94,9,5,3,1284,1391,1582,89,69,8,3401,5149,2193,172,215,20,1727,4322,1820,200,420,65,1117,3618,2113,162,552,131,783,3746,1508,123,399,223,308,2567,376,41,107,161,70,758,52,4,15,97,19,180,31,0,4,11,51,102,9782,792,1788,716,10278,23363
