SUA_CODE_2021,Iran_2016,Iran_2017,Iran_2018,Iran_2019,Iran_2020,Iran_2021,Iran_Yr_arrival_ns,Iran_Tot,Iraq_Before_1951,Iraq_1951_1960,Iraq_1961_1970,Iraq_1971_1980,Iraq_1981_1990,Iraq_1991_2000,Iraq_2001_2010,Iraq_2011_2015,Iraq_2016,Iraq_2017,Iraq_2018,Iraq_2019,Iraq_2020,Iraq_2021,Iraq_Yr_arrival_ns,Iraq_Tot,Ireland_Before_1951,Ireland_1951_1960,Ireland_1961_1970,Ireland_1971_1980,Ireland_1981_1990,Ireland_1991_2000,Ireland_2001_2010,Ireland_2011_2015,Ireland_2016,Ireland_2017,Ireland_2018,Ireland_2019,Ireland_2020,Ireland_2021,Ireland_Yr_arrival_ns,Ireland_Tot,Italy_Before_1951,Italy_1951_1960,Italy_1961_1970,Italy_1971_1980,Italy_1981_1990,Italy_1991_2000,Italy_2001_2010,Italy_2011_2015,Italy_2016,Italy_2017,Italy_2018,Italy_2019,Italy_2020,Italy_2021,Italy_Yr_arr_ns,Italy_Tot,Japan_Before_1951,Japan_1951_1960,Japan_1961_1970,Japan_1971_1980,Japan_1981_1990,Japan_1991_2000,Japan_2001_2010,Japan_2011_2015,Japan_2016,Japan_2017,Japan_2018,Japan_2019,Japan_2020,Japan_2021,Japan_Yr_arrival_ns,Japan_Tot,Korea_Rep_South_Before_1951,Korea_Rep_South_1951_1960,Korea_Rep_South_1961_1970,Korea_Rep_South_1971_1980,Korea_Rep_South_1981_1990,Korea_Rep_South_1991_2000,Korea_Rep_South_2001_2010,Korea_Rep_South_2011_2015,Korea_Rep_South_2016,Korea_Rep_South_2017,Korea_Rep_South_2018,Korea_Rep_South_2019,Korea_Rep_South_2020,Korea_Rep_South_2021,Korea_Rep_South_Yr_arrival_ns,Korea_Rep_South_Tot,Lebanon_Before_1951,Lebanon_1951_1960,Lebanon_1961_1970,Lebanon_1971_1980,Lebanon_1981_1990,Lebanon_1991_2000,Lebanon_2001_2010,Lebanon_2011_2015,Lebanon_2016,Lebanon_2017,Lebanon_2018,Lebanon_2019,Lebanon_2020,Lebanon_2021,Lebanon_Yr_arrival_ns,Lebanon_Tot,Malaysia_Before_1951,Malaysia_1951_1960,Malaysia_1961_1970,Malaysia_1971_1980,Malaysia_1981_1990,Malaysia_1991_2000,Malaysia_2001_2010,Malaysia_2011_2015,Malaysia_2016,Malaysia_2017,Malaysia_2018,Malaysia_2019,Malaysia_2020,Malaysia_2021,Malaysia_Yr_arrival_ns,Malaysia_Tot,Nepal_Before_1951,Nepal_1951_1960,Nepal_1961_1970,Nepal_1971_1980,Nepal_1981_1990,Nepal_1991_2000,Nepal_2001_2010,Nepal_2011_2015,Nepal_2016,Nepal_2017,Nepal_2018,Nepal_2019,Nepal_2020,Nepal_2021,Nepal_Yr_arrival_ns,Nepal_Tot,Netherlands_Before_1951,Netherlands_1951_1960,Netherlands_1961_1970,Netherlands_1971_1980,Netherlands_1981_1990,Netherlands_1991_2000,Netherlands_2001_2010,Netherlands_2011_2015,Netherlands_2016,Netherlands_2017,Netherlands_2018,Netherlands_2019,Netherlands_2020,Netherlands_2021,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1951,New_Zealand_1951_1960,New_Zealand_1961_1970,New_Zealand_1971_1980,New_Zealand_1981_1990,New_Zealand_1991_2000,New_Zealand_2001_2010,New_Zealand_2011_2015,New_Zealand_2016,New_Zealand_2017,New_Zealand_2018,New_Zealand_2019,New_Zealand_2020,New_Zealand_2021,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,North_Macedonia_Before_1951,North_Macedonia_1951_1960,North_Macedonia_1961_1970,North_Macedonia_1971_1980,North_Macedonia_1981_1990,North_Macedonia_1991_2000,North_Macedonia_2001_2010,North_Macedonia_2011_2015,North_Macedonia_2016,North_Macedonia_2017,North_Macedonia_2018,North_Macedonia_2019,North_Macedonia_2020,North_Macedonia_2021,North_Macedonia_Yr_arrival_ns,North_Macedonia_Tot,Pakistan_Before_1951,Pakistan_1951_1960,Pakistan_1961_1970,Pakistan_1971_1980,Pakistan_1981_1990,Pakistan_1991_2000,Pakistan_2001_2010,Pakistan_2011_2015,Pakistan_2016,Pakistan_2017,Pakistan_2018,Pakistan_2019,Pakistan_2020,Pakistan_2021,Pakistan_Yr_arrival_ns,Pakistan_Tot
1010,7,5,0,6,0,0,3,231,0,0,9,5,0,24,4,3,0,3,0,0,0,0,0,53,4,37,174,156,212,114,238,145,17,6,7,5,0,0,22,1143,47,308,298,79,22,25,38,36,0,15,9,8,0,0,44,935,0,8,4,18,31,83,111,46,15,6,6,10,8,3,13,356,0,4,0,34,117,126,322,132,21,12,18,14,3,0,17,809,5,24,61,57,32,19,19,9,0,0,0,5,3,0,3,245,4,16,50,80,98,46,72,57,11,20,11,19,8,0,19,519,0,0,0,0,0,10,108,102,62,87,113,43,3,0,14,541,73,388,140,71,68,47,66,33,6,7,4,0,0,0,38,929,39,70,451,1121,1334,1054,900,344,70,76,39,70,38,31,181,5820,0,0,17,15,6,5,0,0,0,0,0,0,0,0,0,41,0,0,5,7,9,9,38,63,22,11,9,19,0,0,4,202
1011,4,0,0,0,0,0,0,17,0,0,0,0,0,6,3,3,10,82,144,111,20,4,3,385,0,4,18,21,6,18,37,19,3,0,0,4,0,0,4,140,3,43,28,9,0,0,9,7,0,0,3,6,0,0,10,136,0,0,0,0,0,9,29,25,0,6,14,27,5,0,5,113,0,0,0,0,4,4,12,14,3,0,8,12,0,0,0,64,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,21,6,5,13,20,11,8,12,38,44,48,57,81,25,0,17,389,0,0,0,0,4,0,13,10,8,26,17,13,6,0,0,98,15,98,27,21,16,10,9,4,0,0,0,5,0,0,7,215,4,18,103,214,209,134,183,66,18,3,4,11,7,10,33,1026,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,11,9,0,0,5,0,0,0,33
1012,3,0,5,6,0,0,0,19,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,3,3,3,6,9,9,4,0,0,3,0,0,0,43,0,17,8,0,5,0,0,0,0,0,0,3,0,0,3,30,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,13,0,0,0,0,0,5,13,14,5,4,0,0,0,4,4,46,0,3,3,6,3,5,0,5,5,0,0,0,0,0,0,24,0,0,0,3,3,0,4,0,5,0,0,7,0,0,4,35,0,0,0,0,0,3,127,193,111,144,70,35,3,0,12,699,3,29,3,4,4,0,3,4,0,0,0,0,0,0,4,58,5,4,27,41,51,47,63,39,0,0,7,0,0,6,9,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,21,57,22,15,13,17,10,0,8,162
1013,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,11,6,11,0,0,3,0,0,0,0,0,0,0,41,8,20,10,3,0,0,0,0,0,0,0,0,0,0,0,49,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,14,0,0,5,3,4,0,0,0,0,0,0,0,0,0,0,12,0,0,4,0,0,0,4,4,0,0,0,0,0,0,0,24,0,0,0,0,0,0,14,20,9,15,13,11,0,0,0,75,7,31,13,0,5,4,0,0,0,0,0,0,0,0,0,68,3,9,37,64,45,38,24,4,0,0,0,0,4,0,18,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
1014,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6,10,0,0,9,3,0,0,8,3,0,0,0,3,0,0,0,35,0,15,7,5,0,0,0,3,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,7,0,0,0,0,0,4,9,15,0,0,9,9,3,0,6,48,0,0,0,0,0,0,6,7,3,0,0,0,0,0,12,22,0,0,0,9,5,0,6,0,3,0,0,0,0,0,0,34,0,0,0,0,0,7,33,38,13,18,23,21,0,0,0,150,0,25,3,0,0,0,0,0,0,0,0,0,0,0,0,36,0,6,26,55,47,32,34,12,0,0,3,9,0,7,10,251,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,10,12,0,3,0,3,3,0,0,34
1015,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,17,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,5,0,0,0,0,0,0,0,0,5,0,0,14,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,12,7,18,3,0,12,0,5,0,0,0,0,0,0,0,0,39,0,0,11,35,40,17,15,9,0,3,0,0,0,0,8,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5
1016,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,4,11,5,0,0,0,0,5,0,0,23,91,280,162,29,10,6,7,19,4,3,9,14,3,0,67,696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,5,0,0,0,16,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,7,24,35,59,62,38,12,7,6,249,0,0,0,0,0,5,4,0,3,6,0,0,0,0,0,22,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,15,0,0,0,12,28,89,108,65,8,4,3,20,0,0,17,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,20,50,9,12,27,11,9,4,12,167
1017,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,3,3,5,5,0,0,0,11,5,13,3,0,0,0,0,0,0,0,0,0,0,0,0,19,4,0,8,29,32,11,12,7,0,0,0,0,0,0,17,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1018,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,8,0,3,0,0,0,0,0,0,0,0,21,15,40,13,0,7,7,6,6,0,0,0,4,0,0,4,100,0,0,0,0,0,6,19,5,0,0,6,0,0,0,0,39,0,0,0,0,0,8,7,5,0,5,3,6,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,3,0,4,8,6,0,8,0,4,0,0,0,44,0,0,0,0,0,0,3,3,13,0,12,21,0,0,0,51,0,25,3,3,4,0,9,0,0,0,0,0,0,0,0,51,0,5,23,64,77,50,46,27,0,4,3,8,0,0,13,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,10,5,0,0,5,0,0,0,29
1019,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,4,0,0,0,0,0,0,0,5,15,0,10,11,3,0,0,0,0,0,0,0,0,0,0,5,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,5,0,0,0,0,0,0,0,0,3,13,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,3,5,8,0,3,5,0,0,0,23,9,12,9,4,0,0,0,0,0,0,0,0,0,0,0,36,0,4,18,34,20,22,13,6,7,0,0,0,0,0,17,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,13
1020,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,3,0,0,3,0,0,0,0,0,20,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,11,5,0,0,0,0,5,0,0,0,0,3,32,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,18,6,8,4,0,0,0,0,0,0,0,0,0,0,39,0,0,15,23,46,17,25,3,0,0,0,0,0,0,8,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8
1021,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,13,6,6,7,9,0,3,0,0,0,0,4,53,0,15,8,0,0,6,0,0,0,0,0,3,0,0,3,41,0,0,0,0,0,4,5,0,0,0,0,0,4,0,0,15,0,0,0,3,8,0,9,0,0,0,0,0,0,0,0,28,0,3,3,3,6,0,0,0,0,0,0,0,0,0,4,18,0,0,0,5,8,0,7,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,14,6,37,14,8,6,3,5,0,0,0,0,0,0,0,4,86,20,31,94,122,114,78,82,29,0,5,0,14,0,3,28,618,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6
1022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,10,5,4,0,0,0,0,0,0,3,23,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,5,0,0,3,0,0,0,0,9,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,8,13,3,10,4,6,0,0,0,47,0,11,4,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,11,30,23,15,12,16,0,7,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4
