SUA_CODE_2021,M_15_19_Marr_a_reg_marr,M_15_19_Marr_a_de_facto_marr,M_15_19_yr_N_married,M_15_19_yr_Tot,M_20_24_Marr_a_reg_marr,M_20_24_Marr_a_de_facto_marr,M_20_24_yr_N_married,M_20_24_yr_Tot,M_25_34_Marr_a_reg_marr,M_25_34_Marr_a_de_facto_marr,M_25_34_yr_N_married,M_25_34_yr_Tot,M_35_44_Marr_a_reg_marr,M_35_44_Marr_a_de_facto_marr,M_35_44_yr_N_married,M_35_44_yr_Tot,M_45_54_Marr_a_reg_marr,M_45_54_Marr_a_de_facto_marr,M_45_54_yr_N_married,M_45_54_yr_Tot,M_55_64_Marr_a_reg_marr,M_55_64_Marr_a_de_facto_marr,M_55_64_yr_N_married,M_55_64_yr_Tot,M_65_74_Marr_a_reg_marr,M_65_74_Marr_a_de_facto_marr,M_65_74_yr_N_married,M_65_74_yr_Tot,M_75_84_Marr_a_reg_marr,M_75_84_Marr_a_de_facto_marr,M_75_84_yr_N_married,M_75_84_yr_Tot,M_85_over_Marr_a_reg_marr,M_85ov_Marr_a_de_facto_marr,M_85_yr_over_N_married,M_85_yr_over_Tot,M_Tot_Marr_a_reg_marr,M_Tot_Marr_a_de_facto_marr,M_Tot_N_married,M_Tot_Tot,F_15_19_Marr_a_reg_marr,F_15_19_Marr_a_de_facto_marr,F_15_19_yr_N_married,F_15_19_yr_Tot,F_20_24_Marr_a_reg_marr,F_20_24_Marr_a_de_facto_marr,F_20_24_yr_N_married,F_20_24_yr_Tot,F_25_34_Marr_a_reg_marr,F_25_34_Marr_a_de_facto_marr,F_25_34_yr_N_married,F_25_34_yr_Tot,F_35_44_Marr_a_reg_marr,F_35_44_Marr_a_de_facto_marr,F_35_44_yr_N_married,F_35_44_yr_Tot,F_45_54_Marr_a_reg_marr,F_45_54_Marr_a_de_facto_marr,F_45_54_yr_N_married,F_45_54_yr_Tot,F_55_64_Marr_a_reg_marr,F_55_64_Marr_a_de_facto_marr,F_55_64_yr_N_married,F_55_64_yr_Tot,F_65_74_Marr_a_reg_marr,F_65_74_Marr_a_de_facto_marr,F_65_74_yr_N_married,F_65_74_yr_Tot,F_75_84_Marr_a_reg_marr,F_75_84_Marr_a_de_facto_marr,F_75_84_yr_N_married,F_75_84_yr_Tot,F_85_over_Marr_a_reg_marr,F_85ov_Marr_a_de_facto_marr,F_85_yr_over_N_married,F_85_yr_over_Tot,F_Tot_Marr_a_reg_marr,F_Tot_Marr_a_de_facto_marr,F_Tot_N_married,F_Tot_Tot,P_15_19_Marr_a_reg_marr,P_15_19_Marr_a_de_facto_marr,P_15_19_yr_N_married,P_15_19_yr_Tot,P_20_24_Marr_a_reg_marr,P_20_24_Marr_a_de_facto_marr,P_20_24_yr_N_married,P_20_24_yr_Tot,P_25_34_Marr_a_reg_marr,P_25_34_Marr_a_de_facto_marr,P_25_34_yr_N_married,P_25_34_yr_Tot,P_35_44_Marr_a_reg_marr,P_35_44_Marr_a_de_facto_marr,P_35_44_yr_N_married,P_35_44_yr_Tot,P_45_54_Marr_a_reg_marr,P_45_54_Marr_a_de_facto_marr,P_45_54_yr_N_married,P_45_54_yr_Tot,P_55_64_Marr_a_reg_marr,P_55_64_Marr_a_de_facto_marr,P_55_64_yr_N_married,P_55_64_yr_Tot,P_65_74_Marr_a_reg_marr,P_65_74_Marr_a_de_facto_marr,P_65_74_yr_N_married,P_65_74_yr_Tot,P_75_84_Marr_a_reg_marr,P_75_84_Marr_a_de_facto_marr,P_75_84_yr_N_married,P_75_84_yr_Tot,P_85_over_Marr_a_reg_marr,P_85ov_Marr_a_de_facto_marr,P_85_yr_over_N_married,P_85_yr_over_Tot,P_Tot_Marr_a_reg_marr,P_Tot_Marr_a_de_facto_marr,P_Tot_N_married,P_Tot_Tot
5003,4,33,2157,2193,46,360,1302,1714,1109,1115,1575,3798,2377,620,1142,4139,2490,474,1142,4109,2527,404,993,3921,2245,207,735,3186,1236,51,387,1669,274,7,174,460,12307,3269,9617,25191,0,54,2141,2200,94,531,1071,1691,1679,1225,1463,4370,2792,668,1347,4807,2792,539,1455,4789,2589,386,1402,4381,2067,141,1334,3544,911,36,998,1949,132,0,518,650,13050,3591,11739,28377,3,89,4297,4395,140,889,2371,3398,2787,2340,3040,8170,5165,1291,2490,8948,5281,1016,2600,8901,5114,792,2395,8302,4313,344,2072,6732,2146,92,1382,3617,405,9,693,1111,25353,6866,21351,53568
5004,3,6,1079,1087,3,106,536,648,439,435,623,1499,1169,385,414,1969,1376,302,512,2191,1379,228,460,2068,1575,162,445,2183,885,52,237,1173,194,9,106,304,7019,1673,4419,13112,0,19,950,969,17,151,392,557,643,545,532,1715,1539,405,555,2501,1528,349,745,2625,1496,229,695,2425,1491,126,748,2371,666,32,567,1266,106,0,335,446,7487,1867,5516,14869,4,25,2036,2060,22,255,927,1202,1076,979,1153,3210,2710,789,974,4465,2903,653,1253,4808,2874,465,1160,4489,3073,289,1199,4553,1548,76,801,2439,298,14,440,753,14507,3538,9940,27983
5005,0,4,325,335,3,49,176,231,150,160,214,521,287,126,141,554,358,98,185,644,391,84,199,666,336,36,144,512,203,6,112,322,45,0,41,81,1765,565,1537,3867,0,15,250,265,12,78,141,227,220,180,180,584,341,124,161,624,368,111,187,670,403,80,191,669,330,20,193,539,147,7,209,361,24,0,94,124,1845,612,1610,4074,0,21,579,598,17,130,312,464,376,338,389,1108,628,250,308,1180,722,206,376,1310,795,159,385,1341,661,52,339,1048,351,16,322,687,67,0,138,208,3614,1176,3144,7941
5006,0,17,1081,1096,16,177,635,825,499,544,744,1786,942,320,565,1828,1158,263,621,2046,1190,260,628,2080,1042,99,442,1579,556,26,243,821,147,16,100,258,5547,1724,5054,12322,0,44,1000,1046,49,270,534,859,750,576,717,2037,1157,352,639,2151,1335,322,721,2380,1206,230,743,2177,968,80,655,1704,424,27,476,925,62,0,232,302,5959,1906,5717,13583,0,59,2087,2142,69,452,1169,1688,1243,1121,1464,3830,2105,668,1201,3975,2500,591,1340,4428,2398,492,1372,4255,2008,182,1092,3283,974,54,712,1742,211,15,334,564,11507,3623,10773,25904
5007,0,19,735,765,15,197,603,821,494,629,792,1911,963,357,556,1871,898,259,553,1713,852,179,498,1531,433,49,309,786,146,10,117,271,22,0,23,41,3820,1708,4187,9713,0,41,639,674,30,309,415,752,718,683,591,1991,1074,348,403,1826,895,282,434,1607,762,125,409,1294,328,34,279,648,97,9,152,262,14,0,62,76,3922,1825,3385,9131,3,63,1374,1438,51,505,1025,1576,1207,1311,1384,3900,2036,708,955,3698,1794,541,985,3317,1611,308,906,2827,762,80,590,1437,246,20,269,533,30,0,80,120,7742,3539,7574,18850
5008,0,12,399,412,6,93,252,348,354,421,389,1162,824,280,271,1373,582,154,235,972,336,73,181,587,86,13,68,170,13,0,12,29,0,0,4,4,2193,1052,1815,5061,0,16,334,346,11,139,163,311,545,441,307,1298,833,259,196,1284,547,149,184,874,256,48,122,424,54,17,57,132,10,0,25,33,0,0,3,3,2247,1074,1394,4716,0,29,730,761,15,233,415,664,895,866,699,2463,1654,543,465,2659,1126,300,419,1848,593,124,306,1015,140,35,128,301,22,0,37,62,0,0,8,8,4446,2125,3203,9776
5009,23,407,57914,58346,992,6288,51883,59167,36279,31863,60853,128995,80900,19157,33261,133319,76428,12884,29951,119267,67787,8896,26658,103340,57208,4357,19708,81272,30820,1329,10505,42652,7486,229,4596,12302,357918,85419,295333,738667,32,751,54431,55214,2378,10025,45902,58312,54449,36370,50308,141126,91225,19199,34635,145062,80031,12953,36411,129393,67735,8010,37294,113030,52099,3328,34741,90167,22410,863,25296,48565,3552,106,13756,17417,373907,91601,332787,798293,55,1160,112348,113563,3375,16312,97790,117482,90724,68234,111164,270125,172122,38363,67897,278375,156455,25837,66366,248657,135519,16903,63949,216374,109309,7684,54449,171446,53227,2190,35795,91217,11032,333,18355,29725,731825,177017,628120,1536962
5010,0,11,336,344,13,83,206,290,302,384,414,1100,572,276,312,1159,386,153,270,805,330,94,262,689,85,21,77,182,14,5,23,43,0,0,8,10,1701,1019,1907,4628,0,14,283,300,8,115,180,306,439,485,312,1234,610,235,225,1070,345,133,190,676,244,63,185,499,60,14,87,168,4,0,22,27,0,0,3,7,1716,1061,1497,4277,0,28,617,644,25,195,382,601,741,863,725,2331,1182,507,538,2227,731,287,461,1480,575,155,451,1183,144,35,166,350,18,5,51,72,0,0,10,16,3423,2083,3400,8900
6000,3,30,3887,3921,80,562,2581,3223,1931,2124,3016,7064,3757,1717,2040,7514,4948,1687,2775,9409,6957,1625,3517,12100,7116,910,3123,11151,3473,230,1477,5176,576,24,474,1080,28836,8901,22888,60626,4,70,3405,3479,172,777,1953,2909,2609,2384,2465,7458,4359,1794,2013,8162,5581,1671,2705,9957,7469,1450,3364,12284,6299,647,3302,10248,2370,133,2358,4859,256,7,966,1227,29120,8933,22530,60585,9,100,7292,7402,254,1340,4531,6133,4537,4511,5478,14522,8113,3512,4049,15672,10528,3361,5478,19367,14430,3072,6885,24381,13412,1558,6425,21399,5842,355,3830,10032,834,27,1444,2305,57956,17835,45419,121213
6001,0,5,702,708,28,135,519,678,386,403,619,1410,657,275,378,1307,727,191,516,1434,923,180,533,1640,884,87,421,1394,626,20,235,878,118,4,96,217,4353,1299,4017,9671,0,12,704,718,42,200,468,714,504,430,608,1549,776,243,536,1552,790,253,594,1637,951,150,723,1826,890,65,655,1606,443,12,528,991,55,0,287,348,4461,1375,5105,10940,0,21,1404,1424,70,340,983,1388,892,840,1232,2957,1434,511,911,2860,1519,445,1111,3068,1874,335,1257,3470,1778,153,1073,3004,1071,39,765,1872,180,3,379,567,8816,2674,9124,20613
6002,0,10,836,850,27,151,591,767,494,504,803,1798,708,269,477,1458,866,261,598,1728,1012,168,561,1747,1105,100,460,1665,703,39,258,1004,160,0,107,269,5079,1508,4695,11285,0,14,759,777,57,212,495,764,611,556,772,1936,837,261,583,1684,966,259,716,1938,1045,162,777,1986,1069,76,788,1930,522,16,609,1150,72,0,304,380,5179,1552,5809,12540,0,23,1598,1619,80,366,1086,1530,1102,1059,1571,3735,1546,528,1061,3140,1832,520,1310,3666,2058,330,1344,3736,2173,178,1248,3599,1222,52,870,2152,241,3,403,650,10255,3069,10499,23826
6003,0,45,5707,5761,126,768,5244,6135,4435,3986,8600,17014,6927,2419,3620,12962,6596,1803,3449,11849,6800,1333,3444,11582,6657,688,2561,9916,3705,256,1391,5346,908,30,658,1591,36153,11323,34677,82150,3,81,5252,5339,309,1122,4568,5994,5648,4319,7216,17186,7318,2379,4355,14058,6983,1774,4429,13187,6920,1207,4873,12991,6124,564,4764,11454,2838,135,3690,6656,425,19,1878,2327,36572,11602,41019,89187,6,132,10958,11094,431,1889,9809,12132,10086,8305,15812,34199,14246,4799,7973,27015,13580,3573,7879,25031,13720,2537,8318,24569,12785,1257,7325,21364,6539,387,5081,12006,1336,48,2531,3914,72724,22926,75688,171336
6004,0,24,2386,2413,67,420,2101,2579,1723,1442,3019,6188,2621,834,1361,4814,2774,648,1467,4891,2770,461,1416,4646,2611,233,1057,3897,1612,54,644,2309,344,12,296,649,14517,4127,13748,32388,0,54,2312,2363,140,606,1771,2516,2189,1513,2351,6054,2799,807,1696,5297,2959,614,1973,5549,2813,405,1983,5198,2404,167,2031,4599,1216,43,1597,2853,185,3,829,1016,14699,4218,16540,35455,0,74,4694,4772,204,1022,3873,5100,3913,2960,5372,12240,5423,1638,3054,10109,5736,1269,3444,10446,5581,864,3404,9846,5014,395,3088,8500,2824,99,2242,5167,528,14,1121,1664,29221,8343,30283,67844
6005,0,3,383,388,13,49,250,313,173,180,294,650,338,110,201,647,422,120,225,764,612,96,252,954,624,53,211,888,386,16,143,549,107,7,54,165,2678,627,2014,5321,0,4,376,377,15,78,226,313,250,202,256,712,390,107,237,737,492,125,298,913,643,94,374,1113,608,38,378,1024,284,11,358,657,47,0,158,212,2743,655,2664,6059,0,5,762,766,28,127,473,629,430,380,556,1363,732,217,439,1383,915,242,517,1677,1257,189,626,2066,1231,85,588,1907,674,28,501,1209,153,4,217,376,5420,1285,4677,11376
7000,84,36,2459,2577,419,254,1683,2358,1694,955,2194,4847,2122,787,1375,4283,1888,674,1314,3876,1537,386,1181,3110,895,160,730,1788,256,35,249,538,24,0,51,77,8920,3291,11241,23453,129,66,2140,2331,542,335,1471,2347,2041,1102,2271,5416,2334,787,1564,4690,1954,677,1525,4151,1317,332,1440,3088,663,100,833,1594,129,15,305,451,8,0,73,89,9119,3413,11614,24146,208,101,4598,4909,961,584,3156,4698,3735,2058,4463,10260,4456,1574,2937,8970,3840,1345,2836,8025,2856,718,2622,6197,1561,260,1563,3381,386,49,553,983,31,5,128,165,18039,6706,22857,47601
7001,0,8,655,671,16,102,409,534,538,485,867,1887,865,336,483,1682,676,221,435,1331,663,167,416,1249,380,66,268,721,129,6,85,219,18,4,17,34,3281,1399,3645,8327,8,19,602,624,48,137,369,557,745,566,914,2232,892,335,583,1809,656,235,610,1498,633,143,534,1307,287,43,374,704,91,10,166,272,8,0,60,69,3362,1489,4225,9072,7,26,1256,1290,65,237,784,1089,1285,1053,1785,4122,1753,667,1068,3490,1328,459,1048,2829,1294,307,955,2554,669,112,643,1424,215,17,249,486,22,7,74,106,6645,2883,7867,17400
7002,3,41,2983,3028,92,601,2724,3413,2839,2361,4362,9561,4679,1417,2122,8218,3785,1033,2030,6846,3015,704,1824,5542,2071,289,1355,3710,879,73,494,1448,131,3,125,262,17491,6525,18008,42025,8,79,2860,2946,258,833,2124,3215,4070,2668,4045,10777,5094,1566,2516,9170,3819,994,2319,7134,2812,600,2137,5556,1658,217,1709,3584,489,38,902,1431,43,0,275,314,18250,7002,18879,44126,13,121,5845,5979,351,1433,4849,6627,6911,5027,8406,20343,9773,2982,4635,17387,7605,2028,4353,13979,5829,1308,3962,11093,3730,509,3067,7298,1371,107,1399,2873,176,3,395,572,35744,13520,36888,86156
8000,0,0,34,33,0,5,16,20,13,14,23,51,35,19,17,67,53,10,8,67,37,4,10,47,39,0,5,48,15,0,3,18,3,0,0,0,194,48,118,359,0,0,32,32,0,7,18,25,18,17,19,54,46,13,10,69,42,10,15,64,47,0,18,63,32,5,8,41,10,0,11,18,0,0,0,6,196,45,133,375,0,0,65,67,0,11,37,43,41,32,43,111,84,29,18,131,95,15,25,137,83,5,31,112,68,6,15,85,25,0,12,31,5,0,4,9,396,96,244,736
8001,10,94,12358,12462,293,1949,12900,15147,11096,9252,17645,38001,21502,4828,8131,34457,18053,3300,7110,28462,14458,2029,5833,22319,11648,968,3740,16354,6191,265,1955,8414,1497,31,881,2414,84751,22727,70549,178027,5,173,11417,11595,739,2829,11827,15388,15006,9571,14382,38960,22416,4565,8653,35637,17639,3087,8704,29434,13751,1747,8427,23924,10573,713,7407,18695,4552,179,5378,10113,700,19,2630,3353,85389,22872,78835,187091,12,266,23778,24061,1032,4773,24733,30537,26107,18822,32034,76965,43917,9394,16781,70093,35690,6386,15812,57889,28210,3778,14259,46241,22219,1684,11146,35052,10747,443,7331,18521,2201,57,3510,5763,170132,45597,149386,365119
9000,0,3,75,76,6,9,50,60,54,35,61,159,121,27,56,203,126,39,57,228,156,48,92,297,151,13,68,235,59,9,33,100,13,0,12,25,693,187,510,1388,0,0,73,79,9,19,45,71,69,46,52,169,142,44,54,242,128,39,82,254,174,34,95,308,114,11,84,212,48,0,63,110,0,0,24,28,694,195,581,1468,0,0,149,155,15,21,101,134,127,83,117,328,266,66,111,443,255,83,142,483,333,79,188,607,266,32,153,451,111,9,95,208,18,0,37,56,1390,383,1088,2854
