SUA_CODE_2021,F_Unrel_ind_liv_fam_hh_0_14,F_Unre_ind_liv_fam_hh_15_24,F_Unre_ind_liv_fam_hh_25_34,F_Unre_ind_liv_fam_hh_35_44,F_Unre_ind_liv_fam_hh_45_54,F_Unre_ind_liv_fam_hh_55_64,F_Unre_ind_liv_fam_hh_65_74,F_Unre_ind_liv_fam_hh_75_84,F_Unrel_ind_liv_fam_hh_85ov,F_Unrel_ind_liv_fam_hh_Tot,F_Group_hh_mem_0_14,F_Group_hh_mem_15_24,F_Group_hh_mem_25_34,F_Group_hh_mem_35_44,F_Group_hh_mem_45_54,F_Group_hh_mem_55_64,F_Group_hh_mem_65_74,F_Group_hh_mem_75_84,F_Group_hh_mem_85ov,F_Group_hh_mem_Tot,F_LPer_0_14_yr,F_LPer_15_24_yr,F_LPer_25_34_yr,F_LPer_35_44_yr,F_LPer_45_54_yr,F_LPer_55_64_yr,F_LPer_65_74_yr,F_LPer_75_84_yr,F_LPer_85_yr_over,F_LPer_Tot,F_Vis_from_within_Aus_0_14,F_Vis_from_within_Aus_15_24,F_Vis_from_within_Aus_25_34,F_Vis_from_within_Aus_35_44,F_Vis_from_within_Aus_45_54,F_Vis_from_within_Aus_55_64,F_Vis_from_within_Aus_65_74,F_Vis_from_within_Aus_75_84,F_Vis_from_within_Aus_85ov,F_Vis_from_within_Aus_Tot,F_OS_vis_0_14_yr,F_OS_vis_15_24_yr,F_OS_vis_25_34_yr,F_OS_vis_35_44_yr,F_OS_vis_45_54_yr,F_OS_vis_55_64_yr,F_OS_vis_65_74_yr,F_OS_vis_75_84_yr,F_OS_vis_85_yr_over,F_Overseas_v_Total,F_Tot_0_14_yr,F_Tot_15_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Part_r_mar_0_14,P_Part_r_mar_15_24,P_Part_r_mar_25_34,P_Part_r_mar_35_44,P_Part_r_mar_45_54,P_Part_r_mar_55_64,P_Part_r_mar_65_74,P_Part_r_mar_75_84,P_Part_r_mar_85ov,P_Part_r_mar_Tot,P_Part_de_f_mar_0_14,P_Part_de_f_mar_15_24,P_Part_de_f_mar_25_34,P_Part_de_f_mar_35_44,P_Part_de_f_mar_45_54,P_Part_de_f_mar_55_64,P_Part_de_f_mar_65_74,P_Part_de_f_mar_75_84,P_Part_de_f_mar_85ov,P_Part_de_f_mar_Tot,P_LPar_0_14_yr,P_LPar_15_24_yr,P_LPar_25_34_yr,P_LPar_35_44_yr,P_LPar_45_54_yr,P_LPar_55_64_yr,P_LPar_65_74_yr,P_LPar_75_84_yr,P_LPar_85_yr_over,P_LPar_Tot,P_Child_u_15_0_14_yr,P_Child_u_15_15_24_yr,P_Child_u_15_25_34_yr,P_Child_u_15_35_44_yr,P_Child_u_15_45_54_yr,P_Child_u_15_55_64_yr,P_Child_u_15_65_74_yr,P_Child_u_15_75_84_yr,P_Child_u_15_85_yr_over,P_Child_u_15_Tot,P_Dep_stu15_24_0_14,P_Dep_stu15_24_15_24,P_Dep_stu15_24_25_34,P_Dep_stu15_24_35_44,P_Dep_stu15_24_45_54,P_Dep_stu15_24_55_64,P_Dep_stu15_24_65_74,P_Dep_stu15_24_75_84,P_Dep_stu15_24_85_over,P_Dep_stu15_24_Tot,P_Non_dep_child_0_14,P_Non_dep_child_15_24,P_Non_dep_child_25_34,P_Non_dep_child_35_44,P_Non_dep_child_45_54,P_Non_dep_child_55_64,P_Non_dep_child_65_74,P_Non_dep_child_75_84,P_Non_dep_child_85_over,P_Non_dep_child_Tot,P_Oth_rel_ind_0_14,P_Oth_rel_ind_15_24,P_Oth_rel_ind_25_34,P_Oth_rel_ind_35_44,P_Oth_rel_ind_45_54,P_Oth_rel_ind_55_64,P_Oth_rel_ind_65_74,P_Oth_rel_ind_75_84,P_Oth_rel_ind_85ov,P_Oth_rel_ind_Tot,P_Unrel_ind_liv_fam_hh_0_14,P_Unre_ind_liv_fam_hh_15_24,P_Unre_ind_liv_fam_hh_25_34,P_Unre_ind_liv_fam_hh_35_44,P_Unre_ind_liv_fam_hh_45_54,P_Unre_ind_liv_fam_hh_55_64,P_Unre_ind_liv_fam_hh_65_74,P_Unre_ind_liv_fam_hh_75_84,P_Unrel_ind_liv_fam_hh_85ov,P_Unrel_ind_liv_fam_hh_Tot,P_Group_hh_mem_0_14,P_Group_hh_mem_15_24,P_Group_hh_mem_25_34,P_Group_hh_mem_35_44,P_Group_hh_mem_45_54,P_Group_hh_mem_55_64,P_Group_hh_mem_65_74,P_Group_hh_mem_75_84,P_Group_hh_mem_85ov,P_Group_hh_mem_Tot,P_LPer_0_14_yr,P_LPer_15_24_yr,P_LPer_25_34_yr,P_LPer_35_44_yr,P_LPer_45_54_yr,P_LPer_55_64_yr,P_LPer_65_74_yr,P_LPer_75_84_yr,P_LPer_85_yr_over,P_LPer_Tot,P_Vis_from_within_Aus_0_14,P_Vis_from_within_Aus_15_24,P_Vis_from_within_Aus_25_34,P_Vis_from_within_Aus_35_44,P_Vis_from_within_Aus_45_54,P_Vis_from_within_Aus_55_64,P_Vis_from_within_Aus_65_74,P_Vis_from_within_Aus_75_84,P_Vis_from_within_Aus_85ov,P_Vis_from_within_Aus_Tot,P_OS_vis_0_14_yr,P_OS_vis_15_24_yr,P_OS_vis_25_34_yr,P_OS_vis_35_44_yr,P_OS_vis_45_54_yr,P_OS_vis_55_64_yr,P_OS_vis_65_74_yr,P_OS_vis_75_84_yr,P_OS_vis_85_yr_over,P_Overseas_v_Total,P_Tot_0_14_yr,P_Tot_15_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
1010,..,604,411,141,171,139,69,35,11,1575,..,623,714,265,497,732,566,248,60,3700,..,335,942,872,1708,3826,5572,4837,2665,20764,432,587,421,248,262,309,289,143,76,2763,8,4,16,14,18,28,24,3,6,124,28543,17809,18451,20283,21555,22286,20341,12447,4687,166410,..,434,10871,22074,22827,23505,22113,12483,2450,116750,..,3098,9688,6065,5173,3765,1972,737,91,30586,..,466,2402,4070,5065,2930,1418,998,748,18103,58143,..,..,..,..,..,..,..,..,58143,..,14707,..,..,..,..,..,..,..,14707,..,12459,6056,2103,1572,1010,220,11,0,23419,..,1212,891,485,627,1300,1464,1033,593,7600,..,1160,1072,489,461,397,178,78,11,3845,..,1215,1808,709,1169,1537,1211,539,117,8315,..,671,2186,2375,4010,7020,8706,7134,3627,35746,879,1108,851,577,564,575,509,244,114,5426,29,19,26,31,33,49,40,9,6,240,59051,36565,35854,38964,41508,42103,37827,23267,7752,322896
1011,..,137,183,73,54,36,11,0,0,495,..,226,262,85,124,189,143,44,3,1078,..,94,239,221,427,942,1176,1053,508,4649,106,209,129,78,98,102,95,44,23,880,4,6,13,8,3,14,5,0,0,57,6222,3568,4026,4320,4560,4868,4659,2673,963,35856,..,121,2360,4270,4534,4822,5235,2746,624,24716,..,641,1781,1311,1131,994,565,160,26,6613,..,109,564,928,1025,521,299,220,151,3805,12322,..,..,..,..,..,..,..,..,12322,..,2637,..,..,..,..,..,..,..,2637,..,2136,997,411,300,215,64,0,0,4121,..,337,230,110,126,252,274,151,123,1607,..,295,376,169,133,90,53,21,0,1134,..,408,573,225,288,384,297,90,17,2275,..,177,520,523,841,1654,1965,1487,700,7878,212,392,302,193,190,174,176,72,29,1733,6,14,31,13,13,22,6,0,0,115,12541,7276,7736,8153,8582,9120,8932,4946,1670,68964
1012,..,71,89,16,12,5,4,5,0,204,..,167,205,47,62,59,33,12,3,587,..,119,230,161,234,444,483,483,216,2376,69,146,82,36,37,57,39,19,6,497,0,0,3,3,0,7,3,0,0,19,3985,2213,3154,2346,2106,2162,1693,1110,360,19137,..,87,2188,2598,2112,2240,1836,1035,204,12302,..,597,1380,574,459,344,141,45,5,3546,..,112,436,478,469,243,124,81,45,1998,7841,..,..,..,..,..,..,..,..,7841,..,1248,..,..,..,..,..,..,..,1248,..,1116,482,180,144,63,21,0,0,1996,..,261,175,37,98,144,127,67,29,936,..,163,215,56,30,24,13,6,0,515,..,297,495,108,113,112,69,27,12,1232,..,199,503,374,495,754,768,660,284,4040,152,267,171,90,83,100,73,39,14,987,3,0,10,7,0,7,6,0,0,42,7996,4350,6064,4499,4007,4030,3168,1963,600,36683
1013,..,30,22,4,8,12,5,0,0,75,..,44,47,23,33,59,52,31,6,295,..,29,72,45,132,327,535,544,346,2037,29,58,32,19,25,37,41,5,13,273,0,0,0,0,0,5,0,0,0,7,1195,779,756,846,1071,1580,2039,1401,575,10245,..,13,317,779,900,1481,2304,1546,333,7674,..,143,345,250,285,291,229,96,15,1658,..,34,139,208,246,158,92,72,70,1008,2339,..,..,..,..,..,..,..,..,2339,..,506,..,..,..,..,..,..,..,506,..,510,233,121,111,101,24,0,0,1091,..,75,42,15,25,61,92,53,44,411,..,62,39,27,16,23,14,0,0,183,..,75,96,68,71,111,105,65,9,595,..,50,138,137,299,598,945,788,497,3453,56,112,63,41,57,60,59,13,15,483,0,0,3,0,3,3,5,0,0,16,2402,1570,1401,1634,2017,2898,3867,2643,990,19419
1014,..,32,26,13,5,6,0,0,0,78,..,30,64,30,38,36,32,17,8,249,..,48,131,91,168,331,449,365,165,1756,36,45,36,15,19,27,18,12,9,211,0,3,5,0,0,4,4,0,0,9,2049,1180,1539,1336,1388,1427,1333,810,292,11362,..,40,1003,1387,1325,1526,1338,722,171,7510,..,336,754,388,328,199,119,36,3,2165,..,48,214,299,299,171,87,72,45,1238,4149,..,..,..,..,..,..,..,..,4149,..,728,..,..,..,..,..,..,..,728,..,836,341,137,103,60,10,0,0,1485,..,103,74,40,59,68,85,48,15,489,..,67,68,33,13,18,5,3,0,200,..,107,153,64,70,82,68,31,14,589,..,100,269,206,388,626,726,542,233,3098,60,91,86,50,36,43,31,15,10,436,0,4,3,3,0,4,9,0,0,30,4210,2460,2972,2596,2630,2796,2479,1473,489,22102
1015,..,48,20,5,13,4,4,0,7,87,..,47,34,25,41,55,29,9,3,247,..,40,79,58,144,237,326,360,198,1444,34,57,30,21,17,36,18,16,4,234,0,0,0,0,0,0,0,0,0,4,1625,968,1062,977,1066,1174,1123,821,349,9156,..,42,516,821,894,1134,1176,751,182,5514,..,307,530,258,222,180,106,26,8,1646,..,54,258,317,274,150,60,57,52,1225,3327,..,..,..,..,..,..,..,..,3327,..,569,..,..,..,..,..,..,..,569,..,582,228,106,82,63,13,0,0,1085,..,103,60,25,41,78,92,47,31,483,..,82,45,28,46,14,8,0,7,217,..,87,91,45,76,96,83,22,11,529,..,78,160,171,301,461,560,514,262,2502,70,101,73,65,54,66,40,16,8,502,0,0,0,0,0,0,0,0,0,9,3402,2007,1972,1839,1998,2238,2135,1445,563,17606
1016,..,22,56,22,20,14,4,0,0,137,..,33,117,27,18,15,7,0,0,223,..,31,99,65,105,144,222,240,180,1087,32,59,35,16,29,23,8,7,3,216,0,0,6,0,5,8,3,0,0,18,1831,1101,1559,1239,1188,1083,819,563,258,9636,..,59,1185,1516,1371,1328,981,589,127,7168,..,167,543,258,214,147,47,13,8,1394,..,39,148,190,219,132,59,43,28,853,3686,..,..,..,..,..,..,..,..,3686,..,743,..,..,..,..,..,..,..,743,..,786,369,117,69,37,11,0,0,1390,..,155,95,46,57,69,58,27,22,530,..,50,132,55,55,41,3,0,0,337,..,88,275,94,63,56,20,4,4,611,..,71,226,186,235,293,329,316,215,1873,68,94,79,40,40,39,23,10,13,407,0,0,8,0,5,8,5,0,0,29,3753,2259,3063,2514,2320,2164,1536,1005,416,19019
1017,..,27,8,18,4,12,6,3,0,86,..,25,18,8,33,38,29,9,5,154,..,14,32,31,69,185,213,182,85,819,42,38,39,20,17,19,28,14,10,226,0,0,0,0,0,0,0,0,0,3,1305,804,744,735,817,973,910,516,147,6952,..,22,344,562,635,838,974,505,72,3963,..,173,339,228,236,194,118,29,0,1325,..,55,203,239,233,156,49,58,23,1011,2545,..,..,..,..,..,..,..,..,2545,..,476,..,..,..,..,..,..,..,476,..,566,236,103,87,45,6,0,0,1048,..,117,54,20,53,95,110,46,20,515,..,58,35,33,19,30,14,5,0,196,..,44,43,21,61,77,73,15,5,329,..,33,86,100,183,367,381,285,112,1552,82,83,72,37,39,44,47,27,10,431,0,0,3,0,0,5,0,0,0,9,2624,1635,1409,1338,1550,1854,1771,973,248,13399
1018,..,54,49,23,17,14,9,0,0,163,..,107,116,50,74,96,74,31,4,549,..,44,124,111,261,494,554,435,235,2265,31,70,55,31,35,40,30,13,13,321,0,0,5,0,0,7,0,0,0,14,2222,1512,1665,1665,1791,1884,1618,977,393,13720,..,37,847,1327,1304,1540,1469,827,211,7558,..,308,881,565,486,336,158,41,4,2781,..,49,245,465,529,304,135,82,69,1871,4516,..,..,..,..,..,..,..,..,4516,..,1022,..,..,..,..,..,..,..,1022,..,977,392,202,152,95,17,0,0,1831,..,148,90,41,63,112,115,66,25,657,..,126,118,57,42,38,19,3,0,409,..,238,321,126,163,226,150,47,5,1273,..,105,264,290,550,902,923,604,304,3945,88,137,110,61,87,72,54,25,11,637,0,0,6,4,0,5,0,0,0,21,4606,3146,3274,3135,3373,3632,3040,1695,626,26509
1019,..,12,12,6,10,5,0,0,0,42,..,19,29,12,16,22,24,12,6,143,..,20,48,39,100,205,258,260,110,1043,11,31,18,13,16,15,5,6,0,118,0,0,0,0,0,0,0,0,0,0,893,562,629,582,697,845,777,550,196,5728,..,19,412,493,641,799,794,436,89,3685,..,120,277,176,144,118,64,29,6,930,..,33,97,139,163,107,67,50,39,693,1832,..,..,..,..,..,..,..,..,1832,..,368,..,..,..,..,..,..,..,368,..,400,181,85,67,49,12,0,0,797,..,51,19,13,24,32,41,32,16,233,..,27,26,19,13,13,3,0,0,105,..,44,69,29,40,54,46,23,5,311,..,56,136,124,238,401,457,393,158,1965,27,51,41,28,32,27,16,14,4,236,0,0,0,0,0,0,0,0,0,0,1864,1166,1247,1107,1365,1608,1503,982,314,11149
1020,..,18,12,9,3,4,3,0,0,53,..,12,11,0,11,15,16,3,0,80,..,8,25,23,33,72,132,113,34,435,30,25,17,9,19,21,10,9,3,138,0,0,0,0,0,0,0,0,0,6,1487,754,767,919,964,908,784,393,93,7069,..,22,555,1066,1197,1211,1058,501,68,5669,..,143,400,285,261,156,89,31,4,1362,..,28,92,166,157,103,54,40,15,643,3000,..,..,..,..,..,..,..,..,3000,..,666,..,..,..,..,..,..,..,666,..,555,237,92,64,30,3,0,0,978,..,54,21,10,25,52,67,44,20,285,..,49,36,18,17,15,16,5,0,155,..,37,31,15,26,34,38,10,0,189,..,26,75,75,126,188,249,179,56,972,62,40,34,43,31,34,23,11,3,275,0,0,0,0,0,3,0,0,0,10,3065,1606,1471,1765,1913,1815,1589,819,158,14207
1021,..,75,25,13,12,17,19,7,0,161,..,31,41,18,34,72,52,35,9,290,..,28,54,40,106,258,362,431,247,1517,38,56,37,20,26,45,20,20,3,264,0,0,0,0,0,3,0,0,0,9,2259,1435,1527,1386,1548,1794,1675,1260,435,13326,..,59,1062,1556,1706,1982,2036,1393,300,10104,..,324,706,406,365,278,149,63,8,2305,..,53,213,283,355,200,95,73,55,1324,4481,..,..,..,..,..,..,..,..,4481,..,1035,..,..,..,..,..,..,..,1035,..,1027,443,185,133,69,15,0,0,1876,..,114,77,36,57,94,115,103,45,636,..,133,86,49,45,38,27,14,4,383,..,77,111,48,87,141,128,69,15,668,..,45,157,137,262,492,605,584,348,2624,80,104,86,57,47,75,36,21,11,518,0,3,0,0,0,6,0,0,0,15,4563,2973,2944,2760,3051,3367,3214,2313,782,25968
1022,..,29,22,0,4,0,0,3,0,59,..,56,38,14,3,10,14,0,4,146,..,21,49,45,71,143,169,174,80,752,28,39,27,14,17,17,10,10,0,160,0,0,0,0,0,0,0,0,0,6,1250,618,890,734,712,657,561,416,137,5973,..,30,563,801,760,748,606,394,67,3962,..,207,570,240,167,105,46,19,7,1355,..,23,115,138,151,53,38,27,21,564,2480,..,..,..,..,..,..,..,..,2480,..,368,..,..,..,..,..,..,..,368,..,336,119,56,57,27,8,0,0,606,..,47,34,17,31,31,36,28,20,241,..,57,35,16,8,4,3,3,0,128,..,120,96,37,30,22,32,8,8,356,..,55,119,118,150,261,258,234,103,1305,58,74,56,27,36,25,23,13,3,315,0,0,0,0,0,0,0,0,0,3,2541,1315,1709,1451,1385,1284,1055,721,227,11689
1023,..,12,9,4,7,3,0,0,0,40,..,20,20,8,15,15,13,8,0,100,..,30,86,44,79,139,131,96,55,663,15,32,18,11,7,9,3,4,4,102,0,0,0,0,0,0,0,0,0,0,1210,649,851,708,704,644,482,254,92,5577,..,20,486,708,692,696,563,251,31,3441,..,227,451,257,189,110,39,28,3,1298,..,35,161,170,157,84,29,19,13,660,2493,..,..,..,..,..,..,..,..,2493,..,431,..,..,..,..,..,..,..,431,..,403,144,51,41,21,0,0,0,656,..,59,35,6,28,43,43,15,15,238,..,35,47,21,18,13,4,0,0,136,..,49,80,37,30,31,24,8,3,273,..,57,193,138,211,291,226,152,68,1348,33,50,39,39,19,25,12,11,6,234,0,0,0,0,0,0,0,0,0,0,2524,1358,1652,1428,1375,1307,947,482,134,11212
1024,..,28,23,10,8,5,4,0,0,89,..,32,33,22,39,68,45,19,3,269,..,30,47,62,130,355,573,547,259,2001,38,67,38,34,31,39,43,18,11,315,0,0,0,0,0,0,0,0,4,4,1845,1153,1006,1257,1699,2214,2438,1602,473,13683,..,43,592,1281,1740,2488,3078,1934,319,11478,..,143,475,378,400,410,257,106,19,2186,..,16,114,240,409,200,73,69,66,1192,3618,..,..,..,..,..,..,..,..,3618,..,1015,..,..,..,..,..,..,..,1015,..,805,375,136,123,86,26,0,0,1552,..,78,51,21,29,73,77,85,43,459,..,70,71,23,37,24,16,10,3,257,..,83,93,54,88,136,94,48,8,601,..,52,114,152,297,668,938,810,355,3394,77,117,75,56,61,69,73,27,15,574,0,0,0,0,7,3,0,0,4,17,3696,2433,1969,2341,3194,4140,4649,3084,829,26337
1025,..,934,696,208,166,134,57,26,8,2218,..,2872,2390,615,660,845,606,195,55,8248,..,787,2254,1765,2587,5288,6674,5652,3200,28211,756,1192,835,436,390,430,368,168,109,4691,18,18,25,19,23,37,38,7,0,195,43468,29224,33593,31390,30781,29741,25470,14713,5546,243929,..,750,19703,33791,33090,32452,29315,15054,2894,167055,..,6109,18441,9559,7198,4867,2229,689,81,49186,..,660,3628,6061,7006,3777,1874,1358,926,25284,87891,..,..,..,..,..,..,..,..,87891,..,20989,..,..,..,..,..,..,..,20989,..,17083,7885,2941,2183,1309,255,12,0,31664,..,2453,1681,646,896,1645,1691,1112,576,10684,..,1907,1855,657,558,369,207,59,20,5632,..,5538,5707,1602,1539,1846,1289,425,96,18044,..,1618,5074,4579,6175,9828,10846,8111,4274,50499,1594,2082,1768,1060,930,836,628,290,147,9330,32,39,60,44,35,59,61,21,0,339,89512,59220,65807,60943,59612,56985,48396,27117,9013,476612
1026,..,71,48,19,7,10,10,0,0,167,..,95,93,49,63,75,65,34,6,479,..,59,120,106,231,432,552,434,220,2159,68,77,57,27,44,38,28,16,10,370,0,0,0,0,0,4,0,0,0,9,3338,1968,2273,2082,2113,2248,2112,1208,411,17760,..,57,1392,2054,2012,2336,2349,1290,265,11753,..,533,1201,619,512,384,193,69,11,3529,..,80,364,484,508,282,141,99,62,2012,6612,..,..,..,..,..,..,..,..,6612,..,1320,..,..,..,..,..,..,..,1320,..,1208,555,223,165,91,20,0,0,2261,..,222,123,47,65,136,170,90,57,912,..,132,128,67,39,35,15,5,0,420,..,192,238,102,114,178,143,64,11,1038,..,125,334,272,508,808,909,665,327,3945,134,170,141,97,88,78,48,32,10,800,3,0,0,3,4,4,7,0,0,25,6747,4035,4481,3968,4013,4327,3994,2320,744,34623
1027,..,48,48,13,13,4,7,0,0,133,..,136,190,40,54,51,37,20,0,531,..,110,267,209,272,485,613,527,249,2721,70,125,53,38,39,44,27,22,10,433,5,4,3,0,3,0,0,5,0,20,4067,2221,2828,2640,2367,2230,1999,1180,427,19956,..,105,1926,2795,2552,2330,2182,1124,246,13269,..,560,1346,696,512,323,141,38,7,3634,..,96,351,510,480,243,114,81,79,1955,8397,..,..,..,..,..,..,..,..,8397,..,1488,..,..,..,..,..,..,..,1488,..,1248,414,182,144,89,22,5,0,2102,..,186,127,62,77,115,121,63,26,780,..,126,109,41,41,23,10,3,0,353,..,278,394,107,126,124,97,38,3,1166,..,180,528,447,554,853,920,731,346,4558,136,226,152,101,93,74,52,28,11,878,4,6,6,5,3,4,0,3,0,38,8540,4496,5359,4947,4579,4175,3680,2118,724,38618
1028,..,83,63,16,12,10,10,0,0,198,..,252,158,48,55,100,86,34,13,747,..,105,208,151,324,693,931,990,579,3991,86,137,86,46,53,65,71,30,15,589,3,0,0,5,4,4,5,3,0,23,3801,2487,2395,2682,3107,3330,3473,2479,960,24727,..,50,1315,2829,3144,3335,3928,2602,596,17788,..,520,1193,771,705,554,391,151,37,4322,..,68,306,535,697,359,187,129,100,2374,7636,..,..,..,..,..,..,..,..,7636,..,1918,..,..,..,..,..,..,..,1918,..,1223,542,250,202,128,34,3,0,2383,..,189,115,42,82,143,154,121,71,914,..,168,137,53,55,31,19,5,0,484,..,412,398,112,148,216,164,94,22,1570,..,183,410,361,614,1172,1461,1370,792,6362,171,265,182,139,110,128,133,50,27,1204,5,3,3,10,7,3,10,3,0,48,7810,4998,4597,5098,5758,6071,6484,4529,1646,46998
1029,..,24,11,8,13,13,4,0,0,66,..,32,33,3,17,18,7,0,0,116,..,24,64,39,92,140,165,126,79,735,35,43,29,15,23,11,14,8,5,179,0,0,4,0,0,0,0,0,0,3,1699,921,1155,993,1065,877,647,344,130,7833,..,26,824,1122,1200,1103,797,351,74,5485,..,258,619,296,255,119,39,12,0,1599,..,22,158,190,193,88,54,32,15,770,3381,..,..,..,..,..,..,..,..,3381,..,623,..,..,..,..,..,..,..,623,..,662,242,78,45,34,10,0,0,1079,..,72,48,13,48,44,41,38,8,307,..,59,43,17,15,16,3,0,0,164,..,74,112,21,32,46,25,8,0,312,..,64,196,164,228,297,274,194,100,1528,56,76,70,34,45,23,24,8,10,337,0,0,0,0,0,0,0,0,0,9,3436,1936,2312,1943,2069,1769,1265,639,217,15590
1030,..,27,12,4,9,3,5,0,7,72,..,21,26,9,24,57,52,27,11,227,..,18,60,56,108,261,359,314,158,1322,34,50,28,19,20,34,32,10,10,236,0,0,0,0,0,0,0,0,0,3,1411,831,902,1002,1126,1423,1663,951,309,9610,..,30,528,971,1075,1460,2014,1079,186,7340,..,206,528,336,289,267,216,72,8,1925,..,39,143,211,250,141,81,69,45,977,2815,..,..,..,..,..,..,..,..,2815,..,566,..,..,..,..,..,..,..,566,..,564,232,115,107,62,13,0,0,1095,..,68,39,23,41,68,67,49,39,391,..,48,25,20,26,21,15,8,7,169,..,43,71,32,57,100,95,47,17,460,..,38,127,135,255,492,629,489,212,2382,71,91,54,48,40,59,56,27,13,446,0,0,4,0,0,0,0,0,0,9,2887,1688,1744,1895,2144,2673,3185,1842,530,18583
1031,..,7521,10874,3537,2156,1720,860,278,121,27060,..,17775,31465,7737,5136,5696,4051,1528,441,73825,..,7294,27660,23272,22803,34845,42992,36061,19158,214088,3644,5199,5920,3226,2499,2896,2676,1465,874,28407,263,389,629,390,489,1227,1018,276,65,4762,413230,270141,364785,349368,300825,259218,196634,108276,40891,2303372,..,11279,239546,441307,373504,315048,233539,113813,24949,1752982,..,27804,143214,74969,49633,31460,14065,4092,545,345783,..,2837,17194,39045,54763,37283,17536,11797,7779,188234,841712,..,..,..,..,..,..,..,..,841712,..,267128,..,..,..,..,..,..,..,267128,..,142615,119830,34877,21599,10534,1963,84,0,331499,..,24767,25187,9665,10117,18829,20600,14135,8242,131552,..,15797,26436,9676,6397,4919,2303,692,204,66434,..,39570,76498,21366,13472,13168,9102,3348,822,177339,..,14551,57535,52045,50483,65437,67865,51158,25987,385066,7484,9656,11920,7117,5730,5536,4530,2289,1173,55440,520,760,1247,877,940,1832,1790,502,110,8588,849725,556756,718606,690945,586644,504046,373292,201914,69821,4551749
1032,..,80,94,16,12,11,7,0,0,226,..,156,157,42,58,66,42,7,6,543,..,126,250,182,304,483,603,611,320,2889,65,143,85,39,42,53,36,24,14,504,0,0,0,0,0,0,0,0,0,12,3974,2422,3008,2462,2368,2417,2103,1434,548,20732,..,80,1774,2449,2289,2444,2305,1413,307,13062,..,705,1389,683,516,376,163,52,9,3897,..,136,524,625,520,266,139,113,84,2404,8107,..,..,..,..,..,..,..,..,8107,..,1475,..,..,..,..,..,..,..,1475,..,1250,481,214,170,104,27,0,0,2242,..,220,155,65,96,148,139,85,38,951,..,189,245,73,51,26,28,0,0,619,..,336,457,122,124,145,100,30,9,1321,..,244,565,431,615,889,977,842,413,4978,160,256,184,102,101,82,76,33,16,1011,3,4,14,4,0,3,0,0,0,42,8274,4906,5782,4763,4490,4488,3953,2577,881,40114
1033,..,44,34,10,13,10,10,7,0,126,..,38,43,38,40,61,61,13,5,303,..,32,87,78,170,412,479,460,266,1979,49,62,36,25,38,35,24,28,7,313,0,0,0,0,0,0,0,0,0,6,2126,1280,1336,1269,1456,1795,1722,1139,447,12577,..,58,701,1042,1235,1592,1803,1118,246,7790,..,306,580,374,327,310,164,72,11,2142,..,70,324,376,374,225,135,110,59,1684,4255,..,..,..,..,..,..,..,..,4255,..,767,..,..,..,..,..,..,..,767,..,887,367,193,169,94,16,0,0,1726,..,138,81,25,60,119,122,68,48,659,..,96,82,38,40,30,19,14,0,314,..,90,112,92,91,140,109,37,9,675,..,59,211,180,344,752,832,699,350,3435,100,139,87,78,64,73,48,37,10,647,0,0,0,0,3,0,0,0,0,10,4357,2619,2558,2395,2713,3327,3254,2156,736,24113
1034,..,12,21,5,3,9,0,0,0,58,..,32,35,17,12,34,32,20,4,177,..,7,27,34,66,238,346,299,172,1198,31,45,25,19,13,26,24,6,7,203,0,0,0,0,0,0,0,0,0,3,1201,622,705,832,905,1294,1489,826,308,8187,..,16,371,825,920,1363,1878,971,178,6512,..,93,388,301,237,218,161,48,0,1452,..,11,89,181,241,95,64,65,45,790,2410,..,..,..,..,..,..,..,..,2410,..,535,..,..,..,..,..,..,..,535,..,430,221,98,67,78,16,0,0,901,..,44,40,16,17,52,47,46,28,287,..,26,36,28,16,14,9,3,0,140,..,46,88,41,34,66,61,27,7,366,..,30,71,85,166,417,551,445,249,2006,69,76,55,39,28,51,46,13,15,392,0,0,0,0,0,0,0,0,0,5,2479,1313,1364,1603,1719,2352,2827,1619,524,15796
1035,..,92,44,21,8,8,4,3,0,175,..,430,257,61,50,69,53,21,4,941,..,203,391,250,342,664,715,670,425,3655,81,168,95,41,50,68,44,23,11,570,3,0,3,3,4,3,0,3,0,19,5313,3682,3885,3374,3128,3153,2537,1567,667,27306,..,138,2399,3757,3476,3443,2913,1552,374,18046,..,875,1898,761,565,437,192,52,4,4783,..,153,500,671,685,341,177,105,79,2706,10696,..,..,..,..,..,..,..,..,10696,..,2329,..,..,..,..,..,..,..,2329,..,1777,717,259,160,109,16,0,0,3048,..,266,184,71,76,148,156,94,41,1033,..,186,161,54,30,25,11,5,0,479,..,720,653,195,128,146,102,37,6,1988,..,340,812,576,766,1149,1129,918,549,6253,156,309,226,92,109,124,78,33,13,1144,7,3,20,20,7,3,0,3,3,67,10861,7106,7564,6453,6000,5931,4785,2798,1079,52576
