SUA_CODE_2021,F_Unrel_ind_liv_fam_hh_0_14,F_Unre_ind_liv_fam_hh_15_24,F_Unre_ind_liv_fam_hh_25_34,F_Unre_ind_liv_fam_hh_35_44,F_Unre_ind_liv_fam_hh_45_54,F_Unre_ind_liv_fam_hh_55_64,F_Unre_ind_liv_fam_hh_65_74,F_Unre_ind_liv_fam_hh_75_84,F_Unrel_ind_liv_fam_hh_85ov,F_Unrel_ind_liv_fam_hh_Tot,F_Group_hh_mem_0_14,F_Group_hh_mem_15_24,F_Group_hh_mem_25_34,F_Group_hh_mem_35_44,F_Group_hh_mem_45_54,F_Group_hh_mem_55_64,F_Group_hh_mem_65_74,F_Group_hh_mem_75_84,F_Group_hh_mem_85ov,F_Group_hh_mem_Tot,F_LPer_0_14_yr,F_LPer_15_24_yr,F_LPer_25_34_yr,F_LPer_35_44_yr,F_LPer_45_54_yr,F_LPer_55_64_yr,F_LPer_65_74_yr,F_LPer_75_84_yr,F_LPer_85_yr_over,F_LPer_Tot,F_Vis_from_within_Aus_0_14,F_Vis_from_within_Aus_15_24,F_Vis_from_within_Aus_25_34,F_Vis_from_within_Aus_35_44,F_Vis_from_within_Aus_45_54,F_Vis_from_within_Aus_55_64,F_Vis_from_within_Aus_65_74,F_Vis_from_within_Aus_75_84,F_Vis_from_within_Aus_85ov,F_Vis_from_within_Aus_Tot,F_OS_vis_0_14_yr,F_OS_vis_15_24_yr,F_OS_vis_25_34_yr,F_OS_vis_35_44_yr,F_OS_vis_45_54_yr,F_OS_vis_55_64_yr,F_OS_vis_65_74_yr,F_OS_vis_75_84_yr,F_OS_vis_85_yr_over,F_Overseas_v_Total,F_Tot_0_14_yr,F_Tot_15_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Part_r_mar_0_14,P_Part_r_mar_15_24,P_Part_r_mar_25_34,P_Part_r_mar_35_44,P_Part_r_mar_45_54,P_Part_r_mar_55_64,P_Part_r_mar_65_74,P_Part_r_mar_75_84,P_Part_r_mar_85ov,P_Part_r_mar_Tot,P_Part_de_f_mar_0_14,P_Part_de_f_mar_15_24,P_Part_de_f_mar_25_34,P_Part_de_f_mar_35_44,P_Part_de_f_mar_45_54,P_Part_de_f_mar_55_64,P_Part_de_f_mar_65_74,P_Part_de_f_mar_75_84,P_Part_de_f_mar_85ov,P_Part_de_f_mar_Tot,P_LPar_0_14_yr,P_LPar_15_24_yr,P_LPar_25_34_yr,P_LPar_35_44_yr,P_LPar_45_54_yr,P_LPar_55_64_yr,P_LPar_65_74_yr,P_LPar_75_84_yr,P_LPar_85_yr_over,P_LPar_Tot,P_Child_u_15_0_14_yr,P_Child_u_15_15_24_yr,P_Child_u_15_25_34_yr,P_Child_u_15_35_44_yr,P_Child_u_15_45_54_yr,P_Child_u_15_55_64_yr,P_Child_u_15_65_74_yr,P_Child_u_15_75_84_yr,P_Child_u_15_85_yr_over,P_Child_u_15_Tot,P_Dep_stu15_24_0_14,P_Dep_stu15_24_15_24,P_Dep_stu15_24_25_34,P_Dep_stu15_24_35_44,P_Dep_stu15_24_45_54,P_Dep_stu15_24_55_64,P_Dep_stu15_24_65_74,P_Dep_stu15_24_75_84,P_Dep_stu15_24_85_over,P_Dep_stu15_24_Tot,P_Non_dep_child_0_14,P_Non_dep_child_15_24,P_Non_dep_child_25_34,P_Non_dep_child_35_44,P_Non_dep_child_45_54,P_Non_dep_child_55_64,P_Non_dep_child_65_74,P_Non_dep_child_75_84,P_Non_dep_child_85_over,P_Non_dep_child_Tot,P_Oth_rel_ind_0_14,P_Oth_rel_ind_15_24,P_Oth_rel_ind_25_34,P_Oth_rel_ind_35_44,P_Oth_rel_ind_45_54,P_Oth_rel_ind_55_64,P_Oth_rel_ind_65_74,P_Oth_rel_ind_75_84,P_Oth_rel_ind_85ov,P_Oth_rel_ind_Tot,P_Unrel_ind_liv_fam_hh_0_14,P_Unre_ind_liv_fam_hh_15_24,P_Unre_ind_liv_fam_hh_25_34,P_Unre_ind_liv_fam_hh_35_44,P_Unre_ind_liv_fam_hh_45_54,P_Unre_ind_liv_fam_hh_55_64,P_Unre_ind_liv_fam_hh_65_74,P_Unre_ind_liv_fam_hh_75_84,P_Unrel_ind_liv_fam_hh_85ov,P_Unrel_ind_liv_fam_hh_Tot,P_Group_hh_mem_0_14,P_Group_hh_mem_15_24,P_Group_hh_mem_25_34,P_Group_hh_mem_35_44,P_Group_hh_mem_45_54,P_Group_hh_mem_55_64,P_Group_hh_mem_65_74,P_Group_hh_mem_75_84,P_Group_hh_mem_85ov,P_Group_hh_mem_Tot,P_LPer_0_14_yr,P_LPer_15_24_yr,P_LPer_25_34_yr,P_LPer_35_44_yr,P_LPer_45_54_yr,P_LPer_55_64_yr,P_LPer_65_74_yr,P_LPer_75_84_yr,P_LPer_85_yr_over,P_LPer_Tot,P_Vis_from_within_Aus_0_14,P_Vis_from_within_Aus_15_24,P_Vis_from_within_Aus_25_34,P_Vis_from_within_Aus_35_44,P_Vis_from_within_Aus_45_54,P_Vis_from_within_Aus_55_64,P_Vis_from_within_Aus_65_74,P_Vis_from_within_Aus_75_84,P_Vis_from_within_Aus_85ov,P_Vis_from_within_Aus_Tot,P_OS_vis_0_14_yr,P_OS_vis_15_24_yr,P_OS_vis_25_34_yr,P_OS_vis_35_44_yr,P_OS_vis_45_54_yr,P_OS_vis_55_64_yr,P_OS_vis_65_74_yr,P_OS_vis_75_84_yr,P_OS_vis_85_yr_over,P_Overseas_v_Total,P_Tot_0_14_yr,P_Tot_15_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
4007,..,24,14,8,7,11,6,0,0,73,..,27,29,17,29,47,63,36,0,264,..,17,76,51,143,454,775,664,351,2538,28,43,34,31,27,41,38,17,4,252,0,0,5,0,0,0,0,0,0,3,1499,895,858,1107,1343,2108,3187,1975,631,13600,..,34,480,1012,1247,2107,3839,2551,486,11762,..,156,409,346,391,420,378,106,21,2219,..,25,103,256,312,159,91,74,65,1096,3056,..,..,..,..,..,..,..,..,3056,..,733,..,..,..,..,..,..,..,733,..,529,295,142,120,81,19,0,0,1189,..,87,34,25,26,60,80,62,42,414,..,50,30,20,10,19,16,6,0,150,..,59,79,50,62,95,115,70,9,538,..,47,152,155,344,805,1198,999,517,4222,58,73,64,56,52,70,61,24,11,487,0,0,7,0,0,0,0,0,0,11,3124,1794,1662,2071,2572,3814,5798,3897,1154,25875
4008,..,16,13,5,3,4,0,0,0,37,..,45,42,3,17,28,17,5,0,175,..,93,129,98,185,294,303,333,115,1554,49,39,28,14,32,35,20,9,3,233,0,0,0,0,0,0,0,0,0,3,1720,1093,1243,1094,1339,1335,974,720,201,9711,..,35,641,967,1248,1417,1114,675,116,6218,..,280,698,359,360,270,57,16,5,2049,..,63,247,294,306,144,70,50,27,1206,3451,..,..,..,..,..,..,..,..,3451,..,708,..,..,..,..,..,..,..,708,..,675,284,95,96,32,4,0,0,1180,..,107,45,26,28,43,46,24,21,346,..,38,29,15,21,5,4,0,0,109,..,108,105,31,56,63,54,19,4,430,..,174,367,302,511,707,553,468,186,3258,85,80,81,62,78,62,35,16,3,502,0,0,9,0,0,0,0,0,0,4,3535,2267,2504,2147,2704,2744,1939,1260,362,19456
5000,..,282,229,95,75,71,41,17,9,827,..,302,523,176,302,402,272,101,25,2094,..,463,849,719,1317,2499,2660,2003,907,11414,415,565,483,306,340,500,464,167,72,3311,5,15,37,11,7,21,11,5,6,119,21133,10341,12577,14362,15343,16514,12758,6057,1759,110843,..,540,7417,14468,16421,18845,16077,7180,1179,82132,..,2513,6993,5122,4729,3896,1794,458,47,25554,..,310,1431,2351,2371,1257,714,465,253,9156,42865,..,..,..,..,..,..,..,..,42865,..,6454,..,..,..,..,..,..,..,6454,..,6903,2449,1125,809,392,71,6,0,11750,..,1422,701,435,509,803,741,434,247,5297,..,547,564,268,229,206,133,45,15,2002,..,662,1231,544,667,905,629,227,38,4903,..,1076,2159,2074,3647,5765,5889,3456,1352,25419,893,1065,956,723,719,913,924,334,116,6648,16,34,83,23,16,26,26,4,6,224,43772,21522,23989,27133,30114,33015,27004,12606,3256,222408
5001,..,61,34,12,10,16,0,0,0,142,..,105,70,19,29,59,30,18,0,330,..,64,124,121,261,476,589,527,276,2436,48,69,55,45,34,62,34,22,7,378,0,0,3,0,0,3,0,0,0,11,2825,1698,1710,1872,2187,2283,2014,1288,468,16354,..,89,1129,1809,2203,2388,2350,1351,355,11683,..,416,854,610,529,440,221,66,5,3142,..,35,204,409,434,202,82,61,53,1481,5687,..,..,..,..,..,..,..,..,5687,..,1214,..,..,..,..,..,..,..,1214,..,1010,391,131,98,71,19,0,0,1716,..,172,87,32,52,83,94,63,29,614,..,116,99,33,33,32,12,4,0,328,..,188,162,56,71,102,59,38,0,687,..,139,290,252,481,833,914,730,401,4048,107,132,106,94,83,113,63,35,15,748,0,0,3,0,0,3,0,6,0,22,5800,3518,3327,3438,3999,4270,3820,2336,864,31359
5002,..,35,63,15,17,4,3,0,0,136,..,53,131,44,22,17,18,0,0,284,..,29,100,69,97,152,88,36,0,560,46,70,82,58,56,112,104,39,10,581,0,6,14,0,0,0,0,0,0,25,1429,701,1178,1136,857,733,383,131,20,6576,..,18,413,916,723,526,283,58,11,2942,..,123,694,512,349,211,58,13,0,1959,..,29,109,202,153,76,48,14,4,634,2858,..,..,..,..,..,..,..,..,2858,..,348,..,..,..,..,..,..,..,348,..,338,105,47,26,0,5,0,0,515,..,123,49,29,45,38,20,17,8,341,..,59,110,29,28,17,0,0,0,245,..,81,217,81,52,48,39,8,5,523,..,56,164,153,197,283,177,63,8,1102,94,116,158,112,98,193,211,92,14,1085,0,9,23,0,0,0,5,0,0,40,2951,1303,2043,2079,1671,1392,845,267,42,12592
5003,..,125,94,43,25,12,10,5,0,313,..,180,206,69,90,110,83,37,5,782,..,137,279,253,478,824,954,779,401,4098,109,162,114,60,61,81,73,28,18,712,3,5,4,4,3,6,4,7,0,37,7024,4052,4489,4880,4853,4466,3623,1982,665,36039,..,142,2787,5165,5281,5114,4313,2146,405,25353,..,980,2340,1291,1016,792,344,92,9,6866,..,126,578,1066,985,378,196,126,93,3549,14325,..,..,..,..,..,..,..,..,14325,..,2887,..,..,..,..,..,..,..,2887,..,2430,765,319,192,114,31,0,0,3852,..,316,222,95,110,183,172,98,53,1247,..,250,217,107,72,37,20,7,3,719,..,365,486,190,214,224,165,55,7,1703,..,305,761,722,1038,1457,1481,1090,538,7387,222,300,245,161,132,148,122,59,24,1403,5,9,14,10,7,12,6,3,0,72,14559,8105,8426,9117,9034,8454,6862,3680,1137,69364
5004,..,66,46,11,14,7,3,0,0,155,..,59,111,31,42,59,31,13,5,355,..,48,101,107,238,400,589,471,280,2229,47,83,46,34,37,52,49,34,10,397,3,0,0,0,0,9,0,0,0,16,3521,1613,1766,2542,2663,2479,2427,1298,452,18760,..,23,1076,2710,2903,2874,3073,1548,298,14507,..,277,979,789,653,465,289,76,14,3538,..,26,159,420,524,202,72,55,35,1496,7097,..,..,..,..,..,..,..,..,7097,..,1405,..,..,..,..,..,..,..,1405,..,1054,352,110,88,49,12,4,0,1673,..,123,66,28,34,76,95,44,39,501,..,120,112,39,30,19,9,8,0,339,..,146,236,82,106,128,63,28,12,798,..,91,227,289,474,673,942,663,361,3732,100,135,105,86,83,88,100,62,11,769,6,3,9,0,3,9,0,3,0,30,7197,3401,3326,4552,4903,4584,4657,2499,764,35879
5005,..,16,8,0,4,0,0,0,0,36,..,26,33,12,14,14,8,3,0,110,..,25,42,28,66,116,145,173,79,675,8,24,25,10,12,18,23,6,3,123,0,0,0,0,0,0,0,0,0,0,969,521,602,637,678,688,562,372,126,5160,..,16,376,628,722,795,661,351,67,3614,..,150,338,250,206,159,52,16,0,1176,..,20,62,130,111,64,31,29,22,453,1982,..,..,..,..,..,..,..,..,1982,..,349,..,..,..,..,..,..,..,349,..,298,103,37,49,23,0,0,0,507,..,57,21,13,20,32,37,19,7,204,..,31,24,7,9,6,0,0,0,84,..,63,73,27,29,34,19,9,0,245,..,71,114,95,166,232,245,270,113,1302,18,49,34,21,20,31,37,15,3,232,0,0,6,0,0,0,0,0,0,9,2000,1105,1145,1202,1330,1370,1089,704,208,10161
5006,..,59,34,14,3,9,8,9,0,131,..,100,73,37,40,63,33,16,0,357,..,109,185,114,248,391,443,336,188,2014,79,96,69,50,50,85,60,29,13,520,0,0,5,0,3,0,0,4,0,16,3430,2000,2112,2196,2430,2259,1762,949,315,17471,..,69,1243,2105,2500,2398,2008,974,211,11507,..,506,1121,668,591,492,182,54,15,3623,..,66,290,482,461,259,126,88,38,1810,6854,..,..,..,..,..,..,..,..,6854,..,1243,..,..,..,..,..,..,..,1243,..,1181,389,191,128,58,15,0,0,1954,..,254,100,64,80,97,110,76,30,806,..,105,84,41,25,19,12,8,0,298,..,190,192,84,81,117,74,27,3,761,..,216,406,342,574,823,765,516,262,3897,151,177,135,118,104,137,107,45,20,977,7,3,5,3,5,3,0,0,5,29,7012,4007,3963,4096,4532,4395,3391,1793,581,33765
5007,..,40,29,11,8,3,0,0,0,95,..,73,82,31,27,32,16,0,0,262,..,104,168,95,186,214,172,96,42,1083,38,41,46,27,30,37,30,13,0,269,5,3,0,3,3,3,6,0,0,25,2833,1476,2037,1850,1640,1336,689,278,74,12220,..,52,1207,2036,1794,1611,762,246,30,7742,..,567,1311,708,541,308,80,20,0,3539,..,55,210,292,244,133,61,39,15,1051,5773,..,..,..,..,..,..,..,..,5773,..,758,..,..,..,..,..,..,..,758,..,907,274,91,72,28,4,0,0,1379,..,170,102,66,63,84,76,39,17,618,..,94,76,38,30,16,6,4,0,262,..,199,267,108,93,77,31,6,4,790,..,207,451,361,488,564,412,186,46,2717,72,100,126,76,57,81,55,20,5,595,7,3,3,7,7,10,15,0,0,45,5850,3119,4025,3780,3376,2917,1507,559,121,25261
5008,..,15,25,7,3,0,0,0,0,53,..,30,57,15,18,21,4,0,0,149,..,48,133,63,70,59,34,16,4,419,16,21,37,13,22,64,55,28,5,255,3,0,6,0,0,0,9,0,0,15,1841,684,1338,1305,902,485,190,59,8,6813,..,15,895,1654,1126,593,140,22,0,4446,..,259,866,543,300,124,35,0,0,2125,..,13,73,122,112,37,9,0,0,373,3782,..,..,..,..,..,..,..,..,3782,..,476,..,..,..,..,..,..,..,476,..,365,80,28,8,0,0,0,0,473,..,70,40,16,19,38,18,11,0,221,..,49,61,23,10,14,0,0,0,147,..,70,148,66,64,37,24,3,0,409,..,105,304,211,206,178,79,21,0,1103,33,50,67,41,45,100,126,52,3,517,5,0,6,6,0,0,11,0,0,30,3816,1471,2536,2704,1900,1122,433,114,10,14104
5009,..,2905,2955,884,546,432,192,55,22,8000,..,7368,9217,2481,2103,2360,1629,611,127,25893,..,3916,11808,9339,10615,18385,23279,18797,9903,106034,2275,3224,2734,1631,1466,1738,1502,804,378,15746,117,141,253,147,174,440,391,101,30,1784,186743,116895,144114,146835,131039,115202,92058,49468,17828,1000182,..,3431,90724,172122,156455,135519,109309,53227,11032,731825,..,17470,68234,38363,25837,16903,7684,2190,333,177017,..,1785,10823,21039,24910,14412,6336,3754,2482,85539,379152,..,..,..,..,..,..,..,..,379152,..,104391,..,..,..,..,..,..,..,104391,..,63290,34610,10270,6347,3335,706,20,0,118581,..,11625,9035,3259,3300,5758,6155,3712,2163,45002,..,6001,7589,2737,1697,1151,557,183,41,19962,..,15440,23170,7088,5341,5221,3561,1310,279,61402,..,7612,25943,23508,24775,34067,37128,26818,13396,193244,4579,6021,5769,3916,3318,3189,2602,1297,530,31226,236,257,492,328,353,687,660,192,49,3249,383969,237321,276386,282621,252326,220247,174703,92712,30306,1950581
5010,..,17,13,9,6,7,0,0,0,48,..,18,36,20,24,4,7,0,0,116,..,54,106,61,71,87,38,5,0,431,29,25,37,27,21,36,31,11,0,213,0,0,4,0,3,0,4,0,0,12,1646,629,1270,1092,698,533,198,41,9,6123,..,23,741,1182,731,575,144,18,0,3423,..,224,863,507,287,155,35,5,0,2083,..,28,113,152,105,60,28,6,5,495,3271,..,..,..,..,..,..,..,..,3271,..,299,..,..,..,..,..,..,..,299,..,362,117,43,12,3,0,0,0,539,..,130,65,37,35,60,35,13,6,372,..,36,43,15,23,12,3,0,0,131,..,42,101,56,59,46,22,0,0,325,..,106,286,230,237,265,85,22,7,1242,55,45,67,49,53,70,67,21,3,424,0,0,5,4,3,0,4,0,0,14,3329,1292,2404,2280,1532,1259,415,97,17,12611
6000,..,225,148,47,42,38,32,10,8,543,..,148,201,92,185,311,253,87,19,1296,..,165,432,388,938,1960,2418,1800,714,8823,230,330,219,143,162,207,159,75,27,1555,0,5,7,9,3,0,4,0,0,30,11973,6716,7687,8312,10124,12490,10412,4940,1257,73907,..,264,4537,8113,10528,14430,13412,5842,834,57956,..,1438,4511,3512,3361,3072,1558,355,27,17835,..,196,1006,1518,1683,990,491,386,177,6447,24217,..,..,..,..,..,..,..,..,24217,..,5101,..,..,..,..,..,..,..,5101,..,4905,2163,804,657,319,56,0,0,8892,..,478,232,151,238,464,420,277,146,2401,..,452,372,152,140,107,76,20,10,1331,..,330,578,244,417,613,536,200,43,2959,..,362,1127,1183,2342,4397,4850,2950,1071,18282,465,610,510,348,356,420,299,121,40,3180,0,5,16,10,16,5,7,5,0,70,24688,14155,15053,16036,19738,24808,21706,10154,2347,148677
6001,..,39,24,9,6,3,7,0,0,93,..,55,52,28,29,52,35,10,4,250,..,89,158,119,235,446,505,431,234,2210,48,73,34,15,41,38,23,15,9,289,0,0,0,0,0,0,4,0,0,6,2307,1501,1584,1570,1670,1864,1632,1000,353,13495,..,72,892,1434,1519,1874,1778,1071,180,8816,..,358,840,511,445,335,153,39,3,2674,..,80,275,414,351,192,93,67,43,1513,4585,..,..,..,..,..,..,..,..,4585,..,973,..,..,..,..,..,..,..,973,..,841,334,122,120,61,14,0,0,1491,..,140,65,28,50,79,45,39,15,463,..,87,77,24,18,10,10,0,3,229,..,103,142,43,65,115,76,26,8,576,..,164,343,284,506,805,826,628,315,3874,79,133,104,60,67,71,38,21,10,580,0,0,3,0,0,3,4,0,0,13,4661,2949,3066,2920,3139,3542,3044,1892,572,25788
6002,..,49,64,14,3,11,5,3,0,157,..,64,92,34,39,52,48,16,0,340,..,64,164,98,244,462,598,480,247,2346,62,71,48,29,28,45,26,10,6,320,0,0,7,0,0,8,0,0,0,13,2539,1611,1986,1714,1963,2031,1956,1159,388,15354,..,80,1102,1546,1832,2058,2173,1222,241,10255,..,387,1059,528,520,330,178,52,3,3069,..,63,325,483,483,202,99,91,50,1790,5022,..,..,..,..,..,..,..,..,5022,..,1127,..,..,..,..,..,..,..,1127,..,1026,383,140,143,72,16,0,0,1775,..,125,86,37,54,128,78,60,16,583,..,103,170,38,21,22,14,4,0,376,..,122,276,76,86,106,92,38,6,796,..,121,338,291,530,812,947,680,332,4052,115,141,117,77,61,76,55,21,13,668,0,0,18,3,0,4,3,0,0,34,5138,3299,3865,3221,3728,3814,3650,2175,653,29551
6003,..,548,1176,221,54,46,33,11,3,2093,..,1065,2008,356,262,332,238,94,29,4379,..,344,1129,1048,1391,2677,3447,2892,1450,14377,266,503,419,217,199,249,177,64,35,2127,3,5,20,6,16,31,13,4,5,105,17690,11837,17623,14277,13400,13272,11643,6729,2358,108837,..,440,10086,14246,13580,13720,12785,6539,1336,72724,..,2015,8305,4799,3573,2537,1257,387,48,22926,..,300,1528,2763,3027,1732,774,504,301,10926,35864,..,..,..,..,..,..,..,..,35864,..,9224,..,..,..,..,..,..,..,9224,..,6269,3333,1179,817,423,78,0,0,12104,..,1058,942,286,347,628,648,387,209,4501,..,1136,2821,543,172,123,79,29,15,4922,..,2148,4776,917,580,659,466,185,49,9784,..,630,2420,2293,2939,4742,5280,3966,1964,24231,523,931,926,528,437,451,321,126,47,4293,9,15,39,15,21,44,26,6,4,176,36404,24172,35174,27559,25493,25066,21712,12135,3969,211668
6004,..,194,213,38,13,13,9,3,0,495,..,448,455,102,102,118,111,39,8,1383,..,203,534,413,648,1143,1527,1281,673,6428,100,221,160,92,86,96,63,43,9,870,0,4,9,0,3,9,4,0,0,26,7327,5104,6218,5390,5647,5302,4668,2892,1026,43580,..,204,3913,5423,5736,5581,5014,2824,528,29221,..,1103,2960,1638,1269,864,395,99,14,8343,..,169,735,1132,1286,662,281,207,104,4576,14783,..,..,..,..,..,..,..,..,14783,..,3642,..,..,..,..,..,..,..,3642,..,2703,1230,432,335,161,26,0,0,4888,..,421,348,114,122,227,229,147,77,1693,..,371,594,103,51,48,23,10,5,1196,..,862,1289,294,235,268,226,80,24,3286,..,404,1170,976,1411,2044,2299,1795,908,11012,200,424,348,215,188,195,100,63,11,1745,6,6,10,8,7,13,7,0,0,54,14987,10308,12598,10335,10640,10051,8603,5228,1679,84429
6005,..,26,19,7,0,7,0,4,0,62,..,21,28,10,10,22,28,11,0,121,..,25,54,46,100,247,271,307,124,1166,21,27,33,18,19,27,9,10,5,168,0,0,3,0,0,0,0,0,0,7,1094,721,744,757,933,1136,1030,667,215,7299,..,28,430,732,915,1257,1231,674,153,5420,..,129,380,217,242,189,85,28,4,1285,..,19,105,198,195,92,55,35,27,732,2195,..,..,..,..,..,..,..,..,2195,..,546,..,..,..,..,..,..,..,546,..,480,172,70,61,43,4,0,0,836,..,68,23,11,17,45,40,24,15,241,..,39,47,15,12,12,5,7,0,127,..,34,93,20,24,38,43,25,0,280,..,40,120,123,210,398,435,413,176,1922,53,56,61,33,45,46,26,10,5,329,0,0,3,0,0,0,0,0,0,7,2249,1450,1425,1412,1724,2114,1936,1222,379,13911
7000,..,112,70,42,42,34,12,11,0,330,..,100,167,64,71,101,49,12,3,564,..,110,328,182,306,446,244,80,13,1711,189,201,245,157,156,212,187,52,10,1418,0,5,8,6,5,14,3,4,0,45,7718,4881,5666,4847,4311,3321,1785,506,99,33139,..,1172,3735,4456,3840,2856,1561,386,31,18039,..,687,2058,1574,1345,718,260,49,5,6706,..,280,820,906,773,527,273,120,27,3722,15746,..,..,..,..,..,..,..,..,15746,..,1606,..,..,..,..,..,..,..,1606,..,3480,1439,520,243,65,3,0,0,5745,..,1712,959,757,777,766,486,172,54,5694,..,243,195,101,94,90,31,19,6,779,..,206,328,144,181,209,113,36,5,1221,..,226,722,514,762,970,648,204,28,4087,409,402,469,279,269,374,406,120,19,2747,0,5,19,9,5,22,9,3,0,72,16159,10027,10753,9255,8298,6593,3800,1106,183,66172
7001,..,40,108,24,25,10,4,0,0,219,..,70,249,74,63,49,23,10,3,549,..,48,196,150,205,274,214,97,40,1219,37,62,84,47,37,69,53,18,0,418,3,0,6,0,0,9,5,4,0,23,2414,1242,2326,1860,1538,1380,761,295,75,11878,..,74,1285,1753,1328,1294,669,215,22,6645,..,268,1053,667,459,307,112,17,7,2883,..,67,203,310,284,149,93,37,18,1153,4935,..,..,..,..,..,..,..,..,4935,..,730,..,..,..,..,..,..,..,730,..,699,275,92,59,17,0,0,0,1147,..,226,164,81,91,127,106,36,9,839,..,80,220,65,50,31,5,7,0,459,..,135,498,178,138,110,46,26,3,1131,..,115,422,337,427,526,392,154,47,2408,91,102,160,109,66,106,99,41,6,785,3,0,7,0,0,5,8,7,0,33,5029,2483,4289,3596,2902,2676,1532,534,109,23155
7002,..,284,500,116,60,43,20,6,0,1031,..,502,1160,306,214,207,115,37,4,2545,..,267,807,656,741,993,983,549,137,5139,214,299,396,236,226,418,409,128,27,2353,3,15,30,8,10,47,23,10,0,148,11607,6477,11205,9412,7371,6013,4024,1566,342,58022,..,360,6911,9773,7605,5829,3730,1371,176,35744,..,1556,5027,2982,2028,1308,509,107,3,13520,..,181,827,1416,1391,763,383,171,78,5205,23264,..,..,..,..,..,..,..,..,23264,..,4266,..,..,..,..,..,..,..,4266,..,3198,1524,573,287,122,13,0,0,5717,..,780,702,220,301,452,457,248,92,3253,..,564,1132,286,161,138,73,21,0,2375,..,1120,2476,725,534,494,299,92,11,5753,..,573,1734,1421,1670,1998,1838,867,209,10319,447,521,727,469,421,696,818,263,45,4409,7,27,62,20,16,54,42,13,0,253,23727,13156,21135,17878,14419,11845,8161,3154,622,114088
8000,..,4,9,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,4,..,0,5,0,4,13,6,10,0,32,0,7,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,95,63,58,70,67,62,39,15,6,480,..,0,41,84,95,83,68,25,5,396,..,12,32,29,15,5,6,0,0,96,..,0,5,9,13,6,0,0,0,31,206,..,..,..,..,..,..,..,..,206,..,51,..,..,..,..,..,..,..,51,..,34,17,0,5,0,0,0,0,59,..,6,0,4,0,0,3,5,0,18,..,4,8,0,0,0,0,0,0,16,..,4,0,0,0,4,0,0,0,16,..,4,4,3,4,14,10,11,4,50,4,11,3,3,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,207,121,113,134,137,117,93,31,9,965
8001,..,1039,1461,274,124,84,43,10,7,3044,..,3555,3485,609,395,491,304,99,41,8978,..,1132,4066,3062,3173,4563,5143,3977,1911,27021,451,910,880,420,357,459,431,211,67,4177,27,28,45,32,42,112,92,20,0,404,41814,27925,39885,36088,29831,24497,19210,10343,3416,233006,..,1045,26107,43917,35690,28210,22219,10747,2201,170132,..,5037,18822,9394,6386,3778,1684,443,57,45597,..,274,2009,4639,5711,3107,1255,791,488,18275,85424,..,..,..,..,..,..,..,..,85424,..,22175,..,..,..,..,..,..,..,22175,..,12514,6853,2084,1304,611,130,5,0,23503,..,2397,2440,732,668,1149,1215,819,378,9807,..,2198,3723,805,377,258,94,30,10,7496,..,6815,8597,1872,1101,1093,622,204,70,20369,..,2138,8413,6643,6646,8044,7829,5479,2566,47756,915,1746,1830,1010,866,821,719,329,94,8326,48,70,100,69,84,159,155,38,10,727,86386,56402,78899,71175,58844,47226,35913,18886,5867,459602
9000,..,3,4,0,0,0,0,0,0,9,..,7,5,4,5,10,0,0,0,32,..,6,13,18,21,69,64,43,17,256,13,15,11,8,3,6,7,3,0,61,0,0,0,0,0,0,0,0,0,3,332,166,179,249,253,316,214,113,28,1847,..,15,127,266,255,333,266,111,18,1390,..,26,83,66,83,79,32,9,0,383,..,4,11,32,51,21,13,9,6,135,696,..,..,..,..,..,..,..,..,696,..,93,..,..,..,..,..,..,..,93,..,106,38,24,11,7,0,0,0,179,..,16,8,9,8,17,15,13,11,111,..,4,8,0,0,0,0,0,0,18,..,7,9,7,10,14,9,0,0,58,..,21,43,39,62,134,113,66,23,497,13,18,16,12,14,13,17,6,0,102,0,0,0,0,3,0,0,0,0,5,710,310,338,457,492,620,465,211,56,3657
