SUA_CODE_2021,Aus_Both_prnts_born_os,Aus_Father_only_born_os,Aus_Mother_only_born_os,Aus_Both_prnts_born_Aus,Aus_bp_ns,Aus_Tot_R,Aus_Abor_Both_pare_brn_os,Aus_Abor_Father_only_brn_os,Aus_Abor_Mother_only_brn_os,Aus_Abor_Both_pare_brn_Aus,Aus_Abor_bp_ns,Aus_Aborigin_Tot_R,Chin_Both_prnts_born_os,Chin_Father_only_born_os,Chin_Mother_only_born_os,Chin_Bth_prnts_born_Aus,Chin_bp_ns,Chin_Tot_R,Croat_Both_prnts_born_os,Croat_Father_only_born_os,Croat_Mother_only_born_os,Croat_Bth_parnts_born_Aus,Croat_bp_ns,Croat_Tot_R,Dutch_Both_prnts_born_os,Dutch_Father_only_born_os,Dutch_Mother_only_born_os,Dutch_Both_prnts_born_Aus,Dutch_bp_ns,Dutch_Tot_R,Eng_Both_prnts_born_os,Eng_Father_only_born_os,Eng_Mother_only_born_os,Eng_Both_prnts_born_Aus,Eng_bp_ns,Eng_Tot_R,Fili_Both_prnts_born_os,Fili_Father_only_born_os,Fili_Mother_only_born_os,Fili_Both_prnts_born_Aus,Fili_bp_ns,Fili_Tot_R,Fren_Both_prnts_born_os,Fren_Father_only_born_os,Fren_Mother_only_born_os,Fren_Both_prnts_born_Aus,Fren_bp_ns,Fren_Tot_R,Ger_Both_prnts_born_os,Ger_Father_only_born_os,Ger_Mother_only_born_os,Ger_Both_prnts_born_Aus,Ger_bp_ns,Ger_Tot_R,Greek_Both_prnts_born_os,Greek_Father_only_born_os,Greek_Mother_only_born_os,Greek_Both_prnts_born_Aus,Greek_bp_ns,Greek_Tot_R,Hung_Bth_prnts_born_os,Hung_Father_only_born_os,Hung_Mother_only_born_os,Hung_Bth_prents_brn_Aus,Hung_bp_ns,Hung_Tot_R,Ind_Both_prnts_born_os,Ind_Father_only_born_os,Ind_Mother_only_born_os,Ind_Both_prnts_born_Aus,Ind_bp_ns,Ind_Tot_R,Irish_Both_prnts_born_os,Irish_Father_only_born_os,Irish_Mother_only_born_os,Irish_Both_prnts_born_Aus,Irish_bp_ns,Irish_Tot_R,Ital_Both_prnts_born_os,Ital_Father_only_born_os,Ital_Mother_only_born_os,Ital_Bth_prnts_born_Aus,Ital_bp_ns,Ital_Tot_R,Kor_Both_prnts_born_os,Kor_Father_only_born_os,Kor_Mother_only_born_os,Kor_Both_prnts_born_Aus,Kor_bp_ns,Kor_Tot_R,Leb_Both_prnts_born_os,Leb_Father_only_born_os,Leb_Mother_only_born_os,Leb_Bth_prents_born_Aus,Leb_bp_ns,Leb_Tot_R,Mac_Bth_parnts_born_os,Mac_Father_only_brn_os,Mac_Mother_only_brn_os,Mac_Bth_prnts_brn_Aus,Mac_bp_ns,Mac_Tot_R,Malt_Both_prnts_born_os,Malt_Father_only_born_os,Malt_Mother_only_born_os,Malt_Bth_prnts_born_Aus,Malt_bp_ns,Malt_Tot_R,Maori_Both_prnts_born_os,Maori_Father_only_born_os,Maori_Mother_only_born_os,Maori_Both_prnts_born_Aus,Maori_bp_ns,Maori_Tot_R,NZ_Both_prnts_born_os,NZ_Father_only_born_os,NZ_Mother_only_born_os,NZ_Both_prnts_born_Aus,NZ_bp_ns,NZ_Tot_R,Pol_Both_prnts_born_os,Pol_Father_only_born_os,Pol_Mother_only_born_os,Pol_Both_prnts_born_Aus,Pol_bp_ns,Pol_Tot_R,Russ_Both_prnts_born_os,Russ_Father_only_born_os,Russ_Mother_only_born_os,Russ_Bth_prnts_born_Aus,Russ_bp_ns,Russ_Tot_R,Samoan_Both_prnts_born_os,Samoan_Father_only_born_os,Samoan_Mother_only_born_os,Samoan_Bth_prnts_born_Aus,Samoan_bp_ns,Samoan_Tot_R,Scott_Both_prnts_born_os,Scott_Father_only_born_os,Scott_Mother_only_born_os,Scott_Bth_prnts_brn_Aus,Scott_bp_ns,Scott_Tot_R,Serb_Both_prnts_born_os,Serb_Father_only_born_os,Serb_Mother_only_born_os,Serb_Bth_prnts_born_Aus,Serb_bp_ns,Serb_Tot_R,SthA_Both_prnts_born_os,SthA_Father_only_born_os,SthA_Mother_only_born_os,SthA_Bth_prnts_born_Aus,SthA_bp_ns,SthA_Tot_R,Span_Both_prnts_born_os,Span_Father_only_born_os,Span_Mother_only_born_os,Span_Bth_prnts_born_Aus,Span_bp_ns,Span_Tot_R,Sri_Lkn_Bth_prnts_born_os,Sri_Lkn_Father_only_born_os,Sri_Lkn_Mother_only_born_os,Sri_Lkn_Bth_prents_brn_Aus,Sri_Lkn_bp_ns,Sri_Lkn_Tot_R,Viet_Bth_prnts_brn_os,Viet_Father_only_brn_os,Viet_Mother_only_brn_os,Viet_Bth_prnts_brn_Aus,Viet_bp_ns,Viet_Tot_R,Welsh_Both_prnts_born_os,Welsh_Father_only_born_os,Welsh_Mother_only_born_os,Welsh_Both_prnts_born_Aus,Welsh_bp_ns,Welsh_Tot_R,Oth_Both_prnts_born_os,Oth_Father_only_born_os,Oth_Mother_only_born_os,Oth_Both_prnts_born_Aus,Oth_bp_ns,Oth_Tot_R,Ancest_ns_Bth_parnts_brn_os,Ancest_ns_Fther_only_brn_os,Ancest_ns_Mther_only_brn_os,Ancest_ns_Bth_prnt_brn_Aus,Ancest_ns_bp_ns,Ancest_ns_Tot_R,Tot_P_Bth_parnts_brn_os,Tot_P_Fther_only_brn_os,Tot_P_Mther_only_brn_os,Tot_P_Bth_prnts_brn_Aus,Tot_P_bp_ns,Tot_P_Tot_R
3011,510,2358,2111,25388,249,30618,15,160,109,3955,53,4295,649,24,56,287,8,1026,51,17,16,50,0,130,504,166,116,412,0,1195,4538,2069,1792,23575,275,32257,1869,36,224,65,6,2200,166,30,19,164,0,378,691,288,224,3907,34,5148,44,44,9,151,0,247,81,19,8,55,0,165,837,25,12,48,4,918,886,483,347,7252,59,9023,510,268,111,1825,17,2729,69,5,8,3,0,82,22,7,4,27,0,59,4,3,0,0,0,13,491,248,126,1246,13,2127,507,126,86,86,8,804,354,202,149,120,0,829,140,34,26,126,0,328,65,21,17,108,0,212,113,8,11,20,0,153,1210,541,475,6525,38,8779,35,11,3,19,0,59,595,60,45,15,7,709,192,28,20,91,0,325,59,0,4,23,0,81,86,5,10,9,0,105,145,52,41,230,0,472,3008,557,505,3578,71,7717,225,42,40,726,5695,6729,14772,4592,3858,53837,6327,83385
3012,108,742,558,9676,186,11273,4,51,22,1218,22,1324,60,4,8,61,5,137,25,0,0,5,0,35,128,56,25,99,0,307,1396,765,532,9024,244,11961,206,7,59,14,6,282,37,12,7,56,0,102,174,114,76,2127,23,2524,13,9,3,18,0,45,30,9,4,17,0,58,58,4,0,18,0,86,222,145,98,2334,24,2826,80,54,12,267,10,423,4,0,0,0,0,5,9,3,0,6,0,21,0,0,0,0,0,0,32,9,0,20,0,65,56,25,14,18,0,113,56,36,43,18,3,158,33,7,11,61,0,108,17,6,0,22,0,42,10,0,0,0,0,10,346,190,123,2243,33,2930,4,0,0,0,0,7,33,6,9,5,0,43,31,6,0,25,0,66,0,0,0,10,0,14,14,0,6,0,0,25,38,12,4,64,0,111,463,126,116,523,12,1236,36,20,13,242,2018,2323,2946,1406,1006,19513,2475,27348
3013,149,504,517,5321,73,6564,4,95,34,3296,79,3504,108,8,3,132,0,256,8,5,0,4,0,21,106,30,26,66,0,233,908,438,355,3923,75,5696,545,10,108,42,4,701,34,5,3,40,0,79,140,51,49,622,5,871,16,7,5,37,0,68,19,10,0,8,0,38,154,7,5,0,0,168,221,99,69,1339,10,1744,96,47,28,310,0,479,8,0,0,0,0,8,0,6,0,13,0,14,0,0,0,0,0,0,13,7,3,27,0,58,344,45,29,13,0,430,147,27,31,23,0,232,21,7,6,25,0,64,10,0,0,9,0,20,111,8,6,0,4,127,213,98,98,1017,13,1438,8,3,0,12,0,22,75,7,14,0,0,99,66,7,8,29,0,106,13,7,0,3,0,27,28,0,0,0,0,33,30,16,10,45,0,95,1241,131,128,539,11,2062,78,19,7,113,2460,2676,3880,977,877,11707,2678,20115
3014,303,1889,1479,28525,397,32599,10,181,104,5633,81,5997,728,34,45,331,8,1138,22,14,6,28,0,70,298,127,86,385,4,886,2569,1743,1295,24864,328,30795,1037,34,152,41,7,1271,84,19,22,153,0,283,345,237,193,4335,34,5142,47,28,3,119,0,202,16,15,7,23,0,60,752,27,20,35,0,836,465,358,233,7389,58,8503,125,96,49,837,10,1113,59,0,10,0,0,70,4,3,0,31,0,39,5,0,0,0,0,10,30,28,17,110,0,190,238,86,73,54,0,458,157,119,88,119,4,490,57,26,10,109,3,203,56,17,7,66,0,146,53,16,5,15,0,92,662,447,300,6271,34,7707,8,0,3,8,0,17,206,22,26,16,0,266,109,13,3,77,0,208,92,3,3,10,0,106,310,3,13,5,0,328,80,43,20,224,3,369,2616,415,325,2203,61,5621,210,25,22,744,5101,6113,9631,3506,2642,57263,5928,78975
3015,2770,15973,12929,103131,1128,135934,69,547,360,7445,89,8514,2267,210,284,955,22,3735,587,150,74,269,14,1097,3846,1087,744,2084,52,7815,45076,14996,11841,102900,1383,176201,1886,113,540,133,21,2691,1755,299,235,953,19,3267,5573,1676,1235,16251,150,24891,699,287,123,860,7,1984,635,138,63,245,10,1086,2689,172,106,187,13,3159,8834,3151,2217,34156,258,48622,3467,1225,572,4995,66,10323,689,5,62,30,4,782,162,75,27,242,0,508,83,30,11,35,0,159,524,248,131,649,19,1573,1901,426,282,237,17,2860,2946,1164,835,418,32,5403,1366,251,220,795,5,2642,591,73,88,248,8,1006,307,77,46,32,7,465,10934,3713,2804,30145,265,47862,266,44,29,82,0,412,2551,319,256,113,16,3259,996,130,117,429,11,1676,246,58,39,79,0,431,478,16,78,18,0,586,1616,344,226,1186,13,3387,16827,3290,3059,6022,220,29425,1120,270,256,2323,18170,22138,94389,29183,22885,218186,21224,385862
3016,755,3932,3091,45223,477,53480,29,185,110,6212,76,6615,1595,43,84,331,10,2064,90,37,9,109,0,250,829,252,175,711,6,1982,6161,3653,2729,42274,454,55271,1374,24,241,75,6,1716,197,38,38,330,0,606,933,588,441,12844,87,14893,74,69,20,184,0,345,118,31,14,61,0,225,1837,66,31,67,0,1995,1283,915,629,15398,103,18325,471,257,106,1562,18,2406,269,4,20,12,0,310,49,21,14,189,0,280,13,0,0,18,0,35,49,34,13,110,0,205,320,116,75,88,3,608,383,240,170,146,6,942,188,69,48,329,3,635,73,14,30,92,0,217,94,20,11,3,4,129,1663,972,714,12366,79,15794,38,7,6,22,0,72,513,77,39,30,0,666,205,30,9,109,0,361,220,20,7,14,0,258,183,10,15,20,6,225,222,98,70,475,6,869,10259,876,715,2206,114,14173,369,70,44,1005,5996,7478,25522,7347,5540,96335,7135,141886
3017,1157,5653,4913,54067,551,66339,35,577,324,11611,142,12686,1365,113,153,810,21,2463,131,49,24,171,0,383,919,332,246,846,7,2355,9447,5256,4157,47933,444,67238,2147,74,446,161,14,2848,467,88,70,441,3,1069,1458,675,486,6923,69,9603,370,150,80,705,3,1310,149,73,29,118,0,366,2062,64,61,118,6,2310,1994,1166,863,16147,92,20256,1387,946,387,6094,37,8849,428,5,22,4,0,469,33,11,14,65,0,124,19,9,0,16,0,39,156,95,54,415,0,727,712,229,203,140,9,1292,747,366,282,277,10,1681,325,78,82,320,3,804,153,31,49,136,3,378,234,52,19,50,4,363,2686,1341,1067,13561,91,18751,72,22,9,24,0,126,497,54,85,26,0,665,438,80,50,376,3,957,204,21,13,29,0,277,386,15,22,12,3,433,319,125,79,551,0,1073,8496,1488,1390,6544,171,18086,470,77,61,1052,12514,14185,31476,11183,8948,113814,13857,179268
3018,48,417,328,5669,72,6528,0,21,10,1028,21,1087,61,6,10,46,4,118,9,4,0,8,0,21,72,16,11,42,3,138,602,397,263,5103,89,6444,179,0,22,3,4,207,16,0,0,27,0,44,81,42,20,973,10,1126,7,3,0,15,0,30,6,3,4,9,0,21,68,6,7,5,4,88,128,81,61,1828,22,2121,36,33,0,151,0,222,32,0,7,0,0,37,4,0,0,7,0,14,0,0,0,0,0,0,6,4,3,4,0,18,24,18,7,10,0,57,38,37,36,11,0,125,15,5,4,18,4,38,12,4,0,7,0,23,9,0,0,3,0,16,186,104,84,1434,22,1830,7,0,0,0,0,11,28,6,8,0,0,36,22,0,0,21,0,40,4,0,0,0,0,4,16,0,0,0,0,16,19,7,10,25,0,65,309,52,66,206,8,630,16,11,3,152,970,1147,1633,742,554,11458,1158,15543
3019,96,648,583,6920,53,8303,9,32,20,889,18,955,57,15,11,66,0,151,23,8,3,10,0,42,166,36,22,84,6,316,1394,607,537,6256,79,8866,121,8,40,15,0,184,51,8,4,45,0,106,195,75,58,1030,7,1366,14,12,6,45,0,71,18,0,3,14,0,42,37,4,0,22,0,58,280,146,125,2105,13,2670,80,34,13,253,0,385,16,0,0,0,0,16,7,0,0,14,0,22,0,0,0,5,0,6,23,9,0,40,0,79,111,30,25,19,0,185,100,47,56,36,0,241,38,18,11,48,0,111,22,8,4,13,0,47,11,0,3,9,0,22,372,142,109,1712,10,2353,7,0,0,0,0,13,88,9,4,9,4,121,34,3,7,33,0,78,8,0,0,0,0,13,14,0,0,0,0,16,50,12,9,78,0,140,496,136,82,407,12,1132,39,3,6,134,1028,1216,3018,1195,1003,14054,1182,20448
4000,1402,7323,6178,95290,1482,111672,33,272,144,9201,251,9895,923,41,84,242,19,1306,388,86,44,229,9,751,2151,618,487,1276,45,4578,18562,7453,6418,81341,1634,115405,1451,20,271,72,27,1846,381,71,51,513,10,1026,2764,1321,1075,26362,336,31854,1106,185,98,798,29,2221,293,100,19,173,5,593,921,61,35,80,4,1099,2602,1119,774,16282,219,20983,1745,702,291,2831,74,5646,81,3,28,11,0,119,61,24,11,129,0,226,31,7,9,26,0,70,207,71,45,245,3,581,493,95,77,65,16,753,489,220,176,130,5,1025,721,175,100,654,12,1660,248,44,33,115,8,445,66,6,0,0,0,68,3844,1579,1275,17985,278,24965,160,34,21,54,0,267,478,61,41,35,0,620,252,47,26,179,9,515,103,11,9,12,0,138,249,19,32,13,11,327,610,136,118,745,14,1626,6704,1145,933,2934,160,11871,353,97,70,2192,18214,20928,40464,13406,10944,188123,21869,274817
4001,15558,49356,37422,303125,3694,409161,260,1452,769,19339,423,22248,51720,958,1932,1677,257,56545,4959,921,516,2249,56,8698,9784,3475,2221,6689,113,22285,120755,48539,37789,286499,4394,497976,14646,435,2014,539,91,17722,2932,571,460,2562,33,6555,15769,6793,4692,62647,595,90496,18936,4008,1830,12445,244,37472,2949,671,335,1309,33,5294,39857,732,545,513,88,41730,20593,7938,5499,68538,656,103223,41729,10685,4522,36537,590,94065,4100,87,284,130,9,4607,2946,839,439,1343,19,5593,968,169,111,453,5,1709,2804,922,551,2649,40,6977,1447,557,311,376,35,2730,2421,1279,916,567,26,5212,10204,1805,1156,4583,116,17863,4354,441,467,958,53,6268,314,123,29,21,0,489,25601,9933,7688,66404,668,110290,5089,587,350,850,28,6899,4016,549,472,216,18,5270,3377,352,303,869,20,4928,2776,203,190,133,12,3318,20131,723,768,540,117,22285,4820,1120,813,3410,44,10205,138435,11161,8755,16895,1244,176488,6470,498,445,4861,42989,55267,511758,97124,71100,623961,54017,1357959
4002,208,876,558,10461,167,12267,12,40,10,728,8,792,138,4,15,63,0,221,57,11,0,18,5,93,306,127,68,271,6,782,1300,785,555,9133,119,11890,151,0,50,22,0,225,32,9,7,62,0,103,260,132,77,1836,13,2314,65,22,11,64,3,163,32,11,5,18,0,61,130,9,3,9,3,158,189,112,89,2088,26,2504,359,102,21,508,9,1003,7,3,6,3,0,13,0,0,0,14,0,19,8,0,0,4,0,14,17,11,0,20,0,54,55,43,21,22,0,137,59,45,20,23,0,146,98,30,12,99,4,237,33,4,3,8,0,45,0,0,0,0,0,0,344,169,121,2385,31,3045,9,3,0,13,0,22,64,7,19,0,0,90,30,5,0,25,0,56,19,6,0,0,0,32,36,0,7,0,0,45,53,13,8,61,0,141,1248,111,99,283,16,1751,71,19,5,315,1391,1795,4422,1573,1011,20458,1706,29173
4003,118,455,363,5710,111,6764,0,44,19,896,20,975,251,0,7,14,0,274,18,3,0,10,0,29,119,27,23,83,3,259,848,449,376,5435,119,7229,473,6,38,10,3,529,15,3,0,36,0,61,144,105,65,1962,22,2297,10,7,0,13,0,32,9,0,3,4,3,22,70,0,6,10,0,76,111,53,34,880,18,1097,198,54,26,232,7,516,10,0,3,0,0,18,12,6,3,5,0,30,0,0,0,0,0,0,7,13,0,20,0,40,79,5,5,9,0,103,39,19,13,18,0,88,42,7,7,41,0,98,16,0,0,10,0,31,13,0,0,0,0,13,187,71,61,1086,12,1421,12,0,0,0,0,13,24,5,0,6,0,30,27,8,0,5,0,34,4,0,3,4,0,12,98,0,0,0,0,105,24,8,5,36,6,78,580,73,62,190,8,918,51,6,5,156,1328,1545,3061,839,656,11941,1585,18082
4004,50,297,207,4611,86,5248,3,73,11,2267,39,2394,71,3,5,25,0,100,22,0,0,12,0,33,60,31,13,58,0,157,442,322,233,3446,59,4498,46,0,17,4,0,72,15,5,4,11,0,35,95,39,34,699,13,873,15,7,3,24,0,50,5,3,0,6,0,13,136,0,4,0,0,143,87,46,38,863,11,1050,108,29,16,181,6,332,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,9,0,18,11,11,6,5,0,27,8,3,7,3,0,27,13,4,17,18,0,55,4,5,0,5,0,7,5,0,0,0,0,5,90,53,53,702,9,910,0,0,0,3,0,10,16,0,12,3,0,29,10,0,4,9,0,23,11,0,0,0,0,8,26,0,0,0,0,28,21,8,0,25,0,51,461,62,19,197,0,745,25,4,10,121,1653,1825,1580,594,405,9577,1822,13977
4005,56,456,355,5776,82,6718,3,27,15,830,17,894,48,0,4,22,0,78,117,35,9,84,0,247,105,36,22,110,0,275,688,490,353,5063,102,6696,136,0,30,11,0,176,18,0,8,40,0,74,146,70,42,1169,21,1454,44,11,9,87,0,145,3,3,3,9,0,16,49,4,3,6,0,53,119,84,52,1004,7,1266,91,35,14,215,8,360,11,0,3,0,0,19,0,0,0,15,0,19,8,0,4,0,0,12,7,4,6,12,0,23,27,15,8,4,0,56,28,18,7,3,0,57,30,20,7,41,0,96,11,3,5,9,0,24,0,0,0,0,0,0,165,126,88,1148,12,1534,8,0,0,0,0,9,15,9,6,7,0,35,11,0,0,9,0,17,0,0,0,8,0,9,30,0,3,4,0,32,19,13,6,43,0,79,309,65,59,229,12,669,25,4,5,110,1052,1193,1881,909,652,11374,1259,16070
4006,73,353,189,5215,99,5923,5,26,7,601,11,649,46,3,8,16,0,70,11,3,0,8,0,22,62,19,22,36,0,140,479,340,221,4660,92,5790,94,5,10,5,0,116,16,0,3,28,0,47,73,59,31,853,11,1035,57,16,12,71,0,159,7,0,0,0,0,14,48,7,0,10,0,59,66,41,26,910,7,1053,253,97,37,436,6,825,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,12,0,0,22,0,39,13,0,0,7,0,18,19,14,0,9,0,53,19,6,0,31,0,57,0,0,0,0,0,5,0,0,0,0,0,0,127,68,48,778,4,1029,5,0,0,3,0,7,22,3,0,0,0,31,9,0,0,9,0,24,7,0,0,0,0,3,10,0,0,0,0,12,12,13,0,46,0,70,319,51,18,164,6,562,11,10,6,175,793,996,1584,684,393,10281,995,13938
4007,154,968,756,8183,148,10205,4,17,12,385,6,420,86,11,13,34,0,144,41,10,3,30,4,89,338,65,36,134,3,581,3933,1053,830,8609,183,14604,101,4,28,4,0,141,67,21,6,64,6,166,412,141,94,1806,24,2482,56,29,5,67,7,153,42,11,8,8,0,62,64,6,0,9,0,75,570,162,118,1796,16,2660,213,88,23,199,0,531,7,0,7,8,0,21,9,3,0,15,3,29,4,0,0,0,0,4,35,8,8,17,0,65,30,9,7,6,0,49,54,27,26,11,0,112,100,14,12,46,3,171,32,0,0,9,0,50,0,0,4,0,0,6,714,265,164,2034,26,3202,11,0,0,3,0,18,40,13,4,0,0,58,27,14,5,18,0,57,6,0,4,0,0,9,20,7,6,0,0,28,145,24,8,85,0,268,611,152,130,322,18,1241,41,4,8,139,829,1022,6522,1813,1336,16990,1179,27834
4008,194,794,656,6601,105,8352,4,37,13,1003,18,1075,114,0,7,17,0,140,101,20,5,56,4,190,191,44,39,87,4,367,2237,754,631,5211,118,8948,329,21,50,12,3,415,37,10,6,27,5,75,280,96,80,1031,10,1503,110,28,8,101,0,245,14,8,0,9,0,34,188,5,0,3,0,195,410,116,93,950,13,1575,166,54,21,242,10,492,8,4,6,0,0,16,3,4,0,6,0,18,4,0,0,0,0,4,35,11,7,19,0,67,51,14,12,10,0,85,32,22,15,3,0,73,48,8,3,48,0,112,17,0,0,4,0,24,4,5,0,0,0,6,879,208,151,1049,14,2302,41,4,0,6,0,55,82,4,12,0,0,98,89,10,4,24,0,131,15,0,0,4,0,13,9,3,0,4,0,26,111,22,22,56,0,214,618,107,65,218,19,1025,66,11,8,148,1310,1529,5265,1421,1102,12038,1579,21403
5000,2294,11750,10372,83916,1444,109781,81,730,354,23589,517,25263,1754,89,118,315,24,2301,519,208,104,642,20,1486,2961,899,568,1569,44,6045,33198,11254,9777,69339,1694,125259,3197,20,290,74,33,3619,998,95,116,393,5,1607,3315,818,809,5926,106,10978,283,126,69,339,7,824,264,72,44,87,4,474,1269,131,77,136,14,1624,6571,1952,1505,16875,321,27222,3347,1341,635,5826,105,11259,186,5,16,0,0,215,66,17,8,41,6,135,251,62,32,143,5,486,191,81,34,154,4,462,2513,320,275,111,57,3281,1904,692,482,223,37,3335,1044,218,148,617,19,2043,262,30,46,120,7,472,178,18,11,6,3,214,7849,2413,2052,16327,268,28910,234,35,17,53,0,335,1603,171,157,53,6,1993,572,54,39,255,9,936,133,25,15,19,0,198,486,11,33,12,6,556,1193,246,178,748,10,2375,11587,1650,1511,3177,263,18184,703,163,138,1483,48996,51481,71441,20828,17265,166834,52916,329284
5001,319,1615,1420,10035,142,13535,4,68,34,1064,18,1185,211,5,28,37,0,285,40,17,14,57,0,131,546,166,92,429,6,1242,4140,1648,1379,8895,175,16237,638,8,44,16,3,707,98,17,11,40,0,170,370,98,117,682,13,1284,23,8,0,42,0,82,39,3,5,8,0,60,151,7,9,28,4,190,617,231,190,1903,26,2970,345,141,63,660,10,1212,18,0,8,4,0,24,6,0,0,3,0,10,10,0,0,13,0,26,17,5,4,10,0,37,107,21,24,11,0,173,134,83,44,42,0,307,199,46,26,131,3,405,32,0,6,12,0,48,3,0,0,0,0,3,908,320,274,1937,21,3461,21,4,0,10,0,34,240,26,16,15,0,306,53,4,4,19,0,81,21,4,5,0,0,29,32,0,0,3,0,37,189,38,42,104,7,373,1268,210,209,339,18,2041,82,21,17,176,1736,2031,8638,2796,2322,18442,2097,34302
5002,141,618,554,4981,43,6350,4,167,38,2815,84,3109,160,31,16,97,5,302,43,14,8,30,0,96,168,60,34,93,4,357,1689,585,448,4071,70,6862,235,4,20,19,0,286,94,9,10,24,0,140,212,50,27,338,7,641,19,14,3,35,0,75,21,4,3,7,0,32,92,9,4,16,0,125,366,126,73,1255,5,1824,271,78,38,283,0,672,18,0,3,0,0,20,8,0,0,6,0,8,14,4,0,12,0,23,16,8,9,13,0,47,75,19,6,4,5,98,90,27,17,13,3,148,52,11,9,29,0,105,20,4,0,11,0,34,6,0,3,0,0,13,431,131,108,1065,8,1744,14,0,0,0,0,15,83,15,12,0,0,113,71,0,12,17,0,100,14,3,5,5,0,26,27,0,0,0,0,27,68,12,10,42,0,137,746,153,106,447,28,1477,70,7,6,107,2969,3163,4193,1252,912,10958,3176,20493
5003,631,3370,2612,21541,205,28352,13,156,67,2228,40,2514,718,19,49,57,5,859,69,34,31,139,0,272,757,239,153,436,5,1586,7999,3372,2637,19075,250,33324,1053,8,110,22,6,1198,172,37,15,136,0,362,719,197,139,1356,19,2431,98,41,13,194,6,353,42,14,6,29,0,95,715,30,19,53,3,813,1694,503,424,4351,37,7001,1067,516,201,2625,20,4427,135,4,16,0,0,157,65,13,10,9,0,96,18,10,9,38,0,73,31,22,16,32,0,101,911,148,99,43,13,1215,431,223,111,81,5,858,325,83,81,233,5,725,121,9,15,30,0,175,47,3,6,0,0,56,1901,650,560,4154,46,7308,47,6,8,12,0,66,842,54,62,29,0,990,139,17,22,101,0,277,47,3,8,5,0,62,115,5,17,3,3,140,252,83,48,210,4,588,3261,430,438,790,48,4959,194,41,32,329,3488,4081,19323,6004,4610,40076,4028,74044
5004,328,1996,1730,11634,176,15862,3,52,34,694,9,798,212,12,28,39,0,300,50,13,15,83,4,169,416,112,91,257,4,888,5262,1977,1548,10416,194,19396,151,10,42,15,0,217,183,20,24,77,0,306,452,134,112,712,12,1420,38,22,7,83,0,159,37,16,3,29,0,82,130,16,17,31,0,197,1009,374,239,2635,24,4285,391,168,87,913,15,1581,47,0,6,0,0,58,10,4,3,5,0,16,11,10,8,25,0,43,28,12,4,26,0,74,135,45,33,23,4,231,234,157,84,35,9,523,125,32,32,58,3,255,48,9,13,26,0,92,9,0,0,0,0,4,1107,408,297,2401,20,4236,18,4,0,7,0,29,275,52,32,16,0,374,64,16,7,68,0,159,37,7,5,8,0,53,61,8,7,8,0,79,187,48,25,102,0,362,1446,283,313,367,23,2426,73,31,25,215,2019,2362,9733,3480,2774,21559,2418,39963
5005,74,531,437,4018,83,5155,0,19,6,486,12,530,64,4,0,9,0,81,5,4,0,31,0,40,79,20,20,51,0,174,936,464,345,3001,85,4835,85,0,19,0,0,104,23,0,7,24,0,55,132,37,34,318,3,525,7,4,0,6,0,22,7,3,0,0,0,14,45,6,4,3,0,52,172,67,49,737,6,1033,59,42,17,240,0,358,4,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,5,0,7,74,21,17,16,4,129,86,35,22,8,0,146,20,3,0,16,0,49,12,0,3,5,0,19,5,0,0,0,0,4,266,113,83,727,13,1197,0,0,0,6,0,7,63,5,9,0,0,79,6,3,3,4,0,21,13,0,0,0,0,13,15,0,0,0,0,18,32,5,6,30,0,72,302,83,68,132,10,593,20,10,10,73,1190,1304,2038,876,671,7117,1372,12063
5006,224,1512,1164,11786,132,14816,9,140,58,3165,44,3416,220,13,22,68,0,326,35,18,7,105,3,167,298,90,61,203,5,650,2842,1365,1059,9626,138,15033,485,13,79,21,4,600,89,18,15,47,0,170,317,81,74,820,6,1294,32,22,15,29,0,101,26,10,0,12,0,46,278,20,12,35,0,346,516,270,172,2570,18,3554,366,165,81,864,18,1489,6,0,0,4,0,10,6,0,0,3,0,14,34,8,5,31,0,82,26,18,4,23,0,70,199,37,39,27,4,303,120,72,61,40,0,293,78,23,20,84,0,207,39,6,5,23,0,76,18,0,4,5,0,25,664,277,214,2149,24,3325,6,0,0,0,0,9,294,35,15,29,0,368,73,10,3,48,0,130,12,0,5,0,0,22,149,3,8,0,0,152,90,41,23,99,0,249,1390,241,261,655,17,2566,82,12,7,209,3285,3600,7169,2628,1964,22908,3606,38278
5007,264,1025,1004,7442,100,9827,13,75,63,1626,70,1842,307,7,17,36,0,371,86,29,13,119,0,248,188,81,28,96,0,398,2482,867,786,5700,98,9932,788,3,77,13,3,890,73,4,6,34,3,131,307,72,61,549,13,1006,28,11,9,39,0,89,16,4,0,5,0,33,465,10,15,16,0,514,603,168,128,1576,18,2499,195,99,62,622,15,991,37,0,0,0,0,35,9,0,0,7,0,16,5,4,3,17,0,29,8,11,6,13,0,36,983,93,89,23,24,1204,376,111,61,27,4,583,66,20,7,65,0,157,24,5,9,8,0,41,141,17,0,4,3,163,738,225,144,1340,13,2463,23,4,3,4,0,35,308,31,21,4,0,360,83,4,3,20,0,112,34,0,5,3,0,36,58,0,3,0,0,64,73,26,9,68,0,178,2262,159,197,308,29,2954,146,23,23,186,3342,3711,8725,1831,1610,14035,3666,29861
