SUA_CODE_2021,1_74_RE_agent,1_74_StateTeHAuthority,1_74_Com_house_prov,1_74_Person_not_same_hh,1_74_Oth_type,1_74_Not_stated,1_74_Total,75_99_RE_agent,75_99_StateTeHAuthority,75_99_Com_house_prov,75_99_Person_not_same_hh,75_99_Oth_type,75_99_Not_stated,75_99_Total,100_149_RE_agent,100_149_StateTeHAuthority,100_149_Com_house_prov,100_149_Person_not_same_hh,100_149_Oth_type,100_149_Not_stated,100_149_Total,150_199_RE_agent,150_199_StateTeHAuthority,150_199_Com_house_prov,150_199_Person_not_same_hh,150_199_Oth_type,150_199_Not_stated,150_199_Total,200_224_RE_agent,200_224_StateTeHAuthority,200_224_Com_house_prov,200_224_Person_not_same_hh,200_224_Oth_type,200_224_Not_stated,200_224_Total,225_274_RE_agent,225_274_StateTeHAuthority,225_274_Com_house_prov,225_274_Person_not_same_hh,225_274_Oth_type,225_274_Not_stated,225_274_Total,275_349_RE_agent,275_349_StateTeHAuthority,275_349_Com_house_prov,275_349_Person_not_same_hh,275_349_Oth_type,275_349_Not_stated,275_349_Total,350_449_RE_agent,350_449_StateTeHAuthority,350_449_Com_house_prov,350_449_Person_not_same_hh,350_449_Oth_type,350_449_Not_stated,350_449_Total,450_549_RE_agent,450_549_StateTeHAuthority,450_549_Com_house_prov,450_549_Person_not_same_hh,450_549_Oth_type,450_549_Not_stated,450_549_Total,550_649_RE_agent,550_649_StateTeHAuthority,550_649_Com_house_prov,550_649_Person_not_same_hh,550_649_Oth_type,550_649_Not_stated,550_649_Total,650_749_RE_agent,650_749_StateTeHAuthority,650_749_Com_house_prov,650_749_Person_not_same_hh,650_749_Oth_type,650_749_Not_stated,650_749_Total,750_849_RE_agent,750_849_StateTeHAuthority,750_849_Com_house_prov,750_849_Person_not_same_hh,750_849_Oth_type,750_849_Not_stated,750_849_Total,850_949_RE_agent,850_949_StateTeHAuthority,850_949_Com_house_prov,850_949_Person_not_same_hh,850_949_Oth_type,850_949_Not_stated,850_949_Total,950oveRE_agent,950oveStateTeHAuthority,950oveCom_house_prov,950ovePerson_not_same_hh,950oveOth_type,950oveNot_stated,950oveTotal,Rent_NS_RE_agent,Rent_NS_StateTeRent_Hauth,Rent_NS_Com_house_prov,Rent_NS_Person_not_same_hh,Rent_NS_Oth_type,Rent_NS_Not_stated,Rent_NS_Total,Total_RE_agent,Total_StateTer_HAuthority,Total_Com_house_prov,Total_Person_not_same_hh,Total_Oth_type,Total_NS,Total_Total
2011,480,1480,199,510,103,17,2787,245,2077,240,379,107,16,3068,1128,12637,1071,2417,507,138,17901,2468,5132,1816,3821,716,110,14055,2984,2552,1083,3226,517,60,10423,12716,2549,1162,5868,1363,117,23779,72140,2292,929,15459,2242,273,93326,165750,1801,566,18802,2646,338,189906,73396,413,167,8882,804,129,83790,31693,106,51,3822,240,51,35952,15771,61,25,1991,144,29,18006,8658,40,21,1257,70,11,10052,4694,29,12,624,49,8,5416,8654,25,4,1470,185,24,10357,7604,2709,547,5974,1542,1170,19545,408378,33897,7886,74498,11224,2486,538368
2012,4,30,10,17,28,3,98,6,42,8,11,7,4,77,58,246,37,93,57,7,499,253,158,48,202,44,9,712,308,65,16,230,28,4,650,677,69,27,236,53,5,1069,1185,29,23,280,54,9,1585,770,7,10,143,34,4,965,129,3,0,35,6,0,184,20,0,0,15,3,0,43,8,0,0,9,7,0,27,8,0,0,14,7,0,24,3,0,0,0,0,0,9,0,0,0,18,4,0,27,57,44,10,79,52,32,277,3494,692,203,1366,394,82,6232
2013,6,29,0,10,0,0,43,3,38,7,6,4,0,51,82,188,18,47,14,7,351,250,83,15,84,4,0,437,161,28,10,96,11,4,306,300,48,20,81,17,0,465,306,13,10,66,4,6,400,81,6,5,28,6,0,125,12,5,0,3,0,0,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,26,4,25,9,0,91,1210,456,87,450,73,22,2296
2014,0,12,0,0,5,0,17,0,12,3,0,0,0,18,14,78,7,18,4,3,120,65,45,3,57,4,5,177,80,29,0,36,10,0,153,123,12,3,60,9,0,206,164,6,0,58,0,4,233,126,4,0,20,4,0,158,20,0,0,6,0,0,25,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,13,17,0,15,12,0,51,602,219,18,278,47,11,1171
2015,3,10,0,3,0,0,18,0,8,4,5,0,0,18,8,90,6,19,3,0,128,77,39,14,34,9,0,169,119,18,16,47,3,0,199,269,30,9,46,50,0,400,402,8,10,47,49,0,517,348,3,0,37,14,4,399,73,0,0,4,0,0,83,11,0,0,0,0,0,15,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,26,23,0,15,9,5,76,1338,237,50,252,139,14,2035
2016,3,31,0,9,0,0,47,5,38,0,9,4,0,63,45,258,28,101,28,4,461,246,162,63,130,28,7,642,292,120,32,140,31,3,618,810,83,35,242,49,5,1228,1156,42,40,254,72,17,1578,761,15,4,156,39,10,985,154,0,0,35,19,0,215,12,0,0,5,6,0,25,5,0,0,10,0,0,15,6,0,0,0,3,0,11,5,0,0,3,0,0,9,3,0,0,4,4,0,12,73,58,8,65,35,23,261,3566,812,220,1157,326,75,6157
2017,0,5,4,3,0,0,15,0,17,5,3,0,0,25,37,80,4,24,0,4,154,126,52,7,34,11,0,233,81,19,4,42,4,0,164,205,15,4,62,8,3,295,191,3,3,67,10,0,284,95,3,0,33,6,0,140,20,0,0,8,0,0,25,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,13,8,24,8,9,68,775,216,45,313,62,12,1414
2018,11,39,13,6,6,6,78,11,46,9,7,3,0,72,85,251,16,49,6,5,413,388,108,40,124,22,6,695,439,55,15,130,16,8,669,691,52,20,184,24,5,974,758,8,19,140,18,5,950,531,11,0,71,7,0,620,136,0,5,19,6,0,159,12,0,0,0,4,0,11,5,0,0,0,4,0,12,0,0,0,0,0,0,4,0,0,0,4,0,0,8,8,0,0,0,3,0,12,49,47,13,48,33,14,202,3121,617,157,787,148,48,4881
2019,0,23,0,0,10,0,33,0,17,0,0,0,0,22,15,141,9,20,8,4,197,113,65,24,45,14,0,262,126,28,6,66,9,0,234,310,39,8,102,6,0,462,383,10,10,94,9,0,500,335,4,0,48,0,0,391,50,0,0,8,0,0,64,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,31,35,4,21,16,9,113,1373,367,69,413,63,12,2299
2020,4,17,0,6,0,0,27,5,7,0,6,0,0,12,21,110,4,34,18,3,189,42,47,10,53,18,0,168,58,19,0,78,16,0,171,194,19,6,106,11,0,342,720,20,3,177,12,3,933,972,5,0,124,12,3,1108,131,0,0,23,5,0,155,21,0,0,3,0,0,27,10,0,0,5,0,0,10,0,0,0,3,0,0,7,0,0,0,0,0,0,0,6,0,0,5,0,0,7,37,23,3,49,13,8,134,2215,266,31,655,100,20,3294
2021,3,36,4,13,11,0,60,3,30,3,3,7,0,41,48,219,22,43,6,8,344,76,97,30,77,11,3,296,150,52,5,95,9,0,310,387,70,13,118,7,0,599,717,17,17,206,22,3,986,745,0,15,120,21,0,908,184,0,3,40,5,0,232,36,0,0,7,3,0,50,10,0,0,4,0,0,16,0,0,0,0,0,0,4,0,0,0,4,7,0,11,0,0,0,3,3,0,4,41,48,11,37,24,9,165,2403,573,126,763,138,24,4026
3000,122,865,181,334,3233,14,4755,58,783,213,194,720,17,1990,514,2725,688,1484,1269,75,6753,1780,1694,989,2469,1025,128,8084,2341,360,208,2695,653,64,6310,6021,408,239,3470,864,74,11078,8609,207,100,3601,756,50,13333,6001,80,31,1996,441,29,8580,1761,15,9,571,157,9,2515,564,7,0,193,100,0,870,253,3,0,93,119,0,469,113,5,0,47,88,0,260,66,8,0,35,62,0,165,165,0,0,234,152,8,560,630,427,151,1691,2656,206,5765,28998,7591,2827,19113,12293,677,71495
3001,0,0,0,4,3,0,6,0,3,0,0,5,0,11,5,24,3,5,23,0,65,9,23,5,19,19,0,73,20,8,5,22,35,0,94,82,0,4,46,22,0,159,255,4,6,89,43,0,393,375,0,0,119,62,5,560,279,0,0,61,19,0,361,87,0,0,16,9,0,110,35,0,0,11,11,0,58,8,0,0,5,4,0,24,5,0,0,0,0,0,12,10,0,0,30,22,0,62,19,6,5,32,47,5,118,1197,73,32,454,330,10,2101
3002,163,1653,75,193,90,17,2197,66,2046,96,121,42,11,2384,566,9113,477,1044,378,75,11658,1467,4540,970,2030,681,80,9771,1835,1825,599,2104,523,57,6943,10101,1938,753,3782,2711,116,19405,41373,1460,710,9410,2763,217,55925,93944,536,340,13718,4657,271,113460,43995,138,81,6104,1209,88,51606,16472,35,27,2392,415,26,19366,6506,15,12,1023,132,10,7697,2890,6,13,515,78,4,3508,1411,8,7,241,26,3,1694,1959,0,0,507,95,8,2575,3373,1800,277,2337,932,668,9390,226130,25132,4440,45526,14728,1634,317585
3003,3,65,4,19,8,0,101,0,90,13,12,30,0,141,36,316,32,92,40,8,524,127,189,63,157,88,6,630,300,96,17,231,65,3,705,983,91,20,487,99,10,1688,2073,53,51,761,128,22,3092,1133,14,12,278,47,7,1486,169,3,5,43,16,0,231,40,3,0,12,10,0,65,17,0,0,8,6,0,31,6,0,0,0,4,0,14,0,0,0,3,9,0,14,17,0,0,9,5,0,29,89,65,22,109,58,24,371,4994,977,234,2222,611,77,9116
3004,15,130,7,14,17,0,187,7,155,18,10,11,0,206,41,584,60,120,42,7,855,237,402,107,242,59,17,1062,411,147,41,322,74,8,998,1494,165,77,582,225,17,2553,2794,106,45,968,266,15,4196,4334,50,31,1154,303,15,5894,2127,3,10,396,63,8,2610,645,3,0,118,18,0,788,215,0,0,46,12,0,276,62,0,0,20,5,0,85,33,0,0,7,3,0,55,48,3,0,55,31,0,137,212,162,25,207,116,59,788,12695,1916,417,4268,1256,152,20692
3005,0,24,0,4,48,0,78,4,21,0,9,45,0,75,13,48,4,29,40,0,128,38,20,5,33,44,0,136,56,9,3,49,28,0,146,200,16,10,60,17,0,299,369,11,3,75,20,0,470,494,4,0,69,12,0,577,119,0,0,19,13,0,151,24,0,0,4,3,0,31,3,0,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,6,34,12,0,33,42,8,124,1354,147,28,386,321,9,2242
3006,7,80,8,3,14,4,116,5,53,10,6,7,0,82,97,234,19,53,37,4,444,506,147,56,133,28,9,889,392,51,40,163,39,0,695,779,34,26,206,31,0,1078,1527,10,11,182,34,0,1767,1098,0,5,91,23,0,1218,163,0,0,16,11,0,189,38,0,0,5,0,0,48,16,0,0,3,4,0,18,4,0,0,0,3,0,3,0,0,0,0,0,0,0,9,0,0,3,5,0,18,108,32,11,52,59,17,274,4733,649,184,925,296,35,6827
3007,53,212,7,41,37,4,358,11,336,19,29,9,3,410,55,1730,109,228,92,9,2227,258,640,230,481,238,16,1856,218,307,129,578,182,20,1431,839,295,158,841,290,24,2437,4152,238,159,1990,647,46,7237,17804,145,168,4470,2197,92,24878,17399,44,60,3181,1413,51,22144,8360,10,25,1413,477,36,10319,3744,4,8,680,194,11,4635,1820,0,0,352,61,4,2242,936,3,0,167,25,4,1126,1282,0,0,341,78,4,1713,1035,329,81,927,342,217,2937,57968,4301,1165,15714,6282,527,85958
3008,3,14,4,4,3,0,21,0,18,3,4,6,0,29,3,81,10,20,6,0,122,36,62,32,57,19,4,199,117,22,14,64,9,0,216,290,24,15,156,14,3,499,700,4,12,210,28,5,956,469,0,7,86,13,0,577,58,0,0,17,8,0,82,6,0,0,3,0,0,10,0,0,0,4,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,28,10,4,33,8,9,90,1717,226,96,648,103,20,2804
3009,4,31,0,8,4,0,44,0,29,0,3,8,0,40,11,176,20,21,16,9,255,26,133,32,62,43,0,295,70,28,8,76,74,3,258,353,52,25,195,54,4,684,1280,30,12,451,98,3,1881,1912,6,7,334,112,7,2380,302,0,0,52,11,0,369,75,0,0,7,10,0,92,17,0,0,15,3,0,35,4,0,0,6,4,0,19,3,0,0,9,3,0,10,4,0,0,22,14,0,40,62,32,17,63,52,21,248,4131,514,139,1331,500,47,6665
3010,5,9,0,5,12,0,25,0,15,4,3,12,0,30,16,30,5,8,13,0,70,69,20,3,21,8,0,128,100,8,0,43,3,0,155,294,12,0,74,13,7,392,376,4,0,58,6,0,442,144,0,4,23,5,0,177,9,0,0,0,0,0,17,5,0,0,0,3,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,5,13,7,0,15,4,0,49,1041,100,20,252,70,11,1496
3011,3,98,0,14,12,0,132,0,95,9,10,0,0,120,20,356,19,54,28,0,480,121,240,46,143,62,7,614,189,81,26,187,51,5,537,601,101,30,299,45,10,1091,1275,48,40,489,75,8,1943,2471,14,31,497,68,7,3093,1167,5,3,154,31,0,1366,257,0,0,48,6,0,304,69,0,0,14,5,0,98,15,0,0,6,0,0,28,6,0,0,5,0,0,14,11,0,0,7,5,0,23,127,110,14,110,51,29,437,6329,1149,224,2045,443,72,10264
3012,4,31,0,4,4,0,37,0,28,7,3,0,0,42,8,160,17,32,7,6,234,80,55,18,82,31,6,269,160,26,9,136,27,7,370,429,32,10,244,36,7,766,572,9,10,211,16,5,828,191,11,5,66,0,0,267,10,0,0,4,4,0,25,0,0,0,0,0,0,7,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,32,7,36,18,13,135,1496,394,84,818,153,37,2978
3013,9,86,0,0,157,0,249,4,56,6,3,44,0,101,18,149,0,21,28,4,219,87,115,8,30,31,5,278,89,42,6,57,17,0,218,191,35,9,75,28,4,345,205,14,8,126,36,0,387,382,9,0,137,36,0,561,249,0,0,53,10,0,314,80,0,0,24,11,0,122,20,0,0,5,5,0,26,9,0,0,3,4,0,15,0,0,0,0,3,0,8,0,0,0,4,3,0,9,32,38,4,44,117,11,238,1380,544,44,584,513,25,3090
3014,3,106,20,9,10,8,155,3,121,6,15,0,0,142,42,300,41,100,23,3,507,183,208,105,154,41,11,699,343,78,42,259,34,7,762,1108,73,43,469,59,4,1752,1789,46,16,557,63,14,2479,1617,14,21,252,36,0,1946,339,4,0,50,8,0,405,90,0,4,21,5,0,117,10,0,0,0,4,0,19,3,0,0,6,0,0,13,0,0,0,0,0,0,4,4,0,0,4,10,0,14,126,91,14,127,94,23,476,5657,1051,311,2027,384,67,9499
3015,26,138,10,47,26,0,243,6,218,20,27,37,0,301,34,1043,43,137,42,5,1304,117,415,98,292,140,14,1072,115,178,56,344,81,14,798,479,140,55,567,169,25,1435,2151,139,78,1257,236,25,3884,7207,81,43,2197,374,37,9933,8863,20,11,1590,233,16,10732,4104,4,3,594,71,12,4787,1542,0,0,289,32,0,1864,635,0,0,123,12,0,778,326,0,5,87,5,0,415,477,0,0,216,46,4,743,447,188,25,478,149,81,1370,26540,2567,451,8238,1651,230,39675
3016,7,85,3,13,17,0,128,10,132,13,23,6,0,184,73,473,47,143,31,7,765,270,203,60,215,48,6,810,597,86,23,301,33,6,1051,2048,101,49,568,169,10,2938,4950,56,32,942,157,15,6158,3812,24,15,532,67,12,4464,795,0,4,119,24,0,946,196,3,0,27,3,0,233,37,0,0,9,0,0,46,12,3,0,12,6,0,32,9,0,0,4,0,0,12,17,0,0,10,9,0,39,175,92,17,137,80,39,546,13014,1265,260,3066,656,92,18352
3017,21,188,9,20,11,0,257,9,220,17,17,10,5,274,83,831,52,158,77,6,1202,301,503,103,301,50,12,1263,695,182,41,437,83,12,1447,2432,285,73,785,888,18,4478,4637,124,35,1304,340,25,6470,5705,36,35,896,207,17,6906,1162,22,0,202,43,9,1434,302,0,0,63,14,0,379,91,0,0,29,4,0,132,26,0,0,5,4,0,39,18,0,0,21,4,0,38,26,0,0,26,9,0,67,275,195,30,195,138,43,883,15778,2594,415,4458,1898,133,25275
3018,0,8,0,5,0,0,10,0,6,0,0,0,0,7,15,29,0,35,13,5,96,72,35,22,54,18,0,193,116,5,4,61,9,0,196,415,7,0,121,7,4,557,524,0,0,106,18,5,646,136,0,0,41,0,0,180,20,0,0,3,3,0,30,6,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,22,5,0,12,18,11,70,1325,98,29,443,84,19,1999
3019,0,10,0,3,3,0,17,0,17,3,4,4,0,30,5,47,4,16,7,0,69,27,31,40,31,9,4,142,27,13,7,41,10,0,97,98,8,4,69,16,0,199,277,0,0,110,50,5,450,496,3,0,99,10,0,613,270,0,0,43,5,0,317,68,0,0,10,0,0,79,20,0,0,0,3,0,31,6,0,0,0,3,0,11,3,0,0,0,0,0,3,0,0,0,11,4,0,20,32,11,4,18,16,0,81,1328,151,62,453,137,15,2154
4000,21,168,76,216,238,12,729,27,333,92,146,95,9,707,217,847,239,890,500,28,2719,976,485,327,1485,532,58,3857,887,173,95,1195,283,16,2646,2060,190,72,1371,260,23,3972,2089,35,38,1035,134,9,3340,1062,28,10,422,59,9,1591,166,6,5,98,48,0,320,37,0,0,34,22,0,92,12,3,0,23,29,0,68,13,0,0,21,33,0,72,0,0,0,11,16,0,28,14,3,0,81,46,0,152,139,167,79,628,767,77,1851,7721,2429,1037,7647,3059,239,22146
4001,62,695,111,202,41,14,1116,29,1520,240,146,33,16,1991,351,9308,1189,1170,279,117,12403,1041,3936,2521,2056,303,104,9964,1394,1590,826,2226,269,48,6349,8160,1904,1138,5052,1323,134,17708,24562,1559,845,10781,1270,121,39147,28370,662,426,8570,930,91,39051,10261,107,67,2601,229,22,13288,3082,26,23,772,75,8,3982,1149,16,16,281,38,0,1498,504,20,3,163,18,0,703,274,13,0,77,10,0,379,347,6,3,197,48,4,605,991,1271,485,1512,497,398,5148,80572,22620,7893,35800,5362,1083,153325
4002,0,22,3,11,0,0,33,0,63,0,5,0,0,80,76,302,22,59,15,7,480,387,198,32,108,36,0,760,236,68,11,110,18,5,440,495,71,18,136,25,6,747,485,16,5,101,8,3,619,190,5,4,32,4,0,234,36,0,3,6,3,0,48,0,0,0,0,0,0,9,0,0,0,0,4,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,9,0,0,8,4,0,14,20,40,3,50,26,11,159,1942,791,98,619,146,31,3626
4003,3,17,0,3,0,0,20,0,27,4,4,0,0,36,21,220,18,24,12,4,302,121,82,17,57,10,6,285,163,44,11,84,11,0,318,674,25,7,158,23,8,886,357,16,6,80,9,0,465,51,6,3,12,3,0,77,4,0,0,4,3,0,12,0,0,4,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,14,45,9,26,17,6,125,1414,479,74,473,87,25,2555
4004,3,22,4,0,0,0,30,4,49,4,10,3,0,71,23,204,26,32,25,0,314,199,147,12,68,33,3,456,114,55,4,64,25,0,268,206,53,3,53,21,0,342,188,27,0,44,9,0,264,64,0,0,12,4,0,84,16,3,0,4,0,0,29,3,3,0,3,5,0,16,0,3,0,0,4,0,9,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,9,0,10,26,35,0,24,54,5,139,857,607,60,323,199,14,2048
4005,4,15,0,10,0,0,31,0,46,11,10,5,0,72,9,188,7,25,8,0,236,100,94,14,73,22,4,300,90,33,4,72,8,0,210,185,40,11,112,16,0,370,282,25,0,139,15,0,460,158,4,0,66,10,0,232,13,0,0,10,3,0,32,4,0,0,0,6,0,13,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,11,7,27,4,23,11,8,90,853,478,46,549,105,24,2061
4006,0,25,0,3,0,0,31,4,34,0,4,0,0,53,40,275,20,33,10,4,387,315,129,27,105,23,4,595,144,49,0,62,7,0,264,234,21,3,62,17,0,339,133,0,0,35,3,0,175,24,0,0,10,9,0,42,8,3,0,3,0,0,12,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,25,7,16,26,8,91,913,568,62,342,91,17,1990
4007,3,0,0,12,0,0,23,0,0,6,4,0,0,12,13,25,16,40,19,0,111,43,26,70,74,40,0,257,61,9,16,91,13,0,191,281,21,32,212,14,3,565,641,3,14,243,28,0,931,349,4,0,89,0,3,445,33,0,0,22,4,0,56,8,0,0,0,3,0,11,8,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,8,0,16,15,5,8,41,27,10,107,1460,101,156,838,157,21,2743
4008,3,64,7,4,3,0,76,3,167,9,0,5,0,189,134,597,10,69,48,3,862,402,367,5,145,40,3,968,141,132,8,92,24,4,391,241,62,4,99,28,0,429,296,28,4,49,24,4,405,105,7,4,21,8,0,149,10,0,0,12,4,0,26,5,0,0,0,0,0,8,0,0,0,0,17,0,16,0,0,0,4,3,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,5,31,82,5,25,43,9,189,1372,1503,46,522,248,27,3717
5000,37,676,496,154,1433,19,2814,18,472,347,83,360,13,1283,112,1200,439,643,1064,29,3480,419,795,385,832,661,25,3120,433,390,78,868,417,12,2192,954,512,128,1126,529,25,3276,1479,297,90,1266,486,18,3633,1378,86,31,951,304,22,2778,497,20,10,299,122,3,947,194,4,4,132,57,0,389,68,10,0,52,64,0,192,42,0,0,39,35,4,120,15,0,0,26,19,0,63,65,0,0,165,217,0,451,192,375,160,833,1720,64,3343,5899,4837,2172,7466,7477,237,28092
5001,0,16,5,3,4,0,30,0,26,5,11,4,0,38,13,189,42,40,8,7,296,14,106,83,70,40,5,324,48,53,20,81,21,3,231,119,77,59,125,34,0,404,538,79,28,356,61,7,1062,648,18,12,213,34,0,927,135,6,0,43,11,0,197,18,0,0,4,4,0,29,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,10,9,0,16,24,40,20,46,33,3,161,1552,600,270,1008,266,29,3729
5002,4,15,0,0,8,0,29,0,21,3,0,7,0,35,11,142,5,5,41,0,202,7,138,15,19,47,0,238,6,63,6,11,50,3,138,18,105,10,29,71,0,229,86,110,17,51,67,0,338,155,38,9,79,138,0,417,170,10,0,52,56,0,288,124,3,0,38,7,0,173,87,0,0,37,13,0,137,58,3,0,20,6,0,92,27,0,0,14,0,0,48,40,0,0,30,29,0,95,41,65,10,35,111,11,271,833,725,81,413,653,25,2734
5003,5,21,3,10,7,0,39,3,48,11,4,9,0,80,29,323,39,54,11,5,457,54,208,118,82,31,6,500,123,90,42,156,19,4,432,446,105,24,321,39,5,933,1325,50,19,736,54,6,2192,1666,20,24,497,58,5,2273,349,0,0,72,5,0,431,68,0,0,14,9,0,90,16,0,0,7,5,0,32,5,3,0,4,0,0,13,0,0,0,9,0,0,8,11,0,0,3,11,0,16,84,47,21,83,83,21,336,4180,915,299,2059,334,49,7839
5004,5,16,0,19,5,0,33,0,13,0,8,0,0,27,0,176,19,25,21,0,246,19,108,31,40,19,4,215,22,34,6,66,25,0,155,31,54,13,84,33,0,215,240,42,11,204,52,0,547,775,22,0,370,43,4,1206,444,0,0,123,14,4,586,118,0,0,33,3,0,151,30,0,0,16,10,0,49,7,0,0,7,10,0,13,3,0,0,5,4,0,11,14,0,0,33,19,0,70,29,18,5,79,42,3,192,1730,489,90,1104,291,21,3714
5005,0,11,0,4,4,0,21,0,5,0,3,5,0,14,8,68,24,25,14,0,135,34,24,13,44,12,3,132,37,19,4,50,9,0,123,78,43,4,80,22,0,230,133,9,6,147,16,0,307,133,0,0,112,10,0,260,25,0,0,13,6,0,49,4,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,0,8,0,0,13,8,10,4,28,25,8,77,465,191,52,523,123,15,1379
5006,4,20,0,10,4,0,36,4,27,0,10,7,0,42,45,165,19,71,14,0,310,209,109,39,137,38,16,552,211,37,11,196,41,4,499,388,66,10,261,56,3,784,638,72,22,297,65,0,1089,411,7,0,170,21,0,613,82,3,0,27,4,0,122,17,0,0,6,0,0,33,6,0,0,7,0,0,11,3,0,0,0,0,0,10,0,0,0,0,0,0,5,3,0,0,0,8,0,13,34,35,7,72,49,6,208,2067,531,106,1266,309,32,4312
5007,0,8,0,4,5,0,15,3,23,0,4,14,0,44,26,126,43,28,59,9,279,24,83,13,46,67,4,238,63,71,0,68,66,0,265,188,115,5,112,80,3,504,541,58,0,167,72,0,848,642,18,0,177,40,0,877,270,6,0,45,8,0,330,124,4,0,21,6,0,151,30,0,0,3,0,0,34,7,0,0,0,4,0,14,0,0,0,0,0,0,0,4,0,0,6,4,0,18,46,23,11,44,94,7,223,1971,537,68,728,522,27,3855
5008,11,10,0,0,433,0,452,0,6,0,0,19,0,29,7,58,0,0,79,0,147,8,26,0,7,65,0,109,16,57,0,7,80,0,155,20,86,0,11,127,0,249,66,111,4,15,133,0,330,141,20,6,45,92,0,296,178,7,0,25,49,0,265,179,0,0,12,35,0,229,144,4,0,10,18,0,179,104,6,0,16,14,0,144,73,0,0,6,20,0,100,116,0,0,12,49,0,174,76,34,6,25,234,3,387,1142,427,23,193,1456,5,3258
5009,138,716,85,249,45,11,1244,43,1144,147,180,41,12,1560,433,7274,616,1500,251,76,10153,1415,3382,1388,2221,371,74,8845,2673,1307,381,2660,338,53,7406,9512,1800,564,5400,1122,64,18460,29281,1295,382,12899,1538,148,45547,46059,563,290,15202,1571,167,63848,20283,99,63,5404,438,43,26339,7303,18,11,1807,116,15,9272,3199,28,15,808,66,11,4122,1689,19,5,446,61,0,2226,944,12,5,235,29,5,1225,1550,20,0,475,111,12,2173,1832,1152,305,2524,760,491,7062,126344,18819,4264,52015,6860,1184,209484
5010,33,21,0,7,420,0,478,5,31,0,0,35,0,72,3,83,5,10,431,0,533,15,91,4,4,89,0,198,17,71,6,7,75,0,178,29,105,16,11,79,0,246,64,71,18,21,51,0,226,187,37,8,31,39,0,305,248,11,0,28,26,0,304,151,0,0,12,13,0,180,81,0,0,3,13,0,102,52,0,0,7,14,0,67,48,0,0,4,4,0,55,62,0,0,9,34,0,110,89,46,14,26,261,5,445,1079,569,83,178,1574,15,3508
6000,16,37,13,97,186,3,363,4,74,29,63,31,6,209,96,447,108,362,144,10,1174,365,217,134,639,155,27,1543,378,84,55,661,119,14,1307,895,102,23,887,125,18,2042,1336,45,12,952,113,16,2475,826,3,3,533,60,7,1434,184,5,0,97,13,0,300,53,0,0,24,10,0,85,14,0,0,16,0,0,31,3,0,0,18,5,0,21,0,0,0,6,0,0,10,9,0,0,55,12,0,80,89,56,8,357,253,34,809,4268,1072,406,4775,1235,136,11885
6001,0,18,3,6,0,0,37,0,49,3,3,0,0,55,38,238,47,48,26,0,402,192,189,70,121,38,4,610,149,102,36,154,20,4,468,492,133,26,222,29,9,909,516,36,7,202,29,0,786,202,7,0,59,10,0,280,42,0,0,11,0,0,55,9,0,0,3,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,15,36,9,38,16,14,126,1665,806,213,864,179,27,3751
