SA1_CODE_2021,Median_age_persons,Med_mort_repaymnt_monthly,Med_tot_psnl_incom_weekly,Median_rent_weekly,Med_tot_family_inc_weekly,Avge_numbr_prsons_per_bedroom,Med_tot_hh_incom_weekly,Average_household_size
30303106602,43,2167,807,550,2230,0.7,2116,3
30303106603,38,2167,847,445,2021,0.8,1958,3
30303106604,41,1894,810,530,2600,0.8,2432,3.2
30303106605,37,2000,727,480,1875,0.9,1821,3.2
30303106606,40,2063,720,420,2021,0.8,1843,2.8
30303106607,42,2093,777,520,2220,0.8,2098,2.9
30303106608,42,2167,651,459,1875,0.7,1843,2.8
30303106609,38,1311,784,350,1726,0.8,1294,1.8
30303106610,37,2164,712,450,1924,0.9,1764,3.2
30303106611,38,2000,867,450,2104,0.9,2043,3
30303106612,41,1772,739,530,2337,0.8,2374,3.4
30303106613,60,1733,693,375,1708,0.8,995,1.9
30303106614,38,1942,742,430,2054,0.9,1928,3.1
30303106615,42,2050,990,463,2666,0.8,2550,3.1
30303106616,39,2000,760,440,2058,0.9,1795,3
30303106617,41,1888,711,478,2289,0.8,2182,3
30303106618,41,1761,823,540,2684,0.8,2639,3.3
30303106619,41,2000,1005,505,2874,0.8,2788,3.1
30303106620,40,2084,762,465,2374,0.9,2200,3.2
30303106621,36,1691,892,420,2291,0.9,2130,2.8
30303106622,39,2184,816,430,2250,0.7,2036,2.9
30303106623,33,1600,921,460,1974,1,1940,3.2
30303106624,35,1593,683,435,1649,1,1513,2.9
30303106625,42,2627,744,565,2187,0.7,2133,3.1
30304106701,30,1625,652,375,1656,0.9,1361,2.6
30304106702,34,1777,882,293,2178,0.9,1704,2.4
30304106703,31,1763,776,395,1958,0.9,1926,2.8
30304106704,33,2167,775,390,2136,0.9,1968,2.8
30304106705,32,1669,788,400,2115,0.8,2166,3.2
30304106706,31,1700,699,390,1661,0.9,1402,2.3
30304106707,37,2000,770,400,1859,0.8,1767,2.7
30304106708,35,1850,783,410,2277,0.8,2059,2.8
30304106709,39,1733,581,233,1937,0.9,1362,2.6
30304106710,40,1815,640,396,1775,0.8,1625,2.8
30304106711,72,0,450,0,0,0,0,0
30304106712,42,1300,725,355,1593,0.8,1238,2.1
30304106713,31,1600,677,348,1678,0.9,1660,2.9
30304106714,30,1617,730,380,1600,0.8,1235,2.1
30304106801,40,2167,1121,405,3147,0.8,2647,2.7
30304106802,39,2500,1181,465,3146,0.8,2805,2.9
30304106803,34,1733,1034,400,2206,0.8,1831,2.2
30304106804,33,1500,852,348,1875,0.8,1544,2
30304106805,35,1702,873,320,2054,0.9,1420,2
30304106807,36,1733,825,300,2094,0.9,1266,1.9
30304106808,34,1929,942,330,2305,0.9,1636,2.2
30304106809,33,2035,902,398,2558,0.9,1895,2.3
30304106810,36,2098,953,360,2454,0.9,1839,2.3
30304106811,32,1800,960,370,2070,0.9,1730,2.2
30304106812,34,1539,846,320,2016,0.9,1354,1.8
30304106813,36,2222,900,410,2411,0.8,2304,2.7
30304106814,39,2383,1270,400,3042,0.8,2633,2.8
30304106815,41,2600,1228,425,3399,0.8,2299,2.5
30304106816,40,2600,1027,390,3424,0.9,2639,3
30304106817,35,2427,1298,445,3229,0.9,2874,2.9
30304106818,39,2194,940,438,2428,0.7,2129,2.5
30304106819,39,2102,1059,420,2526,0.8,2137,2.6
30304106820,38,1683,943,380,2523,0.8,2250,2.4
30304106821,35,1950,1071,367,2818,0.9,2161,2.6
30304106822,36,2015,951,380,2394,0.8,1861,2.4
30304106823,0,0,0,0,0,0,0,0
30304106824,54,0,450,160,0,0.6,450,1
30304106901,37,2091,600,413,1786,0.8,1803,2.9
30304106902,42,2300,729,570,2267,0.7,2269,3.1
30304106903,28,1517,681,398,1579,1.2,1625,2.9
30304106904,28,1232,759,360,1625,1.1,1537,2.6
30304106905,52,700,589,400,1550,0.7,1153,2.4
30304106906,38,2084,643,510,2048,0.7,1946,3
30304106907,64,1250,605,395,1449,0.7,888,1.9
30304106908,44,2167,583,510,1875,0.7,1825,3
30304106909,43,2000,700,460,1839,0.7,1828,2.9
30304106910,38,2250,641,400,2045,0.9,2200,3.5
30304106911,42,2541,752,550,2042,0.7,2025,3
30304106912,36,1498,725,420,1963,0.8,1694,2.8
30304106913,39,2600,676,490,1731,0.8,1890,3
30304107001,38,2167,1024,393,2940,0.8,2431,2.8
30304107002,34,2123,1090,390,2600,0.8,2369,2.5
30304107003,37,1950,923,330,2333,0.8,1708,2.4
30304107004,40,1982,921,270,2178,0.8,1666,2.3
30304107005,41,1956,941,350,2107,0.7,1687,2.3
30304107006,0,0,0,0,0,0,0,0
30304107007,36,2044,961,428,2708,0.8,2317,2.9
30304107008,20,0,306,170,0,1,224,1
30304107009,38,1766,826,363,2184,0.8,1784,2.5
30304107010,33,1970,845,385,2150,0.8,1889,2.7
30304107011,53,2300,750,316,1593,0.8,1292,2.3
30304107012,36,2200,1002,365,2777,0.8,2315,2.7
30304107013,34,2000,990,393,2666,0.8,1912,2.5
30304107014,36,1821,922,420,2312,0.8,2113,2.5
30304107015,35,1900,1080,370,3083,0.8,2227,2.5
30304107016,37,1939,1007,390,2579,0.8,2202,2.6
30304107017,31,1925,979,430,2656,0.8,1981,2.5
30304107018,34,2145,1131,420,2764,0.8,2485,2.9
30304107019,33,2050,1060,440,2680,0.8,2611,2.9
30304107101,39,2600,1525,450,4125,0.8,3229,2.8
30304107102,38,2500,1269,475,3646,0.8,3343,3
30304107103,34,2500,1052,500,3312,0.8,3114,3
30304107104,38,2600,1029,503,2812,0.7,2374,2.6
30304107105,40,2568,996,375,2774,0.8,2349,2.8
30304107106,41,2167,976,450,3104,0.7,2785,2.7
30304107107,43,2600,1111,520,3159,0.7,2694,2.7
30304107108,35,2600,1317,453,3250,0.9,3042,3
30304107109,39,2675,1115,450,3067,0.8,2750,2.9
30304107110,34,2408,1272,503,4250,0.9,3583,3.2
30304107111,37,2383,1238,410,3476,0.8,2932,2.9
30304107112,35,2184,1081,480,3036,0.8,2750,3.1
30304107113,36,2178,1189,438,3160,0.8,2838,2.9
30304107114,37,2383,1206,500,3512,0.8,3181,3
30304107115,37,2167,1024,450,3089,0.8,2516,2.7
30304107116,37,2167,1067,420,2888,0.7,2105,2.5
30304107117,36,2600,1168,400,3235,0.8,3054,3
30304107118,34,2000,1083,390,3399,0.9,2750,2.9
30304107119,37,3127,1412,450,3879,0.8,3580,3
30304107120,33,2500,1075,400,3431,0.9,3042,2.9
30304107121,39,2102,1047,450,3250,0.8,2932,2.9
30304107122,40,2432,1344,493,3386,0.8,3166,2.9
30305107201,33,1863,851,395,1795,0.8,1739,2.9
30305107202,37,1725,676,420,1841,0.8,1550,2.9
30305107205,37,1560,756,400,1616,0.8,1542,2.7
30305107206,42,1517,886,373,2178,0.7,1765,2.4
30305107207,38,1733,715,415,1912,0.8,1833,2.8
30305107208,39,1756,785,395,1857,0.7,1660,2.7
30305107209,37,1769,699,300,1612,0.8,1420,2.6
30305107210,37,1700,597,310,1604,0.8,1260,2.7
30305107211,33,1843,731,400,1781,0.8,1662,2.8
30305107212,36,1802,673,420,1781,0.8,1662,3
30305107213,39,1927,710,448,2118,0.7,2011,2.9
30305107215,39,1786,774,400,1740,0.8,1644,2.8
30305107216,36,1840,848,380,2160,0.7,1952,2.8
30305107217,39,1878,891,420,2277,0.7,2015,2.7
30305107218,35,1714,821,395,1781,0.8,1768,2.7
30305107219,30,2000,792,440,1786,0.8,1861,3.4
30305107220,42,1437,491,400,1890,0.8,1763,2.6
30305107221,32,1300,764,385,1726,0.8,1375,2.3
30305107222,32,2000,880,445,2250,0.8,2172,3.1
30305107223,30,1800,698,450,1737,0.9,1980,3.7
30305107301,31,2600,893,585,2392,0.8,2531,3.6
30305107302,44,2209,656,653,1770,0.6,1678,2.9
30305107303,42,1925,653,493,1862,0.7,1887,2.9
30305107304,36,2400,787,500,2562,0.7,2525,3.2
30305107305,40,1733,629,550,1762,0.8,1899,3.3
30305107307,37,2350,722,550,2033,0.8,2067,3.5
30305107308,39,2071,699,695,2021,0.7,1974,3.2
30305107309,41,1733,721,435,2013,0.7,1895,2.9
30305107310,38,1500,728,467,2097,0.8,2075,3.3
30305107311,33,1733,790,450,2143,0.9,2080,3.3
30305107312,32,1467,787,410,1639,0.8,1612,2.6
30305107313,33,1691,753,440,1916,0.9,1897,3.2
30305107314,0,0,0,0,0,0,0,0
30305107315,36,1900,805,385,2058,0.8,2033,2.9
30305107316,39,2000,785,500,2230,0.7,2347,3.1
30305107317,39,2070,825,470,2214,0.8,2222,3.3
30305107318,38,2159,850,550,2230,0.7,2187,3.1
30305107319,40,1733,755,555,2017,0.7,2014,3.2
30305107320,43,1800,748,515,2150,0.7,2089,3.1
30305107321,34,1500,697,400,1671,0.8,1857,3.1
30305107322,38,1463,757,395,1792,0.7,1494,2.7
30305107323,38,1733,762,405,1833,0.8,1850,3
30305107326,41,1767,774,465,1937,0.8,1792,3
30305107327,40,1800,807,440,2216,0.7,2208,3
30305107328,39,2167,725,460,2166,0.7,1978,3.1
30305107329,40,2000,667,488,1958,0.8,1937,3.2
30305107330,36,2000,733,485,2125,0.8,2281,3.5
30305107332,36,2342,682,585,2053,0.8,2216,3.6
30305107337,32,1816,848,420,1927,0.8,1886,3
30305107338,33,1767,772,430,1968,0.9,2015,3
30305107339,34,1500,937,390,2108,0.8,1875,2.7
30305107340,32,1900,845,410,2071,0.8,1993,2.9
30305107341,39,2167,727,487,1958,0.8,1963,3.5
30305107342,32,2078,773,500,2156,0.8,2287,3.4
30305107345,32,1500,789,385,1781,0.8,1833,3
30305107346,30,1404,820,385,1829,0.9,1718,2.8
30305107347,32,1780,755,420,1819,0.9,1843,3.4
30305107348,32,3000,885,900,2399,0.8,2892,3.7
30305107349,32,1495,911,410,1831,0.8,1716,2.6
30305107350,34,2167,792,400,1821,0.9,1875,3.2
30305107351,33,1803,683,420,1510,0.7,1478,2.7
30305107352,38,2167,747,580,2476,0.7,2478,3.4
30305107353,35,1591,822,400,1910,0.8,1724,2.8
30305107354,34,1539,692,400,1625,0.9,1683,3.1
30305107355,33,1733,891,385,2105,0.8,1839,2.9
30305107356,38,2080,743,455,2050,0.7,1937,2.9
30305107357,36,1613,803,410,1550,0.8,1479,2.5
30305107358,31,1733,759,400,1886,0.9,1895,3.1
30305107401,50,0,1249,0,2250,1,2250,1.5
30305107402,32,1907,843,430,2282,0.8,2240,3.2
30305107408,36,0,2500,0,0,0,2250,0
30305107409,36,2167,915,480,2882,0.9,2881,3.6
30305107410,33,2084,1003,448,2480,0.8,2552,3.4
30305107411,36,2264,1060,458,2883,0.8,2916,3.3
30305107412,33,2159,919,465,2522,0.9,2595,3.7
30305107413,36,1717,1024,400,2374,0.8,2210,3
30305107414,38,1663,1021,393,2636,0.8,2324,2.9
30305107416,32,2029,1014,473,2312,0.8,2384,3.2
30305107417,31,2123,1038,470,2361,0.7,2336,3
30305107418,31,2200,1084,475,2533,0.8,2579,3.3
30305107419,49,1734,900,328,2349,0.7,2031,2.3
30305107420,31,2010,977,470,2261,0.7,2217,2.9
30305107421,35,1992,826,400,1924,0.8,1740,2.9
30305107422,31,2071,921,485,2162,0.8,2285,3.3
30305107423,29,2000,1040,470,2284,0.8,2329,3.4
30305107424,29,2167,946,450,2215,0.8,2139,3.1
30305107425,29,2167,1038,470,2378,0.9,2510,3.6
30305107426,31,2199,1081,493,2484,0.8,2509,3.4
30305107427,28,2145,1021,380,2195,0.8,2182,2.9
30305107428,29,2167,927,473,2187,0.8,2236,3.3
30305107429,32,2167,1004,475,2419,0.8,2413,3.6
30305107430,31,2002,1030,475,2279,0.8,2380,3.2
30305107501,31,1560,810,423,1760,0.8,1711,2.9
30305107502,37,2000,856,450,2250,0.7,2159,3.1
30305107503,32,2000,914,500,2418,0.9,2466,3.6
30305107504,37,2000,922,463,2407,0.9,2374,3.4
30305107505,34,2000,914,480,2369,0.8,2461,3.5
30305107506,34,2000,806,465,2138,0.9,2194,3.6
30305107507,32,1950,912,450,2210,0.9,2216,3.4
30305107508,51,2142,494,460,1937,0.7,1347,2.7
30305107509,41,2073,770,485,2374,0.9,2394,3.8
30305107510,43,2100,830,530,2637,0.8,2652,3.3
30305107511,43,1900,829,615,2420,0.7,2395,3.1
30305107512,33,2029,866,375,2187,0.8,2192,3
30305107513,50,2000,841,469,2019,0.7,1988,2.7
30305107514,43,0,1375,3462,0,0,1375,0
30305107515,40,2086,854,470,2511,0.8,2511,3.3
30305107516,36,1755,877,380,1908,0.8,1974,3
30305107517,31,1950,823,445,2060,0.9,2104,3.6
30305107518,43,1810,883,493,2454,0.7,2363,3.1
30305107519,39,1869,988,475,2676,0.8,2562,3.2
30305107520,34,1776,783,437,2012,0.9,2013,3.5
30305107521,42,2058,773,503,2091,0.7,1937,2.9
30305107523,35,2167,889,480,2583,0.9,2583,3.6
30305107524,37,2000,796,500,2559,0.8,2566,3.4
30305107525,39,2076,856,460,2358,0.8,2279,3.2
30305107526,35,2000,804,485,2210,0.8,2228,3.3
30305107527,40,2089,864,460,2324,0.8,2250,3
30305107528,75,1950,597,430,1937,0.6,985,2
30305107529,38,1517,845,395,2250,0.8,1887,2.8
30305107530,38,1907,939,558,2428,0.8,2463,3.3
30305107531,38,2099,921,470,2708,0.8,2681,3.3
30305107532,41,2086,684,495,1850,0.8,2083,3.5
30305107533,28,1765,909,450,2140,0.9,2222,3.8
30305107534,35,1950,947,450,2306,0.8,2318,3.4
30305107601,33,1625,730,343,1875,0.9,1286,2.4
30305107602,0,0,0,0,0,0,0,0
30305107603,38,1673,685,295,1395,0.8,1329,2.5
30305107604,31,1700,467,186,1265,0.8,974,2.7
30305107605,61,0,749,323,1375,0.6,1375,2
30305107606,28,1083,390,163,918,1,861,3.2
30305107607,33,1517,590,310,1416,0.8,1307,2.6
30305107608,37,1658,728,350,1640,0.8,1458,2.5
30305107609,37,1566,779,330,1812,0.7,1395,2.3
30305107610,36,1555,684,360,1968,0.8,1687,2.9
30305107611,35,1679,589,340,1583,0.8,1125,2.3
30305107612,30,1517,612,300,1213,0.9,1012,2.4
30305107613,33,1105,571,322,1318,0.8,1141,2.4
30305107614,35,1604,619,350,1638,0.8,1281,2.5
30305107615,36,1517,657,365,1600,0.8,1437,2.7
30305107616,41,1213,498,300,1375,0.8,1125,2.2
30305107617,32,1343,664,360,1578,0.9,1380,2.8
30305107618,31,1625,806,380,1839,0.8,1739,2.9
30305107619,33,1517,575,300,1481,0.9,1286,2.8
30305107620,33,1394,684,360,1300,0.8,1263,2.7
30305107621,53,1372,524,178,1406,0.8,616,1.8
30305107622,32,1343,807,365,1652,0.9,1620,2.6
30305107623,39,1485,639,350,1642,0.8,1483,2.6
30305107624,38,1600,759,370,1735,0.7,1597,2.4
30305107625,37,0,762,169,2250,1.5,725,2
30305107626,39,1509,700,355,1680,0.7,1521,2.3
30305107627,42,1700,497,300,2100,0.8,1333,1.9
30305107628,32,1500,836,330,1971,0.9,1510,2.3
30305107629,33,1705,881,351,2190,0.8,1657,2.4
30305107630,55,1282,1125,150,5500,1.5,3624,1.5
30305107631,46,0,1437,752,1149,0.9,1875,1.8
30305107632,41,2817,2125,500,0,1,2124,1
30306107701,41,2297,780,555,2352,0.7,2228,3.1
30306107702,37,2167,810,503,2681,0.8,2641,3.3
30306107703,44,2285,698,550,2187,0.7,2062,3.1
30306107704,44,2167,712,580,2144,0.7,2272,3.2
30306107705,37,1900,669,400,2159,0.9,1990,3.2
30306107706,27,1800,642,385,1562,1.1,1875,3.9
30306107707,32,2450,882,580,2495,0.8,2569,3.6
30306107708,33,1842,629,420,2009,0.9,1961,3.2
30306107709,27,1408,676,370,1562,1.1,1460,3.2
30306107710,30,1801,673,448,1955,0.9,1937,3.5
30306107711,28,1547,522,385,1625,1,1375,3.1
30306107712,32,1280,585,350,1430,0.9,1531,3.1
30306107713,27,2388,900,395,2449,0.9,2562,3.4
30306107714,31,1869,812,400,1892,0.9,1902,3.3
30306107715,37,2048,850,520,2542,0.7,2386,3.2
30306107716,69,2000,584,520,1674,0.7,1067,2.2
30306107717,41,2342,809,493,2661,0.8,2617,3.2
30306107801,33,1559,641,390,1774,1,1875,3.3
30306107802,38,1909,674,390,1768,0.8,1625,3
30306107803,37,1733,692,390,1722,0.8,1633,2.8
30306107804,30,1777,906,400,2068,0.8,1994,2.9
30306107805,34,1666,831,380,1781,0.8,1920,2.8
30306107806,36,1602,787,400,1818,0.8,1677,2.8
30306107807,36,1647,804,400,1718,0.8,1515,2.6
30306107808,32,1538,670,395,1846,0.8,1728,2.9
30306107809,35,1509,941,400,2113,0.8,1978,2.8
30306107810,31,1350,753,385,1687,0.9,1658,2.8
30306107811,33,1500,884,430,2057,0.8,1931,2.7
30306107812,30,1400,684,400,1761,1,1922,3.1
30306107813,39,1743,823,390,2025,0.9,2024,3
30306107814,34,1300,720,395,1666,0.8,1545,2.6
30306107815,37,1778,583,400,1765,0.8,1663,3
30306107816,28,1148,665,355,1422,0.9,1367,2.7
30306107817,38,1400,749,380,1724,0.8,1433,2.5
30306107818,31,1300,661,500,1792,0.9,1854,3.5
30306107819,40,1715,620,400,1666,0.8,1792,2.9
30306107820,34,1559,750,400,1569,0.9,1642,2.9
30306107821,41,2201,740,580,2068,0.7,2050,3.1
30306107822,34,2134,871,470,2261,0.8,2315,3.2
30306107823,40,1914,794,480,2227,0.7,2104,3
30306107824,34,1559,659,378,1612,0.9,1758,2.9
30306107825,34,1900,813,380,1899,0.8,1741,2.9
30306107826,32,1446,602,395,1368,0.9,1375,2.8
30306107827,35,1448,739,433,1687,0.9,1728,2.9
30306107828,35,1517,736,420,1762,1,1787,3.1
30306107829,40,1850,655,473,1715,0.8,1687,3
30306107830,40,1625,766,450,2016,0.8,1916,2.9
30306107831,38,1635,805,450,2194,0.7,1728,2.8
30306107832,37,1733,762,400,1958,0.8,1613,2.6
30306107901,32,2284,577,380,1478,0.9,1636,3.1
30306107902,36,1463,718,403,1392,0.9,1555,2.9
30306107903,42,2000,580,415,1666,0.9,1218,2.8
30306107904,32,1984,676,350,1708,0.8,1652,3
30306107905,35,1875,643,370,1637,0.9,1473,2.7
30306107906,32,2310,610,410,1483,0.9,1424,3.2
30306107907,35,1679,652,400,1512,0.8,1511,2.8
30306107908,36,2000,579,400,1733,0.9,1892,3.3
30306107909,32,1733,805,400,1812,0.9,1829,3
30306107910,33,2167,608,355,1418,0.8,1416,2.8
30306107911,38,2310,495,300,1375,0.8,1136,2.6
30306107912,35,2167,588,435,1319,0.8,1368,2.9
30306107913,36,1733,637,450,1792,0.8,1866,3.2
30306107914,44,2038,706,440,1937,0.7,2033,2.9
30306107915,35,1658,590,380,1638,0.9,1525,3
30306107916,37,2383,548,445,1357,0.8,1656,3.3
30306107917,34,2259,463,450,1312,0.9,1395,3.2
30306107918,35,1811,654,420,1589,0.8,1611,2.9
30306107919,37,2167,764,450,1875,0.8,1946,3.1
30306107920,36,2600,781,450,1895,0.7,2067,3
30306108001,42,1265,687,430,1687,0.7,1771,3.1
30306108002,40,2909,593,570,1916,0.7,2125,3.3
30306108003,46,2084,532,500,2075,0.7,2031,3.1
30306108004,36,2233,722,640,2187,0.7,2405,3.2
30306108005,32,2000,709,400,1562,0.9,1674,3.1
30306108006,35,1750,661,378,1713,0.8,1528,2.8
30306108007,37,1875,564,415,1680,0.8,1656,3
30306108008,40,1517,733,460,2197,0.7,2102,2.9
30306108009,34,1500,612,350,1399,0.8,1205,2.4
30306108010,35,2000,775,390,1762,0.8,1668,3
30306108011,37,1715,797,400,1937,0.8,1908,2.9
30306108012,31,1200,660,410,1488,0.9,1447,2.6
30306108013,36,2000,764,415,2053,0.8,1937,3
30306108014,36,1959,777,420,2285,0.9,2089,3.1
30306108015,42,1600,553,418,1803,0.8,1392,2.6
30306108016,38,1950,807,420,2036,0.8,1966,2.9
30306108017,42,2336,669,495,2524,0.8,2539,3.3
30306108018,39,1675,760,420,1963,0.9,2071,3.1
30306108019,37,2000,728,435,1895,0.8,1983,3.2
30306108020,38,1517,793,400,1687,0.8,1666,2.8
30306108021,33,2000,665,500,1728,0.8,2019,3.3
30306108022,36,2000,673,400,1697,0.8,1679,3.3
30306108023,47,1855,512,410,1766,0.9,1555,2.9
30306108024,40,1415,643,230,1395,1,937,2.1
30306108025,40,1733,642,510,1802,0.7,1805,3.1
30306108026,34,1826,629,495,1516,0.8,1494,3.1
30306108027,36,1950,597,410,1843,0.8,1792,3
30306108028,39,1733,684,415,1579,0.8,1647,2.7
30306108029,37,1733,662,390,1670,0.8,1573,2.7
30306108030,34,2090,680,450,2029,0.9,2150,3.2
30306108031,34,2000,722,420,1866,0.9,1797,3.1
30306108032,34,1575,562,393,1406,0.8,875,2.2
30306108033,39,1773,642,500,1604,0.8,1859,3.3
30306108034,37,2000,509,490,1536,0.8,1569,3.2
30306108035,42,2400,679,500,1724,0.7,1702,3
30306108036,38,2156,756,505,1924,0.7,2088,3.1
30306108037,34,1668,555,500,1910,0.8,1839,3.3
30306108038,37,1603,658,450,1733,0.7,1678,2.8
30306108039,32,2173,735,450,2022,0.8,2166,3.6
30401108101,39,2167,1097,568,3062,0.8,3033,3
30401108102,47,2169,970,538,3045,0.7,2785,2.8
30401108103,39,2100,963,440,2625,0.8,2200,2.8
30401108104,37,2102,913,435,2336,0.8,2074,2.8
30401108105,53,2231,719,415,2733,0.7,1958,2.5
30401108106,45,2442,979,680,3113,0.7,2849,3
30401108107,47,2600,928,600,2833,0.7,2874,3
30401108108,41,2300,1066,605,3178,0.7,3104,3.2
30401108109,39,1773,924,430,2594,0.7,2387,2.7
30401108110,0,0,0,0,0,0,0,0
30401108111,0,0,0,0,0,0,0,0
30401108112,50,2005,780,540,2095,0.7,1786,2.5
30401108113,41,2100,900,480,2365,0.8,2187,2.9
30401108114,38,2217,778,485,1875,0.7,1875,2.8
30401108115,36,1950,993,418,2705,0.8,2426,2.8
30401108116,45,1869,820,448,2125,0.7,1625,2.4
30401108117,36,2097,1050,430,2672,0.8,2461,2.8
30401108118,43,2135,864,480,2345,0.7,2234,2.8
30401108119,37,2184,981,550,3016,0.8,2718,2.9
30401108120,37,2167,931,460,2734,0.8,2640,3.1
30401108201,36,1975,1092,400,2625,0.8,2345,2.6
30401108202,38,1738,917,410,2339,0.8,2083,2.6
30401108203,40,1886,768,444,2299,0.8,1775,2.7
30401108204,44,1717,689,420,1983,0.7,1678,2.7
30401108205,47,1898,765,410,2528,0.7,1825,2.3
30401108206,37,2167,816,485,2305,0.8,2050,3
30401108207,44,1950,837,525,2643,0.7,2442,3.1
30401108208,43,1798,1005,480,3115,0.7,2750,2.9
30401108209,48,1744,737,390,2250,0.7,1738,2.5
30401108210,44,2000,900,460,2562,0.7,2399,2.8
30401108211,37,1950,880,470,2265,0.8,2261,3
30401108212,40,2000,864,465,2323,0.8,2161,2.8
30401108213,38,1832,966,423,2370,0.7,2155,2.7
30401108214,41,1654,878,440,2383,0.7,2140,2.7
30401108215,35,2015,985,438,2291,0.7,1897,2.6
30401108216,37,1932,915,411,2222,0.8,2200,2.9
30401108217,34,1600,811,410,2274,0.8,2117,2.7
30401108218,35,1785,989,400,2333,0.9,2208,2.8
30401108219,38,1950,795,410,2042,0.8,1924,3
30401108220,38,1733,915,420,2250,0.8,2178,2.9
30401108301,29,2167,1022,430,1833,0.8,1850,2.9
30401108302,35,1857,923,425,2204,0.7,2090,2.9
30401108303,35,1842,885,390,2347,0.8,2088,2.7
30401108304,42,1443,814,400,1638,0.6,1379,2
30401108305,36,1820,1062,410,2359,0.7,2136,2.6
30401108306,37,1788,1065,418,2250,0.8,2013,2.6
30401108307,38,1803,890,445,2291,0.7,2077,2.6
30401108308,35,1733,1102,400,2416,0.8,2229,2.7
30401108309,39,1999,1037,425,2559,0.8,2440,2.8
30401108310,35,1975,845,405,2474,0.8,2160,3
30401108311,39,2000,1019,415,2635,0.7,2457,2.9
30401108401,37,2050,1061,430,2738,0.8,2512,2.8
30401108402,35,2000,1179,450,2866,0.7,2513,2.5
30401108403,39,2627,1462,660,3805,0.8,3874,3.4
30401108404,41,2643,1019,605,3625,0.7,3513,3.2
30401108405,66,0,900,0,0,0.3,900,1
30401108406,0,0,0,0,0,0,0,0
30401108407,42,1907,814,470,2428,0.8,2374,2.9
30401108408,40,2167,955,485,2865,0.8,2714,2.9
30401108409,80,1733,475,413,1408,0.8,1237,1.8
30401108410,49,1733,837,450,1912,0.7,1375,2
30401108411,40,2000,975,420,2516,0.7,2135,2.6
30401108412,43,2200,1171,645,4025,0.7,3899,3.1
30401108413,41,2500,932,540,2971,0.7,2763,3
30401108414,45,1733,941,600,2874,0.7,2678,3.1
30401108415,38,2300,949,450,2374,0.7,2431,3
30401108416,49,1757,924,515,2823,0.7,2609,2.7
30401108417,42,2160,926,460,2678,0.7,2508,2.7
30401108418,43,2084,934,550,2785,0.7,2636,2.9
30401108419,48,1906,1068,540,2343,0.8,2291,2.4
30401108420,56,0,350,350,725,0.6,599,2
30401108421,38,1849,1017,400,2473,0.7,2079,2.5
30401108422,44,2600,1166,720,3345,0.7,3160,3
30401108423,44,2626,1240,790,4587,0.8,4587,3.3
30401108424,47,1854,833,455,2799,0.7,2431,2.8
30401108425,36,1842,1091,418,2336,0.8,2086,2.7
30401108501,45,2500,1019,698,3519,0.7,3519,3.2
30401108502,49,2084,941,940,3036,0.7,3035,3.1
30401108503,37,2299,1069,450,2483,0.7,2250,2.7
30401108504,41,2167,1074,585,2930,0.7,2815,2.9
30401108505,48,2474,976,550,2591,0.7,2449,2.7
30401108506,37,2500,1108,480,3281,0.8,3111,3.3
30401108507,47,2167,924,591,2946,0.7,3015,3.1
30401108508,43,2390,1166,680,3159,0.7,3035,3
30401108509,43,2240,940,620,2466,0.7,2413,3
30401108510,41,2167,1004,600,2716,0.7,2521,3
30401108511,46,2450,947,400,2700,0.7,2235,2.7
30402108601,48,1881,856,468,2625,0.7,2250,2.7
30402108603,40,2230,869,500,3100,0.7,2750,3.1
30402108604,36,1950,1092,450,2691,0.7,2531,3.1
30402108605,41,2074,837,475,2705,0.7,2652,3.1
30402108611,44,2383,953,625,3031,0.8,2976,3.3
30402108612,43,1950,765,398,2240,0.7,2009,2.7
30402108613,40,1900,792,420,2263,0.7,2119,2.8
30402108614,43,1950,868,515,2430,0.8,2439,3.1
30402108615,43,1782,817,455,2374,0.7,2137,2.7
30402108618,38,2392,1142,510,2921,0.8,2843,3.3
30402108619,37,2021,1007,530,2886,0.8,2659,3.2
30402108620,59,1868,681,460,1625,0.6,1083,2
30402108621,37,1700,949,410,2178,0.7,1983,2.5
30402108622,42,1907,687,490,2027,0.7,1958,2.9
30402108623,36,2000,873,460,2068,0.7,1944,2.9
30402108624,32,2297,1111,385,2725,0.8,2708,3.3
30402108625,35,2483,1180,550,3010,0.8,3010,3.3
30402108626,0,0,0,0,0,0,0,0
30402108627,41,2392,1062,525,3033,0.8,3016,3.2
30402108628,43,2235,1003,465,3077,0.7,3071,3.1
30402108629,39,1733,914,418,2050,0.7,1932,2.6
30402108630,37,1925,919,438,2267,0.7,2053,2.8
30402108631,40,2167,1048,550,2884,0.7,2646,2.9
30402108632,36,2600,1238,500,3017,0.8,2916,3.2
30402108633,41,2150,1069,540,3027,0.7,2853,2.9
30402108634,34,2346,1073,460,2968,0.8,2981,3.3
30402108635,41,1600,815,390,2031,0.7,1781,2.7
30402108701,50,2150,1062,0,4600,0.8,4625,2.8
30402108702,44,2550,972,425,3250,0.7,2805,2.9
30402108703,42,2537,1065,615,2643,0.8,2666,3.2
30402108704,43,3352,1136,750,3562,0.7,3650,3.1
30402108705,43,2046,976,650,3152,0.7,2625,2.9
30402108706,76,2804,474,263,3312,0.8,1281,2.1
30402108707,40,2600,1106,490,2639,0.9,2422,3
