SA1_CODE_2021,P_NS_0_14,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_over,P_NS_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
10102161138,6,4,4,4,3,0,6,0,0,23,128,67,38,89,118,106,75,22,3,635
10102161139,0,3,0,0,4,8,6,0,0,27,44,36,26,29,52,68,50,9,0,306
10102161140,9,6,0,4,5,7,0,0,0,36,112,52,27,59,76,61,46,16,0,454
10102161141,7,9,0,4,0,5,3,0,0,37,76,76,23,48,83,50,28,5,3,389
10102161142,3,0,0,0,0,0,0,0,0,5,26,18,13,9,25,28,23,4,0,143
10102161143,3,3,4,0,3,0,0,0,0,19,36,37,18,13,39,41,17,5,0,209
10102161144,15,7,6,6,11,3,3,0,0,55,93,48,47,67,84,64,65,26,11,493
10102161145,9,10,3,8,3,11,5,5,0,54,99,68,52,59,99,78,66,30,4,570
10102161146,10,4,0,0,0,5,7,0,0,21,43,43,29,34,67,58,33,20,3,332
10103101301,4,0,5,0,0,0,5,0,0,18,25,15,19,27,25,46,36,12,12,209
10103101302,13,10,5,7,7,16,7,0,0,63,76,31,53,57,53,70,69,34,35,485
10103101303,9,3,0,0,0,4,0,0,0,19,44,32,23,27,37,36,41,21,3,267
10103101304,11,7,4,0,8,5,6,4,0,41,70,42,49,37,40,54,51,44,0,387
10103101305,4,7,0,5,6,5,8,4,8,38,44,28,27,27,52,63,63,28,11,345
10103101306,0,0,0,0,0,0,3,0,0,11,27,12,20,13,11,29,36,18,0,172
10103101307,11,9,4,11,10,8,0,0,0,56,62,42,18,40,47,58,42,18,4,323
10103101308,6,3,10,0,0,7,0,0,0,25,46,26,33,33,24,41,34,21,0,269
10103101401,8,3,0,7,0,0,0,0,0,23,48,22,28,26,11,15,24,26,30,230
10103101402,3,4,10,3,7,7,0,0,0,40,73,41,52,64,52,40,39,18,4,384
10103101403,3,6,7,4,7,7,3,8,0,34,54,34,50,44,52,63,55,34,13,401
10103101404,7,6,12,7,0,0,8,3,0,40,74,49,86,57,64,78,47,35,11,500
10103101405,17,0,6,10,7,12,7,4,7,73,89,49,50,58,64,56,56,33,12,458
10103101406,0,3,5,0,4,6,0,4,0,21,67,46,71,41,60,73,55,38,27,484
10103101407,7,6,5,6,9,5,3,3,0,38,56,44,45,37,49,65,58,42,11,408
10103101408,3,0,3,0,0,7,0,0,0,23,33,15,21,22,34,36,17,16,6,207
10103101409,7,0,0,4,0,3,0,5,3,15,75,22,40,42,38,47,36,63,55,414
10103101410,0,6,8,5,8,0,5,5,0,33,60,44,60,55,56,59,47,31,20,433
10103101411,0,11,71,67,42,14,0,4,0,205,51,43,115,112,84,69,49,24,10,550
10103101412,4,0,0,4,3,0,4,0,0,34,126,64,74,98,81,76,49,34,9,598
10103101414,0,0,0,0,0,0,0,3,0,4,31,19,14,19,15,28,18,14,3,173
10103101415,9,3,4,7,7,0,6,0,0,37,90,47,67,50,45,48,52,22,3,425
10103101417,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,0,15
10103101419,9,0,11,0,0,3,7,0,0,37,80,37,64,54,55,73,53,53,12,482
10103101420,6,5,0,3,6,8,11,0,0,36,36,45,14,31,46,72,43,23,6,311
10103101421,3,9,0,9,3,8,4,5,4,35,69,43,44,52,53,56,44,40,7,399
10103101501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10103101502,0,0,5,4,3,0,0,0,0,21,0,0,13,4,17,3,0,0,0,40
10103101503,0,4,3,0,4,3,7,3,0,23,41,31,28,20,29,38,46,17,4,244
10103101505,0,0,0,0,0,0,0,0,0,0,7,0,6,8,7,13,19,9,0,70
10103101511,15,6,13,23,11,14,6,5,0,105,33,27,47,60,46,58,35,30,7,346
10103101512,5,0,5,0,3,3,5,5,0,29,18,0,12,6,22,26,26,16,11,135
10103101514,4,0,0,0,0,0,0,0,0,3,22,30,16,6,33,24,12,11,5,158
10103101515,4,0,0,6,0,0,3,0,0,15,38,28,7,27,41,39,39,20,4,251
10103101516,3,0,0,3,0,0,8,0,0,14,8,6,14,19,16,29,13,7,4,114
10103101517,0,0,4,0,0,0,0,0,0,10,44,15,17,16,31,29,22,8,3,183
10103101518,0,4,6,0,10,3,5,4,0,36,50,32,24,31,60,48,33,25,12,318
10103101519,9,5,4,0,3,4,5,6,4,33,61,33,18,31,47,61,41,23,10,326
10103101520,0,0,0,0,0,4,4,0,0,9,22,12,4,10,30,25,25,11,0,131
10103101521,9,9,4,0,10,9,5,3,0,53,74,36,30,41,69,71,50,25,4,400
10103101523,0,4,6,3,8,7,5,0,0,24,33,21,15,18,33,37,24,14,3,212
10103101524,0,5,5,4,0,4,3,8,0,37,19,13,19,18,39,53,45,31,6,258
10103101525,5,0,0,4,0,0,0,0,0,13,27,10,12,18,29,23,14,3,0,138
10103101526,5,8,6,3,7,5,0,5,0,32,52,26,35,19,46,45,11,15,0,249
10103101601,9,10,13,17,24,20,8,4,0,109,119,129,176,123,154,167,83,16,3,972
10103101602,3,5,8,3,3,9,8,0,0,46,79,55,65,50,66,72,66,22,16,480
10103101603,10,5,4,5,3,4,9,0,0,40,68,37,39,47,43,61,60,27,6,374
10103101604,5,5,8,3,11,0,6,3,0,42,55,31,49,42,44,28,33,20,3,310
10103101605,10,6,13,3,6,8,4,0,0,54,102,66,99,61,102,73,50,10,0,580
10103101606,11,4,4,4,3,7,6,3,4,46,149,86,42,87,115,113,79,11,11,684
10103101607,0,0,3,0,0,3,13,0,0,23,45,15,33,25,36,57,37,14,0,272
10103101608,5,4,0,3,6,0,0,0,0,13,54,47,25,29,49,74,39,18,3,331
10103101611,108,77,103,92,100,124,76,21,3,701,317,215,250,231,302,313,169,35,0,1837
10103101612,16,24,24,15,14,23,9,0,0,122,82,160,107,70,93,129,86,22,0,739
10103101614,6,24,7,3,5,3,0,0,0,60,76,236,197,70,53,61,24,7,0,719
10103101615,4,7,6,6,3,5,0,0,0,26,65,124,90,63,58,63,53,19,0,542
10103101616,5,16,30,18,0,9,6,0,0,85,83,208,222,105,85,91,44,17,11,870
10103101617,9,13,18,9,9,4,3,0,0,67,69,153,183,63,79,61,39,14,0,661
10103101619,6,11,7,6,11,6,3,5,0,64,91,69,63,66,90,94,66,39,13,589
10103101620,10,18,19,8,10,11,5,0,0,72,70,92,124,58,62,74,34,12,0,535
10103101621,0,0,0,0,0,0,0,0,0,4,21,33,32,27,19,24,12,0,0,175
10103101622,0,0,0,0,0,8,0,0,0,8,54,17,45,53,25,22,16,4,0,235
10103101623,12,17,20,3,4,7,4,0,0,77,146,147,131,93,121,76,58,13,11,801
10103101624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10103101625,0,0,3,5,5,4,0,0,0,22,71,53,38,50,93,60,53,21,4,451
10103101626,12,8,16,7,0,3,5,7,0,47,51,75,57,43,62,41,23,12,0,371
10103101627,9,13,4,10,10,3,0,4,0,62,173,231,135,92,161,77,55,28,8,955
10104101701,5,4,13,0,12,7,8,7,0,54,79,56,48,42,60,91,110,66,80,636
10104101702,6,5,7,3,4,0,4,0,0,30,51,33,29,28,43,26,23,16,5,246
10104101703,12,0,5,8,5,7,4,7,6,57,41,32,24,35,30,67,91,67,52,428
10104101704,4,8,6,0,7,8,0,0,0,34,63,36,49,41,63,64,59,48,9,438
10104101705,12,4,7,0,6,3,4,0,0,46,19,18,18,18,38,35,39,26,8,230
10104101706,3,5,3,5,4,10,8,8,3,59,39,30,57,52,59,72,72,91,42,521
10104101707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10104101708,18,6,7,3,5,6,15,5,0,64,80,42,43,45,45,82,95,27,10,474
10104101709,14,11,3,6,10,13,6,0,0,68,157,96,55,86,120,158,123,40,7,852
10104101710,0,0,0,7,0,4,4,5,0,27,79,36,29,52,38,86,133,54,15,527
10104101711,0,5,9,0,4,4,0,0,0,26,69,49,37,57,72,92,61,26,13,471
10104101713,8,0,3,6,4,4,9,0,0,28,79,42,27,41,56,53,69,38,11,420
10104101714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10104101715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10104101716,21,12,5,6,10,8,6,3,0,70,110,53,61,52,55,63,70,25,10,495
10104101717,0,0,6,4,7,3,0,8,0,34,47,27,42,40,33,44,56,39,9,341
10104101718,10,5,7,4,13,7,0,6,0,48,66,35,70,34,61,70,86,36,15,464
10104101719,3,7,4,3,4,3,0,6,0,29,74,35,37,32,37,61,80,35,16,408
10104101720,10,8,0,0,0,0,0,3,0,25,53,36,18,32,31,42,56,34,10,302
10104101721,11,8,3,5,10,4,11,3,3,52,96,39,49,37,54,53,47,19,8,394
10104101722,21,5,6,7,0,3,5,3,0,59,105,31,44,56,33,78,88,58,12,514
10104101723,6,6,4,0,5,5,3,3,0,38,78,37,51,25,57,67,82,27,0,426
10104101724,0,0,0,0,0,6,0,0,0,8,8,16,8,9,15,20,12,19,0,109
10104101801,0,0,0,3,0,12,8,0,0,21,41,21,17,31,39,61,59,29,11,301
10104101802,6,0,0,0,0,0,0,0,0,13,41,20,24,25,27,52,69,28,14,303
10104101803,5,6,3,4,6,4,0,3,0,30,73,31,24,35,62,79,50,16,3,372
10104101804,10,0,5,3,0,6,4,3,0,31,25,4,15,14,13,38,36,30,15,196
10104101805,5,3,4,0,8,4,5,0,0,20,45,24,7,22,42,49,54,28,3,271
10104101806,11,6,5,6,12,11,8,0,0,58,68,41,31,59,53,76,85,31,7,462
10104101807,15,9,10,8,9,3,8,5,0,64,84,54,49,63,55,55,90,39,10,506
10104101808,4,7,5,11,6,7,6,8,0,54,57,36,30,41,72,74,99,67,15,489
10104101809,3,3,0,0,0,10,17,12,30,68,30,10,7,13,21,40,81,69,71,337
10104101810,4,3,3,0,0,5,5,0,0,22,56,43,42,33,21,45,51,31,8,322
10104101811,9,3,0,3,0,4,4,0,0,26,85,42,55,47,48,85,84,65,12,515
10104101812,8,0,0,0,6,12,6,9,7,47,35,24,51,26,52,79,75,61,25,436
10104101813,9,0,3,0,3,0,6,4,3,33,35,30,15,13,50,68,57,28,11,320
10104101814,0,0,4,0,7,0,6,0,0,23,30,19,14,22,44,41,48,35,5,266
10104101815,3,4,3,0,0,3,3,0,0,25,63,20,29,35,36,77,82,37,14,402
10104101816,18,3,4,7,6,13,3,5,0,63,65,33,32,46,44,78,68,43,9,421
10104101817,8,3,5,6,6,7,12,0,0,47,109,68,60,59,96,115,147,61,6,726
10104101818,3,0,0,3,3,0,4,4,3,22,75,37,24,36,51,56,101,81,19,485
10104101819,14,3,3,9,13,6,3,0,4,49,88,54,54,43,55,79,79,49,16,524
10104101820,4,7,3,3,11,3,3,0,0,33,43,36,28,25,58,38,48,23,10,304
10104101821,3,0,0,4,6,5,0,4,0,31,28,22,21,23,29,39,22,23,3,202
10104101822,3,6,4,5,7,7,4,4,0,46,35,36,30,33,45,56,82,66,61,438
10104101823,5,4,8,5,5,13,9,3,0,45,50,29,53,43,69,104,97,44,10,503
10104101824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10104101901,6,3,0,7,6,4,10,23,58,114,76,35,34,59,46,67,57,65,66,505
10104101902,16,7,3,5,5,3,0,9,6,47,81,52,53,47,57,44,44,58,28,468
10104101903,3,0,4,3,3,3,3,0,0,26,43,26,42,29,33,45,40,29,10,291
10104101904,12,8,6,9,7,0,0,3,0,56,87,68,58,43,50,62,32,30,10,447
10104101905,30,19,5,9,8,10,0,4,3,83,96,52,45,44,41,50,53,26,18,428
10104101906,10,9,3,4,13,10,3,4,0,55,102,68,59,69,75,77,55,32,5,549
10104101907,12,3,0,4,6,3,0,7,0,30,69,30,52,46,33,39,29,23,7,328
10104101911,0,0,0,0,0,0,0,0,0,9,60,27,32,32,58,67,66,35,10,390
10104101912,0,0,0,0,0,0,0,0,0,12,37,26,22,28,43,83,66,32,14,355
10104101913,3,3,0,6,6,0,8,5,3,27,52,30,30,48,43,71,77,37,14,409
10104101915,3,0,4,5,3,0,0,0,0,16,38,17,20,26,30,49,23,11,6,204
10104101917,8,13,6,4,8,12,8,5,0,72,168,112,67,98,123,146,112,55,16,912
10104101918,3,4,0,5,4,0,7,0,0,23,38,27,31,25,41,50,46,33,10,293
10104101919,6,0,0,0,0,4,6,3,0,18,51,22,26,23,40,59,39,18,3,292
10104101920,8,7,0,0,4,4,4,0,0,29,46,33,28,27,44,48,28,16,13,290
10104101921,3,8,10,5,0,5,5,7,0,38,80,33,50,47,37,29,61,37,14,383
10104101924,13,4,6,3,6,3,0,4,0,40,93,30,35,49,69,98,54,19,4,462
10104101925,7,4,6,3,3,0,0,3,0,33,67,47,46,38,48,43,46,33,0,368
10104101926,0,0,0,0,3,3,3,0,7,19,24,17,27,22,34,55,71,37,18,308
10104101927,3,0,0,4,0,0,0,0,0,5,34,11,15,22,22,28,17,4,0,147
