CED_CODE_2021,M_15_19_Prov_unpaid_assist,M_15_19_No_unpaid_assist_prov,M_15_19_yr_Unpaid_assist_ns,M_15_19_Overseas_visitors,M_15_19_years_Total,M_20_24_Prov_unpaid_assist,M_20_24_No_unpaid_assist_prov,M_20_24_yr_Unpaid_assist_ns,M_20_24_Overseas_visitors,M_20_24_years_Total,M_25_34_Prov_unpaid_assist,M_25_34_No_unpaid_assist_prov,M_25_34_yr_Unpaid_assist_ns,M_25_34_Overseas_visitors,M_25_34_years_Total,M_35_44_Prov_unpaid_assist,M_35_44_No_unpaid_assist_prov,M_35_44_yr_Unpaid_assist_ns,M_35_44_Overseas_visitors,M_35_44_years_Total,M_45_54_Prov_unpaid_assist,M_45_54_No_unpaid_assist_prov,M_45_54_Unpaid_assist_ns,M_45_54_Overseas_visitors,M_45_54_years_Total,M_55_64_Prov_unpaid_assist,M_55_64_No_unpaid_assist_prov,M_55_64_yr_Unpaid_assist_ns,M_55_64_Overseas_visitors,M_55_64_years_Total,M_65_74_Prov_unpaid_assist,M_65_74_No_unpaid_assist_prov,M_65_74_yr_Unpaid_assist_ns,M_65_74_Overseas_visitors,M_65_74_years_Total,M_75_84_Prov_unpaid_assist,M_75_84_No_unpaid_assist_prov,M_75_84_yr_Unpaid_assist_ns,M_75_84_Overseas_visitors,M_75_84_years_Total,M_85_over_Prov_unpaid_assist,M_85ovr_No_unpaid_assist_prov,M_85ovr_over_Unpaid_assist_ns,M_85over_Overseas_visitors,M_85_yr_and_over_Total,M_Tot_Prov_unpaid_assist,M_Tot_No_unpaid_assist_prov,M_Tot_Unpaid_assist_ns,M_Total_Overseas_visitors,M_Total_Total,F_15_19_Prov_unpaid_assist,F_15_19_No_unpaid_assist_prov,F_15_19_yr_Unpaid_assist_ns,F_15_19_Overseas_visitors,F_15_19_years_Total,F_20_24_Prov_unpaid_assist,F_20_24_No_unpaid_assist_prov,F_20_24_yr_Unpaid_assist_ns,F_20_24_Overseas_visitors,F_20_24_years_Total,F_25_34_Prov_unpaid_assist,F_25_34_No_unpaid_assist_prov,F_25_34_yr_Unpaid_assist_ns,F_25_34_Overseas_visitors,F_25_34_years_Total,F_35_44_Prov_unpaid_assist,F_35_44_No_unpaid_assist_prov,F_35_44_yr_Unpaid_assist_ns,F_35_44_Overseas_visitors,F_35_44_years_Total,F_45_54_Prov_unpaid_assist,F_45_54_No_unpaid_assist_prov,F_45_54_Unpaid_assist_ns,F_45_54_Overseas_visitors,F_45_54_years_Total,F_55_64_Prov_unpaid_assist,F_55_64_No_unpaid_assist_prov,F_55_64_yr_Unpaid_assist_ns,F_55_64_Overseas_visitors,F_55_64_years_Total,F_65_74_Prov_unpaid_assist,F_65_74_No_unpaid_assist_prov,F_65_74_yr_Unpaid_assist_ns,F_65_74_Overseas_visitors,F_65_74_years_Total,F_75_84_Prov_unpaid_assist,F_75_84_No_unpaid_assist_prov,F_75_84_yr_Unpaid_assist_ns,F_75_84_Overseas_visitors,F_75_84_years_Total,F_85_over_Prov_unpaid_assist,F_85ovr_No_unpaid_assist_prov,F_85ovr_over_Unpaid_assist_ns,F_85over_Overseas_visitors,F_85_yr_and_over_Total,F_Tot_Prov_unpaid_assist,F_Tot_No_unpaid_assist_prov,F_Tot_Unpaid_assist_ns,F_Total_Overseas_visitors,F_Total_Total,P_15_19_Prov_unpaid_assist,P_15_19_No_unpaid_assist_prov,P_15_19_yr_Unpaid_assist_ns,P_15_19_Overseas_visitors,P_15_19_years_Total,P_20_24_Prov_unpaid_assist,P_20_24_No_unpaid_assist_prov,P_20_24_yr_Unpaid_assist_ns,P_20_24_Overseas_visitors,P_20_24_years_Total,P_25_34_Prov_unpaid_assist,P_25_34_No_unpaid_assist_prov,P_25_34_yr_Unpaid_assist_ns,P_25_34_Overseas_visitors,P_25_34_years_Total,P_35_44_Prov_unpaid_assist,P_35_44_No_unpaid_assist_prov,P_35_44_yr_Unpaid_assist_ns,P_35_44_Overseas_visitors,P_35_44_years_Total,P_45_54_Prov_unpaid_assist,P_45_54_No_unpaid_assist_prov,P_45_54_Unpaid_assist_ns,P_45_54_Overseas_visitors,P_45_54_years_Total,P_55_64_Prov_unpaid_assist,P_55_64_No_unpaid_assist_prov,P_55_64_yr_Unpaid_assist_ns,P_55_64_Overseas_visitors,P_55_64_years_Total,P_65_74_Prov_unpaid_assist,P_65_74_No_unpaid_assist_prov,P_65_74_yr_Unpaid_assist_ns,P_65_74_Overseas_visitors,P_65_74_years_Total,P_75_84_Prov_unpaid_assist,P_75_84_No_unpaid_assist_prov,P_75_84_yr_Unpaid_assist_ns,P_75_84_Overseas_visitors,P_75_84_years_Total,P_85_over_Prov_unpaid_assist,P_85ovr_No_unpaid_assist_prov,P_85ovr_over_Unpaid_assist_ns,P_85over_Overseas_visitors,P_85_yr_and_over_Total,P_Tot_Prov_unpaid_assist,P_Tot_No_unpaid_assist_prov,P_Tot_Unpaid_assist_ns,P_Total_Overseas_visitors,P_Total_Total
CED508,184,4085,202,17,4485,226,4390,254,19,4895,555,10148,611,60,11377,861,10389,612,24,11893,1210,8839,509,32,10590,1343,7235,379,40,8998,852,5629,319,30,6830,425,2818,292,6,3540,124,907,187,3,1214,5780,54445,3357,233,63815,207,4008,179,0,4405,311,4565,243,22,5143,879,11043,585,53,12560,1579,10560,496,17,12650,2213,8657,407,23,11304,2326,7140,340,35,9842,1335,5869,351,33,7578,427,3259,346,6,4036,92,1490,343,0,1928,9370,56602,3288,191,69450,389,8094,384,20,8884,542,8961,492,42,10038,1439,21186,1194,116,23936,2445,20947,1108,43,24540,3422,17498,916,55,21892,3668,14375,715,76,18836,2182,11499,668,60,14410,849,6075,639,14,7578,220,2396,528,4,3143,15147,111044,6651,420,133266
CED509,236,5112,259,3,5612,233,4413,408,0,5054,622,9250,1204,25,11102,964,9940,1117,14,12036,1262,8764,788,13,10829,1208,7422,509,26,9157,838,5704,304,16,6867,451,3056,241,10,3761,113,835,142,6,1095,5926,54505,4975,108,65512,278,4618,251,4,5157,305,4166,249,7,4732,1099,10344,645,27,12112,1704,10244,618,14,12579,2171,8919,464,11,11572,2238,7196,321,42,9795,1312,5745,310,30,7401,521,3319,287,11,4136,71,1314,261,4,1646,9695,55873,3416,146,69132,517,9731,509,13,10767,542,8578,657,11,9787,1713,19599,1851,47,23212,2665,20185,1736,30,24616,3438,17685,1258,23,22396,3444,14620,830,60,18955,2149,11445,615,49,14265,975,6378,530,19,7899,190,2156,401,3,2747,15627,110380,8387,252,134645
CED510,190,5132,140,0,5465,203,4408,143,3,4761,349,6957,309,22,7637,722,8951,340,11,10025,1193,9360,305,22,10880,1458,8371,231,22,10086,1161,7241,210,15,8630,403,3201,179,4,3791,133,916,106,4,1154,5816,54534,1976,100,62425,196,4704,134,4,5037,237,3886,107,11,4243,521,7198,296,13,8036,1280,9572,291,12,11157,2106,9415,278,12,11813,2545,8561,227,15,11346,1606,7326,219,18,9174,466,3541,244,14,4258,96,1617,191,0,1908,9046,55826,1996,107,66972,384,9833,279,3,10498,443,8293,257,17,8998,875,14157,607,34,15670,1999,18521,639,25,21184,3296,18778,584,31,22691,4006,16928,456,39,21434,2766,14572,437,31,17801,864,6742,431,19,8057,224,2532,295,3,3058,14866,110358,3969,204,129394
CED511,229,4237,581,7,5052,207,4041,908,36,5191,589,9631,2704,102,13024,909,9421,2559,37,12919,1297,10183,2533,14,14026,1657,10682,2039,31,14411,1067,8531,1151,15,10773,488,4050,563,9,5118,158,1122,216,3,1497,6605,61896,13267,240,82013,216,3781,553,6,4553,230,3298,519,17,4065,876,8351,1267,47,10540,1461,8144,1240,4,10848,1935,8566,1173,10,11692,2349,8992,1144,21,12510,1370,7358,878,23,9630,609,3963,605,3,5183,105,1619,321,4,2051,9158,54074,7701,137,71068,446,8008,1141,9,9605,440,7338,1426,48,9256,1463,17983,3966,146,23565,2367,17562,3798,41,23768,3235,18752,3708,27,25721,4007,19680,3187,48,26919,2441,15885,2029,38,20403,1100,8012,1174,9,10295,261,2740,535,4,3551,15764,115973,20962,383,153080
CED512,205,5596,274,3,6079,226,4998,245,11,5481,519,9977,473,50,11019,893,10640,480,19,12041,1059,9630,407,11,11115,861,6967,289,16,8135,583,4614,157,22,5379,322,2294,144,8,2765,79,648,84,0,816,4751,55366,2565,145,62828,259,5224,268,0,5754,290,4892,214,17,5406,1089,11270,510,20,12884,1757,11456,503,15,13736,1898,10047,417,8,12377,1605,7017,262,33,8917,885,4968,212,26,6091,331,2819,225,12,3384,65,1037,156,3,1258,8172,58724,2761,144,69799,465,10819,544,7,11835,515,9890,460,25,10883,1605,21245,988,75,23905,2654,22099,990,37,25774,2964,19677,821,25,23487,2460,13982,554,54,17050,1469,9583,369,43,11464,654,5111,362,18,6150,150,1687,240,6,2081,12924,114096,5326,285,132628
CED513,166,3245,186,7,3602,250,5124,501,79,5947,764,15784,1441,206,18195,1061,13031,1129,148,15366,1355,9284,886,106,11636,1416,7792,698,73,9978,840,5724,455,35,7046,380,3037,305,13,3742,137,1240,173,0,1546,6366,64254,5780,661,77063,156,3265,191,15,3624,312,5644,437,56,6446,1019,16415,1160,164,18760,1487,12198,773,54,14514,2064,8579,579,55,11269,2265,6993,453,52,9760,1276,5972,414,40,7693,479,3721,357,13,4571,91,2388,250,4,2726,9147,65160,4616,447,79376,319,6508,378,17,7229,559,10758,944,134,12401,1788,32199,2597,374,36955,2548,25227,1906,199,29880,3415,17860,1465,161,22900,3677,14787,1152,127,19741,2118,11695,867,69,14745,866,6760,665,30,8317,224,3621,422,4,4271,15517,129418,10395,1114,156439
CED514,195,4432,275,3,4905,285,6875,596,30,7788,776,15595,1270,73,17714,1034,12252,926,46,14260,1185,9005,721,44,10956,1305,7683,542,51,9582,872,6001,394,34,7301,361,3022,315,11,3711,118,1092,261,0,1468,6126,65959,5301,302,77686,223,4044,259,8,4537,410,6469,475,22,7382,1091,15048,1117,62,17315,1514,11562,821,26,13922,1884,8389,589,27,10893,2136,7297,499,55,9991,1380,6270,411,46,8107,507,3661,467,17,4653,108,1917,538,0,2561,9249,64658,5179,264,79349,419,8473,536,11,9447,694,13347,1070,54,15167,1862,30641,2392,131,35023,2547,23814,1744,68,28178,3066,17398,1314,72,21856,3442,14984,1036,107,19568,2245,12277,807,82,15410,869,6682,777,30,8359,221,3007,792,4,4031,15373,130625,10476,560,157039
CED515,240,5772,262,6,6277,283,5329,298,12,5914,476,8300,751,32,9561,938,10052,702,44,11739,1416,9688,447,41,11591,1604,8179,327,56,10164,1229,7306,283,47,8870,558,3935,292,14,4797,197,1427,232,11,1858,6935,59989,3593,261,70778,299,5597,240,8,6144,352,4928,198,14,5490,616,8501,495,21,9642,1577,11232,466,22,13296,2379,9949,370,30,12728,2722,8405,317,63,11510,1826,7639,308,62,9835,700,4470,380,18,5567,138,2458,367,10,2966,10605,63179,3138,253,77176,535,11367,508,13,12419,633,10257,492,23,11404,1094,16801,1246,54,19199,2513,21292,1170,68,25041,3799,19634,816,69,24323,4328,16581,645,116,21671,3051,14952,589,112,18700,1256,8406,669,33,10366,331,3879,596,20,4830,17537,123171,6736,512,147954
CED597,0,8,7,0,14,3,46,28,0,81,11,222,193,24,459,29,465,416,37,945,30,427,374,53,896,23,234,196,24,473,3,69,41,0,119,0,11,0,0,15,0,0,0,0,0,105,1492,1256,143,3002,5,3,3,0,8,0,20,15,0,37,7,57,28,3,94,0,30,20,7,55,7,30,22,0,57,7,43,29,3,86,5,43,14,0,61,0,10,5,0,17,0,0,0,4,3,23,242,123,16,405,5,6,10,0,19,6,69,43,0,121,11,278,223,33,549,31,492,432,37,999,38,459,399,61,951,33,280,220,29,560,9,115,54,0,178,0,22,6,0,32,0,0,0,4,3,129,1727,1382,164,3410
CED601,154,2816,231,3,3202,167,2981,262,44,3453,508,6664,533,14,7716,596,5128,338,9,6073,838,5305,359,8,6504,959,5535,351,6,6856,723,4920,369,5,6014,375,2733,250,5,3365,103,804,138,0,1042,4415,36878,2835,96,44231,172,2747,192,0,3114,227,2742,223,4,3191,758,6218,408,36,7420,1103,5189,310,11,6616,1482,5348,302,15,7149,1734,5347,335,7,7420,1092,4988,373,4,6464,433,3122,323,0,3881,79,1382,244,4,1707,7078,37078,2714,85,46957,323,5562,422,7,6316,390,5720,490,47,6646,1266,12877,942,50,15138,1700,10317,651,20,12687,2320,10651,662,15,13648,2691,10883,687,14,14271,1809,9911,740,13,12480,809,5851,575,7,7244,178,2183,382,7,2749,11499,73958,5549,180,91185
CED602,125,2667,246,0,3039,150,2484,182,13,2822,379,5455,411,32,6271,632,4579,400,17,5624,886,5365,431,8,6692,1124,5942,402,8,7479,868,5426,425,4,6724,468,2994,327,3,3787,95,839,140,5,1082,4719,35745,2962,86,43515,166,2557,206,0,2934,218,2396,151,4,2775,779,5314,379,24,6490,1139,4647,330,8,6124,1494,5319,353,7,7168,1878,5815,365,10,8064,1250,5459,410,8,7128,479,3314,386,5,4181,65,1434,179,4,1690,7464,36259,2758,60,46542,293,5225,448,0,5967,370,4877,335,17,5597,1156,10771,791,48,12764,1761,9227,728,20,11744,2383,10680,782,11,13852,3005,11753,763,22,15538,2119,10885,842,13,13854,944,6309,713,6,7965,162,2277,326,7,2769,12189,71999,5724,147,90057
CED603,124,2748,146,0,3021,201,3413,192,53,3857,615,9555,645,133,10947,616,6104,389,33,7146,870,5233,335,11,6447,1028,4926,294,17,6265,661,4249,268,14,5196,339,2234,212,3,2787,105,802,86,0,998,4552,39282,2560,267,46654,158,2627,158,3,2948,264,3370,190,9,3839,786,9026,568,24,10407,1064,5920,342,7,7340,1430,5184,294,11,6919,1653,4852,284,26,6816,1073,4456,298,7,5833,413,2859,269,9,3549,92,1441,177,0,1711,6940,39744,2584,103,49367,277,5377,308,3,5966,467,6782,375,64,7692,1398,18578,1218,153,21351,1680,12029,731,45,14481,2300,10417,626,26,13369,2678,9782,579,42,13082,1731,8703,566,21,11031,755,5098,472,14,6334,202,2252,259,0,2713,11494,79024,5137,374,96021
CED604,145,2784,180,0,3113,150,2560,187,3,2897,451,6286,491,6,7235,624,5798,408,7,6842,932,5296,323,9,6558,1119,5313,310,8,6754,832,4977,285,6,6099,421,2656,214,3,3296,93,781,117,0,987,4770,36456,2510,45,43780,137,2535,114,0,2790,186,2336,128,0,2651,663,6405,302,7,7374,1138,5943,292,5,7380,1524,5326,234,12,7097,1817,5441,223,16,7487,1186,5213,282,14,6691,484,3067,269,7,3822,65,1368,166,4,1605,7196,37639,2011,52,46902,286,5323,287,3,5902,337,4891,315,3,5549,1111,12686,792,16,14613,1762,11745,706,12,14218,2462,10620,558,18,13658,2936,10755,532,17,14241,2021,10188,562,17,12792,899,5726,486,4,7117,157,2152,283,3,2601,11967,74094,4526,101,90686
CED605,153,2668,282,0,3105,150,2487,186,16,2839,418,5491,422,57,6392,621,5095,423,35,6173,892,5617,421,6,6936,1191,6780,497,4,8473,952,6106,498,3,7556,425,2886,278,3,3589,76,728,96,0,900,4880,37857,3100,128,45964,169,2298,261,0,2725,186,2421,182,3,2795,789,5529,432,32,6789,1227,4967,411,12,6613,1562,5497,395,0,7458,1969,6180,468,0,8613,1189,5594,430,5,7225,413,2914,325,3,3658,65,985,124,3,1177,7570,36370,3043,72,47051,321,4962,546,0,5832,341,4906,371,24,5640,1211,11019,856,89,13181,1841,10058,837,48,12790,2462,11108,814,8,14396,3163,12955,963,12,17089,2140,11702,928,10,14783,837,5795,603,6,7243,142,1715,217,3,2075,12453,74222,6144,194,93016
CED697,0,0,0,0,0,0,8,0,0,9,0,29,25,3,58,0,40,24,3,67,10,32,22,0,71,7,35,20,0,63,0,22,0,0,25,0,3,0,0,4,0,0,0,0,0,23,165,99,8,296,0,4,0,0,4,0,3,0,0,6,0,9,3,0,13,0,9,3,0,16,5,11,4,0,18,0,13,3,0,11,4,5,0,0,9,0,0,0,0,0,0,0,0,0,0,9,50,12,0,75,0,5,0,0,5,3,13,0,0,15,0,38,29,3,69,0,46,30,4,78,14,42,31,0,90,7,46,25,0,77,3,26,0,0,33,0,6,0,0,3,0,0,0,0,0,36,217,115,13,374
CED701,286,3507,631,85,4506,358,3769,962,875,5963,801,8979,2613,406,12797,817,7704,2152,111,10789,778,6818,1891,37,9517,683,6793,1578,49,9101,429,5380,1145,25,6989,110,1452,301,5,1867,10,186,35,0,228,4263,44585,11307,1595,61752,313,3219,539,8,4083,432,3559,576,73,4643,1106,9466,1637,160,12368,1229,7522,1334,28,10115,1148,6639,1263,19,9071,1149,6591,1307,54,9106,559,4473,907,24,5960,129,1092,203,8,1431,17,242,47,0,305,6092,42800,7815,371,57075,604,6721,1173,89,8588,790,7330,1536,950,10605,1909,18444,4254,555,25161,2043,15227,3489,141,20905,1922,13454,3151,54,18587,1830,13386,2882,102,18204,988,9854,2055,54,12944,241,2541,505,16,3299,25,426,83,0,534,10359,87380,19123,1967,118829
CED702,141,2561,308,11,3022,143,3136,518,300,4093,517,8721,1235,246,10727,695,7087,948,94,8825,736,5887,887,55,7566,601,5241,838,53,6742,402,3913,576,29,4918,151,1400,199,5,1760,31,247,48,0,326,3422,38198,5556,799,47972,180,2476,317,6,2982,155,2952,392,75,3571,825,9491,1227,119,11659,1097,7399,947,33,9471,1128,5737,798,15,7673,1013,4887,722,65,6681,628,3517,492,35,4664,172,1334,209,12,1719,25,318,64,8,410,5221,38105,5163,353,48841,320,5040,633,18,6009,297,6081,904,373,7662,1343,18212,2466,368,22386,1792,14482,1892,124,18294,1862,11624,1683,64,15238,1617,10130,1556,119,13420,1030,7432,1060,59,9580,324,2733,408,19,3482,57,566,110,6,738,8642,76305,10712,1150,96814
CED797,0,10,0,0,10,0,14,5,0,17,0,33,13,0,54,0,62,41,0,106,0,70,42,0,117,0,63,33,0,96,0,11,3,0,22,0,4,0,0,4,0,0,0,0,0,9,266,141,12,429,0,0,0,0,0,0,12,0,0,15,0,6,5,7,16,0,6,0,0,3,0,7,0,0,7,0,6,0,0,12,0,13,5,0,21,0,4,0,0,5,0,0,0,0,0,0,48,17,7,67,0,4,0,0,11,0,24,3,0,27,0,41,17,9,65,0,67,43,0,112,0,77,42,0,124,0,70,34,0,106,0,28,7,0,40,0,5,3,0,10,0,0,0,0,0,12,314,158,17,494
CED801,224,4035,176,3,4438,291,3996,210,6,4503,685,9632,654,18,10986,1051,9187,509,30,10781,1379,7778,348,25,9526,1500,6638,243,21,8410,914,5324,223,11,6474,492,2677,178,3,3354,156,771,97,4,1026,6690,50033,2645,126,59499,225,3582,140,4,3950,333,3829,173,4,4346,942,9868,438,23,11276,1644,9079,389,19,11131,2105,7619,279,9,10014,2304,6760,211,31,9301,1403,5677,241,23,7341,586,3268,261,4,4128,90,1231,201,0,1518,9641,50909,2333,124,63012,450,7617,315,6,8394,629,7825,392,11,8848,1627,19499,1094,42,22257,2691,18265,900,48,21915,3485,15398,628,33,19543,3801,13399,452,57,17714,2312,11001,461,34,13816,1085,5943,442,12,7479,247,1996,301,4,2548,16329,100947,4976,254,122510
CED802,199,4077,356,11,4650,306,6497,659,30,7493,658,12215,938,48,13859,844,8630,611,50,10139,1223,6933,501,40,8700,1269,5463,432,26,7195,788,4354,324,19,5492,474,2429,219,7,3134,129,994,142,0,1268,5896,51597,4190,243,61929,228,4263,411,11,4914,361,6783,623,32,7796,810,11930,819,45,13608,1228,8554,469,42,10294,1777,6533,367,26,8708,1886,5236,326,30,7483,1196,4614,315,23,6152,574,3004,246,5,3830,122,1666,232,0,2028,8182,52592,3818,215,64805,429,8345,766,21,9564,666,13278,1280,64,15293,1469,24149,1754,98,27472,2072,17185,1081,92,20428,2995,13469,869,67,17406,3154,10702,761,54,14675,1986,8968,648,44,11638,1052,5429,467,11,6961,251,2664,374,0,3293,14078,104183,8010,464,126736
CED803,211,4063,173,4,4454,274,4785,275,20,5344,766,12505,732,18,14021,1300,11699,539,21,13562,1376,8139,325,11,9850,970,5095,181,11,6258,603,3739,114,37,4490,336,1783,83,12,2219,76,477,37,0,593,5919,52288,2463,135,60800,228,3883,150,5,4263,327,4675,240,5,5250,1092,12553,651,20,14316,1844,11415,461,12,13739,1858,7584,294,25,9759,1403,5148,163,63,6778,964,4292,159,43,5458,377,2132,113,7,2631,71,678,69,3,821,8167,52357,2300,189,63010,439,7945,326,11,8721,601,9462,518,22,10598,1859,25056,1388,44,28339,3148,23118,1003,35,27297,3230,15727,620,34,19616,2373,10242,341,74,13037,1559,8028,273,79,9947,718,3916,197,20,4851,144,1155,102,3,1408,14086,104644,4765,317,123816
CED897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
