CED_CODE_2021,M_15_19_Prov_unpaid_assist,M_15_19_No_unpaid_assist_prov,M_15_19_yr_Unpaid_assist_ns,M_15_19_Overseas_visitors,M_15_19_years_Total,M_20_24_Prov_unpaid_assist,M_20_24_No_unpaid_assist_prov,M_20_24_yr_Unpaid_assist_ns,M_20_24_Overseas_visitors,M_20_24_years_Total,M_25_34_Prov_unpaid_assist,M_25_34_No_unpaid_assist_prov,M_25_34_yr_Unpaid_assist_ns,M_25_34_Overseas_visitors,M_25_34_years_Total,M_35_44_Prov_unpaid_assist,M_35_44_No_unpaid_assist_prov,M_35_44_yr_Unpaid_assist_ns,M_35_44_Overseas_visitors,M_35_44_years_Total,M_45_54_Prov_unpaid_assist,M_45_54_No_unpaid_assist_prov,M_45_54_Unpaid_assist_ns,M_45_54_Overseas_visitors,M_45_54_years_Total,M_55_64_Prov_unpaid_assist,M_55_64_No_unpaid_assist_prov,M_55_64_yr_Unpaid_assist_ns,M_55_64_Overseas_visitors,M_55_64_years_Total,M_65_74_Prov_unpaid_assist,M_65_74_No_unpaid_assist_prov,M_65_74_yr_Unpaid_assist_ns,M_65_74_Overseas_visitors,M_65_74_years_Total,M_75_84_Prov_unpaid_assist,M_75_84_No_unpaid_assist_prov,M_75_84_yr_Unpaid_assist_ns,M_75_84_Overseas_visitors,M_75_84_years_Total,M_85_over_Prov_unpaid_assist,M_85ovr_No_unpaid_assist_prov,M_85ovr_over_Unpaid_assist_ns,M_85over_Overseas_visitors,M_85_yr_and_over_Total,M_Tot_Prov_unpaid_assist,M_Tot_No_unpaid_assist_prov,M_Tot_Unpaid_assist_ns,M_Total_Overseas_visitors,M_Total_Total,F_15_19_Prov_unpaid_assist,F_15_19_No_unpaid_assist_prov,F_15_19_yr_Unpaid_assist_ns,F_15_19_Overseas_visitors,F_15_19_years_Total,F_20_24_Prov_unpaid_assist,F_20_24_No_unpaid_assist_prov,F_20_24_yr_Unpaid_assist_ns,F_20_24_Overseas_visitors,F_20_24_years_Total,F_25_34_Prov_unpaid_assist,F_25_34_No_unpaid_assist_prov,F_25_34_yr_Unpaid_assist_ns,F_25_34_Overseas_visitors,F_25_34_years_Total,F_35_44_Prov_unpaid_assist,F_35_44_No_unpaid_assist_prov,F_35_44_yr_Unpaid_assist_ns,F_35_44_Overseas_visitors,F_35_44_years_Total,F_45_54_Prov_unpaid_assist,F_45_54_No_unpaid_assist_prov,F_45_54_Unpaid_assist_ns,F_45_54_Overseas_visitors,F_45_54_years_Total,F_55_64_Prov_unpaid_assist,F_55_64_No_unpaid_assist_prov,F_55_64_yr_Unpaid_assist_ns,F_55_64_Overseas_visitors,F_55_64_years_Total,F_65_74_Prov_unpaid_assist,F_65_74_No_unpaid_assist_prov,F_65_74_yr_Unpaid_assist_ns,F_65_74_Overseas_visitors,F_65_74_years_Total,F_75_84_Prov_unpaid_assist,F_75_84_No_unpaid_assist_prov,F_75_84_yr_Unpaid_assist_ns,F_75_84_Overseas_visitors,F_75_84_years_Total,F_85_over_Prov_unpaid_assist,F_85ovr_No_unpaid_assist_prov,F_85ovr_over_Unpaid_assist_ns,F_85over_Overseas_visitors,F_85_yr_and_over_Total,F_Tot_Prov_unpaid_assist,F_Tot_No_unpaid_assist_prov,F_Tot_Unpaid_assist_ns,F_Total_Overseas_visitors,F_Total_Total,P_15_19_Prov_unpaid_assist,P_15_19_No_unpaid_assist_prov,P_15_19_yr_Unpaid_assist_ns,P_15_19_Overseas_visitors,P_15_19_years_Total,P_20_24_Prov_unpaid_assist,P_20_24_No_unpaid_assist_prov,P_20_24_yr_Unpaid_assist_ns,P_20_24_Overseas_visitors,P_20_24_years_Total,P_25_34_Prov_unpaid_assist,P_25_34_No_unpaid_assist_prov,P_25_34_yr_Unpaid_assist_ns,P_25_34_Overseas_visitors,P_25_34_years_Total,P_35_44_Prov_unpaid_assist,P_35_44_No_unpaid_assist_prov,P_35_44_yr_Unpaid_assist_ns,P_35_44_Overseas_visitors,P_35_44_years_Total,P_45_54_Prov_unpaid_assist,P_45_54_No_unpaid_assist_prov,P_45_54_Unpaid_assist_ns,P_45_54_Overseas_visitors,P_45_54_years_Total,P_55_64_Prov_unpaid_assist,P_55_64_No_unpaid_assist_prov,P_55_64_yr_Unpaid_assist_ns,P_55_64_Overseas_visitors,P_55_64_years_Total,P_65_74_Prov_unpaid_assist,P_65_74_No_unpaid_assist_prov,P_65_74_yr_Unpaid_assist_ns,P_65_74_Overseas_visitors,P_65_74_years_Total,P_75_84_Prov_unpaid_assist,P_75_84_No_unpaid_assist_prov,P_75_84_yr_Unpaid_assist_ns,P_75_84_Overseas_visitors,P_75_84_years_Total,P_85_over_Prov_unpaid_assist,P_85ovr_No_unpaid_assist_prov,P_85ovr_over_Unpaid_assist_ns,P_85over_Overseas_visitors,P_85_yr_and_over_Total,P_Tot_Prov_unpaid_assist,P_Tot_No_unpaid_assist_prov,P_Tot_Unpaid_assist_ns,P_Total_Overseas_visitors,P_Total_Total
CED202,227,4172,310,6,4714,258,3797,293,0,4343,658,8096,579,11,9348,1026,7277,506,13,8814,1433,7425,544,12,9410,1521,7144,477,11,9154,1129,6425,464,13,8029,501,3241,362,5,4105,113,966,209,0,1294,6866,48546,3737,59,59209,247,3915,325,0,4489,347,3737,278,3,4366,1115,7845,565,8,9528,1756,7478,521,9,9758,2459,7183,504,8,10156,2646,6902,458,14,10015,1697,6616,459,11,8781,582,3686,443,3,4717,102,1757,365,0,2226,10957,49117,3917,54,64044,476,8083,638,5,9202,603,7536,569,9,8711,1780,15940,1138,22,18878,2785,14754,1027,13,18578,3891,14610,1046,18,19565,4164,14045,934,24,19166,2825,13040,922,19,16805,1083,6931,809,7,8825,212,2728,576,0,3521,17825,97661,7658,113,123254
CED203,201,3829,335,0,4363,262,3677,299,10,4257,645,7498,825,13,8983,1018,7015,708,7,8747,1378,7136,683,7,9208,1613,7133,606,7,9362,1164,6880,533,11,8584,546,3697,427,0,4674,158,1179,246,0,1577,6983,48045,4675,64,59763,256,3686,294,0,4232,345,3624,226,6,4206,1146,7728,591,9,9477,1766,7176,583,4,9534,2353,6952,544,0,9854,2787,7161,546,7,10500,1747,6920,512,12,9186,704,4030,503,3,5231,105,1877,476,6,2465,11209,49154,4268,48,64680,458,7511,634,0,8602,610,7308,526,19,8462,1793,15225,1415,23,18461,2784,14192,1289,12,18280,3733,14085,1231,7,19061,4396,14297,1153,11,19857,2911,13798,1043,25,17774,1248,7724,929,9,9905,259,3057,721,9,4043,18190,97194,8942,114,124446
CED204,247,5113,401,0,5764,389,5588,483,7,6470,951,11605,1286,20,13860,1262,10454,968,19,12708,1523,9163,733,17,11438,1455,8406,604,29,10494,885,6064,371,42,7355,459,3045,321,12,3838,121,981,129,4,1223,7297,60415,5293,145,73154,288,4701,350,7,5343,506,4861,381,9,5759,1416,10308,950,12,12689,1941,9637,787,17,12386,2464,8399,661,25,11543,2302,7955,524,54,10834,1284,6036,460,47,7830,470,3424,323,8,4224,82,1704,237,6,2031,10758,57028,4682,178,72643,541,9806,750,10,11101,897,10455,863,18,12227,2373,21910,2237,33,26546,3210,20093,1754,37,25093,3990,17563,1395,36,22987,3761,16359,1131,82,21329,2166,12104,833,82,15188,926,6472,641,23,8065,201,2683,364,13,3258,18058,117442,9965,323,145792
CED205,254,5441,461,0,6163,367,6003,543,7,6916,1198,13368,1376,27,15970,1537,12330,1155,29,15056,1374,8375,736,9,10489,1177,7250,544,27,8998,590,4231,282,17,5119,249,1915,170,10,2341,39,473,61,0,575,6797,59384,5323,116,71620,370,5115,401,0,5888,593,5387,423,6,6403,1947,13202,1138,24,16301,2462,11167,988,10,14621,2341,7921,659,19,10943,1951,6447,484,48,8933,844,4372,299,42,5559,236,2136,215,11,2603,29,767,103,0,898,10775,56511,4712,155,72145,629,10560,860,3,12047,966,11387,967,10,13321,3145,26569,2512,47,32271,4000,23499,2141,35,29681,3716,16299,1395,24,21435,3133,13700,1026,67,17927,1433,8603,582,57,10675,485,4044,386,20,4934,68,1240,161,0,1474,17571,115896,10032,267,143763
CED206,197,4522,229,0,4951,263,4020,211,7,4503,669,8350,421,16,9454,1124,8342,394,12,9868,1523,8447,484,14,10464,1762,7591,380,14,9755,1108,6142,258,10,7515,493,3308,223,0,4028,121,883,69,0,1077,7263,51607,2674,67,61611,218,4126,217,3,4568,363,3688,157,5,4208,1100,8198,385,6,9696,1847,8293,387,8,10534,2701,7917,406,11,11038,2885,7063,343,6,10306,1680,6358,279,11,8326,559,3572,241,14,4387,83,1379,119,3,1576,11449,50598,2527,60,64632,420,8647,446,5,9520,633,7705,365,8,8713,1770,16549,806,22,19152,2970,16638,782,22,20401,4224,16365,894,21,21501,4653,14656,724,22,20061,2783,12502,539,21,15843,1052,6886,465,12,8412,206,2257,186,0,2650,18711,102205,5200,131,126247
CED207,244,5302,222,13,5783,379,7384,550,60,8370,765,12029,988,53,13832,1099,10068,589,49,11803,1717,8958,432,68,11184,1659,7507,285,47,9499,1057,6016,250,60,7389,743,4418,274,14,5448,300,2023,213,5,2545,7961,63710,3806,369,75846,234,5108,200,25,5567,396,6321,406,45,7177,816,10765,731,41,12352,1540,10451,494,38,12517,2629,9232,414,38,12309,2519,7451,331,62,10368,1667,6757,307,74,8800,930,5635,359,23,6949,203,3193,374,4,3774,10936,64918,3617,347,79813,479,10411,422,37,11351,777,13705,955,104,15544,1579,22795,1719,95,26183,2641,20520,1082,86,24317,4348,18190,847,110,23494,4184,14954,613,114,19870,2716,12774,560,133,16191,1674,10055,631,32,12394,500,5215,586,11,6314,18900,128621,7422,712,155660
CED208,175,3239,175,4,3594,279,4351,333,9,4970,851,12706,832,22,14412,1142,10502,624,14,12282,1687,8247,496,4,10440,1496,5845,383,16,7744,669,4119,301,18,5105,369,2659,250,8,3290,138,1208,217,0,1564,6811,52876,3617,99,63407,163,3187,196,5,3551,378,4192,247,15,4826,1179,13256,700,18,15150,1769,10430,517,14,12737,2690,7799,420,16,10922,2321,5692,328,23,8360,1093,4444,316,14,5865,547,3408,327,8,4287,133,1958,354,3,2442,10267,54367,3399,114,68147,337,6431,370,8,7144,654,8539,580,27,9801,2028,25965,1528,40,29561,2920,20932,1141,25,25016,4376,16047,913,17,21358,3816,11537,713,33,16099,1764,8564,618,38,10977,916,6071,580,16,7583,270,3164,570,3,4009,17081,107239,7016,219,131552
CED209,160,3872,207,4,4247,185,3952,237,4,4384,555,7932,424,5,8918,896,8073,367,11,9343,1281,7131,356,3,8781,1427,6320,328,9,8081,1174,6654,362,5,8192,521,3585,309,4,4419,145,1114,197,0,1453,6339,48631,2791,45,57812,187,3774,229,7,4200,272,3684,207,0,4169,921,8045,375,9,9347,1586,8435,410,18,10447,2263,7014,343,8,9633,2615,6560,340,19,9535,1681,6982,395,4,9068,656,3940,426,7,5028,86,1909,372,0,2363,10280,50348,3094,65,63791,351,7653,441,8,8443,463,7640,443,5,8547,1472,15981,794,16,18262,2487,16506,777,27,19796,3546,14144,702,13,18409,4042,12879,672,24,17618,2853,13634,762,13,17256,1176,7523,739,5,9451,231,3020,569,0,3815,16615,98982,5888,105,121599
CED210,200,4261,298,11,4760,304,4541,429,5,5280,737,10126,1122,7,11991,1050,8035,919,20,10026,1467,7643,707,7,9821,1544,6959,520,8,9031,975,5809,384,8,7177,507,3162,293,3,3966,138,1126,170,0,1435,6923,51655,4834,75,63488,261,3886,253,16,4421,375,4442,271,7,5087,1183,9868,645,18,11711,1797,8063,580,10,10449,2505,7364,487,11,10363,2599,6736,386,9,9734,1513,6294,444,18,8268,572,4040,419,6,5036,85,1942,290,0,2322,10889,52638,3772,86,67386,462,8146,550,25,9181,678,8980,699,12,10369,1911,19990,1768,30,23703,2846,16103,1503,28,20471,3972,15000,1191,19,20185,4147,13694,901,21,18765,2489,12102,824,22,15445,1088,7197,709,11,9008,221,3072,464,0,3756,17814,104291,8605,161,130878
CED211,209,4668,152,5,5037,285,4438,179,0,4912,640,9012,468,20,10137,1228,9873,427,13,11536,1701,8643,383,21,10742,1667,7273,255,18,9213,1043,5825,244,36,7144,618,3561,280,11,4467,211,1303,259,4,1770,7603,54595,2638,123,64960,235,4181,115,0,4532,331,3982,124,4,4448,1059,8987,404,15,10465,1944,10044,432,12,12434,2712,8586,295,17,11609,2680,7140,281,54,10156,1650,6652,338,45,8686,704,4644,422,10,5779,128,2302,642,3,3077,11457,56513,3052,162,71187,444,8851,272,9,9569,620,8422,309,13,9364,1700,17999,871,34,20603,3173,19917,855,26,23973,4416,17229,671,33,22351,4347,14410,533,72,19361,2692,12477,576,82,15826,1326,8199,697,20,10246,336,3610,902,4,4849,19057,111108,5688,280,136143
CED212,206,4355,255,3,4815,246,3841,236,0,4323,677,8460,637,15,9784,1137,8741,595,6,10481,1502,8573,618,9,10702,1552,7221,471,5,9246,990,5569,325,4,6893,432,3150,292,5,3874,134,1005,197,3,1344,6863,50920,3618,59,61465,221,3863,276,0,4369,322,3657,227,6,4217,1117,8505,604,11,10238,1949,8732,576,3,11264,2530,8135,498,3,11161,2483,7031,389,10,9905,1457,6057,361,20,7893,529,3744,428,16,4712,101,1721,407,3,2235,10714,51442,3765,74,65997,430,8218,531,6,9186,563,7497,468,9,8540,1792,16963,1240,25,20020,3086,17474,1165,18,21739,4034,16708,1110,13,21862,4030,14251,864,13,19159,2451,11628,683,26,14788,962,6898,719,14,8585,235,2729,605,7,3575,17585,102360,7383,138,127464
CED213,193,3901,304,5,4405,164,3332,192,4,3693,465,5899,434,8,6802,839,6130,470,7,7449,1336,7390,588,11,9318,1652,7455,493,14,9606,1320,7888,529,10,9750,754,5173,506,3,6439,244,1704,340,5,2299,6969,48869,3854,57,59754,225,3464,295,0,3981,272,2845,196,6,3315,786,5879,405,9,7078,1478,6446,485,6,8418,2417,7485,575,5,10493,2956,7323,514,14,10811,2055,8445,629,14,11139,893,5901,665,6,7460,168,2403,575,0,3158,11254,50192,4340,66,65853,421,7360,601,5,8384,437,6175,392,7,7011,1256,11769,832,22,13873,2312,12576,963,14,15865,3756,14878,1159,18,19810,4611,14775,1007,25,20419,3377,16332,1159,26,20889,1648,11080,1170,7,13905,416,4113,913,3,5449,18226,99059,8200,123,125607
CED214,150,3729,347,10,4235,310,5510,571,7,6401,982,15480,1753,45,18256,1327,11453,1140,29,13955,1417,8523,819,29,10788,1239,7283,638,32,9195,719,5309,497,29,6552,366,2739,376,11,3486,126,966,176,0,1268,6642,60994,6312,192,74143,221,3586,313,6,4128,349,5105,484,13,5948,1410,14138,1358,38,16948,1851,10720,919,23,13508,2127,8143,680,25,10979,1737,6726,559,50,9067,1137,5447,436,33,7054,428,3217,394,14,4049,86,1652,390,0,2129,9348,58729,5544,187,73810,375,7314,660,17,8359,666,10609,1055,19,12352,2386,29620,3114,78,35198,3178,22170,2063,45,27460,3548,16668,1499,52,21768,2977,14010,1200,82,18265,1857,10757,933,55,13604,787,5947,774,18,7538,215,2621,567,3,3400,15987,119723,11858,378,147945
CED215,165,4462,308,4,4947,283,4469,538,9,5302,793,11790,1443,25,14053,1600,15392,1347,31,18368,1591,9738,681,12,12023,1291,6577,423,47,8335,675,4593,245,59,5576,308,2194,175,22,2699,104,780,58,0,948,6820,59991,5217,208,72243,215,4124,251,5,4597,324,3894,269,9,4496,1263,12341,969,20,14596,2291,14678,899,7,17877,2429,9125,500,28,12075,2007,6324,337,87,8760,1052,4807,255,101,6216,350,2793,190,6,3348,73,1366,131,0,1574,10010,59454,3800,268,73536,382,8584,557,11,9541,605,8362,811,18,9795,2062,24131,2406,40,28645,3893,30070,2240,44,36246,4023,18861,1179,41,24097,3299,12902,759,140,17093,1727,9402,508,157,11790,656,4990,366,30,6043,182,2147,187,0,2522,16830,119444,9017,484,145774
CED216,231,3622,456,4,4315,227,3228,385,8,3853,638,6935,1065,34,8678,913,6362,1010,22,8310,1324,6669,776,17,8789,1688,8249,797,17,10749,1352,8619,820,3,10789,664,4346,538,0,5548,149,1170,298,5,1619,7190,49207,6136,113,62650,276,3336,411,0,4027,310,3031,340,0,3678,1035,7015,749,15,8809,1564,6316,755,9,8644,2238,6688,694,5,9627,2862,7945,710,9,11526,1825,7987,763,8,10584,731,4563,626,3,5924,103,1807,469,0,2376,10942,48686,5518,51,65195,505,6959,863,4,8336,537,6257,724,6,7528,1674,13953,1808,50,17486,2479,12679,1767,33,16953,3566,13356,1470,18,18413,4548,16196,1510,30,22280,3179,16604,1579,10,21370,1392,8907,1161,5,11466,253,2976,763,3,3994,18132,97892,11655,166,127841
CED217,165,4930,154,4,5259,287,3922,156,10,4376,487,6377,355,16,7231,807,7919,374,17,9111,1702,9122,368,39,11225,1901,7358,230,25,9519,1114,5771,210,20,7112,507,3383,204,7,4109,186,1336,133,0,1657,7151,50115,2182,143,59598,215,4516,149,7,4883,291,3460,100,7,3863,612,6665,334,20,7636,1266,8632,381,18,10300,2882,9395,386,30,12690,3081,6907,268,27,10286,1646,6263,316,28,8261,662,4239,331,14,5253,153,2589,347,3,3086,10814,52672,2619,152,66256,380,9441,305,12,10142,578,7385,262,18,8240,1099,13041,685,35,14865,2072,16546,757,34,19414,4576,18516,749,68,23913,4984,14265,504,54,19808,2761,12039,523,47,15371,1173,7624,538,21,9357,336,3922,480,5,4742,17962,102784,4803,297,125853
CED218,242,5223,376,5,5848,291,5198,651,5,6145,836,10707,1590,13,13152,1413,11293,1369,12,14089,1546,9220,816,8,11584,1281,7239,487,24,9030,846,5204,313,32,6393,357,2372,185,9,2929,85,576,65,0,726,6892,57022,5854,122,69887,264,5099,302,4,5666,430,4580,330,10,5349,1309,10629,1013,11,12959,2201,11050,859,14,14126,2576,8859,612,24,12067,2180,6926,414,49,9560,1148,5287,307,51,6794,367,2455,172,9,3011,47,989,102,6,1145,10538,55867,4101,174,70680,506,10324,679,7,11509,725,9783,976,15,11498,2148,21336,2605,24,26111,3614,22345,2220,26,28212,4118,18073,1430,33,23654,3457,14162,896,78,18594,1995,10487,621,84,13185,727,4833,357,19,5939,135,1558,167,3,1872,17429,112893,9960,287,140564
CED219,230,4490,340,0,5061,300,4390,347,5,5043,874,10279,857,10,12019,1372,9850,792,18,12031,1375,8077,580,7,10037,1221,6504,419,15,8161,837,5133,313,28,6306,386,2196,187,9,2779,70,567,62,3,699,6662,51489,3890,89,62127,295,4236,330,0,4860,386,4062,289,8,4751,1507,10568,842,21,12931,2267,9339,754,7,12368,2402,7487,566,18,10474,2120,6333,413,36,8905,1229,5369,330,32,6953,374,2477,235,5,3098,51,1036,103,0,1200,10637,50913,3867,129,65540,524,8725,667,0,9918,690,8458,640,12,9793,2378,20842,1695,29,24951,3637,19192,1549,18,24396,3779,15564,1145,27,20512,3342,12837,831,52,17069,2067,10495,639,62,13264,758,4676,425,13,5868,119,1609,165,8,1891,17294,102399,7760,221,127674
CED220,145,3278,131,0,3549,320,4847,225,15,5409,727,13649,813,30,15222,925,9563,516,27,11027,1486,7320,383,45,9242,1547,5884,296,33,7754,823,4764,257,25,5867,432,3054,246,3,3743,152,1123,163,0,1441,6553,53495,3031,183,63261,163,3357,124,10,3653,365,5453,286,18,6123,935,14381,809,34,16158,1262,9389,480,28,11162,2364,7314,373,28,10086,2359,5756,283,41,8438,1347,5322,340,28,7036,642,3746,335,13,4732,127,1929,382,4,2436,9569,56644,3414,206,69829,308,6632,256,10,7208,685,10297,510,41,11535,1664,28035,1619,64,31382,2185,18950,999,58,22191,3854,14634,763,76,19328,3906,11641,576,64,16189,2168,10092,596,56,12901,1074,6800,582,15,8472,272,3053,548,4,3877,16121,110136,6441,390,133089
CED221,261,5238,316,4,5819,333,5609,409,4,6348,973,12605,1036,20,14634,1487,13435,922,11,15850,1230,9162,555,7,10956,1004,6732,437,29,8204,606,4036,242,37,4916,247,1850,128,9,2228,61,461,52,5,582,6202,59125,4085,132,69541,287,5114,312,0,5718,465,5335,345,3,6149,1661,13268,1031,14,15980,2212,12406,789,10,15418,1992,8421,554,9,10973,1621,6196,390,79,8293,867,4202,261,61,5400,296,2103,168,20,2581,37,886,85,5,1014,9436,57940,3938,198,71515,546,10353,625,4,11537,792,10946,753,11,12497,2635,25874,2062,40,30609,3700,25840,1706,15,31268,3221,17583,1108,19,21931,2623,12932,829,107,16497,1477,8240,504,99,10318,540,3949,290,26,4806,98,1355,137,9,1599,15641,117068,8028,330,141064
CED222,191,4741,255,7,5196,392,7274,594,25,8283,970,15939,1492,43,18443,1318,11866,789,36,14019,1678,9441,572,30,11716,1467,8071,475,31,10044,898,6268,367,50,7579,546,3913,328,15,4797,208,1598,169,8,1982,7667,69112,5038,243,82059,227,4509,288,9,5029,430,6221,424,21,7096,1213,13700,1068,45,16025,1804,11412,709,20,13942,2501,9123,515,31,12172,2237,7679,442,55,10412,1452,6741,397,60,8650,661,4653,355,24,5695,127,2502,298,0,2933,10652,66546,4485,277,81961,420,9255,542,15,10226,820,13496,1014,47,15383,2190,29635,2560,86,34469,3123,23280,1501,57,27965,4177,18564,1085,66,23894,3705,15748,912,85,20453,2348,13015,764,113,16232,1204,8562,682,37,10493,339,4104,464,8,4916,18318,135656,9528,520,164027
CED223,241,4092,448,0,4790,217,3348,391,10,3963,580,7092,708,45,8431,968,6855,725,18,8561,1385,7647,747,7,9784,1738,8584,787,4,11116,1332,8371,738,5,10456,651,4316,457,3,5432,154,1290,202,0,1651,7274,51595,5210,101,64182,258,3801,441,0,4493,287,3134,351,4,3781,985,6975,675,47,8683,1726,6999,670,9,9402,2473,7365,725,11,10574,2892,8247,754,15,11912,1884,7831,638,5,10356,751,4495,567,6,5812,119,2098,348,0,2564,11365,50937,5167,105,67568,497,7886,895,0,9281,498,6490,739,21,7748,1569,14067,1388,86,17109,2695,13849,1393,27,17962,3852,15012,1471,17,20354,4638,16829,1539,23,23028,3211,16203,1376,18,20809,1400,8808,1028,8,11241,277,3389,547,0,4211,18637,102535,10377,203,131751
CED224,201,4262,165,0,4633,246,3916,176,7,4351,618,8553,515,23,9711,1126,9837,457,11,11433,1718,9115,374,17,11226,1527,7271,316,15,9130,913,5379,270,17,6573,464,3111,278,5,3853,153,1219,131,0,1502,6960,52663,2684,105,62415,224,4106,142,0,4472,320,3652,142,0,4118,885,8620,456,23,9977,1760,10084,482,13,12337,2704,9014,348,13,12082,2459,6948,288,44,9735,1413,5900,344,25,7683,583,3937,328,8,4859,117,2260,221,8,2605,10472,54522,2745,127,67863,426,8367,305,4,9101,566,7570,317,5,8467,1509,17169,974,42,19689,2880,19917,941,29,23769,4419,18137,725,29,23309,3992,14212,604,58,18861,2327,11275,607,39,14254,1045,7050,601,12,8711,263,3484,353,6,4109,17434,107183,5430,239,130279
CED225,205,4445,168,6,4829,261,4133,218,11,4623,632,8310,409,20,9374,1122,9192,418,11,10732,1715,8571,351,14,10655,1872,6996,306,9,9184,1133,6086,266,13,7497,536,3451,218,10,4213,166,1168,158,4,1496,7647,52348,2515,94,62607,227,3959,130,8,4319,335,3750,153,3,4247,901,8357,376,25,9659,1720,9393,374,10,11499,2815,8156,316,13,11300,3037,6843,277,19,10171,1747,6474,338,25,8582,653,4054,272,11,4995,134,2077,231,5,2444,11585,53060,2463,110,67220,432,8411,297,14,9149,603,7880,367,6,8865,1539,16664,792,41,19037,2839,18585,791,18,22233,4538,16727,665,23,21951,4904,13841,582,27,19354,2884,12557,601,40,16078,1192,7508,489,16,9207,305,3240,383,12,3945,19236,105409,4972,209,129824
CED226,265,5368,172,16,5825,345,5490,183,20,6044,619,9196,434,25,10273,895,7928,325,28,9181,1748,8335,348,88,10515,1995,7145,273,53,9471,1146,5726,202,43,7112,538,3423,168,11,4134,207,1459,126,3,1796,7756,54065,2236,286,64340,267,5139,169,9,5586,397,5251,183,13,5845,792,9252,378,24,10447,1405,8830,353,31,10607,2937,8947,342,43,12278,3066,6947,258,54,10324,1786,6208,249,37,8280,753,4253,258,17,5276,166,2704,275,0,3148,11570,57533,2457,227,71786,535,10509,347,17,11414,744,10744,373,28,11882,1410,18454,807,48,20717,2300,16759,677,53,19792,4681,17285,696,127,22790,5064,14087,529,107,19788,2932,11929,452,75,15388,1290,7668,424,26,9411,375,4162,394,8,4939,19328,111596,4698,510,136128
CED227,213,4975,328,4,5519,243,4564,292,0,5095,713,10900,732,14,12367,1267,11222,679,8,13182,1298,8423,498,17,10233,1067,6074,296,15,7456,676,4197,256,23,5156,320,2370,209,16,2913,86,618,103,0,813,5889,53345,3393,109,62738,251,4509,296,0,5059,346,4341,249,5,4935,1363,11532,758,15,13669,2089,10723,652,14,13467,2171,7944,471,13,10594,1897,5687,385,53,8026,1051,4654,308,42,6056,362,2694,289,15,3364,43,1016,200,4,1266,9569,53099,3602,171,66436,461,9485,623,9,10580,589,8900,538,7,10037,2072,22434,1490,37,26034,3353,21942,1332,18,26646,3470,16368,962,26,20829,2963,11759,680,75,15482,1727,8855,566,66,11215,686,5068,493,36,6279,131,1641,306,5,2078,15455,106441,6994,279,129176
CED228,254,5170,429,7,5869,327,6121,588,11,7037,1032,14629,1545,17,17225,1756,15712,1306,25,18796,1265,8777,662,22,10729,1127,6475,412,37,8059,621,4351,279,62,5311,262,1820,159,17,2263,47,437,83,0,565,6689,63502,5458,198,75845,273,4767,377,0,5418,450,5167,467,5,6093,1757,15544,1447,19,18761,2443,14073,1115,11,17641,2025,7940,616,26,10609,1817,6426,386,123,8753,863,4462,333,94,5742,262,2075,198,15,2547,42,840,160,3,1040,9923,61289,5097,298,76607,527,9938,808,13,11284,777,11285,1054,14,13134,2780,30173,2993,37,35988,4198,29787,2423,29,36441,3290,16715,1282,51,21338,2948,12905,796,165,16813,1486,8811,609,149,11054,524,3901,356,29,4811,83,1273,238,0,1600,16612,124788,10553,500,152457
CED229,137,2610,176,8,2926,289,4813,437,21,5565,844,17376,1487,79,19783,1094,12082,1007,43,14227,1387,8342,758,46,10533,1593,6250,591,52,8488,825,5049,466,24,6367,353,2558,306,10,3226,107,811,187,0,1101,6618,59887,5422,291,72216,162,2630,162,13,2965,334,5187,432,26,5979,1104,18297,1381,67,20844,1448,11772,945,37,14201,2164,8016,592,45,10810,2216,5918,481,56,8668,1249,5025,388,31,6696,452,2761,355,14,3586,92,1325,359,3,1788,9226,60921,5089,288,75525,294,5238,336,20,5891,623,9999,868,53,11544,1948,35666,2867,147,40629,2542,23850,1954,81,28426,3551,16352,1348,89,21345,3807,12166,1078,103,17155,2080,10070,852,55,13062,803,5320,664,25,6808,201,2140,543,0,2886,15845,120811,10506,574,147740
CED230,220,3939,522,4,4685,266,3709,359,14,4351,699,8095,906,56,9756,953,6957,864,29,8796,1434,7622,883,10,9949,1914,9209,1003,12,12143,1395,8491,952,3,10837,634,4704,674,0,6012,178,1593,329,0,2099,7698,54315,6479,136,68623,284,3569,442,0,4294,359,3252,329,16,3953,1168,7943,808,30,9943,1633,6654,808,18,9116,2379,7257,790,5,10434,3026,8213,841,17,12098,1855,7789,839,11,10493,731,5032,789,6,6556,136,2646,536,0,3322,11572,52353,6179,113,70212,503,7512,957,4,8983,625,6960,687,34,8302,1866,16031,1715,87,19704,2588,13608,1673,42,17909,3806,14874,1675,25,20381,4941,17425,1846,24,24243,3248,16277,1784,20,21330,1365,9737,1459,10,12568,313,4239,863,0,5421,19266,106664,12657,249,138838
