CED_CODE_2021,M_0_4_yr_Need_for_assist,M_0_4_yr_No_need_for_assist,M_0_4_yr_Need_for_assist_ns,M_0_4_yr_OS_vis,M_0_4_yr_Tot,M_5_14_yr_Need_for_assist,M_5_14_yr_No_need_for_assist,M_5_14_yr_Need_for_assist_ns,M_5_14_yr_OS_vis,M_5_14_yr_Tot,M_15_19_yr_Need_for_assist,M_15_19_No_need_for_assist,M_15_19_Need_for_assist_ns,M_15_19_yr_OS_vis,M_15_19_yr_Tot,M_20_24_yr_Need_for_assist,M_20_24_No_need_for_assist,M_20_24_Need_for_assist_ns,M_20_24_yr_OS_vis,M_20_24_yr_Tot,M_25_34_yr_Need_for_assist,M_25_34_No_need_for_assist,M_25_34_Need_for_assist_ns,M_25_34_yr_OS_vis,M_25_34_yr_Tot,M_35_44_yr_Need_for_assist,M_35_44_No_need_for_assist,M_35_44_Need_for_assist_ns,M_35_44_yr_OS_vis,M_35_44_yr_Tot,M_45_54_yr_Need_for_assist,M_45_54_No_need_for_assist,M_45_54_Need_for_assist_ns,M_45_54_yr_OS_vis,M_45_54_yr_Tot,M_55_64_yr_Need_for_assist,M_55_64_No_need_for_assist,M_55_64_Need_for_assist_ns,M_55_64_yr_OS_vis,M_55_64_yr_Tot,M_65_74_yr_Need_for_assist,M_65_74_No_need_for_assist,M_65_74_Need_for_assist_ns,M_65_74_yr_OS_vis,M_65_74_yr_Tot,M_75_84_yr_Need_for_assist,M_75_84_No_need_for_assist,M_75_84_Need_for_assist_ns,M_75_84_yr_OS_vis,M_75_84_yr_Tot,M_85_yr_over_Need_for_assist,M_85_over_No_need_for_assist,M_85_over_Need_for_assist_ns,M_85_over_OS_vis,M_85_yr_over_Tot,M_Tot_Need_for_assist,M_Tot_No_need_for_assist,M_Tot_Need_for_assist_ns,M_Tot_OS_vis,M_Tot_Tot,F_0_4_yr_Need_for_assist,F_0_4_yr_No_need_for_assist,F_0_4_yr_Need_for_assist_ns,F_0_4_yr_OS_vis,F_0_4_yr_Tot,F_5_14_yr_Need_for_assist,F_5_14_yr_No_need_for_assist,F_5_14_yr_Need_for_assist_ns,F_5_14_yr_OS_vis,F_5_14_yr_Tot,F_15_19_yr_Need_for_assist,F_15_19_No_need_for_assist,F_15_19_Need_for_assist_ns,F_15_19_yr_OS_vis,F_15_19_yr_Tot,F_20_24_yr_Need_for_assist,F_20_24_No_need_for_assist,F_20_24_Need_for_assist_ns,F_20_24_yr_OS_vis,F_20_24_yr_Tot,F_25_34_yr_Need_for_assist,F_25_34_No_need_for_assist,F_25_34_Need_for_assist_ns,F_25_34_yr_OS_vis,F_25_34_yr_Tot,F_35_44_yr_Need_for_assist,F_35_44_No_need_for_assist,F_35_44_Need_for_assist_ns,F_35_44_yr_OS_vis,F_35_44_yr_Tot,F_45_54_yr_Need_for_assist,F_45_54_No_need_for_assist,F_45_54_Need_for_assist_ns,F_45_54_yr_OS_vis,F_45_54_yr_Tot,F_55_64_yr_Need_for_assist,F_55_64_No_need_for_assist,F_55_64_Need_for_assist_ns,F_55_64_yr_OS_vis,F_55_64_yr_Tot,F_65_74_yr_Need_for_assist,F_65_74_No_need_for_assist,F_65_74_Need_for_assist_ns,F_65_74_yr_OS_vis,F_65_74_yr_Tot,F_75_84_yr_Need_for_assist,F_75_84_No_need_for_assist,F_75_84_Need_for_assist_ns,F_75_84_yr_OS_vis,F_75_84_yr_Tot,F_85_yr_over_Need_for_assist,F_85_over_No_need_for_assist,F_85_over_Need_for_assist_ns,F_85_over_OS_vis,F_85_yr_over_Tot,F_Tot_Need_for_assist,F_Tot_No_need_for_assist,F_Tot_Need_for_assist_ns,F_Tot_OS_vis,F_Tot_Tot,P_0_4_yr_Need_for_assist,P_0_4_yr_No_need_for_assist,P_0_4_yr_Need_for_assist_ns,P_0_4_yr_OS_vis,P_0_4_yr_Tot,P_5_14_yr_Need_for_assist,P_5_14_yr_No_need_for_assist,P_5_14_yr_Need_for_assist_ns,P_5_14_yr_OS_vis,P_5_14_yr_Tot,P_15_19_yr_Need_for_assist,P_15_19_No_need_for_assist,P_15_19_Need_for_assist_ns,P_15_19_yr_OS_vis,P_15_19_yr_Tot,P_20_24_yr_Need_for_assist,P_20_24_No_need_for_assist,P_20_24_Need_for_assist_ns,P_20_24_yr_OS_vis,P_20_24_yr_Tot,P_25_34_yr_Need_for_assist,P_25_34_No_need_for_assist,P_25_34_Need_for_assist_ns,P_25_34_yr_OS_vis,P_25_34_yr_Tot,P_35_44_yr_Need_for_assist,P_35_44_No_need_for_assist,P_35_44_Need_for_assist_ns,P_35_44_yr_OS_vis,P_35_44_yr_Tot,P_45_54_yr_Need_for_assist,P_45_54_No_need_for_assist,P_45_54_Need_for_assist_ns,P_45_54_yr_OS_vis,P_45_54_yr_Tot,P_55_64_yr_Need_for_assist,P_55_64_No_need_for_assist,P_55_64_Need_for_assist_ns,P_55_64_yr_OS_vis,P_55_64_yr_Tot,P_65_74_yr_Need_for_assist,P_65_74_No_need_for_assist,P_65_74_Need_for_assist_ns,P_65_74_yr_OS_vis,P_65_74_yr_Tot,P_75_84_yr_Need_for_assist,P_75_84_No_need_for_assist,P_75_84_Need_for_assist_ns,P_75_84_yr_OS_vis,P_75_84_yr_Tot,P_85_yr_over_Need_for_assist,P_85_over_No_need_for_assist,P_85_over_Need_for_assist_ns,P_85_over_OS_vis,P_85_yr_over_Tot,P_Tot_Need_for_assist,P_Tot_No_need_for_assist,P_Tot_Need_for_assist_ns,P_Tot_OS_vis,P_Tot_Tot
CED503,81,4439,237,4,4761,616,9497,514,8,10635,229,4120,216,0,4568,144,3456,186,0,3782,204,7046,420,8,7674,206,7643,477,14,8346,291,8097,508,11,8910,483,8243,394,12,9128,742,7677,384,19,8822,870,4163,275,0,5317,540,857,128,0,1530,4406,65241,3739,78,73467,49,4421,174,6,4647,300,9498,544,4,10344,120,4202,217,0,4545,93,3611,170,3,3879,185,8516,404,19,9118,239,9033,420,11,9699,381,9277,415,13,10083,548,9334,356,15,10258,781,8357,314,24,9468,999,4221,331,8,5552,940,906,255,4,2101,4626,71367,3595,109,79691,129,8858,413,14,9408,919,18997,1058,7,20982,353,8326,435,4,9111,235,7065,357,7,7664,385,15557,825,25,16788,449,16674,899,28,18049,666,17381,918,27,18995,1029,17576,745,31,19380,1520,16037,695,36,18291,1873,8381,606,9,10862,1481,1759,389,4,3632,9036,136606,7330,186,153159
CED504,104,5266,296,4,5669,514,10086,653,5,11260,190,4689,207,4,5092,151,5406,322,5,5887,261,12055,630,15,12962,249,11367,611,9,12241,371,9783,462,10,10632,556,9081,369,22,10029,743,6918,285,20,7961,863,3297,187,7,4352,565,635,76,0,1284,4567,78594,4100,102,87365,50,5102,310,3,5467,258,9492,586,8,10339,124,4518,229,3,4872,93,5225,251,11,5583,198,12377,665,33,13276,258,11697,615,15,12583,432,10311,427,23,11194,701,9720,344,66,10834,900,7796,315,37,9051,1187,3571,235,5,5003,1082,692,117,0,1893,5294,80505,4092,203,90089,154,10372,606,6,11138,772,19581,1238,7,21595,314,9206,436,5,9961,246,10635,571,14,11467,465,24428,1301,50,26238,515,23062,1227,28,24825,803,20091,892,35,21823,1259,18806,708,89,20858,1639,14716,604,59,17019,2050,6872,418,13,9354,1647,1327,199,4,3175,9859,159094,8189,309,177460
CED505,49,4260,191,6,4498,309,10347,362,20,11036,107,5453,164,16,5735,78,4873,177,18,5148,138,9910,508,54,10607,140,10347,450,25,10958,166,10179,342,55,10749,242,8450,315,43,9054,400,6699,334,36,7473,635,3852,295,17,4804,700,980,180,4,1871,2969,75355,3315,292,81924,44,4017,152,11,4224,166,9905,286,22,10375,82,5252,193,18,5540,73,5187,209,18,5482,137,11250,516,54,11955,129,11659,479,32,12296,188,11322,340,32,11872,297,9209,303,42,9853,434,7646,367,42,8486,925,4536,337,11,5815,1564,1317,332,10,3222,4034,81294,3518,281,89130,93,8276,347,10,8722,474,20255,654,38,21418,191,10706,355,30,11279,155,10053,384,41,10636,278,21159,1024,106,22561,266,22006,926,57,23257,357,21499,680,85,22619,538,17665,619,86,18912,835,14348,703,77,15957,1560,8387,635,33,10616,2266,2297,512,14,5087,6998,156654,6828,571,171054
CED506,67,6171,816,4,7059,568,12605,1929,13,15113,175,4841,791,0,5801,122,5155,1393,144,6813,188,15654,5321,282,21445,192,16499,5493,156,22341,283,16099,5089,91,21562,523,15789,4021,67,20403,805,12267,1841,36,14948,705,4259,674,10,5652,358,585,144,3,1092,3975,109935,27509,812,142227,44,5765,767,0,6570,293,12132,1875,6,14306,88,4508,635,0,5235,76,4953,1002,101,6129,150,14137,2763,236,17283,219,13214,2217,48,15693,367,12554,2137,27,15080,570,13694,2015,34,16315,812,10717,1381,38,12945,756,3461,572,4,4795,609,542,176,0,1323,3977,95659,15542,504,115674,111,11933,1584,5,13630,852,24735,3804,28,29415,257,9347,1426,3,11038,194,10104,2394,244,12940,339,29789,8080,512,38721,411,29711,7714,198,38037,653,28645,7229,116,36641,1090,29481,6041,103,36723,1618,22985,3217,78,27896,1458,7723,1248,16,10444,969,1128,314,6,2415,7951,205591,43048,1319,257904
CED507,53,4229,237,3,4516,589,10084,568,14,11260,224,4273,250,4,4747,132,3086,227,12,3454,191,7167,699,66,8125,192,8470,703,35,9398,268,8870,687,22,9837,430,8563,557,11,9565,625,7435,459,8,8532,684,3342,254,6,4295,463,687,122,0,1273,3844,66217,4762,186,75007,50,4014,223,0,4290,275,9626,591,15,10500,115,4162,214,8,4503,89,2915,172,6,3183,182,8120,529,44,8874,205,9980,513,22,10723,283,10030,543,12,10862,442,9613,511,25,10589,624,7884,432,11,8956,826,3619,281,6,4728,994,829,180,0,2009,4104,70793,4192,142,79226,104,8240,460,6,8808,863,19713,1163,27,21765,340,8437,467,10,9256,220,5999,395,23,6637,374,15288,1232,105,17000,403,18450,1219,56,20127,551,18897,1232,29,20703,876,18177,1073,34,20154,1253,15323,895,23,17490,1505,6969,537,14,9021,1462,1520,305,0,3286,7950,137010,8957,328,154241
CED508,75,5182,200,12,5471,479,9200,410,7,10095,174,4112,177,17,4485,116,4516,243,19,4895,182,10588,542,60,11377,180,11150,538,24,11893,259,9822,476,32,10590,354,8222,379,40,8998,490,6013,296,30,6830,629,2666,233,6,3540,502,578,129,3,1214,3451,72057,3627,246,79387,50,4762,176,12,4996,265,9152,381,7,9800,141,4113,144,0,4405,98,4809,206,22,5143,212,11781,512,53,12560,203,11959,477,17,12650,310,10556,415,23,11304,415,9049,345,35,9842,553,6690,305,33,7578,913,2867,250,6,4036,1067,636,227,0,1928,4228,76373,3442,204,84247,122,9946,376,14,10470,745,18353,786,10,19894,314,8227,329,20,8884,217,9330,451,42,10038,393,22367,1061,116,23936,387,23105,1006,43,24540,567,20385,890,55,21892,772,17274,720,76,18836,1042,12707,599,60,14410,1547,5530,487,14,7578,1573,1215,353,4,3143,7675,148436,7071,455,163632
CED509,123,5753,244,0,6119,696,11354,524,11,12588,243,5144,217,3,5612,131,4551,364,0,5054,229,9760,1091,25,11102,198,10793,1032,14,12036,266,9786,757,13,10829,399,8254,484,26,9157,476,6069,297,16,6867,590,2969,191,10,3761,424,567,101,6,1095,3773,75012,5316,120,84222,63,5398,212,4,5676,320,11013,461,10,11803,149,4783,210,4,5157,94,4410,218,7,4732,193,11309,593,27,12112,226,11767,568,14,12579,306,10804,455,11,11572,430,9007,316,42,9795,533,6558,273,30,7401,887,3037,201,11,4136,801,663,186,4,1646,4004,78750,3689,162,86609,185,11155,451,10,11793,1013,22371,986,21,24391,395,9935,434,13,10767,227,8965,583,11,9787,423,21066,1680,47,23212,428,22558,1604,30,24616,569,20588,1214,23,22396,832,17265,805,60,18955,1018,12630,568,49,14265,1477,6009,395,19,7899,1223,1225,291,3,2747,7783,153766,9007,275,170828
CED510,53,4324,94,3,4479,479,10646,248,9,11383,158,5167,138,0,5465,119,4506,137,3,4761,138,7236,247,22,7637,121,9586,309,11,10025,165,10431,265,22,10880,237,9591,233,22,10086,422,7989,202,15,8630,520,3126,140,4,3791,456,603,97,4,1154,2865,73194,2112,112,78277,32,4030,100,3,4168,227,10251,277,5,10758,114,4817,103,4,5037,75,4051,104,11,4243,117,7644,263,13,8036,133,10741,272,12,11157,180,11348,271,12,11813,322,10769,238,15,11346,511,8420,219,18,9174,787,3289,175,14,4258,1005,771,133,0,1908,3497,76130,2143,116,81898,90,8348,195,7,8645,712,20893,525,14,22137,269,9985,242,3,10498,192,8556,237,17,8998,256,14879,506,34,15670,253,20328,583,25,21184,350,21780,539,31,22691,555,20362,474,39,21434,931,16416,423,31,17801,1304,6410,316,19,8057,1461,1374,222,3,3058,6368,149328,4253,225,160173
CED511,75,4631,485,3,5192,535,9738,1180,3,11459,185,4367,491,7,5052,128,4150,882,36,5191,209,10105,2613,102,13024,201,10209,2475,37,12919,332,11208,2467,14,14026,508,11890,1986,31,14411,698,8974,1078,15,10773,847,3817,448,9,5118,528,829,138,3,1497,4247,79911,14242,250,98652,35,4410,407,0,4851,280,9449,1057,7,10789,109,4002,439,6,4553,83,3477,482,17,4065,172,9100,1218,47,10540,219,9393,1226,4,10848,416,10103,1165,10,11692,633,10756,1099,21,12510,723,8095,791,23,9630,963,3783,431,3,5183,959,887,200,4,2051,4585,73462,8516,142,86715,111,9038,891,0,10040,806,19187,2239,9,22243,295,8372,929,9,9605,210,7629,1370,48,9256,381,19203,3832,146,23565,421,19601,3705,41,23768,751,21308,3632,27,25721,1143,22650,3080,48,26919,1426,17071,1867,38,20403,1803,7598,881,9,10295,1492,1711,336,4,3551,8833,153380,22757,395,185370
CED512,110,6129,262,9,6505,772,12675,545,10,14005,256,5608,211,3,6079,174,5106,192,11,5481,207,10364,397,50,11019,142,11467,414,19,12041,229,10512,365,11,11115,295,7574,247,16,8135,451,4752,149,22,5379,424,2226,105,8,2765,322,451,49,0,816,3384,76856,2942,160,83342,66,5993,188,6,6255,358,12321,506,10,13196,152,5379,215,0,5754,99,5108,176,17,5406,184,12239,446,20,12884,225,13042,451,15,13736,335,11655,369,8,12377,425,8191,263,33,8917,524,5357,183,26,6091,749,2473,148,12,3384,698,479,90,3,1258,3812,82248,3038,156,89254,174,12122,453,13,12764,1136,24999,1053,18,27204,410,10985,426,7,11835,272,10217,370,25,10883,388,22605,841,75,23905,357,24514,864,37,25774,569,22165,736,25,23487,722,15761,513,54,17050,978,10105,337,43,11464,1173,4701,249,18,6150,1015,925,137,6,2081,7194,159102,5981,317,172595
CED513,70,4704,198,8,4986,329,7423,385,12,8152,113,3312,168,7,3602,91,5344,438,79,5947,227,16474,1293,206,18195,213,13953,1061,148,15366,275,10408,846,106,11636,368,8842,693,73,9978,502,6092,422,35,7046,710,2760,262,13,3742,704,701,140,0,1546,3587,80013,5901,687,90196,38,4416,186,11,4644,148,7325,345,14,7830,84,3354,179,15,3624,110,5902,377,56,6446,212,17300,1085,164,18760,231,13486,745,54,14514,311,10360,543,55,11269,469,8792,448,52,9760,629,6652,381,40,7693,1123,3174,260,13,4571,1582,959,184,4,2726,4931,81724,4718,468,91852,103,9120,385,16,9630,473,14745,731,32,15982,192,6671,344,17,7229,204,11248,809,134,12401,434,33779,2373,374,36955,442,27436,1802,199,29880,590,20767,1393,161,22900,841,17640,1136,127,19741,1130,12742,804,69,14745,1834,5937,522,30,8317,2286,1657,322,4,4271,8525,161740,10624,1161,182046
CED514,73,5380,275,6,5739,429,9185,521,12,10150,145,4529,233,3,4905,113,7122,516,30,7788,217,16327,1096,73,17714,223,13176,814,46,14260,298,9950,664,44,10956,434,8595,508,51,9582,570,6371,329,34,7301,704,2746,245,11,3711,587,689,196,0,1468,3791,84071,5388,321,93574,40,5146,286,6,5473,204,8755,503,4,9467,86,4218,222,8,4537,106,6842,409,22,7382,187,16078,989,62,17315,226,12915,761,26,13922,314,9987,568,27,10893,499,8972,458,55,9991,641,7092,324,46,8107,1024,3239,373,17,4653,1230,908,424,0,2561,4557,84140,5318,271,94293,107,10532,559,12,11210,634,17938,1028,20,19617,234,8745,457,11,9447,223,13967,921,54,15167,406,32404,2084,131,35023,449,26087,1571,68,28178,606,19939,1234,72,21856,932,17563,965,107,19568,1216,13459,653,82,15410,1725,5989,617,30,8359,1816,1597,614,4,4031,8355,168206,10710,597,187868
CED515,60,4362,147,18,4581,475,11714,329,18,12535,185,5848,241,6,6277,123,5516,264,12,5914,174,8668,686,32,9561,131,10910,648,44,11739,170,10945,443,41,11591,253,9531,325,56,10164,484,8086,249,47,8870,752,3800,232,14,4797,721,935,197,11,1858,3524,80320,3767,293,87896,34,4211,131,9,4383,246,11553,312,17,12124,126,5816,194,8,6144,90,5229,154,14,5490,164,9011,440,21,9642,153,12684,440,22,13296,204,12137,356,30,12728,309,10827,319,63,11510,593,8909,269,62,9835,1060,4186,303,18,5567,1561,1151,245,10,2966,4536,85713,3167,273,93687,91,8570,276,25,8965,716,23269,647,32,24663,310,11660,432,13,12419,210,10750,423,23,11404,335,17681,1129,54,19199,282,23597,1091,68,25041,372,23082,798,69,24323,564,20357,639,116,21671,1073,16996,520,112,18700,1815,7982,532,33,10366,2281,2087,438,20,4830,8058,166034,6930,567,181583
CED597,0,0,0,0,0,0,0,0,0,0,0,5,3,0,14,0,46,31,0,81,0,243,189,24,459,0,494,412,37,945,7,459,374,53,896,0,259,195,24,473,4,75,39,0,119,0,8,0,0,15,0,0,0,0,0,7,1603,1244,143,3003,0,0,0,0,0,0,4,0,0,4,0,7,3,0,8,0,21,15,0,37,0,57,28,3,94,0,30,19,7,55,0,34,23,0,57,3,54,24,3,86,0,42,12,0,61,0,10,5,0,17,0,0,0,4,3,0,269,122,16,413,0,0,0,0,0,0,3,0,0,3,0,11,6,0,19,0,72,44,0,121,0,300,217,33,549,0,528,431,37,999,7,496,391,61,951,0,313,214,29,560,4,119,53,0,178,0,26,6,0,32,0,0,0,4,3,12,1869,1369,164,3413
CED601,56,2678,165,0,2893,490,5766,357,6,6619,183,2829,186,3,3202,136,3037,240,44,3453,225,7003,475,14,7716,186,5553,326,9,6073,305,5863,339,8,6504,465,6057,324,6,6856,631,5085,300,5,6014,611,2570,172,5,3365,430,528,82,0,1042,3717,46953,2962,106,53738,34,2569,164,0,2764,242,5654,306,0,6205,113,2849,147,0,3114,115,2877,200,4,3191,197,6824,364,36,7420,217,6077,310,11,6616,375,6461,299,15,7149,476,6611,324,7,7420,608,5533,312,4,6464,825,2843,213,0,3881,886,686,130,4,1707,4084,48978,2776,84,55932,90,5243,328,5,5660,733,11421,663,6,12823,294,5683,337,7,6316,254,5910,444,47,6646,423,13820,844,50,15138,409,11621,639,20,12687,676,12324,637,15,13648,941,12668,649,14,14271,1241,10611,612,13,12480,1439,5421,379,7,7244,1314,1218,213,7,2749,7802,95930,5739,193,109668
CED602,73,2595,163,0,2838,513,5630,396,4,6551,194,2668,173,0,3039,139,2526,149,13,2822,191,5670,385,32,6271,212,5020,371,17,5624,363,5917,405,8,6692,537,6542,389,8,7479,771,5581,365,4,6724,698,2844,241,3,3787,406,562,103,5,1082,4103,45557,3155,90,52909,46,2533,161,0,2738,254,5655,380,3,6295,135,2642,154,0,2934,85,2537,148,4,2775,173,5921,380,24,6490,229,5554,332,8,6124,404,6407,349,7,7168,616,7075,364,10,8064,725,6047,349,8,7128,883,3057,237,5,4181,823,734,125,4,1690,4382,48154,2979,60,55571,119,5131,330,0,5576,770,11295,774,4,12845,327,5308,328,0,5967,225,5062,297,17,5597,365,11586,765,48,12764,448,10571,709,20,11744,770,12319,755,11,13852,1152,13615,756,22,15538,1498,11628,714,13,13854,1581,5899,477,6,7965,1231,1296,230,7,2769,8482,93706,6134,153,108481
CED603,51,2485,114,3,2653,337,5351,261,12,5961,134,2771,115,0,3021,104,3534,170,53,3857,188,10074,558,133,10947,181,6574,355,33,7146,240,5863,329,11,6447,354,5597,293,17,6265,443,4491,250,14,5196,518,2088,173,3,2787,425,503,69,0,998,2974,49338,2685,281,55277,21,2376,133,3,2534,184,5159,259,3,5612,104,2710,126,3,2948,95,3564,171,9,3839,162,9742,476,24,10407,176,6820,335,7,7340,310,6313,289,11,6919,378,6137,277,26,6816,545,5031,246,7,5833,795,2559,190,9,3549,921,666,126,0,1711,3693,51072,2635,115,57511,77,4866,247,3,5192,524,10512,528,13,11574,236,5483,241,3,5966,193,7094,335,64,7692,347,19816,1036,153,21351,358,13392,689,45,14481,550,12181,617,26,13369,737,11735,571,42,13082,988,9519,494,21,11031,1308,4644,367,14,6334,1348,1167,197,0,2713,6663,100413,5323,392,112787
CED604,42,2914,118,0,3079,453,6169,309,0,6935,150,2829,136,0,3113,96,2629,166,3,2897,153,6625,450,6,7235,175,6257,402,7,6842,231,6014,300,9,6558,332,6119,293,8,6754,535,5302,256,6,6099,557,2573,159,3,3296,395,516,82,0,987,3117,47948,2679,49,53798,34,2743,115,0,2892,199,6143,271,3,6618,97,2584,106,0,2790,79,2444,126,0,2651,144,6920,303,7,7374,183,6902,291,5,7380,281,6550,252,12,7097,428,6807,245,16,7487,554,5899,231,14,6691,746,2892,180,7,3822,852,632,117,4,1605,3598,50534,2227,56,56412,80,5657,232,0,5969,651,12319,579,3,13548,249,5413,239,3,5902,175,5079,294,3,5549,295,13542,753,16,14613,358,13158,695,12,14218,509,12570,553,18,13658,758,12925,543,17,14241,1090,11203,490,17,12792,1299,5465,338,4,7117,1247,1148,196,3,2601,6713,98481,4909,102,110205
CED605,63,2784,213,0,3057,541,5926,430,0,6901,175,2697,227,0,3105,132,2511,176,16,2839,177,5735,416,57,6392,182,5552,395,35,6173,400,6110,425,6,6936,638,7332,497,4,8473,796,6337,417,3,7556,649,2721,223,3,3589,354,482,62,0,900,4116,48189,3483,128,55924,44,2623,169,0,2839,273,5883,426,0,6582,112,2432,187,0,2725,62,2560,173,3,2795,146,6173,430,32,6789,217,5980,400,12,6613,429,6620,401,0,7458,618,7551,444,0,8613,730,6135,348,5,7225,744,2686,226,3,3658,594,499,85,3,1177,3972,49142,3291,70,56477,103,5404,384,0,5897,814,11810,859,0,13484,291,5131,409,0,5832,196,5070,351,24,5640,327,11910,852,89,13181,407,11531,803,48,12790,827,12728,823,8,14396,1259,14879,943,12,17089,1530,12471,770,10,14783,1389,5401,443,6,7243,943,984,144,3,2075,8089,97333,6778,198,112397
CED697,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,9,0,34,25,3,58,0,40,24,3,67,0,50,22,0,71,0,37,20,0,63,3,20,0,0,25,0,4,0,0,4,0,0,0,0,0,7,189,97,8,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,6,0,10,0,0,13,0,9,3,0,16,0,14,4,0,18,0,13,3,0,11,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,5,63,13,0,76,0,0,0,0,0,0,0,0,0,5,3,3,0,0,5,0,13,0,0,15,0,41,25,3,69,0,52,25,4,78,0,57,31,0,90,0,49,25,0,77,3,31,0,0,33,0,3,0,0,3,0,0,0,0,0,11,250,110,13,378
CED701,54,4295,478,8,4834,322,8616,955,6,9898,104,3839,488,85,4506,69,4115,899,875,5963,108,9744,2537,406,12797,145,8415,2116,111,10789,253,7378,1850,37,9517,364,7160,1524,49,9101,463,5397,1095,25,6989,286,1304,267,5,1867,110,97,28,0,228,2275,60368,12234,1616,76486,38,3896,424,7,4365,143,8237,906,8,9297,47,3613,416,8,4083,61,3938,571,73,4643,96,10551,1565,160,12368,168,8639,1276,28,10115,282,7560,1207,19,9071,450,7330,1275,54,9106,529,4588,830,24,5960,346,917,160,8,1431,185,88,29,0,305,2333,59355,8653,389,70735,91,8191,901,22,9199,458,16856,1863,12,19190,148,7455,899,89,8588,125,8057,1466,950,10605,209,20292,4107,555,25161,312,17052,3395,141,20905,535,14939,3053,54,18587,813,14490,2797,102,18204,986,9984,1923,54,12944,632,2227,427,16,3299,293,188,53,0,534,4603,119721,20886,2003,147222
CED702,65,3554,343,8,3968,407,6534,723,7,7674,122,2634,257,11,3022,85,3246,464,300,4093,126,9209,1140,246,10727,131,7714,883,94,8825,202,6460,848,55,7566,281,5566,832,53,6742,396,3956,545,29,4918,319,1254,182,5,1760,131,155,36,0,326,2253,50278,6262,814,59612,30,3378,342,13,3758,192,6400,676,15,7291,70,2627,287,6,2982,53,3103,338,75,3571,97,10330,1121,119,11659,140,8414,887,33,9471,204,6675,780,15,7673,287,5636,692,65,6681,384,3792,461,35,4664,407,1132,173,12,1719,247,106,59,8,410,2101,51589,5817,377,59884,88,6935,683,18,7722,597,12934,1403,23,14961,188,5261,543,18,6009,135,6348,807,373,7662,228,19536,2258,368,22386,268,16131,1772,124,18294,407,13130,1631,64,15238,571,11207,1525,119,13420,779,7743,1003,59,9580,723,2385,359,19,3482,374,259,99,6,738,4353,101870,12082,1196,119495
CED797,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,14,5,0,17,0,34,14,0,54,0,59,41,0,106,4,71,40,0,117,0,63,33,0,96,0,14,7,0,22,0,4,0,0,4,0,0,0,0,0,6,280,138,12,429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,15,0,4,5,7,16,0,6,0,0,3,0,7,0,0,7,0,11,0,0,12,0,13,5,0,21,0,4,0,0,5,0,0,0,0,0,6,50,17,7,73,0,0,0,0,0,0,0,0,0,0,0,4,0,0,11,0,23,3,0,27,0,40,15,9,65,0,65,38,0,112,4,79,40,0,124,0,71,34,0,106,0,26,11,0,40,0,5,3,0,10,0,0,0,0,0,8,326,151,17,494
CED801,57,4551,145,11,4765,593,9173,355,9,10118,212,4067,153,3,4438,172,4135,191,6,4503,200,10177,587,18,10986,209,10064,473,30,10781,291,8881,329,25,9526,331,7797,256,21,8410,528,5717,211,11,6474,565,2639,149,3,3354,402,553,70,4,1026,3551,67762,2921,142,74381,35,4196,167,12,4413,279,8928,332,22,9561,127,3706,115,4,3950,132,4067,141,4,4346,257,10604,389,23,11276,278,10451,381,19,11131,350,9379,275,9,10014,433,8613,225,31,9301,629,6451,237,23,7341,926,3001,190,4,4128,798,621,102,0,1518,4237,70025,2562,164,76987,94,8752,311,25,9180,872,18102,684,25,19685,338,7769,268,6,8394,299,8207,338,11,8848,456,20781,979,42,22257,479,20517,858,48,21915,638,18262,605,33,19543,770,16417,478,57,17714,1159,12173,452,34,13816,1487,5642,340,12,7479,1199,1173,173,4,2548,7789,137791,5483,303,151368
CED802,39,3033,134,17,3218,299,6770,264,20,7355,102,4183,349,11,4650,111,6727,621,30,7493,151,12782,882,48,13859,153,9358,573,50,10139,214,7974,475,40,8700,252,6482,433,26,7195,336,4809,324,19,5492,493,2440,198,7,3134,535,615,114,0,1268,2679,65168,4372,281,72497,21,2934,135,3,3089,140,6539,246,23,6947,90,4416,396,11,4914,126,7075,570,32,7796,210,12592,760,45,13608,213,9594,443,42,10294,280,8014,388,26,8708,358,6764,330,30,7483,461,5359,309,23,6152,820,2808,192,5,3830,1097,753,184,0,2028,3808,66849,3943,245,74842,58,5965,263,22,6306,434,13308,511,45,14300,191,8601,747,21,9564,231,13806,1189,64,15293,359,25367,1642,98,27472,367,18956,1018,92,20428,488,15987,862,67,17406,612,13249,758,54,14675,798,10165,632,44,11638,1306,5246,393,11,6961,1629,1368,293,0,3293,6487,132014,8314,527,147344
