CED_CODE_2021,P_aged_15_yr_over_M,P_aged_15_yr_over_F,P_aged_15_yr_over_P,Lab_for_st_Empl_worked_ft_M,Lab_for_st_Empl_worked_ft_F,Lab_for_st_Empl_worked_ft_P,Lab_for_st_Empl_worked_pt_M,Lab_for_st_Empl_worked_pt_F,Lab_for_st_Empl_worked_pt_P,Lab_for_st_Empl_awy_frm_wrk_M,Lab_for_st_Empl_awy_frm_wrk_F,Lab_for_st_Empl_awy_frm_wrk_P,Lab_for_st_Unemp_lkg_fr_wrk_M,Lab_for_st_Unemp_lkg_fr_wrk_F,Lab_for_st_Unemp_lkg_fr_wrk_P,Lab_for_st_Tot_labour_force_M,Lab_for_st_Tot_labour_force_F,Lab_for_st_Tot_labour_force_P,Lab_for_st_N_the_lbour_frce_M,Lab_for_st_N_the_lbour_frce_F,Lab_for_st_N_the_lbour_frce_P,LFS_Percent_Unemployment_M,LFS_Percent_Unemployment_F,LFS_Percent_Unemployment_P,LFS_Percent_Lab_force_part_M,LFS_Percent_Lab_force_part_F,LFS_Percent_Lab_force_part_P,LFS_Percent_Emp_to_pop_M,LFS_Percent_Empl_to_pop_F,LFS_Percent_Emp_to_pop_P,High_N_sc_q_Postgrad_Deg_M,High_N_sc_q_Postgrad_Deg_F,High_N_sc_q_Postgrad_Deg_P,High_N_sc_q_Gra_Dip_Gra_Cer_M,High_N_sc_q_Gra_Dip_Gra_Cer_F,High_N_sc_q_Gra_Dip_Gra_Cer_P,High_N_sc_q_Bachelor_Deg_M,High_N_sc_q_Bachelor_Deg_F,High_N_sc_q_Bachelor_Deg_P,High_N_sc_q_Adv_Dip_Dip_M,High_N_sc_q_Adv_Dip_Dip_F,High_N_sc_q_Adv_Dip_Dip_P,High_N_sc_q_Cert3a4_Level_M,High_N_sc_q_Cert3a4_Level_F,High_N_sc_q_Cert3a4_Level_P,High_N_sc_q_Cert1a2_Level_M,High_N_sc_q_Cert1a2_Level_F,High_N_sc_q_Cert1a2_Level_P,High_N_sc_q_Certnfd_Level_M,High_N_sc_q_Certnfd_Level_F,High_N_sc_q_Certnfd_Level_P,High_N_sc_q_CertTot_Level_M,High_N_sc_q_CertTot_Level_F,High_N_sc_q_CertTot_Level_P,Mig_Lvd_same_add_1_yr_ago_M,Mig_Lvd_same_add_1_yr_ago_F,Mig_Lvd_same_add_1_yr_ago_P,Mig_Lvd_diff_add_1_yr_ago_M,Mig_Lvd_diff_add_1_yr_ago_F,Mig_Lvd_diff_add_1_yr_ago_P,Mig_Lvd_same_add_5_yr_ago_M,Mig_Lvd_same_add_5_yr_ago_F,Mig_Lvd_same_add_5_yr_ago_P,Mig_Lvd_diff_add_5_yr_ago_M,Mig_Lvd_diff_add_5_yr_ago_F,Mig_Lvd_diff_add_5_yr_ago_P
CED305,73864,65714,139576,31886,18034,49923,6342,15284,21619,2860,2785,5646,1880,1581,3458,42970,37682,80652,17626,21573,39194,4.4,4.2,4.3,58.2,57.3,57.8,55.6,54.9,55.3,1308,1473,2781,644,1336,1978,4489,8164,12652,3519,5337,8854,20913,9864,30781,866,1323,2191,878,1158,2037,22662,12347,35006,61827,59749,121575,12303,12901,25209,40258,37981,78234,29640,30813,60450
CED306,67479,68446,135925,31186,18936,50121,6930,16884,23807,2652,2716,5360,1912,1587,3496,42675,40118,82789,18703,22748,41447,4.5,4,4.2,63.2,58.6,60.9,60.4,56.3,58.3,1498,1673,3175,608,1460,2069,5059,9262,14329,4049,6172,10224,20711,9837,30544,799,1211,2010,899,1307,2200,22404,12353,34761,60961,61114,122074,13254,14261,27512,39980,39247,79230,30274,32573,62852
CED307,60696,64501,125192,29775,18493,48261,8222,16982,25201,2873,4457,7327,2190,1742,3928,43053,41667,84717,15921,20977,36899,5.1,4.2,4.6,70.9,64.6,67.7,67.3,61.9,64.5,2758,2915,5669,1189,2292,3481,8333,12269,20603,6188,7861,14051,16374,9058,25429,763,1078,1841,964,1551,2515,18099,11688,29789,64501,66260,130759,10071,10677,20752,43298,44110,87410,27195,29128,56324
CED308,74806,82308,157112,31512,19913,51431,10883,20029,30913,3547,5378,8926,2961,2659,5620,48905,47981,96880,21707,29675,51375,6.1,5.5,5.8,65.4,58.3,61.7,61.4,55.1,58.1,3168,3509,6674,875,1941,2820,8253,12312,20556,6977,10876,17851,19793,11293,31081,884,1233,2120,1352,2132,3484,22029,14660,36691,69643,74376,144019,17678,19029,36706,36467,38724,75191,45749,49706,95459
CED309,66129,74166,140296,25557,15521,41075,10167,19741,29909,3346,5019,8369,1883,1707,3593,40959,41991,82950,21518,28134,49654,4.6,4.1,4.3,61.9,56.6,59.1,59.1,54.3,56.6,2768,3221,5987,1178,2330,3510,8494,13347,21846,6095,9448,15549,18422,10062,28485,718,1189,1907,1126,1762,2888,20270,13015,33283,62527,67797,130323,13898,15623,29522,36194,38864,75060,36391,40892,77281
CED310,66888,75756,142647,25852,15999,41854,9809,19694,29504,3400,5099,8502,2016,1799,3818,41083,42596,83674,22281,29213,51495,4.9,4.2,4.6,61.4,56.2,58.7,58.4,53.8,56,2551,3006,5556,1060,2183,3244,8120,12818,20934,6076,9215,15289,19077,10719,29791,672,1199,1871,1162,1812,2981,20915,13731,34647,62381,68324,130703,14689,16555,31242,35904,38993,74891,37438,42220,79657
CED311,69216,63674,132892,30460,15996,46453,6200,14794,20987,2996,2578,5575,2463,1990,4451,42114,35357,77474,18317,22745,41059,5.9,5.6,5.8,60.8,55.5,58.3,57.3,52.4,54.9,888,1038,1927,501,1173,1674,3638,7078,10716,3430,5325,8754,20830,10203,31036,1027,1450,2474,914,1163,2081,22772,12816,35587,62289,59194,121483,12676,12949,25621,40976,37706,78679,29742,30380,60124
CED312,72261,77529,149788,33053,20041,53092,9218,17930,27148,3240,4838,8080,3037,2830,5870,48554,45636,94189,19125,26981,46109,6.3,6.2,6.2,67.2,58.9,62.9,63,55.2,59,1749,2266,4014,610,1590,2198,5902,9639,15536,5571,9313,14889,20535,12425,32960,994,1500,2497,1227,1787,3009,22757,15714,38466,71756,75065,146819,14989,16115,31098,41113,42444,83554,39900,43183,83084
CED313,73608,78520,152134,36685,28036,64719,11204,18868,30076,3592,5447,9038,2698,2358,5057,54186,54708,108894,15053,19543,34595,5,4.3,4.6,73.6,69.7,71.6,69.9,66.7,68.3,8000,8666,16667,2186,3804,5988,19914,23899,43806,6540,7824,14359,10593,5862,16465,615,690,1308,820,1169,1991,12033,7730,19762,61162,63491,124651,20557,22415,42969,31831,33207,65042,46103,49271,95375
CED314,60774,67496,128275,27558,17607,45162,7847,16999,24848,1851,2387,4235,2071,1862,3937,39324,38855,78182,18045,25241,43276,5.3,4.8,5,64.7,57.6,60.9,61.3,54.8,57.9,2532,2598,5130,902,1945,2843,6485,10848,17327,4431,6752,11183,15600,10043,25642,873,1273,2142,840,1304,2141,17318,12621,29930,59207,64255,123461,12836,13979,26815,36037,38803,74838,31835,35367,67202
CED315,64301,68519,132822,28883,20289,49168,7745,16816,24563,2318,2884,5194,2494,2014,4501,41431,41998,83434,17438,21795,39230,6,4.8,5.4,64.4,61.3,62.8,60.6,58.4,59.4,2004,2517,4521,712,1884,2602,5997,10652,16649,4448,6533,10984,17721,10154,27880,859,1241,2100,859,1160,2023,19441,12555,31996,60162,62491,122655,13410,15000,28412,36899,38115,75021,32262,35357,67628
CED316,63973,70337,134312,19123,13362,32483,7158,14183,21341,1975,2290,4266,2646,1997,4639,30905,31828,62729,29098,34306,63408,8.6,6.3,7.4,48.3,45.2,46.7,44.2,42.4,43.3,1228,1398,2627,638,1384,2029,4238,7894,12137,4031,6544,10572,18694,10684,29374,959,1363,2314,1022,1529,2549,20672,13575,34249,58945,62989,121935,12490,13896,26390,37054,38885,75947,31162,34956,66126
CED317,78442,74698,153142,29933,18403,48334,7170,15301,22474,3674,3306,6972,2424,1909,4334,43196,38919,82116,25670,28012,53678,5.6,4.9,5.3,55.1,52.1,53.6,52,49.5,50.8,1213,1604,2817,651,1525,2171,4497,8519,13015,4233,6856,11085,22151,10340,32492,881,1360,2247,939,1291,2233,23978,12997,36973,69918,67768,137682,12852,13175,26025,47832,45646,93480,30178,31067,61249
CED318,75769,77843,153612,27484,19968,47454,10427,18474,28899,3476,3653,7133,3055,2442,5500,44441,44538,88981,21736,24978,46712,6.9,5.5,6.2,58.7,57.2,57.9,54.6,54.1,54.3,2441,3180,5616,1048,2248,3290,7813,12586,20397,6011,8423,14440,19301,10390,29689,1166,1428,2590,1162,1523,2678,21624,13334,34958,66476,67845,134321,15074,16214,31283,41933,42113,84048,35104,37606,72714
CED319,63709,69163,132873,30598,21412,52013,9037,16288,25322,3032,4633,7664,2286,1818,4108,44954,44149,89109,15946,22029,37979,5.1,4.1,4.6,70.6,63.8,67.1,67,61.2,64,4001,4498,8502,1503,2717,4218,12054,16055,28111,6217,7795,14013,13541,7454,20996,681,855,1534,952,1322,2277,15177,9629,24801,61232,64745,125977,12833,13840,26672,36919,39431,76347,33003,35234,68238
CED320,71533,76940,148473,27839,16932,44775,8634,17530,26165,3157,4657,7811,2835,2448,5282,42462,41568,84034,25509,31456,56967,6.7,5.9,6.3,59.4,54,56.6,55.4,50.8,53,1109,1387,2496,626,1580,2211,4636,8343,12979,5294,8973,14263,21766,13468,35231,1049,1566,2618,1267,1888,3156,24091,16918,41008,69160,73201,142359,14084,15690,29779,40329,41699,82029,37980,42368,80354
CED321,65256,64262,129515,27287,15731,43024,6224,14172,20400,2528,2425,4952,1643,1327,2968,37679,33661,71343,20361,24703,45064,4.4,3.9,4.2,57.7,52.4,55.1,55.2,50.3,52.8,856,1166,2019,505,1193,1694,3832,7502,11332,3722,5690,9414,16674,9509,26185,864,1345,2213,917,1205,2118,18458,12063,30521,59454,58474,117934,11038,11649,22687,40375,38739,79115,26387,27919,54306
CED322,63256,72127,135381,26129,17168,43296,10133,19743,29874,3113,4757,7870,2148,1841,3989,41518,43507,85025,18077,24413,42491,5.2,4.2,4.7,65.6,60.3,62.8,62.2,57.8,59.9,2973,3625,6603,977,2081,3053,9263,13601,22863,6078,9267,15343,16276,8691,24968,546,879,1427,1075,1793,2871,17899,11362,29263,60576,66276,126848,12635,14821,27460,36390,39609,76000,32963,38042,71005
CED323,77736,82980,160714,28010,18389,46396,12869,20309,33183,4158,5940,10097,3136,2563,5697,48169,47207,95377,22703,28755,51461,6.5,5.4,6,62,56.9,59.3,57.9,53.8,55.8,4031,4226,8257,1099,2112,3215,11529,15320,26850,7394,10443,17832,16945,9244,26188,705,961,1673,1257,1935,3191,18912,12142,31050,64484,67272,131763,18137,19574,37711,36475,38196,74669,42593,45411,88003
CED324,67231,69662,136891,29061,19108,48172,11315,16916,28230,3383,4387,7767,2974,2303,5280,46735,42712,89450,17690,24315,42004,6.4,5.4,5.9,69.5,61.3,65.3,65.1,58,61.5,7427,7277,14700,1625,2850,4474,15864,18312,34179,5936,6894,12833,9912,5323,15237,626,696,1321,800,1181,1980,11341,7200,18540,64410,66457,130865,14269,14018,28287,38598,40416,79009,35743,36065,71807
CED325,71066,72790,143858,31435,20203,51641,9318,16248,25570,3097,4469,7562,3154,2816,5968,47011,43733,90746,20987,25910,46895,6.7,6.4,6.6,66.1,60.1,63.1,61.7,56.2,58.9,4114,3924,8041,1077,2011,3086,9680,13004,22688,5970,7848,13822,14196,8880,23074,895,1153,2052,1063,1523,2586,16158,11557,27712,71219,73514,144731,13131,13915,27040,42051,43675,85725,36426,38429,74860
CED326,69135,77692,146832,30457,19915,50375,9036,17894,26930,3140,4850,7986,2785,2401,5183,45419,45055,90476,20816,29451,50271,6.1,5.3,5.7,65.7,58,61.6,61.7,54.9,58.1,2845,3037,5876,1043,2067,3108,8131,12610,20737,6425,9348,15769,17743,11392,29139,885,1239,2114,1180,1779,2962,19809,14409,34216,69054,74876,143932,14200,15680,29876,39085,42138,81220,39137,43683,82814
CED327,69874,73104,142974,29793,17600,47394,9831,16304,26133,2978,3987,6964,3611,3143,6751,46210,41034,87244,19364,27820,47187,7.8,7.7,7.7,66.1,56.1,61,61,51.8,56.3,3204,3294,6503,727,1543,2272,8090,10751,18845,5306,7706,13012,15091,9720,24807,1005,1243,2252,1049,1580,2627,17148,12538,29687,72443,74482,146923,12635,12927,25563,44785,45849,90637,34539,36031,70576
CED328,63755,68036,131801,29583,19485,49064,10008,17491,27498,3332,5109,8444,2533,2045,4584,45457,44131,89586,16566,22119,38685,5.6,4.6,5.1,71.3,64.9,68,67.3,61.9,64.5,9609,8884,18488,2040,3472,5515,17212,20163,37369,5520,6581,12105,8016,4734,12747,561,683,1243,704,1135,1844,9275,6551,15833,61918,64555,126471,14698,15405,30102,36638,38869,75503,36471,37738,74210
CED329,63798,66731,130524,19050,11243,30298,8223,15272,23493,2705,3198,5902,2192,1713,3909,32175,31428,63604,27322,31026,58350,6.8,5.5,6.1,50.4,47.1,48.7,47,44.5,45.7,1599,1742,3348,724,1597,2319,5492,8621,14114,4637,7383,12017,17814,9667,27480,863,1286,2144,1077,1621,2700,19754,12573,32330,58718,60835,119553,11064,11962,23021,38112,38833,76947,28712,31043,59751
CED330,69292,72718,142012,31293,18214,49508,8737,18022,26757,3289,4660,7946,2218,1996,4206,45527,42893,88427,19804,25787,45598,4.9,4.7,4.8,65.7,59,62.3,62.5,56.2,59.3,1613,2068,3676,693,1691,2386,5325,9508,14830,5175,8670,13843,21236,11500,32736,855,1449,2303,1131,1715,2844,23224,14666,37883,71097,72092,143188,12070,12973,25044,44697,44410,89108,33490,36105,69596
CED397,302,53,358,70,9,77,8,0,10,15,6,18,3,0,0,88,15,103,21,11,26,3.3,7.1,3.8,30.1,26.9,29.7,29.1,25,28.5,0,0,0,0,0,0,7,4,8,3,0,9,34,11,37,10,0,10,4,0,6,50,10,56,89,14,103,25,10,32,47,11,52,63,11,79
CED401,84318,86467,170787,35574,23318,58892,14928,23027,37953,2297,2917,5213,3570,2840,6405,56368,52094,108463,23576,30388,53958,6.3,5.4,5.9,66.9,60.3,63.5,62.6,57,59.8,8513,8802,17316,1944,3127,5073,18699,21404,40101,6886,7673,14556,11766,7181,18941,707,889,1591,987,1333,2318,13452,9393,22850,75701,77530,153229,17721,17723,35445,44574,46670,91247,44438,44681,89126
CED402,70936,70113,141056,29877,15090,44962,8483,19286,27766,2358,2612,4973,1939,1500,3444,42656,38488,81149,23742,27441,51184,4.6,3.9,4.2,60.1,54.9,57.5,57.4,52.7,55.1,944,1214,2155,531,1405,1931,4089,7683,11771,3760,6292,10054,18417,11060,29475,960,1463,2430,1086,1424,2504,20464,13945,34409,68219,68049,136271,9710,10035,19743,48060,46971,95040,26185,27587,53777
CED403,69426,77574,146999,29562,19186,48744,11525,22140,33663,1900,2691,4593,2410,1868,4279,45393,45885,91285,21939,29444,51386,5.3,4.1,4.7,65.4,59.2,62.1,61.9,56.7,59.2,5900,6332,12227,1770,3218,4986,14366,18546,32908,6407,7883,14294,12983,7054,20035,622,865,1487,1100,1605,2702,14702,9525,24228,68750,75051,143804,11309,12235,23542,45071,49545,94616,31262,34195,65455
CED404,77231,72120,149352,29873,14788,44661,8223,17762,25986,3052,2914,5965,2560,1705,4257,43707,37173,80876,26221,29532,55756,5.8,4.6,5.3,56.6,51.5,54.2,53.3,49.2,51.3,1097,1301,2396,538,1362,1898,4059,7584,11646,3806,6170,9975,20922,10508,31432,1029,1471,2500,1113,1276,2392,23069,13260,36325,71942,68573,140519,10224,10451,20676,51930,48751,100684,26178,26366,52549
CED405,69470,74832,144307,30337,19478,49813,10680,19966,30648,1858,2529,4389,2520,1995,4511,45400,43966,89367,21667,28442,50106,5.6,4.5,5.1,65.3,58.8,61.9,61.7,56.1,58.8,3342,3996,7340,1134,2140,3266,10187,13623,23808,6018,7359,13378,15987,8664,24653,767,950,1716,1058,1563,2623,17818,11175,28993,68884,72868,141750,10361,11000,21356,46349,49026,95375,29039,31239,60271
CED406,64562,69560,134124,27973,16150,44122,9525,20203,29727,1881,2514,4393,2728,1894,4624,42107,40754,82862,20347,26571,46918,6.5,4.6,5.6,65.2,58.6,61.8,61,55.9,58.3,1679,2260,3943,815,1763,2580,6186,9982,16168,5224,7427,12657,19413,11500,30915,1006,1384,2393,1110,1665,2770,21527,14551,36078,68040,71204,139243,8022,8776,16800,47982,49432,97412,24164,26813,50984
CED407,69133,71839,140977,30659,17424,48084,10322,19375,29692,1938,2340,4273,2716,2190,4907,45629,41329,86959,21483,28386,49866,5.9,5.3,5.6,66,57.5,61.7,62.1,54.5,58.2,3003,3101,6099,836,1629,2465,7937,10777,18714,5704,7157,12853,17489,9877,27364,859,1208,2065,1040,1501,2538,19387,12587,31972,71859,73782,145638,9389,9330,18712,50325,51866,102188,26607,27222,53830
CED408,67743,73015,140757,27244,15358,42596,10684,21550,32240,2136,2766,4903,1860,1526,3388,41925,41199,83129,23047,28981,52024,4.4,3.7,4.1,61.9,56.4,59.1,59.1,54.3,56.6,2964,3511,6469,1331,2607,3941,8709,13041,21750,5952,8568,14516,17798,9858,27658,785,1210,1995,1271,1803,3075,19860,12867,32724,69400,72997,142403,9119,10075,19199,47408,49231,96633,27424,30345,57766
CED409,71801,74942,146739,28830,15887,44717,9505,17688,27191,2322,2551,4870,3903,3238,7135,44546,39365,83913,23371,31588,54967,8.8,8.2,8.5,62,52.5,57.2,56.6,48.2,52.3,1052,1186,2241,410,1079,1491,3927,6360,10288,4031,6229,10260,17528,12793,30321,1293,1753,3051,949,1447,2401,19769,15999,35764,74621,76615,151234,11320,11693,23014,48445,49072,97516,31963,33935,65902
CED410,74067,81155,155223,32240,20295,52535,12610,22669,35280,1804,2438,4243,2562,2221,4781,49211,47622,96836,22773,31290,54065,5.2,4.7,4.9,66.4,58.7,62.4,63,55.9,59.3,8251,8178,16432,1937,3282,5224,17088,20353,37435,6515,7829,14342,11047,6388,17434,511,750,1262,1009,1501,2509,12565,8638,21202,73636,79321,152956,12674,13098,25767,47690,52040,99731,34594,36644,71238
CED497,34,0,34,19,0,19,0,0,0,0,0,0,0,0,0,22,0,22,6,0,6,4.3,0,4.3,67.6,0,67.6,64.7,0,64.7,0,0,0,0,0,0,3,0,3,3,0,3,4,0,4,0,0,0,0,0,0,7,0,7,22,0,22,5,0,5,16,0,16,13,0,13
CED501,65780,70240,136023,31771,17557,49324,7469,19231,26703,2770,2655,5424,3047,2881,5927,45056,42325,87380,17369,24718,42083,6.8,6.8,6.8,68.5,60.3,64.2,63.9,56.2,59.9,1391,1667,3055,594,1533,2127,4944,8738,13686,5323,7591,12914,19980,12245,32226,1203,1800,3005,927,1696,2618,22109,15743,37848,68329,72018,140345,11468,12594,24060,43887,45375,89257,30209,34019,64227
CED502,67377,70910,138283,32473,17457,49934,9283,18186,27469,2280,2410,4688,3182,3118,6298,47215,41165,88382,16700,26224,42926,6.7,7.6,7.1,70.1,58.1,63.9,65.4,53.7,59.4,2786,3040,5824,697,1370,2068,7520,10920,18441,5750,6955,12707,16126,9930,26058,1092,1555,2647,863,1492,2359,18079,12985,31060,72432,74389,146819,10441,10888,21327,46509,47196,93707,30445,32417,62865
CED503,58008,64600,122603,24382,13480,37865,6730,16879,23610,2522,2257,4782,2199,2081,4275,35828,34697,70531,19506,26952,46462,6.1,6,6.1,61.8,53.7,57.5,58,50.5,54,1134,1243,2376,538,1396,1936,4095,7335,11433,4342,6919,11258,18039,10308,28346,883,1485,2363,844,1684,2533,19769,13470,33242,59071,64153,123224,9765,11039,20805,38969,41276,80243,25806,29875,55680
CED504,70341,74093,144434,31480,18439,49920,10870,19627,30502,2172,2430,4612,3022,2711,5733,47551,43216,90763,19616,27642,47251,6.4,6.3,6.3,67.6,58.3,62.8,63.3,54.7,58.9,2864,2907,5773,856,1790,2640,9317,11950,21263,6087,7283,13368,15453,8479,23934,988,1320,2307,951,1771,2721,17393,11569,28959,72916,75369,148286,9595,9778,19376,50356,52092,102444,27346,28512,55858
CED505,66121,74273,140397,31289,19932,51227,11257,21750,33006,1726,2434,4158,1975,1834,3807,46243,45942,92189,17250,25303,42558,4.3,4,4.1,69.9,61.9,65.7,67,59.4,63,9480,8534,18010,2080,3855,5935,19885,23290,43177,5498,7415,12915,7392,4065,11455,471,663,1133,643,1428,2069,8500,6150,14651,64708,70068,134782,13020,14561,27587,39510,43250,82757,34489,37811,72300
CED506,119264,94300,213572,50174,25286,75460,9064,17846,26907,7007,5655,12666,2589,2011,4597,68835,50799,119633,26511,30728,57242,3.8,4,3.8,57.7,53.9,56,55.5,51.7,53.9,2396,2551,4951,1052,2337,3392,8263,12503,20763,7312,8589,15905,32359,11703,44061,1516,2261,3769,1376,1827,3204,35247,15784,51035,92693,80109,172798,19956,18603,38555,60014,50857,110865,46714,42419,89132
CED507,59062,64313,123376,26507,14309,40815,7813,19094,26903,2534,2442,4977,1630,1518,3147,38484,37359,75842,17171,23587,40761,4.2,4.1,4.2,65.2,58.1,61.5,62.4,55.7,58.9,1340,1540,2886,704,1760,2468,5520,9555,15079,4393,6649,11037,17601,10350,27950,987,1626,2608,838,1604,2439,19425,13580,33004,58398,62096,120491,10872,11923,22799,38588,40473,79064,26770,29931,56697
CED508,63584,69255,132844,32176,19499,51675,9020,20843,29859,2174,2513,4684,2290,2072,4366,45661,44923,90582,15052,21533,36586,5,4.6,4.8,71.8,64.9,68.2,68.2,61.9,64.9,4085,4419,8505,1274,2685,3960,10650,15403,26051,5665,7311,12976,14870,7677,22546,833,1154,1989,907,1461,2372,16611,10294,26903,63547,67365,130913,11118,12416,23536,40612,42967,83575,29539,32692,62232
CED509,65411,68983,134391,32102,18910,51012,8578,19598,28172,2465,2552,5019,2221,2087,4307,45361,43151,88513,17416,23074,40494,4.9,4.8,4.9,69.3,62.6,65.9,66,59.5,62.7,2248,2671,4918,960,1928,2894,7304,11156,18457,5826,7855,13680,17593,9882,27479,980,1405,2381,910,1723,2629,19482,13008,32489,68011,70848,138862,9993,11049,21044,45014,46550,91569,27837,30617,58450
CED510,62325,66868,129196,31247,17025,48270,9432,21873,31302,1895,2402,4301,2094,1721,3808,44667,43020,87684,16065,22184,38253,4.7,4,4.3,71.7,64.3,67.9,68.3,61.8,64.9,3731,3302,7037,1401,2698,4096,11088,14675,25762,6543,8052,14595,15655,7221,22877,634,973,1606,870,1824,2691,17156,10017,27177,66600,69683,136289,8889,9416,18306,47332,49447,96778,24352,25990,50345
CED511,81763,70933,152703,36807,17623,54427,8034,17445,25479,3302,2711,6019,1916,1412,3329,50061,39190,89257,19622,24562,44188,3.8,3.6,3.7,61.2,55.3,58.4,58.9,53.3,56.3,1505,1526,3032,656,1573,2223,5564,8928,14498,4352,6408,10762,20857,9551,30409,1188,1766,2951,969,1483,2450,23013,12796,35807,69916,64669,134585,13150,12392,25542,47754,43220,90971,30948,29739,60690
CED512,62686,69655,132345,33068,19195,52266,8764,21473,30235,2582,2701,5278,2503,2598,5103,46916,45968,92882,13682,21379,35056,5.3,5.7,5.5,74.8,66,70.2,70.8,62.3,66.3,1995,2129,4123,717,1696,2404,6717,11071,17784,5702,8528,14232,17962,10366,28328,935,1508,2443,922,1749,2678,19818,13632,33450,68928,73523,142445,10440,11725,22165,44656,46751,91400,29313,33217,62525
CED513,76403,78927,155328,37943,25668,63616,11762,20878,32635,2243,2760,5012,2675,2371,5040,54626,51675,106303,16478,23063,39546,4.9,4.6,4.7,71.5,65.5,68.4,68,62.5,65.2,7027,7329,14352,2049,3390,5434,18344,21012,39356,7162,8124,15289,12158,6589,18744,710,1085,1793,801,1507,2316,13673,9181,22851,67239,69608,136843,15498,16192,31690,38995,40951,79947,39613,41056,80672
CED514,77384,79089,156473,36876,22772,59647,12566,21083,33646,2602,2711,5314,2955,2571,5530,55001,49134,104141,17713,25374,43089,5.4,5.2,5.3,71.1,62.1,66.6,67.3,58.9,63,6169,6080,12247,1442,2567,4011,14975,17854,32832,7120,8008,15130,14299,7847,22148,1015,1225,2241,925,1447,2372,16239,10523,26762,71512,72510,144024,15506,15350,30853,42073,43537,85619,40100,39711,79815
CED515,70520,76925,147445,32488,19145,51634,11318,22249,33568,1828,2169,3996,2454,2314,4766,48090,45872,93965,20286,28652,48937,5.1,5,5.1,68.2,59.6,63.7,64.7,56.6,60.5,6929,6175,13108,1756,3027,4780,16318,19569,35885,6580,8008,14580,11558,5927,17491,745,990,1736,849,1670,2516,13153,8585,21741,72557,77955,150521,10930,11838,22765,48824,52761,101585,30687,33192,63887
CED597,2854,392,3249,1339,139,1478,54,20,77,115,31,147,7,0,7,1525,190,1711,87,81,165,0.6,0.5,0.6,53.3,48.1,52.7,53,47.8,52.4,43,16,55,15,15,31,208,68,277,257,34,292,659,43,703,22,9,28,39,4,41,722,57,776,1324,213,1540,286,55,345,925,147,1067,678,129,801
CED601,44131,46876,91002,17386,10051,27432,6572,12752,19322,1317,1618,2939,1880,1463,3339,27148,25882,53029,14541,18632,33175,6.9,5.6,6.3,61.5,55.2,58.3,57.3,52.1,54.6,2232,2282,4509,601,1135,1734,4864,7247,12110,2880,4092,6973,10701,6293,16990,567,1050,1615,555,971,1521,11819,8315,20133,42666,44547,87209,7282,7742,15014,28300,29190,57486,19160,20678,39838
CED602,43433,46483,89911,17027,9256,26287,5416,12131,17545,1638,1640,3274,1546,1212,2754,25624,24244,49866,15215,19762,34976,6,5,5.5,59,52.2,55.5,55.4,49.5,52.4,1054,1175,2228,433,863,1300,3046,5165,8211,2520,4045,6563,12334,7366,19698,580,1185,1768,597,1035,1630,13511,9585,23094,42214,44323,86536,6774,7441,14221,28682,29674,58360,17844,19705,37542
CED603,46388,49260,95653,18009,12087,30090,8933,13885,22821,1321,1780,3105,2281,1922,4207,30545,29668,60214,13650,17336,30989,7.5,6.5,7,65.9,60.2,63,60.9,56.3,58.6,5571,6137,11703,1095,1990,3084,9155,10807,19963,3295,4068,7368,7820,4651,12468,501,699,1196,514,824,1334,8833,6172,15001,42403,44708,87117,9388,9477,18862,27381,29258,56642,22155,22786,44938
CED604,43741,46846,90586,17850,10684,28531,6825,13385,20214,1307,1778,3090,1568,1326,2897,27558,27171,54730,14507,17963,32471,5.7,4.9,5.3,63,58,60.4,59.4,55.2,57.2,2876,3428,6305,941,1823,2770,6455,8755,15209,3605,4683,8289,10555,5695,16253,462,806,1264,616,969,1588,11637,7470,19107,43598,46242,89832,6942,7274,14214,29293,31092,60383,18601,19951,38546
CED605,45840,46985,92819,18002,9559,27555,5917,12492,18412,1690,1902,3587,1515,1323,2836,27120,25275,52395,15953,19032,34991,5.6,5.2,5.4,59.2,53.8,56.4,55.9,51,53.4,1082,1328,2407,384,934,1320,3231,5270,8505,2789,4248,7039,12679,7229,19910,570,1178,1747,574,1028,1602,13825,9441,23265,45434,45765,91198,6086,6535,12618,31360,30928,62286,17561,18934,36498
CED697,289,73,362,208,30,237,11,11,19,10,9,19,4,0,3,230,50,282,31,24,58,0.9,2,1.1,79,67.1,76.6,78.4,65.8,75.8,0,3,3,0,3,4,33,10,46,37,7,44,63,15,76,7,0,6,9,4,13,76,25,98,158,48,207,33,11,50,117,28,146,76,32,107
CED701,60156,56705,116860,21055,15870,36922,4502,7586,12093,3328,3376,6709,2131,1811,3942,31012,28647,59665,20481,21071,41554,6.9,6.3,6.6,51.6,50.5,51.1,48,47.3,47.7,1824,2435,4264,611,1591,2206,4562,7542,12102,3521,4348,7864,12839,5799,18637,828,1121,1948,788,939,1728,14459,7860,22318,51832,50361,102191,10732,11273,22005,35501,34640,70145,22673,23055,45725
