CED_CODE_2021,F_Kidney_disease_0_14,F_Kidney_disease_15_24,F_Kidney_disease_25_34,F_Kidney_disease_35_44,F_Kidney_disease_45_54,F_Kidney_disease_55_64,F_Kidney_disease_65_74,F_Kidney_disease_75_84,F_Kidney_disease_85_over,F_Kidney_disease_Tot,F_Lung_cond_0_14,F_Lung_cond_15_24,F_Lung_cond_25_34,F_Lung_cond_35_44,F_Lung_cond_45_54,F_Lung_cond_55_64,F_Lung_cond_65_74,F_Lung_cond_75_84,F_Lung_cond_85_over,F_Lung_cond_Tot,F_Mental_health_cond_0_14,F_Mental_health_cond_15_24,F_Mental_health_cond_25_34,F_Mental_health_cond_35_44,F_Mental_health_cond_45_54,F_Mental_health_cond_55_64,F_Mental_health_cond_65_74,F_Mental_health_cond_75_84,F_Mental_health_cond_85_over,F_Mental_health_cond_Tot,F_Stroke_0_14,F_Stroke_15_24,F_Stroke_25_34,F_Stroke_35_44,F_Stroke_45_54,F_Stroke_55_64,F_Stroke_65_74,F_Stroke_75_84,F_Stroke_85_over,F_Stroke_Tot,F_Oth_lt_health_cond_0_14,F_Oth_lt_health_cond_15_24,F_Oth_lt_health_cond_25_34,F_Oth_lt_health_cond_35_44,F_Oth_lt_health_cond_45_54,F_Oth_lt_health_cond_55_64,F_Oth_lt_health_cond_65_74,F_Oth_lt_health_cond_75_84,F_Oth_lt_health_cond_85_over,F_Oth_lt_health_cond_Tot,F_No_lt_health_cond_0_14,F_No_lt_health_cond_15_24,F_No_lt_health_cond_25_34,F_No_lt_health_cond_35_44,F_No_lt_health_cond_45_54,F_No_lt_health_cond_55_64,F_No_lt_health_cond_65_74,F_No_lt_health_cond_75_84,F_No_lt_health_cond_85_over,F_No_lt_health_cond_Tot,F_NS_0_14,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_over,F_NS_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_over,F_Tot_Tot,P_Arthritis_0_14,P_Arthritis_15_24,P_Arthritis_25_34,P_Arthritis_35_44,P_Arthritis_45_54,P_Arthritis_55_64,P_Arthritis_65_74,P_Arthritis_75_84,P_Arthritis_85_over,P_Arthritis_Tot,P_Asthma_0_14,P_Asthma_15_24,P_Asthma_25_34,P_Asthma_35_44,P_Asthma_45_54,P_Asthma_55_64,P_Asthma_65_74,P_Asthma_75_84,P_Asthma_85_over,P_Asthma_Tot,P_Cancer_0_14,P_Cancer_15_24,P_Cancer_25_34,P_Cancer_35_44,P_Cancer_45_54,P_Cancer_55_64,P_Cancer_65_74,P_Cancer_75_84,P_Cancer_85_over,P_Cancer_Tot,P_Dementia_0_14,P_Dementia_15_24,P_Dementia_25_34,P_Dementia_35_44,P_Dementia_45_54,P_Dementia_55_64,P_Dementia_65_74,P_Dementia_75_84,P_Dementia_85_over,P_Dementia_Tot,P_Diabetes_0_14,P_Diabetes_15_24,P_Diabetes_25_34,P_Diabetes_35_44,P_Diabetes_45_54,P_Diabetes_55_64,P_Diabetes_65_74,P_Diabetes_75_84,P_Diabetes_85_over,P_Diabetes_Tot,P_Heart_disease_0_14,P_Heart_disease_15_24,P_Heart_disease_25_34,P_Heart_disease_35_44,P_Heart_disease_45_54,P_Heart_disease_55_64,P_Heart_disease_65_74,P_Heart_disease_75_84,P_Heart_disease_85_over,P_Heart_disease_Tot,P_Kidney_disease_0_14,P_Kidney_disease_15_24,P_Kidney_disease_25_34,P_Kidney_disease_35_44,P_Kidney_disease_45_54,P_Kidney_disease_55_64,P_Kidney_disease_65_74,P_Kidney_disease_75_84,P_Kidney_disease_85_over,P_Kidney_disease_Tot,P_Lung_cond_0_14,P_Lung_cond_15_24,P_Lung_cond_25_34,P_Lung_cond_35_44,P_Lung_cond_45_54,P_Lung_cond_55_64,P_Lung_cond_65_74,P_Lung_cond_75_84,P_Lung_cond_85_over,P_Lung_cond_Tot,P_Mental_health_cond_0_14,P_Mental_health_cond_15_24,P_Mental_health_cond_25_34,P_Mental_health_cond_35_44,P_Mental_health_cond_45_54,P_Mental_health_cond_55_64,P_Mental_health_cond_65_74,P_Mental_health_cond_75_84,P_Mental_health_cond_85_over,P_Mental_health_cond_Tot,P_Stroke_0_14,P_Stroke_15_24,P_Stroke_25_34,P_Stroke_35_44,P_Stroke_45_54,P_Stroke_55_64,P_Stroke_65_74,P_Stroke_75_84,P_Stroke_85_over,P_Stroke_Tot,P_Oth_lt_health_cond_0_14,P_Oth_lt_health_cond_15_24,P_Oth_lt_health_cond_25_34,P_Oth_lt_health_cond_35_44,P_Oth_lt_health_cond_45_54,P_Oth_lt_health_cond_55_64,P_Oth_lt_health_cond_65_74,P_Oth_lt_health_cond_75_84,P_Oth_lt_health_cond_85_over,P_Oth_lt_health_cond_Tot,P_No_lt_health_cond_0_14,P_No_lt_health_cond_15_24,P_No_lt_health_cond_25_34,P_No_lt_health_cond_35_44,P_No_lt_health_cond_45_54,P_No_lt_health_cond_55_64,P_No_lt_health_cond_65_74,P_No_lt_health_cond_75_84,P_No_lt_health_cond_85_over,P_No_lt_health_cond_Tot
CED232,9,16,23,53,75,97,131,144,63,608,12,15,18,41,96,208,382,263,85,1123,377,1315,1547,1643,1511,1071,615,268,169,8511,9,9,14,29,63,78,132,122,72,525,533,544,774,1074,1163,1137,880,414,267,6787,14282,6035,6974,7728,6283,4129,2257,729,135,48550,1332,652,656,781,742,601,432,196,79,5463,17432,8942,10646,12264,11073,8834,6707,3015,1070,79987,43,81,346,730,1565,2710,3381,2085,635,11579,2459,1673,2053,2392,1917,1454,1157,598,136,13831,37,43,91,225,488,871,1221,752,194,3927,0,0,0,4,16,32,120,298,336,801,60,100,224,566,945,1431,1767,947,257,6295,65,50,76,171,399,1002,1588,1273,447,5066,35,37,45,84,147,203,295,277,108,1231,37,25,33,85,170,377,707,499,148,2085,790,1930,2311,2583,2364,1753,1072,468,251,13514,11,14,22,55,118,179,319,312,132,1157,1416,1005,1247,1718,1986,2003,1568,788,389,12118,28862,13192,14025,15769,12725,8339,4429,1430,246,99027
CED233,12,19,48,42,49,70,86,99,72,495,4,20,29,32,46,94,180,147,65,624,93,2911,4649,1876,1047,772,494,260,169,12272,0,11,21,21,25,54,99,110,90,425,208,1013,2202,1227,855,884,817,537,332,8079,6736,13416,23113,9578,5397,3668,2062,639,174,64787,778,1595,2829,1424,905,731,525,252,162,9197,8106,19468,33847,14991,9143,7295,5437,2797,1342,102430,12,152,527,556,843,1533,1961,1478,711,7772,755,2564,5174,2735,1447,1086,829,434,167,15188,35,60,214,313,472,750,990,638,235,3701,4,6,9,0,13,33,100,281,324,768,28,124,347,437,575,923,1029,692,314,4465,39,61,153,143,254,651,1002,938,528,3766,19,48,100,84,113,171,198,209,122,1051,13,41,71,68,101,237,384,272,118,1312,186,4066,7348,3486,1981,1408,796,422,221,19916,11,19,29,65,57,169,244,239,138,980,520,1548,3407,2239,1623,1700,1443,883,494,13852,13356,26122,47550,20632,11059,7340,3882,1299,306,131551
CED234,0,12,17,31,61,90,122,198,154,677,3,7,7,17,54,111,217,315,180,920,185,1163,962,885,1045,865,589,536,430,6653,4,5,11,14,30,75,136,259,212,747,403,525,588,789,1091,1319,1265,1156,826,7958,11994,7272,7855,9242,8144,6183,3854,1781,514,56845,690,501,562,571,629,539,438,401,281,4633,13765,9861,10372,12211,12186,10993,8952,6856,3351,88544,8,61,136,362,1088,2175,3094,3754,2011,12694,1436,1596,1373,1510,1491,1286,1128,951,411,11183,19,33,67,186,515,928,1333,1400,585,5071,0,0,0,0,6,28,135,607,907,1689,27,87,132,353,793,1522,2045,1854,738,7548,28,38,51,113,335,937,1606,2100,1306,6520,18,24,29,59,110,194,282,422,292,1436,19,18,22,38,107,232,425,582,338,1783,422,1783,1592,1491,1743,1401,946,811,591,10776,0,7,18,32,81,170,347,553,390,1603,1016,1001,1007,1382,1939,2334,2229,1867,1308,14094,24236,15843,15901,17640,15837,11980,7064,3434,976,112911
CED235,12,13,25,44,56,118,181,224,141,811,15,14,24,64,168,430,700,470,208,2088,349,1286,1614,1550,1554,1597,1154,499,334,9941,8,6,15,27,86,136,238,241,163,901,421,484,702,850,1041,1433,1381,762,499,7588,9448,4335,4690,4490,4787,4771,3463,1245,320,37550,1239,573,666,739,717,815,762,489,249,6247,12135,6956,8128,8192,9213,10976,10448,5603,2366,74024,22,99,306,695,1643,3857,5626,3876,1586,17709,1967,1375,1819,1821,1725,1961,1981,1077,330,14046,21,30,76,172,473,1094,1879,1374,469,5592,0,4,6,4,14,51,188,429,545,1229,41,88,191,349,827,1728,2682,1817,549,8274,53,36,81,143,429,1353,2662,2229,1119,8103,25,23,44,70,115,255,439,461,236,1663,32,33,44,108,295,807,1329,973,389,4009,772,1972,2433,2428,2517,2649,1982,861,476,16093,12,15,21,51,142,314,583,547,301,1984,1071,906,1112,1350,1704,2536,2445,1394,721,13234,19050,9228,9608,9184,9707,9425,6834,2506,591,76131
CED236,14,10,34,40,82,134,239,290,187,1030,11,13,13,52,180,423,628,457,187,1966,351,1309,1618,1492,1667,1565,1007,492,337,9841,3,6,13,34,75,153,231,247,134,910,514,509,703,854,1141,1349,1094,694,549,7407,10613,5308,5644,5057,5088,4701,3061,1233,347,41049,1446,840,887,900,898,919,765,547,348,7555,13758,8392,9398,9026,10091,10917,9491,5745,2673,79496,33,104,386,807,2087,4097,5479,4188,1840,19018,2301,1756,1958,1882,1963,2117,1988,1088,395,15460,26,40,88,201,497,1096,1733,1423,523,5622,3,5,8,6,12,76,198,513,534,1345,48,116,261,453,1103,1973,2690,1817,562,9029,65,57,96,167,531,1430,2478,2211,1130,8152,32,27,50,65,149,283,472,586,326,1980,27,23,45,111,313,812,1280,1012,350,3966,783,2085,2529,2408,2812,2661,1782,885,479,16428,14,20,29,48,153,352,561,577,248,1989,1248,955,1123,1402,1951,2406,2021,1231,801,13134,21458,11706,11701,10345,10620,9571,6102,2485,660,84648
CED237,10,16,28,47,78,113,167,180,128,764,4,13,19,19,82,215,265,217,111,946,184,971,1331,1241,1109,1154,729,434,311,7468,5,6,12,21,58,82,140,173,109,605,402,498,751,995,1121,1357,1001,683,376,7179,13762,7365,9548,9142,6333,4371,2301,841,222,53885,1213,712,876,838,732,611,435,372,298,6080,16157,9981,13159,13153,10608,9504,7171,4000,1772,85512,18,90,276,636,1402,2749,3482,2505,1071,12240,1771,1608,1944,1853,1412,1265,1102,621,234,11814,31,31,89,179,427,727,997,702,279,3459,0,3,4,10,12,46,155,375,437,1045,57,108,233,735,1379,2356,2753,1695,556,9870,51,38,75,164,484,1096,1621,1392,709,5628,28,31,53,102,174,253,355,373,220,1588,18,22,38,53,168,393,534,446,209,1879,384,1485,2144,2030,1915,1833,1146,654,414,12007,19,11,17,51,104,225,376,398,198,1394,1045,940,1222,1667,2001,2413,1785,1128,554,12765,27930,15714,19753,18976,12823,8752,4593,1682,415,110629
CED238,8,15,26,36,55,125,188,199,145,800,21,11,19,50,146,404,588,405,181,1824,275,1193,1563,1425,1524,1527,908,392,277,9085,3,4,17,22,71,151,215,244,157,891,374,455,704,790,1067,1347,1135,613,438,6919,9958,4784,5067,4933,5420,5398,3629,1480,469,41141,1151,735,655,742,819,830,814,501,325,6578,12430,7589,8459,8575,10058,11646,10163,5764,2835,77516,16,75,279,662,1722,3862,5120,3551,1660,16949,1886,1522,1825,1793,1842,2153,1858,1030,369,14276,20,25,66,196,474,1159,1871,1251,473,5539,0,3,5,8,9,53,185,425,568,1258,47,111,181,375,878,1729,2417,1591,586,7906,53,46,63,126,460,1344,2364,2016,1071,7534,20,29,46,62,126,277,424,374,228,1597,45,11,42,89,260,756,1137,809,351,3501,602,1893,2388,2306,2575,2623,1701,688,367,15137,6,7,26,44,136,347,541,536,292,1940,977,867,1086,1283,1802,2443,2126,1087,629,12300,20024,10455,10801,10016,10924,10794,7261,2850,802,83927
CED239,13,9,29,30,54,83,109,160,141,632,8,8,27,32,56,160,203,190,131,807,172,1615,3507,1939,1246,952,566,422,434,10855,0,0,12,17,34,71,117,168,197,614,354,607,1505,1200,1063,1059,826,717,576,7908,10097,5832,10550,8159,5601,3479,1736,840,373,46681,858,588,1059,754,610,455,331,276,242,5179,11992,8942,17118,12938,9538,7496,5295,4107,2758,80183,13,76,354,599,1147,2108,2368,2413,1802,10880,1402,1623,3214,2558,1570,1185,860,600,316,13324,16,28,148,252,419,679,798,711,495,3543,3,0,6,10,12,30,104,426,757,1343,34,68,229,468,738,1380,1592,1529,851,6887,42,35,84,156,345,768,1090,1298,1102,4921,25,20,64,75,118,170,244,309,262,1292,12,19,40,69,125,311,394,394,257,1618,361,2329,5369,3201,2190,1631,910,659,593,17241,8,3,24,38,85,175,265,351,363,1314,868,1021,2314,1973,1860,1890,1414,1118,877,13331,20153,12560,22361,17081,11413,7010,3299,1548,656,96080
CED297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,5,0,0,0,18,0,0,16,8,13,16,0,0,0,49,0,0,17,14,18,24,0,0,0,72,0,0,0,4,0,6,0,0,0,15,0,0,0,5,4,5,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,9,0,3,10,34,38,31,7,0,0,123
CED301,28,38,56,64,121,145,170,175,97,895,55,19,53,103,267,590,673,447,121,2331,692,2278,3083,2394,2340,1853,976,391,162,14177,7,7,20,37,101,193,215,191,104,864,926,833,1379,1446,1654,1647,1156,644,256,9935,15644,7246,8036,6938,5571,3894,2227,765,202,50514,1861,1142,1085,985,888,695,516,402,244,7817,20325,12116,14340,12897,11937,10511,7873,4275,1583,95852,56,199,725,1379,2784,4402,4841,3090,1036,18508,3442,2707,3377,3138,2758,2466,1937,890,222,20948,46,53,141,316,631,1257,1627,1101,315,5484,7,5,9,10,24,64,197,350,317,987,61,159,352,831,1567,2638,2638,1452,328,10028,93,76,159,270,716,1672,2242,1748,696,7680,62,52,91,122,224,341,399,360,180,1818,102,52,94,204,480,1107,1375,893,238,4538,1540,3596,4760,4016,3878,3185,1816,700,234,23732,16,19,39,66,197,396,527,402,183,1845,2364,1552,2166,2481,2837,2952,2157,1089,404,18002,31479,15402,16392,14445,11389,7939,4359,1550,361,103309
CED302,9,23,20,53,46,77,113,130,109,585,28,19,21,44,111,251,379,370,186,1410,307,1401,1518,1510,1392,1090,670,368,245,8501,7,7,17,16,63,84,145,170,111,612,573,653,818,1141,1314,1240,1112,666,392,7912,13231,6642,7007,8618,6937,4582,2601,1053,299,50975,817,556,543,597,582,443,323,266,242,4363,15506,9673,10335,12752,11720,9306,7253,4445,2099,83085,17,97,249,671,1441,2520,3402,2673,1178,12253,1617,1588,1798,2145,1917,1510,1241,740,256,12812,30,50,95,273,639,991,1298,1068,430,4874,0,5,10,4,19,45,141,413,438,1067,49,121,173,417,1025,1493,1789,1275,392,6732,45,77,71,169,498,1086,1813,1654,909,6325,34,26,37,90,124,185,255,273,196,1219,53,24,45,72,199,490,711,705,324,2632,654,2164,2373,2381,2349,1824,1153,611,342,13852,14,14,24,32,103,205,345,361,208,1313,1410,1232,1300,1867,2237,2215,1942,1115,569,13879,26560,14389,14152,16874,13984,9004,4887,1983,516,102354
CED303,4,9,28,36,70,128,167,210,136,792,15,7,28,40,144,382,622,538,197,1976,424,1364,1529,1626,1738,1513,965,435,353,9941,4,3,4,27,75,145,229,225,172,880,588,607,786,1036,1378,1582,1454,884,629,8945,11165,5735,4984,6117,6209,5110,3278,1262,291,44161,898,573,488,552,641,591,467,284,190,4694,13703,8615,8294,10200,11396,11248,9781,5494,2338,81071,30,83,269,674,1728,3583,5099,3602,1473,16548,1871,1511,1751,2183,2167,2009,1895,989,301,14685,34,42,104,194,604,1243,1931,1434,442,6031,0,0,5,7,23,62,216,522,628,1465,48,103,184,381,977,1774,2487,1540,445,7950,60,53,89,164,535,1348,2475,2255,1128,8113,15,27,56,81,154,240,389,412,224,1588,59,29,51,88,285,694,1192,1031,365,3792,895,2177,2323,2626,2740,2475,1767,822,487,16307,7,7,15,51,133,296,523,547,292,1874,1538,1124,1246,1712,2254,2712,2613,1601,895,15699,22476,12759,10332,12252,12276,10096,6243,2382,537,89349
CED304,8,20,51,38,58,68,73,99,69,482,15,20,41,40,87,188,259,218,103,963,183,2791,3439,1733,1448,995,486,249,129,11454,5,9,9,33,49,75,84,107,71,436,366,1015,1602,1203,1144,1103,804,513,307,8053,10010,9644,14179,9125,7272,4538,2316,787,256,58126,687,1164,1784,1158,936,756,431,265,155,7342,11621,15019,21712,14051,12039,8918,5819,3136,1468,93772,15,142,453,663,1256,1920,2201,1612,680,8944,944,2316,3455,2450,1889,1392,896,487,151,13982,21,84,190,346,697,1032,1087,759,312,4513,0,6,8,9,10,40,112,283,336,800,35,112,268,387,691,983,1091,783,195,4545,35,75,142,159,441,913,1257,1186,549,4763,12,42,83,94,133,169,187,214,109,1041,29,38,81,92,190,380,514,421,165,1915,342,3938,5579,3203,2715,1809,918,405,174,19082,5,15,27,61,104,195,233,264,126,1035,816,1511,2560,2129,2163,2009,1453,840,473,13965,19889,19579,29607,19272,14819,9286,4556,1497,398,118893
CED305,14,14,40,46,72,133,173,216,120,832,24,17,30,62,197,475,574,384,123,1883,335,1305,1539,1511,1437,1366,717,373,191,8776,3,9,15,29,74,123,192,202,107,762,516,479,688,906,968,1196,853,531,316,6447,12009,5818,6515,5916,5365,4500,2448,932,220,43727,1613,1250,1461,1272,1317,1199,754,430,171,9465,15298,9360,10910,10501,10430,10623,7877,4331,1687,81008,26,109,319,808,1780,3577,4467,2928,1103,15109,2152,1620,1963,2043,1865,1732,1477,791,186,13830,33,36,111,245,510,1106,1477,1023,326,4867,0,3,0,4,20,61,159,415,430,1100,62,119,214,508,1100,1951,2229,1337,385,7904,68,71,125,197,610,1522,2276,1802,794,7454,32,28,67,87,152,281,388,436,209,1680,56,28,65,122,362,928,1208,801,246,3819,737,2023,2379,2432,2353,2242,1360,632,277,14423,6,14,28,57,150,294,465,431,186,1635,1355,879,1124,1457,1702,2169,1627,906,485,11702,24409,12602,13704,12770,11535,9581,5230,1860,401,92104
CED306,7,18,30,41,64,130,186,221,111,795,18,15,15,66,149,425,546,335,124,1701,343,1204,1448,1359,1380,1263,680,333,212,8223,0,12,17,22,73,132,173,154,108,701,465,465,691,855,1047,1233,938,509,274,6481,11585,6150,6866,6413,5975,5044,3098,1076,292,46496,1601,1140,1341,1183,1100,1148,821,467,194,8984,14622,9492,10951,10651,10891,11229,8848,4553,1826,83068,29,95,313,705,1716,3557,4469,2941,1058,14880,1759,1497,1754,1709,1746,1723,1435,657,179,12469,27,45,91,231,524,1131,1612,1003,332,5004,5,6,0,3,12,77,230,489,539,1375,38,102,187,386,1046,1926,2367,1449,390,7886,65,61,97,179,622,1475,2325,1807,754,7391,20,32,56,73,133,252,434,421,196,1617,50,15,43,118,301,813,1085,752,229,3409,656,1839,2217,2120,2342,2198,1320,644,319,13659,8,12,26,62,134,280,437,383,195,1546,1194,886,1133,1376,1819,2230,1800,907,437,11779,23633,13155,13878,12873,12137,10387,6303,2193,499,95055
CED307,14,6,26,51,78,87,144,148,69,633,40,17,37,70,156,344,481,367,94,1593,449,1764,1947,1909,1822,1241,772,321,166,10386,11,11,13,28,61,105,165,126,69,589,714,749,965,1277,1444,1301,1140,545,234,8356,12571,6188,5638,6787,6458,4285,2332,869,180,45308,1010,581,513,604,627,422,327,202,133,4423,15473,9635,9561,11546,11934,9508,7342,3672,1294,79970,18,112,372,888,1930,2929,3801,2371,764,13179,2058,1781,2076,2526,2331,1788,1426,644,170,14801,37,46,101,301,657,1091,1489,1014,290,5034,0,0,0,6,13,43,163,341,370,922,57,104,210,526,1066,1716,2030,1138,257,7100,70,62,95,220,581,1267,2102,1536,535,6462,30,26,47,97,150,193,323,318,128,1302,82,35,62,131,284,611,856,727,185,2977,1001,2806,3112,3181,3009,2066,1370,553,222,17315,11,14,26,51,140,234,369,321,129,1286,1864,1392,1547,2091,2481,2364,1996,957,347,15033,25739,13599,11877,13508,13165,8613,4507,1659,296,92973
CED308,14,18,29,52,73,111,182,232,141,860,24,16,25,50,141,434,733,536,182,2141,505,1736,1972,1685,1678,1363,882,492,280,10595,0,6,10,34,73,135,225,252,117,838,627,739,937,1149,1412,1457,1361,818,522,9021,14019,7647,8627,8386,7678,5596,3729,1470,297,57449,1615,1072,1159,1053,1062,834,679,389,181,8033,17567,11676,13402,13271,13531,11831,10494,5943,2156,99871,47,121,379,885,2055,3558,5198,3855,1255,17363,2313,1864,2331,2288,2124,1817,1765,1012,296,15804,28,49,115,293,653,1234,1949,1476,453,6250,5,3,0,10,20,69,278,677,676,1745,49,135,223,487,1053,1704,2309,1586,413,7963,65,64,94,207,548,1247,2365,2218,925,7726,35,29,58,90,151,223,418,513,268,1781,64,40,63,120,290,730,1287,1083,325,4005,1106,2665,3059,2733,2787,2275,1529,846,389,17386,5,10,22,67,144,310,527,580,202,1866,1668,1279,1512,1919,2332,2599,2402,1493,783,15991,28216,16224,17304,16556,15012,10922,6892,2857,556,114529
CED309,9,5,20,29,44,99,144,168,136,652,23,13,16,42,155,398,630,460,216,1957,363,1324,1428,1622,1621,1453,958,463,356,9580,3,3,13,31,56,95,221,281,168,881,535,546,719,960,1247,1631,1463,876,531,8511,11832,5896,6242,7016,7030,5879,4022,1632,340,49872,1225,763,782,885,895,912,756,547,386,7155,14575,8861,9585,11319,12119,12218,10964,6407,2689,88736,29,88,285,810,1767,3753,5276,4005,1691,17707,1705,1368,1593,1991,1997,1855,1869,1087,357,13819,32,28,95,252,584,1280,1985,1623,547,6422,0,0,3,12,21,60,210,574,671,1552,47,101,133,243,614,1268,1839,1332,442,6014,55,44,66,147,402,1227,2372,2364,1253,7937,27,15,49,66,99,201,329,379,251,1415,58,22,42,84,254,697,1171,948,392,3666,771,2046,2188,2645,2670,2518,1771,868,501,15972,8,12,22,56,122,247,511,621,326,1913,1344,990,1167,1556,2079,2783,2579,1549,840,14889,23838,12249,12274,13722,13651,11034,7759,3040,621,98175
CED310,5,18,24,43,63,97,174,222,134,774,17,15,18,57,136,374,690,597,208,2128,394,1507,1644,1585,1652,1513,990,510,289,10070,6,6,15,36,82,120,251,268,205,986,556,535,769,973,1327,1545,1435,968,475,8579,11668,6553,6464,6862,6756,5652,3957,1636,386,49939,1158,892,818,849,889,843,711,486,260,6903,14418,9950,10253,11060,11914,11914,11136,6813,2708,90172,35,128,368,804,1860,3740,5565,4397,1706,18604,1832,1556,1702,1957,1878,1896,1890,1142,374,14226,24,47,89,234,674,1283,2091,1668,565,6677,3,0,3,4,16,55,221,606,727,1644,60,111,162,315,723,1270,1952,1641,489,6720,51,63,73,134,440,1174,2504,2658,1222,8326,21,25,42,69,128,205,368,468,241,1566,53,30,46,100,255,687,1256,1166,408,3999,851,2305,2452,2527,2684,2508,1740,913,437,16413,15,11,31,55,147,274,557,614,371,2075,1389,1045,1196,1563,2174,2604,2523,1719,803,15020,23447,13481,12980,13260,13141,10730,7446,3078,750,98307
CED311,8,19,26,33,54,120,196,169,89,711,26,11,27,76,203,519,563,334,93,1857,347,1282,1585,1456,1564,1410,761,241,91,8734,3,0,11,47,81,173,188,159,62,713,565,440,669,869,1077,1285,872,437,195,6410,12569,5433,5935,5974,5406,4718,2621,899,153,43720,1843,983,1096,1129,1146,1121,877,402,178,8779,16145,8540,9967,10263,10625,11070,8293,3773,1151,79818,27,77,335,808,2083,4222,4861,2656,747,15810,2151,1490,1930,1949,1968,2155,1588,679,162,14070,28,43,86,248,556,1169,1602,824,228,4779,0,3,3,11,21,64,141,291,268,815,62,108,256,483,1147,2120,2479,1312,250,8219,59,48,99,222,637,1554,2335,1542,521,7015,24,27,45,59,125,275,428,361,167,1512,66,28,58,149,405,1077,1285,746,197,4013,795,2005,2424,2346,2587,2533,1458,478,142,14768,8,5,23,68,144,355,476,375,130,1586,1515,911,1062,1439,1902,2449,1719,820,311,12145,25001,11809,12481,12559,11738,10049,5828,1933,337,91741
CED312,15,18,44,83,86,134,188,261,108,945,44,20,31,85,226,492,653,486,154,2185,585,2070,2408,2037,1969,1416,884,464,205,12050,9,4,18,47,85,172,263,232,102,931,819,809,1201,1332,1543,1466,1242,738,375,9531,16162,7792,8783,7822,6071,4238,2450,820,176,54306,2097,1298,1338,1180,987,735,494,374,221,8716,20830,12532,14670,13586,12261,10216,8246,4433,1586,98359,40,165,517,1108,2372,3796,4722,3100,974,16798,3172,2415,3120,2926,2523,2023,1651,877,206,18910,32,55,133,313,654,990,1508,1020,301,5008,3,0,11,13,21,69,236,537,403,1291,63,151,353,661,1438,2193,2618,1545,337,9359,83,78,126,238,673,1390,2215,1829,683,7314,35,37,74,139,198,280,427,511,201,1902,93,45,73,170,410,860,1216,944,286,4101,1297,3200,3766,3299,3153,2302,1521,776,308,19630,16,8,36,81,178,357,563,528,195,1956,2158,1498,1958,2230,2599,2588,2184,1262,569,17036,31945,16684,18053,15893,12464,8442,4628,1611,312,110027
CED313,4,14,47,53,64,71,85,97,82,518,20,14,29,43,79,188,271,210,129,1000,222,2397,2985,1892,1429,947,547,242,171,10833,4,7,18,25,49,75,102,119,114,520,423,918,1540,1323,1220,1085,839,501,342,8191,11042,9072,12327,9357,7275,4328,2047,784,235,56467,842,1115,1364,955,827,637,472,348,289,6847,12942,13991,18881,14436,11994,8621,5694,3182,1725,91468,16,141,379,590,1221,2046,2259,1588,880,9120,1138,2157,3116,2518,1896,1343,911,457,200,13730,41,59,180,322,682,933,1092,759,303,4379,0,5,3,9,8,33,116,273,402,844,39,134,234,415,725,973,1104,699,285,4613,52,59,117,164,466,910,1345,1058,663,4828,23,33,79,86,117,181,216,194,146,1081,48,37,55,82,161,369,489,398,218,1860,482,3448,4571,3213,2525,1715,968,400,233,17549,7,7,38,53,93,195,251,249,191,1086,1031,1459,2334,2135,2076,1972,1496,855,485,13834,22430,18570,25399,19092,14547,8651,3980,1438,405,114522
CED314,6,18,30,46,89,132,192,205,146,862,23,13,31,54,148,338,459,416,197,1676,473,1820,1979,1717,1677,1434,881,487,273,10740,10,9,13,38,68,140,226,242,164,914,584,667,975,1115,1224,1295,1124,739,450,8167,12535,6646,6438,5741,5164,4058,2683,1225,378,44852,1238,869,762,739,739,695,564,396,200,6208,15766,10414,10680,10055,10145,9704,8490,5490,2518,83258,31,132,381,806,1909,3481,4726,3647,1624,16732,2521,2049,2244,2171,2032,1951,1624,1016,339,15948,40,53,107,239,511,1013,1583,1310,465,5319,6,0,6,7,17,60,186,536,594,1425,67,120,259,494,1124,1838,2291,1570,446,8203,52,63,88,190,554,1236,2187,2156,1104,7632,32,31,57,83,166,261,410,421,238,1700,54,35,59,117,263,603,923,816,348,3219,1000,2842,3084,2729,2763,2444,1593,841,381,17688,19,12,25,65,136,280,469,530,268,1815,1426,1212,1528,1756,2079,2257,2039,1279,644,14228,24962,14048,13238,11494,10142,7929,5053,2246,648,89774
