CED_CODE_2021,M_0_cond_0_14,M_0_cond_15_24,M_0_cond_25_34,M_0_cond_35_44,M_0_cond_45_54,M_0_cond_55_64,M_0_cond_65_74,M_0_cond_75_84,M_0_cond_85_over,M_0_cond_Tot,M_1_mo_con_0_14,M_1_mo_con_15_24,M_1_mo_con_25_34,M_1_mo_con_35_44,M_1_mo_con_45_54,M_1_mo_con_55_64,M_1_mo_con_65_74,M_1_mo_con_75_84,M_1_mo_con_85_over,M_1_mo_con_Tot,M_2_mo_con_0_14,M_2_mo_con_15_24,M_2_mo_con_25_34,M_2_mo_con_35_44,M_2_mo_con_45_54,M_2_mo_con_55_64,M_2_mo_con_65_74,M_2_mo_con_75_84,M_2_mo_con_85_over,M_2_mo_con_Tot,M_3_or_mo_cond_0_14,M_3_or_mo_cond_15_24,M_3_or_mo_cond_25_34,M_3_or_mo_cond_35_44,M_3_or_mo_cond_45_54,M_3_or_mo_cond_55_64,M_3_or_mo_cond_65_74,M_3_or_mo_cond_75_84,M_3_or_mo_cond_85_over,M_3_or_mo_cond_Tot,M_OM_Lterm_Health_Tot_0_14,M_OM_Lterm_Health_Tot_15_24,M_OM_Lterm_Health_Tot_25_34,M_OM_Lterm_Health_Tot_35_44,M_OM_Lterm_Health_Tot_45_54,M_OM_Lterm_Health_Tot_55_64,M_OM_Lterm_Health_Tot_65_74,M_OM_Lterm_Health_Tot_75_84,M_OM_Lterm_Health_Tot_85_ov,M_OM_Lterm_Health_Tot_Tot,M_cond_NS_0_14,M_cond_NS_15_24,M_cond_NS_25_34,M_cond_NS_35_44,M_cond_NS_45_54,M_cond_NS_55_64,M_cond_NS_65_74,M_cond_NS_75_84,M_cond_NS_85_over,M_cond_NS_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_over,M_Tot_Tot,F_0_cond_0_14,F_0_cond_15_24,F_0_cond_25_34,F_0_cond_35_44,F_0_cond_45_54,F_0_cond_55_64,F_0_cond_65_74,F_0_cond_75_84,F_0_cond_85_over,F_0_cond_Tot,F_1_mo_con_0_14,F_1_mo_con_15_24,F_1_mo_con_25_34,F_1_mo_con_35_44,F_1_mo_con_45_54,F_1_mo_con_55_64,F_1_mo_con_65_74,F_1_mo_con_75_84,F_1_mo_con_85_over,F_1_mo_con_Tot,F_2_mo_con_0_14,F_2_mo_con_15_24,F_2_mo_con_25_34,F_2_mo_con_35_44,F_2_mo_con_45_54,F_2_mo_con_55_64,F_2_mo_con_65_74,F_2_mo_con_75_84,F_2_mo_con_85_over,F_2_mo_con_Tot,F_3_or_mo_cond_0_14,F_3_or_mo_cond_15_24,F_3_or_mo_cond_25_34,F_3_or_mo_cond_35_44,F_3_or_mo_cond_45_54,F_3_or_mo_cond_55_64,F_3_or_mo_cond_65_74,F_3_or_mo_cond_75_84,F_3_or_mo_cond_85_over,F_3_or_mo_cond_Tot,F_OM_Lterm_Health_Tot_0_14,F_OM_Lterm_Health_Tot_15_24,F_OM_Lterm_Health_Tot_25_34,F_OM_Lterm_Health_Tot_35_44,F_OM_Lterm_Health_Tot_45_54,F_OM_Lterm_Health_Tot_55_64,F_OM_Lterm_Health_Tot_65_74,F_OM_Lterm_Health_Tot_75_84,F_OM_Lterm_Health_Tot_85_ov,F_OM_Lterm_Health_Tot_Tot,F_cond_NS_0_14,F_cond_NS_15_24,F_cond_NS_25_34,F_cond_NS_35_44,F_cond_NS_45_54,F_cond_NS_55_64,F_cond_NS_65_74,F_cond_NS_75_84,F_cond_NS_85_over,F_cond_NS_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_over,F_Tot_Tot,P_0_cond_0_14,P_0_cond_15_24,P_0_cond_25_34,P_0_cond_35_44,P_0_cond_45_54,P_0_cond_55_64,P_0_cond_65_74,P_0_cond_75_84,P_0_cond_85_over,P_0_cond_Tot,P_1_mo_con_0_14,P_1_mo_con_15_24,P_1_mo_con_25_34,P_1_mo_con_35_44,P_1_mo_con_45_54,P_1_mo_con_55_64,P_1_mo_con_65_74,P_1_mo_con_75_84,P_1_mo_con_85_over,P_1_mo_con_Tot,P_2_mo_con_0_14,P_2_mo_con_15_24,P_2_mo_con_25_34,P_2_mo_con_35_44,P_2_mo_con_45_54,P_2_mo_con_55_64,P_2_mo_con_65_74,P_2_mo_con_75_84,P_2_mo_con_85_over,P_2_mo_con_Tot,P_3_or_mo_cond_0_14,P_3_or_mo_cond_15_24,P_3_or_mo_cond_25_34,P_3_or_mo_cond_35_44,P_3_or_mo_cond_45_54,P_3_or_mo_cond_55_64,P_3_or_mo_cond_65_74,P_3_or_mo_cond_75_84,P_3_or_mo_cond_85_over,P_3_or_mo_cond_Tot,P_OM_Lterm_Health_Tot_0_14,P_OM_Lterm_Health_Tot_15_24,P_OM_Lterm_Health_Tot_25_34,P_OM_Lterm_Health_Tot_35_44,P_OM_Lterm_Health_Tot_45_54,P_OM_Lterm_Health_Tot_55_64,P_OM_Lterm_Health_Tot_65_74,P_OM_Lterm_Health_Tot_75_84,P_OM_Lterm_Health_Tot_85_ov,P_OM_Lterm_Health_Tot_Tot,P_cond_NS_0_14,P_cond_NS_15_24,P_cond_NS_25_34,P_cond_NS_35_44,P_cond_NS_45_54,P_cond_NS_55_64,P_cond_NS_65_74,P_cond_NS_75_84,P_cond_NS_85_over,P_cond_NS_Tot
CED306,12627,7304,7308,6780,6584,5812,3544,1242,236,51428,1338,1195,1370,1503,1963,2723,2780,1344,325,14539,75,104,211,270,512,957,1244,753,211,4343,9,15,32,58,198,453,780,666,234,2442,1421,1318,1612,1832,2679,4133,4801,2765,769,21324,1639,1253,1684,1454,1396,1358,983,508,144,10416,15691,9879,10598,10065,10657,11299,9325,4503,1155,83169,11950,6435,7240,6875,6445,5548,3449,1197,328,49470,1022,1605,1917,2009,2253,2798,2628,1436,568,16234,54,292,393,457,759,1119,1187,810,382,5457,0,21,56,127,330,620,765,644,357,2922,1076,1917,2371,2600,3345,4535,4573,2894,1305,24611,1601,1140,1341,1183,1100,1148,821,467,194,8984,14622,9492,10951,10651,10891,11229,8848,4553,1826,83068,24584,13744,14545,13653,13031,11353,6994,2435,569,100899,2364,2800,3284,3510,4221,5515,5400,2784,894,30773,127,396,607,726,1272,2074,2430,1564,594,9799,6,37,89,187,527,1077,1545,1313,590,5365,2499,3238,3985,4430,6019,8673,9376,5657,2074,45942,3237,2390,3026,2637,2496,2502,1800,971,339,19402
CED307,14024,7811,6571,7157,7294,4857,2510,908,142,51275,1646,1682,1653,2154,2394,2380,2113,1079,218,15316,115,185,343,435,623,849,1051,664,161,4426,0,14,41,105,196,389,682,523,162,2111,1764,1873,2037,2698,3213,3618,3844,2264,540,21852,1072,672,591,546,660,403,280,137,57,4426,16864,10356,9188,10410,11168,8882,6631,3309,748,77559,13111,6564,6112,7428,7177,4842,2734,1012,234,49215,1241,2112,2327,2681,2874,2692,2398,1170,384,17889,103,356,533,672,898,1036,1123,705,258,5685,8,27,75,165,353,520,757,585,279,2756,1349,2492,2936,3517,4125,4242,4282,2460,926,26330,1010,581,513,604,627,422,327,202,133,4423,15473,9635,9561,11546,11934,9508,7342,3672,1294,79970,27140,14378,12677,14592,14471,9706,5242,1913,384,100494,2892,3790,3980,4838,5275,5072,4509,2248,601,33206,223,541,877,1106,1519,1881,2182,1369,423,10116,11,37,110,271,547,906,1442,1103,440,4866,3120,4364,4969,6212,7340,7865,8127,4726,1464,48185,2084,1250,1105,1150,1293,825,609,337,197,8848
CED308,14931,8913,9032,8646,7850,5876,3572,1582,331,60737,1842,1614,1866,1994,2336,2682,2782,1768,413,17305,138,178,264,361,580,869,1280,980,259,4906,3,16,34,85,200,425,824,829,288,2710,1984,1809,2163,2435,3114,3978,4887,3584,964,24917,1711,1098,1162,1001,1044,709,581,369,105,7781,18628,11818,12360,12086,12002,10563,9035,5540,1401,93432,14482,8062,9089,9004,8388,6255,4196,1685,424,61578,1366,2158,2552,2456,2889,3036,3224,1977,678,20335,96,360,552,595,882,1163,1495,1054,421,6623,6,18,53,167,310,542,899,847,451,3302,1469,2543,3157,3214,4079,4746,5620,3869,1551,30259,1615,1072,1159,1053,1062,834,679,389,181,8033,17567,11676,13402,13271,13531,11831,10494,5943,2156,99871,29415,16976,18122,17652,16241,12127,7765,3267,753,122317,3214,3778,4413,4447,5228,5722,6005,3746,1092,37643,234,543,817,950,1465,2030,2776,2032,686,11530,10,36,93,252,507,973,1722,1677,741,6009,3457,4350,5323,5646,7194,8728,10506,7458,2518,55185,3320,2167,2317,2053,2107,1544,1263,756,291,15808
CED309,12629,6650,6329,7035,7084,5716,4186,1598,330,51561,1376,1248,1312,1660,2092,2619,2985,1856,524,15676,75,122,202,324,470,855,1351,1074,387,4864,0,11,32,80,163,451,751,764,347,2597,1455,1381,1545,2069,2725,3925,5090,3693,1264,23138,1291,836,747,917,907,749,685,460,215,6805,15377,8867,8616,10018,10712,10388,9965,5755,1810,81503,12237,6180,6616,7522,7645,6587,4567,1869,412,53636,1029,1652,1788,2244,2538,3027,3405,2091,751,18530,74,240,349,539,776,1117,1463,1127,583,6271,4,22,50,129,265,567,776,774,552,3142,1110,1921,2189,2909,3579,4717,5646,3986,1892,27940,1225,763,782,885,895,912,756,547,386,7155,14575,8861,9585,11319,12119,12218,10964,6407,2689,88736,24870,12833,12938,14557,14734,12302,8757,3471,743,105198,2401,2901,3099,3905,4633,5649,6387,3943,1275,34208,148,368,554,865,1243,1973,2814,2197,972,11130,11,32,79,208,424,1014,1531,1540,902,5739,2562,3300,3732,4978,6298,8641,10732,7685,3149,51082,2521,1600,1531,1806,1796,1664,1441,1008,603,13959
CED310,12377,7241,6783,6740,6868,5578,3955,1681,445,51673,1432,1374,1411,1716,1955,2476,3002,2023,588,15976,108,152,187,289,510,879,1342,1128,397,4998,3,12,26,52,182,433,784,873,366,2738,1544,1539,1631,2062,2651,3784,5125,4024,1358,23708,1340,901,804,789,897,792,628,431,192,6767,15262,9677,9215,9587,10409,10149,9710,6135,2004,82152,12084,6853,6869,7366,7403,6323,4499,1912,491,53807,1087,1869,2101,2147,2470,3017,3471,2312,854,19321,86,317,406,555,834,1119,1547,1229,598,6695,4,22,54,146,319,607,903,878,500,3437,1171,2207,2559,2848,3627,4748,5920,4418,1960,29457,1158,892,818,849,889,843,711,486,260,6903,14418,9950,10253,11060,11914,11914,11136,6813,2708,90172,24463,14100,13658,14110,14276,11901,8456,3588,941,105484,2523,3241,3512,3857,4426,5489,6470,4328,1445,35296,191,464,596,844,1348,2004,2891,2358,995,11696,8,33,79,205,500,1043,1682,1753,873,6177,2718,3742,4186,4903,6274,8529,11046,8440,3316,53167,2494,1793,1623,1638,1785,1633,1339,918,456,13673
CED311,13141,6667,6778,6917,6749,5799,3474,1151,204,50886,1567,1220,1388,1636,2117,2983,2737,1197,248,15095,115,148,251,321,607,1116,1384,731,168,4847,8,15,41,90,245,644,925,610,170,2750,1692,1384,1677,2056,2967,4744,5048,2544,581,22688,1953,1270,1625,1893,2036,1870,1142,518,108,12429,16785,9319,10076,10866,11755,12420,9660,4215,896,85999,12994,5681,6263,6405,5869,5156,2874,1010,193,46455,1226,1524,2057,1959,2314,2746,2463,1152,302,15749,77,321,473,579,878,1243,1251,674,257,5756,6,34,71,186,425,793,827,523,226,3079,1308,1879,2602,2729,3619,4780,4536,2352,784,24583,1843,983,1096,1129,1146,1121,877,402,178,8779,16145,8540,9967,10263,10625,11070,8293,3773,1151,79818,26136,12349,13040,13322,12621,10961,6352,2164,405,97340,2799,2745,3447,3597,4431,5723,5196,2354,550,30843,187,470,723,903,1486,2367,2639,1406,417,10602,12,52,109,275,670,1437,1745,1133,395,5829,2998,3261,4280,4779,6581,9523,9586,4894,1365,47276,3794,2250,2727,3023,3182,2998,2018,926,288,21208
CED312,16710,9323,9729,8603,6949,4708,2499,915,182,59605,2325,1885,2229,2339,2500,2413,2234,1158,288,17373,174,256,395,475,704,924,1192,778,219,5130,8,36,50,117,253,561,871,746,233,2864,2514,2169,2668,2930,3454,3899,4302,2682,746,25373,2265,1326,1336,1209,1037,727,491,278,97,8761,21484,12821,13729,12742,11446,9335,7288,3877,1025,93739,16775,8199,9355,8473,6753,4782,2826,971,245,58371,1791,2463,3079,2883,2918,2709,2501,1371,444,20159,165,525,775,831,1079,1180,1350,873,365,7147,7,46,126,217,530,806,1074,847,317,3967,1956,3035,3975,3934,4526,4705,4928,3086,1128,31273,2097,1298,1338,1180,987,735,494,374,221,8716,20830,12532,14670,13586,12261,10216,8246,4433,1586,98359,33484,17517,19082,17068,13702,9492,5323,1893,429,117977,4117,4341,5301,5222,5425,5121,4741,2525,734,37536,346,779,1164,1313,1780,2107,2543,1647,588,12273,7,77,172,334,781,1370,1946,1592,544,6834,4467,5208,6641,6868,7984,8602,9225,5769,1871,56640,4361,2621,2675,2390,2018,1461,981,650,317,17479
CED313,11867,9860,13604,10223,7773,4790,2227,786,203,61341,960,1781,2619,2308,2244,2011,1517,811,316,14566,48,198,364,336,455,584,697,406,170,3261,5,17,38,73,142,265,369,303,176,1397,1011,1994,3018,2726,2838,2854,2587,1524,661,19220,841,945,1421,1021,894,679,499,320,152,6772,13719,12809,18044,13974,11504,8324,5311,2629,1018,87329,11379,9551,13127,10102,7929,4869,2403,942,309,60612,690,2832,3582,2696,2456,2089,1668,984,486,17498,36,446,717,588,598,699,767,537,345,4736,0,35,87,104,182,318,383,369,285,1770,722,3321,4389,3380,3240,3110,2824,1892,1125,24008,842,1115,1364,955,827,637,472,348,289,6847,12942,13991,18881,14436,11994,8621,5694,3182,1725,91468,23249,19420,26724,20328,15702,9662,4628,1725,512,121958,1647,4613,6204,5005,4695,4102,3186,1800,802,32062,87,646,1077,920,1055,1278,1462,943,515,7993,3,53,123,176,321,583,757,671,467,3169,1738,5317,7409,6108,6081,5963,5410,3414,1783,43223,1680,2065,2789,1976,1722,1314,966,661,440,13616
CED314,12995,7743,7117,6131,5416,4303,2707,1163,315,47896,1821,1655,1653,1738,2016,2307,2288,1382,449,15302,141,251,314,346,561,844,1163,874,286,4775,4,20,51,101,218,493,804,759,299,2758,1964,1927,2016,2182,2793,3644,4258,3019,1027,22838,1295,924,817,757,771,717,540,343,139,6297,16252,10598,9954,9069,8990,8666,7509,4520,1482,77030,12963,6963,6893,6287,5719,4555,3074,1398,472,48315,1450,2097,2314,2186,2392,2570,2608,1754,768,18126,110,450,606,646,880,1143,1309,1102,557,6803,12,38,109,199,423,745,935,836,521,3803,1566,2583,3026,3030,3692,4451,4852,3691,1845,28732,1238,869,762,739,739,695,564,396,200,6208,15766,10414,10680,10055,10145,9704,8490,5490,2518,83258,25961,14712,14010,12414,11134,8858,5780,2564,787,96211,3265,3755,3967,3924,4401,4876,4894,3138,1215,33427,253,700,917,989,1443,1988,2475,1975,841,11582,11,52,156,305,640,1236,1746,1594,818,6562,3529,4509,5045,5217,6484,8097,9111,6710,2872,51571,2527,1791,1580,1497,1516,1405,1110,738,338,12509
CED315,13413,8704,8291,6501,5783,4483,2485,839,166,50647,1537,1504,1809,1846,2061,2381,2169,1010,238,14546,113,175,308,380,623,941,1079,669,180,4461,4,12,50,100,234,534,795,590,177,2497,1656,1685,2170,2319,2923,3850,4044,2267,588,21503,1747,1770,1397,1126,1017,840,627,326,107,8963,16816,12164,11861,9951,9722,9166,7153,3430,857,81116,12727,8115,7759,6816,5932,4485,2649,948,266,49684,1194,2243,2518,2383,2524,2693,2273,1156,431,17409,60,371,601,681,877,1097,1099,779,292,5861,9,33,73,209,403,706,820,658,332,3248,1256,2651,3201,3278,3806,4495,4194,2592,1052,26524,1640,1154,1179,1062,975,798,603,339,186,7933,15622,11917,12137,11158,10708,9785,7442,3874,1502,84145,26133,16817,16052,13318,11709,8963,5126,1786,423,100335,2725,3743,4330,4225,4583,5075,4441,2166,659,31955,175,546,909,1060,1498,2039,2179,1446,472,10321,13,48,126,310,642,1236,1618,1250,506,5747,2913,4340,5366,5604,6726,8350,8234,4862,1640,48029,3390,2922,2581,2187,1993,1636,1232,655,291,16896
CED316,10106,5543,4931,4550,4885,4865,4259,2014,402,41551,1478,1265,1245,1511,1934,2764,3966,2294,543,16985,124,187,248,341,642,1295,2095,1560,406,6898,11,22,44,107,307,808,1609,1427,422,4759,1612,1474,1534,1957,2882,4868,7675,5275,1366,28646,1307,777,685,633,804,875,895,611,216,6802,13021,7791,7145,7142,8571,10603,12831,7900,1992,76994,9755,4871,4839,4926,5300,5652,4635,1914,493,42383,1154,1654,1742,1891,2348,3314,4158,2513,828,19603,119,331,495,624,877,1536,2230,1539,601,8344,5,20,90,228,494,1084,1589,1316,603,5430,1281,2001,2327,2740,3719,5929,7980,5377,2024,33375,1184,697,659,659,768,865,943,717,303,6803,12220,7578,7824,8326,9793,12445,13557,8003,2816,82564,19863,10411,9765,9478,10193,10515,8898,3925,894,83929,2630,2924,2982,3397,4277,6076,8122,4812,1364,36588,249,513,742,957,1515,2831,4331,3099,1009,15246,16,44,132,335,805,1889,3200,2744,1020,10193,2897,3476,3864,4693,6595,10795,15652,10648,3392,62023,2491,1477,1344,1289,1579,1734,1836,1327,522,13607
CED317,13960,7713,7818,6765,6968,6840,5064,1755,341,57220,1362,1080,1242,1495,2048,3162,3593,1795,436,16218,71,113,141,276,555,1111,1694,983,253,5194,5,4,25,63,188,609,1030,669,227,2820,1438,1194,1412,1836,2797,4883,6314,3448,913,24234,2311,1726,2201,1948,2096,1867,1626,723,204,14703,17708,10633,11423,10547,11856,13589,13007,5928,1453,96152,13378,6575,7307,6842,6837,6694,4556,1571,360,54113,958,1303,1764,1869,2324,3195,3326,1682,524,16946,39,217,347,482,715,1267,1477,873,375,5785,0,15,39,110,319,705,890,631,300,3004,995,1527,2149,2465,3352,5169,5690,3182,1194,25737,2094,1259,1434,1349,1454,1533,1317,607,272,11312,16466,9361,10892,10652,11642,13394,11563,5359,1822,91163,27335,14292,15128,13603,13798,13530,9619,3330,697,111335,2315,2378,3008,3371,4380,6361,6923,3480,956,33163,109,323,489,760,1272,2383,3169,1851,624,10976,5,16,65,174,506,1315,1922,1303,524,5830,2432,2723,3561,4297,6150,10057,12009,6632,2108,49970,4402,2988,3636,3293,3551,3398,2944,1331,474,26014
CED318,14237,7814,8501,8065,8074,6651,4066,1362,237,59003,1060,1052,1212,1598,2255,2890,2948,1377,324,14718,59,90,164,288,542,918,1213,739,211,4207,5,6,17,68,167,431,712,507,165,2069,1120,1151,1391,1954,2955,4238,4870,2612,702,20998,2205,1515,2080,1711,1849,1699,1512,630,141,13333,17566,10475,11971,11728,12877,12582,10448,4606,1084,93332,13765,7406,8891,8715,8250,6505,3876,1294,300,59005,771,1407,1873,2120,2616,3022,2810,1340,449,16400,32,201,337,445,673,1115,1167,728,318,5018,3,16,44,95,230,502,622,446,234,2196,807,1620,2248,2663,3522,4637,4598,2514,1005,23620,2034,1396,1919,1468,1465,1607,1226,540,165,11827,16608,10422,13057,12852,13236,12756,9701,4348,1472,94453,28004,15221,17386,16778,16321,13154,7938,2660,543,118013,1832,2457,3078,3724,4872,5910,5762,2715,769,31120,93,287,500,732,1217,2035,2381,1464,527,9226,7,23,60,164,402,933,1333,946,399,4272,1928,2770,3648,4621,6479,8872,9467,5126,1702,44615,4239,2904,3996,3177,3317,3311,2736,1170,307,25156
CED319,12554,7256,9169,8735,6700,4425,2308,1015,309,52469,1089,1402,2089,2087,2183,2138,1883,1061,411,14333,46,149,339,370,551,711,939,637,299,4036,0,12,36,75,167,387,565,578,277,2102,1134,1557,2462,2527,2903,3232,3390,2282,983,20471,924,700,869,788,733,534,394,251,193,5379,14613,9507,12495,12047,10334,8197,6093,3547,1490,78320,11919,6389,8900,8434,6722,4589,2709,1283,478,51423,821,2055,2807,2514,2426,2312,2093,1550,772,17354,55,354,611,554,771,908,1042,917,572,5786,5,20,71,129,310,496,686,723,536,2972,884,2432,3489,3201,3503,3720,3816,3184,1881,26109,926,596,792,728,659,505,395,341,420,5362,13729,9418,13176,12362,10888,8816,6922,4814,2769,82894,24472,13641,18066,17173,13427,9013,5018,2298,783,103893,1912,3453,4891,4605,4608,4452,3978,2611,1183,31691,96,500,943,920,1318,1627,1985,1554,870,9818,3,30,106,203,478,885,1249,1303,813,5070,2016,3987,5949,5722,6409,6958,7210,5468,2866,46583,1850,1292,1653,1512,1394,1039,787,594,608,10740
CED320,14186,7840,7461,6512,6371,4884,3315,1373,265,52207,2279,1883,1958,2099,2465,2766,3057,1747,413,18664,234,254,394,492,737,1160,1734,1193,321,6523,15,34,70,136,313,699,1316,1019,305,3906,2533,2166,2421,2723,3508,4625,6111,3961,1043,29096,1754,1325,1529,1295,1047,721,567,345,116,8700,18472,11337,11410,10528,10924,10229,9988,5679,1430,90006,13981,7003,7272,6697,6290,5189,3655,1449,301,51838,1772,2441,2864,2749,2864,3072,3462,1936,611,21777,177,465,840,929,1168,1542,1904,1198,437,8668,12,48,186,327,652,1014,1340,1008,415,5005,1955,2961,3892,4014,4684,5627,6710,4138,1466,35445,1635,981,991,875,844,654,636,391,226,7230,17573,10940,12156,11580,11811,11478,11001,5978,1993,94512,28161,14846,14736,13205,12659,10073,6970,2822,573,104047,4057,4328,4824,4847,5330,5841,6521,3682,1026,40444,417,722,1234,1419,1905,2705,3642,2394,756,15192,20,76,259,465,964,1720,2652,2027,723,8914,4490,5130,6313,6734,8192,10256,12819,8101,2509,64541,3389,2304,2523,2167,1885,1378,1198,735,344,15928
CED321,11228,5751,6006,5322,5738,5465,4037,1597,307,45457,1576,1238,1313,1463,1977,2909,3288,1632,449,15838,122,167,199,313,566,1070,1538,947,233,5161,7,14,38,84,259,628,1080,753,236,3092,1704,1418,1548,1862,2801,4611,5900,3336,922,24094,1744,1130,1350,1212,1461,1491,1153,632,213,10380,14675,8294,8895,8398,10005,11568,11084,5571,1437,79932,11008,5051,5481,5170,5444,5252,3702,1495,387,42990,1093,1469,1732,1762,2138,2845,2877,1666,620,16210,86,339,452,500,808,1256,1543,908,393,6285,4,24,74,184,446,886,1071,777,323,3800,1182,1833,2263,2454,3392,4988,5493,3357,1339,26292,1715,960,1029,980,1100,1157,1008,592,321,8882,13904,7846,8777,8607,9937,11402,10208,5445,2050,78162,22237,10801,11483,10496,11186,10724,7736,3095,697,88448,2666,2706,3041,3224,4115,5754,6159,3304,1067,32049,201,506,648,814,1375,2322,3084,1857,631,11447,8,36,111,270,704,1512,2152,1529,564,6886,2878,3253,3809,4314,6197,9596,11392,6691,2263,50385,3458,2093,2381,2195,2564,2652,2158,1231,533,19259
CED322,12174,7239,7308,7703,7225,5070,3500,1438,359,52013,1307,1152,1295,1616,1973,2150,2390,1424,456,13757,74,109,158,246,394,673,997,894,320,3868,8,4,17,43,104,260,580,584,306,1905,1386,1260,1473,1907,2467,3084,3968,2901,1078,19529,1170,766,880,825,900,711,586,400,209,6446,14736,9269,9655,10435,10585,8868,8056,4742,1647,77985,12004,7040,7843,8634,7780,5918,4022,1553,486,55286,976,1619,1881,2042,2178,2543,2751,1739,759,16486,37,203,317,412,546,788,1202,970,530,5013,0,19,37,79,191,379,603,708,533,2557,1012,1844,2238,2533,2908,3710,4559,3423,1829,24052,1142,775,943,945,854,768,665,485,370,6936,14154,9665,11026,12111,11549,10393,9248,5455,2686,86281,24180,14280,15150,16337,15004,10988,7518,2989,844,107296,2280,2773,3176,3656,4144,4690,5144,3167,1212,30240,109,310,480,662,938,1461,2199,1868,850,8883,8,21,56,125,293,639,1188,1293,835,4460,2398,3109,3712,4441,5369,6795,8525,6326,2907,43584,2307,1545,1824,1770,1753,1477,1254,879,580,13388
CED323,10701,8341,10807,8328,7635,5999,4108,1869,399,58195,1122,1407,1678,1826,2087,2512,2900,1774,544,15835,86,151,224,301,463,809,1151,1004,349,4543,6,12,26,80,176,387,719,736,318,2456,1208,1573,1934,2203,2724,3702,4769,3511,1212,22839,1326,1159,1735,1293,1257,1213,1012,665,282,9945,13237,11071,14475,11828,11619,10917,9891,6048,1894,90972,10233,8031,10701,8490,7882,6461,4565,2037,492,58901,904,1903,2175,1943,2361,2769,2997,2057,721,17841,50,337,437,436,641,957,1303,1104,519,5781,7,20,66,111,250,459,735,731,459,2827,961,2257,2671,2494,3253,4190,5032,3893,1697,26451,1104,1213,1651,1257,1192,1252,1049,762,438,9925,12297,11500,15026,12238,12327,11906,10648,6694,2639,95279,20942,16376,21509,16818,15516,12468,8670,3907,890,117093,2022,3309,3855,3772,4447,5284,5896,3828,1264,33682,135,483,660,739,1106,1767,2461,2112,871,10322,11,36,94,191,422,841,1449,1468,774,5284,2164,3836,4607,4695,5975,7889,9798,7406,2914,49291,2425,2365,3391,2550,2446,2465,2062,1425,723,19868
CED324,13344,9003,11310,9734,6928,4818,2682,1029,261,59106,1085,1531,1857,1768,1874,1987,1835,1059,361,13351,49,168,275,289,453,616,813,643,212,3518,0,11,44,64,139,306,460,469,219,1707,1134,1715,2179,2115,2466,2910,3105,2169,786,18578,891,756,903,725,623,469,305,167,79,4917,15370,11472,14388,12577,10017,8203,6090,3358,1128,82596,12924,7876,10334,9575,7019,4955,3036,1155,394,57272,827,2025,2247,2104,2126,2087,2053,1286,604,15358,44,332,459,481,570,754,852,773,446,4711,4,27,57,125,233,374,525,519,425,2274,872,2377,2757,2711,2928,3222,3433,2574,1471,22347,886,647,779,708,537,438,347,222,154,4723,14682,10901,13876,12994,10488,8605,6813,3959,2016,84341,26265,16874,21646,19310,13948,9773,5716,2182,654,116372,1908,3550,4107,3874,3999,4078,3888,2342,956,28714,90,502,731,767,1023,1368,1671,1418,655,8230,3,37,97,190,374,680,986,983,638,3986,2005,4089,4935,4828,5389,6133,6538,4749,2255,40924,1783,1404,1688,1432,1160,903,649,387,237,9643
CED325,17604,9437,9494,9507,7320,4781,2415,813,189,61560,1890,1672,1890,2128,2290,2440,1881,915,221,15334,136,217,290,433,573,853,856,591,181,4120,15,18,38,82,195,407,575,434,153,1910,2039,1909,2216,2642,3060,3695,3311,1938,551,21363,1804,1338,2070,1791,1212,765,373,168,68,9587,21451,12679,13777,13949,11590,9243,6102,2923,799,92512,16741,8362,9650,9670,7318,4794,2598,892,287,60307,1373,2002,2490,2631,2659,2523,2050,1148,403,17269,93,407,638,652,852,1010,1030,674,312,5658,4,43,103,189,393,628,665,579,278,2884,1468,2452,3225,3470,3901,4157,3748,2397,990,25808,1706,915,1043,1013,739,564,328,202,79,6584,19913,11730,13919,14153,11960,9511,6671,3491,1361,92706,34348,17799,19145,19173,14639,9574,5013,1711,468,121871,3256,3677,4384,4758,4948,4967,3932,2057,623,32604,227,620,919,1089,1423,1858,1885,1265,492,9781,18,59,135,272,590,1033,1239,1012,427,4790,3498,4359,5438,6116,6959,7856,7060,4336,1546,47173,3510,2246,3115,2807,1956,1327,693,369,146,16169
