CED_CODE_2021,Philippines_Before_1951,Philippines_1951_1960,Philippines_1961_1970,Philippines_1971_1980,Philippines_1981_1990,Philippines_1991_2000,Philippines_2001_2010,Philippines_2011_2015,Philippines_2016,Philippines_2017,Philippines_2018,Philippines_2019,Philippines_2020,Philippines_2021,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1951,Poland_1951_1960,Poland_1961_1970,Poland_1971_1980,Poland_1981_1990,Poland_1991_2000,Poland_2001_2010,Poland_2011_2015,Poland_2016,Poland_2017,Poland_2018,Poland_2019,Poland_2020,Poland_2021,Poland_Yr_arrival_ns,Poland_Tot,Singapore_Before_1951,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2010,Singapore_2011_2015,Singapore_2016,Singapore_2017,Singapore_2018,Singapore_2019,Singapore_2020,Singapore_2021,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1951,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2010,South_Africa_2011_2015,South_Africa_2016,South_Africa_2017,South_Africa_2018,South_Africa_2019,South_Africa_2020,South_Africa_2021,South_Africa_yr_arr_ns,South_Africa_Tot,Sri_Lanka_Before_1951,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2010,Sri_Lanka_2011_2015,Sri_Lanka_2016,Sri_Lanka_2017,Sri_Lanka_2018,Sri_Lanka_2019,Sri_Lanka_2020,Sri_Lanka_2021,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Taiwan_Before_1951,Taiwan_1951_1960,Taiwan_1961_1970,Taiwan_1971_1980,Taiwan_1981_1990,Taiwan_1991_2000,Taiwan_2001_2010,Taiwan_2011_2015,Taiwan_2016,Taiwan_2017,Taiwan_2018,Taiwan_2019,Taiwan_2020,Taiwan_2021,Taiwan_Yr_arrival_ns,Taiwan_Tot,Thailand_Before_1951,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2010,Thailand_2011_2015,Thailand_2016,Thailand_2017,Thailand_2018,Thailand_2019,Thailand_2020,Thailand_2021,Thailand_Yr_arr_ns,Thailand_Tot,United_Kingdom_Before_1951,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2010,United_Kingdom_2011_2015,United_Kingdom_2016,United_Kingdom_2017,United_Kingdom_2018,United_Kingdom_2019,United_Kingdom_2020,United_Kingdom_2021,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1951,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2010,USA_2011_2015,USA_2016,USA_2017,USA_2018,USA_2019,USA_2020,USA_2021,USA_Yr_arrival_ns,USA_Tot,Vietnam_Before_1951,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2010,Vietnam_2011_2015,Vietnam_2016,Vietnam_2017,Vietnam_2018,Vietnam_2019,Vietnam_2020,Vietnam_2021,Vietnam_Yr_arr_ns,Vietnam_Tot,Born_elsewhere_Before_1951,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2010,Born_elsewhere_2011_2015,Born_elsewhere_2016,Born_elsewhere_2017,Born_elsewhere_2018,Born_elsewhere_2019,Born_elsewhere_2020,Born_elsewhere_2021,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1951,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2010,Tot_2011_2015,Tot_2016,Tot_2017,Tot_2018,Tot_2019,Tot_2020,Tot_2021,Tot_Yr_arrival_ns,Tot_Tot
CED324,0,0,6,51,315,274,498,305,77,84,149,332,59,8,54,2201,20,8,8,28,80,30,24,21,3,3,3,0,5,0,7,248,0,0,6,38,89,91,170,74,14,20,22,21,14,4,14,586,6,5,20,84,129,244,504,153,43,30,48,11,5,12,16,1305,5,3,26,30,76,109,254,145,25,33,46,78,24,9,23,888,0,0,6,13,588,1358,966,573,132,158,186,193,94,3,96,4373,0,0,0,12,51,59,121,104,31,19,29,28,14,3,12,499,113,305,795,657,600,503,999,448,63,62,59,65,39,13,115,4846,3,5,37,68,56,92,193,128,16,24,34,36,38,10,18,753,0,5,5,419,791,367,309,282,85,68,59,86,48,9,97,2636,74,130,409,734,1088,1581,2227,1533,398,322,477,485,182,37,212,9878,404,951,2084,3328,6910,8958,17345,10590,2439,2529,3137,3815,1416,337,1525,65760
CED325,0,0,6,55,379,368,899,554,80,105,105,116,25,16,59,2777,10,8,9,32,123,38,38,13,0,4,0,0,0,0,4,290,0,0,13,35,67,47,141,46,20,7,8,16,0,0,8,416,0,0,21,82,117,274,789,227,44,66,56,48,23,11,28,1790,0,0,17,35,159,283,600,351,32,44,31,43,19,8,23,1635,0,0,0,0,89,191,126,92,10,17,16,13,10,0,6,575,0,0,0,16,71,48,144,71,10,19,14,13,8,0,16,433,99,377,1493,1066,854,579,1264,529,80,82,49,59,40,28,219,6818,0,11,25,49,62,75,153,122,19,20,17,27,11,0,23,631,0,0,12,897,2788,1760,1841,1187,232,225,191,215,122,36,412,9921,38,124,371,755,1410,1791,4045,2529,615,421,581,605,174,56,438,13958,331,1042,2593,4105,8774,9002,19312,11267,2009,1805,1976,2122,803,351,2075,67582
CED326,0,0,7,73,390,376,1036,680,110,113,122,122,50,12,45,3131,10,3,5,18,60,15,36,23,4,3,4,4,0,0,6,192,0,5,21,26,26,26,99,35,11,9,0,9,4,0,0,261,0,7,26,71,121,246,1022,494,111,106,79,97,48,12,29,2463,4,17,37,24,61,61,164,122,10,9,7,13,4,0,9,546,0,0,0,4,7,26,53,44,9,16,14,13,5,5,4,205,0,0,0,5,39,31,130,83,31,26,24,20,15,3,16,415,223,690,1968,1299,1080,703,2560,1079,164,155,98,127,42,10,285,10480,7,10,44,48,60,70,155,122,16,20,28,23,12,17,11,635,0,4,0,47,46,50,54,47,13,9,11,10,4,0,11,314,52,153,395,624,678,825,1799,976,248,240,189,195,72,27,134,6597,446,1561,3238,3561,5086,5130,14916,8265,1554,1465,1357,1526,631,249,1086,50089
CED327,0,3,8,86,480,417,757,395,85,67,81,135,29,5,57,2598,8,7,6,19,86,40,22,7,3,0,0,0,0,0,4,206,0,0,8,32,52,61,167,45,12,14,4,11,0,0,3,410,0,4,16,66,148,277,631,146,18,15,19,20,11,0,11,1401,4,9,17,25,79,93,188,174,9,8,12,14,6,0,5,650,0,0,0,10,192,700,574,282,66,34,44,55,25,8,35,2032,0,0,0,10,106,93,340,220,76,56,25,41,10,4,20,994,93,389,1278,956,747,407,757,223,35,11,41,33,11,6,145,5123,7,4,20,33,33,46,117,67,12,11,17,16,9,0,9,386,0,0,7,162,391,194,205,125,22,15,20,40,16,5,28,1237,36,152,509,923,1817,2460,4026,2487,614,465,585,783,202,54,330,15447,277,980,2566,3682,7606,9707,20732,12025,2243,1833,2149,2630,939,297,1521,69200
CED328,0,0,9,43,156,118,229,139,29,28,38,42,27,5,16,870,11,4,9,20,97,47,44,15,9,12,6,6,6,0,7,277,10,3,11,46,72,59,186,113,34,29,31,48,28,19,12,693,0,11,28,150,276,550,1426,489,104,106,121,184,49,33,27,3561,0,8,31,49,121,142,220,116,12,27,45,50,36,8,5,863,0,0,0,5,130,176,140,93,31,26,36,35,23,3,11,698,0,0,9,13,37,55,132,93,21,25,16,23,12,0,9,445,144,365,1091,917,1028,1025,2618,1226,185,167,139,190,89,42,125,9343,0,13,57,118,109,183,381,229,73,67,58,75,78,27,22,1492,0,0,4,76,95,48,81,116,20,27,49,57,33,8,14,648,63,100,294,498,739,846,1828,1155,269,327,430,482,274,68,100,7460,422,884,2186,3048,4854,5472,12511,7229,1741,1902,2333,2852,1433,489,680,48039
CED329,0,4,4,33,160,126,168,116,31,43,42,43,11,12,50,828,3,4,4,13,44,10,13,6,0,0,3,0,9,0,8,110,0,7,10,25,18,10,6,10,3,0,0,0,0,4,4,105,3,11,26,78,121,178,340,142,40,32,21,29,17,0,18,1062,0,3,17,10,16,3,10,3,3,3,0,0,3,0,3,72,0,0,0,0,0,5,9,18,4,3,10,8,0,0,3,61,0,0,5,5,21,22,62,67,25,9,18,20,20,0,11,276,224,780,2043,1255,958,702,1515,471,85,66,69,79,46,21,345,8659,3,12,63,74,88,74,155,89,22,22,21,27,30,3,15,700,3,0,5,5,3,6,23,39,10,20,7,10,5,0,4,136,68,209,358,426,343,287,544,336,97,109,115,141,95,22,109,3247,478,1667,3324,3170,3334,2475,4166,2027,469,430,472,501,325,110,909,23853
CED330,0,0,15,21,132,103,189,162,41,36,35,46,13,8,33,842,5,3,8,19,50,23,17,8,0,0,0,5,0,0,4,142,0,3,13,21,19,29,32,23,7,4,8,7,8,0,3,174,0,0,22,64,108,257,656,197,16,34,30,20,20,8,23,1469,0,6,11,12,6,6,30,19,0,6,0,9,3,0,0,110,0,0,0,0,19,38,58,57,24,29,76,117,27,0,8,462,0,0,0,4,61,52,80,50,18,16,12,21,0,0,12,324,133,565,1887,1340,1092,823,1872,641,76,78,56,51,29,18,250,8916,0,3,43,66,71,51,146,75,21,12,16,18,16,0,18,572,0,0,0,20,103,51,50,20,10,16,6,9,17,0,24,325,47,138,440,542,699,533,1095,550,108,123,88,137,46,84,151,4791,296,1237,3127,3444,4662,4092,7537,3417,599,613,680,966,373,205,993,32243
CED397,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,4,0,4,6,8,4,12,3,0,4,48
CED401,0,0,7,34,269,253,488,480,108,131,139,263,100,33,59,2362,44,46,57,41,258,79,56,29,3,4,5,0,4,0,18,642,0,0,18,46,54,54,154,90,42,51,57,88,40,5,5,707,0,8,19,51,57,98,245,62,11,29,56,72,13,13,15,760,0,3,10,28,29,42,158,230,61,69,83,147,62,5,11,934,0,0,0,0,24,41,64,153,44,44,59,58,31,3,15,529,0,0,0,20,120,84,172,118,22,23,23,38,12,4,18,661,150,881,2156,1118,671,448,977,427,73,100,82,97,94,66,165,7486,0,5,25,69,59,98,165,103,25,29,32,44,53,16,18,742,0,3,6,591,1698,907,793,641,248,224,286,314,189,35,162,6100,188,367,574,562,910,1398,2023,1398,521,536,555,697,358,76,186,10348,732,3835,5439,3724,5451,5238,13546,11252,3512,4094,4926,6374,2850,573,1468,73006
CED402,0,0,0,26,90,84,322,359,64,104,63,93,25,15,50,1301,3,4,11,8,40,15,3,0,0,0,0,0,0,0,6,87,0,0,4,7,5,0,10,4,0,0,0,7,0,0,3,39,0,3,15,26,17,50,166,93,18,23,41,48,27,6,13,551,0,0,3,12,7,0,7,35,14,13,8,15,0,0,3,125,0,0,0,0,0,0,12,35,11,11,18,20,4,0,3,116,0,0,0,10,11,17,119,98,18,31,11,22,13,8,15,376,133,856,2628,1020,441,244,554,227,21,18,24,31,12,0,331,6555,0,11,23,36,27,35,82,41,11,9,12,10,12,5,16,314,0,0,4,12,29,27,49,46,29,31,6,18,12,0,43,298,72,174,251,176,121,124,420,339,80,73,100,166,99,82,200,2478,387,2124,3669,1780,1322,1085,2806,2135,526,625,588,909,365,147,997,19458
CED403,0,0,0,44,182,155,260,278,39,62,79,109,31,13,35,1286,28,20,32,27,223,92,43,26,3,3,8,10,3,0,10,533,0,3,13,48,50,48,116,67,33,32,32,31,13,4,7,494,3,7,36,75,80,122,329,136,25,45,78,113,54,4,18,1132,5,3,6,25,45,27,146,102,16,36,41,60,47,4,9,579,0,0,0,0,8,10,45,66,14,8,8,11,10,0,0,187,0,0,0,9,44,51,94,51,15,5,16,17,13,5,9,327,287,1104,2823,1539,1023,734,1999,805,116,94,122,150,70,39,273,11176,4,9,48,75,87,95,163,104,30,23,24,37,27,13,18,757,0,0,0,140,119,44,88,122,33,31,51,76,53,0,26,796,189,308,415,406,500,705,1058,877,421,357,380,525,223,37,131,6529,837,3059,4750,3322,3615,3319,9190,6142,1713,1854,2120,2687,1174,216,916,44913
CED404,0,0,0,33,130,101,254,343,63,79,76,96,34,8,34,1246,8,3,17,5,23,13,8,0,0,0,0,0,0,0,0,96,0,0,4,7,9,4,4,4,0,4,3,0,0,0,0,49,0,3,17,34,17,40,210,97,23,4,21,21,30,8,14,541,0,6,0,3,5,8,36,47,15,27,21,16,4,0,5,193,0,0,0,0,3,4,7,17,0,3,0,10,9,0,0,57,0,0,0,6,10,17,44,49,14,10,16,13,5,0,14,192,164,904,3747,1387,470,245,484,175,21,26,31,31,10,8,369,8072,0,4,29,29,37,24,41,21,0,3,12,8,3,7,6,223,0,0,0,8,24,11,31,58,9,5,5,14,4,0,9,189,48,174,313,254,173,134,259,180,48,51,83,105,103,41,98,2047,366,2010,4842,2305,1362,922,2236,1610,344,407,478,497,281,104,775,18527
CED405,0,3,0,37,225,198,443,451,117,77,92,131,46,13,41,1883,52,64,72,57,220,63,62,40,12,6,0,6,0,0,16,673,4,0,6,19,23,17,48,21,3,13,0,3,8,0,8,177,3,0,23,37,46,67,256,118,40,31,78,81,64,4,10,860,0,0,16,16,19,4,41,55,10,18,18,21,17,0,8,249,0,0,0,0,3,8,29,49,4,7,7,5,0,0,3,118,0,0,0,5,67,49,106,68,12,10,22,24,11,5,13,384,143,846,2497,1061,658,437,1388,722,94,82,84,85,62,32,207,8395,0,0,19,45,49,75,91,63,19,23,24,14,14,0,24,463,0,0,12,346,826,472,443,323,87,92,99,126,50,10,131,3018,219,392,581,555,688,1497,1499,942,338,309,295,290,145,24,148,7912,971,4143,5946,3243,3856,3965,8161,5632,1464,1574,1802,1998,896,179,1037,44877
CED406,0,0,0,43,206,222,378,223,49,48,50,44,24,4,23,1314,15,3,16,40,387,150,67,26,7,4,0,0,0,0,18,736,0,0,8,37,14,14,56,23,14,6,3,0,0,0,0,181,0,0,17,51,58,124,511,237,86,43,75,41,47,0,12,1303,0,0,6,17,26,15,57,41,9,15,9,15,0,0,8,226,0,0,0,4,0,7,14,14,0,7,0,0,0,0,0,56,0,0,0,3,20,31,80,43,11,7,5,19,10,0,7,237,196,1041,4856,2884,1748,1096,3877,1592,145,131,117,176,72,21,381,18343,0,10,24,44,55,66,100,85,22,6,14,17,11,4,8,472,0,0,0,42,40,11,36,40,10,9,4,10,5,0,9,218,78,208,454,377,427,461,787,435,105,93,76,99,32,22,86,3738,454,2354,6289,4377,4099,3123,8339,4084,682,582,548,663,319,76,779,36774
CED407,0,0,7,26,332,283,641,484,92,62,73,92,40,10,31,2159,10,33,40,57,341,138,64,4,0,7,0,3,0,0,11,712,0,3,11,22,18,23,63,18,9,0,7,3,0,3,0,188,0,0,17,52,56,95,264,89,11,12,24,35,20,0,7,687,0,9,10,26,28,38,186,181,38,43,70,66,40,3,13,740,0,0,0,0,7,22,35,43,6,15,9,13,3,0,0,150,0,0,0,5,117,46,94,57,18,11,11,12,8,4,13,393,213,1324,5237,2781,1105,573,1190,347,36,27,50,46,16,9,386,13341,0,0,25,66,50,37,88,61,7,7,9,11,9,4,5,388,0,0,9,312,934,430,337,225,62,56,57,61,36,0,86,2601,106,329,488,462,932,1045,1711,939,323,157,223,242,114,17,186,7282,594,3217,7240,4598,4809,3982,10984,7053,1566,1398,1850,2061,874,180,1165,51583
CED408,0,0,3,14,62,56,130,153,31,17,16,33,5,0,24,554,4,3,19,29,99,35,23,10,3,0,0,0,0,0,3,225,0,0,17,29,14,15,36,30,4,3,0,0,4,0,7,175,3,11,28,66,90,98,350,139,34,30,50,60,31,15,14,1011,0,9,0,21,14,3,31,36,6,3,0,3,0,0,12,142,0,0,0,0,3,7,11,14,10,0,7,6,5,5,5,65,0,0,0,10,8,30,62,26,7,8,21,21,9,0,10,214,270,1569,4808,2615,1516,1004,2659,910,110,76,72,90,59,20,528,16300,3,8,45,103,102,107,159,97,14,18,21,23,22,10,24,746,0,0,0,24,13,11,44,14,10,0,3,8,0,0,5,131,109,219,360,317,286,309,486,258,78,50,50,68,27,8,57,2679,628,3039,6077,4011,3140,2274,5154,2305,405,349,337,439,225,82,882,29347
CED409,0,0,0,39,242,248,687,473,80,67,73,135,34,5,55,2150,4,12,11,27,219,57,36,20,0,0,0,0,0,0,6,393,0,0,8,9,12,13,17,15,3,4,0,0,0,0,0,85,0,4,12,22,11,51,173,64,17,5,9,6,6,0,4,385,0,0,0,12,10,5,29,66,8,15,12,12,5,0,13,182,0,0,0,0,0,10,26,20,6,3,3,0,3,0,6,76,0,0,0,13,153,73,123,46,12,4,17,17,3,0,20,481,105,1444,6094,2638,871,463,817,233,3,47,14,18,8,10,463,13240,0,0,11,33,36,36,90,54,11,10,14,6,6,0,4,318,0,0,0,175,715,463,433,287,46,51,58,64,56,10,76,2430,49,198,352,381,1098,874,3635,2432,712,369,577,694,216,42,291,11931,322,2801,7610,3924,3986,2989,9100,6908,1515,1252,1390,1714,602,203,1300,45621
CED410,0,0,4,38,161,113,342,230,45,64,72,98,37,9,30,1240,42,30,50,42,264,99,67,12,10,5,10,10,0,0,14,659,0,5,29,60,98,83,157,110,23,33,31,31,14,7,10,692,3,6,35,61,92,123,341,90,24,22,52,81,22,0,7,957,0,11,14,45,84,115,457,481,79,136,188,198,100,12,15,1936,0,0,0,3,50,78,101,80,13,21,29,4,3,0,8,400,0,0,0,23,44,42,108,62,14,16,14,11,7,8,3,358,216,989,2419,1242,739,485,1203,515,79,46,86,82,43,28,203,8375,7,7,52,70,75,72,199,111,35,27,39,24,47,10,11,787,0,0,6,266,297,78,130,147,35,59,79,69,31,3,33,1246,287,404,492,463,614,882,1431,924,313,347,398,378,147,37,115,7232,1075,5335,6137,3658,4568,4263,13329,9334,2449,2740,3314,3759,1583,293,1155,62988
CED497,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,9,3,0,4,0,0,0,0,0,17
CED501,0,0,0,21,177,155,1266,1548,251,208,113,182,52,38,45,4053,3,0,5,10,63,18,37,26,0,11,0,7,0,0,7,187,0,3,15,51,50,61,157,63,9,6,10,4,5,0,4,444,0,3,24,91,192,299,1489,638,98,66,79,79,46,13,49,3173,0,5,8,0,8,12,71,54,5,6,3,5,6,0,10,204,0,0,0,0,0,3,25,31,5,7,4,8,0,0,4,84,0,0,0,12,43,51,187,168,35,12,26,36,18,9,27,628,189,655,4741,3291,2736,1719,5109,3213,202,165,173,152,70,15,429,22864,4,6,25,37,75,65,150,80,14,23,16,10,15,4,7,534,3,0,0,12,39,36,99,68,12,11,13,22,13,3,16,343,42,83,458,441,571,654,1991,984,159,136,117,108,57,33,177,6012,372,1283,6026,4881,5564,4716,15841,10976,1204,1024,979,1049,490,230,1223,55857
CED502,0,0,3,33,240,211,1799,2067,324,216,182,203,95,17,76,5467,9,7,8,20,86,35,37,19,0,8,7,0,0,0,0,228,6,10,25,138,251,209,634,258,43,52,44,33,18,0,26,1746,0,4,24,136,166,207,1054,523,30,35,29,67,4,15,22,2319,0,9,13,28,53,88,608,675,38,65,57,74,53,10,21,1780,0,0,0,0,10,27,74,119,10,15,26,23,6,0,5,317,0,0,0,18,93,87,506,233,58,58,40,32,10,5,24,1164,145,476,3491,2556,2159,967,1453,661,59,57,48,55,38,16,295,12483,0,7,32,56,54,58,106,77,15,9,12,10,10,0,6,448,0,0,0,28,123,71,139,121,19,18,14,32,10,3,20,609,35,83,516,536,871,1153,3976,1972,453,300,318,343,112,55,208,10941,364,1341,5036,4771,6628,5800,21799,15101,2233,1814,1956,2435,877,287,1331,71788
CED503,0,0,3,19,103,88,489,524,101,64,87,74,24,6,46,1627,8,0,5,6,48,10,19,14,0,5,0,0,0,0,9,138,5,3,26,37,43,30,88,44,0,6,4,5,3,0,9,309,3,8,33,88,145,251,1196,501,60,27,65,36,20,3,37,2489,10,7,8,8,12,8,35,55,3,0,7,0,0,0,0,159,0,0,0,0,0,8,9,21,0,0,0,3,0,0,0,51,0,0,0,6,36,44,130,103,31,19,34,26,12,3,22,474,271,805,4383,3085,2327,1355,3623,1758,124,105,95,93,53,27,520,18630,4,15,51,61,57,52,112,56,7,7,11,8,6,0,21,473,0,0,0,9,23,18,42,49,14,14,13,16,6,0,13,219,52,108,361,333,397,303,1208,601,65,68,76,82,39,9,92,3789,557,1688,5625,4686,4659,3329,9662,5839,630,491,580,651,295,140,1102,39931
CED504,0,0,7,66,282,250,720,685,160,89,88,109,44,5,42,2566,34,19,28,56,324,88,66,46,8,0,6,5,0,3,10,689,3,14,52,136,224,145,236,74,10,4,5,5,7,0,5,934,0,3,21,95,393,360,706,206,34,15,9,19,15,15,18,1923,6,14,41,80,119,54,150,93,15,15,19,63,16,0,9,683,0,0,0,3,27,21,72,125,14,19,23,35,8,0,10,358,3,0,4,27,108,127,390,257,77,37,50,37,13,4,28,1157,132,450,2338,1458,1351,765,1239,614,65,49,52,56,21,16,177,8785,0,0,26,53,26,75,101,68,14,10,12,19,15,8,12,443,0,0,9,554,2139,1327,1300,843,187,173,128,176,103,15,274,7231,100,129,853,945,1435,2555,4563,2530,714,591,610,723,205,45,328,16333,630,2340,5987,5656,9726,8980,16174,10822,2227,1836,1968,2467,966,210,1709,71686
CED505,5,0,9,21,87,58,144,139,40,35,36,39,13,5,17,651,26,7,12,35,204,38,49,68,10,6,18,4,4,0,13,501,18,26,61,179,226,243,383,148,46,60,46,59,82,15,29,1621,8,22,73,220,456,578,1234,453,63,64,83,100,62,28,38,3469,12,10,20,53,103,66,126,81,14,11,17,38,25,5,6,583,0,0,0,14,78,38,41,50,18,13,11,13,5,0,7,287,0,0,3,19,34,41,119,68,22,21,19,23,13,4,8,408,230,615,2043,1833,2025,1695,2987,1682,185,228,224,265,201,89,296,14595,4,3,68,138,168,159,336,260,51,71,64,91,108,36,41,1605,0,0,3,116,143,61,47,80,19,18,27,44,12,4,15,595,108,132,447,552,883,1067,2018,1675,473,562,705,1013,447,43,138,10260,769,1770,3791,4717,7104,6307,12102,8264,1577,1859,2066,2901,1697,428,1041,56396
CED506,0,0,4,38,157,139,748,1025,203,127,158,171,67,25,60,2915,13,6,0,15,83,12,21,17,9,0,7,4,3,0,3,193,0,3,27,56,69,44,83,19,3,3,9,12,3,0,15,362,0,3,34,92,182,287,1049,420,29,44,33,68,42,25,32,2332,5,0,10,0,20,14,83,56,11,11,16,31,7,5,20,299,0,0,0,0,0,8,36,89,3,6,38,55,14,0,0,247,0,0,0,16,40,70,210,181,44,42,44,60,29,9,32,781,182,701,3195,2175,1837,1149,2331,1061,101,86,104,175,65,17,503,13687,0,7,49,81,63,85,108,101,11,15,40,43,20,10,11,659,0,0,0,25,119,61,75,95,17,18,23,13,15,4,50,523,54,142,469,381,554,520,1435,846,156,168,238,514,225,184,267,6161,510,1594,4591,4295,5139,4114,9997,6690,967,924,1164,1857,790,406,1695,44749
CED507,0,0,0,16,72,81,484,547,124,86,97,114,40,6,41,1698,9,8,13,7,60,12,18,23,0,0,0,0,0,0,3,155,4,8,16,30,23,24,56,26,4,4,5,7,4,0,6,212,0,3,32,97,190,245,1001,456,52,69,43,70,35,10,34,2349,0,0,3,3,12,12,34,38,10,6,3,5,0,8,0,130,0,0,0,0,6,4,30,77,19,20,39,61,19,0,3,274,0,0,4,6,23,28,116,61,17,11,18,25,12,0,10,329,241,609,2892,1971,1536,897,1814,845,91,52,73,121,70,15,374,11600,3,5,45,102,62,42,113,64,19,15,5,21,10,6,8,523,0,0,0,12,19,30,60,50,14,12,6,14,6,0,13,240,47,73,290,279,351,288,867,499,83,105,105,149,85,29,170,3431,532,1378,3910,3390,3628,2632,6750,4385,632,619,660,895,401,139,1039,30989
CED508,0,0,4,35,135,123,836,1126,196,123,133,142,45,23,42,2963,10,0,5,24,222,54,42,47,4,5,10,3,3,0,10,435,3,10,31,58,135,183,397,144,32,45,25,26,11,4,13,1120,0,13,38,127,305,424,954,385,48,30,61,71,38,12,15,2518,5,3,7,16,49,39,106,80,24,5,5,6,5,0,7,374,0,0,0,0,11,24,47,88,7,7,12,13,4,0,4,209,0,0,0,12,48,36,149,111,22,28,17,19,22,5,19,493,190,454,2406,1885,2020,1334,3016,1739,167,148,147,176,97,30,280,14085,0,13,34,59,112,125,172,140,45,25,33,45,19,16,22,856,0,0,0,44,66,39,60,55,8,22,14,12,11,0,3,334,46,132,878,927,1215,1315,2057,1279,192,205,190,249,128,34,172,9026,509,1969,5126,4399,6462,5819,12981,8933,1226,1106,1153,1396,682,228,1073,53066
CED509,0,0,3,28,163,209,1189,1334,168,118,136,137,60,16,48,3616,10,7,22,18,130,42,33,29,4,3,0,0,0,0,9,319,8,5,24,65,80,78,192,71,7,8,13,10,0,0,12,565,0,7,30,97,201,313,1118,447,52,46,49,58,23,20,48,2500,3,0,3,16,43,39,141,107,20,9,9,19,16,0,14,444,0,0,0,0,4,5,11,37,3,4,8,10,0,0,13,95,0,5,5,8,44,58,214,143,17,20,19,28,11,0,23,589,188,532,3386,2487,2312,1408,2832,1171,98,54,70,79,49,18,406,15078,7,9,50,68,82,80,131,97,11,11,15,13,9,6,28,601,0,0,0,38,183,195,186,107,28,14,15,24,10,0,94,906,65,123,518,473,714,924,3092,1361,196,147,134,170,84,41,263,8315,559,1592,5161,4426,6006,5195,14929,8756,1107,842,877,1058,483,198,1508,52713
CED510,0,0,10,36,169,99,97,109,28,10,23,28,7,0,19,646,6,8,15,48,315,83,57,54,6,8,0,10,9,0,9,621,0,11,33,110,145,128,146,46,14,11,15,20,17,6,23,725,0,7,39,166,363,842,2524,1057,177,143,193,157,87,62,39,5852,0,5,14,23,26,32,25,9,0,5,6,45,14,0,5,213,0,0,0,0,12,18,27,32,6,0,6,10,0,0,0,114,0,0,0,16,33,54,93,87,18,16,11,21,13,4,12,376,155,566,2864,3033,4594,3211,7325,3692,370,282,260,251,147,34,359,27138,6,5,29,72,84,92,174,128,25,11,21,32,48,15,10,752,0,0,0,67,129,43,41,32,5,7,9,15,12,0,8,378,48,110,485,606,1014,1005,1949,936,143,126,140,141,91,19,101,6913,429,1447,4447,5547,9620,7481,15775,8678,1042,870,965,1099,613,190,858,59049
