CED_CODE_2021,F_Tot_LF_15_19_yr,F_Tot_LF_20_24_yr,F_Tot_LF_25_34_yr,F_Tot_LF_35_44_yr,F_Tot_LF_45_54_yr,F_Tot_LF_55_64_yr,F_Tot_LF_65_74_yr,F_Tot_LF_75_84_yr,F_Tot_LF_85_yr_over,F_Tot_LF_Tot,F_NILF_15_19_yr,F_NILF_20_24_yr,F_NILF_25_34_yr,F_NILF_35_44_yr,F_NILF_45_54_yr,F_NILF_55_64_yr,F_NILF_65_74_yr,F_NILF_75_84_yr,F_NILF_85_yr_over,F_NILF_Tot,F_LF_st_ns_15_19,F_LF_st_ns_20_24,F_LF_st_ns_25_34,F_LF_st_ns_35_44,F_LF_st_ns_45_54,F_LF_st_ns_55_64,F_LF_st_ns_65_74,F_LF_st_ns_75_84,F_LF_st_ns_85_yr_over,F_LF_st_ns_Total,F_Tot_15_19_yr,F_Tot_20_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Emp_wrk_Ft_15_19,P_Emp_wrk_Ft_20_24,P_Emp_wrk_Ft_25_34,P_Emp_wrk_Ft_35_44,P_Emp_wrk_Ft_45_54,P_Emp_wrk_Ft_55_64,P_Emp_wrk_Ft_65_74,P_Emp_wrk_Ft_75_84,P_Emp_wrk_Ft_85_yr_over,P_Emp_wrk_Ft_Tot,P_Emp_wrk_Pt_15_19,P_Emp_wrk_Pt_20_24,P_Emp_wrk_Pt_25_34,P_Emp_wrk_Pt_35_44,P_Emp_wrk_Pt_45_54,P_Emp_wrk_Pt_55_64,P_Emp_wrk_Pt_65_74,P_Emp_wrk_Pt_75_84,P_Emp_wrk_Pt_85_yr_over,P_Emp_wrk_Pt_Tot,P_Emp_a_f_wrk_15_19,P_Emp_a_f_wrk_20_24,P_Emp_a_f_wrk_25_34,P_Emp_a_f_wrk_35_44,P_Emp_a_f_wrk_45_54,P_Emp_a_f_wrk_55_64,P_Emp_a_f_wrk_65_74,P_Emp_a_f_wrk_75_84,P_Emp_a_f_wrk_85_yr_over,P_Emp_a_f_wrk_Tot,P_Hr_wrk_ns_15_19,P_Hr_wrk_ns_20_24,P_Hr_wrk_ns_25_34,P_Hr_wrk_ns_35_44,P_Hr_wrk_ns_45_54,P_Hr_wrk_ns_55_64,P_Hr_wrk_ns_65_74,P_Hr_wrk_ns_75_84,P_Hr_wrk_ns_85_yr_over,P_Hr_wrk_ns_Tot,P_Tot_emp_15_19,P_Tot_emp_20_24,P_Tot_emp_25_34,P_Tot_emp_35_44,P_Tot_emp_45_54,P_Tot_emp_55_64,P_Tot_emp_65_74,P_Tot_emp_75_84,P_Tot_emp_85_yr_over,P_Tot_emp_Tot,P_UE_lk_fr_Ft_wrk_15_19,P_UE_lk_fr_Ft_wrk_20_24,P_UE_lk_fr_Ft_wrk_25_34,P_UE_lk_fr_Ft_wrk_35_44,P_UE_lk_fr_Ft_wrk_45_54,P_UE_lk_fr_Ft_wrk_55_64,P_UE_lk_fr_Ft_wrk_65_74,P_UE_lk_fr_Ft_wrk_75_84,P_UE_lk_for_Ft_wrk_85_over,P_UE_looking_for_Ft_wk_Tot,P_UE_lk_for_Pt_wk_15_19,P_UE_lk_for_Pt_wk_20_24,P_UE_lk_for_Pt_wk_25_34,P_UE_lk_for_Pt_wk_35_44,P_UE_lk_for_Pt_wk_45_54,P_UE_lk_for_Pt_wk_55_64,P_UE_lk_for_Pt_wk_65_74,P_UE_lk_for_Pt_wk_75_84,P_UE_looking_for_Pt_wk_85ov,P_UE_lk_for_Pt_wrk_Tot,P_Tot_unemp_15_19,P_Tot_unemp_20_24,P_Tot_unemp_25_34,P_Tot_unemp_35_44,P_Tot_unemp_45_54,P_Tot_unemp_55_64,P_Tot_unemp_65_74,P_Tot_unemp_75_84,P_Tot_unemp_85_yr_over,P_Tot_unemp_Total,P_Tot_LF_15_19_yr,P_Tot_LF_20_24_yr,P_Tot_LF_25_34_yr,P_Tot_LF_35_44_yr,P_Tot_LF_45_54_yr,P_Tot_LF_55_64_yr,P_Tot_LF_65_74_yr,P_Tot_LF_75_84_yr,P_Tot_LF_85_yr_over,P_Tot_LF_Tot,P_NILF_15_19_yr,P_NILF_20_24_yr,P_NILF_25_34_yr,P_NILF_35_44_yr,P_NILF_45_54_yr,P_NILF_55_64_yr,P_NILF_65_74_yr,P_NILF_75_84_yr,P_NILF_85_yr_over,P_NILF_Tot,P_LF_st_ns_15_19,P_LF_st_ns_20_24,P_LF_st_ns_25_34,P_LF_st_ns_35_44,P_LF_st_ns_45_54,P_LF_st_ns_55_64,P_LF_st_ns_65_74,P_LF_st_ns_75_84,P_LF_st_ns_85_yr_over,P_LF_st_ns_Total,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
CED407,2795,4093,8720,9280,8606,6462,1278,84,7,41329,1932,949,2366,2301,2079,3776,7638,5302,2032,28386,130,115,326,329,224,203,237,336,230,2125,4860,5156,11414,11907,10914,10442,9155,5725,2270,71839,668,3692,11132,12063,11433,7827,1225,42,0,48084,3578,3817,5514,5869,4957,4340,1446,163,5,29692,220,279,873,621,479,584,143,20,3,3221,43,133,293,235,174,111,34,18,9,1052,4511,7927,17813,18786,17044,12859,2849,245,14,82052,180,495,658,463,432,314,41,4,0,2572,786,393,348,338,193,224,35,4,4,2328,965,887,1006,801,627,540,74,8,4,4907,5472,8812,18822,19590,17669,13399,2925,246,16,86959,4346,2012,3594,3487,3452,6214,13699,9632,3435,49866,292,280,687,652,509,407,418,542,355,4142,10106,11108,23106,23736,21626,20021,17042,10425,3809,140977
CED408,2914,3147,6448,8413,9780,8012,2195,265,18,41199,1804,530,1319,1552,1687,4082,9793,5973,2245,28981,177,126,339,344,407,417,451,353,228,2834,4898,3797,8107,10307,11876,12509,12436,6591,2499,73015,701,2763,7346,9587,11780,8323,1894,190,5,42596,3813,2959,4084,5534,6165,6321,2804,505,44,32240,268,250,830,637,572,821,274,51,6,3722,138,119,177,195,203,189,108,45,6,1180,4924,6093,12445,15953,18725,15651,5081,799,70,79738,133,265,321,239,320,326,45,5,6,1658,522,210,217,190,218,275,92,3,0,1726,649,477,538,427,539,602,132,11,6,3388,5574,6573,12987,16383,19263,16258,5220,810,66,83129,3953,1026,1968,2247,2767,6946,17768,11523,3833,52024,341,315,664,699,813,876,878,665,363,5608,9866,7906,15612,19328,22838,24080,23865,12995,4271,140757
CED409,2789,4511,9380,8299,7546,5770,1000,69,4,39365,2551,1426,4082,3293,3096,4801,6377,4207,1763,31588,277,321,765,575,506,416,397,407,322,3985,5615,6253,14224,12170,11144,10989,7768,4684,2084,74942,838,4217,11496,10609,9637,6891,984,33,3,44717,3145,3422,5908,5182,4312,4014,1074,121,11,27191,189,332,950,567,524,576,125,16,0,3289,112,232,450,313,231,170,52,17,7,1575,4293,8204,18801,16674,14711,11648,2241,192,20,76777,372,773,1066,778,673,434,48,0,0,4146,805,515,563,419,354,287,44,0,0,2990,1176,1287,1633,1196,1030,720,96,6,0,7135,5466,9493,20431,17866,15736,12370,2333,196,20,83913,5644,2553,5790,5091,5235,8303,11897,7526,2929,54967,565,624,1506,1274,1047,879,790,691,487,7861,11677,12669,27729,24236,22017,21557,15013,8412,3433,146739
CED410,2695,4632,10111,10589,10002,7366,1999,203,9,47622,2226,841,1743,1999,1929,3790,8111,6926,3725,31290,99,155,372,300,286,186,243,324,271,2244,5022,5636,12231,12886,12220,11348,10354,7450,4004,81155,367,3197,12298,13329,12800,8652,1729,159,4,52535,3835,5021,6140,6357,5817,5134,2491,451,38,35280,255,312,874,695,421,482,201,24,3,3271,44,129,281,218,136,95,44,17,8,966,4494,8655,19588,20601,19182,14365,4460,654,53,92054,82,306,616,492,433,333,37,9,0,2316,690,437,425,331,252,229,93,12,0,2463,770,744,1040,824,688,564,129,15,0,4781,5269,9400,20638,21425,19868,14929,4589,668,57,96836,5246,1887,2802,2901,3186,6164,13902,12055,5922,54065,221,292,769,656,588,425,434,511,431,4324,10736,11579,24204,24989,23642,21519,18927,13235,6404,155223
CED497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,0,0,0,0,22,0,0,0,4,0,0,0,0,0,6,0,0,0,4,7,0,0,0,0,8,0,0,0,16,10,0,0,0,0,34
CED501,3322,4052,9320,9770,8997,5767,1026,61,5,42325,1894,912,3039,2772,2226,3557,5612,3518,1193,24718,243,263,625,529,410,288,286,310,250,3197,5458,5225,12988,13068,11637,9610,6927,3887,1447,70240,1186,4144,11501,12415,11667,7367,1011,38,0,49324,3865,3017,5021,5368,4612,3579,1121,119,8,26703,143,284,1174,787,706,686,168,5,3,3962,106,175,435,320,235,141,31,9,8,1463,5302,7618,18131,18888,17221,11776,2334,172,14,81452,365,515,756,586,547,393,40,9,0,3205,968,303,451,386,294,241,79,8,0,2725,1331,819,1201,972,837,628,124,13,3,5927,6633,8439,19331,19856,18057,12408,2454,186,16,87380,4187,1688,4370,3957,3490,5628,10070,6627,2058,42083,496,621,1351,1149,854,630,536,522,394,6558,11317,10751,25058,24962,22397,18658,13062,7337,2466,136023
CED502,2759,4073,9530,10414,7763,5364,1172,85,10,41165,2224,1137,3599,3466,2337,3314,5684,3303,1171,26224,258,283,713,637,432,324,311,296,272,3514,5238,5493,13839,14509,10533,9005,7169,3678,1446,70910,898,3793,12073,14469,10628,6795,1231,45,3,49934,3210,3515,5430,6137,4265,3437,1309,156,3,27469,144,210,895,730,461,465,139,13,0,3060,84,217,495,361,255,171,35,12,0,1632,4337,7733,18899,21690,15604,10864,2717,230,18,82087,286,530,871,730,631,411,66,0,0,3536,815,387,496,456,299,237,68,0,0,2763,1104,914,1366,1187,933,652,135,9,0,6298,5436,8653,20262,22882,16534,11515,2849,233,18,88382,4665,1935,4737,4550,3591,5138,10190,6155,1962,42926,523,580,1405,1295,969,694,600,501,415,6976,10626,11166,26400,28730,21092,17341,13647,6890,2393,138283
CED503,2810,3012,6431,7181,7734,6043,1358,121,14,34697,1545,688,2278,2103,1939,3875,7772,5018,1732,26952,189,176,393,401,392,323,315,407,357,2953,4542,3873,9097,9688,10069,10234,9447,5539,2094,64600,1050,2951,7484,8514,9504,6995,1267,98,3,37865,3275,2290,3664,4231,4148,4072,1659,257,18,23610,169,236,820,664,661,741,201,21,5,3507,97,134,301,245,214,169,68,27,7,1273,4587,5609,12268,13651,14526,11972,3196,401,34,66257,250,362,503,427,434,353,59,4,0,2391,589,190,287,248,217,274,76,12,0,1886,840,552,784,676,652,623,135,14,0,4275,5425,6158,13053,14331,15181,12600,3328,417,35,70531,3300,1150,2987,2918,2992,6099,14250,9721,3046,46462,384,348,729,768,793,658,671,712,547,5614,9108,7651,16768,18020,18967,19354,18252,10854,3626,122603
CED504,2636,4363,9970,9363,8508,6578,1669,117,3,43216,2038,966,2638,2628,2268,3860,7003,4572,1684,27642,199,247,635,579,394,328,343,311,201,3238,4870,5576,13242,12566,11171,10765,9011,4994,1892,74093,673,3648,12876,12262,10747,7986,1633,96,4,49920,3263,4064,5857,5735,4939,4515,1871,239,13,30502,115,229,827,609,443,489,193,16,0,2912,88,251,505,319,274,176,54,13,5,1695,4135,8186,20063,18929,16405,13172,3745,362,27,85030,217,435,704,611,587,450,48,4,0,3059,778,366,435,392,302,310,84,9,0,2671,994,802,1144,1004,891,753,134,11,0,5733,5129,8993,21214,19932,17298,13922,3877,377,27,90763,4448,1882,3698,3696,3632,6170,12471,8421,2845,47251,379,577,1282,1173,858,683,610,548,307,6410,9958,11452,26188,24801,21788,20774,16962,9337,3172,144434
CED505,2952,4514,10050,9788,9628,6575,2087,322,24,45942,2415,763,1339,2023,1909,2981,6002,5106,2773,25303,163,194,514,460,303,262,352,366,418,3023,5527,5469,11898,12268,11843,9810,8441,5801,3210,74273,350,2811,12760,12529,12668,8011,1859,216,13,51227,4233,4846,4787,5712,5379,4616,2739,635,58,33006,231,281,885,737,373,487,170,49,3,3224,46,101,263,184,157,89,47,30,10,933,4860,8038,18701,19162,18581,13207,4829,931,84,88387,61,206,350,308,422,293,62,8,0,1706,781,335,262,241,194,198,79,10,0,2097,837,545,616,547,615,491,140,18,0,3807,5703,8586,19311,19707,19197,13695,4960,948,88,92189,5253,1666,2142,2606,2709,4603,10254,8965,4362,42558,295,351,1002,886,631,528,662,675,630,5651,11252,10595,22453,23199,22536,18820,15881,10587,5075,140397
CED506,2673,3830,11101,10910,10580,9006,2406,272,15,50799,1944,1203,3252,2589,2393,5301,9098,3872,1079,30728,614,995,2692,2148,2076,1965,1409,648,229,12780,5231,6031,17040,15646,15054,16276,12908,4788,1327,94300,1607,5197,17413,17521,17310,13205,2922,272,23,75460,2888,1754,4656,5393,4781,4849,2169,383,31,26907,210,481,1965,2016,2031,2622,876,92,4,10296,137,225,591,476,399,324,131,68,9,2369,4838,7663,24626,25405,24525,21002,6095,802,69,115034,281,398,582,508,526,433,74,4,0,2818,367,167,297,293,276,271,93,10,6,1781,653,570,877,800,805,702,170,13,6,4597,5490,8230,25500,26210,25329,21705,6268,821,76,119633,4141,2166,5054,4247,4177,9009,18292,8222,1943,57242,1407,2299,7652,7380,7022,5900,3266,1390,394,36692,11035,12693,38203,37832,36529,36616,27821,10430,2409,213572
CED507,2912,2498,6396,8406,8766,6579,1620,170,13,37359,1392,505,1914,1836,1599,3494,6873,4221,1754,23587,198,171,518,466,487,496,451,334,243,3365,4502,3173,8834,10705,10856,10571,8948,4723,2009,64313,1226,2970,7892,9383,10394,7359,1447,127,8,40815,3450,1676,3758,5530,5220,4752,2184,304,28,26903,251,226,768,748,739,829,210,30,0,3813,119,112,239,253,218,144,50,28,7,1165,5045,4988,12662,15915,16575,13081,3894,488,49,72696,186,225,356,286,296,261,35,0,0,1655,435,155,219,216,201,209,64,8,0,1495,626,378,574,506,492,474,93,8,0,3147,5669,5361,13232,16426,17074,13557,3988,490,49,75842,3149,895,2614,2674,2554,5557,12578,7891,2844,40761,422,360,1043,974,1047,1007,899,621,386,6771,9243,6621,16894,20070,20673,20119,17470,9005,3283,123376
CED508,2775,4247,10227,10183,9165,6597,1607,121,9,44923,1497,672,1771,2021,1741,2907,5656,3609,1662,21533,132,206,509,440,371,295,289,304,258,2802,4398,5121,12510,12636,11279,9805,7546,4032,1927,69255,783,3521,13009,12997,11976,7842,1465,88,3,51675,3458,3799,5090,6062,4902,4410,1873,234,9,29859,122,227,1071,849,541,552,170,14,0,3552,62,124,312,242,201,134,43,10,6,1132,4430,7670,19485,20153,17624,12942,3552,345,20,86216,136,302,467,400,428,334,49,0,0,2114,731,345,318,277,238,246,80,8,0,2248,870,646,789,675,667,576,134,11,0,4366,5296,8315,20279,20826,18294,13522,3680,354,20,90582,3287,1261,2500,2716,2736,4616,10093,6665,2707,36586,290,423,1050,955,807,624,568,553,410,5672,8866,9996,23820,24504,21836,18764,14346,7569,3141,132844
CED509,3120,3821,9115,9734,9216,6468,1510,156,12,43151,1839,724,2496,2363,1971,3012,5579,3711,1392,23074,189,188,479,464,372,282,275,265,247,2754,5145,4725,12088,12564,11560,9757,7370,4125,1647,68983,1051,3767,11363,12741,12279,8187,1515,101,8,51012,3961,3131,4751,5541,4696,3979,1784,312,19,28172,165,206,1052,761,605,673,175,22,0,3652,93,196,397,267,207,133,54,16,4,1365,5260,7300,17560,19313,17785,12975,3526,450,30,84202,209,394,495,390,408,328,58,0,0,2281,732,241,293,277,206,192,78,6,0,2028,940,634,793,665,617,518,139,10,0,4307,6200,7933,18346,19973,18402,13491,3668,460,32,88513,4195,1475,3852,3678,3175,4796,10038,6954,2331,40494,366,364,965,940,794,599,511,469,381,5391,10761,9775,23166,24586,22374,18892,14217,7882,2742,134391
CED510,3365,3720,6643,9275,10087,7938,1859,123,8,43020,1589,426,1121,1635,1486,3193,7112,3907,1719,22184,79,80,257,235,228,200,185,223,176,1660,5034,4229,8015,11146,11801,11333,9151,4247,1905,66868,839,3266,8379,11430,13307,9355,1626,78,4,48270,4512,3750,3551,5613,5637,5497,2458,266,12,31302,161,193,820,749,505,718,240,26,0,3417,47,97,191,212,163,110,44,16,3,880,5562,7301,12942,17999,19611,15681,4368,378,23,83876,126,232,351,297,330,320,55,0,0,1715,943,265,197,217,195,190,85,4,5,2099,1067,496,543,514,520,510,139,7,7,3808,6629,7802,13489,18514,20139,16187,4512,390,26,87684,3684,990,1651,2130,2053,4823,12898,7279,2754,38253,181,194,497,508,469,387,361,369,273,3252,10495,8983,15634,21159,22659,21394,17775,8035,3054,129196
CED511,2391,2829,7098,7840,8712,7741,2235,336,13,39190,1735,737,2202,1839,1852,3672,6531,4278,1721,24562,423,480,1197,1165,1114,1076,844,561,317,7175,4550,4050,10499,10844,11677,12485,9607,5179,2049,70933,1645,4312,10853,11142,12768,10548,2730,393,31,54427,2602,1470,3804,4772,4634,5197,2451,509,37,25479,162,277,960,662,790,1020,325,55,8,4261,140,192,363,288,301,255,124,67,24,1755,4549,6249,15986,16867,18492,17022,5635,1025,106,85925,201,261,413,348,367,367,63,0,0,2022,311,115,198,189,171,235,85,7,0,1305,509,380,608,537,539,599,144,5,5,3329,5063,6631,16592,17400,19030,17623,5780,1029,105,89257,3649,1268,3242,2901,3177,6227,12656,8153,2910,44188,884,1306,3587,3424,3485,3016,1935,1101,521,19264,9599,9206,23419,23724,25691,26869,20359,10280,3540,152703
CED512,3582,4485,9845,10836,10122,5934,1099,60,6,45968,1994,726,2583,2453,1904,2735,4771,3101,1113,21379,179,177,439,418,337,210,193,209,139,2306,5752,5390,12866,13716,12359,8878,6066,3369,1260,69655,1071,4142,11842,13551,13160,7389,1071,38,3,52266,4366,3708,5247,6353,5317,3771,1304,159,7,30235,150,252,1214,795,662,527,126,10,0,3733,101,185,435,347,258,173,30,13,0,1541,5681,8285,18736,21048,19397,11863,2532,219,13,87779,274,466,575,431,422,322,37,0,0,2536,1015,320,361,332,238,225,63,5,0,2568,1292,791,942,761,664,550,100,8,0,5103,6977,9076,19680,21808,20056,12415,2631,231,14,92882,4467,1409,3347,3107,2731,4135,8442,5569,1852,35056,388,376,810,817,676,449,339,330,209,4400,11831,10861,23831,25736,23468,16997,11416,6129,2076,132345
CED513,2074,5156,15441,11664,9040,6411,1721,158,8,51675,1378,862,2095,2091,1661,2880,5554,4059,2490,23063,159,380,1059,707,514,416,388,344,228,4185,3612,6395,18595,14459,11214,9709,7660,4557,2725,78927,453,3794,20387,16380,12570,8281,1641,101,0,63616,2705,4772,7773,6367,4611,4091,1985,308,26,32635,139,284,1120,938,520,497,165,25,3,3689,42,191,479,303,156,99,32,16,0,1317,3337,9046,29763,23987,17857,12971,3819,454,31,101262,95,287,735,586,530,480,68,8,0,2784,526,361,447,324,258,254,89,15,0,2261,616,649,1180,910,792,729,154,15,0,5040,3958,9692,30943,24891,18642,13698,3970,465,31,106303,2930,1758,3278,3038,2764,4859,9895,7181,3833,39546,323,815,2368,1748,1333,1059,810,632,402,9485,7204,12265,36581,29682,22747,19615,14672,8289,4266,155328
CED514,2605,5759,13560,10647,8404,6275,1736,145,14,49134,1727,1193,2745,2532,1952,3224,5934,4033,2026,25374,199,400,945,721,515,432,390,464,521,4576,4524,7356,17255,13893,10866,9933,8057,4637,2562,79089,701,4638,17889,14833,11718,8090,1662,102,12,59647,3363,5719,7899,6167,4311,3914,1972,283,19,33646,177,309,1086,843,501,512,171,19,6,3613,60,298,600,303,230,139,43,13,7,1703,4302,10974,27469,22148,16757,12651,3854,417,41,98609,166,369,799,595,529,429,69,0,0,2939,628,502,515,338,252,241,92,6,0,2580,792,871,1318,930,778,669,157,10,0,5530,5100,11845,28782,23079,17539,13319,4010,427,41,104141,3921,2361,4078,3501,3103,5210,10569,7129,3212,43089,406,906,2034,1532,1139,930,745,775,775,9247,9435,15111,34899,28105,21777,19459,15330,8333,4030,156473
CED515,3441,4477,7747,10436,10215,7400,1984,171,13,45872,2550,876,1545,2523,2193,3786,7537,5028,2620,28652,150,125,326,325,292,266,247,348,332,2400,6136,5477,9617,13276,12700,11449,9766,5548,2959,76925,665,3333,9855,13208,13566,9070,1829,108,7,51634,4693,4845,4346,6089,5670,4940,2558,396,24,33568,164,209,642,610,452,581,214,21,6,2895,65,153,278,212,207,120,50,16,8,1104,5580,8542,15117,20122,19898,14709,4650,543,38,89199,128,244,454,421,444,343,64,3,0,2106,942,437,316,330,283,250,96,0,0,2656,1065,683,774,749,730,594,157,6,0,4766,6648,9221,15889,20873,20620,15306,4813,552,38,93965,5420,1903,2643,3446,3075,5749,13293,9180,4235,48937,333,258,617,654,555,503,485,593,534,4538,12402,11387,19144,24971,24249,21557,18592,10327,4811,147445
CED597,7,21,54,28,32,29,5,5,0,190,0,0,0,0,6,24,36,11,0,81,3,15,28,20,23,24,12,5,0,123,8,36,89,49,60,77,61,17,0,392,12,74,263,456,430,220,25,6,0,1478,0,0,15,24,15,15,7,0,0,77,0,0,18,29,37,30,9,5,0,120,0,3,5,6,3,4,0,0,0,20,10,71,297,516,486,267,40,8,0,1697,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,6,0,0,0,0,5,5,0,0,0,7,8,76,301,517,488,269,40,8,0,1711,0,0,4,7,10,45,86,21,0,165,6,43,219,425,390,221,49,6,0,1367,20,116,518,957,896,533,176,32,0,3249
CED601,1801,2366,5517,5017,5478,4544,1057,88,8,25882,1185,631,1512,1313,1394,2571,5076,3484,1466,18632,126,193,355,275,256,301,318,304,226,2359,3110,3192,7381,6606,7134,7411,6458,3882,1701,46876,576,2267,6626,5786,6400,4788,900,85,6,27432,2000,1865,3779,3406,3342,3375,1350,188,17,19322,167,165,523,330,354,433,127,10,3,2115,62,115,237,126,134,94,37,14,6,820,2804,4409,11165,9639,10233,8692,2414,294,36,49690,144,358,515,297,303,225,36,5,0,1872,386,253,286,164,164,179,40,5,0,1471,526,611,798,457,460,400,78,12,0,3339,3333,5023,11967,10100,10693,9091,2490,302,36,53029,2677,1165,2309,2004,2365,4552,9342,6406,2361,33175,295,422,806,566,576,612,632,527,350,4798,6307,6604,15091,12667,13633,14255,12460,7236,2743,91002
CED602,1677,2135,4759,4583,5358,4592,1024,109,10,24244,1120,488,1374,1225,1499,3120,5715,3703,1514,19762,136,149,341,308,311,339,383,363,160,2480,2928,2767,6476,6113,7159,8053,7122,4177,1683,46483,708,2360,5679,5260,6228,4990,977,73,4,26287,2002,1402,3010,2983,3219,3435,1282,213,16,17545,101,162,577,374,461,564,133,29,3,2400,66,99,176,138,158,132,59,34,8,873,2884,4025,9442,8752,10057,9113,2451,342,32,47108,161,260,377,267,298,235,31,0,0,1637,239,132,183,157,173,190,36,6,0,1113,395,396,562,427,472,424,67,6,0,2754,3286,4418,10004,9180,10533,9543,2519,351,32,49866,2390,865,2001,1876,2623,5264,10564,6960,2431,34976,295,296,710,663,691,719,751,647,301,5068,5966,5582,12719,11719,13845,15518,13840,7959,2759,89911
CED603,1578,2897,8333,5879,5510,4251,1114,103,5,29668,1259,762,1584,1144,1131,2286,4445,3198,1543,17336,110,168,469,311,264,255,271,241,167,2260,2945,3823,10381,7327,6911,6789,5824,3540,1713,49260,287,1952,8901,6764,6727,4581,823,59,0,30090,1869,2738,6224,4047,3221,3078,1413,215,10,22821,120,202,614,453,376,385,128,17,0,2304,39,99,331,124,94,69,31,6,4,802,2309,4988,16075,11399,10421,8115,2390,304,13,56014,114,361,852,337,216,199,24,0,0,2104,513,421,597,217,159,138,51,0,0,2104,628,781,1452,556,375,336,72,3,0,4207,2934,5772,17524,11951,10796,8453,2462,305,13,60214,2814,1540,2680,1842,1998,4062,8022,5587,2451,30989,216,320,991,647,555,525,519,426,244,4440,5967,7626,21197,14436,13346,13035,11000,6326,2709,95653
CED604,1543,2075,5989,6031,5769,4640,1030,95,11,27171,1165,471,1120,1112,1116,2637,5424,3481,1439,17963,77,110,259,238,205,198,232,245,154,1716,2787,2651,7366,7378,7087,7481,6683,3816,1603,46846,505,1962,6675,6847,6992,4748,742,67,3,28531,1798,1759,3982,4057,3469,3539,1433,160,14,20214,118,130,618,468,397,463,148,15,0,2357,46,85,210,131,115,82,38,15,5,736,2466,3936,11483,11509,10968,8837,2361,256,22,51833,145,265,459,244,197,162,14,0,0,1481,464,195,266,168,133,146,36,0,7,1417,613,464,723,407,328,303,50,5,4,2897,3077,4398,12204,11913,11298,9138,2412,256,26,54730,2633,931,1875,1848,1918,4637,9889,6430,2308,32471,188,218,513,451,423,448,476,418,259,3389,5898,5545,14592,14215,13638,14222,12774,7110,2594,90586
CED605,1434,2114,5000,4990,5567,4885,1137,138,16,25275,1119,518,1361,1249,1530,3308,5685,3209,1053,19032,173,157,394,365,362,416,395,298,111,2672,2725,2794,6752,6603,7457,8614,7211,3652,1176,46985,656,2301,5941,5769,6382,5296,1094,117,8,27555,1671,1383,3073,3262,3485,3837,1435,243,16,18412,113,156,603,442,456,579,178,30,5,2560,75,120,204,181,195,155,69,26,5,1028,2503,3957,9814,9660,10523,9867,2769,415,43,49555,175,288,351,262,284,237,35,0,0,1628,269,150,204,166,152,214,47,5,0,1208,448,440,555,422,435,451,85,7,3,2836,2948,4399,10374,10082,10959,10323,2851,416,41,52395,2499,902,1943,1926,2686,5883,11062,6254,1831,34991,378,318,775,734,740,874,859,561,196,5436,5830,5616,13090,12739,14385,17083,14770,7234,2069,92819
CED697,0,6,12,12,16,12,0,0,0,50,4,0,0,0,4,4,8,0,0,24,0,0,0,0,0,0,0,0,0,0,4,6,13,12,18,11,9,0,0,73,0,9,48,67,64,40,7,0,0,237,0,0,4,0,3,5,0,0,0,19,0,0,4,3,4,5,0,0,0,21,0,0,0,0,0,0,0,0,0,4,0,9,58,76,70,53,12,0,0,277,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,58,76,69,53,12,0,0,282,4,6,0,0,6,15,19,5,0,58,0,0,4,4,15,11,0,0,0,31,5,15,62,80,90,75,33,3,0,362
CED701,1488,2364,7170,6200,5658,4528,1149,87,7,28647,2220,1684,3565,2716,2238,3272,3953,1142,279,21071,368,523,1482,1158,1155,1255,834,189,25,6987,4074,4572,12215,10081,9048,9054,5934,1423,305,56705,955,3102,9512,8312,7783,5763,1392,111,3,36922,1317,986,2555,2574,1909,1837,811,105,4,12093,90,246,1061,972,1085,1430,438,24,0,5344,91,160,359,262,216,170,70,18,0,1357,2447,4499,13478,12120,10992,9197,2720,256,12,55722,287,418,774,522,381,250,40,3,4,2681,228,166,300,222,159,125,44,8,0,1262,516,586,1072,751,541,377,85,13,3,3942,2963,5079,14553,12865,11531,9578,2803,271,17,59665,4759,3414,6785,5234,4326,5831,8178,2556,474,41554,779,1157,3267,2665,2673,2691,1910,464,47,15648,8498,9652,24600,20765,18527,18098,12896,3287,534,116860
