CED_CODE_2021,F_Tot_LF_15_19_yr,F_Tot_LF_20_24_yr,F_Tot_LF_25_34_yr,F_Tot_LF_35_44_yr,F_Tot_LF_45_54_yr,F_Tot_LF_55_64_yr,F_Tot_LF_65_74_yr,F_Tot_LF_75_84_yr,F_Tot_LF_85_yr_over,F_Tot_LF_Tot,F_NILF_15_19_yr,F_NILF_20_24_yr,F_NILF_25_34_yr,F_NILF_35_44_yr,F_NILF_45_54_yr,F_NILF_55_64_yr,F_NILF_65_74_yr,F_NILF_75_84_yr,F_NILF_85_yr_over,F_NILF_Tot,F_LF_st_ns_15_19,F_LF_st_ns_20_24,F_LF_st_ns_25_34,F_LF_st_ns_35_44,F_LF_st_ns_45_54,F_LF_st_ns_55_64,F_LF_st_ns_65_74,F_LF_st_ns_75_84,F_LF_st_ns_85_yr_over,F_LF_st_ns_Total,F_Tot_15_19_yr,F_Tot_20_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Emp_wrk_Ft_15_19,P_Emp_wrk_Ft_20_24,P_Emp_wrk_Ft_25_34,P_Emp_wrk_Ft_35_44,P_Emp_wrk_Ft_45_54,P_Emp_wrk_Ft_55_64,P_Emp_wrk_Ft_65_74,P_Emp_wrk_Ft_75_84,P_Emp_wrk_Ft_85_yr_over,P_Emp_wrk_Ft_Tot,P_Emp_wrk_Pt_15_19,P_Emp_wrk_Pt_20_24,P_Emp_wrk_Pt_25_34,P_Emp_wrk_Pt_35_44,P_Emp_wrk_Pt_45_54,P_Emp_wrk_Pt_55_64,P_Emp_wrk_Pt_65_74,P_Emp_wrk_Pt_75_84,P_Emp_wrk_Pt_85_yr_over,P_Emp_wrk_Pt_Tot,P_Emp_a_f_wrk_15_19,P_Emp_a_f_wrk_20_24,P_Emp_a_f_wrk_25_34,P_Emp_a_f_wrk_35_44,P_Emp_a_f_wrk_45_54,P_Emp_a_f_wrk_55_64,P_Emp_a_f_wrk_65_74,P_Emp_a_f_wrk_75_84,P_Emp_a_f_wrk_85_yr_over,P_Emp_a_f_wrk_Tot,P_Hr_wrk_ns_15_19,P_Hr_wrk_ns_20_24,P_Hr_wrk_ns_25_34,P_Hr_wrk_ns_35_44,P_Hr_wrk_ns_45_54,P_Hr_wrk_ns_55_64,P_Hr_wrk_ns_65_74,P_Hr_wrk_ns_75_84,P_Hr_wrk_ns_85_yr_over,P_Hr_wrk_ns_Tot,P_Tot_emp_15_19,P_Tot_emp_20_24,P_Tot_emp_25_34,P_Tot_emp_35_44,P_Tot_emp_45_54,P_Tot_emp_55_64,P_Tot_emp_65_74,P_Tot_emp_75_84,P_Tot_emp_85_yr_over,P_Tot_emp_Tot,P_UE_lk_fr_Ft_wrk_15_19,P_UE_lk_fr_Ft_wrk_20_24,P_UE_lk_fr_Ft_wrk_25_34,P_UE_lk_fr_Ft_wrk_35_44,P_UE_lk_fr_Ft_wrk_45_54,P_UE_lk_fr_Ft_wrk_55_64,P_UE_lk_fr_Ft_wrk_65_74,P_UE_lk_fr_Ft_wrk_75_84,P_UE_lk_for_Ft_wrk_85_over,P_UE_looking_for_Ft_wk_Tot,P_UE_lk_for_Pt_wk_15_19,P_UE_lk_for_Pt_wk_20_24,P_UE_lk_for_Pt_wk_25_34,P_UE_lk_for_Pt_wk_35_44,P_UE_lk_for_Pt_wk_45_54,P_UE_lk_for_Pt_wk_55_64,P_UE_lk_for_Pt_wk_65_74,P_UE_lk_for_Pt_wk_75_84,P_UE_looking_for_Pt_wk_85ov,P_UE_lk_for_Pt_wrk_Tot,P_Tot_unemp_15_19,P_Tot_unemp_20_24,P_Tot_unemp_25_34,P_Tot_unemp_35_44,P_Tot_unemp_45_54,P_Tot_unemp_55_64,P_Tot_unemp_65_74,P_Tot_unemp_75_84,P_Tot_unemp_85_yr_over,P_Tot_unemp_Total,P_Tot_LF_15_19_yr,P_Tot_LF_20_24_yr,P_Tot_LF_25_34_yr,P_Tot_LF_35_44_yr,P_Tot_LF_45_54_yr,P_Tot_LF_55_64_yr,P_Tot_LF_65_74_yr,P_Tot_LF_75_84_yr,P_Tot_LF_85_yr_over,P_Tot_LF_Tot,P_NILF_15_19_yr,P_NILF_20_24_yr,P_NILF_25_34_yr,P_NILF_35_44_yr,P_NILF_45_54_yr,P_NILF_55_64_yr,P_NILF_65_74_yr,P_NILF_75_84_yr,P_NILF_85_yr_over,P_NILF_Tot,P_LF_st_ns_15_19,P_LF_st_ns_20_24,P_LF_st_ns_25_34,P_LF_st_ns_35_44,P_LF_st_ns_45_54,P_LF_st_ns_55_64,P_LF_st_ns_65_74,P_LF_st_ns_75_84,P_LF_st_ns_85_yr_over,P_LF_st_ns_Total,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
CED128,1798,3422,6992,6737,6054,4610,864,47,7,30526,3376,1796,4295,4440,4313,5443,6357,3741,1535,35295,294,314,891,791,621,545,441,331,273,4506,5467,5533,12180,11967,10991,10590,7663,4116,1812,70333,422,2584,8116,8071,7342,5498,1015,36,0,33088,1692,2277,3506,3471,3083,2628,812,66,3,17541,742,1167,2042,1721,1508,1318,343,38,4,8878,71,221,489,346,236,177,44,10,4,1604,2930,6251,14155,13609,12175,9630,2218,151,16,61120,176,441,780,566,435,338,45,0,0,2773,442,339,326,232,244,253,51,3,0,1884,614,778,1107,802,676,582,95,4,0,4658,3538,7032,15262,14409,12846,10215,2310,154,16,65780,7259,3774,7585,7628,7504,9339,11741,7093,2507,64422,641,725,1841,1693,1265,1062,868,604,421,9118,11436,11519,24687,23728,21611,20617,14920,7852,2945,139314
CED129,2736,4156,8395,13263,10841,6250,1705,154,7,47498,3204,943,1623,2792,2331,3573,6407,4196,1499,26565,102,119,328,381,269,219,187,214,213,2040,6035,5214,10345,16443,13443,10041,8301,4559,1716,76106,568,3364,10628,18175,15188,8188,1635,109,3,57855,2780,3147,3460,5898,4860,3638,1730,257,16,25787,1224,1297,1553,1767,1398,1074,456,52,4,8819,44,109,287,362,197,140,52,15,4,1207,4613,7913,15921,26200,21642,13036,3874,438,31,93666,76,274,470,562,472,334,69,3,0,2267,624,322,191,266,186,168,88,12,0,1858,705,600,664,828,660,505,158,15,0,4130,5320,8508,16579,27027,22305,13538,4035,448,31,97794,6866,1974,2500,3796,3470,5500,11121,7824,2509,45562,224,244,634,736,533,413,380,386,388,3943,12410,10727,19721,31566,26305,19453,15538,8664,2920,147293
CED130,2646,2948,6918,6807,7354,6501,2068,347,29,35616,1937,959,1836,1463,1687,3550,6663,5072,2157,25315,551,469,797,726,744,718,682,675,416,5772,5135,4373,9544,8996,9779,10769,9405,6095,2598,66708,1319,3272,8810,8792,9706,7711,2227,352,40,42218,2978,1918,3651,3655,3562,4151,2191,512,48,22662,232,258,661,437,437,607,247,52,11,2954,140,147,279,211,201,216,101,77,28,1402,4671,5595,13397,13095,13910,12679,4773,992,125,69235,196,315,480,318,386,329,37,0,0,2060,380,220,254,196,187,215,62,6,3,1525,571,532,731,510,576,546,102,11,3,3584,5246,6126,14126,13610,14481,13229,4874,1003,124,72821,3994,1644,2801,2423,3013,6258,12574,9253,3386,45345,1033,960,1623,1446,1558,1535,1369,1212,664,11401,10280,8730,18549,17476,19049,21015,18816,11468,4182,129560
CED131,3017,5702,10759,8975,8462,5797,1250,115,12,44086,1435,936,1672,1489,1611,3445,5991,4082,2199,22862,273,382,592,449,398,367,375,461,574,3881,4722,7019,13023,10912,10483,9612,7620,4657,2779,70829,707,3943,13459,11225,10648,6469,1009,63,7,47533,3606,5412,6095,5424,4596,4188,1479,230,7,31041,579,754,1283,831,549,646,175,18,3,4834,66,175,316,153,150,91,24,13,9,999,4965,10284,21158,17625,15946,11388,2696,325,27,84404,167,329,534,362,403,281,44,0,0,2117,611,462,336,217,221,208,61,4,0,2121,780,790,870,580,623,487,103,6,0,4238,5743,11078,22025,18203,16570,11879,2798,326,28,88646,3245,1983,2857,2463,2968,6118,11126,7382,3433,41560,531,820,1276,958,861,814,787,805,799,7655,9514,13880,26159,21614,20401,18809,14710,8520,4259,137858
CED132,1381,3307,11943,11980,9329,6005,2003,269,24,46247,2289,665,1348,2198,2041,2991,5499,4026,2081,23147,114,133,623,596,376,333,337,370,500,3381,3780,4107,13912,14771,11743,9332,7846,4668,2608,72773,145,2673,16836,17230,13326,7359,1857,226,17,59664,1499,2480,3841,4610,3936,3694,2249,527,29,22865,665,922,1443,1364,710,660,337,62,5,6177,27,79,250,247,109,86,27,19,6,846,2337,6148,22371,23453,18090,11797,4471,830,58,89557,25,173,424,529,504,365,54,8,0,2068,267,203,218,218,181,210,95,21,0,1417,293,377,639,743,686,570,147,27,0,3491,2625,6530,23007,24194,18776,12370,4617,853,61,93047,4981,1481,2198,2953,2972,4784,9240,7100,3243,38959,203,276,1186,1159,760,660,645,617,712,6213,7817,8292,26389,28311,22511,17817,14510,8565,4012,138216
CED133,2583,2745,6223,7010,8215,7559,1984,227,21,36573,1552,755,1838,1770,2164,4726,9451,5777,2481,30511,327,290,706,717,671,723,736,579,442,5199,4462,3794,8766,9502,11051,13008,12170,6584,2944,72283,1069,2730,6742,7793,9342,7600,1726,212,21,37237,3181,2085,4180,4576,5063,5770,2368,352,44,27620,247,226,721,543,597,775,276,35,9,3432,123,143,269,265,252,200,97,62,12,1423,4618,5196,11913,13175,15252,14347,4460,670,90,69710,210,319,430,334,372,403,46,5,0,2115,412,194,263,221,252,365,75,10,0,1782,620,517,692,550,624,758,116,10,0,3902,5236,5715,12604,13723,15873,15108,4575,680,92,73612,3443,1494,3167,3145,4069,8944,18392,10969,4043,57665,668,631,1350,1417,1410,1577,1473,1050,701,10272,9344,7839,17121,18290,21358,25624,24443,12696,4826,141554
CED134,2128,2809,7630,6607,6724,6306,1925,313,27,34470,1599,835,1851,1338,1567,3152,5589,4267,1881,22081,505,526,1221,1127,1109,1110,908,734,406,7635,4237,4160,10705,9069,9395,10569,8419,5315,2310,64190,1266,3695,10240,8834,9472,8476,2494,417,48,44942,2312,1420,3559,3320,2995,3550,1790,393,59,19390,172,212,865,471,417,574,275,46,6,3037,132,152,399,253,223,262,105,62,14,1594,3879,5478,15061,12878,13112,12867,4659,914,117,68969,203,279,392,300,368,283,40,0,0,1865,251,156,214,141,142,188,52,7,0,1156,455,437,602,446,503,476,94,7,0,3017,4335,5917,15666,13314,13616,13340,4755,916,120,71986,3298,1424,2689,2156,2845,5600,10669,7851,3012,39537,1083,1118,2497,2249,2253,2377,1921,1346,643,15495,8719,8463,20851,17721,18708,21313,17348,10115,3774,127011
CED135,1344,4579,13869,11264,7076,4666,998,89,8,43887,2714,1723,4752,4333,3241,4373,5419,3388,1388,31333,300,487,1487,1163,641,547,439,349,252,5664,4353,6787,20114,16761,10956,9584,6860,3824,1642,80884,243,2997,17170,17162,8913,5570,1080,63,0,53195,1407,4186,7220,5274,3520,2579,889,126,10,25206,526,1284,2597,1974,1386,1300,375,46,4,9486,38,280,802,522,228,163,37,11,5,2085,2210,8744,27785,24931,14048,9608,2377,248,22,89968,99,451,1390,1052,541,404,51,0,0,3995,345,607,708,423,244,230,58,8,3,2627,440,1058,2106,1473,788,634,113,7,3,6621,2652,9806,29890,26405,14836,10249,2485,252,25,96588,5878,3798,8127,6980,5569,7503,9879,6205,2380,56316,588,1157,3241,2505,1413,1232,897,673,488,12190,9121,14761,41261,35884,21810,18972,13270,7132,2891,165100
CED136,3028,3858,8912,8439,8272,6062,1141,108,15,39834,1707,808,2222,1909,2167,4640,8635,5405,1878,29375,180,207,485,426,365,354,418,424,336,3188,4906,4867,11617,10773,10804,11057,10192,5942,2224,72392,1181,3899,10808,10434,10314,6820,1010,62,5,44534,3358,2779,5061,4921,4692,4324,1430,202,12,26774,580,489,1270,807,714,811,237,34,3,4942,103,153,328,236,168,152,41,22,4,1204,5221,7313,17463,16406,15886,12105,2708,322,32,77461,294,406,547,381,408,324,45,0,0,2409,523,256,281,250,208,218,52,3,0,1803,816,663,827,630,619,540,94,6,0,4209,6036,7975,18293,17038,16513,12649,2799,321,31,81665,3788,1473,3208,2956,3637,7735,15949,10145,3037,51926,401,418,1003,861,777,745,800,800,496,6297,10222,9869,22501,20848,20926,21135,19547,11275,3568,139887
CED137,1393,5685,16808,11320,8877,6245,1635,156,17,52141,2656,1867,4012,3255,2714,4172,5901,4062,1995,30633,150,416,1197,711,433,376,348,350,448,4424,4199,7965,22008,15290,12027,10791,7887,4571,2457,87196,230,3719,20689,15672,11135,7173,1564,130,7,60321,1468,5059,8166,5436,4258,3828,1694,276,30,30217,616,1429,2968,1987,1263,1104,430,62,8,9871,29,295,791,448,223,143,54,12,6,2013,2347,10503,32619,23542,16883,12248,3737,490,49,102421,50,439,1185,646,537,410,72,0,0,3333,284,745,732,327,232,222,91,9,0,2638,337,1182,1922,973,767,626,154,6,0,5969,2681,11689,34536,24512,17648,12876,3896,499,49,108393,5324,4220,7749,5385,4475,6823,10340,7322,3352,54974,292,949,2572,1484,853,759,721,643,683,8962,8299,16857,44854,31374,22976,20457,14958,8466,4089,172328
CED138,2674,2714,6855,8119,8739,7538,2078,182,24,38922,1253,535,1521,1814,1923,4506,9270,6233,2920,29978,255,296,762,780,780,732,666,583,567,5417,4186,3540,9133,10714,11439,12782,12013,6992,3516,74321,708,2122,6456,8309,9148,6744,1379,124,9,34999,3338,2486,4991,5953,5990,6250,2724,330,42,32103,400,312,900,790,730,818,308,35,9,4301,120,128,345,301,250,213,77,33,14,1479,4567,5047,12692,15354,16120,14022,4489,519,64,72886,155,234,366,311,354,348,39,0,0,1801,414,179,270,258,297,319,103,10,0,1851,571,416,641,569,645,661,144,13,0,3656,5139,5464,13333,15922,16764,14688,4631,531,67,76539,2829,978,2370,2807,3345,7902,17349,11640,4810,54025,552,586,1498,1613,1542,1489,1374,1070,864,10592,8514,7021,17204,20349,21654,24076,23354,13244,5743,141150
CED139,2878,3698,7367,7094,7378,6378,1895,282,44,37017,1840,1049,1847,1507,1645,3394,6653,4914,2410,25260,321,314,593,566,540,617,571,485,291,4302,5041,5062,9804,9170,9563,10389,9120,5680,2746,66575,1949,4318,9861,9425,9988,7996,2140,345,33,46053,3100,2357,3917,3813,3581,4136,2064,437,62,23458,215,309,778,451,415,536,207,53,9,2969,168,207,302,237,207,212,122,66,21,1551,5436,7191,14855,13928,14194,12879,4523,896,129,74032,150,275,435,343,294,261,39,0,0,1799,380,226,234,156,155,186,66,7,4,1409,524,504,668,502,447,447,109,7,8,3202,5964,7690,15519,14432,14642,13329,4632,900,129,77235,3821,1751,2880,2523,3015,5972,12340,9029,3817,45140,706,721,1265,1202,1216,1301,1169,884,472,8938,10493,10165,19663,18154,18869,20593,18144,10811,4424,131314
CED140,2431,2971,6088,7455,7990,6488,1559,181,16,35169,1581,671,1429,1761,1891,3975,7916,5528,2430,27184,135,176,387,432,361,407,481,560,655,3598,4150,3810,7901,9648,10248,10873,9953,6267,3094,65946,669,2297,6865,8538,9545,6652,1195,84,11,35854,2631,2348,3439,4532,4625,4520,1785,288,13,24184,839,895,1360,1234,1075,1125,393,51,10,6975,68,101,242,202,189,108,39,27,8,990,4207,5639,11905,14499,15432,12414,3410,450,39,67993,138,234,358,289,367,324,25,3,5,1735,389,158,141,176,164,211,83,13,0,1332,524,389,497,473,533,536,105,10,3,3065,4728,6035,12404,14970,15959,12945,3519,468,44,71065,3520,1362,2359,2666,3193,6810,14088,10319,3888,48197,302,346,830,807,783,800,864,929,958,6619,8549,7734,15591,18439,19939,20551,18467,11709,4891,125882
CED141,2738,3109,6758,7609,7912,5986,1202,107,8,35421,1305,589,1354,1414,1659,3963,7908,5653,2260,26107,129,154,329,310,267,280,379,440,336,2625,4168,3852,8440,9337,9841,10229,9483,6201,2606,64148,965,2900,7819,8842,9797,6427,856,53,0,37666,3101,2668,3925,4733,4471,4213,1404,208,10,24724,513,451,1049,830,717,823,235,33,8,4659,61,95,229,174,156,89,28,14,3,850,4640,6108,13019,14577,15141,11561,2527,305,20,67897,191,282,386,296,348,266,31,0,0,1790,507,181,206,178,170,201,50,5,0,1497,697,462,588,473,513,468,87,4,0,3288,5337,6568,13606,15048,15657,12024,2608,312,20,71188,3107,1152,2155,2226,2944,6928,14444,10421,3702,47074,293,303,703,653,597,569,666,738,516,5040,8733,8021,16463,17929,19207,19516,17726,11473,4232,123302
CED142,1084,6876,25030,13218,6985,4427,1328,149,19,59117,1381,3161,4847,2780,1909,2830,3793,2282,815,23797,235,917,2457,1256,709,561,440,320,222,7112,2698,10959,32333,17260,9605,7818,5555,2756,1048,90026,167,5153,34072,21290,11575,6245,1295,113,4,79916,991,4619,11064,5919,3255,2772,1403,259,15,30297,501,1949,3978,2068,961,706,252,35,7,10459,36,261,796,363,118,87,34,8,3,1712,1695,11981,49918,29640,15903,9806,2992,417,33,122384,33,478,1489,898,690,422,72,5,0,4096,241,914,1050,360,242,221,92,6,0,3134,277,1392,2541,1253,933,645,166,14,0,7227,1975,13370,52458,30891,16838,10457,3154,436,36,129607,2763,6203,9000,4830,3724,5461,7412,4402,1433,45223,476,2235,5716,3202,2038,1555,1075,724,383,17403,5211,21810,67170,38927,22602,17466,11641,5564,1848,192236
CED143,1797,3059,9021,9331,9391,6062,1844,254,23,40778,2186,575,985,1754,2031,2715,4715,4115,1835,20902,75,89,368,333,301,198,184,219,294,2062,4061,3718,10377,11416,11719,8968,6739,4584,2153,63741,288,2416,12136,12822,13049,7404,1535,148,12,49800,1973,2289,3327,4185,4522,4037,2113,519,50,23016,874,926,1161,1064,767,687,332,66,4,5881,31,74,241,208,156,95,35,20,0,879,3159,5706,16867,18280,18499,12226,4015,749,76,79576,35,144,306,323,407,293,39,3,0,1553,315,164,159,141,175,174,70,5,0,1208,352,304,467,462,580,469,116,9,0,2761,3517,6014,17332,18735,19083,12695,4135,762,76,82334,4696,1187,1616,2316,2839,4409,8017,7140,3072,35287,185,206,699,695,582,408,347,368,408,3898,8398,7406,19643,21751,22493,17509,12494,8265,3554,121517
CED144,1448,3769,8365,7114,6623,4572,912,65,3,32865,3378,1860,4481,4483,4117,5023,5968,3981,2026,35314,279,414,1037,874,700,578,424,384,370,5061,5106,6039,13884,12471,11438,10170,7300,4421,2404,73237,253,2376,9168,8305,7173,4682,912,42,0,32903,1332,2917,5148,4223,3599,2774,827,95,5,20923,732,1374,2441,2073,1888,1748,402,49,9,10708,52,247,623,397,273,196,49,4,0,1839,2372,6913,17372,14996,12933,9402,2185,191,17,66382,108,415,951,708,575,423,42,0,0,3220,394,492,509,328,267,293,60,4,0,2351,503,905,1457,1041,838,717,104,4,0,5573,2872,7820,18826,16041,13777,10119,2291,203,17,71952,7045,4098,8285,7713,7256,8857,10957,7506,3422,65130,600,936,2368,1891,1410,1189,812,698,555,10452,10514,12851,29470,25640,22438,20165,14064,8400,3989,147527
CED145,893,2912,13071,9174,7325,4770,1933,343,48,40460,1984,743,1493,1689,1853,2324,4086,3522,1573,19266,102,180,855,537,385,282,282,476,741,3848,2977,3833,15419,11405,9568,7376,6300,4339,2363,63574,149,2281,17590,12955,10198,5902,1751,246,21,51086,907,1854,4380,3981,3644,3220,2232,646,84,20946,518,720,1404,1067,669,549,291,87,12,5318,25,99,424,249,170,101,54,22,4,1148,1603,4951,23791,18244,14682,9775,4333,1007,124,78497,18,143,486,428,380,248,46,6,0,1749,160,199,297,165,141,150,80,12,0,1203,179,336,789,589,518,403,120,15,0,2950,1778,5289,24584,18835,15197,10173,4457,1020,120,81451,4072,1390,2454,2435,2743,3751,6857,6029,2601,32344,254,351,1692,1132,766,564,533,746,1057,7105,6109,7033,28724,22405,18711,14495,11845,7802,3779,120895
CED146,2252,4394,8755,8876,7879,4970,846,47,4,38020,4417,1989,4523,5109,4449,5622,5791,2971,1031,35909,350,315,825,862,630,483,383,348,340,4544,7025,6706,14104,14847,12957,11079,7020,3362,1371,78470,515,3387,9910,10905,9443,6244,1034,53,0,41498,2193,2829,4068,4626,3887,2831,715,64,5,21215,950,1493,2451,2086,1960,1603,392,36,4,10979,109,242,513,388,322,206,54,0,3,1842,3776,7959,16949,18014,15604,10876,2193,156,14,75528,216,566,793,640,584,406,52,0,0,3259,562,428,324,307,284,259,49,0,0,2213,775,993,1121,951,863,667,96,5,0,5478,4551,8953,18064,18958,16472,11542,2295,155,14,81008,9267,4241,7304,8068,7507,9473,10639,5597,1711,63815,745,677,1595,1658,1229,1030,709,631,571,8837,14568,13869,26966,28686,25207,22041,13643,6378,2295,153652
CED147,2791,3554,7784,8005,8213,6014,1465,175,14,38013,2037,859,1861,1881,2336,4648,8185,5883,2171,29860,189,187,449,418,366,361,416,458,431,3273,5018,4602,10097,10308,10915,11024,10058,6519,2610,71147,1119,3360,8883,9472,9909,6792,1194,132,12,40868,2914,2486,4341,4857,4831,4309,1661,272,21,25690,772,804,1766,1198,1096,1037,367,38,7,7087,88,121,328,221,194,139,54,25,3,1189,4890,6765,15313,15754,16032,12282,3276,474,39,74832,222,351,431,305,312,228,29,4,0,1894,430,201,200,184,157,172,42,6,5,1392,653,548,632,489,473,394,78,12,5,3283,5543,7315,15952,16243,16505,12678,3358,481,44,78115,4322,1640,2789,2886,3763,7723,14755,10722,3660,52261,398,400,856,845,786,716,765,848,761,6371,10264,9354,19594,19971,21051,21112,18880,12049,4465,136743
CED197,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,16,7,4,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,12,4,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,12,4,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,8,3,0,0,32
CED201,2489,3816,8306,9140,9003,6807,1498,95,3,41154,1854,660,1543,1932,1929,3548,6581,4402,1930,24384,121,145,333,348,239,241,248,298,283,2263,4465,4619,10178,11420,11171,10594,8330,4798,2217,67793,516,3331,11177,12267,11684,8522,1524,79,6,49108,3116,3476,4116,5101,5091,4585,1763,204,8,27458,397,385,911,697,519,541,216,22,0,3701,47,121,270,235,195,137,49,5,7,1066,4072,7316,16477,18300,17490,13788,3556,310,15,81332,90,287,420,330,325,313,32,0,0,1804,705,315,219,249,192,212,73,3,0,1974,792,605,643,583,517,524,106,8,0,3783,4868,7923,17117,18882,18011,14313,3665,321,16,85113,4199,1423,2345,2703,2946,5575,11560,7971,3125,41839,243,288,710,689,524,460,445,512,439,4318,9307,9636,20172,22267,21481,20347,15666,8803,3576,131267
CED202,2561,3386,7346,7565,7805,6159,1412,137,20,36389,1678,735,1656,1711,1874,3417,6932,4157,1846,24009,253,245,522,472,468,422,427,412,365,3597,4488,4365,9526,9757,10148,10002,8772,4716,2229,63998,890,3045,8918,8946,9636,6663,1232,127,15,39478,3030,2835,4442,4814,4593,4560,1777,236,21,26296,427,392,930,613,520,699,240,37,5,3865,103,117,237,165,211,137,73,29,9,1077,4447,6381,14532,14542,14961,12056,3325,429,48,70721,136,250,441,318,314,252,27,0,0,1738,451,213,254,208,183,190,68,6,0,1576,593,460,702,520,490,436,98,9,0,3315,5041,6846,15231,15061,15457,12493,3419,435,45,74036,3672,1345,2576,2576,3105,5778,12489,7641,2914,42095,487,518,1050,923,989,877,877,741,558,7014,9201,8706,18856,18562,19553,19146,16785,8813,3520,123145
CED203,2504,3231,7253,7425,7638,6485,1556,148,17,36255,1514,769,1674,1603,1727,3505,7187,4638,2045,24658,220,206,538,496,486,499,426,448,397,3722,4231,4195,9465,9527,9852,10494,9178,5229,2456,64635,782,3025,8678,8575,9338,6574,1279,125,7,38377,3076,2612,4286,4900,4557,4874,1956,275,21,26559,374,370,915,647,538,781,260,24,3,3906,94,126,242,190,191,157,59,30,9,1096,4320,6136,14118,14307,14626,12385,3549,454,40,69937,123,233,338,251,256,226,33,0,0,1458,474,194,217,150,169,223,76,7,0,1509,600,426,558,397,425,444,111,7,3,2969,4917,6563,14672,14708,15050,12831,3655,463,47,72902,3237,1453,2676,2550,2963,6010,13209,8653,3394,44138,449,432,1085,1004,1035,1008,890,787,598,7291,8600,8443,18435,18266,19055,19848,17753,9900,4034,124328
CED204,2422,4135,8672,8449,7927,5859,1201,90,0,38758,2665,1293,3171,3231,3004,4469,6178,3796,1799,29600,255,318,837,690,593,453,407,333,223,4106,5338,5742,12679,12368,11522,10782,7785,4220,2030,72463,574,3696,12036,11771,10800,7868,1415,85,5,48244,2788,3829,5291,5272,4683,4017,1362,148,6,27400,307,396,839,607,496,482,174,16,3,3326,54,219,550,383,278,183,50,19,0,1745,3718,8146,18717,18034,16265,12547,3007,272,14,80720,155,471,826,573,504,393,45,0,0,2966,907,463,382,323,267,264,71,6,0,2681,1065,932,1213,897,769,658,113,8,0,5651,4781,9075,19929,18932,17038,13207,3120,279,14,86365,5746,2396,4640,4604,4679,7052,11239,7125,2891,50375,566,740,1951,1528,1231,984,746,640,349,8729,11098,12208,26520,25061,22943,21249,15102,8043,3250,145470
CED205,2210,4397,10238,8893,6260,3856,599,32,0,36493,3387,1660,5065,4866,4088,4589,4639,2363,801,31464,281,346,976,860,578,444,277,192,93,4042,5889,6403,16281,14613,10925,8888,5513,2589,897,71992,500,3463,13294,12472,8191,5432,773,28,0,44152,2455,4026,6236,5745,4036,2729,665,56,0,25956,285,439,1070,692,418,371,102,8,0,3394,99,280,738,523,302,173,29,3,0,2148,3338,8205,21339,19434,12952,8711,1573,99,5,75648,236,660,1100,809,622,331,23,0,0,3775,949,511,569,502,346,244,38,4,0,3157,1189,1171,1661,1313,973,574,58,4,0,6936,4527,9368,23001,20747,13921,9285,1630,99,5,82587,6879,3146,7162,7126,6309,7693,8480,4454,1321,52568,637,798,2059,1766,1176,889,512,359,152,8352,12041,13313,32226,29639,21407,17859,10619,4918,1475,143496
CED206,2682,3555,7898,8495,8916,6809,1672,152,9,40188,1720,526,1446,1692,1739,3186,6397,4008,1462,22182,152,126,340,337,370,308,247,213,95,2204,4561,4207,9686,10522,11024,10295,8322,4374,1575,64572,908,3382,10339,10475,11366,7858,1603,102,10,46043,3060,2893,4156,5423,5266,5107,2045,298,12,28261,533,447,1054,749,681,734,261,57,0,4515,84,142,279,235,239,132,56,12,7,1188,4592,6862,15836,16882,17549,13834,3966,468,26,80000,113,249,284,229,253,238,28,0,0,1390,572,203,183,186,177,181,55,4,0,1550,683,452,463,409,430,416,85,6,3,2939,5271,7312,16297,17289,17975,14249,4047,472,30,82942,3909,1077,2131,2402,2728,5147,11302,7505,2460,38665,327,319,706,681,781,639,476,417,161,4512,9512,8706,19128,20375,21482,20038,15827,8400,2652,126114
