CED_CODE_2021,Iran_2016,Iran_2017,Iran_2018,Iran_2019,Iran_2020,Iran_2021,Iran_Yr_arrival_ns,Iran_Tot,Iraq_Before_1951,Iraq_1951_1960,Iraq_1961_1970,Iraq_1971_1980,Iraq_1981_1990,Iraq_1991_2000,Iraq_2001_2010,Iraq_2011_2015,Iraq_2016,Iraq_2017,Iraq_2018,Iraq_2019,Iraq_2020,Iraq_2021,Iraq_Yr_arrival_ns,Iraq_Tot,Ireland_Before_1951,Ireland_1951_1960,Ireland_1961_1970,Ireland_1971_1980,Ireland_1981_1990,Ireland_1991_2000,Ireland_2001_2010,Ireland_2011_2015,Ireland_2016,Ireland_2017,Ireland_2018,Ireland_2019,Ireland_2020,Ireland_2021,Ireland_Yr_arrival_ns,Ireland_Tot,Italy_Before_1951,Italy_1951_1960,Italy_1961_1970,Italy_1971_1980,Italy_1981_1990,Italy_1991_2000,Italy_2001_2010,Italy_2011_2015,Italy_2016,Italy_2017,Italy_2018,Italy_2019,Italy_2020,Italy_2021,Italy_Yr_arr_ns,Italy_Tot,Japan_Before_1951,Japan_1951_1960,Japan_1961_1970,Japan_1971_1980,Japan_1981_1990,Japan_1991_2000,Japan_2001_2010,Japan_2011_2015,Japan_2016,Japan_2017,Japan_2018,Japan_2019,Japan_2020,Japan_2021,Japan_Yr_arrival_ns,Japan_Tot,Korea_Rep_South_Before_1951,Korea_Rep_South_1951_1960,Korea_Rep_South_1961_1970,Korea_Rep_South_1971_1980,Korea_Rep_South_1981_1990,Korea_Rep_South_1991_2000,Korea_Rep_South_2001_2010,Korea_Rep_South_2011_2015,Korea_Rep_South_2016,Korea_Rep_South_2017,Korea_Rep_South_2018,Korea_Rep_South_2019,Korea_Rep_South_2020,Korea_Rep_South_2021,Korea_Rep_South_Yr_arrival_ns,Korea_Rep_South_Tot,Lebanon_Before_1951,Lebanon_1951_1960,Lebanon_1961_1970,Lebanon_1971_1980,Lebanon_1981_1990,Lebanon_1991_2000,Lebanon_2001_2010,Lebanon_2011_2015,Lebanon_2016,Lebanon_2017,Lebanon_2018,Lebanon_2019,Lebanon_2020,Lebanon_2021,Lebanon_Yr_arrival_ns,Lebanon_Tot,Malaysia_Before_1951,Malaysia_1951_1960,Malaysia_1961_1970,Malaysia_1971_1980,Malaysia_1981_1990,Malaysia_1991_2000,Malaysia_2001_2010,Malaysia_2011_2015,Malaysia_2016,Malaysia_2017,Malaysia_2018,Malaysia_2019,Malaysia_2020,Malaysia_2021,Malaysia_Yr_arrival_ns,Malaysia_Tot,Nepal_Before_1951,Nepal_1951_1960,Nepal_1961_1970,Nepal_1971_1980,Nepal_1981_1990,Nepal_1991_2000,Nepal_2001_2010,Nepal_2011_2015,Nepal_2016,Nepal_2017,Nepal_2018,Nepal_2019,Nepal_2020,Nepal_2021,Nepal_Yr_arrival_ns,Nepal_Tot,Netherlands_Before_1951,Netherlands_1951_1960,Netherlands_1961_1970,Netherlands_1971_1980,Netherlands_1981_1990,Netherlands_1991_2000,Netherlands_2001_2010,Netherlands_2011_2015,Netherlands_2016,Netherlands_2017,Netherlands_2018,Netherlands_2019,Netherlands_2020,Netherlands_2021,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1951,New_Zealand_1951_1960,New_Zealand_1961_1970,New_Zealand_1971_1980,New_Zealand_1981_1990,New_Zealand_1991_2000,New_Zealand_2001_2010,New_Zealand_2011_2015,New_Zealand_2016,New_Zealand_2017,New_Zealand_2018,New_Zealand_2019,New_Zealand_2020,New_Zealand_2021,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,North_Macedonia_Before_1951,North_Macedonia_1951_1960,North_Macedonia_1961_1970,North_Macedonia_1971_1980,North_Macedonia_1981_1990,North_Macedonia_1991_2000,North_Macedonia_2001_2010,North_Macedonia_2011_2015,North_Macedonia_2016,North_Macedonia_2017,North_Macedonia_2018,North_Macedonia_2019,North_Macedonia_2020,North_Macedonia_2021,North_Macedonia_Yr_arrival_ns,North_Macedonia_Tot,Pakistan_Before_1951,Pakistan_1951_1960,Pakistan_1961_1970,Pakistan_1971_1980,Pakistan_1981_1990,Pakistan_1991_2000,Pakistan_2001_2010,Pakistan_2011_2015,Pakistan_2016,Pakistan_2017,Pakistan_2018,Pakistan_2019,Pakistan_2020,Pakistan_2021,Pakistan_Yr_arrival_ns,Pakistan_Tot
CED220,26,16,22,15,11,13,5,416,0,0,9,4,8,13,18,16,0,3,0,0,0,0,0,72,4,21,36,39,76,46,124,184,42,51,100,146,64,7,13,949,49,279,196,50,25,29,59,113,25,21,25,25,9,0,38,930,3,8,6,31,44,88,136,82,28,27,40,39,15,4,26,569,0,0,0,15,47,74,193,88,31,35,21,21,13,3,9,559,0,0,21,26,16,17,10,14,0,0,3,0,0,0,3,119,3,14,90,222,454,236,434,262,78,70,81,76,38,7,13,2086,0,0,0,0,0,5,38,64,32,82,95,93,19,0,10,450,7,83,12,11,31,27,30,31,5,9,11,17,7,0,4,272,16,44,133,230,336,437,644,477,116,122,116,152,45,68,47,2983,0,0,13,16,19,3,6,7,3,0,0,0,0,0,0,77,0,0,0,7,15,14,33,37,14,8,26,11,10,0,3,181
CED221,64,87,29,54,6,11,5,824,0,0,0,0,3,72,150,86,34,22,3,8,9,0,3,391,0,5,44,57,36,8,35,64,10,9,6,3,0,0,9,288,11,131,230,46,22,16,31,27,0,0,5,7,0,0,26,559,0,0,0,0,5,15,47,19,3,6,3,0,0,0,0,92,0,0,0,0,3,14,128,40,5,7,3,0,3,0,4,209,0,0,13,54,60,55,33,21,13,0,12,0,0,0,9,266,0,0,5,25,114,81,300,145,62,29,32,21,9,0,4,834,0,0,0,0,0,31,207,122,24,24,36,45,12,0,9,518,16,259,57,36,42,15,19,9,0,0,5,0,0,0,14,466,8,0,48,195,550,797,1351,1057,137,160,151,162,51,37,127,4834,0,0,16,31,59,38,44,13,3,0,3,0,4,0,13,232,0,0,0,3,20,91,538,876,139,195,173,182,78,41,33,2370
CED222,17,28,33,31,14,5,12,471,0,0,6,8,3,56,54,38,22,8,0,4,0,0,0,188,3,17,46,37,53,19,59,77,8,7,5,12,0,0,11,377,36,825,974,160,44,28,52,67,12,18,26,16,3,0,84,2343,0,5,4,16,38,67,167,73,16,10,16,33,15,10,4,469,0,0,0,13,51,103,493,316,59,54,61,54,20,11,33,1256,0,15,65,127,83,46,45,7,4,8,5,5,4,7,13,426,0,0,26,140,382,238,654,661,467,593,665,460,116,6,113,4519,0,0,0,0,0,19,100,112,54,126,164,147,32,5,6,768,8,104,30,11,20,17,13,7,0,5,0,0,0,0,8,235,8,13,47,159,293,424,524,332,55,71,48,73,23,21,60,2159,0,10,29,54,24,19,14,8,0,0,0,0,0,0,0,160,0,0,4,13,52,69,187,280,94,108,136,96,46,16,19,1118
CED223,0,0,0,0,0,0,0,45,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,15,6,16,24,32,26,14,33,25,3,5,0,13,9,0,5,205,41,365,195,27,9,8,9,12,0,0,6,5,3,0,61,741,0,3,6,3,12,14,19,13,0,5,4,0,3,0,0,72,0,0,0,0,7,3,18,7,5,0,0,0,0,0,0,46,4,3,0,3,0,4,0,0,0,0,0,0,4,0,0,24,0,10,24,11,27,26,37,23,13,26,10,14,7,0,0,240,0,0,0,0,0,3,59,77,27,38,31,16,7,0,7,266,21,343,59,70,33,18,32,14,0,4,0,3,3,0,24,628,14,25,126,272,311,224,248,131,18,24,16,15,10,8,70,1506,0,0,9,12,0,0,5,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,12,17,11,9,6,6,8,0,0,68
CED224,22,20,15,14,10,0,5,310,0,0,3,3,7,29,30,23,0,4,0,0,0,0,6,104,0,22,69,70,102,48,213,188,14,12,12,12,0,4,9,777,46,389,413,105,26,31,42,80,7,3,3,3,3,0,52,1199,0,0,0,3,41,63,108,31,7,3,3,11,3,3,7,303,0,0,0,7,13,25,111,42,6,12,10,9,0,0,5,241,0,0,33,64,54,35,33,28,0,4,10,3,5,0,10,273,0,0,25,88,203,79,210,86,39,33,51,24,9,0,14,874,0,0,0,0,0,10,35,18,5,14,30,9,8,0,8,142,8,154,48,31,27,17,41,14,4,9,9,7,0,0,15,381,10,18,111,269,398,397,658,374,40,40,61,36,10,14,72,2495,0,4,46,170,225,200,116,45,9,5,0,3,0,0,21,844,0,0,3,6,23,19,125,208,33,37,50,34,18,12,8,580
CED225,42,51,42,26,14,3,10,935,0,0,3,0,4,35,31,20,0,10,3,3,0,0,6,109,0,13,61,66,109,60,118,82,4,12,9,3,0,0,8,553,106,1075,753,109,61,33,46,54,6,5,14,0,0,0,105,2367,0,6,3,6,30,57,105,42,5,5,7,9,0,5,5,296,0,0,0,7,24,33,143,53,0,7,5,3,0,0,0,277,5,17,57,126,107,23,21,7,3,0,3,0,0,0,3,378,0,4,63,169,313,141,306,136,48,50,38,21,9,3,9,1316,0,0,0,0,0,10,39,23,18,14,29,38,4,0,7,177,8,132,25,27,25,29,46,22,12,4,5,0,0,0,7,337,8,20,81,188,296,369,458,263,38,39,33,33,10,14,32,1878,4,30,177,116,77,44,23,7,0,5,0,0,0,0,15,504,0,0,0,8,10,24,43,52,11,17,11,17,5,0,3,199
CED226,35,43,54,50,11,7,13,845,0,0,0,0,3,16,19,27,0,0,9,0,0,0,0,80,0,28,44,42,85,43,92,72,9,4,3,5,4,0,8,442,81,631,347,64,28,34,53,62,13,3,26,4,5,0,45,1399,3,8,7,24,39,80,103,56,13,19,9,28,13,3,12,409,4,0,0,9,57,100,235,102,14,14,17,29,26,0,8,623,0,10,31,38,18,13,4,5,0,0,0,0,0,0,4,124,11,32,188,535,1023,460,709,345,100,104,87,88,67,8,40,3804,0,0,0,0,0,6,19,27,11,42,34,50,9,0,0,192,18,85,32,25,12,26,37,22,4,11,12,12,0,0,5,290,20,47,137,250,279,410,561,315,51,54,49,54,33,18,37,2313,0,14,32,14,8,19,10,3,0,0,0,0,0,0,0,113,0,0,0,13,23,21,43,81,17,21,33,33,11,0,4,302
CED227,18,10,4,8,3,0,3,250,0,0,0,0,0,14,35,34,17,4,9,8,0,0,0,128,3,10,43,34,66,27,70,73,18,4,4,4,0,0,5,363,27,178,170,48,17,11,31,31,3,4,0,10,0,0,36,576,0,0,0,3,3,15,41,8,3,0,5,4,0,6,3,98,0,0,0,3,6,16,132,71,0,8,4,7,0,0,0,252,0,0,3,28,36,23,36,21,0,0,3,0,0,0,0,172,0,0,19,26,55,38,231,198,29,35,25,27,7,0,4,699,0,0,0,0,0,4,70,59,9,10,18,10,0,0,0,188,32,404,66,57,67,14,37,16,5,0,4,0,0,0,17,727,12,17,63,211,393,447,741,565,83,104,75,90,35,32,83,2940,0,0,12,12,9,13,8,8,0,0,0,0,0,0,0,67,0,0,0,4,18,61,309,436,62,93,43,48,15,19,9,1120
CED228,7,7,9,12,6,0,8,361,0,0,0,0,0,43,64,69,17,10,8,6,7,0,3,232,4,13,37,25,30,14,56,55,5,0,3,0,0,0,4,246,63,437,556,121,34,14,30,65,20,11,12,8,0,0,58,1433,0,0,0,0,7,22,86,25,9,3,7,3,0,0,4,172,0,0,0,0,18,46,137,80,18,8,13,6,0,0,6,325,0,3,22,99,120,97,280,148,13,34,15,11,11,6,20,880,0,3,24,55,151,109,431,285,78,86,75,45,22,5,23,1385,0,0,0,0,7,38,446,219,43,67,59,65,36,0,8,985,5,103,21,15,9,3,16,5,0,0,0,4,0,4,6,189,0,4,43,214,429,722,1634,1541,269,264,332,318,116,102,181,6180,0,10,103,128,79,54,38,22,8,9,14,4,0,3,20,494,0,0,3,12,45,129,738,957,213,226,237,157,70,28,40,2855
CED229,31,40,59,66,39,11,4,723,0,0,8,3,6,20,13,14,3,6,0,4,0,0,0,78,0,11,36,34,88,62,291,359,120,133,215,349,125,9,18,1854,37,244,182,60,27,30,110,282,64,66,44,62,29,0,28,1281,0,6,4,20,47,70,156,106,40,44,77,71,27,22,17,717,0,0,0,11,42,62,309,192,56,49,49,63,28,3,20,890,0,6,14,30,24,12,8,6,3,0,7,0,0,0,3,126,0,0,49,135,258,193,581,380,99,110,108,98,50,5,33,2097,0,0,0,0,0,14,47,54,46,55,71,104,18,0,8,422,8,67,27,24,22,35,71,37,19,21,16,21,10,3,9,376,12,23,123,312,470,537,864,701,148,183,206,221,80,89,68,4027,0,4,11,28,25,12,32,16,6,7,9,6,0,0,3,150,0,0,0,4,8,22,38,47,16,30,31,18,3,3,0,222
CED230,0,0,0,4,0,0,0,39,0,0,0,0,0,14,17,15,0,0,0,4,8,0,0,60,3,9,14,17,20,9,17,18,0,3,3,8,3,0,3,133,71,395,238,31,9,0,12,20,4,3,0,5,0,0,49,846,0,0,0,0,0,4,21,3,5,4,0,11,3,0,0,51,0,0,0,0,0,3,28,13,5,3,0,5,4,0,0,75,0,6,3,6,6,0,4,0,0,0,0,0,0,0,0,27,0,0,10,17,9,11,121,312,271,317,339,325,69,0,117,1925,0,0,0,0,0,0,35,54,34,42,27,16,12,0,0,213,17,245,53,26,27,8,21,0,3,0,0,3,0,0,14,423,7,5,74,193,243,234,179,122,17,20,16,20,15,10,62,1214,0,0,6,5,3,0,0,6,0,0,0,0,0,0,0,17,0,0,0,0,0,9,23,43,7,10,27,0,0,4,0,123
CED231,23,21,32,20,4,3,7,561,0,0,4,7,24,122,99,67,18,17,9,4,0,0,5,376,10,24,56,32,76,41,142,100,5,14,17,3,8,8,9,535,133,2138,2144,277,90,58,68,154,27,26,12,18,8,0,159,5314,0,5,3,4,30,60,102,44,11,13,11,4,13,0,7,302,0,0,0,4,37,19,88,62,20,8,7,7,6,6,3,269,6,25,126,217,97,80,74,22,3,4,5,9,0,0,20,682,0,0,30,95,176,125,274,157,41,41,30,33,12,4,21,1044,0,0,0,0,0,3,73,83,52,92,158,153,29,0,10,676,8,96,21,13,14,12,22,13,5,0,0,4,8,0,0,217,4,11,65,154,235,296,523,352,68,62,74,65,20,29,39,2008,0,5,123,117,48,27,13,11,0,0,0,0,0,0,7,363,0,0,4,4,10,22,69,77,27,34,37,33,8,0,11,347
CED232,37,36,20,28,5,10,8,618,0,0,0,0,6,105,119,101,29,6,13,8,0,0,0,396,6,21,57,41,63,23,104,45,5,0,7,7,0,0,7,368,32,384,439,75,27,26,41,52,8,8,0,3,0,5,54,1143,0,0,0,6,3,17,29,14,4,4,3,5,0,0,0,86,0,0,0,0,6,17,56,13,6,0,0,0,0,0,0,100,5,4,28,47,40,20,43,30,5,4,8,14,0,4,5,246,4,3,13,27,56,28,108,82,33,48,18,19,0,5,21,468,0,0,0,0,0,7,190,108,27,19,12,28,7,0,6,410,14,134,28,19,25,14,39,15,0,4,0,4,0,0,7,317,3,13,67,196,321,304,522,345,47,62,79,37,15,16,61,2098,0,15,101,92,84,57,52,24,0,6,7,5,0,0,15,478,0,0,0,8,10,18,123,154,27,35,18,29,5,5,6,434
CED233,41,76,72,85,28,59,12,754,0,0,0,0,5,30,32,25,0,4,11,5,5,4,7,126,0,13,29,38,90,45,160,160,41,49,74,122,49,23,8,903,43,444,297,63,30,41,86,209,47,69,93,111,41,12,80,1651,0,0,5,6,45,94,244,157,52,76,123,115,76,12,35,1036,0,0,0,15,54,104,617,513,150,149,184,213,81,13,36,2124,4,11,33,39,22,14,26,3,4,8,3,8,3,9,9,197,0,16,50,178,371,308,1139,1137,553,619,591,543,220,32,71,5824,0,0,0,0,0,15,49,66,44,99,194,230,79,0,13,796,13,53,26,20,21,20,57,40,18,13,26,27,9,3,10,359,3,25,82,216,361,621,996,914,219,242,280,345,159,241,100,4809,0,4,18,23,28,24,20,13,0,0,3,0,0,3,4,154,0,0,0,6,4,27,60,86,30,42,35,45,27,18,4,389
CED234,234,161,157,180,82,87,45,3423,0,0,0,0,8,43,46,52,6,7,3,7,0,0,4,171,6,17,28,23,54,22,33,29,0,0,3,8,0,0,5,237,172,1612,901,150,56,46,57,84,9,11,7,11,4,0,112,3228,0,5,9,20,48,66,123,45,11,11,7,11,3,0,5,354,0,0,4,19,66,159,609,214,20,47,24,31,28,4,27,1249,4,26,100,134,103,44,22,5,3,0,3,0,0,9,16,477,0,26,151,433,1236,696,1552,930,269,305,306,222,90,15,84,6323,0,0,0,0,0,4,36,28,21,28,51,47,9,0,4,235,23,173,36,18,19,18,33,16,0,10,0,0,0,0,10,351,10,20,78,148,264,305,363,198,34,40,25,46,25,15,46,1618,9,60,99,70,29,14,4,3,0,0,0,0,0,0,4,299,0,0,0,13,41,64,121,210,43,78,60,70,31,6,18,752
CED235,5,0,3,0,0,0,0,23,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,21,0,19,67,54,54,16,40,30,0,0,0,3,3,0,5,294,42,323,153,33,12,3,6,22,9,0,4,4,0,0,50,662,0,3,3,8,6,14,22,7,0,5,3,3,7,0,0,85,0,0,0,0,3,0,13,11,4,3,8,8,0,0,0,45,0,0,4,9,0,0,0,3,0,0,0,0,0,0,0,24,0,4,16,19,20,16,36,15,13,5,9,7,4,0,0,160,0,0,0,0,0,0,9,12,4,0,10,6,0,0,0,45,36,655,123,44,99,19,21,21,0,5,0,5,0,0,30,1053,13,19,135,293,399,286,352,127,27,6,14,9,5,7,82,1775,0,0,3,10,0,6,0,0,0,0,0,0,0,0,0,23,0,0,0,5,0,3,14,10,0,8,4,4,0,0,0,45
CED236,17,6,8,8,3,0,3,136,0,0,0,0,0,169,180,91,23,31,18,21,0,3,11,546,0,12,33,22,21,13,32,38,4,0,7,0,0,0,11,197,74,536,356,75,15,10,8,5,4,0,0,11,0,0,77,1163,0,0,0,0,0,7,10,3,0,5,0,5,0,0,0,34,0,0,0,0,7,4,21,9,3,0,0,3,0,0,0,47,0,0,15,8,0,3,4,0,0,0,0,0,0,0,3,38,0,4,12,16,28,8,92,172,160,196,147,110,29,14,36,1028,0,0,0,0,0,4,39,28,19,22,39,18,7,0,3,173,17,272,41,20,31,13,32,12,4,0,6,0,5,0,11,460,4,18,85,232,233,270,403,212,33,35,32,16,12,15,70,1678,4,24,36,9,7,7,0,6,0,4,0,0,0,0,0,102,0,0,0,0,4,12,48,136,22,25,21,18,15,13,10,313
CED237,41,48,52,83,15,3,39,1870,0,0,5,9,22,822,812,514,139,138,67,158,11,13,27,2738,4,8,28,23,59,13,37,40,6,5,0,0,0,0,3,241,89,1582,2345,377,150,63,111,173,27,33,29,13,0,0,206,5193,0,4,4,4,5,27,44,21,3,5,0,8,0,0,3,118,0,0,0,5,7,14,114,29,9,9,12,3,0,0,3,215,0,12,138,434,376,280,274,128,28,33,37,37,6,4,52,1839,0,5,14,61,224,113,306,203,79,49,54,45,7,4,15,1188,0,0,0,0,0,15,524,343,86,102,171,203,41,5,7,1497,0,53,15,3,5,4,11,8,4,0,0,0,0,0,0,110,0,4,23,82,179,298,479,419,69,89,64,39,9,16,51,1809,8,101,1298,1538,897,623,450,195,43,35,41,39,12,12,145,5431,0,0,3,8,30,107,312,384,105,75,87,80,32,21,20,1248
CED238,0,0,0,4,0,0,4,31,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,17,5,18,27,26,39,15,66,45,4,10,3,12,0,3,9,287,12,79,43,9,6,8,7,12,0,0,0,4,5,0,25,203,0,0,0,3,5,9,26,13,0,4,3,3,0,0,0,68,3,0,0,0,0,3,26,11,7,4,4,12,4,0,5,86,0,0,4,0,3,4,0,0,0,0,0,0,0,0,10,20,0,0,10,25,13,9,20,25,13,8,6,5,6,0,15,157,0,0,0,0,0,0,16,42,19,25,21,11,3,0,0,148,19,333,55,22,38,23,22,18,6,4,5,4,0,5,20,564,3,22,85,241,334,350,532,220,38,26,32,30,20,3,127,2069,0,5,4,4,0,0,0,0,0,0,0,0,0,0,4,24,0,5,0,0,0,0,10,26,0,0,8,0,6,0,3,61
CED239,24,22,18,25,3,0,13,520,0,0,0,18,23,203,137,81,19,21,15,13,3,0,15,561,0,14,25,35,59,46,127,104,19,20,12,21,3,0,11,502,166,2313,2417,388,115,68,126,247,46,30,29,24,5,0,243,6219,0,3,0,11,16,61,122,53,13,14,21,27,3,0,3,350,0,0,0,0,22,35,97,51,16,14,9,9,4,0,4,262,5,15,270,830,395,323,326,145,23,34,23,39,9,4,100,2550,0,8,16,77,144,91,263,136,67,42,54,49,26,10,8,984,0,0,0,3,3,36,555,449,223,522,764,768,206,10,70,3602,3,37,14,11,19,12,33,31,11,0,8,9,0,0,5,194,7,11,31,141,304,362,758,601,92,110,116,107,48,37,59,2781,0,9,48,44,19,15,14,11,3,0,0,0,0,0,9,171,0,0,0,6,41,113,516,741,184,203,223,260,122,28,42,2490
CED297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED301,9,0,5,0,0,0,0,102,0,0,0,0,0,6,10,4,0,0,0,0,3,0,0,26,0,12,35,43,32,8,65,42,0,4,3,0,0,0,8,250,9,20,20,9,3,6,10,6,0,0,0,0,0,0,15,102,0,0,0,6,5,18,46,28,4,0,4,8,0,0,8,139,0,0,0,0,3,21,103,36,8,11,14,16,4,0,3,213,0,0,0,7,0,3,0,3,0,0,0,0,0,0,0,11,0,12,67,87,65,20,45,38,12,0,10,9,0,0,13,366,0,0,0,0,0,0,88,48,17,5,6,3,3,0,0,184,13,220,74,67,51,24,23,12,0,0,4,3,0,0,14,506,0,18,115,574,1082,1314,2096,1459,231,207,241,227,60,81,297,8012,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,6,16,38,49,18,3,5,10,0,0,0,159
CED302,17,16,19,11,9,0,9,509,0,0,0,0,0,18,49,35,7,4,0,0,0,3,0,129,5,19,33,31,76,56,271,202,13,16,17,10,3,4,8,760,28,179,142,34,14,16,47,50,3,9,3,5,3,0,11,558,0,0,3,7,27,75,139,67,7,9,13,11,8,3,5,379,0,0,0,6,56,173,768,350,47,77,65,67,26,7,35,1685,3,4,23,23,13,9,10,5,0,0,0,5,0,0,6,115,0,8,36,99,202,105,350,210,39,30,48,19,14,11,24,1204,0,0,0,0,0,11,57,23,3,8,17,20,0,0,5,139,21,107,40,24,28,24,35,17,4,0,5,15,0,0,5,317,13,24,184,624,1162,1095,1900,889,130,115,142,130,61,42,153,6649,0,0,3,8,13,13,4,0,6,3,0,0,0,0,0,52,0,0,0,0,10,24,102,114,24,13,20,17,4,3,0,331
CED303,0,3,0,3,0,0,0,107,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,16,8,8,34,54,94,50,179,150,3,3,0,9,0,0,12,605,19,105,63,11,3,8,16,21,3,0,4,0,0,0,20,291,0,5,0,5,5,25,67,27,0,11,10,0,0,3,6,167,0,0,0,5,18,20,75,27,3,6,6,4,0,0,3,155,0,0,4,13,11,5,3,4,0,0,0,0,0,0,5,47,4,7,39,47,64,35,30,28,13,4,4,5,0,0,8,290,0,0,0,0,0,7,34,21,3,3,8,12,0,0,0,86,25,279,76,52,76,30,47,26,7,0,4,0,0,0,57,678,17,37,230,849,1596,1458,2199,870,102,88,106,116,39,48,185,7935,0,0,6,0,4,5,0,4,0,0,0,0,0,0,0,20,0,0,0,0,0,7,17,18,0,0,0,0,0,0,0,49
CED304,31,46,42,64,27,12,9,695,0,0,3,0,7,11,18,22,5,0,4,0,0,0,0,71,4,26,32,52,138,78,215,138,23,26,32,38,30,6,17,862,35,267,237,71,22,31,71,185,42,34,34,76,20,3,42,1172,0,5,10,14,43,127,198,143,38,62,69,112,67,21,21,927,0,0,0,9,62,116,418,322,98,99,118,164,64,18,34,1515,0,0,4,7,5,8,18,3,3,6,5,3,0,4,3,71,0,5,48,61,138,99,224,137,54,59,56,55,40,13,19,1013,0,0,0,0,0,10,98,185,106,206,369,327,75,3,18,1411,4,69,21,30,45,31,60,36,14,7,9,20,6,9,5,354,11,37,198,570,939,1029,1363,733,98,89,132,141,99,86,104,5620,0,0,13,4,0,15,9,0,0,0,0,0,0,0,0,52,0,0,4,0,3,9,43,56,13,22,14,34,14,5,0,217
CED305,3,0,4,0,0,0,0,51,0,0,0,0,0,4,3,3,0,4,0,0,0,0,0,15,5,12,18,16,14,19,39,61,3,0,0,7,0,4,9,212,6,33,15,9,8,0,7,8,0,0,0,0,0,0,9,105,0,0,0,0,0,13,21,10,3,4,6,0,0,0,3,72,0,0,0,0,0,10,38,10,9,5,3,0,0,0,0,70,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,14,0,5,22,18,8,11,16,22,6,4,0,7,0,0,6,133,0,0,0,0,0,6,77,50,19,41,31,18,14,0,3,261,25,113,46,14,12,17,17,3,0,0,0,4,0,0,9,263,7,15,143,541,638,488,745,427,40,56,46,64,39,23,123,3388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,11,24,0,3,14,9,6,0,4,81
CED306,0,3,3,9,0,3,0,54,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,23,4,13,21,21,28,25,45,79,5,4,10,27,22,0,9,306,53,221,102,31,4,6,15,30,7,0,6,26,8,0,36,548,0,4,0,0,3,16,30,11,11,4,6,14,8,3,0,121,0,0,0,0,9,19,101,55,19,20,24,32,12,0,8,306,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,11,0,5,23,24,33,15,39,33,16,9,5,21,19,8,8,267,0,0,0,0,0,4,32,22,21,12,24,14,5,0,0,133,6,132,49,33,39,20,40,24,0,0,0,10,5,0,9,372,8,26,197,602,711,590,914,483,54,59,40,96,39,23,151,3981,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,21,23,4,5,0,6,4,0,0,63
CED307,11,9,12,7,3,0,0,234,0,0,0,3,0,14,19,14,73,41,8,43,14,0,0,217,4,13,34,30,69,41,148,94,0,8,5,6,0,0,4,446,10,112,104,31,18,9,26,35,6,8,0,3,0,0,7,369,0,0,0,11,7,33,72,33,4,4,0,0,0,0,9,171,0,0,0,4,7,17,75,27,9,0,3,8,0,0,0,151,0,0,4,10,4,0,7,0,4,3,0,0,0,0,0,38,0,14,47,55,79,34,62,34,5,4,3,4,5,0,12,357,0,0,0,0,0,9,81,58,8,6,17,13,4,0,4,200,20,129,57,33,59,31,71,22,3,7,7,0,0,0,9,442,9,18,132,624,1138,1166,1621,846,84,98,110,105,36,29,164,6186,0,0,0,3,4,11,0,0,0,0,0,0,0,0,0,22,0,0,0,0,5,6,7,17,3,0,11,0,0,0,0,56
