CED_CODE_2021,Iran_2016,Iran_2017,Iran_2018,Iran_2019,Iran_2020,Iran_2021,Iran_Yr_arrival_ns,Iran_Tot,Iraq_Before_1951,Iraq_1951_1960,Iraq_1961_1970,Iraq_1971_1980,Iraq_1981_1990,Iraq_1991_2000,Iraq_2001_2010,Iraq_2011_2015,Iraq_2016,Iraq_2017,Iraq_2018,Iraq_2019,Iraq_2020,Iraq_2021,Iraq_Yr_arrival_ns,Iraq_Tot,Ireland_Before_1951,Ireland_1951_1960,Ireland_1961_1970,Ireland_1971_1980,Ireland_1981_1990,Ireland_1991_2000,Ireland_2001_2010,Ireland_2011_2015,Ireland_2016,Ireland_2017,Ireland_2018,Ireland_2019,Ireland_2020,Ireland_2021,Ireland_Yr_arrival_ns,Ireland_Tot,Italy_Before_1951,Italy_1951_1960,Italy_1961_1970,Italy_1971_1980,Italy_1981_1990,Italy_1991_2000,Italy_2001_2010,Italy_2011_2015,Italy_2016,Italy_2017,Italy_2018,Italy_2019,Italy_2020,Italy_2021,Italy_Yr_arr_ns,Italy_Tot,Japan_Before_1951,Japan_1951_1960,Japan_1961_1970,Japan_1971_1980,Japan_1981_1990,Japan_1991_2000,Japan_2001_2010,Japan_2011_2015,Japan_2016,Japan_2017,Japan_2018,Japan_2019,Japan_2020,Japan_2021,Japan_Yr_arrival_ns,Japan_Tot,Korea_Rep_South_Before_1951,Korea_Rep_South_1951_1960,Korea_Rep_South_1961_1970,Korea_Rep_South_1971_1980,Korea_Rep_South_1981_1990,Korea_Rep_South_1991_2000,Korea_Rep_South_2001_2010,Korea_Rep_South_2011_2015,Korea_Rep_South_2016,Korea_Rep_South_2017,Korea_Rep_South_2018,Korea_Rep_South_2019,Korea_Rep_South_2020,Korea_Rep_South_2021,Korea_Rep_South_Yr_arrival_ns,Korea_Rep_South_Tot,Lebanon_Before_1951,Lebanon_1951_1960,Lebanon_1961_1970,Lebanon_1971_1980,Lebanon_1981_1990,Lebanon_1991_2000,Lebanon_2001_2010,Lebanon_2011_2015,Lebanon_2016,Lebanon_2017,Lebanon_2018,Lebanon_2019,Lebanon_2020,Lebanon_2021,Lebanon_Yr_arrival_ns,Lebanon_Tot,Malaysia_Before_1951,Malaysia_1951_1960,Malaysia_1961_1970,Malaysia_1971_1980,Malaysia_1981_1990,Malaysia_1991_2000,Malaysia_2001_2010,Malaysia_2011_2015,Malaysia_2016,Malaysia_2017,Malaysia_2018,Malaysia_2019,Malaysia_2020,Malaysia_2021,Malaysia_Yr_arrival_ns,Malaysia_Tot,Nepal_Before_1951,Nepal_1951_1960,Nepal_1961_1970,Nepal_1971_1980,Nepal_1981_1990,Nepal_1991_2000,Nepal_2001_2010,Nepal_2011_2015,Nepal_2016,Nepal_2017,Nepal_2018,Nepal_2019,Nepal_2020,Nepal_2021,Nepal_Yr_arrival_ns,Nepal_Tot,Netherlands_Before_1951,Netherlands_1951_1960,Netherlands_1961_1970,Netherlands_1971_1980,Netherlands_1981_1990,Netherlands_1991_2000,Netherlands_2001_2010,Netherlands_2011_2015,Netherlands_2016,Netherlands_2017,Netherlands_2018,Netherlands_2019,Netherlands_2020,Netherlands_2021,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1951,New_Zealand_1951_1960,New_Zealand_1961_1970,New_Zealand_1971_1980,New_Zealand_1981_1990,New_Zealand_1991_2000,New_Zealand_2001_2010,New_Zealand_2011_2015,New_Zealand_2016,New_Zealand_2017,New_Zealand_2018,New_Zealand_2019,New_Zealand_2020,New_Zealand_2021,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,North_Macedonia_Before_1951,North_Macedonia_1951_1960,North_Macedonia_1961_1970,North_Macedonia_1971_1980,North_Macedonia_1981_1990,North_Macedonia_1991_2000,North_Macedonia_2001_2010,North_Macedonia_2011_2015,North_Macedonia_2016,North_Macedonia_2017,North_Macedonia_2018,North_Macedonia_2019,North_Macedonia_2020,North_Macedonia_2021,North_Macedonia_Yr_arrival_ns,North_Macedonia_Tot,Pakistan_Before_1951,Pakistan_1951_1960,Pakistan_1961_1970,Pakistan_1971_1980,Pakistan_1981_1990,Pakistan_1991_2000,Pakistan_2001_2010,Pakistan_2011_2015,Pakistan_2016,Pakistan_2017,Pakistan_2018,Pakistan_2019,Pakistan_2020,Pakistan_2021,Pakistan_Yr_arrival_ns,Pakistan_Tot
CED308,10,6,16,15,7,0,4,421,0,0,4,8,3,20,68,13,4,0,0,3,0,0,5,144,7,10,45,51,63,29,104,89,10,5,3,0,5,0,6,435,17,143,92,34,14,14,33,29,4,11,4,6,0,4,32,430,0,5,5,17,127,241,308,130,19,27,29,22,19,0,28,974,0,0,0,16,52,185,466,211,45,38,39,32,14,0,20,1143,3,7,21,16,12,9,16,3,0,0,0,0,6,0,4,101,4,5,26,47,98,60,148,57,20,10,10,14,9,0,11,525,0,0,0,0,0,0,103,62,21,19,24,20,3,0,12,264,28,201,80,37,56,30,45,20,5,4,0,0,0,0,14,531,12,55,337,1245,2489,2817,4959,2457,381,311,399,396,174,159,473,16658,0,0,14,11,8,9,17,7,0,0,0,0,0,0,0,69,0,0,0,7,17,35,92,83,22,29,32,14,17,4,7,361
CED309,5,4,5,9,3,0,0,84,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,13,5,13,39,39,62,31,117,75,11,9,13,6,0,0,7,421,13,85,33,16,11,14,37,60,6,10,4,3,7,0,9,313,0,3,4,3,15,28,84,42,6,14,10,17,5,4,3,228,0,0,0,0,7,9,76,109,31,20,23,27,6,0,6,321,0,4,3,8,0,0,9,0,0,0,0,0,0,0,0,22,0,19,43,48,38,14,34,15,6,12,6,6,5,3,9,248,0,0,0,0,0,0,37,66,76,95,84,33,12,0,6,411,33,241,94,61,53,26,65,43,4,8,0,8,0,0,26,679,10,60,308,953,1346,1128,1691,764,79,90,87,94,54,18,198,6888,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,6,5,17,22,4,4,4,0,0,0,0,71
CED310,0,4,3,9,0,0,0,79,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,7,21,43,60,60,45,100,97,8,15,4,10,0,0,9,473,23,94,67,24,18,14,36,47,7,9,8,0,0,0,21,356,0,8,0,3,16,30,75,30,6,5,6,6,8,0,13,218,0,0,0,0,7,9,81,68,23,35,23,17,0,0,6,283,0,3,6,3,0,0,0,5,0,0,4,0,0,0,4,26,0,8,44,54,31,20,31,35,11,6,10,10,3,0,7,277,0,0,0,0,0,3,66,116,38,50,83,53,11,0,8,421,33,255,80,43,65,26,78,21,3,11,5,18,0,0,11,658,19,50,300,925,1528,1216,1820,774,120,143,101,141,73,63,232,7513,0,0,4,0,5,3,0,0,0,3,0,0,0,0,0,21,0,0,0,4,0,0,9,16,0,10,3,5,0,0,0,54
CED311,0,3,0,5,0,0,0,32,0,0,0,0,0,0,4,3,0,0,0,4,0,0,0,10,3,3,22,21,18,13,27,50,5,0,0,5,0,0,5,171,4,40,32,9,0,3,9,18,5,4,8,4,6,3,12,143,0,0,0,0,5,7,11,11,0,0,5,12,0,0,5,65,0,0,0,0,0,7,26,14,3,4,5,16,3,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,21,21,20,6,21,18,17,12,12,18,3,0,13,192,0,0,0,0,0,5,15,24,19,16,41,55,16,0,10,200,15,173,60,22,19,14,19,12,0,5,7,3,7,0,9,360,7,19,185,615,838,656,994,534,46,47,53,48,33,18,161,4246,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,31,5,23,8,0,0,0,0,78
CED312,4,16,16,13,5,4,5,262,0,0,4,0,3,30,46,56,137,26,10,78,10,3,5,401,0,6,33,57,65,23,99,77,0,8,0,4,0,0,13,385,5,53,62,16,6,6,21,14,0,4,0,3,0,0,15,218,0,5,0,4,27,67,110,33,10,4,4,10,3,0,8,288,0,0,0,4,39,68,300,107,18,15,6,14,6,0,6,582,0,0,14,21,22,7,24,11,5,0,5,0,0,0,3,120,0,5,29,46,78,37,110,54,15,6,7,4,0,0,18,423,0,0,0,0,0,0,34,36,6,8,10,9,3,0,0,105,27,232,75,50,66,37,23,15,0,3,4,0,0,0,9,533,10,24,250,1039,2261,2672,4650,2643,344,297,354,343,145,108,465,15602,0,0,4,13,13,10,6,3,0,0,0,0,0,0,4,51,0,0,3,3,7,23,106,170,26,36,26,35,23,7,5,460
CED313,24,22,53,60,16,17,8,637,0,0,0,0,0,19,31,23,13,0,5,7,4,0,0,108,4,8,42,44,103,76,280,251,25,25,42,53,34,0,9,993,27,146,103,46,21,18,80,147,32,35,31,43,17,0,21,772,0,4,6,3,36,92,237,117,28,38,41,75,42,11,11,740,0,0,0,16,43,120,456,273,72,58,81,121,31,12,41,1333,0,3,16,27,18,18,19,18,0,4,0,3,0,3,0,123,0,5,50,67,124,101,234,175,39,56,62,61,36,8,15,1047,0,0,0,0,9,3,78,139,57,110,174,174,24,6,9,772,5,68,18,28,32,20,57,41,10,12,7,13,8,11,8,341,3,25,157,580,951,975,1450,638,111,120,101,165,70,84,116,5534,0,0,4,16,8,12,9,0,0,0,0,0,0,0,0,49,0,0,0,0,7,21,27,51,14,18,19,16,12,3,0,204
CED314,7,25,6,14,0,3,4,151,0,0,0,0,0,8,106,164,8,127,552,969,165,11,82,2197,3,11,24,25,42,22,32,36,0,0,0,3,9,0,6,209,8,39,29,7,0,5,0,10,0,0,0,4,0,0,5,118,0,0,0,0,0,20,37,28,6,7,4,8,0,0,3,106,0,0,0,0,7,12,86,65,22,15,17,10,3,0,10,250,3,4,4,0,0,4,4,0,0,0,0,0,0,0,0,17,3,0,23,33,31,26,86,51,7,13,3,10,0,0,9,293,0,0,0,0,3,5,104,144,49,108,118,124,35,0,10,713,13,159,52,28,24,13,34,11,0,0,0,0,0,0,8,348,8,20,116,385,513,388,405,247,21,26,35,28,13,10,82,2292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,33,60,18,13,10,18,5,3,0,168
CED315,0,0,5,10,5,0,0,55,0,0,0,0,0,0,15,4,0,0,0,0,3,0,0,28,6,12,26,25,38,17,86,41,7,4,8,8,0,3,5,293,24,102,90,24,13,8,36,38,3,3,9,5,4,0,23,383,0,5,0,0,12,15,35,28,7,8,0,8,0,0,5,131,0,0,0,0,6,16,57,71,13,17,11,22,6,0,9,221,0,0,6,4,3,0,0,0,0,0,0,0,0,0,0,11,0,11,58,44,43,18,66,24,11,7,9,9,6,5,14,320,0,0,0,0,0,0,45,53,12,16,23,17,13,0,0,177,7,118,45,33,23,22,39,5,0,7,0,5,4,0,5,314,7,22,151,497,765,601,772,417,43,40,50,56,23,31,117,3593,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,28,25,0,9,4,15,4,0,0,98
CED316,0,10,0,4,0,4,0,39,0,0,6,0,0,5,3,3,0,0,0,0,0,0,0,20,5,13,46,33,30,20,32,24,6,0,0,6,6,4,3,235,24,135,89,34,6,4,17,20,3,0,0,4,5,0,16,360,0,0,0,0,3,15,19,14,0,7,9,28,3,3,5,109,0,0,0,0,8,10,60,37,17,19,19,41,13,7,3,225,0,0,6,0,3,0,6,5,0,0,0,0,0,0,0,15,0,11,36,32,28,21,36,28,34,41,49,34,20,0,19,378,0,0,0,0,0,0,67,37,13,23,24,23,8,0,3,205,45,368,82,65,50,36,17,3,3,5,0,3,3,0,26,708,8,37,252,851,1010,762,718,273,41,30,54,50,27,31,161,4312,0,0,4,0,5,5,0,0,0,0,0,0,0,0,0,12,0,0,6,0,0,0,12,22,0,4,3,12,4,3,0,69
CED317,0,0,0,0,0,0,0,17,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,4,9,8,26,18,29,16,47,31,8,4,8,9,3,0,12,235,134,548,287,45,15,15,23,26,6,8,21,18,14,0,119,1277,0,0,0,5,5,50,95,55,8,3,12,17,3,0,11,267,0,0,0,0,6,6,30,16,0,7,11,9,6,0,3,96,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,13,0,7,30,38,18,19,18,10,14,15,17,9,7,0,5,205,0,0,0,0,0,0,18,24,15,5,16,0,3,4,0,85,16,211,66,46,41,25,40,15,4,0,3,7,0,0,16,496,10,30,287,627,793,530,680,443,51,39,62,51,21,35,194,3856,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,6,9,10,0,0,0,5,0,3,0,44
CED318,0,0,0,0,0,0,0,83,0,0,5,0,0,0,6,0,5,0,0,0,0,0,0,14,5,12,42,51,94,46,114,67,5,6,6,12,7,0,10,478,17,168,104,23,24,30,74,121,9,14,17,45,27,3,46,730,0,3,8,13,100,425,637,219,20,27,39,32,21,0,43,1588,0,0,0,5,13,57,287,211,17,36,21,26,4,0,16,704,0,0,4,4,7,0,7,4,0,0,0,0,0,0,4,32,0,13,40,50,58,30,65,34,13,8,14,8,13,0,5,356,0,0,0,4,0,3,118,210,41,57,48,45,11,8,13,552,13,188,74,65,63,53,103,43,3,11,10,15,4,0,18,657,13,35,280,793,1072,850,996,467,73,50,86,76,26,44,180,5036,0,0,6,4,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,4,15,17,3,8,4,10,3,0,5,72
CED319,33,16,17,22,14,0,27,423,0,0,0,0,0,8,28,25,5,16,0,10,0,0,3,90,8,29,31,33,57,55,180,141,17,7,8,9,0,0,5,591,35,316,265,70,27,23,34,68,21,10,10,5,4,0,26,912,0,5,0,4,24,82,158,60,11,17,13,5,15,3,5,405,0,0,0,9,17,48,246,103,26,19,12,28,8,0,6,516,0,0,3,11,3,3,10,4,0,5,0,0,0,0,0,39,0,10,47,56,90,57,166,72,12,17,22,13,8,10,20,594,0,0,0,0,4,4,211,219,77,158,239,262,61,0,17,1260,7,94,36,33,21,17,38,16,7,0,5,3,0,5,7,294,15,26,144,615,1103,1032,1522,706,78,84,119,96,45,54,193,5831,0,0,7,11,5,4,4,3,0,0,0,0,0,0,0,31,0,0,0,3,7,0,43,32,10,15,8,14,9,3,4,148
CED320,0,9,4,0,0,0,10,68,0,0,0,0,0,4,20,4,6,0,0,0,0,0,4,46,7,4,42,46,59,26,82,41,5,7,5,8,4,8,24,362,16,92,63,16,3,4,12,30,4,0,3,6,5,0,27,280,0,0,0,0,8,28,47,20,8,5,30,31,12,0,11,203,0,0,0,0,7,14,106,69,14,26,52,78,36,0,14,419,0,0,5,9,4,7,0,0,0,0,0,0,0,0,3,20,4,10,47,48,34,11,33,27,26,12,23,24,0,0,16,319,0,0,0,0,0,0,19,26,9,8,13,0,3,0,4,80,27,280,66,47,56,28,59,23,3,4,3,5,0,0,20,616,20,34,248,911,1556,1436,2136,1074,131,110,127,159,79,40,355,8410,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,3,3,9,7,4,4,0,0,0,0,0,36
CED321,4,0,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,33,26,16,50,33,0,0,4,5,3,0,6,204,27,102,55,11,3,0,5,4,0,4,7,10,0,0,18,255,0,0,0,3,8,12,8,3,4,0,3,9,3,0,0,46,0,0,0,0,0,6,27,18,6,3,15,34,19,0,0,133,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,11,0,3,18,20,10,11,14,11,8,18,7,8,0,3,8,137,0,0,0,0,0,0,11,20,8,10,14,14,0,0,4,79,22,175,37,23,41,11,20,9,0,0,0,7,0,0,14,366,8,21,147,499,604,423,439,200,21,25,22,26,4,18,141,2598,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,7,21,3,5,4,4,0,0,3,44
CED322,0,9,0,0,4,4,7,151,0,0,0,3,0,6,16,4,0,0,0,0,0,0,0,32,0,20,46,44,74,54,126,52,3,10,9,8,0,0,17,458,15,125,89,26,17,18,50,53,12,16,9,10,9,0,27,487,0,4,3,10,95,240,441,167,30,30,30,39,16,6,22,1152,0,0,0,4,36,80,155,64,13,12,15,41,11,0,15,451,0,9,17,7,11,7,4,4,0,0,0,0,0,0,5,66,3,8,45,43,88,74,107,53,10,13,9,21,20,0,13,517,0,0,0,0,0,0,11,4,8,14,10,4,0,0,0,66,29,197,53,29,38,34,59,15,4,6,4,11,9,0,14,510,14,57,262,942,1642,1654,2415,905,159,133,145,108,61,65,260,8822,0,0,20,19,13,4,8,0,0,0,0,4,0,0,0,72,0,0,0,0,4,0,11,29,4,0,0,0,0,0,0,48
CED323,17,26,26,34,20,3,6,434,0,0,3,3,3,25,22,28,4,3,7,3,0,3,5,114,0,16,43,57,67,34,111,95,6,7,22,11,7,0,17,492,35,296,196,49,31,35,64,113,20,34,30,42,13,0,25,987,5,4,5,29,238,445,579,287,74,85,59,93,53,11,55,2022,0,0,0,26,91,209,478,288,72,105,91,118,60,4,41,1594,5,8,29,31,25,18,10,4,0,0,0,0,3,0,7,148,0,5,38,76,106,80,130,89,44,28,16,19,12,3,13,662,0,0,0,0,0,3,72,159,68,70,122,113,29,4,5,656,32,233,58,37,54,23,49,20,6,7,6,3,7,0,7,551,20,54,419,1226,2203,2096,2997,1325,181,185,182,208,108,151,364,11721,0,8,27,23,21,19,13,13,7,9,0,5,0,0,6,158,0,0,4,3,4,9,40,27,19,22,9,22,8,0,3,172
CED324,34,17,34,25,10,14,12,597,0,0,3,0,4,63,98,91,30,11,22,16,9,0,13,349,0,15,21,41,60,34,96,63,5,10,0,11,6,3,13,385,26,105,80,23,23,24,37,46,8,17,7,7,4,0,17,412,0,5,3,9,41,130,293,108,28,22,27,48,32,20,29,803,0,0,0,11,135,262,1165,540,116,105,122,152,42,6,80,2738,0,0,8,25,12,13,22,10,3,0,0,0,0,0,0,97,0,10,54,119,356,248,567,291,55,80,64,59,40,6,42,1988,0,0,0,0,4,5,67,54,12,46,81,64,12,0,9,360,5,92,35,13,36,21,32,16,0,0,9,7,0,0,7,277,5,21,126,459,801,878,1185,577,107,77,89,108,34,30,129,4620,0,0,8,24,13,12,8,4,0,0,0,6,3,0,0,84,0,0,5,6,28,67,240,360,77,59,82,62,43,0,13,1038
CED325,22,41,24,20,7,0,13,839,0,0,0,0,10,37,133,80,31,4,3,18,0,6,14,323,0,13,33,40,64,29,77,53,0,4,8,6,0,7,15,344,10,92,44,20,5,14,16,33,0,10,5,0,0,0,21,278,0,5,0,8,31,55,96,40,7,0,10,5,4,0,8,272,0,0,0,4,58,98,294,128,10,9,17,16,9,0,14,654,0,0,26,26,24,15,20,14,0,0,0,0,0,0,4,136,0,6,50,90,225,101,234,137,14,17,18,10,5,5,29,941,0,0,0,0,0,28,253,173,17,30,31,43,8,6,3,591,15,195,64,31,48,21,28,13,8,0,0,0,0,0,9,439,8,23,141,511,1172,1776,3037,1881,257,210,263,263,84,83,449,10148,0,4,8,17,16,16,5,3,0,0,0,0,0,0,0,79,0,0,6,3,15,21,105,152,57,19,24,22,8,6,8,443
CED326,11,17,12,11,10,6,3,354,0,0,0,0,0,4,16,17,88,30,9,34,8,0,6,214,9,20,32,53,72,38,170,99,3,6,3,6,0,3,19,536,16,160,122,38,20,12,30,46,9,0,7,3,0,0,19,477,0,9,0,8,10,47,100,37,18,4,3,6,6,3,5,261,0,0,0,0,16,36,228,115,10,10,16,38,13,6,13,510,0,5,13,15,5,5,11,0,4,9,0,0,4,0,0,67,0,4,44,58,58,35,109,51,13,11,8,12,12,0,15,438,0,0,0,0,0,11,342,181,22,40,30,57,13,0,20,718,21,225,50,30,53,21,52,28,6,0,0,4,4,4,21,516,11,30,200,826,1623,1655,2855,1795,233,236,247,220,119,101,257,10404,0,0,3,11,0,9,6,4,0,6,0,3,0,0,0,41,0,0,0,0,11,11,47,64,9,8,0,3,6,0,6,166
CED327,31,26,19,18,7,8,7,610,0,0,0,0,0,87,212,126,45,13,20,39,10,0,9,567,4,9,36,44,54,23,66,53,4,4,9,0,0,0,8,312,10,56,70,23,11,11,20,16,0,0,8,0,0,0,12,234,0,3,0,3,26,70,108,41,7,13,6,4,0,0,8,288,0,0,0,3,74,195,992,427,51,45,70,58,24,0,28,1978,0,3,24,36,42,28,53,19,10,9,4,0,0,0,11,236,0,7,30,79,215,168,476,287,47,38,43,55,19,4,17,1480,0,0,0,0,0,0,20,18,5,6,0,5,0,0,0,63,17,151,42,29,37,14,9,4,0,0,4,0,0,0,9,312,9,13,131,730,1636,2297,3672,2098,268,244,291,280,102,94,410,12271,0,0,14,25,39,34,24,10,0,3,0,0,0,0,0,145,0,0,3,10,33,83,417,467,79,56,79,84,37,18,21,1394
CED328,62,39,40,55,18,13,20,862,0,0,0,4,9,25,25,18,0,0,0,6,0,0,0,94,10,12,21,52,97,76,189,145,14,16,5,12,3,3,11,670,22,69,75,22,21,24,74,64,17,11,8,15,3,6,11,441,0,4,6,9,57,131,192,88,10,19,22,47,33,8,10,660,0,0,0,8,47,108,343,183,36,39,44,65,25,12,17,923,0,4,5,8,3,5,8,9,0,0,0,5,0,0,0,55,0,15,94,143,199,125,258,146,45,39,114,79,65,8,22,1364,0,0,0,0,3,14,67,66,31,48,127,114,26,0,8,513,21,112,36,22,54,51,95,34,11,0,6,13,13,0,4,468,17,23,164,513,718,674,1029,388,48,66,67,74,42,43,76,3943,0,0,12,17,11,10,3,4,4,0,0,0,0,0,0,59,0,0,0,0,11,10,20,46,18,19,19,20,6,7,3,190
CED329,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,9,4,15,31,39,40,23,56,30,6,5,8,5,3,0,9,267,12,63,50,17,13,13,34,49,9,7,11,12,0,0,12,288,0,4,0,0,9,18,35,21,4,6,12,7,6,0,0,126,0,0,0,6,5,3,20,19,13,0,0,4,0,0,4,78,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,9,0,11,29,29,33,12,11,3,3,0,5,4,3,0,11,152,0,0,0,0,0,0,5,6,5,14,9,13,5,0,6,66,36,250,86,58,58,33,56,26,0,6,0,3,0,0,24,633,17,40,312,863,1139,743,688,280,41,29,48,33,27,20,183,4470,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,7,3,0,0,0,0,0,0,0,21
CED330,0,0,0,0,0,0,0,65,0,0,0,0,0,11,18,20,0,0,0,0,0,0,0,54,0,8,36,40,40,31,92,59,3,0,0,6,0,3,10,324,12,42,47,17,8,3,10,16,4,0,0,6,0,0,10,187,0,4,0,7,44,68,86,24,10,3,19,39,14,3,12,325,0,0,0,5,8,28,74,51,14,13,32,67,24,0,5,318,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,12,0,0,46,47,34,29,36,18,9,4,7,14,8,0,3,253,0,0,0,0,3,0,4,6,6,3,0,6,3,0,0,32,24,212,75,70,73,54,64,19,3,7,14,0,0,0,18,623,3,34,243,931,1759,1517,1954,825,109,91,99,89,40,52,294,8054,0,0,5,0,4,4,3,0,0,0,0,0,0,0,3,28,0,0,0,3,0,13,41,33,11,0,7,9,3,0,0,128
CED397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED401,55,67,72,73,38,28,21,1062,0,0,0,0,0,74,131,63,5,10,0,7,0,0,10,313,5,18,39,47,51,33,44,35,6,7,13,4,0,5,14,313,68,1020,766,145,38,12,59,93,34,13,27,30,13,0,85,2412,0,9,5,7,17,51,116,72,10,13,10,34,12,3,5,354,0,0,3,5,43,61,319,211,48,67,60,82,32,0,15,944,0,3,21,54,34,24,43,23,3,7,11,0,4,0,14,249,0,7,58,132,187,140,463,320,151,173,182,190,100,7,27,2137,0,0,0,0,0,6,196,271,186,279,310,307,98,3,23,1678,17,157,63,24,13,11,40,13,10,0,3,5,4,0,10,376,8,23,86,216,255,217,264,157,23,12,30,26,18,33,45,1410,0,9,4,10,4,8,10,0,0,0,0,0,0,0,0,51,0,0,4,9,0,18,185,472,84,120,152,233,99,23,38,1426
CED402,3,0,0,0,0,0,9,35,0,0,0,0,0,5,0,4,3,0,0,15,9,0,0,39,4,12,18,13,14,14,18,15,0,0,5,3,4,0,3,127,23,223,152,24,4,0,13,13,0,5,4,7,0,0,44,514,0,0,0,0,0,5,13,12,0,0,0,9,0,0,0,43,0,0,0,0,5,6,30,13,5,0,0,4,4,0,3,63,5,0,8,0,4,0,4,0,0,0,0,0,0,0,0,22,0,4,13,16,10,5,33,20,63,84,90,63,11,0,13,428,0,0,0,0,0,0,14,8,5,7,9,25,13,0,14,92,21,399,95,33,20,10,31,11,4,0,0,0,0,0,21,656,9,11,80,204,301,248,266,160,28,23,22,32,12,6,98,1485,0,0,0,9,5,0,4,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,20,60,4,14,6,24,8,0,0,141
CED403,37,31,29,51,7,6,10,715,0,0,0,0,0,36,30,34,10,4,5,3,0,4,0,128,6,23,73,59,79,36,113,85,10,7,9,10,4,0,4,515,53,399,247,59,22,24,39,41,8,7,13,3,5,0,28,947,0,4,6,9,20,40,87,35,6,12,11,19,9,0,4,263,0,0,0,8,27,46,199,82,28,18,37,25,15,6,12,502,5,14,35,80,30,26,33,11,0,4,4,3,10,0,12,270,0,10,56,81,150,101,259,178,39,44,50,36,22,12,16,1056,0,0,0,4,5,7,355,336,213,332,335,360,109,7,32,2086,30,311,99,42,19,19,60,28,4,13,0,9,0,0,18,664,15,22,90,234,307,186,269,124,22,17,15,25,20,3,41,1399,0,6,3,0,0,3,3,0,0,0,0,0,0,0,0,21,0,0,3,6,4,26,93,162,19,38,39,68,21,0,6,481
CED404,0,0,0,0,0,0,0,32,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,15,41,30,16,12,25,8,0,5,0,4,3,0,7,162,28,158,139,28,14,0,4,8,0,0,0,0,0,0,20,398,0,9,0,0,0,7,14,5,0,0,4,4,0,0,0,35,0,0,0,3,15,8,19,16,0,3,3,6,0,0,3,73,0,0,0,3,0,3,7,0,0,0,0,0,0,0,0,15,0,0,16,18,15,11,40,21,9,18,7,7,0,0,9,156,0,0,0,0,0,0,5,15,17,27,13,3,0,0,0,82,20,341,82,34,17,15,21,8,4,3,0,8,0,0,21,579,5,6,91,249,288,175,251,133,28,18,21,18,22,7,68,1368,0,4,3,6,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,4,0,15,32,16,8,5,5,3,0,0,108
