CED_CODE_2021,M_15_19_Ud_wk_L_5_hrs,M_15_19_Ud_wk_5_14_hrs,M_15_19_Ud_wk_15_29_hrs,M_15_19_Ud_wk_30h_more,M_15_19_no_Ud_wk,M_15_19_Ud_wk_ns,M_15_19_OS_vis,M_15_19_yr_Tot,M_20_24_Ud_wk_L_5_hrs,M_20_24_Ud_wk_5_14_hrs,M_20_24_Ud_wk_15_29_hrs,M_20_24_Ud_wk_30h_more,M_20_24_no_Ud_wk,M_20_24_Ud_wk_ns,M_20_24_OS_vis,M_20_24_yr_Tot,M_25_34_Ud_wk_L_5_hrs,M_25_34_Ud_wk_5_14_hrs,M_25_34_Ud_wk_15_29_hrs,M_25_34_Ud_wk_30h_more,M_25_34_no_Ud_wk,M_25_34_Ud_wk_ns,M_25_34_OS_vis,M_25_34_yr_Tot,M_35_44_Ud_wk_L_5_hrs,M_35_44_Ud_wk_5_14_hrs,M_35_44_Ud_wk_15_29_hrs,M_35_44_Ud_wk_30h_more,M_35_44_no_Ud_wk,M_35_44_Ud_wk_ns,M_35_44_OS_vis,M_35_44_yr_Tot,M_45_54_Ud_wk_L_5_hrs,M_45_54_Ud_wk_5_14_hrs,M_45_54_Ud_wk_15_29_hrs,M_45_54_Ud_wk_30h_more,M_45_54_no_Ud_wk,M_45_54_Ud_wk_ns,M_45_54_OS_vis,M_45_54_yr_Tot,M_55_64_Ud_wk_L_5_hrs,M_55_64_Ud_wk_5_14_hrs,M_55_64_Ud_wk_15_29_hrs,M_55_64_Ud_wk_30h_more,M_55_64_no_Ud_wk,M_55_64_Ud_wk_ns,M_55_64_OS_vis,M_55_64_yr_Tot,M_65_74_Ud_wk_L_5_hrs,M_65_74_Ud_wk_5_14_hrs,M_65_74_Ud_wk_15_29_hrs,M_65_74_Ud_wk_30h_more,M_65_74_no_Ud_wk,M_65_74_Ud_wk_ns,M_65_74_OS_vis,M_65_74_yr_Tot,M_75_84_Ud_wk_L_5_hrs,M_75_84_Ud_wk_5_14_hrs,M_75_84_Ud_wk_15_29_hrs,M_75_84_Ud_wk_30h_more,M_75_84_no_Ud_wk,M_75_84_Ud_wk_ns,M_75_84_OS_vis,M_75_84_yr_Tot,M_85ov_Ud_wk_L_5_h,M_85ov_Ud_wk_5_14_h,M_85ov_Ud_wk_15_29_h,M_85ov_Ud_wk_30h_more,M_85ov_no_Ud_wk,M_85ov_Ud_wk_ns,M_85ov_OS_vis,M_85_yr_over_Tot,M_Tot_Ud_wk_L_5_hrs,M_Tot_Ud_wk_5_14_hrs,M_Tot_Ud_wk_15_29_hrs,M_Tot_Ud_wk_30h_more,M_Tot_no_Ud_wk,M_Tot_Ud_wk_ns,M_Tot_OS_vis,M_Total_Tot,F_15_19_Ud_wk_L_5_hrs,F_15_19_Ud_wk_5_14_hrs,F_15_19_Ud_wk_15_29_hrs,F_15_19_Ud_wk_30h_more,F_15_19_no_Ud_wk,F_15_19_Ud_wk_ns,F_15_19_OS_vis,F_15_19_yr_Tot,F_20_24_Ud_wk_L_5_hrs,F_20_24_Ud_wk_5_14_hrs,F_20_24_Ud_wk_15_29_hrs,F_20_24_Ud_wk_30h_more,F_20_24_no_Ud_wk,F_20_24_Ud_wk_ns,F_20_24_OS_vis,F_20_24_yr_Tot,F_25_34_Ud_wk_L_5_hrs,F_25_34_Ud_wk_5_14_hrs,F_25_34_Ud_wk_15_29_hrs,F_25_34_Ud_wk_30h_more,F_25_34_no_Ud_wk,F_25_34_Ud_wk_ns,F_25_34_OS_vis,F_25_34_yr_Tot,F_35_44_Ud_wk_L_5_hrs,F_35_44_Ud_wk_5_14_hrs,F_35_44_Ud_wk_15_29_hrs,F_35_44_Ud_wk_30h_more,F_35_44_no_Ud_wk,F_35_44_Ud_wk_ns,F_35_44_OS_vis,F_35_44_yr_Tot,F_45_54_Ud_wk_L_5_hrs,F_45_54_Ud_wk_5_14_hrs,F_45_54_Ud_wk_15_29_hrs,F_45_54_Ud_wk_30h_more,F_45_54_no_Ud_wk,F_45_54_Ud_wk_ns,F_45_54_OS_vis,F_45_54_yr_Tot,F_55_64_Ud_wk_L_5_hrs,F_55_64_Ud_wk_5_14_hrs,F_55_64_Ud_wk_15_29_hrs,F_55_64_Ud_wk_30h_more,F_55_64_no_Ud_wk,F_55_64_Ud_wk_ns,F_55_64_OS_vis,F_55_64_yr_Tot,F_65_74_Ud_wk_L_5_hrs,F_65_74_Ud_wk_5_14_hrs,F_65_74_Ud_wk_15_29_hrs,F_65_74_Ud_wk_30h_more,F_65_74_no_Ud_wk,F_65_74_Ud_wk_ns,F_65_74_OS_vis,F_65_74_yr_Tot,F_75_84_Ud_wk_L_5_hrs,F_75_84_Ud_wk_5_14_hrs,F_75_84_Ud_wk_15_29_hrs,F_75_84_Ud_wk_30h_more,F_75_84_no_Ud_wk,F_75_84_Ud_wk_ns,F_75_84_OS_vis,F_75_84_yr_Tot,F_85ov_Ud_wk_L_5_h,F_85ov_Ud_wk_5_14_h,F_85ov_Ud_wk_15_29_h,F_85ov_Ud_wk_30h_more,F_85ov_no_Ud_wk,F_85ov_Ud_wk_ns,F_85ov_OS_vis,F_85_yr_over_Tot,F_Tot_Ud_wk_L_5_hrs,F_Tot_Ud_wk_5_14_hrs,F_Tot_Ud_wk_15_29_hrs,F_Tot_Ud_wk_30h_more,F_Tot_no_Ud_wk,F_Tot_Ud_wk_ns,F_Tot_OS_vis,F_Total_Tot,P_15_19_Ud_wk_L_5_hrs,P_15_19_Ud_wk_5_14_hrs,P_15_19_Ud_wk_15_29_hrs,P_15_19_Ud_wk_30h_more,P_15_19_no_Ud_wk,P_15_19_Ud_wk_ns,P_15_19_OS_vis,P_15_19_yr_Tot,P_20_24_Ud_wk_L_5_hrs,P_20_24_Ud_wk_5_14_hrs,P_20_24_Ud_wk_15_29_hrs,P_20_24_Ud_wk_30h_more,P_20_24_no_Ud_wk,P_20_24_Ud_wk_ns,P_20_24_OS_vis,P_20_24_yr_Tot,P_25_34_Ud_wk_L_5_hrs,P_25_34_Ud_wk_5_14_hrs,P_25_34_Ud_wk_15_29_hrs,P_25_34_Ud_wk_30h_more,P_25_34_no_Ud_wk,P_25_34_Ud_wk_ns,P_25_34_OS_vis,P_25_34_yr_Tot,P_35_44_Ud_wk_L_5_hrs,P_35_44_Ud_wk_5_14_hrs,P_35_44_Ud_wk_15_29_hrs,P_35_44_Ud_wk_30h_more,P_35_44_no_Ud_wk,P_35_44_Ud_wk_ns,P_35_44_OS_vis,P_35_44_yr_Tot,P_45_54_Ud_wk_L_5_hrs,P_45_54_Ud_wk_5_14_hrs,P_45_54_Ud_wk_15_29_hrs,P_45_54_Ud_wk_30h_more,P_45_54_no_Ud_wk,P_45_54_Ud_wk_ns,P_45_54_OS_vis,P_45_54_yr_Tot
CED323,1888,335,34,22,2125,374,10,4801,2016,935,131,51,2567,590,36,6320,3906,3207,568,262,4958,1575,114,14594,3107,3493,875,427,2826,1106,58,11879,3030,3554,929,403,2747,957,61,11680,2638,3226,863,368,2843,984,80,10999,1885,2502,1023,421,3163,889,48,9934,908,1285,589,323,2296,642,23,6073,230,253,134,93,874,311,8,1897,19595,18801,5144,2372,24398,7422,444,78180,1998,539,61,22,1737,330,12,4700,2079,1646,283,146,2048,620,34,6854,2980,4239,1381,1203,3769,1459,99,15126,1597,3659,2103,1902,1975,1009,47,12282,1665,4093,2219,1510,1925,915,50,12379,1689,3685,2020,1154,2404,957,71,11983,949,2559,2016,1365,2899,859,65,10713,626,1209,993,743,2328,788,19,6718,265,315,145,130,1246,533,6,2641,13839,21937,11225,8166,20334,7478,410,83393,3885,877,101,49,3861,700,30,9500,4095,2580,412,195,4610,1210,73,13175,6882,7448,1952,1466,8729,3031,215,29720,4700,7148,2971,2320,4801,2119,99,24160,4691,7651,3147,1913,4671,1873,111,24055
CED324,2155,447,42,19,1834,179,3,4680,2328,1165,132,56,2704,407,16,6807,3965,3680,682,284,4879,892,60,14448,2931,4259,1307,478,3012,587,28,12607,2454,3727,997,338,2069,425,29,10045,1894,2819,830,379,1952,323,25,8226,1135,1831,856,385,1649,243,46,6135,539,870,445,240,1106,162,8,3370,145,171,76,61,587,83,0,1128,17546,18974,5367,2238,19794,3303,217,67446,2162,577,81,28,1610,184,12,4658,2111,1655,272,106,1798,319,19,6272,2777,4202,1460,1283,3447,712,49,13928,1442,3968,2578,2354,2136,522,25,13019,1167,3679,2239,1454,1595,352,39,10519,964,2755,1832,1152,1621,284,57,8673,613,1664,1504,1180,1614,247,41,6861,367,771,696,601,1303,227,9,3966,205,274,146,81,1139,169,4,2021,11802,19540,10802,8250,16252,3011,258,69920,4316,1023,122,44,3447,369,19,9338,4440,2819,403,162,4500,729,31,13079,6741,7885,2142,1563,8325,1597,116,28382,4370,8222,3883,2835,5147,1113,52,25624,3618,7410,3231,1799,3664,779,65,20569
CED325,2503,602,64,23,2769,425,5,6389,1874,920,112,69,2630,684,6,6306,3316,3420,707,311,4112,1913,24,13801,2818,4370,1329,590,3273,1573,16,13962,2634,3752,1002,411,2841,954,16,11614,1993,2844,859,377,2624,542,38,9275,1012,1741,738,388,1904,320,28,6129,451,645,336,207,1126,162,5,2927,117,106,62,34,425,61,3,805,16727,18404,5210,2406,21691,6632,140,71208,2413,762,99,55,2296,343,4,5970,1672,1401,331,205,1798,359,9,5771,1988,4014,1786,1936,3290,911,21,13941,1303,4090,2707,2616,2610,820,13,14164,1292,3988,2309,1533,2333,502,25,11981,1083,2980,1739,1242,2099,371,47,9560,586,1511,1386,1060,1868,261,42,6710,356,648,530,447,1302,211,19,3509,154,167,88,60,809,90,3,1368,10839,19549,10960,9156,18411,3872,183,72982,4917,1359,162,77,5062,765,7,12364,3548,2323,444,277,4430,1048,23,12079,5304,7435,2488,2242,7405,2827,44,27744,4120,8463,4031,3200,5887,2401,31,28130,3923,7744,3312,1946,5170,1455,41,23591
CED326,2500,515,40,24,2316,218,0,5612,1808,774,118,51,2040,267,0,5061,2993,3122,651,282,3091,599,12,10754,3015,4402,1279,541,2588,598,13,12445,2962,4038,1025,445,2344,489,18,11317,2310,3007,900,429,2318,360,35,9361,1407,2325,1141,530,2460,345,23,8224,674,1127,553,345,1826,317,16,4856,193,232,112,80,818,195,0,1630,17861,19535,5815,2728,19813,3390,129,69266,2511,619,92,35,1799,233,0,5291,1514,1348,314,203,1393,237,3,5001,1821,3835,1777,1781,2175,611,14,12022,1411,4471,2803,2561,1841,579,11,13681,1608,4584,2399,1556,1844,467,25,12478,1391,3573,2066,1269,2146,365,46,10850,855,2321,2040,1590,2557,390,41,9792,587,1116,903,776,2211,426,9,6023,275,312,166,122,1448,400,0,2721,11966,22176,12563,9879,17409,3702,153,77849,5010,1135,132,59,4115,449,0,10904,3315,2119,435,250,3437,506,9,10065,4817,6959,2432,2058,5266,1210,30,22776,4426,8878,4083,3105,4433,1179,25,26123,4572,8618,3418,1995,4192,954,42,23795
CED327,2385,609,92,30,3003,550,4,6679,1893,919,141,79,2711,487,13,6239,3113,3034,666,339,4688,1063,24,12928,2969,3926,1174,527,3896,978,20,13484,2587,3249,886,439,3059,677,12,10913,2001,2581,792,375,2749,476,40,9016,1181,1710,819,440,2301,340,31,6826,426,647,374,215,1319,197,6,3184,85,76,51,25,436,81,0,753,16639,16743,4998,2471,24154,4854,149,70022,2300,800,128,65,2443,460,11,6199,1471,1314,343,269,1926,420,8,5754,1832,3400,1666,1961,3523,1071,21,13472,1347,3915,2547,2687,2902,932,17,14342,1243,3588,2027,1570,2447,657,18,11537,1055,2799,1764,1335,2392,423,57,9828,641,1607,1387,1233,2251,358,33,7521,328,522,440,431,1372,240,13,3345,112,115,72,40,763,172,0,1272,10329,18063,10374,9594,20017,4721,167,73269,4688,1407,218,100,5449,1006,13,12883,3363,2236,485,349,4641,906,16,11988,4944,6430,2334,2308,8209,2135,44,26399,4313,7837,3722,3208,6799,1916,37,27826,3828,6833,2916,2005,5504,1336,29,22454
CED328,3404,560,35,27,2412,147,15,6601,3071,1408,120,55,2422,326,25,7421,3020,3271,631,202,2392,411,50,9977,2561,4548,1468,489,1508,286,29,10889,2663,4873,1389,412,1194,244,28,10799,1833,3155,948,356,1020,175,33,7527,1143,2175,1022,387,1041,152,38,5954,609,1121,548,290,901,158,11,3633,168,214,120,63,512,97,0,1179,18463,21327,6281,2280,13408,1995,220,63981,3266,748,51,25,2017,165,16,6285,2714,1879,277,89,1684,209,19,6869,2303,3731,1206,926,1592,383,36,10175,1253,4113,2879,2433,1028,287,20,12013,1285,4560,2934,1674,851,223,27,11556,982,3226,1989,1038,792,178,39,8246,604,2047,1766,1208,1110,198,45,6965,375,932,917,713,1025,194,6,4156,240,273,159,118,971,204,7,1982,13027,21505,12186,8227,11065,2036,213,68249,6673,1306,82,56,4427,311,32,12882,5790,3285,394,146,4106,530,47,14292,5326,6999,1842,1133,3983,793,83,20154,3810,8655,4349,2924,2533,571,48,22897,3941,9436,4323,2087,2043,466,58,22352
CED329,1983,434,46,21,1611,410,4,4508,1129,514,101,49,1158,347,10,3311,1685,1739,396,232,1727,831,29,6637,1718,2439,757,403,1294,818,17,7447,2264,3226,1020,520,1874,820,23,9741,2399,3608,1368,799,2622,785,27,11608,1922,3374,1870,1253,3236,759,36,12453,953,1439,891,676,2131,521,20,6631,210,232,147,106,750,199,5,1644,14258,17003,6588,4049,16406,5493,172,63970,1927,497,63,33,1258,295,8,4083,855,750,213,160,765,211,7,2960,959,1882,995,1173,1082,541,32,6659,764,2673,1766,1789,837,592,17,8433,1249,3813,2152,1504,1217,663,31,10630,1426,4046,2769,2013,1972,719,27,12974,870,2761,2720,2584,2672,710,31,12348,559,1104,1046,1146,2046,574,11,6492,234,244,163,141,1207,325,5,2323,8837,17778,11887,10547,13050,4632,168,66898,3906,933,109,52,2865,710,9,8586,1983,1267,311,210,1925,560,19,6268,2643,3622,1383,1402,2817,1370,60,13299,2479,5111,2521,2193,2129,1406,34,15877,3509,7039,3168,2028,3090,1481,48,20373
CED330,2622,568,43,20,2437,448,0,6137,1638,772,120,55,1895,339,14,4832,2522,2795,723,313,2715,728,47,9851,2584,3922,1266,575,2056,788,23,11210,2863,4275,1318,567,2410,751,13,12187,2438,3570,1292,710,2532,622,12,11179,1324,2300,1281,886,2500,466,13,8778,609,884,544,431,1478,331,5,4281,136,139,69,70,415,134,0,967,16739,19228,6662,3632,18432,4597,124,69420,2681,807,91,40,1935,416,3,5980,1385,1161,363,215,1281,356,12,4776,1430,3115,1766,1959,1880,839,27,11015,996,3943,2682,2648,1253,829,17,12364,1302,4609,2773,1935,1534,736,13,12892,1076,3488,2527,1996,1866,543,19,11519,567,1929,1871,1968,1923,492,21,8772,352,734,628,702,1319,361,12,4111,159,153,81,79,668,264,0,1407,9942,19933,12788,11547,13662,4836,126,72839,5303,1381,133,61,4371,859,6,12119,3019,1935,484,267,3180,698,25,9602,3949,5905,2492,2272,4599,1568,72,20863,3584,7867,3949,3225,3305,1615,37,23578,4162,8880,4087,2501,3940,1489,26,25084
CED397,0,0,0,0,3,0,0,8,3,0,0,0,3,5,0,8,6,3,0,0,14,40,6,69,3,8,0,0,21,74,6,107,7,8,3,0,14,45,0,77,0,3,0,0,9,16,0,26,0,3,0,0,3,6,4,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,20,3,0,70,187,17,317,0,0,0,0,3,4,0,6,0,0,0,0,0,4,5,9,0,0,0,4,8,12,7,35,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,11,29,10,65,0,0,0,0,6,10,0,11,4,0,0,0,4,8,5,18,3,0,0,4,21,57,15,102,3,8,0,0,23,77,6,114,7,4,3,0,14,45,0,79
CED401,2025,389,43,6,2294,239,13,5013,2793,1543,192,88,3775,517,31,8935,5352,5090,863,335,6276,1263,114,19282,3586,4832,1325,478,3513,930,75,14742,3008,4026,1076,378,2719,777,40,12032,2522,3477,934,339,2682,601,37,10595,1581,2440,895,395,2353,441,35,8150,689,1017,437,211,1518,271,8,4154,215,255,133,63,970,139,4,1773,21778,23068,5898,2298,26107,5178,358,84675,2216,627,53,34,2062,268,17,5283,2735,2149,357,126,2923,466,24,8777,3891,5617,1853,1513,4462,959,89,18386,1707,4377,2675,2432,2221,669,52,14131,1530,4046,2447,1333,1754,522,51,11686,1367,3866,2119,1153,1981,486,54,11031,838,2471,1924,1209,2071,440,54,9002,544,1075,901,657,1707,336,9,5230,316,463,211,154,1849,296,4,3294,15148,24697,12543,8617,21037,4441,357,86825,4241,1021,97,47,4356,504,33,10295,5529,3689,547,217,6700,978,60,17719,9244,10706,2709,1847,10738,2222,200,37672,5292,9203,4007,2907,5730,1601,125,28870,4539,8076,3521,1709,4483,1298,87,23720
CED402,2304,416,51,10,1846,431,7,5054,1575,798,107,45,1529,378,86,4516,2654,2763,642,297,2175,1011,384,9921,2230,3158,952,446,1657,1056,166,9669,2807,3767,1061,417,2037,993,42,11119,3003,3822,1266,583,2765,912,14,12364,1900,3018,1543,949,3107,826,13,11348,829,1250,702,542,1993,511,0,5818,212,270,159,112,871,207,11,1839,17502,19253,6479,3407,17980,6321,715,71654,2157,571,74,22,1289,349,5,4467,1124,1111,282,198,855,231,8,3822,1223,2855,1553,1679,1225,531,48,9116,824,3149,2166,1992,896,525,24,9579,1149,4071,2458,1469,1228,643,16,11039,1194,4045,2784,1742,1834,665,27,12288,645,2233,2538,2325,2323,727,11,10806,471,996,991,1152,2159,559,10,6332,255,349,227,168,1467,355,0,2820,9039,19390,13080,10738,13281,4587,152,70268,4461,988,121,34,3140,777,9,9522,2701,1909,391,241,2383,606,100,8328,3877,5615,2191,1974,3402,1544,432,19037,3052,6307,3118,2437,2554,1588,185,19248,3956,7836,3518,1893,3267,1640,54,22157
CED403,2486,312,28,8,1867,159,8,4865,2207,955,107,49,1943,197,7,5469,3526,3406,606,206,3000,395,24,11165,2682,4321,1239,462,1774,320,14,10818,2717,4275,1138,382,1672,351,24,10557,2507,3842,1022,399,1964,301,14,10050,1757,3066,1304,493,2159,278,15,9067,881,1398,729,388,1680,256,9,5346,307,375,180,126,1077,155,3,2218,19074,21954,6344,2513,17136,2403,130,69557,2529,447,58,13,1629,116,8,4802,2288,1440,208,101,1431,183,8,5671,2550,4136,1303,1111,2174,379,21,11677,1368,4148,2712,2066,1201,315,15,11822,1391,4595,2657,1205,1046,294,12,11210,1455,4335,2405,1232,1588,313,36,11352,843,2963,2610,1650,2133,330,41,10559,580,1373,1277,1002,2080,320,9,6634,433,560,340,213,2194,268,0,4007,13440,23983,13562,8589,15470,2519,158,77729,5015,760,81,22,3494,272,20,9668,4500,2396,317,155,3377,379,24,11136,6076,7540,1902,1316,5174,778,48,22839,4049,8468,3956,2529,2970,636,32,22637,4108,8867,3797,1588,2719,650,36,21766
CED404,1953,439,41,21,1772,487,4,4708,1446,808,136,57,1560,535,4,4551,2613,2916,730,353,2884,1505,33,11029,2260,3160,1010,461,2087,1383,23,10381,2772,3551,1046,512,2636,1477,19,12012,3041,4156,1330,742,3722,1402,14,14408,2018,3031,1595,1066,3503,980,14,12200,765,1210,738,630,2267,671,3,6287,194,245,140,127,822,236,0,1757,17055,19518,6758,3972,21256,8668,111,77340,1785,567,89,42,1306,445,0,4225,1059,1204,295,199,987,314,11,4067,1235,2971,1526,1891,1449,852,14,9935,746,2887,2001,1996,1045,744,11,9427,1170,3927,2280,1521,1400,860,3,11168,1213,3959,2812,1927,2192,932,13,13046,676,2334,2339,2398,2756,882,9,11397,426,967,958,1157,2233,662,7,6402,217,304,192,167,1349,303,0,2524,8516,19122,12494,11289,14703,5991,72,72195,3737,999,125,63,3071,935,4,8935,2503,2010,435,257,2547,848,14,8624,3846,5886,2259,2240,4335,2355,51,20957,3002,6050,3016,2459,3128,2124,30,19808,3946,7483,3325,2034,4035,2333,19,23180
CED405,1938,270,24,11,2054,191,3,4490,1943,837,90,43,2201,226,4,5342,3504,3273,610,222,3535,512,22,11681,2782,3914,1013,382,2317,400,16,10813,2854,3775,986,331,2451,411,17,10827,2689,3649,997,415,2886,387,30,11056,1557,2492,1055,511,2510,284,27,8437,800,1120,624,283,1769,229,8,4836,277,313,183,120,1085,136,4,2119,18343,19644,5582,2319,20813,2776,128,69605,1943,443,46,15,1635,138,4,4224,1854,1274,210,122,1432,194,4,5090,2438,4047,1443,1299,2262,447,22,11967,1276,3808,2444,1935,1510,412,19,11399,1438,4216,2303,1393,1699,340,22,11412,1373,4087,2277,1466,2091,349,26,11672,820,2356,2124,1614,2372,309,33,9626,560,1223,1079,910,2091,345,13,6221,370,454,274,182,1873,211,6,3363,12070,21904,12208,8947,16964,2747,145,74981,3875,713,72,23,3693,330,9,8717,3795,2108,301,163,3631,425,13,10434,5946,7326,2056,1523,5798,957,46,23649,4056,7718,3456,2316,3825,809,31,22216,4297,7989,3290,1725,4146,751,39,22236
CED406,2260,352,33,7,2113,192,4,4959,1952,699,90,49,1805,167,5,4766,3211,3189,682,269,2391,395,7,10146,2729,4011,1059,428,1791,395,4,10423,2685,3851,1008,394,1924,363,7,10233,2494,3460,951,397,2133,288,12,9741,1479,2722,1245,598,2289,274,14,8620,582,1087,584,356,1506,200,3,4313,159,232,100,92,710,121,0,1421,17557,19611,5746,2591,16677,2393,55,64621,2262,454,39,18,1647,186,5,4610,1747,1173,250,151,1146,148,4,4629,1891,3661,1609,1568,1464,360,10,10556,1173,3961,2513,2123,1026,383,12,11193,1333,4278,2154,1380,1274,341,9,10766,1341,3983,2250,1311,1728,309,12,10935,730,2351,2269,1784,2269,314,26,9741,453,955,866,781,1677,308,11,5050,227,269,155,116,1174,233,5,2171,11154,21089,12108,9228,13398,2584,87,69647,4520,801,76,24,3760,375,8,9569,3698,1876,338,200,2953,318,9,9389,5100,6856,2291,1844,3851,757,16,20705,3905,7972,3571,2553,2814,779,14,21609,4019,8132,3168,1772,3199,703,19,21004
CED407,2228,370,31,12,2397,208,4,5244,2125,873,108,46,2551,251,6,5956,3299,3083,621,252,3781,651,18,11702,2883,4079,1080,449,2749,592,4,11830,2820,3774,968,338,2408,415,12,10732,2400,3241,900,372,2386,273,19,9598,1469,2343,1003,511,2317,250,26,7917,690,1112,641,353,1685,223,7,4708,177,226,117,98,780,138,4,1540,18079,19103,5465,2434,21051,2997,109,69238,2201,538,54,14,1877,173,3,4864,1799,1150,228,134,1695,156,3,5162,1949,3401,1526,1574,2497,467,16,11424,1116,3806,2491,2309,1722,463,4,11917,1234,4171,2249,1396,1561,303,9,10921,1130,3608,2146,1345,1961,258,40,10479,678,2157,2034,1660,2313,307,34,9184,485,1020,933,834,2075,368,10,5730,265,292,148,130,1194,238,6,2275,10858,20145,11816,9399,16892,2729,121,71963,4430,904,89,28,4276,385,7,10112,3924,2026,334,178,4244,410,13,11117,5256,6484,2150,1826,6283,1113,30,23128,4000,7881,3572,2757,4468,1053,14,23748,4049,7941,3218,1737,3963,716,23,21654
CED408,2672,363,33,12,1626,271,5,4979,1840,625,85,22,1327,205,5,4110,2419,2529,618,229,1365,351,13,7521,2222,3742,1186,463,1024,397,9,9027,2810,4494,1303,516,1398,439,14,10980,2872,4324,1435,610,1842,492,13,11578,1962,3755,1900,1090,2235,484,10,11438,902,1775,1050,657,1674,347,8,6412,222,312,175,126,776,159,5,1781,17905,21921,7783,3729,13266,3139,84,67830,2639,562,42,27,1369,266,4,4901,1542,1069,182,115,752,138,3,3802,1322,2855,1344,1452,789,341,7,8109,891,3654,2559,2257,574,377,9,10318,1255,4882,2902,1590,813,434,3,11883,1308,4812,2942,1708,1298,442,9,12518,838,3193,3332,2557,2028,492,17,12456,496,1244,1333,1314,1792,412,7,6594,249,341,214,201,1240,264,7,2503,10529,22610,14850,11213,10651,3159,60,73082,5304,928,73,35,2992,536,13,9875,3382,1689,267,136,2080,345,9,7913,3744,5381,1963,1680,2157,696,27,15638,3111,7397,3746,2720,1590,768,17,19348,4064,9377,4208,2109,2208,879,19,22855
CED409,2194,464,45,33,2953,378,0,6063,2012,1060,152,69,2769,352,5,6416,3619,3406,771,382,4506,815,28,13527,2796,3506,1011,588,3403,762,25,12081,2500,3247,876,402,3254,591,15,10888,2372,2951,924,468,3346,509,11,10573,1161,1764,769,544,2581,430,22,7275,457,669,438,285,1604,276,3,3734,165,179,73,80,674,177,0,1346,17276,17250,5065,2841,25087,4290,112,71910,2122,689,126,43,2272,368,0,5618,1675,1507,456,319,1942,355,4,6261,1885,3947,1951,2434,3175,823,23,14245,1222,3599,2235,2279,2199,639,15,12191,1290,3604,2035,1462,2199,555,23,11170,1168,3224,2001,1500,2633,464,26,11013,596,1633,1401,1262,2442,432,26,7798,374,754,622,585,1930,413,5,4689,182,239,112,108,1119,323,0,2091,10512,19199,10937,9991,19917,4384,126,75066,4315,1152,173,72,5224,746,0,11679,3684,2569,609,391,4708,711,11,12683,5507,7351,2725,2813,7684,1641,52,27775,4020,7111,3244,2864,5600,1402,38,24275,3788,6857,2916,1865,5454,1146,40,22057
CED410,2692,397,24,12,2427,163,15,5729,2405,887,100,43,2325,185,13,5956,3651,3431,614,197,3617,465,21,11998,2958,4509,1277,441,2489,429,23,12117,3047,4441,1133,397,2064,336,35,11454,2614,3736,1038,376,2138,272,29,10199,1663,2914,1168,472,2117,229,33,8601,1035,1651,773,350,1773,204,13,5795,327,412,203,120,1179,156,0,2404,20391,22367,6325,2407,20124,2453,183,74251,2553,512,32,12,1774,140,3,5029,2211,1295,210,98,1629,192,0,5639,2525,3938,1407,1238,2683,439,15,12246,1331,4115,2912,2453,1741,342,18,12908,1291,4578,2881,1719,1426,330,17,12234,1336,4051,2559,1432,1714,245,61,11406,796,2902,2540,1720,2138,266,36,10390,690,1668,1409,1128,2214,350,18,7472,459,608,331,233,2092,283,4,4007,13187,23666,14284,10037,17401,2585,171,81332,5244,902,61,26,4198,306,18,10756,4612,2187,315,137,3958,377,16,11593,6177,7368,2023,1432,6298,907,33,24243,4284,8620,4194,2894,4226,772,35,25028,4337,9022,4010,2117,3484,673,49,23692
CED497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,10,4,5,19,0,0,0,0,7,7,0,15,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,19,8,7,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,10,4,5,19,0,0,0,0,7,7,0,15
