CED_CODE_2021,P_PG_Deg_35_44_yr,P_PG_Deg_45_54_yr,P_PG_Deg_55_64_yr,P_PG_Deg_65_74_yr,P_PG_Deg_75_84_yr,P_PG_Deg_85_yr_over,P_PGuate_Deg_Tot,P_Grad_Dip_Cer_15_24_yr,P_Grad_Dip_Cer_25_34_yr,P_Grad_Dip_Cer_35_44_yr,P_Grad_Dip_Cer_45_54_yr,P_Grad_Dip_Cer_55_64_yr,P_Grad_Dip_Cer_65_74_yr,P_Grad_Dip_Cer_75_84_yr,P_Grad_Dip_Cer_85_yr_over,P_Grad_Dip_Cer_Tot,P_B_Deg_15_24_yr,P_B_Deg_25_34_yr,P_B_Deg_35_44_yr,P_B_Deg_45_54_yr,P_B_Deg_55_64_yr,P_B_Deg_65_74_yr,P_B_Deg_75_84_yr,P_B_Deg_85_yr_over,P_B_Deg_Tot,P_Adv_Dip_Dip_15_24,P_Adv_Dip_Dip_25_34,P_Adv_Dip_Dip_35_44,P_Adv_Dip_Dip_45_54,P_Adv_Dip_Dip_55_64,P_Adv_Dip_Dip_65_74,P_Adv_Dip_Dip_75_84,P_Adv_Dip_Dip_85_yr_over,P_Adv_Dip_Dip_Total,P_Cer_III_IV_15_24_yr,P_Cer_III_IV_25_34_yr,P_Cer_III_IV_35_44_yr,P_Cer_III_IV_45_54_yr,P_Cer_III_IV_55_64_yr,P_Cer_III_IV_65_74_yr,P_Cer_III_IV_75_84_yr,P_Cer_III_IV_85_yr_over,P_Cer_III_IV_Tot,P_Cer_I_II_15_24_yr,P_Cer_I_II_25_34_yr,P_Cer_I_II_35_44_yr,P_Cer_I_II_45_54_yr,P_Cer_I_II_55_64_yr,P_Cer_I_II_65_74_yr,P_Cer_I_II_75_84_yr,P_Cer_I_II_85_yr_over,P_Cer_I_II_Tot,P_Cer_nfd_15_24_yr,P_Cer_nfd_25_34_yr,P_Cer_nfd_35_44_yr,P_Cer_nfd_45_54_yr,P_Cer_nfd_55_64_yr,P_Cer_nfd_65_74_yr,P_Cer_nfd_75_84_yr,P_Cer_nfd_85_yr_over,P_Cer_nfd_Tot,P_Cer_Tot_15_24_yr,P_Cer_Tot_25_34_yr,P_Cer_Tot_35_44_yr,P_Cer_Tot_45_54_yr,P_Cer_Tot_55_64_yr,P_Cer_Tot_65_74_yr,P_Cer_Tot_75_84_yr,P_Cer_Tot_85_yr_over,P_Cer_Tot_Tot,P_lvl_educ_inad_desc_15_24,P_lvl_educ_inad_desc_25_34,P_lvl_educ_inad_desc_35_44,P_lvl_educ_inad_desc_45_54,P_lvl_educ_inad_desc_55_64,P_lvl_educ_inad_desc_65_74,P_lvl_educ_inad_desc_75_84,P_lvl_educ_inad_desc_85ov,P_lvl_educ_inad_desc_Tot,P_lvl_educ_ns_15_24,P_lvl_educ_ns_25_34,P_lvl_educ_ns_35_44,P_lvl_educ_ns_45_54,P_lvl_educ_ns_55_64,P_lvl_educ_ns_65_74,P_lvl_educ_ns_75_84,P_lvl_educ_ns_85ov,P_lvl_educ_ns_Tot,P_Tot_15_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
CED233,7017,3295,2348,1527,643,104,31791,233,2188,1458,1093,894,622,175,20,6670,9340,28007,11338,5246,3450,2285,980,241,60885,2303,4766,2920,1767,1351,986,416,116,14622,1587,3501,1892,1358,1124,512,238,84,10298,260,289,147,120,106,61,22,0,1006,172,385,275,283,267,156,81,32,1649,2021,4171,2314,1759,1497,729,340,119,12956,235,452,216,120,84,77,56,20,1251,2946,5449,2956,1811,1521,1104,697,380,16873,18357,60607,28218,15083,11148,7326,3309,998,145057
CED234,4665,2746,1823,1076,434,81,15212,63,588,992,1133,967,666,263,45,4715,2627,7715,8886,7132,4816,3063,1445,412,36095,833,1992,2546,3020,2668,1965,1219,362,14613,1187,1753,1788,2747,2530,1415,1198,437,13055,155,108,140,167,165,95,70,16,908,133,142,245,456,498,439,264,97,2277,1471,2000,2169,3373,3195,1958,1526,547,16242,63,129,153,169,188,153,135,52,1043,688,1023,1024,981,858,899,1103,864,7441,6011,17565,20438,18554,14523,9779,6126,2355,95358
CED235,665,673,744,582,216,21,3500,58,388,518,565,642,610,156,22,2952,515,2693,2640,2215,2216,2048,787,147,13258,345,1565,2021,2040,2192,2022,804,207,11203,1792,4981,4498,4666,4800,3284,1420,371,25814,261,272,272,226,258,209,53,19,1562,111,196,241,319,409,433,195,55,1957,2171,5446,5008,5211,5461,3924,1670,441,29337,24,61,74,70,97,155,119,28,627,1115,1181,1283,1341,1633,1891,1496,707,10644,4257,11894,12204,12114,12992,11235,5243,1579,71514
CED236,648,512,373,236,82,12,2756,42,436,527,530,473,315,98,18,2432,619,3134,2650,2060,1656,1252,436,102,11910,504,1795,2029,2146,2076,1471,642,132,10799,2295,4915,4480,4835,4569,2882,1160,276,25409,344,314,287,257,220,160,40,8,1623,127,220,259,372,380,292,135,33,1821,2768,5441,5025,5463,5165,3332,1341,316,28851,36,77,90,60,98,94,67,24,542,1620,1769,1624,1832,2037,2031,1896,1161,13964,5664,13470,12601,12601,11869,8724,4554,1766,71252
CED237,3138,1010,469,224,54,5,8482,76,702,781,502,308,134,42,0,2545,1844,6637,6141,2866,1636,935,234,39,20331,1001,3220,3813,2645,1664,804,258,46,13450,1826,4269,3871,3594,2845,1539,610,149,18710,233,249,246,200,191,83,19,3,1224,174,309,440,506,455,250,67,15,2216,2230,4829,4551,4305,3495,1874,698,165,22155,81,186,214,123,121,82,38,3,853,1226,1746,1579,1180,1083,977,856,582,9235,6764,20588,20225,12638,8779,5028,2185,847,77053
CED238,759,692,749,624,179,24,3839,54,402,562,610,674,539,132,18,2990,548,3201,3079,2684,2358,2089,727,149,14836,351,1566,1873,2180,2387,2021,794,199,11375,2139,4810,4453,4820,4857,2812,1021,267,25177,323,295,270,228,254,161,41,14,1575,103,186,223,345,393,353,143,46,1795,2563,5286,4943,5392,5499,3336,1198,331,28551,18,65,55,63,89,113,80,32,523,1341,1324,1390,1580,1850,2066,1668,1006,12224,4926,12614,12665,13204,13611,10782,4777,1755,74328
CED239,5001,2326,1243,615,152,13,15700,98,1269,1483,1135,801,383,75,10,5248,2897,12609,8674,4559,2350,1179,319,72,32652,1063,3064,2857,2251,1423,685,235,81,11667,1305,3319,2393,2306,1906,940,484,259,12915,155,215,170,125,102,71,13,4,851,125,278,293,374,339,167,85,37,1686,1582,3813,2849,2806,2346,1171,585,298,15451,61,183,184,111,100,72,40,20,762,946,1914,1337,977,803,744,736,682,8142,6922,28925,22371,14167,9069,4849,2136,1176,89617
CED297,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,4,6,3,6,0,0,0,19,0,3,5,8,6,0,0,0,32,0,5,21,32,14,0,0,0,73,0,0,0,0,0,0,0,0,8,0,0,3,4,0,0,0,0,8,0,5,22,32,22,0,0,0,86,0,0,0,0,0,0,0,0,5,4,38,94,127,108,13,0,0,389,7,48,136,178,147,17,0,0,530
CED301,1215,765,597,298,81,10,3791,71,576,647,546,424,263,74,7,2602,909,4049,4018,2649,1654,1074,404,91,14841,859,2818,3106,2816,2288,1244,428,74,13620,3964,7782,6716,5821,4725,2757,1079,238,33089,1148,672,445,301,213,136,35,6,2949,317,410,519,543,466,345,142,25,2763,5437,8855,7684,6668,5403,3235,1252,269,38801,56,111,111,95,100,158,71,21,719,1894,1995,1798,1537,1373,1277,1081,564,11520,9252,19204,18573,15080,11836,7543,3383,1034,85907
CED302,3432,2291,1339,670,214,40,10151,77,662,1000,1006,686,389,101,25,3953,1976,6681,7913,5820,3206,1913,724,187,28415,937,1997,2907,3108,2280,1383,562,141,13320,2220,3440,3627,3774,3098,2018,993,302,19468,495,224,225,184,159,126,50,10,1479,171,197,366,450,446,358,188,49,2226,2889,3863,4224,4408,3709,2498,1227,362,23172,51,106,173,142,141,127,78,25,838,757,963,955,886,727,707,765,614,6367,6800,16323,20594,17663,12085,7693,3666,1401,86223
CED303,1002,1080,911,618,215,48,4436,55,394,539,649,572,422,106,17,2761,1003,3192,3799,3455,2490,1971,743,172,16820,831,1837,2902,3313,2911,1910,806,193,14701,2824,4735,5184,5159,5095,3543,1606,372,28525,600,282,243,239,233,181,50,15,1831,206,248,370,498,576,500,278,63,2733,3623,5262,5797,5890,5905,4224,1936,447,33080,51,52,92,148,135,181,127,32,822,688,751,860,907,973,1133,1116,921,7356,6287,12023,14999,15444,13899,10453,5051,1832,79991
CED304,5100,3675,2338,1188,371,51,18414,167,1732,1507,1448,1030,516,146,28,6570,5051,17508,10517,7807,4500,2479,1007,199,49069,1944,3696,2763,2795,2180,1202,530,136,15248,2645,4554,2757,2323,2001,1042,461,134,15920,530,379,200,140,129,83,26,4,1487,215,356,362,381,350,273,114,45,2108,3392,5289,3323,2848,2485,1390,611,183,19514,115,297,192,134,135,95,70,34,1077,1711,3500,2332,1781,1433,975,717,432,12876,12720,37369,25729,20491,14100,7848,3441,1064,122767
CED305,691,618,493,298,76,12,2781,43,363,393,469,409,250,51,8,1978,843,3124,3109,2309,1690,1107,372,88,12652,321,1274,1846,1982,1874,1131,350,81,8854,2751,6846,6471,5602,4953,2963,993,204,30781,767,464,359,264,185,107,35,3,2191,212,258,356,363,388,295,136,27,2037,3737,7564,7186,6230,5527,3368,1162,232,35006,36,73,84,79,120,77,64,17,559,2564,4183,3999,4077,3526,2018,1335,614,22313,7587,17134,17303,15770,13643,8247,3408,1052,84147
CED306,802,652,554,373,85,12,3175,54,346,430,473,429,265,56,14,2069,979,3765,3348,2595,1889,1259,407,83,14329,412,1536,1967,2287,2100,1326,503,91,10224,2582,6120,5871,5684,5391,3425,1247,221,30544,716,338,316,248,199,141,41,4,2010,198,259,338,447,449,341,148,22,2200,3500,6715,6518,6374,6042,3909,1431,256,34761,50,94,89,112,94,112,71,15,647,1789,2381,2021,1994,2226,2011,1317,622,14364,6821,15498,15180,14494,13340,9252,3889,1080,79558
CED307,1636,1545,997,545,140,16,5669,83,493,806,962,648,368,105,15,3481,1232,4229,5643,4650,2633,1555,562,90,20603,766,2111,2993,3482,2607,1478,508,110,14051,2944,5021,5109,4994,3894,2347,941,176,25429,684,334,235,225,176,135,37,9,1841,246,262,406,541,485,379,167,34,2515,3880,5622,5755,5759,4556,2864,1147,215,29789,44,60,92,134,113,131,76,16,668,718,822,836,885,621,635,559,335,5413,6752,14105,17760,17403,12178,7577,3097,795,79673
CED308,1877,1279,957,565,199,30,6674,95,589,626,638,428,330,90,19,2820,1595,5134,4933,3779,2462,1791,728,130,20556,1690,3172,3501,3813,2882,1858,804,137,17851,3361,5814,5745,5828,4903,3388,1702,344,31081,706,361,282,242,245,200,72,6,2120,295,406,556,633,652,615,272,58,3484,4361,6579,6580,6704,5796,4204,2046,412,36691,78,120,154,160,187,184,124,53,1059,1631,2062,1775,1725,1367,1552,1463,742,12309,9547,19331,19446,18099,14081,10492,5444,1527,97970
CED309,1345,1329,1131,866,311,42,5987,42,410,711,818,716,593,197,37,3510,847,4335,5213,4429,3187,2482,1096,255,21846,653,1978,2818,3280,3051,2437,1042,294,15549,2624,4599,5182,5381,5201,3530,1588,392,28485,619,271,249,209,252,220,72,17,1907,210,264,381,517,565,586,269,101,2888,3449,5130,5806,6103,6011,4339,1936,508,33283,38,75,111,142,165,177,127,52,888,1058,1284,1416,1378,1381,1546,1540,973,10576,6134,14122,17419,17478,15649,12443,6249,2157,91638
CED310,1224,1145,963,834,328,60,5556,55,406,631,711,684,547,187,25,3244,1125,4594,4652,3919,2958,2402,1060,228,20934,694,1983,2831,3313,2898,2222,1061,277,15289,3089,5099,5345,5484,5076,3512,1708,493,29791,688,278,226,207,201,192,68,13,1871,255,282,384,504,562,591,306,89,2981,4033,5660,5951,6189,5838,4294,2079,592,34647,48,70,102,145,167,185,173,55,954,1190,1389,1308,1347,1371,1541,1558,917,10628,7198,15074,16694,16769,14881,12034,6450,2150,91254
CED311,497,444,344,203,38,4,1927,46,281,330,401,364,201,48,4,1674,632,2498,2625,2047,1525,1048,299,55,10716,255,1202,1679,2055,1974,1202,345,46,8754,2568,6287,6490,6007,5374,3153,1004,160,31036,911,484,371,268,258,144,30,5,2474,163,259,341,441,428,324,106,19,2081,3644,7036,7200,6715,6060,3619,1141,179,35587,30,84,88,112,108,122,52,16,609,1982,2601,2807,2905,2897,2347,1289,449,17264,6613,14067,15223,14670,13259,8738,3210,747,76541
CED312,1169,763,490,292,76,13,4014,73,534,513,509,317,191,56,6,2198,1121,4365,4199,2628,1647,1091,406,73,15536,1359,3147,3454,3003,2142,1249,451,85,14889,4111,7449,6658,5902,4542,2883,1173,242,32960,885,530,392,281,209,142,51,7,2497,335,451,579,576,474,365,196,39,3009,5332,8430,7625,6750,5226,3392,1417,293,38466,76,114,136,130,124,127,94,21,815,1966,2466,2016,1650,1276,1266,1140,642,12424,9987,20210,19109,15436,11218,7607,3641,1137,88347
CED313,4787,3387,2059,926,294,41,16667,137,1507,1460,1390,892,456,125,21,5988,4687,14829,10324,7138,3883,2087,679,182,43806,1638,3127,2963,2881,2039,1103,483,130,14359,2367,4218,3041,2665,2233,1170,561,210,16465,478,281,167,151,116,71,27,3,1308,168,285,336,414,363,265,121,43,1991,3016,4788,3547,3223,2709,1502,713,258,19762,98,218,201,150,100,89,60,18,942,1632,2475,1692,1350,1112,972,796,540,10559,11533,31780,24969,19524,12793,7138,3149,1191,112089
CED314,1233,1064,865,552,206,23,5130,74,495,568,610,560,384,128,19,2843,1155,4181,4076,3084,2218,1726,710,167,17327,659,1746,2066,2386,2098,1424,650,160,11183,3521,5750,4736,4287,3775,2319,1013,237,25642,833,472,277,229,156,135,46,4,2142,236,239,297,425,363,342,174,67,2141,4584,6463,5314,4938,4301,2802,1231,308,29930,58,86,81,89,80,97,88,33,604,1331,1323,1206,1189,1196,1202,1206,720,9369,7925,15412,14536,13371,11317,8190,4218,1431,76400
CED315,1128,943,760,443,152,18,4521,91,548,625,553,425,275,61,14,2602,1212,4651,3802,2976,2072,1343,504,93,16649,540,1908,2220,2480,2043,1270,444,79,10984,3127,6209,5620,4835,4394,2533,964,190,27880,811,483,260,219,169,110,38,7,2100,223,271,335,372,374,287,126,30,2023,4161,6969,6220,5423,4939,2929,1133,224,31996,64,91,68,95,83,86,63,16,562,2403,2312,1821,1646,1525,1345,923,493,12472,8528,17487,15876,14124,11841,7690,3281,943,79778
CED316,524,536,520,436,164,24,2627,33,240,375,403,432,395,118,21,2029,501,2296,2558,2254,1976,1745,666,134,12137,276,1084,1511,2043,2505,2127,877,160,10572,2278,4270,4403,4837,5621,5169,2356,438,29374,700,421,301,275,251,266,96,9,2314,202,225,314,394,517,546,287,60,2549,3187,4914,5017,5504,6388,5985,2742,510,34249,35,56,65,82,133,175,160,39,743,1114,1188,1101,1386,1720,2330,2262,964,12070,5163,10182,11154,12213,13674,13204,6978,1848,74413
CED317,595,542,584,453,115,14,2817,30,347,397,424,492,377,94,8,2171,688,3011,2717,2218,2045,1730,532,73,13015,354,1482,1875,2306,2482,1851,633,100,11085,2681,6035,5760,5768,6162,4389,1454,237,32492,735,401,312,277,278,186,47,8,2247,153,266,311,420,424,481,147,29,2233,3577,6692,6385,6467,6869,5051,1649,272,36973,42,72,73,102,137,162,93,29,703,2739,3064,2864,3175,3377,3331,1861,733,21143,7459,15168,14915,15236,15983,12955,4972,1225,87909
CED318,1340,1193,1103,665,216,27,5616,42,567,664,793,664,448,93,12,3290,878,5010,4692,3944,2981,2068,695,118,20397,479,2077,2866,3320,2997,1912,668,116,14440,2691,5556,5549,5867,5253,3300,1206,255,29689,815,486,418,349,300,175,38,6,2590,223,307,415,482,557,470,189,34,2678,3729,6348,6384,6704,6108,3938,1436,302,34958,48,84,123,140,160,164,100,18,843,2816,4050,3050,3148,3239,2967,1553,540,21354,8042,19171,19121,19248,17249,12171,4759,1136,100907
CED319,2772,1759,995,612,211,45,8502,62,940,1051,972,619,419,125,29,4218,1867,8215,7706,5003,2721,1615,736,238,28111,1062,2781,3011,2931,2160,1220,641,213,14013,2505,4604,4001,3670,3085,1869,903,367,20996,492,304,208,213,164,110,35,10,1534,201,269,368,458,421,321,175,53,2277,3191,5177,4571,4344,3663,2307,1116,428,24801,55,123,148,163,109,107,75,52,829,887,1407,1182,1003,849,846,979,918,8074,7209,20684,20438,16176,11115,7130,3884,1924,88549
CED320,588,513,450,422,145,17,2496,65,389,463,462,377,327,107,9,2211,800,3030,2902,2317,1668,1468,684,119,12979,780,2447,2839,2939,2513,1846,753,140,14263,3892,7184,6576,6254,5390,3854,1744,339,35231,880,528,406,274,249,204,71,10,2618,307,404,479,577,562,548,237,43,3156,5081,8118,7457,7099,6205,4602,2053,388,41008,49,101,110,110,131,188,104,35,827,1534,1640,1438,1369,1257,1572,1357,741,10905,8332,16076,15800,14815,12590,10431,5198,1452,84689
CED321,395,400,415,305,104,7,2019,41,266,296,365,361,283,81,8,1694,710,2631,2426,1981,1653,1391,451,89,11332,275,1121,1620,2072,2195,1513,529,88,9414,2598,5218,4609,4611,4543,3320,1094,186,26185,676,422,310,282,286,187,45,4,2213,181,213,294,449,435,384,129,28,2118,3453,5856,5215,5345,5266,3893,1269,226,30521,23,78,85,95,120,145,109,23,671,1932,2255,1994,2405,2702,2523,1810,772,16397,6460,12572,12029,12654,12715,10053,4355,1218,72048
CED322,1872,1399,923,602,212,25,6603,82,577,710,686,504,371,106,15,3053,1584,5851,5900,4217,2517,1880,753,158,22863,1220,2298,3277,3378,2549,1724,681,203,15343,2488,4226,4634,4779,4176,2940,1375,356,24968,392,223,178,217,194,170,54,4,1427,238,260,450,531,565,495,260,65,2871,3114,4707,5255,5524,4944,3599,1686,426,29263,68,96,142,152,133,188,131,38,946,1055,1588,1424,1355,1210,1385,1515,1267,10797,7204,16609,18588,16710,12780,9755,5091,2143,88870
CED323,2045,1398,1085,718,284,41,8257,93,678,658,652,552,419,137,25,3215,2273,8040,5761,4208,3000,2346,979,241,26850,1813,3426,3212,3330,2887,2040,907,218,17832,2851,4938,4395,4705,4280,2971,1638,410,26188,508,287,215,209,207,172,64,8,1673,241,370,465,594,557,555,333,77,3191,3599,5590,5077,5505,5039,3704,2036,497,31050,84,204,178,147,200,206,161,54,1240,1921,3216,2406,2134,2332,2306,1914,1145,17375,9970,23674,19343,17361,15084,11745,6418,2228,105819
CED324,4644,2729,1707,979,331,54,14700,102,968,1074,1027,698,429,148,27,4474,2964,10122,8674,5570,3467,2212,917,253,34179,1314,2678,2616,2327,1861,1240,623,170,12833,2105,3256,2752,2574,2216,1344,748,236,15237,511,243,185,129,131,96,26,4,1321,177,237,333,351,382,318,129,53,1980,2784,3733,3268,3055,2736,1761,908,302,18540,87,177,190,153,126,145,100,34,1011,1094,1720,1249,944,812,743,682,510,7752,8614,23398,21715,15796,11408,7510,3703,1343,93488
CED325,2833,1670,1015,606,189,31,8041,79,577,839,709,474,327,74,15,3086,1515,6334,6376,4039,2316,1410,558,136,22688,1187,2880,3227,2814,2017,1160,451,93,13822,3047,5305,4839,4081,3184,1741,711,158,23074,839,379,299,227,178,96,33,4,2052,286,345,496,511,470,272,163,37,2586,4182,6037,5634,4817,3831,2106,906,199,27712,85,119,201,157,132,90,72,16,872,1397,1763,1591,1188,966,787,635,306,8634,8502,19341,20691,15394,10745,6484,2887,797,84853
CED326,2097,1128,798,515,181,36,5876,63,567,758,666,541,374,118,23,3108,1170,4639,5890,4045,2338,1726,748,183,20737,852,2742,3556,3376,2543,1777,745,181,15769,3235,5659,5737,5378,4327,2944,1463,393,29139,741,393,302,244,210,175,47,7,2114,272,367,505,597,473,478,203,53,2962,4249,6415,6551,6219,5015,3593,1719,459,34216,57,99,150,154,154,152,137,42,945,1000,1377,1389,1213,1064,1159,1213,949,9371,7442,16914,20396,16795,12453,9293,4855,1880,90024
CED327,2522,1106,638,356,115,24,6503,69,518,622,471,344,189,50,9,2272,1338,5089,5649,3167,1879,1267,380,70,18845,1085,2591,3248,2588,1910,1138,370,72,13012,3189,5232,5089,4517,3567,2246,806,175,24807,849,456,356,258,185,104,35,3,2252,297,341,485,488,479,367,130,42,2627,4334,6027,5933,5265,4226,2717,974,214,29687,62,156,210,140,141,129,81,26,945,2002,2284,2129,1577,1145,1060,738,383,11312,8961,18344,20320,14314,10273,6851,2710,795,82573
CED328,5254,4262,2729,1828,856,181,18488,94,850,1267,1419,970,660,226,38,5515,3596,8030,8631,7633,4388,3179,1533,382,37369,1208,1532,2143,2613,2021,1480,849,261,12105,2255,2407,2190,2195,1745,1150,596,199,12747,615,160,132,126,78,71,45,13,1243,158,150,258,349,300,329,214,78,1844,3023,2722,2584,2675,2126,1554,853,291,15833,86,88,127,148,120,106,90,43,812,879,882,683,614,489,549,633,502,5230,9124,17249,20696,19361,12847,9352,5033,1696,95360
CED329,572,716,731,708,266,27,3348,26,188,332,522,590,499,145,18,2319,385,1894,2763,2907,2650,2403,948,167,14114,319,1084,1767,2416,2880,2347,1018,182,12017,2125,3774,4283,5095,5688,4441,1716,356,27480,644,338,282,301,295,214,69,6,2144,183,200,290,464,606,650,252,53,2700,2954,4314,4846,5860,6590,5302,2040,419,32330,42,58,82,117,150,207,137,39,827,1228,1263,1406,1634,1951,2123,1749,850,12197,4965,9114,11772,14168,15540,13591,6299,1705,77149
CED330,931,865,670,505,137,24,3676,51,386,577,593,407,298,64,8,2386,845,3189,3706,3010,1987,1471,533,88,14830,983,2138,2815,3255,2582,1474,503,96,13843,3229,6087,6806,6441,5617,3203,1162,191,32736,824,412,374,276,233,153,30,0,2303,260,339,485,576,568,421,167,26,2844,4312,6837,7662,7293,6420,3777,1368,220,37883,35,94,111,123,127,171,90,25,782,1507,1497,1628,1654,1446,1420,992,504,10654,7767,14658,17436,16785,13639,9118,3692,973,84062
CED397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,6,3,4,0,3,0,0,0,9,4,20,6,9,0,5,0,0,37,0,0,8,0,0,0,0,0,10,0,0,0,4,0,0,0,0,6,4,17,15,15,3,3,0,0,56,0,0,0,0,0,0,0,0,0,13,57,78,46,16,6,0,0,223,20,79,96,65,27,12,0,0,308
CED401,4750,2412,1689,1162,468,111,17316,92,1114,1152,980,834,689,179,26,5073,3996,13505,9152,5430,3734,2927,1078,293,40101,1198,2936,2818,2649,2357,1698,707,203,14556,2349,4065,3374,3271,3011,1756,782,332,18941,310,390,291,239,197,122,36,10,1591,159,238,318,490,483,393,180,65,2318,2811,4684,3984,3994,3699,2275,994,405,22850,132,262,201,154,128,124,87,31,1126,1554,2256,1710,1532,1351,1210,882,684,11175,10250,31012,23761,17145,13793,10078,4401,1751,112200
CED402,486,407,381,276,80,14,2155,33,264,371,396,428,340,87,13,1931,557,2702,2636,2153,1635,1405,565,122,11771,226,1156,1643,2223,2249,1787,635,138,10054,2790,5743,5471,5410,5173,3402,1196,284,29475,451,554,467,378,305,215,58,6,2430,167,241,375,550,531,415,189,46,2504,3417,6544,6311,6337,6003,4033,1442,338,34409,40,92,107,120,131,143,106,38,775,1382,1369,1386,1718,1970,2087,1685,841,12433,5702,12606,12943,13360,12783,10067,4592,1492,73538
CED403,3339,2260,1759,1255,479,104,12227,46,742,1048,1065,996,783,266,49,4986,2262,8325,7713,5599,3963,3207,1414,417,32908,523,1737,2471,2814,2889,2407,1080,369,14294,2019,3558,3239,3463,3462,2434,1334,525,20035,326,286,254,220,165,151,63,20,1487,136,192,306,484,522,597,327,138,2702,2484,4040,3795,4169,4152,3184,1721,679,24228,67,119,126,138,142,163,161,52,975,712,862,823,804,870,1043,1073,764,6952,6243,18707,19322,16844,14774,12038,6198,2439,96563
CED404,516,390,414,311,89,5,2396,25,272,334,352,463,362,84,10,1898,692,2881,2496,1937,1690,1410,445,94,11646,229,1159,1576,2089,2418,1811,575,109,9975,2418,6038,5459,5873,5968,3862,1458,348,31432,400,629,515,365,349,184,41,10,2500,142,287,356,463,504,438,175,24,2392,2953,6951,6337,6705,6824,4486,1680,383,36325,44,73,109,105,131,133,72,31,696,1809,2259,2188,2550,2862,2632,1978,825,17107,5814,14218,13554,14125,14802,11147,4925,1461,80042
CED405,2166,1242,889,555,174,40,7340,59,574,769,687,618,443,107,15,3266,1759,6918,5849,3785,2700,1924,675,188,23808,565,2084,2574,2826,2718,1760,655,204,13378,2195,4725,4373,4465,4288,2753,1366,492,24653,362,393,290,261,208,152,49,9,1716,140,259,367,539,530,467,234,81,2623,2698,5374,5026,5266,5028,3372,1642,579,28993,72,123,140,151,148,144,91,51,924,813,1112,971,1013,1083,1041,1009,610,7656,6076,18350,17505,14968,13195,9245,4349,1686,85362
CED406,1170,766,568,394,121,29,3943,45,412,568,563,507,360,116,10,2580,1032,4020,4025,2861,2038,1536,551,109,16168,333,1691,2679,2764,2509,1867,671,143,12657,2727,6285,5914,5580,4956,3550,1483,423,30915,557,552,466,307,256,184,55,18,2393,176,311,439,557,512,487,222,70,2770,3456,7151,6816,6439,5719,4220,1763,505,36078,54,93,112,110,143,146,102,41,796,746,882,952,896,896,996,974,583,6919,5717,15093,16328,14398,12369,9516,4297,1419,79135
CED407,2036,970,519,331,109,20,6099,66,463,684,488,399,269,85,13,2465,1670,5375,5078,2903,1814,1249,499,122,18714,566,2099,2768,2837,2277,1613,588,111,12853,2530,5279,5208,4982,4351,2988,1597,431,27364,444,510,385,311,218,148,39,16,2065,174,247,401,540,484,389,218,83,2538,3147,6030,5998,5829,5051,3529,1856,522,31972,60,131,174,132,101,128,86,29,837,786,927,929,822,742,913,1071,707,6897,6430,17000,17674,13984,10899,8041,4295,1519,79843
CED408,1349,1515,1235,1094,423,56,6469,33,364,690,878,856,841,245,30,3941,887,3432,4634,4457,3476,3296,1306,255,21750,248,1309,2226,3060,3263,2943,1235,237,14516,2229,4481,4878,5127,5067,3790,1695,391,27658,403,374,338,301,267,224,68,20,1995,155,231,364,556,623,721,327,91,3075,2788,5088,5586,5981,5951,4741,2093,499,32724,43,83,96,125,153,171,178,47,892,929,788,947,1116,1315,1526,1306,741,8663,4971,11827,15524,17142,16245,14605,6781,1865,88963
CED409,730,374,259,124,35,9,2241,63,347,356,267,264,152,36,7,1491,984,3148,2514,1600,1043,694,239,55,10288,412,2105,2319,2098,1891,1025,336,71,10260,3382,7708,6149,5084,4247,2439,1033,271,30321,594,1017,602,357,294,148,36,4,3051,224,391,454,451,428,282,131,36,2401,4202,9112,7212,5892,4970,2861,1201,316,35764,59,136,113,93,113,83,55,8,661,1578,1850,1624,1434,1343,1360,1131,736,11051,7337,17372,14869,11749,9875,6304,3033,1216,71758
CED410,4805,3006,2040,1464,665,143,16432,68,754,1086,1076,1040,846,288,50,5224,2605,9031,8882,6703,4491,3475,1742,507,37435,659,1934,2519,2761,2578,2286,1212,393,14342,1822,2933,2792,3254,3011,1981,1191,448,17434,260,234,214,178,174,122,59,24,1262,142,207,299,457,515,472,291,111,2509,2223,3379,3305,3891,3704,2577,1542,585,21202,59,147,183,149,138,148,135,59,1026,711,993,897,855,742,863,1137,880,7078,6542,20330,21673,18444,14749,11663,6724,2619,102741
CED497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,4,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,9,0,0,12,7,5,0,0,0,28
