SOSR_CODE_2021,F_Tot_LF_15_19_yr,F_Tot_LF_20_24_yr,F_Tot_LF_25_34_yr,F_Tot_LF_35_44_yr,F_Tot_LF_45_54_yr,F_Tot_LF_55_64_yr,F_Tot_LF_65_74_yr,F_Tot_LF_75_84_yr,F_Tot_LF_85_yr_over,F_Tot_LF_Tot,F_NILF_15_19_yr,F_NILF_20_24_yr,F_NILF_25_34_yr,F_NILF_35_44_yr,F_NILF_45_54_yr,F_NILF_55_64_yr,F_NILF_65_74_yr,F_NILF_75_84_yr,F_NILF_85_yr_over,F_NILF_Tot,F_LF_st_ns_15_19,F_LF_st_ns_20_24,F_LF_st_ns_25_34,F_LF_st_ns_35_44,F_LF_st_ns_45_54,F_LF_st_ns_55_64,F_LF_st_ns_65_74,F_LF_st_ns_75_84,F_LF_st_ns_85_yr_over,F_LF_st_ns_Total,F_Tot_15_19_yr,F_Tot_20_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Emp_wrk_Ft_15_19,P_Emp_wrk_Ft_20_24,P_Emp_wrk_Ft_25_34,P_Emp_wrk_Ft_35_44,P_Emp_wrk_Ft_45_54,P_Emp_wrk_Ft_55_64,P_Emp_wrk_Ft_65_74,P_Emp_wrk_Ft_75_84,P_Emp_wrk_Ft_85_yr_over,P_Emp_wrk_Ft_Tot,P_Emp_wrk_Pt_15_19,P_Emp_wrk_Pt_20_24,P_Emp_wrk_Pt_25_34,P_Emp_wrk_Pt_35_44,P_Emp_wrk_Pt_45_54,P_Emp_wrk_Pt_55_64,P_Emp_wrk_Pt_65_74,P_Emp_wrk_Pt_75_84,P_Emp_wrk_Pt_85_yr_over,P_Emp_wrk_Pt_Tot,P_Emp_a_f_wrk_15_19,P_Emp_a_f_wrk_20_24,P_Emp_a_f_wrk_25_34,P_Emp_a_f_wrk_35_44,P_Emp_a_f_wrk_45_54,P_Emp_a_f_wrk_55_64,P_Emp_a_f_wrk_65_74,P_Emp_a_f_wrk_75_84,P_Emp_a_f_wrk_85_yr_over,P_Emp_a_f_wrk_Tot,P_Hr_wrk_ns_15_19,P_Hr_wrk_ns_20_24,P_Hr_wrk_ns_25_34,P_Hr_wrk_ns_35_44,P_Hr_wrk_ns_45_54,P_Hr_wrk_ns_55_64,P_Hr_wrk_ns_65_74,P_Hr_wrk_ns_75_84,P_Hr_wrk_ns_85_yr_over,P_Hr_wrk_ns_Tot,P_Tot_emp_15_19,P_Tot_emp_20_24,P_Tot_emp_25_34,P_Tot_emp_35_44,P_Tot_emp_45_54,P_Tot_emp_55_64,P_Tot_emp_65_74,P_Tot_emp_75_84,P_Tot_emp_85_yr_over,P_Tot_emp_Tot,P_UE_lk_fr_Ft_wrk_15_19,P_UE_lk_fr_Ft_wrk_20_24,P_UE_lk_fr_Ft_wrk_25_34,P_UE_lk_fr_Ft_wrk_35_44,P_UE_lk_fr_Ft_wrk_45_54,P_UE_lk_fr_Ft_wrk_55_64,P_UE_lk_fr_Ft_wrk_65_74,P_UE_lk_fr_Ft_wrk_75_84,P_UE_lk_for_Ft_wrk_85_over,P_UE_looking_for_Ft_wk_Tot,P_UE_lk_for_Pt_wk_15_19,P_UE_lk_for_Pt_wk_20_24,P_UE_lk_for_Pt_wk_25_34,P_UE_lk_for_Pt_wk_35_44,P_UE_lk_for_Pt_wk_45_54,P_UE_lk_for_Pt_wk_55_64,P_UE_lk_for_Pt_wk_65_74,P_UE_lk_for_Pt_wk_75_84,P_UE_looking_for_Pt_wk_85ov,P_UE_lk_for_Pt_wrk_Tot,P_Tot_unemp_15_19,P_Tot_unemp_20_24,P_Tot_unemp_25_34,P_Tot_unemp_35_44,P_Tot_unemp_45_54,P_Tot_unemp_55_64,P_Tot_unemp_65_74,P_Tot_unemp_75_84,P_Tot_unemp_85_yr_over,P_Tot_unemp_Total,P_Tot_LF_15_19_yr,P_Tot_LF_20_24_yr,P_Tot_LF_25_34_yr,P_Tot_LF_35_44_yr,P_Tot_LF_45_54_yr,P_Tot_LF_55_64_yr,P_Tot_LF_65_74_yr,P_Tot_LF_75_84_yr,P_Tot_LF_85_yr_over,P_Tot_LF_Tot,P_NILF_15_19_yr,P_NILF_20_24_yr,P_NILF_25_34_yr,P_NILF_35_44_yr,P_NILF_45_54_yr,P_NILF_55_64_yr,P_NILF_65_74_yr,P_NILF_75_84_yr,P_NILF_85_yr_over,P_NILF_Tot,P_LF_st_ns_15_19,P_LF_st_ns_20_24,P_LF_st_ns_25_34,P_LF_st_ns_35_44,P_LF_st_ns_45_54,P_LF_st_ns_55_64,P_LF_st_ns_65_74,P_LF_st_ns_75_84,P_LF_st_ns_85_yr_over,P_LF_st_ns_Total,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
SOSR313,2992,3654,8371,8189,7631,5867,1286,122,11,38121,1542,894,2311,1885,1808,3752,6980,4331,1659,25160,274,356,817,681,591,602,565,386,236,4500,4809,4899,11498,10756,10028,10223,8828,4832,1908,67782,1341,4294,10776,10320,10115,7023,1316,113,9,45303,3740,2067,4258,4339,3649,3526,1379,228,19,23192,225,329,1034,692,628,812,235,25,0,3978,112,156,395,296,202,113,57,14,9,1371,5421,6840,16461,15650,14591,11475,2990,377,35,73847,261,368,550,341,367,321,42,0,0,2242,485,204,306,207,185,215,62,3,0,1675,747,571,857,547,549,533,106,8,0,3915,6160,7410,17318,16197,15140,12004,3094,384,35,77760,3406,1379,3125,2728,2883,6204,12982,8205,2725,43642,618,807,1894,1560,1415,1404,1234,744,356,10032,10188,9597,22338,20489,19439,19614,17307,9332,3119,131430
SOSR314,2972,3245,8125,8121,8265,6025,1373,139,16,38277,1627,812,2048,1912,1867,3753,7081,4597,1811,25517,373,411,1035,852,808,631,615,500,389,5611,4970,4463,11207,10879,10937,10412,9069,5239,2217,69405,1235,3899,10590,10602,10969,7540,1384,142,8,46368,3369,1862,4105,4212,4077,3634,1436,207,16,22929,418,363,959,811,796,866,277,33,3,4541,136,202,399,320,261,220,59,25,7,1629,5168,6331,16056,15945,16101,12259,3165,413,39,75466,231,342,499,369,453,356,44,3,4,2297,464,183,255,244,204,245,58,3,0,1667,697,526,752,620,655,601,109,8,4,3966,5859,6851,16808,16563,16760,12855,3268,421,36,79429,3609,1285,2819,2733,3119,6212,13399,8778,3019,44967,807,1035,2571,2203,2069,1699,1392,1006,608,13388,10281,9175,22201,21495,21952,20766,18062,10205,3661,137787
SOSR315,3841,4470,10973,11328,11782,9950,2371,228,27,54981,2650,1315,3290,3002,3355,7411,13590,7464,2736,44811,531,628,1513,1242,1273,1404,1250,893,523,9255,7031,6422,15768,15573,16409,18765,17209,8587,3287,109053,1748,5108,13555,14131,15133,11394,2257,185,14,63532,4183,2634,5683,6201,6052,6333,2521,334,26,33961,527,479,1546,1162,1328,1743,588,48,13,7437,201,259,562,431,436,332,112,54,14,2400,6662,8478,21349,21927,22947,19802,5481,621,67,107323,419,529,727,613,635,616,76,6,4,3628,606,281,394,296,343,408,131,11,9,2477,1022,809,1129,912,984,1024,202,15,7,6105,7683,9293,22472,22839,23924,20827,5685,640,73,113430,5675,2476,5478,4967,5928,12904,26577,14973,4635,83607,1093,1364,3695,3207,3348,3438,2757,1691,840,21442,14446,13132,31644,31018,33207,37164,35021,17304,5543,218480
SOSR321,1349,1420,3450,4148,4761,4176,958,95,6,20363,976,465,1162,1101,1400,3304,5594,2813,781,17595,217,226,459,428,471,524,536,324,99,3291,2548,2111,5073,5680,6632,8001,7087,3236,889,41250,576,1572,4077,4844,5736,4501,937,91,0,22333,1519,880,1821,2281,2558,2837,1029,136,11,13071,223,192,457,421,549,685,228,24,5,2781,83,112,192,185,217,155,56,19,0,1020,2398,2756,6550,7734,9055,8176,2240,267,17,39207,175,211,316,293,333,304,46,3,0,1687,198,85,144,111,151,198,45,3,0,934,372,295,460,401,485,502,91,3,0,2622,2771,3054,7015,8141,9540,8680,2337,272,17,41824,2145,890,1945,1953,2511,5825,11294,5999,1387,33937,454,440,1003,924,1063,1082,1098,657,181,6908,5370,4386,9959,11017,13116,15590,14728,6933,1580,82670
SOSR322,467,631,1462,1643,2080,2121,519,55,9,8996,394,293,648,502,591,1755,2961,1372,327,8848,83,94,227,199,226,339,315,162,61,1703,940,1015,2338,2348,2897,4209,3796,1595,400,19547,264,740,1818,1973,2553,2473,558,54,0,10427,458,349,778,913,1060,1275,507,97,8,5438,52,82,222,236,291,479,154,17,0,1535,37,42,85,73,105,102,48,15,5,506,813,1207,2904,3194,4009,4327,1268,179,14,17909,58,96,156,127,144,158,21,0,0,762,85,49,72,57,53,100,25,0,0,444,138,139,234,177,200,259,51,0,0,1206,950,1346,3132,3372,4208,4581,1319,181,12,19117,868,496,989,835,1098,3148,6130,2972,606,17140,172,191,481,465,526,740,692,359,110,3738,1988,2037,4603,4672,5831,8472,8141,3520,730,39994
SOSR331,7328,6885,14975,19718,25526,21402,6151,1102,93,103178,4512,1547,4170,4407,5811,13429,20876,9575,2104,66441,1024,1030,2404,2428,2938,3029,2392,1162,295,16692,12859,9461,21550,26557,34269,37865,29417,11838,2494,186310,3895,8760,19809,25549,33904,27240,7821,1553,113,128649,8123,4003,7717,11061,13269,13888,6057,1336,151,65601,1109,942,2472,2176,2730,3388,1060,185,26,14091,457,467,816,859,1103,851,499,308,71,5425,13583,14171,30810,39654,51010,45370,15438,3379,359,213770,470,687,897,734,1068,1108,157,5,0,5125,965,350,464,402,495,778,183,16,0,3656,1430,1037,1362,1129,1564,1893,343,20,0,8777,15012,15204,32175,40784,52573,47260,15784,3398,362,222551,9689,3132,7142,7539,10223,23967,42889,20909,4194,129683,2226,2387,5959,6366,7666,7410,5391,2546,610,40560,26922,20722,45278,54695,70455,78639,64062,26853,5159,392792
SOSR379,0,0,5,5,0,4,0,0,0,15,0,3,3,0,0,0,0,0,0,11,4,4,12,3,0,0,0,0,0,29,6,3,23,7,3,5,0,0,0,53,0,0,19,23,25,6,3,0,0,77,0,3,0,3,0,3,0,0,0,10,0,0,3,4,0,3,0,0,0,10,0,0,0,5,3,0,0,0,0,11,0,3,19,27,27,17,6,0,0,99,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,24,29,29,17,6,0,0,103,6,4,11,4,3,6,3,0,0,26,10,8,57,76,45,16,6,0,0,219,11,15,87,111,79,34,14,0,0,358
SOSR401,18875,31674,69877,66866,61406,46833,10689,908,87,307232,14085,7400,15964,15148,14580,27568,52529,36956,18995,203220,1037,1435,3297,2785,2285,2016,2061,2257,1673,18846,33998,40510,89134,84806,78270,76421,65282,40119,20757,529289,3846,24358,85638,84140,79217,54426,9538,617,31,341811,24572,30621,43312,41555,35397,32334,12399,1795,132,222118,1556,2299,6653,4685,3291,3893,1206,163,22,23778,432,1056,2223,1541,1157,808,291,118,47,7667,30412,58322,137826,131917,119063,91466,23439,2697,223,595366,1161,3091,4879,3600,3355,2514,314,14,4,18922,4886,3201,2984,2260,1794,1718,434,42,9,17344,6049,6295,7859,5856,5152,4238,746,56,14,36263,36459,64622,145686,137773,124218,95701,24188,2751,237,631632,31196,15123,24594,23070,24807,46830,94257,65843,30422,356144,2169,2975,6899,5860,4979,4278,3910,3786,2591,37440,69824,82717,177179,166703,154004,146810,122359,72376,33254,1025212
SOSR412,1776,2258,4778,4705,5138,3847,752,60,6,23311,990,487,1229,1046,1140,2220,4156,3242,1294,15806,99,125,279,249,218,213,204,257,205,1842,2863,2869,6281,5997,6497,6277,5111,3556,1507,40960,574,2315,6055,5825,6604,4482,738,30,3,26631,2231,1668,2835,2803,2711,2644,905,114,7,15923,146,166,540,332,291,396,121,8,7,2012,64,83,159,134,108,101,29,11,0,693,3009,4237,9595,9092,9713,7625,1795,170,23,45260,107,272,318,211,265,214,19,3,0,1405,327,167,178,131,122,134,30,0,0,1092,435,446,492,340,383,342,50,3,0,2496,3448,4681,10090,9435,10096,7972,1846,173,19,47751,2227,871,1800,1589,1906,3768,7549,5632,2155,27502,226,269,579,516,509,434,396,413,308,3643,5895,5817,12467,11538,12513,12175,9794,6219,2485,78903
SOSR413,1412,1683,3609,3695,4345,3697,903,105,7,19459,885,449,1017,951,1079,2240,5269,3690,1671,17257,123,116,262,256,274,247,270,221,139,1917,2421,2243,4888,4903,5698,6192,6454,4014,1819,38629,428,1557,4096,4191,5035,3802,756,58,0,19931,1831,1331,2309,2426,2614,2779,1131,164,8,14589,106,143,444,279,285,399,132,21,6,1799,62,78,141,91,124,94,38,26,6,659,2425,3103,6985,6989,8062,7067,2052,273,19,36978,100,198,280,219,234,206,31,0,0,1269,239,147,136,117,147,176,47,0,0,1008,338,346,413,338,384,377,74,5,0,2277,2764,3451,7398,7328,8446,7447,2131,277,19,39257,1969,889,1950,1909,2073,3985,9490,7004,2747,32013,259,250,595,556,594,599,531,408,228,4020,4995,4583,9943,9782,11112,12035,12151,7697,2987,75287
SOSR414,473,563,1290,1383,1498,1274,319,46,3,6843,261,114,304,319,294,790,2199,1462,585,6336,21,23,76,63,69,64,106,113,54,584,759,693,1663,1770,1862,2129,2622,1622,641,13767,131,578,1535,1583,1740,1255,258,22,0,7110,614,405,849,917,935,1022,426,76,4,5243,39,44,154,88,97,140,50,11,0,615,19,30,38,39,40,21,12,11,0,214,803,1062,2573,2628,2807,2436,742,122,4,13186,22,41,78,52,69,66,3,0,6,326,80,36,50,46,41,38,15,0,0,306,103,74,125,93,110,98,20,0,6,636,902,1136,2699,2723,2915,2543,764,122,4,13818,607,201,459,471,526,1318,3905,2789,987,11253,47,49,144,141,134,137,192,192,95,1124,1557,1386,3298,3333,3577,3995,4862,3100,1088,26195
SOSR415,1665,2012,4856,5110,5714,4843,1240,149,8,25599,976,381,1207,1045,1208,2986,6428,4668,2229,21133,160,102,379,334,370,366,468,412,260,2851,2800,2500,6439,6491,7291,8194,8139,5231,2501,49586,639,2305,6036,6159,6898,5395,1084,97,7,28606,2060,1468,2877,3217,3331,3572,1510,274,20,18320,151,150,585,404,415,578,213,39,0,2542,99,94,201,139,166,148,67,35,10,962,2948,4017,9697,9914,10813,9701,2865,436,36,50434,103,196,293,219,280,261,32,5,0,1389,216,123,161,139,137,213,39,7,3,1029,323,320,453,354,415,472,78,9,4,2422,3270,4335,10151,10267,11229,10171,2944,448,41,52858,2264,698,1778,1655,2174,5244,12270,8560,3599,38245,338,283,758,716,820,854,891,792,425,5877,5870,5323,12679,12641,14229,16266,16101,9803,4062,96971
SOSR421,446,508,1209,1302,1526,1561,409,41,9,7000,286,113,315,295,309,794,1810,1168,585,5670,50,40,97,102,118,139,145,121,117,929,779,659,1620,1698,1951,2491,2361,1325,711,13602,181,565,1421,1566,1836,1672,402,39,5,7681,529,364,745,841,964,1154,513,75,6,5175,42,46,159,108,120,192,71,13,6,749,30,16,60,39,62,44,23,8,3,279,778,993,2380,2550,2979,3065,998,130,11,13887,30,48,64,43,64,91,8,0,0,354,37,32,56,31,33,52,19,0,0,254,70,79,117,78,98,143,26,0,0,608,846,1075,2499,2625,3078,3206,1026,131,11,14494,643,201,450,455,528,1464,3476,2193,965,10380,93,90,201,231,247,287,311,240,191,1892,1583,1364,3157,3311,3852,4961,4817,2566,1164,26773
SOSR422,204,251,637,657,844,961,232,30,3,3814,186,97,250,211,237,635,1171,648,204,3623,35,28,65,77,94,146,136,80,37,694,423,372,950,939,1171,1743,1535,754,236,8128,90,284,752,711,971,1003,222,17,0,4055,237,186,404,466,541,722,297,55,7,2907,19,15,68,58,75,116,53,17,4,419,19,14,25,31,43,25,10,3,4,172,365,497,1248,1257,1627,1866,578,90,12,7544,40,58,87,55,56,69,0,0,0,372,40,20,21,20,36,47,6,0,0,195,79,70,105,75,93,120,6,0,0,561,446,574,1358,1333,1722,1986,582,87,12,8110,394,179,391,362,493,1183,2430,1335,366,7132,75,61,135,148,207,308,312,159,64,1472,913,804,1883,1852,2422,3485,3327,1585,440,16715
SOSR431,2206,2323,4779,6446,8338,7658,2419,415,41,34623,1480,454,1127,1169,1540,3567,6092,2896,702,19020,252,211,521,478,695,764,657,324,115,4013,3940,2983,6418,8090,10575,11994,9164,3638,853,57661,1139,2772,6659,8385,11171,9679,2987,488,37,43314,2704,1813,2894,4137,5048,5870,2702,633,65,25867,199,209,681,552,651,859,320,64,6,3545,170,149,232,249,330,295,182,84,12,1704,4220,4950,10460,13324,17199,16697,6196,1267,119,74441,101,189,265,203,303,301,36,6,0,1406,252,101,118,112,164,266,65,0,0,1080,357,287,384,317,468,562,100,6,0,2478,4578,5235,10844,13636,17672,17263,6300,1272,119,76919,3259,895,1866,2106,2798,6633,12388,6235,1389,37566,546,557,1409,1353,1752,1808,1428,735,204,9778,8378,6688,14123,17090,22217,25707,20110,8245,1710,124267
SOSR479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,0,0,0,0,22,0,0,0,4,0,0,0,0,0,6,0,0,0,4,7,0,0,0,0,8,0,0,0,16,10,0,0,0,0,34
SOSR501,34123,50371,115401,116105,104897,74284,18029,1551,108,514862,21896,9693,26423,27737,22646,37635,71486,47465,21131,286120,2014,2599,6647,5648,4331,3433,3392,3688,3299,35048,58036,62657,148478,149485,131874,115347,92912,52702,24539,836033,9125,42190,146267,151666,138740,91505,16996,1010,50,597549,43433,46428,62067,67443,56307,48695,21688,3177,201,349444,1792,2819,11299,8778,6067,6549,2019,237,24,39585,837,2065,4559,3203,2431,1538,497,171,63,15375,55182,93507,224191,231089,203550,148292,41198,4597,334,1001946,2214,4235,6890,5617,5520,4306,650,44,3,29481,9190,3988,4289,3702,2887,2756,932,88,8,27840,11405,8222,11181,9316,8410,7061,1585,133,11,57316,66589,101731,235374,240404,211963,155352,42783,4724,346,1059262,47982,18823,37485,37542,34307,58940,127201,86803,34409,483491,4116,5439,13546,11859,9354,7324,6544,6413,5130,69726,118685,125988,286403,289808,255624,221618,176529,97942,39885,1612479
SOSR511,1503,1450,3373,3904,3987,2802,604,46,3,17672,750,315,1085,925,802,1612,2937,1930,785,11150,77,85,236,181,175,173,153,146,155,1391,2323,1856,4693,5009,4973,4584,3696,2122,949,30211,590,1700,4295,4696,4975,3526,567,24,0,20385,1693,902,1877,2459,2148,1814,782,89,3,11774,102,132,393,277,290,309,74,10,0,1595,41,58,121,102,86,48,17,4,6,486,2430,2794,6684,7536,7509,5696,1441,124,13,34235,124,137,220,174,165,145,21,0,0,975,263,95,137,117,117,89,26,5,0,848,389,241,355,285,282,229,42,5,0,1824,2818,3033,7042,7825,7789,5925,1484,127,13,36055,1640,553,1544,1443,1292,2562,5275,3538,1273,19112,166,196,482,386,386,347,311,246,231,2746,4624,3782,9066,9652,9467,8839,7068,3914,1511,57919
SOSR512,2234,2306,5234,5847,6388,4928,1215,105,7,28276,1018,537,1539,1340,1161,2320,4683,3348,1544,17486,230,247,613,572,481,504,420,305,210,3584,3480,3091,7389,7758,8020,7752,6322,3757,1766,49344,1156,2880,7053,7374,8056,5951,1146,73,5,33695,2655,1372,2858,3476,3324,3284,1433,189,15,18600,129,191,575,434,485,570,145,26,6,2565,60,118,221,152,174,117,34,19,11,903,4000,4566,10704,11434,12041,9923,2767,309,32,55766,155,207,275,238,249,178,24,0,0,1331,316,102,180,155,129,178,46,0,0,1129,472,308,456,398,382,363,77,5,0,2464,4471,4876,11161,11833,12422,10285,2839,310,35,58226,2232,962,2309,2045,1968,3810,8574,6122,2523,30556,496,504,1313,1271,1094,1130,884,588,342,7616,7202,6346,14779,15147,15483,15223,12300,7025,2895,96403
SOSR513,986,1267,4414,4326,3398,2376,574,52,3,17397,591,298,1090,861,650,1259,2042,953,266,8009,207,294,981,753,647,555,363,164,65,4030,1788,1864,6488,5938,4697,4188,2978,1174,330,29444,575,1692,6131,6393,5521,3627,674,33,0,24652,1105,564,1774,2132,1445,1207,501,83,0,8819,69,139,653,542,476,551,210,35,0,2671,50,66,249,182,97,88,19,6,0,761,1807,2464,8803,9252,7540,5469,1408,154,6,36899,106,137,177,149,150,105,9,0,0,841,155,59,106,94,65,63,28,0,0,564,265,193,282,248,210,171,35,5,0,1405,2068,2658,9084,9496,7748,5636,1448,153,6,38302,1275,503,1443,1181,1042,2027,3950,1952,448,13816,476,662,2187,2077,1868,1546,784,353,115,10067,3812,3818,12717,12761,10658,9210,6176,2466,563,62190
SOSR514,435,367,1156,1590,1508,1054,286,31,0,6425,243,87,362,338,292,621,1232,706,278,4158,53,55,121,138,136,113,93,96,60,865,729,510,1648,2067,1934,1792,1608,830,340,11447,184,470,1350,1663,1647,1097,227,14,0,6647,543,263,756,1068,965,806,373,49,0,4832,39,24,126,168,135,134,34,7,0,667,26,20,52,51,42,18,12,5,0,217,790,781,2279,2944,2782,2061,645,70,5,12359,39,38,99,70,67,59,8,0,0,382,56,22,30,38,45,42,14,0,0,245,100,56,127,109,105,104,21,0,0,628,892,840,2403,3050,2890,2161,666,72,5,12987,571,155,476,480,473,1004,2340,1340,459,7296,124,110,280,283,281,242,195,173,104,1787,1589,1098,3163,3817,3638,3411,3201,1587,561,22066
SOSR515,1244,1539,4385,4547,4490,3809,999,113,6,21140,929,439,1312,1041,998,2270,4434,2361,884,14665,265,296,718,675,620,551,468,329,205,4119,2440,2277,6408,6265,6107,6627,5898,2804,1095,39927,700,2046,5917,5819,6079,4626,1021,86,0,26288,1377,771,2165,2464,2299,2399,1037,182,12,12714,105,171,655,590,614,798,290,27,6,3251,77,103,202,179,154,124,48,32,6,933,2267,3091,8939,9051,9145,7942,2396,329,23,43179,109,170,247,194,239,202,25,3,0,1183,185,71,118,140,111,139,44,5,5,820,293,237,364,336,348,339,71,7,5,1993,2563,3331,9296,9384,9492,8278,2471,338,23,45182,1947,734,1766,1552,1680,3733,8454,4750,1543,26156,586,614,1563,1497,1492,1277,999,604,334,8963,5095,4676,12625,12427,12665,13292,11923,5689,1898,80302
SOSR521,413,489,1453,1568,1727,1631,427,58,0,7763,431,260,686,571,563,1069,1857,999,359,6799,100,117,340,310,289,347,292,169,58,2023,945,867,2474,2451,2580,3040,2574,1226,423,16585,263,676,1999,2004,2301,2059,492,39,3,9839,381,273,697,885,886,1029,425,82,3,4672,46,54,229,177,205,343,110,9,0,1178,42,39,96,77,82,74,23,16,5,455,739,1039,3021,3145,3476,3498,1049,148,16,16141,49,70,123,109,109,108,24,0,0,591,55,29,43,54,55,57,19,4,0,316,102,98,168,164,167,166,45,4,0,908,840,1139,3189,3306,3642,3666,1092,154,16,17051,886,428,969,896,967,1826,3723,2008,621,12325,198,273,847,787,835,830,622,349,102,4844,1916,1841,5007,4996,5446,6323,5435,2507,738,34216
SOSR522,208,345,838,858,878,951,271,29,4,4372,324,252,443,358,353,675,1124,562,152,4239,55,69,132,133,125,192,184,95,43,1021,587,663,1420,1345,1355,1814,1575,685,199,9638,136,391,1128,1032,1257,1170,299,46,0,5459,172,209,425,491,433,572,275,51,3,2641,15,33,121,154,126,200,74,17,0,716,10,26,57,37,28,46,17,0,8,230,340,652,1729,1710,1842,1985,660,108,7,9040,34,64,83,84,77,59,10,0,0,409,35,24,53,55,33,38,17,0,0,253,66,81,137,137,103,100,25,0,0,661,407,735,1869,1849,1952,2084,689,111,6,9704,689,421,725,618,632,1148,2268,1177,290,7965,112,120,305,331,330,413,422,201,74,2316,1204,1279,2895,2793,2915,3647,3384,1481,369,19979
SOSR531,2258,2702,6216,7692,9669,8863,2695,411,24,40534,1570,489,1686,1701,1955,4329,6921,2989,716,22357,366,604,1500,1279,1443,1292,903,391,75,7844,4189,3795,9400,10667,13071,14487,10520,3798,820,70735,1440,4250,11445,12726,15680,12919,3484,581,58,62578,2478,1555,3028,4664,5325,5818,2943,653,67,26525,195,338,1252,1385,1593,1946,580,51,5,7351,138,163,326,350,379,334,181,97,22,1981,4258,6316,16051,19113,22971,21014,7188,1373,147,98440,155,189,305,296,336,341,65,0,0,1684,298,103,131,148,177,208,85,4,0,1160,451,286,437,445,524,542,151,8,0,2840,4715,6602,16492,19563,23490,21559,7335,1381,152,101279,3480,1222,3465,3415,3595,7558,14201,6428,1344,44712,795,1853,5864,5711,5796,4568,2249,854,164,27852,8990,9679,25814,28684,32883,33687,23786,8666,1662,173841
SOSR579,7,21,54,28,32,29,5,5,0,190,0,0,0,0,6,24,36,11,0,81,3,15,28,20,23,24,12,5,0,123,8,36,89,49,60,77,61,17,0,392,12,74,263,456,430,220,25,6,0,1478,0,0,15,24,15,15,7,0,0,77,0,0,18,29,37,30,9,5,0,120,0,3,5,6,3,4,0,0,0,20,10,71,297,516,486,267,40,8,0,1697,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,6,0,0,0,0,5,5,0,0,0,7,8,76,301,517,488,269,40,8,0,1711,0,0,4,7,10,45,86,21,0,165,6,43,219,425,390,221,49,6,0,1367,20,116,518,957,896,533,176,32,0,3249
SOSR603,2771,4720,13569,10468,9632,7426,1811,166,15,50578,2161,1224,2679,2090,1998,4139,8437,6011,2766,31500,179,266,702,510,393,374,446,410,292,3579,5111,6215,16957,13066,12024,11931,10693,6591,3064,85653,643,3614,14760,12058,11819,7978,1339,86,3,52304,3251,4239,9659,6958,5472,5239,2327,324,15,37500,205,316,1124,793,646,664,211,27,4,3989,68,170,519,229,173,116,50,16,7,1349,4177,8342,26065,20036,18112,13999,3930,450,32,95146,255,609,1285,583,368,286,33,0,0,3425,879,624,854,355,265,220,73,0,0,3278,1133,1234,2145,938,633,511,108,4,0,6703,5307,9573,28209,20973,18740,14509,4038,459,32,101847,4799,2421,4469,3463,3514,7250,14998,10570,4387,55863,389,528,1441,1007,830,767,836,714,433,6953,10496,12516,34119,25445,23082,22522,19880,11745,4848,164664
SOSR611,1428,1978,4636,3877,4091,3136,732,40,6,19920,864,520,1162,995,982,1635,3497,2673,1259,13589,89,168,272,172,168,183,194,206,129,1570,2380,2669,6066,5050,5236,4947,4422,2916,1396,35082,382,1843,5459,4515,4782,3414,555,32,8,20988,1632,1578,3251,2644,2462,2218,908,104,9,14809,125,131,415,249,248,290,80,9,0,1547,43,87,175,83,67,56,17,8,5,532,2179,3636,9296,7490,7564,5974,1564,147,23,37880,114,278,432,227,198,138,24,0,0,1402,322,227,250,133,120,124,21,5,0,1197,434,507,675,359,320,258,42,5,0,2601,2615,4145,9969,7843,7880,6235,1614,152,23,40479,1955,971,1809,1546,1662,2775,6154,4727,1962,23561,210,363,643,385,376,373,368,339,192,3245,4780,5480,12428,9780,9920,9379,8130,5218,2180,67286
