UCL_CODE_2021,P55_64_C_Own_chld_childr,P55_64_C_Oth_ch_chiln,P55_64_Ca_Ow_ch_ch_oth_ch_ch,P55_64_yr_C_for_Tot,P55_64_D_not_prov_ch_care,P55_64_U_ch_care_ns,P55_64_OS_vis,P55_64_yr_Tot,P65_74_C_Own_chld_childr,P65_74_C_Oth_ch_chiln,P65_74_Ca_Ow_ch_ch_oth_ch_ch,P65_74_yr_C_for_Tot,P65_74_D_not_prov_ch_care,P65_74_U_ch_care_ns,P65_74_OS_vis,P65_74_yr_Tot,P75_84_C_Own_chld_childr,P75_84_C_Oth_ch_chiln,P75_84_Ca_Ow_ch_ch_oth_ch_ch,P75_84_yr_C_for_Tot,P75_84_D_not_prov_ch_care,P75_84_U_ch_care_ns,P75_84_OS_vis,P75_84_yr_Tot,P85ovr_C_Own_chld_childr,P85ovr_C_Oth_ch_chiln,P85ov_Ca_Ow_ch_ch_oth_ch_ch,P85ovr_C_for_Tot,P85ovr_D_not_prov_ch_care,P85ovr_U_ch_care_ns,P85ovr_OS_vis,P85ovr_Tot,PTot_C_Own_chld_childrn,PTot_C_Oth_ch_chiln,PTot_Ca_Ow_ch_ch_oth_ch_ch,PTot_C_for_Tot,PTot_D_not_prov_ch_care,PTot_U_ch_care_ns,PTot_OS_vis,PTot_Tot
UCL521051,4,18,0,17,124,4,0,147,0,10,0,10,62,6,0,77,0,0,0,0,32,11,0,47,0,0,0,0,13,0,0,14,113,47,4,167,468,58,0,689
UCL521052,4,13,0,15,93,45,0,156,0,0,0,0,72,17,0,95,0,0,0,0,25,3,0,31,0,0,0,0,0,0,0,0,99,45,10,157,404,203,4,767
UCL522001,0,7,3,12,19,4,0,35,0,3,4,6,20,5,0,27,0,0,0,0,7,0,0,7,0,3,0,3,0,0,0,3,34,106,58,194,171,23,0,391
UCL522002,0,11,0,11,35,0,0,39,0,8,0,9,56,0,0,58,0,0,0,0,24,4,0,29,0,0,0,0,9,0,0,9,28,19,7,52,186,18,0,253
UCL522003,0,7,0,7,12,0,0,16,0,0,0,0,12,0,0,14,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,36,46,16,101,107,23,0,229
UCL522004,0,0,0,3,19,0,0,21,0,0,0,0,11,0,0,8,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,47,26,6,81,143,10,0,233
UCL522005,0,5,0,7,18,0,0,28,0,0,0,0,7,0,0,11,0,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0,64,25,0,92,122,14,0,228
UCL522006,0,13,0,13,56,7,0,64,0,11,0,17,33,0,0,48,0,0,0,0,21,0,0,21,0,0,0,0,11,0,0,11,79,34,5,115,219,11,0,348
UCL522007,0,0,0,0,34,5,0,42,0,5,0,7,47,4,0,56,0,0,0,0,10,3,0,17,0,0,0,0,4,3,0,9,20,10,0,26,145,12,0,188
UCL522008,0,3,0,3,30,0,0,44,0,3,0,3,26,0,0,34,0,3,0,3,11,4,0,14,0,0,0,0,0,0,0,0,19,9,0,29,123,16,0,167
UCL522009,0,6,0,7,30,6,0,48,0,0,0,0,20,0,0,25,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,49,15,9,72,199,20,0,289
UCL522010,3,4,0,6,39,11,0,53,0,9,0,9,24,21,0,54,0,0,0,3,14,16,0,26,0,0,0,0,5,8,0,13,62,11,8,86,168,54,3,315
UCL522011,0,0,0,3,41,0,0,44,0,3,0,3,42,8,0,56,0,0,0,0,19,10,0,30,0,0,0,0,9,0,0,9,34,9,0,41,178,54,0,273
UCL522012,0,11,0,8,82,7,0,102,0,3,0,3,98,10,0,118,0,0,0,0,47,6,0,46,0,0,0,0,15,4,0,17,65,21,4,82,343,31,0,452
UCL522013,4,10,0,14,61,3,0,81,0,4,0,4,38,5,0,46,0,0,0,0,11,0,0,19,0,0,0,0,5,0,0,8,75,17,0,97,236,24,0,351
UCL522014,0,3,0,4,26,0,0,29,0,3,0,5,11,0,0,18,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,30,12,0,42,110,4,0,156
UCL522015,0,19,0,23,152,6,0,183,6,33,0,36,183,11,0,229,0,5,0,5,56,8,0,71,0,0,0,0,0,0,0,5,144,67,0,204,678,49,21,958
UCL522016,0,0,0,5,40,8,0,51,3,4,0,4,23,6,0,36,0,0,0,0,24,0,0,30,0,0,0,0,0,3,0,5,34,10,4,45,145,37,0,227
UCL522017,6,5,0,11,60,10,0,77,0,11,0,11,55,4,0,65,0,0,0,3,18,5,0,27,0,0,0,0,5,0,0,5,50,19,0,73,209,26,0,303
UCL522018,0,0,0,0,53,9,0,64,0,0,0,0,67,6,0,77,0,0,0,0,26,0,0,26,0,0,0,0,0,0,0,0,9,0,0,12,207,37,0,256
UCL522019,0,4,0,4,33,3,0,36,0,8,0,8,16,0,0,21,0,0,0,0,9,0,0,9,0,0,0,0,11,3,0,8,11,6,0,17,98,29,0,146
UCL522020,4,3,0,8,35,5,0,46,0,5,0,5,15,0,0,23,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,33,32,9,73,129,13,0,215
UCL522021,0,4,0,3,31,0,0,35,0,13,0,13,51,0,0,65,0,0,0,0,28,4,0,26,0,0,0,0,3,0,0,4,45,29,0,74,193,10,0,282
UCL522022,0,0,0,0,39,3,0,42,0,5,0,0,23,7,0,34,0,5,0,5,15,4,0,26,0,0,0,0,0,0,0,0,30,10,5,42,125,37,0,205
UCL522023,0,8,0,10,42,10,0,60,0,0,0,0,42,4,0,47,0,0,0,0,19,0,0,18,0,0,0,0,9,0,0,9,49,15,0,61,186,23,0,272
UCL522024,5,10,0,11,40,0,0,55,0,8,0,8,54,0,0,64,0,3,0,3,34,4,0,39,0,0,0,0,3,4,0,10,17,22,0,42,163,8,0,214
UCL522025,0,10,0,11,56,12,0,81,0,3,0,5,72,17,0,95,0,0,0,0,32,11,0,44,0,0,0,0,18,6,0,16,48,17,3,68,262,69,0,400
UCL522026,4,9,0,8,53,0,0,62,0,8,0,8,74,3,0,88,4,0,0,4,51,3,0,58,0,0,0,0,6,0,0,11,21,17,4,40,222,12,0,271
UCL522027,4,5,0,12,51,0,0,66,0,0,0,0,47,3,0,50,0,0,0,0,30,0,0,32,0,0,0,0,9,0,0,9,53,20,8,77,205,26,0,310
UCL522028,0,4,0,4,21,5,0,29,0,3,0,3,30,5,0,38,0,0,0,0,17,7,0,22,0,0,0,0,3,0,0,6,16,7,0,23,126,13,10,177
UCL522029,3,0,0,8,26,0,0,39,0,13,0,13,31,0,0,40,0,0,0,0,20,4,0,25,0,0,0,0,3,0,0,3,79,26,3,106,168,14,0,286
UCL522030,0,4,0,10,32,4,0,44,0,3,0,3,17,3,0,23,0,0,0,0,10,0,0,12,0,0,0,0,0,0,0,0,45,19,6,66,112,39,7,224
UCL522031,0,6,0,8,11,4,0,25,0,4,0,4,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,65,32,122,69,14,3,198
UCL522032,0,16,0,16,19,10,0,47,0,3,0,3,14,7,0,18,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,36,120,3,159,105,35,0,301
UCL522033,3,4,0,10,56,3,0,68,0,0,0,3,83,6,0,95,0,0,0,0,40,3,0,51,0,0,0,0,3,0,0,4,37,10,0,53,270,31,0,356
UCL522034,0,4,0,4,20,0,0,22,0,6,0,6,3,0,0,10,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,30,24,0,48,107,0,0,163
UCL522035,0,5,0,5,32,0,0,43,0,0,0,0,30,0,0,33,0,0,0,0,7,4,0,10,0,0,0,0,7,3,0,10,27,6,0,34,142,16,0,191
UCL522036,0,7,0,7,22,0,0,28,0,5,0,5,46,0,0,50,0,0,0,0,14,0,0,14,0,0,0,0,3,0,0,3,23,16,0,39,131,5,0,184
UCL522037,0,3,0,3,29,8,0,35,0,7,0,14,23,3,0,32,0,3,0,3,16,0,0,21,0,0,0,0,6,0,0,9,48,18,0,67,115,34,0,216
UCL522038,3,7,0,6,42,5,0,62,0,4,0,4,40,0,0,44,0,0,0,0,29,0,0,28,0,0,0,0,8,0,0,9,91,19,3,112,249,27,3,390
UCL522039,5,0,0,0,75,22,0,98,0,5,0,5,36,6,0,46,0,0,0,0,10,0,0,15,0,0,0,0,5,0,0,5,49,18,0,65,276,58,0,401
UCL522040,0,8,0,8,34,3,0,50,0,5,0,3,51,4,0,53,0,0,0,0,20,3,0,22,0,0,0,0,3,0,0,3,6,18,0,30,151,13,0,194
UCL522041,0,8,0,8,55,12,0,71,0,10,0,10,59,7,0,75,0,0,0,0,13,3,0,16,0,0,0,0,3,3,0,5,30,24,0,55,183,39,0,276
UCL522042,0,3,0,7,48,3,0,56,0,0,0,0,30,0,0,35,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,114,16,8,140,238,57,3,436
UCL522043,3,9,0,10,14,3,0,25,0,3,0,3,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,45,0,110,155,16,0,273
UCL522044,0,3,0,3,55,7,0,67,0,0,0,0,66,8,0,75,0,0,0,0,17,0,0,15,0,0,0,0,0,0,0,0,10,20,11,38,202,46,3,288
UCL522045,0,0,0,0,11,0,0,15,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,29,30,79,43,31,0,150
UCL522046,0,7,0,7,46,27,0,80,0,0,0,0,51,26,0,75,0,0,0,0,22,10,0,34,0,0,0,0,0,5,0,4,32,5,0,41,174,87,0,305
UCL522047,0,3,0,7,48,19,0,78,0,5,0,7,48,46,0,105,0,0,0,0,18,14,0,33,0,0,0,0,13,8,0,20,40,12,3,54,219,149,0,419
UCL522048,0,6,0,5,40,3,0,52,0,6,0,6,39,3,0,50,0,0,0,0,33,3,0,31,0,0,0,0,4,4,0,11,32,18,3,53,180,28,0,256
UCL522049,0,3,0,6,41,18,0,67,4,12,0,12,60,17,0,96,0,0,0,0,17,0,0,24,0,0,0,0,3,0,0,3,27,20,3,54,197,95,0,335
UCL522050,3,8,0,12,42,9,0,61,0,3,0,7,43,7,0,52,0,0,0,0,38,7,0,44,0,0,0,0,21,10,0,33,61,14,4,82,215,60,0,356
UCL522051,0,9,0,9,29,0,0,39,0,0,0,0,28,0,0,30,0,0,0,0,14,0,0,13,0,0,0,0,0,0,0,0,33,7,3,47,141,14,0,198
UCL522052,0,4,4,3,16,7,0,27,0,0,0,0,15,3,0,25,0,0,0,0,4,5,0,4,0,0,3,3,0,0,0,0,8,35,21,65,83,29,0,178
UCL522053,0,10,0,10,6,7,0,18,0,5,0,5,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,32,9,63,40,23,0,125
UCL522054,0,0,0,0,20,5,0,31,0,8,0,8,18,13,0,37,0,0,0,0,5,4,0,11,0,0,0,0,4,4,0,5,30,11,0,37,105,38,0,180
UCL522055,0,9,0,8,68,27,0,104,0,7,0,7,109,71,0,191,0,0,0,0,34,15,0,54,0,0,0,0,5,0,0,3,38,24,0,62,325,150,5,540
UCL522056,3,12,0,16,55,12,0,79,0,4,0,5,32,0,0,39,0,0,0,0,13,0,0,11,0,0,0,0,8,0,0,8,74,23,0,96,234,65,0,400
UCL522057,0,11,0,11,67,6,0,81,0,22,0,20,29,12,0,60,0,4,0,8,28,4,0,35,0,0,0,0,3,0,0,3,32,44,3,76,268,45,4,391
UCL522058,0,3,0,6,34,10,0,45,0,0,0,0,23,0,0,23,0,0,0,0,21,0,0,28,0,0,0,0,11,0,0,11,24,12,7,36,140,42,0,220
UCL522059,3,3,0,5,34,11,0,59,0,4,0,8,45,4,0,58,0,5,0,5,29,4,0,42,0,0,0,0,7,0,0,6,38,14,3,55,197,74,0,328
UCL522060,0,0,0,0,18,0,0,13,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,6,35,0,0,42
UCL522061,5,4,0,5,69,14,0,85,0,3,0,3,63,0,0,72,0,0,0,0,47,3,0,51,0,0,0,0,7,0,0,7,28,9,0,38,255,25,0,317
UCL522062,0,7,0,6,4,0,0,13,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,53,37,6,97,67,0,0,165
UCL522063,0,14,0,14,7,6,0,29,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,25,50,19,92,46,22,0,163
UCL522064,0,7,0,9,17,0,0,32,0,4,0,4,17,3,0,26,0,0,0,0,9,12,0,15,0,0,0,0,0,0,0,0,50,87,49,190,158,34,6,383
UCL522065,0,3,0,0,35,8,0,49,0,6,0,6,22,9,0,30,0,0,0,0,21,3,0,27,0,0,0,0,7,4,0,7,22,9,6,34,119,42,0,198
UCL522066,0,12,0,12,32,7,0,48,0,5,0,5,28,5,0,36,0,3,0,3,22,10,0,31,0,0,0,0,6,3,0,13,67,22,8,95,160,46,0,310
UCL522067,5,5,0,4,44,9,0,62,0,4,0,0,20,11,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,28,0,82,266,113,0,457
UCL522068,0,3,0,11,47,0,0,59,0,9,0,9,34,0,0,39,0,0,0,0,18,0,0,18,0,0,0,0,3,3,0,5,62,28,4,87,211,27,0,327
UCL522069,0,0,0,4,34,0,0,40,0,0,0,0,43,5,0,51,0,0,0,0,35,3,0,42,0,0,0,0,4,0,0,3,28,9,0,37,188,31,0,253
UCL522070,0,4,0,4,49,0,0,57,0,3,0,3,46,8,0,54,0,0,0,0,14,0,0,13,0,0,0,0,3,0,0,4,56,16,0,68,184,17,0,270
UCL522071,0,0,0,7,15,4,0,26,0,0,0,0,9,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,36,10,147,139,18,0,302
UCL531001,1057,3693,57,4803,23966,4914,75,33753,172,2804,22,2999,18375,2413,40,23823,39,383,7,420,7334,907,12,8679,4,14,5,26,1479,155,5,1662,26943,10658,1411,39009,103039,31797,733,174575
UCL579997,9,15,0,30,290,221,29,560,0,15,0,15,103,56,0,178,0,3,0,3,19,12,0,32,0,0,0,0,0,0,4,3,310,58,9,371,1489,1380,164,3410
UCL603001,1012,3122,39,4171,17498,855,56,22581,201,4048,10,4264,14720,887,44,19915,35,905,5,950,10010,787,14,11761,3,44,0,47,4344,460,7,4857,29881,12413,1485,43776,112599,8286,456,165114
UCL611001,375,1175,15,1569,7421,395,8,9388,55,1327,8,1387,6339,397,15,8144,19,243,3,270,4590,362,3,5220,6,17,0,18,1944,217,3,2182,12064,4525,602,17189,46494,3602,159,67450
UCL612001,70,377,7,452,2072,116,7,2637,3,206,4,215,1845,105,9,2169,6,42,0,42,1200,104,3,1356,0,3,0,3,506,38,0,550,2889,1143,165,4198,11466,949,20,16631
UCL612002,101,429,9,532,2407,152,3,3097,20,354,0,379,2411,155,3,2951,3,64,0,73,1624,174,5,1874,0,4,0,4,602,98,0,711,3376,1400,213,4990,14028,1145,55,20213
UCL613001,51,275,5,326,1430,66,0,1823,6,190,5,199,1442,93,0,1740,0,35,0,33,1056,96,0,1183,0,0,0,0,419,44,0,461,1606,814,99,2517,7452,557,6,10535
UCL614001,29,114,0,144,635,55,0,829,0,97,0,104,448,35,0,590,0,10,0,14,177,13,0,198,0,0,0,0,36,5,0,43,826,334,49,1207,2660,260,5,4127
UCL614002,15,99,3,116,655,37,0,814,5,72,0,72,546,37,0,659,0,14,0,14,364,26,0,411,0,0,0,0,131,13,0,145,875,347,47,1266,3387,342,0,5000
UCL614003,24,98,4,127,605,28,0,757,10,83,0,90,700,53,0,836,0,21,0,20,518,34,0,573,0,0,0,0,149,24,0,172,666,304,50,1018,3139,238,6,4399
UCL615001,4,24,0,31,145,18,0,190,0,10,0,10,111,17,0,132,0,0,0,0,79,12,0,95,0,0,0,0,17,9,0,22,127,49,5,177,641,112,0,936
UCL615002,10,27,0,37,187,14,0,235,0,19,0,17,244,21,0,283,0,0,0,0,116,9,0,130,0,0,0,0,22,6,0,23,123,61,10,196,818,71,0,1092
UCL615003,3,46,0,46,167,24,0,239,0,25,0,25,160,27,0,211,0,3,0,3,118,14,0,128,0,0,0,0,40,13,0,48,128,91,11,232,771,126,0,1126
UCL615004,0,17,0,20,88,8,0,117,0,17,0,17,139,19,0,168,0,13,0,11,64,3,0,82,0,0,0,0,18,0,0,16,135,69,14,213,559,64,0,840
UCL615005,11,43,0,48,258,15,0,320,4,37,0,40,351,13,0,404,0,0,0,0,266,25,0,299,0,0,0,0,103,12,0,109,346,136,22,501,1609,125,7,2238
UCL615006,4,31,0,35,137,6,0,183,0,24,0,24,148,13,0,190,0,3,0,3,86,12,0,98,0,0,0,0,26,3,0,26,120,76,7,198,638,53,0,890
UCL615007,3,7,0,15,153,3,0,169,0,14,0,14,141,11,0,159,0,0,0,0,90,8,0,91,0,0,0,0,32,4,0,36,141,39,6,184,663,56,0,901
UCL615008,18,82,0,97,498,35,0,629,9,26,0,33,575,26,0,639,4,10,0,14,283,25,0,316,0,0,0,0,91,6,0,98,551,215,27,794,2572,219,0,3586
UCL615009,10,53,0,63,225,6,0,292,0,31,0,31,190,13,0,232,0,9,0,9,116,14,0,132,0,0,0,0,40,0,0,40,420,153,22,585,1193,67,0,1849
UCL615010,9,34,0,42,167,25,0,238,0,40,0,38,178,14,0,230,0,6,0,9,129,20,0,163,0,0,0,0,49,8,0,62,315,125,23,460,1063,147,0,1669
UCL615011,17,81,4,98,432,19,0,541,9,53,0,66,488,34,0,583,0,12,0,11,310,34,0,357,0,0,0,0,135,19,0,153,648,255,44,946,2528,180,4,3651
UCL615012,22,68,0,92,382,13,0,488,3,58,0,61,357,11,0,430,0,11,0,11,254,31,0,300,0,0,0,0,78,48,0,128,742,218,26,987,2190,159,0,3338
UCL615013,16,70,0,87,379,27,0,492,0,74,0,77,447,22,0,547,0,11,0,11,286,23,0,322,0,0,0,0,110,16,0,128,483,228,18,728,2144,176,44,3090
UCL615014,3,41,0,47,181,9,0,238,0,46,0,48,160,0,0,203,0,6,0,8,128,11,0,148,0,0,0,0,33,6,0,35,528,149,30,705,1146,59,0,1912
UCL615015,17,61,0,80,305,13,0,393,0,58,0,58,302,20,0,378,0,10,0,10,149,11,0,174,0,0,0,0,56,5,0,59,578,192,43,815,1782,109,3,2709
UCL615016,19,66,0,82,360,17,0,462,0,40,0,39,369,19,0,429,0,9,0,9,242,25,0,274,0,0,0,0,106,9,0,112,460,174,21,662,1953,128,20,2754
UCL615017,25,53,0,78,322,13,0,409,7,38,0,41,290,24,0,353,0,4,0,4,185,10,0,205,0,0,0,0,41,3,0,41,575,176,41,788,1678,78,0,2550
UCL615018,11,76,0,95,463,16,0,574,4,69,0,76,607,21,0,708,0,16,0,16,388,24,0,421,0,0,0,0,132,8,0,141,485,236,25,743,2317,115,9,3181
UCL615019,3,39,0,39,203,21,0,269,0,17,0,17,188,15,0,226,0,5,0,5,59,3,0,61,0,0,0,0,8,0,0,6,96,92,14,200,780,94,6,1078
UCL615020,9,18,0,27,233,15,0,274,0,13,0,18,222,12,0,248,0,0,0,0,100,16,0,118,0,0,0,0,20,13,4,33,226,69,13,308,1082,135,4,1525
UCL615021,10,37,0,43,185,18,0,244,0,26,0,32,230,20,0,278,0,0,0,0,155,37,0,197,0,0,0,0,47,52,0,106,229,129,19,377,1092,178,0,1647
UCL615022,5,25,0,28,144,11,0,175,0,25,0,25,177,15,0,211,0,0,0,0,119,12,0,132,0,0,0,0,56,8,0,65,144,68,9,216,716,97,0,1031
UCL615023,13,68,0,85,341,26,0,451,3,40,0,43,321,25,0,395,0,4,0,9,218,32,0,256,0,0,0,0,97,14,0,113,444,206,29,678,1823,224,5,2729
UCL615024,13,55,0,65,132,8,0,207,5,49,0,53,121,17,0,189,0,9,0,9,101,15,0,127,0,0,0,0,63,7,0,73,392,160,20,567,792,69,0,1426
UCL615025,15,64,0,74,252,4,0,338,3,51,0,60,277,23,0,360,0,14,0,14,254,16,0,287,0,0,0,0,123,15,0,138,530,207,28,759,1694,127,0,2589
UCL615026,3,29,0,37,245,23,0,303,0,18,0,22,297,20,0,338,0,0,0,0,177,20,0,198,0,0,0,0,61,9,0,74,139,77,4,227,1094,110,3,1436
UCL615027,9,28,0,35,196,6,0,239,0,22,0,22,269,15,0,302,0,5,0,7,128,5,0,140,0,0,0,0,33,3,0,40,238,84,12,340,960,59,3,1356
UCL621001,8,14,0,22,44,8,0,71,0,6,0,7,24,9,0,39,0,0,0,0,20,5,0,21,0,0,0,0,3,0,0,3,101,31,7,134,202,32,0,370
UCL621002,3,24,0,24,122,10,0,160,0,20,0,22,119,5,0,144,0,0,0,0,57,3,0,59,0,0,0,0,13,0,0,13,92,52,3,154,527,48,19,748
UCL621003,4,8,0,11,52,5,0,63,0,3,0,3,38,9,0,44,0,0,0,0,22,3,0,30,0,0,0,0,10,0,0,10,110,24,7,147,274,42,0,469
UCL621004,7,10,0,22,91,10,0,119,0,8,0,8,147,6,0,159,0,0,0,0,77,8,0,83,0,0,0,0,29,0,0,33,101,32,4,136,542,36,0,718
UCL621005,0,18,0,16,51,0,0,72,0,17,0,17,41,0,0,56,0,0,0,0,23,0,0,21,0,0,0,0,8,0,0,7,84,42,6,136,256,8,0,404
UCL621006,8,16,0,25,69,5,0,100,0,17,0,17,31,0,0,50,0,0,0,0,14,0,0,14,0,0,0,0,3,0,0,3,130,44,10,183,276,9,0,470
UCL621007,5,16,0,17,57,4,0,78,0,23,0,23,35,0,0,62,0,6,0,6,7,0,0,9,0,0,0,0,5,0,0,6,114,52,9,172,228,6,0,412
UCL621008,4,10,0,11,69,0,0,84,0,5,0,5,48,3,0,55,0,0,0,0,34,3,0,33,0,0,0,0,15,0,0,15,97,38,6,144,369,15,18,554
UCL621009,4,5,0,11,68,0,0,82,0,6,0,8,81,6,0,100,0,0,0,6,53,8,0,57,0,0,0,0,26,0,0,26,76,30,6,106,390,36,3,539
UCL621010,0,12,0,13,79,9,0,100,0,3,0,3,94,8,0,101,0,5,0,5,49,6,0,59,0,0,0,0,10,4,0,15,57,22,3,82,359,25,0,467
UCL621011,0,4,0,11,47,0,0,55,0,19,0,19,48,4,0,62,0,4,0,4,16,6,0,24,0,0,0,0,4,0,0,4,107,41,11,162,262,11,0,434
UCL621012,4,0,0,7,81,3,0,92,0,23,0,23,73,0,0,94,0,0,0,0,30,0,0,37,0,0,0,0,3,0,0,3,139,41,13,194,400,9,0,598
UCL621013,7,10,3,14,77,3,0,94,0,5,0,5,70,5,0,84,0,0,0,0,52,4,0,58,0,0,0,0,8,0,0,8,96,35,12,148,356,29,0,531
UCL621014,5,19,0,20,78,8,0,114,0,8,0,8,58,3,0,71,0,0,0,0,38,0,0,39,0,0,0,0,4,0,0,8,74,33,9,112,371,39,0,523
UCL621015,9,17,0,28,105,6,0,135,3,18,0,15,131,13,0,163,0,4,0,4,122,12,0,138,0,0,0,0,19,0,0,25,158,50,12,218,619,57,8,890
UCL621016,9,13,0,23,86,0,0,113,0,19,0,19,59,0,0,74,0,0,0,0,27,0,0,29,0,0,0,0,4,0,0,4,126,53,4,188,370,8,0,565
UCL621017,0,4,0,4,87,3,0,95,0,17,0,17,98,10,0,120,0,0,0,0,76,3,0,76,0,0,0,0,36,3,0,41,33,29,0,63,395,38,4,489
UCL621018,0,11,0,13,90,4,0,111,0,6,0,8,89,7,0,102,0,3,0,3,61,7,0,66,0,0,0,0,27,4,0,29,40,31,5,76,392,37,0,504
UCL621019,0,20,0,21,105,12,0,131,0,14,0,15,115,8,0,139,0,6,0,6,64,5,0,74,0,0,0,0,17,4,0,22,57,45,0,101,413,33,0,545
UCL621020,3,15,0,21,142,4,0,169,0,6,0,3,84,4,0,97,0,0,0,0,57,8,0,68,0,0,0,0,9,0,0,16,127,37,0,164,512,54,0,729
UCL621021,0,20,0,20,80,8,0,112,0,20,0,22,75,12,0,102,0,4,0,4,31,5,0,44,0,0,0,0,9,0,0,10,207,63,17,292,467,49,0,801
UCL621022,0,24,0,28,124,6,0,157,0,34,0,33,106,5,0,145,0,9,0,9,77,14,0,95,0,0,0,0,14,6,0,25,116,79,8,205,500,66,0,774
UCL621023,0,6,0,9,132,26,0,163,0,3,0,3,77,10,0,95,0,0,0,0,34,3,0,40,0,0,0,0,3,0,0,3,104,25,0,127,455,110,0,685
UCL621024,5,10,0,14,96,11,0,125,0,5,0,8,98,15,3,118,0,0,0,0,40,12,0,49,0,0,0,0,11,0,0,13,91,22,3,118,382,67,4,571
UCL621025,3,12,0,12,66,0,0,87,0,25,0,27,90,3,0,120,0,0,0,0,49,0,0,52,0,0,0,0,13,0,0,13,107,47,3,155,370,28,0,556
UCL621026,0,9,0,12,94,11,0,116,0,3,0,3,73,5,0,83,0,0,0,0,40,3,0,42,0,0,0,0,4,0,0,6,65,27,0,95,325,37,0,462
UCL621027,5,12,0,25,104,5,0,141,0,5,0,11,161,8,0,178,0,0,0,0,91,7,0,96,0,0,0,0,12,3,0,12,86,29,0,115,472,30,0,620
UCL621028,0,20,0,18,81,11,0,109,0,13,0,13,59,8,0,79,0,0,0,0,37,6,0,40,0,0,0,0,8,0,0,11,102,51,0,152,383,76,0,616
UCL621029,0,34,0,34,66,4,0,105,0,10,0,10,62,7,0,74,0,0,0,0,28,3,0,34,0,0,0,0,7,0,0,7,93,57,4,152,317,23,0,498
UCL621030,4,17,0,23,125,8,0,154,0,14,0,14,152,0,0,167,0,0,0,0,79,12,0,89,0,0,0,0,55,6,0,67,49,38,4,96,536,45,0,674
UCL621031,5,8,0,9,93,4,0,111,5,7,0,12,102,7,0,115,0,0,0,0,59,9,0,66,0,0,0,0,14,0,0,14,74,28,3,112,489,24,0,624
UCL621032,8,9,0,15,107,17,0,129,0,4,0,7,77,14,6,103,0,0,0,0,25,0,0,31,0,0,0,0,9,0,0,9,92,25,3,118,400,61,3,587
UCL622001,4,10,0,13,61,4,0,71,0,5,0,5,57,8,0,68,0,0,0,0,32,0,0,33,0,0,0,0,3,0,0,3,26,16,3,53,200,13,0,258
UCL622002,0,12,0,12,56,5,0,75,3,0,0,3,71,0,0,74,0,0,0,0,29,0,0,29,0,0,0,0,0,0,0,0,54,28,3,76,234,13,0,321
UCL622003,0,16,0,21,45,5,0,64,0,5,0,5,32,0,0,36,0,3,0,3,21,0,0,22,0,0,0,0,6,0,0,7,69,24,11,100,187,23,0,310
UCL622004,0,7,0,7,23,0,0,31,0,0,0,0,13,0,0,14,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,35,18,3,56,95,0,0,148
UCL622005,0,6,0,9,41,0,0,48,0,7,0,7,46,0,0,51,0,0,0,0,23,0,0,26,0,0,0,0,8,0,0,8,43,14,3,66,197,7,0,271
UCL622006,6,7,0,14,30,0,0,45,0,7,0,7,33,5,0,49,0,0,0,0,24,3,0,22,0,0,0,0,5,5,0,3,41,21,0,68,162,13,0,238
UCL622007,0,8,0,6,70,6,0,88,0,9,0,9,77,6,0,87,0,0,0,0,28,4,0,29,0,0,0,0,3,0,0,9,42,16,0,61,267,23,0,349
UCL622008,0,0,0,0,58,7,0,64,0,0,0,0,58,11,0,72,0,0,0,0,22,0,0,22,0,0,0,0,7,3,0,10,41,6,0,48,220,26,0,296
UCL622009,0,5,0,5,53,0,0,58,0,10,0,10,55,5,0,64,0,0,0,0,28,0,0,29,0,0,0,0,0,0,0,0,53,21,0,78,234,7,0,321
UCL622010,8,7,0,11,40,3,0,49,0,4,0,7,51,20,0,77,0,0,0,0,27,32,0,60,0,0,0,0,48,43,0,89,41,10,3,61,239,109,0,411
UCL622011,0,3,0,3,38,0,0,47,0,6,0,6,20,0,0,22,0,0,0,0,18,0,0,18,0,0,0,0,3,0,0,10,43,20,4,63,149,6,0,215
