UCL_CODE_2021,F_Unrel_ind_liv_fam_hh_0_14,F_Unre_ind_liv_fam_hh_15_24,F_Unre_ind_liv_fam_hh_25_34,F_Unre_ind_liv_fam_hh_35_44,F_Unre_ind_liv_fam_hh_45_54,F_Unre_ind_liv_fam_hh_55_64,F_Unre_ind_liv_fam_hh_65_74,F_Unre_ind_liv_fam_hh_75_84,F_Unrel_ind_liv_fam_hh_85ov,F_Unrel_ind_liv_fam_hh_Tot,F_Group_hh_mem_0_14,F_Group_hh_mem_15_24,F_Group_hh_mem_25_34,F_Group_hh_mem_35_44,F_Group_hh_mem_45_54,F_Group_hh_mem_55_64,F_Group_hh_mem_65_74,F_Group_hh_mem_75_84,F_Group_hh_mem_85ov,F_Group_hh_mem_Tot,F_LPer_0_14_yr,F_LPer_15_24_yr,F_LPer_25_34_yr,F_LPer_35_44_yr,F_LPer_45_54_yr,F_LPer_55_64_yr,F_LPer_65_74_yr,F_LPer_75_84_yr,F_LPer_85_yr_over,F_LPer_Tot,F_Vis_from_within_Aus_0_14,F_Vis_from_within_Aus_15_24,F_Vis_from_within_Aus_25_34,F_Vis_from_within_Aus_35_44,F_Vis_from_within_Aus_45_54,F_Vis_from_within_Aus_55_64,F_Vis_from_within_Aus_65_74,F_Vis_from_within_Aus_75_84,F_Vis_from_within_Aus_85ov,F_Vis_from_within_Aus_Tot,F_OS_vis_0_14_yr,F_OS_vis_15_24_yr,F_OS_vis_25_34_yr,F_OS_vis_35_44_yr,F_OS_vis_45_54_yr,F_OS_vis_55_64_yr,F_OS_vis_65_74_yr,F_OS_vis_75_84_yr,F_OS_vis_85_yr_over,F_Overseas_v_Total,F_Tot_0_14_yr,F_Tot_15_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Part_r_mar_0_14,P_Part_r_mar_15_24,P_Part_r_mar_25_34,P_Part_r_mar_35_44,P_Part_r_mar_45_54,P_Part_r_mar_55_64,P_Part_r_mar_65_74,P_Part_r_mar_75_84,P_Part_r_mar_85ov,P_Part_r_mar_Tot,P_Part_de_f_mar_0_14,P_Part_de_f_mar_15_24,P_Part_de_f_mar_25_34,P_Part_de_f_mar_35_44,P_Part_de_f_mar_45_54,P_Part_de_f_mar_55_64,P_Part_de_f_mar_65_74,P_Part_de_f_mar_75_84,P_Part_de_f_mar_85ov,P_Part_de_f_mar_Tot,P_LPar_0_14_yr,P_LPar_15_24_yr,P_LPar_25_34_yr,P_LPar_35_44_yr,P_LPar_45_54_yr,P_LPar_55_64_yr,P_LPar_65_74_yr,P_LPar_75_84_yr,P_LPar_85_yr_over,P_LPar_Tot,P_Child_u_15_0_14_yr,P_Child_u_15_15_24_yr,P_Child_u_15_25_34_yr,P_Child_u_15_35_44_yr,P_Child_u_15_45_54_yr,P_Child_u_15_55_64_yr,P_Child_u_15_65_74_yr,P_Child_u_15_75_84_yr,P_Child_u_15_85_yr_over,P_Child_u_15_Tot,P_Dep_stu15_24_0_14,P_Dep_stu15_24_15_24,P_Dep_stu15_24_25_34,P_Dep_stu15_24_35_44,P_Dep_stu15_24_45_54,P_Dep_stu15_24_55_64,P_Dep_stu15_24_65_74,P_Dep_stu15_24_75_84,P_Dep_stu15_24_85_over,P_Dep_stu15_24_Tot,P_Non_dep_child_0_14,P_Non_dep_child_15_24,P_Non_dep_child_25_34,P_Non_dep_child_35_44,P_Non_dep_child_45_54,P_Non_dep_child_55_64,P_Non_dep_child_65_74,P_Non_dep_child_75_84,P_Non_dep_child_85_over,P_Non_dep_child_Tot,P_Oth_rel_ind_0_14,P_Oth_rel_ind_15_24,P_Oth_rel_ind_25_34,P_Oth_rel_ind_35_44,P_Oth_rel_ind_45_54,P_Oth_rel_ind_55_64,P_Oth_rel_ind_65_74,P_Oth_rel_ind_75_84,P_Oth_rel_ind_85ov,P_Oth_rel_ind_Tot,P_Unrel_ind_liv_fam_hh_0_14,P_Unre_ind_liv_fam_hh_15_24,P_Unre_ind_liv_fam_hh_25_34,P_Unre_ind_liv_fam_hh_35_44,P_Unre_ind_liv_fam_hh_45_54,P_Unre_ind_liv_fam_hh_55_64,P_Unre_ind_liv_fam_hh_65_74,P_Unre_ind_liv_fam_hh_75_84,P_Unrel_ind_liv_fam_hh_85ov,P_Unrel_ind_liv_fam_hh_Tot,P_Group_hh_mem_0_14,P_Group_hh_mem_15_24,P_Group_hh_mem_25_34,P_Group_hh_mem_35_44,P_Group_hh_mem_45_54,P_Group_hh_mem_55_64,P_Group_hh_mem_65_74,P_Group_hh_mem_75_84,P_Group_hh_mem_85ov,P_Group_hh_mem_Tot,P_LPer_0_14_yr,P_LPer_15_24_yr,P_LPer_25_34_yr,P_LPer_35_44_yr,P_LPer_45_54_yr,P_LPer_55_64_yr,P_LPer_65_74_yr,P_LPer_75_84_yr,P_LPer_85_yr_over,P_LPer_Tot,P_Vis_from_within_Aus_0_14,P_Vis_from_within_Aus_15_24,P_Vis_from_within_Aus_25_34,P_Vis_from_within_Aus_35_44,P_Vis_from_within_Aus_45_54,P_Vis_from_within_Aus_55_64,P_Vis_from_within_Aus_65_74,P_Vis_from_within_Aus_75_84,P_Vis_from_within_Aus_85ov,P_Vis_from_within_Aus_Tot,P_OS_vis_0_14_yr,P_OS_vis_15_24_yr,P_OS_vis_25_34_yr,P_OS_vis_35_44_yr,P_OS_vis_45_54_yr,P_OS_vis_55_64_yr,P_OS_vis_65_74_yr,P_OS_vis_75_84_yr,P_OS_vis_85_yr_over,P_Overseas_v_Total,P_Tot_0_14_yr,P_Tot_15_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
UCL115090,..,3,0,3,0,0,0,0,0,9,..,0,0,0,0,0,5,0,0,10,..,5,7,7,9,26,33,46,14,140,0,7,0,0,0,0,3,3,0,15,0,0,0,0,0,0,0,0,0,3,62,50,34,39,68,87,91,78,18,532,..,0,13,23,44,67,82,49,13,296,..,14,15,15,19,19,4,0,0,94,..,3,15,6,20,16,7,7,9,78,126,..,..,..,..,..,..,..,..,126,..,33,..,..,..,..,..,..,..,33,..,34,15,10,14,0,0,0,0,68,..,5,0,0,4,5,0,0,0,17,..,3,0,0,0,0,0,0,0,6,..,0,0,4,4,4,12,0,0,29,..,7,8,14,32,63,79,68,22,291,3,11,3,5,3,0,7,3,0,34,0,0,0,0,0,0,0,0,0,3,128,109,69,75,139,178,194,143,36,1070
UCL115091,..,5,0,0,0,0,0,0,0,8,..,6,0,0,4,4,3,0,0,18,..,0,5,4,3,7,34,25,0,73,0,0,0,0,5,8,0,0,0,13,0,0,0,0,0,0,0,0,0,0,96,54,55,65,68,83,135,71,10,641,..,4,27,46,71,80,165,85,6,481,..,12,44,19,22,34,9,4,0,145,..,0,16,21,18,7,6,9,3,77,208,..,..,..,..,..,..,..,..,208,..,37,..,..,..,..,..,..,..,37,..,38,24,10,11,3,0,0,0,87,..,3,4,0,0,3,3,0,5,27,..,9,0,0,3,3,0,0,0,18,..,8,0,0,4,15,11,3,0,42,..,6,4,9,16,34,51,45,6,170,5,3,3,4,5,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0,208,116,122,114,144,186,257,146,14,1305
UCL115092,..,3,0,0,0,0,0,0,0,8,..,3,0,0,0,3,4,0,0,12,..,0,13,3,8,20,29,27,12,120,5,0,0,0,6,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,169,109,133,88,101,100,88,60,18,879,..,10,69,76,102,101,107,63,6,539,..,44,71,35,27,18,15,5,0,214,..,7,26,30,24,12,0,3,0,103,358,..,..,..,..,..,..,..,..,358,..,52,..,..,..,..,..,..,..,52,..,56,11,3,8,3,0,0,0,85,..,12,8,0,5,4,3,7,0,32,..,3,3,0,0,0,0,0,0,12,..,9,5,0,0,9,3,4,0,28,..,6,23,16,24,31,47,38,16,205,7,7,3,3,10,0,6,0,0,41,0,0,0,0,0,0,0,0,0,0,365,207,229,169,198,175,181,115,29,1666
UCL115093,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,4,0,6,..,0,0,0,5,12,17,14,4,58,0,0,0,3,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,84,37,54,57,80,91,83,40,17,548,..,0,40,84,96,128,121,37,13,522,..,6,32,9,17,11,3,4,0,77,..,0,4,6,7,12,3,5,0,35,186,..,..,..,..,..,..,..,..,186,..,47,..,..,..,..,..,..,..,47,..,33,26,8,3,0,0,0,0,72,..,3,0,0,0,5,4,0,0,7,..,0,3,0,0,0,0,0,0,8,..,0,0,0,0,0,5,3,0,12,..,0,4,0,13,21,28,20,11,100,0,0,3,3,4,6,3,3,0,25,0,0,0,0,0,0,0,0,0,0,187,95,119,110,145,176,169,72,30,1105
UCL115094,..,4,0,0,0,7,0,0,0,10,..,11,6,3,8,4,12,0,0,47,..,6,8,6,25,65,63,63,38,259,4,11,3,3,0,3,4,0,0,28,0,0,0,0,0,0,0,0,0,0,249,121,109,139,151,184,202,139,62,1355,..,4,52,118,91,141,185,128,21,742,..,21,45,36,36,36,31,7,4,214,..,6,34,42,40,22,20,11,9,197,460,..,..,..,..,..,..,..,..,460,..,80,..,..,..,..,..,..,..,80,..,74,20,13,21,18,5,0,0,151,..,16,11,0,6,9,5,9,10,70,..,9,10,5,0,6,3,0,0,22,..,18,13,15,11,17,20,3,0,95,..,11,18,19,41,98,109,86,41,418,11,19,3,4,3,8,9,0,0,56,0,0,0,0,0,0,0,0,0,3,467,248,203,257,255,356,387,254,90,2511
UCL115095,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,3,0,0,0,4,..,6,10,8,3,12,12,17,12,73,0,5,4,0,0,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,103,47,70,64,43,65,53,36,18,497,..,3,53,69,40,47,71,33,7,319,..,11,28,13,17,3,4,0,0,87,..,0,13,16,12,6,0,3,3,61,217,..,..,..,..,..,..,..,..,217,..,19,..,..,..,..,..,..,..,19,..,27,9,0,4,5,0,0,0,49,..,7,0,0,8,7,4,0,3,31,..,0,3,0,0,5,0,0,0,13,..,0,0,4,0,3,4,3,0,9,..,10,12,20,12,35,23,22,19,151,6,9,6,0,3,7,0,0,0,30,0,0,0,0,0,0,0,0,0,0,225,92,126,126,99,123,106,67,29,992
UCL115096,..,7,0,6,0,0,0,0,0,17,..,4,0,3,0,8,0,0,0,27,..,0,7,3,18,44,86,62,19,241,4,14,9,5,6,9,4,3,4,60,0,0,0,0,0,0,0,0,0,3,307,166,137,199,258,320,399,212,43,2029,..,0,84,215,288,351,534,282,29,1780,..,23,71,47,67,68,45,16,0,333,..,0,13,42,53,28,12,6,8,162,608,..,..,..,..,..,..,..,..,608,..,135,..,..,..,..,..,..,..,135,..,127,41,20,14,18,9,0,0,220,..,18,3,3,8,8,8,10,11,70,..,17,12,4,7,4,6,0,0,44,..,4,4,3,0,11,5,11,0,45,..,0,14,12,33,74,126,88,34,385,18,19,17,3,11,17,5,5,5,96,0,0,0,0,0,0,0,0,0,0,630,352,251,356,481,576,752,417,80,3891
UCL115097,..,0,0,0,0,5,3,0,0,4,..,3,0,4,9,10,11,0,0,35,..,0,6,4,18,27,44,31,10,140,4,9,6,0,6,0,3,0,5,30,0,0,0,0,0,0,0,0,0,0,205,102,92,128,151,210,225,104,21,1243,..,6,56,96,116,239,284,123,13,937,..,22,50,52,39,60,33,12,0,275,..,7,16,37,33,22,17,7,3,141,391,..,..,..,..,..,..,..,..,391,..,81,..,..,..,..,..,..,..,81,..,69,35,19,16,6,4,0,0,140,..,5,9,0,3,11,8,3,3,48,..,4,3,6,8,3,3,0,0,25,..,4,4,3,19,20,19,12,0,87,..,8,12,18,46,72,90,59,13,311,12,10,3,0,6,6,8,0,0,52,0,0,0,0,0,0,0,0,0,3,397,207,186,238,283,445,463,223,44,2487
UCL115098,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,8,0,0,0,15,..,0,3,9,11,10,22,20,8,90,7,4,4,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,105,42,68,65,65,73,59,46,13,527,..,0,27,33,27,42,42,36,8,216,..,7,48,33,19,25,11,3,0,152,..,0,20,17,22,13,6,4,0,79,183,..,..,..,..,..,..,..,..,183,..,27,..,..,..,..,..,..,..,27,..,27,12,8,5,0,0,0,0,60,..,10,3,5,3,12,3,0,3,36,..,0,4,0,0,0,3,0,0,13,..,3,4,3,0,12,10,3,0,38,..,9,11,14,18,38,45,41,12,180,4,9,5,6,10,10,3,8,0,58,0,0,0,0,0,0,0,0,0,0,191,98,122,105,113,156,135,97,21,1040
UCL115099,..,3,3,4,0,0,0,0,0,15,..,6,4,0,6,16,10,0,0,35,..,0,7,0,11,44,55,59,47,223,3,14,4,3,0,5,5,0,0,41,0,0,0,0,0,0,0,0,0,0,244,137,171,139,140,210,196,148,70,1456,..,10,110,93,121,167,204,136,41,884,..,27,62,38,37,41,26,4,3,244,..,6,45,53,43,22,13,8,11,204,506,..,..,..,..,..,..,..,..,506,..,91,..,..,..,..,..,..,..,91,..,81,33,25,18,22,0,0,0,180,..,21,14,0,7,22,23,13,0,97,..,10,7,0,3,3,0,4,0,34,..,7,9,8,6,28,14,4,3,79,..,9,19,17,26,83,94,87,56,377,5,24,6,11,8,12,14,0,0,81,0,0,3,0,0,0,0,0,0,3,515,287,308,249,269,400,386,250,117,2783
UCL115100,..,6,0,0,0,0,0,0,0,12,..,0,3,0,4,16,9,0,0,28,..,0,10,3,20,38,42,69,35,223,5,8,3,3,3,3,0,0,0,26,0,0,0,0,4,0,0,0,0,4,183,94,106,102,148,196,204,163,55,1247,..,6,53,77,100,173,236,164,34,835,..,13,66,38,40,43,20,10,0,233,..,9,16,37,34,24,11,7,13,149,352,..,..,..,..,..,..,..,..,352,..,64,..,..,..,..,..,..,..,64,..,48,34,15,22,12,8,0,0,135,..,19,5,8,10,21,12,4,6,83,..,10,6,5,6,5,0,0,0,27,..,5,3,5,8,22,7,0,0,60,..,0,17,17,42,74,87,99,41,381,7,11,5,3,8,6,3,0,0,55,0,0,0,0,4,0,0,0,0,4,360,181,206,203,275,381,383,294,98,2377
UCL115101,..,0,0,0,4,0,0,0,0,9,..,0,3,0,3,0,6,3,0,16,..,0,4,0,9,29,45,31,15,139,0,0,0,0,0,3,8,4,0,20,0,0,0,0,0,0,0,0,0,0,153,74,70,109,127,195,240,110,28,1114,..,0,46,99,134,222,313,136,23,973,..,22,43,35,35,44,42,11,0,226,..,0,5,21,29,18,10,9,7,104,315,..,..,..,..,..,..,..,..,315,..,65,..,..,..,..,..,..,..,65,..,53,23,14,11,6,4,0,0,112,..,5,4,0,9,7,7,0,4,31,..,0,4,0,6,0,0,0,0,15,..,0,14,4,8,4,11,3,0,42,..,5,15,11,25,55,63,50,19,240,3,10,9,4,7,5,3,4,0,51,0,0,0,0,0,0,0,0,0,0,320,167,161,193,259,364,446,220,53,2177
UCL115102,..,6,0,3,0,0,0,0,0,4,..,0,7,4,7,8,6,4,0,29,..,7,7,9,8,29,44,41,16,160,4,4,3,4,5,3,0,5,0,28,0,0,0,0,0,0,0,0,0,0,158,96,102,99,99,128,141,98,30,939,..,4,41,62,72,109,129,83,9,508,..,23,45,22,17,24,14,5,0,161,..,6,32,34,31,22,13,8,9,155,323,..,..,..,..,..,..,..,..,323,..,50,..,..,..,..,..,..,..,50,..,60,20,17,16,7,0,0,0,128,..,10,10,3,7,5,18,3,3,63,..,9,0,6,0,3,4,0,0,20,..,0,7,4,14,8,10,7,0,49,..,8,17,19,26,51,89,69,24,303,9,9,4,6,9,3,4,5,0,47,0,0,0,0,0,0,0,0,0,0,330,184,178,172,193,243,279,187,46,1807
UCL115103,..,0,0,0,0,0,0,0,0,0,..,3,4,0,0,0,3,0,0,10,..,0,3,7,6,13,25,16,12,80,5,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,101,49,57,57,40,51,73,40,16,477,..,3,21,50,33,50,75,36,8,271,..,22,28,26,13,7,4,0,0,102,..,0,13,9,7,11,8,3,0,56,186,..,..,..,..,..,..,..,..,186,..,31,..,..,..,..,..,..,..,31,..,14,9,4,3,7,0,0,0,41,..,5,0,0,0,0,5,6,0,15,..,3,5,3,0,0,0,0,0,15,..,3,9,3,0,0,4,0,0,26,..,0,8,6,16,20,35,28,15,134,3,5,3,0,0,0,3,0,0,21,0,0,0,0,0,0,0,0,0,0,196,95,100,103,82,96,134,74,28,905
UCL115104,..,0,5,0,0,0,0,0,0,8,..,3,0,0,0,0,5,4,0,15,..,0,4,3,0,15,28,20,19,101,0,3,0,0,0,0,5,0,3,16,0,0,0,0,0,0,0,0,0,0,113,58,55,88,65,121,132,62,31,721,..,0,28,106,77,131,166,51,21,578,..,7,29,18,26,19,25,8,0,128,..,0,3,13,18,6,5,7,0,46,242,..,..,..,..,..,..,..,..,242,..,51,..,..,..,..,..,..,..,51,..,19,14,9,5,6,0,0,0,60,..,4,5,0,0,5,3,10,5,33,..,3,4,0,0,0,0,0,0,7,..,3,3,0,0,0,12,7,0,28,..,0,5,7,6,25,41,34,22,149,3,6,0,5,0,6,3,0,3,28,0,0,0,0,0,0,0,0,0,0,245,97,94,154,131,201,253,110,49,1336
UCL115105,..,0,0,0,0,0,0,0,0,0,..,0,4,0,0,0,7,0,0,8,..,3,5,0,13,13,30,30,23,127,8,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,135,97,77,74,83,96,94,74,34,756,..,6,75,77,84,111,90,60,11,517,..,32,27,25,15,19,14,0,0,132,..,0,12,17,19,12,3,4,4,79,276,..,..,..,..,..,..,..,..,276,..,66,..,..,..,..,..,..,..,66,..,50,13,7,4,6,0,0,0,86,..,0,0,0,4,3,4,4,4,21,..,4,7,0,0,0,0,0,0,12,..,3,4,0,5,4,4,0,0,21,..,6,10,5,24,30,50,52,25,207,8,8,5,0,6,4,5,0,0,33,0,0,0,0,0,0,0,0,0,0,286,189,151,140,156,188,166,129,48,1448
UCL115106,..,4,4,0,0,0,0,0,0,12,..,4,4,4,7,11,11,0,0,37,..,4,5,9,13,45,47,47,32,204,0,0,0,0,4,3,3,0,3,15,0,0,0,0,0,0,0,0,0,0,153,99,122,118,161,206,169,128,55,1203,..,3,73,86,129,157,209,137,20,805,..,24,72,66,53,64,21,9,5,309,..,6,11,30,36,20,9,11,6,135,374,..,..,..,..,..,..,..,..,374,..,66,..,..,..,..,..,..,..,66,..,80,37,17,14,10,6,0,0,154,..,11,11,8,8,8,15,9,9,70,..,16,9,3,3,0,0,0,0,33,..,3,5,8,11,32,19,0,0,83,..,5,15,23,43,95,82,71,41,371,0,0,7,6,3,13,7,0,3,38,0,0,0,0,0,0,0,0,0,0,375,213,226,246,298,401,362,233,87,2437
UCL115107,..,3,14,11,5,7,3,4,0,43,..,13,45,9,21,29,12,9,0,133,..,0,11,10,38,55,73,35,26,249,0,17,3,5,5,8,8,6,0,47,0,0,0,0,0,0,0,0,0,0,286,150,181,245,287,247,217,103,39,1765,..,3,42,158,193,154,168,84,15,820,..,12,96,98,110,75,42,12,0,442,..,3,13,59,89,37,17,7,16,238,600,..,..,..,..,..,..,..,..,600,..,132,..,..,..,..,..,..,..,132,..,91,39,18,15,15,4,0,0,182,..,16,7,9,0,9,13,12,3,67,..,6,28,20,10,20,10,5,0,90,..,17,78,24,37,44,27,9,0,235,..,5,15,31,55,83,102,52,33,380,0,16,11,6,8,15,8,5,0,81,0,0,0,0,0,0,0,0,0,0,597,301,339,422,518,453,389,182,62,3268
UCL115108,..,0,4,0,0,6,0,0,0,11,..,0,0,0,0,0,0,0,0,5,..,0,0,8,9,6,15,10,0,40,0,3,0,0,5,0,5,0,0,17,0,0,0,0,0,0,0,0,0,0,270,124,102,186,174,111,77,21,5,1060,..,7,100,238,294,162,93,24,0,914,..,11,41,53,36,22,7,0,0,178,..,0,8,14,20,7,5,0,0,52,512,..,..,..,..,..,..,..,..,512,..,131,..,..,..,..,..,..,..,131,..,75,33,3,3,0,0,0,0,116,..,6,3,0,3,5,3,5,0,31,..,3,5,3,0,3,0,0,0,14,..,0,0,0,0,0,0,0,0,8,..,0,4,13,6,16,25,8,0,68,5,12,0,4,4,0,5,0,0,29,0,0,0,0,0,0,0,0,0,0,517,244,190,333,361,218,142,40,4,2049
UCL115109,..,0,0,0,0,0,0,0,0,10,..,0,5,0,6,10,9,0,4,29,..,7,11,8,19,50,107,71,41,309,4,6,0,4,7,18,3,4,0,44,0,0,0,0,0,0,0,0,0,0,201,89,121,124,162,265,369,184,69,1587,..,5,58,98,130,224,423,203,39,1185,..,24,74,42,52,72,57,20,0,346,..,4,22,30,35,16,24,15,13,152,403,..,..,..,..,..,..,..,..,403,..,72,..,..,..,..,..,..,..,72,..,74,29,29,10,16,3,0,0,163,..,6,6,0,6,3,5,8,3,37,..,10,6,0,5,0,0,0,0,18,..,7,10,5,11,12,8,4,5,69,..,5,26,30,55,104,193,116,49,586,9,8,8,11,12,16,15,9,3,91,0,0,0,0,0,0,0,0,0,0,410,217,236,248,322,472,733,372,121,3126
UCL115110,..,6,0,6,0,0,0,0,0,12,..,6,6,5,8,8,5,0,0,37,..,13,19,9,33,57,68,62,38,297,8,14,4,5,3,9,3,0,0,50,0,0,0,0,0,0,0,0,0,0,322,172,171,191,190,257,199,156,64,1725,..,5,84,135,158,226,220,147,31,1017,..,45,97,63,50,33,20,6,0,304,..,14,45,62,46,38,9,9,14,228,625,..,..,..,..,..,..,..,..,625,..,106,..,..,..,..,..,..,..,106,..,97,42,23,14,13,0,0,0,195,..,23,10,9,6,18,12,12,7,91,..,11,6,0,0,5,0,0,0,24,..,19,8,7,12,12,13,5,0,77,..,17,43,34,73,104,110,99,54,523,14,19,14,15,6,16,5,6,0,91,0,0,0,0,0,0,0,0,0,3,637,349,344,355,371,459,395,278,100,3286
UCL115111,..,7,6,0,0,0,0,0,0,10,..,10,6,0,0,4,7,3,0,32,..,11,17,0,12,35,52,55,23,210,6,8,3,3,0,5,5,0,0,34,0,0,5,0,0,0,0,0,0,5,291,173,183,165,142,211,191,129,48,1542,..,9,97,160,136,218,211,129,24,980,..,46,86,52,38,17,13,3,0,260,..,8,33,52,48,24,11,6,11,200,609,..,..,..,..,..,..,..,..,609,..,109,..,..,..,..,..,..,..,109,..,102,42,18,12,13,4,0,0,196,..,16,11,5,0,18,11,9,5,74,..,13,10,0,4,0,4,0,0,32,..,12,16,3,10,12,10,12,0,75,..,11,28,16,28,89,101,88,38,398,7,13,5,11,4,7,9,7,0,62,0,0,5,0,0,0,0,0,0,5,615,343,333,319,289,396,371,250,83,3000
UCL115112,..,9,7,0,0,0,0,0,0,19,..,6,0,0,0,0,0,0,0,8,..,4,15,9,9,19,9,3,0,67,4,3,6,4,5,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,296,133,258,188,101,97,51,15,0,1140,..,4,155,222,93,117,63,19,0,692,..,52,188,60,40,17,10,3,0,363,..,5,36,40,19,4,4,3,0,112,611,..,..,..,..,..,..,..,..,611,..,75,..,..,..,..,..,..,..,75,..,62,13,5,0,0,0,0,0,87,..,7,11,3,0,9,4,3,0,40,..,14,17,0,6,0,0,0,0,35,..,11,3,3,4,3,4,0,0,25,..,4,36,19,18,38,15,3,0,132,8,11,12,0,3,4,3,0,0,42,0,0,0,0,0,0,0,0,0,0,615,238,476,362,189,186,104,29,0,2213
UCL115113,..,4,3,0,0,0,0,0,0,3,..,0,7,5,0,5,0,3,0,16,..,6,13,5,10,27,24,38,18,130,6,0,7,3,4,0,5,0,0,24,0,0,0,0,0,0,0,0,0,0,181,87,137,68,112,89,82,80,22,858,..,3,75,74,108,82,82,62,11,501,..,31,72,35,41,24,7,9,4,216,..,7,22,10,21,9,5,3,0,75,333,..,..,..,..,..,..,..,..,333,..,53,..,..,..,..,..,..,..,53,..,60,15,7,9,5,0,0,0,97,..,10,4,3,7,7,9,10,0,47,..,8,3,4,4,0,0,0,0,12,..,4,14,0,3,3,0,8,0,36,..,10,28,7,17,46,41,54,31,239,5,8,19,5,6,7,8,0,0,48,0,0,0,0,0,0,0,0,0,0,342,191,253,151,210,186,157,136,48,1668
UCL115114,..,0,0,0,0,0,0,0,0,4,..,9,3,0,3,3,0,0,0,18,..,3,4,6,10,34,48,42,17,159,8,5,0,8,0,0,0,7,0,31,0,0,0,0,0,0,0,0,0,3,213,106,124,96,128,139,160,85,30,1088,..,0,81,92,116,134,178,86,14,701,..,32,80,40,50,29,9,10,0,245,..,4,23,31,36,18,20,5,7,146,409,..,..,..,..,..,..,..,..,409,..,62,..,..,..,..,..,..,..,62,..,76,28,19,7,5,0,0,0,138,..,0,5,3,0,6,9,4,0,31,..,7,4,3,0,0,0,0,0,14,..,13,11,6,4,7,0,3,0,51,..,12,25,25,41,80,82,61,26,349,12,12,13,12,0,0,0,7,0,58,0,0,0,0,0,0,0,0,0,5,416,227,260,229,265,284,304,171,50,2200
UCL115115,..,15,22,15,7,4,3,0,0,70,..,23,53,32,29,49,28,0,0,218,..,0,11,21,35,82,76,59,24,316,0,16,3,4,9,12,6,7,4,55,0,0,3,0,0,0,0,0,0,5,374,201,276,357,373,355,296,142,42,2414,..,3,78,212,259,240,261,94,17,1163,..,18,154,175,120,79,63,21,0,624,..,6,26,78,97,53,12,17,5,294,712,..,..,..,..,..,..,..,..,712,..,151,..,..,..,..,..,..,..,151,..,142,62,25,14,16,6,0,0,263,..,9,14,0,8,13,24,3,6,83,..,18,36,31,12,11,5,0,0,122,..,38,84,58,58,81,56,12,4,386,..,9,28,45,67,112,128,77,35,503,6,24,11,20,9,17,12,6,4,113,0,0,3,0,0,0,0,0,0,13,720,409,495,640,655,632,570,238,71,4419
UCL115116,..,0,0,0,0,4,0,0,0,13,..,0,12,3,3,20,20,13,30,103,..,10,19,8,18,54,96,92,61,353,7,17,0,6,6,15,8,0,0,58,0,0,0,0,0,0,0,0,0,0,372,145,224,229,237,311,366,225,124,2241,..,5,157,240,220,267,407,215,56,1574,..,23,90,72,52,67,52,15,0,370,..,8,33,55,65,35,13,16,15,238,759,..,..,..,..,..,..,..,..,759,..,90,..,..,..,..,..,..,..,90,..,104,39,22,30,22,0,0,0,211,..,17,7,3,6,13,18,6,7,75,..,8,0,0,0,9,0,4,3,35,..,8,24,10,12,29,42,23,41,193,..,12,36,19,50,100,168,123,83,602,23,23,7,8,16,20,13,5,0,111,0,0,0,0,0,0,0,0,0,0,779,304,401,430,448,558,723,416,206,4262
UCL115117,..,4,0,0,0,0,0,0,0,3,..,0,6,0,0,7,8,0,3,24,..,0,6,7,7,20,51,51,28,163,3,0,3,0,3,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,106,61,49,71,61,99,171,168,41,831,..,0,32,59,49,79,195,196,29,644,..,16,27,31,13,17,19,13,5,142,..,10,12,19,23,3,0,7,0,72,199,..,..,..,..,..,..,..,..,199,..,34,..,..,..,..,..,..,..,34,..,38,20,3,7,3,0,0,0,70,..,5,0,0,5,5,6,3,0,31,..,4,3,0,0,0,0,0,0,13,..,0,5,7,4,12,12,0,6,40,..,0,7,10,15,26,78,74,37,250,8,0,0,0,3,3,8,3,0,26,0,0,0,0,0,0,0,0,0,0,209,111,105,137,120,157,312,300,77,1524
