UCL_CODE_2021,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
UCL422042,26,12,21,14,45,79,78,51,7,334
UCL422043,12,6,10,5,21,36,34,17,4,147
UCL422044,38,12,20,26,42,60,71,44,16,323
UCL422045,30,15,23,30,44,129,168,72,31,541
UCL422046,45,32,35,31,47,72,67,44,11,391
UCL422047,17,11,8,23,18,39,44,5,8,168
UCL422048,62,18,30,30,40,71,63,42,18,364
UCL422049,50,23,32,26,31,59,21,23,7,276
UCL422050,33,19,16,28,24,31,32,14,0,187
UCL422051,81,40,35,45,63,71,56,10,3,390
UCL422052,42,9,37,28,45,91,108,88,16,466
UCL422053,18,13,20,18,37,65,66,36,10,273
UCL422054,25,38,11,17,36,50,34,24,7,226
UCL422055,38,27,31,27,62,56,45,29,5,316
UCL422056,51,23,48,34,22,34,27,16,17,274
UCL422057,65,52,39,57,50,56,51,11,4,383
UCL422058,38,22,18,24,20,33,30,19,8,218
UCL422059,96,40,42,50,52,82,75,42,7,483
UCL422060,20,9,11,17,23,44,55,20,10,219
UCL422061,17,15,28,25,42,53,21,4,0,211
UCL422062,53,17,29,26,28,24,19,6,0,209
UCL422063,70,63,44,32,49,19,3,0,0,279
UCL431001,24969,15064,14123,17090,22217,25707,20110,8245,1710,149237
UCL479997,0,0,0,16,10,0,0,0,0,34
UCL501001,387804,244676,286403,289808,255624,221618,176529,97942,39885,2000278
UCL511001,14925,8404,9066,9652,9467,8839,7068,3914,1511,72840
UCL512001,5409,3450,3476,3445,3828,4045,3540,2338,1047,30587
UCL512002,4973,2597,2568,3164,3449,3398,3531,2096,880,26665
UCL512003,6482,3888,3802,4029,4186,4169,3313,1902,776,32544
UCL512004,6395,3607,4932,4508,4014,3605,1919,690,197,29854
UCL513001,3803,1752,2989,2875,2589,2819,2670,882,111,20493
UCL513002,1983,1150,1231,1233,1305,1370,1086,741,257,10354
UCL513003,4459,1889,3550,3787,2837,1873,785,181,22,19385
UCL513004,3780,1705,3567,3401,2611,2103,811,189,34,18199
UCL513005,2741,1140,1384,1470,1323,1044,821,464,146,10521
UCL514001,1283,736,785,801,860,968,926,480,163,7001
UCL514002,1550,517,689,1068,927,744,845,425,97,6855
UCL514003,1614,663,972,1235,1059,797,629,246,120,7331
UCL514004,1287,775,718,709,798,903,794,434,188,6610
UCL515001,114,54,74,92,128,198,299,166,98,1218
UCL515002,222,104,126,164,167,192,164,49,10,1203
UCL515003,347,188,177,196,280,360,410,191,71,2221
UCL515004,539,313,394,248,243,159,149,66,19,2123
UCL515005,500,253,219,287,330,271,265,127,36,2276
UCL515006,828,473,590,546,658,805,917,437,88,5333
UCL515007,590,125,174,420,299,198,118,46,20,1982
UCL515008,363,106,148,241,226,174,78,30,0,1353
UCL515009,493,305,213,334,384,405,448,281,111,2966
UCL515010,683,367,549,413,458,564,478,127,26,3659
UCL515011,509,282,256,315,303,350,349,238,88,2687
UCL515012,560,248,346,272,289,178,143,46,15,2099
UCL515013,682,386,754,627,549,718,878,341,41,4984
UCL515014,210,151,236,184,202,216,154,35,3,1379
UCL515015,485,247,386,304,343,317,313,259,129,2781
UCL515016,245,90,172,172,181,265,323,127,37,1614
UCL515017,223,128,148,196,232,436,518,202,38,2122
UCL515018,369,207,219,233,243,225,113,34,11,1648
UCL515019,721,467,494,428,426,462,379,208,88,3664
UCL515020,1122,551,989,701,718,784,651,126,22,5668
UCL515021,273,165,118,167,214,249,227,121,30,1559
UCL515022,764,472,476,443,480,534,445,290,114,4027
UCL515023,429,293,330,280,316,330,275,117,57,2435
UCL515024,316,186,194,162,181,236,199,100,43,1613
UCL515025,351,203,179,181,227,268,225,126,83,1840
UCL515026,547,283,398,251,261,236,150,52,23,2205
UCL515027,673,476,463,411,462,479,421,241,144,3772
UCL515028,1131,462,977,863,747,488,150,23,0,4846
UCL515029,276,149,293,360,307,216,40,15,3,1653
UCL515030,718,422,330,422,434,458,487,315,133,3717
UCL515031,429,218,238,305,347,509,611,331,72,3057
UCL515032,317,184,153,171,234,192,113,36,16,1424
UCL515033,871,248,507,637,441,305,105,32,0,3147
UCL515034,625,256,316,319,365,336,289,152,32,2692
UCL515035,187,101,130,125,125,209,196,126,41,1243
UCL515036,422,207,218,233,281,323,306,186,85,2260
UCL515037,563,241,484,509,331,253,65,14,0,2465
UCL515038,320,156,182,219,267,390,474,287,93,2377
UCL521001,88,67,31,65,87,90,53,19,3,499
UCL521002,130,65,58,90,113,97,148,47,8,763
UCL521003,98,52,52,82,84,131,188,117,40,838
UCL521004,173,106,114,73,73,51,21,8,0,609
UCL521005,264,84,136,143,125,165,127,52,10,1103
UCL521006,174,64,71,105,102,148,110,66,5,847
UCL521007,82,51,44,52,56,86,74,62,22,539
UCL521008,88,48,49,55,67,72,66,65,39,542
UCL521009,97,48,65,62,62,73,98,58,22,582
UCL521010,142,98,95,76,113,96,93,52,12,775
UCL521011,161,58,65,102,79,61,33,14,0,579
UCL521012,70,41,56,49,71,104,106,23,9,531
UCL521013,176,103,105,91,134,131,90,24,10,875
UCL521014,121,73,126,134,151,168,134,28,4,946
UCL521015,86,48,72,55,67,81,106,58,37,601
UCL521016,123,78,96,69,80,74,70,34,16,637
UCL521017,160,67,108,109,75,91,58,43,21,738
UCL521018,113,65,64,59,72,57,54,33,10,526
UCL521019,199,79,158,177,191,397,487,181,17,1893
UCL521020,108,67,52,60,102,110,141,49,4,692
UCL521021,207,73,79,114,89,104,103,63,12,855
UCL521022,129,66,73,87,133,120,76,9,4,709
UCL521023,121,54,76,84,57,79,70,18,12,567
UCL521024,409,248,295,272,235,214,183,61,10,1926
UCL521025,156,34,122,89,100,113,82,56,15,765
UCL521026,187,80,63,97,147,109,54,36,3,780
UCL521027,175,134,243,199,215,144,66,17,4,1189
UCL521028,101,61,75,76,101,134,111,81,37,792
UCL521029,156,66,99,101,92,148,100,81,39,877
UCL521030,65,54,124,60,81,124,128,74,18,724
UCL521031,85,89,232,177,157,171,103,25,5,1051
UCL521032,136,106,133,79,95,129,83,27,0,791
UCL521033,122,59,154,150,174,175,116,24,3,976
UCL521034,119,88,71,82,123,132,83,38,11,744
UCL521035,71,37,38,59,66,95,87,65,19,533
UCL521036,64,49,74,38,92,116,94,43,10,581
UCL521037,201,102,91,146,125,122,105,64,11,972
UCL521038,120,53,43,62,89,137,161,89,45,802
UCL521039,154,64,53,101,97,145,103,62,16,796
UCL521040,217,57,205,189,194,249,264,76,11,1463
UCL521041,225,43,171,151,76,74,18,0,0,770
UCL521042,93,66,66,76,101,95,79,45,28,647
UCL521043,91,34,39,49,87,93,62,25,6,476
UCL521044,111,56,58,63,69,128,115,78,26,703
UCL521045,80,35,53,40,52,88,124,63,32,568
UCL521046,155,117,105,93,102,87,54,25,3,744
UCL521047,81,33,76,69,97,103,80,31,12,595
UCL521048,144,67,84,86,85,147,178,88,33,925
UCL521049,104,97,91,80,68,48,17,3,0,513
UCL521050,130,75,90,92,78,100,98,41,19,719
UCL521051,163,114,77,90,126,147,77,47,14,853
UCL521052,173,82,120,135,141,152,95,31,0,938
UCL522001,111,95,88,71,66,35,27,7,3,504
UCL522002,31,25,27,22,31,39,58,29,9,281
UCL522003,111,51,55,38,40,16,11,6,4,342
UCL522004,84,88,46,38,28,21,8,3,0,317
UCL522005,105,46,55,64,26,28,11,8,0,333
UCL522006,83,64,30,46,64,64,48,21,11,429
UCL522007,18,18,21,14,15,42,56,17,9,205
UCL522008,40,15,22,21,21,44,34,14,0,210
UCL522009,51,62,34,47,72,48,25,10,0,344
UCL522010,86,55,31,42,45,53,54,26,10,399
UCL522011,43,31,36,53,27,44,56,30,9,319
UCL522012,66,22,58,42,53,102,118,46,17,519
UCL522013,71,56,33,51,74,81,46,19,8,426
UCL522014,49,22,24,25,26,29,18,9,0,205
UCL522015,137,72,156,145,77,184,229,71,5,1070
UCL522016,65,20,25,37,32,51,36,30,5,292
UCL522017,64,24,36,27,46,77,65,27,5,367
UCL522018,7,13,24,13,36,64,77,26,0,263
UCL522019,42,7,10,25,19,36,21,9,8,189
UCL522020,68,44,36,34,23,46,23,6,0,287
UCL522021,67,35,18,52,42,35,65,26,4,347
UCL522022,31,16,27,24,43,42,34,26,0,234
UCL522023,58,19,33,36,46,60,47,18,9,331
UCL522024,20,10,10,12,23,55,64,39,10,234
UCL522025,68,36,30,47,42,81,95,44,16,461
UCL522026,16,12,14,12,20,62,88,58,11,292
UCL522027,60,34,30,48,36,66,50,32,9,366
UCL522028,24,13,33,19,11,29,38,22,6,186
UCL522029,101,36,49,54,44,39,40,25,3,393
UCL522030,68,18,42,37,37,44,22,12,0,281
UCL522031,102,43,49,43,30,25,6,0,0,302
UCL522032,103,80,43,52,50,47,18,5,0,395
UCL522033,53,30,30,24,59,68,95,51,4,406
UCL522034,35,33,40,33,19,22,10,6,0,194
UCL522035,34,11,22,18,41,43,33,10,10,222
UCL522036,27,13,21,17,38,28,50,14,3,213
UCL522037,65,12,28,37,35,35,32,21,9,278
UCL522038,96,52,70,69,46,62,44,28,9,480
UCL522039,61,44,68,55,56,98,46,15,5,454
UCL522040,9,10,10,3,39,50,53,22,3,207
UCL522041,44,24,22,24,40,71,75,16,5,319
UCL522042,112,57,116,96,74,56,35,5,0,551
UCL522043,114,68,68,58,41,25,12,0,0,390
UCL522044,28,26,32,32,32,67,75,15,0,311
UCL522045,63,46,37,26,28,13,5,0,0,211
UCL522046,43,17,17,36,39,80,75,34,4,348
UCL522047,94,52,37,44,42,78,105,33,20,519
UCL522048,48,20,36,29,29,52,50,31,11,308
UCL522049,68,20,34,41,50,67,96,24,3,402
UCL522050,70,20,40,41,61,61,52,44,33,428
UCL522051,30,30,27,21,42,39,30,13,0,231
UCL522052,25,31,36,24,34,27,25,4,0,205
UCL522053,43,33,24,17,19,18,6,0,0,161
UCL522054,32,24,21,28,30,31,37,11,5,213
UCL522055,37,21,52,42,72,104,191,54,3,569
UCL522056,65,47,72,68,74,79,36,11,8,465
UCL522057,24,44,74,52,37,81,60,35,3,415
UCL522058,54,41,24,29,27,45,23,28,11,277
UCL522059,68,23,43,60,43,59,58,42,6,394
UCL522060,9,0,5,5,11,13,5,0,0,47
UCL522061,34,8,29,23,40,85,72,51,7,349
UCL522062,69,36,43,33,33,13,6,4,0,233
UCL522063,45,36,33,35,19,26,3,3,0,207
UCL522064,108,95,83,64,62,32,26,15,0,483
UCL522065,48,17,26,12,19,49,30,27,7,246
UCL522066,110,26,55,61,46,48,36,31,13,415
UCL522067,49,51,101,100,116,62,39,0,0,508
UCL522068,79,60,34,45,62,59,39,18,5,411
UCL522069,40,22,31,28,32,40,51,42,3,290
UCL522070,76,35,36,33,40,57,54,13,4,344
UCL522071,143,86,75,52,48,26,11,0,0,446
UCL531001,27702,18668,25814,28684,32883,33687,23786,8666,1662,201544
UCL579997,3,137,518,957,896,533,176,32,0,3250
UCL603001,32330,23017,34119,25445,23082,22522,19880,11745,4848,196998
UCL611001,13673,10262,12428,9780,9920,9379,8130,5218,2180,80963
UCL612001,3609,2515,2575,2309,2510,2639,2166,1348,550,20223
UCL612002,4162,2689,3270,2611,2963,3097,2946,1870,711,24320
UCL613001,1924,1336,1247,1238,1499,1818,1743,1183,463,12450
UCL614001,942,538,613,661,650,829,590,198,43,5070
UCL614002,1156,697,821,721,732,814,659,411,145,6153
UCL614003,858,479,493,516,567,751,839,573,172,5256
UCL615001,186,124,114,133,123,192,131,95,22,1113
UCL615002,156,96,97,80,150,235,283,130,23,1246
UCL615003,201,106,144,112,136,241,211,128,48,1327
UCL615004,202,120,84,120,132,116,168,82,16,1041
UCL615005,382,268,277,252,305,320,404,299,109,2616
UCL615006,133,84,98,84,129,180,190,98,26,1023
UCL615007,172,111,89,95,144,169,159,91,36,1072
UCL615008,792,473,470,459,503,629,639,316,98,4375
UCL615009,500,247,312,288,308,292,232,132,40,2351
UCL615010,361,243,286,231,220,238,230,163,62,2038
UCL615011,729,469,586,456,504,541,583,357,153,4382
UCL615012,808,455,530,485,523,488,430,300,128,4145
UCL615013,595,366,436,346,415,492,547,322,122,3649
UCL615014,619,282,351,373,275,238,203,148,35,2536
UCL615015,616,347,533,445,379,393,378,174,59,3317
UCL615016,505,335,358,334,427,461,429,274,112,3247
UCL615017,621,351,465,350,370,409,353,203,41,3163
UCL615018,520,278,331,322,417,572,705,420,141,3704
UCL615019,132,97,125,139,150,260,228,61,6,1203
UCL615020,292,170,216,180,285,276,248,118,29,1815
UCL615021,318,200,202,194,226,244,278,197,98,1973
UCL615022,155,99,102,105,134,175,211,132,65,1183
UCL615023,580,347,456,342,363,451,395,256,113,3301
UCL615024,436,174,164,245,252,207,189,121,73,1854
UCL615025,563,309,462,370,324,338,360,287,138,3146
UCL615026,175,101,136,136,159,303,338,198,71,1610
UCL615027,273,137,168,172,158,239,302,135,40,1627
UCL621001,119,53,85,56,41,71,39,21,3,489
UCL621002,93,50,113,80,104,160,144,59,13,826
UCL621003,134,76,113,63,75,63,44,30,10,600
UCL621004,108,69,79,63,110,119,159,83,33,828
UCL621005,92,60,56,56,79,72,56,21,7,493
UCL621006,126,73,41,90,105,100,50,14,3,600
UCL621007,125,34,52,91,85,78,62,9,6,538
UCL621008,117,72,91,78,96,84,55,33,15,647
UCL621009,90,44,87,77,65,78,99,57,26,624
UCL621010,55,36,47,46,63,100,101,59,15,518
UCL621011,149,41,81,93,68,55,62,24,4,584
UCL621012,122,84,57,97,138,92,94,37,3,726
UCL621013,129,66,75,74,74,94,84,58,8,656
UCL621014,98,85,64,74,79,114,71,39,8,620
UCL621015,184,112,59,113,149,135,163,136,25,1066
UCL621016,146,82,66,78,120,113,74,29,4,705
UCL621017,24,31,39,40,44,95,120,76,41,511
UCL621018,60,50,38,34,65,111,102,66,29,569
UCL621019,52,28,41,48,72,131,139,74,22,597
UCL621020,150,102,89,93,103,169,97,68,16,876
UCL621021,247,99,162,149,122,112,102,44,10,1052
UCL621022,148,71,66,99,114,157,145,95,25,920
UCL621023,102,62,102,99,127,164,95,40,3,787
UCL621024,103,38,60,82,83,124,118,49,13,669
UCL621025,103,52,60,81,91,87,120,52,13,655
UCL621026,67,34,48,66,58,116,83,42,6,532
UCL621027,86,28,40,57,68,141,178,96,12,705
UCL621028,106,58,129,85,102,109,79,40,11,714
UCL621029,115,51,83,62,75,105,74,34,7,616
UCL621030,46,31,40,52,63,154,167,89,67,719
UCL621031,100,82,82,56,90,111,115,66,14,722
UCL621032,119,43,74,86,96,129,99,31,9,693
UCL622001,28,11,13,32,27,71,68,33,3,287
UCL622002,58,33,38,37,37,75,74,29,0,377
UCL622003,80,40,55,47,37,64,36,22,7,396
UCL622004,34,24,15,26,32,31,14,8,0,181
UCL622005,49,30,22,44,41,48,51,26,8,322
UCL622006,53,23,27,30,35,45,49,22,3,295
UCL622007,43,22,27,39,44,88,87,29,9,386
UCL622008,41,25,16,36,42,64,72,22,10,337
UCL622009,53,33,54,42,38,58,64,29,0,375
UCL622010,53,30,31,30,32,49,77,60,89,458
UCL622011,48,23,31,30,41,47,22,18,10,265
UCL622012,44,27,37,29,41,70,56,20,7,328
UCL622013,56,44,45,46,63,96,73,26,5,448
UCL622014,71,32,53,36,35,63,61,21,5,373
UCL622015,49,39,18,42,62,58,79,30,9,392
UCL622016,70,25,35,33,47,31,32,26,4,300
UCL622017,30,23,11,17,31,44,37,10,3,207
UCL622018,53,22,34,27,39,62,63,44,15,354
UCL622019,51,26,29,29,51,78,70,27,7,360
UCL622020,75,62,57,35,63,45,37,19,8,404
UCL622021,22,18,6,18,39,58,80,32,6,284
UCL622022,89,38,43,56,76,66,73,20,0,467
UCL622023,68,37,27,39,81,99,86,59,18,500
UCL622024,33,26,20,22,45,66,60,22,0,294
UCL622025,42,25,38,28,32,41,28,12,0,243
UCL622026,21,19,16,22,35,48,43,21,3,227
UCL622027,20,11,18,19,38,73,76,36,6,288
UCL631001,17991,10353,10379,12363,15378,18400,14309,5634,1154,105965
UCL679997,5,21,62,80,90,75,33,3,0,366
UCL703001,25800,15488,25522,20971,16938,14722,10630,3766,808,134643
UCL712001,5462,2819,5017,4187,3420,3483,2322,706,180,27595
UCL714001,1406,799,1323,965,868,919,593,173,32,7086
UCL715001,582,503,361,325,202,161,59,15,3,2212
UCL715002,283,199,247,197,111,89,28,11,0,1165
UCL715003,626,501,534,367,299,167,62,9,0,2575
UCL715004,267,234,178,169,131,79,35,10,3,1097
UCL715005,299,246,181,162,103,79,29,0,6,1104
UCL715006,879,347,588,670,543,341,123,33,3,3529
UCL715007,684,354,581,391,404,410,252,70,11,3155
UCL715008,510,369,376,282,191,136,40,14,7,1931
UCL715009,284,231,253,221,224,153,59,9,0,1434
UCL721001,237,40,112,162,108,86,26,3,0,780
UCL721002,171,242,176,116,112,55,21,3,0,897
UCL721003,178,125,121,93,125,109,66,16,0,840
UCL721004,164,90,104,67,64,45,26,3,3,564
UCL721005,134,112,145,111,77,67,22,0,0,668
UCL721006,149,100,97,61,61,46,20,3,0,537
UCL721007,97,47,67,70,91,101,72,25,8,576
UCL721008,145,84,98,99,103,61,85,32,0,716
UCL721009,212,112,219,203,255,327,177,43,0,1554
UCL721010,234,139,101,82,46,36,13,5,0,660
UCL721011,192,155,101,73,69,24,15,0,0,624
UCL721012,136,135,144,107,87,54,25,7,4,698
UCL721013,196,131,171,109,91,79,30,0,0,813
UCL721014,180,107,92,88,61,47,21,11,3,610
UCL721015,152,98,102,65,60,34,15,3,0,525
UCL721016,136,103,118,109,84,60,28,3,0,654
UCL721017,206,112,141,88,81,77,41,6,0,755
UCL721018,110,214,328,205,144,251,133,18,0,1402
UCL722001,62,20,54,43,78,124,155,35,6,575
UCL722002,131,76,58,50,27,29,10,3,0,392
UCL722003,104,66,68,45,29,29,14,3,0,358
UCL722004,63,28,42,30,23,15,3,0,0,215
UCL722005,130,81,69,49,53,37,14,6,0,439
UCL722006,44,28,38,36,23,13,13,5,0,198
UCL722007,49,41,39,28,30,19,16,0,0,227
UCL722008,57,34,34,27,24,26,7,0,0,214
UCL722009,108,41,57,55,36,17,13,0,0,332
UCL722010,84,44,49,64,84,128,98,12,0,559
UCL722011,75,36,40,21,29,8,4,0,0,213
UCL722012,71,42,48,36,25,24,7,0,0,258
UCL722013,51,18,33,21,15,7,4,0,0,143
UCL722014,80,50,47,48,37,20,20,9,0,308
UCL722015,69,41,32,37,27,33,5,6,0,251
UCL722016,81,47,47,40,83,81,32,8,0,421
UCL722017,69,56,34,36,27,17,4,0,0,249
UCL722018,45,22,41,36,39,27,21,7,0,249
UCL722019,40,28,41,27,19,18,11,5,6,185
UCL722020,125,55,130,113,136,288,379,63,0,1291
UCL722021,91,65,72,52,59,37,20,4,0,400
UCL722022,68,41,42,21,35,20,5,4,0,242
UCL722023,71,53,65,43,34,30,21,6,0,323
UCL722024,92,70,76,45,33,28,24,3,0,370
UCL722025,128,73,73,46,31,17,4,4,0,373
UCL722026,68,41,41,36,34,21,4,3,0,253
UCL722027,123,89,88,68,39,37,16,7,0,463
UCL722028,67,43,69,32,73,78,78,11,0,463
UCL722029,71,38,48,56,43,39,15,0,0,312
UCL722030,49,45,21,23,28,15,10,0,0,183
UCL722031,61,38,78,46,57,68,89,13,5,462
UCL722032,65,24,45,18,22,13,12,8,0,206
UCL722033,74,99,76,70,49,30,8,0,0,401
UCL722034,52,17,15,43,70,97,87,27,3,410
UCL722035,95,81,78,63,47,46,18,4,4,439
UCL722036,117,99,63,60,49,24,12,3,0,428
UCL722037,65,36,32,39,16,17,11,0,0,226
UCL722038,40,20,23,32,3,18,0,4,0,142
UCL722039,83,50,49,40,29,20,18,3,0,286
UCL722040,42,34,28,21,14,9,9,5,0,163
UCL731001,7420,5078,6425,6001,6547,7058,5743,1378,145,45785
UCL779997,0,37,58,105,120,106,42,10,0,482
UCL802001,82383,60775,77435,69014,55886,44609,34756,18995,7190,451046
UCL822001,54,38,23,27,48,36,46,27,6,301
UCL822002,80,38,32,62,45,29,10,3,0,311
UCL831001,94,140,133,61,71,74,58,9,7,649
UCL879997,0,0,0,0,0,0,0,0,0,0
UCL915001,276,121,261,240,258,227,175,36,4,1601
UCL921001,263,148,133,209,247,379,279,139,37,1839
UCL922001,99,42,45,57,29,81,48,29,10,434
UCL922002,33,79,80,30,22,22,4,5,0,273
UCL922003,34,12,32,24,52,61,41,12,0,277
UCL931001,117,87,186,130,162,121,120,69,10,999
UCL979997,0,0,0,0,0,0,0,0,0,0
