UCL_CODE_2021,0_299_Separate_house,0_299_Sd_rw_tce_hse_th,0_299_Flat_apartment,0_299_Other_dwelling,0_299_Dwelling_structure_NS,0_299_Tot,300_449_Separate_house,300_449_Sd_rw_tce_hse_th,300_449_Flat_apartment,300_449_Other_dwelling,300_449_Dwg_structure_NS,300_449_Tot,450_599_Separate_house,450_599_Sd_rw_tce_hse_th,450_599_Flat_apartment,450_599_Other_dwelling,450_599_Dwg_structure_NS,450_599_Tot,600_799_Separate_house,600_799_Sd_rw_tce_hse_th,600_799_Flat_apartment,600_799_Other_dwelling,600_799_Dwg_structure_NS,600_799_Tot,800_999_Separate_house,800_999_Sd_rw_tce_hse_th,800_999_Flat_apartment,800_999_Other_dwelling,800_999_Dwg_structure_NS,800_999_Tot,1000_1399_Separate_house,1000_1399_Sd_rw_tce_hse_th,1000_1399_Flat_apartmnt,1000_1399_Other_dwelling,1000_1399_Dwg_structure_NS,1000_1399_Tot,1400_1799_Separate_house,1400_1799_Sd_rw_tce_hse_th,1400_1799_Flat_apartmnt,1400_1799_Other_dwelling,1400_1799_Dwg_structure_NS,1400_1799_Tot,1800_2399_Separate_house,1800_2399_Sd_rw_tce_hse_th,1800_2399_Flat_apartmnt,1800_2399_Other_dwelling,1800_2399_Dwg_structure_NS,1800_2399_Tot,2400_2999_Separate_house,2400_2999_Sd_rw_tce_hse_th,2400_2999_Flat_apartmnt,2400_2999_Other_dwelling,2400_2999_Dwg_structure_NS,2400_2999_Tot,3000_3999_Separate_house,3000_3999_Sd_rw_tce_hse_th,3000_3999_Flat_apartmnt,3000_3999_Other_dwelling,3000_3999_Dwg_structure_NS,3000_3999_Tot,4000_over_Separate_house,4000_over_Sd_rw_tce_hse_th,4000_over_Flat_apartmnt,4000_over_Other_dwelling,4000_over_Dwg_structure_NS,4000_over_Tot,M_rep_NS_Sep_house,M_rep_NS_Sd_rw_tce_hse_th,M_rep_NS_Flat_apart,M_rep_NS_Other_dwelling,M_rep_NS_Dwg_structu_ns,M_rep_NS_Tot,Tot_Sep_hse,Tot_Sd_row_tce_hse_th,Tot_Flat_apartment,Tot_Other_dwelling,Tot_Dwelling_structure_NS,Tot_Tot
UCL314011,13,0,0,0,0,18,12,0,0,0,0,12,9,0,0,0,0,11,32,0,0,0,0,31,49,3,0,0,0,52,134,3,0,0,0,137,140,0,0,0,0,141,89,0,0,0,0,89,16,0,0,0,0,18,16,0,0,0,0,16,13,0,0,0,0,13,33,0,0,0,0,40,560,5,0,0,0,574
UCL314012,25,0,0,0,0,25,16,0,0,0,0,16,18,0,0,0,0,14,35,0,0,0,0,36,53,0,0,0,0,57,188,0,0,0,0,188,240,0,0,0,0,246,173,0,0,0,0,173,47,0,0,0,0,47,24,0,0,0,0,24,14,0,0,0,0,14,49,0,0,0,0,54,887,9,0,0,0,897
UCL314013,35,0,0,0,0,35,16,0,0,0,0,15,28,6,0,0,0,32,40,0,0,0,0,40,62,0,0,0,0,64,135,3,0,0,0,143,76,0,0,0,0,76,40,0,0,0,0,45,15,0,0,0,0,15,8,0,0,0,0,8,7,0,0,0,0,4,31,0,0,0,0,31,480,10,0,3,0,494
UCL314014,27,0,0,0,0,27,9,0,0,0,0,9,3,0,0,0,0,6,24,0,0,0,0,24,34,0,0,0,0,34,95,0,0,0,0,97,140,0,0,0,0,140,326,0,0,0,0,323,185,0,0,0,0,185,77,0,0,0,0,76,30,0,0,0,0,30,66,0,0,0,0,66,1017,0,4,0,0,1019
UCL314015,38,0,0,0,0,38,14,0,0,0,0,14,19,0,0,0,0,19,24,0,0,0,0,24,46,0,0,0,0,46,197,0,0,0,0,197,292,0,0,0,0,298,259,0,0,0,0,262,56,0,0,0,0,56,29,0,0,0,0,28,17,0,0,0,0,17,63,0,0,0,0,63,1068,3,0,0,0,1076
UCL314016,24,0,0,0,0,26,18,0,0,0,0,18,15,0,0,0,0,14,43,0,0,0,0,42,60,0,0,0,0,64,212,0,0,0,0,212,177,0,0,0,0,177,119,0,0,0,0,119,31,0,0,0,0,31,17,0,0,0,0,17,7,0,0,0,0,7,23,0,0,0,0,26,755,0,0,0,4,763
UCL314017,9,0,0,0,0,15,7,0,0,0,0,6,15,0,0,0,0,15,40,0,0,0,0,41,55,3,0,0,0,58,116,6,0,0,0,125,86,4,0,0,0,88,79,0,0,0,0,79,20,0,0,0,0,20,13,0,0,0,0,13,12,0,0,0,0,12,28,0,0,0,0,28,479,17,0,0,0,496
UCL314018,37,0,0,0,0,37,11,0,0,0,0,11,4,0,0,0,0,4,17,0,0,0,0,17,26,0,0,0,0,26,108,0,0,0,0,110,204,0,0,0,0,204,564,0,0,0,0,564,215,0,0,0,0,215,131,0,0,0,0,131,64,0,0,0,0,64,75,0,0,0,0,75,1469,0,0,0,0,1468
UCL314019,27,0,0,0,0,28,13,3,0,0,0,18,0,0,0,0,0,0,28,3,0,0,0,33,30,0,6,0,0,34,87,4,0,0,0,85,146,3,0,0,0,152,207,6,0,0,0,216,88,0,0,0,0,91,42,0,0,0,0,42,12,0,0,0,0,12,54,0,0,0,0,54,730,20,8,0,0,761
UCL314020,14,0,0,0,0,18,19,4,0,0,0,15,14,0,0,0,0,14,62,0,0,0,0,62,67,0,0,0,0,67,139,0,0,0,0,138,130,0,0,0,0,130,80,0,0,0,0,81,28,0,0,0,0,28,25,0,0,0,0,25,7,0,0,0,0,7,41,0,0,0,0,41,620,4,0,0,0,625
UCL314021,68,0,0,0,0,75,28,0,0,0,0,28,21,3,0,0,0,20,50,0,0,4,0,47,50,0,0,0,0,50,177,8,0,0,0,185,251,4,0,0,0,255,311,3,0,6,0,314,120,0,0,0,0,126,57,0,0,0,0,60,18,0,0,0,0,25,78,3,0,0,0,80,1235,21,10,9,0,1271
UCL314022,62,0,0,0,0,63,14,0,0,0,0,17,23,3,0,0,0,22,31,0,0,0,0,32,56,0,0,0,0,56,150,3,0,0,0,152,196,3,0,0,0,196,276,3,0,0,0,282,134,0,0,4,0,133,85,0,0,0,0,85,58,0,0,0,3,67,71,0,0,0,0,71,1159,16,0,4,5,1184
UCL314023,51,0,5,0,0,50,24,0,0,0,0,21,17,0,0,0,0,19,30,0,0,0,0,36,59,0,0,0,0,60,237,0,4,0,0,244,281,0,3,0,0,285,323,4,7,0,0,333,121,0,0,0,0,123,80,0,0,0,0,86,49,0,0,0,0,51,89,0,3,0,0,91,1356,9,33,5,0,1396
UCL315001,0,0,0,0,0,7,4,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,9,17,0,0,0,0,18,27,0,3,0,0,28,14,0,3,0,0,17,8,0,0,0,0,8,9,0,0,0,0,10,0,0,0,0,0,3,3,0,0,0,0,3,88,3,9,5,0,106
UCL315002,15,0,0,0,0,15,7,0,0,0,0,7,6,0,0,0,0,6,6,0,0,0,0,6,13,0,0,0,0,13,60,0,0,0,0,60,86,0,0,0,0,86,177,0,0,0,0,179,89,0,0,0,0,87,36,0,0,0,0,36,11,0,0,0,0,11,28,0,0,0,0,25,524,0,0,0,0,529
UCL315003,8,0,0,0,0,8,4,0,0,0,0,4,4,0,0,0,0,7,7,0,0,0,0,7,20,0,0,0,0,20,33,0,0,0,0,32,23,0,0,0,0,23,20,0,0,0,0,20,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,146,0,0,0,0,142
UCL315004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL315005,8,0,0,0,0,8,5,0,0,0,0,8,0,0,0,0,0,0,12,0,0,0,0,12,21,0,0,0,0,21,32,0,0,0,0,32,21,0,0,0,0,21,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,11,131,0,0,0,0,130
UCL315006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL315007,19,0,0,0,0,21,3,0,0,0,0,7,7,0,0,0,0,7,24,0,0,0,0,23,23,0,0,0,0,27,81,0,6,0,0,90,93,0,0,0,0,94,73,0,0,0,0,71,14,0,0,0,0,18,16,0,0,0,0,16,5,0,0,0,0,4,25,0,0,0,0,25,382,3,10,4,0,403
UCL315008,15,0,0,0,0,18,18,0,0,0,0,18,20,0,0,0,0,20,40,0,0,0,0,40,43,0,0,0,0,43,73,0,0,0,0,69,37,0,0,0,0,37,39,0,0,0,0,39,13,0,0,0,0,13,8,0,0,0,0,8,7,0,0,0,0,7,21,0,0,0,0,21,330,0,0,0,0,334
UCL315009,15,0,0,0,0,11,7,0,0,0,0,7,10,0,0,0,0,12,23,0,0,0,0,23,23,0,0,0,0,23,74,0,0,0,0,74,58,0,0,0,0,55,25,0,0,0,0,25,9,0,0,0,0,9,7,0,0,0,0,7,0,0,0,0,0,0,21,0,0,0,0,21,270,4,0,0,0,270
UCL315010,12,0,0,0,0,12,19,0,0,0,0,18,16,0,0,0,0,12,19,0,0,0,0,19,22,0,0,0,0,22,72,0,0,3,0,80,61,0,0,3,0,69,49,0,0,0,0,49,7,0,0,0,0,7,7,0,0,0,0,8,3,0,0,0,0,3,34,0,0,0,0,34,322,0,5,6,0,328
UCL315011,6,0,0,0,0,9,11,0,0,0,0,11,0,0,0,0,0,0,4,0,0,0,0,4,8,0,0,0,0,8,16,0,0,0,0,23,12,0,0,0,0,10,9,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,4,0,0,0,0,0,74,0,6,0,0,85
UCL315012,16,0,0,0,0,16,6,0,0,0,0,6,4,0,0,0,0,4,12,0,0,0,0,15,31,0,0,0,0,31,122,5,0,0,0,119,101,0,0,0,0,100,157,0,0,0,0,152,77,0,0,0,0,77,31,0,0,0,0,31,4,0,0,0,0,4,33,0,0,0,0,33,605,3,0,0,0,612
UCL315013,3,0,0,0,0,3,8,0,0,0,0,8,5,0,0,0,0,5,14,0,0,0,0,14,23,0,0,0,0,23,87,0,0,0,0,89,84,0,0,0,0,84,26,0,0,0,0,26,7,0,0,0,0,7,5,0,0,0,0,5,7,0,0,0,0,7,0,0,0,0,0,0,266,5,0,0,0,273
UCL315014,3,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,10,0,0,0,0,10,3,0,0,0,0,6,18,0,0,0,0,19,10,0,0,0,0,10,10,0,0,0,0,16,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,10,72,0,3,0,3,84
UCL315015,11,0,0,0,0,11,7,0,0,0,0,7,3,0,0,0,0,3,15,0,0,0,0,15,13,0,0,0,0,13,37,0,0,0,0,37,79,0,0,0,0,79,150,0,0,0,0,150,55,0,0,0,0,55,14,0,0,0,0,14,3,0,0,0,0,3,39,0,0,0,0,39,432,0,0,0,0,432
UCL315016,17,0,0,0,0,17,7,0,0,0,0,7,0,0,0,0,0,0,13,0,0,0,0,13,8,0,0,0,0,8,58,0,0,0,0,58,116,0,0,0,0,122,247,0,0,0,0,247,94,0,0,0,0,94,29,0,0,0,0,33,10,0,0,0,0,10,44,0,0,0,0,44,650,0,0,0,0,654
UCL315017,17,0,0,0,0,20,11,0,0,0,0,11,27,0,0,0,0,27,41,0,0,0,0,43,52,0,0,0,0,52,48,0,0,0,0,48,15,0,0,0,0,15,11,0,0,0,0,11,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,6,0,6,17,0,0,0,0,17,249,0,0,0,0,252
UCL315018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL315019,4,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,7,7,0,0,0,0,7,12,0,0,0,0,12,37,0,0,0,0,37,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,97,0,0,0,0,94
UCL315020,0,0,0,0,0,4,6,0,0,0,0,6,3,0,0,0,0,10,16,0,0,0,0,16,19,0,0,0,0,19,33,0,0,0,0,34,39,0,0,0,0,39,20,0,0,0,0,20,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,16,0,0,0,0,16,161,0,0,0,0,165
UCL315021,13,0,0,0,0,13,5,0,0,0,0,5,7,0,0,0,0,7,16,0,0,0,0,24,23,0,0,0,0,23,41,0,0,0,0,41,18,0,0,0,0,15,5,0,0,0,0,5,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,140,4,0,0,0,142
UCL315022,9,0,0,0,0,7,13,0,0,0,0,8,17,0,0,0,0,18,16,0,0,0,0,19,19,0,0,0,0,19,33,0,0,0,0,41,29,0,0,0,0,23,27,0,0,0,0,24,5,0,0,0,0,5,7,0,0,0,0,3,9,0,0,0,0,9,10,0,0,0,0,10,180,0,5,7,0,190
UCL315023,10,0,0,0,0,10,7,0,0,0,0,7,12,0,0,0,0,12,5,0,0,0,0,5,8,0,0,0,0,8,16,0,0,0,0,16,15,0,0,0,0,12,9,0,0,0,0,9,3,0,0,0,0,3,4,0,0,0,0,4,3,0,0,0,0,3,9,0,0,0,0,9,100,0,0,0,0,99
UCL315024,3,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,5,7,0,0,0,0,7,20,0,0,0,0,22,25,0,0,0,0,30,13,0,0,0,0,13,13,0,0,0,0,17,9,0,0,0,0,9,5,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,8,106,5,0,3,0,112
UCL315025,25,0,0,0,0,25,19,0,0,0,0,19,12,0,0,0,0,12,22,0,0,0,0,22,29,0,0,0,0,29,70,0,0,4,0,71,68,0,0,0,0,68,28,0,0,0,0,27,7,0,0,0,0,7,5,0,0,0,0,9,0,0,0,0,0,0,24,0,0,0,0,24,313,0,0,0,0,316
UCL315026,15,0,3,0,0,19,6,0,4,0,0,16,3,0,4,0,0,8,13,0,0,0,0,8,14,0,5,0,0,26,64,0,5,0,0,77,95,0,9,0,0,103,110,0,0,0,0,114,48,0,0,0,0,50,19,0,0,0,0,19,9,0,0,0,0,9,22,0,0,0,0,23,424,11,35,0,0,468
UCL315027,10,0,0,0,0,10,10,0,0,0,0,10,8,0,0,0,0,12,12,0,0,0,0,12,18,0,0,0,0,18,51,0,0,0,0,51,25,0,0,0,0,25,8,0,0,0,0,8,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,8,159,3,0,0,0,161
UCL315028,6,0,0,0,0,6,3,0,0,0,0,3,3,0,0,0,0,3,6,0,0,0,0,6,12,0,0,0,0,12,35,0,0,0,0,35,58,0,0,0,0,58,72,0,0,0,0,72,26,0,0,0,0,26,17,0,0,0,0,15,7,0,0,0,0,7,13,0,0,0,0,13,254,0,0,0,0,254
UCL315029,12,0,0,0,0,12,4,0,0,0,0,4,9,0,0,0,0,9,9,0,0,0,0,9,15,0,0,0,0,15,50,0,0,0,0,50,57,0,0,0,0,57,107,0,0,0,0,104,79,0,0,0,0,77,48,0,0,0,0,48,18,0,0,0,0,18,16,0,3,0,0,26,425,0,3,0,0,427
UCL315030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL315031,8,0,0,0,0,8,28,0,0,0,0,28,10,0,0,0,0,10,23,0,0,0,0,27,17,0,0,0,0,17,7,0,0,0,0,7,5,0,0,0,0,5,8,0,0,0,0,8,5,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,129,3,0,0,0,127
UCL315032,32,0,0,0,0,33,9,0,0,0,0,9,4,0,0,0,0,3,24,0,3,0,0,29,15,0,4,0,0,20,103,3,0,0,0,110,128,0,0,0,0,128,109,0,0,0,0,106,33,0,0,0,0,33,16,0,0,0,0,11,18,0,0,0,0,18,29,0,0,0,0,26,511,9,10,0,0,530
UCL315033,7,0,0,0,0,7,12,0,0,0,0,12,0,0,0,0,0,0,14,0,0,0,0,14,25,0,0,0,0,25,37,0,0,0,0,37,25,0,0,0,0,25,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,138,0,0,0,0,139
UCL315034,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,7,21,0,0,0,0,21,34,0,0,0,0,34,55,0,0,0,0,53,23,0,0,0,0,23,14,0,0,0,0,14,3,0,0,0,0,3,12,0,0,0,0,13,174,0,0,0,0,179
UCL315035,16,0,0,0,0,16,9,0,0,0,0,9,9,0,0,0,0,9,17,0,0,0,0,15,17,0,0,0,0,17,101,0,0,0,0,105,153,0,0,0,0,153,128,0,0,0,0,128,28,0,0,0,0,28,14,0,0,0,0,14,9,0,0,0,0,9,40,0,0,0,0,40,532,0,0,0,0,535
UCL315036,4,0,0,0,0,4,5,0,0,0,0,5,3,0,0,0,0,3,25,0,0,0,0,27,23,0,0,0,0,23,29,0,0,0,0,29,20,0,0,0,0,20,9,0,0,0,0,9,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,132,0,0,0,0,139
UCL315037,16,0,0,0,0,16,21,0,0,0,0,21,12,0,0,0,0,12,21,0,0,0,0,17,20,0,0,0,0,20,67,0,0,0,0,67,129,0,0,0,0,130,197,0,0,0,0,197,70,0,0,0,0,70,33,0,0,0,0,33,25,0,0,0,0,25,36,0,0,0,0,36,649,0,3,0,0,655
UCL315038,15,0,0,0,0,15,7,0,0,0,0,7,7,0,0,0,0,7,9,0,0,0,0,9,11,0,0,0,0,11,60,0,0,0,0,60,105,0,0,0,0,105,96,0,0,0,0,95,40,0,0,0,0,40,22,0,0,0,0,22,7,0,0,0,0,7,12,0,0,0,0,12,389,0,0,0,0,390
UCL315039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL315040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,7,0,0,3,0,15
UCL315041,6,0,0,0,0,8,8,0,0,0,0,8,6,0,0,0,0,6,3,0,0,0,0,3,10,0,0,0,0,10,38,0,0,0,0,38,48,0,0,0,0,50,42,0,0,0,0,42,16,0,0,0,0,16,6,0,0,0,0,6,4,0,0,0,0,4,4,0,0,0,0,4,189,0,0,0,0,190
UCL315042,5,0,0,0,0,8,17,0,0,0,0,14,21,0,0,0,0,21,27,0,0,0,0,27,39,0,0,0,0,40,72,0,0,0,0,72,38,0,0,0,0,38,19,0,0,0,0,21,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,17,279,0,0,6,4,283
UCL315043,11,0,0,0,0,11,6,0,0,0,0,6,6,0,0,0,0,6,12,0,0,0,0,18,12,0,0,0,0,12,32,0,0,0,0,27,12,0,0,0,0,12,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,6,0,0,0,0,6,110,0,0,3,0,114
UCL315044,24,0,0,0,0,28,18,0,0,0,0,18,14,0,0,0,0,14,46,0,0,0,0,41,44,0,0,0,0,44,77,0,0,0,0,79,48,0,0,0,0,51,30,0,0,0,0,28,7,0,0,0,0,7,6,0,0,0,0,6,3,0,0,0,0,3,19,0,0,0,0,19,335,4,0,0,0,341
UCL315045,18,0,0,0,0,18,4,0,0,0,0,4,7,0,0,0,0,7,15,0,0,0,0,15,21,0,0,0,0,21,34,0,0,0,0,34,79,0,0,0,0,80,161,0,0,0,0,161,66,0,0,0,0,74,64,0,0,0,0,64,52,0,0,0,0,50,44,0,0,0,0,44,552,0,0,0,0,555
UCL315046,6,0,0,0,0,6,0,0,0,0,0,0,9,0,0,0,0,9,13,0,0,0,0,13,21,0,0,0,0,27,62,0,0,0,0,62,59,0,0,0,0,59,27,0,0,0,0,27,3,0,0,0,0,3,13,0,0,0,0,13,4,0,0,0,0,4,11,0,0,0,0,11,231,0,0,0,0,228
UCL315047,16,0,0,0,0,16,6,0,0,0,0,6,6,0,0,0,0,6,13,0,0,0,0,13,24,0,0,0,0,24,81,0,0,0,0,81,91,0,0,0,0,91,84,0,0,0,0,84,19,0,0,0,0,22,12,0,0,0,0,12,3,0,0,0,0,3,18,0,0,0,0,18,372,0,0,0,0,376
UCL315048,14,6,0,0,0,19,5,0,0,0,0,5,0,8,0,0,0,11,20,4,0,0,0,21,20,0,0,0,0,22,50,6,0,0,0,58,65,5,0,0,0,64,31,0,0,0,0,31,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,13,226,24,0,0,0,254
UCL315049,16,0,0,0,0,16,7,0,0,0,0,7,6,0,0,0,0,6,12,0,0,0,0,12,19,0,0,0,0,19,55,0,0,0,0,53,62,0,0,0,0,59,67,0,0,0,0,67,24,0,0,0,0,24,15,0,0,0,0,16,13,0,0,0,0,13,18,0,0,0,0,19,306,6,0,0,0,315
UCL315050,15,0,0,0,0,23,7,0,0,0,0,7,15,0,0,0,0,14,21,0,0,0,0,21,52,4,0,0,0,55,103,3,0,0,0,109,52,0,0,0,0,52,24,0,0,0,0,24,4,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,5,14,0,0,0,0,14,310,8,0,0,0,321
UCL315051,38,0,0,0,0,41,5,0,0,0,0,5,4,0,0,0,0,4,17,0,0,0,0,22,24,0,0,0,0,29,100,0,0,0,0,100,162,4,0,0,0,169,216,0,0,6,0,228,78,0,0,0,0,79,36,0,0,0,0,37,9,0,0,0,0,9,45,0,0,0,0,46,754,9,0,7,0,771
UCL315052,22,0,0,0,0,22,3,0,0,0,0,3,3,0,0,0,0,3,8,0,0,0,0,8,14,0,0,0,0,14,46,0,0,0,0,46,78,0,0,0,0,79,190,0,0,0,0,190,106,0,0,0,0,106,54,0,0,0,0,54,18,0,0,0,0,18,44,0,0,0,0,44,588,4,0,0,0,587
UCL315053,3,0,0,0,0,3,5,0,0,0,0,5,10,0,0,0,0,10,23,0,0,0,0,23,32,0,0,3,0,33,63,0,0,6,0,68,42,0,0,0,0,42,19,0,0,0,0,19,3,0,0,0,0,7,3,0,0,0,0,3,6,0,0,0,0,6,16,0,0,0,0,15,228,0,0,9,4,236
UCL315054,11,0,0,0,0,11,9,0,0,0,0,13,12,0,0,0,0,12,30,3,0,0,0,31,43,0,0,0,0,43,124,0,0,0,0,124,74,0,0,0,0,72,55,0,0,0,0,55,11,0,0,0,0,11,8,0,0,0,0,8,4,0,0,0,0,4,30,0,0,0,0,29,421,5,0,0,0,428
UCL315055,41,0,0,0,0,41,27,0,0,0,0,25,35,0,0,0,0,35,33,0,0,0,0,33,39,0,0,0,0,39,72,0,0,0,0,72,40,0,0,0,0,40,27,0,0,0,0,27,4,0,0,0,0,4,3,0,0,0,0,3,9,0,0,0,0,9,35,0,0,0,0,35,360,0,0,0,0,356
UCL315056,9,0,0,0,0,9,12,0,0,0,0,12,7,0,0,0,0,7,6,0,0,0,0,6,20,0,0,0,0,20,35,0,0,0,0,35,30,0,0,0,0,30,30,0,0,0,0,30,6,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,4,11,0,0,0,0,11,170,0,0,0,0,169
UCL315057,18,0,0,0,0,18,3,0,0,0,0,3,9,0,0,0,0,9,16,0,0,0,0,17,14,4,0,0,0,19,43,8,0,0,0,51,44,0,0,0,0,47,57,4,0,0,0,57,25,0,0,0,0,25,20,0,0,0,0,14,9,0,0,0,0,9,19,0,0,0,0,20,279,17,0,0,0,302
UCL315058,13,0,0,0,0,13,4,0,0,0,0,4,9,0,0,0,0,9,12,0,0,0,0,12,13,0,0,0,0,13,78,0,0,0,0,78,142,0,0,0,0,142,245,0,0,0,0,245,74,0,0,0,0,74,42,0,0,0,0,42,11,0,0,0,0,11,38,0,0,0,0,38,669,0,0,0,0,669
UCL315059,11,0,0,0,0,11,8,0,0,0,0,4,0,0,3,0,0,3,8,0,0,0,0,7,10,0,0,0,0,8,20,0,0,0,0,23,33,4,0,0,0,41,57,0,0,0,0,61,33,0,4,0,0,37,11,0,0,0,0,11,8,0,0,0,0,9,9,0,0,0,0,14,202,13,7,0,0,221
UCL315060,9,0,0,0,0,9,6,0,0,0,0,6,3,0,0,0,0,3,10,0,0,0,0,10,15,0,0,0,0,15,80,0,0,0,0,80,180,0,0,0,0,180,127,0,0,0,0,129,32,0,0,0,0,28,12,0,0,0,0,12,6,0,0,0,0,6,20,0,0,0,0,20,507,0,0,0,0,511
UCL315061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,13
UCL315062,4,0,0,0,0,4,10,0,0,0,0,11,0,4,0,0,0,8,13,0,0,0,0,13,15,0,0,0,0,15,18,0,0,0,0,18,10,0,0,0,0,10,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10,83,4,0,0,0,91
UCL315063,13,0,0,0,0,13,4,0,0,0,0,4,4,0,0,0,0,4,12,0,0,0,0,14,19,0,0,0,0,26,32,0,0,0,0,32,18,0,0,0,0,18,9,0,0,0,0,9,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,129,0,0,0,0,133
UCL315064,6,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,6,10,0,0,0,0,10,7,0,0,0,0,7,36,0,0,0,0,34,58,0,0,0,0,58,60,0,0,0,0,61,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,196,0,0,3,0,203
UCL315065,7,0,0,0,0,7,10,0,0,0,0,10,10,0,0,0,0,10,23,0,0,0,0,23,15,0,0,0,0,15,16,0,0,0,0,16,10,0,0,0,0,10,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,91,0,0,0,3,95
UCL315066,22,0,0,0,0,22,5,0,0,0,0,5,11,0,0,0,0,11,15,0,0,0,0,15,18,0,0,0,0,18,51,0,0,0,0,51,107,0,0,0,0,107,195,0,0,0,0,198,64,0,0,0,0,66,39,0,0,0,0,42,26,0,0,0,0,26,34,0,0,0,0,34,593,0,0,0,0,601
