UCL_CODE_2021,Neg_Nil_Inc_CF_no_chldren,Neg_Nil_Inc_CFwith_chldren,Neg_Nil_Inc_OnePF,Neg_Nil_Inc_Oth_family,Neg_Nil_Inc_Total,1_149_CF_no_chldren,1_149_CFwith_chldren,1_149_One_PF,1_149_Oth_family,1_149_Total,150_299_CF_no_chldren,150_299_CFwith_chldren,150_299_OnePF,150_299_Oth_family,150_299_Total,300_399_CF_no_chldren,300_399_CFwith_chldren,300_399_OnePF,300_399_Oth_family,300_399_Total,400_499_CF_no_chldren,400_499_CFwith_chldren,400_499_OnePF,400_499_Oth_family,400_499_Total,500_649_CF_no_chldren,500_649_CFwith_chldren,500_649_OnePF,500_649_Oth_family,500_649_Total,650_799_CF_no_chldren,650_799_CFwith_chldren,650_799_OnePF,650_799_Oth_family,650_799_Total,800_999_CF_no_chldren,800_999_CFwith_chldren,800_999_OnePF,800_999_Oth_family,800_999_Total,1000_1249_CF_no_chldren,1000_1249_CFwith_chldren,1000_1249_OnePF,1000_1249_Oth_family,1000_1249_Total,1250_1499_CF_no_chldren,1250_1499_CFwith_chldren,1250_1499_OnePF,1250_1499_Oth_family,1250_1499_Total,1500_1749_CF_no_chldren,1500_1749_CFwith_chldren,1500_1749_OnePF,1500_1749_Oth_family,1500_1749_Total,1750_1999_CF_no_chldren,1750_1999_CFwith_chldren,1750_1999_OnePF,1750_1999_Oth_family,1750_1999_Total,2000_2499_CF_no_chldren,2000_2499_CFwith_chldren,2000_2499_OnePF,2000_2499_Oth_family,2000_2499_Total,2500_2999_CF_no_chldren,2500_2999_CFwith_chldren,2500_2999_OnePF,2500_2999_Oth_family,2500_2999_Total,3000_3499_CF_no_chldren,3000_3499_CFwith_chldren,3000_3499_OnePF,3000_3499_Oth_family,3000_3499_Total,3500_3999_CF_no_chldren,3500_3999_CFwith_chldren,3500_3999_OnePF,3500_3999_Oth_family,3500_3999_Total,4000orMore_CF_no_chldren,4000orMore_CFwith_chldren,4000orMore_OnePF,4000orMore_Oth_family,4000orMore_Total,Part_IncStated_CF_no_chldren,Part_IncStated_CFwith_chldren,Part_IncStated_OnePF,Part_IncStated_Oth_family,Part_IncStated_Total,All_Inc_NS_CF_no_chldren,All_Inc_NS_CFwith_chldren,All_Inc_NS_OnePF,All_Inc_NS_Oth_family,All_Inc_NS_Total,Total_CF_no_chldren,Total_CFwith_chldren,Total_OnePF,Total_Oth_family,Total_Total
UCL321011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,10,0,0,0,4,3,0,4,0,8,9,4,0,0,12,8,4,0,0,11,4,4,0,0,5,10,4,0,0,9,11,11,0,0,28,7,16,0,0,21,11,7,0,0,16,11,10,0,0,18,10,27,0,0,36,7,14,0,0,23,4,0,0,0,3,96,107,19,0,223
UCL321012,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,5,0,10,3,0,4,0,9,34,0,3,0,37,8,5,4,0,15,9,4,3,0,10,11,0,3,0,19,3,0,0,0,6,0,5,4,0,5,3,0,0,0,9,0,3,0,0,3,0,7,0,0,6,0,0,0,0,0,0,0,0,0,0,4,3,0,0,11,3,0,0,0,4,94,33,28,8,159
UCL321013,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,4,0,0,0,4,21,3,6,0,21,5,0,0,0,10,15,4,0,0,20,14,9,0,0,23,6,6,0,0,11,8,5,3,0,14,10,9,0,0,20,14,15,0,0,30,0,13,0,0,18,3,7,0,0,8,9,6,0,0,22,5,14,0,5,21,0,4,0,0,6,119,98,13,5,233
UCL321014,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,4,0,5,0,3,3,0,0,0,3,0,0,7,0,6,6,0,7,0,8,0,0,3,0,0,4,5,0,0,9,3,4,6,0,8,9,10,3,0,19,7,15,4,0,21,4,16,0,0,21,4,3,0,0,6,0,4,0,0,5,6,12,0,0,20,0,0,0,0,0,52,72,24,0,152
UCL321015,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,0,11,4,0,3,0,9,30,0,0,0,33,13,4,5,0,23,9,5,11,0,25,16,9,4,0,22,10,3,0,0,17,9,6,5,0,20,16,4,4,0,27,15,7,0,0,19,0,8,0,0,9,0,4,0,0,5,6,6,0,0,14,15,14,0,0,32,9,0,0,0,4,157,79,38,4,281
UCL321016,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,9,0,0,3,0,3,38,0,3,0,43,18,0,9,0,25,9,3,5,0,15,5,7,4,0,14,5,5,4,0,13,0,0,0,0,0,4,5,0,0,7,0,3,0,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,5,3,0,0,11,4,0,0,0,9,101,28,32,0,164
UCL321017,7,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,12,0,0,0,17,13,0,3,0,11,11,0,5,0,16,13,0,0,0,13,6,6,0,0,13,10,0,3,0,15,27,13,0,0,37,7,14,6,0,27,12,17,0,0,28,8,9,0,0,15,23,38,3,0,70,4,18,0,0,23,3,0,0,0,3,157,125,34,0,311
UCL321018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,3,9,0,0,0,9,6,0,5,0,16,4,0,0,0,8,6,4,3,0,19,7,5,4,0,14,8,8,4,0,19,15,16,3,0,32,7,8,0,0,18,4,9,0,0,15,0,4,0,0,4,5,12,0,0,14,7,19,0,0,28,0,0,0,0,0,83,89,25,3,200
UCL321019,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,5,0,0,6,0,9,7,0,3,0,12,13,0,8,0,18,15,0,0,0,16,10,3,0,0,11,3,0,5,0,8,8,6,3,0,22,14,33,0,0,51,12,20,0,0,37,4,15,0,0,24,4,11,0,0,12,11,17,0,0,26,7,23,6,0,38,3,0,0,0,6,115,140,41,0,298
UCL321020,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,5,19,4,9,0,30,13,0,8,0,22,12,3,4,0,25,17,3,0,0,24,9,10,5,0,18,4,10,6,0,16,9,23,6,0,40,3,10,4,0,18,4,8,0,0,8,0,10,0,0,9,0,6,0,0,14,6,12,3,0,17,0,0,0,0,5,118,97,39,6,256
UCL321021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,4,0,0,0,7,15,5,0,0,21,13,4,0,0,9,4,0,0,0,9,4,11,3,0,15,9,7,3,0,13,5,0,0,0,6,7,10,4,0,25,5,6,0,0,17,8,3,0,0,16,0,9,0,0,9,9,9,0,0,10,7,15,0,0,25,4,0,0,0,8,93,87,28,4,209
UCL321022,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,4,0,0,0,7,5,0,0,0,5,0,0,0,0,5,11,3,0,0,13,5,5,0,0,11,3,3,0,0,11,9,16,0,0,20,9,20,0,0,24,0,3,0,0,10,6,13,0,0,18,9,18,0,0,23,4,13,0,0,15,3,0,0,0,3,67,97,13,0,177
UCL321023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,0,0,0,0,0,0,0,9,0,9,19,0,0,0,22,7,0,4,0,16,10,5,8,0,23,7,6,3,0,17,5,6,0,0,12,10,5,6,0,15,14,20,0,0,34,5,12,0,0,13,8,12,0,0,14,5,0,0,0,3,3,14,0,0,14,3,5,3,0,15,0,0,0,0,3,93,83,24,5,206
UCL321024,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,6,0,6,0,5,12,0,0,0,12,5,3,4,0,15,4,6,0,0,13,11,3,0,0,10,4,5,0,0,10,0,3,4,0,9,10,17,0,0,24,9,12,0,0,17,6,10,0,0,16,0,5,0,0,7,3,3,0,0,8,5,9,0,0,14,4,0,0,0,8,63,66,23,0,159
UCL321025,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,13,0,3,0,12,4,0,0,0,8,32,0,0,0,37,10,0,0,0,10,10,3,0,0,16,15,3,0,0,25,0,4,0,0,8,8,4,4,0,11,8,5,0,0,13,9,3,0,0,9,0,0,0,0,0,0,0,0,0,4,3,3,0,0,6,3,4,3,0,14,4,0,0,0,3,132,39,17,0,187
UCL321026,3,0,0,0,3,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,11,0,0,0,8,4,0,0,0,5,3,8,0,0,9,9,3,6,0,14,3,5,0,0,4,3,5,0,0,10,3,3,0,3,12,3,4,0,0,10,4,7,0,0,12,3,0,3,0,8,4,12,0,0,19,8,11,0,0,20,0,0,0,0,3,74,57,17,0,151
UCL321027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,5,0,5,12,0,5,0,17,5,0,3,0,10,5,4,6,0,15,11,8,3,0,21,9,3,3,0,19,5,7,3,0,16,18,16,4,0,38,5,22,0,0,28,3,5,8,0,13,0,10,0,0,10,5,3,0,0,6,4,11,0,0,17,0,0,0,0,0,77,98,43,4,223
UCL321028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,10,0,7,0,10,9,0,0,0,7,4,4,9,0,15,4,3,6,0,16,5,0,0,0,12,0,5,5,0,11,12,14,3,0,30,3,16,0,0,24,3,16,0,0,21,4,5,0,0,9,6,15,0,0,22,7,12,8,0,26,5,0,0,0,8,85,93,39,3,218
UCL321029,9,0,0,0,8,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,12,0,5,0,12,5,0,5,0,4,35,0,7,0,38,16,0,12,0,23,20,0,4,0,21,19,6,4,0,22,3,3,0,0,8,10,0,0,0,18,16,7,0,0,21,8,4,0,0,9,5,7,0,0,9,0,5,0,0,5,7,3,0,0,12,10,3,4,0,22,7,0,0,0,3,165,36,40,5,244
UCL321030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,4,0,0,4,0,3,0,4,16,0,0,0,22,4,4,9,3,20,6,7,4,0,23,4,4,0,0,11,0,7,5,0,8,0,4,0,5,8,10,9,0,0,14,9,9,0,0,12,4,6,0,0,6,0,0,0,0,0,0,7,0,0,4,0,4,0,0,10,0,0,0,0,0,58,50,35,7,146
UCL321031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,3,3,7,0,11,11,0,12,0,25,0,7,12,0,20,13,7,13,0,33,18,9,14,0,42,0,12,0,0,14,7,16,0,0,28,7,14,0,0,26,8,10,0,0,13,3,8,0,0,17,3,7,0,0,15,4,7,0,0,10,10,7,6,0,21,0,0,0,0,0,101,108,64,0,276
UCL321032,6,0,4,0,11,0,0,0,0,0,3,0,3,0,8,0,0,0,0,5,6,0,5,0,7,16,0,8,0,17,27,5,9,0,44,16,4,3,0,20,27,9,4,0,43,21,11,5,0,43,20,18,3,0,51,20,19,3,0,41,19,30,7,0,55,13,23,0,0,35,8,30,0,0,37,4,14,0,0,19,15,38,4,0,50,12,40,9,0,59,8,4,0,0,14,231,264,69,7,569
UCL321033,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,4,0,3,0,0,4,0,7,15,0,5,0,20,18,3,6,0,26,9,3,8,0,19,8,9,7,0,26,4,15,3,0,24,16,14,9,0,31,16,17,4,0,36,14,16,0,0,29,3,9,0,0,14,5,4,0,0,5,6,6,0,0,18,8,22,7,0,30,0,0,0,0,0,129,114,57,5,305
UCL321034,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,6,0,9,3,5,5,0,12,0,0,13,4,18,15,7,11,0,32,15,4,8,6,24,5,3,9,3,18,11,4,6,3,26,6,6,4,0,13,6,8,0,0,14,18,15,4,0,34,7,13,0,0,16,4,4,5,0,10,0,0,0,0,3,0,5,4,0,11,12,13,0,0,23,0,3,4,0,9,106,82,80,10,281
UCL321035,4,4,4,0,15,3,0,0,0,3,0,3,0,0,5,0,0,0,0,3,11,3,5,0,24,7,3,11,0,31,59,5,12,0,77,22,17,9,0,44,26,17,20,0,67,32,20,10,0,60,16,8,3,0,24,16,17,3,0,29,21,33,4,0,54,4,16,0,0,27,3,13,0,0,17,5,4,0,0,7,8,9,0,0,16,12,34,4,0,47,5,0,0,0,9,260,204,88,10,565
UCL321036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,5,0,0,3,0,7,13,0,0,0,16,9,0,4,0,13,9,11,3,0,28,14,3,0,0,24,9,11,0,0,21,9,11,3,0,22,9,31,9,0,47,7,24,0,0,33,9,17,0,0,30,0,8,0,0,12,6,15,5,0,21,7,18,0,0,28,0,0,0,0,3,118,161,29,3,305
UCL321037,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,9,0,14,3,0,7,0,12,8,0,0,0,11,9,0,5,0,16,4,0,8,0,14,8,3,3,0,14,5,8,0,0,9,6,0,0,0,10,13,12,4,0,24,4,10,0,0,8,6,3,0,0,11,0,0,0,0,4,3,11,0,0,17,8,13,0,0,18,0,0,0,0,6,77,65,43,3,193
UCL321038,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,3,0,6,5,0,0,0,9,7,0,4,0,8,29,7,6,0,39,16,0,4,0,20,12,5,9,0,24,8,3,8,0,15,3,6,4,0,6,14,0,5,0,17,22,15,0,0,36,5,7,3,0,20,5,10,0,0,13,0,0,0,0,3,4,9,0,0,14,14,6,8,0,28,3,0,0,0,7,156,69,50,0,271
UCL321039,4,0,0,0,4,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,8,0,4,0,11,29,0,0,0,30,9,0,4,0,16,21,0,9,0,24,22,11,0,0,39,17,4,7,0,23,18,4,0,0,23,27,14,0,0,43,9,3,0,0,14,9,7,0,0,21,0,9,0,0,11,24,16,0,0,39,11,8,3,0,23,4,0,0,0,4,228,80,30,3,334
UCL321040,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,5,4,0,0,0,8,3,0,0,0,14,3,5,0,0,11,14,6,5,0,21,10,9,0,0,18,3,7,0,0,15,17,11,7,0,26,8,10,0,0,18,4,4,0,0,11,3,3,0,0,8,11,3,0,0,8,3,10,7,0,16,0,0,0,0,0,97,76,20,0,194
UCL321041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,6,6,0,3,0,14,20,3,6,0,26,13,4,5,0,19,15,6,8,0,26,24,12,6,0,34,0,5,0,0,10,4,5,0,0,12,9,10,3,0,13,4,5,0,0,10,0,4,0,0,3,0,0,0,0,4,7,3,0,0,11,0,7,4,0,14,4,0,6,0,3,104,58,44,4,211
UCL321042,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,7,8,0,6,0,16,13,0,4,0,12,4,4,3,0,10,10,3,3,0,20,0,6,3,0,10,6,0,0,0,3,11,18,0,0,30,5,3,0,0,9,0,18,0,0,19,0,7,0,0,6,0,7,0,0,10,4,0,0,0,7,0,0,0,0,0,64,76,32,0,179
UCL321043,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,0,0,3,3,0,0,0,8,0,0,3,0,8,4,3,3,0,6,7,3,4,0,13,9,0,0,0,9,8,3,7,0,19,20,10,0,0,35,9,16,0,0,26,8,6,0,0,8,0,21,0,0,18,0,22,0,0,22,0,11,3,0,13,0,0,0,0,3,85,98,29,5,211
UCL321044,12,0,3,0,15,5,0,0,0,5,0,0,0,0,0,8,0,4,0,15,25,0,3,0,30,14,0,9,0,20,81,3,11,0,103,47,6,17,0,73,22,26,9,0,56,33,12,9,0,55,11,8,0,0,25,9,9,3,0,21,15,13,0,0,27,8,3,0,0,6,3,7,0,0,17,4,3,0,0,7,0,5,0,0,6,23,16,6,0,46,11,0,0,0,17,327,122,81,7,533
UCL321045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,12,0,0,4,0,4,4,0,0,0,4,3,5,0,0,3,17,0,4,0,16,12,8,4,0,20,8,4,0,0,13,6,9,0,0,16,17,18,3,0,41,9,25,0,0,39,13,26,0,0,33,9,17,0,0,21,8,24,4,0,37,6,24,4,0,32,0,0,3,0,3,128,157,29,0,312
UCL321046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,3,0,4,11,0,4,0,18,8,0,0,0,10,14,0,0,0,21,0,0,0,0,3,4,3,0,0,8,9,13,0,0,23,9,6,0,0,12,12,5,0,0,17,0,5,0,0,5,9,16,0,0,29,5,5,0,0,15,4,0,0,0,4,95,72,12,0,180
UCL321047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,6,0,8,20,0,8,0,22,11,0,6,3,22,7,4,11,0,27,12,0,6,0,20,3,3,0,0,5,7,7,3,0,21,6,18,0,0,22,3,6,0,0,10,8,4,0,0,8,0,0,0,0,0,0,0,0,0,3,5,8,9,0,19,3,0,0,0,3,97,63,45,3,214
UCL321048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,0,6,0,5,19,0,3,0,21,7,4,3,0,14,3,3,0,0,8,10,9,0,0,13,5,3,0,0,7,0,7,0,0,5,3,6,0,0,11,3,6,3,0,3,0,0,0,0,5,0,0,0,0,0,0,3,0,0,3,0,4,0,0,4,4,0,3,0,10,60,32,24,0,121
UCL321049,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,8,0,4,0,11,3,6,3,0,13,3,8,4,0,13,3,8,4,0,12,4,5,0,0,13,3,7,0,0,15,5,9,0,0,14,6,5,0,0,17,0,4,0,0,7,0,4,0,0,3,0,4,0,0,9,4,4,0,0,13,0,0,0,0,0,58,69,16,0,144
UCL321050,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,0,9,0,15,12,3,8,0,23,7,3,5,0,17,5,4,8,0,13,7,4,0,0,23,5,10,0,0,15,4,10,6,0,16,5,15,0,6,23,6,12,0,0,19,5,5,0,0,8,5,0,0,0,9,0,0,0,0,0,13,5,7,0,23,0,0,0,0,3,81,78,49,11,216
UCL321051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,4,0,0,0,10,0,0,8,0,8,24,0,9,0,28,11,0,10,0,24,13,7,6,0,21,16,0,3,0,22,3,3,0,0,7,12,9,0,3,18,6,0,3,0,9,5,5,0,0,8,3,9,0,0,13,0,3,0,0,8,0,6,0,0,9,4,6,8,0,18,5,0,3,0,4,103,49,42,3,206
UCL321052,0,0,0,0,0,0,0,0,0,0,0,0,11,0,8,0,0,3,0,3,8,11,15,0,45,5,0,9,6,13,3,4,11,3,21,5,11,6,0,22,3,6,4,0,14,6,8,3,0,17,0,4,3,0,11,0,0,8,0,8,3,15,0,0,16,0,5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,6,6,0,15,0,0,3,0,8,39,74,82,18,211
UCL321053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,5,0,9,0,0,3,0,7,4,8,0,0,12,0,3,0,0,12,0,5,3,0,10,0,0,0,0,0,0,7,0,0,11,3,4,0,0,5,0,7,0,0,9,0,0,0,0,5,4,3,0,0,5,0,7,0,0,9,0,0,0,0,0,23,54,31,3,111
UCL321054,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,12,0,3,0,14,10,0,5,0,20,10,4,5,0,19,9,5,0,0,12,7,5,4,0,12,8,0,0,0,9,8,3,0,0,13,3,4,0,0,8,3,3,0,0,8,4,3,0,0,4,7,4,3,0,13,7,3,0,0,14,0,0,0,0,0,104,42,22,4,173
UCL321055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,5,0,4,0,12,0,0,6,0,3,11,0,5,0,15,8,0,9,0,22,3,0,0,0,10,13,3,3,0,24,8,9,4,0,16,5,3,4,0,13,18,12,6,0,28,6,11,0,0,17,6,4,0,0,12,10,0,0,0,6,0,12,0,0,7,12,13,4,0,29,0,4,0,0,10,105,79,42,6,226
UCL321056,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,3,0,8,4,0,4,0,14,16,0,6,0,22,10,0,4,0,15,7,6,7,0,16,11,9,4,0,25,0,4,0,0,10,7,3,0,0,5,6,8,0,0,21,3,9,0,0,15,3,5,0,0,4,0,0,0,0,0,5,0,0,0,3,5,6,12,0,19,9,0,0,0,9,82,52,55,0,192
UCL321057,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,4,0,5,0,9,20,0,4,0,32,10,0,10,0,19,9,15,3,0,26,18,3,0,0,21,0,8,6,0,15,5,0,0,0,6,6,8,0,0,16,4,0,0,0,8,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,5,5,4,0,11,4,0,0,0,5,90,52,32,4,181
UCL321058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,5,0,5,3,0,7,0,10,27,5,5,0,40,9,4,4,3,19,9,6,8,0,22,10,10,3,0,26,5,3,0,0,15,9,6,0,0,16,14,23,3,0,37,11,13,0,0,25,3,5,0,0,8,0,5,0,0,6,0,3,0,0,6,7,13,8,0,23,3,0,0,0,3,120,97,45,4,262
UCL321059,7,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,8,0,0,0,3,3,0,4,0,4,13,0,0,0,13,11,0,0,0,13,12,5,4,0,21,8,7,0,0,13,6,10,5,0,19,3,11,0,0,13,15,22,7,0,41,12,31,0,0,42,10,22,0,0,30,4,14,0,0,14,9,43,0,0,52,8,22,0,0,26,0,0,0,0,4,115,180,28,5,329
UCL321060,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,4,0,8,3,0,0,0,5,17,0,7,0,25,8,6,6,0,19,9,0,0,0,10,9,3,4,0,20,6,9,0,0,15,4,4,4,0,14,7,0,0,0,12,0,4,0,0,8,3,3,0,0,9,0,3,0,0,3,3,0,0,0,5,3,3,4,0,8,3,5,0,0,5,93,43,32,6,175
UCL321061,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,4,0,0,0,0,0,18,0,0,0,22,16,0,3,0,20,17,0,0,0,17,0,0,0,0,4,9,0,0,0,12,8,3,0,0,10,7,3,0,0,11,0,3,0,0,6,10,0,3,0,14,0,5,0,0,4,3,0,0,0,9,10,6,0,0,19,4,0,0,0,4,112,35,24,0,169
UCL321062,0,0,0,0,0,0,0,0,0,5,0,0,6,0,8,0,4,12,0,17,6,9,8,0,23,0,0,13,0,17,8,4,12,0,18,5,4,5,3,27,5,4,7,0,14,5,7,13,0,28,0,9,3,4,15,0,0,0,0,5,0,9,0,0,6,3,5,0,0,8,5,0,0,0,5,4,0,0,0,5,5,0,0,0,3,0,6,12,0,19,7,11,7,0,26,52,81,100,20,245
UCL321063,7,0,0,0,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,11,0,0,0,6,3,0,0,0,10,12,4,4,0,18,13,3,8,0,28,17,5,4,0,28,12,9,0,0,14,3,0,3,0,6,15,4,4,0,25,12,20,0,0,32,9,14,0,0,23,8,14,0,0,21,5,8,0,0,12,9,15,0,0,25,5,18,0,0,22,4,6,0,0,3,142,112,30,0,289
UCL321064,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,0,0,9,18,0,4,0,23,13,0,0,0,18,13,0,3,0,17,11,0,0,0,9,5,0,0,0,10,0,7,0,0,6,5,0,0,0,14,3,5,0,0,7,4,3,0,0,7,3,0,0,0,8,4,9,0,0,12,7,8,0,0,16,3,0,0,0,3,108,34,20,0,162
UCL321065,4,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,4,0,5,0,10,3,0,3,0,8,27,4,3,0,40,24,4,9,0,39,9,6,10,0,30,24,11,4,0,38,4,13,0,0,19,12,11,5,0,25,17,22,0,0,41,10,21,3,0,32,4,8,0,0,18,0,3,0,0,3,5,12,0,0,17,16,18,0,0,37,7,0,0,0,14,181,135,54,8,377
UCL321066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,0,4,0,5,3,0,3,0,5,26,0,3,0,28,14,7,0,0,15,6,4,0,0,5,7,3,0,0,14,0,0,0,0,0,6,0,0,0,6,3,0,0,0,5,4,0,0,0,4,4,0,0,0,4,0,0,0,0,0,3,0,0,0,0,8,0,5,0,15,0,0,0,0,0,87,15,19,0,125
UCL321067,0,0,0,0,0,0,0,3,0,3,0,0,3,0,6,0,0,8,0,5,5,0,5,0,7,0,0,8,3,10,6,4,3,0,13,0,3,3,0,9,5,6,0,0,12,0,12,0,0,13,0,0,0,0,7,0,3,4,0,4,0,0,4,0,6,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,4,0,0,3,0,0,8,0,14,0,0,0,0,3,26,43,50,8,129
UCL321068,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,11,3,0,0,0,5,8,5,0,0,10,5,0,11,0,16,3,5,9,0,11,9,8,8,0,22,4,7,6,0,17,0,13,0,0,15,22,19,0,0,41,10,8,0,0,18,7,11,0,0,16,3,9,0,0,9,8,14,0,0,17,5,6,7,0,15,3,0,0,0,5,88,100,37,4,233
UCL321069,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,7,0,3,0,14,0,0,4,0,6,29,0,4,0,32,22,0,0,4,30,19,3,11,0,30,22,10,6,0,36,13,7,5,0,17,11,0,0,0,14,17,4,3,0,22,14,8,0,0,20,9,3,0,0,14,0,4,0,0,6,4,5,0,0,4,4,8,5,0,21,8,0,0,0,6,183,65,40,3,288
UCL321070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,13,0,4,0,22,10,4,5,0,14,4,4,3,0,12,3,0,0,0,3,0,3,8,0,13,3,8,0,0,16,15,9,0,0,34,6,10,0,0,15,7,10,0,0,17,5,8,0,0,10,3,7,0,0,10,3,8,3,0,9,0,0,0,0,4,82,74,32,0,192
UCL321071,4,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,6,0,4,0,10,9,0,3,0,8,4,0,0,0,9,11,0,0,0,15,4,3,0,0,13,0,3,0,0,6,6,17,0,0,29,4,19,0,0,18,11,11,3,0,18,10,12,0,0,18,4,3,0,0,6,14,4,3,0,15,0,0,0,0,3,95,69,16,4,183
UCL321072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,6,10,3,0,0,15,8,0,0,0,15,12,8,0,0,20,13,3,0,0,16,7,4,0,0,15,12,13,0,0,19,3,30,3,0,40,9,18,0,0,30,8,12,0,0,21,4,0,0,0,8,0,15,0,0,18,3,14,3,0,18,0,0,0,0,3,91,129,24,0,238
